Orthogroup	Mus_musculus	Neotoma_lepida
OG0009850	sp|O35118|GFRA3_MOUSE	tr|A0A1A6HRW5|A0A1A6HRW5_NEOLE
OG0009851	sp|O35717|SOCS2_MOUSE	tr|A0A1A6GIC8|A0A1A6GIC8_NEOLE
OG0009852	sp|O35900|LSM2_MOUSE	tr|A0A1A6G1N2|A0A1A6G1N2_NEOLE
OG0009853	sp|O54798|BRS3_MOUSE	tr|A0A1A6GSZ4|A0A1A6GSZ4_NEOLE
OG0009854	sp|O88854|GALR2_MOUSE	tr|A0A1A6H443|A0A1A6H443_NEOLE
OG0009855	sp|P11214|TPA_MOUSE	tr|A0A1A6HXL2|A0A1A6HXL2_NEOLE
OG0009856	sp|P14847|CRP_MOUSE	tr|A0A1A6GKX5|A0A1A6GKX5_NEOLE
OG0009857	sp|P25688|URIC_MOUSE	tr|A0A1A6FZV4|A0A1A6FZV4_NEOLE
OG0009858	sp|P50652|FANCC_MOUSE	tr|A0A1A6HBI8|A0A1A6HBI8_NEOLE
OG0009859	sp|Q00609|CD80_MOUSE	tr|A0A1A6GVM7|A0A1A6GVM7_NEOLE
OG0009860	sp|Q0KL01|UBX2B_MOUSE	tr|A0A1A6FZL2|A0A1A6FZL2_NEOLE
OG0009861	sp|Q0VBB0|PRLD2_MOUSE	tr|A0A1A6H767|A0A1A6H767_NEOLE
OG0009862	sp|Q14B70|HDX_MOUSE	tr|A0A1A6GH79|A0A1A6GH79_NEOLE
OG0009863	sp|Q3TXZ1|ZN575_MOUSE	tr|A0A1A6HXM2|A0A1A6HXM2_NEOLE
OG0009864	sp|Q3UI66|CCD34_MOUSE	tr|A0A1A6HMS4|A0A1A6HMS4_NEOLE
OG0009865	sp|Q3UST5|CP089_MOUSE	tr|A0A1A6HSE1|A0A1A6HSE1_NEOLE
OG0009866	sp|Q4ZJM7|OTOL1_MOUSE	tr|A0A1A6FTV9|A0A1A6FTV9_NEOLE
OG0009867	sp|Q5F289|SPEM1_MOUSE	tr|A0A1A6GXP6|A0A1A6GXP6_NEOLE
OG0009868	sp|Q5SS90|CG057_MOUSE	tr|A0A1A6GFM7|A0A1A6GFM7_NEOLE
OG0009869	sp|Q5SYL1|KS6R_MOUSE	tr|A0A1A6GNS7|A0A1A6GNS7_NEOLE
OG0009870	sp|Q60610|TIAM1_MOUSE	tr|A0A1A6HG12|A0A1A6HG12_NEOLE
OG0009871	sp|Q61164|CTCF_MOUSE	tr|A0A1A6FWN6|A0A1A6FWN6_NEOLE
OG0009872	sp|Q61398|PCOC1_MOUSE	tr|A0A1A6G397|A0A1A6G397_NEOLE
OG0009873	sp|Q62011|PDPN_MOUSE	tr|A0A1A6GSU9|A0A1A6GSU9_NEOLE
OG0009874	sp|Q62193|RFA2_MOUSE	tr|A0A1A6FY96|A0A1A6FY96_NEOLE
OG0009875	sp|Q64221|HEN2_MOUSE	tr|A0A1A6GMM3|A0A1A6GMM3_NEOLE
OG0009876	sp|Q6IUP1|SOLH1_MOUSE	tr|A0A1A6H9I6|A0A1A6H9I6_NEOLE
OG0009877	sp|Q6PIX9|CQ080_MOUSE	tr|A0A1A6H0L6|A0A1A6H0L6_NEOLE
OG0009878	sp|Q7TNF9|F117A_MOUSE	tr|A0A1A6HFR6|A0A1A6HFR6_NEOLE
OG0009879	sp|Q80X44|ZBT24_MOUSE	tr|A0A1A6HLI7|A0A1A6HLI7_NEOLE
OG0009880	sp|Q8BQU7|TMM74_MOUSE	tr|A0A1A6GNQ0|A0A1A6GNQ0_NEOLE
OG0009881	sp|Q8C419|GP158_MOUSE	tr|A0A1A6FZH2|A0A1A6FZH2_NEOLE
OG0009882	sp|Q8C552|FA78A_MOUSE	tr|A0A1A6GUF0|A0A1A6GUF0_NEOLE
OG0009883	sp|Q8C7W7|DCR1B_MOUSE	tr|A0A1A6GDS9|A0A1A6GDS9_NEOLE
OG0009884	sp|Q8K0E1|KCD15_MOUSE	tr|A0A1A6HHR3|A0A1A6HHR3_NEOLE
OG0009885	sp|Q923D3|PARM1_MOUSE	tr|A0A1A6H0J4|A0A1A6H0J4_NEOLE
OG0009886	sp|Q99LI2|CLCC1_MOUSE	tr|A0A1A6GHT7|A0A1A6GHT7_NEOLE
OG0009887	sp|Q9CPU9|COPT2_MOUSE	tr|A0A1A6HF33|A0A1A6HF33_NEOLE
OG0009888	sp|Q9CQU3|RER1_MOUSE	tr|A0A1A6HSW7|A0A1A6HSW7_NEOLE
OG0009889	sp|Q9CX92|CXE1_MOUSE	tr|A0A1A6G3H3|A0A1A6G3H3_NEOLE
OG0009890	sp|Q9DAA6|EXOS1_MOUSE	tr|A0A1A6GH06|A0A1A6GH06_NEOLE
OG0009891	sp|Q9JKX3|TFR2_MOUSE	tr|A0A1A6G388|A0A1A6G388_NEOLE
OG0009892	sp|Q9QZS7|NPHN_MOUSE	tr|A0A1A6H2D8|A0A1A6H2D8_NEOLE
OG0009893	sp|Q9R0R1|TRFM_MOUSE	tr|A0A1A6H5U6|A0A1A6H5U6_NEOLE
OG0009894	sp|Q9WV30|NFAT5_MOUSE	tr|A0A1A6GN53|A0A1A6GN53_NEOLE
OG0009895	sp|Q9Z0G4|CCN5_MOUSE	tr|A0A1A6HWA8|A0A1A6HWA8_NEOLE
OG0009896	sp|Q9Z273|TULP1_MOUSE	tr|A0A1A6I189|A0A1A6I189_NEOLE
OG0009897	sp|Q9Z2Y3|HOME1_MOUSE	tr|A0A1A6FUF7|A0A1A6FUF7_NEOLE
OG0009898	tr|A0A338P6S8|A0A338P6S8_MOUSE	tr|A0A1A6GZV2|A0A1A6GZV2_NEOLE
OG0009899	sp|A2RT91|ANKAR_MOUSE	tr|A0A1A6GHN1|A0A1A6GHN1_NEOLE
OG0009900	tr|E9Q444|E9Q444_MOUSE	tr|A0A1A6GK37|A0A1A6GK37_NEOLE
OG0009901	sp|O08523|TECTA_MOUSE	tr|A0A1A6HIM3|A0A1A6HIM3_NEOLE
OG0009902	sp|O35253|SMAD7_MOUSE	tr|A0A1A6GRL1|A0A1A6GRL1_NEOLE
OG0009903	sp|O88819|FUT9_MOUSE	tr|A0A1A6FXP0|A0A1A6FXP0_NEOLE
OG0009904	sp|O88848|ARL6_MOUSE	tr|A0A1A6H1V9|A0A1A6H1V9_NEOLE
OG0009905	sp|Q01237|HMDH_MOUSE	tr|A0A1A6HFG6|A0A1A6HFG6_NEOLE
OG0009906	sp|Q05A80|CAPR2_MOUSE	tr|A0A1A6HJJ5|A0A1A6HJJ5_NEOLE
OG0009907	sp|Q2WF71|LRFN1_MOUSE	tr|A0A1A6HLE8|A0A1A6HLE8_NEOLE
OG0009908	sp|Q3TDX8|NB5R4_MOUSE	tr|A0A1A6GQE6|A0A1A6GQE6_NEOLE
OG0009909	sp|Q3TJM4|CENPT_MOUSE	tr|A0A1A6FXQ1|A0A1A6FXQ1_NEOLE
OG0009910	sp|Q3U2I3|FHI1B_MOUSE	tr|A0A1A6HQ44|A0A1A6HQ44_NEOLE
OG0009911	sp|Q3U6N9|CH033_MOUSE	tr|A0A1A6GN65|A0A1A6GN65_NEOLE
OG0009912	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A1A6FWZ9|A0A1A6FWZ9_NEOLE
OG0009913	sp|Q5K2P8|POLS2_MOUSE	tr|A0A1A6GB72|A0A1A6GB72_NEOLE
OG0009914	sp|Q62396|ZFP92_MOUSE	tr|A0A1A6HJL1|A0A1A6HJL1_NEOLE
OG0009915	sp|Q6P926|SPA24_MOUSE	tr|A0A1A6FXG0|A0A1A6FXG0_NEOLE
OG0009916	sp|Q6SJ95|TBPL2_MOUSE	tr|A0A1A6GJU6|A0A1A6GJU6_NEOLE
OG0009917	sp|Q6X6Z7|TEKT3_MOUSE	tr|A0A1A6GRF0|A0A1A6GRF0_NEOLE
OG0009918	sp|Q80VM9|OTOP1_MOUSE	tr|A0A1A6GRK5|A0A1A6GRK5_NEOLE
OG0009919	sp|Q8C5U9|UBQL3_MOUSE	tr|A0A1A6GNK8|A0A1A6GNK8_NEOLE
OG0009920	sp|Q8C726|BTBD9_MOUSE	tr|A0A1A6G1D2|A0A1A6G1D2_NEOLE
OG0009921	tr|Q8CEI3|Q8CEI3_MOUSE	tr|A0A1A6HFN6|A0A1A6HFN6_NEOLE
OG0009922	sp|Q8CGZ0|CHERP_MOUSE	tr|A0A1A6GWD5|A0A1A6GWD5_NEOLE
OG0009923	sp|Q8CI96|CLIP4_MOUSE	tr|A0A1A6FWT3|A0A1A6FWT3_NEOLE
OG0009924	sp|Q8K2Y7|RM47_MOUSE	tr|A0A1A6G1C7|A0A1A6G1C7_NEOLE
OG0009925	sp|Q8R2S8|CD177_MOUSE	tr|A0A1A6HPS7|A0A1A6HPS7_NEOLE
OG0009926	sp|Q8R3B1|PLCD1_MOUSE	tr|A0A1A6H2G0|A0A1A6H2G0_NEOLE
OG0009927	sp|Q8R5L3|VPS39_MOUSE	tr|A0A1A6HW33|A0A1A6HW33_NEOLE
OG0009928	sp|Q91X86|TMM98_MOUSE	tr|A0A1A6FUY2|A0A1A6FUY2_NEOLE
OG0009929	sp|Q99JB8|PACN3_MOUSE	tr|A0A1A6GI38|A0A1A6GI38_NEOLE
OG0009930	sp|Q99N84|RT18B_MOUSE	tr|A0A1A6H8E8|A0A1A6H8E8_NEOLE
OG0009931	sp|Q9CPU4|MGST3_MOUSE	tr|A0A1A6HJY5|A0A1A6HJY5_NEOLE
OG0009932	sp|Q9CQ61|UNC50_MOUSE	tr|A0A1A6HVN1|A0A1A6HVN1_NEOLE
OG0009933	sp|Q9D531|NXNL2_MOUSE	tr|A0A1A6FYM8|A0A1A6FYM8_NEOLE
OG0009934	sp|Q9D6I9|LURA1_MOUSE	tr|A0A1A6GX30|A0A1A6GX30_NEOLE
OG0009935	sp|Q9D6V8|PAIP2_MOUSE	tr|A0A1A6FYK2|A0A1A6FYK2_NEOLE
OG0009936	sp|Q9D7H3|RTCA_MOUSE	tr|A0A1A6FWT7|A0A1A6FWT7_NEOLE
OG0009937	sp|Q9DCT5|SDF2_MOUSE	tr|A0A1A6GND1|A0A1A6GND1_NEOLE
OG0009938	sp|Q9EPK2|XRP2_MOUSE	tr|A0A1A6HRV3|A0A1A6HRV3_NEOLE
OG0009939	sp|Q9ET22|DPP2_MOUSE	tr|A0A1A6GSQ6|A0A1A6GSQ6_NEOLE
OG0009940	sp|Q9JIH2|NUP50_MOUSE	tr|A0A1A6G5P0|A0A1A6G5P0_NEOLE
OG0009941	sp|Q9QUI1|LRA25_MOUSE	tr|A0A1A6HU42|A0A1A6HU42_NEOLE
OG0009942	sp|Q9Z111|GA45G_MOUSE	tr|A0A1A6HDZ1|A0A1A6HDZ1_NEOLE
OG0009943	tr|A0A140LHH9|A0A140LHH9_MOUSE	tr|A0A1A6GLL3|A0A1A6GLL3_NEOLE
OG0009944	tr|A0A1B0GT27|A0A1B0GT27_MOUSE	tr|A0A1A6HE86|A0A1A6HE86_NEOLE
OG0009945	tr|A2BH01|A2BH01_MOUSE	tr|A0A1A6HV24|A0A1A6HV24_NEOLE
OG0009946	sp|D3YX43|VSI10_MOUSE	tr|A0A1A6HSS5|A0A1A6HSS5_NEOLE
OG0009947	sp|D3YXK2|SAFB1_MOUSE	tr|A0A1A6H7U5|A0A1A6H7U5_NEOLE
OG0009948	tr|J3QMB3|J3QMB3_MOUSE	tr|A0A1A6G2S6|A0A1A6G2S6_NEOLE
OG0009949	sp|O09107|INSL3_MOUSE	tr|A0A1A6HF62|A0A1A6HF62_NEOLE
OG0009950	sp|O09130|NF2IP_MOUSE	tr|A0A1A6GWZ2|A0A1A6GWZ2_NEOLE
OG0009951	sp|O88470|FOXL2_MOUSE	tr|A0A1A6G099|A0A1A6G099_NEOLE
OG0009952	sp|O88602|CCG2_MOUSE	tr|A0A1A6HQF2|A0A1A6HQF2_NEOLE
OG0009953	sp|O88992|C1QRF_MOUSE	tr|A0A1A6FXI2|A0A1A6FXI2_NEOLE
OG0009954	sp|P16951|ATF2_MOUSE	tr|A0A1A6HR57|A0A1A6HR57_NEOLE
OG0009955	sp|P23204|PPARA_MOUSE	tr|A0A1A6HCR3|A0A1A6HCR3_NEOLE
OG0009956	sp|P31648|SC6A1_MOUSE	tr|A0A1A6HM47|A0A1A6HM47_NEOLE
OG0009957	sp|P59048|PDRG1_MOUSE	tr|A0A1A6GQR9|A0A1A6GQR9_NEOLE
OG0009958	sp|Q02576|HEN1_MOUSE	tr|A0A1A6HCW6|A0A1A6HCW6_NEOLE
OG0009959	tr|Q3TEE9|Q3TEE9_MOUSE	tr|A0A1A6GZN6|A0A1A6GZN6_NEOLE
OG0009960	sp|Q3TIW9|ENPP7_MOUSE	tr|A0A1A6HYP4|A0A1A6HYP4_NEOLE
OG0009961	sp|Q3UQV5|KBTB8_MOUSE	tr|A0A1A6H250|A0A1A6H250_NEOLE
OG0009962	sp|Q60864|STIP1_MOUSE	tr|A0A1A6HU89|A0A1A6HU89_NEOLE
OG0009963	sp|Q64387|PNOC_MOUSE	tr|A0A1A6GTB4|A0A1A6GTB4_NEOLE
OG0009964	sp|Q6NXL6|SENP5_MOUSE	tr|A0A1A6H6P6|A0A1A6H6P6_NEOLE
OG0009965	sp|Q7TPB0|PLPR3_MOUSE	tr|A0A1A6H928|A0A1A6H928_NEOLE
OG0009966	sp|Q7TPN3|PIGV_MOUSE	tr|A0A1A6GBH6|A0A1A6GBH6_NEOLE
OG0009967	sp|Q7TSK7|ATL2_MOUSE	tr|A0A1A6HTM9|A0A1A6HTM9_NEOLE
OG0009968	sp|Q8BIA3|MKX_MOUSE	tr|A0A1A6H4T7|A0A1A6H4T7_NEOLE
OG0009969	sp|Q8BJM7|TYW1_MOUSE	tr|A0A1A6HGC0|A0A1A6HGC0_NEOLE
OG0009970	sp|Q8BQR4|KANL2_MOUSE	tr|A0A1A6HMK3|A0A1A6HMK3_NEOLE
OG0009971	sp|Q8CDA1|SAC2_MOUSE	tr|A0A1A6GC89|A0A1A6GC89_NEOLE
OG0009972	sp|Q8JZX4|SPF45_MOUSE	tr|A0A1A6HDT1|A0A1A6HDT1_NEOLE
OG0009973	sp|Q8K0V2|DCNL3_MOUSE	tr|A0A1A6G2W9|A0A1A6G2W9_NEOLE
OG0009974	sp|Q8K1H1|TDRD7_MOUSE	tr|A0A1A6G3B0|A0A1A6G3B0_NEOLE
OG0009975	sp|Q8K5B2|MCFD2_MOUSE	tr|A0A1A6GL11|A0A1A6GL11_NEOLE
OG0009976	sp|Q8R5F3|OARD1_MOUSE	tr|A0A1A6GIT4|A0A1A6GIT4_NEOLE
OG0009977	sp|Q8VCR7|ABHEB_MOUSE	tr|A0A1A6HBN0|A0A1A6HBN0_NEOLE
OG0009978	sp|Q8VEB2|SAV1_MOUSE	tr|A0A1A6H7E1|A0A1A6H7E1_NEOLE
OG0009979	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A1A6HDV6|A0A1A6HDV6_NEOLE
OG0009980	sp|Q921I6|SH3B4_MOUSE	tr|A0A1A6HS64|A0A1A6HS64_NEOLE
OG0009981	sp|Q99MN9|PCCB_MOUSE	tr|A0A1A6H8J0|A0A1A6H8J0_NEOLE
OG0009982	sp|Q9CPS6|HINT3_MOUSE	tr|A0A1A6GLG1|A0A1A6GLG1_NEOLE
OG0009983	sp|Q9CPX3|LYZL1_MOUSE	tr|A0A1A6HE05|A0A1A6HE05_NEOLE
OG0009984	sp|Q9CQ86|MIEN1_MOUSE	tr|A0A1A6HM14|A0A1A6HM14_NEOLE
OG0009985	sp|Q9D384|U1SBP_MOUSE	tr|A0A1A6GRJ7|A0A1A6GRJ7_NEOLE
OG0009986	tr|Q9D3X8|Q9D3X8_MOUSE	tr|A0A1A6H1D6|A0A1A6H1D6_NEOLE
OG0009987	sp|Q9D413|SH2D6_MOUSE	tr|A0A1A6HT98|A0A1A6HT98_NEOLE
OG0009988	tr|Q9D807|Q9D807_MOUSE	tr|A0A1A6H339|A0A1A6H339_NEOLE
OG0009989	tr|Q9DAC6|Q9DAC6_MOUSE	tr|A0A1A6G2Y1|A0A1A6G2Y1_NEOLE
OG0009990	sp|Q9DBV3|DHX34_MOUSE	tr|A0A1A6GDM7|A0A1A6GDM7_NEOLE
OG0009991	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A1A6G2C7|A0A1A6G2C7_NEOLE
OG0009992	sp|Q9JIL5|TULP4_MOUSE	tr|A0A1A6FWX7|A0A1A6FWX7_NEOLE
OG0009993	sp|Q9QY93|DCTP1_MOUSE	tr|A0A1A6GB12|A0A1A6GB12_NEOLE
OG0009994	tr|A0A5F8MPE7|A0A5F8MPE7_MOUSE	tr|A0A1A6HBL2|A0A1A6HBL2_NEOLE
OG0009995	tr|A0A5F8MPH1|A0A5F8MPH1_MOUSE	tr|A0A1A6G3Y6|A0A1A6G3Y6_NEOLE
OG0009996	tr|A2A654|A2A654_MOUSE	tr|A0A1A6HFM4|A0A1A6HFM4_NEOLE
OG0009997	tr|A2AWR3|A2AWR3_MOUSE	tr|A0A1A6GSJ3|A0A1A6GSJ3_NEOLE
OG0009998	sp|B2RX14|TUT4_MOUSE	tr|A0A1A6FZ59|A0A1A6FZ59_NEOLE
OG0009999	sp|E9Q5Z5|FANCF_MOUSE	tr|A0A1A6GV89|A0A1A6GV89_NEOLE
OG0010000	tr|F6ZR08|F6ZR08_MOUSE	tr|A0A1A6GZ32|A0A1A6GZ32_NEOLE
OG0010001	sp|O35704|SPTC1_MOUSE	tr|A0A1A6HYQ5|A0A1A6HYQ5_NEOLE
OG0010002	sp|O70252|HMOX2_MOUSE	tr|A0A1A6GMX3|A0A1A6GMX3_NEOLE
OG0010003	sp|P13439|UMPS_MOUSE	tr|A0A1A6HRY4|A0A1A6HRY4_NEOLE
OG0010004	sp|P15066|JUND_MOUSE	tr|A0A1A6HE87|A0A1A6HE87_NEOLE
OG0010005	sp|P17095|HMGA1_MOUSE	tr|A0A1A6FX17|A0A1A6FX17_NEOLE
OG0010006	sp|P17919|HXB1_MOUSE	tr|A0A1A6HGN2|A0A1A6HGN2_NEOLE
OG0010007	sp|P22387|EDN1_MOUSE	tr|A0A1A6G2X7|A0A1A6G2X7_NEOLE
OG0010008	sp|P29812|TYRP2_MOUSE	tr|A0A1A6HAB6|A0A1A6HAB6_NEOLE
OG0010009	sp|P30728|DRD3_MOUSE	tr|A0A1A6H622|A0A1A6H622_NEOLE
OG0010010	sp|P31996|CD68_MOUSE	tr|A0A1A6GVK8|A0A1A6GVK8_NEOLE
OG0010011	sp|P50518|VATE1_MOUSE	tr|A0A1A6HG41|A0A1A6HG41_NEOLE
OG0010012	sp|P55097|CATK_MOUSE	tr|A0A1A6HLM7|A0A1A6HLM7_NEOLE
OG0010013	sp|P56481|GASR_MOUSE	tr|A0A1A6HQQ3|A0A1A6HQQ3_NEOLE
OG0010014	sp|P62073|TIM10_MOUSE	tr|A0A1A6HJP3|A0A1A6HJP3_NEOLE
OG0010015	sp|Q3TNH5|F172A_MOUSE	tr|A0A1A6GRQ4|A0A1A6GRQ4_NEOLE
OG0010016	sp|Q5DTV4|ZC12C_MOUSE	tr|A0A1A6HDC2|A0A1A6HDC2_NEOLE
OG0010017	sp|Q5F267|P5I13_MOUSE	tr|A0A1A6GM63|A0A1A6GM63_NEOLE
OG0010018	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A1A6G3M9|A0A1A6G3M9_NEOLE
OG0010019	sp|Q5SZV5|K0319_MOUSE	tr|A0A1A6HHB2|A0A1A6HHB2_NEOLE
OG0010020	sp|Q60774|TM45A_MOUSE	tr|A0A1A6HWP2|A0A1A6HWP2_NEOLE
OG0010021	sp|Q61025|IFT20_MOUSE	tr|A0A1A6GNG3|A0A1A6GNG3_NEOLE
OG0010022	sp|Q62255|SALL3_MOUSE	tr|A0A1A6GL34|A0A1A6GL34_NEOLE
OG0010023	sp|Q64697|PTCA_MOUSE	tr|A0A1A6H3H5|A0A1A6H3H5_NEOLE
OG0010024	sp|Q6A000|MOONR_MOUSE	tr|A0A1A6GUZ9|A0A1A6GUZ9_NEOLE
OG0010025	sp|Q6PFD9|NUP98_MOUSE	tr|A0A1A6HAM1|A0A1A6HAM1_NEOLE
OG0010026	sp|Q6SJQ7|CLM1_MOUSE	tr|A0A1A6GHA5|A0A1A6GHA5_NEOLE
OG0010027	sp|Q78HU3|MB12A_MOUSE	tr|A0A1A6HG34|A0A1A6HG34_NEOLE
OG0010028	sp|Q7TND5|RPF1_MOUSE	tr|A0A1A6HDC7|A0A1A6HDC7_NEOLE
OG0010029	sp|Q8BG71|TYW2_MOUSE	tr|A0A1A6GEH6|A0A1A6GEH6_NEOLE
OG0010030	sp|Q8BHL3|TB10B_MOUSE	tr|A0A1A6GB42|A0A1A6GB42_NEOLE
OG0010031	sp|Q8BVG5|GLT14_MOUSE	tr|A0A1A6HQP5|A0A1A6HQP5_NEOLE
OG0010032	sp|Q8C0J2|A16L1_MOUSE	tr|A0A1A6GN95|A0A1A6GN95_NEOLE
OG0010033	sp|Q8C460|ERI3_MOUSE	tr|A0A1A6GX83|A0A1A6GX83_NEOLE
OG0010034	sp|Q8CHT6|F169B_MOUSE	tr|A0A1A6GW62|A0A1A6GW62_NEOLE
OG0010035	sp|Q8CID3|FA20A_MOUSE	tr|A0A1A6H3C6|A0A1A6H3C6_NEOLE
OG0010036	sp|Q8R4H2|ARHGC_MOUSE	tr|A0A1A6GF61|A0A1A6GF61_NEOLE
OG0010037	sp|Q8VDB2|ALG12_MOUSE	tr|A0A1A6H634|A0A1A6H634_NEOLE
OG0010038	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A1A6HY25|A0A1A6HY25_NEOLE
OG0010039	sp|Q8VHK1|CSKI2_MOUSE	tr|A0A1A6G466|A0A1A6G466_NEOLE
OG0010040	sp|Q91XW8|FKBP6_MOUSE	tr|A0A1A6FV11|A0A1A6FV11_NEOLE
OG0010041	sp|Q99P30|NUDT7_MOUSE	tr|A0A1A6HJJ7|A0A1A6HJJ7_NEOLE
OG0010042	sp|Q9CXC3|MGME1_MOUSE	tr|A0A1A6HEX0|A0A1A6HEX0_NEOLE
OG0010043	sp|Q9D3A8|CAPON_MOUSE	tr|A0A1A6HWI9|A0A1A6HWI9_NEOLE
OG0010044	sp|Q9DAK2|PACRG_MOUSE	tr|A0A1A6HVF5|A0A1A6HVF5_NEOLE
OG0010045	sp|Q9JI67|B3GT5_MOUSE	tr|A0A1A6HI44|A0A1A6HI44_NEOLE
OG0010046	sp|Q9QYY1|I36RA_MOUSE	tr|A0A1A6GL91|A0A1A6GL91_NEOLE
OG0010047	sp|Q9Z1M0|P2RX7_MOUSE	tr|A0A1A6HKQ5|A0A1A6HKQ5_NEOLE
OG0010048	tr|A0A6I8MWX0|A0A6I8MWX0_MOUSE	tr|A0A1A6GPN0|A0A1A6GPN0_NEOLE
OG0010049	sp|D3Z7H4|GSG1L_MOUSE	tr|A0A1A6FU72|A0A1A6FU72_NEOLE
OG0010051	tr|G3UW88|G3UW88_MOUSE	tr|A0A1A6H8Z2|A0A1A6H8Z2_NEOLE
OG0010052	sp|O09010|LFNG_MOUSE	tr|A0A1A6H359|A0A1A6H359_NEOLE
OG0010053	sp|O35181|NRG3_MOUSE	tr|A0A1A6HMD8|A0A1A6HMD8_NEOLE
OG0010054	sp|O35425|BOK_MOUSE	tr|A0A1A6HSE6|A0A1A6HSE6_NEOLE
OG0010055	sp|O35949|ELOV3_MOUSE	tr|A0A1A6GVZ7|A0A1A6GVZ7_NEOLE
OG0010056	sp|O55131|SEPT7_MOUSE	tr|A0A1A6HQL2|A0A1A6HQL2_NEOLE
OG0010057	sp|P08551|NFL_MOUSE	tr|A0A1A6H6L9|A0A1A6H6L9_NEOLE
OG0010058	sp|P27005|S10A8_MOUSE	tr|A0A1A6HYG6|A0A1A6HYG6_NEOLE
OG0010059	sp|P48615|WNT11_MOUSE	tr|A0A1A6FV92|A0A1A6FV92_NEOLE
OG0010060	sp|P51860|NP1L2_MOUSE	tr|A0A1A6H1C1|A0A1A6H1C1_NEOLE
OG0010061	sp|P59235|NUP43_MOUSE	tr|A0A1A6GFT9|A0A1A6GFT9_NEOLE
OG0010062	sp|P61315|G3ST3_MOUSE	tr|A0A1A6GQV0|A0A1A6GQV0_NEOLE
OG0010063	sp|P62075|TIM13_MOUSE	tr|A0A1A6G3E4|A0A1A6G3E4_NEOLE
OG0010064	sp|P70444|BID_MOUSE	tr|A0A1A6HG53|A0A1A6HG53_NEOLE
OG0010065	sp|Q1W617|SHRM4_MOUSE	tr|A0A1A6FVA8|A0A1A6FVA8_NEOLE
OG0010066	sp|Q3TMW1|C102A_MOUSE	tr|A0A1A6HAB3|A0A1A6HAB3_NEOLE
OG0010068	sp|Q60720|CY561_MOUSE	tr|A0A1A6HFP5|A0A1A6HFP5_NEOLE
OG0010069	sp|Q60961|LAP4A_MOUSE	tr|A0A1A6FWH9|A0A1A6FWH9_NEOLE
OG0010070	sp|Q62511|ZFP91_MOUSE	tr|A0A1A6GU79|A0A1A6GU79_NEOLE
OG0010071	sp|Q69ZT1|FAN1_MOUSE	tr|A0A1A6HCM2|A0A1A6HCM2_NEOLE
OG0010072	sp|Q6P0X2|ZN511_MOUSE	tr|A0A1A6H4C9|A0A1A6H4C9_NEOLE
OG0010073	sp|Q6PCN7|HLTF_MOUSE	tr|A0A1A6H1S1|A0A1A6H1S1_NEOLE
OG0010074	tr|Q6PDK0|Q6PDK0_MOUSE	tr|A0A1A6GXK6|A0A1A6GXK6_NEOLE
OG0010075	sp|Q6PDM2|SRSF1_MOUSE	tr|A0A1A6I0Z8|A0A1A6I0Z8_NEOLE
OG0010076	sp|Q7TQD2|TPPP_MOUSE	tr|A0A1A6HYZ2|A0A1A6HYZ2_NEOLE
OG0010077	sp|Q80W04|TMCC2_MOUSE	tr|A0A1A6HXM5|A0A1A6HXM5_NEOLE
OG0010078	sp|Q80XH1|KXDL1_MOUSE	tr|A0A1A6GFQ9|A0A1A6GFQ9_NEOLE
OG0010079	sp|Q811W2|CP26B_MOUSE	tr|A0A1A6HLQ6|A0A1A6HLQ6_NEOLE
OG0010080	sp|Q8BL74|TF3C2_MOUSE	tr|A0A1A6HQ64|A0A1A6HQ64_NEOLE
OG0010081	sp|Q8BRX9|MARH3_MOUSE	tr|A0A1A6GKE1|A0A1A6GKE1_NEOLE
OG0010082	sp|Q8BXT1|RGS8_MOUSE	tr|A0A1A6G585|A0A1A6G585_NEOLE
OG0010083	sp|Q8CFU8|T53I2_MOUSE	tr|A0A1A6GHY8|A0A1A6GHY8_NEOLE
OG0010084	sp|Q8CHU3|EPN2_MOUSE	tr|A0A1A6GET8|A0A1A6GET8_NEOLE
OG0010085	sp|Q8K0H7|S45A3_MOUSE	tr|A0A1A6HZ32|A0A1A6HZ32_NEOLE
OG0010086	sp|Q8VDD8|WASH1_MOUSE	tr|A0A1A6HPF5|A0A1A6HPF5_NEOLE
OG0010087	sp|Q91WA1|TIPIN_MOUSE	tr|A0A1A6GL22|A0A1A6GL22_NEOLE
OG0010088	sp|Q921H9|COA7_MOUSE	tr|A0A1A6HXL0|A0A1A6HXL0_NEOLE
OG0010089	sp|Q99P27|PG12B_MOUSE	tr|A0A1A6HIE7|A0A1A6HIE7_NEOLE
OG0010090	sp|Q99PN3|TRI26_MOUSE	tr|A0A1A6G1M2|A0A1A6G1M2_NEOLE
OG0010091	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A1A6GVQ4|A0A1A6GVQ4_NEOLE
OG0010092	sp|Q9CY16|RT28_MOUSE	tr|A0A1A6HV25|A0A1A6HV25_NEOLE
OG0010093	sp|Q9D081|ALG14_MOUSE	tr|A0A1A6H7Q7|A0A1A6H7Q7_NEOLE
