Orthogroup	Mus_musculus	Jaculus_jaculus
OG0006975	sp|Q9R144|ANM2_MOUSE	tr|A0A8C5NX36|A0A8C5NX36_JACJA
OG0006976	sp|P61168|DRD2_MOUSE	tr|A0A8C5NXN4|A0A8C5NXN4_JACJA
OG0006977	sp|Q8K3G5|VRK3_MOUSE	tr|A0A8C5NXX9|A0A8C5NXX9_JACJA
OG0006978	sp|Q9D4H9|PHF14_MOUSE	tr|A0A8C5P0P6|A0A8C5P0P6_JACJA
OG0006979	sp|Q9D2X8|CH076_MOUSE	tr|A0A8C5P1P0|A0A8C5P1P0_JACJA
OG0006980	sp|A2A863|ITB4_MOUSE	tr|A0A8C5P306|A0A8C5P306_JACJA
OG0006981	sp|Q99N28|CADM3_MOUSE	tr|A0A8C5P4M2|A0A8C5P4M2_JACJA
OG0006982	sp|Q61102|ABCB7_MOUSE	tr|A0A8C5JT72|A0A8C5JT72_JACJA
OG0006983	sp|Q91V13|LEAP2_MOUSE	tr|A0A8C5JUF6|A0A8C5JUF6_JACJA
OG0006984	sp|Q8C817|T200A_MOUSE	tr|A0A8C5JWZ7|A0A8C5JWZ7_JACJA
OG0006985	sp|Q45VK7|DYHC2_MOUSE	tr|A0A8C5JZH5|A0A8C5JZH5_JACJA
OG0006986	sp|E9Q7E2|ARID2_MOUSE	tr|A0A8C5K010|A0A8C5K010_JACJA
OG0006987	sp|Q3TB48|TM104_MOUSE	tr|A0A8C5K2U5|A0A8C5K2U5_JACJA
OG0006988	tr|F6UK53|F6UK53_MOUSE	tr|A0A8C5K303|A0A8C5K303_JACJA
OG0006989	sp|Q9ESX2|SP6_MOUSE	tr|A0A8C5K3N7|A0A8C5K3N7_JACJA
OG0006990	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A8C5K459|A0A8C5K459_JACJA
OG0006991	sp|Q80TN4|DJC16_MOUSE	tr|A0A8C5K4U7|A0A8C5K4U7_JACJA
OG0006992	sp|Q9QZW9|MNX1_MOUSE	tr|A0A8C5K5I5|A0A8C5K5I5_JACJA
OG0006993	sp|Q91ZR3|ZHANG_MOUSE	tr|A0A8C5K695|A0A8C5K695_JACJA
OG0006994	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A8C5K6T7|A0A8C5K6T7_JACJA
OG0006995	sp|Q9QYI6|DNJB9_MOUSE	tr|A0A8C5K7B5|A0A8C5K7B5_JACJA
OG0006996	sp|P51829|ADCY7_MOUSE	tr|A0A8C5K8Q2|A0A8C5K8Q2_JACJA
OG0006997	sp|Q5SWK7|RN145_MOUSE	tr|A0A8C5KAT7|A0A8C5KAT7_JACJA
OG0006998	sp|Q8CGU1|CACO1_MOUSE	tr|A0A8C5KB00|A0A8C5KB00_JACJA
OG0007000	sp|Q8CHQ6|TM125_MOUSE	tr|A0A8C5KDB5|A0A8C5KDB5_JACJA
OG0007001	sp|Q8BZE1|DMBTL_MOUSE	tr|A0A8C5KDG9|A0A8C5KDG9_JACJA
OG0007002	sp|Q62100|PRM3_MOUSE	tr|A0A8C5KF53|A0A8C5KF53_JACJA
OG0007003	sp|Q91YP1|BN3D2_MOUSE	tr|A0A8C5KHS2|A0A8C5KHS2_JACJA
OG0007004	sp|Q8CBY3|LENG8_MOUSE	tr|A0A8C5KIS2|A0A8C5KIS2_JACJA
OG0007005	sp|Q2TB02|IKBD_MOUSE	tr|A0A8C5KK13|A0A8C5KK13_JACJA
OG0007006	sp|Q9R087|GPC6_MOUSE	tr|A0A8C5KM90|A0A8C5KM90_JACJA
OG0007007	sp|Q99KF1|TMED9_MOUSE	tr|A0A8C5KNF0|A0A8C5KNF0_JACJA
OG0007008	sp|Q9WV31|ARC_MOUSE	tr|A0A8C5KNW5|A0A8C5KNW5_JACJA
OG0007009	sp|O88892|SERF1_MOUSE	tr|A0A8C5KQ83|A0A8C5KQ83_JACJA
OG0007010	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A8C5KQI3|A0A8C5KQI3_JACJA
OG0007011	sp|P04760|ACHG_MOUSE	tr|A0A8C5KR67|A0A8C5KR67_JACJA
OG0007012	sp|Q8BWM0|PGES2_MOUSE	tr|A0A8C5KS41|A0A8C5KS41_JACJA
OG0007013	sp|Q6PG04|CCD82_MOUSE	tr|A0A8C5KUA1|A0A8C5KUA1_JACJA
OG0007014	sp|Q99JT1|GATB_MOUSE	tr|A0A8C5KUX7|A0A8C5KUX7_JACJA
OG0007015	sp|O70460|CCL19_MOUSE	tr|A0A8C5KWH7|A0A8C5KWH7_JACJA
OG0007016	sp|O70362|PHLD_MOUSE	tr|A0A8C5L0V2|A0A8C5L0V2_JACJA
OG0007017	sp|P70353|NFYC_MOUSE	tr|A0A8C5L2B9|A0A8C5L2B9_JACJA
OG0007018	sp|P25801|RBTN2_MOUSE	tr|A0A8C5L416|A0A8C5L416_JACJA
OG0007019	sp|Q9D0J4|ARL2_MOUSE	tr|A0A8C5L4N6|A0A8C5L4N6_JACJA
OG0007020	sp|Q80YA8|CRUM2_MOUSE	tr|A0A8C5L610|A0A8C5L610_JACJA
OG0007021	sp|Q8VHX2|EDAD_MOUSE	tr|A0A8C5L6I9|A0A8C5L6I9_JACJA
OG0007022	sp|Q9CQF0|RM11_MOUSE	tr|A0A8C5L6J3|A0A8C5L6J3_JACJA
OG0007023	sp|Q99K41|EMIL1_MOUSE	tr|A0A8C5L7G9|A0A8C5L7G9_JACJA
OG0007024	sp|Q504P2|CL12A_MOUSE	tr|A0A8C5L7J0|A0A8C5L7J0_JACJA
OG0007025	sp|P20491|FCERG_MOUSE	tr|A0A8C5L877|A0A8C5L877_JACJA
OG0007026	sp|Q3V036|CCD27_MOUSE	tr|A0A8C5L8C6|A0A8C5L8C6_JACJA
OG0007027	sp|Q3UZP4|SVIP_MOUSE	tr|A0A8C5L9U2|A0A8C5L9U2_JACJA
OG0007028	sp|P58871|TB182_MOUSE	tr|A0A8C5LAC5|A0A8C5LAC5_JACJA
OG0007029	sp|Q99KF0|CAR14_MOUSE	tr|A0A8C5LAY6|A0A8C5LAY6_JACJA
OG0007030	sp|Q80ZK9|WDTC1_MOUSE	tr|A0A8C5LBC7|A0A8C5LBC7_JACJA
OG0007031	sp|Q810F0|PRIMA_MOUSE	tr|A0A8C5LCH5|A0A8C5LCH5_JACJA
OG0007032	sp|Q8CI11|GNL3_MOUSE	tr|A0A8C5LD12|A0A8C5LD12_JACJA
OG0007033	sp|Q8R1D1|ZN426_MOUSE	tr|A0A8C5LDD6|A0A8C5LDD6_JACJA
OG0007034	sp|Q66JW3|TOX_MOUSE	tr|A0A8C5LEQ2|A0A8C5LEQ2_JACJA
OG0007035	sp|P58750|PIM3_MOUSE	tr|A0A8C5LEZ5|A0A8C5LEZ5_JACJA
OG0007036	sp|Q3TWN3|CNNM2_MOUSE	tr|A0A8C5LFY9|A0A8C5LFY9_JACJA
OG0007037	sp|Q6PGH0|UBTD2_MOUSE	tr|A0A8C5NX12|A0A8C5NX12_JACJA
OG0007038	sp|Q61743|KCJ11_MOUSE	tr|A0A8C5NXB1|A0A8C5NXB1_JACJA
OG0007039	sp|Q9JHU2|PALMD_MOUSE	tr|A0A8C5NYU3|A0A8C5NYU3_JACJA
OG0007040	tr|Q9ERL0|Q9ERL0_MOUSE	tr|A0A8C5P0Y4|A0A8C5P0Y4_JACJA
OG0007041	sp|Q8K2F8|LS14A_MOUSE	tr|A0A8C5P1G8|A0A8C5P1G8_JACJA
OG0007042	sp|E9Q735|UBE4A_MOUSE	tr|A0A8C5P252|A0A8C5P252_JACJA
OG0007043	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A8C5P2J7|A0A8C5P2J7_JACJA
OG0007044	sp|Q8BH01|TMCO3_MOUSE	tr|A0A8C5P3U7|A0A8C5P3U7_JACJA
OG0007045	sp|Q9CZ00|DBND1_MOUSE	tr|A0A8C5P4X6|A0A8C5P4X6_JACJA
OG0007046	sp|Q9DA69|IFT43_MOUSE	tr|A0A8C5P5G7|A0A8C5P5G7_JACJA
OG0007047	sp|P20863|GDF1_MOUSE	tr|A0A8C5JVF3|A0A8C5JVF3_JACJA
OG0007048	sp|Q9ESG4|CLTRN_MOUSE	tr|A0A8C5JVI7|A0A8C5JVI7_JACJA
OG0007049	sp|Q9D0R9|WDR89_MOUSE	tr|A0A8C5JXP1|A0A8C5JXP1_JACJA
OG0007050	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A8C5K120|A0A8C5K120_JACJA
OG0007051	sp|Q80VP2|SPAT7_MOUSE	tr|A0A8C5K2M5|A0A8C5K2M5_JACJA
OG0007052	sp|Q99JU7|BNIPL_MOUSE	tr|A0A8C5K5P9|A0A8C5K5P9_JACJA
OG0007053	sp|Q922Q8|LRC59_MOUSE	tr|A0A8C5K725|A0A8C5K725_JACJA
OG0007054	sp|Q7TMA4|FFAR4_MOUSE	tr|A0A8C5K9K1|A0A8C5K9K1_JACJA
OG0007055	sp|Q9DAP0|LRC46_MOUSE	tr|A0A8C5K9K5|A0A8C5K9K5_JACJA
OG0007056	sp|Q9R022|DJC12_MOUSE	tr|A0A8C5KAG9|A0A8C5KAG9_JACJA
OG0007057	sp|Q9D808|KCNE2_MOUSE	tr|A0A8C5KBN1|A0A8C5KBN1_JACJA
OG0007058	sp|Q3U515|VWCE_MOUSE	tr|A0A8C5KBU5|A0A8C5KBU5_JACJA
OG0007059	sp|Q99LM9|TADA1_MOUSE	tr|A0A8C5KDW7|A0A8C5KDW7_JACJA
OG0007060	sp|Q9D1R1|T126B_MOUSE	tr|A0A8C5KFL8|A0A8C5KFL8_JACJA
OG0007061	sp|P31648|SC6A1_MOUSE	tr|A0A8C5KGZ0|A0A8C5KGZ0_JACJA
OG0007062	sp|Q9DB43|ZFPL1_MOUSE	tr|A0A8C5KIG7|A0A8C5KIG7_JACJA
OG0007063	sp|Q8BL06|UBP54_MOUSE	tr|A0A8C5KIM8|A0A8C5KIM8_JACJA
OG0007064	sp|O35347|DGCR6_MOUSE	tr|A0A8C5KIV5|A0A8C5KIV5_JACJA
OG0007065	sp|Q8BUZ1|ABRA_MOUSE	tr|A0A8C5KM25|A0A8C5KM25_JACJA
OG0007066	sp|Q9D030|TWST2_MOUSE	tr|A0A8C5KNX2|A0A8C5KNX2_JACJA
OG0007067	sp|Q8R4U7|LUZP1_MOUSE	tr|A0A8C5KPH2|A0A8C5KPH2_JACJA
OG0007068	sp|Q924D0|RT4I1_MOUSE	tr|A0A8C5KPV4|A0A8C5KPV4_JACJA
OG0007069	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A8C5KPY0|A0A8C5KPY0_JACJA
OG0007070	sp|Q80T85|DCAF5_MOUSE	tr|A0A8C5KQP7|A0A8C5KQP7_JACJA
OG0007071	sp|Q8CID0|CSR2B_MOUSE	tr|A0A8C5KQU3|A0A8C5KQU3_JACJA
OG0007072	sp|Q8CCF0|PRP31_MOUSE	tr|A0A8C5KRB9|A0A8C5KRB9_JACJA
OG0007073	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A8C5KS21|A0A8C5KS21_JACJA
OG0007074	sp|Q78WZ7|RPA43_MOUSE	tr|A0A8C5KSM7|A0A8C5KSM7_JACJA
OG0007075	sp|Q766D5|B4GN4_MOUSE	tr|A0A8C5KTZ9|A0A8C5KTZ9_JACJA
OG0007076	sp|Q8K1S1|LGI4_MOUSE	tr|A0A8C5KVL5|A0A8C5KVL5_JACJA
OG0007077	sp|Q80XZ4|I22R1_MOUSE	tr|A0A8C5KWS4|A0A8C5KWS4_JACJA
OG0007078	tr|E9Q5A6|E9Q5A6_MOUSE	tr|A0A8C5KXT3|A0A8C5KXT3_JACJA
OG0007079	sp|P56404|AQP8_MOUSE	tr|A0A8C5KYY8|A0A8C5KYY8_JACJA
OG0007080	sp|Q7TT00|SP20H_MOUSE	tr|A0A8C5KZ33|A0A8C5KZ33_JACJA
OG0007081	sp|P21995|EMB_MOUSE	tr|A0A8C5L182|A0A8C5L182_JACJA
OG0007082	sp|P12815|PDCD6_MOUSE	tr|A0A8C5L1X2|A0A8C5L1X2_JACJA
OG0007083	sp|P60007|APC15_MOUSE	tr|A0A8C5L2E5|A0A8C5L2E5_JACJA
OG0007084	sp|Q7TNS2|MIC10_MOUSE	tr|A0A8C5L3Z6|A0A8C5L3Z6_JACJA
OG0007085	sp|P50405|PSPB_MOUSE	tr|A0A8C5L443|A0A8C5L443_JACJA
OG0007086	sp|P22387|EDN1_MOUSE	tr|A0A8C5L4F0|A0A8C5L4F0_JACJA
OG0007087	sp|Q8CEC0|NUP88_MOUSE	tr|A0A8C5L5J8|A0A8C5L5J8_JACJA
OG0007088	sp|Q8BYG0|TTC24_MOUSE	tr|A0A8C5L6B8|A0A8C5L6B8_JACJA
OG0007089	sp|Q61576|FKB10_MOUSE	tr|A0A8C5LB60|A0A8C5LB60_JACJA
OG0007090	sp|Q9Z184|PADI3_MOUSE	tr|A0A8C5LBW7|A0A8C5LBW7_JACJA
OG0007091	sp|O88819|FUT9_MOUSE	tr|A0A8C5LDQ4|A0A8C5LDQ4_JACJA
OG0007092	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A8C5LE68|A0A8C5LE68_JACJA
OG0007093	sp|Q9R1C0|TAF7_MOUSE	tr|A0A8C5LE87|A0A8C5LE87_JACJA
OG0007094	sp|P08152|EGR2_MOUSE	tr|A0A8C5LEY1|A0A8C5LEY1_JACJA
OG0007095	sp|P42586|NKX22_MOUSE	tr|A0A8C5LG39|A0A8C5LG39_JACJA
OG0007096	sp|B1AY10|NFX1_MOUSE	tr|A0A8C5LG61|A0A8C5LG61_JACJA
OG0007097	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A8C5LI89|A0A8C5LI89_JACJA
OG0007098	sp|Q6P5D3|DHX57_MOUSE	tr|A0A8C5LIF8|A0A8C5LIF8_JACJA
OG0007100	sp|Q9CR89|ERGI2_MOUSE	tr|A0A8C5LKQ4|A0A8C5LKQ4_JACJA
OG0007101	sp|Q8CI52|ASTRC_MOUSE	tr|A0A8C5NV95|A0A8C5NV95_JACJA
OG0007102	sp|Q9DCH2|POP7_MOUSE	tr|A0A8C5NVC6|A0A8C5NVC6_JACJA
OG0007103	sp|Q9D495|SYCE1_MOUSE	tr|A0A8C5NVW6|A0A8C5NVW6_JACJA
OG0007104	tr|D3YXL0|D3YXL0_MOUSE	tr|A0A8C5NX57|A0A8C5NX57_JACJA
OG0007105	sp|Q922Y0|DYRK3_MOUSE	tr|A0A8C5NXY6|A0A8C5NXY6_JACJA
OG0007106	sp|Q6PGF2|MORN4_MOUSE	tr|A0A8C5NY60|A0A8C5NY60_JACJA
OG0007107	sp|Q6A065|CE170_MOUSE	tr|A0A8C5NZD2|A0A8C5NZD2_JACJA
OG0007108	sp|P48772|COX8B_MOUSE	tr|A0A8C5NZT2|A0A8C5NZT2_JACJA
OG0007109	sp|P70180|ANPRC_MOUSE	tr|A0A8C5P0A5|A0A8C5P0A5_JACJA
OG0007110	sp|Q61425|HCDH_MOUSE	tr|A0A8C5P0F6|A0A8C5P0F6_JACJA
OG0007111	sp|V9GXG1|SLN14_MOUSE	tr|A0A8C5P0H9|A0A8C5P0H9_JACJA
OG0007112	sp|Q6PEB4|OSGL1_MOUSE	tr|A0A8C5P0L6|A0A8C5P0L6_JACJA
OG0007113	sp|Q9QY31|SNAI3_MOUSE	tr|A0A8C5P368|A0A8C5P368_JACJA
OG0007114	sp|O54929|WSB2_MOUSE	tr|A0A8C5P4J9|A0A8C5P4J9_JACJA
OG0007115	sp|Q3UFK8|FRMD8_MOUSE	tr|A0A8C5P5P1|A0A8C5P5P1_JACJA
OG0007116	sp|Q8CIG8|ANM5_MOUSE	tr|A0A8C5P5P3|A0A8C5P5P3_JACJA
OG0007117	sp|G3XA59|LRC32_MOUSE	tr|A0A8C5JW90|A0A8C5JW90_JACJA
OG0007118	sp|O88351|IKKB_MOUSE	tr|A0A8C5JWS2|A0A8C5JWS2_JACJA
OG0007119	sp|P34057|RECO_MOUSE	tr|A0A8C5JYA5|A0A8C5JYA5_JACJA
OG0007120	sp|Q8BR92|PALM2_MOUSE	tr|A0A8C5K008|A0A8C5K008_JACJA
OG0007121	sp|Q3UI66|CCD34_MOUSE	tr|A0A8C5K054|A0A8C5K054_JACJA
OG0007122	sp|Q80XL6|ACD11_MOUSE	tr|A0A8C5K1F8|A0A8C5K1F8_JACJA
OG0007123	sp|Q9R1V6|ADA22_MOUSE	tr|A0A8C5K4M8|A0A8C5K4M8_JACJA
OG0007124	sp|P09026|HXB3_MOUSE	tr|A0A8C5K5M0|A0A8C5K5M0_JACJA
OG0007125	sp|P58500|M3KCL_MOUSE	tr|A0A8C5K610|A0A8C5K610_JACJA
OG0007126	sp|Q9DAM5|TPC_MOUSE	tr|A0A8C5K6H6|A0A8C5K6H6_JACJA
OG0007127	sp|P20065|TYB4_MOUSE	tr|A0A8C5K7D7|A0A8C5K7D7_JACJA
OG0007128	sp|Q9DBZ9|SYDE1_MOUSE	tr|A0A8C5K7G7|A0A8C5K7G7_JACJA
OG0007129	sp|Q925N1|SFXN4_MOUSE	tr|A0A8C5K9M1|A0A8C5K9M1_JACJA
OG0007130	sp|Q8R3Q2|PP6R2_MOUSE	tr|A0A8C5KF00|A0A8C5KF00_JACJA
OG0007131	sp|Q8BZA9|TIGAR_MOUSE	tr|A0A8C5KFR0|A0A8C5KFR0_JACJA
OG0007132	sp|E9PYY5|DNAI4_MOUSE	tr|A0A8C5KHA4|A0A8C5KHA4_JACJA
OG0007133	sp|Q9D869|CHP2_MOUSE	tr|A0A8C5KHV3|A0A8C5KHV3_JACJA
OG0007134	sp|Q9DAU9|ZN654_MOUSE	tr|A0A8C5KI17|A0A8C5KI17_JACJA
OG0007135	sp|Q8C8S3|T150C_MOUSE	tr|A0A8C5KJL9|A0A8C5KJL9_JACJA
OG0007136	sp|O35640|ANXA8_MOUSE	tr|A0A8C5KJQ2|A0A8C5KJQ2_JACJA
OG0007137	sp|P97952|SCN1B_MOUSE	tr|A0A8C5KKD8|A0A8C5KKD8_JACJA
OG0007138	sp|Q9Z104|HM20B_MOUSE	tr|A0A8C5KKH3|A0A8C5KKH3_JACJA
OG0007139	sp|Q3TRR0|MAP9_MOUSE	tr|A0A8C5KKT4|A0A8C5KKT4_JACJA
OG0007140	sp|Q9D8H7|OMA1_MOUSE	tr|A0A8C5KKW6|A0A8C5KKW6_JACJA
OG0007141	sp|P01173|WAP_MOUSE	tr|A0A8C5KKY5|A0A8C5KKY5_JACJA
OG0007142	sp|Q9CPV0|TM107_MOUSE	tr|A0A8C5KMJ1|A0A8C5KMJ1_JACJA
OG0007143	sp|Q3UJB3|LR14B_MOUSE	tr|A0A8C5KNS0|A0A8C5KNS0_JACJA
OG0007144	sp|Q9DCV6|DELE1_MOUSE	tr|A0A8C5KPH0|A0A8C5KPH0_JACJA
OG0007145	tr|Q68FM7|Q68FM7_MOUSE	tr|A0A8C5KR23|A0A8C5KR23_JACJA
OG0007146	sp|Q924X1|EPGN_MOUSE	tr|A0A8C5KRL4|A0A8C5KRL4_JACJA
OG0007147	sp|Q6PDS3|SARM1_MOUSE	tr|A0A8C5KSP8|A0A8C5KSP8_JACJA
OG0007148	tr|Q640N4|Q640N4_MOUSE	tr|A0A8C5KUW5|A0A8C5KUW5_JACJA
OG0007149	tr|E9QA22|E9QA22_MOUSE	tr|A0A8C5KWE2|A0A8C5KWE2_JACJA
OG0007150	tr|A2AB62|A2AB62_MOUSE	tr|A0A8C5KWV0|A0A8C5KWV0_JACJA
OG0007151	sp|O55028|BCKD_MOUSE	tr|A0A8C5KXX2|A0A8C5KXX2_JACJA
OG0007152	sp|Q6QWF9|CK2N1_MOUSE	tr|A0A8C5KY56|A0A8C5KY56_JACJA
OG0007153	sp|Q9D518|F227B_MOUSE	tr|A0A8C5KZF3|A0A8C5KZF3_JACJA
OG0007154	sp|Q9Z315|SNUT1_MOUSE	tr|A0A8C5KZR3|A0A8C5KZR3_JACJA
OG0007155	sp|Q60710|SAMH1_MOUSE	tr|A0A8C5L0U9|A0A8C5L0U9_JACJA
OG0007156	sp|Q8CFQ3|AQR_MOUSE	tr|A0A8C5L1C7|A0A8C5L1C7_JACJA
OG0007157	sp|Q52KI8|SRRM1_MOUSE	tr|A0A8C5L1J4|A0A8C5L1J4_JACJA
OG0007158	sp|Q99N11|DUS22_MOUSE	tr|A0A8C5L2F9|A0A8C5L2F9_JACJA
OG0007159	sp|Q7TPD0|INT3_MOUSE	tr|A0A8C5L2K7|A0A8C5L2K7_JACJA
OG0007160	sp|Q07813|BAX_MOUSE	tr|A0A8C5L2U1|A0A8C5L2U1_JACJA
OG0007161	sp|Q9CZU3|MTREX_MOUSE	tr|A0A8C5L4F4|A0A8C5L4F4_JACJA
OG0007162	sp|Q7TN84|SYT14_MOUSE	tr|A0A8C5L520|A0A8C5L520_JACJA
OG0007163	sp|Q3TQQ9|CA112_MOUSE	tr|A0A8C5L5Q5|A0A8C5L5Q5_JACJA
OG0007164	sp|E9PZ36|PKHD1_MOUSE	tr|A0A8C5L9Q6|A0A8C5L9Q6_JACJA
OG0007165	sp|P11627|L1CAM_MOUSE	tr|A0A8C5LAV2|A0A8C5LAV2_JACJA
OG0007166	sp|Q6IRT3|PARI_MOUSE	tr|A0A8C5LD05|A0A8C5LD05_JACJA
OG0007167	sp|P54729|NUB1_MOUSE	tr|A0A8C5LF72|A0A8C5LF72_JACJA
OG0007168	sp|O70472|TM131_MOUSE	tr|A0A8C5LG79|A0A8C5LG79_JACJA
OG0007169	sp|Q8K3W3|CASC3_MOUSE	tr|A0A8C5LGF9|A0A8C5LGF9_JACJA
OG0007170	sp|Q8BFW6|ENTP3_MOUSE	tr|A0A8C5LGJ5|A0A8C5LGJ5_JACJA
OG0007171	sp|Q8K3V7|MNAR1_MOUSE	tr|A0A8C5LL75|A0A8C5LL75_JACJA
OG0007172	sp|Q5DTX6|JCAD_MOUSE	tr|A0A8C5NW93|A0A8C5NW93_JACJA
OG0007173	sp|Q8VFT4|OL734_MOUSE	tr|A0A8C5NY07|A0A8C5NY07_JACJA
OG0007174	sp|Q91VK4|ITM2C_MOUSE	tr|A0A8C5NZ04|A0A8C5NZ04_JACJA
OG0007175	sp|Q8BLN6|UNC80_MOUSE	tr|A0A8C5NZM6|A0A8C5NZM6_JACJA
OG0007176	sp|Q99LX0|PARK7_MOUSE	tr|A0A8C5P035|A0A8C5P035_JACJA
OG0007177	sp|Q8K0X8|FEZ1_MOUSE	tr|A0A8C5P2F6|A0A8C5P2F6_JACJA
OG0007178	sp|P51830|ADCY9_MOUSE	tr|A0A8C5P4U5|A0A8C5P4U5_JACJA
OG0007179	sp|Q9D3H0|TMM80_MOUSE	tr|A0A8C5JYJ3|A0A8C5JYJ3_JACJA
OG0007180	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A8C5JYR6|A0A8C5JYR6_JACJA
OG0007181	sp|Q8K070|SAM14_MOUSE	tr|A0A8C5JYS5|A0A8C5JYS5_JACJA
OG0007182	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A8C5K0I1|A0A8C5K0I1_JACJA
OG0007183	sp|Q9CZK6|ANKS3_MOUSE	tr|A0A8C5K2U2|A0A8C5K2U2_JACJA
OG0007184	sp|Q8VHF2|CDHR5_MOUSE	tr|A0A8C5K4H5|A0A8C5K4H5_JACJA
OG0007185	sp|Q9JJE4|PAQR4_MOUSE	tr|A0A8C5K4S8|A0A8C5K4S8_JACJA
OG0007186	tr|A2ANY3|A2ANY3_MOUSE	tr|A0A8C5K4Z5|A0A8C5K4Z5_JACJA
OG0007187	sp|P46686|TULP2_MOUSE	tr|A0A8C5K542|A0A8C5K542_JACJA
OG0007188	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A8C5K5D3|A0A8C5K5D3_JACJA
OG0007189	sp|Q99J25|MRM1_MOUSE	tr|A0A8C5K8L5|A0A8C5K8L5_JACJA
OG0007190	sp|Q9D2A5|CR3L4_MOUSE	tr|A0A8C5KAH3|A0A8C5KAH3_JACJA
OG0007191	sp|Q8K1N4|SPAS2_MOUSE	tr|A0A8C5KB71|A0A8C5KB71_JACJA
OG0007192	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A8C5KBP2|A0A8C5KBP2_JACJA
OG0007193	sp|Q8BIS8|CC126_MOUSE	tr|A0A8C5KCJ0|A0A8C5KCJ0_JACJA
OG0007194	sp|Q60948|MAD4_MOUSE	tr|A0A8C5KCP8|A0A8C5KCP8_JACJA
OG0007195	tr|G3UW63|G3UW63_MOUSE	tr|A0A8C5KF34|A0A8C5KF34_JACJA
OG0007196	tr|Q6AXF8|Q6AXF8_MOUSE	tr|A0A8C5KGH5|A0A8C5KGH5_JACJA
OG0007197	sp|Q9D915|TCIM_MOUSE	tr|A0A8C5KHE4|A0A8C5KHE4_JACJA
OG0007198	sp|Q8BLB0|ZFP3_MOUSE	tr|A0A8C5KI70|A0A8C5KI70_JACJA
OG0007199	sp|Q3TEL6|RN157_MOUSE	tr|A0A8C5KIU1|A0A8C5KIU1_JACJA
OG0007200	sp|Q8K480|MFRP_MOUSE	tr|A0A8C5KJE6|A0A8C5KJE6_JACJA
OG0007201	sp|Q6PE84|STML3_MOUSE	tr|A0A8C5KP77|A0A8C5KP77_JACJA
OG0007202	sp|Q1ERP8|CLM9_MOUSE	tr|A0A8C5KSU2|A0A8C5KSU2_JACJA
OG0007203	sp|Q6AW46|EST5A_MOUSE	tr|A0A8C5KV05|A0A8C5KV05_JACJA
OG0007204	sp|P59823|IRPL1_MOUSE	tr|A0A8C5KVI0|A0A8C5KVI0_JACJA
OG0007205	sp|Q3ULM0|CC106_MOUSE	tr|A0A8C5KVW0|A0A8C5KVW0_JACJA
OG0007206	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A8C5KXY4|A0A8C5KXY4_JACJA
OG0007207	sp|Q61818|RAI1_MOUSE	tr|A0A8C5KYG7|A0A8C5KYG7_JACJA
OG0007208	sp|O08581|KCNK1_MOUSE	tr|A0A8C5KYH2|A0A8C5KYH2_JACJA
OG0007209	sp|P38649|BGAT_MOUSE	tr|A0A8C5KZ58|A0A8C5KZ58_JACJA
OG0007210	sp|Q8BZJ8|CH034_MOUSE	tr|A0A8C5L375|A0A8C5L375_JACJA
OG0007211	sp|Q61672|S29A2_MOUSE	tr|A0A8C5L4E1|A0A8C5L4E1_JACJA
OG0007212	sp|P25918|CD19_MOUSE	tr|A0A8C5L5X6|A0A8C5L5X6_JACJA
OG0007213	tr|E9PW83|E9PW83_MOUSE	tr|A0A8C5L8S8|A0A8C5L8S8_JACJA
OG0007214	sp|Q8JZS9|RM48_MOUSE	tr|A0A8C5L8W4|A0A8C5L8W4_JACJA
OG0007215	sp|P35802|GPM6A_MOUSE	tr|A0A8C5L9F1|A0A8C5L9F1_JACJA
OG0007216	sp|Q9Z108|STAU1_MOUSE	tr|A0A8C5L9G2|A0A8C5L9G2_JACJA
OG0007217	sp|Q99JG7|TNIP2_MOUSE	tr|A0A8C5LAR6|A0A8C5LAR6_JACJA
OG0007218	sp|Q6PCM1|KDM3A_MOUSE	tr|A0A8C5LAW1|A0A8C5LAW1_JACJA
OG0007219	sp|Q8BGD9|IF4B_MOUSE	tr|A0A8C5LB58|A0A8C5LB58_JACJA
OG0007220	sp|Q5PT53|NTCP7_MOUSE	tr|A0A8C5LBP8|A0A8C5LBP8_JACJA
OG0007221	sp|Q8CI17|MB213_MOUSE	tr|A0A8C5LFU2|A0A8C5LFU2_JACJA
OG0007222	sp|Q8BMB0|EMSY_MOUSE	tr|A0A8C5LG59|A0A8C5LG59_JACJA
OG0007223	sp|P63006|LHX1_MOUSE	tr|A0A8C5LLS6|A0A8C5LLS6_JACJA
