Orthogroup	Mus_musculus	Rattus_norvegicus
OG0008519	sp|Q5SV66|CCD42_MOUSE	tr|D3ZAZ8|D3ZAZ8_RAT
OG0008520	sp|Q60750|EPHA1_MOUSE	tr|D3ZDH4|D3ZDH4_RAT
OG0008521	sp|Q61477|NBL1_MOUSE	sp|Q06880|NBL1_RAT
OG0008522	sp|Q64727|VINC_MOUSE	sp|P85972|VINC_RAT
OG0008523	sp|Q6P068|ARL5C_MOUSE	tr|D3ZES1|D3ZES1_RAT
OG0008524	sp|Q7M732|RTL1_MOUSE	tr|M0R9G4|M0R9G4_RAT
OG0008525	sp|Q7TN02|MED26_MOUSE	tr|A0A0G2JW54|A0A0G2JW54_RAT
OG0008526	sp|Q7TPM3|TRI17_MOUSE	sp|Q9WV59|TRI17_RAT
OG0008527	sp|Q80T03|MUC6_MOUSE	tr|D4A6I9|D4A6I9_RAT
OG0008528	sp|Q80U49|C170B_MOUSE	tr|D4A1G8|D4A1G8_RAT
OG0008529	sp|Q810B6|ANFY1_MOUSE	tr|A0A8I6ALW4|A0A8I6ALW4_RAT
OG0008530	sp|Q810K9|GXLT2_MOUSE	tr|D4A275|D4A275_RAT
OG0008531	sp|Q8BFR4|GNS_MOUSE	tr|Q32KJ5|Q32KJ5_RAT
OG0008532	sp|Q8BLB7|LMBL3_MOUSE	tr|A0A8I5ZZG3|A0A8I5ZZG3_RAT
OG0008533	sp|Q8BP86|SNPC4_MOUSE	tr|F1LYZ6|F1LYZ6_RAT
OG0008534	sp|Q8BR76|MKS3_MOUSE	sp|P0C152|MKS3_RAT
OG0008535	sp|Q8CD92|TTC27_MOUSE	tr|D3ZTG2|D3ZTG2_RAT
OG0008536	sp|Q8CFE4|SCYL2_MOUSE	tr|A0A0G2JVC2|A0A0G2JVC2_RAT
OG0008537	sp|Q8K1B8|URP2_MOUSE	tr|B2GVB9|B2GVB9_RAT
OG0008538	sp|Q8K389|CK5P2_MOUSE	sp|Q9JLH5|CK5P2_RAT
OG0008539	sp|Q8VD58|EVI2B_MOUSE	tr|D3ZM19|D3ZM19_RAT
OG0008540	tr|Q8VET1|Q8VET1_MOUSE	tr|D3ZSW0|D3ZSW0_RAT
OG0008541	sp|Q924T7|RNF31_MOUSE	tr|E9PU29|E9PU29_RAT
OG0008542	sp|Q99LX8|OST4_MOUSE	sp|B0BLS0|OST4_RAT
OG0008543	sp|Q99N89|RM43_MOUSE	tr|D3ZXF8|D3ZXF8_RAT
OG0008544	sp|Q99P88|NU155_MOUSE	sp|P37199|NU155_RAT
OG0008545	sp|Q9CR02|TMA16_MOUSE	tr|A0A8I5ZN04|A0A8I5ZN04_RAT
OG0008546	sp|Q9CWH5|TRM11_MOUSE	sp|Q7TNK6|TRM11_RAT
OG0008547	sp|Q9D0G0|RT30_MOUSE	tr|A0A8I6AUY4|A0A8I6AUY4_RAT
OG0008548	sp|Q9D7N3|RT09_MOUSE	tr|B0BN68|B0BN68_RAT
OG0008549	sp|Q9DBL2|GDAP2_MOUSE	sp|Q66H63|GDAP2_RAT
OG0008550	sp|Q9JKX4|AATF_MOUSE	sp|Q9QYW0|AATF_RAT
OG0008551	sp|Q9QZB0|RGS17_MOUSE	tr|A0A8I5ZV65|A0A8I5ZV65_RAT
OG0008552	sp|Q9R0Y1|ASIC5_MOUSE	sp|Q9R0W5|ASIC5_RAT
OG0008553	sp|Q9R190|MTA2_MOUSE	tr|F7F888|F7F888_RAT
OG0008554	sp|Q9WTK0|NUPR1_MOUSE	sp|O54842|NUPR1_RAT
OG0008555	sp|Q9WUD6|WNT8B_MOUSE	tr|D3ZND6|D3ZND6_RAT
OG0008556	sp|Q9WUN8|LBX2_MOUSE	tr|A0A0G2K0R3|A0A0G2K0R3_RAT
OG0008557	sp|Q9WVL2|STAT2_MOUSE	tr|F7EYG9|F7EYG9_RAT
OG0008558	sp|Q9WVL6|EXTL3_MOUSE	tr|Q9JMA8|Q9JMA8_RAT
OG0008559	tr|A0A075B5J5|A0A075B5J5_MOUSE	tr|A0A8I6ARK3|A0A8I6ARK3_RAT
OG0008560	sp|B2RXM4|NTM1B_MOUSE	sp|D3ZVR1|NTM1B_RAT
OG0008561	sp|E9Q236|MRP4_MOUSE	sp|F1M3J4|MRP4_RAT
OG0008562	tr|E9Q616|E9Q616_MOUSE	tr|A0A0G2JUA5|A0A0G2JUA5_RAT
OG0008563	tr|G3XA50|G3XA50_MOUSE	tr|D3ZED9|D3ZED9_RAT
OG0008564	sp|O08755|HNF6_MOUSE	sp|P70512|HNF6_RAT
OG0008565	sp|O09046|OXLA_MOUSE	tr|D3ZN20|D3ZN20_RAT
OG0008566	sp|O88342|WDR1_MOUSE	sp|Q5RKI0|WDR1_RAT
OG0008567	sp|P16015|CAH3_MOUSE	sp|P14141|CAH3_RAT
OG0008568	sp|P23359|BMP7_MOUSE	tr|G3V6W8|G3V6W8_RAT
OG0008569	sp|P27548|CD40L_MOUSE	sp|Q9Z2V2|CD40L_RAT
OG0008570	sp|P27641|XRCC5_MOUSE	tr|G3V817|G3V817_RAT
OG0008571	sp|P47931|FST_MOUSE	sp|P21674|FST_RAT
OG0008572	sp|P48771|CX7A2_MOUSE	sp|P35171|CX7A2_RAT
OG0008573	sp|P51908|ABEC1_MOUSE	sp|P38483|ABEC1_RAT
OG0008574	sp|P54728|RD23B_MOUSE	sp|Q4KMA2|RD23B_RAT
OG0008575	sp|P59034|LRRC3_MOUSE	sp|P59035|LRRC3_RAT
OG0008576	sp|P60954|NOL4_MOUSE	tr|D4A3P4|D4A3P4_RAT
OG0008577	sp|P70261|PALD_MOUSE	tr|D3ZCT5|D3ZCT5_RAT
OG0008578	sp|P83503|NYX_MOUSE	tr|A1XIQ3|A1XIQ3_RAT
OG0008579	sp|P97313|PRKDC_MOUSE	tr|D3ZTN0|D3ZTN0_RAT
OG0008580	sp|Q14B46|RTKN2_MOUSE	tr|A0A8I6APU0|A0A8I6APU0_RAT
OG0008581	sp|Q24JP3|F178B_MOUSE	tr|A0A8I5ZU00|A0A8I5ZU00_RAT
OG0008582	sp|Q3U9F6|RN166_MOUSE	sp|Q6J1I7|RN166_RAT
OG0008583	sp|Q3UHX2|HAP28_MOUSE	sp|Q62785|HAP28_RAT
OG0008584	sp|Q3UJ81|NEPR1_MOUSE	tr|D3ZJA8|D3ZJA8_RAT
OG0008585	sp|Q3USH5|SFSWA_MOUSE	sp|D3ZTQ1|SFSWA_RAT
OG0008586	sp|Q3V1M1|IGS10_MOUSE	sp|Q6WRH9|IGS10_RAT
OG0008587	sp|Q4KL13|CN028_MOUSE	tr|A0A8I6AS79|A0A8I6AS79_RAT
OG0008588	sp|Q4QY64|ATAD5_MOUSE	tr|D4A058|D4A058_RAT
OG0008589	sp|Q5GH68|XKR2_MOUSE	sp|Q5GH60|XKR2_RAT
OG0008590	sp|Q5KU39|VPS41_MOUSE	tr|A0A8I5ZWM9|A0A8I5ZWM9_RAT
OG0008591	sp|Q61194|P3C2A_MOUSE	tr|D3ZTF6|D3ZTF6_RAT
OG0008592	sp|Q62383|SPT6H_MOUSE	tr|A0A0G2K0J0|A0A0G2K0J0_RAT
OG0008593	sp|Q6P7F1|MPP4_MOUSE	sp|Q9QYH1|MPP4_RAT
OG0008594	sp|Q6RKD8|FLRT1_MOUSE	tr|D4AC39|D4AC39_RAT
OG0008595	sp|Q6W8Q3|PC4L1_MOUSE	tr|A0A8I6AUS6|A0A8I6AUS6_RAT
OG0008596	sp|Q768S4|RPH3L_MOUSE	sp|O54880|RPH3L_RAT
OG0008597	sp|Q7TMR0|PCP_MOUSE	tr|D4AA31|D4AA31_RAT
OG0008598	sp|Q7TN99|CPEB3_MOUSE	tr|D4AD99|D4AD99_RAT
OG0008599	sp|Q7TQA9|TR135_MOUSE	sp|Q67ES2|TR135_RAT
OG0008600	sp|Q80TS8|SE1L3_MOUSE	tr|D3ZIJ4|D3ZIJ4_RAT
OG0008601	sp|Q8BHG3|CC50B_MOUSE	tr|D3Z9E9|D3Z9E9_RAT
OG0008602	sp|Q8BHW2|OSCP1_MOUSE	sp|Q4QQS3|OSCP1_RAT
OG0008603	sp|Q8BSK8|KS6B1_MOUSE	sp|P67999|KS6B1_RAT
OG0008604	sp|Q8C267|SETB2_MOUSE	tr|M0R6H5|M0R6H5_RAT
OG0008605	sp|Q8C570|RAE1L_MOUSE	sp|Q3SWS8|RAE1L_RAT
OG0008606	sp|Q8C6V3|TM212_MOUSE	tr|A0A8I6AQP5|A0A8I6AQP5_RAT
OG0008607	sp|Q8C886|PKHN1_MOUSE	tr|D3Z815|D3Z815_RAT
OG0008608	sp|Q8CFX1|G6PE_MOUSE	tr|D4A7D7|D4A7D7_RAT
OG0008609	sp|Q8K0X8|FEZ1_MOUSE	sp|P97577|FEZ1_RAT
OG0008610	sp|Q8K1L2|SPIN4_MOUSE	tr|A0A8I6ASA7|A0A8I6ASA7_RAT
OG0008611	sp|Q8K2Y9|CCM2_MOUSE	tr|A0A8I5ZT10|A0A8I5ZT10_RAT
OG0008612	sp|Q8K375|LRC56_MOUSE	sp|Q4V8C9|LRC56_RAT
OG0008613	sp|Q8R1M2|H2AJ_MOUSE	sp|A9UMV8|H2AJ_RAT
OG0008614	sp|Q8R395|COMD5_MOUSE	sp|Q9ERR2|COMD5_RAT
OG0008615	sp|Q8VHR0|PCD18_MOUSE	tr|F7EKI5|F7EKI5_RAT
OG0008616	sp|Q99MR9|PPR3A_MOUSE	tr|D3ZM60|D3ZM60_RAT
OG0008617	sp|Q9CUS9|SPPL3_MOUSE	tr|D3ZY49|D3ZY49_RAT
OG0008618	sp|Q9CZJ9|DJC18_MOUSE	tr|Q0H8V1|Q0H8V1_RAT
OG0008619	sp|Q9D1J1|NECP2_MOUSE	sp|Q6P756|NECP2_RAT
OG0008620	sp|Q9D1Q6|ERP44_MOUSE	tr|Q5VLR5|Q5VLR5_RAT
OG0008621	sp|Q9D385|AR2BP_MOUSE	sp|Q4V8C5|AR2BP_RAT
OG0008622	sp|Q9D3D9|ATPD_MOUSE	sp|P35434|ATPD_RAT
OG0008623	sp|Q9D6F4|GBRA4_MOUSE	sp|P28471|GBRA4_RAT
OG0008624	sp|Q9D9W1|PIFO_MOUSE	tr|D3ZDE7|D3ZDE7_RAT
OG0008625	sp|Q9EP69|SAC1_MOUSE	sp|Q9ES21|SAC1_RAT
OG0008626	sp|Q9EP72|EMC7_MOUSE	tr|D3ZQL1|D3ZQL1_RAT
OG0008627	sp|Q9JJT9|PHAX_MOUSE	sp|Q63068|PHAX_RAT
OG0008628	sp|Q9QYI8|DNJB7_MOUSE	tr|D3ZN46|D3ZN46_RAT
OG0008629	sp|Q9R0N5|SYT5_MOUSE	sp|P47861|SYT5_RAT
OG0008630	tr|S4R1L6|S4R1L6_MOUSE	tr|D3ZF35|D3ZF35_RAT
OG0008631	tr|A0A1W2P7S4|A0A1W2P7S4_MOUSE	tr|A0A8I6AID4|A0A8I6AID4_RAT
OG0008632	tr|A0A494B9C2|A0A494B9C2_MOUSE	tr|A0A8I6AW96|A0A8I6AW96_RAT
OG0008633	sp|A2ADU8|DG2L6_MOUSE	tr|D3ZTG7|D3ZTG7_RAT
OG0008634	tr|A2AHM8|A2AHM8_MOUSE	tr|M0R4M2|M0R4M2_RAT
OG0008635	tr|A2AJX0|A2AJX0_MOUSE	tr|F1M9S9|F1M9S9_RAT
OG0008636	sp|E9PVB3|CC175_MOUSE	sp|Q5PQJ9|CC175_RAT
OG0008637	sp|E9PZ19|TUTLB_MOUSE	sp|D3ZB51|TUTLB_RAT
OG0008638	sp|O35490|BHMT1_MOUSE	sp|O09171|BHMT1_RAT
OG0008639	sp|O35912|EMP3_MOUSE	sp|Q9QYW5|EMP3_RAT
OG0008640	sp|O88696|CLPP_MOUSE	tr|M0RAD5|M0RAD5_RAT
OG0008641	sp|P10852|4F2_MOUSE	sp|Q794F9|4F2_RAT
OG0008642	sp|P27512|TNR5_MOUSE	tr|A0A8I6AHI1|A0A8I6AHI1_RAT
OG0008643	sp|P32921|SYWC_MOUSE	sp|Q6P7B0|SYWC_RAT
OG0008644	sp|P37804|TAGL_MOUSE	sp|P31232|TAGL_RAT
OG0008645	sp|P43407|SDC2_MOUSE	sp|P34900|SDC2_RAT
OG0008646	sp|P55095|GLUC_MOUSE	sp|P06883|GLUC_RAT
OG0008647	sp|P56695|WFS1_MOUSE	tr|E9PT53|E9PT53_RAT
OG0008648	sp|P59240|NPHP4_MOUSE	tr|G3V9Y6|G3V9Y6_RAT
OG0008649	sp|P70371|TERF1_MOUSE	tr|Q5EB98|Q5EB98_RAT
OG0008650	sp|Q00558|HAP40_MOUSE	sp|M0RDU0|HAP40_RAT
OG0008651	sp|Q2NKI2|VAX1_MOUSE	sp|Q9JM00|VAX1_RAT
OG0008652	sp|Q3U9N9|MOT10_MOUSE	sp|Q91Y77|MOT10_RAT
OG0008653	sp|Q3UJB3|LR14B_MOUSE	tr|D3ZJ80|D3ZJ80_RAT
OG0008654	sp|Q3UNW5|TF2L1_MOUSE	tr|D3ZHA6|D3ZHA6_RAT
OG0008655	sp|Q4U4S6|XIRP2_MOUSE	sp|Q71LX6|XIRP2_RAT
OG0008656	sp|Q5GH62|XKR9_MOUSE	tr|Q5GH54|Q5GH54_RAT
OG0008657	sp|Q5NCX5|NEUL4_MOUSE	tr|D4A198|D4A198_RAT
OG0008658	sp|Q5SPX3|RN215_MOUSE	tr|D3ZNU0|D3ZNU0_RAT
OG0008659	sp|Q61391|NEP_MOUSE	sp|P07861|NEP_RAT
OG0008660	sp|Q62371|DDR2_MOUSE	tr|B1WC09|B1WC09_RAT
OG0008661	sp|Q64356|SVS6_MOUSE	tr|D3ZJA4|D3ZJA4_RAT
OG0008662	sp|Q6NXK5|DUS11_MOUSE	sp|Q4KM79|DUS11_RAT
OG0008663	sp|Q6NXY1|TBC31_MOUSE	tr|D3ZTA2|D3ZTA2_RAT
OG0008664	sp|Q6P1I3|KICS2_MOUSE	tr|D3ZH50|D3ZH50_RAT
OG0008665	sp|Q7TNK8|ADM2_MOUSE	sp|P61312|ADM2_RAT
OG0008666	sp|Q812B2|GPHB5_MOUSE	tr|Q5VJF5|Q5VJF5_RAT
OG0008667	sp|Q8BGD6|S38A9_MOUSE	sp|Q3B8Q3|S38A9_RAT
OG0008668	sp|Q8BHE4|TM108_MOUSE	tr|A0A8I6ALT4|A0A8I6ALT4_RAT
OG0008669	sp|Q8BML2|OACYL_MOUSE	tr|D3ZAI4|D3ZAI4_RAT
OG0008670	sp|Q8BP07|TM220_MOUSE	tr|D4A2I6|D4A2I6_RAT
OG0008671	sp|Q8BU51|BPIB6_MOUSE	tr|D4AB30|D4AB30_RAT
OG0008672	sp|Q8BVN0|CC122_MOUSE	tr|D3ZP78|D3ZP78_RAT
OG0008673	sp|Q8C8S3|T150C_MOUSE	sp|B5DFH9|T150C_RAT
OG0008674	sp|Q8CFA1|IRAK2_MOUSE	sp|Q4QQS0|IRAK2_RAT
OG0008675	sp|Q8K2Z2|PRP39_MOUSE	tr|D4A5S9|D4A5S9_RAT
OG0008676	sp|Q8R0F8|FAHD1_MOUSE	sp|Q6AYQ8|FAHD1_RAT
OG0008677	sp|Q8R459|IL1FA_MOUSE	tr|D4A9I5|D4A9I5_RAT
OG0008678	sp|Q8VBW1|SC6A8_MOUSE	sp|P28570|SC6A8_RAT
OG0008679	tr|Q8VFE3|Q8VFE3_MOUSE	tr|Q6MFX1|Q6MFX1_RAT
OG0008680	tr|Q8VG40|Q8VG40_MOUSE	tr|A0A8I6GFF9|A0A8I6GFF9_RAT
OG0008681	sp|Q8VHL0|UT1_MOUSE	sp|P97689|UT1_RAT
OG0008682	sp|Q8VHL1|SETD7_MOUSE	tr|A0A8I6A0F7|A0A8I6A0F7_RAT
OG0008683	sp|Q8VI36|PAXI_MOUSE	sp|Q66H76|PAXI_RAT
OG0008684	sp|Q91X51|GORS1_MOUSE	sp|O35254|GORS1_RAT
OG0008685	sp|Q91YY2|B4GT3_MOUSE	sp|Q6P768|B4GT3_RAT
OG0008686	sp|Q91Z61|DIRA1_MOUSE	tr|D4A304|D4A304_RAT
OG0008687	sp|Q922J6|TSN2_MOUSE	sp|Q9JJW1|TSN2_RAT
OG0008688	sp|Q923Z3|MTO1_MOUSE	tr|F1LYH3|F1LYH3_RAT
OG0008689	sp|Q9CXE0|PRDM5_MOUSE	tr|A0A8I5ZQN7|A0A8I5ZQN7_RAT
OG0008690	sp|Q9CZN4|SHSA9_MOUSE	tr|A0A8I6ACW8|A0A8I6ACW8_RAT
OG0008691	sp|Q9D5Y1|CCD39_MOUSE	sp|D3Z8K2|CCD39_RAT
OG0008692	sp|Q9D6W7|C16L2_MOUSE	tr|D3ZGM0|D3ZGM0_RAT
OG0008693	sp|Q9DB90|SMG9_MOUSE	sp|Q5PQS6|SMG9_RAT
OG0008694	sp|Q9DBX6|CP2S1_MOUSE	tr|D4A820|D4A820_RAT
OG0008695	sp|Q9ES70|NEK6_MOUSE	sp|P59895|NEK6_RAT
OG0008696	sp|Q9R0P4|SMAP_MOUSE	tr|G3V8R0|G3V8R0_RAT
OG0008697	sp|Q9WU38|SCNNB_MOUSE	sp|P37090|SCNNB_RAT
OG0008698	sp|Q9WVC6|SGK1_MOUSE	sp|Q06226|SGK1_RAT
OG0008699	sp|Q9Z1Q2|ABHGA_MOUSE	sp|Q6MG55|ABHGA_RAT
OG0008700	tr|S4R181|S4R181_MOUSE	tr|M0R4R5|M0R4R5_RAT
OG0008701	tr|A2ATK9|A2ATK9_MOUSE	tr|A0A8I6AEW7|A0A8I6AEW7_RAT
OG0008702	sp|A2CE44|ZXDB_MOUSE	tr|A0A8I6AQ43|A0A8I6AQ43_RAT
OG0008703	sp|A2RT60|HTRA4_MOUSE	sp|D3ZKF5|HTRA4_RAT
OG0008704	tr|B9UIU9|B9UIU9_MOUSE	tr|D6QY17|D6QY17_RAT
OG0008705	tr|D3YWK9|D3YWK9_MOUSE	tr|D4A5T3|D4A5T3_RAT
OG0008706	tr|E9PWQ3|E9PWQ3_MOUSE	tr|A0A8I6AHL9|A0A8I6AHL9_RAT
OG0008707	tr|E9PX68|E9PX68_MOUSE	tr|A0A8I6A1K0|A0A8I6A1K0_RAT
OG0008708	sp|E9QA28|CEA16_MOUSE	sp|D3ZQE1|CEA16_RAT
OG0008709	tr|E9QAA9|E9QAA9_MOUSE	tr|A0A8I6AQC1|A0A8I6AQC1_RAT
OG0008710	tr|F7BGH6|F7BGH6_MOUSE	tr|A0A8I6AA13|A0A8I6AA13_RAT
OG0008711	sp|G3UZ78|ADGB_MOUSE	tr|F1LYE2|F1LYE2_RAT
OG0008712	sp|O08650|HYAS3_MOUSE	tr|Q8CH92|Q8CH92_RAT
OG0008713	sp|O35111|KCNK3_MOUSE	sp|O54912|KCNK3_RAT
OG0008714	sp|O55187|CBX4_MOUSE	tr|A0A8I6ACN6|A0A8I6ACN6_RAT
OG0008715	sp|O88444|ADCY1_MOUSE	tr|D4A3N4|D4A3N4_RAT
OG0008716	sp|P09926|SURF2_MOUSE	tr|A0A8I5ZX02|A0A8I5ZX02_RAT
OG0008717	sp|P0DN34|NDUB1_MOUSE	sp|P0DN35|NDUB1_RAT
OG0008718	sp|P30549|NK2R_MOUSE	sp|P16610|NK2R_RAT
OG0008719	sp|P48076|PA2GC_MOUSE	sp|P39878|PA2GC_RAT
OG0008720	sp|Q06186|HBEGF_MOUSE	sp|Q06175|HBEGF_RAT
OG0008721	sp|Q06194|FA8_MOUSE	tr|D3ZEB1|D3ZEB1_RAT
OG0008722	sp|Q3TBT3|STING_MOUSE	sp|F1M391|STING_RAT
OG0008723	sp|Q3ZK22|VEZA_MOUSE	sp|Q5XI52|VEZA_RAT
OG0008724	sp|Q61152|PTN18_MOUSE	tr|A0A8I6AHV1|A0A8I6AHV1_RAT
OG0008725	sp|Q61881|MCM7_MOUSE	tr|Q6AYN8|Q6AYN8_RAT
OG0008726	sp|Q62147|SSPN_MOUSE	tr|D4ABT9|D4ABT9_RAT
OG0008727	sp|Q65Z40|WAPL_MOUSE	tr|D4ADT3|D4ADT3_RAT
OG0008728	sp|Q69ZR9|TASOR_MOUSE	tr|A0A8I6AIB8|A0A8I6AIB8_RAT
OG0008729	sp|Q6NVG5|MREG_MOUSE	tr|D4A9U9|D4A9U9_RAT
OG0008730	sp|Q6P3E7|HDA10_MOUSE	sp|Q569C4|HDA10_RAT
OG0008731	sp|Q6ZPK7|LST2_MOUSE	tr|A0A8I5ZMR3|A0A8I5ZMR3_RAT
OG0008732	sp|Q7TPE5|S7A6O_MOUSE	tr|G3V8N8|G3V8N8_RAT
OG0008733	sp|Q7TST5|LAMP3_MOUSE	sp|Q5XI99|LAMP3_RAT
OG0008734	sp|Q810M5|ZDH19_MOUSE	tr|Q2TGJ0|Q2TGJ0_RAT
OG0008735	sp|Q8BG79|C19L2_MOUSE	tr|A0A0G2K305|A0A0G2K305_RAT
OG0008736	sp|Q8BHH1|AQP11_MOUSE	sp|Q8CHM1|AQP11_RAT
OG0008737	sp|Q8BHW9|SLNL1_MOUSE	sp|Q6AXX1|SLNL1_RAT
OG0008738	sp|Q8BKT2|HES7_MOUSE	tr|D3ZV20|D3ZV20_RAT
OG0008739	sp|Q8BLR9|HIF1N_MOUSE	tr|F7F9I0|F7F9I0_RAT
OG0008740	sp|Q8C167|PPCEL_MOUSE	sp|Q5HZA6|PPCEL_RAT
OG0008741	sp|Q8C1D8|IWS1_MOUSE	sp|Q3SWT4|IWS1_RAT
OG0008742	sp|Q8C3X4|GUF1_MOUSE	tr|D3ZHF8|D3ZHF8_RAT
OG0008743	sp|Q8CD19|LANC3_MOUSE	tr|D3ZG98|D3ZG98_RAT
OG0008744	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A0G2K9E3|A0A0G2K9E3_RAT
OG0008745	sp|Q8CIV7|OVOL2_MOUSE	tr|A0A8I6GIM7|A0A8I6GIM7_RAT
OG0008746	sp|Q8QZR1|ATTY_MOUSE	sp|P04694|ATTY_RAT
OG0008747	sp|Q8R088|GLP3L_MOUSE	sp|Q66H74|GLP3L_RAT
OG0008748	sp|Q8R2L5|RT18C_MOUSE	tr|A0A8I5ZU14|A0A8I5ZU14_RAT
OG0008749	sp|Q8VBV7|CSN8_MOUSE	sp|Q6P4Z9|CSN8_RAT
OG0008750	tr|Q8VFH0|Q8VFH0_MOUSE	tr|F1LW67|F1LW67_RAT
OG0008751	tr|Q8VFN1|Q8VFN1_MOUSE	tr|D3ZLT4|D3ZLT4_RAT
OG0008752	tr|Q8VFP4|Q8VFP4_MOUSE	tr|D3ZQ50|D3ZQ50_RAT
OG0008753	sp|Q91V10|VSX1_MOUSE	tr|D3ZQZ0|D3ZQZ0_RAT
OG0008754	tr|Q91VA7|Q91VA7_MOUSE	sp|Q68FX0|IDH3B_RAT
OG0008755	sp|Q91VF6|COQA1_MOUSE	tr|A0A0G2K8N4|A0A0G2K8N4_RAT
OG0008756	sp|Q91YE3|EGLN1_MOUSE	sp|P59722|EGLN1_RAT
OG0008757	sp|Q9CPY0|MRM2_MOUSE	tr|D3ZGI8|D3ZGI8_RAT
OG0008758	sp|Q9CQM1|CA210_MOUSE	tr|D3ZJJ3|D3ZJJ3_RAT
OG0008759	sp|Q9CQT6|CJ082_MOUSE	tr|A0A8I6AEX2|A0A8I6AEX2_RAT
OG0008760	sp|Q9D5S7|LRGUK_MOUSE	tr|A0A8I6GHE9|A0A8I6GHE9_RAT
OG0008761	sp|Q9D777|TNF13_MOUSE	tr|A0A8J8XC20|A0A8J8XC20_RAT
OG0008762	sp|Q9D7P7|CLIC3_MOUSE	tr|A0A8I5ZSV9|A0A8I5ZSV9_RAT
OG0008763	sp|Q9D945|LLPH_MOUSE	tr|B0BN98|B0BN98_RAT
OG0008764	sp|Q9DA60|TEX44_MOUSE	sp|Q5U2Y8|TEX44_RAT
OG0008765	sp|Q9DB00|GON4L_MOUSE	sp|Q535K8|GON4L_RAT
OG0008766	sp|Q9DCD0|6PGD_MOUSE	sp|P85968|6PGD_RAT
OG0008767	sp|Q9ET77|JPH3_MOUSE	tr|D3ZWH2|D3ZWH2_RAT
OG0008768	sp|Q9QZN1|FXL17_MOUSE	tr|D3ZVD0|D3ZVD0_RAT
OG0008769	sp|Q9R0P9|UCHL1_MOUSE	sp|Q00981|UCHL1_RAT
OG0008770	sp|Q9Z0K8|VNN1_MOUSE	tr|Q4KLZ0|Q4KLZ0_RAT
OG0008771	sp|Q9Z1X0|CCL27_MOUSE	tr|D4AAL6|D4AAL6_RAT
OG0008772	sp|B2RUJ5|APBA1_MOUSE	sp|O35430|APBA1_RAT
OG0008773	tr|D3YW29|D3YW29_MOUSE	sp|A1A5R7|REXO5_RAT
OG0008774	sp|D3Z5L6|S18B1_MOUSE	tr|D4A9K4|D4A9K4_RAT
OG0008775	sp|E9Q735|UBE4A_MOUSE	sp|Q6P7A2|UBE4A_RAT
OG0008776	tr|F6Y113|F6Y113_MOUSE	tr|A0A8I5ZS22|A0A8I5ZS22_RAT
OG0008777	sp|O08856|ELL_MOUSE	tr|A0A8I6A799|A0A8I6A799_RAT
OG0008778	sp|O08976|PBAS_MOUSE	sp|P15399|PBAS_RAT
OG0008779	sp|O35250|EXOC7_MOUSE	sp|O54922|EXOC7_RAT
OG0008780	sp|O70552|BTG4_MOUSE	tr|Q4VFT8|Q4VFT8_RAT
OG0008781	sp|O88327|CTNL1_MOUSE	tr|D4A739|D4A739_RAT
OG0008782	sp|O88700|BLM_MOUSE	tr|D3ZQW1|D3ZQW1_RAT
OG0008783	sp|O89094|CASPE_MOUSE	tr|D3ZZ65|D3ZZ65_RAT
OG0008784	sp|P09225|TNFB_MOUSE	sp|Q06332|TNFB_RAT
OG0008785	sp|P24529|TY3H_MOUSE	sp|P04177|TY3H_RAT
OG0008786	sp|P26928|HGFL_MOUSE	tr|F7FMS0|F7FMS0_RAT
OG0008787	sp|P30558|PAR1_MOUSE	sp|P26824|PAR1_RAT
OG0008788	sp|P34968|5HT2C_MOUSE	sp|P08909|5HT2C_RAT
OG0008789	sp|P35378|FSHR_MOUSE	sp|P20395|FSHR_RAT
OG0008790	sp|P50481|LHX3_MOUSE	tr|G3V9E7|G3V9E7_RAT
OG0008791	sp|P62897|CYC_MOUSE	sp|P62898|CYC_RAT
OG0008792	sp|P70453|PDE7A_MOUSE	sp|O08593|PDE7A_RAT
OG0008793	sp|P97737|GDF10_MOUSE	sp|P55108|GDF10_RAT
OG0008794	sp|Q3U0K8|OGFD1_MOUSE	tr|D4ACB4|D4ACB4_RAT
OG0008795	sp|Q3UHH1|ZSWM8_MOUSE	tr|A0A8I6B124|A0A8I6B124_RAT
OG0008796	sp|Q5SYD0|MYO1D_MOUSE	sp|Q63357|MYO1D_RAT
OG0008797	sp|Q61585|G0S2_MOUSE	sp|Q5M840|G0S2_RAT
OG0008798	sp|Q68FE6|RIPR1_MOUSE	sp|Q4FZU8|RIPR1_RAT
OG0008799	sp|Q6TDP3|KLH17_MOUSE	sp|Q8K430|KLH17_RAT
OG0008800	sp|Q6ZQ88|KDM1A_MOUSE	tr|A0A0G2K736|A0A0G2K736_RAT
OG0008801	sp|Q70UZ7|VWA2_MOUSE	tr|D4A0J4|D4A0J4_RAT
OG0008802	sp|Q76LW6|DAND5_MOUSE	tr|D3ZGN3|D3ZGN3_RAT
OG0008803	sp|Q80UN1|KCTD9_MOUSE	tr|D3ZE91|D3ZE91_RAT
OG0008804	sp|Q80UX8|ABHDD_MOUSE	tr|D4A1B6|D4A1B6_RAT
OG0008805	sp|Q8BG80|FBX46_MOUSE	sp|Q4KLY2|FBX46_RAT
OG0008806	sp|Q8BH60|GOPC_MOUSE	tr|A0A8I5ZTW6|A0A8I5ZTW6_RAT
