Orthogroup	Mus_musculus	Cavia_porcellus
OG0007265	sp|Q9DB50|AP1S2_MOUSE	tr|H0W6U9|H0W6U9_CAVPO
OG0007266	sp|Q8C2R7|PIGM_MOUSE	tr|H0W821|H0W821_CAVPO
OG0007267	sp|Q8C131|HCAR1_MOUSE	tr|H0W8F9|H0W8F9_CAVPO
OG0007268	sp|Q99PE8|ABCG5_MOUSE	tr|H0W9I0|H0W9I0_CAVPO
OG0007269	sp|Q9DBV4|MXRA8_MOUSE	tr|H0WA18|H0WA18_CAVPO
OG0007270	sp|Q8BP56|PGGHG_MOUSE	tr|H0WDS8|H0WDS8_CAVPO
OG0007271	sp|Q9JIM5|YIPF7_MOUSE	tr|A0A286X7C7|A0A286X7C7_CAVPO
OG0007272	sp|Q9DA69|IFT43_MOUSE	tr|A0A286X9K8|A0A286X9K8_CAVPO
OG0007273	sp|Q8K3D6|S35E4_MOUSE	tr|A0A286XC00|A0A286XC00_CAVPO
OG0007274	sp|O35450|FKBPL_MOUSE	tr|A0A286XCR0|A0A286XCR0_CAVPO
OG0007275	sp|Q61458|CCNH_MOUSE	tr|A0A286XD36|A0A286XD36_CAVPO
OG0007276	sp|O70139|IPKG_MOUSE	tr|A0A286XF45|A0A286XF45_CAVPO
OG0007277	sp|Q9DC77|SMPX_MOUSE	tr|A0A286XFF3|A0A286XFF3_CAVPO
OG0007278	sp|P84228|H32_MOUSE	tr|A0A286XJW0|A0A286XJW0_CAVPO
OG0007279	sp|P04441|HG2A_MOUSE	tr|A0A286XK73|A0A286XK73_CAVPO
OG0007280	sp|Q149L6|DJB14_MOUSE	tr|A0A286XL16|A0A286XL16_CAVPO
OG0007281	sp|Q8BGR8|GSKIP_MOUSE	tr|A0A286XMT0|A0A286XMT0_CAVPO
OG0007282	sp|Q99KW3|TARA_MOUSE	tr|A0A286XQL7|A0A286XQL7_CAVPO
OG0007283	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A286XTI0|A0A286XTI0_CAVPO
OG0007284	sp|P18165|LORI_MOUSE	tr|A0A286XTX8|A0A286XTX8_CAVPO
OG0007285	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A286XUF5|A0A286XUF5_CAVPO
OG0007286	sp|Q61521|EREG_MOUSE	tr|A0A286XXI0|A0A286XXI0_CAVPO
OG0007287	sp|Q9DCE5|PK1IP_MOUSE	tr|A0A286XYA1|A0A286XYA1_CAVPO
OG0007288	sp|Q9JME2|CHSTB_MOUSE	tr|A0A286XYD1|A0A286XYD1_CAVPO
OG0007289	sp|Q00288|PAX8_MOUSE	tr|A0A286XYN5|A0A286XYN5_CAVPO
OG0007290	tr|Q8BV16|Q8BV16_MOUSE	tr|A0A286XYZ3|A0A286XYZ3_CAVPO
OG0007291	sp|Q6IEE6|T132E_MOUSE	tr|A0A286Y037|A0A286Y037_CAVPO
OG0007292	sp|P25085|IL1RA_MOUSE	tr|A0A286Y1I4|A0A286Y1I4_CAVPO
OG0007293	sp|Q9WVS0|ICOS_MOUSE	tr|A0A286Y4X7|A0A286Y4X7_CAVPO
OG0007294	sp|Q01279|EGFR_MOUSE	tr|H0UT18|H0UT18_CAVPO
OG0007295	sp|G5E8B9|ZBT11_MOUSE	tr|H0UU34|H0UU34_CAVPO
OG0007296	sp|Q8C0C7|SYFA_MOUSE	tr|H0UUQ7|H0UUQ7_CAVPO
OG0007297	sp|P97499|TEP1_MOUSE	tr|H0UVD3|H0UVD3_CAVPO
OG0007298	sp|Q8K2P2|FA83A_MOUSE	tr|H0UVE0|H0UVE0_CAVPO
OG0007299	sp|Q66JT5|TPGS2_MOUSE	tr|H0UW11|H0UW11_CAVPO
OG0007300	sp|Q8K3A2|TRPT1_MOUSE	tr|H0UZN8|H0UZN8_CAVPO
OG0007301	sp|O54950|AAKG1_MOUSE	tr|H0UZS3|H0UZS3_CAVPO
OG0007302	sp|Q8BVW3|TRI14_MOUSE	tr|H0V0S2|H0V0S2_CAVPO
OG0007303	sp|Q8R5K2|UBP33_MOUSE	tr|H0V203|H0V203_CAVPO
OG0007304	sp|Q9D618|KBTBC_MOUSE	tr|H0V444|H0V444_CAVPO
OG0007305	sp|P30678|GNA15_MOUSE	tr|H0V4E0|H0V4E0_CAVPO
OG0007306	sp|Q8VHP6|CDHR1_MOUSE	tr|H0V4Z4|H0V4Z4_CAVPO
OG0007307	sp|Q148W0|AT8B1_MOUSE	tr|H0V7M9|H0V7M9_CAVPO
OG0007308	sp|Q8K4C2|I17RC_MOUSE	tr|H0V8D0|H0V8D0_CAVPO
OG0007309	sp|Q03157|APLP1_MOUSE	tr|H0V8E0|H0V8E0_CAVPO
OG0007310	sp|Q9D387|LAMP5_MOUSE	tr|H0V9Z8|H0V9Z8_CAVPO
OG0007311	sp|P20334|TNR9_MOUSE	tr|H0VAG8|H0VAG8_CAVPO
OG0007312	sp|Q61983|NPT1_MOUSE	tr|H0VAJ7|H0VAJ7_CAVPO
OG0007313	sp|Q99P88|NU155_MOUSE	tr|H0VD57|H0VD57_CAVPO
OG0007314	sp|Q8K2J7|RELL1_MOUSE	tr|H0VFC5|H0VFC5_CAVPO
OG0007315	sp|Q4VAB4|CNPY1_MOUSE	tr|H0VFI9|H0VFI9_CAVPO
OG0007316	sp|Q9CWK8|SNX2_MOUSE	tr|H0VG43|H0VG43_CAVPO
OG0007317	sp|Q76EC5|CHST9_MOUSE	tr|H0VGW5|H0VGW5_CAVPO
OG0007318	sp|Q3V0J4|ANR53_MOUSE	tr|H0VGX5|H0VGX5_CAVPO
OG0007319	sp|Q91W89|MA2C1_MOUSE	tr|H0VHR3|H0VHR3_CAVPO
OG0007320	sp|P41158|ELK4_MOUSE	tr|H0VI59|H0VI59_CAVPO
OG0007321	tr|D3Z5W0|D3Z5W0_MOUSE	tr|H0VIH7|H0VIH7_CAVPO
OG0007322	sp|Q8C9V1|TB10C_MOUSE	tr|H0VIK8|H0VIK8_CAVPO
OG0007323	sp|P20918|PLMN_MOUSE	tr|H0VJK2|H0VJK2_CAVPO
OG0007324	sp|Q99N43|KREM1_MOUSE	tr|H0VK36|H0VK36_CAVPO
OG0007325	sp|Q5SSW2|PSME4_MOUSE	tr|H0VK85|H0VK85_CAVPO
OG0007326	sp|Q14CH1|MOCOS_MOUSE	tr|H0VKP3|H0VKP3_CAVPO
OG0007327	sp|Q8C3W1|CA198_MOUSE	tr|H0VKW8|H0VKW8_CAVPO
OG0007328	sp|Q921L3|TMCO1_MOUSE	tr|H0VPE5|H0VPE5_CAVPO
OG0007329	sp|Q5DTZ0|NYNRI_MOUSE	tr|H0VQZ6|H0VQZ6_CAVPO
OG0007330	tr|Q91VA7|Q91VA7_MOUSE	tr|H0VT29|H0VT29_CAVPO
OG0007331	sp|Q91XB0|TREX1_MOUSE	tr|H0VUF6|H0VUF6_CAVPO
OG0007332	sp|Q99LQ7|PDES1_MOUSE	tr|H0VUN6|H0VUN6_CAVPO
OG0007333	sp|Q9D880|TIM50_MOUSE	tr|H0VW11|H0VW11_CAVPO
OG0007334	sp|Q8JZY2|COMDA_MOUSE	tr|H0VW16|H0VW16_CAVPO
OG0007335	sp|Q9D3V5|FSIP1_MOUSE	tr|H0VYB0|H0VYB0_CAVPO
OG0007336	sp|Q9D287|SPF27_MOUSE	tr|H0VYK1|H0VYK1_CAVPO
OG0007337	sp|Q9ESM3|HPLN2_MOUSE	tr|H0W024|H0W024_CAVPO
OG0007338	sp|Q8BGW8|VGLL2_MOUSE	tr|H0W2F9|H0W2F9_CAVPO
OG0007339	sp|Q9CR09|UFC1_MOUSE	tr|H0W2P9|H0W2P9_CAVPO
OG0007340	sp|Q3UFT3|GARE1_MOUSE	tr|H0W374|H0W374_CAVPO
OG0007341	sp|Q9JIL6|GPC5D_MOUSE	tr|H0W397|H0W397_CAVPO
OG0007342	tr|E9PY43|E9PY43_MOUSE	tr|H0W4N8|H0W4N8_CAVPO
OG0007343	sp|P48756|GIP_MOUSE	tr|H0W5W9|H0W5W9_CAVPO
OG0007344	sp|Q99N85|RT18A_MOUSE	tr|H0W619|H0W619_CAVPO
OG0007345	sp|P23812|HXD12_MOUSE	tr|H0W7B7|H0W7B7_CAVPO
OG0007346	sp|Q9DBY1|SYVN1_MOUSE	tr|H0WDU2|H0WDU2_CAVPO
OG0007347	sp|P02340|P53_MOUSE	sp|Q9WUR6|P53_CAVPO
OG0007348	sp|D3Z4I3|RBM24_MOUSE	tr|A0A286XAL1|A0A286XAL1_CAVPO
OG0007349	tr|E9Q2U8|E9Q2U8_MOUSE	tr|A0A286XDI0|A0A286XDI0_CAVPO
OG0007350	sp|P97325|SIAT6_MOUSE	tr|A0A286XFS0|A0A286XFS0_CAVPO
OG0007351	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A286XFS5|A0A286XFS5_CAVPO
OG0007352	sp|Q8R092|CA043_MOUSE	tr|A0A286XGU7|A0A286XGU7_CAVPO
OG0007353	sp|P27641|XRCC5_MOUSE	tr|A0A286XHS4|A0A286XHS4_CAVPO
OG0007354	sp|B1AWI6|MSMP_MOUSE	tr|A0A286XI43|A0A286XI43_CAVPO
OG0007355	sp|Q8C811|S35E2_MOUSE	tr|A0A286XIX5|A0A286XIX5_CAVPO
OG0007356	sp|Q8BN78|KAISO_MOUSE	tr|A0A286XJV9|A0A286XJV9_CAVPO
OG0007357	sp|P29594|CASP2_MOUSE	tr|A0A286XN12|A0A286XN12_CAVPO
OG0007358	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A286XNI0|A0A286XNI0_CAVPO
OG0007359	sp|Q8R310|TMCC3_MOUSE	tr|A0A286XSG7|A0A286XSG7_CAVPO
OG0007360	sp|Q8CE94|MOT13_MOUSE	tr|A0A286XT01|A0A286XT01_CAVPO
OG0007361	sp|Q8BH58|TIPRL_MOUSE	tr|A0A286XTV5|A0A286XTV5_CAVPO
OG0007362	sp|P59055|CSRN3_MOUSE	tr|A0A286XUY7|A0A286XUY7_CAVPO
OG0007363	sp|Q91YN9|BAG2_MOUSE	tr|A0A286XVP0|A0A286XVP0_CAVPO
OG0007364	sp|Q8BT42|SMIM5_MOUSE	tr|A0A286XWJ1|A0A286XWJ1_CAVPO
OG0007365	sp|Q9DCI9|RM32_MOUSE	tr|A0A286XWR2|A0A286XWR2_CAVPO
OG0007366	sp|Q99LQ4|SVBP_MOUSE	tr|A0A286XYE9|A0A286XYE9_CAVPO
OG0007367	sp|P12970|RL7A_MOUSE	tr|A0A286XYQ1|A0A286XYQ1_CAVPO
OG0007368	sp|Q9D572|UBX11_MOUSE	tr|A0A286Y1S0|A0A286Y1S0_CAVPO
OG0007369	sp|Q80Y20|ALKB8_MOUSE	tr|A0A286Y1Y1|A0A286Y1Y1_CAVPO
OG0007370	sp|Q7TN16|HHIP_MOUSE	tr|A0A286Y3Q3|A0A286Y3Q3_CAVPO
OG0007371	sp|Q9D8Y1|T126A_MOUSE	tr|A0A286Y4K6|A0A286Y4K6_CAVPO
OG0007372	sp|Q9Z2H6|CLC4D_MOUSE	tr|A0A286Y540|A0A286Y540_CAVPO
OG0007373	sp|Q9ER35|FN3K_MOUSE	tr|A0A286Y568|A0A286Y568_CAVPO
OG0007374	tr|A2ANF5|A2ANF5_MOUSE	tr|A0A286Y5S4|A0A286Y5S4_CAVPO
OG0007375	sp|Q9JJU9|CRBB3_MOUSE	tr|A4L9L5|A4L9L5_CAVPO
OG0007376	sp|B2RR83|YTDC2_MOUSE	tr|H0UTJ8|H0UTJ8_CAVPO
OG0007377	sp|Q80UK7|SAS6_MOUSE	tr|H0UUH3|H0UUH3_CAVPO
OG0007378	sp|Q9CPW0|CNTP2_MOUSE	tr|H0UWT1|H0UWT1_CAVPO
OG0007379	sp|Q91YK8|LYPD3_MOUSE	tr|H0UY73|H0UY73_CAVPO
OG0007380	sp|Q80TM9|NISCH_MOUSE	tr|H0V0G8|H0V0G8_CAVPO
OG0007381	sp|Q9CTN4|RHBT3_MOUSE	tr|H0V1A7|H0V1A7_CAVPO
OG0007382	sp|P21956|MFGM_MOUSE	tr|H0V1F1|H0V1F1_CAVPO
OG0007383	sp|Q3U4N7|IGFR1_MOUSE	tr|H0V1J6|H0V1J6_CAVPO
OG0007384	sp|Q99NA9|PCGF6_MOUSE	tr|H0V277|H0V277_CAVPO
OG0007385	sp|Q61129|CFAI_MOUSE	tr|H0V2M6|H0V2M6_CAVPO
OG0007386	sp|Q9R0N9|SYT9_MOUSE	tr|H0V2Z2|H0V2Z2_CAVPO
OG0007387	sp|Q80V53|CHSTE_MOUSE	tr|H0V5B3|H0V5B3_CAVPO
OG0007388	sp|Q8VCX1|AK1D1_MOUSE	tr|H0V7B1|H0V7B1_CAVPO
OG0007389	sp|Q9D6Y9|GLGB_MOUSE	tr|H0V7G5|H0V7G5_CAVPO
OG0007390	sp|Q99LT0|DPY30_MOUSE	tr|H0V7L1|H0V7L1_CAVPO
OG0007391	sp|P07356|ANXA2_MOUSE	tr|H0V7P8|H0V7P8_CAVPO
OG0007392	sp|Q8CB49|TPRG1_MOUSE	tr|H0VA41|H0VA41_CAVPO
OG0007393	sp|Q9EQT6|SYT13_MOUSE	tr|H0VBF1|H0VBF1_CAVPO
OG0007394	sp|Q8BG36|DMRT2_MOUSE	tr|H0VCE2|H0VCE2_CAVPO
OG0007395	sp|Q8CHD8|RFIP3_MOUSE	tr|H0VCJ4|H0VCJ4_CAVPO
OG0007396	sp|Q8R323|RFC3_MOUSE	tr|H0VD08|H0VD08_CAVPO
OG0007397	sp|Q61884|MNS1_MOUSE	tr|H0VDP7|H0VDP7_CAVPO
OG0007398	sp|Q7TPD0|INT3_MOUSE	tr|H0VEN1|H0VEN1_CAVPO
OG0007399	sp|Q80Z38|SHAN2_MOUSE	tr|H0VFA3|H0VFA3_CAVPO
OG0007400	sp|Q8VHT7|TF3A_MOUSE	tr|H0VG83|H0VG83_CAVPO
OG0007401	sp|P98197|AT11A_MOUSE	tr|H0VH43|H0VH43_CAVPO
OG0007402	sp|Q3V2T4|KTDAP_MOUSE	tr|H0VHF4|H0VHF4_CAVPO
OG0007403	sp|Q3TUF7|YETS2_MOUSE	tr|H0VLN0|H0VLN0_CAVPO
OG0007404	tr|Q2TA50|Q2TA50_MOUSE	tr|H0VNR1|H0VNR1_CAVPO
OG0007405	sp|Q8HWB0|HMR1_MOUSE	tr|H0VNX2|H0VNX2_CAVPO
OG0007406	sp|Q91ZP3|LPIN1_MOUSE	tr|H0VNZ4|H0VNZ4_CAVPO
OG0007407	sp|Q99LF4|RTCB_MOUSE	tr|H0VR32|H0VR32_CAVPO
OG0007408	sp|Q9QXT8|CSEN_MOUSE	tr|H0VSG7|H0VSG7_CAVPO
OG0007409	sp|Q60677|ITAE_MOUSE	tr|H0VTJ8|H0VTJ8_CAVPO
OG0007410	sp|Q8BFW7|LPP_MOUSE	tr|H0VTP6|H0VTP6_CAVPO
OG0007411	sp|Q8CE90|MP2K7_MOUSE	tr|H0VZM8|H0VZM8_CAVPO
OG0007412	tr|Q1HL35|Q1HL35_MOUSE	tr|H0W0V8|H0W0V8_CAVPO
OG0007413	sp|Q64096|MCF2L_MOUSE	tr|H0W1L8|H0W1L8_CAVPO
OG0007414	sp|Q8C966|PF21B_MOUSE	tr|H0W260|H0W260_CAVPO
OG0007415	sp|Q8BJN4|FNDC9_MOUSE	tr|H0W4V4|H0W4V4_CAVPO
OG0007416	sp|Q63ZW7|INADL_MOUSE	tr|H0WB65|H0WB65_CAVPO
OG0007417	sp|P15499|PRPH2_MOUSE	tr|H0WC55|H0WC55_CAVPO
OG0007418	sp|Q9JLY0|SOCS6_MOUSE	tr|A0A286X7L3|A0A286X7L3_CAVPO
OG0007419	sp|Q60I26|AL2CL_MOUSE	tr|A0A286X844|A0A286X844_CAVPO
OG0007420	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A286X876|A0A286X876_CAVPO
OG0007421	sp|P35290|RAB24_MOUSE	tr|A0A286X8G6|A0A286X8G6_CAVPO
OG0007422	sp|Q8BGV0|SYNM_MOUSE	tr|A0A286X998|A0A286X998_CAVPO
OG0007423	sp|P98156|VLDLR_MOUSE	tr|A0A286XAY9|A0A286XAY9_CAVPO
OG0007424	sp|Q6Y7W8|GGYF2_MOUSE	tr|A0A286XDM9|A0A286XDM9_CAVPO
OG0007425	sp|Q62277|SYPH_MOUSE	tr|A0A286XE41|A0A286XE41_CAVPO
OG0007426	sp|Q9JJN6|CNBP1_MOUSE	tr|A0A286XFJ7|A0A286XFJ7_CAVPO
OG0007427	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A286XIV1|A0A286XIV1_CAVPO
OG0007428	tr|Q9D1U5|Q9D1U5_MOUSE	tr|A0A286XJ93|A0A286XJ93_CAVPO
OG0007429	sp|Q6P9P8|DEN2C_MOUSE	tr|A0A286XLR6|A0A286XLR6_CAVPO
OG0007430	sp|O08599|STXB1_MOUSE	tr|A0A286XMJ3|A0A286XMJ3_CAVPO
OG0007431	sp|Q0II04|NEBL_MOUSE	tr|A0A286XN05|A0A286XN05_CAVPO
OG0007432	sp|Q62165|DAG1_MOUSE	tr|A0A286XNA0|A0A286XNA0_CAVPO
OG0007433	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A286XP62|A0A286XP62_CAVPO
OG0007434	sp|Q99LJ7|RCBT2_MOUSE	tr|A0A286XQ68|A0A286XQ68_CAVPO
OG0007435	sp|Q14BP6|LR74B_MOUSE	tr|A0A286XQD5|A0A286XQD5_CAVPO
OG0007436	sp|P52795|EFNB1_MOUSE	tr|A0A286XTJ0|A0A286XTJ0_CAVPO
OG0007437	sp|P12787|COX5A_MOUSE	tr|A0A286XUZ8|A0A286XUZ8_CAVPO
OG0007438	sp|Q3TFD2|PCAT1_MOUSE	tr|A0A286XVK7|A0A286XVK7_CAVPO
OG0007439	sp|A0JNT9|BICL1_MOUSE	tr|A0A286XW72|A0A286XW72_CAVPO
OG0007440	sp|Q8JZS6|N42L2_MOUSE	tr|A0A286XY37|A0A286XY37_CAVPO
OG0007441	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A286Y1Y8|A0A286Y1Y8_CAVPO
OG0007442	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A286Y3Q8|A0A286Y3Q8_CAVPO
OG0007443	sp|O88728|IFM5_MOUSE	tr|A0A286Y4W9|A0A286Y4W9_CAVPO
OG0007444	sp|O70209|PDLI3_MOUSE	tr|A0A286Y614|A0A286Y614_CAVPO
OG0007445	sp|Q6NSU3|GL8D1_MOUSE	tr|H0UTK6|H0UTK6_CAVPO
OG0007446	sp|Q9DB20|ATPO_MOUSE	tr|H0UUI9|H0UUI9_CAVPO
OG0007447	sp|Q99L02|PGR1A_MOUSE	tr|H0UWD4|H0UWD4_CAVPO
OG0007448	sp|Q3U0J8|TBD2B_MOUSE	tr|H0UWH5|H0UWH5_CAVPO
OG0007449	tr|E9PY16|E9PY16_MOUSE	tr|H0UY94|H0UY94_CAVPO
OG0007450	sp|Q9WTN3|SRBP1_MOUSE	tr|H0UYK6|H0UYK6_CAVPO
OG0007451	sp|Q0VE29|SAM12_MOUSE	tr|H0UZL3|H0UZL3_CAVPO
OG0007452	sp|Q3UFB7|NTRK1_MOUSE	tr|H0V0A7|H0V0A7_CAVPO
OG0007453	sp|Q9CZ44|NSF1C_MOUSE	tr|H0V269|H0V269_CAVPO
OG0007454	sp|Q9EP72|EMC7_MOUSE	tr|H0V2J9|H0V2J9_CAVPO
OG0007455	sp|O35214|OPSX_MOUSE	tr|H0V2M9|H0V2M9_CAVPO
OG0007456	sp|Q99N48|SYTL3_MOUSE	tr|H0V2U6|H0V2U6_CAVPO
OG0007457	sp|Q5ND56|TLC3A_MOUSE	tr|H0V2V1|H0V2V1_CAVPO
OG0007458	sp|P35282|RAB21_MOUSE	tr|H0V3V4|H0V3V4_CAVPO
OG0007459	sp|Q14C37|LEMD1_MOUSE	tr|H0V4Y5|H0V4Y5_CAVPO
OG0007460	sp|Q8BWA5|KLH31_MOUSE	tr|H0V675|H0V675_CAVPO
OG0007461	sp|A2AV25|FBCD1_MOUSE	tr|H0V7A7|H0V7A7_CAVPO
OG0007462	sp|Q5DRQ8|FCRLB_MOUSE	tr|H0V9C7|H0V9C7_CAVPO
OG0007463	sp|P22361|HNF1A_MOUSE	tr|H0V9M5|H0V9M5_CAVPO
OG0007464	sp|Q99LM2|CK5P3_MOUSE	tr|H0V9Q3|H0V9Q3_CAVPO
OG0007465	sp|O35205|GRAK_MOUSE	tr|H0VBH4|H0VBH4_CAVPO
OG0007466	sp|Q5QNQ9|CORA1_MOUSE	tr|H0VBJ1|H0VBJ1_CAVPO
OG0007467	sp|B2RRD7|BRPF1_MOUSE	tr|H0VD33|H0VD33_CAVPO
OG0007468	sp|Q8VDW4|UBE2W_MOUSE	tr|H0VD59|H0VD59_CAVPO
OG0007469	sp|Q61624|ZN148_MOUSE	tr|H0VD87|H0VD87_CAVPO
OG0007470	sp|Q9DA19|CIR1_MOUSE	tr|H0VGI4|H0VGI4_CAVPO
OG0007471	sp|Q8C0Z1|F234A_MOUSE	tr|H0VJ74|H0VJ74_CAVPO
OG0007472	sp|Q9WUG6|INSL5_MOUSE	tr|H0VJV6|H0VJV6_CAVPO
OG0007473	sp|Q8BLR5|PSD4_MOUSE	tr|H0VKG8|H0VKG8_CAVPO
OG0007474	sp|Q80T14|FRAS1_MOUSE	tr|H0VMC2|H0VMC2_CAVPO
OG0007475	sp|Q0P5V2|SOBP_MOUSE	tr|H0VMI6|H0VMI6_CAVPO
OG0007476	sp|Q8BZT5|LRC19_MOUSE	tr|H0VMP7|H0VMP7_CAVPO
OG0007477	sp|Q9QY96|CASR_MOUSE	tr|H0VMR2|H0VMR2_CAVPO
OG0007478	sp|Q5SPV6|CB073_MOUSE	tr|H0VNU8|H0VNU8_CAVPO
OG0007479	sp|Q3UJU9|RMD3_MOUSE	tr|H0VQ97|H0VQ97_CAVPO
OG0007480	sp|Q5SS91|SUN3_MOUSE	tr|H0VQK0|H0VQK0_CAVPO
OG0007481	sp|P57716|NICA_MOUSE	tr|H0VS58|H0VS58_CAVPO
OG0007482	sp|P15037|ETS2_MOUSE	tr|H0VSD3|H0VSD3_CAVPO
OG0007483	sp|Q8R000|OSTA_MOUSE	tr|H0VT42|H0VT42_CAVPO
OG0007484	sp|Q9EPM5|SYNCI_MOUSE	tr|H0VT60|H0VT60_CAVPO
OG0007485	sp|Q9DCX7|TM174_MOUSE	tr|H0VXD9|H0VXD9_CAVPO
OG0007486	sp|O70361|PER3_MOUSE	tr|H0VZ93|H0VZ93_CAVPO
OG0007487	sp|P56480|ATPB_MOUSE	tr|H0VZD9|H0VZD9_CAVPO
OG0007488	sp|Q7TSJ6|LATS2_MOUSE	tr|H0W5D8|H0W5D8_CAVPO
OG0007489	tr|A2ADB2|A2ADB2_MOUSE	tr|H0W979|H0W979_CAVPO
OG0007490	sp|Q91X21|K2013_MOUSE	tr|H0WAZ2|H0WAZ2_CAVPO
OG0007491	sp|Q0KL01|UBX2B_MOUSE	tr|H0WCA7|H0WCA7_CAVPO
OG0007492	sp|Q91ZB7|MRGRE_MOUSE	tr|H0WCU9|H0WCU9_CAVPO
OG0007493	sp|P56388|CART_MOUSE	tr|H0WDR3|H0WDR3_CAVPO
OG0007494	sp|Q9Z2J6|PD2R2_MOUSE	tr|Q56D28|Q56D28_CAVPO
OG0007495	sp|Q9ESJ7|IKBP1_MOUSE	tr|A0A286XAM8|A0A286XAM8_CAVPO
OG0007496	sp|Q9D5U8|CNBD2_MOUSE	tr|A0A286XF57|A0A286XF57_CAVPO
OG0007497	sp|P97290|IC1_MOUSE	tr|A0A286XGF8|A0A286XGF8_CAVPO
OG0007498	sp|Q9R1N9|CODA1_MOUSE	tr|A0A286XGQ4|A0A286XGQ4_CAVPO
OG0007499	sp|Q64253|LY6E_MOUSE	tr|A0A286XGT5|A0A286XGT5_CAVPO
OG0007500	sp|F2Z461|HERC6_MOUSE	tr|A0A286XGW5|A0A286XGW5_CAVPO
OG0007501	sp|Q69ZR2|HECD1_MOUSE	tr|A0A286XH24|A0A286XH24_CAVPO
OG0007502	tr|E9Q6H8|E9Q6H8_MOUSE	tr|A0A286XH75|A0A286XH75_CAVPO
OG0007503	sp|O35623|BET1_MOUSE	tr|A0A286XHF1|A0A286XHF1_CAVPO
OG0007504	sp|Q920M5|CORO6_MOUSE	tr|A0A286XIM8|A0A286XIM8_CAVPO
OG0007505	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A286XJ70|A0A286XJ70_CAVPO
OG0007506	sp|O35678|MGLL_MOUSE	tr|A0A286XL13|A0A286XL13_CAVPO
OG0007507	sp|Q66JV7|CH058_MOUSE	tr|A0A286XLM0|A0A286XLM0_CAVPO
OG0007508	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A286XM24|A0A286XM24_CAVPO
OG0007509	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A286XN37|A0A286XN37_CAVPO
OG0007510	sp|A6H611|MIPEP_MOUSE	tr|A0A286XTK9|A0A286XTK9_CAVPO
OG0007511	sp|Q64520|KGUA_MOUSE	tr|A0A286XUJ3|A0A286XUJ3_CAVPO
OG0007512	sp|Q9CQL5|RM18_MOUSE	tr|A0A286XUY9|A0A286XUY9_CAVPO
OG0007513	sp|Q5FW52|MLIP_MOUSE	tr|A0A286XWA0|A0A286XWA0_CAVPO
OG0007514	sp|Q8BX10|PGAM5_MOUSE	tr|A0A286XWQ4|A0A286XWQ4_CAVPO
OG0007515	sp|Q8CC35|SYNPO_MOUSE	tr|A0A286XX54|A0A286XX54_CAVPO
OG0007516	sp|Q4JK59|TET2_MOUSE	tr|A0A286XXY5|A0A286XXY5_CAVPO
OG0007517	sp|P18581|CTR2_MOUSE	tr|A0A286XYC0|A0A286XYC0_CAVPO
OG0007518	sp|Q925I4|TS1R2_MOUSE	tr|A0A286Y039|A0A286Y039_CAVPO
OG0007519	sp|Q8JZX3|POC1A_MOUSE	tr|A0A286Y0G2|A0A286Y0G2_CAVPO
OG0007520	sp|Q9CY50|SSRA_MOUSE	tr|A0A286Y1I1|A0A286Y1I1_CAVPO
OG0007521	sp|Q9Z282|GP132_MOUSE	tr|A0A286Y1V3|A0A286Y1V3_CAVPO
OG0007522	sp|Q80WV7|SRRM3_MOUSE	tr|A0A286Y221|A0A286Y221_CAVPO
OG0007523	sp|Q8VI33|TAF9_MOUSE	tr|A0A286Y2K4|A0A286Y2K4_CAVPO
OG0007524	sp|Q8CC86|PNCB_MOUSE	tr|H0UT23|H0UT23_CAVPO
OG0007525	sp|O70324|MOT8_MOUSE	tr|H0UU03|H0UU03_CAVPO
OG0007526	sp|Q7TQA3|RDHE2_MOUSE	tr|H0UU77|H0UU77_CAVPO
OG0007527	sp|Q64685|SIAT1_MOUSE	tr|H0UVP1|H0UVP1_CAVPO
OG0007528	sp|Q8BWY3|ERF1_MOUSE	tr|H0UYD7|H0UYD7_CAVPO
OG0007529	sp|Q3TY86|AIFM3_MOUSE	tr|H0V064|H0V064_CAVPO
OG0007530	sp|P51557|STAR_MOUSE	tr|H0V0L9|H0V0L9_CAVPO
OG0007531	sp|Q8K2L8|TPC12_MOUSE	tr|H0V676|H0V676_CAVPO
OG0007532	sp|Q8BFZ8|FA72A_MOUSE	tr|H0V8M5|H0V8M5_CAVPO
OG0007533	sp|Q8BR76|MKS3_MOUSE	tr|H0VAY1|H0VAY1_CAVPO
OG0007534	sp|Q61282|PGCA_MOUSE	tr|H0VD89|H0VD89_CAVPO
OG0007535	sp|Q9D2F5|STPG1_MOUSE	tr|H0VDA7|H0VDA7_CAVPO
OG0007536	sp|O54707|KLRD1_MOUSE	tr|H0VEZ2|H0VEZ2_CAVPO
