Orthogroup	Mus_musculus	Dipodomys_ordii
OG0007408	sp|P29812|TYRP2_MOUSE	tr|A0A1S3FPX9|A0A1S3FPX9_DIPOR
OG0007409	sp|Q9JHP7|PLGT2_MOUSE	tr|A0A1S3FPY4|A0A1S3FPY4_DIPOR
OG0007410	sp|Q9D5R3|CEP83_MOUSE	tr|A0A1S3FQ52|A0A1S3FQ52_DIPOR
OG0007411	sp|Q9QY84|ACL7A_MOUSE	tr|A0A1S3FSA5|A0A1S3FSA5_DIPOR
OG0007412	sp|Q80W71|PKHA8_MOUSE	tr|A0A1S3FU73|A0A1S3FU73_DIPOR
OG0007413	sp|Q9DAU9|ZN654_MOUSE	tr|A0A1S3FUA1|A0A1S3FUA1_DIPOR
OG0007414	sp|Q9ERS5|PKHA2_MOUSE	tr|A0A1S3FUR6|A0A1S3FUR6_DIPOR
OG0007415	sp|P46414|CDN1B_MOUSE	tr|A0A1S3FV98|A0A1S3FV98_DIPOR
OG0007416	sp|Q7TS63|ZFAT_MOUSE	tr|A0A1S3FWA7|A0A1S3FWA7_DIPOR
OG0007417	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A1S3FWP2|A0A1S3FWP2_DIPOR
OG0007418	sp|Q08890|IDS_MOUSE	tr|A0A1S3G022|A0A1S3G022_DIPOR
OG0007419	sp|Q63918|CAVN2_MOUSE	tr|A0A1S3G121|A0A1S3G121_DIPOR
OG0007420	sp|O89103|C1QR1_MOUSE	tr|A0A1S3G132|A0A1S3G132_DIPOR
OG0007421	sp|G3UWD5|AKAI1_MOUSE	tr|A0A1S3G1A4|A0A1S3G1A4_DIPOR
OG0007422	sp|Q8BU33|HACL2_MOUSE	tr|A0A1S3G4J1|A0A1S3G4J1_DIPOR
OG0007423	sp|Q8VDZ4|ZDHC5_MOUSE	tr|A0A1S3G792|A0A1S3G792_DIPOR
OG0007424	sp|P61222|ABCE1_MOUSE	tr|A0A1S3G843|A0A1S3G843_DIPOR
OG0007425	sp|O35593|PSDE_MOUSE	tr|A0A1S3GAK6|A0A1S3GAK6_DIPOR
OG0007426	sp|P54254|ATX1_MOUSE	tr|A0A1S3GAR8|A0A1S3GAR8_DIPOR
OG0007427	sp|Q9R1R0|LHX6_MOUSE	tr|A0A1S3GBD3|A0A1S3GBD3_DIPOR
OG0007428	tr|Q5SZS9|Q5SZS9_MOUSE	tr|A0A1S3GD08|A0A1S3GD08_DIPOR
OG0007429	sp|Q9WV18|GABR1_MOUSE	tr|A0A1S3GEP8|A0A1S3GEP8_DIPOR
OG0007430	sp|Q9JKS4|LDB3_MOUSE	tr|A0A1S3GFN0|A0A1S3GFN0_DIPOR
OG0007431	sp|P11911|CD79A_MOUSE	tr|A0A1S3GH39|A0A1S3GH39_DIPOR
OG0007432	sp|Q76KJ5|RPA34_MOUSE	tr|A0A1S3GHB3|A0A1S3GHB3_DIPOR
OG0007433	sp|Q8CAE9|PDXL2_MOUSE	tr|A0A1S3GHQ5|A0A1S3GHQ5_DIPOR
OG0007434	sp|Q8C0W1|ANMY1_MOUSE	tr|A0A1S3GJR0|A0A1S3GJR0_DIPOR
OG0007435	sp|Q9DB38|ZN580_MOUSE	tr|A0A1S3GNZ6|A0A1S3GNZ6_DIPOR
OG0007436	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A1S3GQA0|A0A1S3GQA0_DIPOR
OG0007437	sp|Q07133|H1T_MOUSE	tr|A0A1S3GRT6|A0A1S3GRT6_DIPOR
OG0007438	sp|Q7TPD2|F185A_MOUSE	tr|A0A1S3GRZ1|A0A1S3GRZ1_DIPOR
OG0007439	sp|Q03173|ENAH_MOUSE	tr|A0A1S3GSB8|A0A1S3GSB8_DIPOR
OG0007440	sp|Q9D880|TIM50_MOUSE	tr|A0A1S3GTF9|A0A1S3GTF9_DIPOR
OG0007441	sp|Q8CII9|CRLF2_MOUSE	tr|A0A1S3GV91|A0A1S3GV91_DIPOR
OG0007442	sp|Q8VID5|RECQ5_MOUSE	tr|A0A1S3GZP1|A0A1S3GZP1_DIPOR
OG0007443	sp|P47879|IBP4_MOUSE	tr|A0A1S3GZR6|A0A1S3GZR6_DIPOR
OG0007444	sp|Q60991|CP7B1_MOUSE	tr|A0A1S3EK44|A0A1S3EK44_DIPOR
OG0007445	sp|Q8BZN6|DOC10_MOUSE	tr|A0A1S3EKM4|A0A1S3EKM4_DIPOR
OG0007446	sp|Q00175|PRGR_MOUSE	tr|A0A1S3EKS2|A0A1S3EKS2_DIPOR
OG0007447	tr|F6U238|F6U238_MOUSE	tr|A0A1S3EKV7|A0A1S3EKV7_DIPOR
OG0007448	sp|Q04646|ATNG_MOUSE	tr|A0A1S3EMM9|A0A1S3EMM9_DIPOR
OG0007449	sp|Q811P8|RHG32_MOUSE	tr|A0A1S3EMV3|A0A1S3EMV3_DIPOR
OG0007450	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A1S3EQB9|A0A1S3EQB9_DIPOR
OG0007451	sp|Q9WTX4|NRG4_MOUSE	tr|A0A1S3ESL1|A0A1S3ESL1_DIPOR
OG0007452	sp|Q91VK4|ITM2C_MOUSE	tr|A0A1S3ESM1|A0A1S3ESM1_DIPOR
OG0007453	sp|Q8R1Y2|MERB1_MOUSE	tr|A0A1S3ESM4|A0A1S3ESM4_DIPOR
OG0007454	sp|Q5PT54|NTCP5_MOUSE	tr|A0A1S3EU77|A0A1S3EU77_DIPOR
OG0007455	sp|Q9D142|NUD14_MOUSE	tr|A0A1S3EUT0|A0A1S3EUT0_DIPOR
OG0007456	sp|Q78YY6|DJC15_MOUSE	tr|A0A1S3EWG9|A0A1S3EWG9_DIPOR
OG0007457	sp|Q69ZK9|NLGN2_MOUSE	tr|A0A1S3EXN0|A0A1S3EXN0_DIPOR
OG0007458	sp|Q8K0S9|SNPC1_MOUSE	tr|A0A1S3EYX4|A0A1S3EYX4_DIPOR
OG0007459	sp|Q8BPQ7|SGSM1_MOUSE	tr|A0A1S3EZF3|A0A1S3EZF3_DIPOR
OG0007460	sp|P50153|GBG4_MOUSE	tr|A0A1S3F0F1|A0A1S3F0F1_DIPOR
OG0007461	sp|A2ARJ3|TM236_MOUSE	tr|A0A1S3F1L8|A0A1S3F1L8_DIPOR
OG0007462	sp|Q8VDH1|FBX21_MOUSE	tr|A0A1S3F288|A0A1S3F288_DIPOR
OG0007463	sp|P22272|IL6RA_MOUSE	tr|A0A1S3F2P2|A0A1S3F2P2_DIPOR
OG0007464	tr|Q9D2T6|Q9D2T6_MOUSE	tr|A0A1S3F398|A0A1S3F398_DIPOR
OG0007465	sp|Q8VCS3|XYLK_MOUSE	tr|A0A1S3F4L9|A0A1S3F4L9_DIPOR
OG0007466	sp|Q8QZY9|SF3B4_MOUSE	tr|A0A1S3F4S1|A0A1S3F4S1_DIPOR
OG0007467	sp|Q9D9X8|SACA3_MOUSE	tr|A0A1S3F5H6|A0A1S3F5H6_DIPOR
OG0007468	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A1S3F5X6|A0A1S3F5X6_DIPOR
OG0007469	sp|Q9D4H1|EXOC2_MOUSE	tr|A0A1S3F628|A0A1S3F628_DIPOR
OG0007470	sp|Q9D832|DNJB4_MOUSE	tr|A0A1S3FB24|A0A1S3FB24_DIPOR
OG0007471	sp|Q8C0P7|ZN451_MOUSE	tr|A0A1S3FED5|A0A1S3FED5_DIPOR
OG0007472	sp|O08742|GPV_MOUSE	tr|A0A1S3FF00|A0A1S3FF00_DIPOR
OG0007473	sp|Q91WD7|KI18A_MOUSE	tr|A0A1S3FF58|A0A1S3FF58_DIPOR
OG0007474	sp|P86045|TM207_MOUSE	tr|A0A1S3FGB3|A0A1S3FGB3_DIPOR
OG0007475	sp|Q3TBT3|STING_MOUSE	tr|A0A1S3FI62|A0A1S3FI62_DIPOR
OG0007476	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A1S3FJL5|A0A1S3FJL5_DIPOR
OG0007477	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A1S3FLE8|A0A1S3FLE8_DIPOR
OG0007478	sp|Q8K387|UBP45_MOUSE	tr|A0A1S3FNA1|A0A1S3FNA1_DIPOR
OG0007479	sp|Q8K4M5|COMD1_MOUSE	tr|A0A1S3FQ03|A0A1S3FQ03_DIPOR
OG0007480	sp|D3YWP0|EFMT3_MOUSE	tr|A0A1S3FQ13|A0A1S3FQ13_DIPOR
OG0007481	sp|Q9D3D9|ATPD_MOUSE	tr|A0A1S3FQL9|A0A1S3FQL9_DIPOR
OG0007482	sp|Q8CFW1|ANO2_MOUSE	tr|A0A1S3FR45|A0A1S3FR45_DIPOR
OG0007483	sp|Q793I8|TIFA_MOUSE	tr|A0A1S3FRS5|A0A1S3FRS5_DIPOR
OG0007484	sp|Q8BVE8|NSD2_MOUSE	tr|A0A1S3FRY6|A0A1S3FRY6_DIPOR
OG0007485	sp|Q8CFD4|SNX8_MOUSE	tr|A0A1S3FSI9|A0A1S3FSI9_DIPOR
OG0007486	sp|Q9CR92|CCD96_MOUSE	tr|A0A1S3FTJ8|A0A1S3FTJ8_DIPOR
OG0007487	sp|Q9CTY5|MICU3_MOUSE	tr|A0A1S3FU28|A0A1S3FU28_DIPOR
OG0007488	sp|Q8C5V5|WDR27_MOUSE	tr|A0A1S3FVB2|A0A1S3FVB2_DIPOR
OG0007489	sp|Q924T7|RNF31_MOUSE	tr|A0A1S3FWV2|A0A1S3FWV2_DIPOR
OG0007490	sp|Q8CB44|GRAM4_MOUSE	tr|A0A1S3FXS3|A0A1S3FXS3_DIPOR
OG0007491	sp|Q9JK95|PERP_MOUSE	tr|A0A1S3G0P0|A0A1S3G0P0_DIPOR
OG0007492	sp|Q62376|RU17_MOUSE	tr|A0A1S3G3B8|A0A1S3G3B8_DIPOR
OG0007493	sp|Q5EBJ4|ERMIN_MOUSE	tr|A0A1S3G536|A0A1S3G536_DIPOR
OG0007494	sp|Q99LS1|MMAD_MOUSE	tr|A0A1S3G9B5|A0A1S3G9B5_DIPOR
OG0007495	sp|Q64322|NPDC1_MOUSE	tr|A0A1S3G9U6|A0A1S3G9U6_DIPOR
OG0007496	sp|Q8K3I4|MYRIP_MOUSE	tr|A0A1S3GA43|A0A1S3GA43_DIPOR
OG0007497	sp|Q80VM3|TTC29_MOUSE	tr|A0A1S3GAC6|A0A1S3GAC6_DIPOR
OG0007498	sp|Q07763|CD244_MOUSE	tr|A0A1S3GAS5|A0A1S3GAS5_DIPOR
OG0007499	sp|Q8BQ30|PPR18_MOUSE	tr|A0A1S3GCT2|A0A1S3GCT2_DIPOR
OG0007500	sp|P53395|ODB2_MOUSE	tr|A0A1S3GDS0|A0A1S3GDS0_DIPOR
OG0007501	sp|A2AB59|RHG27_MOUSE	tr|A0A1S3GF61|A0A1S3GF61_DIPOR
OG0007502	sp|P34022|RANG_MOUSE	tr|A0A1S3GFK0|A0A1S3GFK0_DIPOR
OG0007503	sp|Q8CF94|RHD_MOUSE	tr|A0A1S3GG78|A0A1S3GG78_DIPOR
OG0007504	sp|Q9WVA8|NPFF_MOUSE	tr|A0A1S3GGY8|A0A1S3GGY8_DIPOR
OG0007505	sp|B2RQA1|KCA10_MOUSE	tr|A0A1S3GH46|A0A1S3GH46_DIPOR
OG0007506	sp|Q6NZB1|ANM6_MOUSE	tr|A0A1S3GH91|A0A1S3GH91_DIPOR
OG0007507	sp|Q8K2A8|ALG3_MOUSE	tr|A0A1S3GI14|A0A1S3GI14_DIPOR
OG0007508	sp|Q05793|PGBM_MOUSE	tr|A0A1S3GIE2|A0A1S3GIE2_DIPOR
OG0007509	sp|Q8BUD0|GPR4_MOUSE	tr|A0A1S3GII6|A0A1S3GII6_DIPOR
OG0007510	sp|Q99M71|EPDR1_MOUSE	tr|A0A1S3GJJ3|A0A1S3GJJ3_DIPOR
OG0007511	sp|Q8CHT1|NGEF_MOUSE	tr|A0A1S3GL52|A0A1S3GL52_DIPOR
OG0007512	sp|Q8BIZ0|PCD20_MOUSE	tr|A0A1S3GMD7|A0A1S3GMD7_DIPOR
OG0007513	sp|P02716|ACHD_MOUSE	tr|A0A1S3GN40|A0A1S3GN40_DIPOR
OG0007514	sp|P10300|CD8B_MOUSE	tr|A0A1S3GQ68|A0A1S3GQ68_DIPOR
OG0007515	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A1S3GRN0|A0A1S3GRN0_DIPOR
OG0007517	sp|Q6PHZ8|KCIP4_MOUSE	tr|A0A1S3EJS8|A0A1S3EJS8_DIPOR
OG0007518	sp|O70343|PRGC1_MOUSE	tr|A0A1S3EK81|A0A1S3EK81_DIPOR
OG0007519	sp|Q8K2I9|FBH1_MOUSE	tr|A0A1S3ELF0|A0A1S3ELF0_DIPOR
OG0007520	sp|Q61473|SOX17_MOUSE	tr|A0A1S3EMN3|A0A1S3EMN3_DIPOR
OG0007521	sp|P97823|LYPA1_MOUSE	tr|A0A1S3EMX5|A0A1S3EMX5_DIPOR
OG0007522	sp|Q9D869|CHP2_MOUSE	tr|A0A1S3ESP7|A0A1S3ESP7_DIPOR
OG0007523	sp|Q8K4Q6|NEIL1_MOUSE	tr|A0A1S3ESW6|A0A1S3ESW6_DIPOR
OG0007524	sp|Q6P5E6|GGA2_MOUSE	tr|A0A1S3ET76|A0A1S3ET76_DIPOR
OG0007525	sp|Q9QZ04|MAGL2_MOUSE	tr|A0A1S3EVA5|A0A1S3EVA5_DIPOR
OG0007526	sp|Q9JHI2|ADAT1_MOUSE	tr|A0A1S3EVN0|A0A1S3EVN0_DIPOR
OG0007527	sp|Q8K2H4|ACAP1_MOUSE	tr|A0A1S3EY27|A0A1S3EY27_DIPOR
OG0007528	sp|Q3UW68|CAN13_MOUSE	tr|A0A1S3EYJ5|A0A1S3EYJ5_DIPOR
OG0007529	tr|E9PV66|E9PV66_MOUSE	tr|A0A1S3EZ86|A0A1S3EZ86_DIPOR
OG0007530	tr|G3X8Q1|G3X8Q1_MOUSE	tr|A0A1S3EZW2|A0A1S3EZW2_DIPOR
OG0007531	sp|Q8BM55|TM214_MOUSE	tr|A0A1S3F0F0|A0A1S3F0F0_DIPOR
OG0007532	sp|Q99M31|HSP7E_MOUSE	tr|A0A1S3F0L6|A0A1S3F0L6_DIPOR
OG0007533	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A1S3F198|A0A1S3F198_DIPOR
OG0007534	sp|O08970|TUFT1_MOUSE	tr|A0A1S3F2J7|A0A1S3F2J7_DIPOR
OG0007535	sp|Q8JZM6|TIFAB_MOUSE	tr|A0A1S3F4F2|A0A1S3F4F2_DIPOR
OG0007536	sp|Q9Z2Y3|HOME1_MOUSE	tr|A0A1S3F594|A0A1S3F594_DIPOR
OG0007537	sp|Q5SX19|PIGL_MOUSE	tr|A0A1S3F6Z5|A0A1S3F6Z5_DIPOR
OG0007538	sp|Q8BN21|VRK2_MOUSE	tr|A0A1S3FB12|A0A1S3FB12_DIPOR
OG0007539	sp|P81269|ATF1_MOUSE	tr|A0A1S3FC07|A0A1S3FC07_DIPOR
OG0007540	sp|Q9JIM1|S29A1_MOUSE	tr|A0A1S3FD97|A0A1S3FD97_DIPOR
OG0007541	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A1S3FDH8|A0A1S3FDH8_DIPOR
OG0007542	sp|Q91ZT9|ASB8_MOUSE	tr|A0A1S3FE28|A0A1S3FE28_DIPOR
OG0007543	sp|Q8BFW7|LPP_MOUSE	tr|A0A1S3FEN1|A0A1S3FEN1_DIPOR
OG0007544	sp|Q812G0|MGT4A_MOUSE	tr|A0A1S3FFA9|A0A1S3FFA9_DIPOR
OG0007545	sp|Q8VDK3|ELF5_MOUSE	tr|A0A1S3FFG8|A0A1S3FFG8_DIPOR
OG0007546	sp|P70348|GCM1_MOUSE	tr|A0A1S3FFH0|A0A1S3FFH0_DIPOR
OG0007547	sp|P58281|OPA1_MOUSE	tr|A0A1S3FFQ6|A0A1S3FFQ6_DIPOR
OG0007548	sp|Q9WTP2|SPY4_MOUSE	tr|A0A1S3FGJ9|A0A1S3FGJ9_DIPOR
OG0007549	sp|P56480|ATPB_MOUSE	tr|A0A1S3FJW2|A0A1S3FJW2_DIPOR
OG0007550	sp|P29594|CASP2_MOUSE	tr|A0A1S3FL27|A0A1S3FL27_DIPOR
OG0007551	sp|P70172|NTCP2_MOUSE	tr|A0A1S3FPD5|A0A1S3FPD5_DIPOR
OG0007552	sp|P24668|MPRD_MOUSE	tr|A0A1S3FRJ3|A0A1S3FRJ3_DIPOR
OG0007553	sp|A2AMM0|CAVN4_MOUSE	tr|A0A1S3FRS4|A0A1S3FRS4_DIPOR
OG0007554	sp|Q9R098|HGFA_MOUSE	tr|A0A1S3FTS9|A0A1S3FTS9_DIPOR
OG0007555	sp|Q9JIL5|TULP4_MOUSE	tr|A0A1S3FUD5|A0A1S3FUD5_DIPOR
OG0007556	sp|Q8CCJ9|P20L1_MOUSE	tr|A0A1S3FW65|A0A1S3FW65_DIPOR
OG0007557	sp|Q9Z1Z2|STRAP_MOUSE	tr|A0A1S3FXD6|A0A1S3FXD6_DIPOR
OG0007558	sp|B2RXS4|PLXB2_MOUSE	tr|A0A1S3FXE5|A0A1S3FXE5_DIPOR
OG0007559	sp|Q8BIF0|C99L2_MOUSE	tr|A0A1S3FXZ9|A0A1S3FXZ9_DIPOR
OG0007560	sp|P56479|GALR1_MOUSE	tr|A0A1S3FYW5|A0A1S3FYW5_DIPOR
OG0007561	sp|Q8VC85|LSM1_MOUSE	tr|A0A1S3FYX1|A0A1S3FYX1_DIPOR
OG0007562	sp|Q9CXJ4|MITOS_MOUSE	tr|A0A1S3G1M1|A0A1S3G1M1_DIPOR
OG0007563	sp|Q6DI86|FAKD1_MOUSE	tr|A0A1S3G1Y6|A0A1S3G1Y6_DIPOR
OG0007564	sp|Q9DD18|DTD1_MOUSE	tr|A0A1S3G2I0|A0A1S3G2I0_DIPOR
OG0007565	sp|Q9D9C7|CC062_MOUSE	tr|A0A1S3G3W7|A0A1S3G3W7_DIPOR
OG0007566	sp|Q8R235|TM203_MOUSE	tr|A0A1S3G827|A0A1S3G827_DIPOR
OG0007567	sp|Q8VDU5|SNRK_MOUSE	tr|A0A1S3GBR6|A0A1S3GBR6_DIPOR
OG0007568	sp|Q3V209|TMUB2_MOUSE	tr|A0A1S3GF78|A0A1S3GF78_DIPOR
OG0007569	sp|P70121|ZHX1_MOUSE	tr|A0A1S3GFP4|A0A1S3GFP4_DIPOR
OG0007570	sp|Q61550|RAD21_MOUSE	tr|A0A1S3GFU3|A0A1S3GFU3_DIPOR
OG0007571	sp|Q8R1M0|HMCES_MOUSE	tr|A0A1S3GGF5|A0A1S3GGF5_DIPOR
OG0007572	sp|Q61865|MIA_MOUSE	tr|A0A1S3GH70|A0A1S3GH70_DIPOR
OG0007573	sp|O54834|RHG06_MOUSE	tr|A0A1S3GHX4|A0A1S3GHX4_DIPOR
OG0007574	sp|Q64324|STXB2_MOUSE	tr|A0A1S3GJS2|A0A1S3GJS2_DIPOR
OG0007575	sp|Q66JV7|CH058_MOUSE	tr|A0A1S3GNU2|A0A1S3GNU2_DIPOR
OG0007576	sp|Q9WUJ8|ORC6_MOUSE	tr|A0A1S3GRL1|A0A1S3GRL1_DIPOR
OG0007577	sp|Q80XP9|WNK3_MOUSE	tr|A0A1S3GSK3|A0A1S3GSK3_DIPOR
OG0007578	sp|Q9DCD6|GBRAP_MOUSE	tr|A0A1S3GV44|A0A1S3GV44_DIPOR
OG0007580	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A1S3GW90|A0A1S3GW90_DIPOR
OG0007581	sp|P22727|WNT6_MOUSE	tr|A0A1S3GWS9|A0A1S3GWS9_DIPOR
OG0007582	sp|Q9QZE2|CLNK_MOUSE	tr|A0A1S3EIX0|A0A1S3EIX0_DIPOR
OG0007583	sp|P86174|BEND4_MOUSE	tr|A0A1S3EJ18|A0A1S3EJ18_DIPOR
OG0007584	sp|Q9D8E6|RL4_MOUSE	tr|A0A1S3ELV3|A0A1S3ELV3_DIPOR
OG0007585	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A1S3EN42|A0A1S3EN42_DIPOR
OG0007586	sp|Q8BYW9|EOGT_MOUSE	tr|A0A1S3EN55|A0A1S3EN55_DIPOR
OG0007587	sp|O08755|HNF6_MOUSE	tr|A0A1S3ENK3|A0A1S3ENK3_DIPOR
OG0007588	sp|Q924S8|SPRE1_MOUSE	tr|A0A1S3ENT9|A0A1S3ENT9_DIPOR
OG0007589	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A1S3ERV7|A0A1S3ERV7_DIPOR
OG0007590	sp|Q6P6P7|PARP6_MOUSE	tr|A0A1S3ET59|A0A1S3ET59_DIPOR
OG0007591	sp|Q810V0|MPP10_MOUSE	tr|A0A1S3EUJ8|A0A1S3EUJ8_DIPOR
OG0007592	sp|Q6PCX7|RGMA_MOUSE	tr|A0A1S3EV91|A0A1S3EV91_DIPOR
OG0007593	sp|Q8VC10|OSGI1_MOUSE	tr|A0A1S3EY60|A0A1S3EY60_DIPOR
OG0007594	sp|Q07417|ACADS_MOUSE	tr|A0A1S3F197|A0A1S3F197_DIPOR
OG0007595	sp|Q8BVF7|APH1A_MOUSE	tr|A0A1S3F3A1|A0A1S3F3A1_DIPOR
OG0007596	sp|P50285|FMO1_MOUSE	tr|A0A1S3F3M3|A0A1S3F3M3_DIPOR
OG0007597	sp|Q9CPY6|GID4_MOUSE	tr|A0A1S3F5C7|A0A1S3F5C7_DIPOR
OG0007598	sp|Q5SS80|DHR13_MOUSE	tr|A0A1S3F5F4|A0A1S3F5F4_DIPOR
OG0007599	tr|A0A571BF98|A0A571BF98_MOUSE	tr|A0A1S3F6X9|A0A1S3F6X9_DIPOR
OG0007600	sp|Q61247|A2AP_MOUSE	tr|A0A1S3F7H9|A0A1S3F7H9_DIPOR
OG0007601	sp|Q3TZ89|SC31B_MOUSE	tr|A0A1S3FAU1|A0A1S3FAU1_DIPOR
OG0007602	sp|Q8VI47|MRP2_MOUSE	tr|A0A1S3FB15|A0A1S3FB15_DIPOR
OG0007603	sp|Q61496|DDX4_MOUSE	tr|A0A1S3FD80|A0A1S3FD80_DIPOR
OG0007604	sp|Q9D695|SPB7_MOUSE	tr|A0A1S3FDQ0|A0A1S3FDQ0_DIPOR
OG0007605	sp|Q8BQR4|KANL2_MOUSE	tr|A0A1S3FDW3|A0A1S3FDW3_DIPOR
OG0007606	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A1S3FE14|A0A1S3FE14_DIPOR
OG0007607	sp|Q7TS74|CKP2L_MOUSE	tr|A0A1S3FEX2|A0A1S3FEX2_DIPOR
OG0007608	sp|P35288|RAB23_MOUSE	tr|A0A1S3FFK8|A0A1S3FFK8_DIPOR
OG0007609	sp|B2RVY9|TM182_MOUSE	tr|A0A1S3FH43|A0A1S3FH43_DIPOR
OG0007610	sp|Q5K6N0|TM232_MOUSE	tr|A0A1S3FIN9|A0A1S3FIN9_DIPOR
OG0007611	sp|Q3UWM4|KDM7A_MOUSE	tr|A0A1S3FKA4|A0A1S3FKA4_DIPOR
OG0007612	tr|A0A0B4J1M2|A0A0B4J1M2_MOUSE	tr|A0A1S3FKD1|A0A1S3FKD1_DIPOR
OG0007613	sp|P35639|DDIT3_MOUSE	tr|A0A1S3FLG2|A0A1S3FLG2_DIPOR
OG0007614	sp|Q9WU40|MAN1_MOUSE	tr|A0A1S3FLU5|A0A1S3FLU5_DIPOR
OG0007615	sp|Q99MB3|TM2D1_MOUSE	tr|A0A1S3FMB7|A0A1S3FMB7_DIPOR
OG0007616	sp|Q8BHG2|CZIB_MOUSE	tr|A0A1S3FMK3|A0A1S3FMK3_DIPOR
OG0007617	sp|Q9EQQ3|GPR63_MOUSE	tr|A0A1S3FMS2|A0A1S3FMS2_DIPOR
OG0007618	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A1S3FMZ1|A0A1S3FMZ1_DIPOR
OG0007619	sp|Q8R507|FKTN_MOUSE	tr|A0A1S3FQ60|A0A1S3FQ60_DIPOR
OG0007620	sp|Q9D7V1|SH24A_MOUSE	tr|A0A1S3FR25|A0A1S3FR25_DIPOR
OG0007621	sp|Q91V01|MBOA5_MOUSE	tr|A0A1S3FR30|A0A1S3FR30_DIPOR
OG0007622	sp|Q6PCQ0|IQCE_MOUSE	tr|A0A1S3FS09|A0A1S3FS09_DIPOR
OG0007623	sp|Q3UKU4|FA83F_MOUSE	tr|A0A1S3FUJ7|A0A1S3FUJ7_DIPOR
OG0007624	sp|Q8C4X7|MNARL_MOUSE	tr|A0A1S3FWQ2|A0A1S3FWQ2_DIPOR
OG0007625	sp|Q3UHD1|AGRB1_MOUSE	tr|A0A1S3FXM8|A0A1S3FXM8_DIPOR
OG0007626	sp|Q8BGW6|ST32A_MOUSE	tr|A0A1S3FYR0|A0A1S3FYR0_DIPOR
OG0007627	sp|Q8CJ12|AGRG2_MOUSE	tr|A0A1S3FZK3|A0A1S3FZK3_DIPOR
OG0007628	sp|Q8K2F8|LS14A_MOUSE	tr|A0A1S3FZZ7|A0A1S3FZZ7_DIPOR
OG0007629	tr|Q9D809|Q9D809_MOUSE	tr|A0A1S3G130|A0A1S3G130_DIPOR
OG0007630	sp|Q9JM84|CST10_MOUSE	tr|A0A1S3G2H5|A0A1S3G2H5_DIPOR
OG0007631	sp|Q8BMZ5|SEN34_MOUSE	tr|A0A1S3G358|A0A1S3G358_DIPOR
OG0007632	sp|P35980|RL18_MOUSE	tr|A0A1S3G3C3|A0A1S3G3C3_DIPOR
OG0007633	sp|Q9EQU3|TLR9_MOUSE	tr|A0A1S3G5S0|A0A1S3G5S0_DIPOR
OG0007634	sp|Q9WUU6|HNF4G_MOUSE	tr|A0A1S3G6K5|A0A1S3G6K5_DIPOR
OG0007635	sp|P19221|THRB_MOUSE	tr|A0A1S3G9C4|A0A1S3G9C4_DIPOR
OG0007636	sp|Q9R0G7|ZEB2_MOUSE	tr|A0A1S3GB98|A0A1S3GB98_DIPOR
OG0007637	sp|A6H619|PHRF1_MOUSE	tr|A0A1S3GJB6|A0A1S3GJB6_DIPOR
OG0007638	sp|Q02242|PDCD1_MOUSE	tr|A0A1S3GJZ2|A0A1S3GJZ2_DIPOR
OG0007639	sp|Q9QXL2|KI21A_MOUSE	tr|A0A1S3GLQ8|A0A1S3GLQ8_DIPOR
OG0007640	sp|Q8BIV7|S45A1_MOUSE	tr|A0A1S3GM62|A0A1S3GM62_DIPOR
OG0007641	sp|Q9R1C8|5HT6R_MOUSE	tr|A0A1S3GMG8|A0A1S3GMG8_DIPOR
OG0007642	sp|Q925I1|ATAD3_MOUSE	tr|A0A1S3GQ75|A0A1S3GQ75_DIPOR
OG0007643	sp|O88513|GEMI_MOUSE	tr|A0A1S3GQZ3|A0A1S3GQZ3_DIPOR
OG0007644	sp|Q3URV1|BROMI_MOUSE	tr|A0A1S3GRK3|A0A1S3GRK3_DIPOR
OG0007645	sp|O08641|SH3Y1_MOUSE	tr|A0A1S3GTW5|A0A1S3GTW5_DIPOR
OG0007646	sp|Q8BMA6|SRP68_MOUSE	tr|A0A1S3GUF8|A0A1S3GUF8_DIPOR
OG0007647	sp|Q3V3I5|CQ067_MOUSE	tr|A0A1S3GWE8|A0A1S3GWE8_DIPOR
OG0007648	tr|S4R181|S4R181_MOUSE	tr|A0A1S3GXG4|A0A1S3GXG4_DIPOR
OG0007649	sp|P51410|RL9_MOUSE	tr|A0A1S3EJK5|A0A1S3EJK5_DIPOR
OG0007650	sp|Q9CQF8|RT63_MOUSE	tr|A0A1S3EKT7|A0A1S3EKT7_DIPOR
OG0007651	sp|Q9CR81|TEX12_MOUSE	tr|A0A1S3EMD1|A0A1S3EMD1_DIPOR
