Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0005059	sp|Q3TV65|MPND_MOUSE	tr|A0A7J7TAB0|A0A7J7TAB0_PIPKU
OG0005060	sp|Q3UUD2|SPRY3_MOUSE	tr|A0A7J7S4W9|A0A7J7S4W9_PIPKU
OG0005061	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A7J8AZV0|A0A7J8AZV0_PIPKU
OG0005062	sp|Q4KL25|LHPL5_MOUSE	tr|A0A7J7YMK7|A0A7J7YMK7_PIPKU
OG0005063	sp|Q5SSG5|RSLAB_MOUSE	tr|A0A7J7U8W7|A0A7J7U8W7_PIPKU
OG0005064	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A7J7QZH8|A0A7J7QZH8_PIPKU
OG0005065	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A7J7SNL2|A0A7J7SNL2_PIPKU
OG0005066	sp|Q6NZQ4|PAXI1_MOUSE	tr|A0A7J7R9Y7|A0A7J7R9Y7_PIPKU
OG0005067	sp|Q6P4S8|INT1_MOUSE	tr|A0A7J7XBN7|A0A7J7XBN7_PIPKU
OG0005068	sp|Q6SKR2|N6MT1_MOUSE	tr|A0A7J7QZ30|A0A7J7QZ30_PIPKU
OG0005070	sp|Q810J8|ZFYV1_MOUSE	tr|A0A7J8B664|A0A7J8B664_PIPKU
OG0005071	sp|Q8BGI4|FA13A_MOUSE	tr|A0A7J8B0P8|A0A7J8B0P8_PIPKU
OG0005072	sp|Q8BH53|CFA69_MOUSE	tr|A0A7J7WKK8|A0A7J7WKK8_PIPKU
OG0005073	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A7J7R9S8|A0A7J7R9S8_PIPKU
OG0005074	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A7J7VVZ1|A0A7J7VVZ1_PIPKU
OG0005075	sp|Q8BLR7|RND1_MOUSE	tr|A0A7J7ZNB4|A0A7J7ZNB4_PIPKU
OG0005076	sp|Q8BY35|FGD2_MOUSE	tr|A0A7J7YLR7|A0A7J7YLR7_PIPKU
OG0005077	sp|Q8C0R9|LRRD1_MOUSE	tr|A0A7J7WM17|A0A7J7WM17_PIPKU
OG0005078	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A7J7VAX9|A0A7J7VAX9_PIPKU
OG0005079	sp|Q8CI61|BAG4_MOUSE	tr|A0A7J7ZFE3|A0A7J7ZFE3_PIPKU
OG0005080	sp|Q8R0G7|SPNS1_MOUSE	tr|A0A7J7S6K3|A0A7J7S6K3_PIPKU
OG0005081	sp|Q8R3I3|COG6_MOUSE	tr|A0A7J7ZGM4|A0A7J7ZGM4_PIPKU
OG0005082	sp|Q8VE33|GD1L1_MOUSE	tr|A0A7J7Y8L4|A0A7J7Y8L4_PIPKU
OG0005083	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A7J7ZGH0|A0A7J7ZGH0_PIPKU
OG0005084	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A7J7V6B8|A0A7J7V6B8_PIPKU
OG0005085	sp|Q9D112|SHLD1_MOUSE	tr|A0A7J7YC09|A0A7J7YC09_PIPKU
OG0005086	sp|Q9DA75|NLS1_MOUSE	tr|A0A7J8A9D1|A0A7J8A9D1_PIPKU
OG0005087	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A7J7YV99|A0A7J7YV99_PIPKU
OG0005088	sp|Q9JI70|MKKS_MOUSE	tr|A0A7J7Y9V6|A0A7J7Y9V6_PIPKU
OG0005089	sp|Q9JIP7|S15A1_MOUSE	tr|A0A7J7ZNK9|A0A7J7ZNK9_PIPKU
OG0005090	sp|Q9JJD0|THA11_MOUSE	tr|A0A7J7V1A7|A0A7J7V1A7_PIPKU
OG0005091	sp|Q9QXT6|IL17B_MOUSE	tr|A0A7J7XAG0|A0A7J7XAG0_PIPKU
OG0005092	sp|Q9QY80|HACD1_MOUSE	tr|A0A7J8AZY9|A0A7J8AZY9_PIPKU
OG0005093	sp|Q9R0H2|MUCEN_MOUSE	tr|A0A7J8B004|A0A7J8B004_PIPKU
OG0005094	sp|Q9R1R0|LHX6_MOUSE	tr|A0A7J7W2W9|A0A7J7W2W9_PIPKU
OG0005095	sp|Q9WVS0|ICOS_MOUSE	tr|A0A7J7XUL4|A0A7J7XUL4_PIPKU
OG0005096	sp|Q9Z125|CR3L1_MOUSE	tr|A0A7J7WZ75|A0A7J7WZ75_PIPKU
OG0005097	sp|Q9Z2I9|SUCB1_MOUSE	tr|A0A7J7ZMH9|A0A7J7ZMH9_PIPKU
OG0005098	sp|A0A1W2P884|CE85L_MOUSE	tr|A0A7J7YLH2|A0A7J7YLH2_PIPKU
OG0005099	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A7J7T0I9|A0A7J7T0I9_PIPKU
OG0005100	sp|E9Q6D6|ZN277_MOUSE	tr|A0A7J7TNN4|A0A7J7TNN4_PIPKU
OG0005101	sp|P06728|APOA4_MOUSE	tr|A0A7J7WZ88|A0A7J7WZ88_PIPKU
OG0005102	sp|P12961|7B2_MOUSE	tr|A0A7J8B565|A0A7J8B565_PIPKU
OG0005103	sp|P15306|TRBM_MOUSE	tr|A0A7J7YB21|A0A7J7YB21_PIPKU
OG0005104	sp|P33146|CAD15_MOUSE	tr|A0A7J7UZK9|A0A7J7UZK9_PIPKU
OG0005105	sp|P41272|CD27_MOUSE	tr|A0A7J7ZGK1|A0A7J7ZGK1_PIPKU
OG0005106	sp|P48678|LMNA_MOUSE	tr|A0A7J7UTP9|A0A7J7UTP9_PIPKU
OG0005107	sp|P51125|ICAL_MOUSE	tr|A0A7J7YVH1|A0A7J7YVH1_PIPKU
OG0005108	sp|P56726|SMO_MOUSE	tr|A0A7J7WMB8|A0A7J7WMB8_PIPKU
OG0005109	sp|Q00690|LYAM2_MOUSE	tr|A0A7J7UUW9|A0A7J7UUW9_PIPKU
OG0005111	sp|Q07417|ACADS_MOUSE	tr|A0A7J7UF20|A0A7J7UF20_PIPKU
OG0005112	sp|Q07797|LG3BP_MOUSE	tr|A0A7J7SES6|A0A7J7SES6_PIPKU
OG0005113	sp|Q0VE29|SAM12_MOUSE	tr|A0A7J7VNZ5|A0A7J7VNZ5_PIPKU
OG0005114	sp|Q3UGM2|NEK10_MOUSE	tr|A0A7J7WDW9|A0A7J7WDW9_PIPKU
OG0005115	sp|Q3UJC8|CE034_MOUSE	tr|A0A7J7YWM7|A0A7J7YWM7_PIPKU
OG0005116	sp|Q3USL1|KLDC9_MOUSE	tr|A0A7J7QXI8|A0A7J7QXI8_PIPKU
OG0005117	sp|Q3UWW6|GA2L3_MOUSE	tr|A0A7J7ZI28|A0A7J7ZI28_PIPKU
OG0005118	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A7J7XW96|A0A7J7XW96_PIPKU
OG0005119	tr|Q3V0S8|Q3V0S8_MOUSE	tr|A0A7J7U886|A0A7J7U886_PIPKU
OG0005120	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A7J7UZT8|A0A7J7UZT8_PIPKU
OG0005121	sp|Q505F5|LRC47_MOUSE	tr|A0A7J7T0Y0|A0A7J7T0Y0_PIPKU
OG0005122	sp|Q5DTI6|KAL1L_MOUSE	tr|A0A7J7XUE9|A0A7J7XUE9_PIPKU
OG0005123	sp|Q5FW85|ECM2_MOUSE	tr|A0A7J7RSW5|A0A7J7RSW5_PIPKU
OG0005124	sp|Q5U430|UBR3_MOUSE	tr|A0A7J7XWV8|A0A7J7XWV8_PIPKU
OG0005125	sp|Q64337|SQSTM_MOUSE	tr|A0A7J7UAN0|A0A7J7UAN0_PIPKU
OG0005126	sp|Q6P4S6|SIK3_MOUSE	tr|A0A7J7X1Y6|A0A7J7X1Y6_PIPKU
OG0005127	sp|Q6PB70|ANO8_MOUSE	tr|A0A7J7S4A4|A0A7J7S4A4_PIPKU
OG0005128	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A7J8AZY6|A0A7J8AZY6_PIPKU
OG0005129	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A7J7UU62|A0A7J7UU62_PIPKU
OG0005130	sp|Q80SV1|LHPL1_MOUSE	tr|A0A7J7THN1|A0A7J7THN1_PIPKU
OG0005131	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A7J8AAK2|A0A7J8AAK2_PIPKU
OG0005132	sp|Q8BG07|PLD4_MOUSE	tr|A0A7J7R213|A0A7J7R213_PIPKU
OG0005133	sp|Q8BGY4|KLH26_MOUSE	tr|A0A7J7U9Q8|A0A7J7U9Q8_PIPKU
OG0005134	sp|Q8BQN5|FA78B_MOUSE	tr|A0A7J7USW9|A0A7J7USW9_PIPKU
OG0005135	sp|Q8BTN6|LENG9_MOUSE	tr|A0A7J7R0G7|A0A7J7R0G7_PIPKU
OG0005136	sp|Q8BVU5|NUDT9_MOUSE	tr|A0A7J8B3L4|A0A7J8B3L4_PIPKU
OG0005137	sp|Q8BX09|RBBP5_MOUSE	tr|A0A7J7UUB1|A0A7J7UUB1_PIPKU
OG0005138	sp|Q8C8T8|TSR2_MOUSE	tr|A0A7J7R6X4|A0A7J7R6X4_PIPKU
OG0005139	sp|Q8CEI1|BOLA3_MOUSE	tr|A0A7J7VTL1|A0A7J7VTL1_PIPKU
OG0005140	sp|Q8JZY2|COMDA_MOUSE	tr|A0A7J7YWG8|A0A7J7YWG8_PIPKU
OG0005141	sp|Q8K1F9|LCTL_MOUSE	tr|A0A7J8B1H7|A0A7J8B1H7_PIPKU
OG0005142	sp|Q8K2P6|RFESD_MOUSE	tr|A0A7J7YYV7|A0A7J7YYV7_PIPKU
OG0005144	sp|Q8R2K1|FUCM_MOUSE	tr|A0A7J7VB18|A0A7J7VB18_PIPKU
OG0005145	sp|Q8R344|CCD12_MOUSE	tr|A0A7J7R2E6|A0A7J7R2E6_PIPKU
OG0005146	sp|Q99ME7|TBX19_MOUSE	tr|A0A7J7UUU3|A0A7J7UUU3_PIPKU
OG0005147	sp|Q9CPT5|NOP16_MOUSE	tr|A0A7J7XCP5|A0A7J7XCP5_PIPKU
OG0005148	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A7J7T2D1|A0A7J7T2D1_PIPKU
OG0005149	sp|Q9CXK4|SWET1_MOUSE	tr|A0A7J7UUN8|A0A7J7UUN8_PIPKU
OG0005150	sp|Q9CXL7|SNORC_MOUSE	tr|A0A7J7XWD2|A0A7J7XWD2_PIPKU
OG0005151	sp|Q9CY02|AHSP_MOUSE	tr|A0A7J7T226|A0A7J7T226_PIPKU
OG0005152	sp|Q9CYH5|GFOD2_MOUSE	tr|A0A7J7V079|A0A7J7V079_PIPKU
OG0005153	sp|Q9D1E6|TBCB_MOUSE	tr|A0A7J7V1V4|A0A7J7V1V4_PIPKU
OG0005154	sp|Q9D4V3|CCD83_MOUSE	tr|A0A7J7WZ09|A0A7J7WZ09_PIPKU
OG0005155	sp|Q9JLJ4|ELOV2_MOUSE	tr|A0A7J8A642|A0A7J8A642_PIPKU
OG0005156	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A7J7XTT5|A0A7J7XTT5_PIPKU
OG0005157	sp|E9PVX6|KI67_MOUSE	tr|A0A7J7VC39|A0A7J7VC39_PIPKU
OG0005158	tr|F8VQH7|F8VQH7_MOUSE	tr|A0A7J7ZH70|A0A7J7ZH70_PIPKU
OG0005159	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A7J7WM00|A0A7J7WM00_PIPKU
OG0005160	sp|O35310|HS3S1_MOUSE	tr|A0A7J8B118|A0A7J8B118_PIPKU
OG0005161	sp|O54926|SIVA_MOUSE	tr|A0A7J7R270|A0A7J7R270_PIPKU
OG0005162	sp|O54984|GET3_MOUSE	tr|A0A7J7RHW8|A0A7J7RHW8_PIPKU
OG0005163	sp|O55142|RL35A_MOUSE	tr|A0A7J8ABU6|A0A7J8ABU6_PIPKU
OG0005164	sp|O70404|VAMP8_MOUSE	tr|A0A7J7VW42|A0A7J7VW42_PIPKU
OG0005165	sp|P20615|HXB9_MOUSE	tr|A0A7J7U824|A0A7J7U824_PIPKU
OG0005166	sp|P53784|SOX3_MOUSE	tr|A0A7J7UMJ7|A0A7J7UMJ7_PIPKU
OG0005167	sp|P62315|SMD1_MOUSE	tr|A0A7J7YB64|A0A7J7YB64_PIPKU
OG0005168	sp|P63242|IF5A1_MOUSE	tr|A0A7J7TXD3|A0A7J7TXD3_PIPKU
OG0005169	sp|P97346|NXN_MOUSE	tr|A0A7J7SN04|A0A7J7SN04_PIPKU
OG0005170	sp|P97379|G3BP2_MOUSE	tr|A0A7J8B0G6|A0A7J8B0G6_PIPKU
OG0005171	sp|Q14AW5|NSUN7_MOUSE	tr|A0A7J8B347|A0A7J8B347_PIPKU
OG0005172	sp|Q30KN4|DFB30_MOUSE	tr|A0A7J7X9N7|A0A7J7X9N7_PIPKU
OG0005173	sp|Q38HM4|TRI63_MOUSE	tr|A0A7J8ACS2|A0A7J8ACS2_PIPKU
OG0005174	sp|Q3UY96|CFA74_MOUSE	tr|A0A7J7T0K4|A0A7J7T0K4_PIPKU
OG0005175	sp|Q3V0Q6|SPAG8_MOUSE	tr|A0A7J7W415|A0A7J7W415_PIPKU
OG0005176	sp|Q5DTT3|TASO2_MOUSE	tr|A0A7J8B518|A0A7J8B518_PIPKU
OG0005177	sp|Q5HZJ0|RNC_MOUSE	tr|A0A7J7YVP1|A0A7J7YVP1_PIPKU
OG0005178	sp|Q60664|IRAG2_MOUSE	tr|A0A7J7ZJK4|A0A7J7ZJK4_PIPKU
OG0005179	sp|Q61211|EIF2D_MOUSE	tr|A0A7J7USY4|A0A7J7USY4_PIPKU
OG0005180	sp|Q61288|ACVL1_MOUSE	tr|A0A7J7ZFH5|A0A7J7ZFH5_PIPKU
OG0005181	sp|Q63943|MEF2D_MOUSE	tr|A0A7J7UU08|A0A7J7UU08_PIPKU
OG0005182	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A7J7S0D8|A0A7J7S0D8_PIPKU
OG0005183	sp|Q80UU9|PGRC2_MOUSE	tr|A0A7J7XBY9|A0A7J7XBY9_PIPKU
OG0005184	sp|Q80UV9|TAF1_MOUSE	tr|A0A7J7SGM9|A0A7J7SGM9_PIPKU
OG0005185	sp|Q80W93|HYDIN_MOUSE	tr|A0A7J7V0C9|A0A7J7V0C9_PIPKU
OG0005186	sp|Q8BFT2|HAUS4_MOUSE	tr|A0A7J8B002|A0A7J8B002_PIPKU
OG0005187	sp|Q8BIZ6|SNIP1_MOUSE	tr|A0A7J8ABE3|A0A7J8ABE3_PIPKU
OG0005188	sp|Q8BKF1|RPOM_MOUSE	tr|A0A7J7XCI3|A0A7J7XCI3_PIPKU
OG0005189	sp|Q8BYR1|TYW4_MOUSE	tr|A0A7J8B135|A0A7J8B135_PIPKU
OG0005190	sp|Q8C0E2|VP26B_MOUSE	tr|A0A7J7UHD8|A0A7J7UHD8_PIPKU
OG0005191	sp|Q8C7G5|APOA5_MOUSE	tr|A0A7J7WYM7|A0A7J7WYM7_PIPKU
OG0005192	sp|Q8CDM4|CCD73_MOUSE	tr|A0A7J7WZ57|A0A7J7WZ57_PIPKU
OG0005193	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A7J7W2V2|A0A7J7W2V2_PIPKU
OG0005194	sp|Q8K0C5|ZG16_MOUSE	tr|A0A7J7S602|A0A7J7S602_PIPKU
OG0005195	sp|Q8K0L9|ZBT20_MOUSE	tr|A0A7J8ADB6|A0A7J8ADB6_PIPKU
OG0005196	sp|Q8K1N2|PHLB2_MOUSE	tr|A0A7J8A9G3|A0A7J8A9G3_PIPKU
OG0005197	sp|Q8K327|CHAP1_MOUSE	tr|A0A7J7ZH07|A0A7J7ZH07_PIPKU
OG0005198	sp|Q8R3A2|CDPF1_MOUSE	tr|A0A7J7RMX7|A0A7J7RMX7_PIPKU
OG0005199	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A7J7S0H9|A0A7J7S0H9_PIPKU
OG0005200	sp|Q91V01|MBOA5_MOUSE	tr|A0A7J7ZJX1|A0A7J7ZJX1_PIPKU
OG0005202	sp|Q99N92|RM27_MOUSE	tr|A0A7J7U8G4|A0A7J7U8G4_PIPKU
OG0005203	sp|Q99PP7|TRI33_MOUSE	tr|A0A7J7TWT7|A0A7J7TWT7_PIPKU
OG0005204	sp|Q9CQ39|MED21_MOUSE	tr|A0A7J7ZKB7|A0A7J7ZKB7_PIPKU
OG0005205	sp|Q9CR98|F136A_MOUSE	tr|A0A7J7VUP0|A0A7J7VUP0_PIPKU
OG0005206	sp|Q9CWQ2|ZSWM7_MOUSE	tr|A0A7J7S6H2|A0A7J7S6H2_PIPKU
OG0005207	sp|Q9D7X3|DUS3_MOUSE	tr|A0A7J7U7S5|A0A7J7U7S5_PIPKU
OG0005208	sp|Q9D9I1|TEX43_MOUSE	tr|A0A7J7YZZ1|A0A7J7YZZ1_PIPKU
OG0005209	sp|Q9D9P8|LCFC1_MOUSE	tr|A0A7J7WLS0|A0A7J7WLS0_PIPKU
OG0005210	sp|Q9ERG0|LIMA1_MOUSE	tr|A0A7J7ZIN3|A0A7J7ZIN3_PIPKU
OG0005211	sp|Q9ESN9|JIP3_MOUSE	tr|A0A7J7YXL9|A0A7J7YXL9_PIPKU
OG0005212	sp|Q9JHX6|ALLC_MOUSE	tr|A0A7J7R2B3|A0A7J7R2B3_PIPKU
OG0005213	sp|Q9JIN6|KCMB4_MOUSE	tr|A0A7J7ZIT9|A0A7J7ZIT9_PIPKU
OG0005214	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A7J7QW74|A0A7J7QW74_PIPKU
OG0005215	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A7J7UH71|A0A7J7UH71_PIPKU
OG0005216	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A7J7S041|A0A7J7S041_PIPKU
OG0005217	sp|A2A5N8|LMBL1_MOUSE	tr|A0A7J7Y995|A0A7J7Y995_PIPKU
OG0005218	sp|A2A863|ITB4_MOUSE	tr|A0A7J7SEB5|A0A7J7SEB5_PIPKU
OG0005219	sp|A4Q9F3|TTL10_MOUSE	tr|A0A7J7QV41|A0A7J7QV41_PIPKU
OG0005220	sp|E9Q343|G137C_MOUSE	tr|A0A7J8B0R2|A0A7J8B0R2_PIPKU
OG0005221	tr|E9Q3G8|E9Q3G8_MOUSE	tr|A0A7J8A944|A0A7J8A944_PIPKU
OG0005222	sp|E9QA62|LMOD3_MOUSE	tr|A0A7J7WD15|A0A7J7WD15_PIPKU
OG0005223	sp|O08530|S1PR1_MOUSE	tr|A0A7J7TWH8|A0A7J7TWH8_PIPKU
OG0005224	sp|O54910|IKBE_MOUSE	tr|A0A7J7YN95|A0A7J7YN95_PIPKU
OG0005225	sp|O89101|FGF18_MOUSE	tr|A0A7J7XB60|A0A7J7XB60_PIPKU
OG0005226	sp|O89114|DNJB5_MOUSE	tr|A0A7J7W2Z7|A0A7J7W2Z7_PIPKU
OG0005227	sp|P03940|CP21A_MOUSE	tr|A0A7J7YL01|A0A7J7YL01_PIPKU
OG0005228	sp|P35292|RAB17_MOUSE	tr|A0A7J7XWE6|A0A7J7XWE6_PIPKU
OG0005229	sp|P46660|AINX_MOUSE	tr|A0A7J7VBM5|A0A7J7VBM5_PIPKU
OG0005230	sp|P58750|PIM3_MOUSE	tr|A0A7J7R3R5|A0A7J7R3R5_PIPKU
OG0005231	sp|P62852|RS25_MOUSE	tr|A0A7J7RG67|A0A7J7RG67_PIPKU
OG0005232	sp|P63216|GBG3_MOUSE	tr|A0A7J7RTG2|A0A7J7RTG2_PIPKU
OG0005233	sp|P70362|UFD1_MOUSE	tr|A0A7J7UHM1|A0A7J7UHM1_PIPKU
OG0005234	sp|P70399|TP53B_MOUSE	tr|A0A7J8B5S4|A0A7J8B5S4_PIPKU
OG0005235	sp|P84086|CPLX2_MOUSE	tr|A0A7J7X9H4|A0A7J7X9H4_PIPKU
OG0005236	sp|Q08639|TFDP1_MOUSE	tr|A0A7J7ZMS0|A0A7J7ZMS0_PIPKU
OG0005237	sp|Q11011|PSA_MOUSE	tr|A0A7J7SUS6|A0A7J7SUS6_PIPKU
OG0005238	sp|Q149C2|MIPT3_MOUSE	tr|A0A7J7XWN4|A0A7J7XWN4_PIPKU
OG0005239	sp|Q3TDN0|DISP1_MOUSE	tr|A0A7J7TNV6|A0A7J7TNV6_PIPKU
OG0005240	sp|Q3UW31|PATE2_MOUSE	tr|A0A7J7UGP9|A0A7J7UGP9_PIPKU
OG0005241	sp|Q61124|CLN3_MOUSE	tr|A0A7J7S5R0|A0A7J7S5R0_PIPKU
OG0005242	sp|Q6PHB0|I20RA_MOUSE	tr|A0A7J7YNA8|A0A7J7YNA8_PIPKU
OG0005243	sp|Q8BHE0|PRR11_MOUSE	tr|A0A7J7QST9|A0A7J7QST9_PIPKU
OG0005244	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A7J7U9N6|A0A7J7U9N6_PIPKU
OG0005245	sp|Q8C6S9|CFA54_MOUSE	tr|A0A7J7ZGC3|A0A7J7ZGC3_PIPKU
OG0005246	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A7J7U912|A0A7J7U912_PIPKU
OG0005247	sp|Q8K0L0|ASB2_MOUSE	tr|A0A7J7SFM1|A0A7J7SFM1_PIPKU
OG0005248	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A7J7T2B7|A0A7J7T2B7_PIPKU
OG0005249	sp|Q8R4E6|PURG_MOUSE	tr|A0A7J7ZLE4|A0A7J7ZLE4_PIPKU
OG0005250	sp|Q8VBW8|TTC36_MOUSE	tr|A0A7J7RGF0|A0A7J7RGF0_PIPKU
OG0005251	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A7J7VBY9|A0A7J7VBY9_PIPKU
OG0005252	sp|Q8VCU0|ANGE1_MOUSE	tr|A0A7J8AYD9|A0A7J8AYD9_PIPKU
OG0005253	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A7J7R8Y5|A0A7J7R8Y5_PIPKU
OG0005254	sp|Q91WJ8|FUBP1_MOUSE	tr|A0A7J8A7N0|A0A7J8A7N0_PIPKU
OG0005255	sp|Q91WU4|TMCO4_MOUSE	tr|A0A7J8AD10|A0A7J8AD10_PIPKU
OG0005256	sp|Q99KW3|TARA_MOUSE	tr|A0A7J7ZNG1|A0A7J7ZNG1_PIPKU
OG0005257	tr|Q9CQ14|Q9CQ14_MOUSE	tr|A0A7J7W4W9|A0A7J7W4W9_PIPKU
OG0005258	sp|Q9CQD6|SARCO_MOUSE	tr|A0A7J7X1Y8|A0A7J7X1Y8_PIPKU
OG0005259	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A7J7Y8U2|A0A7J7Y8U2_PIPKU
OG0005260	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A7J8B0T8|A0A7J8B0T8_PIPKU
OG0005261	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A7J7UGP7|A0A7J7UGP7_PIPKU
OG0005262	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A7J7S4Z4|A0A7J7S4Z4_PIPKU
OG0005263	sp|Q9D3V1|DRC10_MOUSE	tr|A0A7J7QTM9|A0A7J7QTM9_PIPKU
OG0005264	sp|Q9EQ16|CXCR6_MOUSE	tr|A0A7J7WCL4|A0A7J7WCL4_PIPKU
OG0005265	sp|Q9JJ80|RPF2_MOUSE	tr|A0A7J7YNS5|A0A7J7YNS5_PIPKU
OG0005267	sp|Q9WTX6|CUL1_MOUSE	tr|A0A7J7WKP3|A0A7J7WKP3_PIPKU
OG0005268	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A7J7QXX8|A0A7J7QXX8_PIPKU
OG0005269	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A7J7U9E7|A0A7J7U9E7_PIPKU
OG0005270	sp|A0A140LHV9|SIM27_MOUSE	tr|A0A7J7W3W6|A0A7J7W3W6_PIPKU
OG0005271	sp|A2RSY6|TRM1L_MOUSE	tr|A0A7J7UVD6|A0A7J7UVD6_PIPKU
OG0005272	sp|E9Q309|CE350_MOUSE	tr|A0A7J7USN7|A0A7J7USN7_PIPKU
OG0005273	tr|E9QAP7|E9QAP7_MOUSE	tr|A0A7J7RTB2|A0A7J7RTB2_PIPKU
OG0005275	sp|O54692|ZW10_MOUSE	tr|A0A7J7X2P2|A0A7J7X2P2_PIPKU
OG0005276	sp|P01582|IL1A_MOUSE	tr|A0A7J7VUX3|A0A7J7VUX3_PIPKU
OG0005277	sp|P0C5K0|SBK3_MOUSE	tr|A0A7J7QV17|A0A7J7QV17_PIPKU
OG0005278	sp|P23506|PIMT_MOUSE	tr|A0A7J7YNK4|A0A7J7YNK4_PIPKU
OG0005279	sp|P23683|EVX1_MOUSE	tr|A0A7J7TP56|A0A7J7TP56_PIPKU
OG0005281	sp|P40630|TFAM_MOUSE	tr|A0A7J7VCV5|A0A7J7VCV5_PIPKU
OG0005282	sp|P51949|MAT1_MOUSE	tr|A0A7J8B2A3|A0A7J8B2A3_PIPKU
OG0005283	sp|P63158|HMGB1_MOUSE	tr|A0A7J7ZIS8|A0A7J7ZIS8_PIPKU
OG0005284	sp|Q05A36|MEX3C_MOUSE	tr|A0A7J7Y9I2|A0A7J7Y9I2_PIPKU
OG0005285	sp|Q3UV31|RN223_MOUSE	tr|A0A7J7QUW5|A0A7J7QUW5_PIPKU
OG0005286	sp|Q64213|SF01_MOUSE	tr|A0A7J7R142|A0A7J7R142_PIPKU
OG0005287	sp|Q6IRU7|CEP78_MOUSE	tr|A0A7J7W2E5|A0A7J7W2E5_PIPKU
OG0005288	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A7J7YVV5|A0A7J7YVV5_PIPKU
OG0005289	sp|Q6PFD6|KI18B_MOUSE	tr|A0A7J7U870|A0A7J7U870_PIPKU
OG0005290	sp|Q80U38|KHNYN_MOUSE	tr|A0A7J8B0I2|A0A7J8B0I2_PIPKU
OG0005291	sp|Q8BGB8|COQ4_MOUSE	tr|A0A7J7S3K6|A0A7J7S3K6_PIPKU
OG0005292	sp|Q8BW11|PRS58_MOUSE	tr|A0A7J7WLT6|A0A7J7WLT6_PIPKU
OG0005293	sp|Q8C854|MYEF2_MOUSE	tr|A0A7J8B2D3|A0A7J8B2D3_PIPKU
OG0005294	sp|Q8CI71|VPS50_MOUSE	tr|A0A7J7WN61|A0A7J7WN61_PIPKU
OG0005295	sp|Q8K2X2|RBM48_MOUSE	tr|A0A7J7WMJ6|A0A7J7WMJ6_PIPKU
OG0005296	sp|Q8K3W3|CASC3_MOUSE	tr|A0A7J7SV27|A0A7J7SV27_PIPKU
OG0005297	sp|Q8R197|SAST_MOUSE	tr|A0A7J8B2V7|A0A7J8B2V7_PIPKU
OG0005298	sp|Q8VC56|RNF8_MOUSE	tr|A0A7J7YP05|A0A7J7YP05_PIPKU
OG0005299	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A7J7T2Z8|A0A7J7T2Z8_PIPKU
OG0005300	sp|Q91VC7|PP14A_MOUSE	tr|A0A7J7SNW9|A0A7J7SNW9_PIPKU
OG0005301	sp|Q91ZF0|DJC24_MOUSE	tr|A0A7J7WZI2|A0A7J7WZI2_PIPKU
OG0005302	sp|Q99JF8|PSIP1_MOUSE	tr|A0A7J7W4D7|A0A7J7W4D7_PIPKU
OG0005303	sp|Q99JX1|TAF11_MOUSE	tr|A0A7J7YP91|A0A7J7YP91_PIPKU
OG0005304	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A7J7T1M4|A0A7J7T1M4_PIPKU
OG0005305	sp|Q99L48|NMD3_MOUSE	tr|A0A7J8AA32|A0A7J8AA32_PIPKU
OG0005306	sp|Q99LC3|NDUAA_MOUSE	tr|A0A7J7XVL9|A0A7J7XVL9_PIPKU
