Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0007208	sp|Q9D1M4|MCA3_MOUSE	tr|A0A6I9KX90|A0A6I9KX90_PERMB
OG0007209	tr|Q9D8U0|Q9D8U0_MOUSE	tr|A0A6I9LJZ5|A0A6I9LJZ5_PERMB
OG0007210	sp|Q9DAS2|F166C_MOUSE	tr|A0A6I9MHM7|A0A6I9MHM7_PERMB
OG0007211	sp|Q9DCF1|TMM25_MOUSE	tr|A0A6J0CKW6|A0A6J0CKW6_PERMB
OG0007212	sp|Q9EQ15|GNB1L_MOUSE	tr|A0A6J0CLM1|A0A6J0CLM1_PERMB
OG0007213	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A6I9L2S1|A0A6I9L2S1_PERMB
OG0007214	sp|Q9WTP2|SPY4_MOUSE	tr|A0A6I9L4H5|A0A6I9L4H5_PERMB
OG0007215	sp|Q9Z282|GP132_MOUSE	tr|A0A6I9M5Y5|A0A6I9M5Y5_PERMB
OG0007216	tr|A0A5F8MPV9|A0A5F8MPV9_MOUSE	tr|A0A6I9L1V8|A0A6I9L1V8_PERMB
OG0007217	sp|A6H639|DRC5_MOUSE	tr|A0A6J0DSX5|A0A6J0DSX5_PERMB
OG0007218	tr|B2RT41|B2RT41_MOUSE	tr|A0A6I9M7P7|A0A6I9M7P7_PERMB
OG0007219	sp|B8JKV0|AMN1_MOUSE	tr|A0A6I9MKW2|A0A6I9MKW2_PERMB
OG0007220	sp|B9EHT4|CLIP3_MOUSE	tr|A0A6I9LFS3|A0A6I9LFS3_PERMB
OG0007221	sp|E9Q286|ICE1_MOUSE	tr|A0A6J0E3T8|A0A6J0E3T8_PERMB
OG0007222	tr|E9Q6K3|E9Q6K3_MOUSE	tr|A0A6I9L6G1|A0A6I9L6G1_PERMB
OG0007223	sp|G5E861|SCLT1_MOUSE	tr|A0A6I9LNY1|A0A6I9LNY1_PERMB
OG0007224	sp|O08918|CCNG2_MOUSE	tr|A0A6I9LZ23|A0A6I9LZ23_PERMB
OG0007225	sp|O35658|C1QBP_MOUSE	tr|A0A6I9M827|A0A6I9M827_PERMB
OG0007226	sp|O88630|GOSR1_MOUSE	tr|A0A6I9LI15|A0A6I9LI15_PERMB
OG0007227	sp|O88845|AKA10_MOUSE	tr|A0A6I9L613|A0A6I9L613_PERMB
OG0007228	sp|P06240|LCK_MOUSE	tr|A0A6I9M8M8|A0A6I9M8M8_PERMB
OG0007229	sp|P06837|NEUM_MOUSE	tr|A0A6I9LAJ6|A0A6I9LAJ6_PERMB
OG0007230	sp|P10922|H10_MOUSE	tr|A0A6I9LLQ0|A0A6I9LLQ0_PERMB
OG0007231	sp|P28700|RXRA_MOUSE	tr|A0A6I9MFC9|A0A6I9MFC9_PERMB
OG0007232	sp|P34022|RANG_MOUSE	tr|A0A6I9MI39|A0A6I9MI39_PERMB
OG0007233	sp|P39655|LOX12_MOUSE	tr|A0A6I9KYK1|A0A6I9KYK1_PERMB
OG0007234	sp|P48759|PTX3_MOUSE	tr|A0A6I9L405|A0A6I9L405_PERMB
OG0007235	sp|P53810|PIPNA_MOUSE	tr|A0A6I9L5A5|A0A6I9L5A5_PERMB
OG0007236	sp|P56983|TM14A_MOUSE	tr|A0A6I9M2B8|A0A6I9M2B8_PERMB
OG0007237	sp|P62812|GBRA1_MOUSE	tr|A0A6J0E589|A0A6J0E589_PERMB
OG0007238	sp|P63166|SUMO1_MOUSE	tr|A0A6I9L921|A0A6I9L921_PERMB
OG0007239	sp|P63250|KCNJ3_MOUSE	tr|A0A6I9L010|A0A6I9L010_PERMB
OG0007240	sp|P70365|NCOA1_MOUSE	tr|A0A6J0DKG5|A0A6J0DKG5_PERMB
OG0007241	sp|P97429|ANXA4_MOUSE	tr|A0A6I9LU28|A0A6I9LU28_PERMB
OG0007242	sp|Q00PI9|HNRL2_MOUSE	tr|A0A6I9MEA7|A0A6I9MEA7_PERMB
OG0007243	sp|Q02248|CTNB1_MOUSE	tr|A0A6J0DPL2|A0A6J0DPL2_PERMB
OG0007244	sp|Q03350|TSP2_MOUSE	tr|A0A6I9L2R5|A0A6I9L2R5_PERMB
OG0007245	sp|Q3U155|CC174_MOUSE	tr|A0A6I9L744|A0A6I9L744_PERMB
OG0007246	sp|Q3UFF7|LYPL1_MOUSE	tr|A0A6I9KVX3|A0A6I9KVX3_PERMB
OG0007247	sp|Q3UYV9|NCBP1_MOUSE	tr|A0A6I9L635|A0A6I9L635_PERMB
OG0007248	sp|Q3V3A1|CDK15_MOUSE	tr|A0A6J0D3Y8|A0A6J0D3Y8_PERMB
OG0007249	sp|Q4LDG0|S27A5_MOUSE	tr|A0A6I9ME52|A0A6I9ME52_PERMB
OG0007250	sp|Q569N2|ANR37_MOUSE	tr|A0A6I9KTL1|A0A6I9KTL1_PERMB
OG0007251	tr|Q5I0V9|Q5I0V9_MOUSE	tr|A0A6I9MMM3|A0A6I9MMM3_PERMB
OG0007252	sp|Q61657|HES3_MOUSE	tr|A0A6I9MGQ9|A0A6I9MGQ9_PERMB
OG0007253	sp|Q69ZT9|TBC30_MOUSE	tr|A0A6J0CXR1|A0A6J0CXR1_PERMB
OG0007254	sp|Q6A065|CE170_MOUSE	tr|A0A6J0DUG9|A0A6J0DUG9_PERMB
OG0007255	sp|Q6NS86|ZN366_MOUSE	tr|A0A6I9MHZ5|A0A6I9MHZ5_PERMB
OG0007256	sp|Q6NWW5|KIF24_MOUSE	tr|A0A6J0DX69|A0A6J0DX69_PERMB
OG0007257	sp|Q6WKZ8|UBR2_MOUSE	tr|A0A6I9MPC6|A0A6I9MPC6_PERMB
OG0007258	sp|Q791T5|MTCH1_MOUSE	tr|A0A6J0DMG6|A0A6J0DMG6_PERMB
OG0007259	tr|Q7TR58|Q7TR58_MOUSE	tr|A0A6I9LXR7|A0A6I9LXR7_PERMB
OG0007260	sp|Q80U56|AVL9_MOUSE	tr|A0A6I9M9Z5|A0A6I9M9Z5_PERMB
OG0007261	sp|Q80XL1|CBLC_MOUSE	tr|A0A6I9M239|A0A6I9M239_PERMB
OG0007262	sp|Q80YY7|ZN618_MOUSE	tr|A0A6J0DDG1|A0A6J0DDG1_PERMB
OG0007263	sp|Q8BFQ2|T229B_MOUSE	tr|A0A6J0CYI9|A0A6J0CYI9_PERMB
OG0007264	sp|Q8BFV2|PCID2_MOUSE	tr|A0A6J0DJY8|A0A6J0DJY8_PERMB
OG0007265	sp|Q8BHI9|NIM1_MOUSE	tr|A0A6I9LXY3|A0A6I9LXY3_PERMB
OG0007266	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A6J0D039|A0A6J0D039_PERMB
OG0007267	sp|Q8BTX9|HSDL1_MOUSE	tr|A0A6J0ECE0|A0A6J0ECE0_PERMB
OG0007268	sp|Q8C138|ADTRP_MOUSE	tr|A0A6I9L460|A0A6I9L460_PERMB
OG0007269	sp|Q8C2E7|WASC5_MOUSE	tr|A0A6I9LZV2|A0A6I9LZV2_PERMB
OG0007270	sp|Q8C8M1|SHCAF_MOUSE	tr|A0A6I9LXZ8|A0A6I9LXZ8_PERMB
OG0007271	sp|Q8CGM2|RP1L1_MOUSE	tr|A0A6I9M1W1|A0A6I9M1W1_PERMB
OG0007272	sp|Q8VCN5|CGL_MOUSE	tr|A0A6I9L8T2|A0A6I9L8T2_PERMB
OG0007273	sp|Q8VDK1|NIT1_MOUSE	tr|A0A6I9M6M8|A0A6I9M6M8_PERMB
OG0007274	sp|Q920Q8|NS1BP_MOUSE	tr|A0A6I9LNR8|A0A6I9LNR8_PERMB
OG0007275	sp|Q9CR86|CHSP1_MOUSE	tr|A0A6J0CFC8|A0A6J0CFC8_PERMB
OG0007276	sp|Q9CZB9|TM128_MOUSE	tr|A0A6I9LN92|A0A6I9LN92_PERMB
OG0007277	sp|Q9D0F3|LMAN1_MOUSE	tr|A0A6I9KSW7|A0A6I9KSW7_PERMB
OG0007278	sp|Q9D820|PRXD1_MOUSE	tr|A0A6I9MFI6|A0A6I9MFI6_PERMB
OG0007279	sp|Q9JI76|ADA21_MOUSE	tr|A0A6J0CYF7|A0A6J0CYF7_PERMB
OG0007280	sp|Q9JKT3|TA2R4_MOUSE	tr|A0A6I9MDX3|A0A6I9MDX3_PERMB
OG0007281	sp|Q9QZ06|TOLIP_MOUSE	tr|A0A6I9L672|A0A6I9L672_PERMB
OG0007282	sp|Q9R0G6|COMP_MOUSE	tr|A0A6I9M453|A0A6I9M453_PERMB
OG0007283	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A6I9LQC4|A0A6I9LQC4_PERMB
OG0007284	sp|Q9WTZ0|UXT_MOUSE	tr|A0A6I9M1Q7|A0A6I9M1Q7_PERMB
OG0007285	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A6I9LN02|A0A6I9LN02_PERMB
OG0007286	tr|A0A286YDM5|A0A286YDM5_MOUSE	tr|A0A6J0D546|A0A6J0D546_PERMB
OG0007287	sp|A2A6H3|FBX47_MOUSE	tr|A0A6I9KVV4|A0A6I9KVV4_PERMB
OG0007288	sp|A2ALU4|SHRM2_MOUSE	tr|A0A6I9MMX5|A0A6I9MMX5_PERMB
OG0007289	sp|B9EJV3|GRB1L_MOUSE	tr|A0A6J0CLG4|A0A6J0CLG4_PERMB
OG0007290	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A6I9L070|A0A6I9L070_PERMB
OG0007291	sp|F6XZJ7|SAM15_MOUSE	tr|A0A6J0EEC8|A0A6J0EEC8_PERMB
OG0007292	sp|G3XA59|LRC32_MOUSE	tr|A0A6I9LG17|A0A6I9LG17_PERMB
OG0007293	sp|O08911|MK12_MOUSE	tr|A0A6I9LF48|A0A6I9LF48_PERMB
OG0007294	sp|O08983|HPS1_MOUSE	tr|A0A6I9M6G1|A0A6I9M6G1_PERMB
OG0007295	sp|O09035|DBIL5_MOUSE	tr|A0A6I9L5B8|A0A6I9L5B8_PERMB
OG0007296	sp|O88632|SEM3F_MOUSE	tr|A0A6J0DCI2|A0A6J0DCI2_PERMB
OG0007297	sp|O88855|LT4R1_MOUSE	tr|A0A6I9M6W9|A0A6I9M6W9_PERMB
OG0007298	sp|O89016|ABCD4_MOUSE	tr|A0A6I9LFP2|A0A6I9LFP2_PERMB
OG0007299	sp|P01731|CD8A_MOUSE	tr|A0A6I9M0K9|A0A6I9M0K9_PERMB
OG0007300	sp|P02104|HBE_MOUSE	tr|A0A6I9LH04|A0A6I9LH04_PERMB
OG0007301	sp|P0C242|CCNO_MOUSE	tr|A0A6I9LWX7|A0A6I9LWX7_PERMB
OG0007302	sp|P16382|IL4RA_MOUSE	tr|A0A6J0DF48|A0A6J0DF48_PERMB
OG0007303	sp|P18761|CAH6_MOUSE	tr|A0A6J0D831|A0A6J0D831_PERMB
OG0007304	sp|P24472|GSTA4_MOUSE	tr|A0A6I9LW33|A0A6I9LW33_PERMB
OG0007305	sp|P41539|TKN1_MOUSE	tr|A0A6I9M3G4|A0A6I9M3G4_PERMB
OG0007306	sp|P48787|TNNI3_MOUSE	tr|A0A6I9MKT1|A0A6I9MKT1_PERMB
OG0007307	sp|P55284|CADH5_MOUSE	tr|A0A6I9L7C6|A0A6I9L7C6_PERMB
OG0007308	sp|P58749|TM6S1_MOUSE	tr|A0A6I9KRT7|A0A6I9KRT7_PERMB
OG0007309	sp|P60469|LIPA3_MOUSE	tr|A0A6J0DY82|A0A6J0DY82_PERMB
OG0007310	sp|P70677|CASP3_MOUSE	tr|A0A6I9KTM1|A0A6I9KTM1_PERMB
OG0007311	sp|P83626|TNR26_MOUSE	tr|A0A6I9LDW9|A0A6I9LDW9_PERMB
OG0007312	sp|Q3TY92|MBD6_MOUSE	tr|A0A6I9KYF5|A0A6I9KYF5_PERMB
OG0007313	tr|Q4TU81|Q4TU81_MOUSE	tr|A0A6J0DIB6|A0A6J0DIB6_PERMB
OG0007314	sp|Q505D1|ANR28_MOUSE	tr|A0A6I9MLJ1|A0A6I9MLJ1_PERMB
OG0007315	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A6I9L4E6|A0A6I9L4E6_PERMB
OG0007316	sp|Q60793|KLF4_MOUSE	tr|A0A6I9LJY2|A0A6I9LJY2_PERMB
OG0007317	sp|Q62431|ARI3A_MOUSE	tr|A0A6J0DC87|A0A6J0DC87_PERMB
OG0007318	sp|Q6DFX2|ANTR2_MOUSE	tr|A0A6I9L1T4|A0A6I9L1T4_PERMB
OG0007319	sp|Q6P5F9|XPO1_MOUSE	tr|A0A6I9L8J0|A0A6I9L8J0_PERMB
OG0007320	sp|Q7TSF4|LR75A_MOUSE	tr|A0A6J0CYG3|A0A6J0CYG3_PERMB
OG0007321	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A6J0CJN5|A0A6J0CJN5_PERMB
OG0007322	sp|Q8BG32|PSD11_MOUSE	tr|A0A6J0DER4|A0A6J0DER4_PERMB
OG0007323	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A6I9LAG1|A0A6I9LAG1_PERMB
OG0007324	sp|Q8BX65|MDFIC_MOUSE	tr|A0A6I9LTI8|A0A6I9LTI8_PERMB
OG0007325	sp|Q8BYH7|TBC17_MOUSE	tr|A0A6J0E4J4|A0A6J0E4J4_PERMB
OG0007326	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A6I9L9T8|A0A6I9L9T8_PERMB
OG0007327	sp|Q8C2S7|AMGO3_MOUSE	tr|A0A6I9L8D3|A0A6I9L8D3_PERMB
OG0007328	sp|Q8C7R4|UBA6_MOUSE	tr|A0A6I9LX89|A0A6I9LX89_PERMB
OG0007329	sp|Q8CG03|PDE5A_MOUSE	tr|A0A6J0EB61|A0A6J0EB61_PERMB
OG0007330	sp|Q8K013|GTPBA_MOUSE	tr|A0A6I9LYZ7|A0A6I9LYZ7_PERMB
OG0007331	sp|Q8K1L0|CREB5_MOUSE	tr|A0A6I9LNE6|A0A6I9LNE6_PERMB
OG0007332	sp|Q8K3M5|CABL2_MOUSE	tr|A0A6I9LB63|A0A6I9LB63_PERMB
OG0007333	sp|Q8R5A3|AB1IP_MOUSE	tr|A0A6J0CJK1|A0A6J0CJK1_PERMB
OG0007334	sp|Q8VD75|HIP1_MOUSE	tr|A0A6I9L465|A0A6I9L465_PERMB
OG0007335	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A6I9L7G1|A0A6I9L7G1_PERMB
OG0007336	sp|Q91VM4|SPNS2_MOUSE	tr|A0A6J0CGA0|A0A6J0CGA0_PERMB
OG0007337	sp|Q922T2|MFAP3_MOUSE	tr|A0A6I9LZ42|A0A6I9LZ42_PERMB
OG0007338	sp|Q99LB6|MAT2B_MOUSE	tr|A0A6I9L518|A0A6I9L518_PERMB
OG0007339	sp|Q99LI8|HGS_MOUSE	tr|A0A6I9M163|A0A6I9M163_PERMB
OG0007340	tr|Q99NB3|Q99NB3_MOUSE	tr|A0A6I9KTK8|A0A6I9KTK8_PERMB
OG0007341	sp|Q9D0T2|DUS12_MOUSE	tr|A0A6I9MI09|A0A6I9MI09_PERMB
OG0007342	sp|Q9D176|SUSD3_MOUSE	tr|A0A6J0CFW4|A0A6J0CFW4_PERMB
OG0007343	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A6I9LW09|A0A6I9LW09_PERMB
OG0007344	sp|Q9D4J1|EFHD1_MOUSE	tr|A0A6I9LK63|A0A6I9LK63_PERMB
OG0007345	sp|Q9D7Q1|CHIT1_MOUSE	tr|A0A6I9LNZ0|A0A6I9LNZ0_PERMB
OG0007346	sp|Q9D975|SRXN1_MOUSE	tr|A0A6I9LVF8|A0A6I9LVF8_PERMB
OG0007347	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A6I9L4I3|A0A6I9L4I3_PERMB
OG0007348	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A6J0CYP4|A0A6J0CYP4_PERMB
OG0007349	sp|Q9QYI4|DJB12_MOUSE	tr|A0A6I9L3V5|A0A6I9L3V5_PERMB
OG0007350	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A6J0E126|A0A6J0E126_PERMB
OG0007351	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A6I9MKL1|A0A6I9MKL1_PERMB
OG0007352	sp|Q9Z277|BAZ1B_MOUSE	tr|A0A6I9KUG8|A0A6I9KUG8_PERMB
OG0007353	sp|Q9Z2B3|RGR_MOUSE	tr|A0A6I9L425|A0A6I9L425_PERMB
OG0007354	tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE	tr|A0A6I9LCF8|A0A6I9LCF8_PERMB
OG0007356	tr|A2AVB5|A2AVB5_MOUSE	tr|A0A6I9M544|A0A6I9M544_PERMB
OG0007357	tr|B0V2W5|B0V2W5_MOUSE	tr|A0A6I9M7Z2|A0A6I9M7Z2_PERMB
OG0007358	tr|B1AX30|B1AX30_MOUSE	tr|A0A6J0CVX0|A0A6J0CVX0_PERMB
OG0007359	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A6J0DID3|A0A6J0DID3_PERMB
OG0007360	tr|E9Q6E5|E9Q6E5_MOUSE	tr|A0A6I9LCF5|A0A6I9LCF5_PERMB
OG0007361	tr|F6U238|F6U238_MOUSE	tr|A0A6I9MER6|A0A6I9MER6_PERMB
OG0007362	tr|J3QK56|J3QK56_MOUSE	tr|A0A6J0CL94|A0A6J0CL94_PERMB
OG0007363	sp|O08705|NTCP_MOUSE	tr|A0A6J0CYG7|A0A6J0CYG7_PERMB
OG0007364	sp|O35445|RNF5_MOUSE	tr|A0A6I9MI08|A0A6I9MI08_PERMB
OG0007365	sp|O54782|MA2B2_MOUSE	tr|A0A6I9LVZ9|A0A6I9LVZ9_PERMB
OG0007366	sp|O54941|SMCE1_MOUSE	tr|A0A6I9KVS6|A0A6I9KVS6_PERMB
OG0007367	sp|O70237|GFI1B_MOUSE	tr|A0A6I9LRV3|A0A6I9LRV3_PERMB
OG0007368	sp|O88207|CO5A1_MOUSE	tr|A0A6J0CIJ2|A0A6J0CIJ2_PERMB
OG0007369	sp|P11680|PROP_MOUSE	tr|A0A6J0EFV0|A0A6J0EFV0_PERMB
OG0007370	sp|P16882|GHR_MOUSE	tr|A0A6J0CRN2|A0A6J0CRN2_PERMB
OG0007371	sp|P23611|IRF8_MOUSE	tr|A0A6J0EDX3|A0A6J0EDX3_PERMB
OG0007372	sp|P25962|ADRB3_MOUSE	tr|A0A6I9MFJ0|A0A6I9MFJ0_PERMB
OG0007373	sp|P41234|ABCA2_MOUSE	tr|A0A6I9LMB4|A0A6I9LMB4_PERMB
OG0007374	sp|P43029|GDF7_MOUSE	tr|A0A6I9LSD0|A0A6I9LSD0_PERMB
OG0007375	sp|P45952|ACADM_MOUSE	tr|A0A6I9LCG5|A0A6I9LCG5_PERMB
OG0007376	sp|P51612|XPC_MOUSE	tr|A0A6I9L3K5|A0A6I9L3K5_PERMB
OG0007377	sp|P62900|RL31_MOUSE	tr|A0A6I9LPU9|A0A6I9LPU9_PERMB
OG0007378	sp|P63054|PCP4_MOUSE	tr|A0A6I9LCS3|A0A6I9LCS3_PERMB
OG0007379	sp|P79621|C2TA_MOUSE	tr|A0A6J0DSM7|A0A6J0DSM7_PERMB
OG0007380	sp|P80314|TCPB_MOUSE	tr|A0A6I9LRQ0|A0A6I9LRQ0_PERMB
OG0007381	sp|Q03391|NMDE4_MOUSE	tr|A0A6J0DM87|A0A6J0DM87_PERMB
OG0007382	sp|Q14BI7|TDRD9_MOUSE	tr|A0A6J0E2U3|A0A6J0E2U3_PERMB
OG0007383	sp|Q2LA85|TRML2_MOUSE	tr|A0A6I9M6Z6|A0A6I9M6Z6_PERMB
OG0007384	sp|Q3TFK5|GPTC4_MOUSE	tr|A0A6I9L4G6|A0A6I9L4G6_PERMB
OG0007385	sp|Q3V0C5|UBP48_MOUSE	tr|A0A6J0DG52|A0A6J0DG52_PERMB
OG0007386	sp|Q3V0I2|PRR7_MOUSE	tr|A0A6I9L598|A0A6I9L598_PERMB
OG0007387	sp|Q5DTJ9|MYPN_MOUSE	tr|A0A6I9L403|A0A6I9L403_PERMB
OG0007388	sp|Q5FWH2|UNKL_MOUSE	tr|A0A6I9L1P3|A0A6I9L1P3_PERMB
OG0007389	sp|Q64729|TGFR1_MOUSE	tr|A0A6J0CYJ5|A0A6J0CYJ5_PERMB
OG0007390	sp|Q66LM6|F170A_MOUSE	tr|A0A6J0E2X9|A0A6J0E2X9_PERMB
OG0007391	sp|Q80ZW2|THEM6_MOUSE	tr|A0A6I9M2P9|A0A6I9M2P9_PERMB
OG0007392	sp|Q8BGE6|ATG4B_MOUSE	tr|A0A6J0E8R9|A0A6J0E8R9_PERMB
OG0007393	sp|Q8BGX2|TIM29_MOUSE	tr|A0A6I9LR96|A0A6I9LR96_PERMB
OG0007394	sp|Q8BH10|ORAI2_MOUSE	tr|A0A6J0DQ90|A0A6J0DQ90_PERMB
OG0007395	sp|Q8BJK1|KCTD7_MOUSE	tr|A0A6I9L121|A0A6I9L121_PERMB
OG0007396	sp|Q8BK58|HBAP1_MOUSE	tr|A0A6I9L832|A0A6I9L832_PERMB
OG0007397	sp|Q8BTG3|T11L1_MOUSE	tr|A0A6J0D5S8|A0A6J0D5S8_PERMB
OG0007398	sp|Q8CC14|F216B_MOUSE	tr|A0A6I9LJE3|A0A6I9LJE3_PERMB
OG0007399	sp|Q8CIX8|LGSN_MOUSE	tr|A0A6J0CRM3|A0A6J0CRM3_PERMB
OG0007400	sp|Q8CJ69|BMPER_MOUSE	tr|A0A6I9M8W8|A0A6I9M8W8_PERMB
OG0007401	sp|Q8K3K8|OPTN_MOUSE	tr|A0A6I9L8A3|A0A6I9L8A3_PERMB
OG0007402	sp|Q8R526|PK1L1_MOUSE	tr|A0A6I9KXQ8|A0A6I9KXQ8_PERMB
OG0007403	sp|Q8VC16|LRC14_MOUSE	tr|A0A6J0E5X6|A0A6J0E5X6_PERMB
OG0007404	sp|Q8VDS7|CE57L_MOUSE	tr|A0A6I9LH62|A0A6I9LH62_PERMB
OG0007405	sp|Q8VE88|F1142_MOUSE	tr|A0A6I9LTX9|A0A6I9LTX9_PERMB
OG0007406	tr|Q8VFN6|Q8VFN6_MOUSE	tr|A0A6I9LCH6|A0A6I9LCH6_PERMB
OG0007407	sp|Q922Q5|S35B3_MOUSE	tr|A0A6I9L4C1|A0A6I9L4C1_PERMB
OG0007408	sp|Q99M08|CD003_MOUSE	tr|A0A6I9MD04|A0A6I9MD04_PERMB
OG0007409	sp|Q99NB8|UBQL4_MOUSE	tr|A0A6I9LBT6|A0A6I9LBT6_PERMB
OG0007410	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A6J0E499|A0A6J0E499_PERMB
OG0007411	sp|Q9CYZ6|REX1B_MOUSE	tr|A0A6I9M450|A0A6I9M450_PERMB
OG0007412	sp|Q9D4H4|AMOL1_MOUSE	tr|A0A6I9M6H4|A0A6I9M6H4_PERMB
OG0007413	tr|Q9D6D0|Q9D6D0_MOUSE	tr|A0A6I9MDB5|A0A6I9MDB5_PERMB
OG0007414	sp|Q9D8H7|OMA1_MOUSE	tr|A0A6I9M444|A0A6I9M444_PERMB
OG0007415	sp|Q9D9D3|TBC21_MOUSE	tr|A0A6I9L4M4|A0A6I9L4M4_PERMB
OG0007416	sp|Q9D9M5|PHOP2_MOUSE	tr|A0A6I9KWT0|A0A6I9KWT0_PERMB
OG0007417	sp|Q9DA44|TSACC_MOUSE	tr|A0A6J0D751|A0A6J0D751_PERMB
OG0007418	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A6J0EG43|A0A6J0EG43_PERMB
OG0007419	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A6I9KT81|A0A6I9KT81_PERMB
OG0007420	sp|Q9R1P3|PSB2_MOUSE	tr|A0A6I9MM01|A0A6I9MM01_PERMB
OG0007421	sp|A2A935|PRD16_MOUSE	tr|A0A6J0DT72|A0A6J0DT72_PERMB
OG0007422	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A6J0E565|A0A6J0E565_PERMB
OG0007423	sp|E9Q9M8|PWP2B_MOUSE	tr|A0A6I9M0U8|A0A6I9M0U8_PERMB
OG0007424	sp|O70624|MYOC_MOUSE	tr|A0A6I9L8F5|A0A6I9L8F5_PERMB
OG0007425	sp|P09024|HXB7_MOUSE	tr|A0A6I9L5P8|A0A6I9L5P8_PERMB
OG0007426	sp|P17141|ZFP37_MOUSE	tr|A0A6J0CIH2|A0A6J0CIH2_PERMB
OG0007427	sp|P29788|VTNC_MOUSE	tr|A0A6I9LEC5|A0A6I9LEC5_PERMB
OG0007428	sp|P30561|AHR_MOUSE	tr|A0A6I9LHN9|A0A6I9LHN9_PERMB
OG0007429	sp|P35412|GPR12_MOUSE	tr|A0A6I9LN16|A0A6I9LN16_PERMB
OG0007430	sp|P40694|SMBP2_MOUSE	tr|A0A6J0DHM6|A0A6J0DHM6_PERMB
OG0007431	sp|P42125|ECI1_MOUSE	tr|A0A6I9LGV1|A0A6I9LGV1_PERMB
OG0007432	sp|P47934|CACP_MOUSE	tr|A0A6I9LGR7|A0A6I9LGR7_PERMB
OG0007433	sp|P49935|CATH_MOUSE	tr|A0A6I9MCB8|A0A6I9MCB8_PERMB
OG0007434	sp|P51658|DHB2_MOUSE	tr|A0A6I9LXL0|A0A6I9LXL0_PERMB
OG0007435	sp|P56931|E2F2_MOUSE	tr|A0A6I9LBQ7|A0A6I9LBQ7_PERMB
OG0007436	sp|P59158|S12A3_MOUSE	tr|A0A6I9LZX1|A0A6I9LZX1_PERMB
OG0007437	sp|P59384|ATS15_MOUSE	tr|A0A6I9L4T2|A0A6I9L4T2_PERMB
OG0007438	sp|P60041|SMS_MOUSE	tr|A0A6I9LUC3|A0A6I9LUC3_PERMB
OG0007439	sp|P61514|RL37A_MOUSE	tr|A0A6I9KWG7|A0A6I9KWG7_PERMB
OG0007440	sp|Q00993|UFO_MOUSE	tr|A0A6I9M225|A0A6I9M225_PERMB
OG0007441	sp|Q04692|SMRCD_MOUSE	tr|A0A6J0E222|A0A6J0E222_PERMB
OG0007442	sp|Q14B24|PRS57_MOUSE	tr|A0A6J0DBU5|A0A6J0DBU5_PERMB
OG0007443	sp|Q3T9M1|MFS2B_MOUSE	tr|A0A6I9LLX5|A0A6I9LLX5_PERMB
OG0007444	tr|Q3UYI1|Q3UYI1_MOUSE	tr|A0A6J0CFL6|A0A6J0CFL6_PERMB
OG0007445	sp|Q4FZF2|SPT46_MOUSE	tr|A0A6J0CM03|A0A6J0CM03_PERMB
OG0007446	sp|Q64702|PLK4_MOUSE	tr|A0A6I9LNX6|A0A6I9LNX6_PERMB
OG0007447	sp|Q64732|FOXB1_MOUSE	tr|A0A6I9LM24|A0A6I9LM24_PERMB
OG0007448	sp|Q66JW3|TOX_MOUSE	tr|A0A6I9M406|A0A6I9M406_PERMB
OG0007449	sp|Q6DFV5|HELZ_MOUSE	tr|A0A6J0D875|A0A6J0D875_PERMB
OG0007450	sp|Q6P3Y5|Z280C_MOUSE	tr|A0A6J0CV86|A0A6J0CV86_PERMB
OG0007451	sp|Q6PAL1|DRAXI_MOUSE	tr|A0A6I9M2D4|A0A6I9M2D4_PERMB
OG0007452	sp|Q6PD21|SHB_MOUSE	tr|A0A6I9L647|A0A6I9L647_PERMB
OG0007453	sp|Q6VV64|KCNKI_MOUSE	tr|A0A6I9L8M0|A0A6I9L8M0_PERMB
OG0007454	sp|Q6ZQL4|WDR43_MOUSE	tr|A0A6I9LUS1|A0A6I9LUS1_PERMB
OG0007455	tr|Q7TMN8|Q7TMN8_MOUSE	tr|A0A6J0DM64|A0A6J0DM64_PERMB
OG0007456	sp|Q80U44|ZFY16_MOUSE	tr|A0A6J0DI08|A0A6J0DI08_PERMB
