Orthogroup	Mus_musculus	Fukomys_damarensis
OG0004752	sp|Q8R040|RPP21_MOUSE	tr|A0A091DQH3|A0A091DQH3_FUKDA
OG0004753	tr|D4AFX7|D4AFX7_MOUSE	tr|A0A091DQI5|A0A091DQI5_FUKDA
OG0004754	sp|Q8BHE4|TM108_MOUSE	tr|A0A091DQI9|A0A091DQI9_FUKDA
OG0004756	sp|Q9CX11|UTP23_MOUSE	tr|A0A091DSX9|A0A091DSX9_FUKDA
OG0004757	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A091DTR5|A0A091DTR5_FUKDA
OG0004758	sp|P49070|CAMLG_MOUSE	tr|A0A091DUA6|A0A091DUA6_FUKDA
OG0004759	sp|P23772|GATA3_MOUSE	tr|A0A091DW27|A0A091DW27_FUKDA
OG0004760	sp|P48428|TBCA_MOUSE	tr|A0A091DWF5|A0A091DWF5_FUKDA
OG0004761	sp|Q76EC5|CHST9_MOUSE	tr|A0A091DYR6|A0A091DYR6_FUKDA
OG0004762	sp|Q91YL3|UCKL1_MOUSE	tr|A0A091E2R7|A0A091E2R7_FUKDA
OG0004763	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A091E359|A0A091E359_FUKDA
OG0004764	sp|Q91YX0|THMS2_MOUSE	tr|A0A091E539|A0A091E539_FUKDA
OG0004765	sp|Q8K245|UVRAG_MOUSE	tr|A0A091E729|A0A091E729_FUKDA
OG0004766	sp|Q60931|VDAC3_MOUSE	tr|A0A091ELF1|A0A091ELF1_FUKDA
OG0004767	sp|Q8BX94|OSBL2_MOUSE	tr|A0A091EP80|A0A091EP80_FUKDA
OG0004768	sp|Q8BKE6|CP20A_MOUSE	tr|A0A091CKV6|A0A091CKV6_FUKDA
OG0004769	sp|Q6PDM4|IHO1_MOUSE	tr|A0A091CME1|A0A091CME1_FUKDA
OG0004770	sp|Q923D2|BLVRB_MOUSE	tr|A0A091CND3|A0A091CND3_FUKDA
OG0004771	sp|P70194|CLC4F_MOUSE	tr|A0A091CPT9|A0A091CPT9_FUKDA
OG0004772	sp|Q9JL35|HMGN5_MOUSE	tr|A0A091CR18|A0A091CR18_FUKDA
OG0004773	sp|P06804|TNFA_MOUSE	tr|A0A091CRZ8|A0A091CRZ8_FUKDA
OG0004774	sp|O08750|NFIL3_MOUSE	tr|A0A091CS82|A0A091CS82_FUKDA
OG0004775	sp|P19426|NELFE_MOUSE	tr|A0A091CU03|A0A091CU03_FUKDA
OG0004776	sp|Q8K3D6|S35E4_MOUSE	tr|A0A091CVI6|A0A091CVI6_FUKDA
OG0004777	sp|P18894|OXDA_MOUSE	tr|A0A091CVS3|A0A091CVS3_FUKDA
OG0004778	sp|Q9QVY8|RAI2_MOUSE	tr|A0A091CYT8|A0A091CYT8_FUKDA
OG0004779	sp|Q9DCI3|STR3N_MOUSE	tr|A0A091D2M3|A0A091D2M3_FUKDA
OG0004780	tr|E9PYR1|E9PYR1_MOUSE	tr|A0A091D2X7|A0A091D2X7_FUKDA
OG0004781	sp|Q8BG26|RUSC1_MOUSE	tr|A0A091D327|A0A091D327_FUKDA
OG0004782	sp|P24699|MYF5_MOUSE	tr|A0A091D375|A0A091D375_FUKDA
OG0004783	sp|Q9QYC3|BHA15_MOUSE	tr|A0A091D503|A0A091D503_FUKDA
OG0004784	sp|Q8BMD6|TM260_MOUSE	tr|A0A091D6L3|A0A091D6L3_FUKDA
OG0004785	sp|Q80YD6|SRGEF_MOUSE	tr|A0A091D769|A0A091D769_FUKDA
OG0004786	sp|Q9R0P4|SMAP_MOUSE	tr|A0A091D788|A0A091D788_FUKDA
OG0004787	sp|Q9CQP3|CHCH5_MOUSE	tr|A0A091D8E2|A0A091D8E2_FUKDA
OG0004788	sp|Q8BU88|RM22_MOUSE	tr|A0A091D8H2|A0A091D8H2_FUKDA
OG0004789	sp|Q61122|NAB1_MOUSE	tr|A0A091DA64|A0A091DA64_FUKDA
OG0004790	sp|Q8K0W9|DPH3_MOUSE	tr|A0A091DAG9|A0A091DAG9_FUKDA
OG0004792	sp|Q9CZP5|BCS1_MOUSE	tr|A0A091DBK7|A0A091DBK7_FUKDA
OG0004793	sp|Q8C267|SETB2_MOUSE	tr|A0A091DC52|A0A091DC52_FUKDA
OG0004794	sp|O88456|CPNS1_MOUSE	tr|A0A091DD35|A0A091DD35_FUKDA
OG0004795	sp|P52825|CPT2_MOUSE	tr|A0A091DDP7|A0A091DDP7_FUKDA
OG0004796	sp|Q8C456|FRITZ_MOUSE	tr|A0A091DEG5|A0A091DEG5_FUKDA
OG0004797	sp|Q9CZG9|PDZ11_MOUSE	tr|A0A091DH97|A0A091DH97_FUKDA
OG0004798	sp|Q6PD19|ARMD3_MOUSE	tr|A0A091DJL8|A0A091DJL8_FUKDA
OG0004799	sp|Q64444|CAH4_MOUSE	tr|A0A091DM79|A0A091DM79_FUKDA
OG0004800	sp|Q9WUL7|ARL3_MOUSE	tr|A0A091DML5|A0A091DML5_FUKDA
OG0004802	sp|Q5U464|ASAP3_MOUSE	tr|A0A091DN64|A0A091DN64_FUKDA
OG0004803	sp|A2AKX3|SETX_MOUSE	tr|A0A091DNS4|A0A091DNS4_FUKDA
OG0004804	sp|Q3TYR5|GRCR2_MOUSE	tr|A0A091DNV2|A0A091DNV2_FUKDA
OG0004805	sp|Q9CQC8|SPG21_MOUSE	tr|A0A091DT71|A0A091DT71_FUKDA
OG0004806	sp|Q8C5D8|PIAS2_MOUSE	tr|A0A091DVQ8|A0A091DVQ8_FUKDA
OG0004807	sp|Q61712|DNJC1_MOUSE	tr|A0A091DXA7|A0A091DXA7_FUKDA
OG0004808	sp|Q9DAV9|TM38B_MOUSE	tr|A0A091DXI5|A0A091DXI5_FUKDA
OG0004809	sp|Q99MY0|SPZ1_MOUSE	tr|A0A091DYT5|A0A091DYT5_FUKDA
OG0004810	sp|Q8VEJ3|DKK4_MOUSE	tr|A0A091DZ99|A0A091DZ99_FUKDA
OG0004811	sp|Q9CZY3|UB2V1_MOUSE	tr|A0A091DZI5|A0A091DZI5_FUKDA
OG0004812	sp|Q9D1N9|RM21_MOUSE	tr|A0A091DZS5|A0A091DZS5_FUKDA
OG0004813	sp|Q9D939|ST1C2_MOUSE	tr|A0A091E0H2|A0A091E0H2_FUKDA
OG0004814	sp|A2A884|ZEP3_MOUSE	tr|A0A091E4W3|A0A091E4W3_FUKDA
OG0004815	sp|P08074|CBR2_MOUSE	tr|A0A091EJP4|A0A091EJP4_FUKDA
OG0004816	sp|P10078|ZFP28_MOUSE	tr|A0A091ELK7|A0A091ELK7_FUKDA
OG0004817	sp|Q99MR3|S12A9_MOUSE	tr|A0A091EMM2|A0A091EMM2_FUKDA
OG0004818	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|A0A091CNG1|A0A091CNG1_FUKDA
OG0004819	sp|Q80VJ2|SRA1_MOUSE	tr|A0A091CQ03|A0A091CQ03_FUKDA
OG0004820	tr|E9Q9B3|E9Q9B3_MOUSE	tr|A0A091CQ67|A0A091CQ67_FUKDA
OG0004821	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A091CQB3|A0A091CQB3_FUKDA
OG0004822	sp|Q6P3Y9|PONL1_MOUSE	tr|A0A091CQF8|A0A091CQF8_FUKDA
OG0004823	sp|Q7TSK7|ATL2_MOUSE	tr|A0A091CQR2|A0A091CQR2_FUKDA
OG0004824	sp|Q80SS6|GPBAR_MOUSE	tr|A0A091CR34|A0A091CR34_FUKDA
OG0004825	sp|P67871|CSK2B_MOUSE	tr|A0A091CT07|A0A091CT07_FUKDA
OG0004826	sp|Q64336|TBR1_MOUSE	tr|A0A091CWA0|A0A091CWA0_FUKDA
OG0004827	sp|Q8C4B4|U119B_MOUSE	tr|A0A091CZU5|A0A091CZU5_FUKDA
OG0004828	sp|Q3USQ7|SYN1L_MOUSE	tr|A0A091D181|A0A091D181_FUKDA
OG0004829	sp|Q569E7|ZN697_MOUSE	tr|A0A091D208|A0A091D208_FUKDA
OG0004830	sp|Q0VBV7|CE126_MOUSE	tr|A0A091D5U1|A0A091D5U1_FUKDA
OG0004831	sp|Q91VU6|DCA11_MOUSE	tr|A0A091D5U4|A0A091D5U4_FUKDA
OG0004832	sp|O08970|TUFT1_MOUSE	tr|A0A091D5Y1|A0A091D5Y1_FUKDA
OG0004833	sp|Q8VD33|SGTB_MOUSE	tr|A0A091D6M4|A0A091D6M4_FUKDA
OG0004834	sp|Q91X49|MALL_MOUSE	tr|A0A091D8F8|A0A091D8F8_FUKDA
OG0004835	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A091D938|A0A091D938_FUKDA
OG0004836	sp|Q61337|BAD_MOUSE	tr|A0A091DDU4|A0A091DDU4_FUKDA
OG0004837	tr|E9Q616|E9Q616_MOUSE	tr|A0A091DEE1|A0A091DEE1_FUKDA
OG0004838	sp|Q0P5V2|SOBP_MOUSE	tr|A0A091DEI8|A0A091DEI8_FUKDA
OG0004839	sp|Q9QYH9|TNF14_MOUSE	tr|A0A091DEV9|A0A091DEV9_FUKDA
OG0004840	sp|E9Q9F6|CTSRD_MOUSE	tr|A0A091DEX2|A0A091DEX2_FUKDA
OG0004841	sp|Q8CI75|DI3L2_MOUSE	tr|A0A091DG93|A0A091DG93_FUKDA
OG0004842	sp|O08788|DCTN1_MOUSE	tr|A0A091DIS4|A0A091DIS4_FUKDA
OG0004843	sp|Q9D3J8|AMTN_MOUSE	tr|A0A091DJ37|A0A091DJ37_FUKDA
OG0004844	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A091DK02|A0A091DK02_FUKDA
OG0004845	sp|D3YVE8|S35G2_MOUSE	tr|A0A091DKW3|A0A091DKW3_FUKDA
OG0004846	sp|Q8C7G5|APOA5_MOUSE	tr|A0A091DLF4|A0A091DLF4_FUKDA
OG0004847	sp|Q80UK8|INT2_MOUSE	tr|A0A091DM68|A0A091DM68_FUKDA
OG0004848	sp|Q8K1R7|NEK9_MOUSE	tr|A0A091DNA2|A0A091DNA2_FUKDA
OG0004849	sp|Q91X85|FLVC2_MOUSE	tr|A0A091DNA5|A0A091DNA5_FUKDA
OG0004850	sp|Q8CAQ8|MIC60_MOUSE	tr|A0A091DNI1|A0A091DNI1_FUKDA
OG0004851	sp|Q91VC4|PLVAP_MOUSE	tr|A0A091DPJ5|A0A091DPJ5_FUKDA
OG0004852	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A091DPR3|A0A091DPR3_FUKDA
OG0004853	sp|P97929|BRCA2_MOUSE	tr|A0A091DSV6|A0A091DSV6_FUKDA
OG0004854	sp|Q8C262|IIGP5_MOUSE	tr|A0A091DT05|A0A091DT05_FUKDA
OG0004855	sp|P53668|LIMK1_MOUSE	tr|A0A091DTM6|A0A091DTM6_FUKDA
OG0004856	tr|I7HPW8|I7HPW8_MOUSE	tr|A0A091DTZ1|A0A091DTZ1_FUKDA
OG0004857	sp|Q9CR39|WIPI3_MOUSE	tr|A0A091DUG4|A0A091DUG4_FUKDA
OG0004858	sp|Q60664|IRAG2_MOUSE	tr|A0A091DZP0|A0A091DZP0_FUKDA
OG0004859	tr|Q8VFN1|Q8VFN1_MOUSE	tr|A0A091E069|A0A091E069_FUKDA
OG0004860	sp|Q9R187|EDAR_MOUSE	tr|A0A091E0H7|A0A091E0H7_FUKDA
OG0004861	sp|Q9D8Z1|ASCC1_MOUSE	tr|A0A091E0V4|A0A091E0V4_FUKDA
OG0004862	sp|Q9CZX5|PINX1_MOUSE	tr|A0A091E5Q6|A0A091E5Q6_FUKDA
OG0004863	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A091E5S9|A0A091E5S9_FUKDA
OG0004864	sp|Q9DBT4|ENTP4_MOUSE	tr|A0A091E5V3|A0A091E5V3_FUKDA
OG0004865	sp|Q8C006|TRI35_MOUSE	tr|A0A091E657|A0A091E657_FUKDA
OG0004866	sp|Q6P253|DMKN_MOUSE	tr|A0A091EAU0|A0A091EAU0_FUKDA
OG0004868	sp|Q8K097|LFG2_MOUSE	tr|A0A091EDP3|A0A091EDP3_FUKDA
OG0004869	sp|Q9CUU3|SYCP2_MOUSE	tr|A0A091EP65|A0A091EP65_FUKDA
OG0004870	sp|Q8BFQ3|OGR1_MOUSE	tr|A0A091CIM1|A0A091CIM1_FUKDA
OG0004871	sp|Q8VHI4|CARTF_MOUSE	tr|A0A091CIS2|A0A091CIS2_FUKDA
OG0004872	sp|Q99JB8|PACN3_MOUSE	tr|A0A091CM30|A0A091CM30_FUKDA
OG0004873	sp|P04918|SAA3_MOUSE	tr|A0A091CMJ0|A0A091CMJ0_FUKDA
OG0004874	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A091CN36|A0A091CN36_FUKDA
OG0004875	sp|Q9D112|SHLD1_MOUSE	tr|A0A091CS97|A0A091CS97_FUKDA
OG0004876	sp|Q9DBP5|KCY_MOUSE	tr|A0A091CSP4|A0A091CSP4_FUKDA
OG0004877	sp|P09926|SURF2_MOUSE	tr|A0A091CT10|A0A091CT10_FUKDA
OG0004878	sp|Q69ZK7|F214A_MOUSE	tr|A0A091CTX0|A0A091CTX0_FUKDA
OG0004879	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A091CUL4|A0A091CUL4_FUKDA
OG0004880	sp|P24668|MPRD_MOUSE	tr|A0A091CVE1|A0A091CVE1_FUKDA
OG0004881	sp|Q64739|COBA2_MOUSE	tr|A0A091CWQ5|A0A091CWQ5_FUKDA
OG0004882	sp|Q60770|STXB3_MOUSE	tr|A0A091CX53|A0A091CX53_FUKDA
OG0004883	sp|D3YUB6|BTBD8_MOUSE	tr|A0A091D0F7|A0A091D0F7_FUKDA
OG0004884	sp|Q8BFR4|GNS_MOUSE	tr|A0A091D0I0|A0A091D0I0_FUKDA
OG0004885	sp|P70677|CASP3_MOUSE	tr|A0A091D2B9|A0A091D2B9_FUKDA
OG0004886	sp|Q80YW5|BSPRY_MOUSE	tr|A0A091D3U9|A0A091D3U9_FUKDA
OG0004887	sp|O88811|STAM2_MOUSE	tr|A0A091D6N0|A0A091D6N0_FUKDA
OG0004888	sp|B2RY50|ODAD2_MOUSE	tr|A0A091D7U3|A0A091D7U3_FUKDA
OG0004889	sp|P62911|RL32_MOUSE	tr|A0A091D8P8|A0A091D8P8_FUKDA
OG0004890	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A091DC10|A0A091DC10_FUKDA
OG0004891	sp|Q00651|ITA4_MOUSE	tr|A0A091DCK5|A0A091DCK5_FUKDA
OG0004892	sp|Q99K24|S39A3_MOUSE	tr|A0A091DCP7|A0A091DCP7_FUKDA
OG0004893	sp|Q9CQ71|RFA3_MOUSE	tr|A0A091DCT0|A0A091DCT0_FUKDA
OG0004894	sp|Q8QZZ7|TPRKB_MOUSE	tr|A0A091DE47|A0A091DE47_FUKDA
OG0004895	sp|P15307|REL_MOUSE	tr|A0A091DEI4|A0A091DEI4_FUKDA
OG0004896	sp|Q8R0Z6|ANGL6_MOUSE	tr|A0A091DES5|A0A091DES5_FUKDA
OG0004897	sp|Q9CYC3|TM39A_MOUSE	tr|A0A091DI55|A0A091DI55_FUKDA
OG0004898	sp|Q6R653|UN5CL_MOUSE	tr|A0A091DIS9|A0A091DIS9_FUKDA
OG0004899	sp|Q8BX13|UBE3D_MOUSE	tr|A0A091DJE1|A0A091DJE1_FUKDA
OG0004900	sp|O09173|HGD_MOUSE	tr|A0A091DJT1|A0A091DJT1_FUKDA
OG0004901	sp|P28231|CXB3_MOUSE	tr|A0A091DNE5|A0A091DNE5_FUKDA
OG0004902	sp|Q7TNM2|TRI46_MOUSE	tr|A0A091DQ17|A0A091DQ17_FUKDA
OG0004903	sp|P58283|RN216_MOUSE	tr|A0A091DRD5|A0A091DRD5_FUKDA
OG0004904	sp|E9Q5F9|SETD2_MOUSE	tr|A0A091DSM0|A0A091DSM0_FUKDA
OG0004905	sp|Q8R464|CADM4_MOUSE	tr|A0A091DTM1|A0A091DTM1_FUKDA
OG0004906	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A091DUS4|A0A091DUS4_FUKDA
OG0004907	sp|Q8R184|F110A_MOUSE	tr|A0A091DVF6|A0A091DVF6_FUKDA
OG0004908	sp|Q9D198|SYF2_MOUSE	tr|A0A091E066|A0A091E066_FUKDA
OG0004909	sp|Q61881|MCM7_MOUSE	tr|A0A091E0I4|A0A091E0I4_FUKDA
OG0004910	sp|Q8BYK5|PHAR3_MOUSE	tr|A0A091E4G2|A0A091E4G2_FUKDA
OG0004911	sp|P97310|MCM2_MOUSE	tr|A0A091E4S5|A0A091E4S5_FUKDA
OG0004912	tr|G3UVV3|G3UVV3_MOUSE	tr|A0A091E4Z5|A0A091E4Z5_FUKDA
OG0004913	sp|A2AS55|ANR16_MOUSE	tr|A0A091EGF5|A0A091EGF5_FUKDA
OG0004914	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A091EIE6|A0A091EIE6_FUKDA
OG0004915	sp|Q8VED2|BL1S4_MOUSE	tr|A0A091EK11|A0A091EK11_FUKDA
OG0004916	sp|E9Q9R3|FIMP_MOUSE	tr|A0A091EL40|A0A091EL40_FUKDA
OG0004917	sp|O08665|SEM3A_MOUSE	tr|A0A091EPD0|A0A091EPD0_FUKDA
OG0004918	sp|Q99L85|ELP5_MOUSE	tr|A0A091CJS8|A0A091CJS8_FUKDA
OG0004919	sp|O08919|NUMBL_MOUSE	tr|A0A091CMA0|A0A091CMA0_FUKDA
OG0004920	sp|P0DP99|STMP1_MOUSE	tr|A0A091CMT4|A0A091CMT4_FUKDA
OG0004921	sp|Q91WD4|CG025_MOUSE	tr|A0A091CNQ8|A0A091CNQ8_FUKDA
OG0004922	sp|Q80TN4|DJC16_MOUSE	tr|A0A091CP34|A0A091CP34_FUKDA
OG0004923	sp|Q9Z1Q3|LY66D_MOUSE	tr|A0A091CPQ3|A0A091CPQ3_FUKDA
OG0004924	sp|Q80XK6|ATG2B_MOUSE	tr|A0A091CQC5|A0A091CQC5_FUKDA
OG0004925	sp|Q80UJ9|SETMR_MOUSE	tr|A0A091CQU5|A0A091CQU5_FUKDA
OG0004926	sp|Q62052|P_MOUSE	tr|A0A091CQZ8|A0A091CQZ8_FUKDA
OG0004928	sp|Q8BSF5|KLH38_MOUSE	tr|A0A091CRJ5|A0A091CRJ5_FUKDA
OG0004929	sp|Q8K1C9|LRC41_MOUSE	tr|A0A091CSN0|A0A091CSN0_FUKDA
OG0004930	sp|Q5GH67|XKR4_MOUSE	tr|A0A091CSN4|A0A091CSN4_FUKDA
OG0004931	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A091CT83|A0A091CT83_FUKDA
OG0004932	sp|P0DJE0|PT100_MOUSE	tr|A0A091CU06|A0A091CU06_FUKDA
OG0004933	sp|P50481|LHX3_MOUSE	tr|A0A091CU35|A0A091CU35_FUKDA
OG0004934	tr|A2AI76|A2AI76_MOUSE	tr|A0A091CWU7|A0A091CWU7_FUKDA
OG0004935	sp|Q9CR00|PSMD9_MOUSE	tr|A0A091CXT1|A0A091CXT1_FUKDA
OG0004936	sp|Q6NSU3|GL8D1_MOUSE	tr|A0A091CZH2|A0A091CZH2_FUKDA
OG0004937	sp|Q76I79|SSH1_MOUSE	tr|A0A091CZS9|A0A091CZS9_FUKDA
OG0004938	sp|P08505|IL6_MOUSE	tr|A0A091D1V2|A0A091D1V2_FUKDA
OG0004939	sp|Q6ZQE4|NEMP1_MOUSE	tr|A0A091D209|A0A091D209_FUKDA
OG0004940	sp|Q99LW6|YAF2_MOUSE	tr|A0A091D227|A0A091D227_FUKDA
OG0004941	sp|O88312|AGR2_MOUSE	tr|A0A091D4E4|A0A091D4E4_FUKDA
OG0004942	sp|Q8K1G2|LBN_MOUSE	tr|A0A091D6A2|A0A091D6A2_FUKDA
OG0004943	sp|Q8BUZ1|ABRA_MOUSE	tr|A0A091D6M6|A0A091D6M6_FUKDA
OG0004944	sp|Q9QXN3|TRIP4_MOUSE	tr|A0A091D6V3|A0A091D6V3_FUKDA
OG0004945	tr|E9PX57|E9PX57_MOUSE	tr|A0A091D926|A0A091D926_FUKDA
OG0004946	sp|Q80VW7|AKNA_MOUSE	tr|A0A091D957|A0A091D957_FUKDA
OG0004947	sp|Q6PE84|STML3_MOUSE	tr|A0A091D9A6|A0A091D9A6_FUKDA
OG0004948	sp|Q8BJ03|COX15_MOUSE	tr|A0A091D9L6|A0A091D9L6_FUKDA
OG0004949	sp|Q9DBC3|CMTR1_MOUSE	tr|A0A091D9P1|A0A091D9P1_FUKDA
OG0004950	sp|Q7TPM9|MTMRA_MOUSE	tr|A0A091DA20|A0A091DA20_FUKDA
OG0004951	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A091DFN5|A0A091DFN5_FUKDA
OG0004952	sp|P11032|GRAA_MOUSE	tr|A0A091DJ14|A0A091DJ14_FUKDA
OG0004953	tr|Q208S0|Q208S0_MOUSE	tr|A0A091DKD0|A0A091DKD0_FUKDA
OG0004954	sp|Q6ZQ12|NINL_MOUSE	tr|A0A091DKM4|A0A091DKM4_FUKDA
OG0004955	sp|P0C1V4|TMCO2_MOUSE	tr|A0A091DN43|A0A091DN43_FUKDA
OG0004956	sp|Q80VR2|ELL3_MOUSE	tr|A0A091DPI7|A0A091DPI7_FUKDA
OG0004957	sp|Q8C3B8|RFT1_MOUSE	tr|A0A091DQZ9|A0A091DQZ9_FUKDA
OG0004958	sp|Q8VCY6|UTP6_MOUSE	tr|A0A091DS26|A0A091DS26_FUKDA
OG0004959	sp|Q62351|TFR1_MOUSE	tr|A0A091DS73|A0A091DS73_FUKDA
OG0004960	sp|Q8BWY7|S39AB_MOUSE	tr|A0A091DU54|A0A091DU54_FUKDA
OG0004961	sp|Q8VIK1|SNR25_MOUSE	tr|A0A091DUP3|A0A091DUP3_FUKDA
OG0004962	sp|Q61165|SL9A1_MOUSE	tr|A0A091E036|A0A091E036_FUKDA
OG0004963	sp|P41047|TNFL6_MOUSE	tr|A0A091E082|A0A091E082_FUKDA
OG0004964	sp|Q8C110|SLIK6_MOUSE	tr|A0A091E0J3|A0A091E0J3_FUKDA
OG0004965	sp|Q8BHC9|FUT11_MOUSE	tr|A0A091E352|A0A091E352_FUKDA
OG0004966	sp|E9Q343|G137C_MOUSE	tr|A0A091E3T6|A0A091E3T6_FUKDA
OG0004967	sp|P42337|PK3CA_MOUSE	tr|A0A091E420|A0A091E420_FUKDA
OG0004968	sp|Q9WTX4|NRG4_MOUSE	tr|A0A091E5T5|A0A091E5T5_FUKDA
OG0004969	sp|Q8BYG9|EPHAA_MOUSE	tr|A0A091EB46|A0A091EB46_FUKDA
OG0004970	sp|Q9QXS6|DREB_MOUSE	tr|A0A091EFA9|A0A091EFA9_FUKDA
OG0004971	sp|Q8BKJ9|SIR7_MOUSE	tr|A0A091EJN8|A0A091EJN8_FUKDA
OG0004972	sp|Q5SW28|PI3R5_MOUSE	tr|A0A091CJW5|A0A091CJW5_FUKDA
OG0004973	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A091CKL5|A0A091CKL5_FUKDA
OG0004974	sp|O54907|TNF12_MOUSE	tr|A0A091CNV2|A0A091CNV2_FUKDA
OG0004975	sp|Q99MH5|NDK5_MOUSE	tr|A0A091CP16|A0A091CP16_FUKDA
OG0004976	sp|Q99LD8|DDAH2_MOUSE	tr|A0A091CS10|A0A091CS10_FUKDA
OG0004977	sp|A0A0A6YY25|BTBDI_MOUSE	tr|A0A091CVH2|A0A091CVH2_FUKDA
OG0004978	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A091CWR3|A0A091CWR3_FUKDA
OG0004979	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A091CXU3|A0A091CXU3_FUKDA
OG0004980	sp|P47199|QOR_MOUSE	tr|A0A091CZC5|A0A091CZC5_FUKDA
OG0004981	sp|B2RQC6|PYR1_MOUSE	tr|A0A091CZJ0|A0A091CZJ0_FUKDA
OG0004982	sp|O88786|I13R2_MOUSE	tr|A0A091D0R1|A0A091D0R1_FUKDA
OG0004983	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A091D1Z6|A0A091D1Z6_FUKDA
OG0004984	sp|Q8K304|TM129_MOUSE	tr|A0A091D5H3|A0A091D5H3_FUKDA
OG0004985	sp|P30875|SSR2_MOUSE	tr|A0A091D5J5|A0A091D5J5_FUKDA
OG0004986	sp|Q715T0|TXND3_MOUSE	tr|A0A091D5M9|A0A091D5M9_FUKDA
OG0004987	sp|Q6P1Y8|INP4B_MOUSE	tr|A0A091D646|A0A091D646_FUKDA
OG0004988	sp|Q8R5C8|ZMY11_MOUSE	tr|A0A091D6L4|A0A091D6L4_FUKDA
OG0004989	sp|Q8BT18|ARMD4_MOUSE	tr|A0A091D6M2|A0A091D6M2_FUKDA
OG0004990	sp|Q9DCX7|TM174_MOUSE	tr|A0A091D6P6|A0A091D6P6_FUKDA
OG0004991	sp|Q71B07|D19L3_MOUSE	tr|A0A091D793|A0A091D793_FUKDA
OG0004992	sp|O55103|PRAX_MOUSE	tr|A0A091D842|A0A091D842_FUKDA
OG0004993	sp|Q9QYY1|I36RA_MOUSE	tr|A0A091D910|A0A091D910_FUKDA
OG0004994	sp|Q9CT10|RANB3_MOUSE	tr|A0A091D9L0|A0A091D9L0_FUKDA
OG0004995	sp|Q99N50|SYTL2_MOUSE	tr|A0A091DAW9|A0A091DAW9_FUKDA
OG0004996	sp|Q8R4R6|NUP35_MOUSE	tr|A0A091DCD5|A0A091DCD5_FUKDA
OG0004997	sp|Q7TML3|S35F2_MOUSE	tr|A0A091DD62|A0A091DD62_FUKDA
OG0004998	sp|Q8C7V3|UTP15_MOUSE	tr|A0A091DE32|A0A091DE32_FUKDA
OG0004999	sp|Q5DU05|CE164_MOUSE	tr|A0A091DG14|A0A091DG14_FUKDA
OG0005000	sp|Q60969|STYX_MOUSE	tr|A0A091DGY1|A0A091DGY1_FUKDA
OG0005001	sp|Q9DAM1|LRC34_MOUSE	tr|A0A091DHP3|A0A091DHP3_FUKDA
OG0005002	tr|S4R181|S4R181_MOUSE	tr|A0A091DHU9|A0A091DHU9_FUKDA
OG0005003	sp|Q8BP78|F10C1_MOUSE	tr|A0A091DHZ9|A0A091DHZ9_FUKDA
OG0005004	sp|B1AUE5|PEX10_MOUSE	tr|A0A091DI36|A0A091DI36_FUKDA
OG0005005	sp|Q6PE54|DHX40_MOUSE	tr|A0A091DJ67|A0A091DJ67_FUKDA
OG0005006	sp|Q4KKZ1|CF107_MOUSE	tr|A0A091DMC3|A0A091DMC3_FUKDA
OG0005007	sp|O35929|REM1_MOUSE	tr|A0A091DMJ3|A0A091DMJ3_FUKDA
OG0005008	sp|O35205|GRAK_MOUSE	tr|A0A091DNR1|A0A091DNR1_FUKDA
OG0005009	sp|E9Q137|TX264_MOUSE	tr|A0A091DQC3|A0A091DQC3_FUKDA
OG0005010	sp|P19182|IFRD1_MOUSE	tr|A0A091DQM9|A0A091DQM9_FUKDA
OG0005011	sp|Q9R1X5|MRP5_MOUSE	tr|A0A091DSK2|A0A091DSK2_FUKDA
OG0005012	sp|O54950|AAKG1_MOUSE	tr|A0A091DT47|A0A091DT47_FUKDA
OG0005013	sp|Q9D6X5|S52A3_MOUSE	tr|A0A091DTQ1|A0A091DTQ1_FUKDA
OG0005015	sp|P55041|GEM_MOUSE	tr|A0A091DW30|A0A091DW30_FUKDA
OG0005016	sp|Q6PGH2|JUPI2_MOUSE	tr|A0A091DWD5|A0A091DWD5_FUKDA
OG0005017	sp|Q9D787|PPIL2_MOUSE	tr|A0A091DWJ2|A0A091DWJ2_FUKDA
OG0005018	sp|Q8K274|KT3K_MOUSE	tr|A0A091DXG5|A0A091DXG5_FUKDA
OG0005019	sp|B1AUR6|MMS22_MOUSE	tr|A0A091DY43|A0A091DY43_FUKDA
