Orthogroup	Mus_musculus	Sus_scrofa
OG0008869	sp|Q9JK92|HSPB8_MOUSE	tr|F1RKH4|F1RKH4_PIG
OG0008870	sp|Q9JM13|RABX5_MOUSE	tr|A0A5G2QSH0|A0A5G2QSH0_PIG
OG0008871	sp|Q9QYH9|TNF14_MOUSE	tr|A0A5G2QPS6|A0A5G2QPS6_PIG
OG0008872	sp|Q9QZ04|MAGL2_MOUSE	tr|F1SNR9|F1SNR9_PIG
OG0008873	sp|Q9QZR5|HIPK2_MOUSE	tr|I3LHT2|I3LHT2_PIG
OG0008874	sp|Q9WV96|T10B_MOUSE	tr|A0A5G2R1A5|A0A5G2R1A5_PIG
OG0008875	sp|Q9Z0V1|KCND3_MOUSE	tr|F1SBP4|F1SBP4_PIG
OG0008876	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|A0A5G2QK42|A0A5G2QK42_PIG
OG0008877	sp|A1A535|MELT_MOUSE	tr|A0A5G2QT95|A0A5G2QT95_PIG
OG0008878	sp|A2A9T0|TBKB1_MOUSE	tr|F1RWJ4|F1RWJ4_PIG
OG0008879	sp|A2CG63|ARI4B_MOUSE	tr|A0A287ABT0|A0A287ABT0_PIG
OG0008880	tr|D3Z3I0|D3Z3I0_MOUSE	tr|A0A5G2R614|A0A5G2R614_PIG
OG0008881	sp|E9Q2Z6|SIM35_MOUSE	tr|A0A5G2R9D5|A0A5G2R9D5_PIG
OG0008882	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A287APQ4|A0A287APQ4_PIG
OG0008883	tr|F8VPK0|F8VPK0_MOUSE	tr|F1RNV8|F1RNV8_PIG
OG0008884	sp|G3X912|SPRTN_MOUSE	tr|A0A287ART8|A0A287ART8_PIG
OG0008885	sp|O88543|CSN3_MOUSE	tr|A0A5G2QP70|A0A5G2QP70_PIG
OG0008886	sp|P11103|PARP1_MOUSE	tr|I3LDH3|I3LDH3_PIG
OG0008887	sp|P39061|COIA1_MOUSE	tr|A0A286ZIL9|A0A286ZIL9_PIG
OG0008888	sp|P43406|ITAV_MOUSE	tr|A0A5K1V6L8|A0A5K1V6L8_PIG
OG0008889	sp|P50284|TNR3_MOUSE	tr|A0A5G2Q934|A0A5G2Q934_PIG
OG0008890	sp|P51855|GSHB_MOUSE	tr|A0A286ZRS0|A0A286ZRS0_PIG
OG0008891	sp|P52955|LBX1_MOUSE	tr|D7R811|D7R811_PIG
OG0008892	sp|P57759|ERP29_MOUSE	tr|F1RJM2|F1RJM2_PIG
OG0008893	sp|P62309|RUXG_MOUSE	tr|F2Z5V2|F2Z5V2_PIG
OG0008894	sp|P62484|ABI2_MOUSE	tr|A0A287A2E5|A0A287A2E5_PIG
OG0008895	sp|P62960|YBOX1_MOUSE	tr|A0A5G2QVX8|A0A5G2QVX8_PIG
OG0008896	sp|P70310|NTR2_MOUSE	tr|F1SCR5|F1SCR5_PIG
OG0008897	sp|Q3TGW2|EEPD1_MOUSE	tr|A0A287BQI4|A0A287BQI4_PIG
OG0008898	sp|Q3U5C7|PRIC1_MOUSE	tr|A0A287AHB9|A0A287AHB9_PIG
OG0008899	sp|Q3UH93|PLXD1_MOUSE	tr|A0A5G2QWP0|A0A5G2QWP0_PIG
OG0008900	sp|Q3UM29|COG7_MOUSE	tr|F1SAB2|F1SAB2_PIG
OG0008901	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A287BAX9|A0A287BAX9_PIG
OG0008902	sp|Q5HZJ5|EREP3_MOUSE	tr|F1RLJ3|F1RLJ3_PIG
OG0008903	tr|Q5SUE3|Q5SUE3_MOUSE	tr|F1RHG2|F1RHG2_PIG
OG0008904	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A5G2R1Z7|A0A5G2R1Z7_PIG
OG0008905	sp|Q61083|M3K2_MOUSE	tr|I3LTY6|I3LTY6_PIG
OG0008906	sp|Q61087|LAMB3_MOUSE	tr|F1SF45|F1SF45_PIG
OG0008907	sp|Q62181|SEM3C_MOUSE	tr|I3LBD8|I3LBD8_PIG
OG0008908	sp|Q6AXF6|SIDT1_MOUSE	tr|I3L776|I3L776_PIG
OG0008909	sp|Q6DIA7|BRME1_MOUSE	tr|F1SD74|F1SD74_PIG
OG0008910	sp|Q6PAC3|DCA13_MOUSE	tr|F1S1E1|F1S1E1_PIG
OG0008911	sp|Q6PIJ4|NFRKB_MOUSE	tr|A0A5G2R2U8|A0A5G2R2U8_PIG
OG0008912	sp|Q7TMV3|FAKD5_MOUSE	tr|A0A5G2QXE0|A0A5G2QXE0_PIG
OG0008913	sp|Q7TQE6|MACOI_MOUSE	sp|Q2TLZ2|MACOI_PIG
OG0008914	sp|Q80W00|PP1RA_MOUSE	sp|Q767K9|PP1RA_PIG
OG0008915	sp|Q810C0|SLIK2_MOUSE	tr|F1RQ61|F1RQ61_PIG
OG0008916	sp|Q8BGC4|PTGR3_MOUSE	tr|A0A287A6F5|A0A287A6F5_PIG
OG0008917	sp|Q8BH65|DEN6A_MOUSE	tr|I3LFZ4|I3LFZ4_PIG
OG0008918	sp|Q8BIA4|FBXW8_MOUSE	tr|A0A287AYA4|A0A287AYA4_PIG
OG0008919	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A5G2R9V3|A0A5G2R9V3_PIG
OG0008920	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A287AYT6|A0A287AYT6_PIG
OG0008921	sp|Q8BWQ5|DCLK3_MOUSE	tr|F1RRD2|F1RRD2_PIG
OG0008922	sp|Q8BWR8|RHPN2_MOUSE	tr|I3LRU1|I3LRU1_PIG
OG0008923	sp|Q8BXT9|SC22C_MOUSE	tr|A0A287AJP5|A0A287AJP5_PIG
OG0008924	sp|Q8BZR0|GPR82_MOUSE	tr|F1RX04|F1RX04_PIG
OG0008925	sp|Q8C779|RADX_MOUSE	tr|F1RXM3|F1RXM3_PIG
OG0008926	sp|Q8CC88|VWA8_MOUSE	tr|A0A287AG24|A0A287AG24_PIG
OG0008927	sp|Q8CDI6|CD158_MOUSE	tr|F1RYS8|F1RYS8_PIG
OG0008928	sp|Q8K2Q2|GSTO2_MOUSE	tr|F1S5N4|F1S5N4_PIG
OG0008929	sp|Q8R3H9|TTC4_MOUSE	tr|A0A287ASL4|A0A287ASL4_PIG
OG0008930	sp|Q8R409|HEXI1_MOUSE	tr|A0A5G2RFM4|A0A5G2RFM4_PIG
OG0008931	sp|Q8VHN7|AGRV1_MOUSE	tr|A0A287AQV7|A0A287AQV7_PIG
OG0008932	sp|Q91X88|PMGT1_MOUSE	tr|A0A287AMB9|A0A287AMB9_PIG
OG0008933	sp|Q9CQ74|LERL1_MOUSE	tr|A0A5G2Q7T8|A0A5G2Q7T8_PIG
OG0008934	sp|Q9CR22|TMM42_MOUSE	tr|A0A287AVE9|A0A287AVE9_PIG
OG0008935	sp|Q9CRB6|TPPP3_MOUSE	tr|F1S2I8|F1S2I8_PIG
OG0008936	sp|Q9CZ42|NNRD_MOUSE	tr|A0A5G2QRH4|A0A5G2QRH4_PIG
OG0008937	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A287ADI1|A0A287ADI1_PIG
OG0008938	sp|Q9DBN9|DDX59_MOUSE	tr|I3LV06|I3LV06_PIG
OG0008939	sp|Q9EP52|TWSG1_MOUSE	tr|A0A5G2RBN6|A0A5G2RBN6_PIG
OG0008940	sp|Q9QY30|ABCBB_MOUSE	tr|F1S1W2|F1S1W2_PIG
OG0008941	sp|Q9R0N3|SYT11_MOUSE	tr|A0A287B198|A0A287B198_PIG
OG0008942	sp|Q9WV68|DECR2_MOUSE	tr|A0A287BS11|A0A287BS11_PIG
OG0008943	sp|A2AJK6|CHD7_MOUSE	tr|F1RT88|F1RT88_PIG
OG0008944	sp|B9EJA2|CTTB2_MOUSE	tr|F1SJF2|F1SJF2_PIG
OG0008945	tr|D3Z0M9|D3Z0M9_MOUSE	tr|F1SPN4|F1SPN4_PIG
OG0008946	tr|E9PY43|E9PY43_MOUSE	tr|I3LJW0|I3LJW0_PIG
OG0008947	tr|G3X9I0|G3X9I0_MOUSE	tr|A0A287AGD4|A0A287AGD4_PIG
OG0008948	sp|J3QMI4|CAHM3_MOUSE	tr|A0A287BAL1|A0A287BAL1_PIG
OG0008949	sp|O08807|PRDX4_MOUSE	tr|A0A5G2QBQ4|A0A5G2QBQ4_PIG
OG0008950	sp|O54943|PER2_MOUSE	tr|A0A5G2QN83|A0A5G2QN83_PIG
OG0008951	sp|O70152|DPM1_MOUSE	sp|A5GFZ5|DPM1_PIG
OG0008952	sp|O70362|PHLD_MOUSE	tr|F1RUE4|F1RUE4_PIG
OG0008953	sp|O70445|BARD1_MOUSE	tr|A0A5G2RET1|A0A5G2RET1_PIG
OG0008954	sp|O88516|DLL3_MOUSE	tr|A0A5G2QN80|A0A5G2QN80_PIG
OG0008955	sp|P0C1Z5|U730_MOUSE	tr|A0A5G2R4U9|A0A5G2R4U9_PIG
OG0008956	sp|P47746|CNR1_MOUSE	tr|F1S0E6|F1S0E6_PIG
OG0008957	sp|P50207|HXC13_MOUSE	tr|F1SFN9|F1SFN9_PIG
OG0008958	sp|P56960|EXOSX_MOUSE	tr|F1RHR9|F1RHR9_PIG
OG0008959	sp|P57096|PSCA_MOUSE	tr|A0A287AMR3|A0A287AMR3_PIG
OG0008960	sp|Q3TBL6|TP8L3_MOUSE	tr|A0A286ZS97|A0A286ZS97_PIG
OG0008961	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A287A645|A0A287A645_PIG
OG0008962	sp|Q3TV70|NR2CA_MOUSE	tr|I3LF75|I3LF75_PIG
OG0008963	sp|Q3UZW7|EF2KT_MOUSE	tr|F1RKA6|F1RKA6_PIG
OG0008964	sp|Q497J1|TM86B_MOUSE	sp|F1RMN2|TM86B_PIG
OG0008965	sp|Q571F5|SPSB3_MOUSE	tr|A0A287B6G7|A0A287B6G7_PIG
OG0008966	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A5G2QEL3|A0A5G2QEL3_PIG
OG0008967	tr|Q5SUF7|Q5SUF7_MOUSE	tr|F1RTA0|F1RTA0_PIG
OG0008968	sp|Q60714|S27A1_MOUSE	tr|Q3HUX0|Q3HUX0_PIG
OG0008969	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A286ZJN6|A0A286ZJN6_PIG
OG0008970	sp|Q70KY4|FOXO6_MOUSE	tr|A0A287AGA6|A0A287AGA6_PIG
OG0008971	sp|Q7TQF2|FBX10_MOUSE	tr|I3LHY1|I3LHY1_PIG
OG0008972	sp|Q80Y86|MK15_MOUSE	tr|A0A5G2R929|A0A5G2R929_PIG
OG0008973	sp|Q8BHM9|TM11F_MOUSE	tr|F1RUS3|F1RUS3_PIG
OG0008974	sp|Q8BJU0|SGTA_MOUSE	tr|A0A5G2QXK3|A0A5G2QXK3_PIG
OG0008975	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A287BLG6|A0A287BLG6_PIG
OG0008976	sp|Q8BSV3|BEND7_MOUSE	tr|A0A287BJU8|A0A287BJU8_PIG
OG0008977	sp|Q8BVL3|SNX17_MOUSE	tr|A0A5G2R118|A0A5G2R118_PIG
OG0008978	sp|Q8BWP8|B4GA1_MOUSE	tr|F1RUS9|F1RUS9_PIG
OG0008979	sp|Q8BZ89|ZN322_MOUSE	tr|F1RQ97|F1RQ97_PIG
OG0008980	sp|Q8CFK2|TF3B_MOUSE	tr|A0A287AHP6|A0A287AHP6_PIG
OG0008981	sp|Q8CH18|CCAR1_MOUSE	tr|F1SUH2|F1SUH2_PIG
OG0008982	sp|Q8CIG3|KDM1B_MOUSE	tr|F1RUH6|F1RUH6_PIG
OG0008983	sp|Q8K003|TMA7_MOUSE	tr|F2Z5V1|F2Z5V1_PIG
OG0008984	sp|Q8K296|MTMR3_MOUSE	tr|A0A287BMP5|A0A287BMP5_PIG
OG0008985	sp|Q8K358|PIGU_MOUSE	tr|A0A5G2QLN7|A0A5G2QLN7_PIG
OG0008986	sp|Q8R043|SIM29_MOUSE	tr|I3LPS2|I3LPS2_PIG
OG0008987	sp|Q8R0X2|CACL1_MOUSE	tr|A0A287BHU8|A0A287BHU8_PIG
OG0008988	sp|Q8R1X6|SPART_MOUSE	tr|A0A287BP44|A0A287BP44_PIG
OG0008989	sp|Q8VEG0|CCD71_MOUSE	tr|F1SPT4|F1SPT4_PIG
OG0008990	sp|Q91WN1|DNJC9_MOUSE	tr|I3LRH1|I3LRH1_PIG
OG0008991	sp|Q91X52|DCXR_MOUSE	tr|A0A286ZQ44|A0A286ZQ44_PIG
OG0008992	sp|Q91YM2|RHG35_MOUSE	tr|F1RM07|F1RM07_PIG
OG0008993	sp|Q99K30|ES8L2_MOUSE	tr|A0A5G2QJE4|A0A5G2QJE4_PIG
OG0008994	sp|Q9CQB5|CISD2_MOUSE	tr|F1S108|F1S108_PIG
OG0008995	sp|Q9CXV9|DCNL5_MOUSE	tr|A0A287AWK9|A0A287AWK9_PIG
OG0008996	sp|Q9D4C5|EAF1_MOUSE	tr|I3L9Q7|I3L9Q7_PIG
OG0008997	sp|Q9EQQ0|SUV92_MOUSE	tr|A0A288CFY9|A0A288CFY9_PIG
OG0008998	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A287A2S6|A0A287A2S6_PIG
OG0008999	sp|Q9JLM9|GRB14_MOUSE	tr|A0A287BCB8|A0A287BCB8_PIG
OG0009000	sp|Q9R099|TBL2_MOUSE	tr|A0A286ZX31|A0A286ZX31_PIG
OG0009001	sp|Q9WTU0|PHF2_MOUSE	tr|F1SUD5|F1SUD5_PIG
OG0009002	sp|Q9WTZ2|MBTP1_MOUSE	tr|F1S5S6|F1S5S6_PIG
OG0009003	sp|Q9WV31|ARC_MOUSE	tr|A0A287B294|A0A287B294_PIG
OG0009004	sp|Q9WV80|SNX1_MOUSE	tr|A0A480LB97|A0A480LB97_PIG
OG0009005	sp|Q9Z108|STAU1_MOUSE	tr|A0A286ZQP6|A0A286ZQP6_PIG
OG0009006	tr|V9GX04|V9GX04_MOUSE	tr|A0A286ZXZ4|A0A286ZXZ4_PIG
OG0009007	sp|A0JNU3|LPP60_MOUSE	tr|A0A287B8W1|A0A287B8W1_PIG
OG0009008	sp|A2BE28|LAS1L_MOUSE	tr|F1RTN1|F1RTN1_PIG
OG0009009	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A5G2R1I9|A0A5G2R1I9_PIG
OG0009010	tr|E9Q963|E9Q963_MOUSE	tr|A0A5G2QQ95|A0A5G2QQ95_PIG
OG0009011	tr|G3UW63|G3UW63_MOUSE	tr|A0A287ASL1|A0A287ASL1_PIG
OG0009012	sp|O88803|LECT2_MOUSE	tr|F1RHA9|F1RHA9_PIG
OG0009013	sp|P14733|LMNB1_MOUSE	tr|F1RKM0|F1RKM0_PIG
OG0009014	sp|P42128|FOXK1_MOUSE	tr|A0A5G2RDB9|A0A5G2RDB9_PIG
OG0009015	sp|P57757|CTNS_MOUSE	tr|F1RLI8|F1RLI8_PIG
OG0009016	sp|P61957|SUMO2_MOUSE	sp|P61958|SUMO2_PIG
OG0009017	sp|P70268|PKN1_MOUSE	tr|A0A287AYN9|A0A287AYN9_PIG
OG0009018	sp|P83940|ELOC_MOUSE	tr|A0A5G2QXY8|A0A5G2QXY8_PIG
OG0009019	sp|P97494|GSH1_MOUSE	tr|F1RZV7|F1RZV7_PIG
OG0009020	sp|P97931|UNG_MOUSE	tr|F1RGB4|F1RGB4_PIG
OG0009021	sp|Q3TIX9|SNUT2_MOUSE	tr|A0A5G2RBP5|A0A5G2RBP5_PIG
OG0009022	sp|Q3UFJ6|T184A_MOUSE	tr|A0A5G2QKI2|A0A5G2QKI2_PIG
OG0009023	tr|Q50E62|Q50E62_MOUSE	tr|F1SCU8|F1SCU8_PIG
OG0009024	sp|Q5I043|UBP28_MOUSE	tr|A0A287AZU3|A0A287AZU3_PIG
OG0009025	sp|Q5RJB0|BHA09_MOUSE	tr|F1RHK4|F1RHK4_PIG
OG0009026	sp|Q60753|CTF1_MOUSE	tr|F1RG99|F1RG99_PIG
OG0009027	sp|Q64322|NPDC1_MOUSE	tr|A0A287BKD6|A0A287BKD6_PIG
OG0009028	sp|Q6GQU6|LIGO3_MOUSE	tr|F1S8I1|F1S8I1_PIG
OG0009029	sp|Q6NXI8|CXXC4_MOUSE	tr|F1S113|F1S113_PIG
OG0009030	sp|Q6TXD4|DNMBP_MOUSE	tr|A0A287A8W6|A0A287A8W6_PIG
OG0009031	sp|Q6ZQ93|UBP34_MOUSE	tr|A0A287AGL1|A0A287AGL1_PIG
OG0009032	sp|Q7TQI3|OTUB1_MOUSE	tr|C5H0C6|C5H0C6_PIG
OG0009033	sp|Q80TS7|DEND_MOUSE	tr|F1SJ13|F1SJ13_PIG
OG0009034	sp|Q80VU4|NTF4_MOUSE	tr|F1RIN3|F1RIN3_PIG
OG0009035	sp|Q8BGR5|FA53B_MOUSE	tr|F1SDP5|F1SDP5_PIG
OG0009036	sp|Q8BGY5|TM140_MOUSE	tr|A0A287BA56|A0A287BA56_PIG
OG0009037	sp|Q8BRM6|MEI4_MOUSE	tr|A0A286ZLJ7|A0A286ZLJ7_PIG
OG0009038	sp|Q8BVE8|NSD2_MOUSE	tr|F1S8S0|F1S8S0_PIG
OG0009039	sp|Q8C3P7|MTA70_MOUSE	tr|F1S8J8|F1S8J8_PIG
OG0009040	sp|Q8C4Q6|AIDA_MOUSE	tr|A0A5G2R9E4|A0A5G2R9E4_PIG
OG0009041	sp|Q8CFR0|C1QL2_MOUSE	tr|F1RY08|F1RY08_PIG
OG0009042	sp|Q8CIM3|D2HDH_MOUSE	tr|A0A287BPZ2|A0A287BPZ2_PIG
OG0009043	sp|Q8K215|LYRM4_MOUSE	tr|A0A287AUJ0|A0A287AUJ0_PIG
OG0009044	sp|Q8K4B2|IRAK3_MOUSE	tr|A0A5G2QF58|A0A5G2QF58_PIG
OG0009045	sp|Q8R100|CAHM5_MOUSE	tr|A0A286ZV34|A0A286ZV34_PIG
OG0009046	sp|Q8R3C0|MCMBP_MOUSE	tr|F1S413|F1S413_PIG
OG0009047	sp|Q91YA2|KPSH1_MOUSE	tr|M3V859|M3V859_PIG
OG0009048	sp|Q91ZR5|CTSR1_MOUSE	tr|A0A5G2Q9Y1|A0A5G2Q9Y1_PIG
OG0009049	sp|Q921F4|HNRLL_MOUSE	tr|A0A287BRA1|A0A287BRA1_PIG
OG0009050	sp|Q924Z6|XPO6_MOUSE	tr|F1RFG5|F1RFG5_PIG
OG0009051	tr|Q9D1F0|Q9D1F0_MOUSE	tr|A0A286ZV11|A0A286ZV11_PIG
OG0009052	sp|Q9D5I4|DYLT5_MOUSE	tr|A0A287B5U2|A0A287B5U2_PIG
OG0009053	sp|Q9D711|PIR_MOUSE	tr|K7GKW6|K7GKW6_PIG
OG0009054	sp|Q9D735|TRIR_MOUSE	tr|F1SEX4|F1SEX4_PIG
OG0009055	sp|Q9D7E4|CS025_MOUSE	tr|I3LT16|I3LT16_PIG
OG0009056	sp|Q9DAN1|PDILT_MOUSE	tr|A0A287B766|A0A287B766_PIG
OG0009057	sp|Q9DBE9|SPB1_MOUSE	tr|F1RSJ8|F1RSJ8_PIG
OG0009058	sp|Q9DBQ9|SWT1_MOUSE	tr|A0A5G2QV17|A0A5G2QV17_PIG
OG0009059	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A287AZP6|A0A287AZP6_PIG
OG0009060	sp|Q9JJX8|ST32B_MOUSE	tr|A0A5G2QGB6|A0A5G2QGB6_PIG
OG0009061	sp|Q9QYY0|GAB1_MOUSE	tr|K7GMT0|K7GMT0_PIG
OG0009062	sp|Q9QZE2|CLNK_MOUSE	tr|I3LE26|I3LE26_PIG
OG0009063	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A287BPW4|A0A287BPW4_PIG
OG0009064	sp|A1Y9I9|TOMT_MOUSE	tr|F1SUX2|F1SUX2_PIG
OG0009065	sp|D3YVL2|CFA70_MOUSE	tr|F1SU68|F1SU68_PIG
OG0009066	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A286ZVE6|A0A286ZVE6_PIG
OG0009067	sp|G3X939|SL9A3_MOUSE	tr|A0A287A567|A0A287A567_PIG
OG0009068	tr|M0QWN7|M0QWN7_MOUSE	tr|F1STW7|F1STW7_PIG
OG0009069	sp|O35601|FYB1_MOUSE	tr|K7GLT9|K7GLT9_PIG
OG0009070	sp|O35627|NR1I3_MOUSE	tr|A0A287A9D2|A0A287A9D2_PIG
OG0009071	sp|O70342|NPY5R_MOUSE	sp|O97969|NPY5R_PIG
OG0009072	sp|P35374|AGTR2_MOUSE	tr|F1RWT0|F1RWT0_PIG
OG0009073	sp|P37889|FBLN2_MOUSE	tr|F1SPG5|F1SPG5_PIG
OG0009074	sp|P43024|CX6A1_MOUSE	tr|A0A287BGN0|A0A287BGN0_PIG
OG0009075	sp|P49446|PTPRE_MOUSE	tr|A0A5G2R524|A0A5G2R524_PIG
OG0009076	sp|P62331|ARF6_MOUSE	sp|Q007T5|ARF6_PIG
OG0009077	sp|P70662|LDB1_MOUSE	tr|F2Z5G6|F2Z5G6_PIG
OG0009078	sp|P97794|KCNJ8_MOUSE	tr|A0A287B831|A0A287B831_PIG
OG0009079	sp|Q03142|FGFR4_MOUSE	tr|K7GRT5|K7GRT5_PIG
OG0009080	sp|Q3TIT8|SPX3_MOUSE	tr|A0A5G2RE61|A0A5G2RE61_PIG
OG0009081	sp|Q3U2U7|MET17_MOUSE	tr|I3L7P4|I3L7P4_PIG
OG0009082	sp|Q3U829|AP5Z1_MOUSE	tr|A0A5G2RBN4|A0A5G2RBN4_PIG
OG0009083	sp|Q3UIJ9|MYZAP_MOUSE	tr|F1RZH1|F1RZH1_PIG
OG0009084	tr|Q3ULL6|Q3ULL6_MOUSE	tr|F1RUA3|F1RUA3_PIG
OG0009085	sp|Q61656|DDX5_MOUSE	tr|A0A287BLH5|A0A287BLH5_PIG
OG0009086	sp|Q62406|IRAK1_MOUSE	tr|F1RZU1|F1RZU1_PIG
OG0009087	sp|Q69ZB0|LRCC1_MOUSE	tr|F1RXB7|F1RXB7_PIG
OG0009088	sp|Q6KAQ7|ZZZ3_MOUSE	tr|F1S9R4|F1S9R4_PIG
OG0009089	sp|Q6PFE3|RA54B_MOUSE	tr|A0A287AE18|A0A287AE18_PIG
OG0009090	sp|Q6PJN8|DALD3_MOUSE	tr|F1SKI7|F1SKI7_PIG
OG0009091	sp|Q6R653|UN5CL_MOUSE	tr|I3LUA4|I3LUA4_PIG
OG0009092	sp|Q71M36|CSPG5_MOUSE	tr|A0A287AIY6|A0A287AIY6_PIG
OG0009093	sp|Q765I1|UTS2B_MOUSE	tr|A0A287BDR3|A0A287BDR3_PIG
OG0009094	sp|Q7M742|SG1C1_MOUSE	tr|F1RGZ8|F1RGZ8_PIG
OG0009095	sp|Q80Y19|RHGBA_MOUSE	tr|F1SRZ4|F1SRZ4_PIG
OG0009096	sp|Q8BGW8|VGLL2_MOUSE	tr|F1SF19|F1SF19_PIG
OG0009097	sp|Q8BUE4|FSP1_MOUSE	tr|A0A287BBY7|A0A287BBY7_PIG
OG0009098	sp|Q8BUL6|PKHA1_MOUSE	tr|A0A287AAX2|A0A287AAX2_PIG
OG0009099	sp|Q8BVR6|RSPRY_MOUSE	tr|F1RF31|F1RF31_PIG
OG0009100	sp|Q8BZ33|TENS4_MOUSE	tr|F1RXE4|F1RXE4_PIG
OG0009101	sp|Q8C3F2|F120C_MOUSE	tr|A0A287AVK7|A0A287AVK7_PIG
OG0009102	sp|Q8CB14|LAS2_MOUSE	tr|A0A480MY39|A0A480MY39_PIG
OG0009103	sp|Q8CBR6|TSK_MOUSE	tr|A0A480JRG6|A0A480JRG6_PIG
OG0009104	sp|Q8JZZ6|AMERL_MOUSE	tr|I3LID0|I3LID0_PIG
OG0009105	sp|Q8K010|OPLA_MOUSE	tr|F1RSN3|F1RSN3_PIG
OG0009106	sp|Q8K349|GIMA6_MOUSE	tr|A0A287BBD5|A0A287BBD5_PIG
OG0009107	sp|Q8K3A0|HSC20_MOUSE	tr|A0A287AIR5|A0A287AIR5_PIG
OG0009108	sp|Q8K3V7|MNAR1_MOUSE	tr|F1RKQ2|F1RKQ2_PIG
OG0009109	sp|Q8QZY2|GLCTK_MOUSE	tr|F1SIX9|F1SIX9_PIG
OG0009110	sp|Q8R080|GTSE1_MOUSE	tr|F1SM83|F1SM83_PIG
OG0009111	sp|Q8R3P9|SLF1_MOUSE	tr|F1RNW0|F1RNW0_PIG
OG0009112	sp|Q8VCE9|PKHH3_MOUSE	tr|F1S1F1|F1S1F1_PIG
OG0009113	sp|Q91WA4|CXXC5_MOUSE	tr|A0A5G2RI88|A0A5G2RI88_PIG
OG0009114	sp|Q99P65|S29A3_MOUSE	tr|A0A5G2R0N7|A0A5G2R0N7_PIG
OG0009115	sp|Q9CQ20|M1IP1_MOUSE	tr|F1RXQ6|F1RXQ6_PIG
OG0009116	sp|Q9CZ28|SNF8_MOUSE	tr|I3L6X7|I3L6X7_PIG
OG0009117	sp|Q9CZB6|MED7_MOUSE	sp|Q2F7Z4|MED7_PIG
OG0009118	sp|Q9D4J3|DCBD1_MOUSE	tr|F1SF20|F1SF20_PIG
OG0009119	sp|Q9D5V2|KLH10_MOUSE	tr|A0A287BE53|A0A287BE53_PIG
OG0009120	sp|Q9JLN6|ADA28_MOUSE	tr|A0A5G2R129|A0A5G2R129_PIG
OG0009121	sp|Q9Z205|RFXK_MOUSE	tr|I3LRX0|I3LRX0_PIG
OG0009122	sp|A2A9F4|KDF1_MOUSE	tr|F1STQ5|F1STQ5_PIG
OG0009123	sp|O08609|MLX_MOUSE	tr|A0A5G2Q8V1|A0A5G2Q8V1_PIG
OG0009124	sp|O35972|RM23_MOUSE	tr|A0A286ZZC6|A0A286ZZC6_PIG
OG0009125	sp|O70300|PSPN_MOUSE	tr|F1SBT4|F1SBT4_PIG
OG0009126	sp|O70400|PDLI1_MOUSE	tr|F1SC51|F1SC51_PIG
OG0009127	sp|O88346|TNNT1_MOUSE	sp|Q75ZZ6|TNNT1_PIG
OG0009128	sp|O88838|SPSB2_MOUSE	tr|A0A287AMR9|A0A287AMR9_PIG
OG0009129	sp|P03899|NU3M_MOUSE	sp|O79880|NU3M_PIG
OG0009130	sp|P13346|FOSB_MOUSE	tr|A0A5G2QAI1|A0A5G2QAI1_PIG
OG0009131	sp|P62838|UB2D2_MOUSE	sp|Q06AA9|UB2D2_PIG
OG0009132	sp|P70158|ASM3A_MOUSE	tr|F1S2T7|F1S2T7_PIG
OG0009133	sp|P70196|TRAF6_MOUSE	sp|A7XUJ6|TRAF6_PIG
OG0009134	sp|P70388|RAD50_MOUSE	tr|A0A287BNG5|A0A287BNG5_PIG
OG0009135	sp|P97717|ADA1B_MOUSE	tr|F1RR36|F1RR36_PIG
OG0009136	sp|Q0VG85|CC162_MOUSE	tr|I3LDH9|I3LDH9_PIG
OG0009137	sp|Q32MD9|CDON_MOUSE	tr|I3LGV0|I3LGV0_PIG
OG0009138	sp|Q3TQ03|CIART_MOUSE	tr|F1SS75|F1SS75_PIG
OG0009139	sp|Q3TRR0|MAP9_MOUSE	tr|A0A5G2RLR3|A0A5G2RLR3_PIG
OG0009140	sp|Q3UJU9|RMD3_MOUSE	tr|A0A287BBC9|A0A287BBC9_PIG
OG0009141	sp|Q3US41|ESRP1_MOUSE	tr|A0A286ZV42|A0A286ZV42_PIG
OG0009142	sp|Q504M8|RAB26_MOUSE	tr|A0A287B2K5|A0A287B2K5_PIG
OG0009143	sp|Q5M8S2|PRS46_MOUSE	tr|I3L7Z2|I3L7Z2_PIG
OG0009144	sp|Q5NCH9|GRM6_MOUSE	tr|F1S425|F1S425_PIG
