Orthogroup	Mus_musculus	Marmota_monax
OG0011695	sp|Q91XE8|TM205_MOUSE	tr|A0A5E4AA39|A0A5E4AA39_MARMO
OG0011696	sp|Q5ND52|MRM3_MOUSE	tr|A0A5E4ABE0|A0A5E4ABE0_MARMO
OG0011697	sp|Q9CWY8|RNH2A_MOUSE	tr|A0A5E4ABG0|A0A5E4ABG0_MARMO
OG0011698	sp|P62984|RL40_MOUSE	tr|A0A5E4ACD1|A0A5E4ACD1_MARMO
OG0011699	sp|Q5BN45|PIRC1_MOUSE	tr|A0A5E4ACE1|A0A5E4ACE1_MARMO
OG0011700	sp|P97393|RHG05_MOUSE	tr|A0A5E4ACE9|A0A5E4ACE9_MARMO
OG0011701	sp|Q68EF8|RPGFL_MOUSE	tr|A0A5E4AEF5|A0A5E4AEF5_MARMO
OG0011702	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A5E4AMJ5|A0A5E4AMJ5_MARMO
OG0011703	sp|O88342|WDR1_MOUSE	tr|A0A5E4AS02|A0A5E4AS02_MARMO
OG0011704	sp|Q61526|ERBB3_MOUSE	tr|A0A5E4AUD0|A0A5E4AUD0_MARMO
OG0011705	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A5E4AV45|A0A5E4AV45_MARMO
OG0011706	sp|Q91YY4|ATPF2_MOUSE	tr|A0A5E4B1F6|A0A5E4B1F6_MARMO
OG0011707	sp|P24270|CATA_MOUSE	tr|A0A5E4B3Q4|A0A5E4B3Q4_MARMO
OG0011708	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A5E4B7B2|A0A5E4B7B2_MARMO
OG0011709	sp|Q9D2J4|VSIG1_MOUSE	tr|A0A5E4B829|A0A5E4B829_MARMO
OG0011710	sp|Q9D0M5|DYL2_MOUSE	tr|A0A5E4B851|A0A5E4B851_MARMO
OG0011711	sp|Q9JLF6|TGM1_MOUSE	tr|A0A5E4B981|A0A5E4B981_MARMO
OG0011712	sp|P70671|IRF3_MOUSE	tr|A0A5E4BAK5|A0A5E4BAK5_MARMO
OG0011713	sp|Q8R3H9|TTC4_MOUSE	tr|A0A5E4BBB8|A0A5E4BBB8_MARMO
OG0011714	sp|P41274|TNFL9_MOUSE	tr|A0A5E4BG53|A0A5E4BG53_MARMO
OG0011715	sp|O70137|ALX3_MOUSE	tr|A0A5E4BIN0|A0A5E4BIN0_MARMO
OG0011716	sp|A2ABU4|MYOM3_MOUSE	tr|A0A5E4BK75|A0A5E4BK75_MARMO
OG0011717	tr|Q8VFP5|Q8VFP5_MOUSE	tr|A0A5E4BKK0|A0A5E4BKK0_MARMO
OG0011718	sp|Q61268|APOC4_MOUSE	tr|A0A5E4BNG2|A0A5E4BNG2_MARMO
OG0011719	sp|O88876|DHRS3_MOUSE	tr|A0A5E4BWX6|A0A5E4BWX6_MARMO
OG0011720	sp|Q8VC42|RMC1_MOUSE	tr|A0A5E4BY59|A0A5E4BY59_MARMO
OG0011721	sp|Q6NS57|MABP1_MOUSE	tr|A0A5E4C2D6|A0A5E4C2D6_MARMO
OG0011722	sp|Q8R3T5|STXB6_MOUSE	tr|A0A5E4C2T1|A0A5E4C2T1_MARMO
OG0011723	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A5E4C3N7|A0A5E4C3N7_MARMO
OG0011724	sp|P54797|TNG2_MOUSE	tr|A0A5E4C9B8|A0A5E4C9B8_MARMO
OG0011725	sp|Q3U3F9|GP160_MOUSE	tr|A0A5E4CDU8|A0A5E4CDU8_MARMO
OG0011726	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A5E4CF62|A0A5E4CF62_MARMO
OG0011727	sp|Q8K2Z2|PRP39_MOUSE	tr|A0A5E4CHW8|A0A5E4CHW8_MARMO
OG0011728	sp|E9PV87|TALD3_MOUSE	tr|A0A5E4CL98|A0A5E4CL98_MARMO
OG0011729	tr|Q7TSV0|Q7TSV0_MOUSE	tr|A0A5E4CR93|A0A5E4CR93_MARMO
OG0011730	tr|Q8CF20|Q8CF20_MOUSE	tr|A0A5E4CRA2|A0A5E4CRA2_MARMO
OG0011731	sp|Q9D1Y9|SHL2B_MOUSE	tr|A0A5E4CTF3|A0A5E4CTF3_MARMO
OG0011732	sp|Q9DBY5|CBX6_MOUSE	tr|A0A5E4CU91|A0A5E4CU91_MARMO
OG0011734	sp|Q0EEE2|PTHD3_MOUSE	tr|A0A5E4D3H6|A0A5E4D3H6_MARMO
OG0011735	sp|Q80VN0|CP100_MOUSE	tr|A0A5E4D6B5|A0A5E4D6B5_MARMO
OG0011736	sp|Q9JKF6|NECT1_MOUSE	tr|A0A5E4A2F4|A0A5E4A2F4_MARMO
OG0011737	sp|Q9CR02|TMA16_MOUSE	tr|A0A5E4A471|A0A5E4A471_MARMO
OG0011738	sp|Q8K2C6|SIR5_MOUSE	tr|A0A5E4A8M8|A0A5E4A8M8_MARMO
OG0011739	sp|Q8R1Q9|RBSK_MOUSE	tr|A0A5E4A9W6|A0A5E4A9W6_MARMO
OG0011740	sp|O08900|IKZF3_MOUSE	tr|A0A5E4ADG0|A0A5E4ADG0_MARMO
OG0011741	sp|P70459|ERF_MOUSE	tr|A0A5E4ADJ6|A0A5E4ADJ6_MARMO
OG0011742	sp|Q8BW22|CREST_MOUSE	tr|A0A5E4AGY9|A0A5E4AGY9_MARMO
OG0011743	sp|Q3UHD6|SNX27_MOUSE	tr|A0A5E4AP71|A0A5E4AP71_MARMO
OG0011744	sp|B2RUP2|UN13D_MOUSE	tr|A0A5E4APN7|A0A5E4APN7_MARMO
OG0011745	sp|P0C7M9|CLC2L_MOUSE	tr|A0A5E4APV4|A0A5E4APV4_MARMO
OG0011746	sp|Q9CZH7|MXRA7_MOUSE	tr|A0A5E4AQ15|A0A5E4AQ15_MARMO
OG0011747	sp|Q8C0J6|SWAHC_MOUSE	tr|A0A5E4AQE5|A0A5E4AQE5_MARMO
OG0011748	sp|Q9DB94|WDR53_MOUSE	tr|A0A5E4AQU6|A0A5E4AQU6_MARMO
OG0011749	sp|P52482|UB2E1_MOUSE	tr|A0A5E4ARR2|A0A5E4ARR2_MARMO
OG0011750	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A5E4ASV0|A0A5E4ASV0_MARMO
OG0011751	sp|Q9CQZ0|ORML2_MOUSE	tr|A0A5E4ASV5|A0A5E4ASV5_MARMO
OG0011752	sp|Q7TSG2|CTDP1_MOUSE	tr|A0A5E4AT95|A0A5E4AT95_MARMO
OG0011753	sp|Q3U487|HECD3_MOUSE	tr|A0A5E4AUC7|A0A5E4AUC7_MARMO
OG0011754	sp|P58466|CTDS1_MOUSE	tr|A0A5E4AW16|A0A5E4AW16_MARMO
OG0011755	sp|O55033|NCK2_MOUSE	tr|A0A5E4AWF7|A0A5E4AWF7_MARMO
OG0011756	sp|Q149L6|DJB14_MOUSE	tr|A0A5E4AZ10|A0A5E4AZ10_MARMO
OG0011757	sp|Q78JW9|UBFD1_MOUSE	tr|A0A5E4B1A6|A0A5E4B1A6_MARMO
OG0011758	sp|Q8BMB0|EMSY_MOUSE	tr|A0A5E4B2L1|A0A5E4B2L1_MARMO
OG0011759	sp|Q9D2R0|AACS_MOUSE	tr|A0A5E4B2W1|A0A5E4B2W1_MARMO
OG0011760	sp|O88803|LECT2_MOUSE	tr|A0A5E4B4Y4|A0A5E4B4Y4_MARMO
OG0011761	sp|Q62442|VAMP1_MOUSE	tr|A0A5E4B5B2|A0A5E4B5B2_MARMO
OG0011762	sp|Q8BGH7|C42S2_MOUSE	tr|A0A5E4B5S4|A0A5E4B5S4_MARMO
OG0011763	sp|Q3V140|ACRBP_MOUSE	tr|A0A5E4B6X2|A0A5E4B6X2_MARMO
OG0011764	sp|O70571|PDK4_MOUSE	tr|A0A5E4B7H4|A0A5E4B7H4_MARMO
OG0011765	sp|Q8VDU5|SNRK_MOUSE	tr|A0A5E4B9Y7|A0A5E4B9Y7_MARMO
OG0011766	sp|P97371|PSME1_MOUSE	tr|A0A5E4BBC3|A0A5E4BBC3_MARMO
OG0011767	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A5E4BCI9|A0A5E4BCI9_MARMO
OG0011768	sp|Q91W52|TMM19_MOUSE	tr|A0A5E4BMV0|A0A5E4BMV0_MARMO
OG0011769	sp|Q3TDN2|FAF2_MOUSE	tr|A0A5E4BPQ0|A0A5E4BPQ0_MARMO
OG0011770	sp|Q99N23|CAH15_MOUSE	tr|A0A5E4BZW6|A0A5E4BZW6_MARMO
OG0011771	sp|P37172|ACVR1_MOUSE	tr|A0A5E4C2X1|A0A5E4C2X1_MARMO
OG0011772	sp|Q80YE7|DAPK1_MOUSE	tr|A0A5E4C5Q9|A0A5E4C5Q9_MARMO
OG0011773	sp|Q8R0W1|CIPC_MOUSE	tr|A0A5E4C6D1|A0A5E4C6D1_MARMO
OG0011774	sp|Q0VBV7|CE126_MOUSE	tr|A0A5E4C780|A0A5E4C780_MARMO
OG0011775	sp|Q8BVF4|CCD30_MOUSE	tr|A0A5E4C7C6|A0A5E4C7C6_MARMO
OG0011776	sp|Q9CR89|ERGI2_MOUSE	tr|A0A5E4CF74|A0A5E4CF74_MARMO
OG0011777	sp|Q64733|FOXB2_MOUSE	tr|A0A5E4CH86|A0A5E4CH86_MARMO
OG0011778	sp|Q6P1H6|ANKL2_MOUSE	tr|A0A5E4CHS3|A0A5E4CHS3_MARMO
OG0011779	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A5E4CID2|A0A5E4CID2_MARMO
OG0011780	sp|Q6Y7W8|GGYF2_MOUSE	tr|A0A5E4CKJ2|A0A5E4CKJ2_MARMO
OG0011781	sp|Q8CHI8|EP400_MOUSE	tr|A0A5E4CMC3|A0A5E4CMC3_MARMO
OG0011782	sp|Q8BVZ5|IL33_MOUSE	tr|A0A5E4CPI7|A0A5E4CPI7_MARMO
OG0011783	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A5E4CRG5|A0A5E4CRG5_MARMO
OG0011784	sp|P14901|HMOX1_MOUSE	tr|A0A5E4CS65|A0A5E4CS65_MARMO
OG0011786	sp|Q8K190|SMDC1_MOUSE	tr|A0A5E4CU49|A0A5E4CU49_MARMO
OG0011787	sp|Q9D9I4|TBC20_MOUSE	tr|A0A5E4CWW7|A0A5E4CWW7_MARMO
OG0011788	sp|Q8BSU2|CXL16_MOUSE	tr|A0A5E4CZY9|A0A5E4CZY9_MARMO
OG0011789	sp|Q7TN29|SMAP2_MOUSE	tr|A0A5E4D110|A0A5E4D110_MARMO
OG0011790	sp|Q64691|CAN3_MOUSE	tr|A0A5E4D3A8|A0A5E4D3A8_MARMO
OG0011791	sp|P35762|CD81_MOUSE	tr|A0A5E4D493|A0A5E4D493_MARMO
OG0011792	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A5E4A635|A0A5E4A635_MARMO
OG0011793	sp|Q3TR08|FNDC4_MOUSE	tr|A0A5E4A879|A0A5E4A879_MARMO
OG0011794	sp|Q8CIM5|GPR84_MOUSE	tr|A0A5E4A8W1|A0A5E4A8W1_MARMO
OG0011795	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A5E4ABF9|A0A5E4ABF9_MARMO
OG0011796	sp|Q99NE9|PBX4_MOUSE	tr|A0A5E4ACG1|A0A5E4ACG1_MARMO
OG0011797	sp|P12265|BGLR_MOUSE	tr|A0A5E4ACP0|A0A5E4ACP0_MARMO
OG0011798	sp|Q8BID6|ZBT46_MOUSE	tr|A0A5E4AHA2|A0A5E4AHA2_MARMO
OG0011799	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A5E4AN14|A0A5E4AN14_MARMO
OG0011800	sp|Q6KAU4|MB12B_MOUSE	tr|A0A5E4APH8|A0A5E4APH8_MARMO
OG0011801	sp|Q99J77|SIAS_MOUSE	tr|A0A5E4AW38|A0A5E4AW38_MARMO
OG0011802	tr|E9PY43|E9PY43_MOUSE	tr|A0A5E4AYI7|A0A5E4AYI7_MARMO
OG0011803	sp|Q62130|PTN14_MOUSE	tr|A0A5E4AZK6|A0A5E4AZK6_MARMO
OG0011804	sp|Q61129|CFAI_MOUSE	tr|A0A5E4B0Q6|A0A5E4B0Q6_MARMO
OG0011805	sp|Q3UA37|QRIC1_MOUSE	tr|A0A5E4B4B0|A0A5E4B4B0_MARMO
OG0011806	sp|A0A1B0GQX2|TUNAR_MOUSE	tr|A0A5E4B786|A0A5E4B786_MARMO
OG0011807	sp|Q8CE94|MOT13_MOUSE	tr|A0A5E4BAH6|A0A5E4BAH6_MARMO
OG0011808	sp|O88855|LT4R1_MOUSE	tr|A0A5E4BBL7|A0A5E4BBL7_MARMO
OG0011809	sp|Q99KV1|DJB11_MOUSE	tr|A0A5E4BCH9|A0A5E4BCH9_MARMO
OG0011810	sp|P70669|PHEX_MOUSE	tr|A0A5E4BKW7|A0A5E4BKW7_MARMO
OG0011811	sp|Q8R0H9|GGA1_MOUSE	tr|A0A5E4BTI3|A0A5E4BTI3_MARMO
OG0011812	sp|Q8R370|USBP1_MOUSE	tr|A0A5E4BU20|A0A5E4BU20_MARMO
OG0011813	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A5E4C0V3|A0A5E4C0V3_MARMO
OG0011814	sp|Q9CQ43|DUT_MOUSE	tr|A0A5E4C3E0|A0A5E4C3E0_MARMO
OG0011815	sp|O35451|ATF6B_MOUSE	tr|A0A5E4C3M1|A0A5E4C3M1_MARMO
OG0011816	sp|O88393|TGBR3_MOUSE	tr|A0A5E4C5M7|A0A5E4C5M7_MARMO
OG0011817	sp|O08663|MAP2_MOUSE	tr|A0A5E4C6T7|A0A5E4C6T7_MARMO
OG0011818	sp|Q8BR21|F180A_MOUSE	tr|A0A5E4CCW3|A0A5E4CCW3_MARMO
OG0011819	sp|P31041|CD28_MOUSE	tr|A0A5E4CHQ4|A0A5E4CHQ4_MARMO
OG0011821	sp|Q8BZR9|NCBP3_MOUSE	tr|A0A5E4CRX3|A0A5E4CRX3_MARMO
OG0011822	sp|Q6AZB0|BOC_MOUSE	tr|A0A5E4CT51|A0A5E4CT51_MARMO
OG0011823	sp|Q8R349|CDC16_MOUSE	tr|A0A5E4CTB2|A0A5E4CTB2_MARMO
OG0011824	sp|Q9ER04|TMPS5_MOUSE	tr|A0A5E4CWG3|A0A5E4CWG3_MARMO
OG0011825	sp|Q8CGD2|CRLD1_MOUSE	tr|A0A5E4D883|A0A5E4D883_MARMO
OG0011827	sp|A4Q9F6|TTL13_MOUSE	tr|A0A5E4A4R0|A0A5E4A4R0_MARMO
OG0011828	tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|A0A5E4A880|A0A5E4A880_MARMO
OG0011829	sp|Q3U1D0|LINES_MOUSE	tr|A0A5E4AD02|A0A5E4AD02_MARMO
OG0011831	sp|Q5ND29|RILP_MOUSE	tr|A0A5E4ADC5|A0A5E4ADC5_MARMO
OG0011832	sp|P84099|RL19_MOUSE	tr|A0A5E4ADM1|A0A5E4ADM1_MARMO
OG0011833	sp|Q66L42|M3K10_MOUSE	tr|A0A5E4AHT1|A0A5E4AHT1_MARMO
OG0011834	sp|Q9JKY5|HIP1R_MOUSE	tr|A0A5E4AK81|A0A5E4AK81_MARMO
OG0011835	sp|Q03265|ATPA_MOUSE	tr|A0A5E4AT05|A0A5E4AT05_MARMO
OG0011837	sp|Q6P1D7|SLX4_MOUSE	tr|A0A5E4AXK2|A0A5E4AXK2_MARMO
OG0011838	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A5E4B1A9|A0A5E4B1A9_MARMO
OG0011839	sp|P97429|ANXA4_MOUSE	tr|A0A5E4B2P5|A0A5E4B2P5_MARMO
OG0011840	sp|Q3UH93|PLXD1_MOUSE	tr|A0A5E4B2T0|A0A5E4B2T0_MARMO
OG0011841	sp|Q9JLL3|TNR19_MOUSE	tr|A0A5E4B5I5|A0A5E4B5I5_MARMO
OG0011842	sp|Q91W53|GOGA7_MOUSE	tr|A0A5E4B5P8|A0A5E4B5P8_MARMO
OG0011843	sp|Q8K0S9|SNPC1_MOUSE	tr|A0A5E4B776|A0A5E4B776_MARMO
OG0011844	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A5E4BA14|A0A5E4BA14_MARMO
OG0011845	sp|P51141|DVL1_MOUSE	tr|A0A5E4BB94|A0A5E4BB94_MARMO
OG0011846	sp|Q32P12|HROB_MOUSE	tr|A0A5E4BE08|A0A5E4BE08_MARMO
OG0011847	sp|Q8BMY7|ISK2_MOUSE	tr|A0A5E4BFH5|A0A5E4BFH5_MARMO
OG0011848	sp|Q9D2P8|MOBP_MOUSE	tr|A0A5E4BG13|A0A5E4BG13_MARMO
OG0011849	sp|Q9WV93|HEY1_MOUSE	tr|A0A5E4BHC8|A0A5E4BHC8_MARMO
OG0011850	sp|Q3TLR7|DTL_MOUSE	tr|A0A5E4BL52|A0A5E4BL52_MARMO
OG0011851	sp|Q9QYC7|VKGC_MOUSE	tr|A0A5E4BLB1|A0A5E4BLB1_MARMO
OG0011852	sp|P97355|SPSY_MOUSE	tr|A0A5E4BM68|A0A5E4BM68_MARMO
OG0011853	tr|G3UYQ4|G3UYQ4_MOUSE	tr|A0A5E4BQE7|A0A5E4BQE7_MARMO
OG0011854	sp|Q6K1E7|GGNB1_MOUSE	tr|A0A5E4BQK2|A0A5E4BQK2_MARMO
OG0011855	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A5E4BSZ2|A0A5E4BSZ2_MARMO
OG0011856	sp|Q9D7H3|RTCA_MOUSE	tr|A0A5E4BYI0|A0A5E4BYI0_MARMO
OG0011857	sp|Q91X91|NADC_MOUSE	tr|A0A5E4C6Q5|A0A5E4C6Q5_MARMO
OG0011858	sp|Q8K1L5|PP1RB_MOUSE	tr|A0A5E4C9N3|A0A5E4C9N3_MARMO
OG0011859	sp|Q9WTJ5|RAMP1_MOUSE	tr|A0A5E4CAV8|A0A5E4CAV8_MARMO
OG0011860	sp|Q6IMP4|PANX2_MOUSE	tr|A0A5E4CHP9|A0A5E4CHP9_MARMO
OG0011861	sp|Q6EBV9|ATG9B_MOUSE	tr|A0A5E4CIM3|A0A5E4CIM3_MARMO
OG0011862	sp|P70700|RPA2_MOUSE	tr|A0A5E4CN94|A0A5E4CN94_MARMO
OG0011864	sp|Q99P91|GPNMB_MOUSE	tr|A0A5E4CSL4|A0A5E4CSL4_MARMO
OG0011865	sp|Q8JZW5|SH2D5_MOUSE	tr|A0A5E4A220|A0A5E4A220_MARMO
OG0011866	sp|Q3TLS3|GDPP1_MOUSE	tr|A0A5E4A325|A0A5E4A325_MARMO
OG0011867	sp|E9Q2Z6|SIM35_MOUSE	tr|A0A5E4A380|A0A5E4A380_MARMO
OG0011868	sp|E9Q236|MRP4_MOUSE	tr|A0A5E4A5M7|A0A5E4A5M7_MARMO
OG0011869	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A5E4A6X6|A0A5E4A6X6_MARMO
OG0011870	sp|P0C6B2|PTCRA_MOUSE	tr|A0A5E4A832|A0A5E4A832_MARMO
OG0011871	sp|Q80ZK0|RT10_MOUSE	tr|A0A5E4A8D8|A0A5E4A8D8_MARMO
OG0011872	sp|Q7TNI2|TM59L_MOUSE	tr|A0A5E4AC97|A0A5E4AC97_MARMO
OG0011873	sp|Q80WM4|HPLN4_MOUSE	tr|A0A5E4ADG2|A0A5E4ADG2_MARMO
OG0011874	sp|P09024|HXB7_MOUSE	tr|A0A5E4AE35|A0A5E4AE35_MARMO
OG0011875	sp|Q9JM93|AR6P4_MOUSE	tr|A0A5E4AIG8|A0A5E4AIG8_MARMO
OG0011876	sp|Q9ESG4|CLTRN_MOUSE	tr|A0A5E4ALL2|A0A5E4ALL2_MARMO
OG0011877	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A5E4AMQ0|A0A5E4AMQ0_MARMO
OG0011878	sp|Q9Z2D3|GSDME_MOUSE	tr|A0A5E4AP16|A0A5E4AP16_MARMO
OG0011879	sp|Q9CR60|GOT1B_MOUSE	tr|A0A5E4AR77|A0A5E4AR77_MARMO
OG0011880	sp|Q8CFD4|SNX8_MOUSE	tr|A0A5E4ATB7|A0A5E4ATB7_MARMO
OG0011881	sp|P52633|STAT6_MOUSE	tr|A0A5E4AUT3|A0A5E4AUT3_MARMO
OG0011882	sp|Q8VEG4|EXD2_MOUSE	tr|A0A5E4AZU7|A0A5E4AZU7_MARMO
OG0011883	sp|Q60687|FSHB_MOUSE	tr|A0A5E4B0U5|A0A5E4B0U5_MARMO
OG0011884	sp|Q9DCJ7|AKIP_MOUSE	tr|A0A5E4BBK2|A0A5E4BBK2_MARMO
OG0011885	sp|Q9EQW7|KI13A_MOUSE	tr|A0A5E4BBX9|A0A5E4BBX9_MARMO
OG0011886	sp|Q921S7|RM37_MOUSE	tr|A0A5E4BDI1|A0A5E4BDI1_MARMO
OG0011887	tr|Q8K0M7|Q8K0M7_MOUSE	tr|A0A5E4BDQ9|A0A5E4BDQ9_MARMO
OG0011888	sp|Q8C5P5|NT5D1_MOUSE	tr|A0A5E4BFQ4|A0A5E4BFQ4_MARMO
OG0011889	sp|P97384|ANX11_MOUSE	tr|A0A5E4BMI1|A0A5E4BMI1_MARMO
OG0011890	sp|Q9ER35|FN3K_MOUSE	tr|A0A5E4BN25|A0A5E4BN25_MARMO
OG0011891	sp|Q9CWX4|RUSD4_MOUSE	tr|A0A5E4BPQ4|A0A5E4BPQ4_MARMO
OG0011892	sp|Q8CGN4|BCOR_MOUSE	tr|A0A5E4BTD6|A0A5E4BTD6_MARMO
OG0011893	sp|Q9QXD8|LIMD1_MOUSE	tr|A0A5E4BVF8|A0A5E4BVF8_MARMO
OG0011894	sp|Q99LN9|DOHH_MOUSE	tr|A0A5E4BW06|A0A5E4BW06_MARMO
OG0011895	sp|Q8K2P6|RFESD_MOUSE	tr|A0A5E4BW56|A0A5E4BW56_MARMO
OG0011896	sp|Q09LZ8|CBPC6_MOUSE	tr|A0A5E4BXA5|A0A5E4BXA5_MARMO
OG0011897	sp|Q6NV72|WDCP_MOUSE	tr|A0A5E4BXZ4|A0A5E4BXZ4_MARMO
OG0011898	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|A0A5E4BY95|A0A5E4BY95_MARMO
OG0011899	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A5E4C1U9|A0A5E4C1U9_MARMO
OG0011900	sp|Q9WUA2|SYFB_MOUSE	tr|A0A5E4C5H6|A0A5E4C5H6_MARMO
OG0011901	sp|Q8K1F9|LCTL_MOUSE	tr|A0A5E4C8L3|A0A5E4C8L3_MARMO
OG0011902	sp|L0N7N1|KIF14_MOUSE	tr|A0A5E4C9A1|A0A5E4C9A1_MARMO
OG0011903	sp|Q9JK38|GNA1_MOUSE	tr|A0A5E4CAB9|A0A5E4CAB9_MARMO
OG0011904	sp|Q8CI52|ASTRC_MOUSE	tr|A0A5E4CD09|A0A5E4CD09_MARMO
OG0011905	sp|P51660|DHB4_MOUSE	tr|A0A5E4CHA4|A0A5E4CHA4_MARMO
OG0011906	sp|Q6R3M4|POLI_MOUSE	tr|A0A5E4CIB9|A0A5E4CIB9_MARMO
OG0011907	sp|Q8BG99|PKNX2_MOUSE	tr|A0A5E4CIH9|A0A5E4CIH9_MARMO
OG0011908	sp|Q8BW86|ARG33_MOUSE	tr|A0A5E4CKZ8|A0A5E4CKZ8_MARMO
OG0011909	sp|Q3UHK1|MYCT_MOUSE	tr|A0A5E4CZJ4|A0A5E4CZJ4_MARMO
OG0011910	sp|Q3TBT3|STING_MOUSE	tr|A0A5E4D469|A0A5E4D469_MARMO
OG0011911	sp|Q8C804|SPICE_MOUSE	tr|A0A5E4D8Y5|A0A5E4D8Y5_MARMO
OG0011912	sp|Q8BQT2|DIK1C_MOUSE	tr|A0A5E4A2X3|A0A5E4A2X3_MARMO
OG0011913	sp|Q9JMA2|TGT_MOUSE	tr|A0A5E4AAI1|A0A5E4AAI1_MARMO
OG0011914	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A5E4AGH0|A0A5E4AGH0_MARMO
OG0011915	sp|Q6PCL9|PAPOG_MOUSE	tr|A0A5E4AIX4|A0A5E4AIX4_MARMO
OG0011916	sp|A6H684|MGT4E_MOUSE	tr|A0A5E4AJP5|A0A5E4AJP5_MARMO
OG0011917	sp|Q80YE4|LMTK1_MOUSE	tr|A0A5E4ALL7|A0A5E4ALL7_MARMO
OG0011918	sp|Q61089|FZD6_MOUSE	tr|A0A5E4ALV8|A0A5E4ALV8_MARMO
OG0011919	sp|Q571F8|GLSL_MOUSE	tr|A0A5E4ATK1|A0A5E4ATK1_MARMO
OG0011920	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A5E4ATV0|A0A5E4ATV0_MARMO
OG0011921	sp|O09161|CASQ2_MOUSE	tr|A0A5E4AWD4|A0A5E4AWD4_MARMO
OG0011922	sp|E9QMW4|CP096_MOUSE	tr|A0A5E4AXB9|A0A5E4AXB9_MARMO
OG0011923	sp|Q8VDV3|R3GEF_MOUSE	tr|A0A5E4B0M9|A0A5E4B0M9_MARMO
OG0011924	sp|Q9R0M4|PODXL_MOUSE	tr|A0A5E4B1S0|A0A5E4B1S0_MARMO
OG0011925	sp|Q921N7|TMM70_MOUSE	tr|A0A5E4B3A1|A0A5E4B3A1_MARMO
OG0011926	sp|Q9CWH4|RE114_MOUSE	tr|A0A5E4B6J9|A0A5E4B6J9_MARMO
OG0011927	sp|P57110|ATS8_MOUSE	tr|A0A5E4B9Z2|A0A5E4B9Z2_MARMO
OG0011928	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A5E4BCK0|A0A5E4BCK0_MARMO
OG0011929	sp|Q5JCT0|GCNT3_MOUSE	tr|A0A5E4BE42|A0A5E4BE42_MARMO
OG0011930	sp|Q91YK0|LRC49_MOUSE	tr|A0A5E4BG09|A0A5E4BG09_MARMO
OG0011931	sp|Q8BR37|NHLC1_MOUSE	tr|A0A5E4BHV8|A0A5E4BHV8_MARMO
OG0011932	sp|B2RR83|YTDC2_MOUSE	tr|A0A5E4BQB5|A0A5E4BQB5_MARMO
OG0011933	sp|Q0P5Y3|TPPP2_MOUSE	tr|A0A5E4BST0|A0A5E4BST0_MARMO
OG0011934	sp|Q7JJ13|BRD2_MOUSE	tr|A0A5E4BST6|A0A5E4BST6_MARMO
OG0011935	sp|Q8VI47|MRP2_MOUSE	tr|A0A5E4BTF7|A0A5E4BTF7_MARMO
OG0011936	sp|Q80W32|DRC9_MOUSE	tr|A0A5E4BW94|A0A5E4BW94_MARMO
OG0011937	sp|Q61458|CCNH_MOUSE	tr|A0A5E4BXI8|A0A5E4BXI8_MARMO
OG0011938	sp|Q9Z2Q5|RM40_MOUSE	tr|A0A5E4BYW7|A0A5E4BYW7_MARMO
OG0011939	sp|E9Q1P8|I2BP2_MOUSE	tr|A0A5E4C2G4|A0A5E4C2G4_MARMO
OG0011941	sp|Q3UL36|ARGL1_MOUSE	tr|A0A5E4CFW7|A0A5E4CFW7_MARMO
OG0011942	sp|Q8K3P1|P2RX2_MOUSE	tr|A0A5E4CH92|A0A5E4CH92_MARMO
OG0011943	sp|Q9ESJ4|SPN90_MOUSE	tr|A0A5E4CIF8|A0A5E4CIF8_MARMO
OG0011944	sp|B5TVM2|ILDR2_MOUSE	tr|A0A5E4CIY7|A0A5E4CIY7_MARMO
OG0011945	sp|O08689|GDF8_MOUSE	tr|A0A5E4CJL2|A0A5E4CJL2_MARMO
OG0011946	sp|P35761|TTK_MOUSE	tr|A0A5E4CWJ8|A0A5E4CWJ8_MARMO
OG0011947	sp|O55241|OREX_MOUSE	tr|A0A5E4D3Q6|A0A5E4D3Q6_MARMO
OG0011948	sp|Q80VM3|TTC29_MOUSE	tr|A0A5E4D5E0|A0A5E4D5E0_MARMO
