Orthogroup	Mus_musculus	Mus_spicilegus
OG0007789	sp|A2AI05|NDOR1_MOUSE	tr|A0A8C6HVP6|A0A8C6HVP6_MUSSI
OG0007790	sp|A2AJ76|HMCN2_MOUSE	tr|A0A8C6HLJ3|A0A8C6HLJ3_MUSSI
OG0007791	sp|B1AS42|NB5R5_MOUSE	tr|A0A8C6H765|A0A8C6H765_MUSSI
OG0007792	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A8C6GE82|A0A8C6GE82_MUSSI
OG0007793	sp|B2RXC1|TPC11_MOUSE	tr|A0A8C6IGZ1|A0A8C6IGZ1_MUSSI
OG0007794	sp|B5X0E4|ABCB5_MOUSE	tr|A0A8C6HFG8|A0A8C6HFG8_MUSSI
OG0007795	tr|E9PW10|E9PW10_MOUSE	tr|A0A8C6IH72|A0A8C6IH72_MUSSI
OG0007796	tr|F6ZL36|F6ZL36_MOUSE	tr|A0A8C6MXB9|A0A8C6MXB9_MUSSI
OG0007797	sp|O35738|KLF12_MOUSE	tr|A0A8C6I6A7|A0A8C6I6A7_MUSSI
OG0007798	sp|O54956|DPOE2_MOUSE	tr|A0A8C6IAI4|A0A8C6IAI4_MUSSI
OG0007799	sp|O70145|NCF2_MOUSE	tr|A0A8C6GMF7|A0A8C6GMF7_MUSSI
OG0007800	sp|O70146|TESK1_MOUSE	tr|A0A8C6HIS3|A0A8C6HIS3_MUSSI
OG0007801	sp|O88554|PARP2_MOUSE	tr|A0A8C6HL64|A0A8C6HL64_MUSSI
OG0007802	sp|P08113|ENPL_MOUSE	tr|A0A8C6IJL9|A0A8C6IJL9_MUSSI
OG0007803	sp|P08414|KCC4_MOUSE	tr|A0A8C6GAL2|A0A8C6GAL2_MUSSI
OG0007804	sp|P21855|CD72_MOUSE	tr|A0A8C6HJN6|A0A8C6HJN6_MUSSI
OG0007805	sp|P34152|FAK1_MOUSE	tr|A0A8C6HMY7|A0A8C6HMY7_MUSSI
OG0007806	sp|P40935|PNMT_MOUSE	tr|A0A8C6HD34|A0A8C6HD34_MUSSI
OG0007807	sp|P41139|ID4_MOUSE	tr|A0A8C6IKB7|A0A8C6IKB7_MUSSI
OG0007808	sp|P42582|NKX25_MOUSE	tr|A0A8C6I5B8|A0A8C6I5B8_MUSSI
OG0007809	sp|P51576|P2RX1_MOUSE	tr|A0A8C6MUP5|A0A8C6MUP5_MUSSI
OG0007810	sp|P60894|GPR85_MOUSE	tr|A0A8C6IMT8|A0A8C6IMT8_MUSSI
OG0007811	sp|P63075|FGF17_MOUSE	tr|A0A8C6IJ97|A0A8C6IJ97_MUSSI
OG0007812	sp|Q149B8|PERM1_MOUSE	tr|A0A8C6HDD3|A0A8C6HDD3_MUSSI
OG0007813	sp|Q2QKR2|DEAR_MOUSE	tr|A0A8C6HPI8|A0A8C6HPI8_MUSSI
OG0007814	tr|Q3KPC7|Q3KPC7_MOUSE	tr|A0A8C6HC47|A0A8C6HC47_MUSSI
OG0007815	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A8C6GTN6|A0A8C6GTN6_MUSSI
OG0007816	sp|Q5GH66|XKR5_MOUSE	tr|A0A8C6N4W3|A0A8C6N4W3_MUSSI
OG0007817	sp|Q61102|ABCB7_MOUSE	tr|A0A8C6HNA8|A0A8C6HNA8_MUSSI
OG0007818	sp|Q61647|HYAS1_MOUSE	tr|A0A8C6IFB9|A0A8C6IFB9_MUSSI
OG0007819	sp|Q6L8S8|B4GN3_MOUSE	tr|A0A8C6N622|A0A8C6N622_MUSSI
OG0007820	sp|Q6NVF0|OCRL_MOUSE	tr|A0A8C6MNT7|A0A8C6MNT7_MUSSI
OG0007821	sp|Q6P9S0|MTSS2_MOUSE	tr|A0A8C6HJ67|A0A8C6HJ67_MUSSI
OG0007822	sp|Q6RUU0|PTX4_MOUSE	tr|A0A8C6MTX5|A0A8C6MTX5_MUSSI
OG0007823	tr|Q7TPG0|Q7TPG0_MOUSE	tr|A0A8C6H767|A0A8C6H767_MUSSI
OG0007824	tr|Q7TRY0|Q7TRY0_MOUSE	tr|A0A8C6HWG4|A0A8C6HWG4_MUSSI
OG0007825	sp|Q80T91|MEG11_MOUSE	tr|A0A8C6GF83|A0A8C6GF83_MUSSI
OG0007826	sp|Q80XH2|IMPG2_MOUSE	tr|A0A8C6HPT7|A0A8C6HPT7_MUSSI
OG0007827	sp|Q80YS6|AFAP1_MOUSE	tr|A0A8C6I511|A0A8C6I511_MUSSI
OG0007828	sp|Q8BH18|TM117_MOUSE	tr|A0A8C6I6C5|A0A8C6I6C5_MUSSI
OG0007829	sp|Q8BK08|TMM11_MOUSE	tr|A0A8C6HSL0|A0A8C6HSL0_MUSSI
OG0007830	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A8C6HSI4|A0A8C6HSI4_MUSSI
OG0007831	sp|Q8C5C9|TTMP_MOUSE	tr|A0A8C6N114|A0A8C6N114_MUSSI
OG0007832	sp|Q8CGK5|INLR1_MOUSE	tr|A0A8C6GDY3|A0A8C6GDY3_MUSSI
OG0007833	sp|Q8JZR0|ACSL5_MOUSE	tr|A0A8C6IL64|A0A8C6IL64_MUSSI
OG0007834	sp|Q8K410|ADA32_MOUSE	tr|A0A8C6MZL8|A0A8C6MZL8_MUSSI
OG0007835	sp|Q8R1F5|HYI_MOUSE	tr|A0A8C6HCJ7|A0A8C6HCJ7_MUSSI
OG0007836	sp|Q8R2U0|SEH1_MOUSE	tr|A0A8C6HN98|A0A8C6HN98_MUSSI
OG0007837	sp|Q8VC90|ZDH12_MOUSE	tr|A0A8C6MR68|A0A8C6MR68_MUSSI
OG0007838	sp|Q8VCZ3|THAP7_MOUSE	tr|A0A8C6HKM4|A0A8C6HKM4_MUSSI
OG0007839	tr|Q8VH18|Q8VH18_MOUSE	tr|A0A8C6IAX6|A0A8C6IAX6_MUSSI
OG0007840	tr|Q8VIC0|Q8VIC0_MOUSE	tr|A0A8C6GY66|A0A8C6GY66_MUSSI
OG0007841	sp|Q99J21|MCLN1_MOUSE	tr|A0A8C6GPL6|A0A8C6GPL6_MUSSI
OG0007842	sp|Q99LG0|UBP16_MOUSE	tr|A0A8C6H3B2|A0A8C6H3B2_MUSSI
OG0007843	sp|Q99LL5|PWP1_MOUSE	tr|A0A8C6I7Y9|A0A8C6I7Y9_MUSSI
OG0007844	sp|Q9CPQ5|CENPQ_MOUSE	tr|A0A8C6HA20|A0A8C6HA20_MUSSI
OG0007845	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A8C6I9L6|A0A8C6I9L6_MUSSI
OG0007846	sp|Q9CQU8|IMP1L_MOUSE	tr|A0A8C6HA42|A0A8C6HA42_MUSSI
OG0007847	sp|Q9D529|WBP2L_MOUSE	tr|A0A8C6GSM9|A0A8C6GSM9_MUSSI
OG0007848	sp|Q9DAV9|TM38B_MOUSE	tr|A0A8C6GHM1|A0A8C6GHM1_MUSSI
OG0007849	sp|Q9ES07|S15A2_MOUSE	tr|A0A8C6HE36|A0A8C6HE36_MUSSI
OG0007850	sp|Q9ESS0|DUS10_MOUSE	tr|A0A8C6IAX1|A0A8C6IAX1_MUSSI
OG0007851	sp|Q9JI81|CAT8_MOUSE	tr|A0A8C6H9J9|A0A8C6H9J9_MUSSI
OG0007852	sp|Q9QZM2|DPOG2_MOUSE	tr|A0A8C6HXK4|A0A8C6HXK4_MUSSI
OG0007853	sp|Q9R0H0|ACOX1_MOUSE	tr|A0A8C6N351|A0A8C6N351_MUSSI
OG0007854	sp|Q9WVS4|MOK_MOUSE	tr|A0A8C6GPU6|A0A8C6GPU6_MUSSI
OG0007855	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A8C6GIQ4|A0A8C6GIQ4_MUSSI
OG0007856	sp|Q9Z179|SHCBP_MOUSE	tr|A0A8C6IJ39|A0A8C6IJ39_MUSSI
OG0007857	sp|Q9Z2C5|MTM1_MOUSE	tr|A0A8C6GRD6|A0A8C6GRD6_MUSSI
OG0007858	tr|A0A1L1STL9|A0A1L1STL9_MOUSE	tr|A0A8C6H4R6|A0A8C6H4R6_MUSSI
OG0007859	tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE	tr|A0A8C6IED0|A0A8C6IED0_MUSSI
OG0007860	tr|A0A2I3BRZ3|A0A2I3BRZ3_MOUSE	tr|A0A8C6HJ89|A0A8C6HJ89_MUSSI
OG0007861	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A8C6GWE1|A0A8C6GWE1_MUSSI
OG0007862	sp|A2AA28|MET23_MOUSE	tr|A0A8C6I4A3|A0A8C6I4A3_MUSSI
OG0007863	tr|A2RTS7|A2RTS7_MOUSE	tr|A0A8C6HD14|A0A8C6HD14_MUSSI
OG0007864	sp|D3Z5S8|TET5A_MOUSE	tr|A0A8C6HHR6|A0A8C6HHR6_MUSSI
OG0007865	tr|E9PWS6|E9PWS6_MOUSE	tr|A0A8C6III2|A0A8C6III2_MUSSI
OG0007866	sp|O35449|PRRT1_MOUSE	tr|A0A8C6G6J1|A0A8C6G6J1_MUSSI
OG0007867	sp|O54830|PR7A1_MOUSE	tr|A0A8C6HA57|A0A8C6HA57_MUSSI
OG0007868	sp|O55201|SPT5H_MOUSE	tr|A0A8C6G643|A0A8C6G643_MUSSI
OG0007869	sp|O88998|NOE1_MOUSE	tr|A0A8C6HPA0|A0A8C6HPA0_MUSSI
OG0007870	sp|P0DJI6|FCOR_MOUSE	tr|A0A8C6GT19|A0A8C6GT19_MUSSI
OG0007871	sp|P12710|FABPL_MOUSE	tr|A0A8C6HJT7|A0A8C6HJT7_MUSSI
OG0007872	sp|P14152|MDHC_MOUSE	tr|A0A8C6IL81|A0A8C6IL81_MUSSI
OG0007873	sp|P22907|HEM3_MOUSE	tr|A0A8C6GKJ7|A0A8C6GKJ7_MUSSI
OG0007874	sp|P30731|GPR83_MOUSE	tr|A0A8C6HBI3|A0A8C6HBI3_MUSSI
OG0007875	sp|P38585|TTL_MOUSE	tr|A0A8C6HFB3|A0A8C6HFB3_MUSSI
OG0007876	sp|P97343|UHMK1_MOUSE	tr|A0A8C6MUZ1|A0A8C6MUZ1_MUSSI
OG0007877	sp|Q09LZ8|CBPC6_MOUSE	tr|A0A8C6HR43|A0A8C6HR43_MUSSI
OG0007878	sp|Q3TW96|UAP1L_MOUSE	tr|A0A8C6HW03|A0A8C6HW03_MUSSI
OG0007879	sp|Q3USZ8|DIK2A_MOUSE	tr|A0A8C6HF53|A0A8C6HF53_MUSSI
OG0007880	sp|Q3V079|BBOF1_MOUSE	tr|A0A8C6GDH5|A0A8C6GDH5_MUSSI
OG0007881	sp|Q501J7|PHAR4_MOUSE	tr|A0A8C6GST4|A0A8C6GST4_MUSSI
OG0007882	sp|Q5HZI2|C2C4C_MOUSE	tr|A0A8C6G5T0|A0A8C6G5T0_MUSSI
OG0007883	sp|Q61216|MRE11_MOUSE	tr|A0A8C6HDQ1|A0A8C6HDQ1_MUSSI
OG0007884	sp|Q61292|LAMB2_MOUSE	tr|A0A8C6I174|A0A8C6I174_MUSSI
OG0007885	sp|Q66JT0|WEE2_MOUSE	tr|A0A8C6GBK3|A0A8C6GBK3_MUSSI
OG0007886	sp|Q6DFV3|RHG21_MOUSE	tr|A0A8C6HVY2|A0A8C6HVY2_MUSSI
OG0007887	sp|Q6DI92|ZSWM9_MOUSE	tr|A0A8C6H0K2|A0A8C6H0K2_MUSSI
OG0007888	sp|Q6P6J9|TXD15_MOUSE	tr|A0A8C6HJ58|A0A8C6HJ58_MUSSI
OG0007889	sp|Q6ZQH8|NU188_MOUSE	tr|A0A8C6GDV0|A0A8C6GDV0_MUSSI
OG0007890	sp|Q811P0|S36A3_MOUSE	tr|A0A8C6GQ11|A0A8C6GQ11_MUSSI
OG0007891	sp|Q8BGN3|ENPP6_MOUSE	tr|A0A8C6IKA7|A0A8C6IKA7_MUSSI
OG0007892	sp|Q8BHC1|RB39B_MOUSE	tr|A0A8C6HA15|A0A8C6HA15_MUSSI
OG0007893	sp|Q8BLF1|NCEH1_MOUSE	tr|A0A8C6HSZ0|A0A8C6HSZ0_MUSSI
OG0007894	sp|Q8BM55|TM214_MOUSE	tr|A0A8C6H4V4|A0A8C6H4V4_MUSSI
OG0007895	sp|Q8BMJ7|CGRF1_MOUSE	tr|A0A8C6HKL0|A0A8C6HKL0_MUSSI
OG0007897	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A8C6GQP2|A0A8C6GQP2_MUSSI
OG0007898	sp|Q8C0D7|ING4_MOUSE	tr|A0A8C6GJB8|A0A8C6GJB8_MUSSI
OG0007899	sp|Q8C0G2|T3JAM_MOUSE	tr|A0A8C6HZN0|A0A8C6HZN0_MUSSI
OG0007900	tr|Q8C5U0|Q8C5U0_MOUSE	tr|A0A8C6MVC6|A0A8C6MVC6_MUSSI
OG0007901	sp|Q8CBY0|GATC_MOUSE	tr|A0A8C6GXL1|A0A8C6GXL1_MUSSI
OG0007902	sp|Q8CHP8|PGP_MOUSE	tr|A0A8C6GIM5|A0A8C6GIM5_MUSSI
OG0007903	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A8C6GXE3|A0A8C6GXE3_MUSSI
OG0007904	sp|Q8CIZ8|VWF_MOUSE	tr|A0A8C6I3C1|A0A8C6I3C1_MUSSI
OG0007905	sp|Q8K182|CO8A_MOUSE	tr|A0A8C6N403|A0A8C6N403_MUSSI
OG0007906	sp|Q8K1C7|MOT14_MOUSE	tr|A0A8C6MUJ8|A0A8C6MUJ8_MUSSI
OG0007907	sp|Q8K1S1|LGI4_MOUSE	tr|A0A8C6H220|A0A8C6H220_MUSSI
OG0007908	sp|Q8K4C2|I17RC_MOUSE	tr|A0A8C6I6L3|A0A8C6I6L3_MUSSI
OG0007909	sp|Q8R0L9|TADA3_MOUSE	tr|A0A8C6I7V7|A0A8C6I7V7_MUSSI
OG0007910	sp|Q8R361|RFIP5_MOUSE	tr|A0A8C6IND3|A0A8C6IND3_MUSSI
OG0007911	sp|Q8R366|IGSF8_MOUSE	tr|A0A8C6MS97|A0A8C6MS97_MUSSI
OG0007912	sp|Q8VE47|UBA5_MOUSE	tr|A0A8C6H1H9|A0A8C6H1H9_MUSSI
OG0007913	sp|Q8VE73|CUL7_MOUSE	tr|A0A8C6GXS6|A0A8C6GXS6_MUSSI
OG0007914	tr|Q8VG91|Q8VG91_MOUSE	tr|A0A8C6IGZ3|A0A8C6IGZ3_MUSSI
OG0007915	sp|Q920A5|RISC_MOUSE	tr|A0A8C6HV49|A0A8C6HV49_MUSSI
OG0007916	sp|Q99J56|DERL1_MOUSE	tr|A0A8C6HAH4|A0A8C6HAH4_MUSSI
OG0007917	sp|Q99JX7|NXF1_MOUSE	tr|A0A8C6IKZ7|A0A8C6IKZ7_MUSSI
OG0007918	sp|Q99KY4|GAK_MOUSE	tr|A0A8C6MZR0|A0A8C6MZR0_MUSSI
OG0007919	sp|Q99LD4|CSN1_MOUSE	tr|A0A8C6I471|A0A8C6I471_MUSSI
OG0007920	sp|Q99LS1|MMAD_MOUSE	tr|A0A8C6MZF1|A0A8C6MZF1_MUSSI
OG0007921	sp|Q9CQ62|DECR_MOUSE	tr|A0A8C6I532|A0A8C6I532_MUSSI
OG0007922	sp|Q9CQJ4|RING2_MOUSE	tr|A0A8C6GSC0|A0A8C6GSC0_MUSSI
OG0007923	sp|Q9D658|TP4A3_MOUSE	tr|A0A8C6HIV7|A0A8C6HIV7_MUSSI
OG0007924	sp|Q9D6W8|BORC6_MOUSE	tr|A0A8C6GSI0|A0A8C6GSI0_MUSSI
OG0007925	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A8C6GZ37|A0A8C6GZ37_MUSSI
OG0007926	sp|Q9DAY2|PR8A6_MOUSE	tr|A0A8C6H8N7|A0A8C6H8N7_MUSSI
OG0007927	sp|Q9EPK6|SIL1_MOUSE	tr|A0A8C6MTJ1|A0A8C6MTJ1_MUSSI
OG0007928	sp|Q9ER65|CSTN2_MOUSE	tr|A0A8C6H8R5|A0A8C6H8R5_MUSSI
OG0007929	sp|Q9JI08|BIN3_MOUSE	tr|A0A8C6IGS0|A0A8C6IGS0_MUSSI
OG0007930	sp|Q9QZH3|PPIE_MOUSE	tr|A0A8C6H1E5|A0A8C6H1E5_MUSSI
OG0007931	sp|Q9Z1R2|BAG6_MOUSE	tr|A0A8C6MQV8|A0A8C6MQV8_MUSSI
OG0007932	tr|A0A075B6C4|A0A075B6C4_MOUSE	tr|A0A8C6HBV4|A0A8C6HBV4_MUSSI
OG0007933	tr|A0A140LI11|A0A140LI11_MOUSE	tr|A0A8C6N3K0|A0A8C6N3K0_MUSSI
OG0007934	sp|B2RPU2|PLHD1_MOUSE	tr|A0A8C6HCK1|A0A8C6HCK1_MUSSI
OG0007935	sp|D2EAC2|ZBED6_MOUSE	tr|A0A8C6HIS9|A0A8C6HIS9_MUSSI
OG0007936	tr|D3Z622|D3Z622_MOUSE	tr|A0A8C6GJQ7|A0A8C6GJQ7_MUSSI
OG0007937	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A8C6ICQ0|A0A8C6ICQ0_MUSSI
OG0007938	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A8C6GXD1|A0A8C6GXD1_MUSSI
OG0007939	sp|O35375|NRP2_MOUSE	tr|A0A8C6H176|A0A8C6H176_MUSSI
OG0007940	sp|O35426|XBP1_MOUSE	tr|A0A8C6HHL1|A0A8C6HHL1_MUSSI
OG0007941	sp|O35716|SOCS1_MOUSE	tr|A0A8C6GQR2|A0A8C6GQR2_MUSSI
OG0007942	sp|P01845|LAC3_MOUSE	tr|A0A8C6HXB6|A0A8C6HXB6_MUSSI
OG0007943	sp|P0C605|KGP1_MOUSE	tr|A0A8C6I3P1|A0A8C6I3P1_MUSSI
OG0007944	sp|P29595|NEDD8_MOUSE	tr|A0A8C6IIF8|A0A8C6IIF8_MUSSI
OG0007945	sp|P33267|CP2F2_MOUSE	tr|A0A8C6I8X0|A0A8C6I8X0_MUSSI
OG0007946	sp|P47212|GALA_MOUSE	tr|A0A8C6H621|A0A8C6H621_MUSSI
OG0007947	sp|P54822|PUR8_MOUSE	tr|A0A8C6IBT2|A0A8C6IBT2_MUSSI
OG0007948	sp|P58735|S26A1_MOUSE	tr|A0A8C6HNU5|A0A8C6HNU5_MUSSI
OG0007949	sp|P97309|MESP1_MOUSE	tr|A0A8C6HGJ1|A0A8C6HGJ1_MUSSI
OG0007950	sp|Q02738|CXB4_MOUSE	tr|A0A8C6HFT0|A0A8C6HFT0_MUSSI
OG0007951	sp|Q04592|PCSK5_MOUSE	tr|A0A8C6MTQ8|A0A8C6MTQ8_MUSSI
OG0007952	sp|Q07113|MPRI_MOUSE	tr|A0A8C6I5W0|A0A8C6I5W0_MUSSI
OG0007953	sp|Q0VBV7|CE126_MOUSE	tr|A0A8C6N0J6|A0A8C6N0J6_MUSSI
OG0007954	sp|Q571G4|LIN54_MOUSE	tr|A0A8C6G9E9|A0A8C6G9E9_MUSSI
OG0007955	sp|Q61214|DYR1A_MOUSE	tr|A0A8C6GVY3|A0A8C6GVY3_MUSSI
OG0007956	sp|Q61858|GPAN1_MOUSE	tr|A0A8C6MR07|A0A8C6MR07_MUSSI
OG0007957	sp|Q63961|EGLN_MOUSE	tr|A0A8C6MTK6|A0A8C6MTK6_MUSSI
OG0007958	sp|Q68FD5|CLH1_MOUSE	tr|A0A8C6MTJ2|A0A8C6MTJ2_MUSSI
OG0007959	sp|Q6PDE8|MF13A_MOUSE	tr|A0A8C6GYZ5|A0A8C6GYZ5_MUSSI
OG0007960	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A8C6GWV3|A0A8C6GWV3_MUSSI
OG0007961	sp|Q7TQ62|PODN_MOUSE	tr|A0A8C6GQ40|A0A8C6GQ40_MUSSI
OG0007962	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A8C6HCZ0|A0A8C6HCZ0_MUSSI
OG0007963	sp|Q80SS6|GPBAR_MOUSE	tr|A0A8C6HKW7|A0A8C6HKW7_MUSSI
OG0007964	sp|Q80YT5|SPT20_MOUSE	tr|A0A8C6H631|A0A8C6H631_MUSSI
OG0007965	sp|Q8BH58|TIPRL_MOUSE	tr|A0A8C6H688|A0A8C6H688_MUSSI
OG0007966	sp|Q8BJ56|PLPL2_MOUSE	tr|A0A8C6G4F3|A0A8C6G4F3_MUSSI
OG0007967	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A8C6IFC2|A0A8C6IFC2_MUSSI
OG0007968	sp|Q8BR86|KIRR3_MOUSE	tr|A0A8C6GU30|A0A8C6GU30_MUSSI
OG0007969	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A8C6GNW5|A0A8C6GNW5_MUSSI
OG0007970	sp|Q8C2K5|RASL3_MOUSE	tr|A0A8C6GGC4|A0A8C6GGC4_MUSSI
OG0007971	sp|Q8CD15|RIOX2_MOUSE	tr|A0A8C6G7U5|A0A8C6G7U5_MUSSI
OG0007972	sp|Q8CEE0|CEP57_MOUSE	tr|A0A8C6I957|A0A8C6I957_MUSSI
OG0007973	sp|Q8CG47|SMC4_MOUSE	tr|A0A8C6HZU8|A0A8C6HZU8_MUSSI
OG0007974	sp|Q8K158|CNPD1_MOUSE	tr|A0A8C6HH23|A0A8C6HH23_MUSSI
OG0007975	sp|Q8K2Q7|BROX_MOUSE	tr|A0A8C6HDC9|A0A8C6HDC9_MUSSI
OG0007976	sp|Q8K3W2|LRC10_MOUSE	tr|A0A8C6GTU3|A0A8C6GTU3_MUSSI
OG0007977	sp|Q8K445|CLRN1_MOUSE	tr|A0A8C6I7M2|A0A8C6I7M2_MUSSI
OG0007978	sp|Q8R2Q0|TRI29_MOUSE	tr|A0A8C6GHY1|A0A8C6GHY1_MUSSI
OG0007979	sp|Q8VC52|RBPS2_MOUSE	tr|A0A8C6GJZ5|A0A8C6GJZ5_MUSSI
OG0007980	sp|Q8VD76|TF2H3_MOUSE	tr|A0A8C6GS62|A0A8C6GS62_MUSSI
OG0007981	tr|Q8VFD8|Q8VFD8_MOUSE	tr|A0A8C6G4S8|A0A8C6G4S8_MUSSI
OG0007982	sp|Q99JX3|GORS2_MOUSE	tr|A0A8C6GJB5|A0A8C6GJB5_MUSSI
OG0007983	sp|Q99LY2|GDPD3_MOUSE	tr|A0A8C6HB59|A0A8C6HB59_MUSSI
OG0007984	sp|Q99NH8|TREM2_MOUSE	tr|A0A8C6MSA7|A0A8C6MSA7_MUSSI
OG0007985	sp|Q9CQF0|RM11_MOUSE	tr|A0A8C6GEP5|A0A8C6GEP5_MUSSI
OG0007986	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A8C6GH32|A0A8C6GH32_MUSSI
OG0007987	tr|Q9D264|Q9D264_MOUSE	tr|A0A8C6GBD9|A0A8C6GBD9_MUSSI
OG0007988	sp|Q9D742|AP5S1_MOUSE	tr|A0A8C6H6W1|A0A8C6H6W1_MUSSI
OG0007989	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A8C6MUU7|A0A8C6MUU7_MUSSI
OG0007990	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A8C6ILB2|A0A8C6ILB2_MUSSI
OG0007991	sp|Q9ERK0|RIPK4_MOUSE	tr|A0A8C6HMF8|A0A8C6HMF8_MUSSI
OG0007992	sp|Q9ES82|POPD2_MOUSE	tr|A0A8C6HJX3|A0A8C6HJX3_MUSSI
OG0007993	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A8C6H807|A0A8C6H807_MUSSI
OG0007994	sp|Q9Z140|CPNE6_MOUSE	tr|A0A8C6H5R6|A0A8C6H5R6_MUSSI
OG0007995	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A8C6MXV4|A0A8C6MXV4_MUSSI
OG0007996	sp|A2AUU0|METL8_MOUSE	tr|A0A8C6GK20|A0A8C6GK20_MUSSI
OG0007997	sp|B1ARW8|CA122_MOUSE	tr|A0A8C6H8Q6|A0A8C6H8Q6_MUSSI
OG0007998	tr|B1AXN3|B1AXN3_MOUSE	tr|A0A8C6GFF9|A0A8C6GFF9_MUSSI
OG0007999	sp|B2RUP2|UN13D_MOUSE	tr|A0A8C6I724|A0A8C6I724_MUSSI
OG0008000	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A8C6GAP0|A0A8C6GAP0_MUSSI
OG0008001	tr|E9Q407|E9Q407_MOUSE	tr|A0A8C6GE06|A0A8C6GE06_MUSSI
OG0008002	sp|O08739|AMPD3_MOUSE	tr|A0A8C6IAX7|A0A8C6IAX7_MUSSI
OG0008003	sp|O35730|RING1_MOUSE	tr|A0A8C6MUL9|A0A8C6MUL9_MUSSI
OG0008004	sp|O55013|TPPC3_MOUSE	tr|A0A8C6HDF6|A0A8C6HDF6_MUSSI
OG0008005	sp|O55029|COPB2_MOUSE	tr|A0A8C6H9V2|A0A8C6H9V2_MUSSI
OG0008006	sp|O55038|CXL13_MOUSE	tr|A0A8C6I8Y0|A0A8C6I8Y0_MUSSI
OG0008007	sp|O70200|AIF1_MOUSE	tr|A0A8C6GFB8|A0A8C6GFB8_MUSSI
OG0008008	sp|P0C7A3|MBOA4_MOUSE	tr|A0A8C6I5X9|A0A8C6I5X9_MUSSI
OG0008009	sp|P18181|CD48_MOUSE	tr|A0A8C6GMC6|A0A8C6GMC6_MUSSI
OG0008010	sp|P20490|FCERB_MOUSE	tr|A0A8C6II38|A0A8C6II38_MUSSI
OG0008011	sp|P32958|ROM1_MOUSE	tr|A0A8C6IGD9|A0A8C6IGD9_MUSSI
OG0008012	sp|P51912|AAAT_MOUSE	tr|A0A8C6H0B6|A0A8C6H0B6_MUSSI
OG0008013	sp|P56390|CKS2_MOUSE	tr|A0A8C6MRK7|A0A8C6MRK7_MUSSI
OG0008014	sp|P97872|FMO5_MOUSE	tr|A0A8C6HUR5|A0A8C6HUR5_MUSSI
OG0008015	sp|Q07243|MTF1_MOUSE	tr|A0A8C6H8X1|A0A8C6H8X1_MUSSI
OG0008016	sp|Q08EA8|TM213_MOUSE	tr|A0A8C6N4J7|A0A8C6N4J7_MUSSI
OG0008017	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A8C6HWZ6|A0A8C6HWZ6_MUSSI
OG0008018	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A8C6ID83|A0A8C6ID83_MUSSI
OG0008019	sp|Q5M8N4|D39U1_MOUSE	tr|A0A8C6IHJ4|A0A8C6IHJ4_MUSSI
OG0008020	sp|Q5S003|SPG17_MOUSE	tr|A0A8C6GD10|A0A8C6GD10_MUSSI
OG0008021	sp|Q60611|SATB1_MOUSE	tr|A0A8C6IF02|A0A8C6IF02_MUSSI
OG0008022	sp|Q61271|ACV1B_MOUSE	tr|A0A8C6HGM1|A0A8C6HGM1_MUSSI
OG0008023	sp|Q6DYE8|ENPP3_MOUSE	tr|A0A8C6HH26|A0A8C6HH26_MUSSI
OG0008024	sp|Q6KAU8|A16L2_MOUSE	tr|A0A8C6IAE5|A0A8C6IAE5_MUSSI
OG0008025	sp|Q6NT99|DUS23_MOUSE	tr|A0A8C6INY3|A0A8C6INY3_MUSSI
OG0008026	tr|Q6NVH0|Q6NVH0_MOUSE	tr|A0A8C6GM04|A0A8C6GM04_MUSSI
OG0008027	tr|Q6YI28|Q6YI28_MOUSE	tr|A0A8C6HUG8|A0A8C6HUG8_MUSSI
OG0008028	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A8C6G9P9|A0A8C6G9P9_MUSSI
OG0008029	sp|Q7TNI7|IL17F_MOUSE	tr|A0A8C6IG41|A0A8C6IG41_MUSSI
OG0008030	sp|Q811W0|SOX21_MOUSE	tr|A0A8C6I3Q9|A0A8C6I3Q9_MUSSI
