Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0006556	sp|B9EHT4|CLIP3_MOUSE	tr|I3MDD9|I3MDD9_ICTTR
OG0006557	sp|O08523|TECTA_MOUSE	tr|I3MDX9|I3MDX9_ICTTR
OG0006558	sp|P10284|HXB4_MOUSE	tr|I3ME40|I3ME40_ICTTR
OG0006559	sp|Q91VD9|NDUS1_MOUSE	tr|I3MF52|I3MF52_ICTTR
OG0006560	sp|Q91ZY2|HRH4_MOUSE	tr|I3MG71|I3MG71_ICTTR
OG0006561	sp|Q8R1F0|L10K_MOUSE	tr|I3MHM9|I3MHM9_ICTTR
OG0006562	sp|Q8K0D7|GET1_MOUSE	tr|I3MJP7|I3MJP7_ICTTR
OG0006563	sp|P37238|PPARG_MOUSE	tr|I3MJS5|I3MJS5_ICTTR
OG0006564	sp|Q69ZS6|SV2C_MOUSE	tr|I3ML43|I3ML43_ICTTR
OG0006565	sp|Q8CI66|STML1_MOUSE	tr|I3MLB1|I3MLB1_ICTTR
OG0006566	sp|Q6NXK7|DPP10_MOUSE	tr|I3MN02|I3MN02_ICTTR
OG0006567	sp|Q8BJL0|SMAL1_MOUSE	tr|I3MQ24|I3MQ24_ICTTR
OG0006568	sp|Q9CQF4|MRES1_MOUSE	tr|I3MQC1|I3MQC1_ICTTR
OG0006569	sp|Q9QZS7|NPHN_MOUSE	tr|I3MQM5|I3MQM5_ICTTR
OG0006570	sp|D3Z3C6|ZFAN4_MOUSE	tr|I3MR63|I3MR63_ICTTR
OG0006571	sp|Q64318|ZEB1_MOUSE	tr|I3MRG9|I3MRG9_ICTTR
OG0006572	sp|Q9DA37|SAMD8_MOUSE	tr|I3MSW3|I3MSW3_ICTTR
OG0006573	sp|Q3UPL6|M4A15_MOUSE	tr|I3MUJ6|I3MUJ6_ICTTR
OG0006574	sp|P58735|S26A1_MOUSE	tr|I3MUM3|I3MUM3_ICTTR
OG0006575	sp|Q3UDP0|WDR41_MOUSE	tr|I3N003|I3N003_ICTTR
OG0006576	sp|Q99ME7|TBX19_MOUSE	tr|I3N1B6|I3N1B6_ICTTR
OG0006577	tr|E9Q4M0|E9Q4M0_MOUSE	tr|I3N207|I3N207_ICTTR
OG0006578	sp|D0VYS2|HSF3_MOUSE	tr|I3N321|I3N321_ICTTR
OG0006579	sp|Q9CPP0|NPM3_MOUSE	tr|I3N465|I3N465_ICTTR
OG0006580	sp|P09632|HXB8_MOUSE	tr|I3N508|I3N508_ICTTR
OG0006581	sp|Q9CQI6|COTL1_MOUSE	tr|I3N7D9|I3N7D9_ICTTR
OG0006582	sp|Q9DBL2|GDAP2_MOUSE	tr|I3N9K7|I3N9K7_ICTTR
OG0006583	sp|Q9DCP9|DAZP2_MOUSE	tr|I3NA93|I3NA93_ICTTR
OG0006584	sp|P97295|NPY2R_MOUSE	tr|I3NBK3|I3NBK3_ICTTR
OG0006585	sp|Q9D9E0|S22AH_MOUSE	tr|I3NBL3|I3NBL3_ICTTR
OG0006586	sp|Q8CG65|SSPO_MOUSE	tr|I3NBP0|I3NBP0_ICTTR
OG0006587	sp|Q61553|FSCN1_MOUSE	tr|I3NBV1|I3NBV1_ICTTR
OG0006588	sp|O35127|C10_MOUSE	tr|I3NCA4|I3NCA4_ICTTR
OG0006589	sp|P63046|ST4A1_MOUSE	tr|I3NCV3|I3NCV3_ICTTR
OG0006590	sp|O35536|TFPI2_MOUSE	tr|I3NE05|I3NE05_ICTTR
OG0006591	sp|Q9D945|LLPH_MOUSE	tr|I3NF06|I3NF06_ICTTR
OG0006592	sp|Q8K1H7|T11L2_MOUSE	tr|I3NG70|I3NG70_ICTTR
OG0006593	sp|Q9QXV0|PCS1N_MOUSE	tr|I3NGD6|I3NGD6_ICTTR
OG0006594	sp|Q9EQU3|TLR9_MOUSE	tr|I3NGK6|I3NGK6_ICTTR
OG0006595	sp|Q9DB73|NB5R1_MOUSE	tr|I3NH99|I3NH99_ICTTR
OG0006596	sp|P0DN83|DWORF_MOUSE	tr|A0A287CS93|A0A287CS93_ICTTR
OG0006597	sp|Q8CIE6|COPA_MOUSE	tr|A0A287CTQ6|A0A287CTQ6_ICTTR
OG0006598	sp|Q3UJP5|CF418_MOUSE	tr|A0A287CVI0|A0A287CVI0_ICTTR
OG0006599	sp|Q64697|PTCA_MOUSE	tr|A0A287CZN9|A0A287CZN9_ICTTR
OG0006600	sp|P23591|FCL_MOUSE	tr|A0A287D0X2|A0A287D0X2_ICTTR
OG0006601	sp|P57110|ATS8_MOUSE	tr|A0A287D1A2|A0A287D1A2_ICTTR
OG0006602	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A287D2Q0|A0A287D2Q0_ICTTR
OG0006604	sp|Q8CHK4|KAT5_MOUSE	tr|A0A287D636|A0A287D636_ICTTR
OG0006605	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A287D6U0|A0A287D6U0_ICTTR
OG0006606	sp|Q9CWY3|SETD6_MOUSE	tr|A0A287D7G6|A0A287D7G6_ICTTR
OG0006607	sp|Q3UHJ0|AAK1_MOUSE	tr|A0A287D9D2|A0A287D9D2_ICTTR
OG0006608	sp|Q8QZT2|CCSAP_MOUSE	tr|A0A287DA05|A0A287DA05_ICTTR
OG0006609	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A287DAS0|A0A287DAS0_ICTTR
OG0006610	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A287DD99|A0A287DD99_ICTTR
OG0006611	sp|Q8R2I0|FOXE1_MOUSE	tr|A0A287DFG5|A0A287DFG5_ICTTR
OG0006612	sp|Q99MR1|GGYF1_MOUSE	tr|A0A287DFW7|A0A287DFW7_ICTTR
OG0006613	sp|Q9CZP7|CD37L_MOUSE	tr|I3LVU5|I3LVU5_ICTTR
OG0006614	sp|Q9JL60|GMEB1_MOUSE	tr|I3LVY6|I3LVY6_ICTTR
OG0006615	sp|Q8BXN9|TM87A_MOUSE	tr|I3LXB3|I3LXB3_ICTTR
OG0006616	sp|Q6DVA0|LEMD2_MOUSE	tr|I3LXG9|I3LXG9_ICTTR
OG0006617	sp|Q8BZW8|NHLC2_MOUSE	tr|I3LY95|I3LY95_ICTTR
OG0006618	sp|Q8K0E7|SERC2_MOUSE	tr|I3LYP8|I3LYP8_ICTTR
OG0006619	sp|P28076|PSB9_MOUSE	tr|I3M2B9|I3M2B9_ICTTR
OG0006620	sp|Q8BJW5|NOL11_MOUSE	tr|I3M2U1|I3M2U1_ICTTR
OG0006621	sp|Q8CFI7|RPB2_MOUSE	tr|I3M351|I3M351_ICTTR
OG0006622	sp|Q69Z69|ESCO1_MOUSE	tr|I3M3V8|I3M3V8_ICTTR
OG0006623	sp|Q2MHE5|DOK6_MOUSE	tr|I3M517|I3M517_ICTTR
OG0006624	sp|P50481|LHX3_MOUSE	tr|I3M596|I3M596_ICTTR
OG0006625	sp|Q5RJG1|NOL10_MOUSE	tr|I3M671|I3M671_ICTTR
OG0006626	sp|Q0VDT2|ZN367_MOUSE	tr|I3M6G2|I3M6G2_ICTTR
OG0006627	sp|Q9D4B2|ODAD4_MOUSE	tr|I3M793|I3M793_ICTTR
OG0006628	sp|Q3UV55|NR1D1_MOUSE	tr|I3M7Q0|I3M7Q0_ICTTR
OG0006629	sp|O54949|NLK_MOUSE	tr|I3M9W7|I3M9W7_ICTTR
OG0006630	sp|Q61361|PGCB_MOUSE	tr|I3MA61|I3MA61_ICTTR
OG0006631	sp|Q5M6W3|CLHC1_MOUSE	tr|I3MB44|I3MB44_ICTTR
OG0006632	sp|A8VU90|ANKL1_MOUSE	tr|I3MBS9|I3MBS9_ICTTR
OG0006633	sp|Q9EP89|LACTB_MOUSE	tr|I3MEK8|I3MEK8_ICTTR
OG0006634	sp|B2RQE8|RHG42_MOUSE	tr|I3MG33|I3MG33_ICTTR
OG0006635	sp|P37804|TAGL_MOUSE	tr|I3MGJ2|I3MGJ2_ICTTR
OG0006636	sp|Q5SUV1|RSAD1_MOUSE	tr|I3MHW8|I3MHW8_ICTTR
OG0006637	sp|Q9QZ26|KCNE5_MOUSE	tr|I3MJ37|I3MJ37_ICTTR
OG0006638	sp|Q99M28|RNPS1_MOUSE	tr|I3MKJ8|I3MKJ8_ICTTR
OG0006639	sp|Q8BFW4|TRI65_MOUSE	tr|I3MKX2|I3MKX2_ICTTR
OG0006640	sp|O70435|PSA3_MOUSE	tr|I3ML71|I3ML71_ICTTR
OG0006641	sp|Q99MN9|PCCB_MOUSE	tr|I3MLY9|I3MLY9_ICTTR
OG0006642	tr|E9Q6R1|E9Q6R1_MOUSE	tr|I3MLZ8|I3MLZ8_ICTTR
OG0006643	sp|A2RSX4|STPG3_MOUSE	tr|I3MMZ8|I3MMZ8_ICTTR
OG0006644	sp|Q9CZ30|OLA1_MOUSE	tr|I3MPX6|I3MPX6_ICTTR
OG0006645	sp|Q9D3D0|TTPAL_MOUSE	tr|I3MQ54|I3MQ54_ICTTR
OG0006646	sp|Q149T7|PPM1J_MOUSE	tr|I3MQP7|I3MQP7_ICTTR
OG0006647	sp|Q9CY27|TECR_MOUSE	tr|I3MSA3|I3MSA3_ICTTR
OG0006648	sp|O89091|KLF10_MOUSE	tr|I3MTY7|I3MTY7_ICTTR
OG0006649	sp|Q9JKS5|HABP4_MOUSE	tr|I3MUX7|I3MUX7_ICTTR
OG0006650	sp|O88829|SIAT9_MOUSE	tr|I3MVE5|I3MVE5_ICTTR
OG0006651	tr|A0A1D5RMD1|A0A1D5RMD1_MOUSE	tr|I3MW69|I3MW69_ICTTR
OG0006652	sp|P41133|ID3_MOUSE	tr|I3MWC8|I3MWC8_ICTTR
OG0006653	sp|Q9CQH0|PDZ1I_MOUSE	tr|I3MXE5|I3MXE5_ICTTR
OG0006654	sp|Q9CXL7|SNORC_MOUSE	tr|I3MZ52|I3MZ52_ICTTR
OG0006655	sp|Q8BH83|ANKR9_MOUSE	tr|I3N0Q6|I3N0Q6_ICTTR
OG0006656	sp|Q9ET66|PI16_MOUSE	tr|I3N3M7|I3N3M7_ICTTR
OG0006657	sp|Q920G8|MFRN1_MOUSE	tr|I3N495|I3N495_ICTTR
OG0006658	sp|Q8JZP9|GA2L1_MOUSE	tr|I3N550|I3N550_ICTTR
OG0006659	tr|E9Q4T4|E9Q4T4_MOUSE	tr|I3N5V8|I3N5V8_ICTTR
OG0006660	sp|A2ARP9|CTSR2_MOUSE	tr|I3N8N9|I3N8N9_ICTTR
OG0006661	tr|B7ZWD6|B7ZWD6_MOUSE	tr|I3N9H0|I3N9H0_ICTTR
OG0006662	sp|Q3TMV7|PYRD1_MOUSE	tr|I3N9Q1|I3N9Q1_ICTTR
OG0006663	sp|Q9WV95|PHLA3_MOUSE	tr|I3NA79|I3NA79_ICTTR
OG0006664	sp|Q8R2V5|ADAP2_MOUSE	tr|I3NCM0|I3NCM0_ICTTR
OG0006665	sp|Q7TSD4|TBATA_MOUSE	tr|I3NDI0|I3NDI0_ICTTR
OG0006666	sp|Q62082|MYL10_MOUSE	tr|I3NEG2|I3NEG2_ICTTR
OG0006667	sp|P97431|IRF6_MOUSE	tr|I3NEH9|I3NEH9_ICTTR
OG0006668	tr|G3UW59|G3UW59_MOUSE	tr|I3NEL5|I3NEL5_ICTTR
OG0006669	sp|P26883|FKB1A_MOUSE	tr|A0A287CVC5|A0A287CVC5_ICTTR
OG0006670	sp|Q6PGH1|BUD31_MOUSE	tr|A0A287CY98|A0A287CY98_ICTTR
OG0006671	sp|Q9WTJ5|RAMP1_MOUSE	tr|A0A287D1Q1|A0A287D1Q1_ICTTR
OG0006672	sp|Q8BKK4|PPR1C_MOUSE	tr|A0A287D711|A0A287D711_ICTTR
OG0006673	sp|Q08775|RUNX2_MOUSE	tr|A0A287D7A1|A0A287D7A1_ICTTR
OG0006674	sp|Q61823|PDCD4_MOUSE	tr|A0A287D7M7|A0A287D7M7_ICTTR
OG0006675	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A287D7W9|A0A287D7W9_ICTTR
OG0006676	sp|Q9JKJ9|CP39A_MOUSE	tr|A0A287D898|A0A287D898_ICTTR
OG0006677	sp|Q925I1|ATAD3_MOUSE	tr|A0A287D8I4|A0A287D8I4_ICTTR
OG0006678	sp|P51432|PLCB3_MOUSE	tr|A0A287DAT3|A0A287DAT3_ICTTR
OG0006679	sp|Q8BM65|NYAP2_MOUSE	tr|A0A287DFQ9|A0A287DFQ9_ICTTR
OG0006680	sp|Q7TST3|SAM10_MOUSE	tr|A0A287DFX8|A0A287DFX8_ICTTR
OG0006681	sp|Q9WTP7|KAD3_MOUSE	tr|I3LVU6|I3LVU6_ICTTR
OG0006682	sp|Q91W67|UBL7_MOUSE	tr|I3LWU0|I3LWU0_ICTTR
OG0006683	sp|Q8CEE7|RDH13_MOUSE	tr|I3LY02|I3LY02_ICTTR
OG0006684	sp|Q9WV32|ARC1B_MOUSE	tr|I3LZ06|I3LZ06_ICTTR
OG0006685	sp|Q6NZN1|PPRC1_MOUSE	tr|I3LZW3|I3LZW3_ICTTR
OG0006686	sp|A6X942|SH24B_MOUSE	tr|I3M234|I3M234_ICTTR
OG0006687	sp|Q9CQN4|SOSD1_MOUSE	tr|I3M2D3|I3M2D3_ICTTR
OG0006688	sp|Q7M756|PRS54_MOUSE	tr|I3M2H8|I3M2H8_ICTTR
OG0006689	sp|Q9D7L8|TMIG1_MOUSE	tr|I3M3U4|I3M3U4_ICTTR
OG0006690	sp|Q5SWZ9|PLD6_MOUSE	tr|I3M3Y4|I3M3Y4_ICTTR
OG0006691	sp|D3Z7Q2|SIM20_MOUSE	tr|I3M4X3|I3M4X3_ICTTR
OG0006692	sp|O88531|PPT1_MOUSE	tr|I3M5E3|I3M5E3_ICTTR
OG0006693	sp|Q8BNL5|KCTD6_MOUSE	tr|I3M7I5|I3M7I5_ICTTR
OG0006694	sp|Q8BG50|TM169_MOUSE	tr|I3M7Y3|I3M7Y3_ICTTR
OG0006695	sp|Q8BJR6|PRS27_MOUSE	tr|I3M9A0|I3M9A0_ICTTR
OG0006696	sp|Q99PJ2|TRIM8_MOUSE	tr|I3MBB3|I3MBB3_ICTTR
OG0006697	sp|P97433|ARG28_MOUSE	tr|I3MCU1|I3MCU1_ICTTR
OG0006698	sp|O88551|CLD1_MOUSE	tr|I3MDX3|I3MDX3_ICTTR
OG0006699	sp|Q07235|GDN_MOUSE	tr|I3MDZ2|I3MDZ2_ICTTR
OG0006700	sp|Q3ULD5|MCCB_MOUSE	tr|I3MEC0|I3MEC0_ICTTR
OG0006701	sp|Q8BHD8|PCMD2_MOUSE	tr|I3MF33|I3MF33_ICTTR
OG0006702	sp|Q7TSC3|NEK5_MOUSE	tr|I3MFD0|I3MFD0_ICTTR
OG0006703	sp|Q5U5V2|HYKK_MOUSE	tr|I3MFS0|I3MFS0_ICTTR
OG0006704	sp|P02816|PIP_MOUSE	tr|I3MFS9|I3MFS9_ICTTR
OG0006705	sp|Q8K1S1|LGI4_MOUSE	tr|I3MHB2|I3MHB2_ICTTR
OG0006706	sp|Q8CIP4|MARK4_MOUSE	tr|I3MHI3|I3MHI3_ICTTR
OG0006707	sp|Q8K0H5|TAF10_MOUSE	tr|I3MHQ0|I3MHQ0_ICTTR
OG0006708	sp|P51855|GSHB_MOUSE	tr|I3MHQ5|I3MHQ5_ICTTR
OG0006709	sp|Q60718|ADAM2_MOUSE	tr|I3MID8|I3MID8_ICTTR
OG0006710	sp|Q8R0P4|AAMDC_MOUSE	tr|I3MIX9|I3MIX9_ICTTR
OG0006711	sp|Q5HZK1|CEP44_MOUSE	tr|I3MJ25|I3MJ25_ICTTR
OG0006712	sp|Q8CAA5|F163A_MOUSE	tr|I3MJF7|I3MJF7_ICTTR
OG0006713	sp|Q8R370|USBP1_MOUSE	tr|I3MKM6|I3MKM6_ICTTR
OG0006714	sp|Q9EQK7|ICMT_MOUSE	tr|I3MMF7|I3MMF7_ICTTR
OG0006715	sp|Q8BGE6|ATG4B_MOUSE	tr|I3MNG7|I3MNG7_ICTTR
OG0006716	sp|O35949|ELOV3_MOUSE	tr|I3MP00|I3MP00_ICTTR
OG0006717	sp|E9Q173|BTBDG_MOUSE	tr|I3MPG9|I3MPG9_ICTTR
OG0006718	sp|Q9CQ44|TM218_MOUSE	tr|I3MRB3|I3MRB3_ICTTR
OG0006719	sp|Q14AK4|ZDH11_MOUSE	tr|I3MS10|I3MS10_ICTTR
OG0006720	sp|Q810C1|SLIK1_MOUSE	tr|I3MS96|I3MS96_ICTTR
OG0006721	sp|Q91WL8|WWOX_MOUSE	tr|I3MU62|I3MU62_ICTTR
OG0006722	sp|Q02242|PDCD1_MOUSE	tr|I3MV40|I3MV40_ICTTR
OG0006723	sp|Q99PH1|LRRC4_MOUSE	tr|I3MVY6|I3MVY6_ICTTR
OG0006724	sp|Q66JX5|CEP43_MOUSE	tr|I3MWQ1|I3MWQ1_ICTTR
OG0006725	sp|Q8BSL4|HS3S5_MOUSE	tr|I3MWX3|I3MWX3_ICTTR
OG0006726	sp|Q9D1N4|MYMK_MOUSE	tr|I3MXP3|I3MXP3_ICTTR
OG0006727	sp|Q9WTQ5|AKA12_MOUSE	tr|I3MY19|I3MY19_ICTTR
OG0006728	sp|Q9CWT6|DDX28_MOUSE	tr|I3MZC2|I3MZC2_ICTTR
OG0006729	sp|Q76LL6|FHOD3_MOUSE	tr|I3N0S0|I3N0S0_ICTTR
OG0006730	sp|Q5ND34|WDR81_MOUSE	tr|I3N259|I3N259_ICTTR
OG0006731	sp|J3QMI4|CAHM3_MOUSE	tr|I3N2H4|I3N2H4_ICTTR
OG0006732	sp|Q61585|G0S2_MOUSE	tr|I3N3K4|I3N3K4_ICTTR
OG0006733	sp|Q9DAU1|CNPY3_MOUSE	tr|I3N640|I3N640_ICTTR
OG0006734	sp|P62281|RS11_MOUSE	tr|I3NAL3|I3NAL3_ICTTR
OG0006735	sp|Q3UE17|MEX3D_MOUSE	tr|I3NDI2|I3NDI2_ICTTR
OG0006736	sp|Q65Z93|YPEL4_MOUSE	tr|I3NEB9|I3NEB9_ICTTR
OG0006737	sp|Q5STE3|FSTL4_MOUSE	tr|I3NFN7|I3NFN7_ICTTR
OG0006738	sp|Q3UGP8|AG10B_MOUSE	tr|I3NHW0|I3NHW0_ICTTR
OG0006739	sp|A0A140LHF2|VSXL2_MOUSE	tr|A0A287CSB1|A0A287CSB1_ICTTR
OG0006740	sp|Q04735|CDK16_MOUSE	tr|A0A287CTJ4|A0A287CTJ4_ICTTR
OG0006741	sp|Q9Z2S7|T22D3_MOUSE	tr|A0A287CU53|A0A287CU53_ICTTR
OG0006742	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A287CV43|A0A287CV43_ICTTR
OG0006743	tr|A2ATK9|A2ATK9_MOUSE	tr|A0A287CV89|A0A287CV89_ICTTR
OG0006744	sp|Q08093|CNN2_MOUSE	tr|A0A287CWA1|A0A287CWA1_ICTTR
OG0006745	sp|Q8K2H3|FA13B_MOUSE	tr|A0A287CZU4|A0A287CZU4_ICTTR
OG0006746	sp|P97372|PSME2_MOUSE	tr|A0A287D0S4|A0A287D0S4_ICTTR
OG0006747	tr|A0A286YDY8|A0A286YDY8_MOUSE	tr|A0A287D1W2|A0A287D1W2_ICTTR
OG0006748	sp|Q9R0L6|PCM1_MOUSE	tr|A0A287D3E6|A0A287D3E6_ICTTR
OG0006749	sp|Q9QZD8|DIC_MOUSE	tr|A0A287D8E2|A0A287D8E2_ICTTR
OG0006750	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A287DAE1|A0A287DAE1_ICTTR
OG0006751	sp|P97764|WBP1_MOUSE	tr|A0A287DE20|A0A287DE20_ICTTR
OG0006752	sp|Q9ERL7|GMFG_MOUSE	tr|A0A287DG47|A0A287DG47_ICTTR
OG0006753	sp|P31532|SAA4_MOUSE	tr|I3LVU0|I3LVU0_ICTTR
OG0006754	sp|P54285|CACB3_MOUSE	tr|I3M3T0|I3M3T0_ICTTR
OG0006755	sp|O89001|CBPD_MOUSE	tr|I3M3W6|I3M3W6_ICTTR
OG0006756	sp|Q62277|SYPH_MOUSE	tr|I3M427|I3M427_ICTTR
OG0006757	sp|A2A7Q9|RN19B_MOUSE	tr|I3M4E8|I3M4E8_ICTTR
OG0006758	sp|P58307|OX1R_MOUSE	tr|I3M667|I3M667_ICTTR
OG0006759	sp|B2RXZ1|PNDC1_MOUSE	tr|I3M6D0|I3M6D0_ICTTR
OG0006760	sp|Q8R4I4|TF2AY_MOUSE	tr|I3M6T2|I3M6T2_ICTTR
OG0006761	sp|Q8CG71|P3H2_MOUSE	tr|I3M822|I3M822_ICTTR
OG0006762	sp|Q01279|EGFR_MOUSE	tr|I3M8G8|I3M8G8_ICTTR
OG0006763	sp|O70492|SNX3_MOUSE	tr|I3M9D9|I3M9D9_ICTTR
OG0006764	sp|Q9Z206|ARHG8_MOUSE	tr|I3M9N1|I3M9N1_ICTTR
OG0006765	sp|Q01065|PDE1B_MOUSE	tr|I3MB41|I3MB41_ICTTR
OG0006766	sp|Q61609|S20A1_MOUSE	tr|I3MB75|I3MB75_ICTTR
OG0006767	sp|P52912|TIA1_MOUSE	tr|I3MBE4|I3MBE4_ICTTR
OG0006768	sp|O88746|TOM1_MOUSE	tr|I3MCJ1|I3MCJ1_ICTTR
OG0006769	sp|Q9D8E6|RL4_MOUSE	tr|I3MD57|I3MD57_ICTTR
OG0006770	sp|Q8BJ52|PLPR5_MOUSE	tr|I3MD85|I3MD85_ICTTR
OG0006771	sp|Q80UW5|MRCKG_MOUSE	tr|I3MEA1|I3MEA1_ICTTR
OG0006772	sp|Q8R4H9|ZNT5_MOUSE	tr|I3MFJ3|I3MFJ3_ICTTR
OG0006773	sp|Q6ZPR1|CFA97_MOUSE	tr|I3MG89|I3MG89_ICTTR
OG0006774	sp|Q6P549|SHIP2_MOUSE	tr|I3MGA5|I3MGA5_ICTTR
OG0006775	sp|Q810I2|TRI50_MOUSE	tr|I3MGF8|I3MGF8_ICTTR
OG0006776	sp|Q9Z0L3|OC90_MOUSE	tr|I3MGP6|I3MGP6_ICTTR
OG0006777	sp|Q8R2X8|GO45_MOUSE	tr|I3MHF2|I3MHF2_ICTTR
OG0006778	sp|Q8BS90|BORA_MOUSE	tr|I3MI81|I3MI81_ICTTR
OG0006779	sp|Q8C156|CND2_MOUSE	tr|I3MJ75|I3MJ75_ICTTR
OG0006780	sp|Q9D5D8|CDYL2_MOUSE	tr|I3MK65|I3MK65_ICTTR
OG0006781	sp|Q99J31|OPHN1_MOUSE	tr|I3MKI5|I3MKI5_ICTTR
OG0006782	sp|Q9CZN7|GLYM_MOUSE	tr|I3MKW9|I3MKW9_ICTTR
OG0006783	sp|Q8R1T4|S35A3_MOUSE	tr|I3MKZ8|I3MKZ8_ICTTR
OG0006784	sp|Q9DC26|S46A3_MOUSE	tr|I3MLI0|I3MLI0_ICTTR
OG0006785	sp|Q9DBY8|NVL_MOUSE	tr|I3MNG6|I3MNG6_ICTTR
OG0006786	sp|P60603|ROMO1_MOUSE	tr|I3MPJ7|I3MPJ7_ICTTR
OG0006787	sp|Q9DA01|EPPI_MOUSE	tr|I3MQG5|I3MQG5_ICTTR
OG0006788	sp|P27005|S10A8_MOUSE	tr|I3MT07|I3MT07_ICTTR
OG0006789	sp|P19091|ANDR_MOUSE	tr|I3MT20|I3MT20_ICTTR
OG0006790	sp|D3YWX3|PAT13_MOUSE	tr|I3MU95|I3MU95_ICTTR
OG0006791	sp|P52734|FGD1_MOUSE	tr|I3MUQ0|I3MUQ0_ICTTR
OG0006792	sp|Q7TSK2|SEZ6_MOUSE	tr|I3MVQ1|I3MVQ1_ICTTR
OG0006793	tr|E9Q2U8|E9Q2U8_MOUSE	tr|I3MXS8|I3MXS8_ICTTR
OG0006794	sp|Q66LM6|F170A_MOUSE	tr|I3N4S8|I3N4S8_ICTTR
OG0006795	sp|Q99MQ4|ASPN_MOUSE	tr|I3N5Y7|I3N5Y7_ICTTR
OG0006796	sp|Q9D7M8|RPB4_MOUSE	tr|I3N6B3|I3N6B3_ICTTR
OG0006797	sp|P58064|RT06_MOUSE	tr|I3N9P1|I3N9P1_ICTTR
OG0006798	sp|Q50H32|GRCR1_MOUSE	tr|I3N9V3|I3N9V3_ICTTR
OG0006799	sp|Q8K327|CHAP1_MOUSE	tr|I3NAB7|I3NAB7_ICTTR
OG0006800	sp|Q9D3L0|F174A_MOUSE	tr|I3NCQ4|I3NCQ4_ICTTR
OG0006801	sp|P62305|RUXE_MOUSE	tr|I3ND94|I3ND94_ICTTR
OG0006802	sp|Q7TN31|AGGF1_MOUSE	tr|I3NDR4|I3NDR4_ICTTR
OG0006803	sp|Q8K2Q9|SHOT1_MOUSE	tr|I3NFV5|I3NFV5_ICTTR
OG0006804	sp|Q6PDM1|MSL1_MOUSE	tr|I3NFZ7|I3NFZ7_ICTTR
OG0006805	sp|Q8BS45|IFT56_MOUSE	tr|I3NHQ8|I3NHQ8_ICTTR
OG0006806	sp|Q9ERD6|RGPS2_MOUSE	tr|A0A287CT30|A0A287CT30_ICTTR
OG0006807	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A287CWB4|A0A287CWB4_ICTTR
OG0006808	tr|A2ACQ1|A2ACQ1_MOUSE	tr|A0A287CX99|A0A287CX99_ICTTR
OG0006809	sp|P59999|ARPC4_MOUSE	tr|A0A287D2P9|A0A287D2P9_ICTTR
OG0006810	sp|A2ARI4|LGR4_MOUSE	tr|A0A287D4A4|A0A287D4A4_ICTTR
OG0006811	sp|Q99ME3|SNCAP_MOUSE	tr|A0A287DA62|A0A287DA62_ICTTR
OG0006812	sp|Q91ZT7|ASB10_MOUSE	tr|A0A287DBQ3|A0A287DBQ3_ICTTR
OG0006813	sp|Q505K2|FHI1A_MOUSE	tr|A0A287DCK0|A0A287DCK0_ICTTR
OG0006814	sp|Q924S7|SPRE2_MOUSE	tr|A0A287DCX5|A0A287DCX5_ICTTR
OG0006815	sp|Q8BH47|SC22A_MOUSE	tr|I3LVV9|I3LVV9_ICTTR
OG0006816	sp|Q8VDU5|SNRK_MOUSE	tr|I3LWD8|I3LWD8_ICTTR
OG0006817	sp|Q8K211|COPT1_MOUSE	tr|I3LWX1|I3LWX1_ICTTR
OG0006818	sp|Q9D9S3|RWD2A_MOUSE	tr|I3LYB2|I3LYB2_ICTTR
OG0006819	sp|Q8CF25|CS067_MOUSE	tr|I3LYD2|I3LYD2_ICTTR
OG0006820	sp|P25206|MCM3_MOUSE	tr|I3LYF8|I3LYF8_ICTTR
OG0006821	sp|Q61425|HCDH_MOUSE	tr|I3LYG1|I3LYG1_ICTTR
OG0006822	sp|Q8R164|BPHL_MOUSE	tr|I3LYT0|I3LYT0_ICTTR
OG0006823	tr|E9PUR0|E9PUR0_MOUSE	tr|I3LZI0|I3LZI0_ICTTR
OG0006824	sp|Q91VU1|YIPF1_MOUSE	tr|I3M0S2|I3M0S2_ICTTR
OG0006825	sp|Q8R107|PRLD1_MOUSE	tr|I3M0W3|I3M0W3_ICTTR
OG0006826	sp|Q8BGN6|TMG4_MOUSE	tr|I3M170|I3M170_ICTTR
OG0006827	sp|Q3UVL4|VPS51_MOUSE	tr|I3M208|I3M208_ICTTR
OG0006828	sp|Q99JX3|GORS2_MOUSE	tr|I3M268|I3M268_ICTTR
OG0006829	sp|Q03288|ASIP_MOUSE	tr|I3M2D9|I3M2D9_ICTTR
OG0006830	sp|Q6YND2|ZN653_MOUSE	tr|I3M2N3|I3M2N3_ICTTR
OG0006831	sp|Q6P5C5|SMUG1_MOUSE	tr|I3M4F6|I3M4F6_ICTTR
OG0006832	tr|D3Z5W0|D3Z5W0_MOUSE	tr|I3M5P1|I3M5P1_ICTTR
