Orthogroup	Mus_musculus	Erinaceus_europaeus
OG0005619	sp|Q9Z103|ADNP_MOUSE	tr|A0A1S3WNU4|A0A1S3WNU4_ERIEU
OG0005620	sp|Q8C4U2|TM145_MOUSE	tr|A0A1S3WNX3|A0A1S3WNX3_ERIEU
OG0005621	sp|Q80W22|THNS2_MOUSE	tr|A0A1S3WPP8|A0A1S3WPP8_ERIEU
OG0005622	sp|Q9R0N5|SYT5_MOUSE	tr|A0A1S3WRG4|A0A1S3WRG4_ERIEU
OG0005623	sp|Q8R2V3|ZN445_MOUSE	tr|A0A1S3WS96|A0A1S3WS96_ERIEU
OG0005624	sp|Q6P9L6|KIF15_MOUSE	tr|A0A1S3WSF6|A0A1S3WSF6_ERIEU
OG0005625	sp|Q9D9A7|PTG3L_MOUSE	tr|A0A1S3WTH9|A0A1S3WTH9_ERIEU
OG0005626	sp|P08680|HEM0_MOUSE	tr|A0A1S3WU17|A0A1S3WU17_ERIEU
OG0005627	sp|Q8R3V6|CUED1_MOUSE	tr|A0A1S3WU33|A0A1S3WU33_ERIEU
OG0005628	sp|P15307|REL_MOUSE	tr|A0A1S3WX23|A0A1S3WX23_ERIEU
OG0005629	sp|Q9JKV2|CILK1_MOUSE	tr|A0A1S2ZAX6|A0A1S2ZAX6_ERIEU
OG0005630	sp|Q7TSV6|AATC2_MOUSE	tr|A0A1S2ZBF0|A0A1S2ZBF0_ERIEU
OG0005631	tr|B9EHG2|B9EHG2_MOUSE	tr|A0A1S2ZHZ6|A0A1S2ZHZ6_ERIEU
OG0005632	sp|A2RSX4|STPG3_MOUSE	tr|A0A1S2ZME9|A0A1S2ZME9_ERIEU
OG0005633	sp|Q8CB59|F161B_MOUSE	tr|A0A1S2ZMX4|A0A1S2ZMX4_ERIEU
OG0005634	sp|Q04892|SOX14_MOUSE	tr|A0A1S2ZMY7|A0A1S2ZMY7_ERIEU
OG0005635	sp|Q08189|TGM3_MOUSE	tr|A0A1S2ZQR1|A0A1S2ZQR1_ERIEU
OG0005636	sp|Q9CQZ5|NDUA6_MOUSE	tr|A0A1S2ZRN0|A0A1S2ZRN0_ERIEU
OG0005637	sp|Q61045|SIM1_MOUSE	tr|A0A1S2ZSQ4|A0A1S2ZSQ4_ERIEU
OG0005638	tr|D3Z286|D3Z286_MOUSE	tr|A0A1S2ZSZ2|A0A1S2ZSZ2_ERIEU
OG0005639	sp|Q8BW10|NOB1_MOUSE	tr|A0A1S2ZU80|A0A1S2ZU80_ERIEU
OG0005640	tr|E9PV66|E9PV66_MOUSE	tr|A0A1S2ZVS2|A0A1S2ZVS2_ERIEU
OG0005641	sp|P49660|SSR4_MOUSE	tr|A0A1S2ZW52|A0A1S2ZW52_ERIEU
OG0005642	sp|Q5NC05|TTF2_MOUSE	tr|A0A1S2ZW78|A0A1S2ZW78_ERIEU
OG0005643	sp|Q9JJY4|DDX20_MOUSE	tr|A0A1S2ZZG2|A0A1S2ZZG2_ERIEU
OG0005644	sp|P21275|BMP4_MOUSE	tr|A0A1S3A0F8|A0A1S3A0F8_ERIEU
OG0005645	sp|Q99J47|DRS7B_MOUSE	tr|A0A1S3A5I4|A0A1S3A5I4_ERIEU
OG0005646	sp|P59111|KCNH8_MOUSE	tr|A0A1S3A5Q8|A0A1S3A5Q8_ERIEU
OG0005647	sp|Q9CQN3|TOM6_MOUSE	tr|A0A1S3A5R9|A0A1S3A5R9_ERIEU
OG0005648	sp|Q9D8U2|TM41A_MOUSE	tr|A0A1S3A5V6|A0A1S3A5V6_ERIEU
OG0005649	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A1S3A6C1|A0A1S3A6C1_ERIEU
OG0005650	sp|Q9CRA5|GOLP3_MOUSE	tr|A0A1S3A7F2|A0A1S3A7F2_ERIEU
OG0005651	sp|Q6NT99|DUS23_MOUSE	tr|A0A1S3A7F4|A0A1S3A7F4_ERIEU
OG0005652	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A1S3A7T6|A0A1S3A7T6_ERIEU
OG0005653	sp|Q62383|SPT6H_MOUSE	tr|A0A1S3A7Y2|A0A1S3A7Y2_ERIEU
OG0005654	sp|Q8CCX5|KT222_MOUSE	tr|A0A1S3A8P5|A0A1S3A8P5_ERIEU
OG0005655	sp|Q8BLQ0|F124B_MOUSE	tr|A0A1S3AAA1|A0A1S3AAA1_ERIEU
OG0005656	sp|Q6P9R4|ARHGI_MOUSE	tr|A0A1S3ACJ3|A0A1S3ACJ3_ERIEU
OG0005657	sp|Q8R2Q6|TECT3_MOUSE	tr|A0A1S3ADX0|A0A1S3ADX0_ERIEU
OG0005658	sp|Q80WY3|NANO1_MOUSE	tr|A0A1S3AGT8|A0A1S3AGT8_ERIEU
OG0005659	sp|Q8BQ47|CNPY4_MOUSE	tr|A0A1S3AH12|A0A1S3AH12_ERIEU
OG0005660	sp|Q9ERL9|GCYA1_MOUSE	tr|A0A1S3AH83|A0A1S3AH83_ERIEU
OG0005661	sp|Q9CY52|THG1_MOUSE	tr|A0A1S3AIP2|A0A1S3AIP2_ERIEU
OG0005662	sp|Q80VU4|NTF4_MOUSE	tr|A0A1S3AJT3|A0A1S3AJT3_ERIEU
OG0005663	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A1S3ANN3|A0A1S3ANN3_ERIEU
OG0005664	sp|Q8C1F4|CGAT2_MOUSE	tr|A0A1S3AP49|A0A1S3AP49_ERIEU
OG0005665	sp|Q6PB60|BHLH9_MOUSE	tr|A0A1S3APN6|A0A1S3APN6_ERIEU
OG0005666	sp|Q8BN59|LARP6_MOUSE	tr|A0A1S3AQ03|A0A1S3AQ03_ERIEU
OG0005667	sp|D3YVL2|CFA70_MOUSE	tr|A0A1S3AQZ4|A0A1S3AQZ4_ERIEU
OG0005668	sp|Q9R0Q3|TMED2_MOUSE	tr|A0A1S3W235|A0A1S3W235_ERIEU
OG0005669	sp|Q810U5|CCD50_MOUSE	tr|A0A1S3W470|A0A1S3W470_ERIEU
OG0005670	sp|Q9D211|C2AIL_MOUSE	tr|A0A1S3W700|A0A1S3W700_ERIEU
OG0005671	sp|P20357|MTAP2_MOUSE	tr|A0A1S3W7L7|A0A1S3W7L7_ERIEU
OG0005672	sp|Q8BSE0|RMD2_MOUSE	tr|A0A1S3W8A6|A0A1S3W8A6_ERIEU
OG0005673	sp|Q9WU78|PDC6I_MOUSE	tr|A0A1S3WD35|A0A1S3WD35_ERIEU
OG0005674	tr|A0A140LJ72|A0A140LJ72_MOUSE	tr|A0A1S3WF93|A0A1S3WF93_ERIEU
OG0005675	sp|Q80YR3|SKDA1_MOUSE	tr|A0A1S3WFC0|A0A1S3WFC0_ERIEU
OG0005676	sp|D3Z5T1|CCD78_MOUSE	tr|A0A1S3WHR5|A0A1S3WHR5_ERIEU
OG0005677	sp|Q3UDK1|TRAD1_MOUSE	tr|A0A1S3WIT3|A0A1S3WIT3_ERIEU
OG0005678	sp|Q99LM2|CK5P3_MOUSE	tr|A0A1S3WK56|A0A1S3WK56_ERIEU
OG0005679	sp|A2A9T0|TBKB1_MOUSE	tr|A0A1S3WK61|A0A1S3WK61_ERIEU
OG0005680	sp|Q8R4T1|CYS1_MOUSE	tr|A0A1S3WKK2|A0A1S3WKK2_ERIEU
OG0005681	sp|Q922C1|CS044_MOUSE	tr|A0A1S3WP25|A0A1S3WP25_ERIEU
OG0005682	sp|Q60936|COQ8A_MOUSE	tr|A0A1S3WQG4|A0A1S3WQG4_ERIEU
OG0005683	sp|Q80TG1|KANL1_MOUSE	tr|A0A1S3WSG4|A0A1S3WSG4_ERIEU
OG0005684	sp|P60469|LIPA3_MOUSE	tr|A0A1S3WSH2|A0A1S3WSH2_ERIEU
OG0005685	sp|Q8K262|PLAC9_MOUSE	tr|A0A1S3WWS7|A0A1S3WWS7_ERIEU
OG0005686	sp|P24622|CRYAA_MOUSE	sp|P82533|CRYAA_ERIEU
OG0005687	sp|Q9QZB0|RGS17_MOUSE	tr|A0A1S2ZA08|A0A1S2ZA08_ERIEU
OG0005688	sp|Q5HZI1|MTUS1_MOUSE	tr|A0A1S2ZAD3|A0A1S2ZAD3_ERIEU
OG0005689	sp|P62264|RS14_MOUSE	tr|A0A1S2ZAN3|A0A1S2ZAN3_ERIEU
OG0005690	sp|P35288|RAB23_MOUSE	tr|A0A1S2ZAU8|A0A1S2ZAU8_ERIEU
OG0005691	sp|Q9JI48|PLAC8_MOUSE	tr|A0A1S2ZFF2|A0A1S2ZFF2_ERIEU
OG0005692	sp|P97785|GFRA1_MOUSE	tr|A0A1S2ZIU1|A0A1S2ZIU1_ERIEU
OG0005693	sp|Q52KB6|C2CD3_MOUSE	tr|A0A1S2ZJJ9|A0A1S2ZJJ9_ERIEU
OG0005694	sp|Q8K4Z6|GPC6A_MOUSE	tr|A0A1S2ZL68|A0A1S2ZL68_ERIEU
OG0005695	sp|Q3TZM9|ALG11_MOUSE	tr|A0A1S2ZMG4|A0A1S2ZMG4_ERIEU
OG0005696	sp|Q8K409|DPOLB_MOUSE	tr|A0A1S2ZQ37|A0A1S2ZQ37_ERIEU
OG0005697	sp|Q67BJ4|A4GAT_MOUSE	tr|A0A1S2ZRQ3|A0A1S2ZRQ3_ERIEU
OG0005698	sp|Q8VC74|COX18_MOUSE	tr|A0A1S2ZRW1|A0A1S2ZRW1_ERIEU
OG0005699	sp|P05977|MYL1_MOUSE	tr|A0A1S2ZU29|A0A1S2ZU29_ERIEU
OG0005700	sp|Q61818|RAI1_MOUSE	tr|A0A1S2ZXV8|A0A1S2ZXV8_ERIEU
OG0005701	sp|O88622|PARG_MOUSE	tr|A0A1S2ZYF5|A0A1S2ZYF5_ERIEU
OG0005702	sp|Q62424|HXA13_MOUSE	tr|A0A1S2ZZE2|A0A1S2ZZE2_ERIEU
OG0005703	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A1S2ZZQ5|A0A1S2ZZQ5_ERIEU
OG0005704	sp|Q8VIG6|TRAIP_MOUSE	tr|A0A1S3A078|A0A1S3A078_ERIEU
OG0005705	sp|Q9WUH1|TM115_MOUSE	tr|A0A1S3A095|A0A1S3A095_ERIEU
OG0005706	sp|Q6NVF0|OCRL_MOUSE	tr|A0A1S3A124|A0A1S3A124_ERIEU
OG0005707	sp|Q6X632|GPR75_MOUSE	tr|A0A1S3A1U1|A0A1S3A1U1_ERIEU
OG0005708	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A1S3A335|A0A1S3A335_ERIEU
OG0005709	sp|O88609|LMX1B_MOUSE	tr|A0A1S3A3T3|A0A1S3A3T3_ERIEU
OG0005710	sp|Q921C5|BICD2_MOUSE	tr|A0A1S3A4J2|A0A1S3A4J2_ERIEU
OG0005711	sp|Q8BKA3|SRRM4_MOUSE	tr|A0A1S3A4U0|A0A1S3A4U0_ERIEU
OG0005712	sp|Q99N28|CADM3_MOUSE	tr|A0A1S3A7H0|A0A1S3A7H0_ERIEU
OG0005713	sp|Q14AX6|CDK12_MOUSE	tr|A0A1S3A8F2|A0A1S3A8F2_ERIEU
OG0005714	sp|Q925J9|MED1_MOUSE	tr|A0A1S3A8K5|A0A1S3A8K5_ERIEU
OG0005715	sp|P47867|SCG3_MOUSE	tr|A0A1S3AAD4|A0A1S3AAD4_ERIEU
OG0005716	sp|P0C7A3|MBOA4_MOUSE	tr|A0A1S3AB50|A0A1S3AB50_ERIEU
OG0005717	sp|Q80SX8|PIF1_MOUSE	tr|A0A1S3ABR7|A0A1S3ABR7_ERIEU
OG0005718	sp|Q99LH2|PTSS1_MOUSE	tr|A0A1S3AC59|A0A1S3AC59_ERIEU
OG0005719	sp|Q9WTX6|CUL1_MOUSE	tr|A0A1S3ACJ9|A0A1S3ACJ9_ERIEU
OG0005720	sp|Q91YK8|LYPD3_MOUSE	tr|A0A1S3ACU2|A0A1S3ACU2_ERIEU
OG0005721	sp|Q6V595|KLHL6_MOUSE	tr|A0A1S3AFD5|A0A1S3AFD5_ERIEU
OG0005722	sp|Q3UW21|COLL2_MOUSE	tr|A0A1S3AFU7|A0A1S3AFU7_ERIEU
OG0005723	sp|Q99NB9|SF3B1_MOUSE	tr|A0A1S3AG14|A0A1S3AG14_ERIEU
OG0005724	sp|Q8BQU6|CXG2_MOUSE	tr|A0A1S3AHA2|A0A1S3AHA2_ERIEU
OG0005725	sp|Q01279|EGFR_MOUSE	tr|A0A1S3AHV3|A0A1S3AHV3_ERIEU
OG0005726	sp|B2RRF6|Z518A_MOUSE	tr|A0A1S3AI14|A0A1S3AI14_ERIEU
OG0005727	sp|O35298|AOAH_MOUSE	tr|A0A1S3AID6|A0A1S3AID6_ERIEU
OG0005728	sp|P80318|TCPG_MOUSE	tr|A0A1S3AIN5|A0A1S3AIN5_ERIEU
OG0005729	sp|Q8BW49|TTC12_MOUSE	tr|A0A1S3AJW8|A0A1S3AJW8_ERIEU
OG0005730	sp|Q9CQS4|S2546_MOUSE	tr|A0A1S3AK99|A0A1S3AK99_ERIEU
OG0005731	sp|Q8BG67|EFR3A_MOUSE	tr|A0A1S3AKD5|A0A1S3AKD5_ERIEU
OG0005732	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A1S3AKL3|A0A1S3AKL3_ERIEU
OG0005733	sp|O88942|NFAC1_MOUSE	tr|A0A1S3ALQ2|A0A1S3ALQ2_ERIEU
OG0005734	sp|Q99J10|CTU1_MOUSE	tr|A0A1S3ALT6|A0A1S3ALT6_ERIEU
OG0005735	sp|Q8CHG3|GCC2_MOUSE	tr|A0A1S3AMN3|A0A1S3AMN3_ERIEU
OG0005736	sp|Q80X71|T106B_MOUSE	tr|A0A1S3AMQ0|A0A1S3AMQ0_ERIEU
OG0005737	sp|O35646|CAN6_MOUSE	tr|A0A1S3AQ27|A0A1S3AQ27_ERIEU
OG0005738	sp|Q9D8T2|GSDMD_MOUSE	tr|A0A1S3W2K8|A0A1S3W2K8_ERIEU
OG0005739	sp|Q8K199|COXM2_MOUSE	tr|A0A1S3W378|A0A1S3W378_ERIEU
OG0005740	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A1S3W3F2|A0A1S3W3F2_ERIEU
OG0005741	sp|Q9DCV6|DELE1_MOUSE	tr|A0A1S3W6A0|A0A1S3W6A0_ERIEU
OG0005742	sp|Q6PH08|ERC2_MOUSE	tr|A0A1S3W8U7|A0A1S3W8U7_ERIEU
OG0005743	sp|Q8VEM8|MPCP_MOUSE	tr|A0A1S3WAQ0|A0A1S3WAQ0_ERIEU
OG0005744	sp|Q99MY8|ASH1L_MOUSE	tr|A0A1S3WE87|A0A1S3WE87_ERIEU
OG0005745	sp|Q8R5C8|ZMY11_MOUSE	tr|A0A1S3WFC6|A0A1S3WFC6_ERIEU
OG0005746	sp|Q8VDT9|RM50_MOUSE	tr|A0A1S3WG77|A0A1S3WG77_ERIEU
OG0005747	sp|Q6PFD9|NUP98_MOUSE	tr|A0A1S3WGZ1|A0A1S3WGZ1_ERIEU
OG0005748	sp|Q63961|EGLN_MOUSE	tr|A0A1S3WII9|A0A1S3WII9_ERIEU
OG0005749	sp|O88875|BY55_MOUSE	tr|A0A1S3WIK7|A0A1S3WIK7_ERIEU
OG0005750	sp|Q6U7R4|TIMD4_MOUSE	tr|A0A1S3WIY9|A0A1S3WIY9_ERIEU
OG0005751	sp|Q9CWQ8|CAST1_MOUSE	tr|A0A1S3WJC5|A0A1S3WJC5_ERIEU
OG0005752	tr|F6ZPB0|F6ZPB0_MOUSE	tr|A0A1S3WKG0|A0A1S3WKG0_ERIEU
OG0005753	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A1S3WKI4|A0A1S3WKI4_ERIEU
OG0005754	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A1S3WLP2|A0A1S3WLP2_ERIEU
OG0005755	sp|Q62356|FSTL1_MOUSE	tr|A0A1S3WML4|A0A1S3WML4_ERIEU
OG0005756	sp|Q8BSV3|BEND7_MOUSE	tr|A0A1S3WMS9|A0A1S3WMS9_ERIEU
OG0005757	tr|G3X8X0|G3X8X0_MOUSE	tr|A0A1S3WMV0|A0A1S3WMV0_ERIEU
OG0005758	sp|D3YZV8|CCDC8_MOUSE	tr|A0A1S3WNE2|A0A1S3WNE2_ERIEU
OG0005759	sp|D3YXS5|KIF28_MOUSE	tr|A0A1S3WPW7|A0A1S3WPW7_ERIEU
OG0005760	sp|Q6KAQ7|ZZZ3_MOUSE	tr|A0A1S3WQ36|A0A1S3WQ36_ERIEU
OG0005761	sp|Q8K2C6|SIR5_MOUSE	tr|A0A1S3WWN1|A0A1S3WWN1_ERIEU
OG0005762	sp|Q8BHL4|RAI3_MOUSE	tr|A0A1S2Z999|A0A1S2Z999_ERIEU
OG0005763	sp|P50462|CSRP3_MOUSE	tr|A0A1S2Z9J4|A0A1S2Z9J4_ERIEU
OG0005764	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A1S2ZAM6|A0A1S2ZAM6_ERIEU
OG0005765	tr|E9Q9K8|E9Q9K8_MOUSE	tr|A0A1S2ZBM2|A0A1S2ZBM2_ERIEU
OG0005766	sp|Q8K2V6|IPO11_MOUSE	tr|A0A1S2ZBV2|A0A1S2ZBV2_ERIEU
OG0005767	sp|Q8BVI4|DHPR_MOUSE	tr|A0A1S2ZE00|A0A1S2ZE00_ERIEU
OG0005768	sp|Q64277|BST1_MOUSE	tr|A0A1S2ZE10|A0A1S2ZE10_ERIEU
OG0005769	sp|P97348|RHOD_MOUSE	tr|A0A1S2ZFW2|A0A1S2ZFW2_ERIEU
OG0005770	sp|Q9CR47|NSA2_MOUSE	tr|A0A1S2ZGC6|A0A1S2ZGC6_ERIEU
OG0005771	sp|Q8CIV3|LIPH_MOUSE	tr|A0A1S2ZIF6|A0A1S2ZIF6_ERIEU
OG0005772	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A1S2ZIP3|A0A1S2ZIP3_ERIEU
OG0005773	tr|F6R5P4|F6R5P4_MOUSE	tr|A0A1S2ZJ80|A0A1S2ZJ80_ERIEU
OG0005774	sp|Q5PT54|NTCP5_MOUSE	tr|A0A1S2ZJC2|A0A1S2ZJC2_ERIEU
OG0005775	sp|Q8K078|SO4A1_MOUSE	tr|A0A1S2ZJS5|A0A1S2ZJS5_ERIEU
OG0005776	tr|E9PW83|E9PW83_MOUSE	tr|A0A1S2ZLS8|A0A1S2ZLS8_ERIEU
OG0005777	sp|Q9EP72|EMC7_MOUSE	tr|A0A1S2ZMN9|A0A1S2ZMN9_ERIEU
OG0005778	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A1S2ZND1|A0A1S2ZND1_ERIEU
OG0005779	sp|Q8BFU3|RN214_MOUSE	tr|A0A1S2ZQL9|A0A1S2ZQL9_ERIEU
OG0005780	sp|Q80UM7|MOGS_MOUSE	tr|A0A1S2ZRI5|A0A1S2ZRI5_ERIEU
OG0005781	sp|Q6PAR0|KLD10_MOUSE	tr|A0A1S2ZTD0|A0A1S2ZTD0_ERIEU
OG0005782	sp|Q64521|GPDM_MOUSE	tr|A0A1S2ZTL7|A0A1S2ZTL7_ERIEU
OG0005783	sp|Q9D136|OGFD3_MOUSE	tr|A0A1S2ZU00|A0A1S2ZU00_ERIEU
OG0005784	sp|Q9Z266|SNAPN_MOUSE	tr|A0A1S2ZVZ6|A0A1S2ZVZ6_ERIEU
OG0005785	sp|P25085|IL1RA_MOUSE	tr|A0A1S2ZW48|A0A1S2ZW48_ERIEU
OG0005786	sp|Q8K4T1|SIA8F_MOUSE	tr|A0A1S2ZXX1|A0A1S2ZXX1_ERIEU
OG0005787	sp|Q9DBX7|HEYL_MOUSE	tr|A0A1S2ZZU3|A0A1S2ZZU3_ERIEU
OG0005788	sp|O88632|SEM3F_MOUSE	tr|A0A1S3A089|A0A1S3A089_ERIEU
OG0005789	sp|Q9Z0F0|B3GT4_MOUSE	tr|A0A1S3A0L5|A0A1S3A0L5_ERIEU
OG0005790	sp|Q80SY5|PR38B_MOUSE	tr|A0A1S3A2J5|A0A1S3A2J5_ERIEU
OG0005791	sp|Q9WVJ0|KCNH3_MOUSE	tr|A0A1S3A351|A0A1S3A351_ERIEU
OG0005792	sp|Q8BFS9|ASND1_MOUSE	tr|A0A1S3A4A0|A0A1S3A4A0_ERIEU
OG0005793	sp|Q9CY97|SSU72_MOUSE	tr|A0A1S3A579|A0A1S3A579_ERIEU
OG0005794	sp|Q9CY45|EFMT1_MOUSE	tr|A0A1S3A5B2|A0A1S3A5B2_ERIEU
OG0005795	sp|A2ADU8|DG2L6_MOUSE	tr|A0A1S3A7Z3|A0A1S3A7Z3_ERIEU
OG0005796	sp|Q9CPU2|NDUB2_MOUSE	tr|A0A1S3AAS4|A0A1S3AAS4_ERIEU
OG0005797	sp|P15037|ETS2_MOUSE	tr|A0A1S3AB52|A0A1S3AB52_ERIEU
OG0005798	sp|Q8BJ51|MFS11_MOUSE	tr|A0A1S3ABW8|A0A1S3ABW8_ERIEU
OG0005799	tr|Q8VH17|Q8VH17_MOUSE	tr|A0A1S3ADZ0|A0A1S3ADZ0_ERIEU
OG0005800	sp|Q9D1D4|TMEDA_MOUSE	tr|A0A1S3AEV7|A0A1S3AEV7_ERIEU
OG0005801	sp|Q99LJ6|GPX7_MOUSE	tr|A0A1S3AGF7|A0A1S3AGF7_ERIEU
OG0005802	sp|Q61191|HCFC1_MOUSE	tr|A0A1S3AHC1|A0A1S3AHC1_ERIEU
OG0005803	sp|Q99LH1|NOG2_MOUSE	tr|A0A1S3AI91|A0A1S3AI91_ERIEU
OG0005804	sp|Q8BMC4|NOP9_MOUSE	tr|A0A1S3AK13|A0A1S3AK13_ERIEU
OG0005805	sp|Q5SUE7|ADAD1_MOUSE	tr|A0A1S3AKK9|A0A1S3AKK9_ERIEU
OG0005806	sp|Q9D4D7|CC50C_MOUSE	tr|A0A1S3AL22|A0A1S3AL22_ERIEU
OG0005807	tr|Q8BZ82|Q8BZ82_MOUSE	tr|A0A1S3AL87|A0A1S3AL87_ERIEU
OG0005808	sp|Q9CWH4|RE114_MOUSE	tr|A0A1S3ALH1|A0A1S3ALH1_ERIEU
OG0005809	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A1S3AMB0|A0A1S3AMB0_ERIEU
OG0005811	sp|P83940|ELOC_MOUSE	tr|A0A1S3AQ64|A0A1S3AQ64_ERIEU
OG0005812	sp|O08579|EMD_MOUSE	tr|A0A1S3AR42|A0A1S3AR42_ERIEU
OG0005813	sp|Q9EQH3|VPS35_MOUSE	tr|A0A1S3ARY7|A0A1S3ARY7_ERIEU
OG0005814	sp|Q8C5T4|MORN3_MOUSE	tr|A0A1S3ASW7|A0A1S3ASW7_ERIEU
OG0005815	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A1S3W6U2|A0A1S3W6U2_ERIEU
OG0005816	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A1S3WBJ8|A0A1S3WBJ8_ERIEU
OG0005817	sp|Q9JKR6|HYOU1_MOUSE	tr|A0A1S3WBU9|A0A1S3WBU9_ERIEU
OG0005818	sp|Q61581|IBP7_MOUSE	tr|A0A1S3WC71|A0A1S3WC71_ERIEU
OG0005819	sp|Q5SS90|CG057_MOUSE	tr|A0A1S3WD92|A0A1S3WD92_ERIEU
OG0005820	sp|Q6P6J4|ALKB2_MOUSE	tr|A0A1S3WE51|A0A1S3WE51_ERIEU
OG0005821	tr|G3X952|G3X952_MOUSE	tr|A0A1S3WG17|A0A1S3WG17_ERIEU
OG0005822	sp|O35372|CNIH1_MOUSE	tr|A0A1S3WGR6|A0A1S3WGR6_ERIEU
OG0005823	sp|Q99JW2|ACY1_MOUSE	tr|A0A1S3WHF2|A0A1S3WHF2_ERIEU
OG0005824	sp|Q80TZ3|AUXI_MOUSE	tr|A0A1S3WHV8|A0A1S3WHV8_ERIEU
OG0005825	sp|Q9JMF3|GBG13_MOUSE	tr|A0A1S3WI73|A0A1S3WI73_ERIEU
OG0005826	sp|Q8R516|MIB2_MOUSE	tr|A0A1S3WJE7|A0A1S3WJE7_ERIEU
OG0005827	sp|O88974|SETB1_MOUSE	tr|A0A1S3WLW4|A0A1S3WLW4_ERIEU
OG0005828	sp|Q8VBU8|BANP_MOUSE	tr|A0A1S3WMC0|A0A1S3WMC0_ERIEU
OG0005829	sp|B2RUR4|KPRP_MOUSE	tr|A0A1S3WSW4|A0A1S3WSW4_ERIEU
OG0005830	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A1S3WTD0|A0A1S3WTD0_ERIEU
OG0005831	sp|Q6PEE2|CTIF_MOUSE	tr|A0A1S2Z9K0|A0A1S2Z9K0_ERIEU
OG0005832	sp|Q9DB77|QCR2_MOUSE	tr|A0A1S2ZB18|A0A1S2ZB18_ERIEU
OG0005833	sp|Q8C4M7|CENPU_MOUSE	tr|A0A1S2ZDJ5|A0A1S2ZDJ5_ERIEU
OG0005834	sp|Q8K2Q9|SHOT1_MOUSE	tr|A0A1S2ZFB5|A0A1S2ZFB5_ERIEU
OG0005835	sp|O35089|CNIH2_MOUSE	tr|A0A1S2ZFS1|A0A1S2ZFS1_ERIEU
OG0005836	sp|Q3TC46|PATL1_MOUSE	tr|A0A1S2ZHS5|A0A1S2ZHS5_ERIEU
OG0005837	sp|P42581|HMX3_MOUSE	tr|A0A1S2ZI72|A0A1S2ZI72_ERIEU
OG0005838	sp|Q9QUK0|CDKL2_MOUSE	tr|A0A1S2ZIG7|A0A1S2ZIG7_ERIEU
OG0005839	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A1S2ZJS6|A0A1S2ZJS6_ERIEU
OG0005840	sp|Q8BW86|ARG33_MOUSE	tr|A0A1S2ZL56|A0A1S2ZL56_ERIEU
OG0005841	sp|P43006|EAA2_MOUSE	tr|A0A1S2ZN13|A0A1S2ZN13_ERIEU
OG0005842	sp|Q9WV07|LOXE3_MOUSE	tr|A0A1S2ZPA2|A0A1S2ZPA2_ERIEU
OG0005843	sp|P58043|SESN2_MOUSE	tr|A0A1S2ZPD4|A0A1S2ZPD4_ERIEU
OG0005844	sp|Q8BR27|F214B_MOUSE	tr|A0A1S2ZQB0|A0A1S2ZQB0_ERIEU
OG0005845	tr|Q91XF2|Q91XF2_MOUSE	tr|A0A1S2ZR88|A0A1S2ZR88_ERIEU
OG0005846	sp|P50637|TSPO_MOUSE	tr|A0A1S2ZRN8|A0A1S2ZRN8_ERIEU
OG0005847	sp|P84086|CPLX2_MOUSE	tr|A0A1S2ZTR9|A0A1S2ZTR9_ERIEU
OG0005848	sp|Q9CR37|PPDPF_MOUSE	tr|A0A1S2ZU08|A0A1S2ZU08_ERIEU
OG0005849	tr|Q3V0S8|Q3V0S8_MOUSE	tr|A0A1S2ZV20|A0A1S2ZV20_ERIEU
OG0005850	sp|Q9D1U0|GRIFN_MOUSE	tr|A0A1S2ZVB8|A0A1S2ZVB8_ERIEU
OG0005851	sp|Q9D8N0|EF1G_MOUSE	tr|A0A1S2ZY37|A0A1S2ZY37_ERIEU
OG0005852	sp|P23249|MOV10_MOUSE	tr|A0A1S2ZZF8|A0A1S2ZZF8_ERIEU
OG0005853	sp|Q9DC69|NDUA9_MOUSE	tr|A0A1S3A1J1|A0A1S3A1J1_ERIEU
OG0005854	sp|P97351|RS3A_MOUSE	tr|A0A1S3A246|A0A1S3A246_ERIEU
OG0005855	sp|P45952|ACADM_MOUSE	tr|A0A1S3A266|A0A1S3A266_ERIEU
OG0005856	sp|Q8BP40|PPA6_MOUSE	tr|A0A1S3A3G9|A0A1S3A3G9_ERIEU
OG0005857	sp|Q3V037|CF163_MOUSE	tr|A0A1S3A3K9|A0A1S3A3K9_ERIEU
OG0005858	sp|Q8K3D6|S35E4_MOUSE	tr|A0A1S3A4R5|A0A1S3A4R5_ERIEU
