Orthogroup	Mus_musculus	Rhinolophus_ferrumequinum
OG0007533	sp|Q9ER73|ELP4_MOUSE	tr|A0A671E926|A0A671E926_RHIFE
OG0007534	tr|Q9ERL0|Q9ERL0_MOUSE	tr|A0A671FDP6|A0A671FDP6_RHIFE
OG0007535	sp|Q9JMB1|THEG_MOUSE	tr|A0A671E4N4|A0A671E4N4_RHIFE
OG0007536	sp|Q9WTY1|PDCD7_MOUSE	tr|A0A671EHY0|A0A671EHY0_RHIFE
OG0007537	tr|A0A2I3BR67|A0A2I3BR67_MOUSE	tr|A0A671F0V1|A0A671F0V1_RHIFE
OG0007538	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|A0A671FPW8|A0A671FPW8_RHIFE
OG0007539	sp|D3Z338|TM262_MOUSE	tr|A0A671E1T8|A0A671E1T8_RHIFE
OG0007540	tr|E9PX37|E9PX37_MOUSE	tr|A0A671EX62|A0A671EX62_RHIFE
OG0007541	sp|E9Q557|DESP_MOUSE	tr|A0A671DI09|A0A671DI09_RHIFE
OG0007542	sp|E9Q7E2|ARID2_MOUSE	tr|A0A671E2M1|A0A671E2M1_RHIFE
OG0007543	sp|O08992|SDCB1_MOUSE	tr|A0A671EL89|A0A671EL89_RHIFE
OG0007544	sp|O09105|NDF4_MOUSE	tr|A0A671DYP0|A0A671DYP0_RHIFE
OG0007545	sp|O35136|NCAM2_MOUSE	tr|A0A671EB76|A0A671EB76_RHIFE
OG0007546	sp|O35393|EFNB3_MOUSE	tr|A0A671ERN7|A0A671ERN7_RHIFE
OG0007547	sp|O55042|SYUA_MOUSE	tr|A0A671E1J6|A0A671E1J6_RHIFE
OG0007548	sp|O55188|DMP1_MOUSE	tr|A0A671DYD5|A0A671DYD5_RHIFE
OG0007549	sp|O88273|GREM2_MOUSE	tr|A0A671FYF0|A0A671FYF0_RHIFE
OG0007550	sp|P0C5E4|PTPRQ_MOUSE	tr|A0A671EPG5|A0A671EPG5_RHIFE
OG0007551	sp|P24622|CRYAA_MOUSE	tr|A0A671DI92|A0A671DI92_RHIFE
OG0007552	sp|P28357|HXD9_MOUSE	tr|A0A671GDC3|A0A671GDC3_RHIFE
OG0007553	sp|P43883|PLIN2_MOUSE	tr|A0A671EHP6|A0A671EHP6_RHIFE
OG0007554	sp|P61329|FGF12_MOUSE	tr|A0A671FTI4|A0A671FTI4_RHIFE
OG0007555	sp|P70255|NFIC_MOUSE	tr|A0A671G1A3|A0A671G1A3_RHIFE
OG0007556	sp|P97348|RHOD_MOUSE	tr|A0A671DL20|A0A671DL20_RHIFE
OG0007557	sp|P97504|BMX_MOUSE	tr|A0A671F530|A0A671F530_RHIFE
OG0007558	sp|Q0VEE6|ZN800_MOUSE	tr|A0A671F646|A0A671F646_RHIFE
OG0007559	sp|Q14BU0|UCMA_MOUSE	tr|A0A671FWI5|A0A671FWI5_RHIFE
OG0007560	sp|Q32NZ6|TMC5_MOUSE	tr|A0A671FUG8|A0A671FUG8_RHIFE
OG0007561	sp|Q3UZZ4|OLFM4_MOUSE	tr|A0A671DLT7|A0A671DLT7_RHIFE
OG0007562	sp|Q5RKZ7|MOCS1_MOUSE	tr|A0A671DUE5|A0A671DUE5_RHIFE
OG0007563	sp|Q5SPW0|VPS54_MOUSE	tr|A0A671EGF9|A0A671EGF9_RHIFE
OG0007564	sp|Q5SS91|SUN3_MOUSE	tr|A0A671EZP1|A0A671EZP1_RHIFE
OG0007565	sp|Q5SSF7|TET5C_MOUSE	tr|A0A671FQ65|A0A671FQ65_RHIFE
OG0007566	sp|Q61586|GPAT1_MOUSE	tr|A0A671EV98|A0A671EV98_RHIFE
OG0007567	sp|Q6A044|EREP2_MOUSE	tr|A0A671FHL7|A0A671FHL7_RHIFE
OG0007568	sp|Q6J1H4|UTF1_MOUSE	tr|A0A671ELV5|A0A671ELV5_RHIFE
OG0007569	sp|Q6SJE0|GFRAL_MOUSE	tr|A0A671E477|A0A671E477_RHIFE
OG0007570	sp|Q6U7R4|TIMD4_MOUSE	tr|A0A671FRS6|A0A671FRS6_RHIFE
OG0007571	sp|Q7TSP5|VTCN1_MOUSE	tr|A0A671FYR0|A0A671FYR0_RHIFE
OG0007572	sp|Q80W68|KIRR1_MOUSE	tr|A0A671G026|A0A671G026_RHIFE
OG0007573	sp|Q8BGM7|AAKG3_MOUSE	tr|A0A671EU37|A0A671EU37_RHIFE
OG0007574	tr|Q8BQ46|Q8BQ46_MOUSE	tr|A0A671G7I8|A0A671G7I8_RHIFE
OG0007575	sp|Q8BT20|ISK6_MOUSE	tr|A0A671EWK4|A0A671EWK4_RHIFE
OG0007576	sp|Q8BVA2|TM222_MOUSE	tr|A0A671DZF7|A0A671DZF7_RHIFE
OG0007577	sp|Q8BVW3|TRI14_MOUSE	tr|A0A671EYX4|A0A671EYX4_RHIFE
OG0007578	sp|Q8C119|NDNF_MOUSE	tr|A0A671ECI4|A0A671ECI4_RHIFE
OG0007579	sp|Q8C2R7|PIGM_MOUSE	tr|A0A671FTR3|A0A671FTR3_RHIFE
OG0007580	sp|Q8JZR4|EAA5_MOUSE	tr|A0A671E0B9|A0A671E0B9_RHIFE
OG0007581	sp|Q8K1T6|LY66E_MOUSE	tr|A0A671DXJ4|A0A671DXJ4_RHIFE
OG0007582	sp|Q8K2Z4|CND1_MOUSE	tr|A0A671DMW4|A0A671DMW4_RHIFE
OG0007583	sp|Q8K4Q6|NEIL1_MOUSE	tr|A0A671FVE7|A0A671FVE7_RHIFE
OG0007584	sp|Q8VCM4|LIPT_MOUSE	tr|A0A671ED80|A0A671ED80_RHIFE
OG0007585	sp|Q91VS7|MGST1_MOUSE	tr|A0A671FQ29|A0A671FQ29_RHIFE
OG0007586	sp|Q91WE1|SNX15_MOUSE	tr|A0A671E9N0|A0A671E9N0_RHIFE
OG0007587	sp|Q91WG3|TRUB2_MOUSE	tr|A0A671FN01|A0A671FN01_RHIFE
OG0007588	sp|Q921F2|TADBP_MOUSE	tr|A0A671FEY6|A0A671FEY6_RHIFE
OG0007589	sp|Q99K28|ARFG2_MOUSE	tr|A0A671DNX1|A0A671DNX1_RHIFE
OG0007590	sp|Q9CQA1|TPPC5_MOUSE	tr|A0A671ET17|A0A671ET17_RHIFE
OG0007591	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A671FJ94|A0A671FJ94_RHIFE
OG0007592	sp|Q9CR64|KISHA_MOUSE	tr|A0A671DRT1|A0A671DRT1_RHIFE
OG0007593	sp|Q9D2C9|SNPC3_MOUSE	tr|A0A671EMT3|A0A671EMT3_RHIFE
OG0007594	sp|Q9D2J7|ANKE1_MOUSE	tr|A0A671FX66|A0A671FX66_RHIFE
OG0007595	sp|Q9DBG1|CP27A_MOUSE	tr|A0A671EKW7|A0A671EKW7_RHIFE
OG0007596	sp|Q9EP82|WDR4_MOUSE	tr|A0A671E9X6|A0A671E9X6_RHIFE
OG0007597	sp|Q9EQH3|VPS35_MOUSE	tr|A0A671F991|A0A671F991_RHIFE
OG0007598	sp|Q9JKD8|TBX21_MOUSE	tr|A0A671EGB3|A0A671EGB3_RHIFE
OG0007599	sp|Q9JM90|STAP1_MOUSE	tr|A0A671F298|A0A671F298_RHIFE
OG0007600	sp|Q9R1A3|NET3_MOUSE	tr|A0A671G5P1|A0A671G5P1_RHIFE
OG0007601	sp|Q9WVE8|PACN2_MOUSE	tr|A0A671F953|A0A671F953_RHIFE
OG0007602	sp|Q9Z275|RLBP1_MOUSE	tr|A0A671EGN3|A0A671EGN3_RHIFE
OG0007603	sp|Q9Z2G0|FEM1B_MOUSE	tr|A0A671E2F3|A0A671E2F3_RHIFE
OG0007604	sp|A2A259|PK2L1_MOUSE	tr|A0A671EFA7|A0A671EFA7_RHIFE
OG0007605	sp|A2AKX3|SETX_MOUSE	tr|A0A671F1H8|A0A671F1H8_RHIFE
OG0007606	sp|A2AQ25|SKT_MOUSE	tr|A0A671ER31|A0A671ER31_RHIFE
OG0007607	sp|A2AVR2|MROH7_MOUSE	tr|A0A671DIW6|A0A671DIW6_RHIFE
OG0007608	sp|B2RW88|PRR19_MOUSE	tr|A0A671FUB5|A0A671FUB5_RHIFE
OG0007609	sp|D3YY91|LLR1_MOUSE	tr|A0A671EKE3|A0A671EKE3_RHIFE
OG0007610	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A671FH52|A0A671FH52_RHIFE
OG0007611	sp|O09160|FUT1_MOUSE	tr|A0A671E9B7|A0A671E9B7_RHIFE
OG0007612	sp|O54794|AQP7_MOUSE	tr|A0A671E7P1|A0A671E7P1_RHIFE
OG0007613	sp|O70218|HMX1_MOUSE	tr|A0A671EBC8|A0A671EBC8_RHIFE
OG0007614	sp|O70578|CCG1_MOUSE	tr|A0A671E603|A0A671E603_RHIFE
OG0007615	sp|P15261|INGR1_MOUSE	tr|A0A671E8T7|A0A671E8T7_RHIFE
OG0007616	sp|P15375|MYF6_MOUSE	tr|A0A671EUI2|A0A671EUI2_RHIFE
OG0007617	sp|P15620|ZN271_MOUSE	tr|A0A671EBL2|A0A671EBL2_RHIFE
OG0007618	sp|P22366|MYD88_MOUSE	tr|A0A671G1F6|A0A671G1F6_RHIFE
OG0007619	sp|P30416|FKBP4_MOUSE	tr|A0A671G3F0|A0A671G3F0_RHIFE
OG0007620	sp|P49452|CENPC_MOUSE	tr|A0A671F270|A0A671F270_RHIFE
OG0007621	sp|P50615|BTG3_MOUSE	tr|A0A671E7S6|A0A671E7S6_RHIFE
OG0007622	sp|P51162|FABP6_MOUSE	tr|A0A671FWD4|A0A671FWD4_RHIFE
OG0007623	sp|P59267|ZDHC2_MOUSE	tr|A0A671E023|A0A671E023_RHIFE
OG0007624	sp|P70245|EBP_MOUSE	tr|A0A671DKK1|A0A671DKK1_RHIFE
OG0007625	sp|P70279|SURF6_MOUSE	tr|A0A671FIY3|A0A671FIY3_RHIFE
OG0007626	sp|P97399|DSPP_MOUSE	tr|A0A671DYF7|A0A671DYF7_RHIFE
OG0007627	sp|P97814|PPIP1_MOUSE	tr|A0A671DMY9|A0A671DMY9_RHIFE
OG0007628	sp|Q18PE0|DOK7_MOUSE	tr|A0A671ECU6|A0A671ECU6_RHIFE
OG0007629	sp|Q32LZ8|PLPL5_MOUSE	tr|A0A671F409|A0A671F409_RHIFE
OG0007630	sp|Q3U6Q4|PI3R6_MOUSE	tr|A0A671E8N1|A0A671E8N1_RHIFE
OG0007631	sp|Q3UHD9|AGAP2_MOUSE	tr|A0A671FHP6|A0A671FHP6_RHIFE
OG0007632	sp|Q3UZ18|ICE2_MOUSE	tr|A0A671F375|A0A671F375_RHIFE
OG0007633	sp|Q505F1|NR2C1_MOUSE	tr|A0A671DK30|A0A671DK30_RHIFE
OG0007634	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A671F087|A0A671F087_RHIFE
OG0007635	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A671EDH5|A0A671EDH5_RHIFE
OG0007636	sp|Q60700|M3K12_MOUSE	tr|A0A671DZJ1|A0A671DZJ1_RHIFE
OG0007637	sp|Q61190|I10R2_MOUSE	tr|A0A671DJS7|A0A671DJS7_RHIFE
OG0007638	sp|Q68EF8|RPGFL_MOUSE	tr|A0A671FIJ7|A0A671FIJ7_RHIFE
OG0007639	sp|Q6PFX6|CAD24_MOUSE	tr|A0A671DM84|A0A671DM84_RHIFE
OG0007640	sp|Q6S5C2|GNPTG_MOUSE	tr|A0A671FU35|A0A671FU35_RHIFE
OG0007641	sp|Q80XC6|NRDE2_MOUSE	tr|A0A671EUJ1|A0A671EUJ1_RHIFE
OG0007642	sp|Q8BFR1|ZCCHL_MOUSE	tr|A0A671EKB1|A0A671EKB1_RHIFE
OG0007643	sp|Q8BKT6|TSN12_MOUSE	tr|A0A671FQ72|A0A671FQ72_RHIFE
OG0007644	sp|Q8BL65|ABLM2_MOUSE	tr|A0A671E8C5|A0A671E8C5_RHIFE
OG0007645	sp|Q8CGB6|TNS2_MOUSE	tr|A0A671DMT6|A0A671DMT6_RHIFE
OG0007646	sp|Q924W5|SMC6_MOUSE	tr|A0A671EEZ3|A0A671EEZ3_RHIFE
OG0007647	sp|Q99N23|CAH15_MOUSE	tr|A0A671FYZ3|A0A671FYZ3_RHIFE
OG0007648	sp|Q99PL5|RRBP1_MOUSE	tr|A0A671EFZ7|A0A671EFZ7_RHIFE
OG0007649	sp|Q9CX66|NOPC1_MOUSE	tr|A0A671EPL4|A0A671EPL4_RHIFE
OG0007650	sp|Q9D9G2|PEBP4_MOUSE	tr|A0A671EJ76|A0A671EJ76_RHIFE
OG0007651	sp|Q9DBG6|RPN2_MOUSE	tr|A0A671EYE0|A0A671EYE0_RHIFE
OG0007652	sp|Q9JHN8|STK19_MOUSE	tr|A0A671DWK4|A0A671DWK4_RHIFE
OG0007653	sp|Q9QYZ8|DKK2_MOUSE	tr|A0A671E2D8|A0A671E2D8_RHIFE
OG0007654	sp|Q9QZS3|NUMB_MOUSE	tr|A0A671DVA5|A0A671DVA5_RHIFE
OG0007655	sp|Q9Z2C6|UPK1B_MOUSE	tr|A0A671DPA3|A0A671DPA3_RHIFE
OG0007656	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A671E6Z8|A0A671E6Z8_RHIFE
OG0007657	sp|Q9Z2G6|SE1L1_MOUSE	tr|A0A671EW91|A0A671EW91_RHIFE
OG0007659	tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE	tr|A0A671E3D4|A0A671E3D4_RHIFE
OG0007660	sp|A2A5E6|Z385C_MOUSE	tr|A0A671EGC5|A0A671EGC5_RHIFE
OG0007661	sp|E9PVB5|TTC17_MOUSE	tr|A0A671DY30|A0A671DY30_RHIFE
OG0007662	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A671E861|A0A671E861_RHIFE
OG0007663	tr|J3QNP2|J3QNP2_MOUSE	tr|A0A671E531|A0A671E531_RHIFE
OG0007664	sp|O70326|GREM1_MOUSE	tr|A0A671E0T7|A0A671E0T7_RHIFE
OG0007665	sp|O70479|BACD2_MOUSE	tr|A0A671F890|A0A671F890_RHIFE
OG0007666	sp|P19246|NFH_MOUSE	tr|A0A671GAQ2|A0A671GAQ2_RHIFE
OG0007667	sp|P34971|ADRB1_MOUSE	tr|A0A671EJC4|A0A671EJC4_RHIFE
OG0007668	sp|P35505|FAAA_MOUSE	tr|A0A671FP63|A0A671FP63_RHIFE
OG0007669	sp|P47757|CAPZB_MOUSE	tr|A0A671FT23|A0A671FT23_RHIFE
OG0007670	sp|P50516|VATA_MOUSE	tr|A0A671DUV0|A0A671DUV0_RHIFE
OG0007671	sp|P59808|SASH1_MOUSE	tr|A0A671F5J9|A0A671F5J9_RHIFE
OG0007672	sp|P62816|HRK_MOUSE	tr|A0A671EZ71|A0A671EZ71_RHIFE
OG0007673	sp|Q04998|INHBA_MOUSE	tr|A0A671FYY7|A0A671FYY7_RHIFE
OG0007674	sp|Q3U3V8|XRRA1_MOUSE	tr|A0A671FRB1|A0A671FRB1_RHIFE
OG0007675	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A671FR06|A0A671FR06_RHIFE
OG0007676	sp|Q5RJG7|ISPD_MOUSE	tr|A0A671FIN6|A0A671FIN6_RHIFE
OG0007677	sp|Q64689|SIA8C_MOUSE	tr|A0A671FXA3|A0A671FXA3_RHIFE
OG0007678	sp|Q68FF7|SLAI1_MOUSE	tr|A0A671DYB1|A0A671DYB1_RHIFE
OG0007679	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A671E116|A0A671E116_RHIFE
OG0007680	sp|Q6P2L6|NSD3_MOUSE	tr|A0A671DT68|A0A671DT68_RHIFE
OG0007681	sp|Q6Y4S4|KISS1_MOUSE	tr|A0A671FBT6|A0A671FBT6_RHIFE
OG0007682	sp|Q7TMM8|PAR16_MOUSE	tr|A0A671ECF3|A0A671ECF3_RHIFE
OG0007683	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A671E8P9|A0A671E8P9_RHIFE
OG0007684	sp|Q7TPM5|SACA9_MOUSE	tr|A0A671F8I7|A0A671F8I7_RHIFE
OG0007685	sp|Q8BGE9|RL3R1_MOUSE	tr|A0A671EVE0|A0A671EVE0_RHIFE
OG0007686	sp|Q8BHA0|IN80C_MOUSE	tr|A0A671ECV7|A0A671ECV7_RHIFE
OG0007687	sp|Q8BI55|DYRK4_MOUSE	tr|A0A671FTL1|A0A671FTL1_RHIFE
OG0007688	sp|Q8BIL5|HOOK1_MOUSE	tr|A0A671DLT3|A0A671DLT3_RHIFE
OG0007689	sp|Q8BMI3|GGA3_MOUSE	tr|A0A671EYP4|A0A671EYP4_RHIFE
OG0007690	sp|Q8BQY8|HUS1_MOUSE	tr|A0A671EYZ7|A0A671EYZ7_RHIFE
OG0007691	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A671EM79|A0A671EM79_RHIFE
OG0007692	sp|Q8BX90|FND3A_MOUSE	tr|A0A671DJ38|A0A671DJ38_RHIFE
OG0007693	sp|Q8CCE9|E4F1_MOUSE	tr|A0A671G4V7|A0A671G4V7_RHIFE
OG0007694	sp|Q8CDU5|EFHB_MOUSE	tr|A0A671EYE3|A0A671EYE3_RHIFE
OG0007695	sp|Q8JZX9|BORG1_MOUSE	tr|A0A671E0Q0|A0A671E0Q0_RHIFE
OG0007696	sp|Q8K2A7|INT10_MOUSE	tr|A0A671F2Z9|A0A671F2Z9_RHIFE
OG0007698	sp|Q8VHQ2|SOCS7_MOUSE	tr|A0A671EIQ4|A0A671EIQ4_RHIFE
OG0007699	sp|Q922S4|PDE2A_MOUSE	tr|A0A671F2H4|A0A671F2H4_RHIFE
OG0007700	sp|Q924A2|CIC_MOUSE	tr|A0A671FWV2|A0A671FWV2_RHIFE
OG0007701	sp|Q924L1|LTMD1_MOUSE	tr|A0A671FLS5|A0A671FLS5_RHIFE
OG0007702	sp|Q99KS6|ADPRM_MOUSE	tr|A0A671FN25|A0A671FN25_RHIFE
OG0007703	sp|Q9CPX5|PLAT5_MOUSE	tr|A0A671EZD5|A0A671EZD5_RHIFE
OG0007704	sp|Q9CQ75|NDUA2_MOUSE	tr|A0A671F0K1|A0A671F0K1_RHIFE
OG0007705	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A671E843|A0A671E843_RHIFE
OG0007706	sp|Q9D0L4|ADCK1_MOUSE	tr|A0A671F778|A0A671F778_RHIFE
OG0007707	sp|Q9D115|ZN706_MOUSE	tr|A0A671FZW1|A0A671FZW1_RHIFE
OG0007708	sp|Q9D1C9|RRP7A_MOUSE	tr|A0A671F6K3|A0A671F6K3_RHIFE
OG0007709	sp|Q9D2R6|COA3_MOUSE	tr|A0A671ERZ6|A0A671ERZ6_RHIFE
OG0007710	sp|Q9D4H1|EXOC2_MOUSE	tr|A0A671DX65|A0A671DX65_RHIFE
OG0007711	tr|Q9DA83|Q9DA83_MOUSE	tr|A0A671EYV1|A0A671EYV1_RHIFE
OG0007712	sp|Q9DCD5|TJAP1_MOUSE	tr|A0A671E2I6|A0A671E2I6_RHIFE
OG0007713	sp|Q9JJ57|KCIP1_MOUSE	tr|A0A671G9F9|A0A671G9F9_RHIFE
OG0007714	sp|Q9JLQ0|CD2AP_MOUSE	tr|A0A671EHL1|A0A671EHL1_RHIFE
OG0007715	sp|Q9JM99|PRG4_MOUSE	tr|A0A671EVY7|A0A671EVY7_RHIFE
OG0007716	sp|Q9QYG0|NDRG2_MOUSE	tr|A0A671FSX2|A0A671FSX2_RHIFE
OG0007717	sp|Q9QZT4|PA2GF_MOUSE	tr|A0A671FPX2|A0A671FPX2_RHIFE
OG0007718	sp|Q9R0I7|YLPM1_MOUSE	tr|A0A671DW19|A0A671DW19_RHIFE
OG0007719	sp|Q9Z0L4|BMP15_MOUSE	tr|A0A671DXG0|A0A671DXG0_RHIFE
OG0007720	sp|Q9Z1E3|IKBA_MOUSE	tr|A0A671E167|A0A671E167_RHIFE
OG0007721	sp|Q9Z2A9|GGT5_MOUSE	tr|A0A671FBC4|A0A671FBC4_RHIFE
OG0007722	tr|A0A140LI28|A0A140LI28_MOUSE	tr|A0A671ED14|A0A671ED14_RHIFE
OG0007723	tr|A0A804C8T0|A0A804C8T0_MOUSE	tr|A0A671DIU0|A0A671DIU0_RHIFE
OG0007724	sp|A2A9Q0|FND10_MOUSE	tr|A0A671F384|A0A671F384_RHIFE
OG0007725	sp|A2ARP9|CTSR2_MOUSE	tr|A0A671DZI3|A0A671DZI3_RHIFE
OG0007726	sp|B1AWL2|ZN462_MOUSE	tr|A0A671FTR1|A0A671FTR1_RHIFE
OG0007727	sp|B2KFW1|ZSC20_MOUSE	tr|A0A671DJS1|A0A671DJS1_RHIFE
OG0007728	tr|B2RVX8|B2RVX8_MOUSE	tr|A0A671FN83|A0A671FN83_RHIFE
OG0007729	tr|D3YZZ2|D3YZZ2_MOUSE	tr|A0A671EWK7|A0A671EWK7_RHIFE
OG0007730	sp|D3Z0R2|PPR36_MOUSE	tr|A0A671DSN2|A0A671DSN2_RHIFE
OG0007731	sp|E9Q0N2|PTPRH_MOUSE	tr|A0A671FM11|A0A671FM11_RHIFE
OG0007732	sp|E9Q3T6|PRD14_MOUSE	tr|A0A671EQ58|A0A671EQ58_RHIFE
OG0007733	tr|F6UUZ3|F6UUZ3_MOUSE	tr|A0A671DT47|A0A671DT47_RHIFE
OG0007734	sp|O08665|SEM3A_MOUSE	tr|A0A671FYA7|A0A671FYA7_RHIFE
OG0007735	sp|O55087|MEF2B_MOUSE	tr|A0A671EE01|A0A671EE01_RHIFE
OG0007736	sp|O70230|ZN143_MOUSE	tr|A0A671DPX1|A0A671DPX1_RHIFE
OG0007737	sp|O89113|IER5_MOUSE	tr|A0A671FW85|A0A671FW85_RHIFE
OG0007738	sp|P22646|CD3E_MOUSE	tr|A0A671EUZ7|A0A671EUZ7_RHIFE
OG0007739	sp|P51437|CAMP_MOUSE	tr|A0A671ENA0|A0A671ENA0_RHIFE
OG0007740	sp|P51944|CCNF_MOUSE	tr|A0A671G4W2|A0A671G4W2_RHIFE
OG0007741	sp|P53569|CEBPZ_MOUSE	tr|A0A671F013|A0A671F013_RHIFE
OG0007742	sp|Q3TJ91|L2GL2_MOUSE	tr|A0A671F4E9|A0A671F4E9_RHIFE
OG0007743	sp|Q3UP44|NHLC4_MOUSE	tr|A0A671F3E4|A0A671F3E4_RHIFE
OG0007744	sp|Q3UZD7|GAR1B_MOUSE	tr|A0A671G4H7|A0A671G4H7_RHIFE
OG0007745	sp|Q5NC05|TTF2_MOUSE	tr|A0A671FUC5|A0A671FUC5_RHIFE
OG0007746	sp|Q5NC32|MOT11_MOUSE	tr|A0A671FBS5|A0A671FBS5_RHIFE
OG0007747	sp|Q61387|COX7R_MOUSE	tr|A0A671EFS6|A0A671EFS6_RHIFE
OG0007748	sp|Q61823|PDCD4_MOUSE	tr|A0A671EWT1|A0A671EWT1_RHIFE
OG0007749	sp|Q64267|XPA_MOUSE	tr|A0A671F2A7|A0A671F2A7_RHIFE
OG0007750	sp|Q68FF0|SANBR_MOUSE	tr|A0A671EMG1|A0A671EMG1_RHIFE
OG0007751	sp|Q6IRT3|PARI_MOUSE	tr|A0A671F0U5|A0A671F0U5_RHIFE
OG0007752	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A671DSU8|A0A671DSU8_RHIFE
OG0007753	sp|Q6ZPR5|NSMA3_MOUSE	tr|A0A671FWA6|A0A671FWA6_RHIFE
OG0007754	sp|Q7TQC5|APTX_MOUSE	tr|A0A671FPS8|A0A671FPS8_RHIFE
OG0007755	sp|Q7TSC3|NEK5_MOUSE	tr|A0A671FZ38|A0A671FZ38_RHIFE
OG0007756	sp|Q80U35|ARHGH_MOUSE	tr|A0A671F8P8|A0A671F8P8_RHIFE
OG0007757	sp|Q80V72|IP6K2_MOUSE	tr|A0A671EP38|A0A671EP38_RHIFE
OG0007758	sp|Q80Z38|SHAN2_MOUSE	tr|A0A671G2N0|A0A671G2N0_RHIFE
OG0007759	sp|Q8BGZ4|CDC23_MOUSE	tr|A0A671EHB7|A0A671EHB7_RHIFE
OG0007760	sp|Q8BH15|CNO10_MOUSE	tr|A0A671EHL0|A0A671EHL0_RHIFE
OG0007761	sp|Q8CB19|PHTF2_MOUSE	tr|A0A671G8G6|A0A671G8G6_RHIFE
OG0007762	sp|Q8CDI2|FBX43_MOUSE	tr|A0A671FUT9|A0A671FUT9_RHIFE
OG0007763	sp|Q8CE50|SNX30_MOUSE	tr|A0A671ETG8|A0A671ETG8_RHIFE
OG0007764	sp|Q8JZM2|PR15L_MOUSE	tr|A0A671GCP4|A0A671GCP4_RHIFE
OG0007765	sp|Q8R2I0|FOXE1_MOUSE	tr|A0A671EX60|A0A671EX60_RHIFE
OG0007766	sp|Q8R3C1|CB042_MOUSE	tr|A0A671FIG7|A0A671FIG7_RHIFE
OG0007767	sp|Q8VBV8|GUC1B_MOUSE	tr|A0A671DR55|A0A671DR55_RHIFE
OG0007768	sp|Q8VEJ4|NLE1_MOUSE	tr|A0A671FZG4|A0A671FZG4_RHIFE
OG0007769	sp|Q921W4|QORL1_MOUSE	tr|A0A671DV85|A0A671DV85_RHIFE
OG0007770	sp|Q923D2|BLVRB_MOUSE	tr|A0A671ERZ5|A0A671ERZ5_RHIFE
OG0007771	sp|Q923E4|SIR1_MOUSE	tr|A0A671EDY0|A0A671EDY0_RHIFE
OG0007772	sp|Q925K9|TSSK6_MOUSE	tr|A0A671E992|A0A671E992_RHIFE
OG0007773	sp|Q9CPX6|ATG3_MOUSE	tr|A0A671DK36|A0A671DK36_RHIFE
OG0007774	sp|Q9CR14|FANCL_MOUSE	tr|A0A671EY75|A0A671EY75_RHIFE
OG0007775	sp|Q9CX63|IL40_MOUSE	tr|A0A671FPG2|A0A671FPG2_RHIFE
OG0007776	sp|Q9DB91|MED29_MOUSE	tr|A0A671GCL7|A0A671GCL7_RHIFE
OG0007777	sp|Q9DCB8|ISCA2_MOUSE	tr|A0A671DQC7|A0A671DQC7_RHIFE
OG0007778	sp|Q9ER04|TMPS5_MOUSE	tr|A0A671FCV8|A0A671FCV8_RHIFE
OG0007779	sp|Q9ERH4|NUSAP_MOUSE	tr|A0A671DRI8|A0A671DRI8_RHIFE
OG0007780	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A671FKP4|A0A671FKP4_RHIFE
OG0007781	sp|Q9JJN0|POLH_MOUSE	tr|A0A671E7H5|A0A671E7H5_RHIFE
OG0007782	sp|Q9R069|BCAM_MOUSE	tr|A0A671E4L1|A0A671E4L1_RHIFE
OG0007783	sp|Q9R0L1|HSF4_MOUSE	tr|A0A671FCD7|A0A671FCD7_RHIFE
OG0007784	sp|Q9R0M1|XCR1_MOUSE	tr|A0A671FIH9|A0A671FIH9_RHIFE
OG0007785	sp|Q9Z0V8|TI17A_MOUSE	tr|A0A671G478|A0A671G478_RHIFE
OG0007786	sp|Q9Z129|RECQ1_MOUSE	tr|A0A671FXH0|A0A671FXH0_RHIFE
OG0007787	sp|Q9Z2V5|HDAC6_MOUSE	tr|A0A671DJS9|A0A671DJS9_RHIFE
OG0007788	tr|A0A494BAR6|A0A494BAR6_MOUSE	tr|A0A671DTX7|A0A671DTX7_RHIFE
OG0007789	sp|B1AQJ2|UBP36_MOUSE	tr|A0A671FZ11|A0A671FZ11_RHIFE
OG0007790	sp|D3Z1Q2|MRAP2_MOUSE	tr|A0A671DHX7|A0A671DHX7_RHIFE
OG0007791	sp|E9Q7R9|CFA43_MOUSE	tr|A0A671FKY9|A0A671FKY9_RHIFE
OG0007792	sp|O35492|CLK3_MOUSE	tr|A0A671FPS1|A0A671FPS1_RHIFE
OG0007793	sp|O35690|PHX2B_MOUSE	tr|A0A671DPJ8|A0A671DPJ8_RHIFE
