Orthogroup	Mus_musculus	Myotis_lucifugus
OG0007656	sp|Q04998|INHBA_MOUSE	tr|G1PSY3|G1PSY3_MYOLU
OG0007657	sp|Q3U3V8|XRRA1_MOUSE	tr|G1PQ35|G1PQ35_MYOLU
OG0007658	sp|Q5F226|FAT2_MOUSE	tr|G1P0L1|G1P0L1_MYOLU
OG0007659	sp|Q5RJG7|ISPD_MOUSE	tr|G1Q9R7|G1Q9R7_MYOLU
OG0007660	sp|Q60779|DRC4_MOUSE	tr|G1PSP2|G1PSP2_MYOLU
OG0007661	sp|Q61188|EZH2_MOUSE	tr|G1NY06|G1NY06_MYOLU
OG0007662	sp|Q64689|SIA8C_MOUSE	tr|G1P3V1|G1P3V1_MYOLU
OG0007663	sp|Q68FF7|SLAI1_MOUSE	tr|G1PH30|G1PH30_MYOLU
OG0007664	tr|Q6IMB2|Q6IMB2_MOUSE	tr|G1P950|G1P950_MYOLU
OG0007665	sp|Q8BGZ1|HPCL4_MOUSE	tr|G1PQN9|G1PQN9_MYOLU
OG0007666	sp|Q8BI55|DYRK4_MOUSE	tr|G1NYR0|G1NYR0_MYOLU
OG0007667	sp|Q8BIL5|HOOK1_MOUSE	tr|G1PSK7|G1PSK7_MYOLU
OG0007668	sp|Q8BMI3|GGA3_MOUSE	tr|G1PRU3|G1PRU3_MYOLU
OG0007669	sp|Q8BTF7|DNLI4_MOUSE	tr|G1Q2N1|G1Q2N1_MYOLU
OG0007670	sp|Q8BWL5|RBMS3_MOUSE	tr|G1NTU2|G1NTU2_MYOLU
OG0007671	sp|Q8BX90|FND3A_MOUSE	tr|G1NYC2|G1NYC2_MYOLU
OG0007672	sp|Q8CCE9|E4F1_MOUSE	tr|G1PVE0|G1PVE0_MYOLU
OG0007673	sp|Q8CDU5|EFHB_MOUSE	tr|G1PIX6|G1PIX6_MYOLU
OG0007674	sp|Q8JZX9|BORG1_MOUSE	tr|G1PST8|G1PST8_MYOLU
OG0007675	sp|Q8K2A7|INT10_MOUSE	tr|G1P7Y2|G1P7Y2_MYOLU
OG0007677	sp|Q8VHQ2|SOCS7_MOUSE	tr|G1NYV3|G1NYV3_MYOLU
OG0007678	sp|Q922S4|PDE2A_MOUSE	tr|G1PSQ7|G1PSQ7_MYOLU
OG0007679	sp|Q924A2|CIC_MOUSE	tr|G1PV42|G1PV42_MYOLU
OG0007680	sp|Q924L1|LTMD1_MOUSE	tr|G1PNV8|G1PNV8_MYOLU
OG0007681	sp|Q99KS6|ADPRM_MOUSE	tr|G1PUQ6|G1PUQ6_MYOLU
OG0007682	sp|Q9CPX5|PLAT5_MOUSE	tr|G1NY15|G1NY15_MYOLU
OG0007683	sp|Q9CR27|WASC3_MOUSE	tr|G1NT78|G1NT78_MYOLU
OG0007684	sp|Q9CYD3|CRTAP_MOUSE	tr|G1PQ23|G1PQ23_MYOLU
OG0007685	sp|Q9D0L4|ADCK1_MOUSE	tr|G1NSH3|G1NSH3_MYOLU
OG0007686	sp|Q9D115|ZN706_MOUSE	tr|G1PYP6|G1PYP6_MYOLU
OG0007687	sp|Q9D1C9|RRP7A_MOUSE	tr|G1PKG8|G1PKG8_MYOLU
OG0007688	sp|Q9D2R6|COA3_MOUSE	tr|G1P1K9|G1P1K9_MYOLU
OG0007689	sp|Q9D4H1|EXOC2_MOUSE	tr|G1PQ62|G1PQ62_MYOLU
OG0007690	sp|Q9D8Y7|TP8L2_MOUSE	tr|G1PRM2|G1PRM2_MYOLU
OG0007691	tr|Q9DA83|Q9DA83_MOUSE	tr|G1PSN6|G1PSN6_MYOLU
OG0007692	sp|Q9JJ57|KCIP1_MOUSE	tr|G1P9U8|G1P9U8_MYOLU
OG0007693	sp|Q9JLQ0|CD2AP_MOUSE	tr|G1PEH6|G1PEH6_MYOLU
OG0007694	sp|Q9JM99|PRG4_MOUSE	tr|G1PVN1|G1PVN1_MYOLU
OG0007695	sp|Q9QYG0|NDRG2_MOUSE	tr|G1PQD9|G1PQD9_MYOLU
OG0007696	sp|Q9QZT4|PA2GF_MOUSE	tr|G1PR53|G1PR53_MYOLU
OG0007697	sp|Q9R0I7|YLPM1_MOUSE	tr|G1P3Q1|G1P3Q1_MYOLU
OG0007698	sp|Q9Z0L4|BMP15_MOUSE	tr|G1P196|G1P196_MYOLU
OG0007699	sp|Q9Z1E3|IKBA_MOUSE	tr|G1P2L6|G1P2L6_MYOLU
OG0007700	tr|A0A140LI28|A0A140LI28_MOUSE	tr|G1PPW1|G1PPW1_MYOLU
OG0007701	sp|A2A5H7|WFD11_MOUSE	tr|G1Q7W3|G1Q7W3_MYOLU
OG0007702	sp|A2ARP9|CTSR2_MOUSE	tr|G1PDI7|G1PDI7_MYOLU
OG0007703	tr|A2ATA0|A2ATA0_MOUSE	tr|G1QEJ7|G1QEJ7_MYOLU
OG0007704	sp|B1AWL2|ZN462_MOUSE	tr|G1PI35|G1PI35_MYOLU
OG0007705	sp|B2KFW1|ZSC20_MOUSE	tr|G1PSM8|G1PSM8_MYOLU
OG0007706	sp|D3Z0R2|PPR36_MOUSE	tr|G1PUX4|G1PUX4_MYOLU
OG0007707	sp|D3Z3K2|CIP1_MOUSE	tr|G1PS14|G1PS14_MYOLU
OG0007708	sp|E9Q3T6|PRD14_MOUSE	tr|G1P9N1|G1P9N1_MYOLU
OG0007709	tr|F6UUZ3|F6UUZ3_MOUSE	tr|G1NW57|G1NW57_MYOLU
OG0007710	sp|O54784|DAPK3_MOUSE	tr|G1P6K0|G1P6K0_MYOLU
OG0007711	sp|O55087|MEF2B_MOUSE	tr|G1NZU3|G1NZU3_MYOLU
OG0007712	sp|O70230|ZN143_MOUSE	tr|G1NSS3|G1NSS3_MYOLU
OG0007713	sp|P17809|GTR1_MOUSE	tr|G1PNA4|G1PNA4_MYOLU
OG0007714	sp|P22646|CD3E_MOUSE	tr|G1PDF3|G1PDF3_MYOLU
OG0007715	sp|P51944|CCNF_MOUSE	tr|G1PVI1|G1PVI1_MYOLU
OG0007716	sp|P53569|CEBPZ_MOUSE	tr|G1PCK4|G1PCK4_MYOLU
OG0007717	sp|P62761|VISL1_MOUSE	tr|G1Q5B5|G1Q5B5_MYOLU
OG0007718	sp|Q3TJ91|L2GL2_MOUSE	tr|G1PS22|G1PS22_MYOLU
OG0007719	sp|Q5NC05|TTF2_MOUSE	tr|G1PNW7|G1PNW7_MYOLU
OG0007720	sp|Q5NC32|MOT11_MOUSE	tr|G1PH17|G1PH17_MYOLU
OG0007721	sp|Q61387|COX7R_MOUSE	tr|G1P2Q5|G1P2Q5_MYOLU
OG0007722	sp|Q61823|PDCD4_MOUSE	tr|G1PNM3|G1PNM3_MYOLU
OG0007723	sp|Q64267|XPA_MOUSE	tr|G1PRT0|G1PRT0_MYOLU
OG0007724	sp|Q68FF0|SANBR_MOUSE	tr|G1P9Q6|G1P9Q6_MYOLU
OG0007725	sp|Q6IRT3|PARI_MOUSE	tr|G1NT86|G1NT86_MYOLU
OG0007726	sp|Q6NZQ6|ZN740_MOUSE	tr|G1PWH5|G1PWH5_MYOLU
OG0007727	sp|Q6ZPR5|NSMA3_MOUSE	tr|G1Q5Y4|G1Q5Y4_MYOLU
OG0007728	sp|Q7TQC5|APTX_MOUSE	tr|G1PTS8|G1PTS8_MYOLU
OG0007729	sp|Q7TSC3|NEK5_MOUSE	tr|G1PMI6|G1PMI6_MYOLU
OG0007730	sp|Q80V72|IP6K2_MOUSE	tr|G1PMM6|G1PMM6_MYOLU
OG0007731	sp|Q8BGZ4|CDC23_MOUSE	tr|G1PFQ2|G1PFQ2_MYOLU
OG0007732	sp|Q8BH15|CNO10_MOUSE	tr|G1Q308|G1Q308_MYOLU
OG0007733	sp|Q8BXC6|COMD2_MOUSE	tr|G1PR05|G1PR05_MYOLU
OG0007734	sp|Q8CB19|PHTF2_MOUSE	tr|G1PSV6|G1PSV6_MYOLU
OG0007735	sp|Q8CDI2|FBX43_MOUSE	tr|G1PBN5|G1PBN5_MYOLU
OG0007736	sp|Q8CE50|SNX30_MOUSE	tr|G1PHR7|G1PHR7_MYOLU
OG0007737	sp|Q8JZM2|PR15L_MOUSE	tr|G1P3R0|G1P3R0_MYOLU
OG0007738	sp|Q8R3C1|CB042_MOUSE	tr|G1PIR3|G1PIR3_MYOLU
OG0007739	sp|Q8VEJ4|NLE1_MOUSE	tr|G1PKP7|G1PKP7_MYOLU
OG0007740	sp|Q91VM9|IPYR2_MOUSE	tr|G1P436|G1P436_MYOLU
OG0007741	sp|Q921W4|QORL1_MOUSE	tr|G1PNB2|G1PNB2_MYOLU
OG0007742	sp|Q923D2|BLVRB_MOUSE	tr|G1P4F0|G1P4F0_MYOLU
OG0007743	sp|Q923E4|SIR1_MOUSE	tr|G1P225|G1P225_MYOLU
OG0007744	sp|Q925K9|TSSK6_MOUSE	tr|G1PWP7|G1PWP7_MYOLU
OG0007745	sp|Q9CPX6|ATG3_MOUSE	tr|G1NVX3|G1NVX3_MYOLU
OG0007746	sp|Q9CR14|FANCL_MOUSE	tr|G1NX09|G1NX09_MYOLU
OG0007747	sp|Q9DB91|MED29_MOUSE	tr|G1QBZ0|G1QBZ0_MYOLU
OG0007748	sp|Q9JJN0|POLH_MOUSE	tr|G1P127|G1P127_MYOLU
OG0007749	sp|Q9QZN4|FBX6_MOUSE	tr|G1P7X8|G1P7X8_MYOLU
OG0007750	sp|Q9R0L1|HSF4_MOUSE	tr|G1PHH6|G1PHH6_MYOLU
OG0007751	sp|Q9R0M1|XCR1_MOUSE	tr|G1Q7G1|G1Q7G1_MYOLU
OG0007752	sp|Q9Z0V8|TI17A_MOUSE	tr|G1P7A6|G1P7A6_MYOLU
OG0007753	sp|Q9Z129|RECQ1_MOUSE	tr|G1P5G3|G1P5G3_MYOLU
OG0007754	sp|Q9Z191|EYA4_MOUSE	tr|G1PWK3|G1PWK3_MYOLU
OG0007755	sp|Q9Z2V5|HDAC6_MOUSE	tr|G1PCY1|G1PCY1_MYOLU
OG0007756	tr|A0A494BAR6|A0A494BAR6_MOUSE	tr|G1PJJ3|G1PJJ3_MYOLU
OG0007757	sp|B1AQJ2|UBP36_MOUSE	tr|G1PLZ1|G1PLZ1_MYOLU
OG0007758	sp|D3Z1Q2|MRAP2_MOUSE	tr|G1P4B0|G1P4B0_MYOLU
OG0007759	sp|E0CZ16|KLHL3_MOUSE	tr|G1P987|G1P987_MYOLU
OG0007760	sp|E9Q7R9|CFA43_MOUSE	tr|G1PMN9|G1PMN9_MYOLU
OG0007761	sp|O35690|PHX2B_MOUSE	tr|G1QA17|G1QA17_MYOLU
OG0007762	sp|O54825|BYST_MOUSE	tr|G1PP52|G1PP52_MYOLU
OG0007763	sp|O55229|CHKB_MOUSE	tr|G1Q991|G1Q991_MYOLU
OG0007764	sp|P09528|FRIH_MOUSE	tr|G1Q813|G1Q813_MYOLU
OG0007765	sp|P10810|CD14_MOUSE	tr|G1NZI8|G1NZI8_MYOLU
OG0007766	sp|P21129|P3_MOUSE	tr|G1QG79|G1QG79_MYOLU
OG0007768	sp|P42337|PK3CA_MOUSE	tr|G1PD89|G1PD89_MYOLU
OG0007769	sp|P47708|RP3A_MOUSE	tr|G1PT29|G1PT29_MYOLU
OG0007770	sp|P60670|NPL4_MOUSE	tr|G1NT23|G1NT23_MYOLU
OG0007771	sp|P61961|UFM1_MOUSE	tr|G1QBI0|G1QBI0_MYOLU
OG0007772	sp|P70217|HXD13_MOUSE	tr|G1P8A2|G1P8A2_MYOLU
OG0007773	sp|P85442|VGLL3_MOUSE	tr|G1NUV3|G1NUV3_MYOLU
OG0007774	sp|Q3TEI4|CO039_MOUSE	tr|G1P624|G1P624_MYOLU
OG0007775	sp|Q3U3R4|LMF1_MOUSE	tr|G1NWH4|G1NWH4_MYOLU
OG0007776	sp|Q60625|ICAM5_MOUSE	tr|G1PK95|G1PK95_MYOLU
OG0007777	sp|Q61122|NAB1_MOUSE	tr|G1PXG2|G1PXG2_MYOLU
OG0007778	sp|Q62395|TFF3_MOUSE	tr|G1NSK0|G1NSK0_MYOLU
OG0007779	sp|Q6PB44|PTN23_MOUSE	tr|G1PSM5|G1PSM5_MYOLU
OG0007780	tr|Q6PFE1|Q6PFE1_MOUSE	tr|G1PJ67|G1PJ67_MYOLU
OG0007781	sp|Q6ZQ11|CHSS1_MOUSE	tr|G1P8C0|G1P8C0_MYOLU
OG0007782	sp|Q80VC9|CAMP3_MOUSE	tr|G1PH76|G1PH76_MYOLU
OG0007783	sp|Q80WC9|ACSF4_MOUSE	tr|G1P8X1|G1P8X1_MYOLU
OG0007784	sp|Q811M1|RHG15_MOUSE	tr|G1PPD6|G1PPD6_MYOLU
OG0007785	sp|Q8BH50|CR025_MOUSE	tr|G1PC81|G1PC81_MYOLU
OG0007786	sp|Q8BHC4|DCAKD_MOUSE	tr|G1PK22|G1PK22_MYOLU
OG0007787	sp|Q8BU11|TOX4_MOUSE	tr|G1NWM3|G1NWM3_MYOLU
OG0007788	sp|Q8BUZ3|TIGD4_MOUSE	tr|G1QAJ2|G1QAJ2_MYOLU
OG0007789	sp|Q8BWG9|CRCM1_MOUSE	tr|G1PMJ1|G1PMJ1_MYOLU
OG0007790	sp|Q8BZ71|STAC3_MOUSE	tr|G1P3M7|G1P3M7_MYOLU
OG0007791	sp|Q8C013|TPBGL_MOUSE	tr|G1Q9G4|G1Q9G4_MYOLU
OG0007792	sp|Q8CHY3|DYM_MOUSE	tr|G1P051|G1P051_MYOLU
OG0007793	sp|Q8R3G1|PP1R8_MOUSE	tr|G1NSL8|G1NSL8_MYOLU
OG0007794	sp|Q8R570|SNP47_MOUSE	tr|G1PN03|G1PN03_MYOLU
OG0007795	sp|Q921Y2|IMP3_MOUSE	tr|G1PP50|G1PP50_MYOLU
OG0007796	sp|Q99J23|GHDC_MOUSE	tr|G1PQX5|G1PQX5_MYOLU
OG0007797	sp|Q99K82|SMOX_MOUSE	tr|G1PSI8|G1PSI8_MYOLU
OG0007798	sp|Q9CQT5|POMP_MOUSE	tr|G1Q838|G1Q838_MYOLU
OG0007799	sp|Q9CSH3|RRP44_MOUSE	tr|G1NTL0|G1NTL0_MYOLU
OG0007800	sp|Q9D513|MEIOB_MOUSE	tr|G1NU43|G1NU43_MYOLU
OG0007801	sp|Q9DBQ7|PACE1_MOUSE	tr|G1P7E9|G1P7E9_MYOLU
OG0007802	sp|Q9ERB0|SNP29_MOUSE	tr|G1PF12|G1PF12_MYOLU
OG0007803	sp|Q9JHC9|ELF2_MOUSE	tr|G1PCT7|G1PCT7_MYOLU
OG0007804	sp|Q9JL18|BACE2_MOUSE	tr|G1PQ90|G1PQ90_MYOLU
OG0007805	sp|Q9JM14|NT5C_MOUSE	tr|G1PRR5|G1PRR5_MYOLU
OG0007806	tr|S4R1I0|S4R1I0_MOUSE	tr|G1Q5H6|G1Q5H6_MYOLU
OG0007807	sp|A3KFM7|CHD6_MOUSE	tr|G1PU72|G1PU72_MYOLU
OG0007808	sp|A9Q751|PCDP1_MOUSE	tr|G1NVS2|G1NVS2_MYOLU
OG0007809	tr|B1ATX6|B1ATX6_MOUSE	tr|G1NT84|G1NT84_MYOLU
OG0007810	tr|B8JJD3|B8JJD3_MOUSE	tr|G1NSG9|G1NSG9_MYOLU
OG0007811	sp|O09111|NDUBB_MOUSE	tr|G1PM03|G1PM03_MYOLU
OG0007812	sp|O35207|CDKA1_MOUSE	tr|G1Q572|G1Q572_MYOLU
OG0007813	sp|P41241|CSK_MOUSE	tr|G1PN95|G1PN95_MYOLU
OG0007814	sp|P42925|PXMP2_MOUSE	tr|G1PUU1|G1PUU1_MYOLU
OG0007815	sp|P61953|GBG11_MOUSE	tr|G1QDU0|G1QDU0_MYOLU
OG0007816	sp|P70126|SIA8E_MOUSE	tr|G1PCF6|G1PCF6_MYOLU
OG0007817	tr|Q1HDU4|Q1HDU4_MOUSE	tr|G1NUN1|G1NUN1_MYOLU
OG0007818	sp|Q3THE2|ML12B_MOUSE	tr|G1P466|G1P466_MYOLU
OG0007819	sp|Q3TYR5|GRCR2_MOUSE	tr|G1PZC6|G1PZC6_MYOLU
OG0007820	sp|Q3UA06|PCH2_MOUSE	tr|G1P1Y7|G1P1Y7_MYOLU
OG0007821	tr|Q3UWK9|Q3UWK9_MOUSE	tr|G1QF43|G1QF43_MYOLU
OG0007822	sp|Q569Z5|DDX46_MOUSE	tr|G1PKX7|G1PKX7_MYOLU
OG0007823	sp|Q5SV66|CCD42_MOUSE	tr|G1NU57|G1NU57_MYOLU
OG0007824	sp|Q60750|EPHA1_MOUSE	tr|G1PRK9|G1PRK9_MYOLU
OG0007825	sp|Q61477|NBL1_MOUSE	tr|G1Q507|G1Q507_MYOLU
OG0007827	sp|Q64727|VINC_MOUSE	tr|G1PEL2|G1PEL2_MYOLU
OG0007828	sp|Q6P068|ARL5C_MOUSE	tr|G1PXX2|G1PXX2_MYOLU
OG0007829	sp|Q7M732|RTL1_MOUSE	tr|G1PQA3|G1PQA3_MYOLU
OG0007830	sp|Q810B6|ANFY1_MOUSE	tr|G1P891|G1P891_MYOLU
OG0007831	sp|Q810K9|GXLT2_MOUSE	tr|G1QEK1|G1QEK1_MYOLU
OG0007832	sp|Q8BFR4|GNS_MOUSE	tr|G1NV53|G1NV53_MYOLU
OG0007833	sp|Q8BLB7|LMBL3_MOUSE	tr|G1PKB1|G1PKB1_MYOLU
OG0007834	sp|Q8BP86|SNPC4_MOUSE	tr|G1P299|G1P299_MYOLU
OG0007835	sp|Q8BR76|MKS3_MOUSE	tr|G1PN92|G1PN92_MYOLU
OG0007836	sp|Q8CD92|TTC27_MOUSE	tr|G1PVA3|G1PVA3_MYOLU
OG0007837	sp|Q8CFE4|SCYL2_MOUSE	tr|G1PD80|G1PD80_MYOLU
OG0007838	sp|Q8CHC8|ADNP2_MOUSE	tr|G1P7Q6|G1P7Q6_MYOLU
OG0007839	sp|Q8K1B8|URP2_MOUSE	tr|G1QCW2|G1QCW2_MYOLU
OG0007840	sp|Q8K389|CK5P2_MOUSE	tr|G1P3Q5|G1P3Q5_MYOLU
OG0007841	sp|Q8VD58|EVI2B_MOUSE	tr|G1P6V7|G1P6V7_MYOLU
OG0007842	sp|Q924T7|RNF31_MOUSE	tr|G1PEJ3|G1PEJ3_MYOLU
OG0007843	sp|Q99LX8|OST4_MOUSE	tr|G1QB46|G1QB46_MYOLU
OG0007844	sp|Q99N89|RM43_MOUSE	tr|G1PND6|G1PND6_MYOLU
OG0007845	sp|Q99P88|NU155_MOUSE	tr|G1PPP5|G1PPP5_MYOLU
OG0007846	sp|Q9CR02|TMA16_MOUSE	tr|G1PEA0|G1PEA0_MYOLU
OG0007847	sp|Q9CWH5|TRM11_MOUSE	tr|G1PAV1|G1PAV1_MYOLU
OG0007848	sp|Q9D0G0|RT30_MOUSE	tr|G1P6K3|G1P6K3_MYOLU
OG0007849	sp|Q9D7N3|RT09_MOUSE	tr|G1NW81|G1NW81_MYOLU
OG0007850	sp|Q9DBL2|GDAP2_MOUSE	tr|G1P0A4|G1P0A4_MYOLU
OG0007851	sp|Q9EQX4|AIF1L_MOUSE	tr|G1P3E6|G1P3E6_MYOLU
OG0007852	sp|Q9JKX4|AATF_MOUSE	tr|G1PQQ6|G1PQQ6_MYOLU
OG0007853	sp|Q9R0Y1|ASIC5_MOUSE	tr|G1PIE4|G1PIE4_MYOLU
OG0007854	sp|Q9R190|MTA2_MOUSE	tr|G1NT46|G1NT46_MYOLU
OG0007855	sp|Q9WTK0|NUPR1_MOUSE	tr|G1NTV0|G1NTV0_MYOLU
OG0007856	sp|Q9WUD6|WNT8B_MOUSE	tr|G1PRG6|G1PRG6_MYOLU
OG0007857	sp|Q9WUN8|LBX2_MOUSE	tr|G1NYD9|G1NYD9_MYOLU
OG0007858	sp|Q9WVL2|STAT2_MOUSE	tr|G1P7U2|G1P7U2_MYOLU
OG0007859	sp|Q9WVL6|EXTL3_MOUSE	tr|G1PKJ2|G1PKJ2_MYOLU
OG0007860	tr|A0A075B5J5|A0A075B5J5_MOUSE	tr|G1PGL8|G1PGL8_MYOLU
OG0007861	sp|B2RXM4|NTM1B_MOUSE	tr|G1P7H2|G1P7H2_MYOLU
OG0007862	sp|E9Q236|MRP4_MOUSE	tr|G1P5W9|G1P5W9_MYOLU
OG0007863	tr|E9Q616|E9Q616_MOUSE	tr|G1P6V8|G1P6V8_MYOLU
OG0007864	sp|O09046|OXLA_MOUSE	tr|G1PW69|G1PW69_MYOLU
OG0007865	sp|O88342|WDR1_MOUSE	tr|G1PMW0|G1PMW0_MYOLU
OG0007866	sp|P16015|CAH3_MOUSE	tr|G1QF89|G1QF89_MYOLU
OG0007867	sp|P23359|BMP7_MOUSE	tr|G1PPQ4|G1PPQ4_MYOLU
OG0007868	sp|P27548|CD40L_MOUSE	tr|G1PA10|G1PA10_MYOLU
OG0007869	sp|P27641|XRCC5_MOUSE	tr|G1PNC7|G1PNC7_MYOLU
OG0007870	sp|P47931|FST_MOUSE	tr|G1P1I4|G1P1I4_MYOLU
OG0007871	sp|P48771|CX7A2_MOUSE	tr|G1Q9S2|G1Q9S2_MYOLU
OG0007872	sp|P54728|RD23B_MOUSE	tr|G1PXA8|G1PXA8_MYOLU
OG0007873	sp|P59034|LRRC3_MOUSE	tr|G1PHM1|G1PHM1_MYOLU
OG0007874	sp|P60954|NOL4_MOUSE	tr|G1P9B4|G1P9B4_MYOLU
OG0007875	sp|P70261|PALD_MOUSE	tr|G1NYJ4|G1NYJ4_MYOLU
OG0007876	sp|P97313|PRKDC_MOUSE	tr|G1NU10|G1NU10_MYOLU
OG0007877	sp|Q14B46|RTKN2_MOUSE	tr|G1PMV1|G1PMV1_MYOLU
OG0007878	sp|Q24JP3|F178B_MOUSE	tr|G1QDL8|G1QDL8_MYOLU
OG0007879	sp|Q3U9F6|RN166_MOUSE	tr|G1PCJ2|G1PCJ2_MYOLU
OG0007880	sp|Q3UHX2|HAP28_MOUSE	tr|G1PH44|G1PH44_MYOLU
OG0007881	sp|Q3UJ81|NEPR1_MOUSE	tr|G1QE05|G1QE05_MYOLU
OG0007882	sp|Q3USH5|SFSWA_MOUSE	tr|G1PHY3|G1PHY3_MYOLU
OG0007883	sp|Q3V1M1|IGS10_MOUSE	tr|G1PIE5|G1PIE5_MYOLU
OG0007884	sp|Q4KL13|CN028_MOUSE	tr|G1NSP3|G1NSP3_MYOLU
OG0007885	sp|Q4QY64|ATAD5_MOUSE	tr|G1NU86|G1NU86_MYOLU
OG0007886	sp|Q5GH68|XKR2_MOUSE	tr|G1NWR8|G1NWR8_MYOLU
OG0007887	sp|Q5KU39|VPS41_MOUSE	tr|G1PCB8|G1PCB8_MYOLU
OG0007888	sp|Q61194|P3C2A_MOUSE	tr|G1P8L0|G1P8L0_MYOLU
OG0007889	sp|Q62383|SPT6H_MOUSE	tr|G1PKJ6|G1PKJ6_MYOLU
OG0007890	sp|Q6P7F1|MPP4_MOUSE	tr|G1PX59|G1PX59_MYOLU
OG0007891	sp|Q6RKD8|FLRT1_MOUSE	tr|G1QBF4|G1QBF4_MYOLU
OG0007892	sp|Q6W8Q3|PC4L1_MOUSE	tr|G1P9W8|G1P9W8_MYOLU
OG0007893	sp|Q768S4|RPH3L_MOUSE	tr|G1PLD1|G1PLD1_MYOLU
OG0007894	sp|Q7TN99|CPEB3_MOUSE	tr|G1PDT5|G1PDT5_MYOLU
OG0007895	sp|Q80TS8|SE1L3_MOUSE	tr|G1NTX3|G1NTX3_MYOLU
OG0007896	sp|Q8BHW2|OSCP1_MOUSE	tr|G1P737|G1P737_MYOLU
OG0007897	sp|Q8BSK8|KS6B1_MOUSE	tr|G1P0P8|G1P0P8_MYOLU
OG0007898	sp|Q8BXK9|CLIC5_MOUSE	tr|G1PM77|G1PM77_MYOLU
OG0007899	sp|Q8C267|SETB2_MOUSE	tr|G1P2A0|G1P2A0_MYOLU
OG0007900	sp|Q8C570|RAE1L_MOUSE	tr|G1PHI1|G1PHI1_MYOLU
OG0007901	sp|Q8C6V3|TM212_MOUSE	tr|G1QFM8|G1QFM8_MYOLU
OG0007902	sp|Q8CFX1|G6PE_MOUSE	tr|G1NWJ5|G1NWJ5_MYOLU
OG0007903	sp|Q8K0X8|FEZ1_MOUSE	tr|G1NXF2|G1NXF2_MYOLU
OG0007904	sp|Q8K1L2|SPIN4_MOUSE	tr|G1P8M7|G1P8M7_MYOLU
OG0007905	sp|Q8R395|COMD5_MOUSE	tr|G1Q7G4|G1Q7G4_MYOLU
OG0007906	sp|Q8VHR0|PCD18_MOUSE	tr|G1PTL1|G1PTL1_MYOLU
OG0007907	sp|Q99MR9|PPR3A_MOUSE	tr|G1PFW2|G1PFW2_MYOLU
OG0007908	sp|Q9CUS9|SPPL3_MOUSE	tr|G1Q1R9|G1Q1R9_MYOLU
OG0007909	sp|Q9CZJ9|DJC18_MOUSE	tr|G1NZ83|G1NZ83_MYOLU
OG0007910	sp|Q9D1Q6|ERP44_MOUSE	tr|G1PIZ6|G1PIZ6_MYOLU
OG0007911	sp|Q9D385|AR2BP_MOUSE	tr|G1PL24|G1PL24_MYOLU
OG0007912	sp|Q9D3D9|ATPD_MOUSE	tr|G1PRA7|G1PRA7_MYOLU
OG0007913	sp|Q9D6F4|GBRA4_MOUSE	tr|G1P7H1|G1P7H1_MYOLU
OG0007914	sp|Q9D8C8|PPR35_MOUSE	tr|G1PEA8|G1PEA8_MYOLU
OG0007915	sp|Q9D9W1|PIFO_MOUSE	tr|G1PKG4|G1PKG4_MYOLU
OG0007916	sp|Q9DAP7|ASF1B_MOUSE	tr|G1NTI3|G1NTI3_MYOLU
OG0007917	sp|Q9EP69|SAC1_MOUSE	tr|G1PSS9|G1PSS9_MYOLU
OG0007918	sp|Q9EP72|EMC7_MOUSE	tr|G1P0Y9|G1P0Y9_MYOLU
OG0007919	sp|Q9QYI8|DNJB7_MOUSE	tr|G1PA26|G1PA26_MYOLU
OG0007920	sp|Q9Z2C4|MTMR1_MOUSE	tr|G1PGY8|G1PGY8_MYOLU
OG0007921	tr|S4R1L6|S4R1L6_MOUSE	tr|G1Q811|G1Q811_MYOLU
OG0007922	tr|A0A1W2P7S4|A0A1W2P7S4_MOUSE	tr|G1Q786|G1Q786_MYOLU
OG0007923	sp|A2ADU8|DG2L6_MOUSE	tr|G1NWI2|G1NWI2_MYOLU
OG0007924	tr|A2AJX0|A2AJX0_MOUSE	tr|G1NVW9|G1NVW9_MYOLU
OG0007925	sp|E9PVB3|CC175_MOUSE	tr|G1P2D7|G1P2D7_MYOLU
OG0007926	sp|E9PZ19|TUTLB_MOUSE	tr|G1PJC4|G1PJC4_MYOLU
OG0007927	sp|O35490|BHMT1_MOUSE	tr|G1PD30|G1PD30_MYOLU
OG0007928	sp|O35912|EMP3_MOUSE	tr|G1P2W4|G1P2W4_MYOLU
OG0007929	sp|O88696|CLPP_MOUSE	tr|G1PAH2|G1PAH2_MYOLU
OG0007930	sp|O88792|JAM1_MOUSE	tr|G1PD27|G1PD27_MYOLU
OG0007931	sp|P10852|4F2_MOUSE	tr|G1P7Z4|G1P7Z4_MYOLU
OG0007932	sp|P27512|TNR5_MOUSE	tr|G1P622|G1P622_MYOLU
OG0007933	sp|P37804|TAGL_MOUSE	tr|G1PA15|G1PA15_MYOLU
OG0007934	sp|P43407|SDC2_MOUSE	tr|G1P8S7|G1P8S7_MYOLU
OG0007935	sp|P59240|NPHP4_MOUSE	tr|G1PL72|G1PL72_MYOLU
OG0007936	sp|P70290|EM55_MOUSE	tr|G1PJF4|G1PJF4_MYOLU
OG0007937	sp|P70371|TERF1_MOUSE	tr|G1PJZ4|G1PJZ4_MYOLU
OG0007938	sp|Q00558|HAP40_MOUSE	tr|G1QE16|G1QE16_MYOLU
