Orthogroup	Mus_musculus	Macaca_nemestrina
OG0005302	tr|E9Q4M0|E9Q4M0_MOUSE	tr|A0A2K6DC38|A0A2K6DC38_MACNE
OG0005303	sp|O88351|IKKB_MOUSE	tr|A0A2K6DCD6|A0A2K6DCD6_MACNE
OG0005304	sp|Q9Z0J0|NPC2_MOUSE	tr|A0A2K6DD49|A0A2K6DD49_MACNE
OG0005305	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A2K6DG88|A0A2K6DG88_MACNE
OG0005306	sp|Q8BZR9|NCBP3_MOUSE	tr|A0A2K6DKT4|A0A2K6DKT4_MACNE
OG0005307	sp|Q76LS9|MINY1_MOUSE	tr|A0A2K6DNS5|A0A2K6DNS5_MACNE
OG0005308	sp|Q920D7|SG3A1_MOUSE	tr|A0A2K6DPJ5|A0A2K6DPJ5_MACNE
OG0005309	sp|Q920B9|SP16H_MOUSE	tr|A0A2K6DR68|A0A2K6DR68_MACNE
OG0005310	sp|Q62083|PICK1_MOUSE	tr|A0A2K6DSZ5|A0A2K6DSZ5_MACNE
OG0005311	sp|Q6NXH8|MET25_MOUSE	tr|A0A2K6DT25|A0A2K6DT25_MACNE
OG0005312	sp|Q03404|TFF2_MOUSE	tr|A0A2K6DX79|A0A2K6DX79_MACNE
OG0005313	sp|Q8BZ64|TECT1_MOUSE	tr|A0A2K6DYL6|A0A2K6DYL6_MACNE
OG0005314	sp|Q8C4B4|U119B_MOUSE	tr|A0A2K6DZ95|A0A2K6DZ95_MACNE
OG0005315	sp|Q2EY15|PRTG_MOUSE	tr|A0A2K6DZN3|A0A2K6DZN3_MACNE
OG0005316	sp|P24063|ITAL_MOUSE	tr|A0A2K6E005|A0A2K6E005_MACNE
OG0005317	sp|Q0VF58|COJA1_MOUSE	tr|A0A2K6E0G0|A0A2K6E0G0_MACNE
OG0005318	sp|P0C8K7|SMIM1_MOUSE	tr|A0A2K6E3B6|A0A2K6E3B6_MACNE
OG0005319	sp|Q91W98|S15A4_MOUSE	tr|A0A2K6E6P3|A0A2K6E6P3_MACNE
OG0005320	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A2K6E7N2|A0A2K6E7N2_MACNE
OG0005321	sp|Q9CR42|ANKR1_MOUSE	tr|A0A2K6ECW0|A0A2K6ECW0_MACNE
OG0005322	sp|Q9CW79|GOGA1_MOUSE	tr|A0A2K6AW58|A0A2K6AW58_MACNE
OG0005323	sp|Q8K4Q0|RPTOR_MOUSE	tr|A0A2K6AYJ9|A0A2K6AYJ9_MACNE
OG0005324	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A2K6B3I4|A0A2K6B3I4_MACNE
OG0005326	sp|Q91YL7|PG2IP_MOUSE	tr|A0A2K6B557|A0A2K6B557_MACNE
OG0005327	sp|O08689|GDF8_MOUSE	tr|A0A2K6B5Y9|A0A2K6B5Y9_MACNE
OG0005328	sp|O70433|FHL2_MOUSE	tr|A0A2K6B874|A0A2K6B874_MACNE
OG0005329	sp|B1ASB6|SPOC1_MOUSE	tr|A0A2K6B8Y4|A0A2K6B8Y4_MACNE
OG0005330	sp|Q9EST3|4ET_MOUSE	tr|A0A2K6BC28|A0A2K6BC28_MACNE
OG0005331	sp|Q19LI2|A1BG_MOUSE	tr|A0A2K6BDZ8|A0A2K6BDZ8_MACNE
OG0005332	sp|Q8C863|ITCH_MOUSE	tr|A0A2K6BGS2|A0A2K6BGS2_MACNE
OG0005333	sp|Q9D0P8|IFT27_MOUSE	tr|A0A2K6BI52|A0A2K6BI52_MACNE
OG0005334	sp|O35595|PTC2_MOUSE	tr|A0A2K6BIE3|A0A2K6BIE3_MACNE
OG0005335	tr|Q9DA59|Q9DA59_MOUSE	tr|A0A2K6BLH0|A0A2K6BLH0_MACNE
OG0005336	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A2K6BQG8|A0A2K6BQG8_MACNE
OG0005337	sp|Q9D023|MPC2_MOUSE	tr|A0A2K6BSQ2|A0A2K6BSQ2_MACNE
OG0005338	sp|Q9DAE7|CK097_MOUSE	tr|A0A2K6BTM5|A0A2K6BTM5_MACNE
OG0005339	sp|Q91WQ3|SYYC_MOUSE	tr|A0A2K6BVY5|A0A2K6BVY5_MACNE
OG0005340	sp|Q5DTM8|BRE1A_MOUSE	tr|A0A2K6BX65|A0A2K6BX65_MACNE
OG0005341	sp|Q9JK84|PAR6G_MOUSE	tr|A0A2K6BX73|A0A2K6BX73_MACNE
OG0005342	sp|Q0II04|NEBL_MOUSE	tr|A0A2K6BYU0|A0A2K6BYU0_MACNE
OG0005343	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A2K6BZ26|A0A2K6BZ26_MACNE
OG0005344	sp|Q9D7J6|DNSL1_MOUSE	tr|A0A2K6C2E5|A0A2K6C2E5_MACNE
OG0005345	sp|O70496|CLCN7_MOUSE	tr|A0A2K6C2U5|A0A2K6C2U5_MACNE
OG0005346	sp|Q9Z1Q4|LY66C_MOUSE	tr|A0A2K6C7C7|A0A2K6C7C7_MACNE
OG0005347	sp|Q8VI78|PLA1A_MOUSE	tr|A0A2K6C950|A0A2K6C950_MACNE
OG0005348	sp|P70158|ASM3A_MOUSE	tr|A0A2K6CAM2|A0A2K6CAM2_MACNE
OG0005349	sp|Q8BPI1|KTU_MOUSE	tr|A0A2K6CAM9|A0A2K6CAM9_MACNE
OG0005350	sp|Q6PDK2|KMT2D_MOUSE	tr|A0A2K6CAT8|A0A2K6CAT8_MACNE
OG0005351	sp|Q9CPZ1|CC198_MOUSE	tr|A0A2K6CBL5|A0A2K6CBL5_MACNE
OG0005352	sp|Q8BHZ5|CYREN_MOUSE	tr|A0A2K6CFN7|A0A2K6CFN7_MACNE
OG0005353	sp|D3YZG8|MTD2L_MOUSE	tr|A0A2K6CL69|A0A2K6CL69_MACNE
OG0005354	sp|Q9Z0E0|NCDN_MOUSE	tr|A0A2K6CPC4|A0A2K6CPC4_MACNE
OG0005355	sp|Q76N33|STALP_MOUSE	tr|A0A2K6CQH9|A0A2K6CQH9_MACNE
OG0005356	sp|E9QAU8|RN165_MOUSE	tr|A0A2K6CR28|A0A2K6CR28_MACNE
OG0005357	sp|P06683|CO9_MOUSE	tr|A0A2K6CS54|A0A2K6CS54_MACNE
OG0005358	sp|Q3V016|HIPK4_MOUSE	tr|A0A2K6CY42|A0A2K6CY42_MACNE
OG0005359	sp|Q8CDV0|CC178_MOUSE	tr|A0A2K6D3F8|A0A2K6D3F8_MACNE
OG0005360	sp|Q9DC26|S46A3_MOUSE	tr|A0A2K6D5G2|A0A2K6D5G2_MACNE
OG0005361	sp|Q9WTK2|CDYL_MOUSE	tr|A0A2K6D5H5|A0A2K6D5H5_MACNE
OG0005362	sp|Q08331|CALB2_MOUSE	tr|A0A2K6D5X5|A0A2K6D5X5_MACNE
OG0005363	sp|Q9QWF0|CAF1A_MOUSE	tr|A0A2K6D6H7|A0A2K6D6H7_MACNE
OG0005364	sp|Q9QZ88|VPS29_MOUSE	tr|A0A2K6D8M6|A0A2K6D8M6_MACNE
OG0005365	sp|Q61666|HIRA_MOUSE	tr|A0A2K6D9Y6|A0A2K6D9Y6_MACNE
OG0005366	sp|Q8BGR6|ARL15_MOUSE	tr|A0A2K6DCT0|A0A2K6DCT0_MACNE
OG0005367	sp|Q3TUH1|TAM41_MOUSE	tr|A0A2K6DFP0|A0A2K6DFP0_MACNE
OG0005368	sp|O35988|SDC4_MOUSE	tr|A0A2K6DI81|A0A2K6DI81_MACNE
OG0005369	sp|Q3UDK1|TRAD1_MOUSE	tr|A0A2K6DIP4|A0A2K6DIP4_MACNE
OG0005370	sp|Q8BMI4|GEN_MOUSE	tr|A0A2K6DLS8|A0A2K6DLS8_MACNE
OG0005371	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A2K6DSE3|A0A2K6DSE3_MACNE
OG0005372	tr|E9PVC2|E9PVC2_MOUSE	tr|A0A2K6DSQ9|A0A2K6DSQ9_MACNE
OG0005373	sp|Q9WU78|PDC6I_MOUSE	tr|A0A2K6E0K8|A0A2K6E0K8_MACNE
OG0005374	sp|Q8R0K4|CC137_MOUSE	tr|A0A2K6E998|A0A2K6E998_MACNE
OG0005375	sp|Q9D4J3|DCBD1_MOUSE	tr|A0A2K6EA96|A0A2K6EA96_MACNE
OG0005376	sp|Q99PF4|CAD23_MOUSE	tr|A0A2K6EBL5|A0A2K6EBL5_MACNE
OG0005377	sp|P28662|BRI3_MOUSE	tr|A0A2K6ALI2|A0A2K6ALI2_MACNE
OG0005378	sp|Q9R0A5|NEK3_MOUSE	tr|A0A2K6AMC8|A0A2K6AMC8_MACNE
OG0005379	sp|Q9D6W8|BORC6_MOUSE	tr|A0A2K6AN74|A0A2K6AN74_MACNE
OG0005380	sp|P05017|IGF1_MOUSE	tr|A0A2K6AQQ4|A0A2K6AQQ4_MACNE
OG0005381	sp|A2RT91|ANKAR_MOUSE	tr|A0A2K6AR99|A0A2K6AR99_MACNE
OG0005382	sp|Q8CH18|CCAR1_MOUSE	tr|A0A2K6ASF6|A0A2K6ASF6_MACNE
OG0005383	sp|Q9D1T5|PRR15_MOUSE	tr|A0A2K6ATN8|A0A2K6ATN8_MACNE
OG0005384	tr|D3YZB0|D3YZB0_MOUSE	tr|A0A2K6AX44|A0A2K6AX44_MACNE
OG0005385	sp|Q80T62|GP101_MOUSE	tr|A0A2K6AY59|A0A2K6AY59_MACNE
OG0005386	sp|Q3UVV9|VWA3A_MOUSE	tr|A0A2K6AY82|A0A2K6AY82_MACNE
OG0005387	sp|D3Z752|SPXN_MOUSE	tr|A0A2K6AYJ0|A0A2K6AYJ0_MACNE
OG0005388	sp|P61809|CD5R1_MOUSE	tr|A0A2K6B1Q0|A0A2K6B1Q0_MACNE
OG0005389	sp|Q62232|SIX2_MOUSE	tr|A0A2K6B329|A0A2K6B329_MACNE
OG0005390	sp|Q8C6Z1|MUC15_MOUSE	tr|A0A2K6B5K1|A0A2K6B5K1_MACNE
OG0005391	sp|Q3ULD5|MCCB_MOUSE	tr|A0A2K6BB74|A0A2K6BB74_MACNE
OG0005392	sp|D3Z5L9|CCN6_MOUSE	tr|A0A2K6BBR1|A0A2K6BBR1_MACNE
OG0005393	sp|Q8R124|KLH36_MOUSE	tr|A0A2K6BF68|A0A2K6BF68_MACNE
OG0005394	sp|Q8QZV0|DEDD2_MOUSE	tr|A0A2K6BL72|A0A2K6BL72_MACNE
OG0005395	sp|Q8CI51|PDLI5_MOUSE	tr|A0A2K6BRA6|A0A2K6BRA6_MACNE
OG0005396	sp|Q9D267|LCN9_MOUSE	tr|A0A2K6BZL9|A0A2K6BZL9_MACNE
OG0005397	sp|Q6XP49|GLIS3_MOUSE	tr|A0A2K6C1L1|A0A2K6C1L1_MACNE
OG0005398	sp|Q50L42|PA24E_MOUSE	tr|A0A2K6C279|A0A2K6C279_MACNE
OG0005399	sp|P50289|ASPX_MOUSE	tr|A0A2K6C2D5|A0A2K6C2D5_MACNE
OG0005400	sp|Q8K4B2|IRAK3_MOUSE	tr|A0A2K6C2P9|A0A2K6C2P9_MACNE
OG0005401	sp|P97334|NKX23_MOUSE	tr|A0A2K6C3I4|A0A2K6C3I4_MACNE
OG0005402	sp|Q91YJ3|THYN1_MOUSE	tr|A0A2K6C3U8|A0A2K6C3U8_MACNE
OG0005403	sp|Q8VEA6|CRDL2_MOUSE	tr|A0A2K6C6P3|A0A2K6C6P3_MACNE
OG0005404	sp|P01132|EGF_MOUSE	tr|A0A2K6C6Q9|A0A2K6C6Q9_MACNE
OG0005405	sp|Q61069|USF1_MOUSE	tr|A0A2K6C7J7|A0A2K6C7J7_MACNE
OG0005406	sp|Q6NXM3|TM130_MOUSE	tr|A0A2K6CAN7|A0A2K6CAN7_MACNE
OG0005407	sp|Q6ZQL4|WDR43_MOUSE	tr|A0A2K6CGQ5|A0A2K6CGQ5_MACNE
OG0005408	sp|Q8C8V1|ZXDC_MOUSE	tr|A0A2K6CQ43|A0A2K6CQ43_MACNE
OG0005409	sp|Q148A4|PPR32_MOUSE	tr|A0A2K6CT11|A0A2K6CT11_MACNE
OG0005410	sp|Q61730|IL1AP_MOUSE	tr|A0A2K6CTB8|A0A2K6CTB8_MACNE
OG0005411	sp|Q80TF3|PCD19_MOUSE	tr|A0A2K6CV06|A0A2K6CV06_MACNE
OG0005412	sp|Q0VBD0|ITB8_MOUSE	tr|A0A2K6CWE5|A0A2K6CWE5_MACNE
OG0005413	sp|Q9ESB3|HRG_MOUSE	tr|A0A2K6CX03|A0A2K6CX03_MACNE
OG0005414	sp|Q794H2|NP1L3_MOUSE	tr|A0A2K6CXH4|A0A2K6CXH4_MACNE
OG0005415	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A2K6D3H6|A0A2K6D3H6_MACNE
OG0005416	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A2K6DBL6|A0A2K6DBL6_MACNE
OG0005417	sp|Q922G0|S2536_MOUSE	tr|A0A2K6DCU1|A0A2K6DCU1_MACNE
OG0005418	sp|Q61738|ITA7_MOUSE	tr|A0A2K6DDI8|A0A2K6DDI8_MACNE
OG0005419	sp|Q8BZH0|S39AD_MOUSE	tr|A0A2K6DF69|A0A2K6DF69_MACNE
OG0005420	sp|Q9ERE9|JIP2_MOUSE	tr|A0A2K6DFU2|A0A2K6DFU2_MACNE
OG0005421	sp|Q9EQK7|ICMT_MOUSE	tr|A0A2K6DG64|A0A2K6DG64_MACNE
OG0005422	sp|Q80YR6|CTIP_MOUSE	tr|A0A2K6DK92|A0A2K6DK92_MACNE
OG0005423	sp|P23298|KPCL_MOUSE	tr|A0A2K6DL10|A0A2K6DL10_MACNE
OG0005424	sp|Q14CH1|MOCOS_MOUSE	tr|A0A2K6DMT6|A0A2K6DMT6_MACNE
OG0005425	sp|Q8BHA1|LRC24_MOUSE	tr|A0A2K6DQ79|A0A2K6DQ79_MACNE
OG0005426	sp|Q9JMF3|GBG13_MOUSE	tr|A0A2K6DR56|A0A2K6DR56_MACNE
OG0005427	tr|G3X9N5|G3X9N5_MOUSE	tr|A0A2K6DSN4|A0A2K6DSN4_MACNE
OG0005428	sp|Q80TR8|DCAF1_MOUSE	tr|A0A2K6DTT2|A0A2K6DTT2_MACNE
OG0005429	sp|Q9CPY4|CDKA2_MOUSE	tr|A0A2K6DTZ0|A0A2K6DTZ0_MACNE
OG0005430	sp|P54071|IDHP_MOUSE	tr|A0A2K6DUI2|A0A2K6DUI2_MACNE
OG0005431	sp|Q9ERD8|PARVG_MOUSE	tr|A0A2K6DYJ8|A0A2K6DYJ8_MACNE
OG0005432	sp|Q9D9N8|PADC1_MOUSE	tr|A0A2K6DYZ9|A0A2K6DYZ9_MACNE
OG0005433	sp|Q8VDV8|MITD1_MOUSE	tr|A0A2K6E1R3|A0A2K6E1R3_MACNE
OG0005434	sp|A0JNU3|LPP60_MOUSE	tr|A0A2K6E1Y9|A0A2K6E1Y9_MACNE
OG0005435	sp|Q9EPK6|SIL1_MOUSE	tr|A0A2K6E679|A0A2K6E679_MACNE
OG0005436	tr|Q9JHF5|Q9JHF5_MOUSE	tr|A0A2K6E692|A0A2K6E692_MACNE
OG0005437	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A2K6E7H3|A0A2K6E7H3_MACNE
OG0005438	sp|Q9WUL5|PD1L2_MOUSE	tr|A4GW28|A4GW28_MACNE
OG0005439	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A2K6AMJ5|A0A2K6AMJ5_MACNE
OG0005440	sp|Q62388|ATM_MOUSE	tr|A0A2K6APS3|A0A2K6APS3_MACNE
OG0005441	tr|E9PX29|E9PX29_MOUSE	tr|A0A2K6AQJ2|A0A2K6AQJ2_MACNE
OG0005442	tr|B2RT41|B2RT41_MOUSE	tr|A0A2K6AS43|A0A2K6AS43_MACNE
OG0005443	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A2K6ATQ2|A0A2K6ATQ2_MACNE
OG0005444	sp|P70660|NGN1_MOUSE	tr|A0A2K6AU39|A0A2K6AU39_MACNE
OG0005445	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A2K6AUN8|A0A2K6AUN8_MACNE
OG0005446	sp|Q5BJ29|FBXL7_MOUSE	tr|A0A2K6AVU3|A0A2K6AVU3_MACNE
OG0005447	sp|Q78T54|VMA21_MOUSE	tr|A0A2K6B0K7|A0A2K6B0K7_MACNE
OG0005448	sp|Q9CZP0|UFSP1_MOUSE	tr|A0A2K6B111|A0A2K6B111_MACNE
OG0005449	tr|A3KGJ9|A3KGJ9_MOUSE	tr|A0A2K6B443|A0A2K6B443_MACNE
OG0005450	sp|Q9QXJ1|APBB1_MOUSE	tr|A0A2K6B4C3|A0A2K6B4C3_MACNE
OG0005451	sp|Q9DBA8|HUTI_MOUSE	tr|A0A2K6BEZ6|A0A2K6BEZ6_MACNE
OG0005452	sp|P18761|CAH6_MOUSE	tr|A0A2K6BFS8|A0A2K6BFS8_MACNE
OG0005453	sp|Q8VI67|SP7_MOUSE	tr|A0A2K6BKK7|A0A2K6BKK7_MACNE
OG0005454	sp|P60487|PLPP_MOUSE	tr|A0A2K6BMF9|A0A2K6BMF9_MACNE
OG0005455	sp|Q8CHG5|AREL1_MOUSE	tr|A0A2K6BTP7|A0A2K6BTP7_MACNE
OG0005456	sp|Q6ZQM0|RFFL_MOUSE	tr|A0A2K6BV12|A0A2K6BV12_MACNE
OG0005457	sp|Q924Z5|TRAM2_MOUSE	tr|A0A2K6BWW1|A0A2K6BWW1_MACNE
OG0005458	sp|Q9D529|WBP2L_MOUSE	tr|A0A2K6C1B2|A0A2K6C1B2_MACNE
OG0005459	sp|Q61488|DHH_MOUSE	tr|A0A2K6C4A7|A0A2K6C4A7_MACNE
OG0005460	sp|Q8VCP8|KAD6_MOUSE	tr|A0A2K6C4J4|A0A2K6C4J4_MACNE
OG0005461	sp|O09113|OTP_MOUSE	tr|A0A2K6C4L1|A0A2K6C4L1_MACNE
OG0005462	sp|O08601|MTP_MOUSE	tr|A0A2K6C658|A0A2K6C658_MACNE
OG0005463	sp|Q9QXG9|TINF2_MOUSE	tr|A0A2K6C7Y7|A0A2K6C7Y7_MACNE
OG0005464	sp|Q6PDZ2|TAF1C_MOUSE	tr|A0A2K6CB80|A0A2K6CB80_MACNE
OG0005465	sp|P35546|RET_MOUSE	tr|A0A2K6CCS4|A0A2K6CCS4_MACNE
OG0005466	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A2K6CDX2|A0A2K6CDX2_MACNE
OG0005467	sp|O88693|CEGT_MOUSE	tr|A0A2K6CGH8|A0A2K6CGH8_MACNE
OG0005468	sp|Q99P69|NUF2_MOUSE	tr|A0A2K6CI66|A0A2K6CI66_MACNE
OG0005469	sp|Q9EST8|IKBZ_MOUSE	tr|A0A2K6CL60|A0A2K6CL60_MACNE
OG0005470	sp|P97929|BRCA2_MOUSE	tr|A0A2K6CN06|A0A2K6CN06_MACNE
OG0005471	sp|Q8BL48|UNK_MOUSE	tr|A0A2K6CPE8|A0A2K6CPE8_MACNE
OG0005472	tr|Q9WUR0|Q9WUR0_MOUSE	tr|A0A2K6CRR4|A0A2K6CRR4_MACNE
OG0005473	sp|P97434|MPRIP_MOUSE	tr|A0A2K6CWY2|A0A2K6CWY2_MACNE
OG0005474	sp|Q07243|MTF1_MOUSE	tr|A0A2K6D1A4|A0A2K6D1A4_MACNE
OG0005475	sp|Q68FH4|GALK2_MOUSE	tr|A0A2K6D832|A0A2K6D832_MACNE
OG0005476	sp|Q8C428|TMC7_MOUSE	tr|A0A2K6D8A9|A0A2K6D8A9_MACNE
OG0005477	sp|P31428|DPEP1_MOUSE	tr|A0A2K6D9D2|A0A2K6D9D2_MACNE
OG0005478	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A2K6D9P6|A0A2K6D9P6_MACNE
OG0005479	sp|Q8BV13|CSN7B_MOUSE	tr|A0A2K6DD96|A0A2K6DD96_MACNE
OG0005480	sp|Q62443|NPTX1_MOUSE	tr|A0A2K6DE03|A0A2K6DE03_MACNE
OG0005481	sp|Q9CQC8|SPG21_MOUSE	tr|A0A2K6DEX3|A0A2K6DEX3_MACNE
OG0005482	sp|Q9ER71|RHOJ_MOUSE	tr|A0A2K6DFN8|A0A2K6DFN8_MACNE
OG0005483	sp|P26928|HGFL_MOUSE	tr|A0A2K6DH51|A0A2K6DH51_MACNE
OG0005484	sp|Q8BJS8|MTBP_MOUSE	tr|A0A2K6DHV9|A0A2K6DHV9_MACNE
OG0005485	sp|P59900|EMIL3_MOUSE	tr|A0A2K6DIB5|A0A2K6DIB5_MACNE
OG0005486	sp|Q99J27|ACATN_MOUSE	tr|A0A2K6DJY3|A0A2K6DJY3_MACNE
OG0005487	sp|Q925Q3|NCLX_MOUSE	tr|A0A2K6DKD7|A0A2K6DKD7_MACNE
OG0005488	sp|P63075|FGF17_MOUSE	tr|A0A2K6DND1|A0A2K6DND1_MACNE
OG0005489	sp|Q9R1A8|COP1_MOUSE	tr|A0A2K6DNT5|A0A2K6DNT5_MACNE
OG0005490	sp|Q62394|ZN185_MOUSE	tr|A0A2K6DT52|A0A2K6DT52_MACNE
OG0005491	sp|Q8VCG3|WDR74_MOUSE	tr|A0A2K6DTU7|A0A2K6DTU7_MACNE
OG0005492	sp|Q61089|FZD6_MOUSE	tr|A0A2K6DUK2|A0A2K6DUK2_MACNE
OG0005493	sp|Q60953|PML_MOUSE	tr|A0A2K6DVX9|A0A2K6DVX9_MACNE
OG0005494	sp|Q9DCT5|SDF2_MOUSE	tr|A0A2K6DWW1|A0A2K6DWW1_MACNE
OG0005495	sp|A2AE42|C56D1_MOUSE	tr|A0A2K6E2I3|A0A2K6E2I3_MACNE
OG0005496	sp|Q5IXF8|GLP2R_MOUSE	tr|A0A2K6E567|A0A2K6E567_MACNE
OG0005497	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A2K6E7H6|A0A2K6E7H6_MACNE
OG0005498	sp|Q6PFD7|NAIF1_MOUSE	tr|A0A2K6E9C9|A0A2K6E9C9_MACNE
OG0005499	sp|Q80YA3|DDHD1_MOUSE	tr|A0A2K6E9K1|A0A2K6E9K1_MACNE
OG0005500	sp|Q05895|TSP3_MOUSE	tr|A0A2K6ECM2|A0A2K6ECM2_MACNE
OG0005501	tr|A2RTS7|A2RTS7_MOUSE	tr|A0A2K6ED71|A0A2K6ED71_MACNE
OG0005502	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A2K6AN16|A0A2K6AN16_MACNE
OG0005503	sp|Q8C033|ARHGA_MOUSE	tr|A0A2K6AP48|A0A2K6AP48_MACNE
OG0005504	sp|P01887|B2MG_MOUSE	tr|A0A2K6ARC3|A0A2K6ARC3_MACNE
OG0005505	sp|A2AVR2|MROH7_MOUSE	tr|A0A2K6AT92|A0A2K6AT92_MACNE
OG0005506	sp|Q6AZB0|BOC_MOUSE	tr|A0A2K6AVA5|A0A2K6AVA5_MACNE
OG0005507	sp|P23116|EIF3A_MOUSE	tr|A0A2K6AXT2|A0A2K6AXT2_MACNE
OG0005508	sp|Q80UN9|MOD5_MOUSE	tr|A0A2K6B154|A0A2K6B154_MACNE
OG0005509	tr|A2ATY4|A2ATY4_MOUSE	tr|A0A2K6B2K2|A0A2K6B2K2_MACNE
OG0005510	sp|Q9CQN3|TOM6_MOUSE	tr|A0A2K6B524|A0A2K6B524_MACNE
OG0005511	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A2K6BA75|A0A2K6BA75_MACNE
OG0005512	sp|P56974|NRG2_MOUSE	tr|A0A2K6BFX8|A0A2K6BFX8_MACNE
OG0005513	sp|A4Q9F4|TTL11_MOUSE	tr|A0A2K6BGC5|A0A2K6BGC5_MACNE
OG0005514	sp|Q9CPV1|SKA1_MOUSE	tr|A0A2K6BGL3|A0A2K6BGL3_MACNE
OG0005515	sp|Q8BVF9|AMZ1_MOUSE	tr|A0A2K6BPI8|A0A2K6BPI8_MACNE
OG0005516	sp|Q9Z0D9|CX3C1_MOUSE	tr|A0A2K6BSS1|A0A2K6BSS1_MACNE
OG0005517	sp|Q6EDY6|CARL1_MOUSE	tr|A0A2K6BVQ2|A0A2K6BVQ2_MACNE
OG0005518	sp|Q8R323|RFC3_MOUSE	tr|A0A2K6C165|A0A2K6C165_MACNE
OG0005519	sp|P97813|PLD2_MOUSE	tr|A0A2K6C1Y0|A0A2K6C1Y0_MACNE
OG0005520	sp|Q9JHR7|IDE_MOUSE	tr|A0A2K6C4Q5|A0A2K6C4Q5_MACNE
OG0005521	sp|O88783|FA5_MOUSE	tr|A0A2K6C912|A0A2K6C912_MACNE
OG0005522	tr|Q63953|Q63953_MOUSE	tr|A0A2K6CF15|A0A2K6CF15_MACNE
OG0005523	sp|Q6NY15|TSG10_MOUSE	tr|A0A2K6CIQ8|A0A2K6CIQ8_MACNE
OG0005524	sp|Q9DBM2|ECHP_MOUSE	tr|A0A2K6CJC5|A0A2K6CJC5_MACNE
OG0005525	sp|Q32KG4|RTL9_MOUSE	tr|A0A2K6CKC9|A0A2K6CKC9_MACNE
OG0005526	sp|O35594|IFT81_MOUSE	tr|A0A2K6CMG0|A0A2K6CMG0_MACNE
OG0005527	sp|Q3UW68|CAN13_MOUSE	tr|A0A2K6CPW1|A0A2K6CPW1_MACNE
OG0005528	sp|O54836|ZMAT3_MOUSE	tr|A0A2K6CSH3|A0A2K6CSH3_MACNE
OG0005529	sp|P37040|NCPR_MOUSE	tr|A0A2K6CT48|A0A2K6CT48_MACNE
OG0005530	tr|Q32M27|Q32M27_MOUSE	tr|A0A2K6CXK2|A0A2K6CXK2_MACNE
OG0005531	sp|P01837|IGKC_MOUSE	tr|A0A2K6CXN9|A0A2K6CXN9_MACNE
OG0005532	sp|P58389|PTPA_MOUSE	tr|A0A2K6CYL7|A0A2K6CYL7_MACNE
OG0005533	sp|Q8BMB3|IF4E2_MOUSE	tr|A0A2K6D1T1|A0A2K6D1T1_MACNE
OG0005534	sp|Q9DB10|EMRE_MOUSE	tr|A0A2K6D2C1|A0A2K6D2C1_MACNE
OG0005535	sp|Q922J3|CLIP1_MOUSE	tr|A0A2K6D3S2|A0A2K6D3S2_MACNE
OG0005536	sp|Q6NXI8|CXXC4_MOUSE	tr|A0A2K6D571|A0A2K6D571_MACNE
OG0005537	sp|Q91YI6|GLD2_MOUSE	tr|A0A2K6D7D8|A0A2K6D7D8_MACNE
OG0005538	sp|Q9JI70|MKKS_MOUSE	tr|A0A2K6D9L7|A0A2K6D9L7_MACNE
OG0005539	sp|Q9QYK4|H6ST3_MOUSE	tr|A0A2K6DAE1|A0A2K6DAE1_MACNE
OG0005540	sp|Q7TNB8|SBNO2_MOUSE	tr|A0A2K6DBM3|A0A2K6DBM3_MACNE
OG0005541	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A2K6DFK6|A0A2K6DFK6_MACNE
OG0005542	sp|Q80V03|ADCK5_MOUSE	tr|A0A2K6DH10|A0A2K6DH10_MACNE
OG0005543	sp|G5E8A8|TEKT5_MOUSE	tr|A0A2K6DPA2|A0A2K6DPA2_MACNE
OG0005544	sp|Q7TQC5|APTX_MOUSE	tr|A0A2K6DS23|A0A2K6DS23_MACNE
OG0005545	sp|P15307|REL_MOUSE	tr|A0A2K6DVB3|A0A2K6DVB3_MACNE
OG0005546	sp|O35449|PRRT1_MOUSE	tr|A0A2K6DVG5|A0A2K6DVG5_MACNE
OG0005547	sp|Q8R2U0|SEH1_MOUSE	tr|A0A2K6DVL9|A0A2K6DVL9_MACNE
OG0005548	sp|Q8BH79|ANO10_MOUSE	tr|A0A2K6DW02|A0A2K6DW02_MACNE
OG0005549	sp|Q3V3K7|GCNT7_MOUSE	tr|A0A2K6DW30|A0A2K6DW30_MACNE
