Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0005409	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A6J2MIZ1|A0A6J2MIZ1_9CHIR
OG0005410	sp|Q8R4E6|PURG_MOUSE	tr|A0A7E6CKX8|A0A7E6CKX8_9CHIR
OG0005411	sp|Q8VBW8|TTC36_MOUSE	tr|A0A7E6DZR6|A0A7E6DZR6_9CHIR
OG0005412	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A7E6DV84|A0A7E6DV84_9CHIR
OG0005413	sp|Q8VCU0|ANGE1_MOUSE	tr|A0A7E6CQP5|A0A7E6CQP5_9CHIR
OG0005414	tr|Q8VF69|Q8VF69_MOUSE	tr|A0A6J2MYV4|A0A6J2MYV4_9CHIR
OG0005415	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A6J2MZ43|A0A6J2MZ43_9CHIR
OG0005416	sp|Q91WJ8|FUBP1_MOUSE	tr|A0A7E6DTU6|A0A7E6DTU6_9CHIR
OG0005417	sp|Q91WU4|TMCO4_MOUSE	tr|A0A6J2LR07|A0A6J2LR07_9CHIR
OG0005418	sp|Q99KW3|TARA_MOUSE	tr|A0A7E6D8D8|A0A7E6D8D8_9CHIR
OG0005419	tr|Q9CQ14|Q9CQ14_MOUSE	tr|A0A7E6D9I5|A0A7E6D9I5_9CHIR
OG0005420	sp|Q9CQD6|SARCO_MOUSE	tr|A0A6J2M5W6|A0A6J2M5W6_9CHIR
OG0005421	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A6J2MKE8|A0A6J2MKE8_9CHIR
OG0005422	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A6J2LC13|A0A6J2LC13_9CHIR
OG0005423	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A7E6CRN8|A0A7E6CRN8_9CHIR
OG0005424	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A6J2KVK6|A0A6J2KVK6_9CHIR
OG0005425	sp|Q9D3V1|DRC10_MOUSE	tr|A0A6J2N2B8|A0A6J2N2B8_9CHIR
OG0005426	sp|Q9EQ16|CXCR6_MOUSE	tr|A0A6J2M8X2|A0A6J2M8X2_9CHIR
OG0005427	sp|Q9JJ80|RPF2_MOUSE	tr|A0A6J2LC64|A0A6J2LC64_9CHIR
OG0005428	sp|Q9QXT0|CNPY2_MOUSE	tr|A0A7E6D648|A0A7E6D648_9CHIR
OG0005429	sp|Q9WTX6|CUL1_MOUSE	tr|A0A6J2MQP4|A0A6J2MQP4_9CHIR
OG0005430	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A6J2KVY8|A0A6J2KVY8_9CHIR
OG0005431	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A6J2MAR8|A0A6J2MAR8_9CHIR
OG0005432	sp|A0A140LHV9|SIM27_MOUSE	tr|A0A6J2LE31|A0A6J2LE31_9CHIR
OG0005433	sp|A2RSY6|TRM1L_MOUSE	tr|A0A6J2N1W0|A0A6J2N1W0_9CHIR
OG0005434	sp|D3YXS5|KIF28_MOUSE	tr|A0A7E6CYI2|A0A7E6CYI2_9CHIR
OG0005437	sp|E9Q309|CE350_MOUSE	tr|A0A7E6CVJ5|A0A7E6CVJ5_9CHIR
OG0005438	tr|E9QAP7|E9QAP7_MOUSE	tr|A0A6J2MIM9|A0A6J2MIM9_9CHIR
OG0005439	sp|O54692|ZW10_MOUSE	tr|A0A7E6DYY7|A0A7E6DYY7_9CHIR
OG0005440	sp|P01582|IL1A_MOUSE	tr|A0A6J2M2N6|A0A6J2M2N6_9CHIR
OG0005441	sp|P0C5K0|SBK3_MOUSE	tr|A0A6J2MXY3|A0A6J2MXY3_9CHIR
OG0005442	sp|P23506|PIMT_MOUSE	tr|A0A6J2LF58|A0A6J2LF58_9CHIR
OG0005443	sp|P23683|EVX1_MOUSE	tr|A0A6J2MNP1|A0A6J2MNP1_9CHIR
OG0005444	sp|P29121|PCSK4_MOUSE	tr|A0A7E6EAQ2|A0A7E6EAQ2_9CHIR
OG0005445	sp|P40630|TFAM_MOUSE	tr|A0A6J2LU17|A0A6J2LU17_9CHIR
OG0005446	sp|P51949|MAT1_MOUSE	tr|A0A6J2L8K6|A0A6J2L8K6_9CHIR
OG0005447	sp|Q05A36|MEX3C_MOUSE	tr|A0A6J2MNJ8|A0A6J2MNJ8_9CHIR
OG0005448	sp|Q3UTS8|ISK13_MOUSE	tr|A0A7E6CSX2|A0A7E6CSX2_9CHIR
OG0005449	sp|Q3UV31|RN223_MOUSE	tr|A0A6J2LPQ2|A0A6J2LPQ2_9CHIR
OG0005450	sp|Q3UW12|CNGA4_MOUSE	tr|A0A6J2M3U3|A0A6J2M3U3_9CHIR
OG0005451	sp|Q64213|SF01_MOUSE	tr|A0A7E6E3H0|A0A7E6E3H0_9CHIR
OG0005452	sp|Q6IRU7|CEP78_MOUSE	tr|A0A6J2M976|A0A6J2M976_9CHIR
OG0005453	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A6J2LMM2|A0A6J2LMM2_9CHIR
OG0005454	sp|Q6PFD6|KI18B_MOUSE	tr|A0A6J2M9T5|A0A6J2M9T5_9CHIR
OG0005455	sp|Q80U38|KHNYN_MOUSE	tr|A0A6J2L0Z8|A0A6J2L0Z8_9CHIR
OG0005456	sp|Q8BGB8|COQ4_MOUSE	tr|A0A6J2MHH8|A0A6J2MHH8_9CHIR
OG0005457	sp|Q8BW11|PRS58_MOUSE	tr|A0A6J2MN85|A0A6J2MN85_9CHIR
OG0005458	sp|Q8C854|MYEF2_MOUSE	tr|A0A6J2L158|A0A6J2L158_9CHIR
OG0005459	tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A6J2N2X1|A0A6J2N2X1_9CHIR
OG0005460	sp|Q8CG65|SSPO_MOUSE	tr|A0A7E6CGS3|A0A7E6CGS3_9CHIR
OG0005461	sp|Q8CI71|VPS50_MOUSE	tr|A0A6J2MMJ9|A0A6J2MMJ9_9CHIR
OG0005462	sp|Q8K0B3|LRC66_MOUSE	tr|A0A6J2L8N6|A0A6J2L8N6_9CHIR
OG0005463	sp|Q8K2X2|RBM48_MOUSE	tr|A0A6J2MP28|A0A6J2MP28_9CHIR
OG0005464	sp|Q8K3W3|CASC3_MOUSE	tr|A0A7E6EFE7|A0A7E6EFE7_9CHIR
OG0005465	sp|Q8R197|SAST_MOUSE	tr|A0A7E6DLX7|A0A7E6DLX7_9CHIR
OG0005466	sp|Q8VC56|RNF8_MOUSE	tr|A0A7E6DLE1|A0A7E6DLE1_9CHIR
OG0005467	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A6J2LY57|A0A6J2LY57_9CHIR
OG0005468	sp|Q91VC7|PP14A_MOUSE	tr|A0A6J2N223|A0A6J2N223_9CHIR
OG0005469	sp|Q91ZF0|DJC24_MOUSE	tr|A0A6J2LYC3|A0A6J2LYC3_9CHIR
OG0005470	sp|Q99JF8|PSIP1_MOUSE	tr|A0A6J2MNP8|A0A6J2MNP8_9CHIR
OG0005471	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A6J2LS75|A0A6J2LS75_9CHIR
OG0005472	sp|Q99L48|NMD3_MOUSE	tr|A0A6J2KZN5|A0A6J2KZN5_9CHIR
OG0005473	sp|Q99LC3|NDUAA_MOUSE	tr|A0A6J2LGN7|A0A6J2LGN7_9CHIR
OG0005474	sp|Q99MK9|RASF1_MOUSE	tr|A0A6J2M390|A0A6J2M390_9CHIR
OG0005475	sp|Q99P21|MUTYH_MOUSE	tr|A0A6J2LUS8|A0A6J2LUS8_9CHIR
OG0005476	sp|Q9CQR2|RS21_MOUSE	tr|A0A6J2MQR0|A0A6J2MQR0_9CHIR
OG0005477	sp|Q9CR59|G45IP_MOUSE	tr|A0A6J2MCQ7|A0A6J2MCQ7_9CHIR
OG0005478	sp|Q9D270|ZDH21_MOUSE	tr|A0A6J2M656|A0A6J2M656_9CHIR
OG0005479	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A7E6DZU4|A0A7E6DZU4_9CHIR
OG0005480	sp|Q9DAM9|FANK1_MOUSE	tr|A0A6J2LPB4|A0A6J2LPB4_9CHIR
OG0005481	sp|Q9DBJ1|PGAM1_MOUSE	tr|A0A6J2LNN0|A0A6J2LNN0_9CHIR
OG0005482	sp|Q9ER75|IRX6_MOUSE	tr|A0A6J2KRM5|A0A6J2KRM5_9CHIR
OG0005483	sp|Q9ESL4|M3K20_MOUSE	tr|A0A6J2LD59|A0A6J2LD59_9CHIR
OG0005484	sp|Q9JHF7|HPGDS_MOUSE	tr|A0A7E6DTX8|A0A7E6DTX8_9CHIR
OG0005485	sp|Q9JIF3|GTR8_MOUSE	tr|A0A7E6DGP9|A0A7E6DGP9_9CHIR
OG0005486	sp|Q9JIX8|ACINU_MOUSE	tr|A0A6J2L1Q3|A0A6J2L1Q3_9CHIR
OG0005487	sp|Q9QXP4|DONS_MOUSE	tr|A0A6J2L2D0|A0A6J2L2D0_9CHIR
OG0005488	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A6J2L4V0|A0A6J2L4V0_9CHIR
OG0005489	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A6J2MS91|A0A6J2MS91_9CHIR
OG0005490	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A6J2NCD0|A0A6J2NCD0_9CHIR
OG0005491	sp|Q9Z2S7|T22D3_MOUSE	tr|A0A6J2MN02|A0A6J2MN02_9CHIR
OG0005492	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A6J2L032|A0A6J2L032_9CHIR
OG0005493	sp|A2AEV7|CC120_MOUSE	tr|A0A7E6D0B0|A0A7E6D0B0_9CHIR
OG0005494	sp|A2AGX3|PRD11_MOUSE	tr|A0A6J2LX34|A0A6J2LX34_9CHIR
OG0005495	sp|A3KGA4|TCAL7_MOUSE	tr|A0A6J2LJZ8|A0A6J2LJZ8_9CHIR
OG0005496	sp|B5TVM2|ILDR2_MOUSE	tr|A0A7E6CWC7|A0A7E6CWC7_9CHIR
OG0005497	sp|D3YUK8|PTIP2_MOUSE	tr|A0A7E6CGT9|A0A7E6CGT9_9CHIR
OG0005498	sp|D3YYU8|OBSL1_MOUSE	tr|A0A6J2LGI2|A0A6J2LGI2_9CHIR
OG0005499	tr|L7N480|L7N480_MOUSE	tr|A0A7E6CRE1|A0A7E6CRE1_9CHIR
OG0005500	sp|O08543|EFNA5_MOUSE	tr|A0A6J2L8L3|A0A6J2L8L3_9CHIR
OG0005501	sp|O89032|SPD2A_MOUSE	tr|A0A6J2LIV6|A0A6J2LIV6_9CHIR
OG0005502	sp|P33587|PROC_MOUSE	tr|A0A7E6DKH2|A0A7E6DKH2_9CHIR
OG0005503	sp|P36916|GNL1_MOUSE	tr|A0A6J2LGU4|A0A6J2LGU4_9CHIR
OG0005504	sp|P47877|IBP2_MOUSE	tr|A0A6J2LFC6|A0A6J2LFC6_9CHIR
OG0005505	sp|P56371|RAB4A_MOUSE	tr|A0A6J2N541|A0A6J2N541_9CHIR
OG0005506	sp|P63157|BARH1_MOUSE	tr|A0A6J2L9N0|A0A6J2L9N0_9CHIR
OG0005507	sp|P70315|WASP_MOUSE	tr|A0A6J2MGH3|A0A6J2MGH3_9CHIR
OG0005508	sp|P81269|ATF1_MOUSE	tr|A0A6J2N8S3|A0A6J2N8S3_9CHIR
OG0005509	sp|P97386|DNLI3_MOUSE	tr|A0A6J2MDJ8|A0A6J2MDJ8_9CHIR
OG0005510	sp|P97461|RS5_MOUSE	tr|A0A6J2N8L3|A0A6J2N8L3_9CHIR
OG0005511	sp|Q0Q236|BSPH2_MOUSE	tr|A0A7E6CNV3|A0A7E6CNV3_9CHIR
OG0005512	sp|Q0VDT2|ZN367_MOUSE	tr|A0A6J2N627|A0A6J2N627_9CHIR
OG0005513	sp|Q1H9T6|TZAP_MOUSE	tr|A0A6J2LJ25|A0A6J2LJ25_9CHIR
OG0005514	sp|Q3UYC0|PPM1H_MOUSE	tr|A0A6J2N797|A0A6J2N797_9CHIR
OG0005515	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A7E6CZU4|A0A7E6CZU4_9CHIR
OG0005516	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A6J2LP52|A0A6J2LP52_9CHIR
OG0005517	sp|Q5ND52|MRM3_MOUSE	tr|A0A6J2MC71|A0A6J2MC71_9CHIR
OG0005518	sp|Q64092|TFE3_MOUSE	tr|A0A6J2MJ72|A0A6J2MJ72_9CHIR
OG0005519	sp|Q672J9|NOX3_MOUSE	tr|A0A6J2LLD0|A0A6J2LLD0_9CHIR
OG0005520	sp|Q6PE87|CF206_MOUSE	tr|A0A7E6DNA0|A0A7E6DNA0_9CHIR
OG0005521	sp|Q762D5|S35D2_MOUSE	tr|A0A6J2N609|A0A6J2N609_9CHIR
OG0005522	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A6J2M6H5|A0A6J2M6H5_9CHIR
OG0005523	sp|Q80Y50|CMTA2_MOUSE	tr|A0A6J2NDD1|A0A6J2NDD1_9CHIR
OG0005524	sp|Q8BS39|CCD32_MOUSE	tr|A0A6J2L8B7|A0A6J2L8B7_9CHIR
OG0005525	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A7E6CL06|A0A7E6CL06_9CHIR
OG0005526	sp|Q8BVE3|VATH_MOUSE	tr|A0A6J2M2B3|A0A6J2M2B3_9CHIR
OG0005527	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A7E6DRX7|A0A7E6DRX7_9CHIR
OG0005528	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A6J2MM73|A0A6J2MM73_9CHIR
OG0005529	sp|Q8K004|SPAT2_MOUSE	tr|A0A6J2MM58|A0A6J2MM58_9CHIR
OG0005530	sp|Q8VCC1|PGDH_MOUSE	tr|A0A6J2MHJ2|A0A6J2MHJ2_9CHIR
OG0005531	sp|Q8VIM6|STRC_MOUSE	tr|A0A7E6EBX1|A0A7E6EBX1_9CHIR
OG0005532	sp|Q91V95|PTH2R_MOUSE	tr|A0A6J2LL51|A0A6J2LL51_9CHIR
OG0005533	sp|Q91W61|FXL15_MOUSE	tr|A0A6J2LLF9|A0A6J2LLF9_9CHIR
OG0005534	sp|Q922L6|NELFD_MOUSE	tr|A0A6J2MM47|A0A6J2MM47_9CHIR
OG0005535	sp|Q99JY1|TIRAP_MOUSE	tr|A0A6J2N0X0|A0A6J2N0X0_9CHIR
OG0005536	sp|Q99ME6|AT1B4_MOUSE	tr|A0A6J2MMA3|A0A6J2MMA3_9CHIR
OG0005537	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A6J2MQ95|A0A6J2MQ95_9CHIR
OG0005538	sp|Q9CQS6|GKN2_MOUSE	tr|A0A6J2LZF6|A0A6J2LZF6_9CHIR
OG0005539	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A6J2KYK9|A0A6J2KYK9_9CHIR
OG0005540	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A6J2L113|A0A6J2L113_9CHIR
OG0005541	sp|Q9D1H7|GET4_MOUSE	tr|A0A6J2MYP1|A0A6J2MYP1_9CHIR
OG0005542	sp|Q9D1P0|RM13_MOUSE	tr|A0A6J2NB66|A0A6J2NB66_9CHIR
OG0005543	sp|Q9D304|RN128_MOUSE	tr|A0A6J2MG38|A0A6J2MG38_9CHIR
OG0005544	sp|Q9D305|THAP2_MOUSE	tr|A0A6J2NFB4|A0A6J2NFB4_9CHIR
OG0005545	sp|Q9D7J4|COX20_MOUSE	tr|A0A6J2NAH9|A0A6J2NAH9_9CHIR
OG0005547	sp|Q9D9S2|TM225_MOUSE	tr|A0A6J2MSD0|A0A6J2MSD0_9CHIR
OG0005548	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A7E6CPX8|A0A7E6CPX8_9CHIR
OG0005549	sp|Q9DCU6|RM04_MOUSE	tr|A0A6J2MB16|A0A6J2MB16_9CHIR
OG0005550	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A7E6CR45|A0A7E6CR45_9CHIR
OG0005551	sp|Q9ERR8|ZN319_MOUSE	tr|A0A6J2KTD3|A0A6J2KTD3_9CHIR
OG0005552	sp|Q9ET30|TM9S3_MOUSE	tr|A0A6J2LP69|A0A6J2LP69_9CHIR
OG0005553	sp|Q9JHS4|CLPX_MOUSE	tr|A0A6J2L1X0|A0A6J2L1X0_9CHIR
OG0005554	sp|Q9JJ93|CN119_MOUSE	tr|A0A6J2L3E9|A0A6J2L3E9_9CHIR
OG0005555	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A7E6EFC3|A0A7E6EFC3_9CHIR
OG0005556	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A6J2LM49|A0A6J2LM49_9CHIR
OG0005557	sp|Q9QYX7|PCLO_MOUSE	tr|A0A7E6CHX4|A0A7E6CHX4_9CHIR
OG0005558	sp|Q9WUI1|MK11_MOUSE	tr|A0A7E6DBN8|A0A7E6DBN8_9CHIR
OG0005559	sp|Q9WUT7|CCR9_MOUSE	tr|A0A6J2M571|A0A6J2M571_9CHIR
OG0005560	sp|Q9WV69|DEMA_MOUSE	tr|A0A6J2MA43|A0A6J2MA43_9CHIR
OG0005561	sp|Q9Z0J1|RECK_MOUSE	tr|A0A7E6DFQ6|A0A7E6DFQ6_9CHIR
OG0005562	tr|A7UAK5|A7UAK5_MOUSE	tr|A0A6J2L5R0|A0A6J2L5R0_9CHIR
OG0005563	tr|B1AXP3|B1AXP3_MOUSE	tr|A0A7E6D9J5|A0A7E6D9J5_9CHIR
OG0005564	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A7E6EB85|A0A7E6EB85_9CHIR
OG0005565	tr|E9PY61|E9PY61_MOUSE	tr|A0A6J2MGT0|A0A6J2MGT0_9CHIR
OG0005566	sp|E9Q816|CP2W1_MOUSE	tr|A0A6J2MS34|A0A6J2MS34_9CHIR
OG0005567	sp|O08811|ERCC2_MOUSE	tr|A0A6J2N776|A0A6J2N776_9CHIR
OG0005568	sp|O09108|LSHB_MOUSE	tr|A0A7E6CPD2|A0A7E6CPD2_9CHIR
OG0005569	sp|P06796|CASK_MOUSE	tr|A0A6J2L149|A0A6J2L149_9CHIR
OG0005570	sp|P29594|CASP2_MOUSE	tr|A0A7E6CJ27|A0A7E6CJ27_9CHIR
OG0005571	sp|P30355|AL5AP_MOUSE	tr|A0A6J2N7S4|A0A6J2N7S4_9CHIR
OG0005572	sp|P47867|SCG3_MOUSE	tr|A0A6J2L8P6|A0A6J2L8P6_9CHIR
OG0005573	sp|P55194|3BP1_MOUSE	tr|A0A6J2NGI1|A0A6J2NGI1_9CHIR
OG0005574	sp|P56873|ZNRD2_MOUSE	tr|A0A6J2LWH9|A0A6J2LWH9_9CHIR
OG0005575	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A6J2LAC2|A0A6J2LAC2_9CHIR
OG0005576	sp|Q3UHG7|DEN11_MOUSE	tr|A0A6J2MP19|A0A6J2MP19_9CHIR
OG0005577	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A7E6CU73|A0A7E6CU73_9CHIR
OG0005578	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A6J2LAR6|A0A6J2LAR6_9CHIR
OG0005579	sp|Q3URE8|CTXN2_MOUSE	tr|A0A6J2LC95|A0A6J2LC95_9CHIR
OG0005580	sp|Q3V125|CC110_MOUSE	tr|A0A7E6CLC9|A0A7E6CLC9_9CHIR
OG0005581	sp|Q4JK59|TET2_MOUSE	tr|A0A7E6DR02|A0A7E6DR02_9CHIR
OG0005582	sp|Q61670|HLX_MOUSE	tr|A0A6J2NAR3|A0A6J2NAR3_9CHIR
OG0005583	sp|Q66JT1|LRC8E_MOUSE	tr|A0A6J2NF05|A0A6J2NF05_9CHIR
OG0005584	sp|Q68ED7|CRTC1_MOUSE	tr|A0A7E6EC46|A0A7E6EC46_9CHIR
OG0005585	sp|Q69AB2|TXND8_MOUSE	tr|A0A7E6DG31|A0A7E6DG31_9CHIR
OG0005586	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A6J2LML3|A0A6J2LML3_9CHIR
OG0005587	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A7E6E8L8|A0A7E6E8L8_9CHIR
OG0005588	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A6J2KZ14|A0A6J2KZ14_9CHIR
OG0005589	sp|Q80VN0|CP100_MOUSE	tr|A0A7E6CE53|A0A7E6CE53_9CHIR
OG0005591	sp|Q8BGV7|BACD1_MOUSE	tr|A0A6J2LDM0|A0A6J2LDM0_9CHIR
OG0005592	sp|Q8BHR2|ENOX1_MOUSE	tr|A0A6J2MXB1|A0A6J2MXB1_9CHIR
OG0005593	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A7E6DAN1|A0A7E6DAN1_9CHIR
OG0005594	sp|Q8BK72|RT27_MOUSE	tr|A0A6J2M6H9|A0A6J2M6H9_9CHIR
OG0005595	sp|Q8BLI4|DSE_MOUSE	tr|A0A6J2LFS2|A0A6J2LFS2_9CHIR
OG0005596	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A6J2KQ70|A0A6J2KQ70_9CHIR
OG0005597	sp|Q8BX94|OSBL2_MOUSE	tr|A0A6J2ML75|A0A6J2ML75_9CHIR
OG0005598	sp|Q8CD60|INSY1_MOUSE	tr|A0A6J2L7H8|A0A6J2L7H8_9CHIR
OG0005599	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A7E6CLK4|A0A7E6CLK4_9CHIR
OG0005600	sp|Q8VEH3|ARL8A_MOUSE	tr|A0A6J2N379|A0A6J2N379_9CHIR
OG0005601	sp|Q99J95|CDK9_MOUSE	tr|A0A6J2MFI0|A0A6J2MFI0_9CHIR
OG0005602	sp|Q9CWH4|RE114_MOUSE	tr|A0A6J2L874|A0A6J2L874_9CHIR
OG0005603	sp|Q9CX62|INKA1_MOUSE	tr|A0A6J2M135|A0A6J2M135_9CHIR
OG0005604	sp|Q9CZD3|GARS_MOUSE	tr|A0A6J2MP84|A0A6J2MP84_9CHIR
OG0005605	sp|Q9CZW2|CENPN_MOUSE	tr|A0A7E6CRI0|A0A7E6CRI0_9CHIR
OG0005606	sp|Q9D0F6|RFC5_MOUSE	tr|A0A6J2N3U8|A0A6J2N3U8_9CHIR
OG0005607	sp|Q9D1R2|KTI12_MOUSE	tr|A0A6J2LQT8|A0A6J2LQT8_9CHIR
OG0005608	sp|Q9D281|NXP20_MOUSE	tr|A0A6J2L7X8|A0A6J2L7X8_9CHIR
OG0005609	sp|Q9JKS5|HABP4_MOUSE	tr|A0A6J2NBJ5|A0A6J2NBJ5_9CHIR
OG0005610	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A6J2LNT4|A0A6J2LNT4_9CHIR
OG0005611	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A6J2LF62|A0A6J2LF62_9CHIR
OG0005612	sp|Q9R0G8|NRK_MOUSE	tr|A0A7E6CZ04|A0A7E6CZ04_9CHIR
OG0005613	sp|Q9R0N0|GALK1_MOUSE	tr|A0A6J2M8C7|A0A6J2M8C7_9CHIR
OG0005614	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A6J2LM98|A0A6J2LM98_9CHIR
OG0005615	sp|A2AH22|AMRA1_MOUSE	tr|A0A6J2LY18|A0A6J2LY18_9CHIR
OG0005616	sp|B2RY71|DNAI3_MOUSE	tr|A0A6J2LNJ2|A0A6J2LNJ2_9CHIR
OG0005617	sp|O35298|AOAH_MOUSE	tr|A0A7E6CJ83|A0A7E6CJ83_9CHIR
OG0005618	sp|P10601|PAHO_MOUSE	tr|A0A6J2M483|A0A6J2M483_9CHIR
OG0005619	sp|P15388|KCNC1_MOUSE	tr|A0A6J2M4X0|A0A6J2M4X0_9CHIR
OG0005620	sp|P31725|S10A9_MOUSE	tr|A0A7E6CVL7|A0A7E6CVL7_9CHIR
OG0005621	sp|P32020|SCP2_MOUSE	tr|A0A6J2LKM3|A0A6J2LKM3_9CHIR
OG0005622	sp|P42567|EPS15_MOUSE	tr|A0A6J2LIE5|A0A6J2LIE5_9CHIR
OG0005623	sp|P51827|AFF3_MOUSE	tr|A0A7E6DZ79|A0A7E6DZ79_9CHIR
OG0005624	sp|P62821|RAB1A_MOUSE	tr|A0A6J2LV99|A0A6J2LV99_9CHIR
OG0005625	sp|P63168|DYL1_MOUSE	tr|A0A6J2MU72|A0A6J2MU72_9CHIR
OG0005626	sp|P97310|MCM2_MOUSE	tr|A0A6J2MPD7|A0A6J2MPD7_9CHIR
OG0005627	sp|Q01098|NMDE3_MOUSE	tr|A0A7E6EG31|A0A7E6EG31_9CHIR
OG0005628	sp|Q04888|SOX10_MOUSE	tr|A0A6J2NAB8|A0A6J2NAB8_9CHIR
OG0005629	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A6J2MER7|A0A6J2MER7_9CHIR
OG0005630	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A7E6CU33|A0A7E6CU33_9CHIR
OG0005631	sp|Q3U3I9|ZN865_MOUSE	tr|A0A6J2N113|A0A6J2N113_9CHIR
OG0005632	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A6J2KZ57|A0A6J2KZ57_9CHIR
OG0005633	tr|Q3UJ22|Q3UJ22_MOUSE	tr|A0A6J2MM22|A0A6J2MM22_9CHIR
OG0005634	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A6J2LIS3|A0A6J2LIS3_9CHIR
OG0005635	tr|Q505F4|Q505F4_MOUSE	tr|A0A6J2MRZ2|A0A6J2MRZ2_9CHIR
OG0005636	sp|Q571C7|BDP1_MOUSE	tr|A0A7E6DAB7|A0A7E6DAB7_9CHIR
OG0005637	sp|Q61088|FZD4_MOUSE	tr|A0A6J2LYG2|A0A6J2LYG2_9CHIR
OG0005638	sp|Q62311|TAF6_MOUSE	tr|A0A7E6DB77|A0A7E6DB77_9CHIR
OG0005639	sp|Q64336|TBR1_MOUSE	tr|A0A6J2LLU1|A0A6J2LLU1_9CHIR
OG0005640	sp|Q64523|H2A2C_MOUSE	tr|A0A6J2KZ01|A0A6J2KZ01_9CHIR
OG0005641	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A6J2NI68|A0A6J2NI68_9CHIR
OG0005642	sp|Q6S7F2|E2F7_MOUSE	tr|A0A6J2NB00|A0A6J2NB00_9CHIR
OG0005643	sp|Q6V595|KLHL6_MOUSE	tr|A0A6J2L5E4|A0A6J2L5E4_9CHIR
OG0005644	sp|Q78KK3|S22AI_MOUSE	tr|A0A6J2M341|A0A6J2M341_9CHIR
OG0005645	sp|Q80WC7|AGFG2_MOUSE	tr|A0A6J2LPB2|A0A6J2LPB2_9CHIR
OG0005646	sp|Q80Y73|HOATZ_MOUSE	tr|A0A7E6DZ40|A0A7E6DZ40_9CHIR
OG0005647	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A6J2LRA3|A0A6J2LRA3_9CHIR
OG0005648	sp|Q810F8|TBX10_MOUSE	tr|A0A7E6E3M5|A0A7E6E3M5_9CHIR
OG0005649	sp|Q8BH47|SC22A_MOUSE	tr|A0A6J2L578|A0A6J2L578_9CHIR
OG0005650	sp|Q8BI21|RNF38_MOUSE	tr|A0A7E6DFK4|A0A7E6DFK4_9CHIR
OG0005651	sp|Q8BQP9|R7BP_MOUSE	tr|A0A6J2MUV0|A0A6J2MUV0_9CHIR
OG0005652	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A6J2N2T0|A0A6J2N2T0_9CHIR
OG0005653	sp|Q8C3X8|LMF2_MOUSE	tr|A0A6J2NAA3|A0A6J2NAA3_9CHIR
OG0005654	sp|Q8C8B0|ALX1_MOUSE	tr|A0A6J2NDR5|A0A6J2NDR5_9CHIR
