Orthogroup	Mus_musculus	Cervus_elaphus_hippelaphus
OG0004204	sp|Q8C8V1|ZXDC_MOUSE	tr|A0A212C8Y4|A0A212C8Y4_CEREH
OG0004205	sp|Q99K82|SMOX_MOUSE	tr|A0A212CB96|A0A212CB96_CEREH
OG0004206	sp|Q0VGM9|RTEL1_MOUSE	tr|A0A212CBW5|A0A212CBW5_CEREH
OG0004207	sp|P20067|ID1_MOUSE	tr|A0A212CC03|A0A212CC03_CEREH
OG0004208	sp|Q9JIL6|GPC5D_MOUSE	tr|A0A212CC82|A0A212CC82_CEREH
OG0004209	sp|Q9JKF4|CLC6A_MOUSE	tr|A0A212CDR2|A0A212CDR2_CEREH
OG0004210	sp|Q61026|NCOA2_MOUSE	tr|A0A212CDS6|A0A212CDS6_CEREH
OG0004211	sp|Q9D4I2|MEII1_MOUSE	tr|A0A212CDT5|A0A212CDT5_CEREH
OG0004212	sp|Q02496|MUC1_MOUSE	tr|A0A212CF87|A0A212CF87_CEREH
OG0004213	sp|Q9JIY0|PKHO1_MOUSE	tr|A0A212CHX8|A0A212CHX8_CEREH
OG0004214	sp|Q5XJY4|PARL_MOUSE	tr|A0A212CJU0|A0A212CJU0_CEREH
OG0004215	sp|Q61711|SIAL_MOUSE	tr|A0A212CLN2|A0A212CLN2_CEREH
OG0004216	sp|Q99JT9|MTND_MOUSE	tr|A0A212CN72|A0A212CN72_CEREH
OG0004217	sp|Q8BP27|SFR1_MOUSE	tr|A0A212CNE4|A0A212CNE4_CEREH
OG0004218	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A212CP36|A0A212CP36_CEREH
OG0004219	sp|Q9D5Z5|MSS51_MOUSE	tr|A0A212CPL8|A0A212CPL8_CEREH
OG0004220	sp|Q8R2R6|MTG1_MOUSE	tr|A0A212CPX1|A0A212CPX1_CEREH
OG0004221	sp|Q8VCS3|XYLK_MOUSE	tr|A0A212CQC4|A0A212CQC4_CEREH
OG0004222	sp|Q9QZ82|CP11A_MOUSE	tr|A0A212CT15|A0A212CT15_CEREH
OG0004223	sp|Q91YI6|GLD2_MOUSE	tr|A0A212CTG4|A0A212CTG4_CEREH
OG0004224	sp|Q8C0D9|CEP68_MOUSE	tr|A0A212CW45|A0A212CW45_CEREH
OG0004225	sp|Q924H9|DQX1_MOUSE	tr|A0A212CW79|A0A212CW79_CEREH
OG0004226	sp|Q8BLR5|PSD4_MOUSE	tr|A0A212CX82|A0A212CX82_CEREH
OG0004228	sp|Q6ZQF7|JADE2_MOUSE	tr|A0A212D1R5|A0A212D1R5_CEREH
OG0004229	sp|Q5FW52|MLIP_MOUSE	tr|A0A212D4G5|A0A212D4G5_CEREH
OG0004230	sp|Q3UJK4|GTPB2_MOUSE	tr|A0A212D5A2|A0A212D5A2_CEREH
OG0004231	sp|P01592|IGJ_MOUSE	tr|A0A212D5R7|A0A212D5R7_CEREH
OG0004232	sp|A0JNT9|BICL1_MOUSE	tr|A0A212D6K9|A0A212D6K9_CEREH
OG0004233	sp|Q8BX10|PGAM5_MOUSE	tr|A0A212D796|A0A212D796_CEREH
OG0004234	sp|Q5SUC9|SCO1_MOUSE	tr|A0A212D8Y2|A0A212D8Y2_CEREH
OG0004235	sp|Q9DB91|MED29_MOUSE	tr|A0A212DBN4|A0A212DBN4_CEREH
OG0004236	sp|Q0GGX2|ZN541_MOUSE	tr|A0A212DBS1|A0A212DBS1_CEREH
OG0004237	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A212DC41|A0A212DC41_CEREH
OG0004238	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A212DD36|A0A212DD36_CEREH
OG0004240	sp|D3YWX3|PAT13_MOUSE	tr|A0A212DGM0|A0A212DGM0_CEREH
OG0004241	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A212DI04|A0A212DI04_CEREH
OG0004242	sp|Q61216|MRE11_MOUSE	tr|A0A212DID6|A0A212DID6_CEREH
OG0004243	sp|Q9D2L9|F111A_MOUSE	tr|A0A212DIU4|A0A212DIU4_CEREH
OG0004244	sp|Q9WTZ0|UXT_MOUSE	tr|A0A212BZU9|A0A212BZU9_CEREH
OG0004245	sp|P51569|AGAL_MOUSE	tr|A0A212C0F6|A0A212C0F6_CEREH
OG0004246	sp|Q8BMD2|DZIP1_MOUSE	tr|A0A212C401|A0A212C401_CEREH
OG0004247	sp|Q8C353|TM252_MOUSE	tr|A0A212C503|A0A212C503_CEREH
OG0004248	sp|P10605|CATB_MOUSE	tr|A0A212C539|A0A212C539_CEREH
OG0004249	sp|Q8CA95|PDE10_MOUSE	tr|A0A212C7W2|A0A212C7W2_CEREH
OG0004250	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A212C913|A0A212C913_CEREH
OG0004251	sp|Q8CIW6|S26A6_MOUSE	tr|A0A212C945|A0A212C945_CEREH
OG0004252	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A212CA86|A0A212CA86_CEREH
OG0004253	sp|Q8K2Q5|CHCH7_MOUSE	tr|A0A212CDX6|A0A212CDX6_CEREH
OG0004254	sp|Q9D0V7|RCAS1_MOUSE	tr|A0A212CEP0|A0A212CEP0_CEREH
OG0004255	sp|Q8CFI5|SYPM_MOUSE	tr|A0A212CHP1|A0A212CHP1_CEREH
OG0004256	sp|Q9CQA8|CEP19_MOUSE	tr|A0A212CIU6|A0A212CIU6_CEREH
OG0004257	sp|Q8BXA1|GOLI4_MOUSE	tr|A0A212CJR1|A0A212CJR1_CEREH
OG0004258	sp|Q91VU7|PUS7_MOUSE	tr|A0A212CLL0|A0A212CLL0_CEREH
OG0004259	sp|Q9DBA6|TYSD1_MOUSE	tr|A0A212CP65|A0A212CP65_CEREH
OG0004260	sp|Q9ET47|ESPN_MOUSE	tr|A0A212CRD3|A0A212CRD3_CEREH
OG0004261	sp|O35914|BNC1_MOUSE	tr|A0A212CST6|A0A212CST6_CEREH
OG0004262	sp|Q9WVS4|MOK_MOUSE	tr|A0A212CT02|A0A212CT02_CEREH
OG0004263	sp|Q99L28|RLP24_MOUSE	tr|A0A212CT74|A0A212CT74_CEREH
OG0004264	sp|Q80SX8|PIF1_MOUSE	tr|A0A212CTB9|A0A212CTB9_CEREH
OG0004265	sp|Q9EPS3|GLCE_MOUSE	tr|A0A212CTF3|A0A212CTF3_CEREH
OG0004266	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A212CTI0|A0A212CTI0_CEREH
OG0004267	sp|Q91V79|FITM1_MOUSE	tr|A0A212CUI0|A0A212CUI0_CEREH
OG0004268	sp|Q6NZQ2|DDX31_MOUSE	tr|A0A212CVQ5|A0A212CVQ5_CEREH
OG0004269	sp|Q6PB66|LPPRC_MOUSE	tr|A0A212CWM2|A0A212CWM2_CEREH
OG0004270	sp|Q9Z1T5|DEAF1_MOUSE	tr|A0A212CXK2|A0A212CXK2_CEREH
OG0004271	sp|P51944|CCNF_MOUSE	tr|A0A212CZL1|A0A212CZL1_CEREH
OG0004272	sp|P97868|RBBP6_MOUSE	tr|A0A212CZY7|A0A212CZY7_CEREH
OG0004273	tr|I6L890|I6L890_MOUSE	tr|A0A212CZZ7|A0A212CZZ7_CEREH
OG0004274	sp|O35465|FKBP8_MOUSE	tr|A0A212D151|A0A212D151_CEREH
OG0004275	sp|Q8BVN7|S2541_MOUSE	tr|A0A212D1K4|A0A212D1K4_CEREH
OG0004276	sp|B1AZ99|OTUD3_MOUSE	tr|A0A212D3A4|A0A212D3A4_CEREH
OG0004277	sp|A6H639|DRC5_MOUSE	tr|A0A212D5U7|A0A212D5U7_CEREH
OG0004278	sp|P47774|CCR7_MOUSE	tr|A0A212D7A9|A0A212D7A9_CEREH
OG0004279	sp|Q9CRA4|MSMO1_MOUSE	tr|A0A212D7T1|A0A212D7T1_CEREH
OG0004280	sp|Q5NCF2|TPPC1_MOUSE	tr|A0A212D8W4|A0A212D8W4_CEREH
OG0004281	sp|Q9JL21|CCR10_MOUSE	tr|A0A212DA98|A0A212DA98_CEREH
OG0004282	sp|Q9D952|EVPL_MOUSE	tr|A0A212DAD0|A0A212DAD0_CEREH
OG0004283	sp|Q6P1G0|HEAT6_MOUSE	tr|A0A212DAT4|A0A212DAT4_CEREH
OG0004284	sp|Q9Z127|LAT1_MOUSE	tr|A0A212DBP5|A0A212DBP5_CEREH
OG0004285	sp|Q9QYJ0|DNJA2_MOUSE	tr|A0A212DDG5|A0A212DDG5_CEREH
OG0004286	sp|Q99MN1|SYK_MOUSE	tr|A0A212DDL2|A0A212DDL2_CEREH
OG0004287	sp|Q04519|ASM_MOUSE	tr|A0A212DIV1|A0A212DIV1_CEREH
OG0004288	sp|P70669|PHEX_MOUSE	tr|A0A212C155|A0A212C155_CEREH
OG0004289	sp|Q6DR98|NRG1_MOUSE	tr|A0A212C2S2|A0A212C2S2_CEREH
OG0004290	sp|P58064|RT06_MOUSE	tr|A0A212C3A6|A0A212C3A6_CEREH
OG0004291	tr|Q3UWK9|Q3UWK9_MOUSE	tr|A0A212C3R1|A0A212C3R1_CEREH
OG0004292	sp|Q8CIB9|ESCO2_MOUSE	tr|A0A212C5E8|A0A212C5E8_CEREH
OG0004294	sp|Q922Z0|OXDD_MOUSE	tr|A0A212C5W5|A0A212C5W5_CEREH
OG0004295	sp|Q9JJ80|RPF2_MOUSE	tr|A0A212C615|A0A212C615_CEREH
OG0004296	sp|Q02248|CTNB1_MOUSE	tr|A0A212CA76|A0A212CA76_CEREH
OG0004297	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A212CB85|A0A212CB85_CEREH
OG0004298	sp|Q99KI0|ACON_MOUSE	tr|A0A212CD23|A0A212CD23_CEREH
OG0004299	sp|Q99PV5|BHE41_MOUSE	tr|A0A212CDL5|A0A212CDL5_CEREH
OG0004300	sp|Q06806|TIE1_MOUSE	tr|A0A212CFD3|A0A212CFD3_CEREH
OG0004301	sp|Q8C3F7|KLH30_MOUSE	tr|A0A212CH44|A0A212CH44_CEREH
OG0004302	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A212CH99|A0A212CH99_CEREH
OG0004303	sp|Q61451|CD53_MOUSE	tr|A0A212CHD5|A0A212CHD5_CEREH
OG0004304	tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|A0A212CHP4|A0A212CHP4_CEREH
OG0004306	sp|Q3UHQ6|DOP2_MOUSE	tr|A0A212CIV7|A0A212CIV7_CEREH
OG0004307	sp|Q9JLN6|ADA28_MOUSE	tr|A0A212CN00|A0A212CN00_CEREH
OG0004308	sp|Q61586|GPAT1_MOUSE	tr|A0A212CPX3|A0A212CPX3_CEREH
OG0004309	sp|Q3TZX8|NOL9_MOUSE	tr|A0A212CQ31|A0A212CQ31_CEREH
OG0004310	sp|Q69ZS8|KAZRN_MOUSE	tr|A0A212CRE0|A0A212CRE0_CEREH
OG0004311	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A212CSW5|A0A212CSW5_CEREH
OG0004312	sp|Q8BTU7|RCCD1_MOUSE	tr|A0A212CT20|A0A212CT20_CEREH
OG0004313	sp|Q9DBM0|ABCG8_MOUSE	tr|A0A212CVV9|A0A212CVV9_CEREH
OG0004314	sp|Q9D3U0|PUS10_MOUSE	tr|A0A212CW83|A0A212CW83_CEREH
OG0004315	sp|Q99LT0|DPY30_MOUSE	tr|A0A212CXE6|A0A212CXE6_CEREH
OG0004316	sp|Q8CCE9|E4F1_MOUSE	tr|A0A212CZ72|A0A212CZ72_CEREH
OG0004317	sp|Q8C160|MSLNL_MOUSE	tr|A0A212D017|A0A212D017_CEREH
OG0004318	sp|Q8R1C9|APBB3_MOUSE	tr|A0A212D0E0|A0A212D0E0_CEREH
OG0004319	sp|Q8VCM8|NCLN_MOUSE	tr|A0A212D101|A0A212D101_CEREH
OG0004320	sp|Q8BJU0|SGTA_MOUSE	tr|A0A212D156|A0A212D156_CEREH
OG0004321	sp|Q8BUV6|LSM11_MOUSE	tr|A0A212D2Q1|A0A212D2Q1_CEREH
OG0004323	sp|Q8K158|CNPD1_MOUSE	tr|A0A212D428|A0A212D428_CEREH
OG0004324	sp|Q04997|INHA_MOUSE	tr|A0A212D4D4|A0A212D4D4_CEREH
OG0004325	sp|Q9JKE2|TREM1_MOUSE	tr|A0A212D539|A0A212D539_CEREH
OG0004326	sp|Q9JJN0|POLH_MOUSE	tr|A0A212D541|A0A212D541_CEREH
OG0004327	sp|O35639|ANXA3_MOUSE	tr|A0A212D6G4|A0A212D6G4_CEREH
OG0004328	sp|Q5SWY7|FA83G_MOUSE	tr|A0A212D727|A0A212D727_CEREH
OG0004329	sp|Q505K2|FHI1A_MOUSE	tr|A0A212D7L1|A0A212D7L1_CEREH
OG0004330	sp|O54865|GCYB1_MOUSE	tr|A0A212D7U3|A0A212D7U3_CEREH
OG0004331	sp|Q8BR65|SDS3_MOUSE	tr|A0A212DA99|A0A212DA99_CEREH
OG0004332	sp|Q8BLQ7|CTR4_MOUSE	tr|A0A212DAK3|A0A212DAK3_CEREH
OG0004333	sp|Q9CX30|YIF1B_MOUSE	tr|A0A212DD60|A0A212DD60_CEREH
OG0004334	sp|Q61865|MIA_MOUSE	tr|A0A212DDC3|A0A212DDC3_CEREH
OG0004335	sp|Q8BH51|COX14_MOUSE	tr|A0A212DED7|A0A212DED7_CEREH
OG0004336	sp|P41971|ELK3_MOUSE	tr|A0A212DEM7|A0A212DEM7_CEREH
OG0004337	sp|P47880|IBP6_MOUSE	tr|A0A212DEN1|A0A212DEN1_CEREH
OG0004338	tr|F6U238|F6U238_MOUSE	tr|A0A212DIN9|A0A212DIN9_CEREH
OG0004339	sp|Q9JHI9|S40A1_MOUSE	tr|A0A212C1K3|A0A212C1K3_CEREH
OG0004340	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A212C261|A0A212C261_CEREH
OG0004341	sp|P59808|SASH1_MOUSE	tr|A0A212C7P7|A0A212C7P7_CEREH
OG0004342	sp|Q6PGC1|DHX29_MOUSE	tr|A0A212C8U4|A0A212C8U4_CEREH
OG0004343	sp|Q91V10|VSX1_MOUSE	tr|A0A212CAH1|A0A212CAH1_CEREH
OG0004344	sp|Q9D269|CST11_MOUSE	tr|A0A212CBC7|A0A212CBC7_CEREH
OG0004345	sp|Q91YN1|F118A_MOUSE	tr|A0A212CCL3|A0A212CCL3_CEREH
OG0004346	sp|Q8CJC7|KLRE1_MOUSE	tr|A0A212CD98|A0A212CD98_CEREH
OG0004347	sp|Q6NXY1|TBC31_MOUSE	tr|A0A212CE71|A0A212CE71_CEREH
OG0004348	sp|Q8CC86|PNCB_MOUSE	tr|A0A212CE83|A0A212CE83_CEREH
OG0004349	sp|P62818|S10A3_MOUSE	tr|A0A212CG88|A0A212CG88_CEREH
OG0004350	sp|Q6V595|KLHL6_MOUSE	tr|A0A212CJ70|A0A212CJ70_CEREH
OG0004351	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A212CJ81|A0A212CJ81_CEREH
OG0004352	sp|Q9R007|CLC5A_MOUSE	tr|A0A212CKQ0|A0A212CKQ0_CEREH
OG0004353	sp|Q3U285|LCORL_MOUSE	tr|A0A212CMA9|A0A212CMA9_CEREH
OG0004354	sp|Q9CQU5|ZWINT_MOUSE	tr|A0A212CNG1|A0A212CNG1_CEREH
OG0004355	sp|Q6PDE8|MF13A_MOUSE	tr|A0A212CP62|A0A212CP62_CEREH
OG0004356	sp|Q5YD48|A1CF_MOUSE	tr|A0A212CP91|A0A212CP91_CEREH
OG0004357	sp|Q925S4|IL24_MOUSE	tr|A0A212CR57|A0A212CR57_CEREH
OG0004358	tr|V9GXQ3|V9GXQ3_MOUSE	tr|A0A212CRM8|A0A212CRM8_CEREH
OG0004359	sp|Q9ERF3|WDR61_MOUSE	tr|A0A212CSA9|A0A212CSA9_CEREH
OG0004360	sp|Q3TLS3|GDPP1_MOUSE	tr|A0A212CT43|A0A212CT43_CEREH
OG0004361	sp|Q8C0S1|DI3L1_MOUSE	tr|A0A212CUS2|A0A212CUS2_CEREH
OG0004362	sp|P70263|PD2R_MOUSE	tr|A0A212CV48|A0A212CV48_CEREH
OG0004363	sp|Q920Q2|REV1_MOUSE	tr|A0A212CVI4|A0A212CVI4_CEREH
OG0004364	sp|Q6ZQL4|WDR43_MOUSE	tr|A0A212CVK0|A0A212CVK0_CEREH
OG0004365	sp|Q3T9M1|MFS2B_MOUSE	tr|A0A212CXG4|A0A212CXG4_CEREH
OG0004366	sp|P38585|TTL_MOUSE	tr|A0A212CXM0|A0A212CXM0_CEREH
OG0004367	sp|E9Q9R3|FIMP_MOUSE	tr|A0A212CZU7|A0A212CZU7_CEREH
OG0004368	sp|Q9CR61|NDUB7_MOUSE	tr|A0A212D2K7|A0A212D2K7_CEREH
OG0004369	sp|Q9QZD9|EIF3I_MOUSE	tr|A0A212D455|A0A212D455_CEREH
OG0004370	sp|Q8BR37|NHLC1_MOUSE	tr|A0A212D4A3|A0A212D4A3_CEREH
OG0004371	sp|Q3UZY0|SFI1_MOUSE	tr|A0A212D8M9|A0A212D8M9_CEREH
OG0004372	sp|Q64702|PLK4_MOUSE	tr|A0A212D9V1|A0A212D9V1_CEREH
OG0004373	sp|P42925|PXMP2_MOUSE	tr|A0A212D9X1|A0A212D9X1_CEREH
OG0004374	sp|O35615|FOG1_MOUSE	tr|A0A212DD43|A0A212DD43_CEREH
OG0004375	sp|O54732|MMP15_MOUSE	tr|A0A212DE63|A0A212DE63_CEREH
OG0004376	sp|O08663|MAP2_MOUSE	tr|A0A212DEB5|A0A212DEB5_CEREH
OG0004377	sp|Q8C2B3|HDAC7_MOUSE	tr|A0A212DF13|A0A212DF13_CEREH
OG0004378	sp|Q6RKD8|FLRT1_MOUSE	tr|A0A212DGX3|A0A212DGX3_CEREH
OG0004379	tr|J3QPQ6|J3QPQ6_MOUSE	tr|A0A212DGY9|A0A212DGY9_CEREH
OG0004380	sp|Q80Y75|DJB13_MOUSE	tr|A0A212DIA2|A0A212DIA2_CEREH
OG0004381	sp|O54692|ZW10_MOUSE	tr|A0A212DIB3|A0A212DIB3_CEREH
OG0004382	sp|Q6PFD9|NUP98_MOUSE	tr|A0A212DJ24|A0A212DJ24_CEREH
OG0004383	sp|Q9R0G7|ZEB2_MOUSE	tr|A0A212C230|A0A212C230_CEREH
OG0004384	sp|Q8VIB3|SIA10_MOUSE	tr|A0A212C347|A0A212C347_CEREH
OG0004385	sp|Q91W43|GCSP_MOUSE	tr|A0A212C5U0|A0A212C5U0_CEREH
OG0004386	sp|Q9CXU0|MED10_MOUSE	tr|A0A212C8A3|A0A212C8A3_CEREH
OG0004387	sp|Q8VEG0|CCD71_MOUSE	tr|A0A212C983|A0A212C983_CEREH
OG0004388	sp|Q3URS9|MITOK_MOUSE	tr|A0A212CA30|A0A212CA30_CEREH
OG0004389	sp|Q9DAN8|CST12_MOUSE	tr|A0A212CC05|A0A212CC05_CEREH
OG0004390	sp|Q8BZA9|TIGAR_MOUSE	tr|A0A212CCK7|A0A212CCK7_CEREH
OG0004391	sp|P58660|CAR10_MOUSE	tr|A0A212CD91|A0A212CD91_CEREH
OG0004392	sp|P59281|RHG39_MOUSE	tr|A0A212CDN4|A0A212CDN4_CEREH
OG0004393	sp|Q07643|CO9A2_MOUSE	tr|A0A212CFD7|A0A212CFD7_CEREH
OG0004394	sp|P97390|VPS45_MOUSE	tr|A0A212CFJ2|A0A212CFJ2_CEREH
OG0004395	sp|Q9ER88|RT29_MOUSE	tr|A0A212CFQ6|A0A212CFQ6_CEREH
OG0004396	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A212CH12|A0A212CH12_CEREH
OG0004397	sp|Q0P5X5|ZBBX_MOUSE	tr|A0A212CI15|A0A212CI15_CEREH
OG0004398	sp|Q80XD1|CHIO_MOUSE	tr|A0A212CK82|A0A212CK82_CEREH
OG0004399	sp|Q8R3W7|AGR3_MOUSE	tr|A0A212CLJ5|A0A212CLJ5_CEREH
OG0004400	sp|Q0KK56|F184B_MOUSE	tr|A0A212CM41|A0A212CM41_CEREH
OG0004401	sp|Q03958|PFD6_MOUSE	tr|A0A212CM84|A0A212CM84_CEREH
OG0004402	sp|O70338|RNH1_MOUSE	tr|A0A212CME9|A0A212CME9_CEREH
OG0004403	sp|Q8BW88|PKHS1_MOUSE	tr|A0A212CPE0|A0A212CPE0_CEREH
OG0004404	sp|D3YVL2|CFA70_MOUSE	tr|A0A212CPP5|A0A212CPP5_CEREH
OG0004405	sp|Q3TDN0|DISP1_MOUSE	tr|A0A212CRM2|A0A212CRM2_CEREH
OG0004406	sp|O35239|PTN9_MOUSE	tr|A0A212CST8|A0A212CST8_CEREH
OG0004407	sp|Q8BZ60|STON2_MOUSE	tr|A0A212CTQ2|A0A212CTQ2_CEREH
OG0004408	sp|Q9EP89|LACTB_MOUSE	tr|A0A212CU16|A0A212CU16_CEREH
OG0004409	sp|Q9JHK4|PGTA_MOUSE	tr|A0A212CUD3|A0A212CUD3_CEREH
OG0004410	sp|Q9D2G2|ODO2_MOUSE	tr|A0A212CUS9|A0A212CUS9_CEREH
OG0004411	sp|Q922M7|ASHWN_MOUSE	tr|A0A212CW25|A0A212CW25_CEREH
OG0004412	sp|Q8R2R1|POMT1_MOUSE	tr|A0A212CX44|A0A212CX44_CEREH
OG0004413	sp|Q497Q6|F228B_MOUSE	tr|A0A212CXN2|A0A212CXN2_CEREH
OG0004415	sp|Q921Q3|ALG1_MOUSE	tr|A0A212CY78|A0A212CY78_CEREH
OG0004416	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A212CYK8|A0A212CYK8_CEREH
OG0004417	sp|Q9D563|TM114_MOUSE	tr|A0A212CYP0|A0A212CYP0_CEREH
OG0004418	sp|Q32NZ6|TMC5_MOUSE	tr|A0A212CYV1|A0A212CYV1_CEREH
OG0004419	sp|Q810I0|VP37D_MOUSE	tr|A0A212CZN6|A0A212CZN6_CEREH
OG0004420	sp|P97329|KI20A_MOUSE	tr|A0A212D0D7|A0A212D0D7_CEREH
OG0004421	sp|P18572|BASI_MOUSE	tr|A0A212D1W0|A0A212D1W0_CEREH
OG0004422	sp|Q8C0P7|ZN451_MOUSE	tr|A0A212D4U2|A0A212D4U2_CEREH
OG0004423	sp|Q8K296|MTMR3_MOUSE	tr|A0A212D709|A0A212D709_CEREH
OG0004424	sp|Q8BWZ3|NAA25_MOUSE	tr|A0A212D899|A0A212D899_CEREH
OG0004425	sp|Q9D4B2|ODAD4_MOUSE	tr|A0A212D9P6|A0A212D9P6_CEREH
OG0004426	sp|O08550|KMT2B_MOUSE	tr|A0A212DD19|A0A212DD19_CEREH
OG0004427	sp|Q8BK35|NOP53_MOUSE	tr|A0A212DDP9|A0A212DDP9_CEREH
OG0004428	sp|P80314|TCPB_MOUSE	tr|A0A212DEZ2|A0A212DEZ2_CEREH
OG0004429	sp|Q9WU40|MAN1_MOUSE	tr|A0A212DFD2|A0A212DFD2_CEREH
OG0004430	sp|A2AFE9|PRR32_MOUSE	tr|A0A212C0L9|A0A212C0L9_CEREH
OG0004431	sp|Q8BU31|RAP2C_MOUSE	tr|A0A212C153|A0A212C153_CEREH
OG0004432	sp|Q91WG1|INSI2_MOUSE	tr|A0A212C1G9|A0A212C1G9_CEREH
OG0004433	sp|Q925G2|CYBR1_MOUSE	tr|A0A212C204|A0A212C204_CEREH
OG0004434	sp|Q91W18|TDRD3_MOUSE	tr|A0A212C3S3|A0A212C3S3_CEREH
OG0004435	sp|Q9D0P0|EBPL_MOUSE	tr|A0A212C453|A0A212C453_CEREH
OG0004436	sp|Q8BX13|UBE3D_MOUSE	tr|A0A212C670|A0A212C670_CEREH
OG0004437	sp|Q6GV12|KDSR_MOUSE	tr|A0A212C6V9|A0A212C6V9_CEREH
OG0004438	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A212C8B2|A0A212C8B2_CEREH
OG0004439	sp|Q9JL19|NCOA6_MOUSE	tr|A0A212CAC2|A0A212CAC2_CEREH
OG0004440	sp|Q60866|PTER_MOUSE	tr|A0A212CBM4|A0A212CBM4_CEREH
OG0004441	sp|Q9JL99|CLC1B_MOUSE	tr|A0A212CCR3|A0A212CCR3_CEREH
OG0004442	sp|O54709|NKG2D_MOUSE	tr|A0A212CCV9|A0A212CCV9_CEREH
OG0004443	sp|Q8BKI2|TNR6B_MOUSE	tr|A0A212CD38|A0A212CD38_CEREH
OG0004444	sp|P22005|PENK_MOUSE	tr|A0A212CDZ8|A0A212CDZ8_CEREH
OG0004445	sp|Q148B6|SPERI_MOUSE	tr|A0A212CEI6|A0A212CEI6_CEREH
OG0004446	sp|O88792|JAM1_MOUSE	tr|A0A212CET4|A0A212CET4_CEREH
OG0004447	sp|Q9WUR9|KAD4_MOUSE	tr|A0A212CF77|A0A212CF77_CEREH
OG0004448	sp|Q9CXY9|GPI8_MOUSE	tr|A0A212CGF6|A0A212CGF6_CEREH
OG0004449	sp|Q8BHX3|BOREA_MOUSE	tr|A0A212CH75|A0A212CH75_CEREH
OG0004450	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A212CJY4|A0A212CJY4_CEREH
OG0004451	sp|Q8BKT6|TSN12_MOUSE	tr|A0A212CK31|A0A212CK31_CEREH
OG0004452	sp|P61087|UBE2K_MOUSE	tr|A0A212CMD1|A0A212CMD1_CEREH
OG0004453	sp|A2ADA5|PUSL1_MOUSE	tr|A0A212CQN5|A0A212CQN5_CEREH
OG0004454	sp|A2AS89|SPEB_MOUSE	tr|A0A212CR58|A0A212CR58_CEREH
OG0004455	sp|Q91XT6|TAC2N_MOUSE	tr|A0A212CS03|A0A212CS03_CEREH
OG0004456	sp|O70472|TM131_MOUSE	tr|A0A212CX71|A0A212CX71_CEREH
OG0004457	sp|Q8BNY6|NCS1_MOUSE	tr|A0A212CXE2|A0A212CXE2_CEREH
OG0004458	sp|Q14DK4|GPAT2_MOUSE	tr|A0A212CXI8|A0A212CXI8_CEREH
OG0004459	sp|Q00288|PAX8_MOUSE	tr|A0A212CXR7|A0A212CXR7_CEREH
OG0004460	sp|Q9EQK5|MVP_MOUSE	tr|A0A212CZ38|A0A212CZ38_CEREH
OG0004461	sp|P02664|CS2LB_MOUSE	tr|A0A212D6E7|A0A212D6E7_CEREH
OG0004462	sp|Q8BJW5|NOL11_MOUSE	tr|A0A212D753|A0A212D753_CEREH
OG0004464	sp|Q8VCE9|PKHH3_MOUSE	tr|A0A212D7E9|A0A212D7E9_CEREH
OG0004465	sp|Q60857|SC6A4_MOUSE	tr|A0A212D8T9|A0A212D8T9_CEREH
OG0004466	sp|Q8CDV6|CCD63_MOUSE	tr|A0A212D962|A0A212D962_CEREH
OG0004467	sp|Q5QR91|CQ078_MOUSE	tr|A0A212D9W9|A0A212D9W9_CEREH
OG0004468	sp|Q8VID5|RECQ5_MOUSE	tr|A0A212DAB6|A0A212DAB6_CEREH
OG0004469	sp|Q99JT1|GATB_MOUSE	tr|A0A212DB28|A0A212DB28_CEREH
OG0004470	sp|Q91YK8|LYPD3_MOUSE	tr|A0A212DBI8|A0A212DBI8_CEREH
OG0004471	sp|Q80X82|SYMPK_MOUSE	tr|A0A212DDS0|A0A212DDS0_CEREH
OG0004472	sp|P60330|ESPL1_MOUSE	tr|A0A212DF36|A0A212DF36_CEREH
OG0004473	sp|O35280|CHK1_MOUSE	tr|A0A212DH94|A0A212DH94_CEREH
OG0004474	sp|Q9WV96|T10B_MOUSE	tr|A0A212DHK5|A0A212DHK5_CEREH
OG0004476	sp|P20490|FCERB_MOUSE	tr|A0A212DI11|A0A212DI11_CEREH
OG0004477	tr|F6TUL9|F6TUL9_MOUSE	tr|A0A212C0N4|A0A212C0N4_CEREH
OG0004478	sp|Q62052|P_MOUSE	tr|A0A212C2D9|A0A212C2D9_CEREH
