Orthogroup	Mus_musculus	Rhinopithecus_roxellana
OG0006471	sp|Q8BGR6|ARL15_MOUSE	tr|A0A2K6NBN9|A0A2K6NBN9_RHIRO
OG0006472	sp|Q8BIK6|TMPS7_MOUSE	tr|A0A2K6PPU9|A0A2K6PPU9_RHIRO
OG0006473	sp|Q8BVF9|AMZ1_MOUSE	tr|A0A2K6QEX7|A0A2K6QEX7_RHIRO
OG0006474	sp|Q8C0K5|GDC_MOUSE	tr|A0A2K6P1N2|A0A2K6P1N2_RHIRO
OG0006475	sp|Q8C0P0|GWL_MOUSE	tr|A0A2K6NZM5|A0A2K6NZM5_RHIRO
OG0006476	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A2K6RM50|A0A2K6RM50_RHIRO
OG0006477	sp|Q8CIE0|SPA11_MOUSE	tr|A0A2K6P518|A0A2K6P518_RHIRO
OG0006478	sp|Q8CIP5|DISP2_MOUSE	tr|A0A2K6R0N0|A0A2K6R0N0_RHIRO
OG0006479	sp|Q8JZL3|THTPA_MOUSE	tr|A0A2K6PHC2|A0A2K6PHC2_RHIRO
OG0006480	sp|Q8K078|SO4A1_MOUSE	tr|A0A2K6Q7T0|A0A2K6Q7T0_RHIRO
OG0006481	sp|Q8K0D5|EFGM_MOUSE	tr|A0A2K6PAZ3|A0A2K6PAZ3_RHIRO
OG0006482	sp|Q8K2C8|GPAT4_MOUSE	tr|A0A2K6NAD7|A0A2K6NAD7_RHIRO
OG0006483	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A2K6QAM6|A0A2K6QAM6_RHIRO
OG0006484	sp|Q8R1U2|CGRE1_MOUSE	tr|A0A2K6Q8R5|A0A2K6Q8R5_RHIRO
OG0006485	sp|Q8R3N6|THOC1_MOUSE	tr|A0A2K6RSQ4|A0A2K6RSQ4_RHIRO
OG0006486	sp|Q8VIG0|ZCH14_MOUSE	tr|A0A2K6QXV1|A0A2K6QXV1_RHIRO
OG0006487	sp|Q924C5|ALPK3_MOUSE	tr|A0A2K6RBN2|A0A2K6RBN2_RHIRO
OG0006488	sp|Q924Y0|BODG_MOUSE	tr|A0A2K6PN61|A0A2K6PN61_RHIRO
OG0006489	sp|Q99PP2|ZN318_MOUSE	tr|A0A2K6QNL1|A0A2K6QNL1_RHIRO
OG0006490	sp|Q9CQ92|FIS1_MOUSE	tr|A0A2K6NLG9|A0A2K6NLG9_RHIRO
OG0006491	sp|Q9CQL0|MT21A_MOUSE	tr|A0A2K6RIW0|A0A2K6RIW0_RHIRO
OG0006492	sp|Q9CR20|IR3IP_MOUSE	tr|A0A2K6RB02|A0A2K6RB02_RHIRO
OG0006493	sp|Q9CSP9|TTC14_MOUSE	tr|A0A2K6RXR8|A0A2K6RXR8_RHIRO
OG0006494	sp|Q9CW73|B3GA1_MOUSE	tr|A0A2K6NC13|A0A2K6NC13_RHIRO
OG0006495	sp|Q9D3S5|NXRD1_MOUSE	tr|A0A2K6PCS6|A0A2K6PCS6_RHIRO
OG0006496	sp|Q9ERF3|WDR61_MOUSE	tr|A0A2K6RGB5|A0A2K6RGB5_RHIRO
OG0006497	sp|Q9Z123|SEM4F_MOUSE	tr|A0A2K6NJW8|A0A2K6NJW8_RHIRO
OG0006498	tr|A0A1B0GT45|A0A1B0GT45_MOUSE	tr|A0A2K6NQ68|A0A2K6NQ68_RHIRO
OG0006500	sp|A3KGK3|FR1L4_MOUSE	tr|A0A2K6QTL4|A0A2K6QTL4_RHIRO
OG0006501	sp|B2RVW2|CLRN2_MOUSE	tr|A0A2K6R0X2|A0A2K6R0X2_RHIRO
OG0006502	sp|D3YWJ0|SLIP_MOUSE	tr|A0A2K6Q3X8|A0A2K6Q3X8_RHIRO
OG0006503	tr|E9PWG6|E9PWG6_MOUSE	tr|A0A2K6P987|A0A2K6P987_RHIRO
OG0006504	tr|E9PZ87|E9PZ87_MOUSE	tr|A0A2K6QU17|A0A2K6QU17_RHIRO
OG0006505	tr|E9Q1A5|E9Q1A5_MOUSE	tr|A0A2K6Q0F5|A0A2K6Q0F5_RHIRO
OG0006506	sp|O35074|PTGIS_MOUSE	tr|A0A2K6RG59|A0A2K6RG59_RHIRO
OG0006507	sp|O54904|B3GT1_MOUSE	tr|A0A2K6N8N1|A0A2K6N8N1_RHIRO
OG0006508	sp|P0DP99|STMP1_MOUSE	tr|A0A2K6Q5L6|A0A2K6Q5L6_RHIRO
OG0006509	sp|P22935|RABP2_MOUSE	tr|A0A2K6PFH8|A0A2K6PFH8_RHIRO
OG0006510	sp|P23979|5HT3A_MOUSE	tr|A0A2K6Q429|A0A2K6Q429_RHIRO
OG0006511	sp|P32304|5HT7R_MOUSE	tr|A0A2K6P5I4|A0A2K6P5I4_RHIRO
OG0006512	sp|P51830|ADCY9_MOUSE	tr|A0A2K6QCR4|A0A2K6QCR4_RHIRO
OG0006513	sp|P56959|FUS_MOUSE	tr|A0A2K6PBV8|A0A2K6PBV8_RHIRO
OG0006514	sp|P62046|LRCH1_MOUSE	tr|A0A2K6NIH7|A0A2K6NIH7_RHIRO
OG0006515	sp|P62274|RS29_MOUSE	tr|A0A2K6NI27|A0A2K6NI27_RHIRO
OG0006516	sp|P70447|NGN2_MOUSE	tr|A0A2K6NM41|A0A2K6NM41_RHIRO
OG0006517	sp|P97314|CSRP2_MOUSE	tr|A0A2K6PDS2|A0A2K6PDS2_RHIRO
OG0006518	sp|Q3TVI8|PBIP1_MOUSE	tr|A0A2K6REV1|A0A2K6REV1_RHIRO
OG0006519	sp|Q3TY65|ICA1L_MOUSE	tr|A0A2K6P2Y5|A0A2K6P2Y5_RHIRO
OG0006520	sp|Q3TY86|AIFM3_MOUSE	tr|A0A2K6RS61|A0A2K6RS61_RHIRO
OG0006521	sp|Q3U1T3|BRM1L_MOUSE	tr|A0A2K6QN00|A0A2K6QN00_RHIRO
OG0006522	sp|Q3UWA4|TRI40_MOUSE	tr|A0A2K6NXC2|A0A2K6NXC2_RHIRO
OG0006523	sp|Q4VA44|ZN664_MOUSE	tr|A0A2K6NN69|A0A2K6NN69_RHIRO
OG0006524	sp|Q4VA45|ZFTA_MOUSE	tr|A0A2K6NA08|A0A2K6NA08_RHIRO
OG0006525	sp|Q5M8M9|LRC52_MOUSE	tr|A0A2K6R505|A0A2K6R505_RHIRO
OG0006526	sp|Q60838|DVL2_MOUSE	tr|A0A2K6PSZ4|A0A2K6PSZ4_RHIRO
OG0006527	sp|Q61006|MUSK_MOUSE	tr|A0A2K6NET7|A0A2K6NET7_RHIRO
OG0006528	sp|Q61483|DLL1_MOUSE	tr|A0A2K6P7I6|A0A2K6P7I6_RHIRO
OG0006529	sp|Q61762|KCNA5_MOUSE	tr|A0A2K6NQE0|A0A2K6NQE0_RHIRO
OG0006530	sp|Q64318|ZEB1_MOUSE	tr|A0A2K6R8C4|A0A2K6R8C4_RHIRO
OG0006531	sp|Q6NWV3|IF122_MOUSE	tr|A0A2K6RMG5|A0A2K6RMG5_RHIRO
OG0006532	sp|Q6NZP1|ZRAB3_MOUSE	tr|A0A2K6QMB6|A0A2K6QMB6_RHIRO
OG0006533	sp|Q6PE15|ABHDA_MOUSE	tr|A0A2K6NJ56|A0A2K6NJ56_RHIRO
OG0006534	sp|Q6PGK7|CHSTA_MOUSE	tr|A0A2K6PCE5|A0A2K6PCE5_RHIRO
OG0006535	sp|Q7TSY6|CELF4_MOUSE	tr|A0A2K6NHI0|A0A2K6NHI0_RHIRO
OG0006536	sp|Q80V24|VGLL4_MOUSE	tr|A0A2K6PLT0|A0A2K6PLT0_RHIRO
OG0006537	sp|Q8BI06|CEMIP_MOUSE	tr|A0A2K6QGN9|A0A2K6QGN9_RHIRO
OG0006538	sp|Q8BME9|CBLN4_MOUSE	tr|A0A2K6REJ6|A0A2K6REJ6_RHIRO
OG0006539	sp|Q8BN59|LARP6_MOUSE	tr|A0A2K6RET9|A0A2K6RET9_RHIRO
OG0006540	sp|Q8BQ86|CHST8_MOUSE	tr|A0A2K6QJS3|A0A2K6QJS3_RHIRO
OG0006541	sp|Q8BTE5|CEBOS_MOUSE	tr|A0A2K6QNN0|A0A2K6QNN0_RHIRO
OG0006542	sp|Q8BU04|UBR7_MOUSE	tr|A0A2K6QLG3|A0A2K6QLG3_RHIRO
OG0006543	sp|Q8BXA0|LRFN5_MOUSE	tr|A0A2K6NLM9|A0A2K6NLM9_RHIRO
OG0006544	sp|Q8BY79|S35G1_MOUSE	tr|A0A2K6ND04|A0A2K6ND04_RHIRO
OG0006545	sp|Q8CDI7|CC150_MOUSE	tr|A0A2K6P690|A0A2K6P690_RHIRO
OG0006546	sp|Q8K3A9|MEPCE_MOUSE	tr|A0A2K6PC00|A0A2K6PC00_RHIRO
OG0006547	sp|Q8R0J7|VP37B_MOUSE	tr|A0A2K6R6A9|A0A2K6R6A9_RHIRO
OG0006548	sp|Q8R0L1|STAP2_MOUSE	tr|A0A2K6PCX8|A0A2K6PCX8_RHIRO
OG0006549	sp|Q8R104|SIR3_MOUSE	tr|A0A2K6Q980|A0A2K6Q980_RHIRO
OG0006550	sp|Q8R124|KLH36_MOUSE	tr|A0A2K6PAH4|A0A2K6PAH4_RHIRO
OG0006551	sp|Q8R3Q2|PP6R2_MOUSE	tr|A0A2K6NML0|A0A2K6NML0_RHIRO
OG0006552	sp|Q8R4V5|OIT3_MOUSE	tr|A0A2K6PGE4|A0A2K6PGE4_RHIRO
OG0006553	sp|Q8VEL9|REM2_MOUSE	tr|A0A2K6N7N2|A0A2K6N7N2_RHIRO
OG0006554	sp|Q8VHL5|CRGN_MOUSE	tr|A0A2K6PCU4|A0A2K6PCU4_RHIRO
OG0006555	sp|Q91VH2|SNX9_MOUSE	tr|A0A2K6RAU5|A0A2K6RAU5_RHIRO
OG0006556	sp|Q925N4|CLD16_MOUSE	tr|A0A2K6QN95|A0A2K6QN95_RHIRO
OG0006557	sp|Q9CPS8|SMAKA_MOUSE	tr|A0A2K6NQR8|A0A2K6NQR8_RHIRO
OG0006558	sp|Q9D1X0|NOL3_MOUSE	tr|A0A2K6PTN5|A0A2K6PTN5_RHIRO
OG0006559	sp|Q9D3A9|TTYH1_MOUSE	tr|A0A2K6R921|A0A2K6R921_RHIRO
OG0006560	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A2K6NGJ4|A0A2K6NGJ4_RHIRO
OG0006561	sp|Q9D5V5|CUL5_MOUSE	tr|A0A2K6PCR5|A0A2K6PCR5_RHIRO
OG0006562	sp|Q9DB34|CHM2A_MOUSE	tr|A0A2K6P0Y5|A0A2K6P0Y5_RHIRO
OG0006563	sp|Q9DCA7|CALY_MOUSE	tr|A0A2K6Q7V0|A0A2K6Q7V0_RHIRO
OG0006564	sp|Q9DCQ3|GOT1A_MOUSE	tr|A0A2K6NX95|A0A2K6NX95_RHIRO
OG0006565	sp|Q9JHH9|COPZ2_MOUSE	tr|A0A2K6PA98|A0A2K6PA98_RHIRO
OG0006566	sp|Q9JIE3|OTOR_MOUSE	tr|A0A2K6QU51|A0A2K6QU51_RHIRO
OG0006567	sp|Q9JIL4|NHRF3_MOUSE	tr|A0A2K6RIM2|A0A2K6RIM2_RHIRO
OG0006568	sp|Q9JJU9|CRBB3_MOUSE	tr|A0A2K6R6Y7|A0A2K6R6Y7_RHIRO
OG0006569	sp|Q9QY06|MYO9B_MOUSE	tr|A0A2K6PQP7|A0A2K6PQP7_RHIRO
OG0006570	sp|Q9QY73|TMM59_MOUSE	tr|A0A2K6Q531|A0A2K6Q531_RHIRO
OG0006571	sp|Q9R1X4|TIM_MOUSE	tr|A0A2K6P009|A0A2K6P009_RHIRO
OG0006572	tr|A0A140LIP2|A0A140LIP2_MOUSE	tr|A0A2K6NLG0|A0A2K6NLG0_RHIRO
OG0006573	sp|A7MCT6|EKI2_MOUSE	tr|A0A2K6NAJ8|A0A2K6NAJ8_RHIRO
OG0006574	sp|B1AY10|NFX1_MOUSE	tr|A0A2K6NRI5|A0A2K6NRI5_RHIRO
OG0006575	sp|E9Q9R9|DLG5_MOUSE	tr|A0A2K6P035|A0A2K6P035_RHIRO
OG0006576	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A2K6Q404|A0A2K6Q404_RHIRO
OG0006577	sp|O08545|EFNA3_MOUSE	tr|A0A2K6P8G7|A0A2K6P8G7_RHIRO
OG0006578	sp|O08599|STXB1_MOUSE	tr|A0A2K6NGB5|A0A2K6NGB5_RHIRO
OG0006579	sp|O54693|EDA_MOUSE	tr|A0A2K6P001|A0A2K6P001_RHIRO
OG0006580	sp|O54983|CRYM_MOUSE	tr|A0A2K6Q9S4|A0A2K6Q9S4_RHIRO
OG0006581	sp|P08152|EGR2_MOUSE	tr|A0A2K6RC09|A0A2K6RC09_RHIRO
OG0006582	sp|P10107|ANXA1_MOUSE	tr|A0A2K6RAX8|A0A2K6RAX8_RHIRO
OG0006583	sp|P11859|ANGT_MOUSE	tr|A0A2K6RJQ0|A0A2K6RJQ0_RHIRO
OG0006584	sp|P17679|GATA1_MOUSE	tr|A0A2K6Q0U2|A0A2K6Q0U2_RHIRO
OG0006585	sp|P23738|DCHS_MOUSE	tr|A0A2K6PCQ5|A0A2K6PCQ5_RHIRO
OG0006586	sp|P30875|SSR2_MOUSE	tr|A0A2K6N8C9|A0A2K6N8C9_RHIRO
OG0006587	sp|P35969|VGFR1_MOUSE	tr|A0A2K6RLG1|A0A2K6RLG1_RHIRO
OG0006588	sp|P43120|HHEX_MOUSE	tr|A0A2K6RG12|A0A2K6RG12_RHIRO
OG0006589	sp|P55302|AMRP_MOUSE	tr|A0A2K6N8D0|A0A2K6N8D0_RHIRO
OG0006590	sp|P62876|RPAB5_MOUSE	tr|A0A2K6RVG9|A0A2K6RVG9_RHIRO
OG0006591	sp|Q08AT1|RASLC_MOUSE	tr|A0A2K6R0F1|A0A2K6R0F1_RHIRO
OG0006592	sp|Q2MHN3|ZFHX2_MOUSE	tr|A0A2K6Q256|A0A2K6Q256_RHIRO
OG0006593	sp|Q30KP6|DFB41_MOUSE	tr|A0A2K6Q045|A0A2K6Q045_RHIRO
OG0006594	sp|Q3TA38|T120B_MOUSE	tr|A0A2K6NES0|A0A2K6NES0_RHIRO
OG0006595	sp|Q3UFM5|NOM1_MOUSE	tr|A0A2K6QE35|A0A2K6QE35_RHIRO
OG0006596	sp|Q3UTB7|FOXR1_MOUSE	tr|A0A2K6RUX7|A0A2K6RUX7_RHIRO
OG0006597	sp|Q4KL18|TM171_MOUSE	tr|A0A2K6Q409|A0A2K6Q409_RHIRO
OG0006598	sp|Q5PRE5|PRSR1_MOUSE	tr|A0A2K6QXL6|A0A2K6QXL6_RHIRO
OG0006599	sp|Q5SUS0|FBW10_MOUSE	tr|A0A2K6QAU7|A0A2K6QAU7_RHIRO
OG0006600	sp|Q61470|CD37_MOUSE	tr|A0A2K6QD31|A0A2K6QD31_RHIRO
OG0006601	sp|Q62230|SN_MOUSE	tr|A0A2K6R4S9|A0A2K6R4S9_RHIRO
OG0006602	sp|Q64205|DLX3_MOUSE	tr|A0A2K6NE18|A0A2K6NE18_RHIRO
OG0006603	sp|Q69ZA1|CDK13_MOUSE	tr|A0A2K6NLT7|A0A2K6NLT7_RHIRO
OG0006604	sp|Q6NSQ9|G6PC3_MOUSE	tr|A0A2K6NM56|A0A2K6NM56_RHIRO
OG0006605	sp|Q6NXH2|MANEA_MOUSE	tr|A0A2K6PUF1|A0A2K6PUF1_RHIRO
OG0006606	sp|Q6PB93|GALT2_MOUSE	tr|A0A2K6QYI1|A0A2K6QYI1_RHIRO
OG0006607	sp|Q6PG95|CRML_MOUSE	tr|A0A2K6RH88|A0A2K6RH88_RHIRO
OG0006608	sp|Q6WBX7|RAD9B_MOUSE	tr|A0A2K6P125|A0A2K6P125_RHIRO
OG0006609	sp|Q6ZPR6|IBTK_MOUSE	tr|A0A2K6R990|A0A2K6R990_RHIRO
OG0006610	sp|Q76KJ5|RPA34_MOUSE	tr|A0A2K6RGX5|A0A2K6RGX5_RHIRO
OG0006611	sp|Q7TMQ7|WDR91_MOUSE	tr|A0A2K6P778|A0A2K6P778_RHIRO
OG0006612	sp|Q80WM3|CPLX4_MOUSE	tr|A0A2K6PMY7|A0A2K6PMY7_RHIRO
OG0006613	sp|Q80XI6|M3K11_MOUSE	tr|A0A2K6PMA3|A0A2K6PMA3_RHIRO
OG0006614	sp|Q811T9|DISC1_MOUSE	tr|A0A2K6Q9L2|A0A2K6Q9L2_RHIRO
OG0006615	sp|Q8BH05|ZN750_MOUSE	tr|A0A2K6NTE8|A0A2K6NTE8_RHIRO
OG0006616	tr|Q8BJX2|Q8BJX2_MOUSE	tr|A0A2K6RIX9|A0A2K6RIX9_RHIRO
OG0006617	sp|Q8BLA1|DLEC1_MOUSE	tr|A0A2K6QJK2|A0A2K6QJK2_RHIRO
OG0006618	sp|Q8BMT4|LRC33_MOUSE	tr|A0A2K6N876|A0A2K6N876_RHIRO
OG0006619	sp|Q8BPE4|TM177_MOUSE	tr|A0A2K6QYN3|A0A2K6QYN3_RHIRO
OG0006620	sp|Q8VDQ9|KRI1_MOUSE	tr|A0A2K6R495|A0A2K6R495_RHIRO
OG0006621	sp|Q99LD9|EI2BB_MOUSE	tr|A0A2K6RCQ2|A0A2K6RCQ2_RHIRO
OG0006622	sp|Q9CZW6|RN146_MOUSE	tr|A0A2K6NBR7|A0A2K6NBR7_RHIRO
OG0006623	sp|Q9D6J3|YJU2_MOUSE	tr|A0A2K6NKR4|A0A2K6NKR4_RHIRO
OG0006624	sp|Q9D722|OSER1_MOUSE	tr|A0A2K6RE48|A0A2K6RE48_RHIRO
OG0006625	sp|Q9D915|TCIM_MOUSE	tr|A0A2K6NTG3|A0A2K6NTG3_RHIRO
OG0006626	sp|Q9DBA6|TYSD1_MOUSE	tr|A0A2K6N999|A0A2K6N999_RHIRO
OG0006627	sp|Q9DCV4|RMD1_MOUSE	tr|A0A2K6RCD3|A0A2K6RCD3_RHIRO
OG0006628	sp|Q9DD06|RARR2_MOUSE	tr|A0A2K6NTI8|A0A2K6NTI8_RHIRO
OG0006629	sp|Q9ER58|TICN2_MOUSE	tr|A0A2K6PNR5|A0A2K6PNR5_RHIRO
OG0006630	sp|Q9QZ05|E2AK4_MOUSE	tr|A0A2K6NN09|A0A2K6NN09_RHIRO
OG0006631	sp|Q9R1K7|TBD_MOUSE	tr|A0A2K6RXE5|A0A2K6RXE5_RHIRO
OG0006632	sp|Q9WUL5|PD1L2_MOUSE	tr|A0A2K6Q7M0|A0A2K6Q7M0_RHIRO
OG0006633	sp|Q9WVR4|FXR2_MOUSE	tr|A0A2K6Q3A1|A0A2K6Q3A1_RHIRO
OG0006634	tr|A2A7F4|A2A7F4_MOUSE	tr|A0A2K6NX15|A0A2K6NX15_RHIRO
OG0006635	sp|A2A884|ZEP3_MOUSE	tr|A0A2K6P8Y9|A0A2K6P8Y9_RHIRO
OG0006636	sp|A6H690|IQCAL_MOUSE	tr|A0A2K6NY53|A0A2K6NY53_RHIRO
OG0006637	sp|B1AT66|MOT7_MOUSE	tr|A0A2K6P337|A0A2K6P337_RHIRO
OG0006638	tr|E9PX92|E9PX92_MOUSE	tr|A0A2K6RVG2|A0A2K6RVG2_RHIRO
OG0006639	tr|G3X8X0|G3X8X0_MOUSE	tr|A0A2K6PFZ2|A0A2K6PFZ2_RHIRO
OG0006640	sp|O54950|AAKG1_MOUSE	tr|A0A2K6QG99|A0A2K6QG99_RHIRO
OG0006641	sp|O88291|ZN326_MOUSE	tr|A0A2K6PHD0|A0A2K6PHD0_RHIRO
OG0006642	sp|P31001|DESM_MOUSE	tr|A0A2K6PHB0|A0A2K6PHB0_RHIRO
OG0006643	sp|P43027|GDF5_MOUSE	tr|A0A2K6NIS5|A0A2K6NIS5_RHIRO
OG0006644	sp|P43346|DCK_MOUSE	tr|A0A2K6QUM0|A0A2K6QUM0_RHIRO
OG0006645	sp|P49429|HPPD_MOUSE	tr|A0A2K6PJG6|A0A2K6PJG6_RHIRO
OG0006646	sp|P50153|GBG4_MOUSE	tr|A0A2K6QV19|A0A2K6QV19_RHIRO
OG0006647	sp|P56213|ALR_MOUSE	tr|A0A2K6QT20|A0A2K6QT20_RHIRO
OG0006648	sp|P62878|RBX1_MOUSE	tr|A0A2K6NYT4|A0A2K6NYT4_RHIRO
OG0006649	sp|P97401|SFRP3_MOUSE	tr|A0A2K6RVE9|A0A2K6RVE9_RHIRO
OG0006650	tr|Q3TBV4|Q3TBV4_MOUSE	tr|A0A2K6RBW1|A0A2K6RBW1_RHIRO
OG0006651	sp|Q3TT38|ILRUN_MOUSE	tr|A0A2K6QT62|A0A2K6QT62_RHIRO
OG0006652	sp|Q3TVC7|CCDB1_MOUSE	tr|A0A2K6QPE0|A0A2K6QPE0_RHIRO
OG0006653	sp|Q3TZW0|ECSCR_MOUSE	tr|A0A2K6RLE4|A0A2K6RLE4_RHIRO
OG0006654	sp|Q3UMW7|MAPK3_MOUSE	tr|A0A2K6PPP9|A0A2K6PPP9_RHIRO
OG0006655	sp|Q3UPH1|PRRC1_MOUSE	tr|A0A2K6PNS5|A0A2K6PNS5_RHIRO
OG0006656	sp|Q3V0J1|TM237_MOUSE	tr|A0A2K6RI79|A0A2K6RI79_RHIRO
OG0006657	sp|Q60598|SRC8_MOUSE	tr|A0A2K6QXM7|A0A2K6QXM7_RHIRO
OG0006658	sp|Q60929|MEF2A_MOUSE	tr|A0A2K6P3N1|A0A2K6P3N1_RHIRO
OG0006659	sp|Q61703|ITIH2_MOUSE	tr|A0A2K6Q168|A0A2K6Q168_RHIRO
OG0006660	sp|Q62424|HXA13_MOUSE	tr|A0A2K6PQ62|A0A2K6PQ62_RHIRO
OG0006661	sp|Q6P5D8|SMHD1_MOUSE	tr|A0A2K6Q7Z3|A0A2K6Q7Z3_RHIRO
OG0006662	sp|Q7TMA2|ZN503_MOUSE	tr|A0A2K6Q110|A0A2K6Q110_RHIRO
OG0006663	sp|Q80TC5|POGK_MOUSE	tr|A0A2K6Q075|A0A2K6Q075_RHIRO
OG0006664	tr|Q80Y32|Q80Y32_MOUSE	tr|A0A2K6R9C3|A0A2K6R9C3_RHIRO
OG0006665	sp|Q80ZJ8|EFC4A_MOUSE	tr|A0A2K6RGP5|A0A2K6RGP5_RHIRO
OG0006666	sp|Q8BKJ9|SIR7_MOUSE	tr|A0A2K6RXG9|A0A2K6RXG9_RHIRO
OG0006667	sp|Q8BRJ3|RELL2_MOUSE	tr|A0A2K6PCF1|A0A2K6PCF1_RHIRO
OG0006668	sp|Q8BZ05|ARAP2_MOUSE	tr|A0A2K6R9P5|A0A2K6R9P5_RHIRO
OG0006669	sp|Q8BZA9|TIGAR_MOUSE	tr|A0A2K6R126|A0A2K6R126_RHIRO
OG0006670	sp|Q8C4Y3|NELFB_MOUSE	tr|A0A2K6RKG4|A0A2K6RKG4_RHIRO
OG0006671	sp|Q8CE90|MP2K7_MOUSE	tr|A0A2K6NEU9|A0A2K6NEU9_RHIRO
OG0006672	sp|Q8K057|IFT80_MOUSE	tr|A0A2K6Q5R6|A0A2K6Q5R6_RHIRO
OG0006673	sp|Q8K1R7|NEK9_MOUSE	tr|A0A2K6NF83|A0A2K6NF83_RHIRO
OG0006674	sp|Q8R1C6|MET22_MOUSE	tr|A0A2K6PBQ7|A0A2K6PBQ7_RHIRO
OG0006675	sp|Q8R5M8|CADM1_MOUSE	tr|A0A2K6Q5V8|A0A2K6Q5V8_RHIRO
OG0006676	sp|Q8VI75|IPO4_MOUSE	tr|A0A2K6NF32|A0A2K6NF32_RHIRO
OG0006677	sp|Q921R8|S41A3_MOUSE	tr|A0A2K6PMM2|A0A2K6PMM2_RHIRO
OG0006678	sp|Q922G7|TEKT2_MOUSE	tr|A0A2K6QRN2|A0A2K6QRN2_RHIRO
OG0006679	sp|Q922P9|GLYR1_MOUSE	tr|A0A2K6NXA1|A0A2K6NXA1_RHIRO
OG0006680	sp|Q99L88|SNTB1_MOUSE	tr|A0A2K6R0S6|A0A2K6R0S6_RHIRO
OG0006681	sp|Q9CQ90|CI085_MOUSE	tr|A0A2K6R4X0|A0A2K6R4X0_RHIRO
OG0006682	sp|Q9CQC3|CFA95_MOUSE	tr|A0A2K6RKG8|A0A2K6RKG8_RHIRO
OG0006683	sp|Q9D067|MDM1_MOUSE	tr|A0A2K6PFH5|A0A2K6PFH5_RHIRO
OG0006684	sp|Q9D168|INT12_MOUSE	tr|A0A2K6Q2M2|A0A2K6Q2M2_RHIRO
OG0006685	sp|Q9D6E4|TTC9B_MOUSE	tr|A0A2K6PQE0|A0A2K6PQE0_RHIRO
OG0006686	sp|Q9D856|S39A5_MOUSE	tr|A0A2K6PL86|A0A2K6PL86_RHIRO
OG0006687	sp|Q9D8B4|NDUAB_MOUSE	tr|A0A2K6N7Z9|A0A2K6N7Z9_RHIRO
OG0006688	sp|Q9DCD6|GBRAP_MOUSE	tr|A0A2K6N840|A0A2K6N840_RHIRO
OG0006689	sp|Q9JIQ8|TMPS2_MOUSE	tr|A0A2K6PKH3|A0A2K6PKH3_RHIRO
OG0006690	sp|Q9R1C6|DGKE_MOUSE	tr|A0A2K6Q2Y4|A0A2K6Q2Y4_RHIRO
OG0006691	sp|Q9Z1Z0|USO1_MOUSE	tr|A0A2K6PC75|A0A2K6PC75_RHIRO
OG0006692	sp|Q9Z324|DPM2_MOUSE	tr|A0A2K6PX77|A0A2K6PX77_RHIRO
OG0006693	sp|E9PYY5|DNAI4_MOUSE	tr|A0A2K6QDN3|A0A2K6QDN3_RHIRO
OG0006696	tr|I7HPW8|I7HPW8_MOUSE	tr|A0A2K6RPY2|A0A2K6RPY2_RHIRO
OG0006697	sp|P06332|CD4_MOUSE	tr|A0A2K6NUB6|A0A2K6NUB6_RHIRO
OG0006698	sp|P08680|HEM0_MOUSE	tr|A0A2K6PVC9|A0A2K6PVC9_RHIRO
OG0006699	sp|P18893|IL10_MOUSE	tr|A0A2K6RPG6|A0A2K6RPG6_RHIRO
OG0006700	sp|P19426|NELFE_MOUSE	tr|A0A2K6R7X2|A0A2K6R7X2_RHIRO
OG0006701	sp|P28571|SC6A9_MOUSE	tr|A0A2K6NHP2|A0A2K6NHP2_RHIRO
OG0006702	sp|P35803|GPM6B_MOUSE	tr|A0A2K6R6V0|A0A2K6R6V0_RHIRO
OG0006703	sp|P48540|GDNF_MOUSE	tr|A0A2K6RM89|A0A2K6RM89_RHIRO
OG0006704	sp|P51436|DRD4_MOUSE	tr|A0A2K6QDQ5|A0A2K6QDQ5_RHIRO
OG0006705	sp|P56528|CD38_MOUSE	tr|A0A2K6P8H1|A0A2K6P8H1_RHIRO
OG0006706	sp|P63072|UBD_MOUSE	tr|A0A2K6NED7|A0A2K6NED7_RHIRO
OG0006707	sp|P97785|GFRA1_MOUSE	tr|A0A2K6P5J3|A0A2K6P5J3_RHIRO
OG0006708	sp|Q0VDN7|RUND1_MOUSE	tr|A0A2K6RIZ1|A0A2K6RIZ1_RHIRO
OG0006709	sp|Q0VF58|COJA1_MOUSE	tr|A0A2K6QYP0|A0A2K6QYP0_RHIRO
OG0006710	sp|Q3TDD9|PPR21_MOUSE	tr|A0A2K6NTR8|A0A2K6NTR8_RHIRO
OG0006711	sp|Q3TYD6|LMTK2_MOUSE	tr|A0A2K6QSF9|A0A2K6QSF9_RHIRO
OG0006712	sp|Q3UA16|SPC25_MOUSE	tr|A0A2K6PTS4|A0A2K6PTS4_RHIRO
OG0006714	sp|Q4KKZ1|CF107_MOUSE	tr|A0A2K6Q3I3|A0A2K6Q3I3_RHIRO
OG0006715	sp|Q5NCY3|CB5D1_MOUSE	tr|A0A2K6PSE6|A0A2K6PSE6_RHIRO
OG0006716	sp|Q5YD48|A1CF_MOUSE	tr|A0A2K6R4C7|A0A2K6R4C7_RHIRO
