Orthogroup	Mus_musculus	Vombatus_ursinus
OG0005618	sp|Q9CYR0|SSBP_MOUSE	tr|A0A4X2L4S2|A0A4X2L4S2_VOMUR
OG0005619	sp|Q9D4A5|CP086_MOUSE	tr|A0A4X2LV89|A0A4X2LV89_VOMUR
OG0005620	sp|Q9D752|MD2L2_MOUSE	tr|A0A4X2M0U4|A0A4X2M0U4_VOMUR
OG0005621	sp|Q9D956|MALD3_MOUSE	tr|A0A4X2LLY0|A0A4X2LLY0_VOMUR
OG0005622	sp|Q9ES64|USH1C_MOUSE	tr|A0A4X2K874|A0A4X2K874_VOMUR
OG0005623	sp|Q9JHL0|NTAL_MOUSE	tr|A0A4X2K7S5|A0A4X2K7S5_VOMUR
OG0005624	sp|Q9QXG9|TINF2_MOUSE	tr|A0A4X2M8J6|A0A4X2M8J6_VOMUR
OG0005625	sp|Q9QXK2|RAD18_MOUSE	tr|A0A4X2KKF7|A0A4X2KKF7_VOMUR
OG0005627	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A4X2LN35|A0A4X2LN35_VOMUR
OG0005628	tr|A0A087WQ44|A0A087WQ44_MOUSE	tr|A0A4X2LX04|A0A4X2LX04_VOMUR
OG0005629	sp|A2AS89|SPEB_MOUSE	tr|A0A4X2JX75|A0A4X2JX75_VOMUR
OG0005630	sp|A2AWP0|BIRC7_MOUSE	tr|A0A4X2LMP8|A0A4X2LMP8_VOMUR
OG0005631	tr|B2RVB9|B2RVB9_MOUSE	tr|A0A4X2L7B0|A0A4X2L7B0_VOMUR
OG0005632	tr|J3QPC3|J3QPC3_MOUSE	tr|A0A4X2M0E4|A0A4X2M0E4_VOMUR
OG0005633	sp|O35468|WNT9B_MOUSE	tr|A0A4X2KRS4|A0A4X2KRS4_VOMUR
OG0005634	sp|P07742|RIR1_MOUSE	tr|A0A4X2M4S1|A0A4X2M4S1_VOMUR
OG0005635	sp|P09065|HME1_MOUSE	tr|A0A4X2KRD6|A0A4X2KRD6_VOMUR
OG0005636	sp|P13562|GON1_MOUSE	tr|A0A4X2JXQ7|A0A4X2JXQ7_VOMUR
OG0005637	sp|P19783|COX41_MOUSE	tr|A0A4X2LQ13|A0A4X2LQ13_VOMUR
OG0005638	sp|P22339|GA45B_MOUSE	tr|A0A4X2LH08|A0A4X2LH08_VOMUR
OG0005639	sp|P26350|PTMA_MOUSE	tr|A0A4X2LZN6|A0A4X2LZN6_VOMUR
OG0005640	sp|P28359|HXD10_MOUSE	tr|A0A4X2LVL0|A0A4X2LVL0_VOMUR
OG0005641	sp|P63325|RS10_MOUSE	tr|A0A4X2KSJ9|A0A4X2KSJ9_VOMUR
OG0005642	sp|P98154|IDD_MOUSE	tr|A0A4X2LDZ2|A0A4X2LDZ2_VOMUR
OG0005643	sp|Q02496|MUC1_MOUSE	tr|A0A4X2LTX3|A0A4X2LTX3_VOMUR
OG0005644	sp|Q0VBF2|TM52B_MOUSE	tr|A0A4X2KK35|A0A4X2KK35_VOMUR
OG0005645	sp|Q3TA59|JMJD8_MOUSE	tr|A0A4X2L8A8|A0A4X2L8A8_VOMUR
OG0005646	sp|Q3TC46|PATL1_MOUSE	tr|A0A4X2JSL7|A0A4X2JSL7_VOMUR
OG0005647	sp|Q3TIU4|PDE12_MOUSE	tr|A0A4X2JXN2|A0A4X2JXN2_VOMUR
OG0005648	sp|Q3TZX8|NOL9_MOUSE	tr|A0A4X2MB67|A0A4X2MB67_VOMUR
OG0005649	sp|Q3U515|VWCE_MOUSE	tr|A0A4X2K4S5|A0A4X2K4S5_VOMUR
OG0005650	sp|Q3UDE2|TTL12_MOUSE	tr|A0A4X2KLV7|A0A4X2KLV7_VOMUR
OG0005651	sp|Q3UMR5|MCU_MOUSE	tr|A0A4X2L620|A0A4X2L620_VOMUR
OG0005652	sp|Q402B2|WDR93_MOUSE	tr|A0A4X2KIT4|A0A4X2KIT4_VOMUR
OG0005653	sp|Q4VAE3|TMM65_MOUSE	tr|A0A4X2KTE7|A0A4X2KTE7_VOMUR
OG0005654	sp|Q5FWH3|GRHL3_MOUSE	tr|A0A4X2M1N6|A0A4X2M1N6_VOMUR
OG0005655	sp|Q5U405|TMPSD_MOUSE	tr|A0A4X2K3Q1|A0A4X2K3Q1_VOMUR
OG0005656	sp|Q61735|CD47_MOUSE	tr|A0A4X2L8I7|A0A4X2L8I7_VOMUR
OG0005657	sp|Q68FD9|K1549_MOUSE	tr|A0A4X2LBJ7|A0A4X2LBJ7_VOMUR
OG0005658	sp|Q6VY05|DND1_MOUSE	tr|A0A4X2LLH4|A0A4X2LLH4_VOMUR
OG0005659	sp|Q7TS68|NSUN6_MOUSE	tr|A0A4X2MA09|A0A4X2MA09_VOMUR
OG0005660	sp|Q7TSV6|AATC2_MOUSE	tr|A0A4X2KU40|A0A4X2KU40_VOMUR
OG0005661	sp|Q80ST9|LCA5_MOUSE	tr|A0A4X2K204|A0A4X2K204_VOMUR
OG0005662	sp|Q80TE7|LRRC7_MOUSE	tr|A0A4X2L5B6|A0A4X2L5B6_VOMUR
OG0005663	sp|Q8BGT1|FLRT3_MOUSE	tr|A0A4X2KBP5|A0A4X2KBP5_VOMUR
OG0005664	sp|Q8BGW6|ST32A_MOUSE	tr|A0A4X2KNH7|A0A4X2KNH7_VOMUR
OG0005665	sp|Q8BLB8|AN34C_MOUSE	tr|A0A4X2KDH7|A0A4X2KDH7_VOMUR
OG0005666	sp|Q8BM96|AGRG7_MOUSE	tr|A0A4X2L7A1|A0A4X2L7A1_VOMUR
OG0005667	sp|Q8BT42|SMIM5_MOUSE	tr|A0A4X2KTZ2|A0A4X2KTZ2_VOMUR
OG0005668	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A4X2ME24|A0A4X2ME24_VOMUR
OG0005669	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A4X2KRG1|A0A4X2KRG1_VOMUR
OG0005670	sp|Q8K1J6|TRNT1_MOUSE	tr|A0A4X2KQJ9|A0A4X2KQJ9_VOMUR
OG0005671	sp|Q8K330|SSH3_MOUSE	tr|A0A4X2MFA2|A0A4X2MFA2_VOMUR
OG0005672	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A4X2K3Q7|A0A4X2K3Q7_VOMUR
OG0005674	sp|Q91WD5|NDUS2_MOUSE	tr|A0A4X2LUG0|A0A4X2LUG0_VOMUR
OG0005675	sp|Q91WI7|ITFG2_MOUSE	tr|A0A4X2KLV5|A0A4X2KLV5_VOMUR
OG0005676	sp|Q91Z58|CF132_MOUSE	tr|A0A4X2KFV8|A0A4X2KFV8_VOMUR
OG0005677	sp|Q920H4|ACM5_MOUSE	tr|A0A4X2KLU8|A0A4X2KLU8_VOMUR
OG0005678	sp|Q99J27|ACATN_MOUSE	tr|A0A4X2LJ96|A0A4X2LJ96_VOMUR
OG0005679	sp|Q99J87|DHX58_MOUSE	tr|A0A4X2LX83|A0A4X2LX83_VOMUR
OG0005680	sp|Q9CQV4|RETR3_MOUSE	tr|A0A4X2M4D5|A0A4X2M4D5_VOMUR
OG0005681	sp|Q9CXX0|HYLS1_MOUSE	tr|A0A4X2M615|A0A4X2M615_VOMUR
OG0005682	sp|Q9CYQ5|HPIP_MOUSE	tr|A0A4X2JME5|A0A4X2JME5_VOMUR
OG0005683	sp|Q9DB28|POP5_MOUSE	tr|A0A4X2KH03|A0A4X2KH03_VOMUR
OG0005684	sp|Q9DB50|AP1S2_MOUSE	tr|A0A4X2M6A0|A0A4X2M6A0_VOMUR
OG0005685	sp|Q9JHK5|PLEK_MOUSE	tr|A0A4X2L5R5|A0A4X2L5R5_VOMUR
OG0005686	sp|Q9JIS5|SV2A_MOUSE	tr|A0A4X2LI85|A0A4X2LI85_VOMUR
OG0005687	sp|Q9R078|AAKB1_MOUSE	tr|A0A4X2K7U7|A0A4X2K7U7_VOMUR
OG0005688	sp|Q9WU01|KHDR2_MOUSE	tr|A0A4X2KXL0|A0A4X2KXL0_VOMUR
OG0005689	sp|Q9WVL4|GRK1_MOUSE	tr|A0A4X2KF85|A0A4X2KF85_VOMUR
OG0005690	sp|Q9Z223|MOC2B_MOUSE	tr|A0A4X2M1K9|A0A4X2M1K9_VOMUR
OG0005691	tr|A0A0U1RNU5|A0A0U1RNU5_MOUSE	tr|A0A4X2K9U7|A0A4X2K9U7_VOMUR
OG0005692	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A4X2LRZ2|A0A4X2LRZ2_VOMUR
OG0005693	sp|A2ACJ2|FP100_MOUSE	tr|A0A4X2KI88|A0A4X2KI88_VOMUR
OG0005694	sp|A7RDN6|RNLS_MOUSE	tr|A0A4X2JZL8|A0A4X2JZL8_VOMUR
OG0005695	tr|G5E8Z3|G5E8Z3_MOUSE	tr|A0A4X2KSE1|A0A4X2KSE1_VOMUR
OG0005696	sp|O35066|KIF3C_MOUSE	tr|A0A4X2JS06|A0A4X2JS06_VOMUR
OG0005697	sp|P28063|PSB8_MOUSE	tr|A0A4X2L2R1|A0A4X2L2R1_VOMUR
OG0005698	sp|P28658|ATX10_MOUSE	tr|A0A4X2M234|A0A4X2M234_VOMUR
OG0005699	sp|P51175|PPOX_MOUSE	tr|A0A4X2LK06|A0A4X2LK06_VOMUR
OG0005700	sp|P54775|PRS6B_MOUSE	tr|A0A4X2M2U7|A0A4X2M2U7_VOMUR
OG0005701	sp|P70377|FGF13_MOUSE	tr|A0A4X2L926|A0A4X2L926_VOMUR
OG0005702	sp|P70412|CUZD1_MOUSE	tr|A0A4X2LTR5|A0A4X2LTR5_VOMUR
OG0005703	sp|Q14CH0|F171B_MOUSE	tr|A0A4X2LNS1|A0A4X2LNS1_VOMUR
OG0005704	sp|Q3U564|DCP1B_MOUSE	tr|A0A4X2K805|A0A4X2K805_VOMUR
OG0005705	sp|Q3UPW2|ELF3_MOUSE	tr|A0A4X2JX91|A0A4X2JX91_VOMUR
OG0005707	sp|Q61327|SC6A3_MOUSE	tr|A0A4X2M2X3|A0A4X2M2X3_VOMUR
OG0005708	sp|Q61496|DDX4_MOUSE	tr|A0A4X2LU89|A0A4X2LU89_VOMUR
OG0005709	sp|Q66JV7|CH058_MOUSE	tr|A0A4X2LBR1|A0A4X2LBR1_VOMUR
OG0005710	sp|Q6PHU5|SORT_MOUSE	tr|A0A4X2LB90|A0A4X2LB90_VOMUR
OG0005711	sp|Q6VZZ7|OPN5_MOUSE	tr|A0A4X2JZA4|A0A4X2JZA4_VOMUR
OG0005712	sp|Q7TN98|CPEB4_MOUSE	tr|A0A4X2JS53|A0A4X2JS53_VOMUR
OG0005713	sp|Q80TN4|DJC16_MOUSE	tr|A0A4X2JX41|A0A4X2JX41_VOMUR
OG0005714	sp|Q8BJU2|TSN9_MOUSE	tr|A0A4X2KNA0|A0A4X2KNA0_VOMUR
OG0005715	sp|Q8BK06|FBX9_MOUSE	tr|A0A4X2KS41|A0A4X2KS41_VOMUR
OG0005716	sp|Q8BM65|NYAP2_MOUSE	tr|A0A4X2KIB3|A0A4X2KIB3_VOMUR
OG0005717	sp|Q8BQB4|FJX1_MOUSE	tr|A0A4X2KSW6|A0A4X2KSW6_VOMUR
OG0005718	sp|Q8BQM7|SMCO3_MOUSE	tr|A0A4X2LFZ8|A0A4X2LFZ8_VOMUR
OG0005719	sp|Q8C5L3|CNOT2_MOUSE	tr|A0A4X2K6E9|A0A4X2K6E9_VOMUR
OG0005720	sp|Q8C8U0|LIPB1_MOUSE	tr|A0A4X2KC05|A0A4X2KC05_VOMUR
OG0005721	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A4X2LGB2|A0A4X2LGB2_VOMUR
OG0005722	sp|Q8K448|ABCA5_MOUSE	tr|A0A4X2L3J1|A0A4X2L3J1_VOMUR
OG0005723	sp|Q8R3K3|PTCD2_MOUSE	tr|A0A4X2LTH5|A0A4X2LTH5_VOMUR
OG0005724	sp|Q8VCT3|AMPB_MOUSE	tr|A0A4X2K512|A0A4X2K512_VOMUR
OG0005725	sp|Q920C4|MS4A3_MOUSE	tr|A0A4X2LCG2|A0A4X2LCG2_VOMUR
OG0005726	sp|Q920I9|WDR7_MOUSE	tr|A0A4X2K5B0|A0A4X2K5B0_VOMUR
OG0005727	sp|Q921C5|BICD2_MOUSE	tr|A0A4X2L4E7|A0A4X2L4E7_VOMUR
OG0005728	sp|Q99JH1|RP25L_MOUSE	tr|A0A4X2L5F6|A0A4X2L5F6_VOMUR
OG0005729	sp|Q99KV1|DJB11_MOUSE	tr|A0A4X2JTF3|A0A4X2JTF3_VOMUR
OG0005730	sp|Q99MS3|MP17L_MOUSE	tr|A0A4X2KHS6|A0A4X2KHS6_VOMUR
OG0005731	sp|Q9CRA8|EXOS5_MOUSE	tr|A0A4X2K277|A0A4X2K277_VOMUR
OG0005732	sp|Q9CZP5|BCS1_MOUSE	tr|A0A4X2K0D8|A0A4X2K0D8_VOMUR
OG0005733	sp|Q9D1X9|TM50B_MOUSE	tr|A0A4X2K620|A0A4X2K620_VOMUR
OG0005734	sp|Q9D4G1|CU062_MOUSE	tr|A0A4X2K5P1|A0A4X2K5P1_VOMUR
OG0005735	sp|Q9DAS9|GBG12_MOUSE	tr|A0A4X2L8Z0|A0A4X2L8Z0_VOMUR
OG0005736	sp|Q9DBR0|AKAP8_MOUSE	tr|A0A4X2MFL4|A0A4X2MFL4_VOMUR
OG0005737	sp|Q9DCA5|BRX1_MOUSE	tr|A0A4X2LG54|A0A4X2LG54_VOMUR
OG0005738	sp|Q9EQ14|IL23A_MOUSE	tr|A0A4X2LZE6|A0A4X2LZE6_VOMUR
OG0005739	sp|Q9R0A0|PEX14_MOUSE	tr|A0A4X2MAK6|A0A4X2MAK6_VOMUR
OG0005740	sp|Q9R0C8|VAV3_MOUSE	tr|A0A4X2LAC3|A0A4X2LAC3_VOMUR
OG0005741	sp|Q9WUH7|SEM4G_MOUSE	tr|A0A4X2JW85|A0A4X2JW85_VOMUR
OG0005742	sp|Q9WV08|APJ_MOUSE	tr|A0A4X2KDX5|A0A4X2KDX5_VOMUR
OG0005743	sp|Q9WVA3|BUB3_MOUSE	tr|A0A4X2KFI7|A0A4X2KFI7_VOMUR
OG0005744	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A4X2KP83|A0A4X2KP83_VOMUR
OG0005745	sp|Q9Z0Z4|HEPH_MOUSE	tr|A0A4X2K5J9|A0A4X2K5J9_VOMUR
OG0005746	tr|A0A1D5RM98|A0A1D5RM98_MOUSE	tr|A0A4X2L7Y3|A0A4X2L7Y3_VOMUR
OG0005747	sp|A2A7S8|K1522_MOUSE	tr|A0A4X2LWZ3|A0A4X2LWZ3_VOMUR
OG0005748	sp|O08675|PAR3_MOUSE	tr|A0A4X2LHP6|A0A4X2LHP6_VOMUR
OG0005749	sp|O35089|CNIH2_MOUSE	tr|A0A4X2JVS2|A0A4X2JVS2_VOMUR
OG0005750	sp|O35608|ANGP2_MOUSE	tr|A0A4X2KFJ5|A0A4X2KFJ5_VOMUR
OG0005751	sp|O35633|VIAAT_MOUSE	tr|A0A4X2L9S9|A0A4X2L9S9_VOMUR
OG0005752	sp|O54781|SRPK2_MOUSE	tr|A0A4X2KWB3|A0A4X2KWB3_VOMUR
OG0005753	sp|O70305|ATX2_MOUSE	tr|A0A4X2M518|A0A4X2M518_VOMUR
OG0005755	sp|P20801|TNNC2_MOUSE	tr|A0A4X2LJN0|A0A4X2LJN0_VOMUR
OG0005756	sp|P20863|GDF1_MOUSE	tr|A0A4X2L7F5|A0A4X2L7F5_VOMUR
OG0005757	sp|P30545|ADA2B_MOUSE	tr|A0A4X2LH32|A0A4X2LH32_VOMUR
OG0005758	sp|P50136|ODBA_MOUSE	tr|A0A4X2JWX5|A0A4X2JWX5_VOMUR
OG0005759	sp|P56212|ARP19_MOUSE	tr|A0A4X2K3N9|A0A4X2K3N9_VOMUR
OG0005760	sp|P56484|CCR8_MOUSE	tr|A0A4X2M7M7|A0A4X2M7M7_VOMUR
OG0005761	sp|P81270|ERG_MOUSE	tr|A0A4X2K8R2|A0A4X2K8R2_VOMUR
OG0005762	sp|Q07230|ZSCA2_MOUSE	tr|A0A4X2JX94|A0A4X2JX94_VOMUR
OG0005763	sp|Q19LI2|A1BG_MOUSE	tr|A0A4X2L4D9|A0A4X2L4D9_VOMUR
OG0005764	sp|Q3TV65|MPND_MOUSE	tr|A0A4X2MEY0|A0A4X2MEY0_VOMUR
OG0005765	sp|Q3UUD2|SPRY3_MOUSE	tr|A0A4X2M2L0|A0A4X2M2L0_VOMUR
OG0005766	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A4X2LTN5|A0A4X2LTN5_VOMUR
OG0005767	sp|Q4KL25|LHPL5_MOUSE	tr|A0A4X2LIT1|A0A4X2LIT1_VOMUR
OG0005768	sp|Q5SSG5|RSLAB_MOUSE	tr|A0A4X2L281|A0A4X2L281_VOMUR
OG0005769	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A4X2KWN7|A0A4X2KWN7_VOMUR
OG0005770	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A4X2M2Q8|A0A4X2M2Q8_VOMUR
OG0005771	sp|Q6NZQ4|PAXI1_MOUSE	tr|A0A4X2KIH8|A0A4X2KIH8_VOMUR
OG0005772	sp|Q6P4S8|INT1_MOUSE	tr|A0A4X2LJR1|A0A4X2LJR1_VOMUR
OG0005774	sp|Q80Y84|KDM5B_MOUSE	tr|A0A4X2JZZ1|A0A4X2JZZ1_VOMUR
OG0005775	sp|Q810J8|ZFYV1_MOUSE	tr|A0A4X2LTA0|A0A4X2LTA0_VOMUR
OG0005776	sp|Q8BGI4|FA13A_MOUSE	tr|A0A4X2LU85|A0A4X2LU85_VOMUR
OG0005777	sp|Q8BH53|CFA69_MOUSE	tr|A0A4X2M8H5|A0A4X2M8H5_VOMUR
OG0005778	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A4X2L238|A0A4X2L238_VOMUR
OG0005779	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A4X2LUC5|A0A4X2LUC5_VOMUR
OG0005780	sp|Q8BLR7|RND1_MOUSE	tr|A0A4X2KG05|A0A4X2KG05_VOMUR
OG0005781	sp|Q8BY35|FGD2_MOUSE	tr|A0A4X2LKD0|A0A4X2LKD0_VOMUR
OG0005782	sp|Q8C0R9|LRRD1_MOUSE	tr|A0A4X2LVU3|A0A4X2LVU3_VOMUR
OG0005783	sp|Q8CCS6|PABP2_MOUSE	tr|A0A4X2LZN3|A0A4X2LZN3_VOMUR
OG0005784	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A4X2MFX8|A0A4X2MFX8_VOMUR
OG0005785	sp|Q8CI61|BAG4_MOUSE	tr|A0A4X2KMC8|A0A4X2KMC8_VOMUR
OG0005786	sp|Q8K1T0|TMPS3_MOUSE	tr|A0A4X2MAF2|A0A4X2MAF2_VOMUR
OG0005787	sp|Q8R0G7|SPNS1_MOUSE	tr|A0A4X2KCW9|A0A4X2KCW9_VOMUR
OG0005788	sp|Q8R3I3|COG6_MOUSE	tr|A0A4X2LLG4|A0A4X2LLG4_VOMUR
OG0005789	sp|Q8R4Z4|ETV3_MOUSE	tr|A0A4X2LAM1|A0A4X2LAM1_VOMUR
OG0005790	sp|Q8VE33|GD1L1_MOUSE	tr|A0A4X2JXX5|A0A4X2JXX5_VOMUR
OG0005791	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A4X2JRJ3|A0A4X2JRJ3_VOMUR
OG0005792	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A4X2LUY1|A0A4X2LUY1_VOMUR
OG0005793	sp|Q9D112|SHLD1_MOUSE	tr|A0A4X2KLZ5|A0A4X2KLZ5_VOMUR
OG0005794	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A4X2KFM2|A0A4X2KFM2_VOMUR
OG0005795	sp|Q9JI70|MKKS_MOUSE	tr|A0A4X2KI51|A0A4X2KI51_VOMUR
OG0005796	sp|Q9JIP7|S15A1_MOUSE	tr|A0A4X2M5F8|A0A4X2M5F8_VOMUR
OG0005797	sp|Q9JJD0|THA11_MOUSE	tr|A0A4X2M3Q1|A0A4X2M3Q1_VOMUR
OG0005798	sp|Q9QXT6|IL17B_MOUSE	tr|A0A4X2JLY9|A0A4X2JLY9_VOMUR
OG0005799	sp|Q9QY80|HACD1_MOUSE	tr|A0A4X2M7V5|A0A4X2M7V5_VOMUR
OG0005800	sp|Q9R0H2|MUCEN_MOUSE	tr|A0A4X2M1I6|A0A4X2M1I6_VOMUR
OG0005801	sp|Q9WVS0|ICOS_MOUSE	tr|A0A4X2KCY8|A0A4X2KCY8_VOMUR
OG0005802	sp|Q9Z125|CR3L1_MOUSE	tr|A0A4X2KQU0|A0A4X2KQU0_VOMUR
OG0005803	sp|Q9Z2I9|SUCB1_MOUSE	tr|A0A4X2MAG7|A0A4X2MAG7_VOMUR
OG0005804	sp|A0A1W2P884|CE85L_MOUSE	tr|A0A4X2M9J8|A0A4X2M9J8_VOMUR
OG0005805	sp|A2ACG1|TLDC2_MOUSE	tr|A0A4X2LRH8|A0A4X2LRH8_VOMUR
OG0005806	tr|B2RXC6|B2RXC6_MOUSE	tr|A0A4X2LBS4|A0A4X2LBS4_VOMUR
OG0005807	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A4X2L6V7|A0A4X2L6V7_VOMUR
OG0005808	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A4X2L7S6|A0A4X2L7S6_VOMUR
OG0005809	sp|E9Q6D6|ZN277_MOUSE	tr|A0A4X2KSR2|A0A4X2KSR2_VOMUR
OG0005810	sp|P06728|APOA4_MOUSE	tr|A0A4X2M6V7|A0A4X2M6V7_VOMUR
OG0005811	sp|P12961|7B2_MOUSE	tr|A0A4X2KQ02|A0A4X2KQ02_VOMUR
OG0005812	sp|P33146|CAD15_MOUSE	tr|A0A4X2M1H7|A0A4X2M1H7_VOMUR
OG0005813	sp|P41272|CD27_MOUSE	tr|A0A4X2LQG7|A0A4X2LQG7_VOMUR
OG0005814	sp|P51125|ICAL_MOUSE	tr|A0A4X2KHC5|A0A4X2KHC5_VOMUR
OG0005815	sp|P56726|SMO_MOUSE	tr|A0A4X2K2K9|A0A4X2K2K9_VOMUR
OG0005816	sp|Q07417|ACADS_MOUSE	tr|A0A4X2K9X7|A0A4X2K9X7_VOMUR
OG0005817	sp|Q0VE29|SAM12_MOUSE	tr|A0A4X2LEG4|A0A4X2LEG4_VOMUR
OG0005818	sp|Q3UF25|STIMA_MOUSE	tr|A0A4X2LF60|A0A4X2LF60_VOMUR
OG0005819	sp|Q3UGM2|NEK10_MOUSE	tr|A0A4X2M5R6|A0A4X2M5R6_VOMUR
OG0005820	sp|Q3UJC8|CE034_MOUSE	tr|A0A4X2JNA5|A0A4X2JNA5_VOMUR
OG0005821	sp|Q3USL1|KLDC9_MOUSE	tr|A0A4X2LUY5|A0A4X2LUY5_VOMUR
OG0005822	sp|Q3UWW6|GA2L3_MOUSE	tr|A0A4X2MAN1|A0A4X2MAN1_VOMUR
OG0005823	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A4X2M1A6|A0A4X2M1A6_VOMUR
OG0005824	sp|Q5DTI6|KAL1L_MOUSE	tr|A0A4X2K6N2|A0A4X2K6N2_VOMUR
OG0005825	sp|Q5FW85|ECM2_MOUSE	tr|A0A4X2LPG7|A0A4X2LPG7_VOMUR
OG0005826	sp|Q5RKS2|SMIM7_MOUSE	tr|A0A4X2KWP5|A0A4X2KWP5_VOMUR
OG0005827	sp|Q5U430|UBR3_MOUSE	tr|A0A4X2LY10|A0A4X2LY10_VOMUR
OG0005828	sp|Q61469|PLPP1_MOUSE	tr|A0A4X2LUA7|A0A4X2LUA7_VOMUR
OG0005829	sp|Q64337|SQSTM_MOUSE	tr|A0A4X2LKU3|A0A4X2LKU3_VOMUR
OG0005830	sp|Q6P4S6|SIK3_MOUSE	tr|A0A4X2M2Q1|A0A4X2M2Q1_VOMUR
OG0005831	sp|Q6PB70|ANO8_MOUSE	tr|A0A4X2KVA0|A0A4X2KVA0_VOMUR
OG0005832	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A4X2LYM1|A0A4X2LYM1_VOMUR
OG0005833	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A4X2KY88|A0A4X2KY88_VOMUR
OG0005834	sp|Q80SV1|LHPL1_MOUSE	tr|A0A4X2M220|A0A4X2M220_VOMUR
OG0005835	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A4X2JQ81|A0A4X2JQ81_VOMUR
OG0005836	sp|Q8BG07|PLD4_MOUSE	tr|A0A4X2KD17|A0A4X2KD17_VOMUR
OG0005837	sp|Q8BGY4|KLH26_MOUSE	tr|A0A4X2L552|A0A4X2L552_VOMUR
OG0005838	sp|Q8BM39|PRP18_MOUSE	tr|A0A4X2L8X8|A0A4X2L8X8_VOMUR
OG0005839	sp|Q8BQN5|FA78B_MOUSE	tr|A0A4X2K020|A0A4X2K020_VOMUR
OG0005840	sp|Q8BX09|RBBP5_MOUSE	tr|A0A4X2L432|A0A4X2L432_VOMUR
OG0005841	sp|Q8C8T8|TSR2_MOUSE	tr|A0A4X2LLR1|A0A4X2LLR1_VOMUR
OG0005842	sp|Q8CEI1|BOLA3_MOUSE	tr|A0A4X2MB58|A0A4X2MB58_VOMUR
OG0005843	sp|Q8JZY2|COMDA_MOUSE	tr|A0A4X2KUJ8|A0A4X2KUJ8_VOMUR
OG0005844	sp|Q8R2K1|FUCM_MOUSE	tr|A0A4X2L5U8|A0A4X2L5U8_VOMUR
OG0005845	sp|Q8R344|CCD12_MOUSE	tr|A0A4X2KZ31|A0A4X2KZ31_VOMUR
OG0005846	sp|Q91VE0|S27A4_MOUSE	tr|A0A4X2L8T1|A0A4X2L8T1_VOMUR
OG0005847	sp|Q924H5|RA51C_MOUSE	tr|A0A4X2KWD9|A0A4X2KWD9_VOMUR
OG0005848	sp|Q9CPT5|NOP16_MOUSE	tr|A0A4X2JZ99|A0A4X2JZ99_VOMUR
OG0005849	sp|Q9CXL7|SNORC_MOUSE	tr|A0A4X2M5P8|A0A4X2M5P8_VOMUR
OG0005850	sp|Q9CY02|AHSP_MOUSE	tr|A0A4X2KPI0|A0A4X2KPI0_VOMUR
OG0005851	sp|Q9CYH5|GFOD2_MOUSE	tr|A0A4X2M321|A0A4X2M321_VOMUR
OG0005852	sp|Q9D1E6|TBCB_MOUSE	tr|A0A4X2MAP3|A0A4X2MAP3_VOMUR
OG0005853	sp|Q9D783|KLH40_MOUSE	tr|A0A4X2JVX7|A0A4X2JVX7_VOMUR
OG0005854	sp|Q9JLJ4|ELOV2_MOUSE	tr|A0A4X2K4W1|A0A4X2K4W1_VOMUR
OG0005855	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A4X2M894|A0A4X2M894_VOMUR
OG0005857	tr|F8VQH7|F8VQH7_MOUSE	tr|A0A4X2KH31|A0A4X2KH31_VOMUR
OG0005858	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A4X2MEH2|A0A4X2MEH2_VOMUR
OG0005859	sp|O35310|HS3S1_MOUSE	tr|A0A4X2JMD8|A0A4X2JMD8_VOMUR
OG0005860	sp|O54926|SIVA_MOUSE	tr|A0A4X2KCC7|A0A4X2KCC7_VOMUR
OG0005861	sp|O54984|GET3_MOUSE	tr|A0A4X2L1V9|A0A4X2L1V9_VOMUR
OG0005862	sp|O55142|RL35A_MOUSE	tr|A0A4X2KBD6|A0A4X2KBD6_VOMUR
OG0005863	sp|O70404|VAMP8_MOUSE	tr|A0A4X2KPI5|A0A4X2KPI5_VOMUR
OG0005864	sp|P20615|HXB9_MOUSE	tr|A0A4X2KKZ3|A0A4X2KKZ3_VOMUR
