Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0008194	sp|Q8BK84|DUS29_MOUSE	tr|A0A811YEP0|A0A811YEP0_NYCPR
OG0008195	sp|Q8C0T0|XKR8_MOUSE	tr|A0A811YPR4|A0A811YPR4_NYCPR
OG0008196	sp|Q8CG85|MAMC2_MOUSE	tr|A0A811ZSJ0|A0A811ZSJ0_NYCPR
OG0008197	sp|Q8R3G9|TSN8_MOUSE	tr|A0A811YH69|A0A811YH69_NYCPR
OG0008198	sp|Q8R411|MYCT1_MOUSE	tr|A0A811ZSP7|A0A811ZSP7_NYCPR
OG0008199	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A811ZTD2|A0A811ZTD2_NYCPR
OG0008200	sp|Q9CY94|PSF3_MOUSE	tr|A0A811YR54|A0A811YR54_NYCPR
OG0008201	sp|Q9D174|S18L2_MOUSE	tr|A0A811YG14|A0A811YG14_NYCPR
OG0008202	sp|Q9DB15|RM12_MOUSE	tr|A0A811Y3T3|A0A811Y3T3_NYCPR
OG0008203	sp|Q9ERZ3|ACM3_MOUSE	tr|A0A811ZSL3|A0A811ZSL3_NYCPR
OG0008204	sp|Q9ESN2|TRI39_MOUSE	tr|A0A811YJ36|A0A811YJ36_NYCPR
OG0008205	sp|Q9JKN5|OLIG1_MOUSE	tr|A0A811ZYF8|A0A811ZYF8_NYCPR
OG0008206	sp|Q9R0C0|BL1S6_MOUSE	tr|A0A811Y092|A0A811Y092_NYCPR
OG0008207	sp|Q9Z218|DPP6_MOUSE	tr|A0A811YS37|A0A811YS37_NYCPR
OG0008208	sp|Q9Z239|PLM_MOUSE	tr|A0A811ZV19|A0A811ZV19_NYCPR
OG0008209	tr|D3YTM9|D3YTM9_MOUSE	tr|A0A812A0X0|A0A812A0X0_NYCPR
OG0008210	sp|D3YZG8|MTD2L_MOUSE	tr|A0A811Y4C1|A0A811Y4C1_NYCPR
OG0008211	tr|E9PVC2|E9PVC2_MOUSE	tr|A0A811YUY3|A0A811YUY3_NYCPR
OG0008212	sp|O08843|LST1_MOUSE	tr|A0A811YLK8|A0A811YLK8_NYCPR
OG0008213	sp|O08899|RGS4_MOUSE	tr|A0A811YTM0|A0A811YTM0_NYCPR
OG0008214	sp|O08969|PHLA2_MOUSE	tr|A0A811Y2W1|A0A811Y2W1_NYCPR
OG0008215	sp|P10629|HXC6_MOUSE	tr|A0A811YZU1|A0A811YZU1_NYCPR
OG0008216	sp|P11725|OTC_MOUSE	tr|A0A811Z3B0|A0A811Z3B0_NYCPR
OG0008217	sp|P27038|AVR2A_MOUSE	tr|A0A811ZHK2|A0A811ZHK2_NYCPR
OG0008218	sp|P27545|CERS1_MOUSE	tr|A0A811Z9D7|A0A811Z9D7_NYCPR
OG0008219	sp|P42859|HD_MOUSE	tr|A0A811YNJ3|A0A811YNJ3_NYCPR
OG0008220	sp|P52633|STAT6_MOUSE	tr|A0A811YKE9|A0A811YKE9_NYCPR
OG0008221	sp|P52785|GUC2E_MOUSE	tr|A0A811ZM77|A0A811ZM77_NYCPR
OG0008222	sp|P97459|NPAS1_MOUSE	tr|A0A811ZVI3|A0A811ZVI3_NYCPR
OG0008223	sp|Q02650|PAX5_MOUSE	tr|A0A811ZFX3|A0A811ZFX3_NYCPR
OG0008224	sp|Q0GGX2|ZN541_MOUSE	tr|A0A811ZVB4|A0A811ZVB4_NYCPR
OG0008225	sp|Q3THF9|CQ10B_MOUSE	tr|A0A811ZB89|A0A811ZB89_NYCPR
OG0008226	sp|Q3U213|SRAC1_MOUSE	tr|A0A811ZSH3|A0A811ZSH3_NYCPR
OG0008227	tr|Q3UQ24|Q3UQ24_MOUSE	tr|A0A811ZP25|A0A811ZP25_NYCPR
OG0008228	sp|Q3UR32|P2RX3_MOUSE	tr|A0A811ZF84|A0A811ZF84_NYCPR
OG0008229	sp|Q3USQ7|SYN1L_MOUSE	tr|A0A811ZJ62|A0A811ZJ62_NYCPR
OG0008230	sp|Q3V0F0|RIMB3_MOUSE	tr|A0A811YAV6|A0A811YAV6_NYCPR
OG0008231	sp|Q4VAA2|CDV3_MOUSE	tr|A0A811Y8M7|A0A811Y8M7_NYCPR
OG0008232	sp|Q5U4D8|SC5A6_MOUSE	tr|A0A811YHR0|A0A811YHR0_NYCPR
OG0008233	sp|Q61880|DMC1_MOUSE	tr|A0A811YJV1|A0A811YJV1_NYCPR
OG0008234	sp|Q62010|OVGP1_MOUSE	tr|A0A811ZX88|A0A811ZX88_NYCPR
OG0008235	sp|Q64669|NQO1_MOUSE	tr|A0A811ZKB9|A0A811ZKB9_NYCPR
OG0008236	sp|Q673H1|TUSC1_MOUSE	tr|A0A811ZGB2|A0A811ZGB2_NYCPR
OG0008237	sp|Q6KAS7|ZN521_MOUSE	tr|A0A811YBQ4|A0A811YBQ4_NYCPR
OG0008238	tr|Q6P9N8|Q6P9N8_MOUSE	tr|A0A811ZBD6|A0A811ZBD6_NYCPR
OG0008239	sp|Q80TN7|NAV3_MOUSE	tr|A0A811Z8S0|A0A811Z8S0_NYCPR
OG0008240	sp|Q8BG21|FLOWR_MOUSE	tr|A0A811XY77|A0A811XY77_NYCPR
OG0008241	sp|Q8BH02|TOR4A_MOUSE	tr|A0A811XWF1|A0A811XWF1_NYCPR
OG0008242	sp|Q8BP56|PGGHG_MOUSE	tr|A0A811ZEM1|A0A811ZEM1_NYCPR
OG0008243	sp|Q8BVI5|STX16_MOUSE	tr|A0A811Y4R7|A0A811Y4R7_NYCPR
OG0008244	sp|Q8CDD8|KCD20_MOUSE	tr|A0A811YJV3|A0A811YJV3_NYCPR
OG0008245	sp|Q8CDG3|VCIP1_MOUSE	tr|A0A811Y4C4|A0A811Y4C4_NYCPR
OG0008246	sp|Q8CFJ7|S2545_MOUSE	tr|A0A811XXI2|A0A811XXI2_NYCPR
OG0008247	sp|Q8CGC6|RBM28_MOUSE	tr|A0A811ZNY5|A0A811ZNY5_NYCPR
OG0008248	sp|Q8K2J0|PLCD3_MOUSE	tr|A0A811XQI0|A0A811XQI0_NYCPR
OG0008249	sp|Q8R3L5|SO3A1_MOUSE	tr|A0A811YLI0|A0A811YLI0_NYCPR
OG0008250	sp|Q8R3P2|DTX2_MOUSE	tr|A0A811Z5T2|A0A811Z5T2_NYCPR
OG0008251	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A811Y1S8|A0A811Y1S8_NYCPR
OG0008252	sp|Q8VE42|ANR49_MOUSE	tr|A0A811Y853|A0A811Y853_NYCPR
OG0008253	sp|Q91V27|MELPH_MOUSE	tr|A0A811ZD97|A0A811ZD97_NYCPR
OG0008254	sp|Q91WC9|DGLB_MOUSE	tr|A0A811Z8F7|A0A811Z8F7_NYCPR
OG0008255	sp|Q91XD8|S2538_MOUSE	tr|A0A811YC12|A0A811YC12_NYCPR
OG0008256	sp|Q91YP2|NEUL_MOUSE	tr|A0A811YRB3|A0A811YRB3_NYCPR
OG0008257	sp|Q920B9|SP16H_MOUSE	tr|A0A811Z6V7|A0A811Z6V7_NYCPR
OG0008259	sp|Q99JW2|ACY1_MOUSE	tr|A0A811Z5W9|A0A811Z5W9_NYCPR
OG0008260	sp|Q99JY4|TRABD_MOUSE	tr|A0A811YHN6|A0A811YHN6_NYCPR
OG0008261	sp|Q99MX7|T121B_MOUSE	tr|A0A811Y0J8|A0A811Y0J8_NYCPR
OG0008262	sp|Q9CZX2|CEP89_MOUSE	tr|A0A811ZWN2|A0A811ZWN2_NYCPR
OG0008263	sp|Q9DBX1|RGCC_MOUSE	tr|A0A811YTJ4|A0A811YTJ4_NYCPR
OG0008264	sp|Q9DCC8|TOM20_MOUSE	tr|A0A811ZPZ7|A0A811ZPZ7_NYCPR
OG0008265	tr|Q9EPG2|Q9EPG2_MOUSE	tr|A0A811Y4L4|A0A811Y4L4_NYCPR
OG0008266	sp|Q9ER73|ELP4_MOUSE	tr|A0A811ZET8|A0A811ZET8_NYCPR
OG0008267	tr|Q9ERL0|Q9ERL0_MOUSE	tr|A0A811ZAL3|A0A811ZAL3_NYCPR
OG0008268	sp|Q9JL95|PRG3_MOUSE	tr|A0A811ZEX4|A0A811ZEX4_NYCPR
OG0008269	sp|Q9JMB1|THEG_MOUSE	tr|A0A811ZB28|A0A811ZB28_NYCPR
OG0008270	tr|Q9R0U9|Q9R0U9_MOUSE	tr|A0A811ZJL6|A0A811ZJL6_NYCPR
OG0008271	sp|Q9WTY1|PDCD7_MOUSE	tr|A0A811Y6X2|A0A811Y6X2_NYCPR
OG0008272	sp|Q9WUP1|RAMP3_MOUSE	tr|A0A811YVD2|A0A811YVD2_NYCPR
OG0008273	tr|A0A2I3BR67|A0A2I3BR67_MOUSE	tr|A0A811Y8G6|A0A811Y8G6_NYCPR
OG0008274	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|A0A811YVI2|A0A811YVI2_NYCPR
OG0008275	sp|D3Z338|TM262_MOUSE	tr|A0A811Y3B3|A0A811Y3B3_NYCPR
OG0008276	tr|E9PX37|E9PX37_MOUSE	tr|A0A811ZXA3|A0A811ZXA3_NYCPR
OG0008277	sp|E9Q557|DESP_MOUSE	tr|A0A811YC84|A0A811YC84_NYCPR
OG0008278	sp|E9Q7E2|ARID2_MOUSE	tr|A0A811Y3T2|A0A811Y3T2_NYCPR
OG0008279	sp|O09105|NDF4_MOUSE	tr|A0A811Z4F1|A0A811Z4F1_NYCPR
OG0008280	sp|O35136|NCAM2_MOUSE	tr|A0A811ZX63|A0A811ZX63_NYCPR
OG0008281	sp|O35393|EFNB3_MOUSE	tr|A0A811ZM88|A0A811ZM88_NYCPR
OG0008282	sp|O55188|DMP1_MOUSE	tr|A0A811ZVW1|A0A811ZVW1_NYCPR
OG0008283	sp|O88273|GREM2_MOUSE	tr|A0A811YBY9|A0A811YBY9_NYCPR
OG0008284	sp|P0C5E4|PTPRQ_MOUSE	tr|A0A811Z6Y7|A0A811Z6Y7_NYCPR
OG0008285	sp|P24622|CRYAA_MOUSE	tr|A0A811ZYX5|A0A811ZYX5_NYCPR
OG0008286	sp|P28357|HXD9_MOUSE	tr|A0A811ZPA1|A0A811ZPA1_NYCPR
OG0008287	sp|P61329|FGF12_MOUSE	tr|A0A811ZQM3|A0A811ZQM3_NYCPR
OG0008288	sp|P70255|NFIC_MOUSE	tr|A0A811ZAS4|A0A811ZAS4_NYCPR
OG0008289	sp|P97348|RHOD_MOUSE	tr|A0A811Y1C1|A0A811Y1C1_NYCPR
OG0008290	sp|P97504|BMX_MOUSE	tr|A0A811Z4R8|A0A811Z4R8_NYCPR
OG0008291	sp|Q0VEE6|ZN800_MOUSE	tr|A0A811ZQ00|A0A811ZQ00_NYCPR
OG0008292	sp|Q14BU0|UCMA_MOUSE	tr|A0A811YNG6|A0A811YNG6_NYCPR
OG0008293	sp|Q32NZ6|TMC5_MOUSE	tr|A0A811Z4E8|A0A811Z4E8_NYCPR
OG0008294	sp|Q3UZZ4|OLFM4_MOUSE	tr|A0A811Z297|A0A811Z297_NYCPR
OG0008295	sp|Q5RKZ7|MOCS1_MOUSE	tr|A0A811YJT4|A0A811YJT4_NYCPR
OG0008296	sp|Q5SPW0|VPS54_MOUSE	tr|A0A811YJG0|A0A811YJG0_NYCPR
OG0008297	sp|Q5SS91|SUN3_MOUSE	tr|A0A811ZDZ1|A0A811ZDZ1_NYCPR
OG0008298	sp|Q5SSF7|TET5C_MOUSE	tr|A0A811ZY33|A0A811ZY33_NYCPR
OG0008299	sp|Q61586|GPAT1_MOUSE	tr|A0A811ZCT6|A0A811ZCT6_NYCPR
OG0008300	sp|Q62074|KPCI_MOUSE	tr|A0A811ZRX3|A0A811ZRX3_NYCPR
OG0008301	sp|Q6A044|EREP2_MOUSE	tr|A0A811YLP5|A0A811YLP5_NYCPR
OG0008302	sp|Q6J1H4|UTF1_MOUSE	tr|A0A811ZD03|A0A811ZD03_NYCPR
OG0008303	sp|Q6SJE0|GFRAL_MOUSE	tr|A0A811YUG5|A0A811YUG5_NYCPR
OG0008304	sp|Q6U7R4|TIMD4_MOUSE	tr|A0A811YLW6|A0A811YLW6_NYCPR
OG0008305	sp|Q7TSP5|VTCN1_MOUSE	tr|A0A811ZVR4|A0A811ZVR4_NYCPR
OG0008306	sp|Q80W68|KIRR1_MOUSE	tr|A0A811YT14|A0A811YT14_NYCPR
OG0008307	sp|Q8BGM7|AAKG3_MOUSE	tr|A0A811ZBP3|A0A811ZBP3_NYCPR
OG0008308	tr|Q8BQ46|Q8BQ46_MOUSE	tr|A0A811XXB6|A0A811XXB6_NYCPR
OG0008309	sp|Q8BT20|ISK6_MOUSE	tr|A0A811YRI7|A0A811YRI7_NYCPR
OG0008310	sp|Q8BTH8|KC1G1_MOUSE	tr|A0A811Y936|A0A811Y936_NYCPR
OG0008311	sp|Q8BVA2|TM222_MOUSE	tr|A0A811YQ63|A0A811YQ63_NYCPR
OG0008312	sp|Q8BVW3|TRI14_MOUSE	tr|A0A811ZFQ9|A0A811ZFQ9_NYCPR
OG0008313	sp|Q8C119|NDNF_MOUSE	tr|A0A811Y1U3|A0A811Y1U3_NYCPR
OG0008314	sp|Q8C2R7|PIGM_MOUSE	tr|A0A811YUD8|A0A811YUD8_NYCPR
OG0008315	sp|Q8CDC0|SPB13_MOUSE	tr|A0A811YRC5|A0A811YRC5_NYCPR
OG0008316	sp|Q8JZR4|EAA5_MOUSE	tr|A0A811ZKH3|A0A811ZKH3_NYCPR
OG0008317	sp|Q8K1T6|LY66E_MOUSE	tr|A0A811YJH1|A0A811YJH1_NYCPR
OG0008318	sp|Q8K2Z4|CND1_MOUSE	tr|A0A811XYJ7|A0A811XYJ7_NYCPR
OG0008319	sp|Q8K4Q6|NEIL1_MOUSE	tr|A0A811Y4X2|A0A811Y4X2_NYCPR
OG0008320	sp|Q8VCM4|LIPT_MOUSE	tr|A0A811YLI7|A0A811YLI7_NYCPR
OG0008322	sp|Q91VS7|MGST1_MOUSE	tr|A0A811YCK5|A0A811YCK5_NYCPR
OG0008323	sp|Q91WE1|SNX15_MOUSE	tr|A0A811XXK1|A0A811XXK1_NYCPR
OG0008324	sp|Q91WG3|TRUB2_MOUSE	tr|A0A811XUI1|A0A811XUI1_NYCPR
OG0008325	sp|Q99K28|ARFG2_MOUSE	tr|A0A811XYB6|A0A811XYB6_NYCPR
OG0008326	sp|Q9CQA1|TPPC5_MOUSE	tr|A0A811ZAF2|A0A811ZAF2_NYCPR
OG0008327	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A811YK38|A0A811YK38_NYCPR
OG0008328	sp|Q9CR64|KISHA_MOUSE	tr|A0A811Z763|A0A811Z763_NYCPR
OG0008329	sp|Q9CWU0|TDR12_MOUSE	tr|A0A811ZUG8|A0A811ZUG8_NYCPR
OG0008330	sp|Q9D2C9|SNPC3_MOUSE	tr|A0A811ZGF6|A0A811ZGF6_NYCPR
OG0008331	sp|Q9D2J7|ANKE1_MOUSE	tr|A0A811XYP5|A0A811XYP5_NYCPR
OG0008332	sp|Q9DBG1|CP27A_MOUSE	tr|A0A811ZBQ5|A0A811ZBQ5_NYCPR
OG0008333	sp|Q9EP82|WDR4_MOUSE	tr|A0A812A021|A0A812A021_NYCPR
OG0008334	sp|Q9EQH3|VPS35_MOUSE	tr|A0A811Z8D4|A0A811Z8D4_NYCPR
OG0008335	sp|Q9JKD8|TBX21_MOUSE	tr|A0A811XXD3|A0A811XXD3_NYCPR
OG0008336	sp|Q9JM90|STAP1_MOUSE	tr|A0A811XUN5|A0A811XUN5_NYCPR
OG0008337	sp|Q9R1A3|NET3_MOUSE	tr|A0A811Z318|A0A811Z318_NYCPR
OG0008338	sp|Q9WVE8|PACN2_MOUSE	tr|A0A811YIA3|A0A811YIA3_NYCPR
OG0008339	sp|Q9Z275|RLBP1_MOUSE	tr|A0A811YGR6|A0A811YGR6_NYCPR
OG0008340	sp|Q9Z2G0|FEM1B_MOUSE	tr|A0A811Y8Z0|A0A811Y8Z0_NYCPR
OG0008341	tr|A0A1B0GS00|A0A1B0GS00_MOUSE	tr|A0A811ZVF3|A0A811ZVF3_NYCPR
OG0008342	sp|A2A259|PK2L1_MOUSE	tr|A0A811ZCF0|A0A811ZCF0_NYCPR
OG0008343	sp|A2AKX3|SETX_MOUSE	tr|A0A811XUT3|A0A811XUT3_NYCPR
OG0008344	sp|A2AQ25|SKT_MOUSE	tr|A0A811YV79|A0A811YV79_NYCPR
OG0008345	sp|A2AVR2|MROH7_MOUSE	tr|A0A811ZKK9|A0A811ZKK9_NYCPR
OG0008346	sp|D3YY91|LLR1_MOUSE	tr|A0A811ZK32|A0A811ZK32_NYCPR
OG0008347	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A811Z823|A0A811Z823_NYCPR
OG0008348	sp|O09160|FUT1_MOUSE	tr|A0A811ZU25|A0A811ZU25_NYCPR
OG0008349	sp|O35457|CCRL2_MOUSE	tr|A0A811Z989|A0A811Z989_NYCPR
OG0008350	sp|O54794|AQP7_MOUSE	tr|A0A811ZG71|A0A811ZG71_NYCPR
OG0008351	sp|O70218|HMX1_MOUSE	tr|A0A811YHI8|A0A811YHI8_NYCPR
OG0008352	sp|O70578|CCG1_MOUSE	tr|A0A811XVJ4|A0A811XVJ4_NYCPR
OG0008353	sp|P09405|NUCL_MOUSE	tr|A0A811ZDM9|A0A811ZDM9_NYCPR
OG0008354	sp|P15261|INGR1_MOUSE	tr|A0A811YFT7|A0A811YFT7_NYCPR
OG0008355	sp|P15375|MYF6_MOUSE	tr|A0A811Z6Q0|A0A811Z6Q0_NYCPR
OG0008356	sp|P15620|ZN271_MOUSE	tr|A0A811YDD9|A0A811YDD9_NYCPR
OG0008357	sp|P22366|MYD88_MOUSE	tr|A0A811YFW7|A0A811YFW7_NYCPR
OG0008358	sp|P30416|FKBP4_MOUSE	tr|A0A811Y466|A0A811Y466_NYCPR
OG0008359	sp|P35419|PERT_MOUSE	tr|A0A811YG89|A0A811YG89_NYCPR
OG0008360	sp|P49452|CENPC_MOUSE	tr|A0A811XWX5|A0A811XWX5_NYCPR
OG0008361	sp|P51162|FABP6_MOUSE	tr|A0A811YE53|A0A811YE53_NYCPR
OG0008362	sp|P55014|S12A1_MOUSE	tr|A0A811Y7C8|A0A811Y7C8_NYCPR
OG0008363	sp|P59267|ZDHC2_MOUSE	tr|A0A811YUK5|A0A811YUK5_NYCPR
OG0008364	sp|P70279|SURF6_MOUSE	tr|A0A811XUV1|A0A811XUV1_NYCPR
OG0008365	sp|P97399|DSPP_MOUSE	tr|A0A811ZVV6|A0A811ZVV6_NYCPR
OG0008366	sp|P97814|PPIP1_MOUSE	tr|A0A811YE17|A0A811YE17_NYCPR
OG0008367	sp|Q01730|RSU1_MOUSE	tr|A0A811YR72|A0A811YR72_NYCPR
OG0008368	sp|Q18PE0|DOK7_MOUSE	tr|A0A811YFG9|A0A811YFG9_NYCPR
OG0008369	sp|Q32LZ8|PLPL5_MOUSE	tr|A0A811YL38|A0A811YL38_NYCPR
OG0008370	sp|Q3U6Q4|PI3R6_MOUSE	tr|A0A811ZLD4|A0A811ZLD4_NYCPR
OG0008371	sp|Q3UHD9|AGAP2_MOUSE	tr|A0A811YHN5|A0A811YHN5_NYCPR
OG0008372	sp|Q3UU35|OVOS_MOUSE	tr|A0A811Z3M4|A0A811Z3M4_NYCPR
OG0008373	sp|Q3UZ18|ICE2_MOUSE	tr|A0A811YEJ7|A0A811YEJ7_NYCPR
OG0008374	sp|Q505F1|NR2C1_MOUSE	tr|A0A811YXC2|A0A811YXC2_NYCPR
OG0008375	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A811Z1V7|A0A811Z1V7_NYCPR
OG0008376	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A811ZLA7|A0A811ZLA7_NYCPR
OG0008377	sp|Q61190|I10R2_MOUSE	tr|A0A811ZZT2|A0A811ZZT2_NYCPR
OG0008378	sp|Q68EF8|RPGFL_MOUSE	tr|A0A811XWK7|A0A811XWK7_NYCPR
OG0008379	sp|Q6PFX6|CAD24_MOUSE	tr|A0A811ZQS6|A0A811ZQS6_NYCPR
OG0008380	sp|Q6S5C2|GNPTG_MOUSE	tr|A0A811Z7Y1|A0A811Z7Y1_NYCPR
OG0008381	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A811ZG79|A0A811ZG79_NYCPR
OG0008382	sp|Q80XC6|NRDE2_MOUSE	tr|A0A811ZIY2|A0A811ZIY2_NYCPR
OG0008383	sp|Q80ZU7|BPIB3_MOUSE	tr|A0A811XZX6|A0A811XZX6_NYCPR
OG0008384	sp|Q8BKT6|TSN12_MOUSE	tr|A0A812A0U7|A0A812A0U7_NYCPR
OG0008385	sp|Q8BL65|ABLM2_MOUSE	tr|A0A811YGQ0|A0A811YGQ0_NYCPR
OG0008386	sp|Q8BM89|ARSJ_MOUSE	tr|A0A811Z789|A0A811Z789_NYCPR
OG0008387	sp|Q8CGB6|TNS2_MOUSE	tr|A0A811Z490|A0A811Z490_NYCPR
OG0008388	sp|Q91YQ7|RMD5B_MOUSE	tr|A0A811ZH55|A0A811ZH55_NYCPR
OG0008389	sp|Q924W5|SMC6_MOUSE	tr|A0A811YJ76|A0A811YJ76_NYCPR
OG0008390	sp|Q99N23|CAH15_MOUSE	tr|A0A811YI01|A0A811YI01_NYCPR
OG0008391	sp|Q99PL5|RRBP1_MOUSE	tr|A0A811Y623|A0A811Y623_NYCPR
OG0008392	tr|Q9D809|Q9D809_MOUSE	tr|A0A811ZW85|A0A811ZW85_NYCPR
OG0008393	sp|Q9D9G2|PEBP4_MOUSE	tr|A0A811ZDZ4|A0A811ZDZ4_NYCPR
OG0008394	sp|Q9DBG6|RPN2_MOUSE	tr|A0A811XZP2|A0A811XZP2_NYCPR
OG0008395	sp|Q9JHN8|STK19_MOUSE	tr|A0A811YLC9|A0A811YLC9_NYCPR
OG0008396	sp|Q9QYZ8|DKK2_MOUSE	tr|A0A811Z787|A0A811Z787_NYCPR
OG0008397	sp|Q9QZS3|NUMB_MOUSE	tr|A0A811ZIS8|A0A811ZIS8_NYCPR
OG0008398	sp|Q9Z2C6|UPK1B_MOUSE	tr|A0A811Y0T4|A0A811Y0T4_NYCPR
OG0008399	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A811Z2D9|A0A811Z2D9_NYCPR
OG0008400	sp|Q9Z2G6|SE1L1_MOUSE	tr|A0A811ZIZ7|A0A811ZIZ7_NYCPR
OG0008402	tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE	tr|A0A811ZEN7|A0A811ZEN7_NYCPR
OG0008403	sp|E9PVB5|TTC17_MOUSE	tr|A0A811ZEJ6|A0A811ZEJ6_NYCPR
OG0008404	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A811Y4D4|A0A811Y4D4_NYCPR
OG0008405	tr|G3X904|G3X904_MOUSE	tr|A0A811Z2A9|A0A811Z2A9_NYCPR
OG0008406	tr|J3QNP2|J3QNP2_MOUSE	tr|A0A811Z0N2|A0A811Z0N2_NYCPR
OG0008407	sp|O70326|GREM1_MOUSE	tr|A0A811Y9H1|A0A811Y9H1_NYCPR
OG0008408	sp|O70479|BACD2_MOUSE	tr|A0A811XTJ8|A0A811XTJ8_NYCPR
OG0008409	sp|P19246|NFH_MOUSE	tr|A0A811YB25|A0A811YB25_NYCPR
OG0008410	sp|P34971|ADRB1_MOUSE	tr|A0A811ZCS1|A0A811ZCS1_NYCPR
OG0008411	sp|P35505|FAAA_MOUSE	tr|A0A811YFL7|A0A811YFL7_NYCPR
OG0008412	sp|P47757|CAPZB_MOUSE	tr|A0A811YLR0|A0A811YLR0_NYCPR
OG0008413	sp|P50516|VATA_MOUSE	tr|A0A811Y1T4|A0A811Y1T4_NYCPR
OG0008414	sp|P58391|KCNN3_MOUSE	tr|A0A811YE10|A0A811YE10_NYCPR
OG0008415	sp|P59808|SASH1_MOUSE	tr|A0A811ZRG6|A0A811ZRG6_NYCPR
OG0008416	sp|P62816|HRK_MOUSE	tr|A0A811YIY8|A0A811YIY8_NYCPR
OG0008417	sp|Q04998|INHBA_MOUSE	tr|A0A811ZE31|A0A811ZE31_NYCPR
OG0008418	sp|Q3U3V8|XRRA1_MOUSE	tr|A0A811Y7N3|A0A811Y7N3_NYCPR
OG0008419	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A811YV54|A0A811YV54_NYCPR
OG0008420	sp|Q5F226|FAT2_MOUSE	tr|A0A811YHJ3|A0A811YHJ3_NYCPR
OG0008421	sp|Q5RJG7|ISPD_MOUSE	tr|A0A812A0J9|A0A812A0J9_NYCPR
OG0008422	sp|Q60779|DRC4_MOUSE	tr|A0A811ZLS2|A0A811ZLS2_NYCPR
OG0008423	sp|Q64689|SIA8C_MOUSE	tr|A0A811YSN3|A0A811YSN3_NYCPR
OG0008424	sp|Q68FF7|SLAI1_MOUSE	tr|A0A811YU37|A0A811YU37_NYCPR
OG0008425	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A811XVS5|A0A811XVS5_NYCPR
OG0008426	sp|Q6P2L6|NSD3_MOUSE	tr|A0A811YUW0|A0A811YUW0_NYCPR
OG0008427	sp|Q6Y4S4|KISS1_MOUSE	tr|A0A811Z046|A0A811Z046_NYCPR
OG0008428	sp|Q7TMM8|PAR16_MOUSE	tr|A0A811Y919|A0A811Y919_NYCPR
OG0008429	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A811ZZ92|A0A811ZZ92_NYCPR
OG0008430	sp|Q7TPM5|SACA9_MOUSE	tr|A0A811Y2J7|A0A811Y2J7_NYCPR
OG0008431	sp|Q8BGZ1|HPCL4_MOUSE	tr|A0A811Z609|A0A811Z609_NYCPR
OG0008432	sp|Q8BHA0|IN80C_MOUSE	tr|A0A811YCY4|A0A811YCY4_NYCPR
OG0008433	sp|Q8BI55|DYRK4_MOUSE	tr|A0A811Y2H4|A0A811Y2H4_NYCPR
OG0008434	sp|Q8BIL5|HOOK1_MOUSE	tr|A0A811ZKP0|A0A811ZKP0_NYCPR
OG0008435	sp|Q8BMI3|GGA3_MOUSE	tr|A0A811XTF8|A0A811XTF8_NYCPR
OG0008436	sp|Q8BQY8|HUS1_MOUSE	tr|A0A811YWW9|A0A811YWW9_NYCPR
OG0008437	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A811YWR4|A0A811YWR4_NYCPR
OG0008438	sp|Q8BX90|FND3A_MOUSE	tr|A0A811YWA5|A0A811YWA5_NYCPR
OG0008439	sp|Q8CCE9|E4F1_MOUSE	tr|A0A811Z3X5|A0A811Z3X5_NYCPR
OG0008440	sp|Q8CDU5|EFHB_MOUSE	tr|A0A811YC94|A0A811YC94_NYCPR
OG0008441	sp|Q8JZX9|BORG1_MOUSE	tr|A0A811Y1K3|A0A811Y1K3_NYCPR
OG0008442	sp|Q8K2A7|INT10_MOUSE	tr|A0A811YYR5|A0A811YYR5_NYCPR
OG0008443	sp|Q8R460|IL36G_MOUSE	tr|A0A811YMZ1|A0A811YMZ1_NYCPR
OG0008444	sp|Q8VHQ2|SOCS7_MOUSE	tr|A0A811XTA6|A0A811XTA6_NYCPR
OG0008445	sp|Q922S4|PDE2A_MOUSE	tr|A0A811Y9N5|A0A811Y9N5_NYCPR
OG0008446	sp|Q924A2|CIC_MOUSE	tr|A0A811ZUI0|A0A811ZUI0_NYCPR
OG0008447	sp|Q924L1|LTMD1_MOUSE	tr|A0A811YYM2|A0A811YYM2_NYCPR
OG0008448	sp|Q99KS6|ADPRM_MOUSE	tr|A0A811ZLW7|A0A811ZLW7_NYCPR
OG0008449	sp|Q9CPX5|PLAT5_MOUSE	tr|A0A811XZB2|A0A811XZB2_NYCPR
OG0008450	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A811Y806|A0A811Y806_NYCPR
