Orthogroup	Mus_musculus	Mustela_putorius_furo
OG0004936	sp|P58064|RT06_MOUSE	tr|A0A8U0SD58|A0A8U0SD58_MUSPF
OG0004937	sp|P62242|RS8_MOUSE	tr|A0A8U0SQ37|A0A8U0SQ37_MUSPF
OG0004938	sp|P97823|LYPA1_MOUSE	tr|A0A8U0N575|A0A8U0N575_MUSPF
OG0004939	sp|Q00651|ITA4_MOUSE	tr|M3XT84|M3XT84_MUSPF
OG0004940	sp|Q03059|CLAT_MOUSE	tr|A0A8U0RHH5|A0A8U0RHH5_MUSPF
OG0004941	sp|Q08481|PECA1_MOUSE	tr|M3YTI5|M3YTI5_MUSPF
OG0004942	sp|Q0MW30|NEU1B_MOUSE	tr|M3YMU9|M3YMU9_MUSPF
OG0004943	sp|Q14DK5|HIPL1_MOUSE	tr|A0A8U0RSP5|A0A8U0RSP5_MUSPF
OG0004944	sp|Q2HJ10|ZNT2_MOUSE	tr|A0A8U0NLI3|A0A8U0NLI3_MUSPF
OG0004945	sp|Q2QI47|USH2A_MOUSE	tr|A0A8U0S633|A0A8U0S633_MUSPF
OG0004946	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A8U0SFC4|A0A8U0SFC4_MUSPF
OG0004947	sp|Q5U465|CC125_MOUSE	tr|A0A8U0T0L6|A0A8U0T0L6_MUSPF
OG0004948	sp|Q5XJY5|COPD_MOUSE	tr|M3Y0C2|M3Y0C2_MUSPF
OG0004949	sp|Q60749|KHDR1_MOUSE	tr|M3YV83|M3YV83_MUSPF
OG0004950	sp|Q62018|CTR9_MOUSE	tr|M3YN70|M3YN70_MUSPF
OG0004951	sp|Q640L3|CCPG1_MOUSE	tr|A0A8U0NF93|A0A8U0NF93_MUSPF
OG0004952	sp|Q64374|RGN_MOUSE	tr|A0A8U0MU34|A0A8U0MU34_MUSPF
OG0004953	sp|Q6PGF2|MORN4_MOUSE	tr|G9KB34|G9KB34_MUSPF
OG0004954	sp|Q6RUT7|CSMT1_MOUSE	tr|A0A8U0MQH0|A0A8U0MQH0_MUSPF
OG0004955	sp|Q7TNB8|SBNO2_MOUSE	tr|A0A8U0SJ96|A0A8U0SJ96_MUSPF
OG0004956	sp|Q7TS75|AMER1_MOUSE	tr|A0A8U0NGJ4|A0A8U0NGJ4_MUSPF
OG0004957	sp|Q80UF4|SDCG8_MOUSE	tr|A0A8U0NUD7|A0A8U0NUD7_MUSPF
OG0004958	sp|Q80US4|ARP5_MOUSE	tr|A0A8U0MLH3|A0A8U0MLH3_MUSPF
OG0004959	sp|Q8BFQ3|OGR1_MOUSE	tr|M3Z7G4|M3Z7G4_MUSPF
OG0004960	sp|Q8BG30|NELFA_MOUSE	tr|A0A8U0N8T1|A0A8U0N8T1_MUSPF
OG0004961	sp|Q8BN21|VRK2_MOUSE	tr|A0A8U0S0K1|A0A8U0S0K1_MUSPF
OG0004962	sp|Q8BUM9|UBP43_MOUSE	tr|A0A8U0SZ78|A0A8U0SZ78_MUSPF
OG0004963	sp|Q8BW00|PTH_MOUSE	tr|A0A8U0S8J9|A0A8U0S8J9_MUSPF
OG0004964	sp|Q8BWY7|S39AB_MOUSE	tr|A0A8U0SFI8|A0A8U0SFI8_MUSPF
OG0004965	sp|Q8CB77|ELOA1_MOUSE	tr|A0A8U0UM50|A0A8U0UM50_MUSPF
OG0004966	sp|Q8CGW4|SOX30_MOUSE	tr|M3YPV5|M3YPV5_MUSPF
OG0004967	sp|Q8JZX3|POC1A_MOUSE	tr|M3YJX2|M3YJX2_MUSPF
OG0004968	sp|Q8VDB8|LRRC2_MOUSE	tr|A0A8U0V1W1|A0A8U0V1W1_MUSPF
OG0004969	sp|Q91WG2|RABE2_MOUSE	tr|A0A8U0T507|A0A8U0T507_MUSPF
OG0004970	sp|Q923I7|SC5A2_MOUSE	tr|A0A8U0N9I6|A0A8U0N9I6_MUSPF
OG0004971	sp|Q99M85|SCRT1_MOUSE	tr|A0A8U0RSE2|A0A8U0RSE2_MUSPF
OG0004972	sp|Q9CPV2|APC16_MOUSE	tr|M3XY98|M3XY98_MUSPF
OG0004973	sp|Q9CQ65|MTAP_MOUSE	tr|M3YX12|M3YX12_MUSPF
OG0004974	sp|Q9CYA0|CREL2_MOUSE	tr|A0A8U0NK56|A0A8U0NK56_MUSPF
OG0004975	sp|Q9D0P8|IFT27_MOUSE	tr|A0A8U0SD54|A0A8U0SD54_MUSPF
OG0004976	sp|Q9D1C2|CBY1_MOUSE	tr|M3YNZ5|M3YNZ5_MUSPF
OG0004977	sp|Q9D534|ZC21B_MOUSE	tr|A0A8U0MRB9|A0A8U0MRB9_MUSPF
OG0004978	sp|Q9EQF5|DPYS_MOUSE	tr|M3YUG9|M3YUG9_MUSPF
OG0004979	sp|Q9ES34|UBE3B_MOUSE	tr|A0A8U0S160|A0A8U0S160_MUSPF
OG0004980	sp|Q9JMD1|SMBT1_MOUSE	tr|A0A8U0V1U4|A0A8U0V1U4_MUSPF
OG0004981	sp|Q9JMH7|NEUR3_MOUSE	tr|A0A8U0N6A1|A0A8U0N6A1_MUSPF
OG0004982	sp|Q9QXC1|FETUB_MOUSE	tr|A0A8U0VAK6|A0A8U0VAK6_MUSPF
OG0004983	sp|Q9QY40|PLXB3_MOUSE	tr|A0A8U0RH37|A0A8U0RH37_MUSPF
OG0004984	sp|Q9QYI6|DNJB9_MOUSE	tr|M3Y8S8|M3Y8S8_MUSPF
OG0004985	sp|Q9R0M5|TPK1_MOUSE	tr|A0A8U0UKM6|A0A8U0UKM6_MUSPF
OG0004986	sp|Q9Z0F6|RAD9A_MOUSE	tr|A0A8U0UNX1|A0A8U0UNX1_MUSPF
OG0004987	sp|Q9Z0S7|CLD9_MOUSE	tr|M3Z8L2|M3Z8L2_MUSPF
OG0004988	sp|Q9Z1R4|CF047_MOUSE	tr|G9L258|G9L258_MUSPF
OG0004990	tr|A0A338P791|A0A338P791_MOUSE	tr|A0A8U0N7N5|A0A8U0N7N5_MUSPF
OG0004991	tr|A0A571BF58|A0A571BF58_MOUSE	tr|A0A8U0NPY1|A0A8U0NPY1_MUSPF
OG0004992	sp|A1A5B6|TBC25_MOUSE	tr|A0A8U0MUV0|A0A8U0MUV0_MUSPF
OG0004993	tr|A2ACT7|A2ACT7_MOUSE	tr|A0A8U0US82|A0A8U0US82_MUSPF
OG0004994	sp|A2RT67|DEND3_MOUSE	tr|A0A8U0UZ72|A0A8U0UZ72_MUSPF
OG0004995	tr|E9Q0S6|E9Q0S6_MOUSE	tr|A0A8U0NXR8|A0A8U0NXR8_MUSPF
OG0004996	tr|F8VQC1|F8VQC1_MOUSE	tr|M3Y0D7|M3Y0D7_MUSPF
OG0004997	sp|O89017|LGMN_MOUSE	tr|M3Y7Y6|M3Y7Y6_MUSPF
OG0004998	sp|P0DJF3|TMM95_MOUSE	tr|A0A8U0TG10|A0A8U0TG10_MUSPF
OG0004999	sp|P12960|CNTN1_MOUSE	tr|M3XMJ8|M3XMJ8_MUSPF
OG0005000	sp|P50637|TSPO_MOUSE	tr|M3YXY3|M3YXY3_MUSPF
OG0005001	sp|P52840|ST1A1_MOUSE	tr|M3YML5|M3YML5_MUSPF
OG0005002	sp|P56404|AQP8_MOUSE	tr|A0A8U0UW13|A0A8U0UW13_MUSPF
OG0005003	sp|P58334|KLF16_MOUSE	tr|A0A8U0VAB7|A0A8U0VAB7_MUSPF
OG0005004	sp|Q05722|CO9A1_MOUSE	tr|A0A8U0RIB1|A0A8U0RIB1_MUSPF
OG0005005	sp|Q05AA6|DRP2_MOUSE	tr|M3XSY1|M3XSY1_MUSPF
OG0005006	sp|Q3UVV9|VWA3A_MOUSE	tr|A0A8U0TBH5|A0A8U0TBH5_MUSPF
OG0005007	sp|Q5M8M2|ODF3B_MOUSE	tr|A0A8U0T4X6|A0A8U0T4X6_MUSPF
OG0005008	sp|Q5SPX1|CC157_MOUSE	tr|A0A8U0NZ38|A0A8U0NZ38_MUSPF
OG0005009	sp|Q5SS80|DHR13_MOUSE	tr|A0A8U0SST8|A0A8U0SST8_MUSPF
OG0005010	sp|Q60688|FOXD4_MOUSE	tr|A0A8U0RAP0|A0A8U0RAP0_MUSPF
OG0005011	sp|Q60722|ITF2_MOUSE	tr|A0A8U0RBS5|A0A8U0RBS5_MUSPF
OG0005012	sp|Q60759|GCDH_MOUSE	tr|M3XZI1|M3XZI1_MUSPF
OG0005013	sp|Q61137|ASTN1_MOUSE	tr|A0A8U0MZZ2|A0A8U0MZZ2_MUSPF
OG0005014	sp|Q61584|FXR1_MOUSE	tr|A0A8U0MK44|A0A8U0MK44_MUSPF
OG0005015	sp|Q62219|TGFI1_MOUSE	tr|A0A8U0RSD4|A0A8U0RSD4_MUSPF
OG0005016	sp|Q6PDJ6|FBX42_MOUSE	tr|M3YXW8|M3YXW8_MUSPF
OG0005017	sp|Q7M756|PRS54_MOUSE	tr|A0A8U0TB70|A0A8U0TB70_MUSPF
OG0005018	sp|Q80UK8|INT2_MOUSE	tr|A0A8U0STC7|A0A8U0STC7_MUSPF
OG0005019	sp|Q80V26|IMPA3_MOUSE	tr|A0A8U0RVM0|A0A8U0RVM0_MUSPF
OG0005020	sp|Q80VG1|SCML4_MOUSE	tr|A0A8U0S4H4|A0A8U0S4H4_MUSPF
OG0005021	sp|Q80WR5|CA174_MOUSE	tr|A0A8U0T2Q3|A0A8U0T2Q3_MUSPF
OG0005022	sp|Q80XI1|FBX34_MOUSE	tr|M3Y331|M3Y331_MUSPF
OG0005023	sp|Q80ZJ7|SNX32_MOUSE	tr|A0A8U0N7Z6|A0A8U0N7Z6_MUSPF
OG0005024	sp|Q80ZM7|T2AG_MOUSE	tr|A0A8U0MXZ5|A0A8U0MXZ5_MUSPF
OG0005025	sp|Q811C2|ATG4C_MOUSE	tr|A0A8U0UMU1|A0A8U0UMU1_MUSPF
OG0005026	sp|Q812A5|PRR5_MOUSE	tr|A0A8U0SBM3|A0A8U0SBM3_MUSPF
OG0005027	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A8U0NAQ0|A0A8U0NAQ0_MUSPF
OG0005028	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A8U0NW52|A0A8U0NW52_MUSPF
OG0005029	sp|Q8BRC6|CFA91_MOUSE	tr|A0A8U0SKD7|A0A8U0SKD7_MUSPF
OG0005030	sp|Q8C708|CP054_MOUSE	tr|M3Z8H5|M3Z8H5_MUSPF
OG0005031	sp|Q8CDV6|CCD63_MOUSE	tr|A0A8U0SW06|A0A8U0SW06_MUSPF
OG0005032	sp|Q8CEZ1|SMCO1_MOUSE	tr|A0A8U0SSD1|A0A8U0SSD1_MUSPF
OG0005033	sp|Q8CF66|LTOR4_MOUSE	tr|A0A8U0TEX4|A0A8U0TEX4_MUSPF
OG0005034	sp|Q8CFL8|ZSWM3_MOUSE	tr|M3Z1P0|M3Z1P0_MUSPF
OG0005035	sp|Q8CI17|MB213_MOUSE	tr|M3XRC7|M3XRC7_MUSPF
OG0005036	sp|Q8HW98|IGLO5_MOUSE	tr|A0A8U0RZ04|A0A8U0RZ04_MUSPF
OG0005037	sp|Q8R1L4|ERD23_MOUSE	tr|A0A8U0SBY6|A0A8U0SBY6_MUSPF
OG0005038	sp|Q91V36|NRBP2_MOUSE	tr|A0A8U0UXL3|A0A8U0UXL3_MUSPF
OG0005039	sp|Q91V41|RAB14_MOUSE	tr|M3Y820|M3Y820_MUSPF
OG0005040	sp|Q91WT8|RBM47_MOUSE	tr|A0A8U0T0L9|A0A8U0T0L9_MUSPF
OG0005041	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A8U0N6Z5|A0A8U0N6Z5_MUSPF
OG0005042	sp|Q9CRT8|XPOT_MOUSE	tr|G9KY83|G9KY83_MUSPF
OG0005043	sp|Q9CYV5|TM135_MOUSE	tr|G9KTU5|G9KTU5_MUSPF
OG0005044	sp|Q9D2P4|URM1_MOUSE	tr|A0A8U0S8X0|A0A8U0S8X0_MUSPF
OG0005045	sp|Q9D659|VISTA_MOUSE	tr|A0A8U0N743|A0A8U0N743_MUSPF
OG0005046	sp|Q9ESG8|ZDH16_MOUSE	tr|M3Z026|M3Z026_MUSPF
OG0005047	sp|Q9JJ72|RPRM_MOUSE	tr|M3Z6U2|M3Z6U2_MUSPF
OG0005048	sp|Q9WU42|NCOR2_MOUSE	tr|A0A8U0RR20|A0A8U0RR20_MUSPF
OG0005049	sp|Q9Z0W3|NU160_MOUSE	tr|A0A8U0SMR7|A0A8U0SMR7_MUSPF
OG0005050	sp|Q9Z0Z3|SKP2_MOUSE	tr|M3YUD3|M3YUD3_MUSPF
OG0005051	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A8U0SAT2|A0A8U0SAT2_MUSPF
OG0005052	tr|E9QA22|E9QA22_MOUSE	tr|M3XZS9|M3XZS9_MUSPF
OG0005053	tr|F8VQM2|F8VQM2_MOUSE	tr|A0A8U0SZH5|A0A8U0SZH5_MUSPF
OG0005054	tr|J3KML0|J3KML0_MOUSE	tr|A0A8U0UMX7|A0A8U0UMX7_MUSPF
OG0005055	sp|O08848|RO60_MOUSE	tr|M3XZU5|M3XZU5_MUSPF
OG0005056	sp|O88574|SAP30_MOUSE	tr|A0A8U0NYE2|A0A8U0NYE2_MUSPF
OG0005057	sp|O88609|LMX1B_MOUSE	tr|A0A8U0MVR7|A0A8U0MVR7_MUSPF
OG0005058	sp|O88870|BEST1_MOUSE	tr|A0A8U0N6G6|A0A8U0N6G6_MUSPF
OG0005059	sp|P09602|HMGN2_MOUSE	tr|A0A8U0SQ63|A0A8U0SQ63_MUSPF
OG0005060	sp|P15975|UBP53_MOUSE	tr|A0A8U0SE48|A0A8U0SE48_MUSPF
OG0005061	sp|P48744|NDP_MOUSE	tr|M3YNA6|M3YNA6_MUSPF
OG0005062	sp|P51180|MIP_MOUSE	tr|M3XQU4|M3XQU4_MUSPF
OG0005063	sp|Q149G0|CB068_MOUSE	tr|M3YCD9|M3YCD9_MUSPF
OG0005064	sp|Q3LS21|KCNK9_MOUSE	tr|M3XS41|M3XS41_MUSPF
OG0005065	tr|Q3U0I6|Q3U0I6_MOUSE	tr|A0A8U0V8N5|A0A8U0V8N5_MUSPF
OG0005066	sp|Q3U186|SYRM_MOUSE	tr|A0A8U0N4B7|A0A8U0N4B7_MUSPF
OG0005067	sp|Q3UDF0|GTR6_MOUSE	tr|A0A8U0S9S8|A0A8U0S9S8_MUSPF
OG0005068	sp|Q3UTQ7|PRD10_MOUSE	tr|M3YBD4|M3YBD4_MUSPF
OG0005069	sp|Q45KJ6|LN28B_MOUSE	tr|A0A8U0SVV6|A0A8U0SVV6_MUSPF
OG0005070	sp|Q4G5Y1|KLDC2_MOUSE	tr|M3Y0T0|M3Y0T0_MUSPF
OG0005071	sp|Q5NC57|F183B_MOUSE	tr|M3YQR8|M3YQR8_MUSPF
OG0005072	sp|Q5SXG7|VMO1_MOUSE	tr|M3YHD5|M3YHD5_MUSPF
OG0005073	sp|Q60867|NDF1_MOUSE	tr|M3Z5X3|M3Z5X3_MUSPF
OG0005074	sp|Q60898|SLAP1_MOUSE	tr|A0A8U0MIR3|A0A8U0MIR3_MUSPF
OG0005075	sp|Q61817|CREB3_MOUSE	tr|A0A8U0S8S7|A0A8U0S8S7_MUSPF
OG0005076	sp|Q62234|MYOM1_MOUSE	tr|M3Y151|M3Y151_MUSPF
OG0005077	sp|Q63870|CO7A1_MOUSE	tr|A0A8U0S5A1|A0A8U0S5A1_MUSPF
OG0005078	sp|Q64373|B2CL1_MOUSE	tr|M3Z2H9|M3Z2H9_MUSPF
OG0005079	tr|Q6P6L6|Q6P6L6_MOUSE	tr|M3YQP5|M3YQP5_MUSPF
OG0005080	sp|Q6PFE7|TEFF1_MOUSE	tr|A0A8U0S6U6|A0A8U0S6U6_MUSPF
OG0005081	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A8U0UYM3|A0A8U0UYM3_MUSPF
OG0005082	sp|Q7TNR6|IGS21_MOUSE	tr|A0A8U0R8Y4|A0A8U0R8Y4_MUSPF
OG0005083	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A8U0RAB1|A0A8U0RAB1_MUSPF
OG0005084	sp|Q7TPG7|TAFA2_MOUSE	tr|M3YZ46|M3YZ46_MUSPF
OG0005085	sp|Q80TA9|EPG5_MOUSE	tr|A0A8U0UNQ3|A0A8U0UNQ3_MUSPF
OG0005086	sp|Q8BGB5|LIMD2_MOUSE	tr|A0A8U0V1S2|A0A8U0V1S2_MUSPF
OG0005087	sp|Q8BTZ7|GMPPB_MOUSE	tr|M3YPS3|M3YPS3_MUSPF
OG0005088	sp|Q8BZ47|ZN609_MOUSE	tr|M3XNB1|M3XNB1_MUSPF
OG0005089	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A8U0MTJ5|A0A8U0MTJ5_MUSPF
OG0005090	sp|Q8CGF1|RHG29_MOUSE	tr|M1EC26|M1EC26_MUSPF
OG0005091	sp|Q8K097|LFG2_MOUSE	tr|M3YSY3|M3YSY3_MUSPF
OG0005092	sp|Q8K406|LGI3_MOUSE	tr|A0A8U0NZM3|A0A8U0NZM3_MUSPF
OG0005093	sp|Q8R0H9|GGA1_MOUSE	tr|A0A8U0MI58|A0A8U0MI58_MUSPF
OG0005094	sp|Q8VCH5|RABEK_MOUSE	tr|M3YR26|M3YR26_MUSPF
OG0005095	sp|Q8VCJ6|MRGRF_MOUSE	tr|M3XZJ2|M3XZJ2_MUSPF
OG0005096	sp|Q8VCX6|KPTN_MOUSE	tr|A0A8U0N4B6|A0A8U0N4B6_MUSPF
OG0005097	sp|Q8VDM6|HNRL1_MOUSE	tr|A0A8U0NKP3|A0A8U0NKP3_MUSPF
OG0005098	sp|Q91WF3|ADCY4_MOUSE	tr|A0A8U0SX28|A0A8U0SX28_MUSPF
OG0005099	sp|Q91WG8|GLCNE_MOUSE	tr|A0A8U0ST90|A0A8U0ST90_MUSPF
OG0005100	sp|Q924M5|BOLL_MOUSE	tr|A0A8U0N8Q2|A0A8U0N8Q2_MUSPF
OG0005101	sp|Q99JT1|GATB_MOUSE	tr|A0A8U0S2S4|A0A8U0S2S4_MUSPF
OG0005102	sp|Q99LW0|ANR10_MOUSE	tr|A0A8U0S741|A0A8U0S741_MUSPF
OG0005103	sp|Q9CQJ0|THEM5_MOUSE	tr|M3XWQ0|M3XWQ0_MUSPF
OG0005104	sp|Q9CR76|TM186_MOUSE	tr|A0A8U0SUT8|A0A8U0SUT8_MUSPF
OG0005105	sp|Q9D173|TOM7_MOUSE	tr|M3YQ78|M3YQ78_MUSPF
OG0005106	sp|Q9D5L7|SPSB1_MOUSE	tr|M3Y4I2|M3Y4I2_MUSPF
OG0005107	sp|Q9D720|NSE1_MOUSE	tr|M3YNH9|M3YNH9_MUSPF
OG0005108	sp|Q9D8U6|MCEM1_MOUSE	tr|A0A8U0V5I5|A0A8U0V5I5_MUSPF
OG0005109	sp|Q9DCM4|DNAL4_MOUSE	tr|M3YP31|M3YP31_MUSPF
OG0005110	sp|Q9ESK4|ING2_MOUSE	tr|A0A8U0SXK2|A0A8U0SXK2_MUSPF
OG0005111	sp|Q9Z265|CHK2_MOUSE	tr|A0A8U0V3J4|A0A8U0V3J4_MUSPF
OG0005112	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A8U0ME29|A0A8U0ME29_MUSPF
OG0005113	sp|A2AG06|MEIOC_MOUSE	tr|A0A8U0V1X6|A0A8U0V1X6_MUSPF
OG0005114	sp|A2AGT5|CKAP5_MOUSE	tr|M3Y1P0|M3Y1P0_MUSPF
OG0005115	tr|A2AP89|A2AP89_MOUSE	tr|A0A8U0NHQ5|A0A8U0NHQ5_MUSPF
OG0005116	sp|B2RY50|ODAD2_MOUSE	tr|A0A8U0SID8|A0A8U0SID8_MUSPF
OG0005117	tr|B7ZWN4|B7ZWN4_MOUSE	tr|A0A8U0NCH0|A0A8U0NCH0_MUSPF
OG0005118	sp|D3YWE6|MN1_MOUSE	tr|A0A8U0S6V8|A0A8U0S6V8_MUSPF
OG0005119	sp|O09039|SH2B3_MOUSE	tr|A0A8U0RR48|A0A8U0RR48_MUSPF
OG0005120	sp|O54804|CHKA_MOUSE	tr|A0A8U0REQ0|A0A8U0REQ0_MUSPF
OG0005121	sp|O70456|1433S_MOUSE	tr|A0A8U0SQ92|A0A8U0SQ92_MUSPF
OG0005122	sp|O88708|ORC4_MOUSE	tr|M3XWW2|M3XWW2_MUSPF
OG0005123	sp|P15530|CD79B_MOUSE	tr|M3YTM1|M3YTM1_MUSPF
OG0005124	sp|P43352|RAD52_MOUSE	tr|M3Z2W2|M3Z2W2_MUSPF
OG0005125	sp|P61014|PPLA_MOUSE	tr|A0A8U0MFJ4|A0A8U0MFJ4_MUSPF
OG0005126	sp|P61089|UBE2N_MOUSE	tr|M3Z3S4|M3Z3S4_MUSPF
OG0005127	sp|P62307|RUXF_MOUSE	tr|A0A8U0MLV9|A0A8U0MLV9_MUSPF
OG0005128	sp|P62951|BLCAP_MOUSE	tr|M1EEV3|M1EEV3_MUSPF
OG0005129	sp|P70331|MDFI_MOUSE	tr|A0A8U0MF66|A0A8U0MF66_MUSPF
OG0005130	sp|Q08048|HGF_MOUSE	tr|A0A8U0MF54|A0A8U0MF54_MUSPF
OG0005131	sp|Q0PMG2|MDGA1_MOUSE	tr|A0A8U0MGA4|A0A8U0MGA4_MUSPF
OG0005132	sp|Q0VBM2|FA83B_MOUSE	tr|M3XUQ1|M3XUQ1_MUSPF
OG0005133	sp|Q3U0L2|AN33B_MOUSE	tr|A0A8U0MYH0|A0A8U0MYH0_MUSPF
OG0005134	sp|Q3UJD6|UBP19_MOUSE	tr|A0A8U0NXK3|A0A8U0NXK3_MUSPF
OG0005135	sp|Q3UNZ8|QORL2_MOUSE	tr|A0A8U0NXD6|A0A8U0NXD6_MUSPF
OG0005136	sp|Q3URF8|KCD21_MOUSE	tr|M3Z7Y9|M3Z7Y9_MUSPF
OG0005137	sp|Q3V300|KIF22_MOUSE	tr|A0A8U0N9L2|A0A8U0N9L2_MUSPF
OG0005138	tr|Q3V460|Q3V460_MOUSE	tr|M3XQ79|M3XQ79_MUSPF
OG0005139	sp|Q4KML4|ABRAL_MOUSE	tr|A0A8U0UPF0|A0A8U0UPF0_MUSPF
OG0005140	sp|Q60843|KLF2_MOUSE	tr|A0A8U0S8F0|A0A8U0S8F0_MUSPF
OG0005141	sp|Q60866|PTER_MOUSE	tr|M3YJB4|M3YJB4_MUSPF
OG0005142	sp|Q62066|PHX2A_MOUSE	tr|A0A8U0T2G2|A0A8U0T2G2_MUSPF
OG0005143	sp|Q62414|NDF2_MOUSE	tr|M3Z8N8|M3Z8N8_MUSPF
OG0005144	sp|Q6P9P8|DEN2C_MOUSE	tr|A0A8U0N737|A0A8U0N737_MUSPF
OG0005145	sp|Q80TZ3|AUXI_MOUSE	tr|A0A8U0T0D2|A0A8U0T0D2_MUSPF
OG0005146	sp|Q8BGI1|RNF24_MOUSE	tr|A0A8U0T4I6|A0A8U0T4I6_MUSPF
OG0005147	sp|Q8BHK0|PNMA2_MOUSE	tr|M3Z452|M3Z452_MUSPF
OG0005148	sp|Q8BRM2|GORAB_MOUSE	tr|M3YVW5|M3YVW5_MUSPF
OG0005149	sp|Q8BUV3|GEPH_MOUSE	tr|A0A8U0MEG8|A0A8U0MEG8_MUSPF
OG0005150	sp|Q8BYP3|RHOF_MOUSE	tr|M3XSJ0|M3XSJ0_MUSPF
OG0005151	sp|Q8CIG0|DEP1A_MOUSE	tr|M3XP83|M3XP83_MUSPF
OG0005152	sp|Q8K2I9|FBH1_MOUSE	tr|A0A8U0MW75|A0A8U0MW75_MUSPF
OG0005153	sp|Q8R4Y8|RTTN_MOUSE	tr|A0A8U0TCJ1|A0A8U0TCJ1_MUSPF
OG0005154	sp|Q8VCF1|CANT1_MOUSE	tr|M3YM05|M3YM05_MUSPF
OG0005155	sp|Q8VHT7|TF3A_MOUSE	tr|A0A8U0RIZ7|A0A8U0RIZ7_MUSPF
OG0005156	sp|Q921V7|CTL3_MOUSE	tr|M3XW59|M3XW59_MUSPF
OG0005157	sp|Q99MR6|SRRT_MOUSE	tr|M3YWM2|M3YWM2_MUSPF
OG0005158	sp|Q9CPU2|NDUB2_MOUSE	tr|A0A8U0URU1|A0A8U0URU1_MUSPF
OG0005159	sp|Q9CQJ1|HIG2A_MOUSE	tr|M3YM96|M3YM96_MUSPF
OG0005160	sp|Q9CXF4|TBC15_MOUSE	tr|A0A8U0UU81|A0A8U0UU81_MUSPF
OG0005161	sp|Q9CYT6|CAP2_MOUSE	tr|A0A8U0N068|A0A8U0N068_MUSPF
OG0005162	sp|Q9D1A0|PXL2C_MOUSE	tr|M3Y6A1|M3Y6A1_MUSPF
OG0005163	sp|Q9D2Z4|SENP8_MOUSE	tr|A0A8U0SY78|A0A8U0SY78_MUSPF
OG0005164	sp|Q9D871|CEA18_MOUSE	tr|A0A8U0S1M9|A0A8U0S1M9_MUSPF
OG0005165	sp|Q9EQY0|ERN1_MOUSE	tr|M3YTK1|M3YTK1_MUSPF
OG0005166	sp|Q9JHS3|LTOR2_MOUSE	tr|M3Y0D5|M3Y0D5_MUSPF
OG0005167	sp|Q9JJA4|WDR12_MOUSE	tr|A0A8U0T0Q0|A0A8U0T0Q0_MUSPF
OG0005168	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A8U0MFF3|A0A8U0MFF3_MUSPF
OG0005169	sp|Q9JL06|LPAR2_MOUSE	tr|A0A8U0V1W7|A0A8U0V1W7_MUSPF
OG0005170	sp|Q9QUN7|TLR2_MOUSE	tr|A0A8U0SAE4|A0A8U0SAE4_MUSPF
OG0005171	sp|Q9QXN0|SHRM3_MOUSE	tr|A0A8U0S4K3|A0A8U0S4K3_MUSPF
OG0005172	sp|Q9QZC7|PKHB2_MOUSE	tr|M3YK59|M3YK59_MUSPF
OG0005173	sp|Q9QZR0|RNF25_MOUSE	tr|M3YYM8|M3YYM8_MUSPF
OG0005174	sp|Q9Z0X4|PDE3A_MOUSE	tr|M3YIZ4|M3YIZ4_MUSPF
OG0005175	sp|Q9Z1K7|APCL_MOUSE	tr|A0A8U0SIU0|A0A8U0SIU0_MUSPF
OG0005176	tr|A0A0N4SUJ3|A0A0N4SUJ3_MOUSE	tr|A0A8U0MW81|A0A8U0MW81_MUSPF
OG0005178	sp|A2A7Q9|RN19B_MOUSE	tr|A0A8U0MGP9|A0A8U0MGP9_MUSPF
OG0005179	sp|B2KGE5|F229A_MOUSE	tr|A0A8U0SQI8|A0A8U0SQI8_MUSPF
OG0005181	tr|J3QNP9|J3QNP9_MOUSE	tr|A0A8U0NWQ5|A0A8U0NWQ5_MUSPF
OG0005182	sp|O09110|MP2K3_MOUSE	tr|G9K9F9|G9K9F9_MUSPF
OG0005183	sp|O35516|NOTC2_MOUSE	tr|A0A8U0V4M6|A0A8U0V4M6_MUSPF
OG0005184	sp|O70133|DHX9_MOUSE	tr|A0A8U0N4G5|A0A8U0N4G5_MUSPF
OG0005185	sp|O88491|NSD1_MOUSE	tr|M3YLH1|M3YLH1_MUSPF
OG0005186	sp|O88910|MPP3_MOUSE	tr|M3YE02|M3YE02_MUSPF
OG0005187	sp|P01592|IGJ_MOUSE	tr|M3YDP7|M3YDP7_MUSPF
OG0005188	sp|P25425|PO2F1_MOUSE	tr|A0A8U0V6G8|A0A8U0V6G8_MUSPF
OG0005189	sp|P27600|GNA12_MOUSE	tr|A0A8U0RUD0|A0A8U0RUD0_MUSPF
OG0005190	sp|P32240|PE2R4_MOUSE	tr|M3YTL9|M3YTL9_MUSPF
OG0005191	sp|P33680|GUC2A_MOUSE	tr|M3YRI7|M3YRI7_MUSPF
