Orthogroup	Mus_musculus	Bos_taurus
OG0009226	sp|Q6PDK2|KMT2D_MOUSE	tr|A0A3Q1N7T9|A0A3Q1N7T9_BOVIN
OG0009227	sp|P70268|PKN1_MOUSE	sp|A1A4I4|PKN1_BOVIN
OG0009228	sp|A1E960|ODAM_MOUSE	sp|A1YQ93|ODAM_BOVIN
OG0009229	sp|Q9WTP2|SPY4_MOUSE	sp|A2VDU1|SPY4_BOVIN
OG0009230	sp|Q8BHH8|CLRN3_MOUSE	tr|A6H7D9|A6H7D9_BOVIN
OG0009231	sp|Q8K1Y2|KPCD3_MOUSE	tr|E1B7L9|E1B7L9_BOVIN
OG0009232	sp|G5E870|TRIPC_MOUSE	sp|E1B7Q7|TRIPC_BOVIN
OG0009233	sp|Q6PD29|ZN513_MOUSE	tr|E1B7S0|E1B7S0_BOVIN
OG0009234	sp|P09022|HXA1_MOUSE	tr|E1B918|E1B918_BOVIN
OG0009235	sp|Q80Y56|RBNS5_MOUSE	tr|E1B9V6|E1B9V6_BOVIN
OG0009236	sp|Q6IQX8|ZN219_MOUSE	tr|E1BCL9|E1BCL9_BOVIN
OG0009237	sp|B2RRF6|Z518A_MOUSE	tr|E1BG18|E1BG18_BOVIN
OG0009238	sp|Q9D2Y4|MLKL_MOUSE	tr|E1BGC6|E1BGC6_BOVIN
OG0009239	sp|Q99N99|S5A2_MOUSE	tr|E1BJY8|E1BJY8_BOVIN
OG0009240	sp|Q8CHW5|BICL2_MOUSE	tr|E1BM24|E1BM24_BOVIN
OG0009241	sp|Q6PG95|CRML_MOUSE	tr|E1BN92|E1BN92_BOVIN
OG0009242	sp|Q9D4G1|CU062_MOUSE	tr|E1BNI7|E1BNI7_BOVIN
OG0009243	sp|Q8R3F5|FABD_MOUSE	tr|E1BPG0|E1BPG0_BOVIN
OG0009244	sp|Q8VHX2|EDAD_MOUSE	tr|E1BPZ2|E1BPZ2_BOVIN
OG0009245	sp|Q9WV30|NFAT5_MOUSE	tr|F1MAZ9|F1MAZ9_BOVIN
OG0009246	sp|P30658|CBX2_MOUSE	tr|F1MKU2|F1MKU2_BOVIN
OG0009247	sp|Q91V17|ZNRF1_MOUSE	sp|F1MM41|ZNRF1_BOVIN
OG0009248	sp|Q9R0T8|IKKE_MOUSE	tr|F1MQ36|F1MQ36_BOVIN
OG0009249	sp|Q9D8F1|ALKB4_MOUSE	tr|F1MV12|F1MV12_BOVIN
OG0009250	sp|Q9D9M0|PRS52_MOUSE	tr|F1N4G1|F1N4G1_BOVIN
OG0009251	sp|O35239|PTN9_MOUSE	tr|F1N6W1|F1N6W1_BOVIN
OG0009252	sp|Q76KJ5|RPA34_MOUSE	tr|F6QVL1|F6QVL1_BOVIN
OG0009253	sp|Q9R0X0|MED20_MOUSE	tr|F6RGV5|F6RGV5_BOVIN
OG0009254	sp|Q3UHB8|CC177_MOUSE	tr|G3MZ37|G3MZ37_BOVIN
OG0009255	sp|Q61625|GRID2_MOUSE	tr|G3MZJ2|G3MZJ2_BOVIN
OG0009256	sp|P97466|NOGG_MOUSE	tr|G3N3L0|G3N3L0_BOVIN
OG0009257	sp|Q99KI0|ACON_MOUSE	sp|P20004|ACON_BOVIN
OG0009258	sp|Q61016|GBG7_MOUSE	sp|P30671|GBG7_BOVIN
OG0009259	sp|P84078|ARF1_MOUSE	sp|P84080|ARF1_BOVIN
OG0009260	sp|Q9WTZ2|MBTP1_MOUSE	tr|Q08E55|Q08E55_BOVIN
OG0009261	sp|P70402|MYBPH_MOUSE	tr|Q0VBZ1|Q0VBZ1_BOVIN
OG0009262	sp|Q9D6X6|PRS23_MOUSE	sp|Q1LZE9|PRS23_BOVIN
OG0009264	sp|Q9CXU9|EIF1B_MOUSE	tr|Q32LJ9|Q32LJ9_BOVIN
OG0009265	sp|Q99KN2|CIAO1_MOUSE	sp|Q32PJ6|CIAO1_BOVIN
OG0009266	sp|Q8BJW5|NOL11_MOUSE	sp|Q3MHH2|NOL11_BOVIN
OG0009267	sp|P36536|SAR1A_MOUSE	sp|Q3T0D7|SAR1A_BOVIN
OG0009268	sp|Q8BK64|AHSA1_MOUSE	tr|Q3T0G3|Q3T0G3_BOVIN
OG0009269	sp|Q9DB75|CDIP1_MOUSE	sp|Q58D45|CDIP1_BOVIN
OG0009270	sp|Q61097|KSR1_MOUSE	tr|A0A3Q1LQP3|A0A3Q1LQP3_BOVIN
OG0009271	sp|P35922|FMR1_MOUSE	tr|A0A3Q1LTS1|A0A3Q1LTS1_BOVIN
OG0009272	sp|Q6XP49|GLIS3_MOUSE	tr|A0A3Q1LWS6|A0A3Q1LWS6_BOVIN
OG0009273	sp|Q499E5|STOX2_MOUSE	tr|A0A3Q1LYM5|A0A3Q1LYM5_BOVIN
OG0009274	tr|Q91XX0|Q91XX0_MOUSE	tr|A0A3Q1M3I1|A0A3Q1M3I1_BOVIN
OG0009275	sp|Q64449|MRC2_MOUSE	tr|A0A3Q1M5H7|A0A3Q1M5H7_BOVIN
OG0009276	sp|Q8CA72|GAN_MOUSE	tr|A0A3Q1M674|A0A3Q1M674_BOVIN
OG0009277	sp|P04441|HG2A_MOUSE	tr|A0A3Q1MEG8|A0A3Q1MEG8_BOVIN
OG0009278	sp|Q91Y74|SIA4C_MOUSE	tr|A0A3Q1MGH3|A0A3Q1MGH3_BOVIN
OG0009279	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A3Q1MYV4|A0A3Q1MYV4_BOVIN
OG0009280	sp|Q9DBT3|CCD97_MOUSE	tr|A3KMW0|A3KMW0_BOVIN
OG0009281	sp|Q91VA1|CTL4_MOUSE	sp|A3KMY4|CTL4_BOVIN
OG0009282	sp|Q6P8I6|COX11_MOUSE	sp|A3KMZ6|COX11_BOVIN
OG0009283	sp|Q8C142|ARH_MOUSE	tr|A4IFV0|A4IFV0_BOVIN
OG0009284	tr|Q6PHP6|Q6PHP6_MOUSE	tr|A5PK05|A5PK05_BOVIN
OG0009285	sp|Q3UHD6|SNX27_MOUSE	sp|A5PKA5|SNX27_BOVIN
OG0009286	sp|Q8C708|CP054_MOUSE	tr|A5PKB9|A5PKB9_BOVIN
OG0009287	sp|Q6W8Q3|PC4L1_MOUSE	sp|A8R4Q8|PC4L1_BOVIN
OG0009288	sp|Q8BQ86|CHST8_MOUSE	tr|C0LMH8|C0LMH8_BOVIN
OG0009289	tr|G3X9M9|G3X9M9_MOUSE	tr|E1B984|E1B984_BOVIN
OG0009290	sp|A0JNT9|BICL1_MOUSE	tr|E1BCZ1|E1BCZ1_BOVIN
OG0009291	sp|P49003|BMP5_MOUSE	tr|E1BGS3|E1BGS3_BOVIN
OG0009292	sp|P54761|EPHB4_MOUSE	tr|E1BIE4|E1BIE4_BOVIN
OG0009293	sp|Q8BMJ7|CGRF1_MOUSE	tr|E1BIW8|E1BIW8_BOVIN
OG0009294	sp|Q7TME2|SPAG5_MOUSE	tr|E1BJ22|E1BJ22_BOVIN
OG0009295	sp|Q8BI22|CE128_MOUSE	tr|E1BP64|E1BP64_BOVIN
OG0009296	sp|Q9D2U5|LSMD1_MOUSE	tr|E1BP86|E1BP86_BOVIN
OG0009297	sp|Q9D806|VSTM5_MOUSE	tr|F1MCX3|F1MCX3_BOVIN
OG0009298	sp|Q3U9N9|MOT10_MOUSE	tr|F1MEU4|F1MEU4_BOVIN
OG0009299	sp|Q8BML1|MICA2_MOUSE	sp|F1MF74|MICA2_BOVIN
OG0009300	sp|Q8BUV6|LSM11_MOUSE	tr|F1MKH0|F1MKH0_BOVIN
OG0009301	sp|Q14DK4|GPAT2_MOUSE	tr|F1MLW9|F1MLW9_BOVIN
OG0009302	sp|E9Q2Z1|CECR2_MOUSE	tr|F1MRJ9|F1MRJ9_BOVIN
OG0009303	sp|P59900|EMIL3_MOUSE	tr|F1N2E4|F1N2E4_BOVIN
OG0009304	sp|Q5S248|TM11E_MOUSE	tr|F1N633|F1N633_BOVIN
OG0009305	sp|Q63912|OMGP_MOUSE	tr|F6Q889|F6Q889_BOVIN
OG0009307	tr|Q9D5B7|Q9D5B7_MOUSE	tr|G3N0F7|G3N0F7_BOVIN
OG0009308	sp|Q8K209|AGRG1_MOUSE	tr|G3N239|G3N239_BOVIN
OG0009309	sp|Q80W85|NPM2_MOUSE	tr|G3N327|G3N327_BOVIN
OG0009310	sp|P0DW86|TM276_MOUSE	sp|P0DW90|TM276_BOVIN
OG0009311	sp|Q8K2I1|FNTB_MOUSE	sp|P49355|FNTB_BOVIN
OG0009312	sp|P12813|NR4A1_MOUSE	sp|Q0V8F0|NR4A1_BOVIN
OG0009313	sp|Q8R2S9|ARP8_MOUSE	sp|Q1LZF2|ARP8_BOVIN
OG0009314	tr|E9Q3H6|E9Q3H6_MOUSE	tr|Q1RMM6|Q1RMM6_BOVIN
OG0009315	sp|Q8K3W2|LRC10_MOUSE	sp|Q24K06|LRC10_BOVIN
OG0009316	sp|Q8VCZ6|SGSM3_MOUSE	sp|Q2KI13|SGSM3_BOVIN
OG0009317	sp|Q91XE7|VA0E2_MOUSE	sp|Q2KIB5|VA0E2_BOVIN
OG0009318	sp|Q8BHF7|PGPS1_MOUSE	sp|Q2KJ28|PGPS1_BOVIN
OG0009319	sp|Q9D6Z0|ALKB7_MOUSE	sp|Q2M2S8|ALKB7_BOVIN
OG0009320	sp|P52793|EFNA1_MOUSE	sp|Q3ZC64|EFNA1_BOVIN
OG0009321	sp|Q9CYY7|PLD3B_MOUSE	sp|Q58DB0|PLD3B_BOVIN
OG0009323	sp|O09173|HGD_MOUSE	tr|A0A3Q1LS65|A0A3Q1LS65_BOVIN
OG0009324	sp|Q99J85|NPTXR_MOUSE	tr|A0A3Q1LXP5|A0A3Q1LXP5_BOVIN
OG0009325	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A3Q1LYV2|A0A3Q1LYV2_BOVIN
OG0009326	sp|Q8K2A1|GULP1_MOUSE	tr|A0A3Q1M7N7|A0A3Q1M7N7_BOVIN
OG0009327	sp|Q99KG5|LSR_MOUSE	tr|A0A3Q1M8F8|A0A3Q1M8F8_BOVIN
OG0009328	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A3Q1MEX1|A0A3Q1MEX1_BOVIN
OG0009329	tr|A0A140LJC7|A0A140LJC7_MOUSE	tr|A0A3Q1MFR5|A0A3Q1MFR5_BOVIN
OG0009330	sp|Q62280|SSXT_MOUSE	tr|A0A3Q1MG44|A0A3Q1MG44_BOVIN
OG0009331	sp|Q7TQN9|GP142_MOUSE	tr|A0A3Q1MI41|A0A3Q1MI41_BOVIN
OG0009332	sp|Q8JZS6|N42L2_MOUSE	tr|A0A3Q1MI89|A0A3Q1MI89_BOVIN
OG0009333	sp|Q60750|EPHA1_MOUSE	tr|A0A3Q1MJW2|A0A3Q1MJW2_BOVIN
OG0009334	tr|A2RT81|A2RT81_MOUSE	tr|A0A3Q1MLW3|A0A3Q1MLW3_BOVIN
OG0009335	sp|Q5BLK4|TUT7_MOUSE	tr|A0A3Q1MQL4|A0A3Q1MQL4_BOVIN
OG0009336	tr|E9PV59|E9PV59_MOUSE	tr|A0A3Q1MRM1|A0A3Q1MRM1_BOVIN
OG0009337	sp|Q9QUN3|BLNK_MOUSE	tr|A0A3Q1NIZ6|A0A3Q1NIZ6_BOVIN
OG0009338	sp|Q922M7|ASHWN_MOUSE	sp|A2VDP0|ASHWN_BOVIN
OG0009339	sp|Q80ZW2|THEM6_MOUSE	sp|A6H707|THEM6_BOVIN
OG0009340	sp|Q8VE49|DOXA1_MOUSE	tr|A6H723|A6H723_BOVIN
OG0009341	sp|Q9D7P7|CLIC3_MOUSE	tr|A6QL90|A6QL90_BOVIN
OG0009342	sp|Q60772|CDN2C_MOUSE	tr|A7MBB9|A7MBB9_BOVIN
OG0009343	sp|Q7TMY7|IPO8_MOUSE	tr|E1B8Q9|E1B8Q9_BOVIN
OG0009344	sp|Q9WU19|HAOX1_MOUSE	tr|E1BC79|E1BC79_BOVIN
OG0009345	sp|Q3UPF5|ZCCHV_MOUSE	tr|E1BCF8|E1BCF8_BOVIN
OG0009346	sp|Q8C8N3|VWC2_MOUSE	tr|E1BE14|E1BE14_BOVIN
OG0009347	sp|Q8K0S5|R4RL1_MOUSE	tr|E1BEI7|E1BEI7_BOVIN
OG0009348	sp|P04426|WNT1_MOUSE	tr|E1BEN9|E1BEN9_BOVIN
OG0009349	sp|P43687|HMX2_MOUSE	tr|E1BGA5|E1BGA5_BOVIN
OG0009350	sp|Q4ZJM7|OTOL1_MOUSE	tr|E1BHU7|E1BHU7_BOVIN
OG0009351	sp|Q9D975|SRXN1_MOUSE	tr|E1BMY2|E1BMY2_BOVIN
OG0009352	sp|P59470|RPC2_MOUSE	tr|E1BPX6|E1BPX6_BOVIN
OG0009353	sp|P58873|RHBL3_MOUSE	tr|F1MBG2|F1MBG2_BOVIN
OG0009354	sp|Q70KF4|CMYA5_MOUSE	tr|F1ME62|F1ME62_BOVIN
OG0009355	sp|O35551|RABE1_MOUSE	tr|F1MQH8|F1MQH8_BOVIN
OG0009356	sp|Q9EQG5|BEAN1_MOUSE	tr|F1MRG8|F1MRG8_BOVIN
OG0009357	sp|Q8CDK3|IQUB_MOUSE	tr|F1MSL8|F1MSL8_BOVIN
OG0009358	sp|Q0VGB7|PP4R2_MOUSE	tr|F1N3Z8|F1N3Z8_BOVIN
OG0009359	sp|Q8K557|ONEC3_MOUSE	tr|G3MX15|G3MX15_BOVIN
OG0009360	sp|Q7TN84|SYT14_MOUSE	tr|G3N3K6|G3N3K6_BOVIN
OG0009361	sp|Q00196|PO2F2_MOUSE	tr|G5E5B3|G5E5B3_BOVIN
OG0009362	sp|P49183|DNAS1_MOUSE	sp|P00639|DNAS1_BOVIN
OG0009363	sp|Q9D819|IPYR_MOUSE	sp|P37980|IPYR_BOVIN
OG0009364	sp|P24369|PPIB_MOUSE	sp|P80311|PPIB_BOVIN
OG0009365	tr|E9Q9Q6|E9Q9Q6_MOUSE	sp|Q08DJ5|CAD18_BOVIN
OG0009366	sp|O08917|FLOT1_MOUSE	sp|Q08DN8|FLOT1_BOVIN
OG0009367	sp|Q99LH9|3BP5L_MOUSE	sp|Q0V8K7|3BP5L_BOVIN
OG0009368	sp|Q6P6I6|GRL1A_MOUSE	sp|Q17QE3|GRL1A_BOVIN
OG0009369	sp|P24472|GSTA4_MOUSE	tr|Q1JQ90|Q1JQ90_BOVIN
OG0009370	sp|Q8C0Z1|F234A_MOUSE	sp|Q2HJE5|F234A_BOVIN
OG0009371	sp|Q6PGH1|BUD31_MOUSE	sp|Q2NKU3|BUD31_BOVIN
OG0009372	sp|P24527|LKHA4_MOUSE	sp|Q3SZH7|LKHA4_BOVIN
OG0009373	sp|Q8K0C9|GMDS_MOUSE	tr|Q3ZBY8|Q3ZBY8_BOVIN
OG0009374	sp|P63030|MPC1_MOUSE	sp|Q3ZCG2|MPC1_BOVIN
OG0009375	sp|Q8R1I2|GRP_MOUSE	sp|Q863C3|GRP_BOVIN
OG0009376	tr|D3Z6W3|D3Z6W3_MOUSE	sp|Q9N126|RDH8_BOVIN
OG0009378	sp|Q9D275|BATF3_MOUSE	tr|A0A3Q1LH73|A0A3Q1LH73_BOVIN
OG0009379	tr|A0A0N4SUI7|A0A0N4SUI7_MOUSE	tr|A0A3Q1LS02|A0A3Q1LS02_BOVIN
OG0009380	sp|Q9WVB3|TLE6_MOUSE	tr|A0A3Q1MAM5|A0A3Q1MAM5_BOVIN
OG0009381	sp|P0DP99|STMP1_MOUSE	tr|A0A3Q1MC14|A0A3Q1MC14_BOVIN
OG0009382	sp|Q8R5M0|GIPC3_MOUSE	tr|A0A3Q1ME45|A0A3Q1ME45_BOVIN
OG0009383	sp|Q8BGA8|ACSM5_MOUSE	tr|A0A3Q1ML05|A0A3Q1ML05_BOVIN
OG0009384	sp|P70120|HES5_MOUSE	tr|A0A3S5ZPR6|A0A3S5ZPR6_BOVIN
OG0009385	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0JN94|A0JN94_BOVIN
OG0009386	sp|P47939|RES18_MOUSE	sp|A0JNL8|RES18_BOVIN
OG0009387	sp|Q64702|PLK4_MOUSE	sp|A2VDZ4|PLK4_BOVIN
OG0009388	sp|Q8BFU2|H2A3_MOUSE	tr|A4IFU5|A4IFU5_BOVIN
OG0009389	sp|Q8BX57|PXK_MOUSE	tr|A5PJQ7|A5PJQ7_BOVIN
OG0009390	sp|Q5YD48|A1CF_MOUSE	tr|E1B7G9|E1B7G9_BOVIN
OG0009391	sp|Q99N03|M4A10_MOUSE	tr|E1BAS9|E1BAS9_BOVIN
OG0009392	tr|D3Z420|D3Z420_MOUSE	tr|E1BBQ1|E1BBQ1_BOVIN
OG0009393	sp|O55047|TLK2_MOUSE	tr|E1BBU6|E1BBU6_BOVIN
OG0009394	sp|Q60767|LY75_MOUSE	tr|E1BC77|E1BC77_BOVIN
OG0009395	sp|Q99MV7|RNF17_MOUSE	tr|E1BFJ4|E1BFJ4_BOVIN
OG0009396	sp|Q9Z1S3|GRP1_MOUSE	tr|E1BG59|E1BG59_BOVIN
OG0009397	sp|P58355|S45A2_MOUSE	tr|E1BHD9|E1BHD9_BOVIN
OG0009398	sp|Q32MD9|CDON_MOUSE	tr|E1BHG3|E1BHG3_BOVIN
OG0009399	sp|Q8BTN6|LENG9_MOUSE	tr|E1BKP2|E1BKP2_BOVIN
OG0009400	sp|Q2KHK3|AMPQ_MOUSE	tr|E1BM61|E1BM61_BOVIN
OG0009401	sp|Q9DAN1|PDILT_MOUSE	tr|E1BP97|E1BP97_BOVIN
OG0009402	sp|Q5M8S2|PRS46_MOUSE	tr|F1MB31|F1MB31_BOVIN
OG0009403	sp|Q7TS68|NSUN6_MOUSE	tr|F1MC44|F1MC44_BOVIN
OG0009404	sp|E9Q9K5|TRDN_MOUSE	tr|F1MDY1|F1MDY1_BOVIN
OG0009405	sp|Q3UQ22|NET5_MOUSE	tr|F1MF28|F1MF28_BOVIN
OG0009406	sp|Q9JKX6|NUDT5_MOUSE	tr|F1MMR8|F1MMR8_BOVIN
OG0009407	sp|Q61224|5HT1D_MOUSE	tr|F1MMU1|F1MMU1_BOVIN
OG0009408	sp|Q9CU65|ZMYM2_MOUSE	tr|F1MNA8|F1MNA8_BOVIN
OG0009409	sp|Q6GQX6|ANKS6_MOUSE	tr|F1MNU9|F1MNU9_BOVIN
OG0009410	sp|Q61456|CCNA1_MOUSE	tr|F1MVR8|F1MVR8_BOVIN
OG0009411	sp|Q91W89|MA2C1_MOUSE	tr|F1MWT0|F1MWT0_BOVIN
OG0009412	tr|E9Q1F5|E9Q1F5_MOUSE	tr|F1MX93|F1MX93_BOVIN
OG0009413	sp|B2RX88|CSPP1_MOUSE	tr|F1N192|F1N192_BOVIN
OG0009414	sp|Q80ZD9|AMGO2_MOUSE	tr|F1N348|F1N348_BOVIN
OG0009415	sp|Q6A4J8|UBP7_MOUSE	tr|F1N556|F1N556_BOVIN
OG0009416	sp|Q9D3L0|F174A_MOUSE	tr|G3MYS9|G3MYS9_BOVIN
OG0009417	tr|D3Z0W3|D3Z0W3_MOUSE	tr|G3N0I5|G3N0I5_BOVIN
OG0009418	sp|P35979|RL12_MOUSE	sp|P61284|RL12_BOVIN
OG0009419	sp|Q80SZ7|GBG5_MOUSE	sp|P63217|GBG5_BOVIN
OG0009420	sp|Q8BVZ5|IL33_MOUSE	tr|Q08DU3|Q08DU3_BOVIN
OG0009421	sp|Q62442|VAMP1_MOUSE	sp|Q0V7N0|VAMP1_BOVIN
OG0009422	sp|O08969|PHLA2_MOUSE	sp|Q0VC85|PHLA2_BOVIN
OG0009423	sp|Q8BK03|MIGA2_MOUSE	sp|Q1JPG0|MIGA2_BOVIN
OG0009424	tr|D3YU55|D3YU55_MOUSE	tr|Q2ABB9|Q2ABB9_BOVIN
OG0009426	sp|P58686|BBLN_MOUSE	sp|Q2NKS9|BBLN_BOVIN
OG0009427	sp|Q80ZE4|PAQR7_MOUSE	tr|Q2T9S9|Q2T9S9_BOVIN
OG0009428	sp|P62141|PP1B_MOUSE	sp|Q3SWW9|PP1B_BOVIN
OG0009429	sp|Q9CZY2|TCAL8_MOUSE	sp|Q3T020|TCAL8_BOVIN
OG0009430	sp|P27048|RSMB_MOUSE	sp|Q58DW4|RSMB_BOVIN
OG0009431	sp|Q80VP0|TCPR1_MOUSE	tr|A0A3Q1LFS7|A0A3Q1LFS7_BOVIN
OG0009432	sp|E9PV86|MCTP1_MOUSE	tr|A0A3Q1LLI1|A0A3Q1LLI1_BOVIN
OG0009433	sp|P61079|UB2D3_MOUSE	tr|A0A3Q1M5N0|A0A3Q1M5N0_BOVIN
OG0009434	sp|Q9D413|SH2D6_MOUSE	tr|A0A3Q1MHE6|A0A3Q1MHE6_BOVIN
OG0009435	sp|Q9Z255|UBE2A_MOUSE	tr|A0A3Q1N1X1|A0A3Q1N1X1_BOVIN
OG0009436	sp|Q99KG7|HPS4_MOUSE	tr|A0A3Q1N720|A0A3Q1N720_BOVIN
OG0009437	sp|Q7TNS2|MIC10_MOUSE	tr|A0A3Q1NE13|A0A3Q1NE13_BOVIN
OG0009438	sp|Q8K377|LRRT1_MOUSE	sp|A1A4H9|LRRT1_BOVIN
OG0009439	sp|Q8VE96|S35F6_MOUSE	tr|A4IFE7|A4IFE7_BOVIN
OG0009440	sp|Q91ZR2|SNX18_MOUSE	tr|A4IFN6|A4IFN6_BOVIN
OG0009441	sp|Q8K288|TP8L1_MOUSE	sp|A5PK29|TP8L1_BOVIN
OG0009442	sp|Q8BIZ1|ANS1B_MOUSE	tr|A6QP25|A6QP25_BOVIN
OG0009443	sp|P61294|RAB6B_MOUSE	sp|A6QR46|RAB6B_BOVIN
OG0009444	sp|Q9D099|ACER3_MOUSE	tr|A7MBH7|A7MBH7_BOVIN
OG0009445	sp|Q8BT42|SMIM5_MOUSE	sp|E1BAR0|SMIM5_BOVIN
OG0009446	sp|Q6AZB0|BOC_MOUSE	tr|E1BB93|E1BB93_BOVIN
OG0009447	sp|Q8C0E3|TRI47_MOUSE	tr|E1BG23|E1BG23_BOVIN
OG0009448	sp|Q8R2Y2|MUC18_MOUSE	tr|E1BHQ9|E1BHQ9_BOVIN
OG0009449	sp|P97313|PRKDC_MOUSE	tr|E1BLB6|E1BLB6_BOVIN
OG0009450	sp|Q9D9V2|EQTN_MOUSE	tr|E1BPY2|E1BPY2_BOVIN
OG0009451	sp|P30999|CTND1_MOUSE	tr|E1BQ11|E1BQ11_BOVIN
OG0009452	sp|Q9EQM3|NKX24_MOUSE	tr|F1MKX5|F1MKX5_BOVIN
OG0009453	sp|P70397|DLX6_MOUSE	tr|F1MUL4|F1MUL4_BOVIN
OG0009454	sp|O09046|OXLA_MOUSE	tr|F1N191|F1N191_BOVIN
OG0009455	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|F1N382|F1N382_BOVIN
OG0009456	sp|P25918|CD19_MOUSE	tr|F1N586|F1N586_BOVIN
OG0009457	sp|Q8CFT2|SET1B_MOUSE	tr|F1N6Y5|F1N6Y5_BOVIN
OG0009458	sp|Q8CGV9|TSH3_MOUSE	tr|F1N7E7|F1N7E7_BOVIN
OG0009459	sp|Q9R207|NBN_MOUSE	tr|F6PSE2|F6PSE2_BOVIN
OG0009460	sp|Q8VCK7|SYCN_MOUSE	tr|G3MWH7|G3MWH7_BOVIN
OG0009461	tr|A0A1W2P6U8|A0A1W2P6U8_MOUSE	tr|G3N0H2|G3N0H2_BOVIN
OG0009462	sp|Q5SUE7|ADAD1_MOUSE	tr|G3N1E5|G3N1E5_BOVIN
OG0009463	sp|G5E8K6|MOT6_MOUSE	tr|G3X6A0|G3X6A0_BOVIN
OG0009464	sp|D3Z291|CAHM1_MOUSE	tr|G3X6M4|G3X6M4_BOVIN
OG0009465	sp|Q9CW42|MARC1_MOUSE	tr|G5E6I5|G5E6I5_BOVIN
OG0009466	sp|Q9QYC3|BHA15_MOUSE	tr|G5E6I7|G5E6I7_BOVIN
OG0009467	sp|Q9D687|S6A19_MOUSE	tr|G5E6L1|G5E6L1_BOVIN
OG0009468	sp|Q8BVC1|DFB22_MOUSE	tr|G8CY12|G8CY12_BOVIN
OG0009469	sp|P10856|STP1_MOUSE	sp|P17305|STP1_BOVIN
OG0009470	sp|Q9CR89|ERGI2_MOUSE	tr|Q0IIJ1|Q0IIJ1_BOVIN
OG0009471	sp|Q9WVQ5|MTNB_MOUSE	sp|Q0VCJ2|MTNB_BOVIN
OG0009472	sp|Q8VBT0|TMX1_MOUSE	sp|Q0Z7W6|TMX1_BOVIN
OG0009473	sp|Q6P8M1|TATD1_MOUSE	sp|Q148G4|TATD1_BOVIN
OG0009474	sp|Q9CQJ6|DENR_MOUSE	sp|Q2HJ47|DENR_BOVIN
OG0009475	sp|P41164|ETV1_MOUSE	sp|Q2KIC2|ETV1_BOVIN
OG0009476	sp|Q9CR14|FANCL_MOUSE	tr|Q2TBN8|Q2TBN8_BOVIN
OG0009477	sp|Q8C5P5|NT5D1_MOUSE	sp|Q2TBU5|NT5D1_BOVIN
OG0009478	sp|P97469|SNAI2_MOUSE	sp|Q3MHQ4|SNAI2_BOVIN
OG0009479	sp|O55222|ILK_MOUSE	sp|Q3SWY2|ILK_BOVIN
OG0009480	sp|Q9CQY6|UQCC2_MOUSE	sp|Q3SZ13|UQCC2_BOVIN
OG0009481	sp|Q78IK4|MIC27_MOUSE	sp|Q3SZ27|MIC27_BOVIN
OG0009482	sp|Q9D024|CCD47_MOUSE	sp|Q3ZC50|CCD47_BOVIN
OG0009483	sp|Q8BGW9|DFB29_MOUSE	tr|A0A3Q1LKG3|A0A3Q1LKG3_BOVIN
OG0009484	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A3Q1LM94|A0A3Q1LM94_BOVIN
OG0009485	sp|Q5SNZ0|GRDN_MOUSE	tr|A0A3Q1LRJ9|A0A3Q1LRJ9_BOVIN
OG0009486	sp|Q8CHZ8|LEU7_MOUSE	tr|A0A3Q1LTN4|A0A3Q1LTN4_BOVIN
OG0009487	sp|O08808|DIAP1_MOUSE	tr|A0A3Q1LUD9|A0A3Q1LUD9_BOVIN
OG0009488	sp|Q9Z0J4|NOS1_MOUSE	tr|A0A3Q1M6M2|A0A3Q1M6M2_BOVIN
OG0009489	sp|Q3V1D5|PLPL1_MOUSE	tr|A0A3Q1M7Z1|A0A3Q1M7Z1_BOVIN
OG0009490	sp|Q7TQ95|LNP_MOUSE	tr|A0A3Q1MAH3|A0A3Q1MAH3_BOVIN
OG0009491	sp|Q60992|VAV2_MOUSE	tr|A0A3Q1MQP9|A0A3Q1MQP9_BOVIN
OG0009492	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A3Q1MZN0|A0A3Q1MZN0_BOVIN
OG0009493	sp|Q01887|RYK_MOUSE	tr|A0A3Q1N0Q2|A0A3Q1N0Q2_BOVIN
OG0009494	sp|A2AQ25|SKT_MOUSE	tr|A0A3Q1N716|A0A3Q1N716_BOVIN
OG0009495	sp|Q52KG4|ZBT45_MOUSE	tr|A0A3Q1NE45|A0A3Q1NE45_BOVIN
OG0009496	sp|Q3UR78|CD048_MOUSE	sp|A0JNN8|CD048_BOVIN
OG0009497	sp|Q9WUM4|COR1C_MOUSE	tr|A2VDN8|A2VDN8_BOVIN
OG0009498	sp|Q9R0N0|GALK1_MOUSE	sp|A6H768|GALK1_BOVIN
OG0009499	sp|Q8BP48|MAP11_MOUSE	sp|A6QLA4|MAP1_BOVIN
OG0009500	sp|Q99LF1|AKIR1_MOUSE	tr|A7MB53|A7MB53_BOVIN
OG0009501	sp|Q3U6Q4|PI3R6_MOUSE	tr|A7MBD5|A7MBD5_BOVIN
OG0009502	tr|E9Q542|E9Q542_MOUSE	tr|E1B7U5|E1B7U5_BOVIN
