Orthogroup	Mus_musculus	Capra_hircus
OG0008408	sp|A2ARJ3|TM236_MOUSE	tr|A0A452DNS1|A0A452DNS1_CAPHI
OG0008409	sp|Q9DBJ3|BI2L1_MOUSE	tr|A0A452DPT5|A0A452DPT5_CAPHI
OG0008410	sp|Q9CY02|AHSP_MOUSE	tr|A0A452DQC3|A0A452DQC3_CAPHI
OG0008411	sp|P53657|KPYR_MOUSE	tr|A0A452DSM7|A0A452DSM7_CAPHI
OG0008412	sp|Q99MX7|T121B_MOUSE	tr|A0A452DTP3|A0A452DTP3_CAPHI
OG0008413	tr|E9PY16|E9PY16_MOUSE	tr|A0A452DUS1|A0A452DUS1_CAPHI
OG0008414	sp|Q8CHG3|GCC2_MOUSE	tr|A0A452DVI7|A0A452DVI7_CAPHI
OG0008415	sp|P97931|UNG_MOUSE	tr|A0A452DW87|A0A452DW87_CAPHI
OG0008416	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A452DY26|A0A452DY26_CAPHI
OG0008417	sp|Q3TYX2|LRN4L_MOUSE	tr|A0A452DYL7|A0A452DYL7_CAPHI
OG0008418	sp|O55144|TLX3_MOUSE	tr|A0A452DZ08|A0A452DZ08_CAPHI
OG0008419	sp|P30416|FKBP4_MOUSE	tr|A0A452E290|A0A452E290_CAPHI
OG0008420	sp|P0C192|LRC4B_MOUSE	tr|A0A452E2U0|A0A452E2U0_CAPHI
OG0008422	sp|Q3URQ7|MTHSD_MOUSE	tr|A0A452E669|A0A452E669_CAPHI
OG0008423	sp|Q9QXT0|CNPY2_MOUSE	tr|A0A452E9E9|A0A452E9E9_CAPHI
OG0008424	sp|Q8VEG0|CCD71_MOUSE	tr|A0A452ECL4|A0A452ECL4_CAPHI
OG0008425	sp|Q80YR4|ZN598_MOUSE	tr|A0A452EED0|A0A452EED0_CAPHI
OG0008426	sp|Q99JP6|HOME3_MOUSE	tr|A0A452EGM0|A0A452EGM0_CAPHI
OG0008427	sp|Q8VE49|DOXA1_MOUSE	tr|A0A452EHG1|A0A452EHG1_CAPHI
OG0008428	sp|Q91YE6|IPO9_MOUSE	tr|A0A452EQA5|A0A452EQA5_CAPHI
OG0008429	tr|Q8K168|Q8K168_MOUSE	tr|A0A452EQY4|A0A452EQY4_CAPHI
OG0008430	sp|Q6P8H8|ALG8_MOUSE	tr|A0A452EQZ6|A0A452EQZ6_CAPHI
OG0008431	tr|Q8VFP5|Q8VFP5_MOUSE	tr|A0A452EWS7|A0A452EWS7_CAPHI
OG0008432	sp|Q9DCU0|PAQR5_MOUSE	tr|A0A452EWU5|A0A452EWU5_CAPHI
OG0008433	sp|P51569|AGAL_MOUSE	tr|A0A452EX54|A0A452EX54_CAPHI
OG0008434	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A452EXG2|A0A452EXG2_CAPHI
OG0008435	sp|A1Y9I9|TOMT_MOUSE	tr|A0A452EYR6|A0A452EYR6_CAPHI
OG0008436	sp|Q9D3N2|CLXN_MOUSE	tr|A0A452EZ76|A0A452EZ76_CAPHI
OG0008437	sp|P70458|IPSP_MOUSE	tr|A0A452F014|A0A452F014_CAPHI
OG0008438	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A452F0V5|A0A452F0V5_CAPHI
OG0008439	sp|Q9D0E5|EFC11_MOUSE	tr|A0A452F2U9|A0A452F2U9_CAPHI
OG0008440	sp|Q91VY6|CYTIP_MOUSE	tr|A0A452F4F0|A0A452F4F0_CAPHI
OG0008441	sp|Q9DBH5|LMAN2_MOUSE	tr|A0A452FB35|A0A452FB35_CAPHI
OG0008442	sp|Q8BGD7|NPAS4_MOUSE	tr|A0A452FBN7|A0A452FBN7_CAPHI
OG0008443	sp|Q8BX07|CTDS2_MOUSE	tr|A0A452FD83|A0A452FD83_CAPHI
OG0008444	sp|P25206|MCM3_MOUSE	tr|A0A452FDQ4|A0A452FDQ4_CAPHI
OG0008445	sp|P54130|FGF9_MOUSE	tr|A0A452FF06|A0A452FF06_CAPHI
OG0008446	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A452FFJ2|A0A452FFJ2_CAPHI
OG0008447	sp|O88792|JAM1_MOUSE	tr|A0A452FHD7|A0A452FHD7_CAPHI
OG0008448	sp|Q9ES00|UBE4B_MOUSE	tr|A0A452FRD7|A0A452FRD7_CAPHI
OG0008449	sp|Q91W69|EPN3_MOUSE	tr|A0A452FS77|A0A452FS77_CAPHI
OG0008450	sp|P33534|OPRK_MOUSE	tr|A0A452FSH1|A0A452FSH1_CAPHI
OG0008451	sp|Q8BI69|ZN784_MOUSE	tr|A0A452FSM3|A0A452FSM3_CAPHI
OG0008452	sp|Q3TVC7|CCDB1_MOUSE	tr|A0A452FTA2|A0A452FTA2_CAPHI
OG0008453	tr|Q91Y10|Q91Y10_MOUSE	tr|A0A452FU86|A0A452FU86_CAPHI
OG0008454	sp|O54943|PER2_MOUSE	tr|A0A452FUN0|A0A452FUN0_CAPHI
OG0008455	sp|A3KGW5|GT253_MOUSE	tr|A0A452FV18|A0A452FV18_CAPHI
OG0008456	sp|A4Q9E4|TTLL2_MOUSE	tr|A0A452FVI4|A0A452FVI4_CAPHI
OG0008457	sp|Q5XFZ0|CR021_MOUSE	tr|A0A452FWV1|A0A452FWV1_CAPHI
OG0008458	sp|Q8R1G1|TASP1_MOUSE	tr|A0A452FXP0|A0A452FXP0_CAPHI
OG0008459	sp|Q9D1J1|NECP2_MOUSE	tr|A0A452FY48|A0A452FY48_CAPHI
OG0008460	sp|O70494|SP3_MOUSE	tr|A0A452FYN2|A0A452FYN2_CAPHI
OG0008461	sp|Q91WU4|TMCO4_MOUSE	tr|A0A452FZS9|A0A452FZS9_CAPHI
OG0008462	sp|Q8C138|ADTRP_MOUSE	tr|A0A452G3X1|A0A452G3X1_CAPHI
OG0008463	sp|Q9D075|TM10B_MOUSE	tr|A0A452G4S2|A0A452G4S2_CAPHI
OG0008464	sp|Q8K2D6|DCTD_MOUSE	tr|G1DG43|G1DG43_CAPHI
OG0008465	sp|O89086|RBM3_MOUSE	sp|W8E7I1|RBM3_CAPHI
OG0008466	sp|P20443|ARRS_MOUSE	tr|A0A452DP50|A0A452DP50_CAPHI
OG0008467	sp|Q9JI67|B3GT5_MOUSE	tr|A0A452DPF8|A0A452DPF8_CAPHI
OG0008468	sp|Q8BR86|KIRR3_MOUSE	tr|A0A452DQD0|A0A452DQD0_CAPHI
OG0008469	sp|O08742|GPV_MOUSE	tr|A0A452DQT7|A0A452DQT7_CAPHI
OG0008470	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A452DTT9|A0A452DTT9_CAPHI
OG0008471	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A452DUA2|A0A452DUA2_CAPHI
OG0008472	sp|Q8BUH8|SENP7_MOUSE	tr|A0A452DV21|A0A452DV21_CAPHI
OG0008473	sp|P16390|KCNA3_MOUSE	tr|A0A452DW10|A0A452DW10_CAPHI
OG0008474	sp|Q8R5B6|SPSB4_MOUSE	tr|A0A452DX28|A0A452DX28_CAPHI
OG0008475	sp|Q9CZB0|C560_MOUSE	tr|A0A452DYA9|A0A452DYA9_CAPHI
OG0008476	sp|Q8VCE9|PKHH3_MOUSE	tr|A0A452DZU4|A0A452DZU4_CAPHI
OG0008477	sp|Q9ESX2|SP6_MOUSE	tr|A0A452E1N5|A0A452E1N5_CAPHI
OG0008478	sp|Q8K337|I5P2_MOUSE	tr|A0A452E8A1|A0A452E8A1_CAPHI
OG0008479	sp|Q68FG0|ZC4H2_MOUSE	tr|A0A452E9I4|A0A452E9I4_CAPHI
OG0008480	sp|Q61656|DDX5_MOUSE	tr|A0A452EA69|A0A452EA69_CAPHI
OG0008481	sp|Q8R238|SDSL_MOUSE	tr|A0A452EBE7|A0A452EBE7_CAPHI
OG0008482	sp|Q62318|TIF1B_MOUSE	tr|A0A452ECK7|A0A452ECK7_CAPHI
OG0008483	sp|Q1EHW4|SAP25_MOUSE	tr|A0A452EE09|A0A452EE09_CAPHI
OG0008484	sp|P62951|BLCAP_MOUSE	tr|A0A452EEN4|A0A452EEN4_CAPHI
OG0008485	sp|Q8CI08|SLAI2_MOUSE	tr|A0A452EGH9|A0A452EGH9_CAPHI
OG0008486	sp|Q80YA7|DPP8_MOUSE	tr|A0A452EGY0|A0A452EGY0_CAPHI
OG0008487	sp|Q9CQ46|DRC8_MOUSE	tr|A0A452EI26|A0A452EI26_CAPHI
OG0008488	tr|E9Q0M4|E9Q0M4_MOUSE	tr|A0A452EM58|A0A452EM58_CAPHI
OG0008489	sp|P52194|CLGN_MOUSE	tr|A0A452EPL0|A0A452EPL0_CAPHI
OG0008490	sp|O35454|CLCN6_MOUSE	tr|A0A452EPW7|A0A452EPW7_CAPHI
OG0008491	sp|Q6PGH1|BUD31_MOUSE	tr|A0A452EQF8|A0A452EQF8_CAPHI
OG0008492	sp|Q3V172|SE1L2_MOUSE	tr|A0A452ER68|A0A452ER68_CAPHI
OG0008493	sp|Q8R418|DICER_MOUSE	tr|A0A452ESG3|A0A452ESG3_CAPHI
OG0008494	sp|Q8K1T6|LY66E_MOUSE	tr|A0A452ESQ9|A0A452ESQ9_CAPHI
OG0008495	sp|Q9Z123|SEM4F_MOUSE	tr|A0A452EXE2|A0A452EXE2_CAPHI
OG0008496	sp|Q9CQ69|QCR8_MOUSE	tr|A0A452F096|A0A452F096_CAPHI
OG0008497	sp|Q8BMD6|TM260_MOUSE	tr|A0A452F479|A0A452F479_CAPHI
OG0008498	sp|Q8BGD6|S38A9_MOUSE	tr|A0A452F4T4|A0A452F4T4_CAPHI
OG0008499	sp|P49817|CAV1_MOUSE	tr|A0A452F8Y4|A0A452F8Y4_CAPHI
OG0008500	sp|Q9CQH8|RPP14_MOUSE	tr|A0A452F9G4|A0A452F9G4_CAPHI
OG0008501	sp|Q9JL62|GLTP_MOUSE	tr|A0A452FAX0|A0A452FAX0_CAPHI
OG0008502	sp|P53347|ONCM_MOUSE	tr|A0A452FAY9|A0A452FAY9_CAPHI
OG0008503	sp|P08553|NFM_MOUSE	tr|A0A452FBM4|A0A452FBM4_CAPHI
OG0008504	sp|Q6NZQ2|DDX31_MOUSE	tr|A0A452FBS9|A0A452FBS9_CAPHI
OG0008505	sp|Q9CZ82|MED18_MOUSE	tr|A0A452FCN3|A0A452FCN3_CAPHI
OG0008506	sp|E9PZ19|TUTLB_MOUSE	tr|A0A452FF67|A0A452FF67_CAPHI
OG0008507	sp|T1NXB5|VSTM4_MOUSE	tr|A0A452FFE0|A0A452FFE0_CAPHI
OG0008508	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A452FFM5|A0A452FFM5_CAPHI
OG0008509	sp|Q9ES18|FOXJ2_MOUSE	tr|A0A452FFQ9|A0A452FFQ9_CAPHI
OG0008510	sp|O88942|NFAC1_MOUSE	tr|A0A452FGB5|A0A452FGB5_CAPHI
OG0008511	sp|Q9R0G7|ZEB2_MOUSE	tr|A0A452FGS1|A0A452FGS1_CAPHI
OG0008512	sp|Q810L3|CHFR_MOUSE	tr|A0A452FH80|A0A452FH80_CAPHI
OG0008513	sp|Q91X20|ASH2L_MOUSE	tr|A0A452FHS4|A0A452FHS4_CAPHI
OG0008514	sp|Q9DBW0|CP4V2_MOUSE	tr|A0A452FHX7|A0A452FHX7_CAPHI
OG0008515	sp|Q99PT1|GDIR1_MOUSE	tr|A0A452FK82|A0A452FK82_CAPHI
OG0008516	sp|Q8C1F5|TTC16_MOUSE	tr|A0A452FKN2|A0A452FKN2_CAPHI
OG0008517	sp|Q9R0L9|MUC24_MOUSE	tr|A0A452FKP7|A0A452FKP7_CAPHI
OG0008518	sp|Q9JMB1|THEG_MOUSE	tr|A0A452FN08|A0A452FN08_CAPHI
OG0008519	sp|Q99ML0|ZMY10_MOUSE	tr|A0A452FPA7|A0A452FPA7_CAPHI
OG0008520	sp|O54984|GET3_MOUSE	tr|A0A452FRM6|A0A452FRM6_CAPHI
OG0008521	sp|Q8BJW6|EIF2A_MOUSE	tr|A0A452FUY7|A0A452FUY7_CAPHI
OG0008522	sp|Q8R1J3|ZCHC9_MOUSE	tr|A0A452FYS4|A0A452FYS4_CAPHI
OG0008523	sp|Q7TT15|GLT17_MOUSE	tr|A0A452G1Q9|A0A452G1Q9_CAPHI
OG0008524	sp|Q9R0Y1|ASIC5_MOUSE	tr|A0A452G2T9|A0A452G2T9_CAPHI
OG0008525	sp|D3YV10|CCD13_MOUSE	tr|A0A452G4F8|A0A452G4F8_CAPHI
OG0008526	sp|Q3UIW5|RNF10_MOUSE	tr|A0A452G5I9|A0A452G5I9_CAPHI
OG0008527	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A452G7R8|A0A452G7R8_CAPHI
OG0008528	sp|Q8BH69|SPS1_MOUSE	tr|A0A452GAE9|A0A452GAE9_CAPHI
OG0008529	sp|P47879|IBP4_MOUSE	tr|B2CZF1|B2CZF1_CAPHI
OG0008530	sp|P50207|HXC13_MOUSE	tr|A0A2S1UF42|A0A2S1UF42_CAPHI
OG0008531	sp|Q8BTZ7|GMPPB_MOUSE	tr|A0A452DLU2|A0A452DLU2_CAPHI
OG0008532	sp|Q62120|JAK2_MOUSE	tr|A0A452DQ72|A0A452DQ72_CAPHI
OG0008533	sp|Q569L8|CENPJ_MOUSE	tr|A0A452DQP9|A0A452DQP9_CAPHI
OG0008534	sp|Q9QZ05|E2AK4_MOUSE	tr|A0A452DT94|A0A452DT94_CAPHI
OG0008535	sp|Q8BG32|PSD11_MOUSE	tr|A0A452DW82|A0A452DW82_CAPHI
OG0008536	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A452DXN6|A0A452DXN6_CAPHI
OG0008537	sp|Q9EQX4|AIF1L_MOUSE	tr|A0A452DYK2|A0A452DYK2_CAPHI
OG0008538	sp|Q9CYH6|RRS1_MOUSE	tr|A0A452DZB0|A0A452DZB0_CAPHI
OG0008539	sp|Q99N28|CADM3_MOUSE	tr|A0A452DZM8|A0A452DZM8_CAPHI
OG0008540	sp|Q9D9N8|PADC1_MOUSE	tr|A0A452E1G8|A0A452E1G8_CAPHI
OG0008541	sp|P35761|TTK_MOUSE	tr|A0A452E2L3|A0A452E2L3_CAPHI
OG0008542	sp|Q8BZL4|GPR22_MOUSE	tr|A0A452E2X2|A0A452E2X2_CAPHI
OG0008543	sp|O89101|FGF18_MOUSE	tr|A0A452E8C6|A0A452E8C6_CAPHI
OG0008544	sp|O70218|HMX1_MOUSE	tr|A0A452EAN7|A0A452EAN7_CAPHI
OG0008545	sp|Q3UP24|NLRC4_MOUSE	tr|A0A452EBW5|A0A452EBW5_CAPHI
OG0008546	sp|Q8C261|NCKX5_MOUSE	tr|A0A452EDC3|A0A452EDC3_CAPHI
OG0008547	tr|J3QN01|J3QN01_MOUSE	tr|A0A452EE25|A0A452EE25_CAPHI
OG0008548	sp|Q8CIB9|ESCO2_MOUSE	tr|A0A452EEF9|A0A452EEF9_CAPHI
OG0008549	sp|Q9WVH3|FOXO4_MOUSE	tr|A0A452EFI7|A0A452EFI7_CAPHI
OG0008550	sp|Q7TPH6|MYCB2_MOUSE	tr|A0A452EGZ1|A0A452EGZ1_CAPHI
OG0008551	sp|A2A5E6|Z385C_MOUSE	tr|A0A452EIH4|A0A452EIH4_CAPHI
OG0008552	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A452EJ17|A0A452EJ17_CAPHI
OG0008553	sp|Q9CSH3|RRP44_MOUSE	tr|A0A452ERC0|A0A452ERC0_CAPHI
OG0008554	sp|Q8CFJ7|S2545_MOUSE	tr|A0A452ERJ4|A0A452ERJ4_CAPHI
OG0008555	sp|Q6AXC6|DDX11_MOUSE	tr|A0A452ES65|A0A452ES65_CAPHI
OG0008556	sp|Q8BS03|PI15_MOUSE	tr|A0A452EU85|A0A452EU85_CAPHI
OG0008557	sp|O89029|MATN4_MOUSE	tr|A0A452EUV0|A0A452EUV0_CAPHI
OG0008558	sp|Q05BQ1|TUTLA_MOUSE	tr|A0A452EWI2|A0A452EWI2_CAPHI
OG0008559	sp|P47810|WEE1_MOUSE	tr|A0A452EYW3|A0A452EYW3_CAPHI
OG0008560	sp|Q9DCT2|NDUS3_MOUSE	tr|A0A452F1S0|A0A452F1S0_CAPHI
OG0008561	sp|Q8CGR7|UPP2_MOUSE	tr|A0A452F282|A0A452F282_CAPHI
OG0008562	sp|Q9CXT8|MPPB_MOUSE	tr|A0A452F341|A0A452F341_CAPHI
OG0008563	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|A0A452F4U2|A0A452F4U2_CAPHI
OG0008564	sp|Q61753|SERA_MOUSE	tr|A0A452F571|A0A452F571_CAPHI
OG0008565	tr|Q8VEU7|Q8VEU7_MOUSE	tr|A0A452F5B7|A0A452F5B7_CAPHI
OG0008566	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A452F5P8|A0A452F5P8_CAPHI
OG0008567	sp|P28825|MEP1A_MOUSE	tr|A0A452F650|A0A452F650_CAPHI
OG0008568	sp|Q9CXE0|PRDM5_MOUSE	tr|A0A452F729|A0A452F729_CAPHI
OG0008569	sp|Q9QUT0|RHAG_MOUSE	tr|A0A452F8F8|A0A452F8F8_CAPHI
OG0008570	sp|Q9JJT9|PHAX_MOUSE	tr|A0A452F8M1|A0A452F8M1_CAPHI
OG0008571	sp|Q9DB72|BTBDH_MOUSE	tr|A0A452F9S9|A0A452F9S9_CAPHI
OG0008572	sp|Q61205|PA1B3_MOUSE	tr|A0A452FAG7|A0A452FAG7_CAPHI
OG0008573	sp|Q9D938|TM160_MOUSE	tr|A0A452FCY1|A0A452FCY1_CAPHI
OG0008574	sp|Q8R3A2|CDPF1_MOUSE	tr|A0A452FHW2|A0A452FHW2_CAPHI
OG0008575	sp|Q3V2K1|CX065_MOUSE	tr|A0A452FQ48|A0A452FQ48_CAPHI
OG0008576	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A452FQF8|A0A452FQF8_CAPHI
OG0008577	sp|Q99N10|M4A8_MOUSE	tr|A0A452FQR4|A0A452FQR4_CAPHI
OG0008578	sp|Q9DA21|SMCO2_MOUSE	tr|A0A452FT16|A0A452FT16_CAPHI
OG0008579	sp|O08576|RUN3A_MOUSE	tr|A0A452FUK8|A0A452FUK8_CAPHI
OG0008580	sp|Q9WV92|E41L3_MOUSE	tr|A0A452FVG7|A0A452FVG7_CAPHI
OG0008581	sp|Q9DBV3|DHX34_MOUSE	tr|A0A452FY70|A0A452FY70_CAPHI
OG0008582	sp|Q6P8M1|TATD1_MOUSE	tr|A0A452FYM6|A0A452FYM6_CAPHI
OG0008583	sp|Q8R5F3|OARD1_MOUSE	tr|A0A452G163|A0A452G163_CAPHI
OG0008584	sp|Q9D7E3|OVCA2_MOUSE	tr|A0A452G6K8|A0A452G6K8_CAPHI
OG0008585	sp|Q07916|PO6F1_MOUSE	tr|A0A452G7A9|A0A452G7A9_CAPHI
OG0008586	sp|Q80VV3|4EBP3_MOUSE	tr|A0A452G835|A0A452G835_CAPHI
OG0008587	tr|Q8C9M8|Q8C9M8_MOUSE	tr|A0A452G8E7|A0A452G8E7_CAPHI
OG0008588	sp|Q91VU0|FAM3C_MOUSE	tr|A0A452G8V2|A0A452G8V2_CAPHI
OG0008589	sp|Q8BGG7|UBS3B_MOUSE	tr|A0A452G9V9|A0A452G9V9_CAPHI
OG0008590	tr|Q925T4|Q925T4_MOUSE	tr|A0A452G9X3|A0A452G9X3_CAPHI
OG0008591	sp|P03921|NU5M_MOUSE	tr|E0XJX1|E0XJX1_CAPHI
OG0008592	sp|P35639|DDIT3_MOUSE	tr|M1PEQ4|M1PEQ4_CAPHI
OG0008593	sp|Q8C142|ARH_MOUSE	tr|A0A452DPW5|A0A452DPW5_CAPHI
OG0008594	tr|Q9DAC6|Q9DAC6_MOUSE	tr|A0A452DQN1|A0A452DQN1_CAPHI
OG0008595	sp|Q14B62|PTHD1_MOUSE	tr|A0A452DRB7|A0A452DRB7_CAPHI
OG0008596	sp|Q3UH06|RREB1_MOUSE	tr|A0A452DWM4|A0A452DWM4_CAPHI
OG0008597	sp|Q01337|ADA2C_MOUSE	tr|A0A452DXT7|A0A452DXT7_CAPHI
OG0008598	sp|Q8CG27|ACTL9_MOUSE	tr|A0A452DZ50|A0A452DZ50_CAPHI
OG0008599	sp|Q8CH72|TRI32_MOUSE	tr|A0A452E1C7|A0A452E1C7_CAPHI
OG0008600	sp|Q6NS65|GPR17_MOUSE	tr|A0A452E1N3|A0A452E1N3_CAPHI
OG0008601	sp|P58334|KLF16_MOUSE	tr|A0A452E256|A0A452E256_CAPHI
OG0008602	sp|Q9R233|TPSN_MOUSE	tr|A0A452E2J8|A0A452E2J8_CAPHI
OG0008603	sp|Q8C790|F221A_MOUSE	tr|A0A452E3M8|A0A452E3M8_CAPHI
OG0008604	sp|P49003|BMP5_MOUSE	tr|A0A452E3P9|A0A452E3P9_CAPHI
OG0008605	sp|P63044|VAMP2_MOUSE	tr|A0A452E3V8|A0A452E3V8_CAPHI
OG0008606	sp|Q9Z0V8|TI17A_MOUSE	tr|A0A452E638|A0A452E638_CAPHI
OG0008607	sp|B2RXA1|PLCX2_MOUSE	tr|A0A452E8K8|A0A452E8K8_CAPHI
OG0008608	sp|Q5MPP0|FA2H_MOUSE	tr|A0A452EAY8|A0A452EAY8_CAPHI
OG0008609	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A452EBH8|A0A452EBH8_CAPHI
OG0008610	sp|Q80UU2|RPP38_MOUSE	tr|A0A452ECW6|A0A452ECW6_CAPHI
OG0008611	sp|Q99ME3|SNCAP_MOUSE	tr|A0A452EF35|A0A452EF35_CAPHI
OG0008612	sp|O35973|PER1_MOUSE	tr|A0A452EFU2|A0A452EFU2_CAPHI
OG0008613	sp|P29452|CASP1_MOUSE	tr|A0A452EH44|A0A452EH44_CAPHI
OG0008614	sp|O54908|DKK1_MOUSE	tr|A0A452EMK4|A0A452EMK4_CAPHI
OG0008615	tr|D3YXK0|D3YXK0_MOUSE	tr|A0A452ENE0|A0A452ENE0_CAPHI
OG0008616	sp|Q99NB8|UBQL4_MOUSE	tr|A0A452EPG3|A0A452EPG3_CAPHI
OG0008617	sp|Q8C1W1|VASH1_MOUSE	tr|A0A452EPH8|A0A452EPH8_CAPHI
OG0008618	sp|P12961|7B2_MOUSE	tr|A0A452ESI7|A0A452ESI7_CAPHI
OG0008619	sp|Q99L48|NMD3_MOUSE	tr|A0A452ET23|A0A452ET23_CAPHI
OG0008620	sp|P63030|MPC1_MOUSE	tr|A0A452ET71|A0A452ET71_CAPHI
OG0008621	sp|P42337|PK3CA_MOUSE	tr|A0A452EUC1|A0A452EUC1_CAPHI
OG0008622	sp|P35438|NMDZ1_MOUSE	tr|A0A452EUL1|A0A452EUL1_CAPHI
OG0008623	sp|B1ATG9|TIKI2_MOUSE	tr|A0A452EV31|A0A452EV31_CAPHI
OG0008624	sp|Q8BRG8|TM209_MOUSE	tr|A0A452EWQ0|A0A452EWQ0_CAPHI
OG0008625	sp|Q8C5U4|SPEM2_MOUSE	tr|A0A452EWQ2|A0A452EWQ2_CAPHI
OG0008626	sp|Q8CFZ4|GPC3_MOUSE	tr|A0A452F564|A0A452F564_CAPHI
OG0008627	sp|Q8BP74|PSTK_MOUSE	tr|A0A452F6K0|A0A452F6K0_CAPHI
OG0008628	sp|Q8R5A0|SMYD2_MOUSE	tr|A0A452F760|A0A452F760_CAPHI
OG0008629	sp|Q05910|ADAM8_MOUSE	tr|A0A452F8R1|A0A452F8R1_CAPHI
OG0008630	sp|Q8BRM2|GORAB_MOUSE	tr|A0A452F9F0|A0A452F9F0_CAPHI
OG0008631	sp|Q920N2|BPL1_MOUSE	tr|A0A452F9G2|A0A452F9G2_CAPHI
OG0008632	sp|Q9Z2E5|ATOH7_MOUSE	tr|A0A452FBL2|A0A452FBL2_CAPHI
OG0008633	sp|Q04888|SOX10_MOUSE	tr|A0A452FCN7|A0A452FCN7_CAPHI
OG0008634	sp|P52503|NDUS6_MOUSE	tr|A0A452FDC1|A0A452FDC1_CAPHI
OG0008635	sp|Q9CR20|IR3IP_MOUSE	tr|A0A452FE54|A0A452FE54_CAPHI
OG0008636	sp|Q924W9|RBTN1_MOUSE	tr|A0A452FF27|A0A452FF27_CAPHI
OG0008637	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A452FFL0|A0A452FFL0_CAPHI
OG0008638	sp|Q8K1L6|CP074_MOUSE	tr|A0A452FH81|A0A452FH81_CAPHI
OG0008639	sp|Q8VBW1|SC6A8_MOUSE	tr|A0A452FI53|A0A452FI53_CAPHI
OG0008640	sp|Q91ZJ5|UGPA_MOUSE	tr|A0A452FKI3|A0A452FKI3_CAPHI
OG0008641	sp|P27641|XRCC5_MOUSE	tr|A0A452FM26|A0A452FM26_CAPHI
OG0008642	sp|Q9JIY0|PKHO1_MOUSE	tr|A0A452FNE2|A0A452FNE2_CAPHI
OG0008643	sp|A2BDX4|KCNG1_MOUSE	tr|A0A452FU51|A0A452FU51_CAPHI
OG0008644	sp|Q8R1G2|CMBL_MOUSE	tr|A0A452FU67|A0A452FU67_CAPHI
OG0008645	sp|Q6PCN7|HLTF_MOUSE	tr|A0A452FWS8|A0A452FWS8_CAPHI
OG0008646	sp|Q8R4W6|PCOC2_MOUSE	tr|A0A452FWZ7|A0A452FWZ7_CAPHI
OG0008647	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A452FYC8|A0A452FYC8_CAPHI
OG0008648	sp|Q8R1Q8|DC1L1_MOUSE	tr|A0A452FZ41|A0A452FZ41_CAPHI
OG0008649	sp|Q8C0D4|RHG12_MOUSE	tr|A0A452FZH1|A0A452FZH1_CAPHI
OG0008650	sp|P52019|ERG1_MOUSE	tr|A0A452G1Z7|A0A452G1Z7_CAPHI
OG0008651	sp|P51829|ADCY7_MOUSE	tr|A0A452G200|A0A452G200_CAPHI
OG0008652	sp|Q60748|CRFR2_MOUSE	tr|A0A452G3G3|A0A452G3G3_CAPHI
OG0008653	sp|P70166|CPEB1_MOUSE	tr|A0A452G5L9|A0A452G5L9_CAPHI
OG0008654	sp|P21855|CD72_MOUSE	tr|A0A452G7Q3|A0A452G7Q3_CAPHI
OG0008655	sp|Q3TBW2|RM10_MOUSE	tr|A0A452GAC6|A0A452GAC6_CAPHI
OG0008656	sp|Q62351|TFR1_MOUSE	tr|A0A452GAH5|A0A452GAH5_CAPHI
OG0008657	tr|A2A8R0|A2A8R0_MOUSE	tr|A0A452GAR7|A0A452GAR7_CAPHI
OG0008658	sp|Q9DB15|RM12_MOUSE	tr|A0A452GBH0|A0A452GBH0_CAPHI
OG0008659	sp|Q8K019|BCLF1_MOUSE	tr|A0A452DLV9|A0A452DLV9_CAPHI
OG0008660	sp|Q61345|FOXD1_MOUSE	tr|A0A452DN80|A0A452DN80_CAPHI
OG0008661	sp|Q80V53|CHSTE_MOUSE	tr|A0A452DR63|A0A452DR63_CAPHI
OG0008662	sp|Q99LL3|CHSTC_MOUSE	tr|A0A452DRR3|A0A452DRR3_CAPHI
OG0008663	sp|Q3UHX9|CI114_MOUSE	tr|A0A452E283|A0A452E283_CAPHI
OG0008664	sp|Q8CCS2|NALF1_MOUSE	tr|A0A452E8H6|A0A452E8H6_CAPHI
OG0008665	sp|Q9QY23|PKP3_MOUSE	tr|A0A452E8M2|A0A452E8M2_CAPHI
OG0008666	sp|Q8CDJ8|STON1_MOUSE	tr|A0A452EFY8|A0A452EFY8_CAPHI
OG0008667	sp|Q8CB19|PHTF2_MOUSE	tr|A0A452EIQ0|A0A452EIQ0_CAPHI
OG0008668	sp|Q3TIU4|PDE12_MOUSE	tr|A0A452EK59|A0A452EK59_CAPHI
