Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0006566	sp|Q6P7W5|SEN2_MOUSE	tr|A0A1U8CS59|A0A1U8CS59_MESAU
OG0006567	sp|O35143|ATIF1_MOUSE	tr|A0A1U8CVF2|A0A1U8CVF2_MESAU
OG0006568	sp|Q3U827|RN180_MOUSE	tr|A0A3Q0CHT7|A0A3Q0CHT7_MESAU
OG0006569	sp|Q62407|SPEG_MOUSE	tr|A0A3Q0CK86|A0A3Q0CK86_MESAU
OG0006570	sp|Q8CIB6|TM230_MOUSE	tr|A0A3Q0CMW1|A0A3Q0CMW1_MESAU
OG0006571	sp|Q9D5V5|CUL5_MOUSE	tr|A0A3Q0CP70|A0A3Q0CP70_MESAU
OG0006572	sp|Q5SSW2|PSME4_MOUSE	tr|A0A3Q0CSC0|A0A3Q0CSC0_MESAU
OG0006573	sp|Q8CIM8|INT4_MOUSE	tr|A0A3Q0CWT7|A0A3Q0CWT7_MESAU
OG0006574	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A3Q0CXS2|A0A3Q0CXS2_MESAU
OG0006575	sp|Q8BZ52|FSD2_MOUSE	tr|A0A3Q0CYR9|A0A3Q0CYR9_MESAU
OG0006576	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE	tr|A0A3Q0D0U5|A0A3Q0D0U5_MESAU
OG0006577	sp|Q7TSV9|ENKD1_MOUSE	tr|A0A3Q0D1Q2|A0A3Q0D1Q2_MESAU
OG0006578	sp|Q91X46|ARHG3_MOUSE	tr|A0A3Q0D310|A0A3Q0D310_MESAU
OG0006579	sp|Q9CWF6|BBS2_MOUSE	tr|A0A3Q0D4F1|A0A3Q0D4F1_MESAU
OG0006580	sp|Q0QWG9|GRD2I_MOUSE	tr|A0A3Q0D652|A0A3Q0D652_MESAU
OG0006581	sp|Q6PDX6|RN220_MOUSE	tr|A0A3Q0D8W1|A0A3Q0D8W1_MESAU
OG0006582	sp|Q8BHP7|OLM2A_MOUSE	tr|A0A3Q0DAA0|A0A3Q0DAA0_MESAU
OG0006583	sp|Q61712|DNJC1_MOUSE	tr|A0A3Q0DBX9|A0A3Q0DBX9_MESAU
OG0006584	tr|Q9D9C0|Q9D9C0_MOUSE	tr|A0A3Q0DCQ7|A0A3Q0DCQ7_MESAU
OG0006585	sp|Q80VJ8|KASH5_MOUSE	tr|A0A3Q0DF89|A0A3Q0DF89_MESAU
OG0006586	sp|Q8K2W9|CN093_MOUSE	tr|A0A3Q0DHY8|A0A3Q0DHY8_MESAU
OG0006587	sp|Q6GQT5|T151A_MOUSE	tr|A0A1U7Q2V2|A0A1U7Q2V2_MESAU
OG0006588	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A1U7Q2Y7|A0A1U7Q2Y7_MESAU
OG0006589	sp|Q80X85|RT07_MOUSE	tr|A0A1U7Q5K7|A0A1U7Q5K7_MESAU
OG0006590	sp|P48318|DCE1_MOUSE	tr|A0A1U7Q5Z1|A0A1U7Q5Z1_MESAU
OG0006591	sp|P56959|FUS_MOUSE	tr|A0A1U7Q6P8|A0A1U7Q6P8_MESAU
OG0006592	sp|P40224|SDF1_MOUSE	tr|A0A1U7Q6V3|A0A1U7Q6V3_MESAU
OG0006593	tr|Q9DAY6|Q9DAY6_MOUSE	tr|A0A1U7Q7I3|A0A1U7Q7I3_MESAU
OG0006594	sp|P58742|AAAS_MOUSE	tr|A0A1U7Q860|A0A1U7Q860_MESAU
OG0006595	sp|P31996|CD68_MOUSE	tr|A0A1U7Q8F3|A0A1U7Q8F3_MESAU
OG0006596	sp|Q61206|PA1B2_MOUSE	tr|A0A1U7QAE4|A0A1U7QAE4_MESAU
OG0006597	sp|Q8C0T7|MFSD9_MOUSE	tr|A0A1U7QBE6|A0A1U7QBE6_MESAU
OG0006598	sp|Q9JJT9|PHAX_MOUSE	tr|A0A1U7QBZ6|A0A1U7QBZ6_MESAU
OG0006599	sp|Q8K194|SNR27_MOUSE	tr|A0A1U7QCS8|A0A1U7QCS8_MESAU
OG0006600	sp|Q9JLJ2|AL9A1_MOUSE	tr|A0A1U7QD86|A0A1U7QD86_MESAU
OG0006601	sp|Q8K4P0|WDR33_MOUSE	tr|A0A1U7QDK8|A0A1U7QDK8_MESAU
OG0006602	sp|Q8BNQ3|G137B_MOUSE	tr|A0A1U7QDV2|A0A1U7QDV2_MESAU
OG0006603	sp|Q9CQH8|RPP14_MOUSE	tr|A0A1U7QEN0|A0A1U7QEN0_MESAU
OG0006604	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A1U7QEN6|A0A1U7QEN6_MESAU
OG0006605	sp|Q08501|PRLR_MOUSE	tr|A0A1U7QFQ1|A0A1U7QFQ1_MESAU
OG0006606	sp|Q8BZL8|LMO3_MOUSE	tr|A0A1U7QFQ3|A0A1U7QFQ3_MESAU
OG0006607	tr|E9Q5P8|E9Q5P8_MOUSE	tr|A0A1U7QG06|A0A1U7QG06_MESAU
OG0006608	sp|Q91X56|S1PR5_MOUSE	tr|A0A1U7QGT4|A0A1U7QGT4_MESAU
OG0006609	sp|Q9D2C7|BI1_MOUSE	tr|A0A1U7QGW1|A0A1U7QGW1_MESAU
OG0006610	sp|P34057|RECO_MOUSE	tr|A0A1U7QHK7|A0A1U7QHK7_MESAU
OG0006611	sp|A2AKM2|HACD4_MOUSE	tr|A0A1U7QHY7|A0A1U7QHY7_MESAU
OG0006612	sp|Q7TS99|HELT_MOUSE	tr|A0A1U7QID2|A0A1U7QID2_MESAU
OG0006613	sp|Q9DB70|FUND1_MOUSE	tr|A0A1U7QK27|A0A1U7QK27_MESAU
OG0006614	sp|Q7TMY4|THOC7_MOUSE	tr|A0A1U7QLF9|A0A1U7QLF9_MESAU
OG0006615	sp|Q9ESN3|PGAP6_MOUSE	tr|A0A1U7QLQ7|A0A1U7QLQ7_MESAU
OG0006616	sp|Q3TQQ9|CA112_MOUSE	tr|A0A1U7QNW5|A0A1U7QNW5_MESAU
OG0006617	sp|D3Z6S9|ERIP6_MOUSE	tr|A0A1U7QP66|A0A1U7QP66_MESAU
OG0006618	sp|Q3KQJ0|TMM69_MOUSE	tr|A0A1U7QQ42|A0A1U7QQ42_MESAU
OG0006619	sp|Q04742|EMX1_MOUSE	tr|A0A1U7QQU5|A0A1U7QQU5_MESAU
OG0006620	sp|Q91VL9|ZBTB1_MOUSE	tr|A0A1U7QTM1|A0A1U7QTM1_MESAU
OG0006621	sp|Q9CQY8|T4S20_MOUSE	tr|A0A1U7QWM9|A0A1U7QWM9_MESAU
OG0006622	sp|Q8K1H7|T11L2_MOUSE	tr|A0A1U7QYN2|A0A1U7QYN2_MESAU
OG0006623	sp|Q07230|ZSCA2_MOUSE	tr|A0A1U7QZD7|A0A1U7QZD7_MESAU
OG0006624	sp|P00520|ABL1_MOUSE	tr|A0A1U7R1K5|A0A1U7R1K5_MESAU
OG0006625	sp|Q02152|5HT2B_MOUSE	tr|A0A1U7R9P5|A0A1U7R9P5_MESAU
OG0006626	sp|Q920B9|SP16H_MOUSE	tr|A0A1U7REG4|A0A1U7REG4_MESAU
OG0006627	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A1U7REZ7|A0A1U7REZ7_MESAU
OG0006628	sp|Q8CJ67|STAU2_MOUSE	tr|A0A1U8BFV6|A0A1U8BFV6_MESAU
OG0006629	sp|Q811M1|RHG15_MOUSE	tr|A0A1U8BPE8|A0A1U8BPE8_MESAU
OG0006630	sp|Q91YP1|BN3D2_MOUSE	tr|A0A1U8BSJ6|A0A1U8BSJ6_MESAU
OG0006631	tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|A0A1U8BVJ0|A0A1U8BVJ0_MESAU
OG0006632	sp|P60007|APC15_MOUSE	tr|A0A1U8BX34|A0A1U8BX34_MESAU
OG0006633	sp|Q6PHN1|CCD57_MOUSE	tr|A0A1U8BYM4|A0A1U8BYM4_MESAU
OG0006634	sp|Q9D4V3|CCD83_MOUSE	tr|A0A1U8C018|A0A1U8C018_MESAU
OG0006635	sp|P70261|PALD_MOUSE	tr|A0A1U8C0U4|A0A1U8C0U4_MESAU
OG0006636	sp|Q80VD1|FA98B_MOUSE	tr|A0A1U8C3N6|A0A1U8C3N6_MESAU
OG0006637	sp|Q9D7V2|LYSM2_MOUSE	tr|A0A1U8C7D4|A0A1U8C7D4_MESAU
OG0006638	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A1U8CJI6|A0A1U8CJI6_MESAU
OG0006639	tr|E9Q4R4|E9Q4R4_MOUSE	tr|A0A1U8CPU1|A0A1U8CPU1_MESAU
OG0006640	sp|P23336|GGTA1_MOUSE	tr|A0A1U8CPZ4|A0A1U8CPZ4_MESAU
OG0006641	sp|Q61847|MEP1B_MOUSE	tr|A0A1U8CRC2|A0A1U8CRC2_MESAU
OG0006642	sp|Q8R4H4|CBPA5_MOUSE	tr|A0A1U8CYP7|A0A1U8CYP7_MESAU
OG0006643	sp|Q3UDP0|WDR41_MOUSE	tr|A0A1U8D0M7|A0A1U8D0M7_MESAU
OG0006644	sp|Q8BGJ3|CQ100_MOUSE	tr|A0A3Q0CFY3|A0A3Q0CFY3_MESAU
OG0006645	sp|Q5NCY0|KDM6B_MOUSE	tr|A0A3Q0CG20|A0A3Q0CG20_MESAU
OG0006646	sp|O35127|C10_MOUSE	tr|A0A3Q0CI18|A0A3Q0CI18_MESAU
OG0006647	sp|O35719|RA51B_MOUSE	tr|A0A3Q0CPD9|A0A3Q0CPD9_MESAU
OG0006648	sp|Q8C5V0|SPT32_MOUSE	tr|A0A3Q0CPL2|A0A3Q0CPL2_MESAU
OG0006649	sp|B1AT66|MOT7_MOUSE	tr|A0A3Q0CPZ3|A0A3Q0CPZ3_MESAU
OG0006650	sp|Q9QZI8|SERC1_MOUSE	tr|A0A3Q0CWZ0|A0A3Q0CWZ0_MESAU
OG0006651	tr|A2ADM8|A2ADM8_MOUSE	tr|A0A3Q0CXK9|A0A3Q0CXK9_MESAU
OG0006652	sp|Q76HL1|PRS43_MOUSE	tr|A0A3Q0CY11|A0A3Q0CY11_MESAU
OG0006653	sp|F2Z461|HERC6_MOUSE	tr|A0A3Q0D188|A0A3Q0D188_MESAU
OG0006654	sp|Q03173|ENAH_MOUSE	tr|A0A3Q0D3T0|A0A3Q0D3T0_MESAU
OG0006655	sp|Q9DC40|TELO2_MOUSE	tr|A0A3Q0D5F5|A0A3Q0D5F5_MESAU
OG0006656	sp|Q7TQ33|RGMB_MOUSE	tr|A0A3Q0D7R3|A0A3Q0D7R3_MESAU
OG0006657	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A3Q0DBT4|A0A3Q0DBT4_MESAU
OG0006658	sp|Q8K1C0|ANGE2_MOUSE	tr|A0A3Q0DCG1|A0A3Q0DCG1_MESAU
OG0006659	sp|Q64527|WNT8A_MOUSE	tr|A0A1U7Q3B2|A0A1U7Q3B2_MESAU
OG0006660	sp|Q9WTV6|UBP18_MOUSE	tr|A0A1U7Q3L4|A0A1U7Q3L4_MESAU
OG0006661	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A1U7Q4G8|A0A1U7Q4G8_MESAU
OG0006662	sp|Q9QYY7|ESM1_MOUSE	tr|A0A1U7Q6A8|A0A1U7Q6A8_MESAU
OG0006663	sp|E9Q612|PTPRO_MOUSE	tr|A0A1U7Q8P9|A0A1U7Q8P9_MESAU
OG0006664	tr|J3QNB7|J3QNB7_MOUSE	tr|A0A1U7Q969|A0A1U7Q969_MESAU
OG0006665	sp|A2BDX3|MOCS3_MOUSE	tr|A0A1U7QA75|A0A1U7QA75_MESAU
OG0006666	sp|O09009|RFNG_MOUSE	tr|A0A1U7QAT3|A0A1U7QAT3_MESAU
OG0006667	sp|Q9DAK8|LRC51_MOUSE	tr|A0A1U7QBL6|A0A1U7QBL6_MESAU
OG0006668	sp|P43687|HMX2_MOUSE	tr|A0A1U7QBV2|A0A1U7QBV2_MESAU
OG0006669	sp|Q4KL13|CN028_MOUSE	tr|A0A1U7QGM8|A0A1U7QGM8_MESAU
OG0006670	sp|Q3TTY0|PLB1_MOUSE	tr|A0A1U7QGS4|A0A1U7QGS4_MESAU
OG0006671	sp|Q3UG20|KMT2E_MOUSE	tr|A0A1U7QKJ6|A0A1U7QKJ6_MESAU
OG0006672	tr|Q8CDV4|Q8CDV4_MOUSE	tr|A0A1U7QPF8|A0A1U7QPF8_MESAU
OG0006673	sp|Q7TNS7|ASIC4_MOUSE	tr|A0A1U7QPP3|A0A1U7QPP3_MESAU
OG0006674	sp|Q9DCQ3|GOT1A_MOUSE	tr|A0A1U7QRW9|A0A1U7QRW9_MESAU
OG0006675	sp|Q9JJB9|TM183_MOUSE	tr|A0A1U7QRY2|A0A1U7QRY2_MESAU
OG0006676	sp|Q9EP71|RAI14_MOUSE	tr|A0A1U7QS40|A0A1U7QS40_MESAU
OG0006677	sp|Q64674|SPEE_MOUSE	tr|A0A1U7QUF2|A0A1U7QUF2_MESAU
OG0006678	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A1U7QUM3|A0A1U7QUM3_MESAU
OG0006679	sp|Q5UBV8|TNF15_MOUSE	tr|A0A1U7QUT3|A0A1U7QUT3_MESAU
OG0006680	sp|Q9ESG4|CLTRN_MOUSE	tr|A0A1U7QVZ2|A0A1U7QVZ2_MESAU
OG0006681	sp|Q9D3S5|NXRD1_MOUSE	tr|A0A1U7QZ32|A0A1U7QZ32_MESAU
OG0006682	sp|Q8C419|GP158_MOUSE	tr|A0A1U7QZW2|A0A1U7QZW2_MESAU
OG0006683	sp|Q9DBN4|P33MX_MOUSE	tr|A0A1U7R2X6|A0A1U7R2X6_MESAU
OG0006684	sp|O08999|LTBP2_MOUSE	tr|A0A1U7R305|A0A1U7R305_MESAU
OG0006685	sp|P48356|LEPR_MOUSE	tr|A0A1U7R3E9|A0A1U7R3E9_MESAU
OG0006686	sp|Q80V70|MEGF6_MOUSE	tr|A0A1U7R4R9|A0A1U7R4R9_MESAU
OG0006687	sp|Q9CX56|PSMD8_MOUSE	tr|A0A1U7R5B2|A0A1U7R5B2_MESAU
OG0006688	sp|Q8BII1|PROX2_MOUSE	tr|A0A1U7R5L6|A0A1U7R5L6_MESAU
OG0006689	sp|Q9DA17|TSG13_MOUSE	tr|A0A1U7R5P9|A0A1U7R5P9_MESAU
OG0006690	sp|O35730|RING1_MOUSE	tr|A0A1U7RGM6|A0A1U7RGM6_MESAU
OG0006691	sp|Q9QXJ1|APBB1_MOUSE	tr|A0A1U7RHM7|A0A1U7RHM7_MESAU
OG0006692	tr|F8VQ70|F8VQ70_MOUSE	tr|A0A1U8BM88|A0A1U8BM88_MESAU
OG0006693	sp|Q60700|M3K12_MOUSE	tr|A0A1U8BU24|A0A1U8BU24_MESAU
OG0006694	sp|P70186|EPYC_MOUSE	tr|A0A1U8BUX5|A0A1U8BUX5_MESAU
OG0006695	sp|Q8BTC1|BWNIN_MOUSE	tr|A0A1U8BV25|A0A1U8BV25_MESAU
OG0006696	sp|P30875|SSR2_MOUSE	tr|A0A1U8BZJ2|A0A1U8BZJ2_MESAU
OG0006697	sp|Q80Z25|OFD1_MOUSE	tr|A0A1U8C0G7|A0A1U8C0G7_MESAU
OG0006698	sp|Q8BKT3|GCFC2_MOUSE	tr|A0A1U8C5H1|A0A1U8C5H1_MESAU
OG0006699	sp|Q9ER75|IRX6_MOUSE	tr|A0A1U8CA92|A0A1U8CA92_MESAU
OG0006700	sp|Q6P2K3|CF20D_MOUSE	tr|A0A1U8CC73|A0A1U8CC73_MESAU
OG0006701	sp|Q9CQN1|TRAP1_MOUSE	tr|A0A1U8CFG8|A0A1U8CFG8_MESAU
OG0006702	sp|Q9Z1X0|CCL27_MOUSE	tr|A0A1U8CHF3|A0A1U8CHF3_MESAU
OG0006703	sp|Q3ULB5|PAK6_MOUSE	tr|A0A1U8CI20|A0A1U8CI20_MESAU
OG0006704	sp|Q8BRB7|KAT6B_MOUSE	tr|A0A1U8CJE8|A0A1U8CJE8_MESAU
OG0006705	sp|Q80YR6|CTIP_MOUSE	tr|A0A1U8CRA8|A0A1U8CRA8_MESAU
OG0006706	tr|O08643|O08643_MOUSE	tr|A0A1U8CRM4|A0A1U8CRM4_MESAU
OG0006707	sp|Q9D1F3|EOLA1_MOUSE	tr|A0A1U8CZS9|A0A1U8CZS9_MESAU
OG0006708	sp|Q9D9B0|CCD70_MOUSE	tr|A0A1U8D142|A0A1U8D142_MESAU
OG0006709	sp|Q8VCR9|OCEL1_MOUSE	tr|A0A3Q0CF67|A0A3Q0CF67_MESAU
OG0006710	sp|O89050|MKLN1_MOUSE	tr|A0A3Q0CFK8|A0A3Q0CFK8_MESAU
OG0006711	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A3Q0CHS8|A0A3Q0CHS8_MESAU
OG0006712	sp|Q9CWU9|NUP37_MOUSE	tr|A0A3Q0CNI5|A0A3Q0CNI5_MESAU
OG0006713	sp|Q9DAM1|LRC34_MOUSE	tr|A0A3Q0CPI1|A0A3Q0CPI1_MESAU
OG0006714	sp|Q4PJX1|ODR4_MOUSE	tr|A0A3Q0CQN1|A0A3Q0CQN1_MESAU
OG0006715	sp|Q6ZWQ0|SYNE2_MOUSE	tr|A0A3Q0CUV9|A0A3Q0CUV9_MESAU
OG0006716	sp|Q922S8|KIF2C_MOUSE	tr|A0A3Q0CV37|A0A3Q0CV37_MESAU
OG0006717	tr|G3X9Z4|G3X9Z4_MOUSE	tr|A0A3Q0CWS7|A0A3Q0CWS7_MESAU
OG0006718	sp|Q8VE70|PDC10_MOUSE	tr|A0A3Q0D1E9|A0A3Q0D1E9_MESAU
OG0006719	sp|Q8BVW3|TRI14_MOUSE	tr|A0A3Q0D3U6|A0A3Q0D3U6_MESAU
OG0006720	sp|Q9QUL7|TRYG1_MOUSE	tr|A0A3Q0D8I0|A0A3Q0D8I0_MESAU
OG0006721	sp|Q9CXT8|MPPB_MOUSE	tr|A0A3Q0D8J7|A0A3Q0D8J7_MESAU
OG0006722	sp|Q8BNY6|NCS1_MOUSE	tr|A0A3Q0DHS5|A0A3Q0DHS5_MESAU
OG0006723	sp|Q149L7|CRTAM_MOUSE	tr|A0A1U7Q569|A0A1U7Q569_MESAU
OG0006724	sp|Q9CPS6|HINT3_MOUSE	tr|A0A1U7Q6K1|A0A1U7Q6K1_MESAU
OG0006725	tr|Q6P6L6|Q6P6L6_MOUSE	tr|A0A1U7Q890|A0A1U7Q890_MESAU
OG0006726	sp|Q8K3C0|RNK_MOUSE	tr|A0A1U7Q8D8|A0A1U7Q8D8_MESAU
OG0006727	sp|Q9EST8|IKBZ_MOUSE	tr|A0A1U7QAN1|A0A1U7QAN1_MESAU
OG0006728	sp|O54790|MAFG_MOUSE	tr|A0A1U7QAT7|A0A1U7QAT7_MESAU
OG0006729	sp|P18242|CATD_MOUSE	tr|A0A1U7QBN0|A0A1U7QBN0_MESAU
OG0006730	sp|Q8BG75|TM198_MOUSE	tr|A0A1U7QBR6|A0A1U7QBR6_MESAU
OG0006731	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A1U7QC60|A0A1U7QC60_MESAU
OG0006732	sp|Q8BQB4|FJX1_MOUSE	tr|A0A1U7QCR2|A0A1U7QCR2_MESAU
OG0006733	sp|Q61584|FXR1_MOUSE	tr|A0A1U7QCZ1|A0A1U7QCZ1_MESAU
OG0006734	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A1U7QF13|A0A1U7QF13_MESAU
OG0006735	sp|Q8R015|BL1S5_MOUSE	tr|A0A1U7QHU9|A0A1U7QHU9_MESAU
OG0006736	sp|Q1H9T6|TZAP_MOUSE	tr|A0A1U7QHY0|A0A1U7QHY0_MESAU
OG0006737	sp|Q8VEJ1|GPN2_MOUSE	tr|A0A1U7QIE2|A0A1U7QIE2_MESAU
OG0006738	sp|Q8CBR6|TSK_MOUSE	tr|A0A1U7QK90|A0A1U7QK90_MESAU
OG0006739	sp|P70378|FGF11_MOUSE	tr|A0A1U7QKD6|A0A1U7QKD6_MESAU
OG0006740	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A1U7QM92|A0A1U7QM92_MESAU
OG0006741	sp|P54071|IDHP_MOUSE	tr|A0A1U7QNX2|A0A1U7QNX2_MESAU
OG0006742	sp|E9QA62|LMOD3_MOUSE	tr|A0A1U7QR29|A0A1U7QR29_MESAU
OG0006743	sp|P53564|CUX1_MOUSE	tr|A0A1U7QTD4|A0A1U7QTD4_MESAU
OG0006744	sp|O88452|STC2_MOUSE	tr|A0A1U7QVT2|A0A1U7QVT2_MESAU
OG0006745	sp|Q925I4|TS1R2_MOUSE	tr|A0A1U7QXC5|A0A1U7QXC5_MESAU
OG0006746	sp|O54851|CXD2_MOUSE	tr|A0A1U7QXH5|A0A1U7QXH5_MESAU
OG0006747	sp|Q9Z0P4|PALM_MOUSE	tr|A0A1U7QXY2|A0A1U7QXY2_MESAU
OG0006748	sp|Q8C5L3|CNOT2_MOUSE	tr|A0A1U7QXY3|A0A1U7QXY3_MESAU
OG0006749	sp|P35436|NMDE1_MOUSE	tr|A0A1U7QZW6|A0A1U7QZW6_MESAU
OG0006750	sp|Q9WV32|ARC1B_MOUSE	tr|A0A1U7R2Z3|A0A1U7R2Z3_MESAU
OG0006751	sp|Q7TSI0|ZNF12_MOUSE	tr|A0A1U7R318|A0A1U7R318_MESAU
OG0006752	sp|Q8R4F1|NTNG2_MOUSE	tr|A0A1U7R430|A0A1U7R430_MESAU
OG0006753	sp|Q8BXV2|BRI3B_MOUSE	tr|A0A1U7R442|A0A1U7R442_MESAU
OG0006754	sp|Q9D1U0|GRIFN_MOUSE	tr|A0A1U7R5V7|A0A1U7R5V7_MESAU
OG0006755	sp|Q8C3I9|DIK2B_MOUSE	tr|A0A1U7R6N9|A0A1U7R6N9_MESAU
OG0006756	sp|P16330|CN37_MOUSE	tr|A0A1U7R749|A0A1U7R749_MESAU
OG0006757	tr|Q9DAC6|Q9DAC6_MOUSE	tr|A0A1U7R7F3|A0A1U7R7F3_MESAU
OG0006758	sp|O54827|AT10A_MOUSE	tr|A0A1U7R7I1|A0A1U7R7I1_MESAU
OG0006759	sp|Q62504|MINT_MOUSE	tr|A0A1U7R7J6|A0A1U7R7J6_MESAU
OG0006760	sp|Q9D494|TERB2_MOUSE	tr|A0A1U7R9L4|A0A1U7R9L4_MESAU
OG0006761	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A1U7RAX9|A0A1U7RAX9_MESAU
OG0006762	sp|Q3U821|WDR75_MOUSE	tr|A0A1U7RCX1|A0A1U7RCX1_MESAU
OG0006763	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A1U7RDI5|A0A1U7RDI5_MESAU
OG0006764	sp|Q9JKT3|TA2R4_MOUSE	tr|A0A1U7REY6|A0A1U7REY6_MESAU
OG0006765	sp|Q07916|PO6F1_MOUSE	tr|A0A1U8BHL4|A0A1U8BHL4_MESAU
OG0006766	sp|P70429|EVL_MOUSE	tr|A0A1U8BJK2|A0A1U8BJK2_MESAU
OG0006767	sp|P28798|GRN_MOUSE	tr|A0A1U8BNJ0|A0A1U8BNJ0_MESAU
OG0006768	sp|P15702|LEUK_MOUSE	tr|A0A1U8BW40|A0A1U8BW40_MESAU
OG0006769	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A1U8BX74|A0A1U8BX74_MESAU
OG0006770	sp|Q9EQQ4|GPR45_MOUSE	tr|A0A1U8C2X9|A0A1U8C2X9_MESAU
OG0006771	sp|Q7M6Y3|PICAL_MOUSE	tr|A0A1U8C7F9|A0A1U8C7F9_MESAU
OG0006772	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A1U8C824|A0A1U8C824_MESAU
OG0006773	sp|Q8BYH8|CHD9_MOUSE	tr|A0A1U8CAB9|A0A1U8CAB9_MESAU
OG0006774	sp|Q3URD3|SLMAP_MOUSE	tr|A0A1U8CEL4|A0A1U8CEL4_MESAU
OG0006775	sp|Q8C4A5|ASXL3_MOUSE	tr|A0A1U8CLZ7|A0A1U8CLZ7_MESAU
OG0006776	sp|P25688|URIC_MOUSE	tr|A0A1U8CNN0|A0A1U8CNN0_MESAU
OG0006777	sp|Q3TZW0|ECSCR_MOUSE	tr|A0A1U8CRY6|A0A1U8CRY6_MESAU
OG0006778	sp|Q9JI48|PLAC8_MOUSE	tr|A0A1U8CSK6|A0A1U8CSK6_MESAU
OG0006779	tr|Q6NZR5|Q6NZR5_MOUSE	tr|A0A1U8CZJ9|A0A1U8CZJ9_MESAU
OG0006780	sp|B2RV46|SPA6L_MOUSE	tr|A0A3Q0CJZ0|A0A3Q0CJZ0_MESAU
OG0006781	sp|Q5NBU8|XAF1_MOUSE	tr|A0A3Q0CKW2|A0A3Q0CKW2_MESAU
OG0006782	sp|Q9CX63|IL40_MOUSE	tr|A0A3Q0CRP5|A0A3Q0CRP5_MESAU
OG0006783	sp|P41164|ETV1_MOUSE	tr|A0A3Q0CVF4|A0A3Q0CVF4_MESAU
OG0006784	sp|Q3V1M1|IGS10_MOUSE	tr|A0A3Q0CYV5|A0A3Q0CYV5_MESAU
OG0006785	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A3Q0CZQ7|A0A3Q0CZQ7_MESAU
OG0006786	sp|Q3V0M2|LRC36_MOUSE	tr|A0A3Q0CZW2|A0A3Q0CZW2_MESAU
OG0006787	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A3Q0D646|A0A3Q0D646_MESAU
OG0006788	tr|J3QP37|J3QP37_MOUSE	tr|A0A3Q0D9J0|A0A3Q0D9J0_MESAU
OG0006789	sp|Q9ES52|SHIP1_MOUSE	tr|A0A3Q0D9K8|A0A3Q0D9K8_MESAU
OG0006790	sp|A2AIV8|CARD9_MOUSE	tr|A0A3Q0DD13|A0A3Q0DD13_MESAU
OG0006791	sp|Q8C0Q9|RPGF5_MOUSE	tr|A0A3Q0DEK0|A0A3Q0DEK0_MESAU
OG0006792	sp|Q8BWU1|SPRN_MOUSE	tr|A0A1U7Q2Y0|A0A1U7Q2Y0_MESAU
OG0006793	sp|Q3UR32|P2RX3_MOUSE	tr|A0A1U7Q396|A0A1U7Q396_MESAU
OG0006794	sp|Q9DCB3|RN227_MOUSE	tr|A0A1U7Q458|A0A1U7Q458_MESAU
OG0006795	sp|Q9WU66|SFRP5_MOUSE	tr|A0A1U7Q5V5|A0A1U7Q5V5_MESAU
OG0006796	sp|Q80ZN5|CST13_MOUSE	tr|A0A1U7Q894|A0A1U7Q894_MESAU
OG0006797	sp|Q9DA42|CT085_MOUSE	tr|A0A1U7QA91|A0A1U7QA91_MESAU
OG0006798	sp|Q9D306|MGT4C_MOUSE	tr|A0A1U7QAL6|A0A1U7QAL6_MESAU
OG0006799	sp|Q8C092|TAF5_MOUSE	tr|A0A1U7QAM9|A0A1U7QAM9_MESAU
OG0006800	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A1U7QBQ5|A0A1U7QBQ5_MESAU
OG0006801	sp|Q8R555|CRAC1_MOUSE	tr|A0A1U7QD00|A0A1U7QD00_MESAU
OG0006802	sp|Q9JJG5|SRTD2_MOUSE	tr|A0A1U7QE81|A0A1U7QE81_MESAU
OG0006803	sp|Q811P0|S36A3_MOUSE	tr|A0A1U7QHV7|A0A1U7QHV7_MESAU
OG0006804	sp|Q8VD65|PI3R4_MOUSE	tr|A0A1U7QIX3|A0A1U7QIX3_MESAU
OG0006805	sp|Q3V188|ENDOU_MOUSE	tr|A0A1U7QJ78|A0A1U7QJ78_MESAU
OG0006806	tr|J3QP53|J3QP53_MOUSE	tr|A0A1U7QJ87|A0A1U7QJ87_MESAU
OG0006807	sp|P62484|ABI2_MOUSE	tr|A0A1U7QMF0|A0A1U7QMF0_MESAU
