Orthogroup	Mus_musculus	Eschrichtius_robustus
OG0003649	sp|Q9EST3|4ET_MOUSE	tr|A0A2F0BFA9|A0A2F0BFA9_ESCRO
OG0003650	tr|Q63953|Q63953_MOUSE	tr|A0A2F0BFW2|A0A2F0BFW2_ESCRO
OG0003651	sp|Q8VC97|BUP1_MOUSE	tr|A0A2F0BGS7|A0A2F0BGS7_ESCRO
OG0003652	sp|Q80VM9|OTOP1_MOUSE	tr|A0A2F0BGT9|A0A2F0BGT9_ESCRO
OG0003653	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A2F0BH11|A0A2F0BH11_ESCRO
OG0003654	sp|Q8BGY9|SC5A7_MOUSE	tr|A0A2F0BHY3|A0A2F0BHY3_ESCRO
OG0003655	sp|Q60591|NFAC2_MOUSE	tr|A0A2F0BID5|A0A2F0BID5_ESCRO
OG0003656	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A2F0BJT4|A0A2F0BJT4_ESCRO
OG0003657	sp|O55183|STC1_MOUSE	tr|A0A2F0BKD3|A0A2F0BKD3_ESCRO
OG0003658	sp|O35083|PLCA_MOUSE	tr|A0A2F0BKE1|A0A2F0BKE1_ESCRO
OG0003659	sp|Q1EHW4|SAP25_MOUSE	tr|A0A2F0BL58|A0A2F0BL58_ESCRO
OG0003660	sp|Q9D9W0|SPC1L_MOUSE	tr|A0A2F0BLX2|A0A2F0BLX2_ESCRO
OG0003661	sp|P55088|AQP4_MOUSE	tr|A0A2F0BMM4|A0A2F0BMM4_ESCRO
OG0003662	sp|Q9D799|FMT_MOUSE	tr|A0A2F0BMR9|A0A2F0BMR9_ESCRO
OG0003663	sp|P35639|DDIT3_MOUSE	tr|A0A2F0BMX1|A0A2F0BMX1_ESCRO
OG0003664	sp|Q8R310|TMCC3_MOUSE	tr|A0A2F0BNJ1|A0A2F0BNJ1_ESCRO
OG0003665	sp|Q8R4R6|NUP35_MOUSE	tr|A0A2F0BPE1|A0A2F0BPE1_ESCRO
OG0003666	sp|Q504N2|S22AF_MOUSE	tr|A0A2F0BPE2|A0A2F0BPE2_ESCRO
OG0003667	sp|Q9QZU9|UB2L6_MOUSE	tr|A0A2F0BPV4|A0A2F0BPV4_ESCRO
OG0003668	tr|Q9D6S9|Q9D6S9_MOUSE	tr|A0A2F0BPX8|A0A2F0BPX8_ESCRO
OG0003669	sp|Q8BNX1|CLC4G_MOUSE	tr|A0A2F0BQ03|A0A2F0BQ03_ESCRO
OG0003670	sp|Q8BGZ1|HPCL4_MOUSE	tr|A0A2F0AUJ2|A0A2F0AUJ2_ESCRO
OG0003671	sp|Q9CYG7|TOM34_MOUSE	tr|A0A2F0AUR8|A0A2F0AUR8_ESCRO
OG0003672	sp|Q8BU51|BPIB6_MOUSE	tr|A0A2F0AVJ7|A0A2F0AVJ7_ESCRO
OG0003673	sp|Q64326|ACTHR_MOUSE	tr|A0A2F0AVZ9|A0A2F0AVZ9_ESCRO
OG0003674	sp|Q9WUP0|RAMP2_MOUSE	tr|A0A2F0AXQ2|A0A2F0AXQ2_ESCRO
OG0003675	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A2F0AXU5|A0A2F0AXU5_ESCRO
OG0003676	sp|P48756|GIP_MOUSE	tr|A0A2F0AY13|A0A2F0AY13_ESCRO
OG0003677	sp|P50637|TSPO_MOUSE	tr|A0A2F0AYJ4|A0A2F0AYJ4_ESCRO
OG0003678	sp|O54836|ZMAT3_MOUSE	tr|A0A2F0AZ55|A0A2F0AZ55_ESCRO
OG0003679	sp|Q9D4G1|CU062_MOUSE	tr|A0A2F0AZA9|A0A2F0AZA9_ESCRO
OG0003680	sp|Q91VW5|GOGA4_MOUSE	tr|A0A2F0B032|A0A2F0B032_ESCRO
OG0003681	sp|Q8BMQ3|BNC2_MOUSE	tr|A0A2F0B0U8|A0A2F0B0U8_ESCRO
OG0003682	sp|P62073|TIM10_MOUSE	tr|A0A2F0B2H2|A0A2F0B2H2_ESCRO
OG0003683	sp|Q91YI1|ATG13_MOUSE	tr|A0A2F0B351|A0A2F0B351_ESCRO
OG0003684	sp|Q9WTK7|STK11_MOUSE	tr|A0A2F0B436|A0A2F0B436_ESCRO
OG0003685	sp|Q501J2|ANKMT_MOUSE	tr|A0A2F0B4G1|A0A2F0B4G1_ESCRO
OG0003686	sp|Q8K3P1|P2RX2_MOUSE	tr|A0A2F0B5V4|A0A2F0B5V4_ESCRO
OG0003687	sp|Q99JX4|EIF3M_MOUSE	tr|A0A2F0B6B7|A0A2F0B6B7_ESCRO
OG0003688	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A2F0B6V2|A0A2F0B6V2_ESCRO
OG0003689	sp|Q6P3B2|UBAD1_MOUSE	tr|A0A2F0B744|A0A2F0B744_ESCRO
OG0003690	sp|P06804|TNFA_MOUSE	tr|A0A2F0B7G0|A0A2F0B7G0_ESCRO
OG0003691	sp|Q91ZU1|ASB6_MOUSE	tr|A0A2F0B7I3|A0A2F0B7I3_ESCRO
OG0003692	sp|Q60829|PPR1B_MOUSE	tr|A0A2F0B7Q2|A0A2F0B7Q2_ESCRO
OG0003693	sp|Q9JLI8|SART3_MOUSE	tr|A0A2F0B7S9|A0A2F0B7S9_ESCRO
OG0003694	sp|Q69ZN6|GNPTA_MOUSE	tr|A0A2F0B7Y0|A0A2F0B7Y0_ESCRO
OG0003695	sp|P55097|CATK_MOUSE	tr|A0A2F0BA03|A0A2F0BA03_ESCRO
OG0003696	sp|Q6ZWX0|ASTER_MOUSE	tr|A0A2F0BAP3|A0A2F0BAP3_ESCRO
OG0003697	sp|Q61559|FCGRN_MOUSE	tr|A0A2F0BAV3|A0A2F0BAV3_ESCRO
OG0003698	sp|Q07235|GDN_MOUSE	tr|A0A2F0BB35|A0A2F0BB35_ESCRO
OG0003699	sp|Q8VHF2|CDHR5_MOUSE	tr|A0A2F0BBL0|A0A2F0BBL0_ESCRO
OG0003700	sp|P97930|KTHY_MOUSE	tr|A0A2F0BBT5|A0A2F0BBT5_ESCRO
OG0003701	sp|Q80V85|TRI62_MOUSE	tr|A0A2F0BC18|A0A2F0BC18_ESCRO
OG0003702	sp|P20334|TNR9_MOUSE	tr|A0A2F0BC31|A0A2F0BC31_ESCRO
OG0003703	sp|Q05A62|DNAL1_MOUSE	tr|A0A2F0BC32|A0A2F0BC32_ESCRO
OG0003704	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A2F0BC49|A0A2F0BC49_ESCRO
OG0003705	sp|P62317|SMD2_MOUSE	tr|A0A2F0BC58|A0A2F0BC58_ESCRO
OG0003706	sp|Q8C636|SPT16_MOUSE	tr|A0A2F0BC82|A0A2F0BC82_ESCRO
OG0003707	sp|Q8C9E8|CAHM6_MOUSE	tr|A0A2F0BCI1|A0A2F0BCI1_ESCRO
OG0003708	sp|Q8BMS4|COQ3_MOUSE	tr|A0A2F0BCJ9|A0A2F0BCJ9_ESCRO
OG0003709	sp|Q9JJA4|WDR12_MOUSE	tr|A0A2F0BCL1|A0A2F0BCL1_ESCRO
OG0003710	sp|P11672|NGAL_MOUSE	tr|A0A2F0BCL9|A0A2F0BCL9_ESCRO
OG0003711	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A2F0BDH4|A0A2F0BDH4_ESCRO
OG0003712	sp|P10629|HXC6_MOUSE	tr|A0A2F0BDK8|A0A2F0BDK8_ESCRO
OG0003713	sp|Q8BGA7|INT15_MOUSE	tr|A0A2F0BDN4|A0A2F0BDN4_ESCRO
OG0003714	sp|Q9QUG3|PRND_MOUSE	tr|A0A2F0BF11|A0A2F0BF11_ESCRO
OG0003715	sp|Q9CQJ2|PIHD1_MOUSE	tr|A0A2F0BFJ5|A0A2F0BFJ5_ESCRO
OG0003716	sp|Q6A0D4|RFTN1_MOUSE	tr|A0A2F0BFK3|A0A2F0BFK3_ESCRO
OG0003717	tr|B9EJW5|B9EJW5_MOUSE	tr|A0A2F0BGD5|A0A2F0BGD5_ESCRO
OG0003718	sp|Q924T2|RT02_MOUSE	tr|A0A2F0BGH4|A0A2F0BGH4_ESCRO
OG0003719	sp|Q8C7B6|FXL22_MOUSE	tr|A0A2F0BGW7|A0A2F0BGW7_ESCRO
OG0003720	sp|Q9WV55|VAPA_MOUSE	tr|A0A2F0BHS7|A0A2F0BHS7_ESCRO
OG0003721	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A2F0BIK8|A0A2F0BIK8_ESCRO
OG0003722	sp|Q9D2H8|FNDC8_MOUSE	tr|A0A2F0BJ64|A0A2F0BJ64_ESCRO
OG0003723	sp|Q5HZG4|TAF3_MOUSE	tr|A0A2F0BJE9|A0A2F0BJE9_ESCRO
OG0003724	sp|Q8R034|APC13_MOUSE	tr|A0A2F0BJG1|A0A2F0BJG1_ESCRO
OG0003725	sp|Q8BGA3|LRRT2_MOUSE	tr|A0A2F0BK57|A0A2F0BK57_ESCRO
OG0003726	sp|Q91Z92|B3GT6_MOUSE	tr|A0A2F0BK85|A0A2F0BK85_ESCRO
OG0003727	sp|Q9D3S5|NXRD1_MOUSE	tr|A0A2F0BL87|A0A2F0BL87_ESCRO
OG0003728	sp|O09000|NCOA3_MOUSE	tr|A0A2F0BM36|A0A2F0BM36_ESCRO
OG0003729	sp|Q64105|SPRE_MOUSE	tr|A0A2F0BM91|A0A2F0BM91_ESCRO
OG0003730	sp|Q9EPS2|PYY_MOUSE	tr|A0A2F0BN07|A0A2F0BN07_ESCRO
OG0003731	sp|Q3TVP5|OTULL_MOUSE	tr|A0A2F0BND8|A0A2F0BND8_ESCRO
OG0003732	sp|Q8VIM5|MYCD_MOUSE	tr|A0A2F0BNJ9|A0A2F0BNJ9_ESCRO
OG0003733	sp|Q64253|LY6E_MOUSE	tr|A0A2F0BNX2|A0A2F0BNX2_ESCRO
OG0003734	sp|Q6PHN7|TM164_MOUSE	tr|A0A2F0BP07|A0A2F0BP07_ESCRO
OG0003735	sp|Q9D0V7|RCAS1_MOUSE	tr|A0A2F0BP66|A0A2F0BP66_ESCRO
OG0003736	sp|P47878|IBP3_MOUSE	tr|A0A2F0BPT0|A0A2F0BPT0_ESCRO
OG0003737	sp|Q8BHL4|RAI3_MOUSE	tr|A0A2F0BPU6|A0A2F0BPU6_ESCRO
OG0003738	sp|Q8R015|BL1S5_MOUSE	tr|A0A2F0AVZ4|A0A2F0AVZ4_ESCRO
OG0003739	sp|Q5M8M9|LRC52_MOUSE	tr|A0A2F0AWD3|A0A2F0AWD3_ESCRO
OG0003740	sp|Q78PG9|CCD25_MOUSE	tr|A0A2F0AWE0|A0A2F0AWE0_ESCRO
OG0003741	sp|Q6P8X6|UBP50_MOUSE	tr|A0A2F0AWK4|A0A2F0AWK4_ESCRO
OG0003742	sp|Q8VEM9|KLDC3_MOUSE	tr|A0A2F0AX19|A0A2F0AX19_ESCRO
OG0003743	sp|Q3TVA9|CC136_MOUSE	tr|A0A2F0AXI8|A0A2F0AXI8_ESCRO
OG0003744	sp|E9Q7T7|CHADL_MOUSE	tr|A0A2F0AY61|A0A2F0AY61_ESCRO
OG0003745	sp|Q6NZR2|MSD2_MOUSE	tr|A0A2F0AY73|A0A2F0AY73_ESCRO
OG0003746	sp|Q60821|ZBT17_MOUSE	tr|A0A2F0AYA7|A0A2F0AYA7_ESCRO
OG0003747	sp|Q9CQF9|PCYOX_MOUSE	tr|A0A2F0AYK0|A0A2F0AYK0_ESCRO
OG0003748	sp|Q3HNM7|INSC_MOUSE	tr|A0A2F0AZL0|A0A2F0AZL0_ESCRO
OG0003749	sp|P0CG15|CTF8_MOUSE	tr|A0A2F0AZY1|A0A2F0AZY1_ESCRO
OG0003750	sp|Q9Z0E2|CHRD_MOUSE	tr|A0A2F0B027|A0A2F0B027_ESCRO
OG0003751	sp|Q9D7Y9|SLX4I_MOUSE	tr|A0A2F0B063|A0A2F0B063_ESCRO
OG0003752	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A2F0B0M2|A0A2F0B0M2_ESCRO
OG0003753	sp|Q8C7X2|EMC1_MOUSE	tr|A0A2F0B0S7|A0A2F0B0S7_ESCRO
OG0003754	tr|J3QN89|J3QN89_MOUSE	tr|A0A2F0B107|A0A2F0B107_ESCRO
OG0003755	sp|Q91WR6|GINM1_MOUSE	tr|A0A2F0B118|A0A2F0B118_ESCRO
OG0003756	sp|P63089|PTN_MOUSE	tr|A0A2F0B1H0|A0A2F0B1H0_ESCRO
OG0003757	sp|O35732|CFLAR_MOUSE	tr|A0A2F0B1Q3|A0A2F0B1Q3_ESCRO
OG0003758	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A2F0B1V6|A0A2F0B1V6_ESCRO
OG0003759	sp|Q8VBW6|ULA1_MOUSE	tr|A0A2F0B267|A0A2F0B267_ESCRO
OG0003760	sp|Q99KJ5|TCF19_MOUSE	tr|A0A2F0B3N4|A0A2F0B3N4_ESCRO
OG0003761	sp|Q80VI1|TRI56_MOUSE	tr|A0A2F0B3V6|A0A2F0B3V6_ESCRO
OG0003762	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A2F0B4Z8|A0A2F0B4Z8_ESCRO
OG0003763	sp|Q8CEG5|CC28B_MOUSE	tr|A0A2F0B5P5|A0A2F0B5P5_ESCRO
OG0003764	sp|Q7TSV6|AATC2_MOUSE	tr|A0A2F0B663|A0A2F0B663_ESCRO
OG0003765	sp|Q9R013|CATF_MOUSE	tr|A0A2F0B686|A0A2F0B686_ESCRO
OG0003766	sp|Q0VDU3|GPR15_MOUSE	tr|A0A2F0B714|A0A2F0B714_ESCRO
OG0003767	sp|P49135|ERCC3_MOUSE	tr|A0A2F0B737|A0A2F0B737_ESCRO
OG0003768	sp|Q8CH40|NUDT6_MOUSE	tr|A0A2F0B7Q9|A0A2F0B7Q9_ESCRO
OG0003769	sp|Q8C102|GALT5_MOUSE	tr|A0A2F0B7T7|A0A2F0B7T7_ESCRO
OG0003770	sp|P61963|DCAF7_MOUSE	tr|A0A2F0B8K9|A0A2F0B8K9_ESCRO
OG0003771	sp|Q9QYI5|DNJB2_MOUSE	tr|A0A2F0B8P2|A0A2F0B8P2_ESCRO
OG0003772	sp|Q62311|TAF6_MOUSE	tr|A0A2F0B925|A0A2F0B925_ESCRO
OG0003773	sp|Q5GAM7|RNS13_MOUSE	tr|A0A2F0BA49|A0A2F0BA49_ESCRO
OG0003774	sp|O88622|PARG_MOUSE	tr|A0A2F0BBI2|A0A2F0BBI2_ESCRO
OG0003775	sp|Q9D720|NSE1_MOUSE	tr|A0A2F0BD91|A0A2F0BD91_ESCRO
OG0003776	sp|Q99MQ3|PINK1_MOUSE	tr|A0A2F0BEJ8|A0A2F0BEJ8_ESCRO
OG0003777	sp|Q60961|LAP4A_MOUSE	tr|A0A2F0BEM9|A0A2F0BEM9_ESCRO
OG0003778	sp|Q80YV2|ZC3C1_MOUSE	tr|A0A2F0BF14|A0A2F0BF14_ESCRO
OG0003779	sp|Q9JLY7|DUS14_MOUSE	tr|A0A2F0BF81|A0A2F0BF81_ESCRO
OG0003780	tr|Q9CPU3|Q9CPU3_MOUSE	tr|A0A2F0BG12|A0A2F0BG12_ESCRO
OG0003781	sp|Q80T21|ATL4_MOUSE	tr|A0A2F0BHA3|A0A2F0BHA3_ESCRO
OG0003782	sp|Q923D4|SF3B5_MOUSE	tr|A0A2F0BHN9|A0A2F0BHN9_ESCRO
OG0003783	sp|Q8VEJ1|GPN2_MOUSE	tr|A0A2F0BJC7|A0A2F0BJC7_ESCRO
OG0003784	sp|O35955|PSB10_MOUSE	tr|A0A2F0BJF1|A0A2F0BJF1_ESCRO
OG0003785	sp|Q8C3B8|RFT1_MOUSE	tr|A0A2F0BJP0|A0A2F0BJP0_ESCRO
OG0003786	sp|P25118|TNR1A_MOUSE	tr|A0A2F0BL10|A0A2F0BL10_ESCRO
OG0003787	sp|Q562E2|KCD19_MOUSE	tr|A0A2F0BL64|A0A2F0BL64_ESCRO
OG0003788	sp|Q9Z2V5|HDAC6_MOUSE	tr|A0A2F0BM55|A0A2F0BM55_ESCRO
OG0003789	sp|Q02526|ZFP41_MOUSE	tr|A0A2F0BP79|A0A2F0BP79_ESCRO
OG0003790	sp|Q8VCI7|SWAP1_MOUSE	tr|A0A2F0BPM2|A0A2F0BPM2_ESCRO
OG0003791	sp|Q9CZ82|MED18_MOUSE	tr|A0A2F0BPQ7|A0A2F0BPQ7_ESCRO
OG0003792	sp|Q8CBC4|CNST_MOUSE	tr|A0A2F0BQ23|A0A2F0BQ23_ESCRO
OG0003793	sp|Q9D8N3|TM86A_MOUSE	tr|A0A2F0AUG4|A0A2F0AUG4_ESCRO
OG0003794	sp|Q99JT1|GATB_MOUSE	tr|A0A2F0AX73|A0A2F0AX73_ESCRO
OG0003795	sp|O88384|VTI1B_MOUSE	tr|A0A2F0AY39|A0A2F0AY39_ESCRO
OG0003796	sp|Q61211|EIF2D_MOUSE	tr|A0A2F0AZ32|A0A2F0AZ32_ESCRO
OG0003797	sp|P26516|PSMD7_MOUSE	tr|A0A2F0AZL9|A0A2F0AZL9_ESCRO
OG0003798	sp|Q91ZT9|ASB8_MOUSE	tr|A0A2F0B0M7|A0A2F0B0M7_ESCRO
OG0003799	sp|Q62417|SRBS1_MOUSE	tr|A0A2F0B1S6|A0A2F0B1S6_ESCRO
OG0003800	sp|P57716|NICA_MOUSE	tr|A0A2F0B3C0|A0A2F0B3C0_ESCRO
OG0003801	sp|P42925|PXMP2_MOUSE	tr|A0A2F0B3F2|A0A2F0B3F2_ESCRO
OG0003802	sp|Q9D8X1|CUTC_MOUSE	tr|A0A2F0B3S7|A0A2F0B3S7_ESCRO
OG0003803	sp|P63028|TCTP_MOUSE	tr|A0A2F0B3Y4|A0A2F0B3Y4_ESCRO
OG0003804	sp|Q9DBS1|TMM43_MOUSE	tr|A0A2F0B404|A0A2F0B404_ESCRO
OG0003805	sp|Q3UDP0|WDR41_MOUSE	tr|A0A2F0B424|A0A2F0B424_ESCRO
OG0003806	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A2F0B4A3|A0A2F0B4A3_ESCRO
OG0003807	sp|Q7TT41|MOXD2_MOUSE	tr|A0A2F0B5F6|A0A2F0B5F6_ESCRO
OG0003808	sp|A2A825|CPLN2_MOUSE	tr|A0A2F0B6N1|A0A2F0B6N1_ESCRO
OG0003809	sp|O35613|DAXX_MOUSE	tr|A0A2F0B6R4|A0A2F0B6R4_ESCRO
OG0003810	sp|Q9CY28|GTPB8_MOUSE	tr|A0A2F0B715|A0A2F0B715_ESCRO
OG0003811	sp|Q61606|GLR_MOUSE	tr|A0A2F0B890|A0A2F0B890_ESCRO
OG0003812	sp|Q9D5J6|SHPK_MOUSE	tr|A0A2F0B8H7|A0A2F0B8H7_ESCRO
OG0003813	sp|Q9JI67|B3GT5_MOUSE	tr|A0A2F0B8V2|A0A2F0B8V2_ESCRO
OG0003814	sp|Q6PFD5|DLGP3_MOUSE	tr|A0A2F0B917|A0A2F0B917_ESCRO
OG0003815	sp|Q9R0P9|UCHL1_MOUSE	tr|A0A2F0B9F2|A0A2F0B9F2_ESCRO
OG0003816	sp|Q9CWE6|OOEP_MOUSE	tr|A0A2F0B9Y2|A0A2F0B9Y2_ESCRO
OG0003817	sp|P97463|NRTN_MOUSE	tr|A0A2F0BAI0|A0A2F0BAI0_ESCRO
OG0003818	sp|Q922Q9|CHID1_MOUSE	tr|A0A2F0BBK4|A0A2F0BBK4_ESCRO
OG0003819	sp|P97799|NRSN1_MOUSE	tr|A0A2F0BBW1|A0A2F0BBW1_ESCRO
OG0003820	sp|Q99N13|HDAC9_MOUSE	tr|A0A2F0BC42|A0A2F0BC42_ESCRO
OG0003821	sp|Q8CHP8|PGP_MOUSE	tr|A0A2F0BC43|A0A2F0BC43_ESCRO
OG0003822	sp|Q8BQU7|TMM74_MOUSE	tr|A0A2F0BC48|A0A2F0BC48_ESCRO
OG0003823	sp|P70261|PALD_MOUSE	tr|A0A2F0BCS6|A0A2F0BCS6_ESCRO
OG0003824	sp|P58742|AAAS_MOUSE	tr|A0A2F0BCW2|A0A2F0BCW2_ESCRO
OG0003825	sp|Q9QXG9|TINF2_MOUSE	tr|A0A2F0BD05|A0A2F0BD05_ESCRO
OG0003826	sp|Q9DBY1|SYVN1_MOUSE	tr|A0A2F0BD07|A0A2F0BD07_ESCRO
OG0003827	sp|Q8BHN0|PPM1L_MOUSE	tr|A0A2F0BD11|A0A2F0BD11_ESCRO
OG0003828	sp|Q8R1E7|TM234_MOUSE	tr|A0A2F0BD78|A0A2F0BD78_ESCRO
OG0003829	sp|P13346|FOSB_MOUSE	tr|A0A2F0BDE8|A0A2F0BDE8_ESCRO
OG0003830	sp|Q920B9|SP16H_MOUSE	tr|A0A2F0BDI2|A0A2F0BDI2_ESCRO
OG0003831	sp|Q3TB48|TM104_MOUSE	tr|A0A2F0BE30|A0A2F0BE30_ESCRO
OG0003832	sp|Q9WTJ2|OVOL1_MOUSE	tr|A0A2F0BEL7|A0A2F0BEL7_ESCRO
OG0003833	tr|B2RW11|B2RW11_MOUSE	tr|A0A2F0BER3|A0A2F0BER3_ESCRO
OG0003834	sp|P41209|CETN1_MOUSE	tr|A0A2F0BEU9|A0A2F0BEU9_ESCRO
OG0003836	sp|Q7TMB3|PPR3C_MOUSE	tr|A0A2F0BFP0|A0A2F0BFP0_ESCRO
OG0003837	sp|O35717|SOCS2_MOUSE	tr|A0A2F0BFQ1|A0A2F0BFQ1_ESCRO
OG0003838	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A2F0BGL8|A0A2F0BGL8_ESCRO
OG0003839	sp|P50405|PSPB_MOUSE	tr|A0A2F0BGY9|A0A2F0BGY9_ESCRO
OG0003840	sp|Q8VD04|GRAP1_MOUSE	tr|A0A2F0BHC7|A0A2F0BHC7_ESCRO
OG0003841	sp|O54941|SMCE1_MOUSE	tr|A0A2F0BHQ0|A0A2F0BHQ0_ESCRO
OG0003842	sp|Q3UJF0|GPR55_MOUSE	tr|A0A2F0BHS8|A0A2F0BHS8_ESCRO
OG0003843	sp|Q8C7W7|DCR1B_MOUSE	tr|A0A2F0BHW5|A0A2F0BHW5_ESCRO
OG0003844	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A2F0BJD4|A0A2F0BJD4_ESCRO
OG0003845	sp|P09174|CNRG_MOUSE	tr|A0A2F0BJU3|A0A2F0BJU3_ESCRO
OG0003846	sp|O35445|RNF5_MOUSE	tr|A0A2F0BKF8|A0A2F0BKF8_ESCRO
OG0003847	sp|Q8CGN8|SPRR4_MOUSE	tr|A0A2F0BM00|A0A2F0BM00_ESCRO
OG0003848	sp|P51885|LUM_MOUSE	tr|A0A2F0BNJ6|A0A2F0BNJ6_ESCRO
OG0003849	sp|P52787|IF_MOUSE	tr|A0A2F0BNR3|A0A2F0BNR3_ESCRO
OG0003850	sp|Q920D7|SG3A1_MOUSE	tr|A0A2F0BPY2|A0A2F0BPY2_ESCRO
OG0003851	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A2F0BQ41|A0A2F0BQ41_ESCRO
OG0003852	sp|P52825|CPT2_MOUSE	tr|A0A2F0BQ57|A0A2F0BQ57_ESCRO
OG0003853	sp|Q9D439|CFA53_MOUSE	tr|A0A2F0AUS7|A0A2F0AUS7_ESCRO
OG0003854	sp|Q6NZB1|ANM6_MOUSE	tr|A0A2F0AVW2|A0A2F0AVW2_ESCRO
OG0003855	sp|Q5SZV5|K0319_MOUSE	tr|A0A2F0AWE3|A0A2F0AWE3_ESCRO
OG0003856	sp|Q9JM58|CRLF1_MOUSE	tr|A0A2F0AWM7|A0A2F0AWM7_ESCRO
OG0003857	sp|Q6PAR0|KLD10_MOUSE	tr|A0A2F0AX91|A0A2F0AX91_ESCRO
OG0003858	sp|Q9R0M1|XCR1_MOUSE	tr|A0A2F0AXL6|A0A2F0AXL6_ESCRO
OG0003859	sp|Q61247|A2AP_MOUSE	tr|A0A2F0AYB2|A0A2F0AYB2_ESCRO
OG0003860	sp|Q9CY62|RN181_MOUSE	tr|A0A2F0AZC2|A0A2F0AZC2_ESCRO
OG0003861	sp|Q9QZS2|RNF4_MOUSE	tr|A0A2F0B093|A0A2F0B093_ESCRO
OG0003862	sp|Q0VEJ0|CEP76_MOUSE	tr|A0A2F0B1D2|A0A2F0B1D2_ESCRO
OG0003863	sp|Q9WTK2|CDYL_MOUSE	tr|A0A2F0B2E0|A0A2F0B2E0_ESCRO
OG0003864	sp|Q64314|CD34_MOUSE	tr|A0A2F0B2G2|A0A2F0B2G2_ESCRO
OG0003865	sp|Q9WVL4|GRK1_MOUSE	tr|A0A2F0B2R0|A0A2F0B2R0_ESCRO
OG0003866	sp|Q3TZ87|MARH9_MOUSE	tr|A0A2F0B393|A0A2F0B393_ESCRO
OG0003867	sp|P30875|SSR2_MOUSE	tr|A0A2F0B3A0|A0A2F0B3A0_ESCRO
OG0003868	sp|Q9DB25|ALG5_MOUSE	tr|A0A2F0B3V1|A0A2F0B3V1_ESCRO
OG0003869	sp|Q9CWG9|BL1S2_MOUSE	tr|A0A2F0B410|A0A2F0B410_ESCRO
OG0003871	sp|Q3SYK4|VRTN_MOUSE	tr|A0A2F0B4Q4|A0A2F0B4Q4_ESCRO
OG0003872	sp|Q9QYE0|PLAG1_MOUSE	tr|A0A2F0B5G3|A0A2F0B5G3_ESCRO
OG0003873	sp|Q91V01|MBOA5_MOUSE	tr|A0A2F0B5S5|A0A2F0B5S5_ESCRO
OG0003874	sp|Q8BG93|NUD15_MOUSE	tr|A0A2F0B655|A0A2F0B655_ESCRO
OG0003875	sp|Q3TVW5|TCHP_MOUSE	tr|A0A2F0B6H2|A0A2F0B6H2_ESCRO
OG0003876	sp|Q61735|CD47_MOUSE	tr|A0A2F0B6N8|A0A2F0B6N8_ESCRO
OG0003877	sp|P06728|APOA4_MOUSE	tr|A0A2F0B6R6|A0A2F0B6R6_ESCRO
OG0003878	sp|Q6PB44|PTN23_MOUSE	tr|A0A2F0B6V5|A0A2F0B6V5_ESCRO
OG0003879	sp|O70591|PFD2_MOUSE	tr|A0A2F0B7P9|A0A2F0B7P9_ESCRO
OG0003880	sp|P32261|ANT3_MOUSE	tr|A0A2F0B7Q7|A0A2F0B7Q7_ESCRO
OG0003881	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A2F0B936|A0A2F0B936_ESCRO
OG0003882	sp|O35426|XBP1_MOUSE	tr|A0A2F0B9Q2|A0A2F0B9Q2_ESCRO
OG0003883	sp|Q9DAZ9|ANCHR_MOUSE	tr|A0A2F0B9T2|A0A2F0B9T2_ESCRO
OG0003884	sp|P97346|NXN_MOUSE	tr|A0A2F0B9Y1|A0A2F0B9Y1_ESCRO
OG0003885	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A2F0BB66|A0A2F0BB66_ESCRO
OG0003886	sp|Q80UY2|KCMF1_MOUSE	tr|A0A2F0BBA6|A0A2F0BBA6_ESCRO
OG0003887	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A2F0BBS8|A0A2F0BBS8_ESCRO
OG0003888	sp|Q3U108|ARI5A_MOUSE	tr|A0A2F0BC07|A0A2F0BC07_ESCRO
OG0003889	sp|Q9DAM9|FANK1_MOUSE	tr|A0A2F0BCS0|A0A2F0BCS0_ESCRO
OG0003890	sp|Q08AU7|MADL2_MOUSE	tr|A0A2F0BDA2|A0A2F0BDA2_ESCRO
OG0003891	tr|E9Q3D4|E9Q3D4_MOUSE	tr|A0A2F0BDN5|A0A2F0BDN5_ESCRO
OG0003892	sp|Q8K136|SCNM1_MOUSE	tr|A0A2F0BE10|A0A2F0BE10_ESCRO
OG0003893	sp|P97364|SPS2_MOUSE	tr|A0A2F0BFW8|A0A2F0BFW8_ESCRO
