Orthogroup	Mus_musculus	Octodon_degus
OG0007042	sp|Q8BGW9|DFB29_MOUSE	tr|A0A6P6EFD9|A0A6P6EFD9_OCTDE
OG0007043	sp|Q8BGX7|SPIDR_MOUSE	tr|A0A6P6EMB1|A0A6P6EMB1_OCTDE
OG0007044	sp|Q8BI79|CCD40_MOUSE	tr|A0A6P6D4P9|A0A6P6D4P9_OCTDE
OG0007045	sp|Q8BMC1|VATG3_MOUSE	tr|A0A6P3EXJ3|A0A6P3EXJ3_OCTDE
OG0007046	sp|Q8BPB5|FBLN3_MOUSE	tr|A0A6P6EIU5|A0A6P6EIU5_OCTDE
OG0007047	sp|Q8BPK2|ZCHC3_MOUSE	tr|A0A6P3F5E8|A0A6P3F5E8_OCTDE
OG0007048	sp|Q8BW10|NOB1_MOUSE	tr|A0A6P3ELH4|A0A6P3ELH4_OCTDE
OG0007049	sp|Q8BXN9|TM87A_MOUSE	tr|A0A6P6E3V4|A0A6P6E3V4_OCTDE
OG0007050	sp|Q8C196|CPSM_MOUSE	tr|A0A6P6E1C7|A0A6P6E1C7_OCTDE
OG0007051	sp|Q8C351|LAYN_MOUSE	tr|A0A6P6DZZ5|A0A6P6DZZ5_OCTDE
OG0007052	sp|Q8CC21|TTC19_MOUSE	tr|A0A6P6ESJ8|A0A6P6ESJ8_OCTDE
OG0007053	sp|Q8R0W6|NFIP1_MOUSE	tr|A0A6P3FP39|A0A6P3FP39_OCTDE
OG0007054	sp|Q8R1C9|APBB3_MOUSE	tr|A0A6P3FCM2|A0A6P3FCM2_OCTDE
OG0007055	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A6P3F8A1|A0A6P3F8A1_OCTDE
OG0007056	sp|Q8VEJ1|GPN2_MOUSE	tr|A0A6P3FQ49|A0A6P3FQ49_OCTDE
OG0007057	sp|Q91ZU1|ASB6_MOUSE	tr|A0A6P6D874|A0A6P6D874_OCTDE
OG0007058	sp|Q923Z4|FER3L_MOUSE	tr|A0A6P3EKK6|A0A6P3EKK6_OCTDE
OG0007059	sp|Q924C1|XPO5_MOUSE	tr|A0A6P3EQY9|A0A6P3EQY9_OCTDE
OG0007060	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A6P6DBP8|A0A6P6DBP8_OCTDE
OG0007061	sp|Q99NE5|RIMS1_MOUSE	tr|A0A6P6EQ96|A0A6P6EQ96_OCTDE
OG0007062	sp|Q99P58|RB27B_MOUSE	tr|A0A6P6EET6|A0A6P6EET6_OCTDE
OG0007063	sp|Q9CPT4|MYDGF_MOUSE	tr|A0A6P3EVW4|A0A6P3EVW4_OCTDE
OG0007064	sp|Q9CS72|FLIP1_MOUSE	tr|A0A6P6EQ75|A0A6P6EQ75_OCTDE
OG0007065	sp|Q9CYL5|GAPR1_MOUSE	tr|A0A6P3F8Q0|A0A6P3F8Q0_OCTDE
OG0007066	sp|Q9CYY7|PLD3B_MOUSE	tr|A0A6P3FJY3|A0A6P3FJY3_OCTDE
OG0007067	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A6P3FAN3|A0A6P3FAN3_OCTDE
OG0007068	sp|Q9D3G9|RHOH_MOUSE	tr|A0A6P6DF16|A0A6P6DF16_OCTDE
OG0007069	sp|Q9D6J6|NDUV2_MOUSE	tr|A0A6P3FTI9|A0A6P3FTI9_OCTDE
OG0007070	sp|Q9DAE8|CA074_MOUSE	tr|A0A6P3FNF7|A0A6P3FNF7_OCTDE
OG0007071	sp|Q9DB96|NGDN_MOUSE	tr|A0A6P6DRH4|A0A6P6DRH4_OCTDE
OG0007072	sp|Q9EP53|TSC1_MOUSE	tr|A0A6P6D8V5|A0A6P6D8V5_OCTDE
OG0007073	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A6P3FZL3|A0A6P3FZL3_OCTDE
OG0007074	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A6P3FG26|A0A6P3FG26_OCTDE
OG0007075	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A6P3FFJ5|A0A6P3FFJ5_OCTDE
OG0007076	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A6P6DGR6|A0A6P6DGR6_OCTDE
OG0007077	sp|Q9WUP7|UCHL5_MOUSE	tr|A0A6P6DSS8|A0A6P6DSS8_OCTDE
OG0007078	sp|Q9Z186|G6PC2_MOUSE	tr|A0A6P3EYT9|A0A6P3EYT9_OCTDE
OG0007079	tr|A2ADM8|A2ADM8_MOUSE	tr|A0A6P6DTG3|A0A6P6DTG3_OCTDE
OG0007080	tr|B2RX31|B2RX31_MOUSE	tr|A0A6P6EAA1|A0A6P6EAA1_OCTDE
OG0007081	tr|E9PZQ1|E9PZQ1_MOUSE	tr|A0A6P3VCM7|A0A6P3VCM7_OCTDE
OG0007082	sp|E9Q784|ZC3HD_MOUSE	tr|A0A6P6D756|A0A6P6D756_OCTDE
OG0007083	tr|J3QMJ4|J3QMJ4_MOUSE	tr|A0A6P6EDA5|A0A6P6EDA5_OCTDE
OG0007084	sp|O54890|ITB3_MOUSE	tr|A0A6P3VAZ6|A0A6P3VAZ6_OCTDE
OG0007085	sp|O70157|TOP3A_MOUSE	tr|A0A6P3FLF7|A0A6P3FLF7_OCTDE
OG0007086	sp|P10287|CADH3_MOUSE	tr|A0A6P6DZ17|A0A6P6DZ17_OCTDE
OG0007087	sp|P15331|PERI_MOUSE	tr|A0A6P3VC98|A0A6P3VC98_OCTDE
OG0007088	sp|P16646|PMP22_MOUSE	tr|A0A6P6ESQ1|A0A6P6ESQ1_OCTDE
OG0007089	sp|P20065|TYB4_MOUSE	tr|A0A6P3F9P9|A0A6P3F9P9_OCTDE
OG0007090	sp|P28574|MAX_MOUSE	tr|A0A6P6DG47|A0A6P6DG47_OCTDE
OG0007091	sp|P43252|PI2R_MOUSE	tr|A0A6P3FEL6|A0A6P3FEL6_OCTDE
OG0007092	sp|P43267|SOX15_MOUSE	tr|A0A6P3FFD4|A0A6P3FFD4_OCTDE
OG0007093	sp|P48030|TGFA_MOUSE	tr|A0A6P6EPJ3|A0A6P6EPJ3_OCTDE
OG0007094	sp|P56402|AQP2_MOUSE	tr|A0A6P3FHS3|A0A6P3FHS3_OCTDE
OG0007095	sp|P58873|RHBL3_MOUSE	tr|A0A6P3FAB7|A0A6P3FAB7_OCTDE
OG0007096	sp|Q00LT2|PRCD_MOUSE	tr|A0A6P3F213|A0A6P3F213_OCTDE
OG0007098	sp|Q3ULB5|PAK6_MOUSE	tr|A0A6P3EU53|A0A6P3EU53_OCTDE
OG0007099	sp|Q3V3R1|C1TM_MOUSE	tr|A0A6P3FHT4|A0A6P3FHT4_OCTDE
OG0007100	sp|Q3ZT31|SNX25_MOUSE	tr|A0A6P3FL57|A0A6P3FL57_OCTDE
OG0007101	sp|Q4QQM4|P5I11_MOUSE	tr|A0A6P3F0N7|A0A6P3F0N7_OCTDE
OG0007102	sp|Q5DTX6|JCAD_MOUSE	tr|A0A6P6DC31|A0A6P6DC31_OCTDE
OG0007103	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A6P6E6C1|A0A6P6E6C1_OCTDE
OG0007104	sp|Q5Y5T2|ZDH18_MOUSE	tr|A0A6P3VD95|A0A6P3VD95_OCTDE
OG0007105	sp|Q60819|I15RA_MOUSE	tr|A0A6P6ETZ4|A0A6P6ETZ4_OCTDE
OG0007106	sp|Q60841|RELN_MOUSE	tr|A0A6P6F5Y6|A0A6P6F5Y6_OCTDE
OG0007107	sp|Q61187|TS101_MOUSE	tr|A0A6P3VE42|A0A6P3VE42_OCTDE
OG0007108	sp|Q69Z89|RADIL_MOUSE	tr|A0A6P6EB19|A0A6P6EB19_OCTDE
OG0007109	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A6P3FIQ2|A0A6P3FIQ2_OCTDE
OG0007110	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A6P6EUP4|A0A6P6EUP4_OCTDE
OG0007111	sp|Q7TN60|TMC6_MOUSE	tr|A0A6P6EBI9|A0A6P6EBI9_OCTDE
OG0007112	sp|Q7TS72|IP3KC_MOUSE	tr|A0A6P3FY75|A0A6P3FY75_OCTDE
OG0007113	sp|Q7TS73|RFLA_MOUSE	tr|A0A6P6EVN4|A0A6P6EVN4_OCTDE
OG0007114	sp|Q8BG89|ZN365_MOUSE	tr|A0A6P3F8Y0|A0A6P3F8Y0_OCTDE
OG0007115	sp|Q8BG93|NUD15_MOUSE	tr|A0A6P3FAP9|A0A6P3FAP9_OCTDE
OG0007116	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A6P6DTN5|A0A6P6DTN5_OCTDE
OG0007117	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A6P6D6B3|A0A6P6D6B3_OCTDE
OG0007118	sp|Q8BZ36|RINT1_MOUSE	tr|A0A6P3FDK9|A0A6P3FDK9_OCTDE
OG0007119	sp|Q8C6N3|SYT15_MOUSE	tr|A0A6P3FJZ3|A0A6P3FJZ3_OCTDE
OG0007120	sp|Q8CBB2|S15A5_MOUSE	tr|A0A6P3ELU7|A0A6P3ELU7_OCTDE
OG0007121	sp|Q8CDV0|CC178_MOUSE	tr|A0A6P6EGN7|A0A6P6EGN7_OCTDE
OG0007122	sp|Q8K4T5|DUS19_MOUSE	tr|A0A6P3EQ77|A0A6P3EQ77_OCTDE
OG0007123	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A6P3EZP3|A0A6P3EZP3_OCTDE
OG0007124	sp|Q8VEH5|EPMIP_MOUSE	tr|A0A6P3EZE2|A0A6P3EZE2_OCTDE
OG0007125	sp|Q91ZB0|ALPK2_MOUSE	tr|A0A6P3EQC1|A0A6P3EQC1_OCTDE
OG0007126	sp|Q924C6|LOXL4_MOUSE	tr|A0A6P3EJF5|A0A6P3EJF5_OCTDE
OG0007127	sp|Q96DY5|RN112_MOUSE	tr|A0A6P3V8U3|A0A6P3V8U3_OCTDE
OG0007128	sp|Q99J45|NRBP_MOUSE	tr|A0A6P3F004|A0A6P3F004_OCTDE
OG0007129	sp|Q99KD5|UN45A_MOUSE	tr|A0A6P3EIM5|A0A6P3EIM5_OCTDE
OG0007130	sp|Q99NH0|ANR17_MOUSE	tr|A0A6P3FYU8|A0A6P3FYU8_OCTDE
OG0007131	sp|Q99PV5|BHE41_MOUSE	tr|A0A6P6ER35|A0A6P6ER35_OCTDE
OG0007132	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A6P6F132|A0A6P6F132_OCTDE
OG0007133	sp|Q9CQJ7|PTTG1_MOUSE	tr|A0A6P3VA37|A0A6P3VA37_OCTDE
OG0007134	sp|Q9CR61|NDUB7_MOUSE	tr|A0A6P3EZW5|A0A6P3EZW5_OCTDE
OG0007135	sp|Q9CR95|NECP1_MOUSE	tr|A0A6P3FUH2|A0A6P3FUH2_OCTDE
OG0007136	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A6P3F162|A0A6P3F162_OCTDE
OG0007137	sp|Q9D0V7|RCAS1_MOUSE	tr|A0A6P3F726|A0A6P3F726_OCTDE
OG0007138	tr|Q9D8U0|Q9D8U0_MOUSE	tr|A0A6P3EKQ2|A0A6P3EKQ2_OCTDE
OG0007139	sp|Q9DAS2|F166C_MOUSE	tr|A0A6P3EX96|A0A6P3EX96_OCTDE
OG0007140	sp|Q9DCF1|TMM25_MOUSE	tr|A0A6P6EXC4|A0A6P6EXC4_OCTDE
OG0007141	sp|Q9EQ15|GNB1L_MOUSE	tr|A0A6P3EPH0|A0A6P3EPH0_OCTDE
OG0007142	sp|Q9JJF0|NP1L5_MOUSE	tr|A0A6P3V8E8|A0A6P3V8E8_OCTDE
OG0007143	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A6P3FIE0|A0A6P3FIE0_OCTDE
OG0007144	sp|Q9WTP2|SPY4_MOUSE	tr|A0A6P6DJE0|A0A6P6DJE0_OCTDE
OG0007145	sp|Q9Z282|GP132_MOUSE	tr|A0A6P3FV33|A0A6P3FV33_OCTDE
OG0007146	sp|A6H639|DRC5_MOUSE	tr|A0A6P3EJW8|A0A6P3EJW8_OCTDE
OG0007147	tr|B2RT41|B2RT41_MOUSE	tr|A0A6P3F5C5|A0A6P3F5C5_OCTDE
OG0007149	sp|B8JKV0|AMN1_MOUSE	tr|A0A6P3F959|A0A6P3F959_OCTDE
OG0007150	sp|B9EHT4|CLIP3_MOUSE	tr|A0A6P6EYD9|A0A6P6EYD9_OCTDE
OG0007151	sp|E9Q286|ICE1_MOUSE	tr|A0A6P3EWI4|A0A6P3EWI4_OCTDE
OG0007152	tr|E9Q6K3|E9Q6K3_MOUSE	tr|A0A6P3EM28|A0A6P3EM28_OCTDE
OG0007153	sp|G5E861|SCLT1_MOUSE	tr|A0A6P6ET57|A0A6P6ET57_OCTDE
OG0007154	sp|O08918|CCNG2_MOUSE	tr|A0A6P3FHT1|A0A6P3FHT1_OCTDE
OG0007155	sp|O35658|C1QBP_MOUSE	tr|A0A6P3FZR7|A0A6P3FZR7_OCTDE
OG0007156	sp|O88630|GOSR1_MOUSE	tr|A0A6P3FDE5|A0A6P3FDE5_OCTDE
OG0007157	sp|O88845|AKA10_MOUSE	tr|A0A6P6DQI4|A0A6P6DQI4_OCTDE
OG0007158	sp|P06240|LCK_MOUSE	tr|A0A6P6DF84|A0A6P6DF84_OCTDE
OG0007159	sp|P06837|NEUM_MOUSE	tr|A0A6P3FAZ9|A0A6P3FAZ9_OCTDE
OG0007160	sp|P34022|RANG_MOUSE	tr|A0A6P3V9U1|A0A6P3V9U1_OCTDE
OG0007161	sp|P48759|PTX3_MOUSE	tr|A0A6P3FKT8|A0A6P3FKT8_OCTDE
OG0007162	sp|P53810|PIPNA_MOUSE	tr|A0A6P6EU59|A0A6P6EU59_OCTDE
OG0007163	sp|P56983|TM14A_MOUSE	tr|A0A6P6E632|A0A6P6E632_OCTDE
OG0007164	sp|P62812|GBRA1_MOUSE	tr|A0A6P3F391|A0A6P3F391_OCTDE
OG0007165	sp|P63166|SUMO1_MOUSE	tr|A0A6P3EYS2|A0A6P3EYS2_OCTDE
OG0007166	sp|P63250|KCNJ3_MOUSE	tr|A0A6P3EPV5|A0A6P3EPV5_OCTDE
OG0007167	sp|P70365|NCOA1_MOUSE	tr|A0A6P3F1F3|A0A6P3F1F3_OCTDE
OG0007168	sp|P97429|ANXA4_MOUSE	tr|A0A6P6EPY8|A0A6P6EPY8_OCTDE
OG0007169	sp|Q00PI9|HNRL2_MOUSE	tr|A0A6P3FTU8|A0A6P3FTU8_OCTDE
OG0007170	sp|Q02248|CTNB1_MOUSE	tr|A0A6P3FJ58|A0A6P3FJ58_OCTDE
OG0007171	sp|Q02789|CAC1S_MOUSE	tr|A0A6P3EWL4|A0A6P3EWL4_OCTDE
OG0007172	sp|Q3U155|CC174_MOUSE	tr|A0A6P3V8U5|A0A6P3V8U5_OCTDE
OG0007173	sp|Q3UFF7|LYPL1_MOUSE	tr|A0A6P3EWB3|A0A6P3EWB3_OCTDE
OG0007174	sp|Q3UYV9|NCBP1_MOUSE	tr|A0A6P3FUQ9|A0A6P3FUQ9_OCTDE
OG0007175	sp|Q3V3A1|CDK15_MOUSE	tr|A0A6P3EMF4|A0A6P3EMF4_OCTDE
OG0007176	sp|Q4LDG0|S27A5_MOUSE	tr|A0A6P3FIB3|A0A6P3FIB3_OCTDE
OG0007177	sp|Q569N2|ANR37_MOUSE	tr|A0A6P6D702|A0A6P6D702_OCTDE
OG0007178	tr|Q5I0V9|Q5I0V9_MOUSE	tr|A0A6P6DUN6|A0A6P6DUN6_OCTDE
OG0007179	sp|Q61657|HES3_MOUSE	tr|A0A6P3F649|A0A6P3F649_OCTDE
OG0007180	sp|Q69ZT9|TBC30_MOUSE	tr|A0A6P6EJA6|A0A6P6EJA6_OCTDE
OG0007181	sp|Q6A065|CE170_MOUSE	tr|A0A6P6E1F0|A0A6P6E1F0_OCTDE
OG0007182	sp|Q6NS86|ZN366_MOUSE	tr|A0A6P3ETF4|A0A6P3ETF4_OCTDE
OG0007183	sp|Q6NWW5|KIF24_MOUSE	tr|A0A6P3F533|A0A6P3F533_OCTDE
OG0007184	sp|Q6WKZ8|UBR2_MOUSE	tr|A0A6P6EXG9|A0A6P6EXG9_OCTDE
OG0007185	sp|Q791T5|MTCH1_MOUSE	tr|A0A6P3ER30|A0A6P3ER30_OCTDE
OG0007186	sp|Q80U56|AVL9_MOUSE	tr|A0A6P3F0W5|A0A6P3F0W5_OCTDE
OG0007187	sp|Q80XL1|CBLC_MOUSE	tr|A0A6P6DKA4|A0A6P6DKA4_OCTDE
OG0007188	sp|Q80YY7|ZN618_MOUSE	tr|A0A6P3FIV8|A0A6P3FIV8_OCTDE
OG0007189	sp|Q8BFQ2|T229B_MOUSE	tr|A0A6P6DES7|A0A6P6DES7_OCTDE
OG0007190	sp|Q8BFV2|PCID2_MOUSE	tr|A0A6P3ESQ5|A0A6P3ESQ5_OCTDE
OG0007191	sp|Q8BHI9|NIM1_MOUSE	tr|A0A6P3FUQ3|A0A6P3FUQ3_OCTDE
OG0007192	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A6P6DKD9|A0A6P6DKD9_OCTDE
OG0007193	sp|Q8BTX9|HSDL1_MOUSE	tr|A0A6P6DRF8|A0A6P6DRF8_OCTDE
OG0007194	sp|Q8C138|ADTRP_MOUSE	tr|A0A6P3EZ14|A0A6P3EZ14_OCTDE
OG0007195	sp|Q8C2E7|WASC5_MOUSE	tr|A0A6P3EY92|A0A6P3EY92_OCTDE
OG0007196	sp|Q8C8M1|SHCAF_MOUSE	tr|A0A6P3F7R4|A0A6P3F7R4_OCTDE
OG0007197	sp|Q8CGM2|RP1L1_MOUSE	tr|A0A6P3ES43|A0A6P3ES43_OCTDE
OG0007198	sp|Q8VCN5|CGL_MOUSE	tr|A0A6P6EPM7|A0A6P6EPM7_OCTDE
OG0007199	sp|Q8VDK1|NIT1_MOUSE	tr|A0A6P6D632|A0A6P6D632_OCTDE
OG0007200	sp|Q920Q8|NS1BP_MOUSE	tr|A0A6P6DW49|A0A6P6DW49_OCTDE
OG0007201	sp|Q9CR86|CHSP1_MOUSE	tr|A0A6P6E562|A0A6P6E562_OCTDE
OG0007202	sp|Q9CXP8|GBG10_MOUSE	tr|A0A6P3FK13|A0A6P3FK13_OCTDE
OG0007203	sp|Q9CZB9|TM128_MOUSE	tr|A0A6P3EK27|A0A6P3EK27_OCTDE
OG0007204	sp|Q9D0F3|LMAN1_MOUSE	tr|A0A6P3FL76|A0A6P3FL76_OCTDE
OG0007205	sp|Q9D820|PRXD1_MOUSE	tr|A0A6P3F856|A0A6P3F856_OCTDE
OG0007206	sp|Q9JKT3|TA2R4_MOUSE	tr|A0A6P3G0N3|A0A6P3G0N3_OCTDE
OG0007207	sp|Q9QZ06|TOLIP_MOUSE	tr|A0A6P3F3E7|A0A6P3F3E7_OCTDE
OG0007208	sp|Q9R0G6|COMP_MOUSE	tr|A0A6P3FWF7|A0A6P3FWF7_OCTDE
OG0007209	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A6P6EWB7|A0A6P6EWB7_OCTDE
OG0007210	sp|Q9WTZ0|UXT_MOUSE	tr|A0A6P3F7E3|A0A6P3F7E3_OCTDE
OG0007211	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A6P6EEL7|A0A6P6EEL7_OCTDE
OG0007212	tr|A0A140LJ24|A0A140LJ24_MOUSE	tr|A0A6P6EKX7|A0A6P6EKX7_OCTDE
OG0007213	tr|A2A592|A2A592_MOUSE	tr|A0A6P3FBT6|A0A6P3FBT6_OCTDE
OG0007214	sp|A2A6H3|FBX47_MOUSE	tr|A0A6P3EXF4|A0A6P3EXF4_OCTDE
OG0007215	sp|A2ALU4|SHRM2_MOUSE	tr|A0A6P3FZ13|A0A6P3FZ13_OCTDE
OG0007216	sp|B1AR13|CISD3_MOUSE	tr|A0A6P3F7W7|A0A6P3F7W7_OCTDE
OG0007217	sp|B9EJV3|GRB1L_MOUSE	tr|A0A6P6EUW5|A0A6P6EUW5_OCTDE
OG0007218	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A6P6F4K1|A0A6P6F4K1_OCTDE
OG0007219	sp|F6XZJ7|SAM15_MOUSE	tr|A0A6P3EIK4|A0A6P3EIK4_OCTDE
OG0007220	sp|G3XA59|LRC32_MOUSE	tr|A0A6P6EK51|A0A6P6EK51_OCTDE
OG0007221	sp|O08911|MK12_MOUSE	tr|A0A6P3FPJ1|A0A6P3FPJ1_OCTDE
OG0007222	sp|O08983|HPS1_MOUSE	tr|A0A6P6DY00|A0A6P6DY00_OCTDE
OG0007223	sp|O09035|DBIL5_MOUSE	tr|A0A6P3FZJ6|A0A6P3FZJ6_OCTDE
OG0007224	sp|O88632|SEM3F_MOUSE	tr|A0A6P3EKP7|A0A6P3EKP7_OCTDE
OG0007225	sp|O88855|LT4R1_MOUSE	tr|A0A6P3FXF5|A0A6P3FXF5_OCTDE
OG0007226	sp|O89016|ABCD4_MOUSE	tr|A0A6P3EIM3|A0A6P3EIM3_OCTDE
OG0007227	sp|P01731|CD8A_MOUSE	tr|A0A6P3FBX3|A0A6P3FBX3_OCTDE
OG0007228	sp|P02104|HBE_MOUSE	tr|A0A6P3FNZ1|A0A6P3FNZ1_OCTDE
OG0007229	sp|P0C242|CCNO_MOUSE	tr|A0A6P3ETP8|A0A6P3ETP8_OCTDE
OG0007230	sp|P16382|IL4RA_MOUSE	tr|A0A6P6EIQ4|A0A6P6EIQ4_OCTDE
OG0007231	sp|P18761|CAH6_MOUSE	tr|A0A6P3F696|A0A6P3F696_OCTDE
OG0007232	sp|P41539|TKN1_MOUSE	tr|A0A6P3FVD8|A0A6P3FVD8_OCTDE
OG0007233	sp|P48787|TNNI3_MOUSE	tr|A0A6P3FYU2|A0A6P3FYU2_OCTDE
OG0007234	sp|P55284|CADH5_MOUSE	tr|A0A6P3EUQ0|A0A6P3EUQ0_OCTDE
OG0007235	sp|P58749|TM6S1_MOUSE	tr|A0A6P3EIN9|A0A6P3EIN9_OCTDE
OG0007236	sp|P60469|LIPA3_MOUSE	tr|A0A6P6DS02|A0A6P6DS02_OCTDE
OG0007237	sp|Q3TY92|MBD6_MOUSE	tr|A0A6P6DSU0|A0A6P6DSU0_OCTDE
OG0007238	tr|Q4TU81|Q4TU81_MOUSE	tr|A0A6P6DVD2|A0A6P6DVD2_OCTDE
OG0007239	sp|Q505D1|ANR28_MOUSE	tr|A0A6P3ETY6|A0A6P3ETY6_OCTDE
OG0007240	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A6P6DPL1|A0A6P6DPL1_OCTDE
OG0007241	sp|Q62431|ARI3A_MOUSE	tr|A0A6P3EVG6|A0A6P3EVG6_OCTDE
OG0007242	sp|Q6DFX2|ANTR2_MOUSE	tr|A0A6P3VE14|A0A6P3VE14_OCTDE
OG0007243	sp|Q6P5F9|XPO1_MOUSE	tr|A0A6P3F0Z0|A0A6P3F0Z0_OCTDE
OG0007244	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A6P3VEA7|A0A6P3VEA7_OCTDE
OG0007245	sp|Q7TSF4|LR75A_MOUSE	tr|A0A6P6ES01|A0A6P6ES01_OCTDE
OG0007246	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A6P3EKI8|A0A6P3EKI8_OCTDE
OG0007247	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A6P6E7X4|A0A6P6E7X4_OCTDE
OG0007248	sp|Q8BX65|MDFIC_MOUSE	tr|A0A6P6DLL0|A0A6P6DLL0_OCTDE
OG0007249	sp|Q8BYH7|TBC17_MOUSE	tr|A0A6P3FVW7|A0A6P3FVW7_OCTDE
OG0007250	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A6P3F4C4|A0A6P3F4C4_OCTDE
OG0007251	sp|Q8C2S7|AMGO3_MOUSE	tr|A0A6P3ESV3|A0A6P3ESV3_OCTDE
OG0007252	sp|Q8C7R4|UBA6_MOUSE	tr|A0A6P3FCZ7|A0A6P3FCZ7_OCTDE
OG0007253	sp|Q8CG03|PDE5A_MOUSE	tr|A0A6P3FTB5|A0A6P3FTB5_OCTDE
OG0007254	sp|Q8K1L0|CREB5_MOUSE	tr|A0A6P6E069|A0A6P6E069_OCTDE
OG0007255	sp|Q8K3M5|CABL2_MOUSE	tr|A0A6P3FT93|A0A6P3FT93_OCTDE
OG0007256	sp|Q8R5A3|AB1IP_MOUSE	tr|A0A6P6DCJ9|A0A6P6DCJ9_OCTDE
OG0007257	sp|Q8VD75|HIP1_MOUSE	tr|A0A6P3F2J4|A0A6P3F2J4_OCTDE
OG0007258	sp|Q91VM4|SPNS2_MOUSE	tr|A0A6P6F472|A0A6P6F472_OCTDE
OG0007259	sp|Q922T2|MFAP3_MOUSE	tr|A0A6P3F4Q4|A0A6P3F4Q4_OCTDE
OG0007260	sp|Q99LB6|MAT2B_MOUSE	tr|A0A6P6EZY5|A0A6P6EZY5_OCTDE
OG0007261	sp|Q99LI8|HGS_MOUSE	tr|A0A6P3F5U9|A0A6P3F5U9_OCTDE
OG0007262	tr|Q99NB3|Q99NB3_MOUSE	tr|A0A6P6ECS5|A0A6P6ECS5_OCTDE
OG0007263	sp|Q9D0T2|DUS12_MOUSE	tr|A0A6P3FKW5|A0A6P3FKW5_OCTDE
OG0007264	sp|Q9D176|SUSD3_MOUSE	tr|A0A6P3FKM5|A0A6P3FKM5_OCTDE
OG0007265	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A6P6D6K8|A0A6P6D6K8_OCTDE
OG0007266	sp|Q9D4J1|EFHD1_MOUSE	tr|A0A6P3F2R6|A0A6P3F2R6_OCTDE
OG0007267	sp|Q9D975|SRXN1_MOUSE	tr|A0A6P3ESU3|A0A6P3ESU3_OCTDE
OG0007268	tr|Q9EPN9|Q9EPN9_MOUSE	tr|A0A6P3FNZ4|A0A6P3FNZ4_OCTDE
OG0007269	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A6P3F6G7|A0A6P3F6G7_OCTDE
OG0007270	sp|Q9QYI4|DJB12_MOUSE	tr|A0A6P3EJE0|A0A6P3EJE0_OCTDE
OG0007271	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A6P6EDQ5|A0A6P6EDQ5_OCTDE
OG0007272	sp|Q9WV34|MPP2_MOUSE	tr|A0A6P3VBC7|A0A6P3VBC7_OCTDE
OG0007273	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A6P6EXP6|A0A6P6EXP6_OCTDE
OG0007274	sp|Q9Z277|BAZ1B_MOUSE	tr|A0A6P6ECU2|A0A6P6ECU2_OCTDE
OG0007275	sp|Q9Z2B3|RGR_MOUSE	tr|A0A6P3F8R2|A0A6P3F8R2_OCTDE
OG0007276	tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE	tr|A0A6P3ETL7|A0A6P3ETL7_OCTDE
OG0007277	sp|A2AHL1|ANO3_MOUSE	tr|A0A6P3VDV0|A0A6P3VDV0_OCTDE
OG0007278	tr|E9Q6E5|E9Q6E5_MOUSE	tr|A0A6P6ENY3|A0A6P6ENY3_OCTDE
OG0007279	tr|F6U238|F6U238_MOUSE	tr|A0A6P6DZ76|A0A6P6DZ76_OCTDE
OG0007280	tr|G3X9X1|G3X9X1_MOUSE	tr|A0A6P3VAP1|A0A6P3VAP1_OCTDE
OG0007281	tr|J3QK56|J3QK56_MOUSE	tr|A0A6P3VCT1|A0A6P3VCT1_OCTDE
OG0007282	sp|O08705|NTCP_MOUSE	tr|A0A6P3ESF7|A0A6P3ESF7_OCTDE
OG0007283	sp|O54782|MA2B2_MOUSE	tr|A0A6P6D5Z5|A0A6P6D5Z5_OCTDE
OG0007284	sp|O70237|GFI1B_MOUSE	tr|A0A6P6D8R8|A0A6P6D8R8_OCTDE
