Orthogroup	Mus_musculus	Ornithorhynchus_anatinus
OG0007768	sp|Q91YX0|THMS2_MOUSE	tr|F6T5T5|F6T5T5_ORNAN
OG0007769	sp|Q920E5|FPPS_MOUSE	tr|A0A6I8NFV6|A0A6I8NFV6_ORNAN
OG0007770	sp|Q9CQ06|RM24_MOUSE	tr|A0A6I8NXA3|A0A6I8NXA3_ORNAN
OG0007771	sp|Q9CQ18|RNH2C_MOUSE	tr|A0A6I8NG07|A0A6I8NG07_ORNAN
OG0007772	sp|Q9CZD0|MMAC_MOUSE	tr|F6Y8E9|F6Y8E9_ORNAN
OG0007773	sp|Q9D1E8|PLCE_MOUSE	tr|A0A6I8PF96|A0A6I8PF96_ORNAN
OG0007774	sp|Q9D6Y9|GLGB_MOUSE	tr|F7DLD9|F7DLD9_ORNAN
OG0007775	sp|Q9D7Y9|SLX4I_MOUSE	tr|F6VUR2|F6VUR2_ORNAN
OG0007776	sp|Q9DCC4|P5CR3_MOUSE	tr|F7FCR9|F7FCR9_ORNAN
OG0007777	sp|Q9ERS7|ILRL2_MOUSE	tr|A0A6I8PC81|A0A6I8PC81_ORNAN
OG0007778	sp|Q9JJN5|CBPN_MOUSE	tr|A0A6I8NIS7|A0A6I8NIS7_ORNAN
OG0007779	sp|Q9JK92|HSPB8_MOUSE	tr|A0A6I8P952|A0A6I8P952_ORNAN
OG0007780	sp|Q9JM13|RABX5_MOUSE	tr|F7FE20|F7FE20_ORNAN
OG0007781	sp|Q9WV96|T10B_MOUSE	tr|A0A6I8P688|A0A6I8P688_ORNAN
OG0007782	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|A0A6I8N6Z5|A0A6I8N6Z5_ORNAN
OG0007783	sp|A1A535|MELT_MOUSE	tr|A0A6I8NPG2|A0A6I8NPG2_ORNAN
OG0007784	sp|A2A9T0|TBKB1_MOUSE	tr|K7EEK6|K7EEK6_ORNAN
OG0007785	sp|A2CG63|ARI4B_MOUSE	tr|F6Z6X1|F6Z6X1_ORNAN
OG0007786	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A6I8PPG8|A0A6I8PPG8_ORNAN
OG0007787	tr|F8VPK0|F8VPK0_MOUSE	tr|F7FKP2|F7FKP2_ORNAN
OG0007788	sp|G3X912|SPRTN_MOUSE	tr|A0A6I8PQ39|A0A6I8PQ39_ORNAN
OG0007789	sp|O88543|CSN3_MOUSE	tr|A0A6I8NVU1|A0A6I8NVU1_ORNAN
OG0007790	sp|P11103|PARP1_MOUSE	tr|F7EUJ4|F7EUJ4_ORNAN
OG0007791	sp|P39061|COIA1_MOUSE	tr|A0A6I8PNS0|A0A6I8PNS0_ORNAN
OG0007792	sp|P43406|ITAV_MOUSE	tr|F7G9T4|F7G9T4_ORNAN
OG0007793	sp|P50284|TNR3_MOUSE	tr|A0A6I8PB38|A0A6I8PB38_ORNAN
OG0007794	sp|P51855|GSHB_MOUSE	tr|A0A6I8PFM3|A0A6I8PFM3_ORNAN
OG0007795	sp|P52955|LBX1_MOUSE	tr|A0A6I8NPA6|A0A6I8NPA6_ORNAN
OG0007796	sp|P57759|ERP29_MOUSE	tr|F7FFB6|F7FFB6_ORNAN
OG0007797	sp|P62309|RUXG_MOUSE	tr|A0A6I8NNQ2|A0A6I8NNQ2_ORNAN
OG0007798	sp|P62484|ABI2_MOUSE	tr|A0A6I8N5M1|A0A6I8N5M1_ORNAN
OG0007799	sp|P97452|BOP1_MOUSE	tr|A0A6I8NUI8|A0A6I8NUI8_ORNAN
OG0007800	sp|Q3TGW2|EEPD1_MOUSE	tr|A0A6I8P4M8|A0A6I8P4M8_ORNAN
OG0007801	sp|Q3U5C7|PRIC1_MOUSE	tr|F6U3C0|F6U3C0_ORNAN
OG0007802	sp|Q3UH93|PLXD1_MOUSE	tr|F7GEJ3|F7GEJ3_ORNAN
OG0007803	sp|Q3UM29|COG7_MOUSE	tr|F6Q4B7|F6Q4B7_ORNAN
OG0007804	sp|Q3UMB5|SMCR8_MOUSE	tr|F6Z062|F6Z062_ORNAN
OG0007805	sp|Q5HZJ5|EREP3_MOUSE	tr|A0A6I8N236|A0A6I8N236_ORNAN
OG0007806	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A6I8PJP4|A0A6I8PJP4_ORNAN
OG0007807	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A6I8N6F7|A0A6I8N6F7_ORNAN
OG0007808	sp|Q61087|LAMB3_MOUSE	tr|F7E4G7|F7E4G7_ORNAN
OG0007809	sp|Q62181|SEM3C_MOUSE	tr|A0A6I8NJ34|A0A6I8NJ34_ORNAN
OG0007810	sp|Q6PAC3|DCA13_MOUSE	tr|A0A6I8NM83|A0A6I8NM83_ORNAN
OG0007811	sp|Q6PIJ4|NFRKB_MOUSE	tr|F7FBF3|F7FBF3_ORNAN
OG0007812	sp|Q7TMV3|FAKD5_MOUSE	tr|A0A6I8NZ07|A0A6I8NZ07_ORNAN
OG0007813	sp|Q7TQE6|MACOI_MOUSE	tr|F7G4H8|F7G4H8_ORNAN
OG0007814	sp|Q810C0|SLIK2_MOUSE	tr|F7DPG3|F7DPG3_ORNAN
OG0007815	sp|Q8BH65|DEN6A_MOUSE	tr|A0A6I8NGS2|A0A6I8NGS2_ORNAN
OG0007816	sp|Q8BIA4|FBXW8_MOUSE	tr|A0A6I8NWW2|A0A6I8NWW2_ORNAN
OG0007817	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A6I8NZ59|A0A6I8NZ59_ORNAN
OG0007818	sp|Q8BQQ1|ZDH14_MOUSE	tr|F6VSZ4|F6VSZ4_ORNAN
OG0007819	sp|Q8BWQ5|DCLK3_MOUSE	tr|A0A6I8NTH6|A0A6I8NTH6_ORNAN
OG0007820	sp|Q8BXT9|SC22C_MOUSE	tr|A0A6I8NYZ1|A0A6I8NYZ1_ORNAN
OG0007821	sp|Q8BZR0|GPR82_MOUSE	tr|F7DPA7|F7DPA7_ORNAN
OG0007822	sp|Q8C6D4|BEND5_MOUSE	tr|F7F0M3|F7F0M3_ORNAN
OG0007823	sp|Q8C779|RADX_MOUSE	tr|F6T2G6|F6T2G6_ORNAN
OG0007824	sp|Q8CC88|VWA8_MOUSE	tr|F7FVL3|F7FVL3_ORNAN
OG0007825	sp|Q8CDI6|CD158_MOUSE	tr|A0A6I8P9A7|A0A6I8P9A7_ORNAN
OG0007826	sp|Q8K2Q2|GSTO2_MOUSE	tr|A0A6I8PH42|A0A6I8PH42_ORNAN
OG0007827	sp|Q8R3H9|TTC4_MOUSE	tr|F7DTS6|F7DTS6_ORNAN
OG0007828	sp|Q8R409|HEXI1_MOUSE	tr|A0A6I8NSG0|A0A6I8NSG0_ORNAN
OG0007829	sp|Q8VHN7|AGRV1_MOUSE	tr|F7FKC9|F7FKC9_ORNAN
OG0007830	sp|Q9CR22|TMM42_MOUSE	tr|A0A6I8PF97|A0A6I8PF97_ORNAN
OG0007831	sp|Q9CXY9|GPI8_MOUSE	tr|A0A6I8NUY5|A0A6I8NUY5_ORNAN
OG0007832	sp|Q9CY97|SSU72_MOUSE	tr|A0A6I8N3N6|A0A6I8N3N6_ORNAN
OG0007833	sp|Q9CZ42|NNRD_MOUSE	tr|F7G4N6|F7G4N6_ORNAN
OG0007834	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A6I8P9Q3|A0A6I8P9Q3_ORNAN
OG0007835	sp|Q9DBN9|DDX59_MOUSE	tr|F7BYH3|F7BYH3_ORNAN
OG0007836	sp|Q9EP52|TWSG1_MOUSE	tr|A0A6I8PTG1|A0A6I8PTG1_ORNAN
OG0007837	sp|Q9QY30|ABCBB_MOUSE	tr|F6WP30|F6WP30_ORNAN
OG0007838	sp|Q9WV68|DECR2_MOUSE	tr|A0A6I8NXJ8|A0A6I8NXJ8_ORNAN
OG0007839	sp|A2AJK6|CHD7_MOUSE	tr|F6R446|F6R446_ORNAN
OG0007840	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A6I8MY99|A0A6I8MY99_ORNAN
OG0007841	sp|J3QMI4|CAHM3_MOUSE	tr|F7DAX5|F7DAX5_ORNAN
OG0007842	sp|O54943|PER2_MOUSE	tr|F7A850|F7A850_ORNAN
OG0007843	sp|O70152|DPM1_MOUSE	tr|A0A6I8N4N3|A0A6I8N4N3_ORNAN
OG0007844	sp|O70362|PHLD_MOUSE	tr|A0A6I8P8M5|A0A6I8P8M5_ORNAN
OG0007845	sp|O70445|BARD1_MOUSE	tr|A0A6I8PAG1|A0A6I8PAG1_ORNAN
OG0007846	sp|P35285|RB22A_MOUSE	tr|F7ESE8|F7ESE8_ORNAN
OG0007847	sp|P50207|HXC13_MOUSE	tr|F7CJ28|F7CJ28_ORNAN
OG0007848	sp|P51557|STAR_MOUSE	tr|A0A6I8PCT7|A0A6I8PCT7_ORNAN
OG0007849	sp|P56960|EXOSX_MOUSE	tr|A0A6I8N230|A0A6I8N230_ORNAN
OG0007850	sp|P97714|ADA1D_MOUSE	tr|A0A6I8PEH1|A0A6I8PEH1_ORNAN
OG0007851	sp|Q3TBL6|TP8L3_MOUSE	tr|F6UIW8|F6UIW8_ORNAN
OG0007852	sp|Q3TV70|NR2CA_MOUSE	tr|A0A6I8NML4|A0A6I8NML4_ORNAN
OG0007853	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A6I8PDF7|A0A6I8PDF7_ORNAN
OG0007854	sp|Q571F5|SPSB3_MOUSE	tr|F7FY75|F7FY75_ORNAN
OG0007855	sp|Q60714|S27A1_MOUSE	tr|F7EHN1|F7EHN1_ORNAN
OG0007856	sp|Q62312|TGFR2_MOUSE	tr|F6YQ99|F6YQ99_ORNAN
OG0007857	tr|Q6PCP3|Q6PCP3_MOUSE	tr|F6YLR3|F6YLR3_ORNAN
OG0007858	sp|Q70KY4|FOXO6_MOUSE	tr|A0A6I8PPD6|A0A6I8PPD6_ORNAN
OG0007859	sp|Q7TQF2|FBX10_MOUSE	tr|F6RSK0|F6RSK0_ORNAN
OG0007860	sp|Q80Y86|MK15_MOUSE	tr|A0A6I8NQ77|A0A6I8NQ77_ORNAN
OG0007861	sp|Q8BHM9|TM11F_MOUSE	tr|F6SCY1|F6SCY1_ORNAN
OG0007862	sp|Q8BJU0|SGTA_MOUSE	tr|F7E1T8|F7E1T8_ORNAN
OG0007863	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A6I8PNV9|A0A6I8PNV9_ORNAN
OG0007864	sp|Q8BSV3|BEND7_MOUSE	tr|A0A6I8P954|A0A6I8P954_ORNAN
OG0007865	sp|Q8BVL3|SNX17_MOUSE	tr|A0A6I8NRF2|A0A6I8NRF2_ORNAN
OG0007866	sp|Q8BWP8|B4GA1_MOUSE	tr|F7E7G5|F7E7G5_ORNAN
OG0007867	sp|Q8CFK2|TF3B_MOUSE	tr|A0A6I8PAM1|A0A6I8PAM1_ORNAN
OG0007868	sp|Q8CH18|CCAR1_MOUSE	tr|A0A6I8P122|A0A6I8P122_ORNAN
OG0007869	sp|Q8CIG3|KDM1B_MOUSE	tr|A0A6I8P000|A0A6I8P000_ORNAN
OG0007870	sp|Q8K003|TMA7_MOUSE	tr|A0A6I8N5R7|A0A6I8N5R7_ORNAN
OG0007871	sp|Q8K358|PIGU_MOUSE	tr|F6RC76|F6RC76_ORNAN
OG0007872	sp|Q8R043|SIM29_MOUSE	tr|A0A6I8MY14|A0A6I8MY14_ORNAN
OG0007873	sp|Q8R0X2|CACL1_MOUSE	tr|F6QNK5|F6QNK5_ORNAN
OG0007874	sp|Q8R1X6|SPART_MOUSE	tr|F7B8G9|F7B8G9_ORNAN
OG0007875	sp|Q8VEG0|CCD71_MOUSE	tr|F7F3Z7|F7F3Z7_ORNAN
OG0007876	sp|Q91WN1|DNJC9_MOUSE	tr|A0A6I8P3P6|A0A6I8P3P6_ORNAN
OG0007877	sp|Q91X52|DCXR_MOUSE	tr|A0A6I8PKX5|A0A6I8PKX5_ORNAN
OG0007878	sp|Q91YM2|RHG35_MOUSE	tr|F7DHU7|F7DHU7_ORNAN
OG0007879	sp|Q922Z0|OXDD_MOUSE	tr|A0A6I8NI16|A0A6I8NI16_ORNAN
OG0007880	sp|Q99K30|ES8L2_MOUSE	tr|A0A6I8NNG8|A0A6I8NNG8_ORNAN
OG0007881	sp|Q9CQB5|CISD2_MOUSE	tr|A0A6I8NKS5|A0A6I8NKS5_ORNAN
OG0007882	sp|Q9CXV9|DCNL5_MOUSE	tr|F7B3F2|F7B3F2_ORNAN
OG0007883	sp|Q9D180|CFA57_MOUSE	tr|F6R7W5|F6R7W5_ORNAN
OG0007884	sp|Q9D256|ISK12_MOUSE	tr|F6Z2V8|F6Z2V8_ORNAN
OG0007885	sp|Q9D4C5|EAF1_MOUSE	tr|F7C4U7|F7C4U7_ORNAN
OG0007886	sp|Q9EQQ0|SUV92_MOUSE	tr|A0A6I8P7Y1|A0A6I8P7Y1_ORNAN
OG0007887	sp|Q9JJU8|SH3L1_MOUSE	tr|F7FLU2|F7FLU2_ORNAN
OG0007888	sp|Q9JJV2|PROF2_MOUSE	tr|A0A6I8NJL9|A0A6I8NJL9_ORNAN
OG0007889	sp|Q9JLM9|GRB14_MOUSE	tr|A0A6I8P8G2|A0A6I8P8G2_ORNAN
OG0007890	sp|Q9R099|TBL2_MOUSE	tr|F7FAV4|F7FAV4_ORNAN
OG0007891	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A6I8NHP9|A0A6I8NHP9_ORNAN
OG0007892	sp|Q9WTU0|PHF2_MOUSE	tr|A0A6I8MZS0|A0A6I8MZS0_ORNAN
OG0007893	sp|Q9WTZ2|MBTP1_MOUSE	tr|F6VKY7|F6VKY7_ORNAN
OG0007894	sp|Q9WV31|ARC_MOUSE	tr|F6WIR2|F6WIR2_ORNAN
OG0007895	sp|Q9WV80|SNX1_MOUSE	tr|A0A6I8PL83|A0A6I8PL83_ORNAN
OG0007896	sp|Q9Z0H8|CLIP2_MOUSE	tr|A0A6I8PGS2|A0A6I8PGS2_ORNAN
OG0007897	sp|Q9Z108|STAU1_MOUSE	tr|F6XDZ1|F6XDZ1_ORNAN
OG0007898	tr|V9GX04|V9GX04_MOUSE	tr|A0A6I8NDL4|A0A6I8NDL4_ORNAN
OG0007899	sp|A2BE28|LAS1L_MOUSE	tr|F7A8Q3|F7A8Q3_ORNAN
OG0007900	sp|D3KU66|ASMT_MOUSE	tr|F6ZHP4|F6ZHP4_ORNAN
OG0007902	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A6I8NHF3|A0A6I8NHF3_ORNAN
OG0007903	tr|E9Q963|E9Q963_MOUSE	tr|F7DY43|F7DY43_ORNAN
OG0007904	sp|P22561|WT1_MOUSE	tr|F6W139|F6W139_ORNAN
OG0007905	sp|P35282|RAB21_MOUSE	tr|A0A6I8PGN7|A0A6I8PGN7_ORNAN
OG0007906	sp|P36371|TAP2_MOUSE	tr|F7F6B9|F7F6B9_ORNAN
OG0007907	sp|P42128|FOXK1_MOUSE	tr|F7AFE3|F7AFE3_ORNAN
OG0007908	sp|P57757|CTNS_MOUSE	tr|F7A7I0|F7A7I0_ORNAN
OG0007909	sp|P61957|SUMO2_MOUSE	tr|A0A6I8N2W8|A0A6I8N2W8_ORNAN
OG0007910	sp|P97494|GSH1_MOUSE	tr|A0A6I8P9Q2|A0A6I8P9Q2_ORNAN
OG0007911	sp|P97931|UNG_MOUSE	tr|A0A6I8NJW4|A0A6I8NJW4_ORNAN
OG0007912	sp|Q3TIX9|SNUT2_MOUSE	tr|F7F351|F7F351_ORNAN
OG0007913	sp|Q3UFD7|FFAR3_MOUSE	tr|F6VHM8|F6VHM8_ORNAN
OG0007914	sp|Q5I043|UBP28_MOUSE	tr|A0A6I8N4U6|A0A6I8N4U6_ORNAN
OG0007915	sp|Q5RJB0|BHA09_MOUSE	tr|A0A6I8NWU6|A0A6I8NWU6_ORNAN
OG0007916	sp|Q60753|CTF1_MOUSE	tr|F7AGZ3|F7AGZ3_ORNAN
OG0007917	sp|Q6GQU6|LIGO3_MOUSE	tr|F7DPG7|F7DPG7_ORNAN
OG0007918	sp|Q6NXI8|CXXC4_MOUSE	tr|A0A6I8PGE6|A0A6I8PGE6_ORNAN
OG0007919	sp|Q6TXD4|DNMBP_MOUSE	tr|A0A6I8NPI7|A0A6I8NPI7_ORNAN
OG0007920	sp|Q6ZQ93|UBP34_MOUSE	tr|F7DTP7|F7DTP7_ORNAN
OG0007921	sp|Q7TQI3|OTUB1_MOUSE	tr|A0A6I8N904|A0A6I8N904_ORNAN
OG0007922	sp|Q80TS7|DEND_MOUSE	tr|A0A6I8P8S6|A0A6I8P8S6_ORNAN
OG0007923	sp|Q80VU4|NTF4_MOUSE	tr|A0A6I8N1R9|A0A6I8N1R9_ORNAN
OG0007924	sp|Q80Z25|OFD1_MOUSE	tr|F7E1B2|F7E1B2_ORNAN
OG0007925	sp|Q8BGR5|FA53B_MOUSE	tr|A0A6I8N9U1|A0A6I8N9U1_ORNAN
OG0007926	sp|Q8BGY5|TM140_MOUSE	tr|A0A6I8PHJ1|A0A6I8PHJ1_ORNAN
OG0007927	sp|Q8BRM6|MEI4_MOUSE	tr|K7EI67|K7EI67_ORNAN
OG0007928	sp|Q8C3P7|MTA70_MOUSE	tr|A0A6I8NA09|A0A6I8NA09_ORNAN
OG0007929	sp|Q8C4Q6|AIDA_MOUSE	tr|A0A6I8NRL9|A0A6I8NRL9_ORNAN
OG0007930	sp|Q8CIM3|D2HDH_MOUSE	tr|F6YIX9|F6YIX9_ORNAN
OG0007931	sp|Q8K215|LYRM4_MOUSE	tr|A0A6I8NNX6|A0A6I8NNX6_ORNAN
OG0007932	sp|Q8K4B2|IRAK3_MOUSE	tr|F6QM19|F6QM19_ORNAN
OG0007933	sp|Q8R100|CAHM5_MOUSE	tr|F6URF3|F6URF3_ORNAN
OG0007934	sp|Q8R3C0|MCMBP_MOUSE	tr|F6WP96|F6WP96_ORNAN
OG0007935	sp|Q91ZR5|CTSR1_MOUSE	tr|A0A6I8NVB3|A0A6I8NVB3_ORNAN
OG0007936	sp|Q921F4|HNRLL_MOUSE	tr|A0A6I8NCV3|A0A6I8NCV3_ORNAN
OG0007937	sp|Q924Z6|XPO6_MOUSE	tr|A0A6I8PM97|A0A6I8PM97_ORNAN
OG0007938	sp|Q9D5I4|DYLT5_MOUSE	tr|A0A6I8NJX7|A0A6I8NJX7_ORNAN
OG0007939	sp|Q9D5U5|HDHD1_MOUSE	tr|F6UVC6|F6UVC6_ORNAN
OG0007940	sp|Q9D6R2|IDH3A_MOUSE	tr|A0A6I8N5N5|A0A6I8N5N5_ORNAN
OG0007941	sp|Q9D711|PIR_MOUSE	tr|F7E913|F7E913_ORNAN
OG0007942	sp|Q9D735|TRIR_MOUSE	tr|A0A6I8PGF9|A0A6I8PGF9_ORNAN
OG0007943	sp|Q9D7E4|CS025_MOUSE	tr|F6UL22|F6UL22_ORNAN
OG0007944	sp|Q9DBE9|SPB1_MOUSE	tr|A0A6I8NLC9|A0A6I8NLC9_ORNAN
OG0007945	sp|Q9DBQ9|SWT1_MOUSE	tr|A0A6I8NLT0|A0A6I8NLT0_ORNAN
OG0007946	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A6I8N749|A0A6I8N749_ORNAN
OG0007947	sp|Q9QYY0|GAB1_MOUSE	tr|F7DTY3|F7DTY3_ORNAN
OG0007948	sp|Q9QZE2|CLNK_MOUSE	tr|A0A6I8PD98|A0A6I8PD98_ORNAN
OG0007949	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A6I8PQJ3|A0A6I8PQJ3_ORNAN
OG0007951	sp|A1Y9I9|TOMT_MOUSE	tr|A0A6I8NME6|A0A6I8NME6_ORNAN
OG0007952	sp|A2AWP8|ARGAL_MOUSE	tr|A0A6I8NIC5|A0A6I8NIC5_ORNAN
OG0007953	sp|A8C756|THADA_MOUSE	tr|A0A6I8NBT2|A0A6I8NBT2_ORNAN
OG0007954	sp|D3YVL2|CFA70_MOUSE	tr|A0A6I8MZ60|A0A6I8MZ60_ORNAN
OG0007955	tr|D3Z7A5|D3Z7A5_MOUSE	tr|F7DW28|F7DW28_ORNAN
OG0007956	tr|E9PYF4|E9PYF4_MOUSE	tr|F6SD69|F6SD69_ORNAN
OG0007957	sp|O35627|NR1I3_MOUSE	tr|A0A6I8NLI1|A0A6I8NLI1_ORNAN
OG0007958	sp|O70342|NPY5R_MOUSE	tr|F7CGL8|F7CGL8_ORNAN
OG0007959	sp|P08228|SODC_MOUSE	tr|A0A6I8NFT2|A0A6I8NFT2_ORNAN
OG0007960	sp|P27889|HNF1B_MOUSE	tr|A0A6I8PN24|A0A6I8PN24_ORNAN
OG0007961	sp|P31428|DPEP1_MOUSE	tr|F7DUI9|F7DUI9_ORNAN
OG0007962	sp|P37889|FBLN2_MOUSE	tr|F7FGP4|F7FGP4_ORNAN
OG0007963	sp|P43024|CX6A1_MOUSE	tr|A0A6I8P489|A0A6I8P489_ORNAN
OG0007964	sp|P49446|PTPRE_MOUSE	tr|A0A6I8NFL3|A0A6I8NFL3_ORNAN
OG0007965	sp|P62827|RAN_MOUSE	tr|F6VMC9|F6VMC9_ORNAN
OG0007966	sp|P70662|LDB1_MOUSE	tr|F6W7F7|F6W7F7_ORNAN
OG0007967	sp|P97794|KCNJ8_MOUSE	tr|F6U7H6|F6U7H6_ORNAN
OG0007968	sp|Q3TIT8|SPX3_MOUSE	tr|F6V039|F6V039_ORNAN
OG0007969	sp|Q3U2U7|MET17_MOUSE	tr|F7F8D3|F7F8D3_ORNAN
OG0007970	sp|Q3U829|AP5Z1_MOUSE	tr|A0A6I8NGI4|A0A6I8NGI4_ORNAN
OG0007971	sp|Q3UIJ9|MYZAP_MOUSE	tr|A0A6I8N4C7|A0A6I8N4C7_ORNAN
OG0007972	tr|Q3ULL6|Q3ULL6_MOUSE	tr|F7E8W7|F7E8W7_ORNAN
OG0007973	sp|Q61144|PSN2_MOUSE	tr|F7AD40|F7AD40_ORNAN
OG0007974	sp|Q61618|AA3R_MOUSE	tr|F7BKB8|F7BKB8_ORNAN
OG0007975	sp|Q61656|DDX5_MOUSE	tr|F7EF79|F7EF79_ORNAN
OG0007976	sp|Q62406|IRAK1_MOUSE	tr|A0A6I8NFX8|A0A6I8NFX8_ORNAN
OG0007977	sp|Q62442|VAMP1_MOUSE	tr|F7A886|F7A886_ORNAN
OG0007978	sp|Q69ZB0|LRCC1_MOUSE	tr|A0A6I8NDB3|A0A6I8NDB3_ORNAN
OG0007979	sp|Q6KAQ7|ZZZ3_MOUSE	tr|F7G3T2|F7G3T2_ORNAN
OG0007980	sp|Q6PFE3|RA54B_MOUSE	tr|F7G8U7|F7G8U7_ORNAN
OG0007981	sp|Q6PJN8|DALD3_MOUSE	tr|F6ZLR8|F6ZLR8_ORNAN
OG0007982	sp|Q6R653|UN5CL_MOUSE	tr|A0A6I8NPM8|A0A6I8NPM8_ORNAN
OG0007983	sp|Q71M36|CSPG5_MOUSE	tr|A0A6I8P4N8|A0A6I8P4N8_ORNAN
OG0007984	sp|Q7M742|SG1C1_MOUSE	tr|F7BLD6|F7BLD6_ORNAN
OG0007985	sp|Q80UP3|DGKZ_MOUSE	tr|F7FJL6|F7FJL6_ORNAN
OG0007986	sp|Q80Y19|RHGBA_MOUSE	tr|A0A6I8NDE3|A0A6I8NDE3_ORNAN
OG0007987	sp|Q8BGW8|VGLL2_MOUSE	tr|A0A6I8P343|A0A6I8P343_ORNAN
OG0007988	sp|Q8BSU2|CXL16_MOUSE	tr|F6QWA8|F6QWA8_ORNAN
OG0007989	sp|Q8BUE4|FSP1_MOUSE	tr|F7DVS3|F7DVS3_ORNAN
OG0007990	sp|Q8BUL6|PKHA1_MOUSE	tr|F7E8B6|F7E8B6_ORNAN
OG0007991	sp|Q8BVR6|RSPRY_MOUSE	tr|F7FG62|F7FG62_ORNAN
OG0007992	sp|Q8BZ33|TENS4_MOUSE	tr|F6ZBA6|F6ZBA6_ORNAN
OG0007993	sp|Q8C3F2|F120C_MOUSE	tr|F6ZE76|F6ZE76_ORNAN
OG0007994	sp|Q8CB14|LAS2_MOUSE	tr|F7CYZ7|F7CYZ7_ORNAN
OG0007995	sp|Q8CBR6|TSK_MOUSE	tr|A0A6I8PDB9|A0A6I8PDB9_ORNAN
OG0007996	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A6I8MZF3|A0A6I8MZF3_ORNAN
OG0007997	sp|Q8K010|OPLA_MOUSE	tr|F6WVB6|F6WVB6_ORNAN
OG0007998	sp|Q8K3A0|HSC20_MOUSE	tr|A0A6I8PNM5|A0A6I8PNM5_ORNAN
OG0007999	sp|Q8QZY2|GLCTK_MOUSE	tr|F7DD90|F7DD90_ORNAN
OG0008000	sp|Q8R080|GTSE1_MOUSE	tr|F7EZ11|F7EZ11_ORNAN
OG0008001	sp|Q8R3P9|SLF1_MOUSE	tr|A0A6I8MXJ6|A0A6I8MXJ6_ORNAN
OG0008002	sp|Q91UZ5|IMPA2_MOUSE	tr|A0A6I8PI91|A0A6I8PI91_ORNAN
OG0008003	sp|Q91V79|FITM1_MOUSE	tr|A0A6I8PNG9|A0A6I8PNG9_ORNAN
OG0008004	sp|Q91WA4|CXXC5_MOUSE	tr|A0A6I8NDI4|A0A6I8NDI4_ORNAN
OG0008005	sp|Q99P65|S29A3_MOUSE	tr|A0A6I8NBT4|A0A6I8NBT4_ORNAN
OG0008006	sp|Q9CZ28|SNF8_MOUSE	tr|A0A6I8NMR6|A0A6I8NMR6_ORNAN
OG0008007	sp|Q9CZB6|MED7_MOUSE	tr|F6Q4K3|F6Q4K3_ORNAN
OG0008008	sp|Q9D4J3|DCBD1_MOUSE	tr|A0A6I8NJ72|A0A6I8NJ72_ORNAN
OG0008009	sp|Q9D5V2|KLH10_MOUSE	tr|F7BTE1|F7BTE1_ORNAN
OG0008010	sp|Q9EQ06|DHB11_MOUSE	tr|F7F9V6|F7F9V6_ORNAN
OG0008011	sp|Q9Z205|RFXK_MOUSE	tr|F7E7F5|F7E7F5_ORNAN
OG0008012	sp|A2A9F4|KDF1_MOUSE	tr|A0A6I8NG86|A0A6I8NG86_ORNAN
OG0008014	sp|O08609|MLX_MOUSE	tr|A0A6I8P4R1|A0A6I8P4R1_ORNAN
OG0008015	sp|O35972|RM23_MOUSE	tr|A0A6I8P2T1|A0A6I8P2T1_ORNAN
OG0008016	sp|O70300|PSPN_MOUSE	tr|F7EWB5|F7EWB5_ORNAN
OG0008017	sp|O70400|PDLI1_MOUSE	tr|F6WFT9|F6WFT9_ORNAN
OG0008018	sp|O88838|SPSB2_MOUSE	tr|A0A6I8NBW6|A0A6I8NBW6_ORNAN
OG0008019	sp|P03899|NU3M_MOUSE	sp|Q36456|NU3M_ORNAN
OG0008020	sp|P13346|FOSB_MOUSE	tr|A0A6I8P3V5|A0A6I8P3V5_ORNAN
OG0008021	sp|P70158|ASM3A_MOUSE	tr|F7C8L5|F7C8L5_ORNAN
OG0008022	sp|P70196|TRAF6_MOUSE	tr|F6S636|F6S636_ORNAN
OG0008023	sp|P70388|RAD50_MOUSE	tr|F7EPF8|F7EPF8_ORNAN
OG0008024	sp|P97378|I12R2_MOUSE	tr|A0A6I8MXA7|A0A6I8MXA7_ORNAN
OG0008025	sp|P97717|ADA1B_MOUSE	tr|F7FUQ0|F7FUQ0_ORNAN
OG0008026	sp|Q32MD9|CDON_MOUSE	tr|A0A6I8PQB6|A0A6I8PQB6_ORNAN
OG0008027	sp|Q3TQ03|CIART_MOUSE	tr|A0A6I8N3V3|A0A6I8N3V3_ORNAN
OG0008028	sp|Q3TRR0|MAP9_MOUSE	tr|F7FSP5|F7FSP5_ORNAN
