Orthogroup	Mus_musculus	Monodelphis_domestica
OG0005102	tr|E9PX79|E9PX79_MOUSE	tr|F6X3R6|F6X3R6_MONDO
OG0005103	sp|Q7TSN6|GP151_MOUSE	tr|F6X4N9|F6X4N9_MONDO
OG0005104	sp|Q9JM99|PRG4_MOUSE	tr|F6X999|F6X999_MONDO
OG0005105	sp|Q9CZD3|GARS_MOUSE	tr|F6XXD0|F6XXD0_MONDO
OG0005106	sp|Q8BT60|CPNE3_MOUSE	tr|F6YK89|F6YK89_MONDO
OG0005107	sp|Q80YV2|ZC3C1_MOUSE	tr|F6YPQ0|F6YPQ0_MONDO
OG0005108	sp|Q9R112|SQOR_MOUSE	tr|F6ZSH1|F6ZSH1_MONDO
OG0005109	sp|Q8BLB7|LMBL3_MOUSE	tr|F6ZT57|F6ZT57_MONDO
OG0005110	sp|Q5S248|TM11E_MOUSE	tr|F6ZZD6|F6ZZD6_MONDO
OG0005111	tr|B2RXC8|B2RXC8_MOUSE	tr|F7AG35|F7AG35_MONDO
OG0005112	sp|Q80WS1|RIMKB_MOUSE	tr|F7B7U4|F7B7U4_MONDO
OG0005113	sp|Q80Z64|NANOG_MOUSE	tr|F7BUT7|F7BUT7_MONDO
OG0005114	sp|Q99L88|SNTB1_MOUSE	tr|F7CVW1|F7CVW1_MONDO
OG0005115	sp|Q91YJ3|THYN1_MOUSE	tr|F7D0S8|F7D0S8_MONDO
OG0005116	sp|Q8C8C1|RTP1_MOUSE	tr|F7DH23|F7DH23_MONDO
OG0005117	sp|Q9R061|NUBP2_MOUSE	tr|F7EAL9|F7EAL9_MONDO
OG0005118	sp|P61237|YPEL3_MOUSE	tr|F7EHP1|F7EHP1_MONDO
OG0005119	sp|P61329|FGF12_MOUSE	tr|F7ELZ5|F7ELZ5_MONDO
OG0005120	sp|Q80SX8|PIF1_MOUSE	tr|F7ET02|F7ET02_MONDO
OG0005121	sp|Q9WVL4|GRK1_MOUSE	tr|F7FA38|F7FA38_MONDO
OG0005122	sp|Q8BN58|RHG28_MOUSE	tr|F7FBS2|F7FBS2_MONDO
OG0005123	sp|Q9JMI0|ECEL1_MOUSE	tr|F7FUF8|F7FUF8_MONDO
OG0005124	sp|Q91V57|CHIN_MOUSE	tr|F7FZD5|F7FZD5_MONDO
OG0005125	sp|P04344|CRGB_MOUSE	tr|F7G1Y8|F7G1Y8_MONDO
OG0005126	sp|Q64205|DLX3_MOUSE	tr|F7G4K2|F7G4K2_MONDO
OG0005127	sp|Q6NSQ9|G6PC3_MOUSE	tr|F7G6N4|F7G6N4_MONDO
OG0005128	sp|Q2WG76|RIPP2_MOUSE	tr|A0A5F8G2D7|A0A5F8G2D7_MONDO
OG0005129	sp|Q8BZJ8|CH034_MOUSE	tr|A0A5F8G866|A0A5F8G866_MONDO
OG0005130	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A5F8G9X7|A0A5F8G9X7_MONDO
OG0005131	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A5F8GAF6|A0A5F8GAF6_MONDO
OG0005132	sp|Q3UEB3|PUF60_MOUSE	tr|A0A5F8GCS7|A0A5F8GCS7_MONDO
OG0005133	sp|Q810U4|NRCAM_MOUSE	tr|A0A5F8GFU4|A0A5F8GFU4_MONDO
OG0005134	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A5F8GGG9|A0A5F8GGG9_MONDO
OG0005135	sp|Q9ER64|OSBL5_MOUSE	tr|A0A5F8GHU8|A0A5F8GHU8_MONDO
OG0005136	sp|P55264|ADK_MOUSE	tr|A0A5F8GHX5|A0A5F8GHX5_MONDO
OG0005137	sp|Q62465|VAT1_MOUSE	tr|A0A5F8GHZ1|A0A5F8GHZ1_MONDO
OG0005138	sp|Q768S4|RPH3L_MOUSE	tr|A0A5F8GJ07|A0A5F8GJ07_MONDO
OG0005139	sp|P15379|CD44_MOUSE	tr|A0A5F8GLJ6|A0A5F8GLJ6_MONDO
OG0005140	sp|O88856|TPST2_MOUSE	tr|A0A5F8GMT5|A0A5F8GMT5_MONDO
OG0005141	sp|Q8C569|F118B_MOUSE	tr|A0A5F8GPM7|A0A5F8GPM7_MONDO
OG0005143	sp|Q3UN02|LCLT1_MOUSE	tr|A0A5F8GUQ1|A0A5F8GUQ1_MONDO
OG0005144	sp|P70174|HRH1_MOUSE	tr|A0A5F8GUV4|A0A5F8GUV4_MONDO
OG0005145	sp|Q921H9|COA7_MOUSE	tr|A0A5F8GVV0|A0A5F8GVV0_MONDO
OG0005146	sp|Q9D9S3|RWD2A_MOUSE	tr|A0A5F8GX32|A0A5F8GX32_MONDO
OG0005147	sp|Q60779|DRC4_MOUSE	tr|A0A5F8H576|A0A5F8H576_MONDO
OG0005148	sp|Q99J31|OPHN1_MOUSE	tr|A0A5F8HB35|A0A5F8HB35_MONDO
OG0005149	sp|P35278|RAB5C_MOUSE	tr|A0A5F8HEV1|A0A5F8HEV1_MONDO
OG0005150	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A5F8HGI9|A0A5F8HGI9_MONDO
OG0005151	sp|Q9ES46|PARVB_MOUSE	tr|A0A5F8HKX0|A0A5F8HKX0_MONDO
OG0005152	sp|Q8BFR6|ZFAN1_MOUSE	tr|A0A5F8HLB6|A0A5F8HLB6_MONDO
OG0005153	sp|Q6PD26|PIGS_MOUSE	tr|F6QSI6|F6QSI6_MONDO
OG0005154	sp|P70121|ZHX1_MOUSE	tr|F6QW83|F6QW83_MONDO
OG0005155	sp|Q62048|PEA15_MOUSE	tr|F6RDS5|F6RDS5_MONDO
OG0005156	sp|Q9D0J4|ARL2_MOUSE	tr|F6SBP2|F6SBP2_MONDO
OG0005157	sp|O08705|NTCP_MOUSE	tr|F6SPY8|F6SPY8_MONDO
OG0005158	sp|P33435|MMP13_MOUSE	tr|F6SS23|F6SS23_MONDO
OG0005159	tr|A0A571BEG0|A0A571BEG0_MOUSE	tr|F6TAM2|F6TAM2_MONDO
OG0005160	sp|Q5PT54|NTCP5_MOUSE	tr|F6TD48|F6TD48_MONDO
OG0005161	sp|Q569N2|ANR37_MOUSE	tr|F6TQ70|F6TQ70_MONDO
OG0005162	sp|Q0VGT4|ZGRF1_MOUSE	tr|F6UJU8|F6UJU8_MONDO
OG0005163	sp|Q91YK2|RRP1B_MOUSE	tr|F6W0J2|F6W0J2_MONDO
OG0005164	sp|O88940|MUSC_MOUSE	tr|F6WCT4|F6WCT4_MONDO
OG0005165	sp|Q9R216|FZD9_MOUSE	tr|F6WS18|F6WS18_MONDO
OG0005166	sp|Q9Z2Y3|HOME1_MOUSE	tr|F6XMC8|F6XMC8_MONDO
OG0005167	sp|P32020|SCP2_MOUSE	tr|F6XNE9|F6XNE9_MONDO
OG0005168	sp|Q9DAR7|DCPS_MOUSE	tr|F6Y3D8|F6Y3D8_MONDO
OG0005169	sp|Q8VBW1|SC6A8_MOUSE	tr|F6Z838|F6Z838_MONDO
OG0005170	sp|Q80XQ2|TBCD5_MOUSE	tr|F6ZE90|F6ZE90_MONDO
OG0005171	sp|Q8VE18|SMG8_MOUSE	tr|F6ZEN2|F6ZEN2_MONDO
OG0005172	tr|Q9JK62|Q9JK62_MOUSE	tr|F6ZM60|F6ZM60_MONDO
OG0005173	sp|Q5U419|MFSD3_MOUSE	tr|F7API9|F7API9_MONDO
OG0005174	tr|F2Z3U3|F2Z3U3_MOUSE	tr|F7AYG9|F7AYG9_MONDO
OG0005175	sp|Q3URY6|ARMC2_MOUSE	tr|F7B8E4|F7B8E4_MONDO
OG0005176	sp|P97817|CDR2_MOUSE	tr|F7BJ14|F7BJ14_MONDO
OG0005177	sp|P21841|PSPC_MOUSE	tr|F7BJX5|F7BJX5_MONDO
OG0005178	sp|Q924Y0|BODG_MOUSE	tr|F7BLG7|F7BLG7_MONDO
OG0005179	sp|Q69ZQ2|ISY1_MOUSE	tr|F7CDJ5|F7CDJ5_MONDO
OG0005180	sp|P97432|NBR1_MOUSE	tr|F7CF87|F7CF87_MONDO
OG0005181	sp|E9Q5M6|CFA44_MOUSE	tr|F7CXA7|F7CXA7_MONDO
OG0005182	sp|Q6ZPJ3|UBE2O_MOUSE	tr|F7DWA1|F7DWA1_MONDO
OG0005183	sp|Q8JZL1|I17RD_MOUSE	tr|F7E2E4|F7E2E4_MONDO
OG0005184	sp|Q5GAM8|RNS12_MOUSE	tr|F7E383|F7E383_MONDO
OG0005185	sp|Q924H7|WAC_MOUSE	tr|F7ELB5|F7ELB5_MONDO
OG0005186	sp|E9Q7P9|CDHR2_MOUSE	tr|F7F5P8|F7F5P8_MONDO
OG0005187	sp|Q9JK38|GNA1_MOUSE	tr|F7F750|F7F750_MONDO
OG0005188	sp|Q9JMH3|NEUR2_MOUSE	tr|F7F7Q7|F7F7Q7_MONDO
OG0005189	sp|Q3U898|CSN9_MOUSE	tr|F7F8D6|F7F8D6_MONDO
OG0005190	sp|Q03517|SCG2_MOUSE	tr|F7FCM2|F7FCM2_MONDO
OG0005191	sp|Q9CQ56|USE1_MOUSE	tr|F7G5D4|F7G5D4_MONDO
OG0005192	sp|E9Q236|MRP4_MOUSE	tr|F7GJY4|F7GJY4_MONDO
OG0005193	sp|Q3V188|ENDOU_MOUSE	tr|H9H6B8|H9H6B8_MONDO
OG0005194	sp|Q921Y4|MFSD5_MOUSE	tr|H9H8L3|H9H8L3_MONDO
OG0005195	sp|P28825|MEP1A_MOUSE	tr|K7E2H9|K7E2H9_MONDO
OG0005196	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A5F8G910|A0A5F8G910_MONDO
OG0005197	sp|Q6RI63|F120B_MOUSE	tr|A0A5F8GJ25|A0A5F8GJ25_MONDO
OG0005198	sp|Q9CQQ0|SMIM8_MOUSE	tr|A0A5F8GLN7|A0A5F8GLN7_MONDO
OG0005199	sp|Q9QWL7|K1C17_MOUSE	tr|A0A5F8GPU1|A0A5F8GPU1_MONDO
OG0005200	sp|P97820|M4K4_MOUSE	tr|A0A5F8GT44|A0A5F8GT44_MONDO
OG0005201	sp|Q641K5|NUAK1_MOUSE	tr|A0A5F8GVF6|A0A5F8GVF6_MONDO
OG0005202	sp|Q64445|COX8A_MOUSE	tr|A0A5F8GWJ7|A0A5F8GWJ7_MONDO
OG0005203	sp|Q8BW70|UBP38_MOUSE	tr|A0A5F8GZY4|A0A5F8GZY4_MONDO
OG0005204	sp|Q9D1A0|PXL2C_MOUSE	tr|A0A5F8H852|A0A5F8H852_MONDO
OG0005205	sp|O35565|FGF10_MOUSE	tr|A0A5F8H867|A0A5F8H867_MONDO
OG0005206	sp|P97801|SMN_MOUSE	tr|A0A5F8HE23|A0A5F8HE23_MONDO
OG0005207	sp|Q9CXK9|RBM33_MOUSE	tr|A0A5F8HE67|A0A5F8HE67_MONDO
OG0005208	sp|Q3V3Z3|AGRG5_MOUSE	tr|A0A5F8HLE8|A0A5F8HLE8_MONDO
OG0005209	sp|Q8K595|MCLN2_MOUSE	tr|F6R8D1|F6R8D1_MONDO
OG0005210	sp|A2AJQ3|D19L4_MOUSE	tr|F6RDC8|F6RDC8_MONDO
OG0005211	sp|Q7TMV1|RN139_MOUSE	tr|F6SPD8|F6SPD8_MONDO
OG0005212	sp|P56388|CART_MOUSE	tr|F6T7Q6|F6T7Q6_MONDO
OG0005213	sp|Q6E1M8|AWAT2_MOUSE	tr|F6TRA4|F6TRA4_MONDO
OG0005214	sp|Q6P3A4|VSIG8_MOUSE	tr|F6TTB1|F6TTB1_MONDO
OG0005215	sp|Q7TPV2|DZIP3_MOUSE	tr|F6U2A3|F6U2A3_MONDO
OG0005216	sp|Q99KN1|ARRD1_MOUSE	tr|F6U431|F6U431_MONDO
OG0005217	sp|Q8C3L1|SSUH2_MOUSE	tr|F6UMU5|F6UMU5_MONDO
OG0005218	sp|P48962|ADT1_MOUSE	tr|F6UNG8|F6UNG8_MONDO
OG0005219	sp|Q60716|P4HA2_MOUSE	tr|F6UQK5|F6UQK5_MONDO
OG0005220	sp|Q9QXK8|NMU_MOUSE	tr|F6V218|F6V218_MONDO
OG0005221	sp|Q91WQ3|SYYC_MOUSE	tr|F6VBB2|F6VBB2_MONDO
OG0005222	sp|Q76JU9|FFAR1_MOUSE	tr|F6W8J7|F6W8J7_MONDO
OG0005223	sp|Q60I26|AL2CL_MOUSE	tr|F6X626|F6X626_MONDO
OG0005224	sp|A2ADU9|AWAT1_MOUSE	tr|F6Y128|F6Y128_MONDO
OG0005225	tr|Q8VDV7|Q8VDV7_MOUSE	tr|F6YC42|F6YC42_MONDO
OG0005226	sp|Q9JIF9|MYOTI_MOUSE	tr|F6YGI0|F6YGI0_MONDO
OG0005227	sp|Q922B2|SYDC_MOUSE	tr|F6YRH4|F6YRH4_MONDO
OG0005228	sp|Q8K010|OPLA_MOUSE	tr|F6YTL4|F6YTL4_MONDO
OG0005229	sp|P79621|C2TA_MOUSE	tr|F6ZCE4|F6ZCE4_MONDO
OG0005230	sp|P61161|ARP2_MOUSE	tr|F6ZPQ4|F6ZPQ4_MONDO
OG0005231	sp|Q9ES81|POPD3_MOUSE	tr|F6ZWH6|F6ZWH6_MONDO
OG0005232	sp|Q5DTT3|TASO2_MOUSE	tr|F7B3T1|F7B3T1_MONDO
OG0005233	sp|F8VPZ5|ERCC6_MOUSE	tr|F7B9D0|F7B9D0_MONDO
OG0005234	sp|Q9EP52|TWSG1_MOUSE	tr|F7BT45|F7BT45_MONDO
OG0005235	sp|Q69ZK5|KLH14_MOUSE	tr|F7BZP8|F7BZP8_MONDO
OG0005236	sp|Q8BIL2|MSD1_MOUSE	tr|F7C8H6|F7C8H6_MONDO
OG0005237	sp|P97471|SMAD4_MOUSE	tr|F7DR31|F7DR31_MONDO
OG0005238	sp|P09079|HXB5_MOUSE	tr|F7E2D8|F7E2D8_MONDO
OG0005239	sp|P98154|IDD_MOUSE	tr|F7EH13|F7EH13_MONDO
OG0005240	sp|Q3UW12|CNGA4_MOUSE	tr|F7FCU2|F7FCU2_MONDO
OG0005241	sp|P35821|PTN1_MOUSE	tr|F7FKW0|F7FKW0_MONDO
OG0005242	sp|Q60718|ADAM2_MOUSE	tr|F7FSN3|F7FSN3_MONDO
OG0005243	sp|Q3V1I0|LYG2_MOUSE	tr|F7FWC5|F7FWC5_MONDO
OG0005244	sp|O70456|1433S_MOUSE	tr|F7FY05|F7FY05_MONDO
OG0005245	sp|Q8BX51|SGCZ_MOUSE	tr|F7FZ94|F7FZ94_MONDO
OG0005246	sp|Q80X56|TRI69_MOUSE	tr|F7G5P5|F7G5P5_MONDO
OG0005247	sp|Q3UJF0|GPR55_MOUSE	tr|F7G8G3|F7G8G3_MONDO
OG0005248	sp|Q8BKX7|ZN410_MOUSE	tr|F7GEQ3|F7GEQ3_MONDO
OG0005249	sp|Q5SVD0|RFLB_MOUSE	tr|H9H6A2|H9H6A2_MONDO
OG0005250	sp|Q9CRA7|ATP5S_MOUSE	tr|K7E5H7|K7E5H7_MONDO
OG0005251	sp|Q8CEC0|NUP88_MOUSE	tr|A0A5F8G759|A0A5F8G759_MONDO
OG0005252	sp|O88907|PIAS1_MOUSE	tr|A0A5F8G8A5|A0A5F8G8A5_MONDO
OG0005253	sp|Q8R4V1|NFAM1_MOUSE	tr|A0A5F8GA16|A0A5F8GA16_MONDO
OG0005254	sp|Q5DTX6|JCAD_MOUSE	tr|A0A5F8GDW9|A0A5F8GDW9_MONDO
OG0005255	sp|O88444|ADCY1_MOUSE	tr|A0A5F8GET0|A0A5F8GET0_MONDO
OG0005256	sp|Q60948|MAD4_MOUSE	tr|A0A5F8GFW2|A0A5F8GFW2_MONDO
OG0005257	sp|P97766|CFC1_MOUSE	tr|A0A5F8GQJ1|A0A5F8GQJ1_MONDO
OG0005258	sp|O55055|TRDMT_MOUSE	tr|A0A5F8GR17|A0A5F8GR17_MONDO
OG0005259	sp|O54949|NLK_MOUSE	tr|A0A5F8GY09|A0A5F8GY09_MONDO
OG0005260	sp|Q8BY98|SWAHD_MOUSE	tr|A0A5F8GZN3|A0A5F8GZN3_MONDO
OG0005261	sp|Q8JZM0|TFB1M_MOUSE	tr|A0A5F8H1J0|A0A5F8H1J0_MONDO
OG0005262	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A5F8H389|A0A5F8H389_MONDO
OG0005263	sp|P32299|BKRB2_MOUSE	tr|A0A5F8H7W0|A0A5F8H7W0_MONDO
OG0005264	sp|Q8K2F0|BRD3_MOUSE	tr|A0A5F8HB51|A0A5F8HB51_MONDO
OG0005265	sp|Q8VIG1|REST_MOUSE	tr|A0A5F8HC56|A0A5F8HC56_MONDO
OG0005266	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A5F8HCC0|A0A5F8HCC0_MONDO
OG0005267	sp|Q9CZ92|CENPP_MOUSE	tr|A0A5F8HJB8|A0A5F8HJB8_MONDO
OG0005268	sp|Q63871|RPAB4_MOUSE	tr|A0A5F8HKA0|A0A5F8HKA0_MONDO
OG0005269	tr|A0A5F8MPV0|A0A5F8MPV0_MOUSE	tr|F6PGZ0|F6PGZ0_MONDO
OG0005270	sp|Q8C551|R51A1_MOUSE	tr|F6PW70|F6PW70_MONDO
OG0005271	sp|Q8C419|GP158_MOUSE	tr|F6PWH1|F6PWH1_MONDO
OG0005272	sp|Q9ES03|TBX20_MOUSE	tr|F6Q953|F6Q953_MONDO
OG0005273	sp|Q8BM72|HSP13_MOUSE	tr|F6SPB3|F6SPB3_MONDO
OG0005274	sp|P62918|RL8_MOUSE	tr|F6TDX6|F6TDX6_MONDO
OG0005275	sp|Q9JME2|CHSTB_MOUSE	tr|F6UG44|F6UG44_MONDO
OG0005276	sp|P61014|PPLA_MOUSE	tr|F6V8P7|F6V8P7_MONDO
OG0005277	sp|Q8JZP9|GA2L1_MOUSE	tr|F6V8X2|F6V8X2_MONDO
OG0005278	tr|E9Q9U8|E9Q9U8_MOUSE	tr|F6W4N1|F6W4N1_MONDO
OG0005279	sp|P56546|CTBP2_MOUSE	tr|F6W5N2|F6W5N2_MONDO
OG0005280	sp|P33242|STF1_MOUSE	tr|F6WNR0|F6WNR0_MONDO
OG0005281	sp|Q9D0B0|SRSF9_MOUSE	tr|F6WU16|F6WU16_MONDO
OG0005282	sp|P63072|UBD_MOUSE	tr|F6YUI8|F6YUI8_MONDO
OG0005283	sp|Q9Z319|CORIN_MOUSE	tr|F6ZAT4|F6ZAT4_MONDO
OG0005284	sp|Q61026|NCOA2_MOUSE	tr|F6ZNG5|F6ZNG5_MONDO
OG0005285	sp|Q8C6A8|BHE22_MOUSE	tr|F6ZY60|F6ZY60_MONDO
OG0005286	sp|P84096|RHOG_MOUSE	tr|F7A4B3|F7A4B3_MONDO
OG0005287	sp|Q8CIE4|PAR10_MOUSE	tr|F7A7Q9|F7A7Q9_MONDO
OG0005288	sp|Q9D880|TIM50_MOUSE	tr|F7AVY5|F7AVY5_MONDO
OG0005289	sp|Q3TPX4|EXOC5_MOUSE	tr|F7C474|F7C474_MONDO
OG0005290	sp|P09920|CSF3_MOUSE	tr|F7CRM4|F7CRM4_MONDO
OG0005291	sp|Q99JG7|TNIP2_MOUSE	tr|F7D8K2|F7D8K2_MONDO
OG0005292	sp|P61202|CSN2_MOUSE	tr|F7DDQ2|F7DDQ2_MONDO
OG0005293	sp|Q8BJD1|ITIH5_MOUSE	tr|F7DLX6|F7DLX6_MONDO
OG0005294	sp|Q62147|SSPN_MOUSE	tr|F7DNS7|F7DNS7_MONDO
OG0005295	sp|Q8BYW9|EOGT_MOUSE	tr|F7DWT3|F7DWT3_MONDO
OG0005296	sp|Q7TNG5|EMAL2_MOUSE	tr|F7DZQ4|F7DZQ4_MONDO
OG0005297	sp|Q61762|KCNA5_MOUSE	tr|F7EBU3|F7EBU3_MONDO
OG0005298	sp|Q5DTH5|TSH1_MOUSE	tr|F7EIR6|F7EIR6_MONDO
OG0005299	sp|Q3UKU1|ELL2_MOUSE	tr|F7EST3|F7EST3_MONDO
OG0005300	sp|P46460|NSF_MOUSE	tr|F7F4B9|F7F4B9_MONDO
OG0005301	sp|Q791T5|MTCH1_MOUSE	tr|F7FM65|F7FM65_MONDO
OG0005302	sp|Q6NWW9|FND3B_MOUSE	tr|F7FT00|F7FT00_MONDO
OG0005303	sp|Q3UN90|LYRM9_MOUSE	tr|F7FZ24|F7FZ24_MONDO
OG0005304	sp|Q8C176|TAF2_MOUSE	tr|F7FZ67|F7FZ67_MONDO
OG0005305	sp|Q3TUF7|YETS2_MOUSE	tr|F7G9L6|F7G9L6_MONDO
OG0005306	sp|Q8C0Y0|PP4R4_MOUSE	tr|F7GDA7|F7GDA7_MONDO
OG0005307	sp|Q9ESG6|P2Y14_MOUSE	tr|F7GEB4|F7GEB4_MONDO
OG0005308	sp|Q5QR91|CQ078_MOUSE	tr|F7GF68|F7GF68_MONDO
OG0005309	sp|Q8K1S5|KLF11_MOUSE	tr|F7GGZ0|F7GGZ0_MONDO
OG0005310	sp|O70354|CAH11_MOUSE	tr|H9H6N7|H9H6N7_MONDO
OG0005312	sp|O09198|MAL_MOUSE	tr|A0A5F8G6T8|A0A5F8G6T8_MONDO
OG0005313	sp|Q6ZPR5|NSMA3_MOUSE	tr|A0A5F8G7R4|A0A5F8G7R4_MONDO
OG0005314	sp|Q9JI67|B3GT5_MOUSE	tr|A0A5F8G869|A0A5F8G869_MONDO
OG0005315	sp|Q8BPB5|FBLN3_MOUSE	tr|A0A5F8GD15|A0A5F8GD15_MONDO
OG0005316	sp|Q99NC0|VGLL1_MOUSE	tr|A0A5F8GI24|A0A5F8GI24_MONDO
OG0005317	tr|A0A1B0GSF6|A0A1B0GSF6_MOUSE	tr|A0A5F8GL86|A0A5F8GL86_MONDO
OG0005318	sp|Q9JLJ1|SELK_MOUSE	tr|A0A5F8GPB9|A0A5F8GPB9_MONDO
OG0005319	sp|O08788|DCTN1_MOUSE	tr|A0A5F8GV11|A0A5F8GV11_MONDO
OG0005320	sp|Q8VCX2|S35C2_MOUSE	tr|A0A5F8H2Q5|A0A5F8H2Q5_MONDO
OG0005321	sp|Q8R0S4|CACB4_MOUSE	tr|A0A5F8HG82|A0A5F8HG82_MONDO
OG0005322	sp|Q80WG5|LRC8A_MOUSE	tr|A0A5F8HLD2|A0A5F8HLD2_MONDO
OG0005323	sp|Q9D0S4|NEUL2_MOUSE	tr|F6QPQ5|F6QPQ5_MONDO
OG0005324	sp|Q09014|NCF1_MOUSE	tr|F6RFE1|F6RFE1_MONDO
OG0005325	sp|Q9Z255|UBE2A_MOUSE	tr|F6SAT6|F6SAT6_MONDO
OG0005326	sp|P10518|HEM2_MOUSE	tr|F6SVR1|F6SVR1_MONDO
OG0005327	sp|Q80UU1|ANKZ1_MOUSE	tr|F6T6P3|F6T6P3_MONDO
OG0005328	sp|Q8BZ00|SL9A9_MOUSE	tr|F6TJF4|F6TJF4_MONDO
OG0005329	sp|Q60707|TBX2_MOUSE	tr|F6TQY6|F6TQY6_MONDO
OG0005330	sp|Q8BM65|NYAP2_MOUSE	tr|F6UH37|F6UH37_MONDO
OG0005331	sp|Q91W63|NRK1_MOUSE	tr|F6V274|F6V274_MONDO
OG0005332	sp|Q91VR5|DDX1_MOUSE	tr|F6VNU2|F6VNU2_MONDO
OG0005333	sp|O88188|LY86_MOUSE	tr|F6VTR9|F6VTR9_MONDO
OG0005334	sp|O54983|CRYM_MOUSE	tr|F6VWC1|F6VWC1_MONDO
OG0005335	sp|Q8VEG4|EXD2_MOUSE	tr|F6WLQ1|F6WLQ1_MONDO
OG0005336	sp|P09581|CSF1R_MOUSE	tr|F6WT52|F6WT52_MONDO
OG0005337	tr|D3YV89|D3YV89_MOUSE	tr|F6X261|F6X261_MONDO
OG0005338	sp|Q5PT53|NTCP7_MOUSE	tr|F6Y5D0|F6Y5D0_MONDO
OG0005339	sp|P97927|LAMA4_MOUSE	tr|F6YHF2|F6YHF2_MONDO
OG0005340	sp|Q91XD7|CREL1_MOUSE	tr|F6YLH8|F6YLH8_MONDO
OG0005341	sp|Q5YD48|A1CF_MOUSE	tr|F6ZDI9|F6ZDI9_MONDO
OG0005342	sp|Q9D4F8|GCP4_MOUSE	tr|F6ZXQ3|F6ZXQ3_MONDO
OG0005343	sp|P51879|ONCO_MOUSE	tr|F6ZXR8|F6ZXR8_MONDO
OG0005344	sp|Q91XD2|LIMS2_MOUSE	tr|F7AFB2|F7AFB2_MONDO
OG0005345	sp|Q8CBE3|WDR37_MOUSE	tr|F7AFM6|F7AFM6_MONDO
OG0005346	sp|Q7TT18|MCAF1_MOUSE	tr|F7B6U9|F7B6U9_MONDO
OG0005347	sp|Q14CH0|F171B_MOUSE	tr|F7CKF6|F7CKF6_MONDO
OG0005348	sp|Q9DAM9|FANK1_MOUSE	tr|F7DR54|F7DR54_MONDO
OG0005349	sp|P28235|CXA4_MOUSE	tr|F7E3B7|F7E3B7_MONDO
OG0005350	sp|Q9QZI8|SERC1_MOUSE	tr|F7EKW4|F7EKW4_MONDO
OG0005351	sp|Q3ULF4|SPG7_MOUSE	tr|F7EWL3|F7EWL3_MONDO
OG0005352	sp|Q5SXG7|VMO1_MOUSE	tr|F7F3P0|F7F3P0_MONDO
OG0005353	sp|Q9D168|INT12_MOUSE	tr|F7F3Z9|F7F3Z9_MONDO
OG0005354	sp|Q8K2Y0|OBI1_MOUSE	tr|F7F418|F7F418_MONDO
OG0005355	sp|Q9WV80|SNX1_MOUSE	tr|F7FIU7|F7FIU7_MONDO
OG0005356	sp|Q9JIL5|TULP4_MOUSE	tr|F7FNH2|F7FNH2_MONDO
OG0005357	sp|Q7M6Z4|KIF27_MOUSE	tr|F7FRJ7|F7FRJ7_MONDO
OG0005358	sp|E9Q743|CF251_MOUSE	tr|F7FU35|F7FU35_MONDO
OG0005359	sp|Q9Z1B5|MD2L1_MOUSE	tr|F7GB10|F7GB10_MONDO
OG0005360	sp|Q3V3R1|C1TM_MOUSE	tr|F7GGC9|F7GGC9_MONDO
OG0005361	sp|B9EJV3|GRB1L_MOUSE	tr|F7GK85|F7GK85_MONDO
OG0005362	sp|Q5NC83|SPT48_MOUSE	tr|K7DZS2|K7DZS2_MONDO
OG0005363	sp|P00416|COX3_MOUSE	tr|Q65CI7|Q65CI7_MONDO
OG0005364	tr|E9Q9T0|E9Q9T0_MOUSE	tr|A0A5F8G2T6|A0A5F8G2T6_MONDO
OG0005366	sp|Q3UZZ4|OLFM4_MOUSE	tr|A0A5F8G8A2|A0A5F8G8A2_MONDO
OG0005367	sp|P63046|ST4A1_MOUSE	tr|A0A5F8GDB6|A0A5F8GDB6_MONDO
OG0005368	sp|Q9JID9|SH2B2_MOUSE	tr|A0A5F8GFN9|A0A5F8GFN9_MONDO
OG0005369	sp|Q6ZWV7|RL35_MOUSE	tr|A0A5F8GH49|A0A5F8GH49_MONDO
OG0005370	sp|P21107|TPM3_MOUSE	tr|A0A5F8GJH2|A0A5F8GJH2_MONDO
OG0005371	sp|Q3TJM4|CENPT_MOUSE	tr|A0A5F8GK77|A0A5F8GK77_MONDO
OG0005372	sp|Q8BLK9|KS6C1_MOUSE	tr|A0A5F8GKP1|A0A5F8GKP1_MONDO
OG0005373	sp|Q8BWZ3|NAA25_MOUSE	tr|A0A5F8GN90|A0A5F8GN90_MONDO
OG0005374	sp|P60867|RS20_MOUSE	tr|A0A5F8GPJ3|A0A5F8GPJ3_MONDO
OG0005375	sp|Q91ZR5|CTSR1_MOUSE	tr|A0A5F8GRG6|A0A5F8GRG6_MONDO
OG0005376	sp|P49586|PCY1A_MOUSE	tr|A0A5F8GSC9|A0A5F8GSC9_MONDO
OG0005377	sp|Q8R1Y2|MERB1_MOUSE	tr|A0A5F8GWB5|A0A5F8GWB5_MONDO
