Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0007334	sp|Q8CG76|ARK72_MOUSE	tr|A0A8C2YRI0|A0A8C2YRI0_CHILA
OG0007335	sp|Q9CZP5|BCS1_MOUSE	tr|A0A8C2YSP1|A0A8C2YSP1_CHILA
OG0007336	sp|Q9D9S1|EVG1_MOUSE	tr|A0A8C2YUM2|A0A8C2YUM2_CHILA
OG0007337	sp|Q6PGF2|MORN4_MOUSE	tr|A0A8C2UM29|A0A8C2UM29_CHILA
OG0007338	sp|Q8BKU8|TM87B_MOUSE	tr|A0A8C2USV0|A0A8C2USV0_CHILA
OG0007339	sp|O54864|SUV91_MOUSE	tr|A0A8C2UTU1|A0A8C2UTU1_CHILA
OG0007340	sp|Q8R460|IL36G_MOUSE	tr|A0A8C2UVU2|A0A8C2UVU2_CHILA
OG0007341	sp|P28571|SC6A9_MOUSE	tr|A0A8C2UWC0|A0A8C2UWC0_CHILA
OG0007342	sp|Q8C5Q4|GRSF1_MOUSE	tr|A0A8C2UWS9|A0A8C2UWS9_CHILA
OG0007343	sp|B1AT66|MOT7_MOUSE	tr|A0A8C2UXF3|A0A8C2UXF3_CHILA
OG0007344	sp|Q9JKN1|ZNT7_MOUSE	tr|A0A8C2UXL2|A0A8C2UXL2_CHILA
OG0007345	sp|Q922H9|ZN330_MOUSE	tr|A0A8C2UY72|A0A8C2UY72_CHILA
OG0007346	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A8C2UYG2|A0A8C2UYG2_CHILA
OG0007347	sp|Q810P2|OD3L1_MOUSE	tr|A0A8C2V036|A0A8C2V036_CHILA
OG0007348	sp|G5E8K6|MOT6_MOUSE	tr|A0A8C2V102|A0A8C2V102_CHILA
OG0007349	sp|E9Q876|ABCAC_MOUSE	tr|A0A8C2V3A1|A0A8C2V3A1_CHILA
OG0007350	sp|O08756|HCD2_MOUSE	tr|A0A8C2V3J7|A0A8C2V3J7_CHILA
OG0007351	sp|Q9JKV5|SCAM4_MOUSE	tr|A0A8C2V3W2|A0A8C2V3W2_CHILA
OG0007352	sp|Q3U128|APCD1_MOUSE	tr|A0A8C2V4A8|A0A8C2V4A8_CHILA
OG0007353	sp|Q9D2Q8|S10AE_MOUSE	tr|A0A8C2V4K6|A0A8C2V4K6_CHILA
OG0007354	sp|Q8K078|SO4A1_MOUSE	tr|A0A8C2V5Q2|A0A8C2V5Q2_CHILA
OG0007355	sp|Q9D1N4|MYMK_MOUSE	tr|A0A8C2V5S0|A0A8C2V5S0_CHILA
OG0007356	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A8C2V5Y0|A0A8C2V5Y0_CHILA
OG0007357	sp|Q6PB93|GALT2_MOUSE	tr|A0A8C2V6B4|A0A8C2V6B4_CHILA
OG0007358	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A8C2V6F6|A0A8C2V6F6_CHILA
OG0007359	sp|Q8R332|NUP58_MOUSE	tr|A0A8C2V6J6|A0A8C2V6J6_CHILA
OG0007360	sp|Q920N1|ODF3A_MOUSE	tr|A0A8C2V856|A0A8C2V856_CHILA
OG0007361	sp|Q8R2Z0|ADIPL_MOUSE	tr|A0A8C2VAH9|A0A8C2VAH9_CHILA
OG0007362	sp|Q5SPV6|CB073_MOUSE	tr|A0A8C2VAL9|A0A8C2VAL9_CHILA
OG0007363	sp|Q9CQR2|RS21_MOUSE	tr|A0A8C2VBJ3|A0A8C2VBJ3_CHILA
OG0007364	sp|Q9WUM5|SUCA_MOUSE	tr|A0A8C2VC26|A0A8C2VC26_CHILA
OG0007365	sp|Q9D0N7|CAF1B_MOUSE	tr|A0A8C2VC77|A0A8C2VC77_CHILA
OG0007366	sp|Q9D2Z8|KIF12_MOUSE	tr|A0A8C2VCU9|A0A8C2VCU9_CHILA
OG0007367	sp|Q925B0|PAWR_MOUSE	tr|A0A8C2VFB5|A0A8C2VFB5_CHILA
OG0007368	sp|Q80US4|ARP5_MOUSE	tr|A0A8C2VGJ2|A0A8C2VGJ2_CHILA
OG0007369	sp|Q9WUH2|LHX9_MOUSE	tr|A0A8C2VH29|A0A8C2VH29_CHILA
OG0007370	sp|Q8K1G2|LBN_MOUSE	tr|A0A8C2VH51|A0A8C2VH51_CHILA
OG0007371	sp|Q8R2Y8|PTH2_MOUSE	tr|A0A8C2VJB8|A0A8C2VJB8_CHILA
OG0007372	sp|Q8BMI0|FBX38_MOUSE	tr|A0A8C2VJW9|A0A8C2VJW9_CHILA
OG0007373	sp|Q99JG2|G37L1_MOUSE	tr|A0A8C2VLB5|A0A8C2VLB5_CHILA
OG0007374	sp|Q3UR50|VW5B2_MOUSE	tr|A0A8C2VPJ1|A0A8C2VPJ1_CHILA
OG0007375	sp|Q8CCS6|PABP2_MOUSE	tr|A0A8C2VQH8|A0A8C2VQH8_CHILA
OG0007376	sp|Q91V13|LEAP2_MOUSE	tr|A0A8C2VQP4|A0A8C2VQP4_CHILA
OG0007377	sp|Q9Z0U1|ZO2_MOUSE	tr|A0A8C2VRV3|A0A8C2VRV3_CHILA
OG0007378	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A8C2VS05|A0A8C2VS05_CHILA
OG0007379	sp|P97328|KHK_MOUSE	tr|A0A8C2VSW9|A0A8C2VSW9_CHILA
OG0007380	sp|Q8K135|K319L_MOUSE	tr|A0A8C2VUK6|A0A8C2VUK6_CHILA
OG0007381	sp|O35218|CPSF2_MOUSE	tr|A0A8C2VV32|A0A8C2VV32_CHILA
OG0007382	sp|Q8K3Y3|LN28A_MOUSE	tr|A0A8C2VW37|A0A8C2VW37_CHILA
OG0007383	sp|P35710|SOX5_MOUSE	tr|A0A8C2VW49|A0A8C2VW49_CHILA
OG0007384	sp|Q8VIK1|SNR25_MOUSE	tr|A0A8C2VZT1|A0A8C2VZT1_CHILA
OG0007385	sp|O88379|BAZ1A_MOUSE	tr|A0A8C2W0A8|A0A8C2W0A8_CHILA
OG0007386	sp|P56916|GSC2_MOUSE	tr|A0A8C2W154|A0A8C2W154_CHILA
OG0007387	sp|Q62252|SP17_MOUSE	tr|A0A8C2W1D0|A0A8C2W1D0_CHILA
OG0007388	sp|Q02248|CTNB1_MOUSE	tr|A0A8C2W1X7|A0A8C2W1X7_CHILA
OG0007389	sp|Q9DBJ6|JOS1_MOUSE	tr|A0A8C2W2E5|A0A8C2W2E5_CHILA
OG0007390	sp|Q91X60|ACHA2_MOUSE	tr|A0A8C2W345|A0A8C2W345_CHILA
OG0007391	sp|Q9D1P2|KAT8_MOUSE	tr|A0A8C2W3L8|A0A8C2W3L8_CHILA
OG0007392	sp|Q64012|RALY_MOUSE	tr|A0A8C2W439|A0A8C2W439_CHILA
OG0007393	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A8C2W472|A0A8C2W472_CHILA
OG0007394	sp|O08736|CASPC_MOUSE	tr|A0A8C2W4N1|A0A8C2W4N1_CHILA
OG0007395	sp|P58682|TLR8_MOUSE	tr|A0A8C2W572|A0A8C2W572_CHILA
OG0007396	sp|Q80UL9|JAML_MOUSE	tr|A0A8C2W5Z2|A0A8C2W5Z2_CHILA
OG0007397	tr|Q8VGJ8|Q8VGJ8_MOUSE	tr|A0A8C2W705|A0A8C2W705_CHILA
OG0007398	sp|Q3UW43|SG11B_MOUSE	tr|A0A8C2W714|A0A8C2W714_CHILA
OG0007399	sp|Q8BJS4|SUN2_MOUSE	tr|A0A8C2WBY3|A0A8C2WBY3_CHILA
OG0007400	sp|Q8BLC3|LYPD1_MOUSE	tr|A0A8C2YJW8|A0A8C2YJW8_CHILA
OG0007401	sp|Q80W54|FACE1_MOUSE	tr|A0A8C2YKQ8|A0A8C2YKQ8_CHILA
OG0007402	sp|Q9CWY3|SETD6_MOUSE	tr|A0A8C2YL73|A0A8C2YL73_CHILA
OG0007403	sp|Q6P4S8|INT1_MOUSE	tr|A0A8C2YLX3|A0A8C2YLX3_CHILA
OG0007404	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A8C2YN96|A0A8C2YN96_CHILA
OG0007405	sp|Q78IQ7|S39A4_MOUSE	tr|A0A8C2YP81|A0A8C2YP81_CHILA
OG0007406	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A8C2YPS7|A0A8C2YPS7_CHILA
OG0007407	sp|Q99JP6|HOME3_MOUSE	tr|A0A8C2YR01|A0A8C2YR01_CHILA
OG0007408	sp|Q9D132|UPK1A_MOUSE	tr|A0A8C2YSD4|A0A8C2YSD4_CHILA
OG0007409	sp|Q06194|FA8_MOUSE	tr|A0A8C2UHX5|A0A8C2UHX5_CHILA
OG0007410	sp|Q8CFA1|IRAK2_MOUSE	tr|A0A8C2UJY6|A0A8C2UJY6_CHILA
OG0007411	sp|D3Z3K2|CIP1_MOUSE	tr|A0A8C2UMW8|A0A8C2UMW8_CHILA
OG0007412	sp|Q6Y685|TACC1_MOUSE	tr|A0A8C2UNB4|A0A8C2UNB4_CHILA
OG0007413	sp|Q9CTY5|MICU3_MOUSE	tr|A0A8C2UNX8|A0A8C2UNX8_CHILA
OG0007414	sp|Q810A3|TTC9C_MOUSE	tr|A0A8C2UP35|A0A8C2UP35_CHILA
OG0007415	sp|Q8K3A6|ARMX6_MOUSE	tr|A0A8C2UP56|A0A8C2UP56_CHILA
OG0007416	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A8C2UQQ2|A0A8C2UQQ2_CHILA
OG0007417	sp|Q91YR7|PRP6_MOUSE	tr|A0A8C2UTU2|A0A8C2UTU2_CHILA
OG0007418	sp|Q8K1S2|UNC5D_MOUSE	tr|A0A8C2UUB1|A0A8C2UUB1_CHILA
OG0007419	sp|Q60779|DRC4_MOUSE	tr|A0A8C2UUT1|A0A8C2UUT1_CHILA
OG0007420	sp|Q9D495|SYCE1_MOUSE	tr|A0A8C2UVK9|A0A8C2UVK9_CHILA
OG0007421	sp|Q61081|CDC37_MOUSE	tr|A0A8C2UVL0|A0A8C2UVL0_CHILA
OG0007422	sp|P63250|KCNJ3_MOUSE	tr|A0A8C2UWF2|A0A8C2UWF2_CHILA
OG0007423	sp|P27699|CREM_MOUSE	tr|A0A8C2UXA6|A0A8C2UXA6_CHILA
OG0007424	sp|J3KML8|GFY_MOUSE	tr|A0A8C2UY73|A0A8C2UY73_CHILA
OG0007425	sp|Q65Z93|YPEL4_MOUSE	tr|A0A8C2UYD6|A0A8C2UYD6_CHILA
OG0007426	sp|P17439|GBA1_MOUSE	tr|A0A8C2V123|A0A8C2V123_CHILA
OG0007427	sp|Q61089|FZD6_MOUSE	tr|A0A8C2V1D8|A0A8C2V1D8_CHILA
OG0007428	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A8C2V2K0|A0A8C2V2K0_CHILA
OG0007429	sp|Q8BH65|DEN6A_MOUSE	tr|A0A8C2V2V4|A0A8C2V2V4_CHILA
OG0007430	sp|Q9JIX0|ENY2_MOUSE	tr|A0A8C2V3J9|A0A8C2V3J9_CHILA
OG0007431	sp|Q9JLL0|CRIM1_MOUSE	tr|A0A8C2V565|A0A8C2V565_CHILA
OG0007432	sp|Q9CQI9|MED30_MOUSE	tr|A0A8C2V645|A0A8C2V645_CHILA
OG0007433	sp|P60954|NOL4_MOUSE	tr|A0A8C2V9A8|A0A8C2V9A8_CHILA
OG0007434	sp|Q5ND28|SREC_MOUSE	tr|A0A8C2VB01|A0A8C2VB01_CHILA
OG0007435	sp|Q9CPZ3|CA185_MOUSE	tr|A0A8C2VCU6|A0A8C2VCU6_CHILA
OG0007436	sp|Q8R1M0|HMCES_MOUSE	tr|A0A8C2VD25|A0A8C2VD25_CHILA
OG0007437	sp|Q8BMQ2|TF3C4_MOUSE	tr|A0A8C2VEJ4|A0A8C2VEJ4_CHILA
OG0007438	sp|Q0VG49|CO061_MOUSE	tr|A0A8C2VHS0|A0A8C2VHS0_CHILA
OG0007439	sp|Q8K2R5|ZN668_MOUSE	tr|A0A8C2VHS8|A0A8C2VHS8_CHILA
OG0007440	sp|P47945|MT4_MOUSE	tr|A0A8C2VII4|A0A8C2VII4_CHILA
OG0007441	sp|P61804|DAD1_MOUSE	tr|A0A8C2VLG1|A0A8C2VLG1_CHILA
OG0007442	sp|Q6PE54|DHX40_MOUSE	tr|A0A8C2VLQ4|A0A8C2VLQ4_CHILA
OG0007443	sp|Q9DA17|TSG13_MOUSE	tr|A0A8C2VME3|A0A8C2VME3_CHILA
OG0007444	sp|D3YX43|VSI10_MOUSE	tr|A0A8C2VMI2|A0A8C2VMI2_CHILA
OG0007445	sp|Q8VEM9|KLDC3_MOUSE	tr|A0A8C2VSH2|A0A8C2VSH2_CHILA
OG0007446	sp|A2AJN7|S4A11_MOUSE	tr|A0A8C2VU27|A0A8C2VU27_CHILA
OG0007447	sp|Q3UCV8|OTUL_MOUSE	tr|A0A8C2VU87|A0A8C2VU87_CHILA
OG0007448	sp|Q640P2|ANGL1_MOUSE	tr|A0A8C2VWH1|A0A8C2VWH1_CHILA
OG0007449	sp|Q8BRX9|MARH3_MOUSE	tr|A0A8C2VZ10|A0A8C2VZ10_CHILA
OG0007450	sp|Q8BGT0|OSTM1_MOUSE	tr|A0A8C2W093|A0A8C2W093_CHILA
OG0007451	sp|Q6V3W6|DRC7_MOUSE	tr|A0A8C2W0F4|A0A8C2W0F4_CHILA
OG0007452	sp|Q9JIE3|OTOR_MOUSE	tr|A0A8C2W2I3|A0A8C2W2I3_CHILA
OG0007453	sp|Q6PF93|PK3C3_MOUSE	tr|A0A8C2W3X6|A0A8C2W3X6_CHILA
OG0007454	sp|Q7TQI0|TM204_MOUSE	tr|A0A8C2W4J7|A0A8C2W4J7_CHILA
OG0007455	sp|Q8BHN5|RBM45_MOUSE	tr|A0A8C2W4P6|A0A8C2W4P6_CHILA
OG0007456	sp|E9PVD3|PCD16_MOUSE	tr|A0A8C2W4Z1|A0A8C2W4Z1_CHILA
OG0007457	sp|Q80XU3|NUCKS_MOUSE	tr|A0A8C2W6E5|A0A8C2W6E5_CHILA
OG0007458	sp|Q6GQT5|T151A_MOUSE	tr|A0A8C2W9I7|A0A8C2W9I7_CHILA
OG0007459	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A8C2YI36|A0A8C2YI36_CHILA
OG0007460	sp|Q8CD15|RIOX2_MOUSE	tr|A0A8C2YM75|A0A8C2YM75_CHILA
OG0007461	sp|Q8K482|EMIL2_MOUSE	tr|A0A8C2YMX7|A0A8C2YMX7_CHILA
OG0007462	sp|Q7TPB0|PLPR3_MOUSE	tr|A0A8C2YN00|A0A8C2YN00_CHILA
OG0007463	sp|Q8CI32|BAG5_MOUSE	tr|A0A8C2YNF9|A0A8C2YNF9_CHILA
OG0007464	sp|P28184|MT3_MOUSE	tr|A0A8C2YP96|A0A8C2YP96_CHILA
OG0007465	sp|Q3TVW5|TCHP_MOUSE	tr|A0A8C2YQD8|A0A8C2YQD8_CHILA
OG0007466	sp|Q9JJX8|ST32B_MOUSE	tr|A0A8C2YQK2|A0A8C2YQK2_CHILA
OG0007467	sp|Q8BN82|S17A5_MOUSE	tr|A0A8C2YQL3|A0A8C2YQL3_CHILA
OG0007468	sp|Q9WUK2|IF4H_MOUSE	tr|A0A8C2YR95|A0A8C2YR95_CHILA
OG0007469	sp|O35071|KIF1C_MOUSE	tr|A0A8C2YRS1|A0A8C2YRS1_CHILA
OG0007470	sp|Q8BZA9|TIGAR_MOUSE	tr|A0A8C2YS21|A0A8C2YS21_CHILA
OG0007471	sp|E9Q3L2|PI4KA_MOUSE	tr|A0A8C2YUQ0|A0A8C2YUQ0_CHILA
OG0007472	sp|Q5HZG9|ZN488_MOUSE	tr|A0A8C2UHB5|A0A8C2UHB5_CHILA
OG0007473	sp|Q05722|CO9A1_MOUSE	tr|A0A8C2UIF4|A0A8C2UIF4_CHILA
OG0007474	tr|Q8BJX2|Q8BJX2_MOUSE	tr|A0A8C2UL94|A0A8C2UL94_CHILA
OG0007475	sp|Q8VC85|LSM1_MOUSE	tr|A0A8C2ULJ1|A0A8C2ULJ1_CHILA
OG0007476	sp|Q05AA6|DRP2_MOUSE	tr|A0A8C2UN73|A0A8C2UN73_CHILA
OG0007477	sp|Q8CID3|FA20A_MOUSE	tr|A0A8C2UPI6|A0A8C2UPI6_CHILA
OG0007478	sp|Q9CRC6|BORC7_MOUSE	tr|A0A8C2URL5|A0A8C2URL5_CHILA
OG0007479	sp|Q2UY11|COSA1_MOUSE	tr|A0A8C2USN1|A0A8C2USN1_CHILA
OG0007480	sp|P56974|NRG2_MOUSE	tr|A0A8C2UTI5|A0A8C2UTI5_CHILA
OG0007481	sp|Q4VAC9|PKHG3_MOUSE	tr|A0A8C2UWK3|A0A8C2UWK3_CHILA
OG0007482	sp|Q8VE19|MIO_MOUSE	tr|A0A8C2UY63|A0A8C2UY63_CHILA
OG0007483	sp|P52795|EFNB1_MOUSE	tr|A0A8C2V372|A0A8C2V372_CHILA
OG0007484	sp|A6H611|MIPEP_MOUSE	tr|A0A8C2V3J5|A0A8C2V3J5_CHILA
OG0007485	sp|Q5SPL2|PHF12_MOUSE	tr|A0A8C2V409|A0A8C2V409_CHILA
OG0007486	sp|O35739|KLF9_MOUSE	tr|A0A8C2V424|A0A8C2V424_CHILA
OG0007487	sp|Q8BMS2|SPON2_MOUSE	tr|A0A8C2V444|A0A8C2V444_CHILA
OG0007488	sp|Q99J27|ACATN_MOUSE	tr|A0A8C2V5Z8|A0A8C2V5Z8_CHILA
OG0007489	sp|P70255|NFIC_MOUSE	tr|A0A8C2V6A7|A0A8C2V6A7_CHILA
OG0007490	sp|Q64739|COBA2_MOUSE	tr|A0A8C2V7R7|A0A8C2V7R7_CHILA
OG0007491	sp|Q8BGQ4|POMT2_MOUSE	tr|A0A8C2V9N5|A0A8C2V9N5_CHILA
OG0007492	sp|Q9CQY8|T4S20_MOUSE	tr|A0A8C2VA55|A0A8C2VA55_CHILA
OG0007493	sp|Q6P8K8|CBPA4_MOUSE	tr|A0A8C2VB51|A0A8C2VB51_CHILA
OG0007494	sp|P60670|NPL4_MOUSE	tr|A0A8C2VBR3|A0A8C2VBR3_CHILA
OG0007495	sp|O88531|PPT1_MOUSE	tr|A0A8C2VF54|A0A8C2VF54_CHILA
OG0007496	sp|Q8CBH7|MARHB_MOUSE	tr|A0A8C2VF91|A0A8C2VF91_CHILA
OG0007497	sp|Q69ZT9|TBC30_MOUSE	tr|A0A8C2VFH4|A0A8C2VFH4_CHILA
OG0007498	sp|Q3UQN2|FCHO2_MOUSE	tr|A0A8C2VFN1|A0A8C2VFN1_CHILA
OG0007499	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A8C2VFW2|A0A8C2VFW2_CHILA
OG0007500	sp|Q8R4U7|LUZP1_MOUSE	tr|A0A8C2VHC9|A0A8C2VHC9_CHILA
OG0007501	sp|Q6P5F6|S39AA_MOUSE	tr|A0A8C2VHD5|A0A8C2VHD5_CHILA
OG0007502	sp|Q9QUG3|PRND_MOUSE	tr|A0A8C2VI32|A0A8C2VI32_CHILA
OG0007503	sp|Q9CZW6|RN146_MOUSE	tr|A0A8C2VIA3|A0A8C2VIA3_CHILA
OG0007504	sp|Q8BUI3|LRWD1_MOUSE	tr|A0A8C2VJN1|A0A8C2VJN1_CHILA
OG0007505	sp|Q8R060|ZWILC_MOUSE	tr|A0A8C2VKL9|A0A8C2VKL9_CHILA
OG0007506	sp|P31257|HXC10_MOUSE	tr|A0A8C2VLT4|A0A8C2VLT4_CHILA
OG0007507	sp|Q8BHX1|HAUS1_MOUSE	tr|A0A8C2VM58|A0A8C2VM58_CHILA
OG0007508	sp|Q61176|ARGI1_MOUSE	tr|A0A8C2VMS4|A0A8C2VMS4_CHILA
OG0007509	sp|Q8CF98|COL10_MOUSE	tr|A0A8C2VNG9|A0A8C2VNG9_CHILA
OG0007510	sp|Q80X19|COEA1_MOUSE	tr|A0A8C2VPD2|A0A8C2VPD2_CHILA
OG0007511	sp|B9EKX1|PTHD4_MOUSE	tr|A0A8C2VR62|A0A8C2VR62_CHILA
OG0007512	sp|P41158|ELK4_MOUSE	tr|A0A8C2VSK7|A0A8C2VSK7_CHILA
OG0007513	sp|Q02085|SNAI1_MOUSE	tr|A0A8C2VT01|A0A8C2VT01_CHILA
OG0007514	sp|P62196|PRS8_MOUSE	tr|A0A8C2VTE9|A0A8C2VTE9_CHILA
OG0007515	sp|Q3UHD1|AGRB1_MOUSE	tr|A0A8C2VU12|A0A8C2VU12_CHILA
OG0007516	sp|Q8VE91|RETR1_MOUSE	tr|A0A8C2VUK9|A0A8C2VUK9_CHILA
OG0007517	sp|Q62280|SSXT_MOUSE	tr|A0A8C2VV00|A0A8C2VV00_CHILA
OG0007518	sp|Q8BI21|RNF38_MOUSE	tr|A0A8C2VVD3|A0A8C2VVD3_CHILA
OG0007519	sp|P98154|IDD_MOUSE	tr|A0A8C2VXD8|A0A8C2VXD8_CHILA
OG0007520	sp|Q8CDN1|CC020_MOUSE	tr|A0A8C2W045|A0A8C2W045_CHILA
OG0007521	sp|Q9WTV6|UBP18_MOUSE	tr|A0A8C2W0Q6|A0A8C2W0Q6_CHILA
OG0007522	sp|Q9CZ82|MED18_MOUSE	tr|A0A8C2W0V8|A0A8C2W0V8_CHILA
OG0007523	sp|P19221|THRB_MOUSE	tr|A0A8C2W1W9|A0A8C2W1W9_CHILA
OG0007524	sp|Q8VDS3|CBX7_MOUSE	tr|A0A8C2W4W2|A0A8C2W4W2_CHILA
OG0007525	sp|Q80Z64|NANOG_MOUSE	tr|A0A8C2W530|A0A8C2W530_CHILA
OG0007526	sp|Q07079|IBP5_MOUSE	tr|A0A8C2W546|A0A8C2W546_CHILA
OG0007527	sp|Q8K284|TF3C1_MOUSE	tr|A0A8C2W5E5|A0A8C2W5E5_CHILA
OG0007528	sp|Q99PD7|NCKX3_MOUSE	tr|A0A8C2W6K8|A0A8C2W6K8_CHILA
OG0007529	sp|O88874|CCNK_MOUSE	tr|A0A8C2W851|A0A8C2W851_CHILA
OG0007530	sp|Q8BP07|TM220_MOUSE	tr|A0A8C2W9J1|A0A8C2W9J1_CHILA
OG0007531	sp|P97306|STAC_MOUSE	tr|A0A8C2YLF2|A0A8C2YLF2_CHILA
OG0007532	sp|Q9EP89|LACTB_MOUSE	tr|A0A8C2YN51|A0A8C2YN51_CHILA
OG0007533	sp|Q8BK62|OLFL3_MOUSE	tr|A0A8C2YN60|A0A8C2YN60_CHILA
OG0007534	sp|P97494|GSH1_MOUSE	tr|A0A8C2YNY5|A0A8C2YNY5_CHILA
OG0007535	sp|O08784|TCOF_MOUSE	tr|A0A8C2YQA2|A0A8C2YQA2_CHILA
OG0007536	sp|Q9DAL0|SIM23_MOUSE	tr|A0A8C2YRE1|A0A8C2YRE1_CHILA
OG0007537	sp|Q8K2D6|DCTD_MOUSE	tr|A0A8C2YRT2|A0A8C2YRT2_CHILA
OG0007538	sp|Q8BFQ3|OGR1_MOUSE	tr|A0A8C2YS14|A0A8C2YS14_CHILA
OG0007539	sp|P60202|MYPR_MOUSE	tr|A0A8C2UGY7|A0A8C2UGY7_CHILA
OG0007540	sp|Q30KP3|DFB20_MOUSE	tr|A0A8C2UHB2|A0A8C2UHB2_CHILA
OG0007541	sp|Q61500|ITM2A_MOUSE	tr|A0A8C2UHR3|A0A8C2UHR3_CHILA
OG0007542	sp|Q8K2T4|UQCC3_MOUSE	tr|A0A8C2UIB7|A0A8C2UIB7_CHILA
OG0007543	sp|O88892|SERF1_MOUSE	tr|A0A8C2UIW2|A0A8C2UIW2_CHILA
OG0007544	sp|Q8R555|CRAC1_MOUSE	tr|A0A8C2UQC4|A0A8C2UQC4_CHILA
OG0007545	sp|Q8CIP4|MARK4_MOUSE	tr|A0A8C2US33|A0A8C2US33_CHILA
OG0007546	sp|Q9QYZ8|DKK2_MOUSE	tr|A0A8C2UTF0|A0A8C2UTF0_CHILA
OG0007547	sp|Q99MB2|MTFR1_MOUSE	tr|A0A8C2UU03|A0A8C2UU03_CHILA
OG0007548	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A8C2UUZ6|A0A8C2UUZ6_CHILA
OG0007549	tr|A0A0A6YVV1|A0A0A6YVV1_MOUSE	tr|A0A8C2UV17|A0A8C2UV17_CHILA
OG0007550	sp|Q8K0C1|IPO13_MOUSE	tr|A0A8C2UW87|A0A8C2UW87_CHILA
OG0007551	sp|O35912|EMP3_MOUSE	tr|A0A8C2UWK8|A0A8C2UWK8_CHILA
OG0007552	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A8C2V007|A0A8C2V007_CHILA
OG0007553	sp|Q9DAD0|CF276_MOUSE	tr|A0A8C2V082|A0A8C2V082_CHILA
OG0007554	sp|Q9JK91|MLH1_MOUSE	tr|A0A8C2V175|A0A8C2V175_CHILA
OG0007555	sp|O54887|TSKS_MOUSE	tr|A0A8C2V3J4|A0A8C2V3J4_CHILA
OG0007556	sp|Q8BQZ5|CPSF4_MOUSE	tr|A0A8C2V4J2|A0A8C2V4J2_CHILA
OG0007557	sp|O55070|DNSL3_MOUSE	tr|A0A8C2V628|A0A8C2V628_CHILA
OG0007558	sp|Q7TN83|SYT16_MOUSE	tr|A0A8C2V9J1|A0A8C2V9J1_CHILA
OG0007559	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A8C2V9S0|A0A8C2V9S0_CHILA
OG0007560	sp|D3YY91|LLR1_MOUSE	tr|A0A8C2VAN5|A0A8C2VAN5_CHILA
OG0007561	sp|P10629|HXC6_MOUSE	tr|A0A8C2VC01|A0A8C2VC01_CHILA
OG0007562	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A8C2VFD5|A0A8C2VFD5_CHILA
OG0007563	sp|Q8CE47|S49A3_MOUSE	tr|A0A8C2VFM6|A0A8C2VFM6_CHILA
OG0007564	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A8C2VFV9|A0A8C2VFV9_CHILA
OG0007565	sp|Q8BMB3|IF4E2_MOUSE	tr|A0A8C2VGR0|A0A8C2VGR0_CHILA
OG0007566	sp|Q99PL6|UBXN6_MOUSE	tr|A0A8C2VI53|A0A8C2VI53_CHILA
OG0007567	sp|Q9CXY1|TM175_MOUSE	tr|A0A8C2VIJ7|A0A8C2VIJ7_CHILA
OG0007568	sp|Q9QZ67|PPM1D_MOUSE	tr|A0A8C2VIX2|A0A8C2VIX2_CHILA
OG0007569	sp|Q8BI22|CE128_MOUSE	tr|A0A8C2VJN8|A0A8C2VJN8_CHILA
OG0007570	sp|Q30KP5|DFB18_MOUSE	tr|A0A8C2VKJ1|A0A8C2VKJ1_CHILA
OG0007571	sp|Q8VCK6|FFAR2_MOUSE	tr|A0A8C2VLE8|A0A8C2VLE8_CHILA
OG0007572	tr|A0A1D5RLK8|A0A1D5RLK8_MOUSE	tr|A0A8C2VND9|A0A8C2VND9_CHILA
OG0007573	sp|Q3URY2|GEMC1_MOUSE	tr|A0A8C2VNY5|A0A8C2VNY5_CHILA
OG0007574	sp|Q9CSP9|TTC14_MOUSE	tr|A0A8C2VRG1|A0A8C2VRG1_CHILA
OG0007575	sp|Q80U62|RUBIC_MOUSE	tr|A0A8C2VRQ3|A0A8C2VRQ3_CHILA
OG0007576	sp|Q01065|PDE1B_MOUSE	tr|A0A8C2VS04|A0A8C2VS04_CHILA
OG0007577	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A8C2VSN2|A0A8C2VSN2_CHILA
OG0007578	sp|P46099|KLF1_MOUSE	tr|A0A8C2VT79|A0A8C2VT79_CHILA
OG0007579	sp|P22366|MYD88_MOUSE	tr|A0A8C2VTN7|A0A8C2VTN7_CHILA
OG0007580	sp|Q61085|RHPN1_MOUSE	tr|A0A8C2VUD6|A0A8C2VUD6_CHILA
