Orthogroup	Mus_musculus	Cebus_imitator
OG0004617	sp|O35174|KCNS2_MOUSE	tr|A0A2K5RK56|A0A2K5RK56_CEBIM
OG0004618	sp|P54276|MSH6_MOUSE	tr|A0A2K5RLL9|A0A2K5RLL9_CEBIM
OG0004619	sp|Q9D0F1|NDC80_MOUSE	tr|A0A2K5RLN4|A0A2K5RLN4_CEBIM
OG0004620	sp|Q9DAV9|TM38B_MOUSE	tr|A0A2K5RMY9|A0A2K5RMY9_CEBIM
OG0004621	sp|O55142|RL35A_MOUSE	tr|A0A2K5RQ18|A0A2K5RQ18_CEBIM
OG0004622	sp|P97751|VIPR1_MOUSE	tr|A0A2K5RQU5|A0A2K5RQU5_CEBIM
OG0004623	sp|Q9D979|CQ064_MOUSE	tr|A0A2K5S0I1|A0A2K5S0I1_CEBIM
OG0004624	sp|Q61549|AGRE1_MOUSE	tr|A0A2K5S2Y3|A0A2K5S2Y3_CEBIM
OG0004625	sp|G5E870|TRIPC_MOUSE	tr|A0A2K5S372|A0A2K5S372_CEBIM
OG0004626	sp|Q9JJ61|GLT16_MOUSE	tr|A0A2K5S4T2|A0A2K5S4T2_CEBIM
OG0004627	sp|Q8R0J7|VP37B_MOUSE	tr|A0A2K5S4Y8|A0A2K5S4Y8_CEBIM
OG0004628	sp|Q3UM18|LSG1_MOUSE	tr|A0A2K5S5L8|A0A2K5S5L8_CEBIM
OG0004629	sp|P48193|EPB41_MOUSE	tr|A0A2K5S7C1|A0A2K5S7C1_CEBIM
OG0004630	sp|Q8VEJ3|DKK4_MOUSE	tr|A0A2K5SBB7|A0A2K5SBB7_CEBIM
OG0004631	sp|Q61982|NOTC3_MOUSE	tr|A0A2K5SFH3|A0A2K5SFH3_CEBIM
OG0004632	sp|Q80ZK0|RT10_MOUSE	tr|A0A2K5SFP1|A0A2K5SFP1_CEBIM
OG0004633	sp|Q769J6|ATS13_MOUSE	tr|A0A2K5SH83|A0A2K5SH83_CEBIM
OG0004634	sp|B2RQA1|KCA10_MOUSE	tr|A0A2K5P9S4|A0A2K5P9S4_CEBIM
OG0004635	sp|P43024|CX6A1_MOUSE	tr|A0A2K5P9Y6|A0A2K5P9Y6_CEBIM
OG0004636	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A2K5PC85|A0A2K5PC85_CEBIM
OG0004637	sp|Q9DAU9|ZN654_MOUSE	tr|A0A2K5PEI2|A0A2K5PEI2_CEBIM
OG0004638	sp|Q9DCH6|ZFAN6_MOUSE	tr|A0A2K5PF01|A0A2K5PF01_CEBIM
OG0004639	sp|Q6IR41|C1QT6_MOUSE	tr|A0A2K5PG38|A0A2K5PG38_CEBIM
OG0004640	sp|O08856|ELL_MOUSE	tr|A0A2K5PIL6|A0A2K5PIL6_CEBIM
OG0004641	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A2K5PKY0|A0A2K5PKY0_CEBIM
OG0004642	sp|Q8BIX9|FICD_MOUSE	tr|A0A2K5PL11|A0A2K5PL11_CEBIM
OG0004643	sp|Q8CDI2|FBX43_MOUSE	tr|A0A2K5PLM6|A0A2K5PLM6_CEBIM
OG0004644	tr|D3Z3H0|D3Z3H0_MOUSE	tr|A0A2K5PM56|A0A2K5PM56_CEBIM
OG0004645	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A2K5PMB7|A0A2K5PMB7_CEBIM
OG0004646	sp|Q6P7F1|MPP4_MOUSE	tr|A0A2K5PS33|A0A2K5PS33_CEBIM
OG0004647	sp|P0DW87|ZTRF1_MOUSE	tr|A0A2K5PS68|A0A2K5PS68_CEBIM
OG0004648	sp|P11276|FINC_MOUSE	tr|A0A2K5PV42|A0A2K5PV42_CEBIM
OG0004649	sp|O55098|STK10_MOUSE	tr|A0A2K5PVC2|A0A2K5PVC2_CEBIM
OG0004650	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A2K5PXY5|A0A2K5PXY5_CEBIM
OG0004651	tr|A0A571BE98|A0A571BE98_MOUSE	tr|A0A2K5Q0W4|A0A2K5Q0W4_CEBIM
OG0004652	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A2K5Q679|A0A2K5Q679_CEBIM
OG0004653	sp|O08715|AKAP1_MOUSE	tr|A0A2K5Q6P9|A0A2K5Q6P9_CEBIM
OG0004654	sp|Q7TPC1|CDSN_MOUSE	tr|A0A2K5Q781|A0A2K5Q781_CEBIM
OG0004655	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A2K5Q830|A0A2K5Q830_CEBIM
OG0004656	sp|Q8R139|S29A4_MOUSE	tr|A0A2K5QAT1|A0A2K5QAT1_CEBIM
OG0004657	sp|Q9JI48|PLAC8_MOUSE	tr|A0A2K5QDG5|A0A2K5QDG5_CEBIM
OG0004658	tr|Q8K119|Q8K119_MOUSE	tr|A0A2K5QH00|A0A2K5QH00_CEBIM
OG0004659	sp|Q8CHP6|PHC3_MOUSE	tr|A0A2K5QPD2|A0A2K5QPD2_CEBIM
OG0004660	sp|P26361|CFTR_MOUSE	tr|A0A2K5QQD7|A0A2K5QQD7_CEBIM
OG0004661	sp|P70697|DCUP_MOUSE	tr|A0A2K5QRU2|A0A2K5QRU2_CEBIM
OG0004662	sp|G3X939|SL9A3_MOUSE	tr|A0A2K5QRW3|A0A2K5QRW3_CEBIM
OG0004663	tr|Q8CB76|Q8CB76_MOUSE	tr|A0A2K5QTN7|A0A2K5QTN7_CEBIM
OG0004664	sp|P26011|ITB7_MOUSE	tr|A0A2K5QTS0|A0A2K5QTS0_CEBIM
OG0004665	sp|Q3UW41|WFDC9_MOUSE	tr|A0A2K5QX40|A0A2K5QX40_CEBIM
OG0004666	sp|Q6T264|MAML1_MOUSE	tr|A0A2K5QXF7|A0A2K5QXF7_CEBIM
OG0004667	sp|O35679|ISK4_MOUSE	tr|A0A2K5R1H5|A0A2K5R1H5_CEBIM
OG0004668	sp|Q8R3E3|WIPI1_MOUSE	tr|A0A2K5R336|A0A2K5R336_CEBIM
OG0004669	sp|Q61699|HS105_MOUSE	tr|A0A2K5R3S4|A0A2K5R3S4_CEBIM
OG0004670	sp|Q9DBR2|FA13C_MOUSE	tr|A0A2K5R575|A0A2K5R575_CEBIM
OG0004671	sp|Q9QYM5|RND2_MOUSE	tr|A0A2K5R598|A0A2K5R598_CEBIM
OG0004672	sp|Q8BYH0|DRGX_MOUSE	tr|A0A2K5R748|A0A2K5R748_CEBIM
OG0004673	sp|Q8R023|PCGF1_MOUSE	tr|A0A2K5R788|A0A2K5R788_CEBIM
OG0004674	sp|A2BE28|LAS1L_MOUSE	tr|A0A2K5R9L3|A0A2K5R9L3_CEBIM
OG0004675	sp|Q8BG50|TM169_MOUSE	tr|A0A2K5RBH3|A0A2K5RBH3_CEBIM
OG0004676	sp|Q7TMB3|PPR3C_MOUSE	tr|A0A2K5RC47|A0A2K5RC47_CEBIM
OG0004677	sp|E9Q9M8|PWP2B_MOUSE	tr|A0A2K5REP9|A0A2K5REP9_CEBIM
OG0004678	sp|Q3TYR5|GRCR2_MOUSE	tr|A0A2K5RF30|A0A2K5RF30_CEBIM
OG0004679	sp|E9QMW4|CP096_MOUSE	tr|A0A2K5RMQ8|A0A2K5RMQ8_CEBIM
OG0004680	sp|Q9D4I2|MEII1_MOUSE	tr|A0A2K5RPN3|A0A2K5RPN3_CEBIM
OG0004681	sp|P47708|RP3A_MOUSE	tr|A0A2K5RRZ8|A0A2K5RRZ8_CEBIM
OG0004682	sp|Q6P5U8|CC148_MOUSE	tr|A0A2K5RXD5|A0A2K5RXD5_CEBIM
OG0004683	sp|Q8BZH0|S39AD_MOUSE	tr|A0A2K5RY75|A0A2K5RY75_CEBIM
OG0004684	sp|Q80WC1|UBN2_MOUSE	tr|A0A2K5S0H3|A0A2K5S0H3_CEBIM
OG0004685	sp|P62881|GNB5_MOUSE	tr|A0A2K5S0I4|A0A2K5S0I4_CEBIM
OG0004686	sp|Q6PFX2|BEND6_MOUSE	tr|A0A2K5S287|A0A2K5S287_CEBIM
OG0004687	sp|A0JP43|EFCB5_MOUSE	tr|A0A2K5S3S0|A0A2K5S3S0_CEBIM
OG0004688	sp|Q9JJR8|TMM9B_MOUSE	tr|A0A2K5S532|A0A2K5S532_CEBIM
OG0004689	sp|Q07079|IBP5_MOUSE	tr|A0A2K5S5E1|A0A2K5S5E1_CEBIM
OG0004690	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A2K5S9M9|A0A2K5S9M9_CEBIM
OG0004691	sp|Q6KAU4|MB12B_MOUSE	tr|A0A2K5SA07|A0A2K5SA07_CEBIM
OG0004692	sp|Q80V85|TRI62_MOUSE	tr|A0A2K5SD45|A0A2K5SD45_CEBIM
OG0004693	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A2K5SD81|A0A2K5SD81_CEBIM
OG0004694	tr|G3UW59|G3UW59_MOUSE	tr|A0A2K5SDM3|A0A2K5SDM3_CEBIM
OG0004695	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A2K5SF45|A0A2K5SF45_CEBIM
OG0004696	sp|O35453|HEPS_MOUSE	tr|A0A2K5SJW7|A0A2K5SJW7_CEBIM
OG0004697	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A2K5PAD8|A0A2K5PAD8_CEBIM
OG0004698	sp|Q9QXY7|XK_MOUSE	tr|A0A2K5PAT4|A0A2K5PAT4_CEBIM
OG0004699	sp|Q920C4|MS4A3_MOUSE	tr|A0A2K5PGD9|A0A2K5PGD9_CEBIM
OG0004700	sp|O88545|CSN6_MOUSE	tr|A0A2K5PGY4|A0A2K5PGY4_CEBIM
OG0004701	sp|Q9D9R0|RN125_MOUSE	tr|A0A2K5PKI1|A0A2K5PKI1_CEBIM
OG0004702	sp|Q9D9B4|LRMDA_MOUSE	tr|A0A2K5PKP0|A0A2K5PKP0_CEBIM
OG0004703	sp|Q920S3|GATD1_MOUSE	tr|A0A2K5PNE8|A0A2K5PNE8_CEBIM
OG0004704	sp|P22858|PTHR_MOUSE	tr|A0A2K5PNR4|A0A2K5PNR4_CEBIM
OG0004705	sp|Q8CFE3|RCOR1_MOUSE	tr|A0A2K5PRZ9|A0A2K5PRZ9_CEBIM
OG0004706	sp|Q61017|GBGT2_MOUSE	tr|A0A2K5PTP3|A0A2K5PTP3_CEBIM
OG0004707	sp|P70324|TBX3_MOUSE	tr|A0A2K5PVU7|A0A2K5PVU7_CEBIM
OG0004708	sp|Q7TPM1|PRC2B_MOUSE	tr|A0A2K5PVY5|A0A2K5PVY5_CEBIM
OG0004709	sp|P09926|SURF2_MOUSE	tr|A0A2K5PWH1|A0A2K5PWH1_CEBIM
OG0004710	sp|Q921X6|RPC6_MOUSE	tr|A0A2K5PWS4|A0A2K5PWS4_CEBIM
OG0004711	sp|O70252|HMOX2_MOUSE	tr|A0A2K5PX61|A0A2K5PX61_CEBIM
OG0004712	sp|O88520|SHOC2_MOUSE	tr|A0A2K5Q0K5|A0A2K5Q0K5_CEBIM
OG0004713	sp|Q00609|CD80_MOUSE	tr|A0A2K5Q1C6|A0A2K5Q1C6_CEBIM
OG0004714	sp|Q8K0E7|SERC2_MOUSE	tr|A0A2K5Q2F8|A0A2K5Q2F8_CEBIM
OG0004715	sp|Q99ME2|WDR6_MOUSE	tr|A0A2K5Q713|A0A2K5Q713_CEBIM
OG0004716	sp|Q9JK88|SPI2_MOUSE	tr|A0A2K5Q8Z8|A0A2K5Q8Z8_CEBIM
OG0004717	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A2K5QAA6|A0A2K5QAA6_CEBIM
OG0004718	sp|Q62070|PIM2_MOUSE	tr|A0A2K5QAX9|A0A2K5QAX9_CEBIM
OG0004719	sp|Q8VHD6|GTR10_MOUSE	tr|A0A2K5QE05|A0A2K5QE05_CEBIM
OG0004720	sp|Q3V036|CCD27_MOUSE	tr|A0A2K5QE20|A0A2K5QE20_CEBIM
OG0004721	sp|Q8BH49|SESQ1_MOUSE	tr|A0A2K5QE96|A0A2K5QE96_CEBIM
OG0004722	sp|Q80Y61|BI2L2_MOUSE	tr|A0A2K5QES1|A0A2K5QES1_CEBIM
OG0004723	sp|Q69Z38|PEAK1_MOUSE	tr|A0A2K5QIE1|A0A2K5QIE1_CEBIM
OG0004724	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A2K5QKE1|A0A2K5QKE1_CEBIM
OG0004725	sp|Q99KK2|NEUA_MOUSE	tr|A0A2K5QL27|A0A2K5QL27_CEBIM
OG0004726	sp|Q9CRB6|TPPP3_MOUSE	tr|A0A2K5QLF4|A0A2K5QLF4_CEBIM
OG0004727	sp|Q8VBT6|APOBR_MOUSE	tr|A0A2K5QLT2|A0A2K5QLT2_CEBIM
OG0004728	tr|F8VQM2|F8VQM2_MOUSE	tr|A0A2K5QNQ0|A0A2K5QNQ0_CEBIM
OG0004729	sp|Q5SPL2|PHF12_MOUSE	tr|A0A2K5QT43|A0A2K5QT43_CEBIM
OG0004730	sp|Q8BX35|TNR27_MOUSE	tr|A0A2K5QYY0|A0A2K5QYY0_CEBIM
OG0004731	sp|P70434|IRF7_MOUSE	tr|A0A2K5R190|A0A2K5R190_CEBIM
OG0004732	sp|Q6P8I6|COX11_MOUSE	tr|A0A2K5R2N6|A0A2K5R2N6_CEBIM
OG0004733	sp|P59470|RPC2_MOUSE	tr|A0A2K5R378|A0A2K5R378_CEBIM
OG0004734	sp|Q6PDM2|SRSF1_MOUSE	tr|A0A2K5R5N7|A0A2K5R5N7_CEBIM
OG0004735	sp|Q9QZ10|ANX10_MOUSE	tr|A0A2K5R8X5|A0A2K5R8X5_CEBIM
OG0004736	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A2K5R9R0|A0A2K5R9R0_CEBIM
OG0004737	sp|O08532|CA2D1_MOUSE	tr|A0A2K5RFV6|A0A2K5RFV6_CEBIM
OG0004738	sp|Q9EQJ9|MAGI3_MOUSE	tr|A0A2K5RGG4|A0A2K5RGG4_CEBIM
OG0004739	sp|Q8BMP4|GPER1_MOUSE	tr|A0A2K5RJJ0|A0A2K5RJJ0_CEBIM
OG0004740	sp|Q9R0B6|LAMC3_MOUSE	tr|A0A2K5RK10|A0A2K5RK10_CEBIM
OG0004741	sp|Q8K0U3|TMM17_MOUSE	tr|A0A2K5RQU0|A0A2K5RQU0_CEBIM
OG0004742	sp|Q8C0M8|DNAI1_MOUSE	tr|A0A2K5RSK2|A0A2K5RSK2_CEBIM
OG0004743	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A2K5RVG2|A0A2K5RVG2_CEBIM
OG0004744	sp|Q0VGY8|TANC1_MOUSE	tr|A0A2K5RWI2|A0A2K5RWI2_CEBIM
OG0004745	sp|P97819|PLPL9_MOUSE	tr|A0A2K5RYJ1|A0A2K5RYJ1_CEBIM
OG0004746	sp|Q9QXY9|PEX3_MOUSE	tr|A0A2K5S5A8|A0A2K5S5A8_CEBIM
OG0004747	sp|P61406|EST1A_MOUSE	tr|A0A2K5S5Y0|A0A2K5S5Y0_CEBIM
OG0004748	sp|Q6ZQ03|FNBP4_MOUSE	tr|A0A2K5S694|A0A2K5S694_CEBIM
OG0004749	sp|Q61771|KIF3B_MOUSE	tr|A0A2K5S912|A0A2K5S912_CEBIM
OG0004750	sp|O08760|OGG1_MOUSE	tr|A0A2K5SBX2|A0A2K5SBX2_CEBIM
OG0004751	sp|Q924H2|MED15_MOUSE	tr|A0A2K5SCN1|A0A2K5SCN1_CEBIM
OG0004752	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A2K5SGE5|A0A2K5SGE5_CEBIM
OG0004753	sp|P14824|ANXA6_MOUSE	tr|A0A2K5SGY9|A0A2K5SGY9_CEBIM
OG0004754	sp|Q4FZF2|SPT46_MOUSE	tr|A0A2K5SH70|A0A2K5SH70_CEBIM
OG0004755	sp|Q3U0B3|DHR11_MOUSE	tr|A0A2K5SIE7|A0A2K5SIE7_CEBIM
OG0004756	sp|Q8VDM6|HNRL1_MOUSE	tr|A0A2K5SJF6|A0A2K5SJF6_CEBIM
OG0004757	sp|Q8QZV4|ST32C_MOUSE	tr|A0A2K5P8P5|A0A2K5P8P5_CEBIM
OG0004758	sp|Q6PAQ9|TMG3_MOUSE	tr|A0A2K5PI50|A0A2K5PI50_CEBIM
OG0004759	tr|D3YUP5|D3YUP5_MOUSE	tr|A0A2K5PLC2|A0A2K5PLC2_CEBIM
OG0004760	sp|Q17ST2|KCNA7_MOUSE	tr|A0A2K5PM01|A0A2K5PM01_CEBIM
OG0004761	sp|Q8VHI4|CARTF_MOUSE	tr|A0A2K5PM24|A0A2K5PM24_CEBIM
OG0004762	sp|Q60676|PPP5_MOUSE	tr|A0A2K5PTK8|A0A2K5PTK8_CEBIM
OG0004763	sp|Q9JHH9|COPZ2_MOUSE	tr|A0A2K5PTZ8|A0A2K5PTZ8_CEBIM
OG0004764	sp|Q99JH7|CSTN3_MOUSE	tr|A0A2K5PV29|A0A2K5PV29_CEBIM
OG0004765	sp|Q6PGB6|NAA50_MOUSE	tr|A0A2K5PYV3|A0A2K5PYV3_CEBIM
OG0004766	sp|Q61880|DMC1_MOUSE	tr|A0A2K5PZB2|A0A2K5PZB2_CEBIM
OG0004767	sp|Q8BG19|TMTC4_MOUSE	tr|A0A2K5Q484|A0A2K5Q484_CEBIM
OG0004768	sp|Q61412|VSX2_MOUSE	tr|A0A2K5Q5M2|A0A2K5Q5M2_CEBIM
OG0004769	sp|Q9D0K1|PEX13_MOUSE	tr|A0A2K5QA53|A0A2K5QA53_CEBIM
OG0004770	sp|W8DXL4|LRIT3_MOUSE	tr|A0A2K5QAP2|A0A2K5QAP2_CEBIM
OG0004771	sp|Q8R1E7|TM234_MOUSE	tr|A0A2K5QBG8|A0A2K5QBG8_CEBIM
OG0004772	sp|O70273|EHF_MOUSE	tr|A0A2K5QBH6|A0A2K5QBH6_CEBIM
OG0004773	sp|P10493|NID1_MOUSE	tr|A0A2K5QBU4|A0A2K5QBU4_CEBIM
OG0004774	sp|Q00623|APOA1_MOUSE	sp|A0A2K5QCI5|APOA1_CEBIM
OG0004775	sp|Q9Z0J7|GDF15_MOUSE	tr|A0A2K5QEI0|A0A2K5QEI0_CEBIM
OG0004776	sp|Q3V1N1|MFHA1_MOUSE	tr|A0A2K5QER6|A0A2K5QER6_CEBIM
OG0004777	sp|P56380|AP4A_MOUSE	tr|A0A2K5QFA6|A0A2K5QFA6_CEBIM
OG0004778	sp|Q9R123|NAA80_MOUSE	tr|A0A2K5QFU9|A0A2K5QFU9_CEBIM
OG0004779	sp|Q3TUL7|DCA17_MOUSE	tr|A0A2K5QHM9|A0A2K5QHM9_CEBIM
OG0004780	sp|Q91V80|APOF_MOUSE	tr|A0A2K5QI00|A0A2K5QI00_CEBIM
OG0004781	sp|Q8K2A8|ALG3_MOUSE	tr|A0A2K5QI66|A0A2K5QI66_CEBIM
OG0004782	sp|Q9CPV5|PMF1_MOUSE	tr|A0A2K5QJT0|A0A2K5QJT0_CEBIM
OG0004783	sp|P34152|FAK1_MOUSE	tr|A0A2K5QKM0|A0A2K5QKM0_CEBIM
OG0004784	sp|Q99JG7|TNIP2_MOUSE	tr|A0A2K5QNK1|A0A2K5QNK1_CEBIM
OG0004785	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A2K5QQT8|A0A2K5QQT8_CEBIM
OG0004786	sp|Q9DC29|ABCB6_MOUSE	tr|A0A2K5QS46|A0A2K5QS46_CEBIM
OG0004787	sp|P62889|RL30_MOUSE	tr|A0A2K5QTY0|A0A2K5QTY0_CEBIM
OG0004788	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A2K5QU17|A0A2K5QU17_CEBIM
OG0004789	sp|Q01114|IL9R_MOUSE	tr|A0A2K5QX06|A0A2K5QX06_CEBIM
OG0004790	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A2K5QX51|A0A2K5QX51_CEBIM
OG0004791	sp|Q924W9|RBTN1_MOUSE	tr|A0A2K5QXV3|A0A2K5QXV3_CEBIM
OG0004792	sp|Q8CGN4|BCOR_MOUSE	tr|A0A2K5R4R5|A0A2K5R4R5_CEBIM
OG0004793	sp|Q6P1H1|CYAC3_MOUSE	tr|A0A2K5R7W7|A0A2K5R7W7_CEBIM
OG0004795	sp|Q61456|CCNA1_MOUSE	tr|A0A2K5RH65|A0A2K5RH65_CEBIM
OG0004796	sp|Q9CX63|IL40_MOUSE	tr|A0A2K5RIM6|A0A2K5RIM6_CEBIM
OG0004797	sp|P30416|FKBP4_MOUSE	tr|A0A2K5RLW8|A0A2K5RLW8_CEBIM
OG0004798	sp|Q66JQ7|KNL1_MOUSE	tr|A0A2K5RPP5|A0A2K5RPP5_CEBIM
OG0004799	sp|Q6P5H6|FRMD5_MOUSE	tr|A0A2K5RQW4|A0A2K5RQW4_CEBIM
OG0004800	sp|O88888|APBA3_MOUSE	tr|A0A2K5RT14|A0A2K5RT14_CEBIM
OG0004801	sp|Q9JLC6|TEF_MOUSE	tr|A0A2K5RT24|A0A2K5RT24_CEBIM
OG0004802	sp|P61082|UBC12_MOUSE	tr|A0A2K5RWM1|A0A2K5RWM1_CEBIM
OG0004803	sp|Q6ZQ82|RHG26_MOUSE	tr|A0A2K5S063|A0A2K5S063_CEBIM
OG0004804	sp|O70624|MYOC_MOUSE	tr|A0A2K5S231|A0A2K5S231_CEBIM
OG0004805	sp|Q9EP72|EMC7_MOUSE	tr|A0A2K5S5X3|A0A2K5S5X3_CEBIM
OG0004806	sp|P20615|HXB9_MOUSE	tr|A0A2K5S6M6|A0A2K5S6M6_CEBIM
OG0004807	sp|Q60707|TBX2_MOUSE	tr|A0A2K5S7A6|A0A2K5S7A6_CEBIM
OG0004808	sp|Q925N0|SFXN5_MOUSE	tr|A0A2K5SBA2|A0A2K5SBA2_CEBIM
OG0004809	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A2K5SCS8|A0A2K5SCS8_CEBIM
OG0004810	sp|Q9Z2Q6|SEPT5_MOUSE	tr|A0A2K5SCY6|A0A2K5SCY6_CEBIM
OG0004811	sp|Q5U4D9|THOC6_MOUSE	tr|A0A2K5SG39|A0A2K5SG39_CEBIM
OG0004812	sp|Q99PA5|NKG7_MOUSE	tr|A0A2K5SGU7|A0A2K5SGU7_CEBIM
OG0004813	tr|Q6PCX8|Q6PCX8_MOUSE	tr|A0A2K5SHC6|A0A2K5SHC6_CEBIM
OG0004814	sp|G5E8P1|BRD1_MOUSE	tr|A0A2K5P923|A0A2K5P923_CEBIM
OG0004815	sp|P49935|CATH_MOUSE	tr|A0A2K5P9Q8|A0A2K5P9Q8_CEBIM
OG0004816	sp|Q91WS2|NLRP6_MOUSE	tr|A0A2K5PAX2|A0A2K5PAX2_CEBIM
OG0004817	sp|Q0P5X5|ZBBX_MOUSE	tr|A0A2K5PBB1|A0A2K5PBB1_CEBIM
OG0004819	sp|Q6DVA0|LEMD2_MOUSE	tr|A0A2K5PC28|A0A2K5PC28_CEBIM
OG0004820	sp|Q80WG7|TRI36_MOUSE	tr|A0A2K5PCY4|A0A2K5PCY4_CEBIM
OG0004821	sp|Q9EP73|PD1L1_MOUSE	tr|A0A2K5PDS0|A0A2K5PDS0_CEBIM
OG0004822	sp|Q8BHC9|FUT11_MOUSE	tr|A0A2K5PGE1|A0A2K5PGE1_CEBIM
OG0004823	sp|Q9CR95|NECP1_MOUSE	tr|A0A2K5PGP7|A0A2K5PGP7_CEBIM
OG0004824	sp|A2AQH4|BCORL_MOUSE	tr|A0A2K5PIG2|A0A2K5PIG2_CEBIM
OG0004825	sp|Q8BGT6|MILK1_MOUSE	tr|A0A2K5PIW6|A0A2K5PIW6_CEBIM
OG0004826	sp|Q9D030|TWST2_MOUSE	tr|A0A2K5PL54|A0A2K5PL54_CEBIM
OG0004827	sp|Q8K199|COXM2_MOUSE	tr|A0A2K5PLD5|A0A2K5PLD5_CEBIM
OG0004828	sp|Q9D2Z4|SENP8_MOUSE	tr|A0A2K5PLK6|A0A2K5PLK6_CEBIM
OG0004829	sp|P48432|SOX2_MOUSE	tr|A0A2K5PMU1|A0A2K5PMU1_CEBIM
OG0004830	sp|Q8CGY6|UN45B_MOUSE	tr|A0A2K5PQ14|A0A2K5PQ14_CEBIM
OG0004831	sp|Q9QYE9|PKHB1_MOUSE	tr|A0A2K5PRE5|A0A2K5PRE5_CEBIM
OG0004832	sp|Q7TQ33|RGMB_MOUSE	tr|A0A2K5PS23|A0A2K5PS23_CEBIM
OG0004833	sp|Q9ER97|NGB_MOUSE	tr|A0A2K5PS41|A0A2K5PS41_CEBIM
OG0004834	sp|Q80W04|TMCC2_MOUSE	tr|A0A2K5PUR5|A0A2K5PUR5_CEBIM
OG0004835	sp|Q9CXG3|PPIL4_MOUSE	tr|A0A2K5Q1G9|A0A2K5Q1G9_CEBIM
OG0004836	sp|P62301|RS13_MOUSE	tr|A0A2K5Q3G7|A0A2K5Q3G7_CEBIM
OG0004837	sp|Q91V45|KISSR_MOUSE	tr|A0A2K5Q773|A0A2K5Q773_CEBIM
OG0004838	sp|Q61043|NIN_MOUSE	tr|A0A2K5Q7Q9|A0A2K5Q7Q9_CEBIM
OG0004839	sp|Q3V0C1|ZMAT1_MOUSE	tr|A0A2K5Q8R3|A0A2K5Q8R3_CEBIM
OG0004840	sp|Q8BKX6|SMG1_MOUSE	tr|A0A2K5Q9U0|A0A2K5Q9U0_CEBIM
OG0004841	sp|Q99LS3|SERB_MOUSE	tr|A0A2K5QA36|A0A2K5QA36_CEBIM
OG0004842	sp|Q9WTR0|MMP16_MOUSE	tr|A0A2K5QA69|A0A2K5QA69_CEBIM
OG0004843	sp|Q99KB8|GLO2_MOUSE	tr|A0A2K5QAM2|A0A2K5QAM2_CEBIM
OG0004844	sp|Q8VCZ2|TM45B_MOUSE	tr|A0A2K5QBG3|A0A2K5QBG3_CEBIM
OG0004845	sp|Q8VIG0|ZCH14_MOUSE	tr|A0A2K5QCH0|A0A2K5QCH0_CEBIM
OG0004846	sp|P56384|AT5G3_MOUSE	tr|A0A2K5QI88|A0A2K5QI88_CEBIM
OG0004847	sp|Q9Z1J3|NFS1_MOUSE	tr|A0A2K5QKL3|A0A2K5QKL3_CEBIM
OG0004848	sp|Q64163|TFDP2_MOUSE	tr|A0A2K5QPY2|A0A2K5QPY2_CEBIM
OG0004849	sp|Q9EPW2|KLF15_MOUSE	tr|A0A2K5QQ06|A0A2K5QQ06_CEBIM
OG0004850	sp|O55125|NIPS1_MOUSE	tr|A0A2K5QQP1|A0A2K5QQP1_CEBIM
OG0004851	sp|Q8R0T6|AGRG3_MOUSE	tr|A0A2K5QTB6|A0A2K5QTB6_CEBIM
OG0004852	sp|Q9DBG5|PLIN3_MOUSE	tr|A0A2K5QTR3|A0A2K5QTR3_CEBIM
OG0004853	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A2K5QWR6|A0A2K5QWR6_CEBIM
OG0004854	sp|Q99LJ6|GPX7_MOUSE	tr|A0A2K5QWY8|A0A2K5QWY8_CEBIM
OG0004855	sp|Q99MU3|DSRAD_MOUSE	tr|A0A2K5QZN1|A0A2K5QZN1_CEBIM
OG0004856	sp|P49722|PSA2_MOUSE	tr|A0A2K5R3Q1|A0A2K5R3Q1_CEBIM
OG0004857	sp|Q8C6V3|TM212_MOUSE	tr|A0A2K5R4B9|A0A2K5R4B9_CEBIM
OG0004858	sp|Q61235|SNTB2_MOUSE	tr|A0A2K5R4W4|A0A2K5R4W4_CEBIM
OG0004859	sp|Q9JLV6|PNKP_MOUSE	tr|A0A2K5R4X3|A0A2K5R4X3_CEBIM
OG0004860	sp|Q8BLR2|CPNE4_MOUSE	tr|A0A2K5R761|A0A2K5R761_CEBIM
OG0004861	sp|Q8C754|VPS52_MOUSE	tr|A0A2K5R813|A0A2K5R813_CEBIM
