Orthogroup	Mus_musculus	Oryctolagus_cuniculus
OG0007728	sp|P51576|P2RX1_MOUSE	tr|G1U3D6|G1U3D6_RABIT
OG0007729	sp|P60894|GPR85_MOUSE	tr|G1U3E8|G1U3E8_RABIT
OG0007730	sp|Q149B8|PERM1_MOUSE	tr|G1TUY2|G1TUY2_RABIT
OG0007731	tr|Q3KPC7|Q3KPC7_MOUSE	tr|G1U1S4|G1U1S4_RABIT
OG0007732	sp|Q3UGC7|EI3JA_MOUSE	tr|G1SNT1|G1SNT1_RABIT
OG0007733	sp|Q3UKC1|TAXB1_MOUSE	tr|G1T3Y6|G1T3Y6_RABIT
OG0007734	sp|Q5GH66|XKR5_MOUSE	tr|G1SX76|G1SX76_RABIT
OG0007735	sp|Q61102|ABCB7_MOUSE	tr|G1TCH9|G1TCH9_RABIT
OG0007736	sp|Q6NVF0|OCRL_MOUSE	tr|A0A5F9C3F3|A0A5F9C3F3_RABIT
OG0007737	sp|Q6P9S0|MTSS2_MOUSE	tr|G1T8S3|G1T8S3_RABIT
OG0007738	sp|Q6RUU0|PTX4_MOUSE	tr|G1U615|G1U615_RABIT
OG0007739	tr|Q7TPG0|Q7TPG0_MOUSE	tr|G1TAP6|G1TAP6_RABIT
OG0007740	tr|Q7TRY6|Q7TRY6_MOUSE	tr|G1U5X3|G1U5X3_RABIT
OG0007741	sp|Q80T91|MEG11_MOUSE	tr|G1TV94|G1TV94_RABIT
OG0007742	sp|Q80YS6|AFAP1_MOUSE	tr|G1SRJ6|G1SRJ6_RABIT
OG0007743	sp|Q8BH18|TM117_MOUSE	tr|G1SL44|G1SL44_RABIT
OG0007744	sp|Q8BK08|TMM11_MOUSE	tr|A0A5F9C4N7|A0A5F9C4N7_RABIT
OG0007745	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A5F9C5U4|A0A5F9C5U4_RABIT
OG0007746	sp|Q8C5C9|TTMP_MOUSE	tr|G1SY67|G1SY67_RABIT
OG0007747	sp|Q8CGK5|INLR1_MOUSE	tr|U3KMM8|U3KMM8_RABIT
OG0007748	sp|Q8JZR0|ACSL5_MOUSE	tr|G1U743|G1U743_RABIT
OG0007749	sp|Q8R1F5|HYI_MOUSE	tr|A0A5F9CFC8|A0A5F9CFC8_RABIT
OG0007750	sp|Q8R2U0|SEH1_MOUSE	tr|G1SRV1|G1SRV1_RABIT
OG0007751	sp|Q99J21|MCLN1_MOUSE	tr|G1T1X3|G1T1X3_RABIT
OG0007752	sp|Q99LG0|UBP16_MOUSE	tr|A0A5F9CDZ2|A0A5F9CDZ2_RABIT
OG0007753	sp|Q99LL5|PWP1_MOUSE	tr|G1SI62|G1SI62_RABIT
OG0007754	sp|Q9CQU8|IMP1L_MOUSE	tr|U3KNE0|U3KNE0_RABIT
OG0007755	sp|Q9CXD6|MCUR1_MOUSE	tr|A0A5F9DRS7|A0A5F9DRS7_RABIT
OG0007756	sp|Q9ESS0|DUS10_MOUSE	tr|G1ST94|G1ST94_RABIT
OG0007757	sp|Q9QZM2|DPOG2_MOUSE	tr|A0A5F9CG00|A0A5F9CG00_RABIT
OG0007758	sp|Q9WVS4|MOK_MOUSE	tr|G1T6A4|G1T6A4_RABIT
OG0007759	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A5F9CYT8|A0A5F9CYT8_RABIT
OG0007760	sp|Q9Z179|SHCBP_MOUSE	tr|G1T654|G1T654_RABIT
OG0007761	sp|Q9Z2C5|MTM1_MOUSE	tr|A0A5F9CHY2|A0A5F9CHY2_RABIT
OG0007762	tr|A0A2I3BRZ3|A0A2I3BRZ3_MOUSE	tr|G1TY84|G1TY84_RABIT
OG0007763	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A5F9DFW3|A0A5F9DFW3_RABIT
OG0007764	sp|O35449|PRRT1_MOUSE	tr|G1SP09|G1SP09_RABIT
OG0007765	sp|O55201|SPT5H_MOUSE	tr|G1SGY0|G1SGY0_RABIT
OG0007766	sp|P02535|K1C10_MOUSE	tr|A0A5F9D8K0|A0A5F9D8K0_RABIT
OG0007767	sp|P12710|FABPL_MOUSE	tr|A0A5F9DC09|A0A5F9DC09_RABIT
OG0007768	sp|P14152|MDHC_MOUSE	tr|G1SQG5|G1SQG5_RABIT
OG0007769	sp|P22907|HEM3_MOUSE	tr|G1T8V6|G1T8V6_RABIT
OG0007770	sp|P30731|GPR83_MOUSE	tr|G1T9K8|G1T9K8_RABIT
OG0007771	sp|P38585|TTL_MOUSE	tr|G1SKX5|G1SKX5_RABIT
OG0007772	sp|P97343|UHMK1_MOUSE	tr|A0A5F9C8J2|A0A5F9C8J2_RABIT
OG0007773	sp|Q09LZ8|CBPC6_MOUSE	tr|G1SR23|G1SR23_RABIT
OG0007774	sp|Q3USZ8|DIK2A_MOUSE	tr|G1T3Q1|G1T3Q1_RABIT
OG0007775	sp|Q3V079|BBOF1_MOUSE	tr|A0A5F9DSS8|A0A5F9DSS8_RABIT
OG0007776	sp|Q501J7|PHAR4_MOUSE	tr|A0A5F9DS85|A0A5F9DS85_RABIT
OG0007777	sp|Q61216|MRE11_MOUSE	tr|G1T8C2|G1T8C2_RABIT
OG0007778	sp|Q61292|LAMB2_MOUSE	tr|G1SN83|G1SN83_RABIT
OG0007779	sp|Q66JT0|WEE2_MOUSE	tr|G1U2G7|G1U2G7_RABIT
OG0007780	sp|Q6DFV3|RHG21_MOUSE	tr|A0A5F9CN75|A0A5F9CN75_RABIT
OG0007781	sp|Q6DI92|ZSWM9_MOUSE	tr|A0A5F9DRE8|A0A5F9DRE8_RABIT
OG0007782	sp|Q6P6J9|TXD15_MOUSE	tr|G1T2V5|G1T2V5_RABIT
OG0007783	sp|Q6ZQH8|NU188_MOUSE	tr|G1SD25|G1SD25_RABIT
OG0007784	sp|Q811P0|S36A3_MOUSE	tr|G1TAB6|G1TAB6_RABIT
OG0007785	sp|Q8BGN3|ENPP6_MOUSE	tr|G1T2A3|G1T2A3_RABIT
OG0007786	sp|Q8BHC1|RB39B_MOUSE	tr|B7NZR8|B7NZR8_RABIT
OG0007787	sp|Q8BLF1|NCEH1_MOUSE	tr|G1SNQ9|G1SNQ9_RABIT
OG0007788	sp|Q8BM55|TM214_MOUSE	tr|A0A5F9CY11|A0A5F9CY11_RABIT
OG0007789	sp|Q8BMJ7|CGRF1_MOUSE	tr|G1SER0|G1SER0_RABIT
OG0007790	sp|Q8BXF8|ACTT3_MOUSE	tr|G1SJB1|G1SJB1_RABIT
OG0007791	sp|Q8C0D7|ING4_MOUSE	tr|G1SKB1|G1SKB1_RABIT
OG0007792	sp|Q8C0G2|T3JAM_MOUSE	tr|G1SKX7|G1SKX7_RABIT
OG0007793	sp|Q8C6U2|S66A3_MOUSE	tr|A0A5F9CK07|A0A5F9CK07_RABIT
OG0007794	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A5F9CRH2|A0A5F9CRH2_RABIT
OG0007795	sp|Q8CIZ8|VWF_MOUSE	tr|G1U334|G1U334_RABIT
OG0007796	sp|Q8K1C7|MOT14_MOUSE	tr|G1SH22|G1SH22_RABIT
OG0007797	sp|Q8K1S1|LGI4_MOUSE	tr|A0A5F9CGW5|A0A5F9CGW5_RABIT
OG0007798	sp|Q8K4C2|I17RC_MOUSE	tr|A0A5F9DPJ4|A0A5F9DPJ4_RABIT
OG0007799	sp|Q8R0L9|TADA3_MOUSE	tr|G1TND6|G1TND6_RABIT
OG0007800	sp|Q8R361|RFIP5_MOUSE	tr|A0A5F9CWN7|A0A5F9CWN7_RABIT
OG0007801	sp|Q8R366|IGSF8_MOUSE	tr|G1U729|G1U729_RABIT
OG0007802	sp|Q8VE47|UBA5_MOUSE	tr|A0A5F9C456|A0A5F9C456_RABIT
OG0007803	sp|Q8VE73|CUL7_MOUSE	tr|G1SFQ0|G1SFQ0_RABIT
OG0007804	sp|Q920A5|RISC_MOUSE	tr|G1T156|G1T156_RABIT
OG0007805	sp|Q99J56|DERL1_MOUSE	tr|G1SWK4|G1SWK4_RABIT
OG0007806	sp|Q99KY4|GAK_MOUSE	tr|G1SIP7|G1SIP7_RABIT
OG0007807	sp|Q99LS1|MMAD_MOUSE	tr|U3KPG9|U3KPG9_RABIT
OG0007808	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A5F9DDM4|A0A5F9DDM4_RABIT
OG0007809	sp|Q9DCP2|S38A3_MOUSE	tr|A0A5F9CA37|A0A5F9CA37_RABIT
OG0007810	sp|Q9EPK6|SIL1_MOUSE	tr|A0A5F9CU26|A0A5F9CU26_RABIT
OG0007811	sp|Q9ER65|CSTN2_MOUSE	tr|A0A5F9C3D9|A0A5F9C3D9_RABIT
OG0007812	sp|Q9JI08|BIN3_MOUSE	tr|G1T509|G1T509_RABIT
OG0007813	sp|Q9QZH3|PPIE_MOUSE	tr|G1STJ3|G1STJ3_RABIT
OG0007814	sp|Q9Z1R2|BAG6_MOUSE	tr|G1SU30|G1SU30_RABIT
OG0007815	tr|A0A075B6C4|A0A075B6C4_MOUSE	tr|A0A5F9CWT5|A0A5F9CWT5_RABIT
OG0007816	tr|A0A140LI11|A0A140LI11_MOUSE	tr|G1SUD6|G1SUD6_RABIT
OG0007817	sp|B2RPU2|PLHD1_MOUSE	tr|G1SMS6|G1SMS6_RABIT
OG0007818	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|G1U4H1|G1U4H1_RABIT
OG0007819	tr|F6YNI8|F6YNI8_MOUSE	tr|G1T5U2|G1T5U2_RABIT
OG0007820	tr|G3X9M9|G3X9M9_MOUSE	tr|G1SSK6|G1SSK6_RABIT
OG0007821	sp|O35375|NRP2_MOUSE	tr|G1SU80|G1SU80_RABIT
OG0007823	sp|P29595|NEDD8_MOUSE	sp|Q4PLJ0|NEDD8_RABIT
OG0007824	sp|P33267|CP2F2_MOUSE	tr|G1TMB7|G1TMB7_RABIT
OG0007825	sp|P54822|PUR8_MOUSE	tr|A0A5F9D1F8|A0A5F9D1F8_RABIT
OG0007826	sp|P61982|1433G_MOUSE	tr|G1TZP0|G1TZP0_RABIT
OG0007828	sp|Q04592|PCSK5_MOUSE	tr|G1U7Z7|G1U7Z7_RABIT
OG0007829	sp|Q07113|MPRI_MOUSE	tr|A0A5F9CYC9|A0A5F9CYC9_RABIT
OG0007830	sp|Q0VBV7|CE126_MOUSE	tr|G1SD36|G1SD36_RABIT
OG0007831	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A5F9D0B5|A0A5F9D0B5_RABIT
OG0007832	sp|Q571G4|LIN54_MOUSE	tr|A0A5F9D9I0|A0A5F9D9I0_RABIT
OG0007833	sp|Q61214|DYR1A_MOUSE	tr|A0A5F9CH10|A0A5F9CH10_RABIT
OG0007834	sp|Q61858|GPAN1_MOUSE	tr|G1U2P7|G1U2P7_RABIT
OG0007835	sp|Q63961|EGLN_MOUSE	tr|G1SSF2|G1SSF2_RABIT
OG0007836	sp|Q6PDE8|MF13A_MOUSE	tr|G1SPM0|G1SPM0_RABIT
OG0007837	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A5F9CCJ7|A0A5F9CCJ7_RABIT
OG0007838	sp|Q80YT5|SPT20_MOUSE	tr|A0A5F9DA65|A0A5F9DA65_RABIT
OG0007839	sp|Q8BH58|TIPRL_MOUSE	tr|G1T7M3|G1T7M3_RABIT
OG0007840	sp|Q8BMK4|CKAP4_MOUSE	tr|G1SCT0|G1SCT0_RABIT
OG0007841	sp|Q8BR86|KIRR3_MOUSE	tr|G1T3J8|G1T3J8_RABIT
OG0007842	sp|Q8C2K1|DEFI6_MOUSE	tr|G1T9W5|G1T9W5_RABIT
OG0007843	sp|Q8CD15|RIOX2_MOUSE	tr|G1SYV7|G1SYV7_RABIT
OG0007844	sp|Q8CEE0|CEP57_MOUSE	tr|A0A5F9CBZ4|A0A5F9CBZ4_RABIT
OG0007845	sp|Q8K2Q7|BROX_MOUSE	tr|G1TBI4|G1TBI4_RABIT
OG0007846	sp|Q8K3W2|LRC10_MOUSE	tr|G1TD82|G1TD82_RABIT
OG0007847	sp|Q8K445|CLRN1_MOUSE	tr|G1T583|G1T583_RABIT
OG0007848	sp|Q8R2Q0|TRI29_MOUSE	tr|U3KMB0|U3KMB0_RABIT
OG0007849	sp|Q8VC52|RBPS2_MOUSE	tr|A0A5F9DL06|A0A5F9DL06_RABIT
OG0007850	sp|Q8VD76|TF2H3_MOUSE	tr|G1SJS8|G1SJS8_RABIT
OG0007851	sp|Q99JX3|GORS2_MOUSE	tr|G1T3U1|G1T3U1_RABIT
OG0007852	sp|Q99LY2|GDPD3_MOUSE	tr|G1TV39|G1TV39_RABIT
OG0007853	sp|Q99NH8|TREM2_MOUSE	tr|A0A5F9D6Z0|A0A5F9D6Z0_RABIT
OG0007854	sp|Q9CQF0|RM11_MOUSE	tr|G1TR26|G1TR26_RABIT
OG0007855	sp|Q9CWR2|SMYD3_MOUSE	tr|G1SUR6|G1SUR6_RABIT
OG0007856	sp|Q9D4C9|CLVS1_MOUSE	tr|G1SNQ5|G1SNQ5_RABIT
OG0007857	sp|Q9D742|AP5S1_MOUSE	tr|G1T0V2|G1T0V2_RABIT
OG0007858	sp|Q9D9V4|RSPH9_MOUSE	tr|G1SP53|G1SP53_RABIT
OG0007859	sp|Q9ERK0|RIPK4_MOUSE	tr|G1SI52|G1SI52_RABIT
OG0007860	sp|Q9ES82|POPD2_MOUSE	tr|G1SXD2|G1SXD2_RABIT
OG0007862	sp|Q9Z140|CPNE6_MOUSE	tr|G1SSG3|G1SSG3_RABIT
OG0007863	sp|Q9Z1S8|GAB2_MOUSE	tr|G1TFC1|G1TFC1_RABIT
OG0007864	sp|A2AUU0|METL8_MOUSE	tr|G1T1P8|G1T1P8_RABIT
OG0007865	sp|B1ARW8|CA122_MOUSE	tr|G1SUE2|G1SUE2_RABIT
OG0007866	tr|E9PYI4|E9PYI4_MOUSE	tr|G1SPR4|G1SPR4_RABIT
OG0007867	sp|O08739|AMPD3_MOUSE	tr|G1SIC7|G1SIC7_RABIT
OG0007868	sp|O55013|TPPC3_MOUSE	tr|G1T0H7|G1T0H7_RABIT
OG0007869	sp|O55029|COPB2_MOUSE	tr|G1SET0|G1SET0_RABIT
OG0007870	sp|O55038|CXL13_MOUSE	tr|G1TR38|G1TR38_RABIT
OG0007871	sp|O70200|AIF1_MOUSE	tr|G1TXD9|G1TXD9_RABIT
OG0007872	sp|O70492|SNX3_MOUSE	tr|A0A5F9DB72|A0A5F9DB72_RABIT
OG0007873	sp|P0C7A3|MBOA4_MOUSE	tr|G1TSR4|G1TSR4_RABIT
OG0007874	sp|P18181|CD48_MOUSE	tr|G1T5L9|G1T5L9_RABIT
OG0007875	sp|P20490|FCERB_MOUSE	tr|G1SWH4|G1SWH4_RABIT
OG0007876	sp|P32958|ROM1_MOUSE	tr|G1TF26|G1TF26_RABIT
OG0007877	sp|Q07243|MTF1_MOUSE	tr|G1SNU2|G1SNU2_RABIT
OG0007878	sp|Q08EA8|TM213_MOUSE	tr|G1THN0|G1THN0_RABIT
OG0007879	sp|Q3LAC4|PREX2_MOUSE	tr|G1SG43|G1SG43_RABIT
OG0007880	sp|Q3UHD3|MTUS2_MOUSE	tr|U3KPF9|U3KPF9_RABIT
OG0007881	sp|Q4LFA9|SEM3G_MOUSE	tr|G1SU72|G1SU72_RABIT
OG0007882	sp|Q5M8N4|D39U1_MOUSE	tr|G1U2N9|G1U2N9_RABIT
OG0007883	sp|Q5S003|SPG17_MOUSE	tr|G1STD8|G1STD8_RABIT
OG0007884	sp|Q61271|ACV1B_MOUSE	tr|G1TES4|G1TES4_RABIT
OG0007885	sp|Q6DYE8|ENPP3_MOUSE	tr|G1T7E8|G1T7E8_RABIT
OG0007886	sp|Q6KAU8|A16L2_MOUSE	tr|U3KMN9|U3KMN9_RABIT
OG0007887	sp|Q6NT99|DUS23_MOUSE	tr|G1TAA5|G1TAA5_RABIT
OG0007888	tr|Q6NVH0|Q6NVH0_MOUSE	tr|G1SEC4|G1SEC4_RABIT
OG0007889	sp|Q7TNI7|IL17F_MOUSE	tr|G1SLF3|G1SLF3_RABIT
OG0007890	sp|Q8BHD0|RB39A_MOUSE	tr|G1TZG4|G1TZG4_RABIT
OG0007891	sp|Q8BL80|RHG22_MOUSE	tr|G1SXG1|G1SXG1_RABIT
OG0007892	sp|Q8BMF8|GLDN_MOUSE	tr|G1TMJ7|G1TMJ7_RABIT
OG0007893	tr|Q8BX39|Q8BX39_MOUSE	tr|A0A5F9DDG8|A0A5F9DDG8_RABIT
OG0007894	sp|Q8C0L6|PAOX_MOUSE	tr|A0A5F9D596|A0A5F9D596_RABIT
OG0007895	sp|Q8C436|MT21D_MOUSE	tr|G1SQ78|G1SQ78_RABIT
OG0007896	sp|Q8C9V1|TB10C_MOUSE	tr|G1TI72|G1TI72_RABIT
OG0007897	sp|Q8CB27|OTU1_MOUSE	tr|G1T780|G1T780_RABIT
OG0007898	sp|Q8CDP0|CBPC3_MOUSE	tr|G1TLG6|G1TLG6_RABIT
OG0007899	sp|Q8CHZ8|LEU7_MOUSE	tr|G1SKR6|G1SKR6_RABIT
OG0007900	sp|Q8K2F3|DEPP1_MOUSE	tr|G1TUB5|G1TUB5_RABIT
OG0007901	sp|Q8QZX2|HAUS3_MOUSE	tr|G1U4N2|G1U4N2_RABIT
OG0007902	sp|Q8R1B8|RORB_MOUSE	tr|A0A5F9CZM0|A0A5F9CZM0_RABIT
OG0007903	sp|Q8VD63|TSYL4_MOUSE	tr|G1TSY5|G1TSY5_RABIT
OG0007904	sp|Q99KP6|PRP19_MOUSE	tr|G1TA04|G1TA04_RABIT
OG0007905	sp|Q9D8T4|TV23B_MOUSE	tr|A0A5F9D964|A0A5F9D964_RABIT
OG0007906	sp|Q9D8X1|CUTC_MOUSE	tr|G1SJ46|G1SJ46_RABIT
OG0007907	sp|Q9ERR7|SEP15_MOUSE	tr|A0A5F9C3T1|A0A5F9C3T1_RABIT
OG0007908	sp|Q9JHZ2|ANKH_MOUSE	tr|G1T2I7|G1T2I7_RABIT
OG0007909	sp|Q9JJA7|CCNL2_MOUSE	tr|A0A5F9DAD0|A0A5F9DAD0_RABIT
OG0007910	sp|Q9JLV5|CUL3_MOUSE	tr|A0A5F9CCH5|A0A5F9CCH5_RABIT
OG0007911	sp|Q9Z0S6|CLD10_MOUSE	tr|G1SX77|G1SX77_RABIT
OG0007912	tr|A0A140LIQ5|A0A140LIQ5_MOUSE	tr|G1T5T6|G1T5T6_RABIT
OG0007913	sp|A3KFX0|5NT1A_MOUSE	tr|G1SLH6|G1SLH6_RABIT
OG0007914	tr|B2RXE2|B2RXE2_MOUSE	tr|G1SYH0|G1SYH0_RABIT
OG0007915	sp|P09838|TDT_MOUSE	tr|A0A5F9DU06|A0A5F9DU06_RABIT
OG0007916	sp|P17257|F167B_MOUSE	tr|G1TV58|G1TV58_RABIT
OG0007917	sp|P48193|EPB41_MOUSE	tr|G1SRE6|G1SRE6_RABIT
OG0007918	sp|P54130|FGF9_MOUSE	tr|G1SDY3|G1SDY3_RABIT
OG0007919	sp|Q08624|HXC4_MOUSE	tr|A0A5F9CMT8|A0A5F9CMT8_RABIT
OG0007920	sp|Q08775|RUNX2_MOUSE	tr|G1T1V7|G1T1V7_RABIT
OG0007921	sp|Q3TY60|F131B_MOUSE	tr|G1T0R3|G1T0R3_RABIT
OG0007922	sp|Q504N0|CBPA2_MOUSE	tr|G1SS46|G1SS46_RABIT
OG0007923	sp|Q505K2|FHI1A_MOUSE	tr|G1SHZ0|G1SHZ0_RABIT
OG0007924	sp|Q60641|NR1H4_MOUSE	tr|G1SSH8|G1SSH8_RABIT
OG0007925	sp|Q640P7|TBCC1_MOUSE	tr|A0A5F9C3W5|A0A5F9C3W5_RABIT
OG0007926	sp|Q6A039|TBC12_MOUSE	tr|A0A5F9C7A6|A0A5F9C7A6_RABIT
OG0007927	sp|Q6PEM6|GRM2B_MOUSE	tr|A0A5F9D6G8|A0A5F9D6G8_RABIT
OG0007928	sp|Q6PFY8|TRI45_MOUSE	tr|A0A5F9CJC9|A0A5F9CJC9_RABIT
OG0007929	sp|Q6PGH4|F222A_MOUSE	tr|G1TX95|G1TX95_RABIT
OG0007930	tr|Q7TNL7|Q7TNL7_MOUSE	tr|G1TZC4|G1TZC4_RABIT
OG0007931	sp|Q7TNT2|FACR2_MOUSE	tr|G1TDA2|G1TDA2_RABIT
OG0007932	sp|Q7TPN9|PRR14_MOUSE	tr|G1U7J0|G1U7J0_RABIT
OG0007933	sp|Q810U4|NRCAM_MOUSE	tr|A0A5F9DCZ1|A0A5F9DCZ1_RABIT
OG0007934	sp|Q8BGF3|DAA10_MOUSE	tr|G1SQA9|G1SQA9_RABIT
OG0007935	sp|Q8BK84|DUS29_MOUSE	tr|G1TF10|G1TF10_RABIT
OG0007936	sp|Q8BU14|SEC62_MOUSE	tr|G1SVQ8|G1SVQ8_RABIT
OG0007937	sp|Q8CG85|MAMC2_MOUSE	tr|G1SCY6|G1SCY6_RABIT
OG0007938	sp|Q8R3G9|TSN8_MOUSE	tr|A0A5F9CNM4|A0A5F9CNM4_RABIT
OG0007939	sp|Q8R411|MYCT1_MOUSE	tr|G1TRK8|G1TRK8_RABIT
OG0007940	sp|Q8VEH6|ZNG1_MOUSE	tr|G1TH48|G1TH48_RABIT
OG0007941	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A5F9CQX6|A0A5F9CQX6_RABIT
OG0007942	sp|Q91ZV4|MOGT1_MOUSE	tr|G1SPR6|G1SPR6_RABIT
OG0007943	sp|Q9CY94|PSF3_MOUSE	tr|G1SQ82|G1SQ82_RABIT
OG0007944	sp|Q9CZB0|C560_MOUSE	tr|A0A5F9DV36|A0A5F9DV36_RABIT
OG0007945	sp|Q9D0E5|EFC11_MOUSE	tr|G1T9K3|G1T9K3_RABIT
OG0007946	sp|Q9D0Q7|RM45_MOUSE	tr|G1T9Z9|G1T9Z9_RABIT
OG0007947	sp|Q9D174|S18L2_MOUSE	tr|A0A5F9D7I4|A0A5F9D7I4_RABIT
OG0007948	sp|Q9ERZ3|ACM3_MOUSE	tr|G1U308|G1U308_RABIT
OG0007949	sp|Q9ESN2|TRI39_MOUSE	tr|A0A5F9C9S7|A0A5F9C9S7_RABIT
OG0007950	sp|Q9JKN5|OLIG1_MOUSE	tr|G1U2I0|G1U2I0_RABIT
OG0007951	sp|Q9R0C0|BL1S6_MOUSE	tr|G1TDI6|G1TDI6_RABIT
OG0007952	sp|Q9R257|HEBP1_MOUSE	tr|G1T983|G1T983_RABIT
OG0007953	sp|Q9Z218|DPP6_MOUSE	tr|A0A5F9CZP5|A0A5F9CZP5_RABIT
OG0007954	tr|A0A0A6YYE2|A0A0A6YYE2_MOUSE	tr|A0A0B4J1Q1|A0A0B4J1Q1_RABIT
OG0007955	tr|A2A3U9|A2A3U9_MOUSE	tr|G1TNL7|G1TNL7_RABIT
OG0007956	sp|D3YZG8|MTD2L_MOUSE	tr|G1SXM1|G1SXM1_RABIT
OG0007957	tr|E9PVC2|E9PVC2_MOUSE	tr|G1TYA8|G1TYA8_RABIT
OG0007958	sp|O08899|RGS4_MOUSE	sp|Q0R4E4|RGS4_RABIT
OG0007959	sp|P10629|HXC6_MOUSE	tr|G1U2I4|G1U2I4_RABIT
OG0007960	sp|P11725|OTC_MOUSE	tr|A0A5F9C950|A0A5F9C950_RABIT
OG0007961	sp|P42859|HD_MOUSE	tr|U3KPH8|U3KPH8_RABIT
OG0007962	sp|P49717|MCM4_MOUSE	tr|G1SFZ1|G1SFZ1_RABIT
OG0007963	sp|P52633|STAT6_MOUSE	tr|G1SU42|G1SU42_RABIT
OG0007964	sp|P52785|GUC2E_MOUSE	tr|G1SMP7|G1SMP7_RABIT
OG0007965	sp|Q02650|PAX5_MOUSE	tr|G1T2Z4|G1T2Z4_RABIT
OG0007966	sp|Q0GGX2|ZN541_MOUSE	tr|G1SEG0|G1SEG0_RABIT
OG0007967	sp|Q3THF9|CQ10B_MOUSE	tr|A0A5F9DVA2|A0A5F9DVA2_RABIT
OG0007968	sp|Q3U213|SRAC1_MOUSE	tr|G1SMI0|G1SMI0_RABIT
OG0007969	sp|Q3UR32|P2RX3_MOUSE	tr|A0A5F9C3Y9|A0A5F9C3Y9_RABIT
OG0007970	sp|Q3USQ7|SYN1L_MOUSE	tr|G1TAM7|G1TAM7_RABIT
OG0007971	sp|Q3V0F0|RIMB3_MOUSE	tr|G1SRN7|G1SRN7_RABIT
OG0007972	sp|Q5U4D8|SC5A6_MOUSE	sp|Q9XT77|SC5A6_RABIT
OG0007973	sp|Q61880|DMC1_MOUSE	tr|G1SMY5|G1SMY5_RABIT
OG0007974	sp|Q62010|OVGP1_MOUSE	tr|Q95LB3|Q95LB3_RABIT
OG0007975	sp|Q64669|NQO1_MOUSE	tr|U3KNP2|U3KNP2_RABIT
OG0007976	sp|Q673H1|TUSC1_MOUSE	tr|G1TDZ5|G1TDZ5_RABIT
OG0007977	sp|Q6KAS7|ZN521_MOUSE	tr|A0A5F9CJE4|A0A5F9CJE4_RABIT
OG0007978	tr|Q6P9N8|Q6P9N8_MOUSE	tr|G1SCQ5|G1SCQ5_RABIT
OG0007979	sp|Q80TN7|NAV3_MOUSE	tr|A0A5F9D0H7|A0A5F9D0H7_RABIT
OG0007980	sp|Q8BG21|FLOWR_MOUSE	tr|G1TSF7|G1TSF7_RABIT
OG0007981	sp|Q8BP56|PGGHG_MOUSE	tr|G1SNB4|G1SNB4_RABIT
OG0007982	sp|Q8BX35|TNR27_MOUSE	tr|A0A5F9D0L9|A0A5F9D0L9_RABIT
OG0007983	sp|Q8CDG3|VCIP1_MOUSE	tr|G1T8X7|G1T8X7_RABIT
OG0007984	sp|Q8CGC6|RBM28_MOUSE	tr|G1SIU5|G1SIU5_RABIT
OG0007985	sp|Q8R3L5|SO3A1_MOUSE	tr|G1T2H6|G1T2H6_RABIT
OG0007986	sp|Q8R3P2|DTX2_MOUSE	tr|A0A5F9DSE7|A0A5F9DSE7_RABIT
OG0007987	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A5F9C7C7|A0A5F9C7C7_RABIT
OG0007988	sp|Q8VE42|ANR49_MOUSE	tr|G1T8C4|G1T8C4_RABIT
OG0007989	sp|Q91V27|MELPH_MOUSE	tr|A0A5F9D3B8|A0A5F9D3B8_RABIT
OG0007990	sp|Q91WC9|DGLB_MOUSE	tr|A0A5F9CGV5|A0A5F9CGV5_RABIT
OG0007991	sp|Q91XD8|S2538_MOUSE	tr|A0A5F9CCB5|A0A5F9CCB5_RABIT
OG0007992	sp|Q920B9|SP16H_MOUSE	tr|G1T011|G1T011_RABIT
OG0007993	sp|Q99JW2|ACY1_MOUSE	tr|A0A5F9DJR5|A0A5F9DJR5_RABIT
OG0007994	sp|Q99MX7|T121B_MOUSE	tr|A0A5F9DC83|A0A5F9DC83_RABIT
OG0007995	sp|Q99N42|TYPH_MOUSE	tr|G1SFD2|G1SFD2_RABIT
OG0007996	sp|Q9CPR5|RM15_MOUSE	tr|A0A5F9CU50|A0A5F9CU50_RABIT
OG0007997	sp|Q9CQ71|RFA3_MOUSE	tr|G1SDC7|G1SDC7_RABIT
OG0007998	sp|Q9CZX2|CEP89_MOUSE	tr|A0A5F9DU70|A0A5F9DU70_RABIT
OG0007999	sp|Q9DBX1|RGCC_MOUSE	tr|G1T8C0|G1T8C0_RABIT
OG0008000	sp|Q9DCJ7|AKIP_MOUSE	tr|A0A5F9CIE8|A0A5F9CIE8_RABIT
OG0008001	sp|Q9ER73|ELP4_MOUSE	tr|A0A5F9D707|A0A5F9D707_RABIT
OG0008002	tr|Q9R0U9|Q9R0U9_MOUSE	tr|G1TTI1|G1TTI1_RABIT
