Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0006566	tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A8J6GN52|A0A8J6GN52_MICOH
OG0006567	sp|Q56A06|TMTC2_MOUSE	tr|A0A8J6GNM1|A0A8J6GNM1_MICOH
OG0006568	sp|Q9Z0T9|ITB6_MOUSE	tr|A0A8J6GQV3|A0A8J6GQV3_MICOH
OG0006569	sp|Q9JHS3|LTOR2_MOUSE	tr|A0A8J6GT20|A0A8J6GT20_MICOH
OG0006570	sp|Q8BKZ9|ODPX_MOUSE	tr|A0A8J6GTS8|A0A8J6GTS8_MICOH
OG0006571	sp|Q8VHP8|RB40B_MOUSE	tr|A0A8J6GWP1|A0A8J6GWP1_MICOH
OG0006572	sp|Q8BLN5|LSS_MOUSE	tr|A0A8J6GX87|A0A8J6GX87_MICOH
OG0006573	sp|Q8VBW8|TTC36_MOUSE	tr|A0A8J6GZC6|A0A8J6GZC6_MICOH
OG0006574	sp|Q9DCS1|T176A_MOUSE	tr|A0A8J6GZX7|A0A8J6GZX7_MICOH
OG0006575	sp|P52875|TM165_MOUSE	tr|A0A8J6H116|A0A8J6H116_MICOH
OG0006576	sp|P56280|TCL1A_MOUSE	tr|A0A8J6H1D3|A0A8J6H1D3_MICOH
OG0006577	sp|Q7TN83|SYT16_MOUSE	tr|A0A8J6H1M6|A0A8J6H1M6_MICOH
OG0006578	sp|Q9D711|PIR_MOUSE	tr|A0A8J6KIS3|A0A8J6KIS3_MICOH
OG0006579	sp|Q80U23|SNPH_MOUSE	tr|A0A8J6KJ99|A0A8J6KJ99_MICOH
OG0006581	sp|Q91W10|S39A8_MOUSE	tr|A0A8J6KKJ9|A0A8J6KKJ9_MICOH
OG0006582	sp|Q8BL86|MBLC2_MOUSE	tr|A0A8J6KMW2|A0A8J6KMW2_MICOH
OG0006583	sp|Q9CQF0|RM11_MOUSE	tr|A0A8J6KSV8|A0A8J6KSV8_MICOH
OG0006584	sp|D3YUB6|BTBD8_MOUSE	tr|A0A8J6KUB2|A0A8J6KUB2_MICOH
OG0006585	sp|Q91VR7|MLP3A_MOUSE	tr|A0A8J6KUD3|A0A8J6KUD3_MICOH
OG0006586	sp|P20109|IL13_MOUSE	tr|A0A8J6KUU5|A0A8J6KUU5_MICOH
OG0006587	tr|D3Z5V4|D3Z5V4_MOUSE	tr|A0A8J6KVV1|A0A8J6KVV1_MICOH
OG0006588	sp|Q8VBV7|CSN8_MOUSE	tr|A0A8J6KZL9|A0A8J6KZL9_MICOH
OG0006589	sp|E9Q735|UBE4A_MOUSE	tr|A0A8J6L3Z6|A0A8J6L3Z6_MICOH
OG0006591	sp|Q9R100|CAD17_MOUSE	tr|A0A8J6L7N7|A0A8J6L7N7_MICOH
OG0006592	sp|Q3UFY7|5NT3B_MOUSE	tr|A0A8J6FUH2|A0A8J6FUH2_MICOH
OG0006593	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A8J6FW48|A0A8J6FW48_MICOH
OG0006594	sp|P09602|HMGN2_MOUSE	tr|A0A8J6FY46|A0A8J6FY46_MICOH
OG0006595	sp|O70172|PI42A_MOUSE	tr|A0A8J6FY77|A0A8J6FY77_MICOH
OG0006596	sp|Q8VHQ2|SOCS7_MOUSE	tr|A0A8J6FYJ4|A0A8J6FYJ4_MICOH
OG0006597	sp|Q91YE8|SYNP2_MOUSE	tr|A0A8J6FZG3|A0A8J6FZG3_MICOH
OG0006598	sp|O70548|TELT_MOUSE	tr|A0A8J6G000|A0A8J6G000_MICOH
OG0006599	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A8J6G1T4|A0A8J6G1T4_MICOH
OG0006600	sp|Q07243|MTF1_MOUSE	tr|A0A8J6G2C7|A0A8J6G2C7_MICOH
OG0006601	sp|Q9WU79|PROD_MOUSE	tr|A0A8J6G4I3|A0A8J6G4I3_MICOH
OG0006602	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A8J6G502|A0A8J6G502_MICOH
OG0006603	sp|Q91ZU1|ASB6_MOUSE	tr|A0A8J6G5P2|A0A8J6G5P2_MICOH
OG0006604	sp|Q6P9Q6|FKB15_MOUSE	tr|A0A8J6G5P4|A0A8J6G5P4_MICOH
OG0006605	sp|Q8BGB8|COQ4_MOUSE	tr|A0A8J6G5S6|A0A8J6G5S6_MICOH
OG0006606	sp|Q921T2|TOIP1_MOUSE	tr|A0A8J6G680|A0A8J6G680_MICOH
OG0006607	sp|P21836|ACES_MOUSE	tr|A0A8J6G7C4|A0A8J6G7C4_MICOH
OG0006608	sp|O89026|ROBO1_MOUSE	tr|A0A8J6G7X2|A0A8J6G7X2_MICOH
OG0006609	sp|P00375|DYR_MOUSE	tr|A0A8J6G8Q0|A0A8J6G8Q0_MICOH
OG0006610	sp|O70422|TF2H4_MOUSE	tr|A0A8J6G9K6|A0A8J6G9K6_MICOH
OG0006611	sp|Q00609|CD80_MOUSE	tr|A0A8J6GBY0|A0A8J6GBY0_MICOH
OG0006612	sp|Q9CW03|SMC3_MOUSE	tr|A0A8J6GBY1|A0A8J6GBY1_MICOH
OG0006613	sp|Q5ND52|MRM3_MOUSE	tr|A0A8J6GDM2|A0A8J6GDM2_MICOH
OG0006614	sp|P46062|SIPA1_MOUSE	tr|A0A8J6GE51|A0A8J6GE51_MICOH
OG0006615	sp|P01108|MYC_MOUSE	tr|A0A8J6GEP2|A0A8J6GEP2_MICOH
OG0006616	sp|Q8R4D5|TRPM8_MOUSE	tr|A0A8J6GFH5|A0A8J6GFH5_MICOH
OG0006617	sp|Q9DBN4|P33MX_MOUSE	tr|A0A8J6GFW7|A0A8J6GFW7_MICOH
OG0006618	sp|Q9ESJ4|SPN90_MOUSE	tr|A0A8J6GGP7|A0A8J6GGP7_MICOH
OG0006619	sp|P61406|EST1A_MOUSE	tr|A0A8J6GHG3|A0A8J6GHG3_MICOH
OG0006620	sp|Q8R3P0|ACY2_MOUSE	tr|A0A8J6GHI3|A0A8J6GHI3_MICOH
OG0006621	sp|Q9Z0F0|B3GT4_MOUSE	tr|A0A8J6GJQ9|A0A8J6GJQ9_MICOH
OG0006622	sp|Q8CG47|SMC4_MOUSE	tr|A0A8J6GKX1|A0A8J6GKX1_MICOH
OG0006623	sp|P16301|LCAT_MOUSE	tr|A0A8J6GM09|A0A8J6GM09_MICOH
OG0006624	sp|Q9JI78|NGLY1_MOUSE	tr|A0A8J6GML2|A0A8J6GML2_MICOH
OG0006625	tr|A0A087WQ44|A0A087WQ44_MOUSE	tr|A0A8J6GPT7|A0A8J6GPT7_MICOH
OG0006626	sp|Q8CAL5|GPC5_MOUSE	tr|A0A8J6GPT8|A0A8J6GPT8_MICOH
OG0006627	sp|Q8R0W0|EPIPL_MOUSE	tr|A0A8J6GR10|A0A8J6GR10_MICOH
OG0006628	sp|Q9Z0X4|PDE3A_MOUSE	tr|A0A8J6GSC7|A0A8J6GSC7_MICOH
OG0006629	sp|Q9ERU9|RBP2_MOUSE	tr|A0A8J6GUQ3|A0A8J6GUQ3_MICOH
OG0006630	sp|Q3UJZ3|ARMC7_MOUSE	tr|A0A8J6GXM6|A0A8J6GXM6_MICOH
OG0006631	sp|Q8C456|FRITZ_MOUSE	tr|A0A8J6H2X5|A0A8J6H2X5_MICOH
OG0006632	sp|Q8BHD0|RB39A_MOUSE	tr|A0A8J6KIX7|A0A8J6KIX7_MICOH
OG0006633	sp|Q640N2|AR13B_MOUSE	tr|A0A8J6KJ45|A0A8J6KJ45_MICOH
OG0006634	sp|Q9D2N9|VP33A_MOUSE	tr|A0A8J6KK57|A0A8J6KK57_MICOH
OG0006635	sp|Q9DBT5|AMPD2_MOUSE	tr|A0A8J6KKP6|A0A8J6KKP6_MICOH
OG0006636	sp|Q921F2|TADBP_MOUSE	tr|A0A8J6KL18|A0A8J6KL18_MICOH
OG0006637	sp|Q80VC6|TSAP1_MOUSE	tr|A0A8J6KLV7|A0A8J6KLV7_MICOH
OG0006638	sp|Q4VGL6|RC3H1_MOUSE	tr|A0A8J6KNX4|A0A8J6KNX4_MICOH
OG0006639	sp|Q9JM99|PRG4_MOUSE	tr|A0A8J6KNY6|A0A8J6KNY6_MICOH
OG0006640	sp|P51660|DHB4_MOUSE	tr|A0A8J6KS23|A0A8J6KS23_MICOH
OG0006641	sp|Q08890|IDS_MOUSE	tr|A0A8J6KTL3|A0A8J6KTL3_MICOH
OG0006642	sp|P27090|TGFB2_MOUSE	tr|A0A8J6KV98|A0A8J6KV98_MICOH
OG0006643	sp|P97334|NKX23_MOUSE	tr|A0A8J6KVU3|A0A8J6KVU3_MICOH
OG0006644	sp|Q6ZPK0|PF21A_MOUSE	tr|A0A8J6KXK3|A0A8J6KXK3_MICOH
OG0006645	sp|Q80VQ1|LRRC1_MOUSE	tr|A0A8J6L1M6|A0A8J6L1M6_MICOH
OG0006646	sp|O08795|GLU2B_MOUSE	tr|A0A8J6L1Y2|A0A8J6L1Y2_MICOH
OG0006647	sp|Q3TYP4|TM88B_MOUSE	tr|A0A8J6L5M3|A0A8J6L5M3_MICOH
OG0006648	sp|P20293|TBXT_MOUSE	tr|A0A8J6FYX7|A0A8J6FYX7_MICOH
OG0006649	sp|Q9Z1G3|VATC1_MOUSE	tr|A0A8J6G0G1|A0A8J6G0G1_MICOH
OG0006650	tr|Q78F42|Q78F42_MOUSE	tr|A0A8J6G0J9|A0A8J6G0J9_MICOH
OG0006651	sp|P18608|HMGN1_MOUSE	tr|A0A8J6G1D9|A0A8J6G1D9_MICOH
OG0006652	sp|A9Z1V5|VW5B1_MOUSE	tr|A0A8J6G4C4|A0A8J6G4C4_MICOH
OG0006653	sp|Q3UVV9|VWA3A_MOUSE	tr|A0A8J6G4R5|A0A8J6G4R5_MICOH
OG0006654	sp|P97355|SPSY_MOUSE	tr|A0A8J6G6T2|A0A8J6G6T2_MICOH
OG0006655	sp|Q8BW66|S2548_MOUSE	tr|A0A8J6G6U9|A0A8J6G6U9_MICOH
OG0006656	sp|Q9R092|H17B6_MOUSE	tr|A0A8J6G775|A0A8J6G775_MICOH
OG0006657	sp|P82198|BGH3_MOUSE	tr|A0A8J6G780|A0A8J6G780_MICOH
OG0006658	sp|Q91ZB8|MRGRD_MOUSE	tr|A0A8J6G859|A0A8J6G859_MICOH
OG0006659	sp|O55222|ILK_MOUSE	tr|A0A8J6G9E6|A0A8J6G9E6_MICOH
OG0006660	sp|Q80UW0|H6ST2_MOUSE	tr|A0A8J6GAZ1|A0A8J6GAZ1_MICOH
OG0006661	sp|Q8BZP8|NPSR1_MOUSE	tr|A0A8J6GB57|A0A8J6GB57_MICOH
OG0006662	sp|G3UW99|TEX54_MOUSE	tr|A0A8J6GBN3|A0A8J6GBN3_MICOH
OG0006663	sp|Q8C2Q3|RBM14_MOUSE	tr|A0A8J6GBN5|A0A8J6GBN5_MICOH
OG0006664	sp|P21126|UBL4A_MOUSE	tr|A0A8J6GBP6|A0A8J6GBP6_MICOH
OG0006665	sp|O55189|AMBN_MOUSE	tr|A0A8J6GCI7|A0A8J6GCI7_MICOH
OG0006666	sp|Q8VC33|NXNL1_MOUSE	tr|A0A8J6GCY4|A0A8J6GCY4_MICOH
OG0006667	sp|Q9DC33|HM20A_MOUSE	tr|A0A8J6GFA2|A0A8J6GFA2_MICOH
OG0006668	sp|Q61387|COX7R_MOUSE	tr|A0A8J6GHI7|A0A8J6GHI7_MICOH
OG0006669	sp|Q925U4|EDEM1_MOUSE	tr|A0A8J6GI70|A0A8J6GI70_MICOH
OG0006670	sp|Q8BVM7|FACC1_MOUSE	tr|A0A8J6GJY2|A0A8J6GJY2_MICOH
OG0006671	sp|P59017|B2L13_MOUSE	tr|A0A8J6GLK4|A0A8J6GLK4_MICOH
OG0006672	sp|Q9DBX6|CP2S1_MOUSE	tr|A0A8J6GMD9|A0A8J6GMD9_MICOH
OG0006673	sp|Q8BG99|PKNX2_MOUSE	tr|A0A8J6GR52|A0A8J6GR52_MICOH
OG0006674	sp|Q8BKE9|IFT74_MOUSE	tr|A0A8J6GRF7|A0A8J6GRF7_MICOH
OG0006675	sp|Q9D3F7|DDIT4_MOUSE	tr|A0A8J6GTV3|A0A8J6GTV3_MICOH
OG0006676	sp|A2AUQ7|GTA1L_MOUSE	tr|A0A8J6GUJ0|A0A8J6GUJ0_MICOH
OG0006677	sp|O08755|HNF6_MOUSE	tr|A0A8J6GXC7|A0A8J6GXC7_MICOH
OG0006678	sp|Q8K2I9|FBH1_MOUSE	tr|A0A8J6GY51|A0A8J6GY51_MICOH
OG0006679	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A8J6GYB1|A0A8J6GYB1_MICOH
OG0006680	sp|E2JF22|PIEZ1_MOUSE	tr|A0A8J6KJS1|A0A8J6KJS1_MICOH
OG0006681	sp|Q9CWP6|MSPD2_MOUSE	tr|A0A8J6KK91|A0A8J6KK91_MICOH
OG0006682	sp|Q8R3P2|DTX2_MOUSE	tr|A0A8J6KLA0|A0A8J6KLA0_MICOH
OG0006683	sp|Q569Z5|DDX46_MOUSE	tr|A0A8J6KNB7|A0A8J6KNB7_MICOH
OG0006684	sp|A2AI08|TPRN_MOUSE	tr|A0A8J6KPA4|A0A8J6KPA4_MICOH
OG0006685	sp|O88593|PGRP1_MOUSE	tr|A0A8J6KQ62|A0A8J6KQ62_MICOH
OG0006686	sp|Q61190|I10R2_MOUSE	tr|A0A8J6KRN6|A0A8J6KRN6_MICOH
OG0006687	sp|O54918|B2L11_MOUSE	tr|A0A8J6KUK7|A0A8J6KUK7_MICOH
OG0006688	sp|Q61312|AP2C_MOUSE	tr|A0A8J6KUP3|A0A8J6KUP3_MICOH
OG0006689	sp|O55144|TLX3_MOUSE	tr|A0A8J6KV58|A0A8J6KV58_MICOH
OG0006690	tr|Q3TMP1|Q3TMP1_MOUSE	tr|A0A8J6KW71|A0A8J6KW71_MICOH
OG0006691	sp|Q3V016|HIPK4_MOUSE	tr|A0A8J6KXN9|A0A8J6KXN9_MICOH
OG0006693	sp|Q50L42|PA24E_MOUSE	tr|A0A8J6KYI4|A0A8J6KYI4_MICOH
OG0006694	sp|P08920|CD2_MOUSE	tr|A0A8J6L360|A0A8J6L360_MICOH
OG0006695	sp|Q923X1|AGRL4_MOUSE	tr|A0A8J6L3G4|A0A8J6L3G4_MICOH
OG0006696	sp|Q3U1D0|LINES_MOUSE	tr|A0A8J6FZ21|A0A8J6FZ21_MICOH
OG0006697	sp|Q91WT4|DJC17_MOUSE	tr|A0A8J6G0T7|A0A8J6G0T7_MICOH
OG0006698	sp|Q9JID9|SH2B2_MOUSE	tr|A0A8J6G188|A0A8J6G188_MICOH
OG0006699	sp|Q9D722|OSER1_MOUSE	tr|A0A8J6G1M8|A0A8J6G1M8_MICOH
OG0006700	sp|O70361|PER3_MOUSE	tr|A0A8J6G1Y2|A0A8J6G1Y2_MICOH
OG0006701	sp|Q80ZU0|ARL5A_MOUSE	tr|A0A8J6G340|A0A8J6G340_MICOH
OG0006702	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A8J6G674|A0A8J6G674_MICOH
OG0006703	sp|Q8K087|CML2_MOUSE	tr|A0A8J6G6T8|A0A8J6G6T8_MICOH
OG0006704	sp|P00520|ABL1_MOUSE	tr|A0A8J6G800|A0A8J6G800_MICOH
OG0006705	sp|Q9JMG1|EDF1_MOUSE	tr|A0A8J6G9K7|A0A8J6G9K7_MICOH
OG0006706	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A8J6G9N4|A0A8J6G9N4_MICOH
OG0006707	sp|Q8K1R3|PNPT1_MOUSE	tr|A0A8J6GBJ0|A0A8J6GBJ0_MICOH
OG0006708	sp|Q3URU2|PEG3_MOUSE	tr|A0A8J6GDH1|A0A8J6GDH1_MICOH
OG0006709	sp|P11680|PROP_MOUSE	tr|A0A8J6GFA0|A0A8J6GFA0_MICOH
OG0006710	sp|Q9D483|RPC3_MOUSE	tr|A0A8J6GHJ9|A0A8J6GHJ9_MICOH
OG0006711	sp|Q5NBU8|XAF1_MOUSE	tr|A0A8J6GIZ8|A0A8J6GIZ8_MICOH
OG0006712	sp|Q9JL10|SRTD1_MOUSE	tr|A0A8J6GKT7|A0A8J6GKT7_MICOH
OG0006713	sp|Q80YA3|DDHD1_MOUSE	tr|A0A8J6GMI3|A0A8J6GMI3_MICOH
OG0006714	sp|Q80SS6|GPBAR_MOUSE	tr|A0A8J6GML4|A0A8J6GML4_MICOH
OG0006715	sp|Q9WVQ5|MTNB_MOUSE	tr|A0A8J6GMP7|A0A8J6GMP7_MICOH
OG0006716	sp|A4Q9F3|TTL10_MOUSE	tr|A0A8J6GPE5|A0A8J6GPE5_MICOH
OG0006717	sp|D3YXS5|KIF28_MOUSE	tr|A0A8J6GPV6|A0A8J6GPV6_MICOH
OG0006718	sp|Q8R4H9|ZNT5_MOUSE	tr|A0A8J6GT81|A0A8J6GT81_MICOH
OG0006719	sp|Q9JL62|GLTP_MOUSE	tr|A0A8J6GUB5|A0A8J6GUB5_MICOH
OG0006720	sp|Q80V62|FACD2_MOUSE	tr|A0A8J6GZ88|A0A8J6GZ88_MICOH
OG0006721	sp|Q9R000|ITBP2_MOUSE	tr|A0A8J6H0D5|A0A8J6H0D5_MICOH
OG0006722	sp|Q8CHW5|BICL2_MOUSE	tr|A0A8J6H135|A0A8J6H135_MICOH
OG0006723	sp|Q9QYY1|I36RA_MOUSE	tr|A0A8J6H182|A0A8J6H182_MICOH
OG0006724	sp|Q8VCT3|AMPB_MOUSE	tr|A0A8J6H1V9|A0A8J6H1V9_MICOH
OG0006725	sp|Q8BX07|CTDS2_MOUSE	tr|A0A8J6H2E7|A0A8J6H2E7_MICOH
OG0006726	sp|P12960|CNTN1_MOUSE	tr|A0A8J6KIH0|A0A8J6KIH0_MICOH
OG0006727	sp|Q9DAA6|EXOS1_MOUSE	tr|A0A8J6KMY7|A0A8J6KMY7_MICOH
OG0006728	sp|Q8BLH5|TSP50_MOUSE	tr|A0A8J6KNG9|A0A8J6KNG9_MICOH
OG0006729	sp|P70412|CUZD1_MOUSE	tr|A0A8J6KQK3|A0A8J6KQK3_MICOH
OG0006730	sp|Q9WV96|T10B_MOUSE	tr|A0A8J6KQT6|A0A8J6KQT6_MICOH
OG0006731	sp|Q8BP74|PSTK_MOUSE	tr|A0A8J6KR32|A0A8J6KR32_MICOH
OG0006732	sp|Q9EPK2|XRP2_MOUSE	tr|A0A8J6KRI1|A0A8J6KRI1_MICOH
OG0006733	tr|F8VPT3|F8VPT3_MOUSE	tr|A0A8J6KS82|A0A8J6KS82_MICOH
OG0006734	sp|O35149|ZNT4_MOUSE	tr|A0A8J6KUK3|A0A8J6KUK3_MICOH
OG0006735	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A8J6KV36|A0A8J6KV36_MICOH
OG0006736	sp|Q61595|KTN1_MOUSE	tr|A0A8J6KZD9|A0A8J6KZD9_MICOH
OG0006737	sp|Q9QXV8|SPY2_MOUSE	tr|A0A8J6KZE9|A0A8J6KZE9_MICOH
OG0006738	tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|A0A8J6L1D0|A0A8J6L1D0_MICOH
OG0006739	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A8J6L1W8|A0A8J6L1W8_MICOH
OG0006740	sp|Q08460|KCMA1_MOUSE	tr|A0A8J6L2H6|A0A8J6L2H6_MICOH
OG0006741	sp|Q8R5K4|NOL6_MOUSE	tr|A0A8J6L3Q6|A0A8J6L3Q6_MICOH
OG0006742	sp|Q8BW22|CREST_MOUSE	tr|A0A8J6L600|A0A8J6L600_MICOH
OG0006743	sp|Q8CFF0|PAR11_MOUSE	tr|A0A8J6LAP9|A0A8J6LAP9_MICOH
OG0006744	sp|Q810S1|MCUB_MOUSE	tr|A0A8J6FZC3|A0A8J6FZC3_MICOH
OG0006746	sp|Q6ZQ12|NINL_MOUSE	tr|A0A8J6G1M4|A0A8J6G1M4_MICOH
OG0006747	sp|Q00560|IL6RB_MOUSE	tr|A0A8J6G1Q6|A0A8J6G1Q6_MICOH
OG0006748	sp|O08599|STXB1_MOUSE	tr|A0A8J6G3B9|A0A8J6G3B9_MICOH
OG0006749	sp|Q9D902|T2EB_MOUSE	tr|A0A8J6G4X0|A0A8J6G4X0_MICOH
OG0006750	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A8J6G777|A0A8J6G777_MICOH
OG0006751	tr|Q8VEH2|Q8VEH2_MOUSE	tr|A0A8J6G7X9|A0A8J6G7X9_MICOH
OG0006752	sp|Q8BI66|ZN526_MOUSE	tr|A0A8J6G9Z6|A0A8J6G9Z6_MICOH
OG0006753	sp|Q3URK1|CC190_MOUSE	tr|A0A8J6GAU1|A0A8J6GAU1_MICOH
OG0006754	sp|Q99KK7|DPP3_MOUSE	tr|A0A8J6GBP5|A0A8J6GBP5_MICOH
OG0006755	sp|E9Q9M8|PWP2B_MOUSE	tr|A0A8J6GC87|A0A8J6GC87_MICOH
OG0006756	sp|Q9Z0L3|OC90_MOUSE	tr|A0A8J6GE03|A0A8J6GE03_MICOH
OG0006757	sp|Q0QWG9|GRD2I_MOUSE	tr|A0A8J6GII8|A0A8J6GII8_MICOH
OG0006758	sp|P17665|COX7C_MOUSE	tr|A0A8J6GKW9|A0A8J6GKW9_MICOH
OG0006759	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|A0A8J6GLC7|A0A8J6GLC7_MICOH
OG0006760	sp|O70302|CIDEA_MOUSE	tr|A0A8J6GM55|A0A8J6GM55_MICOH
OG0006761	sp|Q9D0L7|ARM10_MOUSE	tr|A0A8J6GMZ9|A0A8J6GMZ9_MICOH
OG0006762	sp|Q9CWD8|NUBPL_MOUSE	tr|A0A8J6GPF3|A0A8J6GPF3_MICOH
OG0006763	sp|Q4JIM5|ABL2_MOUSE	tr|A0A8J6GQP0|A0A8J6GQP0_MICOH
OG0006764	sp|Q80U72|SCRIB_MOUSE	tr|A0A8J6GX25|A0A8J6GX25_MICOH
OG0006765	sp|D3YYI7|RN217_MOUSE	tr|A0A8J6GX74|A0A8J6GX74_MICOH
OG0006766	sp|Q99KW3|TARA_MOUSE	tr|A0A8J6GY77|A0A8J6GY77_MICOH
OG0006767	sp|Q2TJ95|RSPO3_MOUSE	tr|A0A8J6GYY9|A0A8J6GYY9_MICOH
OG0006768	sp|Q61026|NCOA2_MOUSE	tr|A0A8J6H2X1|A0A8J6H2X1_MICOH
OG0006769	tr|Q91X36|Q91X36_MOUSE	tr|A0A8J6KKD4|A0A8J6KKD4_MICOH
OG0006770	sp|Q8VE49|DOXA1_MOUSE	tr|A0A8J6KL11|A0A8J6KL11_MICOH
OG0006771	sp|Q91YN9|BAG2_MOUSE	tr|A0A8J6KLH2|A0A8J6KLH2_MICOH
OG0006772	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A8J6KLL0|A0A8J6KLL0_MICOH
OG0006773	tr|A0A338P6G2|A0A338P6G2_MOUSE	tr|A0A8J6KNN4|A0A8J6KNN4_MICOH
OG0006774	sp|Q5PRE5|PRSR1_MOUSE	tr|A0A8J6KRR0|A0A8J6KRR0_MICOH
OG0006775	sp|Q9D219|BCL9_MOUSE	tr|A0A8J6KSD8|A0A8J6KSD8_MICOH
OG0006776	sp|Q9R0M1|XCR1_MOUSE	tr|A0A8J6KST4|A0A8J6KST4_MICOH
OG0006777	tr|Q9D3X3|Q9D3X3_MOUSE	tr|A0A8J6KSV5|A0A8J6KSV5_MICOH
OG0006778	sp|P63005|LIS1_MOUSE	tr|A0A8J6KSX6|A0A8J6KSX6_MICOH
OG0006779	sp|A2RT91|ANKAR_MOUSE	tr|A0A8J6KU25|A0A8J6KU25_MICOH
OG0006780	sp|Q6PZD9|CEBPE_MOUSE	tr|A0A8J6KUN0|A0A8J6KUN0_MICOH
OG0006781	sp|Q505H4|VWC2L_MOUSE	tr|A0A8J6KWZ8|A0A8J6KWZ8_MICOH
OG0006782	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A8J6KWZ9|A0A8J6KWZ9_MICOH
OG0006783	tr|A0A1B0GT24|A0A1B0GT24_MOUSE	tr|A0A8J6KX56|A0A8J6KX56_MICOH
OG0006784	sp|Q9D8U8|SNX5_MOUSE	tr|A0A8J6KZX6|A0A8J6KZX6_MICOH
OG0006785	sp|Q8R3C0|MCMBP_MOUSE	tr|A0A8J6L063|A0A8J6L063_MICOH
OG0006786	sp|A2AM05|CNTLN_MOUSE	tr|A0A8J6L4B2|A0A8J6L4B2_MICOH
OG0006787	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A8J6L923|A0A8J6L923_MICOH
OG0006788	tr|B2RTN3|B2RTN3_MOUSE	tr|A0A8J6FWX1|A0A8J6FWX1_MICOH
OG0006789	sp|Q9DBF7|CWC25_MOUSE	tr|A0A8J6FXH3|A0A8J6FXH3_MICOH
OG0006790	sp|Q01768|NDKB_MOUSE	tr|A0A8J6FXK6|A0A8J6FXK6_MICOH
OG0006791	sp|Q9DAY5|CF120_MOUSE	tr|A0A8J6FZ49|A0A8J6FZ49_MICOH
OG0006792	sp|Q9QZI9|SERC3_MOUSE	tr|A0A8J6FZB6|A0A8J6FZB6_MICOH
OG0006793	sp|Q793I8|TIFA_MOUSE	tr|A0A8J6FZE5|A0A8J6FZE5_MICOH
OG0006794	sp|Q91WE3|RPP25_MOUSE	tr|A0A8J6G2A9|A0A8J6G2A9_MICOH
OG0006795	sp|Q9Z1A9|TBCD8_MOUSE	tr|A0A8J6G5E0|A0A8J6G5E0_MICOH
OG0006796	sp|Q80TA1|EPT1_MOUSE	tr|A0A8J6G605|A0A8J6G605_MICOH
OG0006797	sp|Q3UFY8|TM10C_MOUSE	tr|A0A8J6G8P7|A0A8J6G8P7_MICOH
OG0006798	sp|Q9Z1Q3|LY66D_MOUSE	tr|A0A8J6G8V6|A0A8J6G8V6_MICOH
OG0006799	sp|Q8C262|IIGP5_MOUSE	tr|A0A8J6GA68|A0A8J6GA68_MICOH
OG0006800	sp|O08850|RGS5_MOUSE	tr|A0A8J6GAW9|A0A8J6GAW9_MICOH
OG0006801	sp|Q810A7|DDX42_MOUSE	tr|A0A8J6GF00|A0A8J6GF00_MICOH
OG0006802	sp|Q8BR21|F180A_MOUSE	tr|A0A8J6GFR3|A0A8J6GFR3_MICOH
OG0006803	sp|Q8BG60|TXNIP_MOUSE	tr|A0A8J6GG94|A0A8J6GG94_MICOH
OG0006804	sp|Q9ER56|CAN12_MOUSE	tr|A0A8J6GGH5|A0A8J6GGH5_MICOH
OG0006805	sp|Q8BM72|HSP13_MOUSE	tr|A0A8J6GGI3|A0A8J6GGI3_MICOH
OG0006806	sp|Q8C7D2|CRBN_MOUSE	tr|A0A8J6GH51|A0A8J6GH51_MICOH
OG0006807	sp|P60840|ENSA_MOUSE	tr|A0A8J6GH58|A0A8J6GH58_MICOH
OG0006808	sp|Q8BGJ3|CQ100_MOUSE	tr|A0A8J6GID2|A0A8J6GID2_MICOH
OG0006809	sp|Q9DBJ3|BI2L1_MOUSE	tr|A0A8J6GIG9|A0A8J6GIG9_MICOH
OG0006810	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A8J6GKJ7|A0A8J6GKJ7_MICOH
OG0006811	sp|Q8VE70|PDC10_MOUSE	tr|A0A8J6GLC8|A0A8J6GLC8_MICOH
OG0006812	sp|Q2EG98|PK1L3_MOUSE	tr|A0A8J6GMA7|A0A8J6GMA7_MICOH
OG0006813	sp|Q9WV70|NOC2L_MOUSE	tr|A0A8J6GPF6|A0A8J6GPF6_MICOH
OG0006814	sp|O70491|STRA6_MOUSE	tr|A0A8J6GPW6|A0A8J6GPW6_MICOH
OG0006815	sp|Q8BLH7|HIRP3_MOUSE	tr|A0A8J6GQF4|A0A8J6GQF4_MICOH
