Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0008170	sp|Q921X6|RPC6_MOUSE	tr|G5CBB1|G5CBB1_HETGA
OG0008171	sp|Q91ZE5|AGRE4_MOUSE	tr|G5AJT0|G5AJT0_HETGA
OG0008172	sp|Q9D0F3|LMAN1_MOUSE	tr|G5AMR7|G5AMR7_HETGA
OG0008173	sp|Q9JLL3|TNR19_MOUSE	tr|G5AMY8|G5AMY8_HETGA
OG0008174	sp|Q501J7|PHAR4_MOUSE	tr|G5AP89|G5AP89_HETGA
OG0008175	sp|Q3UVU3|ZNT10_MOUSE	tr|G5AQT2|G5AQT2_HETGA
OG0008176	sp|Q9CX97|WDR55_MOUSE	tr|G5AR55|G5AR55_HETGA
OG0008177	sp|A2A9G7|SHL2A_MOUSE	tr|G5AUI8|G5AUI8_HETGA
OG0008178	sp|Q00PI9|HNRL2_MOUSE	tr|G5AYI8|G5AYI8_HETGA
OG0008179	tr|E9Q1Z2|E9Q1Z2_MOUSE	tr|G5AYV9|G5AYV9_HETGA
OG0008180	sp|Q99K46|UBP11_MOUSE	tr|G5AZG1|G5AZG1_HETGA
OG0008181	sp|Q62395|TFF3_MOUSE	tr|G5B2T8|G5B2T8_HETGA
OG0008182	sp|P97358|TAF1B_MOUSE	tr|G5B583|G5B583_HETGA
OG0008183	sp|F6XZJ7|SAM15_MOUSE	tr|G5B677|G5B677_HETGA
OG0008184	sp|Q99J64|RBM43_MOUSE	tr|G5B7S0|G5B7S0_HETGA
OG0008185	sp|Q5DTJ9|MYPN_MOUSE	tr|G5B7Z1|G5B7Z1_HETGA
OG0008186	sp|Q9CYC5|DSN1_MOUSE	tr|G5B831|G5B831_HETGA
OG0008187	sp|Q8K3K7|PLCB_MOUSE	tr|G5B8G6|G5B8G6_HETGA
OG0008188	sp|P62889|RL30_MOUSE	tr|G5B8Y2|G5B8Y2_HETGA
OG0008189	sp|Q3UHK8|TNR6A_MOUSE	tr|G5B947|G5B947_HETGA
OG0008190	sp|Q99LJ8|NGBR_MOUSE	tr|G5BBJ7|G5BBJ7_HETGA
OG0008191	sp|P51150|RAB7A_MOUSE	tr|G5BC44|G5BC44_HETGA
OG0008192	sp|P62849|RS24_MOUSE	tr|G5BEH4|G5BEH4_HETGA
OG0008193	sp|Q920B9|SP16H_MOUSE	tr|G5BFV3|G5BFV3_HETGA
OG0008194	sp|Q69Z89|RADIL_MOUSE	tr|G5BI71|G5BI71_HETGA
OG0008195	sp|Q7TPG7|TAFA2_MOUSE	tr|G5BJ15|G5BJ15_HETGA
OG0008196	sp|Q8K0P3|MEAK7_MOUSE	tr|G5BJF0|G5BJF0_HETGA
OG0008197	sp|Q8BZW2|SWAHB_MOUSE	tr|G5BJQ2|G5BJQ2_HETGA
OG0008198	sp|O70362|PHLD_MOUSE	tr|G5BJY2|G5BJY2_HETGA
OG0008199	sp|Q60774|TM45A_MOUSE	tr|G5BL92|G5BL92_HETGA
OG0008200	sp|Q80W03|TOX3_MOUSE	tr|G5BLU8|G5BLU8_HETGA
OG0008201	sp|P97295|NPY2R_MOUSE	tr|G5BLV1|G5BLV1_HETGA
OG0008202	sp|O09102|GCM2_MOUSE	tr|G5BN59|G5BN59_HETGA
OG0008203	sp|Q7TSL0|IFNK_MOUSE	tr|G5BPX2|G5BPX2_HETGA
OG0008204	sp|Q8BXR1|S7A14_MOUSE	tr|G5BT62|G5BT62_HETGA
OG0008205	sp|P19123|TNNC1_MOUSE	tr|G5BUM2|G5BUM2_HETGA
OG0008206	sp|Q8CBG9|RN170_MOUSE	tr|G5BUV3|G5BUV3_HETGA
OG0008207	sp|P62878|RBX1_MOUSE	tr|G5BVC3|G5BVC3_HETGA
OG0008208	sp|Q8R218|T150B_MOUSE	tr|G5BVZ8|G5BVZ8_HETGA
OG0008209	sp|Q8BNJ2|ATS4_MOUSE	tr|G5BWI1|G5BWI1_HETGA
OG0008210	sp|Q9Z111|GA45G_MOUSE	tr|G5BZ45|G5BZ45_HETGA
OG0008211	sp|Q8CFQ3|AQR_MOUSE	tr|G5BZS3|G5BZS3_HETGA
OG0008212	sp|Q91ZJ9|HYAL1_MOUSE	tr|G5BZZ2|G5BZZ2_HETGA
OG0008213	sp|O88735|MAP7_MOUSE	tr|G5C1A8|G5C1A8_HETGA
OG0008214	sp|Q9CR80|FA32A_MOUSE	tr|G5C2V6|G5C2V6_HETGA
OG0008215	sp|Q9Z2I2|FKB1B_MOUSE	tr|G5C383|G5C383_HETGA
OG0008216	sp|O35900|LSM2_MOUSE	tr|G5C3G4|G5C3G4_HETGA
OG0008217	sp|O35448|PPT2_MOUSE	tr|G5C3I1|G5C3I1_HETGA
OG0008218	sp|Q80UK8|INT2_MOUSE	tr|G5C8A2|G5C8A2_HETGA
OG0008219	sp|Q62445|SP4_MOUSE	tr|G5C8J8|G5C8J8_HETGA
OG0008220	sp|Q6GQU2|KLH23_MOUSE	tr|G5C8Q0|G5C8Q0_HETGA
OG0008221	sp|Q8BMS1|ECHA_MOUSE	tr|G5CBK7|G5CBK7_HETGA
OG0008222	sp|Q8VCZ2|TM45B_MOUSE	tr|G5ALW0|G5ALW0_HETGA
OG0008223	sp|Q9ER56|CAN12_MOUSE	tr|G5AMA9|G5AMA9_HETGA
OG0008224	sp|Q99JY3|GIMA4_MOUSE	tr|G5AMK7|G5AMK7_HETGA
OG0008225	sp|Q61670|HLX_MOUSE	tr|G5AQS5|G5AQS5_HETGA
OG0008226	tr|E9Q963|E9Q963_MOUSE	tr|G5ARV6|G5ARV6_HETGA
OG0008227	sp|Q3TX51|LRC28_MOUSE	tr|G5ARY3|G5ARY3_HETGA
OG0008228	sp|Q9BCZ4|SELS_MOUSE	tr|G5ARZ2|G5ARZ2_HETGA
OG0008229	sp|Q8BVQ5|PPME1_MOUSE	tr|G5AS94|G5AS94_HETGA
OG0008230	sp|Q06138|CAB39_MOUSE	tr|G5ASV9|G5ASV9_HETGA
OG0008231	sp|Q08761|PROS_MOUSE	tr|G5AV68|G5AV68_HETGA
OG0008232	sp|Q3UR85|MYRF_MOUSE	tr|G5AYF7|G5AYF7_HETGA
OG0008233	sp|Q3U515|VWCE_MOUSE	tr|G5AYG7|G5AYG7_HETGA
OG0008234	sp|O35085|ARX_MOUSE	tr|G5AZG2|G5AZG2_HETGA
OG0008235	sp|P10749|IL1B_MOUSE	tr|G5B006|G5B006_HETGA
OG0008236	sp|Q9DBL7|COASY_MOUSE	tr|G5B0J5|G5B0J5_HETGA
OG0008237	sp|Q80YY7|ZN618_MOUSE	tr|G5B1Y3|G5B1Y3_HETGA
OG0008238	sp|Q921N8|GPS2_MOUSE	tr|G5B5B2|G5B5B2_HETGA
OG0008239	sp|A2A7S8|K1522_MOUSE	tr|G5B5J8|G5B5J8_HETGA
OG0008240	sp|Q3UVK0|ERMP1_MOUSE	tr|G5B6S3|G5B6S3_HETGA
OG0008241	sp|Q9DAU7|WFDC2_MOUSE	tr|G5B7N3|G5B7N3_HETGA
OG0008242	sp|Q61979|NNAT_MOUSE	tr|G5B821|G5B821_HETGA
OG0008243	sp|Q9QY83|ACL7B_MOUSE	tr|G5BAD5|G5BAD5_HETGA
OG0008244	sp|Q8K2H2|OTU6B_MOUSE	tr|G5BBP6|G5BBP6_HETGA
OG0008245	sp|Q9QY80|HACD1_MOUSE	tr|G5BFE3|G5BFE3_HETGA
OG0008246	sp|Q80WV7|SRRM3_MOUSE	tr|G5BG61|G5BG61_HETGA
OG0008247	sp|Q3UH66|WNK2_MOUSE	tr|G5BIP5|G5BIP5_HETGA
OG0008248	sp|Q9CPX9|APC11_MOUSE	tr|G5BJ80|G5BJ80_HETGA
OG0008249	sp|Q3U129|B3GNL_MOUSE	tr|G5BJB5|G5BJB5_HETGA
OG0008250	sp|Q8K3Q3|FOXN4_MOUSE	tr|G5BL20|G5BL20_HETGA
OG0008251	sp|Q9JME9|VTM2B_MOUSE	tr|G5BL46|G5BL46_HETGA
OG0008252	sp|Q9ERH4|NUSAP_MOUSE	tr|G5BM12|G5BM12_HETGA
OG0008253	sp|Q9D4I2|MEII1_MOUSE	tr|G5BPQ3|G5BPQ3_HETGA
OG0008254	sp|P43275|H11_MOUSE	tr|G5BQD5|G5BQD5_HETGA
OG0008255	sp|Q9WTK0|NUPR1_MOUSE	tr|G5BRC8|G5BRC8_HETGA
OG0008256	sp|Q8C525|M21D2_MOUSE	tr|G5BS74|G5BS74_HETGA
OG0008257	sp|Q63829|COMD3_MOUSE	tr|G5BTK3|G5BTK3_HETGA
OG0008258	sp|Q9Z255|UBE2A_MOUSE	tr|G5BU69|G5BU69_HETGA
OG0008259	sp|P50405|PSPB_MOUSE	tr|G5BU87|G5BU87_HETGA
OG0008260	sp|Q61025|IFT20_MOUSE	tr|G5BVN4|G5BVN4_HETGA
OG0008261	sp|Q8BIW9|CTF18_MOUSE	tr|G5BXU7|G5BXU7_HETGA
OG0008262	sp|Q99L02|PGR1A_MOUSE	tr|G5BYM7|G5BYM7_HETGA
OG0008263	sp|Q9D2D9|KLD8B_MOUSE	tr|G5BZV7|G5BZV7_HETGA
OG0008264	sp|E9Q9F6|CTSRD_MOUSE	tr|G5C0Q4|G5C0Q4_HETGA
OG0008266	sp|P33534|OPRK_MOUSE	tr|G5C267|G5C267_HETGA
OG0008267	sp|O35425|BOK_MOUSE	tr|G5C3S0|G5C3S0_HETGA
OG0008268	sp|Q925F2|ESAM_MOUSE	tr|G5C499|G5C499_HETGA
OG0008269	sp|Q9D3X5|PACRL_MOUSE	tr|G5C7F5|G5C7F5_HETGA
OG0008270	sp|Q9CZQ9|BBS5_MOUSE	tr|G5C8Q6|G5C8Q6_HETGA
OG0008271	sp|Q91ZR3|ZHANG_MOUSE	tr|G5CAD6|G5CAD6_HETGA
OG0008272	sp|O88809|DCX_MOUSE	tr|G5AMR0|G5AMR0_HETGA
OG0008273	sp|Q8K2C9|HACD3_MOUSE	tr|G5AN56|G5AN56_HETGA
OG0008274	sp|Q80WK2|OSTB_MOUSE	tr|G5AN66|G5AN66_HETGA
OG0008275	tr|E9Q9T0|E9Q9T0_MOUSE	tr|G5ANW2|G5ANW2_HETGA
OG0008276	sp|Q91V37|VATO_MOUSE	tr|G5AQF0|G5AQF0_HETGA
OG0008277	sp|P70697|DCUP_MOUSE	tr|G5ARU6|G5ARU6_HETGA
OG0008278	sp|Q80ZK9|WDTC1_MOUSE	tr|G5AUT0|G5AUT0_HETGA
OG0008279	sp|Q8BMI0|FBX38_MOUSE	tr|G5AUV1|G5AUV1_HETGA
OG0008280	sp|F8VPZ9|BICRA_MOUSE	tr|G5AV17|G5AV17_HETGA
OG0008281	sp|A9Q751|PCDP1_MOUSE	tr|G5AW88|G5AW88_HETGA
OG0008282	sp|Q3UK37|TEDC1_MOUSE	tr|G5AWK3|G5AWK3_HETGA
OG0008283	sp|P15037|ETS2_MOUSE	tr|G5AXI5|G5AXI5_HETGA
OG0008284	sp|Q9JHZ2|ANKH_MOUSE	tr|G5AZA0|G5AZA0_HETGA
OG0008285	sp|F7BWT7|TSN15_MOUSE	tr|G5B186|G5B186_HETGA
OG0008286	sp|Q922B2|SYDC_MOUSE	tr|G5B1T3|G5B1T3_HETGA
OG0008287	sp|Q80VW7|AKNA_MOUSE	tr|G5B1Y8|G5B1Y8_HETGA
OG0008288	sp|Q1WG82|ZGLP1_MOUSE	tr|G5B229|G5B229_HETGA
OG0008289	tr|D3Z6W3|D3Z6W3_MOUSE	tr|G5B338|G5B338_HETGA
OG0008290	tr|H3BKP8|H3BKP8_MOUSE	tr|G5B6S1|G5B6S1_HETGA
OG0008291	sp|Q8BHY8|SNX14_MOUSE	tr|G5B6Z4|G5B6Z4_HETGA
OG0008292	sp|Q9DBG6|RPN2_MOUSE	tr|G5B826|G5B826_HETGA
OG0008293	sp|Q571I9|A16A1_MOUSE	tr|G5B8N9|G5B8N9_HETGA
OG0008294	sp|Q9D820|PRXD1_MOUSE	tr|G5B8W6|G5B8W6_HETGA
OG0008295	sp|A2ABV5|MED14_MOUSE	tr|G5B9K3|G5B9K3_HETGA
OG0008296	tr|A0A087WPJ1|A0A087WPJ1_MOUSE	tr|G5BAQ1|G5BAQ1_HETGA
OG0008297	sp|Q3URQ7|MTHSD_MOUSE	tr|G5BF18|G5BF18_HETGA
OG0008298	sp|P38575|UPK2_MOUSE	tr|G5BHM8|G5BHM8_HETGA
OG0008299	sp|Q8CGU1|CACO1_MOUSE	tr|G5BIE9|G5BIE9_HETGA
OG0008300	sp|A2AKY4|Z804A_MOUSE	tr|G5BIN3|G5BIN3_HETGA
OG0008301	sp|Q9D0S9|HINT2_MOUSE	tr|G5BKY9|G5BKY9_HETGA
OG0008302	sp|Q04592|PCSK5_MOUSE	tr|G5BLA0|G5BLA0_HETGA
OG0008303	sp|Q6PD05|ZN821_MOUSE	tr|G5BNT9|G5BNT9_HETGA
OG0008304	sp|P12672|RAPSN_MOUSE	tr|G5BPD0|G5BPD0_HETGA
OG0008305	tr|Q80Y32|Q80Y32_MOUSE	tr|G5BPE8|G5BPE8_HETGA
OG0008306	sp|Q14BT6|A4GCT_MOUSE	tr|G5BPK5|G5BPK5_HETGA
OG0008307	sp|O08900|IKZF3_MOUSE	tr|G5BRX7|G5BRX7_HETGA
OG0008308	tr|Q9D4I8|Q9D4I8_MOUSE	tr|G5BS48|G5BS48_HETGA
OG0008309	sp|P48356|LEPR_MOUSE	tr|G5BSP1|G5BSP1_HETGA
OG0008310	sp|P25322|CCND1_MOUSE	tr|G5BSR9|G5BSR9_HETGA
OG0008311	sp|Q14BB9|MA6D1_MOUSE	tr|G5BTE8|G5BTE8_HETGA
OG0008312	sp|Q8BJW5|NOL11_MOUSE	tr|G5BVE5|G5BVE5_HETGA
OG0008313	sp|Q61672|S29A2_MOUSE	tr|G5BWX9|G5BWX9_HETGA
OG0008314	sp|Q8VEF1|ASTRA_MOUSE	tr|G5BXK4|G5BXK4_HETGA
OG0008315	sp|D3Z6P0|PDIA2_MOUSE	tr|G5BXX5|G5BXX5_HETGA
OG0008316	sp|Q7TPN9|PRR14_MOUSE	tr|G5BYK8|G5BYK8_HETGA
OG0008317	sp|Q9JLZ3|AUHM_MOUSE	tr|G5C2H3|G5C2H3_HETGA
OG0008318	sp|Q99LH9|3BP5L_MOUSE	tr|G5C3K8|G5C3K8_HETGA
OG0008319	sp|Q8BJ25|THAP3_MOUSE	tr|G5C556|G5C556_HETGA
OG0008320	sp|Q9D0C4|TRM5_MOUSE	tr|G5C5I0|G5C5I0_HETGA
OG0008321	sp|P11985|DYLT2_MOUSE	tr|G5C7R4|G5C7R4_HETGA
OG0008322	sp|Q9JLB2|PALS1_MOUSE	tr|G5C7Y4|G5C7Y4_HETGA
OG0008323	sp|Q61282|PGCA_MOUSE	tr|G5CA84|G5CA84_HETGA
OG0008324	sp|E9Q9W7|PDZD7_MOUSE	tr|G5CAF2|G5CAF2_HETGA
OG0008325	sp|Q8BVR0|BAFL_MOUSE	tr|G5CBA2|G5CBA2_HETGA
OG0008326	sp|Q04863|RELB_MOUSE	tr|G5CBM1|G5CBM1_HETGA
OG0008327	sp|Q9D6E4|TTC9B_MOUSE	tr|G5AK33|G5AK33_HETGA
OG0008328	sp|Q8BIR2|ASTE1_MOUSE	tr|G5AM68|G5AM68_HETGA
OG0008329	sp|Q6P1G6|F167A_MOUSE	tr|G5AMF9|G5AMF9_HETGA
OG0008330	sp|O35280|CHK1_MOUSE	tr|G5APF0|G5APF0_HETGA
OG0008331	sp|Q8BZ89|ZN322_MOUSE	tr|G5ARP4|G5ARP4_HETGA
OG0008332	sp|Q6W3F0|P4HA3_MOUSE	tr|G5AS93|G5AS93_HETGA
OG0008333	sp|Q8BGA9|OXA1L_MOUSE	tr|G5ASI8|G5ASI8_HETGA
OG0008334	sp|Q6ZPK0|PF21A_MOUSE	tr|G5ATB2|G5ATB2_HETGA
OG0008335	sp|Q3TMW1|C102A_MOUSE	tr|G5AUE9|G5AUE9_HETGA
OG0008336	sp|Q9DAX9|APBP2_MOUSE	tr|G5AX23|G5AX23_HETGA
OG0008337	sp|Q8BVA5|LDAH_MOUSE	tr|G5AZB9|G5AZB9_HETGA
OG0008338	sp|P23578|ACRO_MOUSE	tr|G5B2F4|G5B2F4_HETGA
OG0008339	sp|Q9DBL2|GDAP2_MOUSE	tr|G5B2R6|G5B2R6_HETGA
OG0008340	sp|Q80YS6|AFAP1_MOUSE	tr|G5B302|G5B302_HETGA
OG0008341	sp|Q715T0|TXND3_MOUSE	tr|G5B3V6|G5B3V6_HETGA
OG0008342	sp|P70458|IPSP_MOUSE	tr|G5B492|G5B492_HETGA
OG0008343	sp|Q8R2Q4|RRF2M_MOUSE	tr|G5B667|G5B667_HETGA
OG0008344	sp|Q3V2Q8|N42L1_MOUSE	tr|G5B7X7|G5B7X7_HETGA
OG0008345	sp|O35174|KCNS2_MOUSE	tr|G5B8Y7|G5B8Y7_HETGA
OG0008346	sp|Q61908|CMC4_MOUSE	tr|G5B9E0|G5B9E0_HETGA
OG0008347	sp|Q91WD1|RPC4_MOUSE	tr|G5B9Q2|G5B9Q2_HETGA
OG0008348	sp|Q91WK1|SPRY4_MOUSE	tr|G5BB71|G5BB71_HETGA
OG0008349	sp|Q8C2L6|T161B_MOUSE	tr|G5BC94|G5BC94_HETGA
OG0008350	sp|Q9WUX5|IRAG1_MOUSE	tr|G5BFG9|G5BFG9_HETGA
OG0008351	sp|Q504N2|S22AF_MOUSE	tr|G5BFJ9|G5BFJ9_HETGA
OG0008352	sp|Q811W2|CP26B_MOUSE	tr|G5BIJ8|G5BIJ8_HETGA
OG0008353	sp|Q63961|EGLN_MOUSE	tr|G5BLG2|G5BLG2_HETGA
OG0008354	sp|P0DM40|FR1L5_MOUSE	tr|G5BMV2|G5BMV2_HETGA
OG0008355	sp|Q9D0K0|TBCD7_MOUSE	tr|G5BN50|G5BN50_HETGA
OG0008356	sp|B2RUP2|UN13D_MOUSE	tr|G5BNA2|G5BNA2_HETGA
OG0008357	sp|Q5EBH1|RASF5_MOUSE	tr|G5BP25|G5BP25_HETGA
OG0008358	sp|O35621|PMM1_MOUSE	tr|G5BPP9|G5BPP9_HETGA
OG0008359	sp|Q8BT20|ISK6_MOUSE	tr|G5BQ85|G5BQ85_HETGA
OG0008360	sp|Q3UEG6|AGT2_MOUSE	tr|G5BQ90|G5BQ90_HETGA
OG0008361	sp|Q2UY11|COSA1_MOUSE	tr|G5BRY6|G5BRY6_HETGA
OG0008362	sp|Q8C636|SPT16_MOUSE	tr|G5BT68|G5BT68_HETGA
OG0008363	sp|Q9JMG2|C1GLC_MOUSE	tr|G5BTM2|G5BTM2_HETGA
OG0008364	sp|Q80SY4|MIB1_MOUSE	tr|G5BTR7|G5BTR7_HETGA
OG0008365	sp|Q78JW9|UBFD1_MOUSE	tr|G5BV72|G5BV72_HETGA
OG0008366	sp|Q8BVM7|FACC1_MOUSE	tr|G5BW36|G5BW36_HETGA
OG0008367	sp|Q8VCC8|RPGF3_MOUSE	tr|G5BWD0|G5BWD0_HETGA
OG0008368	sp|Q3V0E1|CI131_MOUSE	tr|G5BXB8|G5BXB8_HETGA
OG0008369	sp|Q8BHL3|TB10B_MOUSE	tr|G5BYM0|G5BYM0_HETGA
OG0008370	sp|P35123|UBP4_MOUSE	tr|G5BZW1|G5BZW1_HETGA
OG0008371	sp|Q8BVF9|AMZ1_MOUSE	tr|G5C1J6|G5C1J6_HETGA
OG0008372	sp|Q60887|OL148_MOUSE	tr|G5C586|G5C586_HETGA
OG0008373	sp|Q3UTY6|THSD4_MOUSE	tr|G5C6T9|G5C6T9_HETGA
OG0008374	sp|D3YVL2|CFA70_MOUSE	tr|G5C7G5|G5C7G5_HETGA
OG0008375	sp|Q8VE08|FBX33_MOUSE	tr|G5C808|G5C808_HETGA
OG0008376	sp|Q6DFV1|CNDG2_MOUSE	tr|G5C8S3|G5C8S3_HETGA
OG0008377	sp|Q80TN5|ZDH17_MOUSE	tr|G5C9I2|G5C9I2_HETGA
OG0008378	sp|Q924X6|LRP8_MOUSE	tr|G5C9K9|G5C9K9_HETGA
OG0008379	sp|P08226|APOE_MOUSE	sp|G5CBM7|APOE_HETGA
OG0008380	tr|G3XA30|G3XA30_MOUSE	tr|G5AKF6|G5AKF6_HETGA
OG0008381	sp|Q9CQC8|SPG21_MOUSE	tr|G5AN68|G5AN68_HETGA
OG0008382	sp|Q5QGU6|RTP3_MOUSE	tr|G5ANP5|G5ANP5_HETGA
OG0008383	sp|P97325|SIAT6_MOUSE	tr|G5AQF4|G5AQF4_HETGA
OG0008384	sp|Q9CZH7|MXRA7_MOUSE	tr|G5AQU0|G5AQU0_HETGA
OG0008385	sp|A3KGW5|GT253_MOUSE	tr|G5ASE7|G5ASE7_HETGA
OG0008386	sp|Q70KF4|CMYA5_MOUSE	tr|G5AST6|G5AST6_HETGA
OG0008387	sp|Q8BKI2|TNR6B_MOUSE	tr|G5AYW3|G5AYW3_HETGA
OG0008388	sp|Q9Z2B1|I18RA_MOUSE	tr|G5AZE9|G5AZE9_HETGA
OG0008389	sp|P97393|RHG05_MOUSE	tr|G5AZT5|G5AZT5_HETGA
OG0008390	sp|Q9D6X6|PRS23_MOUSE	tr|G5B525|G5B525_HETGA
OG0008391	sp|Q80WC1|UBN2_MOUSE	tr|G5B556|G5B556_HETGA
OG0008392	sp|Q8BVE3|VATH_MOUSE	tr|G5B615|G5B615_HETGA
OG0008393	sp|Q80ZU9|G137A_MOUSE	tr|G5B6Q2|G5B6Q2_HETGA
OG0008394	sp|Q8BP00|IQCB1_MOUSE	tr|G5B950|G5B950_HETGA
OG0008395	sp|Q9R1Z8|VINEX_MOUSE	tr|G5B9Q7|G5B9Q7_HETGA
OG0008396	sp|Q9QXV8|SPY2_MOUSE	tr|G5B9S4|G5B9S4_HETGA
OG0008397	sp|Q60870|REEP5_MOUSE	tr|G5BA34|G5BA34_HETGA
OG0008398	sp|Q8BNJ6|NETO2_MOUSE	tr|G5BAE8|G5BAE8_HETGA
OG0008399	sp|Q9EQC4|ELOV4_MOUSE	tr|G5BC07|G5BC07_HETGA
OG0008400	sp|Q9R088|KITM_MOUSE	tr|G5BDG5|G5BDG5_HETGA
OG0008401	sp|Q810A7|DDX42_MOUSE	tr|G5BDJ1|G5BDJ1_HETGA
OG0008402	sp|Q5SRT8|CCNJL_MOUSE	tr|G5BEM6|G5BEM6_HETGA
OG0008403	sp|Q6PDZ2|TAF1C_MOUSE	tr|G5BFY3|G5BFY3_HETGA
OG0008404	sp|O88273|GREM2_MOUSE	tr|G5BGU0|G5BGU0_HETGA
OG0008405	sp|Q9JIS5|SV2A_MOUSE	tr|G5BH24|G5BH24_HETGA
OG0008406	sp|Q9CPQ8|ATP5L_MOUSE	tr|G5BHL7|G5BHL7_HETGA
OG0008407	sp|Q9ERB5|SO1C1_MOUSE	tr|G5BJ46|G5BJ46_HETGA
OG0008408	sp|A2AJT4|PNISR_MOUSE	tr|G5BJP0|G5BJP0_HETGA
OG0008409	sp|Q9ERK0|RIPK4_MOUSE	tr|G5BK30|G5BK30_HETGA
OG0008410	sp|Q8R180|ERO1A_MOUSE	tr|G5BLP4|G5BLP4_HETGA
OG0008411	sp|Q6P5H6|FRMD5_MOUSE	tr|G5BM59|G5BM59_HETGA
OG0008412	sp|Q9Z1F6|CNMD_MOUSE	tr|G5BN30|G5BN30_HETGA
OG0008413	sp|Q80T11|USH1G_MOUSE	tr|G5BND8|G5BND8_HETGA
OG0008414	tr|D3Z5T8|D3Z5T8_MOUSE	tr|G5BPQ2|G5BPQ2_HETGA
OG0008415	sp|Q8VHC5|CABP4_MOUSE	tr|G5BSA3|G5BSA3_HETGA
OG0008416	sp|Q8K2P6|RFESD_MOUSE	tr|G5BU31|G5BU31_HETGA
OG0008417	sp|Q62371|DDR2_MOUSE	tr|G5BU50|G5BU50_HETGA
OG0008418	sp|Q8BPW0|IQCJ_MOUSE	tr|G5BVX9|G5BVX9_HETGA
OG0008419	sp|Q3ULD5|MCCB_MOUSE	tr|G5C0H5|G5C0H5_HETGA
OG0008420	sp|O70343|PRGC1_MOUSE	tr|G5C133|G5C133_HETGA
OG0008421	sp|Q6SJE0|GFRAL_MOUSE	tr|G5C2E3|G5C2E3_HETGA
OG0008422	sp|Q5XFR0|EPAB2_MOUSE	tr|G5C2T5|G5C2T5_HETGA
OG0008423	sp|Q8VCE6|NT5M_MOUSE	tr|G5C329|G5C329_HETGA
OG0008424	sp|Q9CWH5|TRM11_MOUSE	tr|G5C4S7|G5C4S7_HETGA
OG0008425	tr|Q30KN7|Q30KN7_MOUSE	tr|G5C6L5|G5C6L5_HETGA
OG0008426	sp|Q9DAI6|F135B_MOUSE	tr|G5C6R7|G5C6R7_HETGA
OG0008427	sp|Q5SUD9|BBS12_MOUSE	tr|G5C795|G5C795_HETGA
OG0008428	sp|Q78IK2|ATPMK_MOUSE	tr|G5CAJ1|G5CAJ1_HETGA
OG0008429	sp|D3YXS5|KIF28_MOUSE	tr|G5ALP7|G5ALP7_HETGA
OG0008430	sp|Q8BGR2|LRC8D_MOUSE	tr|G5AN34|G5AN34_HETGA
OG0008431	sp|Q6P5F6|S39AA_MOUSE	tr|G5APK7|G5APK7_HETGA
OG0008432	sp|Q9D1G0|DNSL2_MOUSE	tr|G5AQD7|G5AQD7_HETGA
OG0008433	sp|Q8CCB5|MET24_MOUSE	tr|G5ARK1|G5ARK1_HETGA
OG0008434	sp|Q9WVH9|FBLN5_MOUSE	tr|G5ASH3|G5ASH3_HETGA
OG0008435	sp|Q80VK6|ARH38_MOUSE	tr|G5AT21|G5AT21_HETGA
OG0008436	sp|A2AGT5|CKAP5_MOUSE	tr|G5ATC5|G5ATC5_HETGA
OG0008437	sp|Q5DTW7|RESF1_MOUSE	tr|G5AUM0|G5AUM0_HETGA
OG0008438	sp|P70178|SIX5_MOUSE	tr|G5AUX8|G5AUX8_HETGA
OG0008439	sp|Q8BU27|PPM1M_MOUSE	tr|G5AXM7|G5AXM7_HETGA
OG0008440	sp|Q9CPX5|PLAT5_MOUSE	tr|G5AYK2|G5AYK2_HETGA
OG0008441	sp|Q3U1T3|BRM1L_MOUSE	tr|G5B121|G5B121_HETGA
OG0008442	sp|Q5U4D9|THOC6_MOUSE	tr|G5B1J1|G5B1J1_HETGA
OG0008443	sp|Q920A0|OPT_MOUSE	tr|G5B362|G5B362_HETGA
OG0008444	sp|P02468|LAMC1_MOUSE	tr|G5B451|G5B451_HETGA
OG0008445	sp|Q9D7S1|TMM54_MOUSE	tr|G5B5K3|G5B5K3_HETGA
OG0008446	sp|Q3U284|TM231_MOUSE	tr|G5B5Y2|G5B5Y2_HETGA
OG0008447	sp|Q8BP86|SNPC4_MOUSE	tr|G5B6B4|G5B6B4_HETGA
OG0008448	sp|Q9DCD2|SYF1_MOUSE	tr|G5B7I2|G5B7I2_HETGA
OG0008449	sp|P82349|SGCB_MOUSE	tr|G5B8C4|G5B8C4_HETGA
OG0008450	sp|Q8CI08|SLAI2_MOUSE	tr|G5B8D4|G5B8D4_HETGA
OG0008451	sp|Q3TUU5|TEX30_MOUSE	tr|G5B9M6|G5B9M6_HETGA
OG0008452	sp|Q9QZI9|SERC3_MOUSE	tr|G5BB36|G5BB36_HETGA
OG0008453	sp|Q8BGH4|REEP1_MOUSE	tr|G5BG33|G5BG33_HETGA
OG0008454	sp|Q9JIY0|PKHO1_MOUSE	tr|G5BH29|G5BH29_HETGA
OG0008455	sp|Q8C1E1|BPIB2_MOUSE	tr|G5BPW0|G5BPW0_HETGA
OG0008456	sp|P53702|CCHL_MOUSE	tr|G5BRL4|G5BRL4_HETGA
OG0008457	sp|Q9CZD3|GARS_MOUSE	tr|G5BRM9|G5BRM9_HETGA
