Orthogroup	Mus_musculus	Propithecus_coquereli
OG0006638	sp|Q8R1C9|APBB3_MOUSE	tr|A0A2K6F340|A0A2K6F340_PROCO
OG0006639	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A2K6EH27|A0A2K6EH27_PROCO
OG0006640	sp|Q8VEJ1|GPN2_MOUSE	tr|A0A2K6F6W7|A0A2K6F6W7_PROCO
OG0006641	sp|Q91ZU1|ASB6_MOUSE	tr|A0A2K6FY60|A0A2K6FY60_PROCO
OG0006642	sp|Q924C1|XPO5_MOUSE	tr|A0A2K6H0T9|A0A2K6H0T9_PROCO
OG0006643	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A2K6FIL3|A0A2K6FIL3_PROCO
OG0006644	sp|Q99P58|RB27B_MOUSE	tr|A0A2K6EQ35|A0A2K6EQ35_PROCO
OG0006645	sp|Q9CPT4|MYDGF_MOUSE	tr|A0A2K6GHM1|A0A2K6GHM1_PROCO
OG0006646	sp|Q9CS72|FLIP1_MOUSE	tr|A0A2K6GAH5|A0A2K6GAH5_PROCO
OG0006647	sp|Q9CYL5|GAPR1_MOUSE	tr|A0A2K6GFW6|A0A2K6GFW6_PROCO
OG0006648	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A2K6GP66|A0A2K6GP66_PROCO
OG0006649	sp|Q9D3U0|PUS10_MOUSE	tr|A0A2K6GR08|A0A2K6GR08_PROCO
OG0006650	sp|Q9D6J6|NDUV2_MOUSE	tr|A0A2K6EN23|A0A2K6EN23_PROCO
OG0006651	sp|Q9D9U4|TEX22_MOUSE	tr|A0A2K6FUQ6|A0A2K6FUQ6_PROCO
OG0006652	sp|Q9EP53|TSC1_MOUSE	tr|A0A2K6EJI0|A0A2K6EJI0_PROCO
OG0006653	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A2K6GEC8|A0A2K6GEC8_PROCO
OG0006654	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A2K6F859|A0A2K6F859_PROCO
OG0006655	sp|Q9WUP7|UCHL5_MOUSE	tr|A0A2K6FL34|A0A2K6FL34_PROCO
OG0006656	sp|Q9Z186|G6PC2_MOUSE	tr|A0A2K6G0Z7|A0A2K6G0Z7_PROCO
OG0006658	tr|A2ADM8|A2ADM8_MOUSE	tr|A0A2K6G192|A0A2K6G192_PROCO
OG0006659	tr|B2RX31|B2RX31_MOUSE	tr|A0A2K6FRZ9|A0A2K6FRZ9_PROCO
OG0006660	tr|E9PZQ1|E9PZQ1_MOUSE	tr|A0A2K6ELZ6|A0A2K6ELZ6_PROCO
OG0006661	sp|E9Q6X9|RHG40_MOUSE	tr|A0A2K6GW73|A0A2K6GW73_PROCO
OG0006662	sp|E9Q784|ZC3HD_MOUSE	tr|A0A2K6FPV6|A0A2K6FPV6_PROCO
OG0006663	tr|J3QMJ4|J3QMJ4_MOUSE	tr|A0A2K6FPB4|A0A2K6FPB4_PROCO
OG0006664	sp|O70157|TOP3A_MOUSE	tr|A0A2K6EUX2|A0A2K6EUX2_PROCO
OG0006665	sp|P15331|PERI_MOUSE	tr|A0A2K6GDY0|A0A2K6GDY0_PROCO
OG0006666	sp|P16646|PMP22_MOUSE	tr|A0A2K6F8C9|A0A2K6F8C9_PROCO
OG0006667	sp|P20065|TYB4_MOUSE	tr|A0A2K6EQX9|A0A2K6EQX9_PROCO
OG0006668	sp|P28574|MAX_MOUSE	tr|A0A2K6GBE6|A0A2K6GBE6_PROCO
OG0006669	sp|P43252|PI2R_MOUSE	tr|A0A2K6G5I3|A0A2K6G5I3_PROCO
OG0006670	sp|P43267|SOX15_MOUSE	tr|A0A2K6F2U8|A0A2K6F2U8_PROCO
OG0006671	sp|P47963|RL13_MOUSE	tr|A0A2K6GF46|A0A2K6GF46_PROCO
OG0006672	sp|P48030|TGFA_MOUSE	tr|A0A2K6F098|A0A2K6F098_PROCO
OG0006673	sp|P50228|CXCL5_MOUSE	tr|A0A2K6FPC9|A0A2K6FPC9_PROCO
OG0006674	sp|P56402|AQP2_MOUSE	tr|A0A2K6FNS0|A0A2K6FNS0_PROCO
OG0006675	sp|P58873|RHBL3_MOUSE	tr|A0A2K6GRY7|A0A2K6GRY7_PROCO
OG0006676	sp|P62281|RS11_MOUSE	tr|A0A2K6GXR7|A0A2K6GXR7_PROCO
OG0006677	sp|Q00LT2|PRCD_MOUSE	tr|A0A2K6ESL3|A0A2K6ESL3_PROCO
OG0006678	sp|Q3ULB5|PAK6_MOUSE	tr|A0A2K6FT64|A0A2K6FT64_PROCO
OG0006679	sp|Q3ZT31|SNX25_MOUSE	tr|A0A2K6G7H6|A0A2K6G7H6_PROCO
OG0006680	sp|Q4QQM4|P5I11_MOUSE	tr|A0A2K6ER08|A0A2K6ER08_PROCO
OG0006681	sp|Q5DTX6|JCAD_MOUSE	tr|A0A2K6EJN1|A0A2K6EJN1_PROCO
OG0006682	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A2K6F1D8|A0A2K6F1D8_PROCO
OG0006683	sp|Q5Y5T2|ZDH18_MOUSE	tr|A0A2K6FLJ9|A0A2K6FLJ9_PROCO
OG0006684	sp|Q60819|I15RA_MOUSE	tr|A0A2K6GZF9|A0A2K6GZF9_PROCO
OG0006685	sp|Q60841|RELN_MOUSE	tr|A0A2K6GF50|A0A2K6GF50_PROCO
OG0006686	sp|Q61187|TS101_MOUSE	tr|A0A2K6G1U9|A0A2K6G1U9_PROCO
OG0006687	sp|Q69Z89|RADIL_MOUSE	tr|A0A2K6G2G1|A0A2K6G2G1_PROCO
OG0006688	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A2K6FCV9|A0A2K6FCV9_PROCO
OG0006689	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A2K6GU76|A0A2K6GU76_PROCO
OG0006690	sp|Q7TN60|TMC6_MOUSE	tr|A0A2K6FSY5|A0A2K6FSY5_PROCO
OG0006691	sp|Q7TS72|IP3KC_MOUSE	tr|A0A2K6F0G5|A0A2K6F0G5_PROCO
OG0006692	sp|Q7TS73|RFLA_MOUSE	tr|A0A2K6GFQ3|A0A2K6GFQ3_PROCO
OG0006693	sp|Q8BG89|ZN365_MOUSE	tr|A0A2K6GSD6|A0A2K6GSD6_PROCO
OG0006694	sp|Q8BG93|NUD15_MOUSE	tr|A0A2K6EXA3|A0A2K6EXA3_PROCO
OG0006695	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A2K6FQY4|A0A2K6FQY4_PROCO
OG0006696	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A2K6FFR5|A0A2K6FFR5_PROCO
OG0006697	sp|Q8BZ36|RINT1_MOUSE	tr|A0A2K6FAW0|A0A2K6FAW0_PROCO
OG0006698	sp|Q8C6N3|SYT15_MOUSE	tr|A0A2K6FT75|A0A2K6FT75_PROCO
OG0006699	sp|Q8CBB2|S15A5_MOUSE	tr|A0A2K6G2Z9|A0A2K6G2Z9_PROCO
OG0006700	sp|Q8CDV0|CC178_MOUSE	tr|A0A2K6F4F8|A0A2K6F4F8_PROCO
OG0006701	sp|Q8K4T5|DUS19_MOUSE	tr|A0A2K6EM87|A0A2K6EM87_PROCO
OG0006702	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A2K6FAJ8|A0A2K6FAJ8_PROCO
OG0006703	sp|Q91ZB0|ALPK2_MOUSE	tr|A0A2K6GIF4|A0A2K6GIF4_PROCO
OG0006704	sp|Q96DY5|RN112_MOUSE	tr|A0A2K6G655|A0A2K6G655_PROCO
OG0006705	sp|Q99J45|NRBP_MOUSE	tr|A0A2K6G1E6|A0A2K6G1E6_PROCO
OG0006707	sp|Q99NH0|ANR17_MOUSE	tr|A0A2K6FML6|A0A2K6FML6_PROCO
OG0006708	sp|Q99PV5|BHE41_MOUSE	tr|A0A2K6EVB0|A0A2K6EVB0_PROCO
OG0006709	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A2K6FXV4|A0A2K6FXV4_PROCO
OG0006710	sp|Q9CQJ7|PTTG1_MOUSE	tr|A0A2K6GQR8|A0A2K6GQR8_PROCO
OG0006711	sp|Q9CR61|NDUB7_MOUSE	tr|A0A2K6GFD8|A0A2K6GFD8_PROCO
OG0006712	sp|Q9CR95|NECP1_MOUSE	tr|A0A2K6FPV1|A0A2K6FPV1_PROCO
OG0006713	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A2K6F156|A0A2K6F156_PROCO
OG0006714	sp|Q9D1M4|MCA3_MOUSE	tr|A0A2K6FIR3|A0A2K6FIR3_PROCO
OG0006715	tr|Q9D8U0|Q9D8U0_MOUSE	tr|A0A2K6FMN6|A0A2K6FMN6_PROCO
OG0006716	sp|Q9DAS2|F166C_MOUSE	tr|A0A2K6GC39|A0A2K6GC39_PROCO
OG0006717	sp|Q9DCF1|TMM25_MOUSE	tr|A0A2K6GLM7|A0A2K6GLM7_PROCO
OG0006718	sp|Q9EQ15|GNB1L_MOUSE	tr|A0A2K6GHY9|A0A2K6GHY9_PROCO
OG0006719	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A2K6GP76|A0A2K6GP76_PROCO
OG0006720	sp|Q9WTP2|SPY4_MOUSE	tr|A0A2K6GAV5|A0A2K6GAV5_PROCO
OG0006721	sp|Q9Z282|GP132_MOUSE	tr|A0A2K6GH53|A0A2K6GH53_PROCO
OG0006722	tr|A0A1Y7VJ29|A0A1Y7VJ29_MOUSE	tr|A0A2K6GFQ4|A0A2K6GFQ4_PROCO
OG0006723	tr|A0A5F8MPV9|A0A5F8MPV9_MOUSE	tr|A0A2K6EMZ5|A0A2K6EMZ5_PROCO
OG0006724	sp|A6H639|DRC5_MOUSE	tr|A0A2K6FXA1|A0A2K6FXA1_PROCO
OG0006725	tr|B2RT41|B2RT41_MOUSE	tr|A0A2K6FQI3|A0A2K6FQI3_PROCO
OG0006726	sp|B8JKV0|AMN1_MOUSE	tr|A0A2K6FSW6|A0A2K6FSW6_PROCO
OG0006727	sp|B9EHT4|CLIP3_MOUSE	tr|A0A2K6EYM5|A0A2K6EYM5_PROCO
OG0006728	sp|E9Q286|ICE1_MOUSE	tr|A0A2K6F462|A0A2K6F462_PROCO
OG0006729	tr|E9Q6K3|E9Q6K3_MOUSE	tr|A0A2K6G9H9|A0A2K6G9H9_PROCO
OG0006730	sp|G5E861|SCLT1_MOUSE	tr|A0A2K6G0Y6|A0A2K6G0Y6_PROCO
OG0006731	sp|O08918|CCNG2_MOUSE	tr|A0A2K6ERP3|A0A2K6ERP3_PROCO
OG0006732	sp|O88630|GOSR1_MOUSE	tr|A0A2K6GNE2|A0A2K6GNE2_PROCO
OG0006733	sp|O88845|AKA10_MOUSE	tr|A0A2K6F333|A0A2K6F333_PROCO
OG0006734	sp|P06240|LCK_MOUSE	tr|A0A2K6F6Y4|A0A2K6F6Y4_PROCO
OG0006735	sp|P34022|RANG_MOUSE	tr|A0A2K6GXA3|A0A2K6GXA3_PROCO
OG0006736	sp|P48759|PTX3_MOUSE	tr|A0A2K6GGA8|A0A2K6GGA8_PROCO
OG0006737	sp|P56983|TM14A_MOUSE	tr|A0A2K6FKZ4|A0A2K6FKZ4_PROCO
OG0006738	sp|P63166|SUMO1_MOUSE	tr|A0A2K6EKD7|A0A2K6EKD7_PROCO
OG0006739	sp|P63250|KCNJ3_MOUSE	tr|A0A2K6G8V9|A0A2K6G8V9_PROCO
OG0006740	sp|P70365|NCOA1_MOUSE	tr|A0A2K6FTY0|A0A2K6FTY0_PROCO
OG0006741	sp|Q00PI9|HNRL2_MOUSE	tr|A0A2K6EU72|A0A2K6EU72_PROCO
OG0006742	sp|Q02248|CTNB1_MOUSE	tr|A0A2K6G927|A0A2K6G927_PROCO
OG0006743	sp|Q3U155|CC174_MOUSE	tr|A0A2K6EZG3|A0A2K6EZG3_PROCO
OG0006744	sp|Q3UFF7|LYPL1_MOUSE	tr|A0A2K6GD31|A0A2K6GD31_PROCO
OG0006746	sp|Q3UYV9|NCBP1_MOUSE	tr|A0A2K6FRB6|A0A2K6FRB6_PROCO
OG0006747	sp|Q4LDG0|S27A5_MOUSE	tr|A0A2K6FG65|A0A2K6FG65_PROCO
OG0006748	sp|Q569N2|ANR37_MOUSE	tr|A0A2K6GXW3|A0A2K6GXW3_PROCO
OG0006749	tr|Q5I0V9|Q5I0V9_MOUSE	tr|A0A2K6GF48|A0A2K6GF48_PROCO
OG0006750	sp|Q61657|HES3_MOUSE	tr|A0A2K6G6E3|A0A2K6G6E3_PROCO
OG0006751	sp|Q69ZT9|TBC30_MOUSE	tr|A0A2K6GJF2|A0A2K6GJF2_PROCO
OG0006752	sp|Q6A065|CE170_MOUSE	tr|A0A2K6GCK1|A0A2K6GCK1_PROCO
OG0006753	sp|Q6NS86|ZN366_MOUSE	tr|A0A2K6FHI4|A0A2K6FHI4_PROCO
OG0006754	sp|Q6NWW5|KIF24_MOUSE	tr|A0A2K6FXL2|A0A2K6FXL2_PROCO
OG0006755	sp|Q791T5|MTCH1_MOUSE	tr|A0A2K6FVU8|A0A2K6FVU8_PROCO
OG0006756	sp|Q80U56|AVL9_MOUSE	tr|A0A2K6G8C5|A0A2K6G8C5_PROCO
OG0006757	sp|Q80XL1|CBLC_MOUSE	tr|A0A2K6G2J5|A0A2K6G2J5_PROCO
OG0006758	sp|Q80YY7|ZN618_MOUSE	tr|A0A2K6FMI3|A0A2K6FMI3_PROCO
OG0006759	sp|Q8BFQ2|T229B_MOUSE	tr|A0A2K6EQF1|A0A2K6EQF1_PROCO
OG0006760	sp|Q8BFV2|PCID2_MOUSE	tr|A0A2K6EUQ9|A0A2K6EUQ9_PROCO
OG0006761	sp|Q8BHI9|NIM1_MOUSE	tr|A0A2K6EFP5|A0A2K6EFP5_PROCO
OG0006762	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A2K6EET4|A0A2K6EET4_PROCO
OG0006763	sp|Q8BTX9|HSDL1_MOUSE	tr|A0A2K6EFQ0|A0A2K6EFQ0_PROCO
OG0006764	sp|Q8C138|ADTRP_MOUSE	tr|A0A2K6EM70|A0A2K6EM70_PROCO
OG0006765	sp|Q8C2E7|WASC5_MOUSE	tr|A0A2K6G5C3|A0A2K6G5C3_PROCO
OG0006766	sp|Q8C8M1|SHCAF_MOUSE	tr|A0A2K6FAP9|A0A2K6FAP9_PROCO
OG0006767	sp|Q8VDK1|NIT1_MOUSE	tr|A0A2K6EWZ3|A0A2K6EWZ3_PROCO
OG0006768	sp|Q920Q8|NS1BP_MOUSE	tr|A0A2K6G533|A0A2K6G533_PROCO
OG0006769	sp|Q9CR86|CHSP1_MOUSE	tr|A0A2K6G1E3|A0A2K6G1E3_PROCO
OG0006770	sp|Q9CXP8|GBG10_MOUSE	tr|A0A2K6ETT2|A0A2K6ETT2_PROCO
OG0006771	sp|Q9CZB9|TM128_MOUSE	tr|A0A2K6F522|A0A2K6F522_PROCO
OG0006772	sp|Q9D820|PRXD1_MOUSE	tr|A0A2K6FXD8|A0A2K6FXD8_PROCO
OG0006773	sp|Q9QZ06|TOLIP_MOUSE	tr|A0A2K6GP25|A0A2K6GP25_PROCO
OG0006774	sp|Q9R0G6|COMP_MOUSE	tr|A0A2K6G784|A0A2K6G784_PROCO
OG0006775	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A2K6GUA0|A0A2K6GUA0_PROCO
OG0006776	sp|Q9WTZ0|UXT_MOUSE	tr|A0A2K6FAP0|A0A2K6FAP0_PROCO
OG0006777	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A2K6GRE7|A0A2K6GRE7_PROCO
OG0006778	tr|A0A140LJ24|A0A140LJ24_MOUSE	tr|A0A2K6G188|A0A2K6G188_PROCO
OG0006779	sp|A2A6H3|FBX47_MOUSE	tr|A0A2K6GFN5|A0A2K6GFN5_PROCO
OG0006780	sp|A2ALU4|SHRM2_MOUSE	tr|A0A2K6F644|A0A2K6F644_PROCO
OG0006781	sp|B1AR13|CISD3_MOUSE	tr|A0A2K6G9Q1|A0A2K6G9Q1_PROCO
OG0006782	sp|F6XZJ7|SAM15_MOUSE	tr|A0A2K6EH33|A0A2K6EH33_PROCO
OG0006783	sp|G3XA59|LRC32_MOUSE	tr|A0A2K6GZY5|A0A2K6GZY5_PROCO
OG0006784	sp|O08911|MK12_MOUSE	tr|A0A2K6FJV2|A0A2K6FJV2_PROCO
OG0006785	sp|O08983|HPS1_MOUSE	tr|A0A2K6FBQ4|A0A2K6FBQ4_PROCO
OG0006786	sp|O09035|DBIL5_MOUSE	tr|A0A2K6EMS8|A0A2K6EMS8_PROCO
OG0006787	sp|O88632|SEM3F_MOUSE	tr|A0A2K6GPX0|A0A2K6GPX0_PROCO
OG0006788	sp|O89016|ABCD4_MOUSE	tr|A0A2K6EV15|A0A2K6EV15_PROCO
OG0006789	sp|P01731|CD8A_MOUSE	tr|A0A2K6F0J6|A0A2K6F0J6_PROCO
OG0006790	sp|P0C242|CCNO_MOUSE	tr|A0A2K6FMR2|A0A2K6FMR2_PROCO
OG0006791	sp|P16382|IL4RA_MOUSE	tr|A0A2K6GZS4|A0A2K6GZS4_PROCO
OG0006792	sp|P18761|CAH6_MOUSE	tr|A0A2K6G203|A0A2K6G203_PROCO
OG0006793	sp|P41539|TKN1_MOUSE	tr|A0A2K6FY59|A0A2K6FY59_PROCO
OG0006794	sp|P48787|TNNI3_MOUSE	tr|A0A2K6FQ94|A0A2K6FQ94_PROCO
OG0006795	sp|P55284|CADH5_MOUSE	tr|A0A2K6FY94|A0A2K6FY94_PROCO
OG0006796	sp|P58749|TM6S1_MOUSE	tr|A0A2K6EQ68|A0A2K6EQ68_PROCO
OG0006797	sp|P70677|CASP3_MOUSE	tr|A0A2K6FUY4|A0A2K6FUY4_PROCO
OG0006798	sp|P85094|ISC2A_MOUSE	tr|A0A2K6EYJ0|A0A2K6EYJ0_PROCO
OG0006799	sp|Q3TY92|MBD6_MOUSE	tr|A0A2K6F8S8|A0A2K6F8S8_PROCO
OG0006800	sp|Q505D1|ANR28_MOUSE	tr|A0A2K6GYV7|A0A2K6GYV7_PROCO
OG0006801	sp|Q62431|ARI3A_MOUSE	tr|A0A2K6FPB9|A0A2K6FPB9_PROCO
OG0006802	sp|Q6DFX2|ANTR2_MOUSE	tr|A0A2K6G3B7|A0A2K6G3B7_PROCO
OG0006803	sp|Q6P5F9|XPO1_MOUSE	tr|A0A2K6G7A6|A0A2K6G7A6_PROCO
OG0006804	sp|Q7TSF4|LR75A_MOUSE	tr|A0A2K6EJN8|A0A2K6EJN8_PROCO
OG0006805	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A2K6EUI7|A0A2K6EUI7_PROCO
OG0006806	sp|Q8BG32|PSD11_MOUSE	tr|A0A2K6FW56|A0A2K6FW56_PROCO
OG0006807	sp|Q8BPW0|IQCJ_MOUSE	tr|A0A2K6F1F1|A0A2K6F1F1_PROCO
OG0006808	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A2K6ERE7|A0A2K6ERE7_PROCO
OG0006809	sp|Q8BX65|MDFIC_MOUSE	tr|A0A2K6EG30|A0A2K6EG30_PROCO
OG0006810	sp|Q8BYH7|TBC17_MOUSE	tr|A0A2K6F6S1|A0A2K6F6S1_PROCO
OG0006811	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A2K6F4B0|A0A2K6F4B0_PROCO
OG0006812	sp|Q8CG03|PDE5A_MOUSE	tr|A0A2K6GQZ8|A0A2K6GQZ8_PROCO
OG0006813	sp|Q8K013|GTPBA_MOUSE	tr|A0A2K6FE59|A0A2K6FE59_PROCO
OG0006814	sp|Q8K1L0|CREB5_MOUSE	tr|A0A2K6G7Z7|A0A2K6G7Z7_PROCO
OG0006815	sp|Q8K3M5|CABL2_MOUSE	tr|A0A2K6GIG0|A0A2K6GIG0_PROCO
OG0006816	sp|Q8R5A3|AB1IP_MOUSE	tr|A0A2K6GBU8|A0A2K6GBU8_PROCO
OG0006817	sp|Q8VD75|HIP1_MOUSE	tr|A0A2K6GSK7|A0A2K6GSK7_PROCO
OG0006818	sp|Q91VM4|SPNS2_MOUSE	tr|A0A2K6ESH4|A0A2K6ESH4_PROCO
OG0006819	sp|Q922T2|MFAP3_MOUSE	tr|A0A2K6GBB9|A0A2K6GBB9_PROCO
OG0006820	sp|Q99LB6|MAT2B_MOUSE	tr|A0A2K6EP32|A0A2K6EP32_PROCO
OG0006821	sp|Q99LI8|HGS_MOUSE	tr|A0A2K6F704|A0A2K6F704_PROCO
OG0006822	sp|Q9D0T2|DUS12_MOUSE	tr|A0A2K6FNV6|A0A2K6FNV6_PROCO
OG0006823	sp|Q9D176|SUSD3_MOUSE	tr|A0A2K6FCI0|A0A2K6FCI0_PROCO
OG0006824	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A2K6H0P2|A0A2K6H0P2_PROCO
OG0006825	sp|Q9D975|SRXN1_MOUSE	tr|A0A2K6FZY5|A0A2K6FZY5_PROCO
OG0006826	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A2K6EVB3|A0A2K6EVB3_PROCO
OG0006827	sp|Q9QYI4|DJB12_MOUSE	tr|A0A2K6FJZ7|A0A2K6FJZ7_PROCO
OG0006828	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A2K6G951|A0A2K6G951_PROCO
OG0006829	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A2K6ETM0|A0A2K6ETM0_PROCO
OG0006830	sp|Q9Z277|BAZ1B_MOUSE	tr|A0A2K6H072|A0A2K6H072_PROCO
OG0006831	sp|Q9Z2B3|RGR_MOUSE	tr|A0A2K6FJ40|A0A2K6FJ40_PROCO
OG0006832	sp|A0A1B0GST9|CTXD1_MOUSE	tr|A0A2K6EIR9|A0A2K6EIR9_PROCO
OG0006833	tr|E9PZM7|E9PZM7_MOUSE	tr|A0A2K6FKU7|A0A2K6FKU7_PROCO
OG0006834	tr|E9Q6E5|E9Q6E5_MOUSE	tr|A0A2K6GIQ9|A0A2K6GIQ9_PROCO
OG0006835	tr|F6U238|F6U238_MOUSE	tr|A0A2K6GY24|A0A2K6GY24_PROCO
OG0006836	tr|G3X9X1|G3X9X1_MOUSE	tr|A0A2K6GX64|A0A2K6GX64_PROCO
OG0006837	tr|J3QK56|J3QK56_MOUSE	tr|A0A2K6F3J3|A0A2K6F3J3_PROCO
OG0006838	sp|O08705|NTCP_MOUSE	tr|A0A2K6GMP4|A0A2K6GMP4_PROCO
OG0006839	sp|O54782|MA2B2_MOUSE	tr|A0A2K6ERH8|A0A2K6ERH8_PROCO
OG0006840	sp|O70237|GFI1B_MOUSE	tr|A0A2K6ET70|A0A2K6ET70_PROCO
OG0006841	sp|P03893|NU2M_MOUSE	tr|B3XXA7|B3XXA7_PROCO
OG0006842	sp|P11680|PROP_MOUSE	tr|A0A2K6GRN8|A0A2K6GRN8_PROCO
OG0006843	sp|P16882|GHR_MOUSE	tr|A0A2K6ER22|A0A2K6ER22_PROCO
OG0006844	sp|P23611|IRF8_MOUSE	tr|A0A2K6FMT5|A0A2K6FMT5_PROCO
OG0006845	sp|P41234|ABCA2_MOUSE	tr|A0A2K6FXD3|A0A2K6FXD3_PROCO
OG0006846	sp|P43029|GDF7_MOUSE	tr|A0A2K6FVV1|A0A2K6FVV1_PROCO
OG0006847	sp|P45952|ACADM_MOUSE	tr|A0A2K6G7F4|A0A2K6G7F4_PROCO
OG0006848	sp|P51612|XPC_MOUSE	tr|A0A2K6GDQ2|A0A2K6GDQ2_PROCO
OG0006849	sp|P63054|PCP4_MOUSE	tr|A0A2K6G5F8|A0A2K6G5F8_PROCO
OG0006850	sp|P79621|C2TA_MOUSE	tr|A0A2K6FC80|A0A2K6FC80_PROCO
OG0006851	sp|P80314|TCPB_MOUSE	tr|A0A2K6EXX0|A0A2K6EXX0_PROCO
OG0006852	sp|Q03391|NMDE4_MOUSE	tr|A0A2K6ENQ4|A0A2K6ENQ4_PROCO
OG0006853	sp|Q14BI7|TDRD9_MOUSE	tr|A0A2K6F298|A0A2K6F298_PROCO
OG0006854	sp|Q2LA85|TRML2_MOUSE	tr|A0A2K6GRQ5|A0A2K6GRQ5_PROCO
OG0006855	sp|Q3V0C5|UBP48_MOUSE	tr|A0A2K6FHG7|A0A2K6FHG7_PROCO
OG0006856	sp|Q3V0I2|PRR7_MOUSE	tr|A0A2K6EXQ3|A0A2K6EXQ3_PROCO
OG0006857	sp|Q5DTJ9|MYPN_MOUSE	tr|A0A2K6GVR4|A0A2K6GVR4_PROCO
OG0006858	sp|Q5FWH2|UNKL_MOUSE	tr|A0A2K6FF37|A0A2K6FF37_PROCO
OG0006859	sp|Q64729|TGFR1_MOUSE	tr|A0A2K6FXH8|A0A2K6FXH8_PROCO
OG0006860	sp|Q80ZW2|THEM6_MOUSE	tr|A0A2K6FVR6|A0A2K6FVR6_PROCO
OG0006861	sp|Q8BGE6|ATG4B_MOUSE	tr|A0A2K6EXC6|A0A2K6EXC6_PROCO
OG0006862	sp|Q8BGX2|TIM29_MOUSE	tr|A0A2K6F8C1|A0A2K6F8C1_PROCO
OG0006863	sp|Q8BH10|ORAI2_MOUSE	tr|A0A2K6EFR5|A0A2K6EFR5_PROCO
OG0006864	sp|Q8BJK1|KCTD7_MOUSE	tr|A0A2K6GUW0|A0A2K6GUW0_PROCO
OG0006865	sp|Q8BK58|HBAP1_MOUSE	tr|A0A2K6GIG1|A0A2K6GIG1_PROCO
OG0006866	sp|Q8BTG3|T11L1_MOUSE	tr|A0A2K6GRB4|A0A2K6GRB4_PROCO
OG0006867	sp|Q8CC14|F216B_MOUSE	tr|A0A2K6EWP4|A0A2K6EWP4_PROCO
OG0006868	sp|Q8CIX8|LGSN_MOUSE	tr|A0A2K6G635|A0A2K6G635_PROCO
OG0006869	sp|Q8CJ69|BMPER_MOUSE	tr|A0A2K6GD09|A0A2K6GD09_PROCO
OG0006870	sp|Q8K3K8|OPTN_MOUSE	tr|A0A2K6EH18|A0A2K6EH18_PROCO
OG0006871	sp|Q8R526|PK1L1_MOUSE	tr|A0A2K6GHA3|A0A2K6GHA3_PROCO
OG0006872	sp|Q8VC16|LRC14_MOUSE	tr|A0A2K6F619|A0A2K6F619_PROCO
OG0006873	sp|Q8VDS7|CE57L_MOUSE	tr|A0A2K6FVV5|A0A2K6FVV5_PROCO
OG0006874	sp|Q99M08|CD003_MOUSE	tr|A0A2K6FQY1|A0A2K6FQY1_PROCO
OG0006875	sp|Q99NB8|UBQL4_MOUSE	tr|A0A2K6FE21|A0A2K6FE21_PROCO
OG0006876	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A2K6FJ23|A0A2K6FJ23_PROCO
OG0006877	sp|Q9CYZ6|REX1B_MOUSE	tr|A0A2K6EY59|A0A2K6EY59_PROCO
OG0006878	sp|Q9D4H4|AMOL1_MOUSE	tr|A0A2K6GFF3|A0A2K6GFF3_PROCO
OG0006879	tr|Q9D6D0|Q9D6D0_MOUSE	tr|A0A2K6FSR7|A0A2K6FSR7_PROCO
OG0006880	sp|Q9D8H7|OMA1_MOUSE	tr|A0A2K6GGN5|A0A2K6GGN5_PROCO
OG0006881	sp|Q9D9D3|TBC21_MOUSE	tr|A0A2K6GQY4|A0A2K6GQY4_PROCO
OG0006882	sp|Q9DA44|TSACC_MOUSE	tr|A0A2K6FFZ6|A0A2K6FFZ6_PROCO
OG0006883	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A2K6G652|A0A2K6G652_PROCO
OG0006884	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A2K6FAP1|A0A2K6FAP1_PROCO
OG0006885	sp|Q9R1P3|PSB2_MOUSE	tr|A0A2K6GGZ6|A0A2K6GGZ6_PROCO
OG0006886	sp|A2A935|PRD16_MOUSE	tr|A0A2K6EMA3|A0A2K6EMA3_PROCO
