Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0009261	sp|P13412|TNNI2_MOUSE	tr|A0A8I3NAA3|A0A8I3NAA3_CANLF
OG0009262	sp|Q922B2|SYDC_MOUSE	tr|A0A8I3NDI5|A0A8I3NDI5_CANLF
OG0009263	sp|Q3U319|BRE1B_MOUSE	tr|A0A8I3NDW0|A0A8I3NDW0_CANLF
OG0009264	sp|Q7TMA2|ZN503_MOUSE	tr|A0A8I3NGW0|A0A8I3NGW0_CANLF
OG0009265	sp|Q8R4K8|PAPP1_MOUSE	tr|A0A8I3NLM1|A0A8I3NLM1_CANLF
OG0009266	sp|P10287|CADH3_MOUSE	tr|A0A8I3NT32|A0A8I3NT32_CANLF
OG0009267	sp|Q8CF36|F229B_MOUSE	tr|A0A8I3NWK4|A0A8I3NWK4_CANLF
OG0009268	sp|Q8VCA6|T161A_MOUSE	tr|A0A8I3NWM6|A0A8I3NWM6_CANLF
OG0009269	sp|Q8K288|TP8L1_MOUSE	tr|A0A8I3P2D3|A0A8I3P2D3_CANLF
OG0009270	sp|E9PVB5|TTC17_MOUSE	tr|A0A8I3P8H7|A0A8I3P8H7_CANLF
OG0009271	sp|Q6TDP3|KLH17_MOUSE	tr|A0A8I3PBH4|A0A8I3PBH4_CANLF
OG0009272	tr|Q3UTB2|Q3UTB2_MOUSE	tr|A0A8I3PCV9|A0A8I3PCV9_CANLF
OG0009273	sp|Q8BJG4|MOB3C_MOUSE	tr|A0A8I3PF39|A0A8I3PF39_CANLF
OG0009274	tr|B9EKH0|B9EKH0_MOUSE	tr|A0A8I3PFS4|A0A8I3PFS4_CANLF
OG0009275	sp|Q6K1E7|GGNB1_MOUSE	tr|A0A8I3PJ35|A0A8I3PJ35_CANLF
OG0009276	sp|Q8CC12|CDAN1_MOUSE	tr|A0A8I3PKG2|A0A8I3PKG2_CANLF
OG0009277	sp|O55242|SGMR1_MOUSE	tr|A0A8I3PSS1|A0A8I3PSS1_CANLF
OG0009278	sp|Q920V1|B3GL1_MOUSE	tr|A0A8I3PVY1|A0A8I3PVY1_CANLF
OG0009279	sp|Q8C6U2|S66A3_MOUSE	tr|A0A8I3PWG9|A0A8I3PWG9_CANLF
OG0009280	sp|P20693|FCER2_MOUSE	tr|A0A8I3PZ98|A0A8I3PZ98_CANLF
OG0009281	sp|Q8VCH7|RDH10_MOUSE	tr|A0A8I3Q3P2|A0A8I3Q3P2_CANLF
OG0009282	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A8I3Q406|A0A8I3Q406_CANLF
OG0009283	sp|Q7TQE7|MACA2_MOUSE	tr|A0A8I3Q6D9|A0A8I3Q6D9_CANLF
OG0009284	sp|Q9CZA6|NDE1_MOUSE	tr|A0A8I3RUW6|A0A8I3RUW6_CANLF
OG0009285	sp|Q5U4E0|LHPL4_MOUSE	tr|A0A8I3RVE6|A0A8I3RVE6_CANLF
OG0009286	sp|Q5M8N0|CNRP1_MOUSE	tr|A0A8I3S3I9|A0A8I3S3I9_CANLF
OG0009287	sp|Q9Z1X4|ILF3_MOUSE	tr|A0A8I3S4C9|A0A8I3S4C9_CANLF
OG0009288	sp|Q9CSV6|SFT2C_MOUSE	tr|A0A8I3S4K1|A0A8I3S4K1_CANLF
OG0009289	sp|Q9CZU3|MTREX_MOUSE	tr|A0A8I3S665|A0A8I3S665_CANLF
OG0009290	sp|Q6NWV3|IF122_MOUSE	tr|A0A8I3S6I3|A0A8I3S6I3_CANLF
OG0009291	sp|Q80TL0|PPM1E_MOUSE	tr|A0A8I3S6N6|A0A8I3S6N6_CANLF
OG0009292	sp|Q9CQZ6|NDUB3_MOUSE	tr|A0A8I3S7C0|A0A8I3S7C0_CANLF
OG0009293	sp|O88495|MTR1L_MOUSE	tr|A0A8I3S8U8|A0A8I3S8U8_CANLF
OG0009294	sp|Q9CRB0|SNX24_MOUSE	tr|A0A8P0N3R9|A0A8P0N3R9_CANLF
OG0009295	sp|Q2TJ95|RSPO3_MOUSE	tr|A0A8P0N492|A0A8P0N492_CANLF
OG0009297	sp|Q9D9D9|CP141_MOUSE	tr|A0A8P0NMM7|A0A8P0NMM7_CANLF
OG0009298	sp|Q8BPZ8|ABRX1_MOUSE	tr|A0A8P0SE40|A0A8P0SE40_CANLF
OG0009300	sp|O09107|INSL3_MOUSE	sp|Q6X7V3|INSL3_CANLF
OG0009301	sp|Q8C5G2|VASH2_MOUSE	tr|A0A8I3MIF4|A0A8I3MIF4_CANLF
OG0009302	sp|Q810F0|PRIMA_MOUSE	tr|A0A8I3ML01|A0A8I3ML01_CANLF
OG0009303	sp|Q8VBT0|TMX1_MOUSE	tr|A0A8I3MQG4|A0A8I3MQG4_CANLF
OG0009304	sp|Q9WUV2|SIA7C_MOUSE	tr|A0A8I3MRB4|A0A8I3MRB4_CANLF
OG0009305	sp|O70302|CIDEA_MOUSE	tr|A0A8I3MS12|A0A8I3MS12_CANLF
OG0009306	sp|P49935|CATH_MOUSE	tr|A0A8I3MSD7|A0A8I3MSD7_CANLF
OG0009307	tr|G3UXC7|G3UXC7_MOUSE	tr|A0A8I3MXQ6|A0A8I3MXQ6_CANLF
OG0009308	sp|Q5SQF8|SP30L_MOUSE	tr|A0A8I3MY90|A0A8I3MY90_CANLF
OG0009309	sp|Q3TPE9|ANKY2_MOUSE	tr|A0A8I3N0E4|A0A8I3N0E4_CANLF
OG0009310	sp|Q60987|FOXG1_MOUSE	tr|A0A8I3N0G9|A0A8I3N0G9_CANLF
OG0009311	sp|P57787|MOT4_MOUSE	tr|A0A8I3N185|A0A8I3N185_CANLF
OG0009312	sp|Q9D379|HYEP_MOUSE	tr|A0A8I3N2D1|A0A8I3N2D1_CANLF
OG0009313	sp|Q9CZG3|COMD8_MOUSE	tr|A0A8I3N9G9|A0A8I3N9G9_CANLF
OG0009314	sp|Q8VCK5|KLH20_MOUSE	tr|A0A8I3N9W4|A0A8I3N9W4_CANLF
OG0009315	sp|P63002|TLE5_MOUSE	tr|A0A8I3NDG8|A0A8I3NDG8_CANLF
OG0009316	sp|P50637|TSPO_MOUSE	tr|A0A8I3NSR5|A0A8I3NSR5_CANLF
OG0009317	tr|A0A2R8VJU7|A0A2R8VJU7_MOUSE	tr|A0A8I3P0Z9|A0A8I3P0Z9_CANLF
OG0009318	sp|Q8VBV3|EXOS2_MOUSE	tr|A0A8I3P687|A0A8I3P687_CANLF
OG0009319	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A8I3P836|A0A8I3P836_CANLF
OG0009320	sp|Q91YR7|PRP6_MOUSE	tr|A0A8I3P8N8|A0A8I3P8N8_CANLF
OG0009321	sp|Q6A152|CP4X1_MOUSE	tr|A0A8I3P954|A0A8I3P954_CANLF
OG0009322	sp|P61963|DCAF7_MOUSE	tr|A0A8I3P996|A0A8I3P996_CANLF
OG0009323	sp|Q05D44|IF2P_MOUSE	tr|A0A8I3PAX1|A0A8I3PAX1_CANLF
OG0009326	sp|Q9ERK4|XPO2_MOUSE	tr|A0A8I3PFQ8|A0A8I3PFQ8_CANLF
OG0009327	sp|Q61086|FZD3_MOUSE	tr|A0A8I3PFW0|A0A8I3PFW0_CANLF
OG0009328	sp|Q921L3|TMCO1_MOUSE	tr|A0A8I3PI99|A0A8I3PI99_CANLF
OG0009329	sp|Q3UNW5|TF2L1_MOUSE	tr|A0A8I3PT25|A0A8I3PT25_CANLF
OG0009330	sp|P70372|ELAV1_MOUSE	tr|A0A8I3Q1Z1|A0A8I3Q1Z1_CANLF
OG0009331	sp|Q8R2S9|ARP8_MOUSE	tr|A0A8I3Q240|A0A8I3Q240_CANLF
OG0009332	sp|Q60864|STIP1_MOUSE	tr|A0A8I3Q5C0|A0A8I3Q5C0_CANLF
OG0009333	sp|Q3KNM2|MARH5_MOUSE	tr|A0A8I3Q8B0|A0A8I3Q8B0_CANLF
OG0009334	sp|Q3UHH8|GXLT1_MOUSE	tr|A0A8I3QAD3|A0A8I3QAD3_CANLF
OG0009335	sp|Q9D2G9|HIPL2_MOUSE	tr|A0A8I3QGT3|A0A8I3QGT3_CANLF
OG0009336	sp|Q68EF0|RAB3I_MOUSE	tr|A0A8I3S0B6|A0A8I3S0B6_CANLF
OG0009337	sp|Q8C3B8|RFT1_MOUSE	tr|A0A8I3S6Y0|A0A8I3S6Y0_CANLF
OG0009338	sp|Q8C5T4|MORN3_MOUSE	tr|A0A8I3S829|A0A8I3S829_CANLF
OG0009339	sp|Q8VBX0|ASB13_MOUSE	tr|A0A8P0N7Y2|A0A8P0N7Y2_CANLF
OG0009340	sp|Q9D752|MD2L2_MOUSE	tr|A0A8P0NHT1|A0A8P0NHT1_CANLF
OG0009341	sp|Q8BGN8|SYNPR_MOUSE	tr|A0A8P0NYY6|A0A8P0NYY6_CANLF
OG0009343	sp|P52189|KCNJ4_MOUSE	tr|A0A8P0S7M1|A0A8P0S7M1_CANLF
OG0009345	sp|Q9Z148|EHMT2_MOUSE	tr|A0A8P0T4M6|A0A8P0T4M6_CANLF
OG0009346	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A8P0TEI4|A0A8P0TEI4_CANLF
OG0009347	sp|Q9WTX8|MD1L1_MOUSE	tr|A0A8P0TF92|A0A8P0TF92_CANLF
OG0009348	sp|Q9ER04|TMPS5_MOUSE	tr|A0A8I3MID5|A0A8I3MID5_CANLF
OG0009349	sp|Q8BGR9|UBCP1_MOUSE	tr|A0A8I3MIL5|A0A8I3MIL5_CANLF
OG0009350	sp|Q9D3R6|KATL2_MOUSE	tr|A0A8I3MLB6|A0A8I3MLB6_CANLF
OG0009351	sp|Q5NBU8|XAF1_MOUSE	tr|A0A8I3MN77|A0A8I3MN77_CANLF
OG0009352	sp|Q9D6E4|TTC9B_MOUSE	tr|A0A8I3MTB4|A0A8I3MTB4_CANLF
OG0009353	sp|P59999|ARPC4_MOUSE	tr|A0A8I3N156|A0A8I3N156_CANLF
OG0009354	sp|P29595|NEDD8_MOUSE	tr|A0A8I3N2C0|A0A8I3N2C0_CANLF
OG0009355	sp|Q99P51|RASF3_MOUSE	tr|A0A8I3N823|A0A8I3N823_CANLF
OG0009356	sp|Q6P539|F222B_MOUSE	tr|A0A8I3NAD5|A0A8I3NAD5_CANLF
OG0009357	sp|Q62227|NR0B2_MOUSE	tr|A0A8I3NE48|A0A8I3NE48_CANLF
OG0009358	sp|Q8CEG0|PANX3_MOUSE	tr|A0A8I3NGU8|A0A8I3NGU8_CANLF
OG0009359	sp|Q9R1V6|ADA22_MOUSE	tr|A0A8I3NHD7|A0A8I3NHD7_CANLF
OG0009360	tr|E9Q542|E9Q542_MOUSE	tr|A0A8I3NJS4|A0A8I3NJS4_CANLF
OG0009361	sp|Q9D8B4|NDUAB_MOUSE	tr|A0A8I3NKQ4|A0A8I3NKQ4_CANLF
OG0009362	sp|Q80SY4|MIB1_MOUSE	tr|A0A8I3NNH8|A0A8I3NNH8_CANLF
OG0009363	sp|Q3TL44|NLRX1_MOUSE	tr|A0A8I3NRJ3|A0A8I3NRJ3_CANLF
OG0009364	sp|Q8BZN6|DOC10_MOUSE	tr|A0A8I3NVB3|A0A8I3NVB3_CANLF
OG0009365	tr|Q7TQS2|Q7TQS2_MOUSE	tr|A0A8I3NW08|A0A8I3NW08_CANLF
OG0009366	sp|A4QPC6|BT2A2_MOUSE	tr|A0A8I3P457|A0A8I3P457_CANLF
OG0009367	tr|B9EHE6|B9EHE6_MOUSE	tr|A0A8I3PCR0|A0A8I3PCR0_CANLF
OG0009368	sp|Q8BTZ7|GMPPB_MOUSE	tr|A0A8I3PK79|A0A8I3PK79_CANLF
OG0009369	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A8I3PLC3|A0A8I3PLC3_CANLF
OG0009370	sp|E9PYL2|PRR12_MOUSE	tr|A0A8I3PNS4|A0A8I3PNS4_CANLF
OG0009371	sp|Q91WD1|RPC4_MOUSE	tr|A0A8I3PPE4|A0A8I3PPE4_CANLF
OG0009372	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A8I3Q7U8|A0A8I3Q7U8_CANLF
OG0009373	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A8I3QB32|A0A8I3QB32_CANLF
OG0009374	sp|Q9D7N9|APMAP_MOUSE	tr|A0A8I3QPI6|A0A8I3QPI6_CANLF
OG0009375	sp|Q9JJQ0|PIGB_MOUSE	tr|A0A8I3QPJ6|A0A8I3QPJ6_CANLF
OG0009376	sp|Q8K031|STAR8_MOUSE	tr|A0A8I3QPP4|A0A8I3QPP4_CANLF
OG0009377	sp|Q8C0K5|GDC_MOUSE	tr|A0A8I3RQN4|A0A8I3RQN4_CANLF
OG0009378	sp|Q9DD20|MET7B_MOUSE	tr|A0A8I3RSJ4|A0A8I3RSJ4_CANLF
OG0009379	sp|Q8BQZ5|CPSF4_MOUSE	tr|A0A8I3RSW2|A0A8I3RSW2_CANLF
OG0009380	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A8I3RWZ5|A0A8I3RWZ5_CANLF
OG0009381	sp|Q9EPV8|UBL5_MOUSE	tr|A0A8I3S3C8|A0A8I3S3C8_CANLF
OG0009382	sp|O35425|BOK_MOUSE	tr|A0A8I3S7I1|A0A8I3S7I1_CANLF
OG0009383	sp|P48381|RFX3_MOUSE	tr|A0A8P0N549|A0A8P0N549_CANLF
OG0009384	sp|Q8BRH3|RHG19_MOUSE	tr|A0A8P0NB55|A0A8P0NB55_CANLF
OG0009385	sp|Q64285|CEL_MOUSE	tr|A0A8P0NL31|A0A8P0NL31_CANLF
OG0009386	sp|Q9D6J1|CERS4_MOUSE	tr|A0A8P0NX50|A0A8P0NX50_CANLF
OG0009389	sp|Q9CS72|FLIP1_MOUSE	tr|A0A8P0T9H1|A0A8P0T9H1_CANLF
OG0009390	sp|Q99LE6|ABCF2_MOUSE	tr|A0A8P0TBB0|A0A8P0TBB0_CANLF
OG0009391	sp|Q9WUT7|CCR9_MOUSE	tr|E2RQ21|E2RQ21_CANLF
OG0009392	sp|B1AZ99|OTUD3_MOUSE	tr|A0A8I3MH73|A0A8I3MH73_CANLF
OG0009393	sp|Q99K43|PRC1_MOUSE	tr|A0A8I3MI90|A0A8I3MI90_CANLF
OG0009394	sp|Q8BLK9|KS6C1_MOUSE	tr|A0A8I3MIQ5|A0A8I3MIQ5_CANLF
OG0009395	sp|Q8C5H8|NAKD2_MOUSE	tr|A0A8I3MKQ7|A0A8I3MKQ7_CANLF
OG0009396	sp|Q8C5D8|PIAS2_MOUSE	tr|A0A8I3MM95|A0A8I3MM95_CANLF
OG0009397	sp|Q8CI70|LRC20_MOUSE	tr|A0A8I3MPK9|A0A8I3MPK9_CANLF
OG0009398	sp|Q8CIF6|SIDT2_MOUSE	tr|A0A8I3MRZ9|A0A8I3MRZ9_CANLF
OG0009399	sp|O08810|U5S1_MOUSE	tr|A0A8I3MU66|A0A8I3MU66_CANLF
OG0009400	sp|Q9JME7|TPC2L_MOUSE	tr|A0A8I3MUS5|A0A8I3MUS5_CANLF
OG0009401	sp|Q8K3G9|DP13B_MOUSE	tr|A0A8I3MVM2|A0A8I3MVM2_CANLF
OG0009402	sp|Q9DBB5|IF4E3_MOUSE	tr|A0A8I3MW65|A0A8I3MW65_CANLF
OG0009403	sp|Q99MY0|SPZ1_MOUSE	tr|A0A8I3MYI7|A0A8I3MYI7_CANLF
OG0009404	sp|Q9CYV5|TM135_MOUSE	tr|A0A8I3MZK0|A0A8I3MZK0_CANLF
OG0009405	sp|Q99LS1|MMAD_MOUSE	tr|A0A8I3N6V4|A0A8I3N6V4_CANLF
OG0009407	sp|Q9D1M0|SEC13_MOUSE	tr|A0A8I3N9C4|A0A8I3N9C4_CANLF
OG0009408	sp|Q8BFZ2|PLPR1_MOUSE	tr|A0A8I3NAB6|A0A8I3NAB6_CANLF
OG0009409	sp|Q920L1|FADS1_MOUSE	tr|A0A8I3NI90|A0A8I3NI90_CANLF
OG0009410	sp|Q925T6|GRIP1_MOUSE	tr|A0A8I3NJD7|A0A8I3NJD7_CANLF
OG0009412	sp|Q8BHG2|CZIB_MOUSE	tr|A0A8I3NRQ1|A0A8I3NRQ1_CANLF
OG0009413	sp|P61148|FGF1_MOUSE	tr|A0A8I3NV07|A0A8I3NV07_CANLF
OG0009414	tr|E9Q407|E9Q407_MOUSE	tr|A0A8I3NWZ5|A0A8I3NWZ5_CANLF
OG0009415	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A8I3NX29|A0A8I3NX29_CANLF
OG0009416	sp|Q9ESW8|PGPI_MOUSE	tr|A0A8I3PBL3|A0A8I3PBL3_CANLF
OG0009417	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A8I3PNR3|A0A8I3PNR3_CANLF
OG0009418	sp|Q62083|PICK1_MOUSE	tr|A0A8I3PU21|A0A8I3PU21_CANLF
OG0009419	sp|Q8CB19|PHTF2_MOUSE	tr|A0A8I3PUC6|A0A8I3PUC6_CANLF
OG0009420	sp|Q9QUI0|RHOA_MOUSE	tr|A0A8I3PVV6|A0A8I3PVV6_CANLF
OG0009421	sp|Q3V3E1|UBS3A_MOUSE	tr|A0A8I3Q4F5|A0A8I3Q4F5_CANLF
OG0009422	sp|A2AJI0|MA7D1_MOUSE	tr|A0A8I3Q5K7|A0A8I3Q5K7_CANLF
OG0009423	sp|Q9Z125|CR3L1_MOUSE	tr|A0A8I3QIC9|A0A8I3QIC9_CANLF
OG0009424	sp|Q60843|KLF2_MOUSE	tr|A0A8I3QMK5|A0A8I3QMK5_CANLF
OG0009425	sp|Q9D0Y8|RM52_MOUSE	tr|A0A8I3RQE2|A0A8I3RQE2_CANLF
OG0009426	sp|Q8JZV7|NAGA_MOUSE	tr|A0A8I3RT68|A0A8I3RT68_CANLF
OG0009427	sp|B9EJ86|OSBL8_MOUSE	tr|A0A8I3RUS5|A0A8I3RUS5_CANLF
OG0009428	sp|Q6P6J0|ADAT2_MOUSE	tr|A0A8I3RWU9|A0A8I3RWU9_CANLF
OG0009429	sp|Q8C0P7|ZN451_MOUSE	tr|A0A8I3S0B9|A0A8I3S0B9_CANLF
OG0009430	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A8I3S0E9|A0A8I3S0E9_CANLF
OG0009431	sp|O35678|MGLL_MOUSE	tr|A0A8I3S2S4|A0A8I3S2S4_CANLF
OG0009432	sp|P33896|INAR1_MOUSE	tr|A0A8I3SAD3|A0A8I3SAD3_CANLF
OG0009433	sp|Q6ZPV2|INO80_MOUSE	tr|A0A8I3SC62|A0A8I3SC62_CANLF
OG0009434	sp|Q60929|MEF2A_MOUSE	tr|A0A8P0P037|A0A8P0P037_CANLF
OG0009435	sp|Q8CD91|SMOC2_MOUSE	tr|A0A8P0TF68|A0A8P0TF68_CANLF
OG0009436	sp|P34902|IL2RG_MOUSE	sp|P40321|IL2RG_CANLF
OG0009437	sp|O54865|GCYB1_MOUSE	sp|Q4ZHR9|GCYB1_CANLF
OG0009438	sp|Q8BHJ9|SLU7_MOUSE	tr|A0A8I3MJI5|A0A8I3MJI5_CANLF
OG0009439	sp|Q9WTW5|S22A3_MOUSE	tr|A0A8I3ML17|A0A8I3ML17_CANLF
OG0009440	sp|Q148W8|STYL2_MOUSE	tr|A0A8I3MQV5|A0A8I3MQV5_CANLF
OG0009441	sp|P25425|PO2F1_MOUSE	tr|A0A8I3MT17|A0A8I3MT17_CANLF
OG0009442	sp|Q61539|ERR2_MOUSE	tr|A0A8I3MU60|A0A8I3MU60_CANLF
OG0009443	sp|O89114|DNJB5_MOUSE	tr|A0A8I3MY53|A0A8I3MY53_CANLF
OG0009444	sp|Q6IRT3|PARI_MOUSE	tr|A0A8I3N1I4|A0A8I3N1I4_CANLF
OG0009445	sp|Q9QYK4|H6ST3_MOUSE	tr|A0A8I3N4W9|A0A8I3N4W9_CANLF
OG0009446	sp|Q8BYR8|S41A2_MOUSE	tr|A0A8I3N4Y2|A0A8I3N4Y2_CANLF
OG0009447	sp|O88746|TOM1_MOUSE	tr|A0A8I3N9K2|A0A8I3N9K2_CANLF
OG0009448	sp|P30558|PAR1_MOUSE	tr|A0A8I3NE44|A0A8I3NE44_CANLF
OG0009449	sp|Q5M8S2|PRS46_MOUSE	tr|A0A8I3NHK2|A0A8I3NHK2_CANLF
OG0009450	sp|E9Q7D5|ARHG5_MOUSE	tr|A0A8I3NLA3|A0A8I3NLA3_CANLF
OG0009451	sp|O88829|SIAT9_MOUSE	tr|A0A8I3NNC5|A0A8I3NNC5_CANLF
OG0009452	sp|O54827|AT10A_MOUSE	tr|A0A8I3NV67|A0A8I3NV67_CANLF
OG0009453	sp|O35536|TFPI2_MOUSE	tr|A0A8I3NZH5|A0A8I3NZH5_CANLF
OG0009454	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A8I3P0D2|A0A8I3P0D2_CANLF
OG0009455	sp|Q99N96|RM01_MOUSE	tr|A0A8I3P1F1|A0A8I3P1F1_CANLF
OG0009456	sp|Q5NC32|MOT11_MOUSE	tr|A0A8I3P2L8|A0A8I3P2L8_CANLF
OG0009457	sp|Q07646|MEST_MOUSE	tr|A0A8I3P3U8|A0A8I3P3U8_CANLF
OG0009458	sp|Q61039|HAND2_MOUSE	tr|A0A8I3PA17|A0A8I3PA17_CANLF
OG0009459	sp|P48759|PTX3_MOUSE	tr|A0A8I3PGJ4|A0A8I3PGJ4_CANLF
OG0009460	sp|Q91Y63|S13A3_MOUSE	tr|A0A8I3PHC3|A0A8I3PHC3_CANLF
OG0009461	sp|Q9ET22|DPP2_MOUSE	tr|A0A8I3PJI1|A0A8I3PJI1_CANLF
OG0009463	sp|Q99JH1|RP25L_MOUSE	tr|A0A8I3PLR6|A0A8I3PLR6_CANLF
OG0009464	sp|Q8C119|NDNF_MOUSE	tr|A0A8I3PP98|A0A8I3PP98_CANLF
OG0009465	sp|Q62398|CNGA2_MOUSE	tr|A0A8I3PQE3|A0A8I3PQE3_CANLF
OG0009466	sp|Q8BTG3|T11L1_MOUSE	tr|A0A8I3PSL7|A0A8I3PSL7_CANLF
OG0009467	sp|Q8K2C9|HACD3_MOUSE	tr|A0A8I3PWW8|A0A8I3PWW8_CANLF
OG0009469	sp|B2RY83|HPSE2_MOUSE	tr|A0A8I3QTG2|A0A8I3QTG2_CANLF
OG0009470	sp|Q02819|NUCB1_MOUSE	tr|A0A8I3RP80|A0A8I3RP80_CANLF
OG0009471	sp|Q64430|ATP7A_MOUSE	tr|A0A8I3S4D0|A0A8I3S4D0_CANLF
OG0009472	sp|Q80V31|CE104_MOUSE	tr|A0A8I3S4K7|A0A8I3S4K7_CANLF
OG0009473	sp|Q6ZQ89|MARH6_MOUSE	tr|A0A8P0NC23|A0A8P0NC23_CANLF
OG0009476	sp|Q9D8W7|OCAD2_MOUSE	tr|A0A8P0TJK5|A0A8P0TJK5_CANLF
OG0009478	sp|Q8CHY7|TTC23_MOUSE	tr|A0A8I3MIW5|A0A8I3MIW5_CANLF
OG0009479	sp|O35942|NEK2_MOUSE	tr|A0A8I3MNQ7|A0A8I3MNQ7_CANLF
OG0009480	tr|A2AJB9|A2AJB9_MOUSE	tr|A0A8I3MSZ0|A0A8I3MSZ0_CANLF
OG0009481	sp|O70138|MMP8_MOUSE	tr|A0A8I3MXC2|A0A8I3MXC2_CANLF
OG0009482	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8I3MYP1|A0A8I3MYP1_CANLF
OG0009483	sp|Q99PM3|TF2AA_MOUSE	tr|A0A8I3N1D1|A0A8I3N1D1_CANLF
OG0009484	sp|Q8CDJ8|STON1_MOUSE	tr|A0A8I3N1F4|A0A8I3N1F4_CANLF
OG0009485	sp|Q6VN19|RBP10_MOUSE	tr|A0A8I3N3U3|A0A8I3N3U3_CANLF
OG0009486	tr|D3YVJ1|D3YVJ1_MOUSE	tr|A0A8I3N4T3|A0A8I3N4T3_CANLF
OG0009487	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A8I3ND16|A0A8I3ND16_CANLF
OG0009488	sp|Q9Z2B3|RGR_MOUSE	tr|A0A8I3NDC4|A0A8I3NDC4_CANLF
OG0009489	sp|Q91V51|TTLL1_MOUSE	tr|A0A8I3NHS4|A0A8I3NHS4_CANLF
OG0009490	sp|Q8C9A2|ENDOV_MOUSE	tr|A0A8I3NM75|A0A8I3NM75_CANLF
OG0009491	sp|P57791|FACE2_MOUSE	tr|A0A8I3NMN1|A0A8I3NMN1_CANLF
OG0009492	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A8I3NQY4|A0A8I3NQY4_CANLF
OG0009493	sp|Q9D1D4|TMEDA_MOUSE	tr|A0A8I3NRF0|A0A8I3NRF0_CANLF
OG0009494	sp|Q7TME0|PLPR4_MOUSE	tr|A0A8I3NU43|A0A8I3NU43_CANLF
OG0009495	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A8I3NVE8|A0A8I3NVE8_CANLF
OG0009496	sp|Q3TY60|F131B_MOUSE	tr|A0A8I3NW52|A0A8I3NW52_CANLF
OG0009497	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A8I3NWC9|A0A8I3NWC9_CANLF
OG0009498	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A8I3NWQ5|A0A8I3NWQ5_CANLF
OG0009499	sp|Q76I25|HIG1C_MOUSE	tr|A0A8I3P1D6|A0A8I3P1D6_CANLF
OG0009500	sp|Q04891|SOX13_MOUSE	tr|A0A8I3P348|A0A8I3P348_CANLF
OG0009501	tr|A2RTS7|A2RTS7_MOUSE	tr|A0A8I3P3Z2|A0A8I3P3Z2_CANLF
OG0009502	sp|Q8CIW5|PEO1_MOUSE	tr|A0A8I3P5N0|A0A8I3P5N0_CANLF
OG0009503	sp|Q9CQ04|OGFD2_MOUSE	tr|A0A8I3P7T8|A0A8I3P7T8_CANLF
OG0009504	sp|P35295|RAB20_MOUSE	tr|A0A8I3P853|A0A8I3P853_CANLF
OG0009505	sp|Q91X88|PMGT1_MOUSE	tr|A0A8I3P946|A0A8I3P946_CANLF
OG0009506	sp|A2A8T7|TEX38_MOUSE	tr|A0A8I3PE57|A0A8I3PE57_CANLF
OG0009507	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A8I3PE98|A0A8I3PE98_CANLF
OG0009508	tr|Q8VGX6|Q8VGX6_MOUSE	tr|A0A8I3PF74|A0A8I3PF74_CANLF
OG0009509	sp|Q6GQU2|KLH23_MOUSE	tr|A0A8I3PFT9|A0A8I3PFT9_CANLF
OG0009510	sp|Q02788|CO6A2_MOUSE	tr|A0A8I3PM16|A0A8I3PM16_CANLF
OG0009511	sp|Q9D176|SUSD3_MOUSE	tr|A0A8I3PP33|A0A8I3PP33_CANLF
OG0009512	sp|P70326|TBX5_MOUSE	tr|A0A8I3PS67|A0A8I3PS67_CANLF
OG0009513	sp|P29037|TBP_MOUSE	tr|A0A8I3PUG8|A0A8I3PUG8_CANLF
OG0009514	sp|Q9CQ19|MYL9_MOUSE	tr|A0A8I3PWM8|A0A8I3PWM8_CANLF
OG0009515	tr|H7BX78|H7BX78_MOUSE	tr|A0A8I3PZT9|A0A8I3PZT9_CANLF
OG0009516	sp|Q9JI44|DMAP1_MOUSE	tr|A0A8I3Q216|A0A8I3Q216_CANLF
OG0009517	sp|Q9D9Q6|CALR3_MOUSE	tr|A0A8I3Q2D5|A0A8I3Q2D5_CANLF
OG0009518	sp|O54988|SLK_MOUSE	tr|A0A8I3Q3F0|A0A8I3Q3F0_CANLF
OG0009519	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A8I3Q606|A0A8I3Q606_CANLF
OG0009520	sp|Q62521|ZIC3_MOUSE	tr|A0A8I3Q6K6|A0A8I3Q6K6_CANLF
OG0009521	sp|P0C242|CCNO_MOUSE	tr|A0A8I3QB07|A0A8I3QB07_CANLF
