Orthogroup	Mus_musculus	Balaenoptera_physalus
OG0003285	sp|Q2MHE5|DOK6_MOUSE, sp|Q91ZM9|DOK5_MOUSE	tr|A0A6A1QB02|A0A6A1QB02_BALPH
OG0003286	sp|P63157|BARH1_MOUSE, sp|Q8VIB5|BARH2_MOUSE	tr|A0A6A1QMI1|A0A6A1QMI1_BALPH
OG0003287	sp|Q9QX66|DPF1_MOUSE, sp|P58269|DPF3_MOUSE	tr|A0A643BS82|A0A643BS82_BALPH
OG0003288	sp|Q80WM5|HPLN3_MOUSE, sp|Q9ESM3|HPLN2_MOUSE	tr|A0A643CDS2|A0A643CDS2_BALPH
OG0003289	sp|Q8K1M4|GLIS1_MOUSE, sp|Q6XP49|GLIS3_MOUSE	tr|A0A643CG56|A0A643CG56_BALPH
OG0003290	sp|Q69Z89|RADIL_MOUSE, sp|Q3U0S6|RAIN_MOUSE	tr|A0A6A1Q177|A0A6A1Q177_BALPH
OG0003291	sp|O35615|FOG1_MOUSE, sp|Q8CCH7|FOG2_MOUSE	tr|A0A643CD23|A0A643CD23_BALPH
OG0003292	sp|Q9D883|U2AF1_MOUSE, sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A643CD30|A0A643CD30_BALPH
OG0003293	sp|Q99MR1|GGYF1_MOUSE	tr|A0A6A1Q5B4|A0A6A1Q5B4_BALPH, tr|A0A643CDB6|A0A643CDB6_BALPH
OG0003294	sp|Q68ED3|PAPD5_MOUSE, sp|Q6PB75|PAPD7_MOUSE	tr|A0A6A1PYM3|A0A6A1PYM3_BALPH
OG0003295	sp|Q69ZK0|PREX1_MOUSE, sp|Q3LAC4|PREX2_MOUSE	tr|A0A6A1Q8L5|A0A6A1Q8L5_BALPH
OG0003296	sp|D3Z6H8|DCAM2_MOUSE, sp|P0DMN7|DCAM1_MOUSE	tr|A0A6A1QC67|A0A6A1QC67_BALPH
OG0003297	sp|Q61878|PRG2_MOUSE, sp|Q9JL95|PRG3_MOUSE	tr|A0A643BQG2|A0A643BQG2_BALPH
OG0003298	tr|A0A087WQ44|A0A087WQ44_MOUSE, sp|Q8CHI8|EP400_MOUSE	tr|A0A643C3V4|A0A643C3V4_BALPH
OG0003299	sp|Q80ZU0|ARL5A_MOUSE	tr|A0A643BQE0|A0A643BQE0_BALPH, tr|A0A643CEJ1|A0A643CEJ1_BALPH
OG0003300	sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|A0A6A1Q9E0|A0A6A1Q9E0_BALPH
OG0003301	sp|Q9WTW5|S22A3_MOUSE	tr|A0A6A1QEA4|A0A6A1QEA4_BALPH, tr|A0A6A1QE94|A0A6A1QE94_BALPH
OG0003302	sp|Q80VD1|FA98B_MOUSE, sp|Q3TJZ6|FA98A_MOUSE	tr|A0A643BXM2|A0A643BXM2_BALPH
OG0003303	tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE	tr|A0A643C1G0|A0A643C1G0_BALPH
OG0003304	sp|Q8BJU2|TSN9_MOUSE, sp|Q9DCK3|TSN4_MOUSE	tr|A0A643C2W8|A0A643C2W8_BALPH
OG0003305	sp|O35598|ADA10_MOUSE, sp|Q9Z0F8|ADA17_MOUSE	tr|A0A643CE84|A0A643CE84_BALPH
OG0003306	sp|Q9CSB4|PAR3L_MOUSE, sp|Q99NH2|PARD3_MOUSE	tr|A0A643CK30|A0A643CK30_BALPH
OG0003307	sp|Q9CXV9|DCNL5_MOUSE	tr|A0A6A1Q2F9|A0A6A1Q2F9_BALPH, tr|A0A643BNS0|A0A643BNS0_BALPH
OG0003308	sp|P51162|FABP6_MOUSE, sp|P12710|FABPL_MOUSE	tr|A0A6A1Q9Z7|A0A6A1Q9Z7_BALPH
OG0003309	sp|P51879|ONCO_MOUSE	tr|A0A643C4W0|A0A643C4W0_BALPH, tr|A0A643CFN9|A0A643CFN9_BALPH
OG0003310	sp|C0HKG5|RNT2A_MOUSE, sp|C0HKG6|RNT2B_MOUSE	tr|A0A643CJJ1|A0A643CJJ1_BALPH
OG0003311	tr|Q6S9I3|Q6S9I3_MOUSE, sp|O08677|KNG1_MOUSE	tr|A0A6A1Q7L6|A0A6A1Q7L6_BALPH
OG0003312	sp|P39061|COIA1_MOUSE, sp|O35206|COFA1_MOUSE	tr|A0A643BY15|A0A643BY15_BALPH
OG0003313	sp|Q00651|ITA4_MOUSE, sp|B8JK39|ITA9_MOUSE	tr|A0A643C021|A0A643C021_BALPH
OG0003314	sp|Q8CF27|FA24A_MOUSE, sp|Q9DAL9|FA24L_MOUSE	tr|A0A6A1PZQ4|A0A6A1PZQ4_BALPH
OG0003315	sp|O35927|CTND2_MOUSE, sp|Q68FH0|PKP4_MOUSE	tr|A0A643C761|A0A643C761_BALPH
OG0003316	sp|P23708|NFYA_MOUSE	tr|A0A6A1Q5Z4|A0A6A1Q5Z4_BALPH, tr|A0A6A1Q8E4|A0A6A1Q8E4_BALPH
OG0003317	sp|Q8C3X8|LMF2_MOUSE, sp|Q3U3R4|LMF1_MOUSE	tr|A0A6A1Q652|A0A6A1Q652_BALPH
OG0003318	sp|Q8CEC0|NUP88_MOUSE	tr|A0A6A1Q583|A0A6A1Q583_BALPH, tr|A0A6A1QG97|A0A6A1QG97_BALPH
OG0003319	sp|Q64152|BTF3_MOUSE	tr|A0A643ATJ8|A0A643ATJ8_BALPH, tr|A0A643C2K3|A0A643C2K3_BALPH
OG0003320	sp|Q9CPX6|ATG3_MOUSE	tr|A0A643C5Z8|A0A643C5Z8_BALPH, tr|A0A643CFY3|A0A643CFY3_BALPH
OG0003321	sp|P62897|CYC_MOUSE, sp|P00015|CYC2_MOUSE	tr|A0A643CEZ3|A0A643CEZ3_BALPH
OG0003322	sp|Q8BWW9|PKN2_MOUSE, sp|P70268|PKN1_MOUSE	tr|A0A6A1QEC1|A0A6A1QEC1_BALPH
OG0003323	sp|Q8VDZ4|ZDHC5_MOUSE, sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A643BQ76|A0A643BQ76_BALPH
OG0003324	sp|Q9ET39|SLAF6_MOUSE	tr|A0A643BUT9|A0A643BUT9_BALPH, tr|A0A643BWK8|A0A643BWK8_BALPH
OG0003325	sp|Q80T69|RSBN1_MOUSE, tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A6A1Q9P7|A0A6A1Q9P7_BALPH
OG0003326	sp|P42228|STAT4_MOUSE, sp|P42225|STAT1_MOUSE	tr|A0A6A1QCF4|A0A6A1QCF4_BALPH
OG0003327	sp|Q8C0D0|TRUB1_MOUSE, sp|Q91WG3|TRUB2_MOUSE	tr|A0A6A1QG16|A0A6A1QG16_BALPH
OG0003328	sp|Q9DBR7|MYPT1_MOUSE, sp|Q8BG95|MYPT2_MOUSE	tr|A0A6A1QJV4|A0A6A1QJV4_BALPH
OG0003329	sp|P28047|WNT7B_MOUSE, sp|P24383|WNT7A_MOUSE	tr|A0A643BL97|A0A643BL97_BALPH
OG0003330	sp|Q3UIZ8|MYLK3_MOUSE, sp|Q5SUV5|MYLK4_MOUSE	tr|A0A643BV75|A0A643BV75_BALPH
OG0003331	sp|Q9JJZ9|CNGB3_MOUSE, tr|E1AZ71|E1AZ71_MOUSE	tr|A0A643BYR8|A0A643BYR8_BALPH
OG0003332	sp|Q8C255|DPEP2_MOUSE, sp|Q9DA79|DPEP3_MOUSE	tr|A0A643C157|A0A643C157_BALPH
OG0003333	sp|Q9WVJ5|CRBB1_MOUSE	tr|A0A643C6K3|A0A643C6K3_BALPH, tr|A0A643BQK2|A0A643BQK2_BALPH
OG0003334	sp|O35174|KCNS2_MOUSE, sp|O35173|KCNS1_MOUSE	tr|A0A643CBE3|A0A643CBE3_BALPH
OG0003335	sp|Q8BHA3|DTD2_MOUSE	tr|A0A6A1QF48|A0A6A1QF48_BALPH, tr|A0A643CCU5|A0A643CCU5_BALPH
OG0003336	sp|Q9D011|MPLKI_MOUSE, tr|J3QQ10|J3QQ10_MOUSE	tr|A0A6A1Q2U5|A0A6A1Q2U5_BALPH
OG0003337	sp|Q60952|CP250_MOUSE, sp|Q8CJ40|CROCC_MOUSE	tr|A0A6A1Q530|A0A6A1Q530_BALPH
OG0003338	sp|Q9ER75|IRX6_MOUSE, sp|Q9QY61|IRX4_MOUSE	tr|A0A6A1Q9B8|A0A6A1Q9B8_BALPH
OG0003339	sp|Q9QXX0|JAG1_MOUSE, sp|Q9QYE5|JAG2_MOUSE	tr|A0A643CDD5|A0A643CDD5_BALPH
OG0003340	sp|Q9D7V1|SH24A_MOUSE, sp|A6X942|SH24B_MOUSE	tr|A0A643CFF8|A0A643CFF8_BALPH
OG0003341	sp|Q925I7|PDGFD_MOUSE, sp|Q8CI19|PDGFC_MOUSE	tr|A0A643CFU6|A0A643CFU6_BALPH
OG0003342	sp|Q09200|B4GN1_MOUSE, sp|Q09199|B4GN2_MOUSE	tr|A0A6A1PZ70|A0A6A1PZ70_BALPH
OG0003343	sp|P06684|CO5_MOUSE, tr|A2AS37|A2AS37_MOUSE	tr|A0A6A1Q0L3|A0A6A1Q0L3_BALPH
OG0003344	sp|Q8VDN4|CCD92_MOUSE, tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A6A1Q2I0|A0A6A1Q2I0_BALPH
OG0003345	sp|Q8C172|CERS6_MOUSE, sp|Q9D6K9|CERS5_MOUSE	tr|A0A6A1QCY7|A0A6A1QCY7_BALPH
OG0003346	sp|Q9D9V7|DEN6B_MOUSE, sp|Q8BH65|DEN6A_MOUSE	tr|A0A6A1QLZ9|A0A6A1QLZ9_BALPH
OG0003347	sp|Q8C739|F110B_MOUSE, sp|Q8VE94|F110C_MOUSE	tr|A0A643BTI0|A0A643BTI0_BALPH
OG0003348	sp|Q05A36|MEX3C_MOUSE, sp|Q3UE17|MEX3D_MOUSE	tr|A0A643C2G2|A0A643C2G2_BALPH
OG0003349	sp|Q9DCG6|PBLD1_MOUSE, sp|Q9CXN7|PBLD2_MOUSE	tr|A0A643CH51|A0A643CH51_BALPH
OG0003350	sp|Q9WU66|SFRP5_MOUSE, sp|Q8C4U3|SFRP1_MOUSE	tr|A0A643CJ67|A0A643CJ67_BALPH
OG0003351	sp|Q9D5U0|PCT2B_MOUSE, sp|Q8BYI6|PCAT2_MOUSE	tr|A0A643BMJ7|A0A643BMJ7_BALPH
OG0003352	sp|Q8BJ90|ZN771_MOUSE, tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A643BMV2|A0A643BMV2_BALPH
OG0003353	sp|A7XV07|SKIT8_MOUSE, sp|A7XV04|SKIT7_MOUSE	tr|A0A643BPI7|A0A643BPI7_BALPH
OG0003354	sp|Q8BRH4|KMT2C_MOUSE, sp|Q6PDK2|KMT2D_MOUSE	tr|A0A643BUQ8|A0A643BUQ8_BALPH
OG0003355	sp|Q80YU0|ABHGB_MOUSE, sp|Q9Z1Q2|ABHGA_MOUSE	tr|A0A643C9M2|A0A643C9M2_BALPH
OG0003356	sp|Q8C419|GP158_MOUSE, tr|E9PY61|E9PY61_MOUSE	tr|A0A643CFW9|A0A643CFW9_BALPH
OG0003357	sp|O08912|GALT1_MOUSE, sp|Q8CF93|GLT13_MOUSE	tr|A0A643BRD9|A0A643BRD9_BALPH
OG0003358	sp|Q8BX46|SKOR1_MOUSE, sp|A7M7C7|SKOR2_MOUSE	tr|A0A643BS18|A0A643BS18_BALPH
OG0003359	sp|Q62226|SHH_MOUSE, sp|Q61488|DHH_MOUSE	tr|A0A643CGA8|A0A643CGA8_BALPH
OG0003360	sp|O55186|CD59A_MOUSE, sp|P58019|CD59B_MOUSE	tr|A0A6A1QLH7|A0A6A1QLH7_BALPH
OG0003361	sp|P51860|NP1L2_MOUSE	tr|A0A643BM97|A0A643BM97_BALPH, tr|A0A643BM04|A0A643BM04_BALPH
OG0003362	sp|J3QPP8|ALKL1_MOUSE, sp|Q80UG6|ALKL2_MOUSE	tr|A0A643BNE3|A0A643BNE3_BALPH
OG0003363	sp|P17532|TPH1_MOUSE	tr|A0A643BTU0|A0A643BTU0_BALPH, tr|A0A6A1Q743|A0A6A1Q743_BALPH
OG0003364	sp|P63300|SELW_MOUSE, tr|D3YXG1|D3YXG1_MOUSE	tr|A0A643CE01|A0A643CE01_BALPH
OG0003365	sp|P29352|PTN22_MOUSE	tr|A0A6A1QCL3|A0A6A1QCL3_BALPH, tr|A0A643BTE5|A0A643BTE5_BALPH
OG0003366	sp|Q91WA1|TIPIN_MOUSE	tr|A0A643BAQ4|A0A643BAQ4_BALPH, tr|A0A6A1QMN2|A0A6A1QMN2_BALPH
OG0003367	sp|Q62093|SRSF2_MOUSE, tr|A2RRY9|A2RRY9_MOUSE	tr|A0A643BPK8|A0A643BPK8_BALPH
OG0003368	tr|Q2VPR5|Q2VPR5_MOUSE, sp|P51859|HDGF_MOUSE	tr|A0A643C3F0|A0A643C3F0_BALPH
OG0003369	sp|Q5STE3|FSTL4_MOUSE, sp|Q8BFR2|FSTL5_MOUSE	tr|A0A643BMA1|A0A643BMA1_BALPH
OG0003370	sp|Q99MV5|M10L1_MOUSE, sp|P23249|MOV10_MOUSE	tr|A0A643BXI3|A0A643BXI3_BALPH
OG0003371	sp|Q9D9D5|TMC5A_MOUSE, sp|Q80X59|TMC5B_MOUSE	tr|A0A643C997|A0A643C997_BALPH
OG0003372	sp|Q5F293|ZBTB4_MOUSE, tr|Q3LR78|Q3LR78_MOUSE	tr|A0A643CAL1|A0A643CAL1_BALPH
OG0003373	sp|Q8CJ69|BMPER_MOUSE, sp|Q3U492|KCP_MOUSE	tr|A0A643CHK8|A0A643CHK8_BALPH
OG0003374	sp|Q8K0E3|SC5AB_MOUSE	tr|A0A6A1QNE6|A0A6A1QNE6_BALPH, tr|A0A643BYI5|A0A643BYI5_BALPH
OG0003375	tr|G5E904|G5E904_MOUSE, sp|O35403|ST3A1_MOUSE	tr|A0A643C1Y8|A0A643C1Y8_BALPH
OG0003376	sp|P59111|KCNH8_MOUSE, tr|A2A5F7|A2A5F7_MOUSE	tr|A0A643CC39|A0A643CC39_BALPH
OG0003377	sp|Q8BIE6|FRM4A_MOUSE, sp|Q920B0|FRM4B_MOUSE	tr|A0A6A1Q9Z2|A0A6A1Q9Z2_BALPH
OG0003378	sp|Q64674|SPEE_MOUSE	tr|A0A643CIV6|A0A643CIV6_BALPH, tr|A0A643BNT5|A0A643BNT5_BALPH
OG0003379	sp|Q8C7R7|RFX6_MOUSE, sp|Q7TNK1|RFX4_MOUSE	tr|A0A643C2W9|A0A643C2W9_BALPH
OG0003380	sp|P83861|QRFPR_MOUSE, tr|G3UWA8|G3UWA8_MOUSE	tr|A0A643C5T8|A0A643C5T8_BALPH
OG0003381	sp|O88737|BSN_MOUSE, sp|Q9QYX7|PCLO_MOUSE	tr|A0A643C9Z5|A0A643C9Z5_BALPH
OG0003382	sp|A2ALK8|PTN3_MOUSE, sp|Q9WU22|PTN4_MOUSE	tr|A0A643CEX3|A0A643CEX3_BALPH
OG0003383	sp|Q9JLR5|TCF23_MOUSE, tr|V9GWT9|V9GWT9_MOUSE	tr|A0A643CI41|A0A643CI41_BALPH
OG0003384	sp|Q3U7U3|FBX7_MOUSE	tr|A0A6A1QAD8|A0A6A1QAD8_BALPH, tr|A0A643CCQ3|A0A643CCQ3_BALPH
OG0003385	sp|Q5DID3|UROL1_MOUSE, tr|Q3UU21|Q3UU21_MOUSE	tr|A0A6A1QB73|A0A6A1QB73_BALPH
OG0003386	sp|Q9CQE1|NPS3B_MOUSE	tr|A0A6A1QFS4|A0A6A1QFS4_BALPH, tr|A0A6A1QJH8|A0A6A1QJH8_BALPH
OG0003387	sp|Q6PDE8|MF13A_MOUSE, tr|A0A1L1SUA2|A0A1L1SUA2_MOUSE	tr|A0A643BY38|A0A643BY38_BALPH
OG0003388	sp|Q66JV4|R12BB_MOUSE, sp|Q80YR9|R12BA_MOUSE	tr|A0A643CJH5|A0A643CJH5_BALPH
OG0003389	sp|E9PV86|MCTP1_MOUSE, sp|Q5RJH2|MCTP2_MOUSE	tr|A0A6A1Q9R8|A0A6A1Q9R8_BALPH
OG0003390	tr|Q7TRS6|Q7TRS6_MOUSE, tr|E9Q546|E9Q546_MOUSE	tr|A0A643C266|A0A643C266_BALPH
OG0003391	sp|Q7TME0|PLPR4_MOUSE, sp|Q7TPB0|PLPR3_MOUSE	tr|A0A6A1Q5C2|A0A6A1Q5C2_BALPH
OG0003392	sp|Q80T41|GABR2_MOUSE, sp|Q9WV18|GABR1_MOUSE	tr|A0A6A1Q5J3|A0A6A1Q5J3_BALPH
OG0003393	sp|Q9DBD2|MARH8_MOUSE, sp|Q6NZQ8|MARH1_MOUSE	tr|A0A6A1QIM6|A0A6A1QIM6_BALPH
OG0003394	sp|O70477|PKNX1_MOUSE	tr|A0A643BSF9|A0A643BSF9_BALPH, tr|A0A643CD15|A0A643CD15_BALPH
OG0003395	tr|Q1HDU4|Q1HDU4_MOUSE, sp|Q811M1|RHG15_MOUSE	tr|A0A6A1Q1M8|A0A6A1Q1M8_BALPH
OG0003396	tr|A0A804C8T0|A0A804C8T0_MOUSE, sp|Q14AM7|HAPR1_MOUSE	tr|A0A6A1QLB3|A0A6A1QLB3_BALPH
OG0003397	sp|Q3U3N0|MIER2_MOUSE, sp|Q3UHF3|MIER3_MOUSE	tr|A0A643C130|A0A643C130_BALPH
OG0003398	sp|Q3UV16|IPIL2_MOUSE, sp|Q3TNL8|IPRI_MOUSE	tr|A0A643C4Z2|A0A643C4Z2_BALPH
OG0003399	sp|Q5FWK3|RHG01_MOUSE, sp|Q9CXP4|RHG08_MOUSE	tr|A0A6A1Q9M0|A0A6A1Q9M0_BALPH
OG0003400	sp|Q80Y98|DDHD2_MOUSE, sp|Q6NZC7|S23IP_MOUSE	tr|A0A6A1QD32|A0A6A1QD32_BALPH
OG0003401	sp|O54863|TSSK2_MOUSE, sp|Q61241|TSSK1_MOUSE	tr|A0A643BLA2|A0A643BLA2_BALPH
OG0003402	sp|P57785|LFTY2_MOUSE, sp|Q64280|LFTY1_MOUSE	tr|A0A643BUU8|A0A643BUU8_BALPH
OG0003403	sp|P61407|TDRD6_MOUSE	tr|A0A6A1Q368|A0A6A1Q368_BALPH, tr|A0A643CC92|A0A643CC92_BALPH
OG0003404	sp|Q3V2A7|QRIC2_MOUSE, sp|E9QMW4|CP096_MOUSE	tr|A0A6A1PY40|A0A6A1PY40_BALPH
OG0003405	sp|Q8K4P8|HECW1_MOUSE, sp|Q6I6G8|HECW2_MOUSE	tr|A0A643BSA0|A0A643BSA0_BALPH
OG0003406	sp|O35160|PITX3_MOUSE, sp|P97474|PITX2_MOUSE	tr|A0A643BXW6|A0A643BXW6_BALPH
OG0003407	sp|Q9DCD2|SYF1_MOUSE, sp|P63154|CRNL1_MOUSE	tr|A0A643C970|A0A643C970_BALPH
OG0003408	sp|Q3UWW6|GA2L3_MOUSE, sp|P11862|GAS2_MOUSE	tr|A0A643CG04|A0A643CG04_BALPH
OG0003409	sp|Q3UH93|PLXD1_MOUSE, sp|Q9QZC2|PLXC1_MOUSE	tr|A0A6A1QD19|A0A6A1QD19_BALPH
OG0003410	sp|Q80VH0|BANK1_MOUSE, sp|Q9EQ32|BCAP_MOUSE	tr|A0A6A1QDU7|A0A6A1QDU7_BALPH
OG0003411	sp|P70195|PSB7_MOUSE, sp|O35955|PSB10_MOUSE	tr|A0A6A1QKI6|A0A6A1QKI6_BALPH
OG0003412	sp|Q9CQW2|ARL8B_MOUSE, sp|Q8VEH3|ARL8A_MOUSE	tr|A0A6A1QL92|A0A6A1QL92_BALPH
OG0003413	sp|Q6PCM1|KDM3A_MOUSE, sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A643C105|A0A643C105_BALPH
OG0003414	tr|K7N5X7|K7N5X7_MOUSE, tr|E9PZU2|E9PZU2_MOUSE	tr|A0A643C5D2|A0A643C5D2_BALPH
OG0003415	sp|P51827|AFF3_MOUSE, sp|O55112|AFF2_MOUSE	tr|A0A6A1Q532|A0A6A1Q532_BALPH
OG0003416	sp|Q925E1|SNTG1_MOUSE, sp|Q925E0|SNTG2_MOUSE	tr|A0A6A1QAS3|A0A6A1QAS3_BALPH
OG0003417	sp|O88428|PAPS2_MOUSE, sp|Q60967|PAPS1_MOUSE	tr|A0A643BPN6|A0A643BPN6_BALPH
OG0003418	sp|Q8VCH0|THIKB_MOUSE, sp|Q921H8|THIKA_MOUSE	tr|A0A643BYP4|A0A643BYP4_BALPH
OG0003419	sp|Q64GA5|PA24C_MOUSE, sp|Q50L41|PA24F_MOUSE	tr|A0A643C670|A0A643C670_BALPH
OG0003420	sp|P23298|KPCL_MOUSE, sp|P16054|KPCE_MOUSE	tr|A0A6A1Q779|A0A6A1Q779_BALPH
OG0003421	sp|Q0VB07|PGRP4_MOUSE, sp|A1A547|PGRP3_MOUSE	tr|A0A643BP92|A0A643BP92_BALPH
OG0003422	sp|Q9JM58|CRLF1_MOUSE, sp|Q08501|PRLR_MOUSE	tr|A0A643BQ46|A0A643BQ46_BALPH
OG0003423	sp|Q8BJK1|KCTD7_MOUSE, tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A643BZH9|A0A643BZH9_BALPH
OG0003424	sp|P50538|MAD1_MOUSE, sp|Q60948|MAD4_MOUSE	tr|A0A643CJU6|A0A643CJU6_BALPH
OG0003425	sp|Q6PFE7|TEFF1_MOUSE, sp|Q9QYM9|TEFF2_MOUSE	tr|A0A6A1PZF6|A0A6A1PZF6_BALPH
OG0003426	sp|Q91WM1|STRBP_MOUSE, sp|Q9Z1X4|ILF3_MOUSE	tr|A0A6A1Q7C4|A0A6A1Q7C4_BALPH
OG0003427	sp|Q8R4U6|TOP1M_MOUSE, sp|Q04750|TOP1_MOUSE	tr|A0A6A1QBC6|A0A6A1QBC6_BALPH
OG0003428	sp|Q9D289|TPC6B_MOUSE, sp|Q78XR0|TPC6A_MOUSE	tr|A0A643C6D7|A0A643C6D7_BALPH
OG0003429	sp|Q8CGK7|GNAL_MOUSE	tr|A0A6A1QCF8|A0A6A1QCF8_BALPH, tr|A0A643CJG0|A0A643CJG0_BALPH
OG0003430	sp|Q9CWX9|DDX47_MOUSE, sp|Q9CWT6|DDX28_MOUSE	tr|A0A6A1Q7J7|A0A6A1Q7J7_BALPH
OG0003431	sp|P09838|TDT_MOUSE, sp|Q9JIW4|DPOLM_MOUSE	tr|A0A6A1QB71|A0A6A1QB71_BALPH
OG0003432	sp|Q9CR80|FA32A_MOUSE	tr|A0A643AT04|A0A643AT04_BALPH, tr|A0A6A1QJG6|A0A6A1QJG6_BALPH
OG0003433	sp|Q66K08|CILP1_MOUSE, sp|D3Z7H8|CILP2_MOUSE	tr|A0A643AT93|A0A643AT93_BALPH
OG0003434	sp|Q8C1C1|SAPL1_MOUSE, sp|Q61207|SAP_MOUSE	tr|A0A643BZ27|A0A643BZ27_BALPH
OG0003435	sp|Q99PQ2|TRI11_MOUSE, sp|Q7TPM3|TRI17_MOUSE	tr|A0A643C3U4|A0A643C3U4_BALPH
OG0003436	sp|Q52KG4|ZBT45_MOUSE, sp|Q8K0L9|ZBT20_MOUSE	tr|A0A643C8D1|A0A643C8D1_BALPH
OG0003437	sp|Q812F3|HYAL5_MOUSE, sp|P48794|HYALP_MOUSE	tr|A0A643CCC0|A0A643CCC0_BALPH
OG0003438	tr|Q3ULQ2|Q3ULQ2_MOUSE, sp|Q9QUR7|PIN1_MOUSE	tr|A0A643CIW3|A0A643CIW3_BALPH
OG0003439	sp|Q62314|TGON2_MOUSE, sp|Q62313|TGON1_MOUSE	tr|A0A6A1Q3U2|A0A6A1Q3U2_BALPH
OG0003440	sp|P14404|MECOM_MOUSE, sp|A2A935|PRD16_MOUSE	tr|A0A6A1Q9G5|A0A6A1Q9G5_BALPH
OG0003441	sp|P48545|KCNJ5_MOUSE, sp|P48543|KCNJ9_MOUSE	tr|A0A6A1QBV3|A0A6A1QBV3_BALPH
OG0003442	sp|Q3U2C5|RN149_MOUSE, sp|Q5DTZ6|RN150_MOUSE	tr|A0A643C2T7|A0A643C2T7_BALPH
OG0003443	sp|Q9R1C6|DGKE_MOUSE, sp|Q6P5E8|DGKQ_MOUSE	tr|A0A643CGN5|A0A643CGN5_BALPH
OG0003444	sp|Q8C120|SH3R3_MOUSE, sp|Q69ZI1|SH3R1_MOUSE	tr|A0A643CJK5|A0A643CJK5_BALPH
OG0003445	sp|Q6R5P0|TLR11_MOUSE, sp|Q6QNU9|TLR12_MOUSE	tr|A0A6A1PYK6|A0A6A1PYK6_BALPH
OG0003446	sp|P51432|PLCB3_MOUSE, sp|Q9Z1B3|PLCB1_MOUSE	tr|A0A6A1Q9Y7|A0A6A1Q9Y7_BALPH
OG0003447	tr|I6L890|I6L890_MOUSE, sp|O89094|CASPE_MOUSE	tr|A0A643BMW4|A0A643BMW4_BALPH
OG0003448	sp|Q6P5U7|NWD2_MOUSE, sp|A6H603|NWD1_MOUSE	tr|A0A6A1PZZ8|A0A6A1PZZ8_BALPH
OG0003449	sp|P15655|FGF2_MOUSE, sp|P61148|FGF1_MOUSE	tr|A0A6A1Q0N6|A0A6A1Q0N6_BALPH
OG0003450	sp|O35604|NPC1_MOUSE, sp|Q6T3U4|NPCL1_MOUSE	tr|A0A6A1QLV6|A0A6A1QLV6_BALPH
OG0003520	sp|Q6IR34|GPSM1_MOUSE	tr|A0A643BKJ8|A0A643BKJ8_BALPH
OG0003521	sp|Q8K0R6|GLTD2_MOUSE	tr|A0A643BLH8|A0A643BLH8_BALPH
OG0003522	sp|P31955|AREG_MOUSE	tr|A0A643BM34|A0A643BM34_BALPH
OG0003523	sp|Q9WVL0|MAAI_MOUSE	tr|A0A643BQD5|A0A643BQD5_BALPH
OG0003524	sp|Q3THK7|GUAA_MOUSE	tr|A0A643BT77|A0A643BT77_BALPH
OG0003525	sp|Q8C7W7|DCR1B_MOUSE	tr|A0A643BTA2|A0A643BTA2_BALPH
OG0003526	sp|Q00609|CD80_MOUSE	tr|A0A643BTG5|A0A643BTG5_BALPH
OG0003527	sp|P42932|TCPQ_MOUSE	tr|A0A643BUL8|A0A643BUL8_BALPH
OG0003528	sp|Q3USH1|INSY2_MOUSE	tr|A0A643BVW2|A0A643BVW2_BALPH
OG0003529	sp|Q8R4X1|ACER1_MOUSE	tr|A0A643BW53|A0A643BW53_BALPH
OG0003530	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A643BX68|A0A643BX68_BALPH
OG0003531	sp|O35717|SOCS2_MOUSE	tr|A0A643BXI7|A0A643BXI7_BALPH
OG0003532	sp|Q5M956|KCTD1_MOUSE	tr|A0A643BXK7|A0A643BXK7_BALPH
OG0003533	sp|Q80V94|AP4E1_MOUSE	tr|A0A643BY66|A0A643BY66_BALPH
OG0003534	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A643BY93|A0A643BY93_BALPH
OG0003535	sp|Q8BQS4|F102B_MOUSE	tr|A0A643BYR6|A0A643BYR6_BALPH
OG0003536	sp|Q9D9D3|TBC21_MOUSE	tr|A0A643C0I6|A0A643C0I6_BALPH
OG0003537	sp|P22935|RABP2_MOUSE	tr|A0A643C2C2|A0A643C2C2_BALPH
OG0003538	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A643C3A7|A0A643C3A7_BALPH
OG0003539	sp|P83503|NYX_MOUSE	tr|A0A643C4J7|A0A643C4J7_BALPH
OG0003540	sp|Q8BXP5|PANKY_MOUSE	tr|A0A643C528|A0A643C528_BALPH
OG0003541	sp|Q91WT8|RBM47_MOUSE	tr|A0A643C6A4|A0A643C6A4_BALPH
OG0003542	sp|O35423|AGT1_MOUSE	tr|A0A643C712|A0A643C712_BALPH
