Orthogroup	Mus_musculus	Trichechus_manatus_latirostris
OG0005767	sp|Q7TT79|MCPH1_MOUSE	tr|A0A2Y9QPP3|A0A2Y9QPP3_TRIMA
OG0005768	sp|Q810S2|CB074_MOUSE	tr|A0A2Y9D7U8|A0A2Y9D7U8_TRIMA
OG0005769	sp|Q8BGA7|INT15_MOUSE	tr|A0A2Y9R6P3|A0A2Y9R6P3_TRIMA
OG0005770	sp|Q8BKK4|PPR1C_MOUSE	tr|A0A2Y9DIT5|A0A2Y9DIT5_TRIMA
OG0005771	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A2Y9DLS1|A0A2Y9DLS1_TRIMA
OG0005772	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A2Y9QNS8|A0A2Y9QNS8_TRIMA
OG0005773	sp|Q8C5V8|CC187_MOUSE	tr|A0A2Y9RU36|A0A2Y9RU36_TRIMA
OG0005774	sp|Q8C6Y6|ASB14_MOUSE	tr|A0A2Y9D6I2|A0A2Y9D6I2_TRIMA
OG0005775	sp|Q8C7B6|FXL22_MOUSE	tr|A0A2Y9DII5|A0A2Y9DII5_TRIMA
OG0005776	sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A2Y9QRE3|A0A2Y9QRE3_TRIMA
OG0005777	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A2Y9D696|A0A2Y9D696_TRIMA
OG0005778	sp|Q8K207|CA021_MOUSE	tr|A0A2Y9QR43|A0A2Y9QR43_TRIMA
OG0005779	sp|Q8QZX0|SBK1_MOUSE	tr|A0A2Y9E435|A0A2Y9E435_TRIMA
OG0005780	sp|Q8R4N0|CLYBL_MOUSE	tr|A0A2Y9RQS2|A0A2Y9RQS2_TRIMA
OG0005781	sp|Q8VD57|SFT2B_MOUSE	tr|A0A2Y9E0L4|A0A2Y9E0L4_TRIMA
OG0005782	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A2Y9E0P5|A0A2Y9E0P5_TRIMA
OG0005783	sp|Q91YN1|F118A_MOUSE	tr|A0A2Y9DRY6|A0A2Y9DRY6_TRIMA
OG0005784	sp|Q91ZK4|DMBX1_MOUSE	tr|A0A2Y9DCI8|A0A2Y9DCI8_TRIMA
OG0005785	sp|Q921S7|RM37_MOUSE	tr|A0A2Y9DBV7|A0A2Y9DBV7_TRIMA
OG0005786	sp|Q922G2|FA76A_MOUSE	tr|A0A2Y9DLZ8|A0A2Y9DLZ8_TRIMA
OG0005787	sp|Q923B1|DBR1_MOUSE	tr|A0A2Y9DUZ9|A0A2Y9DUZ9_TRIMA
OG0005788	sp|Q99LP6|GRPE1_MOUSE	tr|A0A2Y9DZN5|A0A2Y9DZN5_TRIMA
OG0005789	sp|Q9CUX1|P52K_MOUSE	tr|A0A2Y9RAE9|A0A2Y9RAE9_TRIMA
OG0005790	sp|Q9D1H9|MFAP4_MOUSE	tr|A0A2Y9DV09|A0A2Y9DV09_TRIMA
OG0005791	sp|Q9D394|RUFY3_MOUSE	tr|A0A2Y9DZI0|A0A2Y9DZI0_TRIMA
OG0005792	sp|Q9D808|KCNE2_MOUSE	tr|A0A2Y9E6C6|A0A2Y9E6C6_TRIMA
OG0005793	sp|Q9D8B7|JAM3_MOUSE	tr|A0A2Y9DR08|A0A2Y9DR08_TRIMA
OG0005794	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A2Y9D998|A0A2Y9D998_TRIMA
OG0005795	sp|Q9JHR9|NRIP2_MOUSE	tr|A0A2Y9FYI2|A0A2Y9FYI2_TRIMA
OG0005796	sp|Q9JHX3|IL21R_MOUSE	tr|A0A2Y9RYK3|A0A2Y9RYK3_TRIMA
OG0005797	sp|Q9JJA2|COG8_MOUSE	tr|A0A2Y9E0K9|A0A2Y9E0K9_TRIMA
OG0005798	sp|Q9JME2|CHSTB_MOUSE	tr|A0A2Y9DFV4|A0A2Y9DFV4_TRIMA
OG0005799	sp|Q9QXY9|PEX3_MOUSE	tr|A0A2Y9D6W5|A0A2Y9D6W5_TRIMA
OG0005800	sp|Q9QYS9|QKI_MOUSE	tr|A0A2Y9QSF5|A0A2Y9QSF5_TRIMA
OG0005801	tr|E9Q9B3|E9Q9B3_MOUSE	tr|A0A2Y9DH52|A0A2Y9DH52_TRIMA
OG0005802	tr|G3UW87|G3UW87_MOUSE	tr|A0A2Y9DXZ9|A0A2Y9DXZ9_TRIMA
OG0005803	sp|G5E8K6|MOT6_MOUSE	tr|A0A2Y9DHI3|A0A2Y9DHI3_TRIMA
OG0005804	sp|O35682|MYADM_MOUSE	tr|A0A2Y9DV18|A0A2Y9DV18_TRIMA
OG0005805	sp|O35943|FRDA_MOUSE	tr|A0A2Y9DKJ1|A0A2Y9DKJ1_TRIMA
OG0005806	sp|P09793|CTLA4_MOUSE	tr|A0A2Y9DP48|A0A2Y9DP48_TRIMA
OG0005807	sp|P15037|ETS2_MOUSE	tr|A0A2Y9E6Q1|A0A2Y9E6Q1_TRIMA
OG0005808	sp|P21981|TGM2_MOUSE	tr|A0A2Y9D9D9|A0A2Y9D9D9_TRIMA
OG0005809	sp|P33435|MMP13_MOUSE	tr|A0A2Y9E2F9|A0A2Y9E2F9_TRIMA
OG0005810	sp|P55099|TKNK_MOUSE	tr|A0A2Y9RE77|A0A2Y9RE77_TRIMA
OG0005811	sp|P61375|LHX5_MOUSE	tr|A0A2Y9DQH1|A0A2Y9DQH1_TRIMA
OG0005812	sp|P62342|SELT_MOUSE	tr|A0A2Y9DS47|A0A2Y9DS47_TRIMA
OG0005813	sp|P98086|C1QA_MOUSE	tr|A0A2Y9R086|A0A2Y9R086_TRIMA
OG0005814	sp|Q283N4|URAD_MOUSE	tr|A0A2Y9DZV9|A0A2Y9DZV9_TRIMA
OG0005815	sp|Q3TUH1|TAM41_MOUSE	tr|A0A2Y9FXI6|A0A2Y9FXI6_TRIMA
OG0005816	sp|Q52KE7|CCNL1_MOUSE	tr|A0A2Y9DQU2|A0A2Y9DQU2_TRIMA
OG0005817	sp|Q5EBG8|CA050_MOUSE	tr|A0A2Y9DDM0|A0A2Y9DDM0_TRIMA
OG0005818	sp|Q5FWH6|ARHGF_MOUSE	tr|A0A2Y9DL65|A0A2Y9DL65_TRIMA
OG0005819	sp|Q60850|S23A3_MOUSE	tr|A0A2Y9DKN9|A0A2Y9DKN9_TRIMA
OG0005820	sp|Q61191|HCFC1_MOUSE	tr|A0A2Y9EC60|A0A2Y9EC60_TRIMA
OG0005821	sp|Q61330|CNTN2_MOUSE	tr|A0A2Y9QRF0|A0A2Y9QRF0_TRIMA
OG0005822	sp|Q6P1C6|LRIG3_MOUSE	tr|A0A2Y9DS85|A0A2Y9DS85_TRIMA
OG0005823	sp|Q6W3F0|P4HA3_MOUSE	tr|A0A2Y9DWY5|A0A2Y9DWY5_TRIMA
OG0005824	sp|Q6ZQ89|MARH6_MOUSE	tr|A0A2Y9RF45|A0A2Y9RF45_TRIMA
OG0005825	sp|Q80TL7|MON2_MOUSE	tr|A0A2Y9DUU1|A0A2Y9DUU1_TRIMA
OG0005826	sp|Q8BFW3|PR15B_MOUSE	tr|A0A2Y9DJC0|A0A2Y9DJC0_TRIMA
OG0005827	sp|Q8BG15|CTSL2_MOUSE	tr|A0A2Y9R953|A0A2Y9R953_TRIMA
OG0005828	sp|Q8BGE5|FANCM_MOUSE	tr|A0A2Y9S121|A0A2Y9S121_TRIMA
OG0005829	sp|Q8BKZ9|ODPX_MOUSE	tr|A0A2Y9D8C3|A0A2Y9D8C3_TRIMA
OG0005830	sp|Q8BUE7|MUC20_MOUSE	tr|A0A2Y9QYF6|A0A2Y9QYF6_TRIMA
OG0005831	sp|Q8BZG5|MT25B_MOUSE	tr|A0A2Y9E7E0|A0A2Y9E7E0_TRIMA
OG0005832	tr|Q8C879|Q8C879_MOUSE	tr|A0A2Y9E9H7|A0A2Y9E9H7_TRIMA
OG0005833	sp|Q8CFV2|F149A_MOUSE	tr|A0A2Y9REW8|A0A2Y9REW8_TRIMA
OG0005834	sp|Q8CII8|SYNE4_MOUSE	tr|A0A2Y9E6M3|A0A2Y9E6M3_TRIMA
OG0005835	sp|Q8R0A6|VTM2A_MOUSE	tr|A0A2Y9G1R3|A0A2Y9G1R3_TRIMA
OG0005836	sp|Q8R0P8|ABHD8_MOUSE	tr|A0A2Y9DZY6|A0A2Y9DZY6_TRIMA
OG0005837	sp|Q8R127|SCPDL_MOUSE	tr|A0A2Y9DJR0|A0A2Y9DJR0_TRIMA
OG0005838	sp|Q8R5F8|ES8L1_MOUSE	tr|A0A2Y9DWL6|A0A2Y9DWL6_TRIMA
OG0005839	tr|Q8VBZ2|Q8VBZ2_MOUSE	tr|A0A2Y9FWS5|A0A2Y9FWS5_TRIMA
OG0005840	sp|Q91X96|MSS4_MOUSE	tr|A0A2Y9DIH3|A0A2Y9DIH3_TRIMA
OG0005841	tr|Q925T4|Q925T4_MOUSE	tr|A0A2Y9G1F5|A0A2Y9G1F5_TRIMA
OG0005842	sp|Q99M31|HSP7E_MOUSE	tr|A0A2Y9DRE3|A0A2Y9DRE3_TRIMA
OG0005843	sp|Q9CR25|DPH2_MOUSE	tr|A0A2Y9DC54|A0A2Y9DC54_TRIMA
OG0005844	sp|Q9CWM2|CDCA4_MOUSE	tr|A0A2Y9R292|A0A2Y9R292_TRIMA
OG0005845	sp|Q9CX86|ROA0_MOUSE	tr|A0A2Y9E0A9|A0A2Y9E0A9_TRIMA
OG0005846	sp|Q9CXS4|CENPV_MOUSE	tr|A0A2Y9G009|A0A2Y9G009_TRIMA
OG0005847	sp|Q9CY24|T179B_MOUSE	tr|A0A2Y9DZH4|A0A2Y9DZH4_TRIMA
OG0005848	sp|Q9D123|TM219_MOUSE	tr|A0A2Y9RXJ2|A0A2Y9RXJ2_TRIMA
OG0005849	sp|Q9D8U3|ERP27_MOUSE	tr|A0A2Y9RZ30|A0A2Y9RZ30_TRIMA
OG0005850	sp|Q9DA48|SACA1_MOUSE	tr|A0A2Y9E9G7|A0A2Y9E9G7_TRIMA
OG0005851	sp|Q9DB94|WDR53_MOUSE	tr|A0A2Y9DGE3|A0A2Y9DGE3_TRIMA
OG0005852	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A2Y9DER6|A0A2Y9DER6_TRIMA
OG0005853	sp|Q9JM96|BORG4_MOUSE	tr|A0A2Y9ED57|A0A2Y9ED57_TRIMA
OG0005854	sp|Q9NWG9|MAGH1_MOUSE	tr|A0A2Y9EBJ0|A0A2Y9EBJ0_TRIMA
OG0005855	sp|Q9WTW5|S22A3_MOUSE	tr|A0A2Y9D6Q1|A0A2Y9D6Q1_TRIMA
OG0005856	sp|Q9WU28|PFD5_MOUSE	tr|A0A2Y9DGB6|A0A2Y9DGB6_TRIMA
OG0005857	sp|Q9WU56|PUS1_MOUSE	tr|A0A2Y9RIQ4|A0A2Y9RIQ4_TRIMA
OG0005858	sp|Q9WUV0|ORC5_MOUSE	tr|A0A2Y9QEF2|A0A2Y9QEF2_TRIMA
OG0005859	sp|Q9Z222|B3GN2_MOUSE	tr|A0A2Y9D7P1|A0A2Y9D7P1_TRIMA
OG0005860	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A2Y9DPE9|A0A2Y9DPE9_TRIMA
OG0005861	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|A0A2Y9G340|A0A2Y9G340_TRIMA
OG0005862	tr|A0A571BEV3|A0A571BEV3_MOUSE	tr|A0A2Y9DLA3|A0A2Y9DLA3_TRIMA
OG0005863	sp|A2A5I3|CRSPL_MOUSE	tr|A0A2Y9D9U9|A0A2Y9D9U9_TRIMA
OG0005864	sp|A2A791|ZMYM4_MOUSE	tr|A0A2Y9DCW5|A0A2Y9DCW5_TRIMA
OG0005865	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A2Y9QZT5|A0A2Y9QZT5_TRIMA
OG0005866	sp|B2RX88|CSPP1_MOUSE	tr|A0A2Y9QNE0|A0A2Y9QNE0_TRIMA
OG0005867	tr|E9Q5B4|E9Q5B4_MOUSE	tr|A0A2Y9R937|A0A2Y9R937_TRIMA
OG0005868	tr|E9Q9H8|E9Q9H8_MOUSE	tr|A0A2Y9DFJ2|A0A2Y9DFJ2_TRIMA
OG0005869	sp|E9QAM5|HELZ2_MOUSE	tr|A0A2Y9RTX0|A0A2Y9RTX0_TRIMA
OG0005870	tr|G3X9N3|G3X9N3_MOUSE	tr|A0A2Y9DWA2|A0A2Y9DWA2_TRIMA
OG0005871	sp|O08689|GDF8_MOUSE	tr|A0A2Y9E1U7|A0A2Y9E1U7_TRIMA
OG0005872	sp|O09061|PSB1_MOUSE	tr|A0A2Y9D6U3|A0A2Y9D6U3_TRIMA
OG0005873	sp|O35219|KCNH2_MOUSE	tr|A0A2Y9DDT6|A0A2Y9DDT6_TRIMA
OG0005874	sp|O88746|TOM1_MOUSE	tr|A0A2Y9DGS5|A0A2Y9DGS5_TRIMA
OG0005875	sp|P11930|NUD19_MOUSE	tr|A0A2Y9DCR7|A0A2Y9DCR7_TRIMA
OG0005876	sp|P47810|WEE1_MOUSE	tr|A0A2Y9D815|A0A2Y9D815_TRIMA
OG0005877	sp|P51491|OPSB_MOUSE	tr|A0A2Y9DWN8|A0A2Y9DWN8_TRIMA
OG0005878	sp|P54751|SIA4A_MOUSE	tr|A0A2Y9QKJ5|A0A2Y9QKJ5_TRIMA
OG0005879	sp|P97431|IRF6_MOUSE	tr|A0A2Y9DIW2|A0A2Y9DIW2_TRIMA
OG0005880	sp|P99028|QCR6_MOUSE	tr|A0A2Y9QLR2|A0A2Y9QLR2_TRIMA
OG0005881	sp|Q01721|GAS1_MOUSE	tr|A0A2Y9RIY3|A0A2Y9RIY3_TRIMA
OG0005882	sp|Q08351|TPOR_MOUSE	tr|A0A2Y9DC97|A0A2Y9DC97_TRIMA
OG0005883	sp|Q0GA42|CNNM1_MOUSE	tr|A0A2Y9FZM1|A0A2Y9FZM1_TRIMA
OG0005884	sp|Q3U4H6|HEXD_MOUSE	tr|A0A2Y9QN77|A0A2Y9QN77_TRIMA
OG0005885	sp|Q3UFB2|BCD1_MOUSE	tr|A0A2Y9D781|A0A2Y9D781_TRIMA
OG0005886	sp|Q3UIA2|RHG17_MOUSE	tr|A0A2Y9QY55|A0A2Y9QY55_TRIMA
OG0005887	sp|Q3USW5|FXRD2_MOUSE	tr|A0A2Y9DGT1|A0A2Y9DGT1_TRIMA
OG0005888	sp|Q3UUX7|CD046_MOUSE	tr|A0A2Y9DW19|A0A2Y9DW19_TRIMA
OG0005889	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A2Y9RMS2|A0A2Y9RMS2_TRIMA
OG0005890	sp|Q497V5|SRBD1_MOUSE	tr|A0A2Y9R9T3|A0A2Y9R9T3_TRIMA
OG0005891	sp|Q5ND28|SREC_MOUSE	tr|A0A2Y9QZZ2|A0A2Y9QZZ2_TRIMA
OG0005892	sp|Q60825|NPT2A_MOUSE	tr|A0A2Y9DB39|A0A2Y9DB39_TRIMA
OG0005893	sp|Q6NXH8|MET25_MOUSE	tr|A0A2Y9EAR6|A0A2Y9EAR6_TRIMA
OG0005894	sp|Q6NZP2|GPBL1_MOUSE	tr|A0A2Y9QU59|A0A2Y9QU59_TRIMA
OG0005895	sp|Q6ZWX0|ASTER_MOUSE	tr|A0A2Y9EA22|A0A2Y9EA22_TRIMA
OG0005896	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A2Y9QFD5|A0A2Y9QFD5_TRIMA
OG0005897	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A2Y9S1G6|A0A2Y9S1G6_TRIMA
OG0005898	sp|Q8BGN6|TMG4_MOUSE	tr|A0A2Y9REU1|A0A2Y9REU1_TRIMA
OG0005899	sp|Q8BH57|WDR48_MOUSE	tr|A0A2Y9R8P1|A0A2Y9R8P1_TRIMA
OG0005900	sp|Q8BK35|NOP53_MOUSE	tr|A0A2Y9R9J1|A0A2Y9R9J1_TRIMA
OG0005901	sp|Q8BL03|MCATL_MOUSE	tr|A0A2Y9DM84|A0A2Y9DM84_TRIMA
OG0005902	sp|Q8CA95|PDE10_MOUSE	tr|A0A2Y9QX98|A0A2Y9QX98_TRIMA
OG0005903	sp|Q8CDY7|DYLT4_MOUSE	tr|A0A2Y9DC26|A0A2Y9DC26_TRIMA
OG0005904	sp|Q8K124|PKHO2_MOUSE	tr|A0A2Y9DHS9|A0A2Y9DHS9_TRIMA
OG0005905	sp|Q8K3D6|S35E4_MOUSE	tr|A0A2Y9DQ53|A0A2Y9DQ53_TRIMA
OG0005906	sp|Q8R087|B4GT7_MOUSE	tr|A0A2Y9DBC6|A0A2Y9DBC6_TRIMA
OG0005907	sp|Q8R1W8|IMPG1_MOUSE	tr|A0A2Y9EAL7|A0A2Y9EAL7_TRIMA
OG0005908	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A2Y9DB64|A0A2Y9DB64_TRIMA
OG0005909	sp|Q8VCF5|TSN10_MOUSE	tr|A0A2Y9DHU9|A0A2Y9DHU9_TRIMA
OG0005910	sp|Q91VU1|YIPF1_MOUSE	tr|A0A2Y9QMZ6|A0A2Y9QMZ6_TRIMA
OG0005911	sp|Q91ZS8|RED1_MOUSE	tr|A0A2Y9E1W9|A0A2Y9E1W9_TRIMA
OG0005912	sp|Q920M7|SYT17_MOUSE	tr|A0A2Y9DFC1|A0A2Y9DFC1_TRIMA
OG0005913	sp|Q924K1|AIPL1_MOUSE	tr|A0A2Y9DL02|A0A2Y9DL02_TRIMA
OG0005914	sp|Q9CPW9|MAP12_MOUSE	tr|A0A2Y9DIY9|A0A2Y9DIY9_TRIMA
OG0005915	sp|Q9CXH7|SGO1_MOUSE	tr|A0A2Y9E1F2|A0A2Y9E1F2_TRIMA
OG0005916	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A2Y9E962|A0A2Y9E962_TRIMA
OG0005917	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A2Y9DYV7|A0A2Y9DYV7_TRIMA
OG0005918	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A2Y9RUZ3|A0A2Y9RUZ3_TRIMA
OG0005919	sp|Q9D7I9|TGM5_MOUSE	tr|A0A2Y9DT75|A0A2Y9DT75_TRIMA
OG0005920	sp|Q9DAK8|LRC51_MOUSE	tr|A0A2Y9RAB0|A0A2Y9RAB0_TRIMA
OG0005921	sp|Q9ERH8|S28A3_MOUSE	tr|A0A2Y9G218|A0A2Y9G218_TRIMA
OG0005922	sp|Q9JM95|SIA7F_MOUSE	tr|A0A2Y9R4K3|A0A2Y9R4K3_TRIMA
OG0005923	sp|Q9QUM9|PSA6_MOUSE	tr|A0A2Y9DLT4|A0A2Y9DLT4_TRIMA
OG0005924	sp|Q9QZX7|SRR_MOUSE	tr|A0A2Y9R0C3|A0A2Y9R0C3_TRIMA
OG0005925	sp|A2RSX4|STPG3_MOUSE	tr|A0A2Y9EBN5|A0A2Y9EBN5_TRIMA
OG0005926	sp|F2YMG0|PRS56_MOUSE	tr|A0A2Y9EAJ3|A0A2Y9EAJ3_TRIMA
OG0005927	sp|O35696|SIA8B_MOUSE	tr|A0A2Y9DDS5|A0A2Y9DDS5_TRIMA
OG0005928	sp|O54714|PIAS3_MOUSE	tr|A0A2Y9DU10|A0A2Y9DU10_TRIMA
OG0005929	sp|O55127|CP26A_MOUSE	tr|A0A2Y9D963|A0A2Y9D963_TRIMA
OG0005930	sp|O70401|TSN6_MOUSE	tr|A0A2Y9DN48|A0A2Y9DN48_TRIMA
OG0005931	sp|O88653|LTOR3_MOUSE	tr|A0A2Y9DSG7|A0A2Y9DSG7_TRIMA
OG0005932	sp|P11627|L1CAM_MOUSE	tr|A0A2Y9EBC1|A0A2Y9EBC1_TRIMA
OG0005933	sp|P23780|BGAL_MOUSE	tr|A0A2Y9DMN2|A0A2Y9DMN2_TRIMA
OG0005934	sp|P53349|M3K1_MOUSE	tr|A0A2Y9RBA3|A0A2Y9RBA3_TRIMA
OG0005935	sp|P58283|RN216_MOUSE	tr|A0A2Y9DUZ7|A0A2Y9DUZ7_TRIMA
OG0005936	sp|P62627|DLRB1_MOUSE	tr|A0A2Y9QP50|A0A2Y9QP50_TRIMA
OG0005937	sp|P80205|OTX1_MOUSE	tr|A0A2Y9D7N2|A0A2Y9D7N2_TRIMA
OG0005938	sp|Q19A41|KLF14_MOUSE	tr|A0A2Y9DY54|A0A2Y9DY54_TRIMA
OG0005939	sp|Q3UC65|RSRP1_MOUSE	tr|A0A2Y9DM93|A0A2Y9DM93_TRIMA
OG0005940	sp|Q3UNA4|NXT2_MOUSE	tr|A0A2Y9R3Z7|A0A2Y9R3Z7_TRIMA
OG0005941	sp|Q3UND0|SKAP2_MOUSE	tr|A0A2Y9DMS0|A0A2Y9DMS0_TRIMA
OG0005942	sp|Q3UUF8|AN34B_MOUSE	tr|A0A2Y9DH66|A0A2Y9DH66_TRIMA
OG0005943	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A2Y9E1A8|A0A2Y9E1A8_TRIMA
OG0005944	sp|Q5ND29|RILP_MOUSE	tr|A0A2Y9QTU5|A0A2Y9QTU5_TRIMA
OG0005945	sp|Q5U4D9|THOC6_MOUSE	tr|A0A2Y9QXJ1|A0A2Y9QXJ1_TRIMA
OG0005946	sp|Q60710|SAMH1_MOUSE	tr|A0A2Y9QGE8|A0A2Y9QGE8_TRIMA
OG0005947	sp|Q61451|CD53_MOUSE	tr|A0A2Y9DSR2|A0A2Y9DSR2_TRIMA
OG0005948	sp|Q68FF9|S5A1_MOUSE	tr|A0A2Y9DSG1|A0A2Y9DSG1_TRIMA
OG0005949	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A2Y9RQG0|A0A2Y9RQG0_TRIMA
OG0005950	sp|Q6VNS1|NTRK3_MOUSE	tr|A0A2Y9QR47|A0A2Y9QR47_TRIMA
OG0005951	sp|Q810B9|SLIK3_MOUSE	tr|A0A2Y9E215|A0A2Y9E215_TRIMA
OG0005952	sp|Q8BG87|TET3_MOUSE	tr|A0A2Y9R944|A0A2Y9R944_TRIMA
OG0005953	sp|Q8BGF6|ELMD2_MOUSE	tr|A0A2Y9E347|A0A2Y9E347_TRIMA
OG0005954	sp|Q8BJI4|PO6F2_MOUSE	tr|A0A2Y9RKH8|A0A2Y9RKH8_TRIMA
OG0005955	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A2Y9QT98|A0A2Y9QT98_TRIMA
OG0005956	sp|Q8BTC1|BWNIN_MOUSE	tr|A0A2Y9DGS6|A0A2Y9DGS6_TRIMA
OG0005957	sp|Q8BVN4|MTEF4_MOUSE	tr|A0A2Y9E534|A0A2Y9E534_TRIMA
OG0005958	sp|Q8BVQ5|PPME1_MOUSE	tr|A0A2Y9DVV6|A0A2Y9DVV6_TRIMA
OG0005959	sp|Q8BWA5|KLH31_MOUSE	tr|A0A2Y9E4M9|A0A2Y9E4M9_TRIMA
OG0005960	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A2Y9QV22|A0A2Y9QV22_TRIMA
OG0005961	sp|Q8BZM0|KLH12_MOUSE	tr|A0A2Y9DIP6|A0A2Y9DIP6_TRIMA
OG0005962	sp|Q8C828|KBTBD_MOUSE	tr|A0A2Y9DHI9|A0A2Y9DHI9_TRIMA
OG0005963	sp|Q8CFI5|SYPM_MOUSE	tr|A0A2Y9DCV9|A0A2Y9DCV9_TRIMA
OG0005964	sp|Q8CHX7|RFTN2_MOUSE	tr|A0A2Y9DP04|A0A2Y9DP04_TRIMA
OG0005965	sp|Q8K0W3|RN208_MOUSE	tr|A0A2Y9EB72|A0A2Y9EB72_TRIMA
OG0005966	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A2Y9DAS1|A0A2Y9DAS1_TRIMA
OG0005967	sp|Q8K209|AGRG1_MOUSE	tr|A0A2Y9DBT5|A0A2Y9DBT5_TRIMA
OG0005968	sp|Q8K558|TRML1_MOUSE	tr|A0A2Y9R921|A0A2Y9R921_TRIMA
OG0005969	sp|Q8K5B1|IL31R_MOUSE	tr|A0A2Y9DSV0|A0A2Y9DSV0_TRIMA
OG0005970	sp|Q8VC26|TLCD2_MOUSE	tr|A0A2Y9DL79|A0A2Y9DL79_TRIMA
OG0005971	sp|Q8VE95|CH082_MOUSE	tr|A0A2Y9E5J0|A0A2Y9E5J0_TRIMA
OG0005972	sp|Q8VI56|LRP4_MOUSE	tr|A0A2Y9RRH5|A0A2Y9RRH5_TRIMA
OG0005973	sp|Q8VIB3|SIA10_MOUSE	tr|A0A2Y9QP36|A0A2Y9QP36_TRIMA
OG0005974	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A2Y9E206|A0A2Y9E206_TRIMA
OG0005975	sp|Q91YU6|LZTS2_MOUSE	tr|A0A2Y9RX61|A0A2Y9RX61_TRIMA
OG0005976	sp|Q99K46|UBP11_MOUSE	tr|A0A2Y9R2E7|A0A2Y9R2E7_TRIMA
OG0005977	sp|Q99LS3|SERB_MOUSE	tr|A0A2Y9DTL6|A0A2Y9DTL6_TRIMA
OG0005978	sp|Q99NA2|ATOH8_MOUSE	tr|A0A2Y9E760|A0A2Y9E760_TRIMA
OG0005979	sp|Q9CRB2|NHP2_MOUSE	tr|A0A2Y9DAQ0|A0A2Y9DAQ0_TRIMA
OG0005980	sp|Q9CU65|ZMYM2_MOUSE	tr|A0A2Y9S1J8|A0A2Y9S1J8_TRIMA
OG0005981	sp|Q9D2D7|ZN687_MOUSE	tr|A0A2Y9QF81|A0A2Y9QF81_TRIMA
OG0005982	sp|Q9D727|CF226_MOUSE	tr|A0A2Y9R656|A0A2Y9R656_TRIMA
OG0005983	sp|Q9DA32|SUN5_MOUSE	tr|A0A2Y9DAC8|A0A2Y9DAC8_TRIMA
OG0005984	sp|Q9DAM5|TPC_MOUSE	tr|A0A2Y9R089|A0A2Y9R089_TRIMA
OG0005985	sp|Q9DBC3|CMTR1_MOUSE	tr|A0A2Y9DQZ3|A0A2Y9DQZ3_TRIMA
OG0005986	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A2Y9REA8|A0A2Y9REA8_TRIMA
OG0005987	tr|A0A087WSB9|A0A087WSB9_MOUSE	tr|A0A2Y9G1B8|A0A2Y9G1B8_TRIMA
OG0005988	sp|A6H5Y3|METH_MOUSE	tr|A0A2Y9QWM5|A0A2Y9QWM5_TRIMA
OG0005989	sp|B1AWI6|MSMP_MOUSE	tr|A0A2Y9QIQ7|A0A2Y9QIQ7_TRIMA
OG0005990	sp|B9EKE5|CATIP_MOUSE	tr|A0A2Y9DKN3|A0A2Y9DKN3_TRIMA
OG0005991	tr|D3YYY8|D3YYY8_MOUSE	tr|A0A2Y9DQK7|A0A2Y9DQK7_TRIMA
OG0005992	sp|O08540|MSMB_MOUSE	tr|A0A2Y9E6H1|A0A2Y9E6H1_TRIMA
OG0005993	sp|O08919|NUMBL_MOUSE	tr|A0A2Y9EBI3|A0A2Y9EBI3_TRIMA
OG0005994	sp|O70303|CIDEB_MOUSE	tr|A0A2Y9EAY5|A0A2Y9EAY5_TRIMA
OG0005995	sp|O88947|FA10_MOUSE	tr|A0A2Y9RFP3|A0A2Y9RFP3_TRIMA
OG0005996	sp|P04247|MYG_MOUSE	tr|A0A2Y9DG99|A0A2Y9DG99_TRIMA
OG0005997	sp|P20263|PO5F1_MOUSE	tr|A0A2Y9EB30|A0A2Y9EB30_TRIMA
OG0005998	sp|P33434|MMP2_MOUSE	tr|A0A2Y9DC60|A0A2Y9DC60_TRIMA
OG0005999	sp|P61025|CKS1_MOUSE	tr|A0A2Y9E8P8|A0A2Y9E8P8_TRIMA
OG0006000	sp|Q05A62|DNAL1_MOUSE	tr|A0A2Y9QR94|A0A2Y9QR94_TRIMA
