Orthogroup	Mus_musculus	Pongo_abelii
OG0005327	sp|Q9WV86|KTNA1_MOUSE	tr|A0A2J8XA89|A0A2J8XA89_PONAB
OG0005328	sp|Q9Z0G9|CLD3_MOUSE	tr|H2PLX5|H2PLX5_PONAB
OG0005329	sp|Q9Z0J4|NOS1_MOUSE	tr|A0A2J8XKD4|A0A2J8XKD4_PONAB
OG0005330	sp|Q9Z1T6|FYV1_MOUSE	tr|H2P8G1|H2P8G1_PONAB
OG0005331	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|H2PHX5|H2PHX5_PONAB
OG0005332	sp|A2AIR5|NMD3A_MOUSE	tr|H2PSX7|H2PSX7_PONAB
OG0005333	sp|A2ARJ3|TM236_MOUSE	tr|H2N9W1|H2N9W1_PONAB
OG0005334	sp|O54775|CCN4_MOUSE	tr|A0A8I5T4B7|A0A8I5T4B7_PONAB
OG0005335	sp|P20181|NTF3_MOUSE	tr|H2NG72|H2NG72_PONAB
OG0005336	sp|P23798|PCGF2_MOUSE	tr|A0A2J8W9S6|A0A2J8W9S6_PONAB
OG0005337	sp|P27931|IL1R2_MOUSE	tr|A0A2J8RU46|A0A2J8RU46_PONAB
OG0005338	sp|P31310|HXA10_MOUSE	tr|A0A8I5TA24|A0A8I5TA24_PONAB
OG0005339	sp|P35545|UBIM_MOUSE	sp|P0C2F1|UBIM_PONAB
OG0005340	sp|P42581|HMX3_MOUSE	tr|H2NBV9|H2NBV9_PONAB
OG0005341	sp|P49025|CTRO_MOUSE	tr|H2NIU4|H2NIU4_PONAB
OG0005342	sp|P49817|CAV1_MOUSE	sp|Q2IBD7|CAV1_PONAB
OG0005343	sp|P52432|RPAC1_MOUSE	tr|A0A8I5YTX5|A0A8I5YTX5_PONAB
OG0005344	sp|P52760|RIDA_MOUSE	tr|H2PQW3|H2PQW3_PONAB
OG0005345	sp|P62806|H4_MOUSE	sp|Q5RCS7|H4_PONAB
OG0005346	sp|P70313|NOS3_MOUSE	tr|H2PP16|H2PP16_PONAB
OG0005347	sp|P97769|CITE1_MOUSE	tr|A0A2J8R837|A0A2J8R837_PONAB
OG0005348	sp|P97805|FAM3D_MOUSE	tr|H2PAE1|H2PAE1_PONAB
OG0005349	sp|Q02013|AQP1_MOUSE	sp|Q5R819|AQP1_PONAB
OG0005350	sp|Q02395|MTF2_MOUSE	sp|Q5R7T9|MTF2_PONAB
OG0005351	sp|Q0VF22|CC138_MOUSE	tr|A0A2J8SGN0|A0A2J8SGN0_PONAB
OG0005352	tr|Q14BI5|Q14BI5_MOUSE	tr|H2PPD7|H2PPD7_PONAB
OG0005353	sp|Q14BP6|LR74B_MOUSE	tr|H2P517|H2P517_PONAB
OG0005354	sp|Q1HFZ0|NSUN2_MOUSE	tr|H2PF54|H2PF54_PONAB
OG0005355	sp|Q32KG4|RTL9_MOUSE	tr|A0A6D2VZC8|A0A6D2VZC8_PONAB
OG0005356	sp|Q3TLH4|PRC2C_MOUSE	tr|H2N4Q5|H2N4Q5_PONAB
OG0005357	sp|Q3U1J1|TFPT_MOUSE	tr|H2P018|H2P018_PONAB
OG0005358	sp|Q3UBG2|PCLI1_MOUSE	tr|K7ETN2|K7ETN2_PONAB
OG0005359	sp|Q5SWP3|NACAD_MOUSE	tr|A0A8I5T4K8|A0A8I5T4K8_PONAB
OG0005360	sp|Q60806|PLK3_MOUSE	tr|H2N7M1|H2N7M1_PONAB
OG0005361	sp|Q61036|PAK3_MOUSE	tr|A0A2J8VAI2|A0A2J8VAI2_PONAB
OG0005362	sp|Q62130|PTN14_MOUSE	tr|H2N3Q5|H2N3Q5_PONAB
OG0005363	sp|Q62277|SYPH_MOUSE	tr|A0A6D2WKV0|A0A6D2WKV0_PONAB
OG0005364	sp|Q6P1H1|CYAC3_MOUSE	tr|A0A2J8SMX7|A0A2J8SMX7_PONAB
OG0005365	sp|Q6PD31|TRAK1_MOUSE	tr|A0A8I5T734|A0A8I5T734_PONAB
OG0005366	sp|Q6TYB5|FEZ2_MOUSE	tr|H2P767|H2P767_PONAB
OG0005367	sp|Q6X1Y6|ASIC3_MOUSE	tr|A0A8I5U3D8|A0A8I5U3D8_PONAB
OG0005368	sp|Q80YR7|CLSPN_MOUSE	tr|H2N808|H2N808_PONAB
OG0005369	sp|Q811I0|ATPF1_MOUSE	tr|A0A2J8SLH5|A0A2J8SLH5_PONAB
OG0005370	sp|Q8BHN7|CL029_MOUSE	sp|Q5RFG5|CL029_PONAB
OG0005371	sp|Q8C428|TMC7_MOUSE	tr|H2NQ92|H2NQ92_PONAB
OG0005372	sp|Q8C7K6|PCYXL_MOUSE	tr|H2PH15|H2PH15_PONAB
OG0005373	sp|Q8CH40|NUDT6_MOUSE	tr|H2PE96|H2PE96_PONAB
OG0005374	sp|Q8CIM8|INT4_MOUSE	tr|H2NER9|H2NER9_PONAB
OG0005375	sp|Q8K0G5|EIPR1_MOUSE	sp|Q5RE10|EIPR1_PONAB
OG0005376	sp|Q8K0H5|TAF10_MOUSE	tr|H2NE90|H2NE90_PONAB
OG0005377	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A2J8UJJ8|A0A2J8UJJ8_PONAB
OG0005378	sp|Q8R4A3|DACT1_MOUSE	tr|H2NLD5|H2NLD5_PONAB
OG0005379	sp|Q922Y1|UBXN1_MOUSE	tr|A0A2J8TXY2|A0A2J8TXY2_PONAB
OG0005380	sp|Q99JP7|GGT7_MOUSE	tr|H2P1Q5|H2P1Q5_PONAB
OG0005381	sp|Q9CPT3|NANP_MOUSE	tr|A0A8I5UHY5|A0A8I5UHY5_PONAB
OG0005382	sp|Q9CPZ3|CA185_MOUSE	tr|H2N7F9|H2N7F9_PONAB
OG0005383	sp|Q9CQI7|RU2B_MOUSE	tr|A0A6D2WQH5|A0A6D2WQH5_PONAB
OG0005384	sp|Q9CXT6|KDM8_MOUSE	tr|A0A6D2WPU2|A0A6D2WPU2_PONAB
OG0005385	sp|Q9DBV4|MXRA8_MOUSE	tr|A0A8I5TJD8|A0A8I5TJD8_PONAB
OG0005386	sp|Q9JHI8|NOX4_MOUSE	sp|Q5R5C5|NOX4_PONAB
OG0005387	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|H2NQ02|H2NQ02_PONAB
OG0005388	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A6D2WVK7|A0A6D2WVK7_PONAB
OG0005389	sp|Q9Z0T9|ITB6_MOUSE	tr|A0A2J8SUE3|A0A2J8SUE3_PONAB
OG0005390	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|K7ESU5|K7ESU5_PONAB
OG0005391	tr|A0A1L1SSC7|A0A1L1SSC7_MOUSE	tr|H2N3E8|H2N3E8_PONAB
OG0005392	sp|A4Q9F6|TTL13_MOUSE	tr|A0A8I5YRA7|A0A8I5YRA7_PONAB
OG0005393	tr|B1ART2|B1ART2_MOUSE	tr|H2N920|H2N920_PONAB
OG0005394	tr|D3Z0W3|D3Z0W3_MOUSE	tr|H2N4G5|H2N4G5_PONAB
OG0005395	tr|D3Z3N4|D3Z3N4_MOUSE	tr|H2NAR4|H2NAR4_PONAB
OG0005396	tr|E9Q271|E9Q271_MOUSE	tr|H2PES9|H2PES9_PONAB
OG0005397	sp|E9Q6B2|CC85C_MOUSE	tr|H2NM83|H2NM83_PONAB
OG0005398	sp|O08542|EFNA4_MOUSE	tr|H2N5I4|H2N5I4_PONAB
OG0005399	sp|O08849|RGS2_MOUSE	tr|H2N4C3|H2N4C3_PONAB
OG0005400	sp|O35143|ATIF1_MOUSE	sp|Q5RFJ9|ATIF1_PONAB
OG0005401	sp|O35304|VACHT_MOUSE	tr|A0A8I5YMW1|A0A8I5YMW1_PONAB
OG0005402	sp|O54916|REPS1_MOUSE	tr|H2PKG3|H2PKG3_PONAB
OG0005403	sp|P07743|BPIA2_MOUSE	tr|A0A2J8VIS4|A0A2J8VIS4_PONAB
OG0005404	sp|P21784|RAG2_MOUSE	tr|A0A6D2XDN8|A0A6D2XDN8_PONAB
OG0005405	sp|P22724|WNT4_MOUSE	tr|H2N8P1|H2N8P1_PONAB
OG0005406	sp|P28660|NCKP1_MOUSE	tr|H2P820|H2P820_PONAB
OG0005407	sp|P33610|PRI2_MOUSE	tr|A0A8I5TN82|A0A8I5TN82_PONAB
OG0005408	sp|P35436|NMDE1_MOUSE	tr|A0A6D2WAW8|A0A6D2WAW8_PONAB
OG0005409	sp|P70314|PITX1_MOUSE	tr|A0A6D2W1M3|A0A6D2W1M3_PONAB
OG0005410	sp|P97411|ICA69_MOUSE	tr|A0A8I5TD15|A0A8I5TD15_PONAB
OG0005411	sp|P97428|RGS16_MOUSE	tr|H2N4F8|H2N4F8_PONAB
OG0005412	sp|Q04997|INHA_MOUSE	tr|H2P8Q3|H2P8Q3_PONAB
OG0005413	sp|Q1XH17|TRI72_MOUSE	tr|H2NQS6|H2NQS6_PONAB
OG0005414	sp|Q3TYX8|RUFY4_MOUSE	tr|H2P8J6|H2P8J6_PONAB
OG0005415	sp|Q3UN70|MRFL_MOUSE	tr|A0A8I5YM47|A0A8I5YM47_PONAB
OG0005416	sp|Q3URD3|SLMAP_MOUSE	tr|A0A8I5SYB7|A0A8I5SYB7_PONAB
OG0005417	sp|Q5DW34|EHMT1_MOUSE	tr|H2PU55|H2PU55_PONAB
OG0005418	sp|Q5TIS6|NOTO_MOUSE	tr|A0A8I5TVR9|A0A8I5TVR9_PONAB
OG0005419	sp|Q62413|EPHA6_MOUSE	tr|H2P9Z1|H2P9Z1_PONAB
OG0005420	sp|Q64525|H2B2B_MOUSE	tr|H2PI63|H2PI63_PONAB
OG0005421	sp|Q64687|SIA8A_MOUSE	tr|H2NGT5|H2NGT5_PONAB
OG0005422	sp|Q6P5H6|FRMD5_MOUSE	tr|A0A8I5T2T6|A0A8I5T2T6_PONAB
OG0005423	sp|Q6P8X9|FLTOP_MOUSE	tr|H2N505|H2N505_PONAB
OG0005424	sp|Q80TR8|DCAF1_MOUSE	tr|H2PAM5|H2PAM5_PONAB
OG0005425	sp|Q80U22|RUSC2_MOUSE	tr|A0A2J8T0N8|A0A2J8T0N8_PONAB
OG0005426	sp|Q812F8|MGT4B_MOUSE	tr|H2PHL9|H2PHL9_PONAB
OG0005427	sp|Q8BFX1|RN187_MOUSE	tr|A0A8I5TZF4|A0A8I5TZF4_PONAB
OG0005428	sp|Q8BLY1|SMOC1_MOUSE	tr|H2NLN3|H2NLN3_PONAB
OG0005429	sp|Q8BPM6|RIC3_MOUSE	tr|A0A8I5YV11|A0A8I5YV11_PONAB
OG0005430	sp|Q8BZ32|ASXL2_MOUSE	tr|H2P6S6|H2P6S6_PONAB
OG0005431	sp|Q8CHG5|AREL1_MOUSE	tr|A0A2J8T407|A0A2J8T407_PONAB
OG0005432	sp|Q8CIV2|MBRL_MOUSE	tr|A0A8I5TUK2|A0A8I5TUK2_PONAB
OG0005433	sp|Q8K0T2|DC2L1_MOUSE	tr|H2P6D6|H2P6D6_PONAB
OG0005434	sp|Q8K424|TRPV3_MOUSE	tr|A0A8I5TWD4|A0A8I5TWD4_PONAB
OG0005435	sp|Q8R007|NECT4_MOUSE	tr|H2N525|H2N525_PONAB
OG0005436	sp|Q91ZI0|CELR3_MOUSE	tr|A0A8I5THP8|A0A8I5THP8_PONAB
OG0005437	sp|Q922I5|FOXI1_MOUSE	tr|A0A8I5UPL3|A0A8I5UPL3_PONAB
OG0005438	sp|Q99M74|KRT82_MOUSE	tr|H2NHD4|H2NHD4_PONAB
OG0005439	sp|Q9CXD9|LRC17_MOUSE	tr|H2PN38|H2PN38_PONAB
OG0005440	sp|Q9CXU1|MED31_MOUSE	tr|A0A8I5YMB0|A0A8I5YMB0_PONAB
OG0005441	sp|Q9CXV0|ISL2_MOUSE	tr|H2NNW1|H2NNW1_PONAB
OG0005442	sp|Q9CZR8|EFTS_MOUSE	tr|H2NHV5|H2NHV5_PONAB
OG0005443	sp|Q9ERB5|SO1C1_MOUSE	tr|H2NGS1|H2NGS1_PONAB
OG0005444	sp|Q9EST3|4ET_MOUSE	tr|A0A2J8UVE5|A0A2J8UVE5_PONAB
OG0005445	sp|Q9JKC6|CEND_MOUSE	tr|H2NCC0|H2NCC0_PONAB
OG0005446	sp|Q9Z0D9|CX3C1_MOUSE	tr|A0A2J8WY76|A0A2J8WY76_PONAB
OG0005447	tr|A0A087WNQ7|A0A087WNQ7_MOUSE	tr|A0A8I5UH20|A0A8I5UH20_PONAB
OG0005448	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|H2NU89|H2NU89_PONAB
OG0005449	tr|A0A286YD60|A0A286YD60_MOUSE	tr|H2P4X2|H2P4X2_PONAB
OG0005450	tr|A0A571BEV2|A0A571BEV2_MOUSE	tr|A0A8I5YKV3|A0A8I5YKV3_PONAB
OG0005451	sp|A2A6C4|SPP2C_MOUSE	tr|H2NTP9|H2NTP9_PONAB
OG0005452	tr|B8JJ69|B8JJ69_MOUSE	tr|A0A8I5TSJ7|A0A8I5TSJ7_PONAB
OG0005453	tr|J3QQ27|J3QQ27_MOUSE	tr|H2P9P3|H2P9P3_PONAB
OG0005454	sp|O35684|NEUS_MOUSE	tr|A0A6D2Y0B6|A0A6D2Y0B6_PONAB
OG0005455	sp|O35936|ALOX8_MOUSE	tr|H2NSM2|H2NSM2_PONAB
OG0005456	sp|O88322|NID2_MOUSE	tr|H2NL88|H2NL88_PONAB
OG0005457	sp|P02816|PIP_MOUSE	tr|H2PNU9|H2PNU9_PONAB
OG0005458	sp|P09027|HXD3_MOUSE	tr|A0A2J8VR94|A0A2J8VR94_PONAB
OG0005459	sp|P0CG09|C2C4D_MOUSE	tr|K7EVH7|K7EVH7_PONAB
OG0005460	sp|P11942|CD3G_MOUSE	tr|H2NFG8|H2NFG8_PONAB
OG0005461	sp|P20357|MTAP2_MOUSE	tr|A0A8I5TWZ8|A0A8I5TWZ8_PONAB
OG0005462	sp|P20826|SCF_MOUSE	tr|A0A8I5U4L9|A0A8I5U4L9_PONAB
OG0005463	sp|P27786|CP17A_MOUSE	tr|H2NBG5|H2NBG5_PONAB
OG0005464	sp|P61809|CD5R1_MOUSE	tr|H2NTA8|H2NTA8_PONAB
OG0005465	sp|P62141|PP1B_MOUSE	sp|Q5R740|PP1B_PONAB
OG0005466	sp|P97499|TEP1_MOUSE	tr|H2NKH4|H2NKH4_PONAB
OG0005467	sp|P98078|DAB2_MOUSE	tr|H2PFE4|H2PFE4_PONAB
OG0005468	sp|Q3TX08|TRM1_MOUSE	tr|A0A6D2W0T7|A0A6D2W0T7_PONAB
OG0005469	sp|Q3U3T8|WDR62_MOUSE	tr|H2NYJ6|H2NYJ6_PONAB
OG0005470	sp|Q3UV48|LRC30_MOUSE	tr|H2NVW4|H2NVW4_PONAB
OG0005471	sp|Q60772|CDN2C_MOUSE	tr|A0A6D2X0L8|A0A6D2X0L8_PONAB
OG0005472	sp|Q61093|CY24B_MOUSE	tr|H2PVA4|H2PVA4_PONAB
OG0005473	sp|Q61161|M4K2_MOUSE	tr|H2NCY9|H2NCY9_PONAB
OG0005474	sp|Q62036|CP131_MOUSE	tr|H2NV07|H2NV07_PONAB
OG0005475	sp|Q6NWW9|FND3B_MOUSE	tr|A0A6D2WBP9|A0A6D2WBP9_PONAB
OG0005476	sp|Q6NZJ6|IF4G1_MOUSE	tr|A0A2J8WHA8|A0A2J8WHA8_PONAB
OG0005477	sp|Q6QLQ4|CLC7A_MOUSE	tr|A0A2J8RGQ5|A0A2J8RGQ5_PONAB
OG0005478	sp|Q6TDU8|DNAI7_MOUSE	tr|A0A8I5TZN5|A0A8I5TZN5_PONAB
OG0005479	sp|Q6TEK5|VKORL_MOUSE	tr|A0A8I5T932|A0A8I5T932_PONAB
OG0005480	sp|Q715T0|TXND3_MOUSE	tr|A0A2J8UNK1|A0A2J8UNK1_PONAB
OG0005481	tr|Q7M708|Q7M708_MOUSE	tr|H2NGL9|H2NGL9_PONAB
OG0005482	sp|Q80SU6|NPT2C_MOUSE	tr|A0A2J8RMF9|A0A2J8RMF9_PONAB
OG0005483	sp|Q80XH4|WSCD1_MOUSE	tr|A0A6D2WHJ5|A0A6D2WHJ5_PONAB
OG0005484	sp|Q80ZI1|TRNP1_MOUSE	tr|A0A8I5YMJ0|A0A8I5YMJ0_PONAB
OG0005485	sp|Q8BG81|PDIP3_MOUSE	tr|H2P4M7|H2P4M7_PONAB
OG0005486	sp|Q8BMS2|SPON2_MOUSE	tr|A0A6D2WQW6|A0A6D2WQW6_PONAB
OG0005487	sp|Q8BMU0|ZNF76_MOUSE	tr|H2PIS9|H2PIS9_PONAB
OG0005488	sp|Q8BQM4|HEAT3_MOUSE	tr|H2NQV0|H2NQV0_PONAB
OG0005489	sp|Q8C0I1|ADAS_MOUSE	tr|H2P7Z0|H2P7Z0_PONAB
OG0005490	sp|Q8CGA4|MTURN_MOUSE	tr|A0A8I5ULA3|A0A8I5ULA3_PONAB
OG0005491	sp|Q8HWB0|HMR1_MOUSE	sp|Q5RD09|HMR1_PONAB
OG0005492	sp|Q8VD66|ABHD4_MOUSE	tr|H2NKP7|H2NKP7_PONAB
OG0005493	sp|Q8VE94|F110C_MOUSE	tr|H2P734|H2P734_PONAB
OG0005494	sp|Q91YT2|RN185_MOUSE	sp|Q5RFK9|RN185_PONAB
OG0005495	sp|Q99LJ5|CKLF3_MOUSE	tr|A0A2J8VU94|A0A2J8VU94_PONAB
OG0005496	sp|Q9CQM2|ERD22_MOUSE	tr|H2PLF9|H2PLF9_PONAB
OG0005497	sp|Q9CRB9|MIC19_MOUSE	tr|A0A8I5TC58|A0A8I5TC58_PONAB
OG0005498	sp|Q9CXF0|KYNU_MOUSE	tr|A0A2J8V7S9|A0A2J8V7S9_PONAB
OG0005499	sp|Q9CZ09|MET18_MOUSE	tr|A0A6D2Y630|A0A6D2Y630_PONAB
OG0005500	sp|Q9D1L9|LTOR5_MOUSE	tr|A0A8I5TP82|A0A8I5TP82_PONAB
OG0005501	sp|Q9D979|CQ064_MOUSE	tr|H2NUD1|H2NUD1_PONAB
OG0005502	sp|Q9DA77|TEX29_MOUSE	tr|A0A8I5UA22|A0A8I5UA22_PONAB
OG0005503	sp|Q9DBC0|SELO_MOUSE	tr|H2P4V5|H2P4V5_PONAB
OG0005504	sp|Q9ER64|OSBL5_MOUSE	tr|H2NCI1|H2NCI1_PONAB
OG0005505	sp|Q9JJF6|EFCC1_MOUSE	tr|H2P9E3|H2P9E3_PONAB
OG0005506	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A8I5UAY3|A0A8I5UAY3_PONAB
OG0005507	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A2J8VAK9|A0A2J8VAK9_PONAB
OG0005508	sp|Q9R1Z7|PTPS_MOUSE	sp|Q5REZ5|PTPS_PONAB
OG0005509	sp|Q9WUE4|NPRL2_MOUSE	tr|H2PAN5|H2PAN5_PONAB
OG0005510	sp|Q9Z0F7|SYUG_MOUSE	tr|H2NAD4|H2NAD4_PONAB
OG0005511	sp|Q9Z1L4|XLRS1_MOUSE	tr|H2PV21|H2PV21_PONAB
OG0005512	tr|A0A087WSD2|A0A087WSD2_MOUSE	tr|A0A8I5T363|A0A8I5T363_PONAB
OG0005514	sp|A2RT62|FXL16_MOUSE	tr|H2NPL6|H2NPL6_PONAB
OG0005515	sp|A6H8H2|DEN4C_MOUSE	tr|A0A8I5UQW3|A0A8I5UQW3_PONAB
OG0005516	sp|E9Q4N7|ARI1B_MOUSE	tr|A0A8I5UDU5|A0A8I5UDU5_PONAB
OG0005517	tr|G3X943|G3X943_MOUSE	tr|H2NKJ1|H2NKJ1_PONAB
OG0005518	sp|O35188|X3CL1_MOUSE	tr|H2NR02|H2NR02_PONAB
OG0005519	sp|O35239|PTN9_MOUSE	tr|H2NNU4|H2NNU4_PONAB
OG0005520	sp|P10923|OSTP_MOUSE	tr|A0A8I5TWJ9|A0A8I5TWJ9_PONAB
OG0005521	sp|P35831|PTN12_MOUSE	tr|H2PN29|H2PN29_PONAB
OG0005522	sp|P47936|CNR2_MOUSE	tr|H2N8L2|H2N8L2_PONAB
OG0005523	sp|P53026|RL10A_MOUSE	tr|H2PIT3|H2PIT3_PONAB
OG0005524	sp|P56475|GBRR1_MOUSE	tr|A0A8I5TVW5|A0A8I5TVW5_PONAB
OG0005525	sp|P59823|IRPL1_MOUSE	tr|H2PV69|H2PV69_PONAB
OG0005526	sp|Q09PK2|APRV1_MOUSE	tr|H2P5Y1|H2P5Y1_PONAB
OG0005527	sp|Q3TLR7|DTL_MOUSE	tr|H2N3S3|H2N3S3_PONAB
OG0005528	sp|Q3TXX4|VGLU1_MOUSE	tr|H2NZM9|H2NZM9_PONAB
OG0005529	sp|Q5SYL3|K0100_MOUSE	tr|H2NT43|H2NT43_PONAB
OG0005530	sp|Q61527|ERBB4_MOUSE	tr|H2P8H3|H2P8H3_PONAB
OG0005531	sp|Q61581|IBP7_MOUSE	tr|A0A8I5T2P4|A0A8I5T2P4_PONAB
OG0005532	sp|Q64685|SIAT1_MOUSE	tr|A0A6D2Y1B9|A0A6D2Y1B9_PONAB
OG0005533	sp|Q64737|PUR2_MOUSE	tr|A0A2J8UL22|A0A2J8UL22_PONAB
OG0005534	sp|Q6AZB0|BOC_MOUSE	tr|H2P9Q2|H2P9Q2_PONAB
OG0005535	sp|Q6ZQK0|CNDD3_MOUSE	tr|A0A2J8WZ96|A0A2J8WZ96_PONAB
OG0005536	sp|Q80TF3|PCD19_MOUSE	tr|H2PW83|H2PW83_PONAB
OG0005537	sp|Q80V31|CE104_MOUSE	tr|H2N9C8|H2N9C8_PONAB
OG0005538	tr|Q80Y37|Q80Y37_MOUSE	tr|H2PX16|H2PX16_PONAB
OG0005539	sp|Q8BG92|CLVS2_MOUSE	tr|A0A8I5T124|A0A8I5T124_PONAB
OG0005540	sp|Q8BH97|RCN3_MOUSE	tr|H2NZN6|H2NZN6_PONAB
OG0005541	sp|Q8BN78|KAISO_MOUSE	tr|A0A6D2XPQ3|A0A6D2XPQ3_PONAB
OG0005542	sp|Q8BTM9|GRP4_MOUSE	tr|A0A2J8RE31|A0A2J8RE31_PONAB
OG0005543	sp|Q8BZ60|STON2_MOUSE	tr|A0A8I5TDD5|A0A8I5TDD5_PONAB
OG0005544	sp|Q8C1R3|CQ050_MOUSE	tr|A0A8I5UKW2|A0A8I5UKW2_PONAB
OG0005545	sp|Q8C569|F118B_MOUSE	tr|H2NFT8|H2NFT8_PONAB
OG0005546	sp|Q8C6B2|RTKN_MOUSE	tr|A0A2J8XBA9|A0A2J8XBA9_PONAB
OG0005547	sp|Q8CFG0|SULF2_MOUSE	tr|H2P279|H2P279_PONAB
OG0005548	sp|Q8CIS0|CAR11_MOUSE	tr|H2PLD1|H2PLD1_PONAB
OG0005549	sp|Q8CJF7|ELYS_MOUSE	tr|A0A8I5TUG5|A0A8I5TUG5_PONAB
OG0005550	sp|Q8K1S5|KLF11_MOUSE	tr|H2P6Z6|H2P6Z6_PONAB
OG0005551	sp|Q8K2P2|FA83A_MOUSE	tr|H2PR43|H2PR43_PONAB
OG0005552	sp|Q8K394|PLCL2_MOUSE	tr|H2PBD1|H2PBD1_PONAB
OG0005553	sp|Q8K4B0|MTA1_MOUSE	tr|A0A8I5TD92|A0A8I5TD92_PONAB
OG0005554	sp|Q8R0S4|CACB4_MOUSE	tr|A0A2J8V7C4|A0A2J8V7C4_PONAB
OG0005555	tr|Q8VGJ8|Q8VGJ8_MOUSE	tr|H2PTB1|H2PTB1_PONAB
OG0005556	sp|Q91XD6|VPS36_MOUSE	tr|A0A8I5U135|A0A8I5U135_PONAB
OG0005557	tr|Q91XF2|Q91XF2_MOUSE	tr|H2NSC1|H2NSC1_PONAB
OG0005558	sp|Q91YD3|DCP1A_MOUSE	tr|H2PAH6|H2PAH6_PONAB
OG0005559	sp|Q922K7|NOP2_MOUSE	tr|A0A2J8TBC1|A0A2J8TBC1_PONAB
OG0005560	sp|Q99L28|RLP24_MOUSE	sp|Q5RF04|RLP24_PONAB
OG0005561	sp|Q9D1R9|RL34_MOUSE	tr|H2PE31|H2PE31_PONAB
OG0005562	sp|Q9ET38|CLD19_MOUSE	tr|H2N7R9|H2N7R9_PONAB
OG0005563	sp|Q9ET39|SLAF6_MOUSE	tr|H2N540|H2N540_PONAB
OG0005564	sp|Q9JK91|MLH1_MOUSE	tr|H2PB68|H2PB68_PONAB
OG0005565	sp|Q9JLY7|DUS14_MOUSE	tr|A0A2J8RCF2|A0A2J8RCF2_PONAB
OG0005566	sp|Q9R0T8|IKKE_MOUSE	tr|A0A8I5TFH8|A0A8I5TFH8_PONAB
OG0005567	sp|Q9Z351|KCNQ2_MOUSE	tr|A0A8I5TQ37|A0A8I5TQ37_PONAB
OG0005568	sp|A2AP18|PLCH2_MOUSE	tr|H2N9E7|H2N9E7_PONAB
OG0005569	sp|B1AZP2|DLGP4_MOUSE	tr|A0A2J8VJG3|A0A2J8VJG3_PONAB
OG0005570	sp|B2B9E1|TRIQK_MOUSE	sp|Q5RDR6|TRIQK_PONAB
OG0005571	sp|D3Z4R1|HFM1_MOUSE	tr|H2N6T1|H2N6T1_PONAB
OG0005572	tr|F6ZIS7|F6ZIS7_MOUSE	tr|H2PBV2|H2PBV2_PONAB
OG0005573	sp|O54951|SEM6B_MOUSE	tr|H2NX35|H2NX35_PONAB
OG0005574	sp|P05125|ANF_MOUSE	tr|H2N930|H2N930_PONAB
OG0005575	sp|P22361|HNF1A_MOUSE	tr|A0A8I5U8U1|A0A8I5U8U1_PONAB
OG0005576	sp|P42082|CD86_MOUSE	tr|H2P9K6|H2P9K6_PONAB
OG0005577	sp|P56476|GBRR2_MOUSE	tr|H2PJT2|H2PJT2_PONAB
OG0005578	sp|P58064|RT06_MOUSE	tr|A0A8I5TV98|A0A8I5TV98_PONAB
OG0005579	sp|Q00651|ITA4_MOUSE	tr|H2P811|H2P811_PONAB
OG0005580	sp|Q03059|CLAT_MOUSE	tr|H2NAC1|H2NAC1_PONAB
OG0005581	sp|Q08481|PECA1_MOUSE	tr|H2NUG3|H2NUG3_PONAB
OG0005582	sp|Q0MW30|NEU1B_MOUSE	tr|H2PHD5|H2PHD5_PONAB
OG0005583	sp|Q14DK5|HIPL1_MOUSE	tr|A0A8I5U7I6|A0A8I5U7I6_PONAB
OG0005584	sp|Q2HJ10|ZNT2_MOUSE	tr|H2N8H2|H2N8H2_PONAB
OG0005585	sp|Q2QI47|USH2A_MOUSE	tr|A0A8I5TLL9|A0A8I5TLL9_PONAB
OG0005586	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A8I5TZ01|A0A8I5TZ01_PONAB
OG0005587	sp|Q5RJH2|MCTP2_MOUSE	tr|H2NP92|H2NP92_PONAB
OG0005588	sp|Q5SX19|PIGL_MOUSE	tr|H2NSU8|H2NSU8_PONAB
OG0005589	sp|Q5U465|CC125_MOUSE	tr|H2PFR5|H2PFR5_PONAB
OG0005590	sp|Q5XJY5|COPD_MOUSE	sp|Q5RA77|COPD_PONAB
OG0005591	sp|Q60749|KHDR1_MOUSE	tr|H2N863|H2N863_PONAB
OG0005592	sp|Q62018|CTR9_MOUSE	tr|H2NE37|H2NE37_PONAB
OG0005593	sp|Q6PGF2|MORN4_MOUSE	sp|Q5R578|MORN4_PONAB
OG0005594	sp|Q6RUT7|CSMT1_MOUSE	sp|Q5RFR4|CSMT1_PONAB
OG0005595	sp|Q7TNB8|SBNO2_MOUSE	tr|H2NWS8|H2NWS8_PONAB
OG0005596	sp|Q7TS75|AMER1_MOUSE	tr|H2PVU5|H2PVU5_PONAB
OG0005597	sp|Q80UF4|SDCG8_MOUSE	tr|H2N391|H2N391_PONAB
