Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0007506	sp|Q80TL0|PPM1E_MOUSE	tr|A0A2K5ZXV3|A0A2K5ZXV3_MANLE
OG0007507	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A2K5ZZ68|A0A2K5ZZ68_MANLE
OG0007508	sp|Q6PGA0|RCOR3_MOUSE	tr|A0A2K6A0V4|A0A2K6A0V4_MANLE
OG0007509	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A2K6A186|A0A2K6A186_MANLE
OG0007510	sp|Q99KG7|HPS4_MOUSE	tr|A0A2K6A4B0|A0A2K6A4B0_MANLE
OG0007511	sp|P31996|CD68_MOUSE	tr|A0A2K6A990|A0A2K6A990_MANLE
OG0007512	tr|E0CX23|E0CX23_MOUSE	tr|A0A2K6AA08|A0A2K6AA08_MANLE
OG0007513	sp|Q9JHH5|CXL11_MOUSE	tr|A0A2K6AE65|A0A2K6AE65_MANLE
OG0007514	sp|Q8CHK2|REL3_MOUSE	tr|A0A2K6AFJ9|A0A2K6AFJ9_MANLE
OG0007515	sp|Q07104|GDF3_MOUSE	tr|A0A2K6AKP9|A0A2K6AKP9_MANLE
OG0007516	sp|Q8CGZ0|CHERP_MOUSE	tr|A0A2K6AKV3|A0A2K6AKV3_MANLE
OG0007517	sp|Q9DD02|HIKES_MOUSE	tr|A0A2K5XE84|A0A2K5XE84_MANLE
OG0007518	sp|Q9WVL2|STAT2_MOUSE	tr|A0A2K5XHL6|A0A2K5XHL6_MANLE
OG0007519	sp|Q9CZD0|MMAC_MOUSE	tr|A0A2K5XL27|A0A2K5XL27_MANLE
OG0007520	sp|P54818|GALC_MOUSE	tr|A0A2K5XQJ8|A0A2K5XQJ8_MANLE
OG0007521	tr|A0A087WNQ7|A0A087WNQ7_MOUSE	tr|A0A2K5XRM3|A0A2K5XRM3_MANLE
OG0007522	sp|Q6RKD8|FLRT1_MOUSE	tr|A0A2K5XU37|A0A2K5XU37_MANLE
OG0007523	sp|Q6NSW3|SPKAP_MOUSE	tr|A0A2K5XUI0|A0A2K5XUI0_MANLE
OG0007524	sp|Q8K2P1|LUR1L_MOUSE	tr|A0A2K5XUX3|A0A2K5XUX3_MANLE
OG0007525	sp|Q91VP7|TM101_MOUSE	tr|A0A2K5XVB8|A0A2K5XVB8_MANLE
OG0007526	sp|J3QM76|CC179_MOUSE	tr|A0A2K5XVG8|A0A2K5XVG8_MANLE
OG0007527	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A2K5XVX5|A0A2K5XVX5_MANLE
OG0007528	sp|Q9D2Y4|MLKL_MOUSE	tr|A0A2K5XWT1|A0A2K5XWT1_MANLE
OG0007529	sp|Q9CRA5|GOLP3_MOUSE	tr|A0A2K5XZB8|A0A2K5XZB8_MANLE
OG0007530	sp|Q8JZR4|EAA5_MOUSE	tr|A0A2K5XZR3|A0A2K5XZR3_MANLE
OG0007531	sp|Q8VIG6|TRAIP_MOUSE	tr|A0A2K5Y7H1|A0A2K5Y7H1_MANLE
OG0007532	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A2K5Y8J1|A0A2K5Y8J1_MANLE
OG0007533	sp|Q9JJG6|TMM47_MOUSE	tr|A0A2K5YAS1|A0A2K5YAS1_MANLE
OG0007534	sp|Q920L5|ELOV6_MOUSE	tr|A0A2K5YCX4|A0A2K5YCX4_MANLE
OG0007535	sp|Q810I0|VP37D_MOUSE	tr|A0A2K5YDT1|A0A2K5YDT1_MANLE
OG0007536	sp|Q91WG7|DGKG_MOUSE	tr|A0A2K5YEV5|A0A2K5YEV5_MANLE
OG0007537	sp|Q3V125|CC110_MOUSE	tr|A0A2K5YFS1|A0A2K5YFS1_MANLE
OG0007538	sp|Q9D125|RT25_MOUSE	tr|A0A2K5YH08|A0A2K5YH08_MANLE
OG0007539	sp|Q6NXH8|MET25_MOUSE	tr|A0A2K5YHY0|A0A2K5YHY0_MANLE
OG0007540	sp|Q80Z71|TENN_MOUSE	tr|A0A2K5YIQ6|A0A2K5YIQ6_MANLE
OG0007541	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A2K5YL77|A0A2K5YL77_MANLE
OG0007542	sp|D3Z690|IZUM4_MOUSE	tr|A0A2K5YN40|A0A2K5YN40_MANLE
OG0007543	sp|Q9R0N7|SYT7_MOUSE	tr|A0A2K5YPR0|A0A2K5YPR0_MANLE
OG0007544	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A2K5YQM3|A0A2K5YQM3_MANLE
OG0007545	sp|Q61727|I10R1_MOUSE	tr|A0A2K5YR83|A0A2K5YR83_MANLE
OG0007546	sp|Q9ESL8|FGF16_MOUSE	tr|A0A2K5YS98|A0A2K5YS98_MANLE
OG0007547	sp|Q5ND52|MRM3_MOUSE	tr|A0A2K5YXB0|A0A2K5YXB0_MANLE
OG0007548	sp|Q6XBJ3|ONEC2_MOUSE	tr|A0A2K5YXB6|A0A2K5YXB6_MANLE
OG0007549	sp|Q9WVR4|FXR2_MOUSE	tr|A0A2K5Z013|A0A2K5Z013_MANLE
OG0007550	sp|Q9JLR9|HIG1A_MOUSE	tr|A0A2K5Z0S7|A0A2K5Z0S7_MANLE
OG0007551	sp|Q9CQL2|CCER1_MOUSE	tr|A0A2K5Z1Y3|A0A2K5Z1Y3_MANLE
OG0007552	sp|Q80UZ0|FGD5_MOUSE	tr|A0A2K5Z5S5|A0A2K5Z5S5_MANLE
OG0007553	sp|Q0GNC1|INF2_MOUSE	tr|A0A2K5Z7X8|A0A2K5Z7X8_MANLE
OG0007554	sp|Q3UHD6|SNX27_MOUSE	tr|A0A2K5ZBL9|A0A2K5ZBL9_MANLE
OG0007555	sp|P62320|SMD3_MOUSE	tr|A0A2K5ZFW2|A0A2K5ZFW2_MANLE
OG0007556	sp|Q62371|DDR2_MOUSE	tr|A0A2K5ZIB3|A0A2K5ZIB3_MANLE
OG0007557	sp|B2RXC1|TPC11_MOUSE	tr|A0A2K5ZKD9|A0A2K5ZKD9_MANLE
OG0007558	sp|Q9WVK8|CP46A_MOUSE	tr|A0A2K5ZKG6|A0A2K5ZKG6_MANLE
OG0007559	sp|P35329|CD22_MOUSE	tr|A0A2K5ZM75|A0A2K5ZM75_MANLE
OG0007560	sp|Q8VHI7|DRC2_MOUSE	tr|A0A2K5ZPZ2|A0A2K5ZPZ2_MANLE
OG0007561	sp|Q56A06|TMTC2_MOUSE	tr|A0A2K5ZQM1|A0A2K5ZQM1_MANLE
OG0007562	sp|A2AVR2|MROH7_MOUSE	tr|A0A2K5ZT08|A0A2K5ZT08_MANLE
OG0007563	sp|Q6PD19|ARMD3_MOUSE	tr|A0A2K5ZWT3|A0A2K5ZWT3_MANLE
OG0007564	sp|Q923D3|PARM1_MOUSE	tr|A0A2K5ZXJ1|A0A2K5ZXJ1_MANLE
OG0007565	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A2K5ZXR2|A0A2K5ZXR2_MANLE
OG0007566	sp|Q9EQ15|GNB1L_MOUSE	tr|A0A2K6A0I2|A0A2K6A0I2_MANLE
OG0007567	sp|Q9CQS2|NOP10_MOUSE	tr|A0A2K6A0I8|A0A2K6A0I8_MANLE
OG0007568	sp|Q9CQS8|SC61B_MOUSE	tr|A0A2K6A310|A0A2K6A310_MANLE
OG0007569	sp|Q9QUT0|RHAG_MOUSE	tr|A0A2K6A333|A0A2K6A333_MANLE
OG0007570	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A2K6A4H2|A0A2K6A4H2_MANLE
OG0007571	sp|Q8K3I4|MYRIP_MOUSE	tr|A0A2K6A4T1|A0A2K6A4T1_MANLE
OG0007572	sp|Q9CQY2|RAMAC_MOUSE	tr|A0A2K6A611|A0A2K6A611_MANLE
OG0007573	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A2K6A624|A0A2K6A624_MANLE
OG0007574	sp|Q924S9|DSCR6_MOUSE	tr|A0A2K6ACZ8|A0A2K6ACZ8_MANLE
OG0007575	sp|Q8BJU0|SGTA_MOUSE	tr|A0A2K6ADM3|A0A2K6ADM3_MANLE
OG0007576	sp|Q9CQS6|GKN2_MOUSE	tr|A0A2K6AEM2|A0A2K6AEM2_MANLE
OG0007577	sp|O35714|TNR18_MOUSE	tr|A0A2K6AFQ0|A0A2K6AFQ0_MANLE
OG0007578	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A2K6AH29|A0A2K6AH29_MANLE
OG0007579	sp|Q9Z239|PLM_MOUSE	tr|A0A2K6AJT1|A0A2K6AJT1_MANLE
OG0007580	sp|P03921|NU5M_MOUSE	tr|A0A0S1RVI2|A0A0S1RVI2_MANLE
OG0007581	sp|Q14B80|KCNC2_MOUSE	tr|A0A2K5XC15|A0A2K5XC15_MANLE
OG0007582	sp|Q8K0C5|ZG16_MOUSE	tr|A0A2K5XGY1|A0A2K5XGY1_MANLE
OG0007583	tr|G3X9F6|G3X9F6_MOUSE	tr|A0A2K5XHZ5|A0A2K5XHZ5_MANLE
OG0007584	tr|A0A1B0GT27|A0A1B0GT27_MOUSE	tr|A0A2K5XIE6|A0A2K5XIE6_MANLE
OG0007585	sp|Q9QXK2|RAD18_MOUSE	tr|A0A2K5XJ47|A0A2K5XJ47_MANLE
OG0007586	sp|Q91W29|COX42_MOUSE	tr|A0A2K5XMH8|A0A2K5XMH8_MANLE
OG0007587	sp|Q8BTN6|LENG9_MOUSE	tr|A0A2K5XNA9|A0A2K5XNA9_MANLE
OG0007588	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A2K5XQ14|A0A2K5XQ14_MANLE
OG0007589	sp|P35821|PTN1_MOUSE	tr|A0A2K5XS65|A0A2K5XS65_MANLE
OG0007590	sp|Q8BLU0|FLRT2_MOUSE	tr|A0A2K5XT54|A0A2K5XT54_MANLE
OG0007591	sp|P27782|LEF1_MOUSE	tr|A0A2K5XU45|A0A2K5XU45_MANLE
OG0007592	sp|E9Q649|GCNT4_MOUSE	tr|A0A2K5XU84|A0A2K5XU84_MANLE
OG0007593	sp|P97384|ANX11_MOUSE	tr|A0A2K5XUG5|A0A2K5XUG5_MANLE
OG0007594	sp|Q9D172|GAL3A_MOUSE	tr|A0A2K5XUV8|A0A2K5XUV8_MANLE
OG0007595	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A2K5XVK9|A0A2K5XVK9_MANLE
OG0007596	sp|Q3URY6|ARMC2_MOUSE	tr|A0A2K5Y0E1|A0A2K5Y0E1_MANLE
OG0007597	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A2K5Y0V8|A0A2K5Y0V8_MANLE
OG0007598	sp|Q6AW69|CGNL1_MOUSE	tr|A0A2K5Y111|A0A2K5Y111_MANLE
OG0007599	sp|Q8BXA0|LRFN5_MOUSE	tr|A0A2K5Y316|A0A2K5Y316_MANLE
OG0007600	sp|Q9D0D5|T2EA_MOUSE	tr|A0A2K5Y4I0|A0A2K5Y4I0_MANLE
OG0007601	sp|Q9JK88|SPI2_MOUSE	tr|A0A2K5Y5U8|A0A2K5Y5U8_MANLE
OG0007602	sp|P27512|TNR5_MOUSE	tr|A0A2K5Y6E3|A0A2K5Y6E3_MANLE
OG0007603	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A2K5Y6V0|A0A2K5Y6V0_MANLE
OG0007604	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A2K5Y7U4|A0A2K5Y7U4_MANLE
OG0007605	sp|Q9QXU7|PROK2_MOUSE	tr|A0A2K5Y8I0|A0A2K5Y8I0_MANLE
OG0007606	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A2K5Y9I7|A0A2K5Y9I7_MANLE
OG0007607	sp|Q8BGX7|SPIDR_MOUSE	tr|A0A2K5Y9Y6|A0A2K5Y9Y6_MANLE
OG0007608	sp|Q8BUH8|SENP7_MOUSE	tr|A0A2K5YA50|A0A2K5YA50_MANLE
OG0007609	sp|Q52KF3|SPIR1_MOUSE	tr|A0A2K5YG06|A0A2K5YG06_MANLE
OG0007610	sp|Q9D534|ZC21B_MOUSE	tr|A0A2K5YMN0|A0A2K5YMN0_MANLE
OG0007611	sp|Q3U4B4|LIPN_MOUSE	tr|A0A2K5YN50|A0A2K5YN50_MANLE
OG0007612	sp|P09240|CCKN_MOUSE	tr|A0A2K5YNR0|A0A2K5YNR0_MANLE
OG0007613	sp|Q69ZM6|STK36_MOUSE	tr|A0A2K5YUA2|A0A2K5YUA2_MANLE
OG0007614	sp|Q7TQF2|FBX10_MOUSE	tr|A0A2K5YWG2|A0A2K5YWG2_MANLE
OG0007615	sp|P35639|DDIT3_MOUSE	tr|A0A2K5YXE5|A0A2K5YXE5_MANLE
OG0007616	sp|Q8R3Q0|SARAF_MOUSE	tr|A0A2K5Z020|A0A2K5Z020_MANLE
OG0007617	tr|F8VPK0|F8VPK0_MOUSE	tr|A0A2K5Z6C4|A0A2K5Z6C4_MANLE
OG0007618	sp|Q9D4V6|TO20L_MOUSE	tr|A0A2K5Z9K7|A0A2K5Z9K7_MANLE
OG0007619	sp|Q9CQ26|STABP_MOUSE	tr|A0A2K5ZD20|A0A2K5ZD20_MANLE
OG0007620	sp|Q9DAP7|ASF1B_MOUSE	tr|A0A2K5ZDW0|A0A2K5ZDW0_MANLE
OG0007621	sp|Q9D7R2|PMEPA_MOUSE	tr|A0A2K5ZFD3|A0A2K5ZFD3_MANLE
OG0007622	sp|Q5DTN8|JKIP3_MOUSE	tr|A0A2K5ZJV3|A0A2K5ZJV3_MANLE
OG0007623	sp|Q91WD5|NDUS2_MOUSE	tr|A0A2K5ZLM0|A0A2K5ZLM0_MANLE
OG0007624	sp|Q8VHP9|ASB17_MOUSE	tr|A0A2K5ZLN9|A0A2K5ZLN9_MANLE
OG0007625	sp|Q9D869|CHP2_MOUSE	tr|A0A2K5ZM00|A0A2K5ZM00_MANLE
OG0007626	sp|Q99MW1|STK31_MOUSE	tr|A0A2K5ZPA3|A0A2K5ZPA3_MANLE
OG0007627	sp|Q8BWY7|S39AB_MOUSE	tr|A0A2K5ZPZ3|A0A2K5ZPZ3_MANLE
OG0007628	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A2K5ZRW7|A0A2K5ZRW7_MANLE
OG0007629	sp|Q91ZD6|EAF2_MOUSE	tr|A0A2K5ZT94|A0A2K5ZT94_MANLE
OG0007630	sp|Q61190|I10R2_MOUSE	tr|A0A2K5ZX44|A0A2K5ZX44_MANLE
OG0007631	sp|P31230|AIMP1_MOUSE	tr|A0A2K5ZYP5|A0A2K5ZYP5_MANLE
OG0007632	sp|Q8VDV0|ITGBL_MOUSE	tr|A0A2K6A071|A0A2K6A071_MANLE
OG0007633	sp|Q8K0C8|COX19_MOUSE	tr|A0A2K6A420|A0A2K6A420_MANLE
OG0007634	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A2K6A7B5|A0A2K6A7B5_MANLE
OG0007635	sp|Q8VBW8|TTC36_MOUSE	tr|A0A2K6AAM5|A0A2K6AAM5_MANLE
OG0007636	sp|Q61361|PGCB_MOUSE	tr|A0A2K6AL22|A0A2K6AL22_MANLE
OG0007637	sp|Q60750|EPHA1_MOUSE	tr|A0A2K6ALF5|A0A2K6ALF5_MANLE
OG0007638	sp|P97926|OXYR_MOUSE	tr|A0A2K5XAK6|A0A2K5XAK6_MANLE
OG0007639	sp|P10629|HXC6_MOUSE	tr|A0A2K5XCH5|A0A2K5XCH5_MANLE
OG0007640	sp|Q8BI55|DYRK4_MOUSE	tr|A0A2K5XCV9|A0A2K5XCV9_MANLE
OG0007641	tr|E9Q6R1|E9Q6R1_MOUSE	tr|A0A2K5XDS8|A0A2K5XDS8_MANLE
OG0007642	sp|B1AXP6|TOM5_MOUSE	tr|A0A2K5XDV2|A0A2K5XDV2_MANLE
OG0007643	sp|Q9D7F7|CHM4C_MOUSE	tr|A0A2K5XFT1|A0A2K5XFT1_MANLE
OG0007644	sp|Q9D844|DNJC4_MOUSE	tr|A0A2K5XGL2|A0A2K5XGL2_MANLE
OG0007645	sp|A2AGA4|RHBL2_MOUSE	tr|A0A2K5XGT6|A0A2K5XGT6_MANLE
OG0007646	sp|Q9CYC5|DSN1_MOUSE	tr|A0A2K5XKQ9|A0A2K5XKQ9_MANLE
OG0007647	sp|Q9JM99|PRG4_MOUSE	tr|A0A2K5XMM8|A0A2K5XMM8_MANLE
OG0007649	sp|Q80UW2|FBX2_MOUSE	tr|A0A2K5XQB1|A0A2K5XQB1_MANLE
OG0007650	sp|Q9QZU9|UB2L6_MOUSE	tr|A0A2K5XSE6|A0A2K5XSE6_MANLE
OG0007651	sp|Q566J8|COQ8B_MOUSE	tr|A0A2K5XSF6|A0A2K5XSF6_MANLE
OG0007652	sp|D3Z4R1|HFM1_MOUSE	tr|A0A2K5XV22|A0A2K5XV22_MANLE
OG0007653	sp|Q6NXI8|CXXC4_MOUSE	tr|A0A2K5XVV2|A0A2K5XVV2_MANLE
OG0007654	sp|Q8K0W3|RN208_MOUSE	tr|A0A2K5XW21|A0A2K5XW21_MANLE
OG0007655	sp|O70496|CLCN7_MOUSE	tr|A0A2K5XWE5|A0A2K5XWE5_MANLE
OG0007656	sp|Q61711|SIAL_MOUSE	tr|A0A2K5XXV8|A0A2K5XXV8_MANLE
OG0007657	sp|Q9WV52|PLEK2_MOUSE	tr|A0A2K5XY84|A0A2K5XY84_MANLE
OG0007658	sp|Q3TAA7|S11IP_MOUSE	tr|A0A2K5XZ61|A0A2K5XZ61_MANLE
OG0007659	sp|Q2MHN3|ZFHX2_MOUSE	tr|A0A2K5Y0F7|A0A2K5Y0F7_MANLE
OG0007660	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A2K5Y1C4|A0A2K5Y1C4_MANLE
OG0007661	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A2K5Y3L0|A0A2K5Y3L0_MANLE
OG0007662	sp|Q8C5K5|CX038_MOUSE	tr|A0A2K5Y3Y8|A0A2K5Y3Y8_MANLE
OG0007663	sp|Q8R3I3|COG6_MOUSE	tr|A0A2K5Y7P9|A0A2K5Y7P9_MANLE
OG0007664	sp|Q99MR1|GGYF1_MOUSE	tr|A0A2K5YB97|A0A2K5YB97_MANLE
OG0007665	sp|Q6PE87|CF206_MOUSE	tr|A0A2K5YC74|A0A2K5YC74_MANLE
OG0007666	sp|O08915|AIP_MOUSE	tr|A0A2K5YFY5|A0A2K5YFY5_MANLE
OG0007667	sp|Q64519|SDC3_MOUSE	tr|A0A2K5YLD8|A0A2K5YLD8_MANLE
OG0007668	sp|Q9D8T4|TV23B_MOUSE	tr|A0A2K5YMQ9|A0A2K5YMQ9_MANLE
OG0007669	sp|Q0VDQ9|FEZF1_MOUSE	tr|A0A2K5YWS7|A0A2K5YWS7_MANLE
OG0007670	sp|P97952|SCN1B_MOUSE	tr|A0A2K5YZB4|A0A2K5YZB4_MANLE
OG0007671	sp|E9Q876|ABCAC_MOUSE	tr|A0A2K5Z0R5|A0A2K5Z0R5_MANLE
OG0007672	sp|Q8BM89|ARSJ_MOUSE	tr|A0A2K5Z1B2|A0A2K5Z1B2_MANLE
OG0007673	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A2K5Z295|A0A2K5Z295_MANLE
OG0007674	sp|Q3UDF0|GTR6_MOUSE	tr|A0A2K5Z3S1|A0A2K5Z3S1_MANLE
OG0007675	sp|Q924C1|XPO5_MOUSE	tr|A0A2K5Z5C6|A0A2K5Z5C6_MANLE
OG0007676	sp|Q9WUN2|TBK1_MOUSE	tr|A0A2K5Z5D5|A0A2K5Z5D5_MANLE
OG0007677	sp|O08850|RGS5_MOUSE	tr|A0A2K5Z722|A0A2K5Z722_MANLE
OG0007678	sp|Q8K4B4|IL23R_MOUSE	tr|A0A2K5Z7E5|A0A2K5Z7E5_MANLE
OG0007679	sp|Q3U034|METL4_MOUSE	tr|A0A2K5ZBA1|A0A2K5ZBA1_MANLE
OG0007680	sp|P49586|PCY1A_MOUSE	tr|A0A2K5ZCW3|A0A2K5ZCW3_MANLE
OG0007681	sp|P97762|RP9_MOUSE	tr|A0A2K5ZD78|A0A2K5ZD78_MANLE
OG0007682	sp|A0A0A6YY25|BTBDI_MOUSE	tr|A0A2K5ZFI8|A0A2K5ZFI8_MANLE
OG0007683	sp|Q6WQJ1|DGLA_MOUSE	tr|A0A2K5ZJ87|A0A2K5ZJ87_MANLE
OG0007684	sp|Q9D8I2|P2Y13_MOUSE	tr|A0A2K5ZJZ5|A0A2K5ZJZ5_MANLE
OG0007685	sp|Q62348|TSN_MOUSE	tr|A0A2K5ZM33|A0A2K5ZM33_MANLE
OG0007686	sp|Q99M15|PPIP2_MOUSE	tr|A0A2K5ZPB3|A0A2K5ZPB3_MANLE
OG0007687	sp|O08664|BCL7C_MOUSE	tr|A0A2K5ZTR8|A0A2K5ZTR8_MANLE
OG0007688	sp|Q8BVN3|CTSR4_MOUSE	tr|A0A2K6A2A0|A0A2K6A2A0_MANLE
OG0007689	sp|Q6NVF4|HELB_MOUSE	tr|A0A2K6A6M3|A0A2K6A6M3_MANLE
OG0007690	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A2K6A9R8|A0A2K6A9R8_MANLE
OG0007691	sp|Q99P91|GPNMB_MOUSE	tr|A0A2K6AAF5|A0A2K6AAF5_MANLE
OG0007692	sp|Q3URS9|MITOK_MOUSE	tr|A0A2K6ADL3|A0A2K6ADL3_MANLE
OG0007693	sp|P17564|PR15A_MOUSE	tr|A0A2K6AFC3|A0A2K6AFC3_MANLE
OG0007694	sp|Q920B9|SP16H_MOUSE	tr|A0A2K6AGH7|A0A2K6AGH7_MANLE
OG0007695	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A2K6AKP4|A0A2K6AKP4_MANLE
OG0007696	tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A2K5XB70|A0A2K5XB70_MANLE
OG0007697	sp|Q91YK8|LYPD3_MOUSE	tr|A0A2K5XF33|A0A2K5XF33_MANLE
OG0007698	sp|Q8BGU5|CCNY_MOUSE	tr|A0A2K5XFW4|A0A2K5XFW4_MANLE
OG0007699	sp|Q8VDK3|ELF5_MOUSE	tr|A0A2K5XHJ4|A0A2K5XHJ4_MANLE
OG0007700	sp|Q80X50|UBP2L_MOUSE	tr|A0A2K5XI46|A0A2K5XI46_MANLE
OG0007701	sp|Q8C353|TM252_MOUSE	tr|A0A2K5XJC0|A0A2K5XJC0_MANLE
OG0007702	sp|G5E861|SCLT1_MOUSE	tr|A0A2K5XNH7|A0A2K5XNH7_MANLE
OG0007703	sp|Q9CY52|THG1_MOUSE	tr|A0A2K5XR85|A0A2K5XR85_MANLE
OG0007704	sp|P56960|EXOSX_MOUSE	tr|A0A2K5XRN8|A0A2K5XRN8_MANLE
OG0007705	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A2K5XU48|A0A2K5XU48_MANLE
OG0007706	sp|Q8R0J4|TM134_MOUSE	tr|A0A2K5XUM2|A0A2K5XUM2_MANLE
OG0007707	sp|Q6Y4S4|KISS1_MOUSE	tr|A0A2K5XVN6|A0A2K5XVN6_MANLE
OG0007708	sp|Q8BM54|MYLIP_MOUSE	tr|A0A2K5XX19|A0A2K5XX19_MANLE
OG0007709	sp|Q80XN0|BDH_MOUSE	tr|A0A2K5Y0P5|A0A2K5Y0P5_MANLE
OG0007710	sp|Q8BGP5|TM127_MOUSE	tr|A0A2K5Y222|A0A2K5Y222_MANLE
OG0007711	sp|O35600|ABCA4_MOUSE	tr|A0A2K5Y639|A0A2K5Y639_MANLE
OG0007712	sp|Q8BH18|TM117_MOUSE	tr|A0A2K5Y648|A0A2K5Y648_MANLE
OG0007713	sp|Q8K0E3|SC5AB_MOUSE	tr|A0A2K5Y975|A0A2K5Y975_MANLE
OG0007714	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A2K5YC93|A0A2K5YC93_MANLE
OG0007715	sp|P56394|COX17_MOUSE	tr|A0A2K5YFM8|A0A2K5YFM8_MANLE
OG0007717	sp|D3YZP9|CCDC6_MOUSE	tr|A0A2K5YGJ2|A0A2K5YGJ2_MANLE
OG0007718	sp|Q8CHR6|DPYD_MOUSE	tr|A0A2K5YJ87|A0A2K5YJ87_MANLE
OG0007719	sp|Q9CQ46|DRC8_MOUSE	tr|A0A2K5YJW5|A0A2K5YJW5_MANLE
OG0007720	sp|Q6PFR5|TRA2A_MOUSE	tr|A0A2K5YK21|A0A2K5YK21_MANLE
OG0007721	sp|O09112|DUS8_MOUSE	tr|A0A2K5YLN2|A0A2K5YLN2_MANLE
OG0007722	sp|Q24JP3|F178B_MOUSE	tr|A0A2K5YPH4|A0A2K5YPH4_MANLE
OG0007723	sp|Q8K2Q0|COMD9_MOUSE	tr|A0A2K5YR49|A0A2K5YR49_MANLE
OG0007724	sp|Q99M54|CDCA3_MOUSE	tr|A0A2K5YVZ7|A0A2K5YVZ7_MANLE
OG0007725	sp|P62743|AP2S1_MOUSE	tr|A0A2K5YWU0|A0A2K5YWU0_MANLE
OG0007726	sp|Q91WV7|SLC31_MOUSE	tr|A0A2K5YWV8|A0A2K5YWV8_MANLE
OG0007727	sp|Q5SYL1|KS6R_MOUSE	tr|A0A2K5YY34|A0A2K5YY34_MANLE
OG0007728	sp|Q9JI59|JAM2_MOUSE	tr|A0A2K5YYP4|A0A2K5YYP4_MANLE
OG0007729	sp|Q8R3C6|RBM19_MOUSE	tr|A0A2K5YYY4|A0A2K5YYY4_MANLE
OG0007730	sp|Q7TN84|SYT14_MOUSE	tr|A0A2K5Z0Y1|A0A2K5Z0Y1_MANLE
OG0007731	sp|Q8K2C6|SIR5_MOUSE	tr|A0A2K5Z885|A0A2K5Z885_MANLE
OG0007732	sp|Q61133|GSTT2_MOUSE	tr|A0A2K5Z8K4|A0A2K5Z8K4_MANLE
OG0007733	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A2K5ZD49|A0A2K5ZD49_MANLE
OG0007734	sp|Q8C6E0|CFA36_MOUSE	tr|A0A2K5ZEN1|A0A2K5ZEN1_MANLE
OG0007735	sp|O55208|FIGLA_MOUSE	tr|A0A2K5ZES2|A0A2K5ZES2_MANLE
OG0007736	sp|Q8VI24|SATB2_MOUSE	tr|A0A2K5ZFE3|A0A2K5ZFE3_MANLE
OG0007737	sp|P55065|PLTP_MOUSE	tr|A0A2K5ZFH1|A0A2K5ZFH1_MANLE
OG0007738	sp|Q80W54|FACE1_MOUSE	tr|A0A2K5ZGS3|A0A2K5ZGS3_MANLE
OG0007739	sp|Q8R010|AIMP2_MOUSE	tr|A0A2K5ZGT4|A0A2K5ZGT4_MANLE
OG0007740	sp|Q6P5F7|TTYH3_MOUSE	tr|A0A2K5ZI38|A0A2K5ZI38_MANLE
OG0007741	sp|Q62231|SIX1_MOUSE	tr|A0A2K5ZMB9|A0A2K5ZMB9_MANLE
OG0007742	sp|D3YYM0|OVOL3_MOUSE	tr|A0A2K5ZNA8|A0A2K5ZNA8_MANLE
OG0007743	sp|Q6SJE0|GFRAL_MOUSE	tr|A0A2K5ZPP7|A0A2K5ZPP7_MANLE
OG0007744	sp|Q9DAG5|STPG4_MOUSE	tr|A0A2K5ZQA2|A0A2K5ZQA2_MANLE
OG0007745	sp|Q8BIV7|S45A1_MOUSE	tr|A0A2K5ZU99|A0A2K5ZU99_MANLE
OG0007746	sp|Q8CC96|BNIP5_MOUSE	tr|A0A2K5ZUS7|A0A2K5ZUS7_MANLE
OG0007747	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A2K5ZV07|A0A2K5ZV07_MANLE
OG0007748	sp|E9PZ19|TUTLB_MOUSE	tr|A0A2K5ZV32|A0A2K5ZV32_MANLE
OG0007749	sp|Q6P1E1|ZMIZ1_MOUSE	tr|A0A2K5ZW02|A0A2K5ZW02_MANLE
