Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0007304	sp|P41183|BCL6_MOUSE	tr|A0A8B8XCQ6|A0A8B8XCQ6_BALMU
OG0007305	sp|Q9D572|UBX11_MOUSE	tr|A0A8B8XDQ4|A0A8B8XDQ4_BALMU
OG0007306	sp|O89020|AFAM_MOUSE	tr|A0A8B8XEK9|A0A8B8XEK9_BALMU
OG0007307	sp|Q8BL65|ABLM2_MOUSE	tr|A0A8B8XFL2|A0A8B8XFL2_BALMU
OG0007308	sp|W8DXL4|LRIT3_MOUSE	tr|A0A8B8XI49|A0A8B8XI49_BALMU
OG0007309	sp|Q8BTY8|SCFD2_MOUSE	tr|A0A8B8XJC7|A0A8B8XJC7_BALMU
OG0007310	sp|Q9CXE0|PRDM5_MOUSE	tr|A0A8B8XJW5|A0A8B8XJW5_BALMU
OG0007311	sp|Q8BWM0|PGES2_MOUSE	tr|A0A8B8XRW3|A0A8B8XRW3_BALMU
OG0007312	sp|P51642|CNTF_MOUSE	tr|A0A8B8XZT2|A0A8B8XZT2_BALMU
OG0007313	sp|Q9QY66|ZNHI2_MOUSE	tr|A0A8B8Y0T7|A0A8B8Y0T7_BALMU
OG0007314	sp|Q62407|SPEG_MOUSE	tr|A0A8B8Y113|A0A8B8Y113_BALMU
OG0007315	sp|Q7M729|SCN4B_MOUSE	tr|A0A8B8Y620|A0A8B8Y620_BALMU
OG0007316	sp|Q62052|P_MOUSE	tr|A0A8B8Y6G6|A0A8B8Y6G6_BALMU
OG0007317	sp|Q7M758|NALDL_MOUSE	tr|A0A8B8Y6P9|A0A8B8Y6P9_BALMU
OG0007318	sp|Q8VHF2|CDHR5_MOUSE	tr|A0A8B8Y747|A0A8B8Y747_BALMU
OG0007319	sp|Q8K013|GTPBA_MOUSE	tr|A0A8B8YCK7|A0A8B8YCK7_BALMU
OG0007320	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A8B8YE08|A0A8B8YE08_BALMU
OG0007321	sp|Q3UBX0|TM109_MOUSE	tr|A0A8B8YEB2|A0A8B8YEB2_BALMU
OG0007322	sp|Q9WUA1|WIF1_MOUSE	tr|A0A8B8YIY2|A0A8B8YIY2_BALMU
OG0007323	sp|Q08509|EPS8_MOUSE	tr|A0A8B8YJA1|A0A8B8YJA1_BALMU
OG0007324	sp|Q8BXT9|SC22C_MOUSE	tr|A0A8B8YQD1|A0A8B8YQD1_BALMU
OG0007325	sp|Q8R0H9|GGA1_MOUSE	tr|A0A8B8YUP8|A0A8B8YUP8_BALMU
OG0007326	sp|Q3U9G9|LBR_MOUSE	tr|A0A8B8YVF1|A0A8B8YVF1_BALMU
OG0007327	sp|Q3U213|SRAC1_MOUSE	tr|A0A8B8YZ80|A0A8B8YZ80_BALMU
OG0007328	sp|Q8R2Y0|ABHD6_MOUSE	tr|A0A8B8YZV1|A0A8B8YZV1_BALMU
OG0007329	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A8B8Z0A2|A0A8B8Z0A2_BALMU
OG0007330	sp|Q9CPU0|LGUL_MOUSE	tr|A0A8B8Z0J2|A0A8B8Z0J2_BALMU
OG0007331	tr|Q3V1N5|Q3V1N5_MOUSE	tr|A0A8B8Z1E7|A0A8B8Z1E7_BALMU
OG0007332	sp|Q9ERS7|ILRL2_MOUSE	tr|A0A8B8Z2E3|A0A8B8Z2E3_BALMU
OG0007333	sp|Q9D379|HYEP_MOUSE	tr|A0A8C0CBW8|A0A8C0CBW8_BALMU
OG0007334	sp|Q99LS1|MMAD_MOUSE	tr|A0A8C0CDD1|A0A8C0CDD1_BALMU
OG0007335	sp|Q8K0D7|GET1_MOUSE	tr|A0A8C0CK49|A0A8C0CK49_BALMU
OG0007336	sp|Q8C494|PRR33_MOUSE	tr|A0A8C0CR12|A0A8C0CR12_BALMU
OG0007337	sp|Q99M73|KRT84_MOUSE	tr|A0A8C0CRT6|A0A8C0CRT6_BALMU
OG0007338	sp|Q8C5P5|NT5D1_MOUSE	tr|A0A8C0D9X6|A0A8C0D9X6_BALMU
OG0007339	sp|Q91ZJ9|HYAL1_MOUSE	tr|A0A8C0DB05|A0A8C0DB05_BALMU
OG0007340	sp|Q99K48|NONO_MOUSE	tr|A0A8C0DV92|A0A8C0DV92_BALMU
OG0007341	sp|O35633|VIAAT_MOUSE	tr|A0A8C0DZX7|A0A8C0DZX7_BALMU
OG0007342	sp|Q6P1G0|HEAT6_MOUSE	tr|A0A8C0E1G6|A0A8C0E1G6_BALMU
OG0007343	sp|Q923S6|NEUL1_MOUSE	tr|A0A8C0E5I0|A0A8C0E5I0_BALMU
OG0007344	sp|Q9D9T0|DYDC1_MOUSE	tr|A0A8C0E893|A0A8C0E893_BALMU
OG0007345	sp|Q8BVD7|C1QT7_MOUSE	tr|A0A8C0HVH6|A0A8C0HVH6_BALMU
OG0007346	tr|J3QK54|J3QK54_MOUSE	tr|A0A8C0HX21|A0A8C0HX21_BALMU
OG0007347	sp|Q810V0|MPP10_MOUSE	tr|A0A8C0HXQ2|A0A8C0HXQ2_BALMU
OG0007348	sp|P48614|WN10B_MOUSE	tr|A0A8C0I3C5|A0A8C0I3C5_BALMU
OG0007349	sp|P22361|HNF1A_MOUSE	tr|A0A8B8V2C6|A0A8B8V2C6_BALMU
OG0007350	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A8B8V8B7|A0A8B8V8B7_BALMU
OG0007351	sp|Q9WUZ5|TNNI1_MOUSE	tr|A0A8B8VDG7|A0A8B8VDG7_BALMU
OG0007352	sp|Q8K3U4|DFB36_MOUSE	tr|A0A8B8VEE8|A0A8B8VEE8_BALMU
OG0007353	tr|E9Q368|E9Q368_MOUSE	tr|A0A8B8VHP1|A0A8B8VHP1_BALMU
OG0007354	sp|Q8K1X1|WDR11_MOUSE	tr|A0A8B8VIE4|A0A8B8VIE4_BALMU
OG0007355	sp|Q03059|CLAT_MOUSE	tr|A0A8B8VJV3|A0A8B8VJV3_BALMU
OG0007356	sp|P70261|PALD_MOUSE	tr|A0A8B8VL17|A0A8B8VL17_BALMU
OG0007357	sp|Q9D658|TP4A3_MOUSE	tr|A0A8B8VPZ6|A0A8B8VPZ6_BALMU
OG0007358	sp|A6H694|LRC63_MOUSE	tr|A0A8B8VTD5|A0A8B8VTD5_BALMU
OG0007359	sp|P50992|ATP4B_MOUSE	tr|A0A8B8VU32|A0A8B8VU32_BALMU
OG0007360	sp|Q5QR91|CQ078_MOUSE	tr|A0A8B8W2W5|A0A8B8W2W5_BALMU
OG0007361	sp|Q9D136|OGFD3_MOUSE	tr|A0A8B8W3W6|A0A8B8W3W6_BALMU
OG0007362	sp|Q922Q8|LRC59_MOUSE	tr|A0A8B8W8I0|A0A8B8W8I0_BALMU
OG0007363	sp|Q8QZS3|FLCN_MOUSE	tr|A0A8B8WAD6|A0A8B8WAD6_BALMU
OG0007364	sp|P97376|FRG1_MOUSE	tr|A0A8B8WCR0|A0A8B8WCR0_BALMU
OG0007365	tr|Q8BML3|Q8BML3_MOUSE	tr|A0A8B8WJV6|A0A8B8WJV6_BALMU
OG0007366	sp|Q8BGA9|OXA1L_MOUSE	tr|A0A8B8WKG4|A0A8B8WKG4_BALMU
OG0007367	sp|Q924M7|MPI_MOUSE	tr|A0A8B8WQM4|A0A8B8WQM4_BALMU
OG0007368	sp|Q9CQ02|COMD4_MOUSE	tr|A0A8B8WS70|A0A8B8WS70_BALMU
OG0007369	sp|P41158|ELK4_MOUSE	tr|A0A8B8WT29|A0A8B8WT29_BALMU
OG0007370	sp|Q3UJB3|LR14B_MOUSE	tr|A0A8B8WVD6|A0A8B8WVD6_BALMU
OG0007371	sp|P70660|NGN1_MOUSE	tr|A0A8B8WVY5|A0A8B8WVY5_BALMU
OG0007372	sp|Q9Z0P4|PALM_MOUSE	tr|A0A8B8X1C4|A0A8B8X1C4_BALMU
OG0007373	sp|Q7TPD0|INT3_MOUSE	tr|A0A8B8X273|A0A8B8X273_BALMU
OG0007374	sp|Q8K1T1|LRC25_MOUSE	tr|A0A8B8X2D3|A0A8B8X2D3_BALMU
OG0007375	sp|Q3U1U7|AHRR_MOUSE	tr|A0A8B8X5F2|A0A8B8X5F2_BALMU
OG0007376	sp|Q6NWW9|FND3B_MOUSE	tr|A0A8B8X9S4|A0A8B8X9S4_BALMU
OG0007377	sp|P56857|CLD18_MOUSE	tr|A0A8B8XC89|A0A8B8XC89_BALMU
OG0007378	sp|Q9D808|KCNE2_MOUSE	tr|A0A8B8XCU2|A0A8B8XCU2_BALMU
OG0007379	sp|A2AWP8|ARGAL_MOUSE	tr|A0A8B8XK12|A0A8B8XK12_BALMU
OG0007380	sp|Q6ZWS4|CNIH3_MOUSE	tr|A0A8B8XL17|A0A8B8XL17_BALMU
OG0007381	sp|Q8BKH7|SIN1_MOUSE	tr|A0A8B8XN07|A0A8B8XN07_BALMU
OG0007382	sp|Q9CQN7|RM41_MOUSE	tr|A0A8B8XNW5|A0A8B8XNW5_BALMU
OG0007383	sp|P42225|STAT1_MOUSE	tr|A0A8B8XVI3|A0A8B8XVI3_BALMU
OG0007384	sp|Q64521|GPDM_MOUSE	tr|A0A8B8XW89|A0A8B8XW89_BALMU
OG0007385	sp|F2YMG0|PRS56_MOUSE	tr|A0A8B8XY18|A0A8B8XY18_BALMU
OG0007386	sp|Q8R2Q0|TRI29_MOUSE	tr|A0A8B8Y2H4|A0A8B8Y2H4_BALMU
OG0007387	sp|Q8K1K9|HINFP_MOUSE	tr|A0A8B8Y8G5|A0A8B8Y8G5_BALMU
OG0007388	sp|Q9JIT1|RNF32_MOUSE	tr|A0A8B8YAI3|A0A8B8YAI3_BALMU
OG0007389	sp|Q8BZ36|RINT1_MOUSE	tr|A0A8B8YD54|A0A8B8YD54_BALMU
OG0007390	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A8B8YIM2|A0A8B8YIM2_BALMU
OG0007391	sp|P52432|RPAC1_MOUSE	tr|A0A8B8YRN4|A0A8B8YRN4_BALMU
OG0007392	sp|Q91VJ1|AIM2_MOUSE	tr|A0A8B8YUM0|A0A8B8YUM0_BALMU
OG0007393	sp|Q9JHW4|SELB_MOUSE	tr|A0A8B8YV45|A0A8B8YV45_BALMU
OG0007394	sp|Q8C8V1|ZXDC_MOUSE	tr|A0A8B8YX73|A0A8B8YX73_BALMU
OG0007395	sp|P47746|CNR1_MOUSE	tr|A0A8B8YY09|A0A8B8YY09_BALMU
OG0007396	sp|Q7TPG5|TAFA4_MOUSE	tr|A0A8B8Z1V5|A0A8B8Z1V5_BALMU
OG0007397	sp|Q99LT0|DPY30_MOUSE	tr|A0A8B8Z2N1|A0A8B8Z2N1_BALMU
OG0007398	sp|Q9Z2I2|FKB1B_MOUSE	tr|A0A8B8Z508|A0A8B8Z508_BALMU
OG0007399	sp|Q3U1C6|TATD3_MOUSE	tr|A0A8C0C9V8|A0A8C0C9V8_BALMU
OG0007400	sp|P48432|SOX2_MOUSE	tr|A0A8C0CME8|A0A8C0CME8_BALMU
OG0007401	sp|Q80UK0|SESD1_MOUSE	tr|A0A8C0CQU1|A0A8C0CQU1_BALMU
OG0007402	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A8C0D119|A0A8C0D119_BALMU
OG0007403	sp|Q8BGN6|TMG4_MOUSE	tr|A0A8C0D7K3|A0A8C0D7K3_BALMU
OG0007404	sp|P21460|CYTC_MOUSE	tr|A0A8C0D7Q0|A0A8C0D7Q0_BALMU
OG0007405	sp|Q9JK95|PERP_MOUSE	tr|A0A8C0D946|A0A8C0D946_BALMU
OG0007406	sp|Q8CGN8|SPRR4_MOUSE	tr|A0A8C0DSM8|A0A8C0DSM8_BALMU
OG0007407	sp|Q9EP69|SAC1_MOUSE	tr|A0A8C0DXY7|A0A8C0DXY7_BALMU
OG0007408	sp|Q6AXF6|SIDT1_MOUSE	tr|A0A8C0HTR2|A0A8C0HTR2_BALMU
OG0007409	sp|Q922P9|GLYR1_MOUSE	tr|A0A8B8V6B4|A0A8B8V6B4_BALMU
OG0007410	sp|Q3V1V3|ESF1_MOUSE	tr|A0A8B8VC54|A0A8B8VC54_BALMU
OG0007411	sp|Q3ZN08|F220A_MOUSE	tr|A0A8B8VGG8|A0A8B8VGG8_BALMU
OG0007412	sp|P0C605|KGP1_MOUSE	tr|A0A8B8VGK5|A0A8B8VGK5_BALMU
OG0007413	sp|D3YZP9|CCDC6_MOUSE	tr|A0A8B8VJC1|A0A8B8VJC1_BALMU
OG0007414	sp|Q8C0D0|TRUB1_MOUSE	tr|A0A8B8VKY2|A0A8B8VKY2_BALMU
OG0007415	sp|Q9D6N1|CAH13_MOUSE	tr|A0A8B8VMD0|A0A8B8VMD0_BALMU
OG0007416	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A8B8VPQ0|A0A8B8VPQ0_BALMU
OG0007417	sp|Q8BHT6|B3GLT_MOUSE	tr|A0A8B8VSW3|A0A8B8VSW3_BALMU
OG0007418	sp|P0C7T6|ATX1L_MOUSE	tr|A0A8B8VYA1|A0A8B8VYA1_BALMU
OG0007419	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A8B8VZI6|A0A8B8VZI6_BALMU
OG0007420	sp|Q8K207|CA021_MOUSE	tr|A0A8B8W148|A0A8B8W148_BALMU
OG0007421	sp|Q9QY14|FOXE3_MOUSE	tr|A0A8B8W1G3|A0A8B8W1G3_BALMU
OG0007422	sp|Q8CI12|SMTL2_MOUSE	tr|A0A8B8W443|A0A8B8W443_BALMU
OG0007423	tr|F6YK91|F6YK91_MOUSE	tr|A0A8B8W568|A0A8B8W568_BALMU
OG0007424	sp|Q9CQW0|EMC6_MOUSE	tr|A0A8B8W6I7|A0A8B8W6I7_BALMU
OG0007425	sp|Q8K409|DPOLB_MOUSE	tr|A0A8B8WC17|A0A8B8WC17_BALMU
OG0007426	sp|Q8BY02|NKRF_MOUSE	tr|A0A8B8WF72|A0A8B8WF72_BALMU
OG0007427	sp|Q80T23|SYTL5_MOUSE	tr|A0A8B8WFB4|A0A8B8WFB4_BALMU
OG0007428	sp|Q8BGC0|HTSF1_MOUSE	tr|A0A8B8WGE6|A0A8B8WGE6_BALMU
OG0007429	sp|Q8R3L5|SO3A1_MOUSE	tr|A0A8B8WKZ2|A0A8B8WKZ2_BALMU
OG0007430	sp|P27699|CREM_MOUSE	tr|A0A8B8WNK5|A0A8B8WNK5_BALMU
OG0007431	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A8B8WSK6|A0A8B8WSK6_BALMU
OG0007432	sp|Q91ZR2|SNX18_MOUSE	tr|A0A8B8WX30|A0A8B8WX30_BALMU
OG0007433	sp|P30412|PPIC_MOUSE	tr|A0A8B8X381|A0A8B8X381_BALMU
OG0007434	sp|Q91YE6|IPO9_MOUSE	tr|A0A8B8X4P6|A0A8B8X4P6_BALMU
OG0007435	sp|Q8C1B2|PARPT_MOUSE	tr|A0A8B8X8T1|A0A8B8X8T1_BALMU
OG0007436	sp|Q8VI64|HUMMR_MOUSE	tr|A0A8B8XDS6|A0A8B8XDS6_BALMU
OG0007437	sp|Q8C4Q9|TM154_MOUSE	tr|A0A8B8XJW6|A0A8B8XJW6_BALMU
OG0007438	sp|Q8R239|TM268_MOUSE	tr|A0A8B8XLL4|A0A8B8XLL4_BALMU
OG0007439	sp|Q8QZS5|RN183_MOUSE	tr|A0A8B8XN98|A0A8B8XN98_BALMU
OG0007440	tr|Q8VGV7|Q8VGV7_MOUSE	tr|A0A8B8XR80|A0A8B8XR80_BALMU
OG0007441	tr|Q2TA50|Q2TA50_MOUSE	tr|A0A8B8XRX9|A0A8B8XRX9_BALMU
OG0007442	sp|Q8CH62|LTO1_MOUSE	tr|A0A8B8Y0G0|A0A8B8Y0G0_BALMU
OG0007443	sp|Q8C9M2|CCD15_MOUSE	tr|A0A8B8Y1R3|A0A8B8Y1R3_BALMU
OG0007444	sp|Q8C790|F221A_MOUSE	tr|A0A8B8YCA2|A0A8B8YCA2_BALMU
OG0007445	sp|Q3U564|DCP1B_MOUSE	tr|A0A8B8YF42|A0A8B8YF42_BALMU
OG0007446	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A8B8YGX5|A0A8B8YGX5_BALMU
OG0007447	sp|Q61790|LAG3_MOUSE	tr|A0A8B8YI10|A0A8B8YI10_BALMU
OG0007448	sp|P36423|THAS_MOUSE	tr|A0A8B8YLH6|A0A8B8YLH6_BALMU
OG0007449	sp|P63024|VAMP3_MOUSE	tr|A0A8B8YM86|A0A8B8YM86_BALMU
OG0007450	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A8B8YP11|A0A8B8YP11_BALMU
OG0007451	sp|Q8VC65|NRM_MOUSE	tr|A0A8B8YQR4|A0A8B8YQR4_BALMU
OG0007452	tr|G3X8X0|G3X8X0_MOUSE	tr|A0A8B8YQS1|A0A8B8YQS1_BALMU
OG0007453	sp|Q6PCN3|TTBK1_MOUSE	tr|A0A8B8YVV4|A0A8B8YVV4_BALMU
OG0007454	sp|P19785|ESR1_MOUSE	tr|A0A8B8YZF6|A0A8B8YZF6_BALMU
OG0007455	sp|Q8QZZ7|TPRKB_MOUSE	tr|A0A8B8Z0J7|A0A8B8Z0J7_BALMU
OG0007456	sp|Q9DAG5|STPG4_MOUSE	tr|A0A8B8Z0Y4|A0A8B8Z0Y4_BALMU
OG0007457	sp|Q497V5|SRBD1_MOUSE	tr|A0A8B8ZC74|A0A8B8ZC74_BALMU
OG0007458	sp|Q99K43|PRC1_MOUSE	tr|A0A8C0CCS3|A0A8C0CCS3_BALMU
OG0007459	sp|Q9D275|BATF3_MOUSE	tr|A0A8C0CCS4|A0A8C0CCS4_BALMU
OG0007460	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A8C0CN70|A0A8C0CN70_BALMU
OG0007461	sp|Q3UY23|FDXA1_MOUSE	tr|A0A8C0CNM3|A0A8C0CNM3_BALMU
OG0007462	sp|Q9D710|TMX2_MOUSE	tr|A0A8C0CPF6|A0A8C0CPF6_BALMU
OG0007463	sp|Q9DC22|DCAF6_MOUSE	tr|A0A8C0CX97|A0A8C0CX97_BALMU
OG0007464	sp|Q8BY87|UBP47_MOUSE	tr|A0A8C0CZT4|A0A8C0CZT4_BALMU
OG0007465	sp|Q3T9Z9|ZUP1_MOUSE	tr|A0A8C0DDY0|A0A8C0DDY0_BALMU
OG0007466	sp|Q8VDC1|FYCO1_MOUSE	tr|A0A8C0DUN1|A0A8C0DUN1_BALMU
OG0007467	sp|Q921N8|GPS2_MOUSE	tr|A0A8C0EAQ6|A0A8C0EAQ6_BALMU
OG0007468	sp|Q9JJF9|SPP2A_MOUSE	tr|A0A8C0HVS1|A0A8C0HVS1_BALMU
OG0007469	sp|Q01065|PDE1B_MOUSE	tr|A0A8C0HYE9|A0A8C0HYE9_BALMU
OG0007470	sp|P55097|CATK_MOUSE	tr|A0A8C0I2D4|A0A8C0I2D4_BALMU
OG0007471	sp|Q91YY4|ATPF2_MOUSE	tr|A0A8C0I4F8|A0A8C0I4F8_BALMU
OG0007472	sp|P31361|PO3F3_MOUSE	tr|A0A8C0I6W3|A0A8C0I6W3_BALMU
OG0007473	sp|P00416|COX3_MOUSE	sp|P41295|COX3_BALMU
OG0007474	sp|O09039|SH2B3_MOUSE	tr|A0A8B8V2Z9|A0A8B8V2Z9_BALMU
OG0007475	sp|Q9CZN4|SHSA9_MOUSE	tr|A0A8B8V612|A0A8B8V612_BALMU
OG0007476	sp|Q9D7R2|PMEPA_MOUSE	tr|A0A8B8V714|A0A8B8V714_BALMU
OG0007477	tr|Q9D5B7|Q9D5B7_MOUSE	tr|A0A8B8V8F6|A0A8B8V8F6_BALMU
OG0007478	tr|E9PYR1|E9PYR1_MOUSE	tr|A0A8B8VAY9|A0A8B8VAY9_BALMU
OG0007479	sp|P35454|NEU1_MOUSE	tr|A0A8B8VBP4|A0A8B8VBP4_BALMU
OG0007480	sp|Q99JP7|GGT7_MOUSE	tr|A0A8B8VDM8|A0A8B8VDM8_BALMU
OG0007481	sp|Q8R0T2|ZN768_MOUSE	tr|A0A8B8VDS8|A0A8B8VDS8_BALMU
OG0007482	sp|P51944|CCNF_MOUSE	tr|A0A8B8VF91|A0A8B8VF91_BALMU
OG0007483	sp|P29758|OAT_MOUSE	tr|A0A8B8VIM4|A0A8B8VIM4_BALMU
OG0007484	sp|Q8K0D2|HABP2_MOUSE	tr|A0A8B8VK36|A0A8B8VK36_BALMU
OG0007485	sp|Q9WV06|ANKR2_MOUSE	tr|A0A8B8VLH7|A0A8B8VLH7_BALMU
OG0007486	sp|E9Q2M9|WDFY4_MOUSE	tr|A0A8B8VLV5|A0A8B8VLV5_BALMU
OG0007487	sp|Q8C3I8|HGH1_MOUSE	tr|A0A8B8VQJ5|A0A8B8VQJ5_BALMU
OG0007488	sp|Q9ER74|SALL1_MOUSE	tr|A0A8B8W015|A0A8B8W015_BALMU
OG0007489	sp|Q9DBV3|DHX34_MOUSE	tr|A0A8B8W125|A0A8B8W125_BALMU
OG0007490	sp|Q3V125|CC110_MOUSE	tr|A0A8B8WBV9|A0A8B8WBV9_BALMU
OG0007491	sp|Q9D1A4|ASB5_MOUSE	tr|A0A8B8WD05|A0A8B8WD05_BALMU
OG0007492	sp|Q8K352|SASH3_MOUSE	tr|A0A8B8WFR6|A0A8B8WFR6_BALMU
OG0007493	sp|Q9JI83|PLAC1_MOUSE	tr|A0A8B8WHX7|A0A8B8WHX7_BALMU
OG0007494	sp|Q8C828|KBTBD_MOUSE	tr|A0A8B8WUE0|A0A8B8WUE0_BALMU
OG0007495	sp|Q8BGA3|LRRT2_MOUSE	tr|A0A8B8WW62|A0A8B8WW62_BALMU
OG0007496	sp|B7ZNG0|KIF7_MOUSE	tr|A0A8B8WX20|A0A8B8WX20_BALMU
OG0007497	sp|O89079|COPE_MOUSE	tr|A0A8B8WXV7|A0A8B8WXV7_BALMU
OG0007498	sp|P70372|ELAV1_MOUSE	tr|A0A8B8WZV7|A0A8B8WZV7_BALMU
OG0007499	sp|Q8VCM8|NCLN_MOUSE	tr|A0A8B8X335|A0A8B8X335_BALMU
OG0007500	sp|Q9D300|RGF1C_MOUSE	tr|A0A8B8X5D9|A0A8B8X5D9_BALMU
OG0007501	sp|Q8C341|SUCO_MOUSE	tr|A0A8B8X686|A0A8B8X686_BALMU
OG0007502	sp|Q80US8|MAD3_MOUSE	tr|A0A8B8X6U4|A0A8B8X6U4_BALMU
OG0007503	sp|Q3URY2|GEMC1_MOUSE	tr|A0A8B8XAJ1|A0A8B8XAJ1_BALMU
OG0007504	sp|O70263|LNX1_MOUSE	tr|A0A8B8XE67|A0A8B8XE67_BALMU
OG0007505	sp|Q9JM98|WRP73_MOUSE	tr|A0A8B8XG52|A0A8B8XG52_BALMU
OG0007506	sp|Q8VHZ5|DDT4L_MOUSE	tr|A0A8B8XJB8|A0A8B8XJB8_BALMU
OG0007507	sp|Q499X9|SYMM_MOUSE	tr|A0A8B8XSM4|A0A8B8XSM4_BALMU
OG0007508	sp|Q8CGR7|UPP2_MOUSE	tr|A0A8B8XUD5|A0A8B8XUD5_BALMU
OG0007509	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A8B8Y5B4|A0A8B8Y5B4_BALMU
OG0007510	sp|O88870|BEST1_MOUSE	tr|A0A8B8Y5P4|A0A8B8Y5P4_BALMU
OG0007511	sp|Q8R149|BUD13_MOUSE	tr|A0A8B8Y5T9|A0A8B8Y5T9_BALMU
OG0007512	sp|Q8BVQ5|PPME1_MOUSE	tr|A0A8B8Y691|A0A8B8Y691_BALMU
OG0007513	sp|P51436|DRD4_MOUSE	tr|A0A8B8Y744|A0A8B8Y744_BALMU
OG0007514	sp|Q8VC30|TKFC_MOUSE	tr|A0A8B8Y8D8|A0A8B8Y8D8_BALMU
OG0007515	sp|Q3TY60|F131B_MOUSE	tr|A0A8B8YC45|A0A8B8YC45_BALMU
OG0007516	sp|Q9CXJ4|MITOS_MOUSE	tr|A0A8B8YF20|A0A8B8YF20_BALMU
OG0007517	sp|Q6P3E7|HDA10_MOUSE	tr|A0A8B8YF68|A0A8B8YF68_BALMU
OG0007518	sp|Q3V188|ENDOU_MOUSE	tr|A0A8B8YGE6|A0A8B8YGE6_BALMU
OG0007519	sp|Q8BIS8|CC126_MOUSE	tr|A0A8B8YGM4|A0A8B8YGM4_BALMU
OG0007520	sp|Q9DB52|PBIR1_MOUSE	tr|A0A8B8YH33|A0A8B8YH33_BALMU
OG0007521	sp|Q9CZH8|CCD77_MOUSE	tr|A0A8B8YKU0|A0A8B8YKU0_BALMU
OG0007522	sp|Q921Y4|MFSD5_MOUSE	tr|A0A8B8YLN1|A0A8B8YLN1_BALMU
OG0007523	sp|Q62190|RON_MOUSE	tr|A0A8B8YTU0|A0A8B8YTU0_BALMU
OG0007524	sp|Q9D4H1|EXOC2_MOUSE	tr|A0A8B8YVX9|A0A8B8YVX9_BALMU
OG0007525	sp|Q91VH2|SNX9_MOUSE	tr|A0A8B8YX37|A0A8B8YX37_BALMU
OG0007526	sp|Q8K5B2|MCFD2_MOUSE	tr|A0A8B8Z2C0|A0A8B8Z2C0_BALMU
OG0007527	sp|O70404|VAMP8_MOUSE	tr|A0A8B8Z2F1|A0A8B8Z2F1_BALMU
OG0007528	sp|Q8R023|PCGF1_MOUSE	tr|A0A8B8Z3N7|A0A8B8Z3N7_BALMU
OG0007529	sp|Q76K27|SIAT2_MOUSE	tr|A0A8B8Z5B7|A0A8B8Z5B7_BALMU
OG0007530	sp|Q8K4L0|DDX54_MOUSE	tr|A0A8B8Z7N1|A0A8B8Z7N1_BALMU
OG0007531	sp|Q8C353|TM252_MOUSE	tr|A0A8C0C4B7|A0A8C0C4B7_BALMU
OG0007532	tr|Q9D2F8|Q9D2F8_MOUSE	tr|A0A8C0CSA2|A0A8C0CSA2_BALMU
OG0007533	sp|Q8R015|BL1S5_MOUSE	tr|A0A8C0CSL4|A0A8C0CSL4_BALMU
OG0007534	sp|O88319|NTR1_MOUSE	tr|A0A8C0D8R6|A0A8C0D8R6_BALMU
OG0007535	sp|P23116|EIF3A_MOUSE	tr|A0A8C0DBX7|A0A8C0DBX7_BALMU
OG0007536	sp|Q9D174|S18L2_MOUSE	tr|A0A8C0DCH9|A0A8C0DCH9_BALMU
OG0007537	sp|P09021|HXA5_MOUSE	tr|A0A8C0DFM2|A0A8C0DFM2_BALMU
OG0007538	sp|P51569|AGAL_MOUSE	tr|A0A8C0E0T9|A0A8C0E0T9_BALMU
OG0007539	sp|Q7TN84|SYT14_MOUSE	tr|A0A8C0HUJ6|A0A8C0HUJ6_BALMU
OG0007540	sp|Q9DBJ3|BI2L1_MOUSE	tr|A0A8C0I2L9|A0A8C0I2L9_BALMU
OG0007541	sp|Q9QXK7|CPSF3_MOUSE	tr|A0A8C0I596|A0A8C0I596_BALMU
OG0007542	sp|Q3TY86|AIFM3_MOUSE	tr|A0A8B8V360|A0A8B8V360_BALMU
OG0007543	sp|Q9D7P9|SPB12_MOUSE	tr|A0A8B8V361|A0A8B8V361_BALMU
OG0007544	sp|Q9R1S3|PIGN_MOUSE	tr|A0A8B8V446|A0A8B8V446_BALMU
OG0007545	sp|Q9CZY3|UB2V1_MOUSE	tr|A0A8B8V7E1|A0A8B8V7E1_BALMU
OG0007546	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A8B8VED0|A0A8B8VED0_BALMU
OG0007547	sp|Q80XD8|PRAP1_MOUSE	tr|A0A8B8VL41|A0A8B8VL41_BALMU
OG0007548	sp|Q9CSH3|RRP44_MOUSE	tr|A0A8B8VR48|A0A8B8VR48_BALMU
OG0007549	sp|Q8BWH0|S38A7_MOUSE	tr|A0A8B8VU74|A0A8B8VU74_BALMU
