Orthogroup	Mus_musculus	Loxodonta_africana
OG0008252	sp|Q69ZS6|SV2C_MOUSE	tr|G3SRJ2|G3SRJ2_LOXAF
OG0008253	tr|J3KMK8|J3KMK8_MOUSE	tr|G3SRT4|G3SRT4_LOXAF
OG0008254	sp|Q8R349|CDC16_MOUSE	tr|G3SS60|G3SS60_LOXAF
OG0008255	sp|Q9D620|RFIP1_MOUSE	tr|G3STW5|G3STW5_LOXAF
OG0008256	sp|Q5SW75|SSH2_MOUSE	tr|G3SVC0|G3SVC0_LOXAF
OG0008257	sp|Q9CYI0|NJMU_MOUSE	tr|G3SVX9|G3SVX9_LOXAF
OG0008258	sp|Q8BH70|FBXL4_MOUSE	tr|G3SVZ0|G3SVZ0_LOXAF
OG0008259	sp|Q9CQF4|MRES1_MOUSE	tr|G3SVZ3|G3SVZ3_LOXAF
OG0008260	sp|Q3U8K7|KMT5B_MOUSE	tr|G3SYA6|G3SYA6_LOXAF
OG0008261	sp|Q91W69|EPN3_MOUSE	tr|G3SZB5|G3SZB5_LOXAF
OG0008262	sp|Q99KD5|UN45A_MOUSE	tr|G3SZF1|G3SZF1_LOXAF
OG0008263	sp|Q9Z101|PAR6A_MOUSE	tr|G3SZF3|G3SZF3_LOXAF
OG0008264	sp|Q8K207|CA021_MOUSE	tr|G3T1W0|G3T1W0_LOXAF
OG0008265	sp|Q91WD9|SEGN_MOUSE	tr|G3T3Q7|G3T3Q7_LOXAF
OG0008266	sp|Q9D0I6|WSDU1_MOUSE	tr|G3T4F7|G3T4F7_LOXAF
OG0008267	sp|O35454|CLCN6_MOUSE	tr|G3T6P0|G3T6P0_LOXAF
OG0008268	sp|O70251|EF1B_MOUSE	tr|G3T881|G3T881_LOXAF
OG0008269	sp|Q810I2|TRI50_MOUSE	tr|G3T884|G3T884_LOXAF
OG0008270	sp|Q9JJZ5|EGFL6_MOUSE	tr|G3T891|G3T891_LOXAF
OG0008271	sp|Q8BH83|ANKR9_MOUSE	tr|G3TCI5|G3TCI5_LOXAF
OG0008272	sp|Q8CHI8|EP400_MOUSE	tr|G3TEC7|G3TEC7_LOXAF
OG0008273	tr|A2A7F4|A2A7F4_MOUSE	tr|G3TFQ8|G3TFQ8_LOXAF
OG0008274	sp|Q4KL18|TM171_MOUSE	tr|G3TFY6|G3TFY6_LOXAF
OG0008275	sp|Q9D868|PPIH_MOUSE	tr|G3TGJ4|G3TGJ4_LOXAF
OG0008276	sp|Q9Z1T6|FYV1_MOUSE	tr|G3THU0|G3THU0_LOXAF
OG0008277	sp|Q3U5F4|YRDC_MOUSE	tr|G3TJ39|G3TJ39_LOXAF
OG0008278	sp|Q6S7F2|E2F7_MOUSE	tr|G3TJS3|G3TJS3_LOXAF
OG0008279	sp|Q8R411|MYCT1_MOUSE	tr|G3TJT6|G3TJT6_LOXAF
OG0008280	sp|Q7TNC9|I5P1_MOUSE	tr|G3TJZ4|G3TJZ4_LOXAF
OG0008281	sp|Q9CPW7|ZMAT2_MOUSE	tr|G3TL52|G3TL52_LOXAF
OG0008282	sp|Q8K485|KCD11_MOUSE	tr|G3TLR3|G3TLR3_LOXAF
OG0008283	sp|Q9CR96|TM208_MOUSE	tr|G3TN05|G3TN05_LOXAF
OG0008284	sp|Q8BSN5|PHF23_MOUSE	tr|G3TP71|G3TP71_LOXAF
OG0008285	sp|P23798|PCGF2_MOUSE	tr|G3TQ48|G3TQ48_LOXAF
OG0008286	sp|Q149L7|CRTAM_MOUSE	tr|G3TQ82|G3TQ82_LOXAF
OG0008287	sp|Q9Z2I0|LETM1_MOUSE	tr|G3TQM5|G3TQM5_LOXAF
OG0008288	sp|Q8C3F7|KLH30_MOUSE	tr|G3TR14|G3TR14_LOXAF
OG0008289	sp|O89029|MATN4_MOUSE	tr|G3TRW2|G3TRW2_LOXAF
OG0008290	sp|Q9ESX2|SP6_MOUSE	tr|G3TSR2|G3TSR2_LOXAF
OG0008291	sp|O70137|ALX3_MOUSE	tr|G3TUC1|G3TUC1_LOXAF
OG0008292	sp|Q99LB6|MAT2B_MOUSE	tr|G3TV09|G3TV09_LOXAF
OG0008293	tr|Q9JLQ4|Q9JLQ4_MOUSE	tr|G3TW44|G3TW44_LOXAF
OG0008294	sp|Q6U7R4|TIMD4_MOUSE	tr|G3TY05|G3TY05_LOXAF
OG0008295	sp|Q8CB65|NEMP2_MOUSE	tr|G3U5K5|G3U5K5_LOXAF
OG0008296	sp|Q91W98|S15A4_MOUSE	tr|G3UD54|G3UD54_LOXAF
OG0008297	sp|Q9DBU2|NAA60_MOUSE	tr|G3UFF1|G3UFF1_LOXAF
OG0008298	sp|Q8C5R2|PRSR2_MOUSE	tr|G3UFV2|G3UFV2_LOXAF
OG0008299	sp|P37237|FGF8_MOUSE	tr|G3UHK5|G3UHK5_LOXAF
OG0008300	sp|Q80UF9|OTOP3_MOUSE	tr|G3UKS4|G3UKS4_LOXAF
OG0008301	sp|Q3UPE3|RMI2_MOUSE	tr|G3ULT1|G3ULT1_LOXAF
OG0008302	sp|E9Q7R9|CFA43_MOUSE	tr|G3SLB3|G3SLB3_LOXAF
OG0008303	sp|Q8CG79|ASPP2_MOUSE	tr|G3SPH5|G3SPH5_LOXAF
OG0008304	sp|P70211|DCC_MOUSE	tr|G3SPK9|G3SPK9_LOXAF
OG0008305	sp|P50404|SFTPD_MOUSE	tr|G3SPS7|G3SPS7_LOXAF
OG0008306	sp|P32766|CST8_MOUSE	tr|G3SR64|G3SR64_LOXAF
OG0008307	sp|B2RX14|TUT4_MOUSE	tr|G3ST15|G3ST15_LOXAF
OG0008308	sp|Q505F1|NR2C1_MOUSE	tr|G3SX14|G3SX14_LOXAF
OG0008309	tr|Q6PCP3|Q6PCP3_MOUSE	tr|G3SX72|G3SX72_LOXAF
OG0008310	sp|Q9CQ22|LTOR1_MOUSE	tr|G3SXK5|G3SXK5_LOXAF
OG0008311	sp|Q8BVH9|METL6_MOUSE	tr|G3SXL7|G3SXL7_LOXAF
OG0008312	sp|O35160|PITX3_MOUSE	tr|G3SYU8|G3SYU8_LOXAF
OG0008313	sp|Q6VN19|RBP10_MOUSE	tr|G3SZF8|G3SZF8_LOXAF
OG0008314	sp|Q8R2Y2|MUC18_MOUSE	tr|G3SZJ2|G3SZJ2_LOXAF
OG0008315	sp|O89116|VTI1A_MOUSE	tr|G3T190|G3T190_LOXAF
OG0008316	sp|Q8CGT6|PIWL4_MOUSE	tr|G3T1S5|G3T1S5_LOXAF
OG0008317	sp|Q9D385|AR2BP_MOUSE	tr|G3T280|G3T280_LOXAF
OG0008318	sp|Q9CPU2|NDUB2_MOUSE	tr|G3T336|G3T336_LOXAF
OG0008320	sp|Q68FF7|SLAI1_MOUSE	tr|G3T4U5|G3T4U5_LOXAF
OG0008321	sp|Q641K5|NUAK1_MOUSE	tr|G3T5C3|G3T5C3_LOXAF
OG0008322	sp|Q6PHS6|SNX13_MOUSE	tr|G3T6H6|G3T6H6_LOXAF
OG0008323	sp|Q8C119|NDNF_MOUSE	tr|G3T8F9|G3T8F9_LOXAF
OG0008324	sp|Q91WF3|ADCY4_MOUSE	tr|G3T8U7|G3T8U7_LOXAF
OG0008325	sp|P62254|UB2G1_MOUSE	tr|G3T9B3|G3T9B3_LOXAF
OG0008326	sp|P14094|AT1B1_MOUSE	tr|G3TAL8|G3TAL8_LOXAF
OG0008327	sp|Q8C5N5|PDD2L_MOUSE	tr|G3TBZ3|G3TBZ3_LOXAF
OG0008328	sp|Q91VR2|ATPG_MOUSE	tr|G3TDA5|G3TDA5_LOXAF
OG0008329	sp|Q8BL99|DOP1_MOUSE	tr|G3TE15|G3TE15_LOXAF
OG0008330	sp|P70426|RIT1_MOUSE	tr|G3TE79|G3TE79_LOXAF
OG0008331	sp|O35304|VACHT_MOUSE	tr|G3TEK1|G3TEK1_LOXAF
OG0008332	sp|Q9Z277|BAZ1B_MOUSE	tr|G3TEP4|G3TEP4_LOXAF
OG0008333	sp|Q6ZQ03|FNBP4_MOUSE	tr|G3TES6|G3TES6_LOXAF
OG0008334	sp|Q8BP48|MAP11_MOUSE	tr|G3TEU7|G3TEU7_LOXAF
OG0008335	sp|Q9CQY1|ATG12_MOUSE	tr|G3TEW7|G3TEW7_LOXAF
OG0008336	sp|Q99MT2|MSH4_MOUSE	tr|G3TEX7|G3TEX7_LOXAF
OG0008337	sp|Q8C0D0|TRUB1_MOUSE	tr|G3TF65|G3TF65_LOXAF
OG0008338	sp|Q9CZ62|CEP97_MOUSE	tr|G3TFD2|G3TFD2_LOXAF
OG0008339	sp|P35969|VGFR1_MOUSE	tr|G3TFJ0|G3TFJ0_LOXAF
OG0008340	sp|Q80W54|FACE1_MOUSE	tr|G3TFR6|G3TFR6_LOXAF
OG0008341	sp|Q8C0R7|ZMY15_MOUSE	tr|G3TG40|G3TG40_LOXAF
OG0008342	sp|Q8K2Q5|CHCH7_MOUSE	tr|G3TID2|G3TID2_LOXAF
OG0008343	sp|Q8BKS9|PUM3_MOUSE	tr|G3TIQ4|G3TIQ4_LOXAF
OG0008344	sp|P54775|PRS6B_MOUSE	tr|G3TJD1|G3TJD1_LOXAF
OG0008345	sp|Q8BTX9|HSDL1_MOUSE	tr|G3TJE9|G3TJE9_LOXAF
OG0008346	sp|Q810N9|CC172_MOUSE	tr|G3TJN4|G3TJN4_LOXAF
OG0008347	sp|P61222|ABCE1_MOUSE	tr|G3TJX2|G3TJX2_LOXAF
OG0008348	tr|Q8BUW1|Q8BUW1_MOUSE	tr|G3TK42|G3TK42_LOXAF
OG0008349	sp|Q8VDV8|MITD1_MOUSE	tr|G3TMX6|G3TMX6_LOXAF
OG0008350	sp|Q8K2T1|NMRL1_MOUSE	tr|G3TPX2|G3TPX2_LOXAF
OG0008351	sp|Q8BHZ5|CYREN_MOUSE	tr|G3TR87|G3TR87_LOXAF
OG0008352	sp|P62245|RS15A_MOUSE	tr|G3TTD5|G3TTD5_LOXAF
OG0008353	tr|Q8BU90|Q8BU90_MOUSE	tr|G3TTU9|G3TTU9_LOXAF
OG0008354	sp|Q9ET26|RN114_MOUSE	tr|G3TVL1|G3TVL1_LOXAF
OG0008355	sp|Q91ZR1|RAB4B_MOUSE	tr|G3TWS7|G3TWS7_LOXAF
OG0008356	sp|Q5XJY5|COPD_MOUSE	tr|G3TXP6|G3TXP6_LOXAF
OG0008357	sp|A2AFR3|FRPD4_MOUSE	tr|G3TYI1|G3TYI1_LOXAF
OG0008358	sp|Q8BTE6|WFD21_MOUSE	tr|G3U1I0|G3U1I0_LOXAF
OG0008359	sp|Q3SYP2|CTRC_MOUSE	tr|G3U7B4|G3U7B4_LOXAF
OG0008360	sp|O54794|AQP7_MOUSE	tr|G3U7R9|G3U7R9_LOXAF
OG0008361	sp|Q6NXM3|TM130_MOUSE	tr|G3UD60|G3UD60_LOXAF
OG0008362	sp|Q60932|VDAC1_MOUSE	tr|G3UG79|G3UG79_LOXAF
OG0008363	sp|Q9D6J4|NECA3_MOUSE	tr|G3UGK8|G3UGK8_LOXAF
OG0008364	sp|P56873|ZNRD2_MOUSE	tr|G3UGR1|G3UGR1_LOXAF
OG0008365	sp|P24161|CD3Z_MOUSE	tr|G3UHS5|G3UHS5_LOXAF
OG0008366	sp|P15306|TRBM_MOUSE	tr|G3UIR2|G3UIR2_LOXAF
OG0008367	sp|P24610|PAX3_MOUSE	tr|G3UKP2|G3UKP2_LOXAF
OG0008368	tr|G3X9X1|G3X9X1_MOUSE	tr|G3UME6|G3UME6_LOXAF
OG0008369	sp|Q8R3G1|PP1R8_MOUSE	tr|G3UN66|G3UN66_LOXAF
OG0008370	sp|Q9JHT5|AMMR1_MOUSE	tr|G3X8H4|G3X8H4_LOXAF
OG0008371	sp|Q14AT2|TEX11_MOUSE	tr|G3SLD0|G3SLD0_LOXAF
OG0008372	tr|E9Q0S6|E9Q0S6_MOUSE	tr|G3SLZ9|G3SLZ9_LOXAF
OG0008373	sp|P28474|ADHX_MOUSE	tr|G3SMS2|G3SMS2_LOXAF
OG0008374	sp|P47750|TSHR_MOUSE	tr|G3SMY9|G3SMY9_LOXAF
OG0008375	sp|Q8BYK8|ZC3H6_MOUSE	tr|G3SN24|G3SN24_LOXAF
OG0008376	sp|Q9QYJ1|SIA7E_MOUSE	tr|G3SNL1|G3SNL1_LOXAF
OG0008377	sp|Q9EQ09|OLR1_MOUSE	tr|G3SSM3|G3SSM3_LOXAF
OG0008378	sp|Q8BJY1|PSMD5_MOUSE	tr|G3STR3|G3STR3_LOXAF
OG0008379	sp|Q6P9S1|ATMIN_MOUSE	tr|G3SU59|G3SU59_LOXAF
OG0008380	sp|Q9CYH2|PXL2A_MOUSE	tr|G3SUB4|G3SUB4_LOXAF
OG0008381	sp|P48756|GIP_MOUSE	tr|G3SUF9|G3SUF9_LOXAF
OG0008382	sp|Q80WE4|KI20B_MOUSE	tr|G3SUL9|G3SUL9_LOXAF
OG0008383	sp|Q3UHJ8|RNF44_MOUSE	tr|G3SW33|G3SW33_LOXAF
OG0008384	sp|Q9Z2E3|ERN2_MOUSE	tr|G3SW81|G3SW81_LOXAF
OG0008385	sp|P33435|MMP13_MOUSE	tr|G3SXB4|G3SXB4_LOXAF
OG0008386	sp|Q3ULD5|MCCB_MOUSE	tr|G3SXY7|G3SXY7_LOXAF
OG0008387	sp|Q9QUK6|TLR4_MOUSE	tr|G3SYU3|G3SYU3_LOXAF
OG0008388	sp|Q64331|MYO6_MOUSE	tr|G3T1H2|G3T1H2_LOXAF
OG0008389	sp|Q9ES83|POPD1_MOUSE	tr|G3T3T1|G3T3T1_LOXAF
OG0008390	sp|Q9D898|ARP5L_MOUSE	tr|G3T4V2|G3T4V2_LOXAF
OG0008391	sp|Q8K5A4|RSLAA_MOUSE	tr|G3T5C4|G3T5C4_LOXAF
OG0008392	tr|O88325|O88325_MOUSE	tr|G3T5Z9|G3T5Z9_LOXAF
OG0008393	sp|Q8BHB0|NOD1_MOUSE	tr|G3T781|G3T781_LOXAF
OG0008394	sp|Q9CQB5|CISD2_MOUSE	tr|G3T8Q8|G3T8Q8_LOXAF
OG0008395	sp|Q3U0B3|DHR11_MOUSE	tr|G3T9N8|G3T9N8_LOXAF
OG0008396	sp|Q9CZN8|GATA_MOUSE	tr|G3TAA4|G3TAA4_LOXAF
OG0008397	sp|Q8CBB2|S15A5_MOUSE	tr|G3TAC3|G3TAC3_LOXAF
OG0008398	sp|P97440|SLBP_MOUSE	tr|G3TAD4|G3TAD4_LOXAF
OG0008399	sp|Q8VE47|UBA5_MOUSE	tr|G3TDP9|G3TDP9_LOXAF
OG0008400	sp|Q91WT4|DJC17_MOUSE	tr|G3TDR3|G3TDR3_LOXAF
OG0008401	sp|P84091|AP2M1_MOUSE	tr|G3TDU8|G3TDU8_LOXAF
OG0008402	sp|Q3ZRW6|CLUL1_MOUSE	tr|G3TE36|G3TE36_LOXAF
OG0008403	sp|Q00724|RET4_MOUSE	tr|G3TEL4|G3TEL4_LOXAF
OG0008404	sp|Q9JJW5|MYOZ2_MOUSE	tr|G3TF81|G3TF81_LOXAF
OG0008405	sp|Q6P4T2|U520_MOUSE	tr|G3TFK2|G3TFK2_LOXAF
OG0008406	sp|Q8BU25|PAMR1_MOUSE	tr|G3TJD6|G3TJD6_LOXAF
OG0008407	sp|Q9R020|ZRAB2_MOUSE	tr|G3TJI4|G3TJI4_LOXAF
OG0008408	sp|P22361|HNF1A_MOUSE	tr|G3TJQ6|G3TJQ6_LOXAF
OG0008409	sp|O35602|RX_MOUSE	tr|G3TJU3|G3TJU3_LOXAF
OG0008410	sp|P41245|MMP9_MOUSE	tr|G3TL27|G3TL27_LOXAF
OG0008411	sp|Q8R010|AIMP2_MOUSE	tr|G3TL43|G3TL43_LOXAF
OG0008412	sp|Q8BKR5|PPR37_MOUSE	tr|G3TL63|G3TL63_LOXAF
OG0008413	sp|P56477|IRF5_MOUSE	tr|G3TMQ5|G3TMQ5_LOXAF
OG0008414	sp|Q8R066|C1QT4_MOUSE	tr|G3TMR3|G3TMR3_LOXAF
OG0008415	sp|Q91YL2|RN126_MOUSE	tr|G3TTV9|G3TTV9_LOXAF
OG0008416	sp|Q64691|CAN3_MOUSE	tr|G3TVX4|G3TVX4_LOXAF
OG0008417	sp|Q8C0D5|EFL1_MOUSE	tr|G3TYR8|G3TYR8_LOXAF
OG0008418	sp|Q69Z37|SAM9L_MOUSE	tr|G3U0E3|G3U0E3_LOXAF
OG0008419	sp|Q30KN4|DFB30_MOUSE	tr|G3U1N7|G3U1N7_LOXAF
OG0008420	sp|Q3TZX3|S2533_MOUSE	tr|G3U3T7|G3U3T7_LOXAF
OG0008421	sp|Q80TI1|PKHH1_MOUSE	tr|G3U556|G3U556_LOXAF
OG0008422	sp|Q9Z2L7|CRLF3_MOUSE	tr|G3U561|G3U561_LOXAF
OG0008423	sp|P98084|APBA2_MOUSE	tr|G3U6Z6|G3U6Z6_LOXAF
OG0008424	sp|A1KXC4|FAIM3_MOUSE	tr|G3UAV1|G3UAV1_LOXAF
OG0008425	sp|O70460|CCL19_MOUSE	tr|G3UCE9|G3UCE9_LOXAF
OG0008426	sp|O55241|OREX_MOUSE	tr|G3UCF1|G3UCF1_LOXAF
OG0008427	sp|Q9QVY8|RAI2_MOUSE	tr|G3UDZ6|G3UDZ6_LOXAF
OG0008428	sp|Q8C013|TPBGL_MOUSE	tr|G3UG99|G3UG99_LOXAF
OG0008429	sp|Q69Z36|MEX3B_MOUSE	tr|G3UGU3|G3UGU3_LOXAF
OG0008430	sp|Q91YT7|YTHD2_MOUSE	tr|G3UGY3|G3UGY3_LOXAF
OG0008431	sp|Q3UE37|UBE2Z_MOUSE	tr|G3UKZ3|G3UKZ3_LOXAF
OG0008432	sp|P99029|PRDX5_MOUSE	tr|G3UM21|G3UM21_LOXAF
OG0008433	sp|Q8C050|KS6A5_MOUSE	tr|G3UN48|G3UN48_LOXAF
OG0008434	sp|Q91WC7|NPAL2_MOUSE	tr|G5E6T7|G5E6T7_LOXAF
OG0008435	sp|Q3V3N7|BBS1_MOUSE	tr|G5E7D8|G5E7D8_LOXAF
OG0008436	sp|Q8BMQ3|BNC2_MOUSE	tr|G3SLT1|G3SLT1_LOXAF
OG0008437	sp|P04925|PRIO_MOUSE	tr|G3SMG5|G3SMG5_LOXAF
OG0008438	sp|Q3UFB7|NTRK1_MOUSE	tr|G3SND2|G3SND2_LOXAF
OG0008439	sp|Q61686|CBX5_MOUSE	tr|G3SNT5|G3SNT5_LOXAF
OG0008440	sp|O70194|EIF3D_MOUSE	tr|G3SP37|G3SP37_LOXAF
OG0008441	sp|Q60737|CSK21_MOUSE	tr|G3SRS0|G3SRS0_LOXAF
OG0008442	sp|Q80WJ7|LYRIC_MOUSE	tr|G3ST73|G3ST73_LOXAF
OG0008443	sp|Q5SPX1|CC157_MOUSE	tr|G3STR0|G3STR0_LOXAF
OG0008444	sp|Q9DCJ1|LST8_MOUSE	tr|G3SU09|G3SU09_LOXAF
OG0008445	sp|P51960|MYBA_MOUSE	tr|G3SV10|G3SV10_LOXAF
OG0008446	sp|P85442|VGLL3_MOUSE	tr|G3SW21|G3SW21_LOXAF
OG0008447	sp|O88845|AKA10_MOUSE	tr|G3SWA3|G3SWA3_LOXAF
OG0008448	sp|Q9CPY6|GID4_MOUSE	tr|G3SWK8|G3SWK8_LOXAF
OG0008449	sp|P23359|BMP7_MOUSE	tr|G3SY83|G3SY83_LOXAF
OG0008450	sp|Q8R1U1|COG4_MOUSE	tr|G3SYL8|G3SYL8_LOXAF
OG0008451	sp|Q9ET38|CLD19_MOUSE	tr|G3T0B2|G3T0B2_LOXAF
OG0008452	sp|P84244|H33_MOUSE	tr|G3T157|G3T157_LOXAF
OG0008453	sp|O88942|NFAC1_MOUSE	tr|G3T1I9|G3T1I9_LOXAF
OG0008454	sp|Q9D342|T170A_MOUSE	tr|G3T1V5|G3T1V5_LOXAF
OG0008455	sp|Q99P27|PG12B_MOUSE	tr|G3T3B3|G3T3B3_LOXAF
OG0008456	sp|Q91YX0|THMS2_MOUSE	tr|G3T3U1|G3T3U1_LOXAF
OG0008457	sp|Q8VC88|GRAN_MOUSE	tr|G3T4S3|G3T4S3_LOXAF
OG0008458	sp|Q8BUB6|UST_MOUSE	tr|G3T595|G3T595_LOXAF
OG0008459	sp|E9PZJ8|ASCC3_MOUSE	tr|G3T7C8|G3T7C8_LOXAF
OG0008460	sp|Q8BKE9|IFT74_MOUSE	tr|G3T996|G3T996_LOXAF
OG0008461	sp|Q9QXY9|PEX3_MOUSE	tr|G3T9Q4|G3T9Q4_LOXAF
OG0008462	sp|Q9CXI5|MANF_MOUSE	tr|G3T9V0|G3T9V0_LOXAF
OG0008463	sp|Q9D7S7|RL22L_MOUSE	tr|G3TAX0|G3TAX0_LOXAF
OG0008464	sp|Q9CQU5|ZWINT_MOUSE	tr|G3TBD8|G3TBD8_LOXAF
OG0008465	sp|Q6PCL9|PAPOG_MOUSE	tr|G3TBP3|G3TBP3_LOXAF
OG0008466	sp|Q9CRA8|EXOS5_MOUSE	tr|G3TBW9|G3TBW9_LOXAF
OG0008467	sp|Q9CQE6|ASF1A_MOUSE	tr|G3TC90|G3TC90_LOXAF
OG0008468	sp|Q8K203|NEIL3_MOUSE	tr|G3TCQ1|G3TCQ1_LOXAF
OG0008469	sp|Q91V27|MELPH_MOUSE	tr|G3TGH3|G3TGH3_LOXAF
OG0008470	sp|P43346|DCK_MOUSE	tr|G3THS0|G3THS0_LOXAF
OG0008471	sp|Q6NZE7|PBIR2_MOUSE	tr|G3THU3|G3THU3_LOXAF
OG0008472	sp|Q9Z0L2|ARTN_MOUSE	tr|G3TIA8|G3TIA8_LOXAF
OG0008473	sp|Q0II04|NEBL_MOUSE	tr|G3TJ07|G3TJ07_LOXAF
OG0008474	sp|Q61839|ANFC_MOUSE	tr|G3TJJ0|G3TJJ0_LOXAF
OG0008475	sp|Q8C5W3|TBCEL_MOUSE	tr|G3TJR0|G3TJR0_LOXAF
OG0008476	sp|Q3V1I0|LYG2_MOUSE	tr|G3TK95|G3TK95_LOXAF
OG0008477	sp|Q68G58|APEX2_MOUSE	tr|G3TKI8|G3TKI8_LOXAF
OG0008478	sp|Q9JKR6|HYOU1_MOUSE	tr|G3TL26|G3TL26_LOXAF
OG0008479	sp|Q9D9Z1|SKAP_MOUSE	tr|G3TLE9|G3TLE9_LOXAF
OG0008480	sp|Q14B48|ITPI1_MOUSE	tr|G3TLH7|G3TLH7_LOXAF
OG0008481	sp|P52792|HXK4_MOUSE	tr|G3TLS7|G3TLS7_LOXAF
OG0008482	sp|Q8CH36|S36A4_MOUSE	tr|G3TMP4|G3TMP4_LOXAF
OG0008483	sp|P63250|KCNJ3_MOUSE	tr|G3TNA6|G3TNA6_LOXAF
OG0008484	sp|P11627|L1CAM_MOUSE	tr|G3TPV7|G3TPV7_LOXAF
OG0008485	sp|Q3UQ41|TM11A_MOUSE	tr|G3TQM7|G3TQM7_LOXAF
OG0008486	sp|E9Q6Z5|AUNIP_MOUSE	tr|G3TQP9|G3TQP9_LOXAF
OG0008487	sp|P63276|RS17_MOUSE	tr|G3TUK7|G3TUK7_LOXAF
OG0008488	sp|Q80Y83|DIXC1_MOUSE	tr|G3TUP7|G3TUP7_LOXAF
OG0008489	sp|P98154|IDD_MOUSE	tr|G3TWD3|G3TWD3_LOXAF
OG0008490	sp|Q8R361|RFIP5_MOUSE	tr|G3TYI3|G3TYI3_LOXAF
OG0008491	sp|Q3TEA8|HP1B3_MOUSE	tr|G3U388|G3U388_LOXAF
OG0008492	tr|Q8C5Z9|Q8C5Z9_MOUSE	tr|G3U4W2|G3U4W2_LOXAF
OG0008493	sp|Q9D6W8|BORC6_MOUSE	tr|G3UA93|G3UA93_LOXAF
OG0008494	tr|Q4KXB6|Q4KXB6_MOUSE	tr|G3UB07|G3UB07_LOXAF
OG0008495	sp|P14069|S10A6_MOUSE	tr|G3UB79|G3UB79_LOXAF
OG0008496	sp|P42227|STAT3_MOUSE	tr|G3UDC6|G3UDC6_LOXAF
OG0008497	sp|Q9D106|PEPA5_MOUSE	tr|G3UDK2|G3UDK2_LOXAF
OG0008498	sp|Q80VI1|TRI56_MOUSE	tr|G3UEQ5|G3UEQ5_LOXAF
OG0008499	tr|Q3U466|Q3U466_MOUSE	tr|G3UG41|G3UG41_LOXAF
OG0008500	sp|P63242|IF5A1_MOUSE	tr|G3UH27|G3UH27_LOXAF
OG0008501	sp|Q8BLC3|LYPD1_MOUSE	tr|G5E757|G5E757_LOXAF
OG0008502	sp|Q99LM2|CK5P3_MOUSE	tr|G3SLI8|G3SLI8_LOXAF
OG0008503	sp|Q924W7|DEN2B_MOUSE	tr|G3SLQ2|G3SLQ2_LOXAF
OG0008504	sp|Q9ERU9|RBP2_MOUSE	tr|G3SMA8|G3SMA8_LOXAF
OG0008505	sp|Q80U93|NU214_MOUSE	tr|G3SME4|G3SME4_LOXAF
OG0008506	sp|Q9R1C7|PR40A_MOUSE	tr|G3SNW4|G3SNW4_LOXAF
OG0008507	sp|Q32NY4|CNNM3_MOUSE	tr|G3SPF9|G3SPF9_LOXAF
OG0008508	sp|Q8BJN4|FNDC9_MOUSE	tr|G3SR95|G3SR95_LOXAF
OG0008509	sp|Q8K2V6|IPO11_MOUSE	tr|G3SRQ5|G3SRQ5_LOXAF
OG0008510	sp|Q9DAS9|GBG12_MOUSE	tr|G3SS00|G3SS00_LOXAF
OG0008511	sp|Q8R0Y8|S2542_MOUSE	tr|G3SSR1|G3SSR1_LOXAF
OG0008512	sp|Q80XZ4|I22R1_MOUSE	tr|G3SSY1|G3SSY1_LOXAF
OG0008513	sp|Q80WG7|TRI36_MOUSE	tr|G3ST03|G3ST03_LOXAF
OG0008514	sp|Q9D0Y8|RM52_MOUSE	tr|G3STN5|G3STN5_LOXAF
OG0008515	sp|Q9WVT6|CAH14_MOUSE	tr|G3SUS3|G3SUS3_LOXAF
OG0008516	sp|Q9CXK8|NIP7_MOUSE	tr|G3SV16|G3SV16_LOXAF
OG0008517	sp|Q9JHK5|PLEK_MOUSE	tr|G3SWS0|G3SWS0_LOXAF
OG0008518	sp|Q9CR26|VTA1_MOUSE	tr|G3SXI5|G3SXI5_LOXAF
OG0008519	sp|P53368|8ODP_MOUSE	tr|G3SYZ7|G3SYZ7_LOXAF
OG0008520	sp|Q5EBG8|CA050_MOUSE	tr|G3T0B8|G3T0B8_LOXAF
OG0008521	sp|Q8K5B2|MCFD2_MOUSE	tr|G3T0T8|G3T0T8_LOXAF
OG0008522	sp|O08674|RBPJL_MOUSE	tr|G3T1A3|G3T1A3_LOXAF
OG0008523	sp|Q60644|NR1H2_MOUSE	tr|G3T2F8|G3T2F8_LOXAF
OG0008524	sp|Q9WU84|CCS_MOUSE	tr|G3T327|G3T327_LOXAF
OG0008525	sp|A2VDH3|LRC38_MOUSE	tr|G3T3J2|G3T3J2_LOXAF
OG0008526	sp|Q8CDI2|FBX43_MOUSE	tr|G3T3Q8|G3T3Q8_LOXAF
OG0008527	sp|Q5SV80|MYO19_MOUSE	tr|G3T3X5|G3T3X5_LOXAF
OG0008528	sp|Q9CWR2|SMYD3_MOUSE	tr|G3T476|G3T476_LOXAF
OG0008529	sp|Q7TS63|ZFAT_MOUSE	tr|G3T566|G3T566_LOXAF
OG0008530	sp|Q920A5|RISC_MOUSE	tr|G3T5D9|G3T5D9_LOXAF
OG0008531	sp|P98086|C1QA_MOUSE	tr|G3T8I8|G3T8I8_LOXAF
OG0008532	sp|Q6ZQJ5|DNA2_MOUSE	tr|G3TAG0|G3TAG0_LOXAF
OG0008533	sp|A2AS55|ANR16_MOUSE	tr|G3TCF1|G3TCF1_LOXAF
