Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0007069	sp|Q9UNA0|ATS5_HUMAN	tr|G5C6W7|G5C6W7_HETGA
OG0007070	sp|Q9H3Y8|PPDPF_HUMAN	tr|G5C8D2|G5C8D2_HETGA
OG0007071	sp|Q14CX5|MF13A_HUMAN	tr|G5CAH5|G5CAH5_HETGA
OG0007072	sp|Q6UQ28|PLET1_HUMAN	tr|G5CAY8|G5CAY8_HETGA
OG0007073	sp|Q14055|CO9A2_HUMAN	tr|G5CBJ1|G5CBJ1_HETGA
OG0007074	sp|Q2MJR0|SPRE3_HUMAN	tr|G5AMB5|G5AMB5_HETGA
OG0007075	sp|Q8N5N7|RM50_HUMAN	tr|G5ANC2|G5ANC2_HETGA
OG0007076	sp|O43556|SGCE_HUMAN	tr|G5ANL0|G5ANL0_HETGA
OG0007077	sp|Q96MH6|TMM68_HUMAN	tr|G5ANX8|G5ANX8_HETGA
OG0007078	sp|Q86YB8|ERO1B_HUMAN	tr|G5APM2|G5APM2_HETGA
OG0007079	sp|A4D0T7|SIM30_HUMAN	tr|G5ARE0|G5ARE0_HETGA
OG0007080	sp|Q9H972|CN093_HUMAN	tr|G5ASJ9|G5ASJ9_HETGA
OG0007081	sp|O15258|RER1_HUMAN	tr|G5ATI4|G5ATI4_HETGA
OG0007082	sp|P62316|SMD2_HUMAN	tr|G5AUX4|G5AUX4_HETGA
OG0007083	sp|Q9HBH0|RHOF_HUMAN	tr|G5AWN6|G5AWN6_HETGA
OG0007084	sp|O95503|CBX6_HUMAN	tr|G5AYU2|G5AYU2_HETGA
OG0007085	sp|Q96PE1|AGRA2_HUMAN	tr|G5B098|G5B098_HETGA
OG0007087	sp|Q5H9E4|S2553_HUMAN	tr|G5B0X4|G5B0X4_HETGA
OG0007088	sp|Q9BRQ8|FSP1_HUMAN	tr|G5B191|G5B191_HETGA
OG0007089	sp|Q8IYL2|TRM44_HUMAN	tr|G5B307|G5B307_HETGA
OG0007090	sp|Q13094|LCP2_HUMAN	tr|G5B469|G5B469_HETGA
OG0007091	sp|Q5T0B9|ZN362_HUMAN	tr|G5B5K8|G5B5K8_HETGA
OG0007092	sp|Q86UD4|ZN329_HUMAN	tr|G5B7L1|G5B7L1_HETGA
OG0007093	sp|P28070|PSB4_HUMAN	tr|G5B8M0|G5B8M0_HETGA
OG0007094	sp|Q9P0B6|CC167_HUMAN	tr|G5B9G3|G5B9G3_HETGA
OG0007095	sp|Q9NYZ2|MFRN1_HUMAN	tr|G5B9S0|G5B9S0_HETGA
OG0007096	sp|Q8NCT3|MACA2_HUMAN	tr|G5BAY1|G5BAY1_HETGA
OG0007097	sp|P62269|RS18_HUMAN	tr|G5BAZ4|G5BAZ4_HETGA
OG0007098	sp|P31267|HXA6_HUMAN	tr|G5BD54|G5BD54_HETGA
OG0007099	sp|P62195|PRS8_HUMAN	tr|G5BDI9|G5BDI9_HETGA
OG0007100	sp|Q14CZ8|HECAM_HUMAN	tr|G5BEE6|G5BEE6_HETGA
OG0007101	sp|Q96N64|PWP2A_HUMAN	tr|G5BEM8|G5BEM8_HETGA
OG0007102	sp|Q02094|RHAG_HUMAN	tr|G5BGH2|G5BGH2_HETGA
OG0007103	sp|Q8NHW6|OTOSP_HUMAN	tr|G5BGX0|G5BGX0_HETGA
OG0007104	sp|Q96M83|CCDC7_HUMAN	tr|G5BLB1|G5BLB1_HETGA
OG0007105	sp|Q9BUX1|CHAC1_HUMAN	tr|G5BM07|G5BM07_HETGA
OG0007106	sp|O75626|PRDM1_HUMAN	tr|G5BMN1|G5BMN1_HETGA
OG0007107	sp|P51570|GALK1_HUMAN	tr|G5BNA5|G5BNA5_HETGA
OG0007108	sp|Q6ZWJ1|STXB4_HUMAN	tr|G5BPA2|G5BPA2_HETGA
OG0007109	sp|Q3SXZ7|TTLL9_HUMAN	tr|G5BR03|G5BR03_HETGA
OG0007110	sp|P78412|IRX6_HUMAN	tr|G5BSD8|G5BSD8_HETGA
OG0007111	sp|P62324|BTG1_HUMAN	tr|G5BSJ8|G5BSJ8_HETGA
OG0007112	sp|P51788|CLCN2_HUMAN	tr|G5BTC1|G5BTC1_HETGA
OG0007113	sp|Q9Y6B2|EID1_HUMAN	tr|G5BTP1|G5BTP1_HETGA
OG0007114	sp|P11177|ODPB_HUMAN	tr|G5BUK7|G5BUK7_HETGA
OG0007115	sp|Q8TAT2|FGFP3_HUMAN	tr|G5BV09|G5BV09_HETGA
OG0007116	sp|Q9HC36|MRM3_HUMAN	tr|G5BVK1|G5BVK1_HETGA
OG0007117	sp|Q9UJA3|MCM8_HUMAN	tr|G5BY79|G5BY79_HETGA
OG0007118	sp|Q8WUT4|LRRN4_HUMAN	tr|G5BY81|G5BY81_HETGA
OG0007119	sp|Q18PE1|DOK7_HUMAN	tr|G5BZF6|G5BZF6_HETGA
OG0007120	sp|P15498|VAV_HUMAN	tr|G5C0N9|G5C0N9_HETGA
OG0007121	sp|Q13625|ASPP2_HUMAN	tr|G5C192|G5C192_HETGA
OG0007122	sp|P36957|ODO2_HUMAN	tr|G5C1L8|G5C1L8_HETGA
OG0007123	sp|P18065|IBP2_HUMAN	tr|G5C2K4|G5C2K4_HETGA
OG0007124	sp|P14651|HXB3_HUMAN	tr|G5C4M0|G5C4M0_HETGA
OG0007125	sp|Q86SZ2|TPC6B_HUMAN	tr|G5C813|G5C813_HETGA
OG0007126	sp|A8MVX0|ARG33_HUMAN	tr|G5CA66|G5CA66_HETGA
OG0007127	sp|Q6GMR7|FAAH2_HUMAN	tr|G5CAU1|G5CAU1_HETGA
OG0007128	sp|O14529|CUX2_HUMAN	tr|G5AKU2|G5AKU2_HETGA
OG0007129	sp|Q14257|RCN2_HUMAN	tr|G5AL18|G5AL18_HETGA
OG0007130	sp|O15042|SR140_HUMAN	tr|G5ALG5|G5ALG5_HETGA
OG0007131	sp|Q9BZX2|UCK2_HUMAN	tr|G5AQ34|G5AQ34_HETGA
OG0007132	sp|O14683|P5I11_HUMAN	tr|G5AS49|G5AS49_HETGA
OG0007133	sp|Q9Y238|DLEC1_HUMAN	tr|G5ATL6|G5ATL6_HETGA
OG0007134	sp|Q9H8H3|MET7A_HUMAN	tr|G5ATZ8|G5ATZ8_HETGA
OG0007135	sp|Q8TAI7|REBL1_HUMAN	tr|G5AU30|G5AU30_HETGA
OG0007136	sp|Q8N3J9|ZN664_HUMAN	tr|G5AWU3|G5AWU3_HETGA
OG0007137	sp|O43286|B4GT5_HUMAN	tr|G5AZ09|G5AZ09_HETGA
OG0007139	sp|Q9BRC7|PLCD4_HUMAN	tr|G5AZI5|G5AZI5_HETGA
OG0007140	sp|Q15697|ZN174_HUMAN	tr|G5B1H6|G5B1H6_HETGA
OG0007141	sp|O76024|WFS1_HUMAN	tr|G5B321|G5B321_HETGA
OG0007142	sp|O95932|TGM3L_HUMAN	tr|G5B4R6|G5B4R6_HETGA
OG0007143	sp|Q6EMB2|TTLL5_HUMAN	tr|G5B692|G5B692_HETGA
OG0007144	sp|Q9NR80|ARHG4_HUMAN	tr|G5B9X6|G5B9X6_HETGA
OG0007145	sp|Q5W111|SPRY7_HUMAN	tr|G5B9Z5|G5B9Z5_HETGA
OG0007146	sp|P43307|SSRA_HUMAN	tr|G5BAT1|G5BAT1_HETGA
OG0007147	sp|Q8IVB5|LIX1L_HUMAN	tr|G5BBN1|G5BBN1_HETGA
OG0007148	sp|Q9HCK8|CHD8_HUMAN	tr|G5BFV2|G5BFV2_HETGA
OG0007149	sp|Q969X5|ERGI1_HUMAN	tr|G5BGI2|G5BGI2_HETGA
OG0007150	sp|Q13568|IRF5_HUMAN	tr|G5BH92|G5BH92_HETGA
OG0007151	sp|Q96HR8|NAF1_HUMAN	tr|G5BHV1|G5BHV1_HETGA
OG0007152	sp|Q9H0V9|LMA2L_HUMAN	tr|G5BMV1|G5BMV1_HETGA
OG0007153	sp|Q7Z6I8|CE024_HUMAN	tr|G5BQ19|G5BQ19_HETGA
OG0007154	sp|Q96RK4|BBS4_HUMAN	tr|G5BRE7|G5BRE7_HETGA
OG0007155	sp|Q7L5N7|PCAT2_HUMAN	tr|G5BSD6|G5BSD6_HETGA
OG0007156	sp|O60938|KERA_HUMAN	tr|G5BSJ4|G5BSJ4_HETGA
OG0007157	sp|Q9ULM3|YETS2_HUMAN	tr|G5BTE9|G5BTE9_HETGA
OG0007158	sp|P10523|ARRS_HUMAN	tr|G5BXG3|G5BXG3_HETGA
OG0007159	sp|Q96GY3|LIN37_HUMAN	tr|G5BXN4|G5BXN4_HETGA
OG0007160	sp|Q9UPT6|JIP3_HUMAN	tr|G5BY69|G5BY69_HETGA
OG0007161	sp|O60519|CRBL2_HUMAN	tr|G5BYF8|G5BYF8_HETGA
OG0007162	sp|Q13111|CAF1A_HUMAN	tr|G5BZA2|G5BZA2_HETGA
OG0007163	sp|Q9H992|MARH7_HUMAN	tr|G5C002|G5C002_HETGA
OG0007164	sp|Q8NDC4|MORN4_HUMAN	tr|G5C0B8|G5C0B8_HETGA
OG0007165	sp|Q9H2D1|MFTC_HUMAN	tr|G5C0G5|G5C0G5_HETGA
OG0007166	sp|P57739|CLD2_HUMAN	tr|G5C3Z2|G5C3Z2_HETGA
OG0007167	sp|Q6RW13|ATRAP_HUMAN	tr|G5C508|G5C508_HETGA
OG0007168	sp|Q6ZRF8|RN207_HUMAN	tr|G5C568|G5C568_HETGA
OG0007169	sp|P35268|RL22_HUMAN	tr|G5C569|G5C569_HETGA
OG0007170	sp|Q4ZIN3|MBRL_HUMAN	tr|G5C5Y2|G5C5Y2_HETGA
OG0007171	sp|Q7LC44|ARC_HUMAN	tr|G5C8X4|G5C8X4_HETGA
OG0007172	sp|Q8N119|MMP21_HUMAN	tr|G5C968|G5C968_HETGA
OG0007173	sp|P05026|AT1B1_HUMAN	tr|G5CB51|G5CB51_HETGA
OG0007174	sp|P00156|CYB_HUMAN	tr|G5CPH7|G5CPH7_HETGA
OG0007175	sp|Q8NGR6|OR1B1_HUMAN	tr|G5AJL1|G5AJL1_HETGA
OG0007176	sp|Q9UM54|MYO6_HUMAN	tr|G5AL56|G5AL56_HETGA
OG0007177	sp|Q96MD2|KICS2_HUMAN	tr|G5ALG2|G5ALG2_HETGA
OG0007178	sp|Q5TEU4|NDUF5_HUMAN	tr|G5ALV2|G5ALV2_HETGA
OG0007179	sp|Q8TD17|ZN398_HUMAN	tr|G5AMM3|G5AMM3_HETGA
OG0007180	sp|P31641|SC6A6_HUMAN	tr|G5ANS6|G5ANS6_HETGA
OG0007181	sp|P28336|NMBR_HUMAN	tr|G5ANT8|G5ANT8_HETGA
OG0007182	sp|Q9H204|MED28_HUMAN	tr|G5APR1|G5APR1_HETGA
OG0007183	sp|Q9Y345|SC6A5_HUMAN	tr|G5AR25|G5AR25_HETGA
OG0007184	sp|Q96L15|NAR5_HUMAN	tr|G5AVS7|G5AVS7_HETGA
OG0007185	sp|P60006|APC15_HUMAN	tr|G5AVT6|G5AVT6_HETGA
OG0007186	sp|O00233|PSMD9_HUMAN	tr|G5AWN9|G5AWN9_HETGA
OG0007187	sp|Q6EBC2|IL31_HUMAN	tr|G5AWQ3|G5AWQ3_HETGA
OG0007188	sp|Q8NFY9|KBTB8_HUMAN	tr|G5AXP5|G5AXP5_HETGA
OG0007190	sp|Q13772|NCOA4_HUMAN	tr|G5AXZ1|G5AXZ1_HETGA
OG0007191	sp|Q8IZ02|LRC34_HUMAN	tr|G5AXZ9|G5AXZ9_HETGA
OG0007192	sp|Q15493|RGN_HUMAN	tr|G5AZF6|G5AZF6_HETGA
OG0007193	sp|Q9H422|HIPK3_HUMAN	tr|G5B1G1|G5B1G1_HETGA
OG0007194	sp|P30968|GNRHR_HUMAN	tr|G5B223|G5B223_HETGA
OG0007195	sp|P49190|PTH2R_HUMAN	tr|G5B3E4|G5B3E4_HETGA
OG0007196	sp|Q6NXT4|ZNT6_HUMAN	tr|G5B3Y5|G5B3Y5_HETGA
OG0007197	sp|Q9BQ50|TREX2_HUMAN	tr|G5B4W7|G5B4W7_HETGA
OG0007198	sp|A6NE02|BTBDH_HUMAN	tr|G5B5N2|G5B5N2_HETGA
OG0007199	sp|Q9UGT4|SUSD2_HUMAN	tr|G5B634|G5B634_HETGA
OG0007200	sp|Q8N966|ZDH22_HUMAN	tr|G5B683|G5B683_HETGA
OG0007201	sp|Q86VY4|TSYL5_HUMAN	tr|G5B8X8|G5B8X8_HETGA
OG0007202	sp|P23610|HAP40_HUMAN	tr|G5B9E3|G5B9E3_HETGA
OG0007203	sp|Q9H9P2|CHODL_HUMAN	tr|G5BAA6|G5BAA6_HETGA
OG0007204	sp|Q9Y228|T3JAM_HUMAN	tr|G5BAM3|G5BAM3_HETGA
OG0007205	sp|Q8IZU3|SYCP3_HUMAN	tr|G5BBJ2|G5BBJ2_HETGA
OG0007206	sp|Q9H0U6|RM18_HUMAN	tr|G5BC64|G5BC64_HETGA
OG0007207	sp|Q8N1D5|CF107_HUMAN	tr|G5BD98|G5BD98_HETGA
OG0007208	sp|Q9ULJ7|ANR50_HUMAN	tr|G5BDT7|G5BDT7_HETGA
OG0007209	sp|Q7Z2Z2|EFL1_HUMAN	tr|G5BEZ7|G5BEZ7_HETGA
OG0007210	sp|A8MV65|VGLL3_HUMAN	tr|G5BGL9|G5BGL9_HETGA
OG0007211	sp|A1L3X0|ELOV7_HUMAN	tr|G5BHG6|G5BHG6_HETGA
OG0007212	sp|Q9BQA5|HINFP_HUMAN	tr|G5BHN8|G5BHN8_HETGA
OG0007213	sp|Q9UHC9|NPCL1_HUMAN	tr|G5BIK8|G5BIK8_HETGA
OG0007214	sp|Q15029|U5S1_HUMAN	tr|G5BJ06|G5BJ06_HETGA
OG0007215	sp|O60547|GMDS_HUMAN	tr|G5BKF5|G5BKF5_HETGA
OG0007216	sp|P82909|KGD4_HUMAN	tr|G5BKN7|G5BKN7_HETGA
OG0007217	sp|Q8WWL7|CCNB3_HUMAN	tr|G5BLI4|G5BLI4_HETGA
OG0007218	sp|Q9C0D6|FHDC1_HUMAN	tr|G5BMJ7|G5BMJ7_HETGA
OG0007219	sp|Q6UXB0|F131A_HUMAN	tr|G5BTC2|G5BTC2_HETGA
OG0007220	sp|Q6TFL4|KLH24_HUMAN	tr|G5BTF0|G5BTF0_HETGA
OG0007221	sp|O75052|CAPON_HUMAN	tr|G5BU44|G5BU44_HETGA
OG0007222	sp|Q93070|NAR4_HUMAN	tr|G5BV49|G5BV49_HETGA
OG0007223	sp|P17275|JUNB_HUMAN	tr|G5BYX1|G5BYX1_HETGA
OG0007224	sp|Q16718|NDUA5_HUMAN	tr|G5BZQ5|G5BZQ5_HETGA
OG0007225	sp|P23919|KTHY_HUMAN	tr|G5C3S3|G5C3S3_HETGA
OG0007226	sp|Q8TBZ2|MYBPP_HUMAN	tr|G5C4K0|G5C4K0_HETGA
OG0007227	sp|Q96NW7|LRRC7_HUMAN	tr|G5C4T4|G5C4T4_HETGA
OG0007228	sp|Q5TGS1|HES3_HUMAN	tr|G5C566|G5C566_HETGA
OG0007229	sp|Q6ZW13|CP086_HUMAN	tr|G5C670|G5C670_HETGA
OG0007230	sp|Q8IUZ0|LRC49_HUMAN	tr|G5C6T8|G5C6T8_HETGA
OG0007231	sp|Q8IYJ0|PIANP_HUMAN	tr|G5CAQ4|G5CAQ4_HETGA
OG0007232	sp|O96008|TOM40_HUMAN	tr|G5CBM8|G5CBM8_HETGA
OG0007233	sp|Q86VD9|PIGZ_HUMAN	tr|G5ALD1|G5ALD1_HETGA
OG0007234	sp|Q96JB6|LOXL4_HUMAN	tr|G5ANF9|G5ANF9_HETGA
OG0007235	sp|P62310|LSM3_HUMAN	tr|G5ANS5|G5ANS5_HETGA
OG0007236	sp|Q9BPX3|CND3_HUMAN	tr|G5APQ9|G5APQ9_HETGA
OG0007237	sp|O75208|COQ9_HUMAN	tr|G5AUE6|G5AUE6_HETGA
OG0007238	sp|Q5T0F9|C2D1B_HUMAN	tr|G5AUI3|G5AUI3_HETGA
OG0007239	sp|Q8TEQ6|GEMI5_HUMAN	tr|G5AY05|G5AY05_HETGA
OG0007240	sp|Q99807|COQ7_HUMAN	tr|G5AY26|G5AY26_HETGA
OG0007241	sp|Q7Z2E3|APTX_HUMAN	tr|G5B037|G5B037_HETGA
OG0007242	sp|O15116|LSM1_HUMAN	tr|G5B0A5|G5B0A5_HETGA
OG0007243	sp|Q9HB19|PKHA2_HUMAN	tr|G5B0B3|G5B0B3_HETGA
OG0007244	sp|Q9BS16|CENPK_HUMAN	tr|G5B0E5|G5B0E5_HETGA
OG0007245	sp|P09543|CN37_HUMAN	tr|G5B0L2|G5B0L2_HETGA
OG0007246	sp|Q8N4S7|PAQR4_HUMAN	tr|G5B1J7|G5B1J7_HETGA
OG0007247	sp|Q14088|RB33A_HUMAN	tr|G5B2Q9|G5B2Q9_HETGA
OG0007248	sp|Q9NQ55|SSF1_HUMAN	tr|G5B342|G5B342_HETGA
OG0007249	sp|Q9BZH6|WDR11_HUMAN	tr|G5B5R8|G5B5R8_HETGA
OG0007250	sp|Q6P2D0|ZFP1_HUMAN	tr|G5B5X4|G5B5X4_HETGA
OG0007251	sp|O75771|RA51D_HUMAN	tr|G5B756|G5B756_HETGA
OG0007252	sp|Q6NVV3|NIPA3_HUMAN	tr|G5B8D8|G5B8D8_HETGA
OG0007253	sp|Q8N6L0|KASH5_HUMAN	tr|G5B8N4|G5B8N4_HETGA
OG0007254	sp|P19474|RO52_HUMAN	tr|G5B9B8|G5B9B8_HETGA
OG0007255	sp|P28062|PSB8_HUMAN	tr|G5BB09|G5BB09_HETGA
OG0007256	sp|Q96FE7|P3IP1_HUMAN	tr|G5BBU8|G5BBU8_HETGA
OG0007258	sp|Q7RTS1|BHA15_HUMAN	tr|G5BF27|G5BF27_HETGA
OG0007259	sp|P05413|FABPH_HUMAN	tr|G5BF59|G5BF59_HETGA
OG0007260	sp|O60906|NSMA_HUMAN	tr|G5BGE2|G5BGE2_HETGA
OG0007261	sp|Q5SW96|ARH_HUMAN	tr|G5BHW2|G5BHW2_HETGA
OG0007262	sp|Q02535|ID3_HUMAN	tr|G5BHY6|G5BHY6_HETGA
OG0007263	sp|Q9NSK7|CS012_HUMAN	tr|G5BL43|G5BL43_HETGA
OG0007264	sp|Q13323|BIK_HUMAN	tr|G5BM80|G5BM80_HETGA
OG0007265	sp|P49798|RGS4_HUMAN	tr|G5BPL4|G5BPL4_HETGA
OG0007266	sp|P0C0S8|H2A1_HUMAN	tr|G5BSF8|G5BSF8_HETGA
OG0007267	sp|Q13488|VPP3_HUMAN	tr|G5BTV6|G5BTV6_HETGA
OG0007268	sp|Q9H981|ARP8_HUMAN	tr|G5BUP5|G5BUP5_HETGA
OG0007269	sp|P16671|CD36_HUMAN	tr|G5BVU5|G5BVU5_HETGA
OG0007270	sp|Q9C0K7|STRAB_HUMAN	tr|G5BW38|G5BW38_HETGA
OG0007271	sp|Q96DU3|SLAF6_HUMAN	tr|G5BWJ9|G5BWJ9_HETGA
OG0007272	sp|P42858|HD_HUMAN	tr|G5BZF2|G5BZF2_HETGA
OG0007273	sp|Q04912|RON_HUMAN	tr|G5BZX9|G5BZX9_HETGA
OG0007274	sp|Q2M5E4|RGS21_HUMAN	tr|G5C0G0|G5C0G0_HETGA
OG0007275	sp|P57737|CORO7_HUMAN	tr|G5C0J3|G5C0J3_HETGA
OG0007276	sp|Q96F81|DISP1_HUMAN	tr|G5C188|G5C188_HETGA
OG0007277	sp|Q9Y6S9|RPKL1_HUMAN	tr|G5C1L7|G5C1L7_HETGA
OG0007278	sp|A0AV96|RBM47_HUMAN	tr|G5C3T9|G5C3T9_HETGA
OG0007279	sp|O43766|LIAS_HUMAN	tr|G5C3U7|G5C3U7_HETGA
OG0007280	sp|Q12797|ASPH_HUMAN	tr|G5C4V4|G5C4V4_HETGA
OG0007281	sp|Q96CD0|FBXL8_HUMAN	tr|G5C645|G5C645_HETGA
OG0007282	sp|P48449|LSS_HUMAN	tr|G5C7V6|G5C7V6_HETGA
OG0007283	sp|P37837|TALDO_HUMAN	tr|G5C8H0|G5C8H0_HETGA
OG0007284	sp|Q9P1Q0|VPS54_HUMAN	tr|G5C8M5|G5C8M5_HETGA
OG0007285	sp|Q13523|PRP4B_HUMAN	tr|G5C8W9|G5C8W9_HETGA
OG0007286	sp|Q96KS0|EGLN2_HUMAN	tr|G5C9W6|G5C9W6_HETGA
OG0007287	sp|P00403|COX2_HUMAN	tr|G5CPG8|G5CPG8_HETGA
OG0007288	sp|Q9HBE5|IL21R_HUMAN	tr|G5AJV5|G5AJV5_HETGA
OG0007289	sp|Q06124|PTN11_HUMAN	tr|G5AKV7|G5AKV7_HETGA
OG0007290	sp|P15848|ARSB_HUMAN	tr|G5ASU3|G5ASU3_HETGA
OG0007291	sp|P43489|TNR4_HUMAN	tr|G5ATR2|G5ATR2_HETGA
OG0007292	sp|Q9NTG7|SIR3_HUMAN	tr|G5AUC0|G5AUC0_HETGA
OG0007293	sp|Q15120|PDK3_HUMAN	tr|G5AUJ0|G5AUJ0_HETGA
OG0007294	sp|Q9Y266|NUDC_HUMAN	tr|G5AUS6|G5AUS6_HETGA
OG0007295	sp|Q96SL1|DIRC2_HUMAN	tr|G5AV96|G5AV96_HETGA
OG0007296	sp|Q8WUA8|TSK_HUMAN	tr|G5AW83|G5AW83_HETGA
OG0007297	sp|O95229|ZWINT_HUMAN	tr|G5AYB7|G5AYB7_HETGA
OG0007298	sp|Q86Y56|DAAF5_HUMAN	tr|G5AZ15|G5AZ15_HETGA
OG0007299	sp|Q99731|CCL19_HUMAN	tr|G5B066|G5B066_HETGA
OG0007300	sp|Q9UL46|PSME2_HUMAN	tr|G5B294|G5B294_HETGA
OG0007301	sp|Q9UP79|ATS8_HUMAN	tr|G5B4B9|G5B4B9_HETGA
OG0007302	sp|Q6ZN84|CCD81_HUMAN	tr|G5B519|G5B519_HETGA
OG0007303	sp|Q9UPI3|FLVC2_HUMAN	tr|G5B694|G5B694_HETGA
OG0007304	sp|Q7LDG7|GRP2_HUMAN	tr|G5B6P1|G5B6P1_HETGA
OG0007305	sp|O43716|GATC_HUMAN	tr|G5B773|G5B773_HETGA
OG0007306	sp|Q9BRS2|RIOK1_HUMAN	tr|G5BAT3|G5BAT3_HETGA
OG0007307	sp|P06340|DOA_HUMAN	tr|G5BB03|G5BB03_HETGA
OG0007308	sp|Q1ZYL8|IZUM4_HUMAN	tr|G5BBB9|G5BBB9_HETGA
OG0007309	sp|Q9H4L5|OSBL3_HUMAN	tr|G5BCX7|G5BCX7_HETGA
OG0007310	sp|Q9HCS5|E41LA_HUMAN	tr|G5BCY1|G5BCY1_HETGA
OG0007311	sp|Q96PS8|AQP10_HUMAN	tr|G5BDC8|G5BDC8_HETGA
OG0007312	sp|Q71F23|CENPU_HUMAN	tr|G5BGG5|G5BGG5_HETGA
OG0007313	sp|P59768|GBG2_HUMAN	tr|G5BLN9|G5BLN9_HETGA
OG0007314	sp|O75204|TM127_HUMAN	tr|G5BMW1|G5BMW1_HETGA
OG0007315	sp|Q9GZM5|YIPF3_HUMAN	tr|G5BNM7|G5BNM7_HETGA
OG0007316	sp|Q96M93|ADAD1_HUMAN	tr|G5BP44|G5BP44_HETGA
OG0007317	sp|P43354|NR4A2_HUMAN	tr|G5BQN7|G5BQN7_HETGA
OG0007318	sp|Q9NUG4|CCM2L_HUMAN	tr|G5BR06|G5BR06_HETGA
OG0007319	sp|Q14451|GRB7_HUMAN	tr|G5BRX6|G5BRX6_HETGA
OG0007320	sp|P14927|QCR7_HUMAN	tr|G5BTN0|G5BTN0_HETGA
OG0007321	sp|O95817|BAG3_HUMAN	tr|G5BVW6|G5BVW6_HETGA
OG0007322	sp|Q5T1M5|FKB15_HUMAN	tr|G5BWQ8|G5BWQ8_HETGA
OG0007323	sp|Q9Y3B7|RM11_HUMAN	tr|G5BWY1|G5BWY1_HETGA
OG0007324	sp|O15287|FANCG_HUMAN	tr|G5BXC0|G5BXC0_HETGA
OG0007325	sp|O60500|NPHN_HUMAN	tr|G5BXP0|G5BXP0_HETGA
OG0007326	sp|P34913|HYES_HUMAN	tr|G5BY92|G5BY92_HETGA
OG0007327	sp|Q9NQM4|DAAF6_HUMAN	tr|G5BZD9|G5BZD9_HETGA
OG0007328	sp|Q9BXA5|SUCR1_HUMAN	tr|G5C111|G5C111_HETGA
OG0007329	sp|O15033|AREL1_HUMAN	tr|G5C1M2|G5C1M2_HETGA
OG0007330	sp|O15482|TEX28_HUMAN	tr|G5C2R8|G5C2R8_HETGA
OG0007331	sp|Q96JZ2|HSH2D_HUMAN	tr|G5C2V4|G5C2V4_HETGA
OG0007332	sp|A6NNL5|CO061_HUMAN	tr|G5C5F8|G5C5F8_HETGA
OG0007333	sp|Q96AC6|KIFC2_HUMAN	tr|G5C5S1|G5C5S1_HETGA
OG0007334	sp|P46092|CCR10_HUMAN	tr|G5CA05|G5CA05_HETGA
OG0007335	sp|O94907|DKK1_HUMAN	tr|G5CAC0|G5CAC0_HETGA
OG0007336	sp|P00846|ATP6_HUMAN	tr|G5CPH0|G5CPH0_HETGA
OG0007337	sp|Q96E11|RRFM_HUMAN	tr|G5AJL8|G5AJL8_HETGA
OG0007338	sp|Q7Z6Z6|PLPL5_HUMAN	tr|G5ALW2|G5ALW2_HETGA
OG0007339	sp|Q3YBM2|T176B_HUMAN	tr|G5AMK2|G5AMK2_HETGA
OG0007340	sp|O76031|CLPX_HUMAN	tr|G5AN62|G5AN62_HETGA
OG0007341	sp|P27169|PON1_HUMAN	tr|G5ANL3|G5ANL3_HETGA
OG0007342	sp|Q8TAE7|KCNG3_HUMAN	tr|G5ANT9|G5ANT9_HETGA
OG0007343	sp|Q86Y13|DZIP3_HUMAN	tr|G5APD4|G5APD4_HETGA
OG0007344	sp|Q5VYS8|TUT7_HUMAN	tr|G5ARL8|G5ARL8_HETGA
OG0007345	sp|Q9NR21|PAR11_HUMAN	tr|G5AS07|G5AS07_HETGA
OG0007346	sp|Q1ZZU3|SWI5_HUMAN	tr|G5ASF2|G5ASF2_HETGA
OG0007347	sp|A5LHX3|PSB11_HUMAN	tr|G5ASK1|G5ASK1_HETGA
OG0007348	sp|Q8N1P7|CRBG2_HUMAN	tr|G5AUR4|G5AUR4_HETGA
OG0007349	sp|Q8WTR2|DUS19_HUMAN	tr|G5AVJ7|G5AVJ7_HETGA
OG0007350	sp|Q96FX7|TRM61_HUMAN	tr|G5AWH1|G5AWH1_HETGA
OG0007351	sp|Q4V9L6|TM119_HUMAN	tr|G5AWZ6|G5AWZ6_HETGA
OG0007352	sp|Q01638|ILRL1_HUMAN	tr|G5AZF1|G5AZF1_HETGA
OG0007353	sp|Q9BUA3|SPNDC_HUMAN	tr|G5B6G3|G5B6G3_HETGA
OG0007354	sp|Q9BUV8|RCAF1_HUMAN	tr|G5B834|G5B834_HETGA
OG0007355	sp|P61927|RL37_HUMAN	tr|G5B842|G5B842_HETGA
OG0007356	sp|O14832|PAHX_HUMAN	tr|G5BE18|G5BE18_HETGA
OG0007357	sp|Q5K4L6|S27A3_HUMAN	tr|G5BER8|G5BER8_HETGA
OG0007358	sp|O76061|STC2_HUMAN	tr|G5BGI9|G5BGI9_HETGA
OG0007359	sp|Q16610|ECM1_HUMAN	tr|G5BH40|G5BH40_HETGA
OG0007360	sp|Q9UPV0|CE164_HUMAN	tr|G5BHK3|G5BHK3_HETGA
OG0007361	sp|Q96PM9|Z385A_HUMAN	tr|G5BID4|G5BID4_HETGA
OG0007362	sp|Q9Y644|RFNG_HUMAN	tr|G5BJ94|G5BJ94_HETGA
OG0007363	sp|Q9BTW9|TBCD_HUMAN	tr|G5BJB4|G5BJB4_HETGA
