Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0005675	sp|Q15036|SNX17_HUMAN	tr|A0A6I8NRF2|A0A6I8NRF2_ORNAN
OG0005676	sp|Q2T9J0|TYSD1_HUMAN	tr|A0A6I8NZR4|A0A6I8NZR4_ORNAN
OG0005677	sp|Q6XYB7|LBX2_HUMAN	tr|A0A6I8P833|A0A6I8P833_ORNAN
OG0005678	sp|Q6ZNE5|BAKOR_HUMAN	tr|A0A6I8N044|A0A6I8N044_ORNAN
OG0005679	sp|Q6ZU52|K0408_HUMAN	tr|F6U1K5|F6U1K5_ORNAN
OG0005680	sp|Q7LGC8|CHST3_HUMAN	tr|A0A6I8PE38|A0A6I8PE38_ORNAN
OG0005681	sp|Q86VI1|EX3L1_HUMAN	tr|A0A6I8N1Q7|A0A6I8N1Q7_ORNAN
OG0005682	sp|Q8N6Y1|PCD20_HUMAN	tr|F7BU21|F7BU21_ORNAN
OG0005683	sp|Q8NFQ6|BPIFC_HUMAN	tr|F6X5N9|F6X5N9_ORNAN
OG0005684	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A6I8PHW0|A0A6I8PHW0_ORNAN
OG0005685	sp|Q8NHU6|TDRD7_HUMAN	tr|F6TDA9|F6TDA9_ORNAN
OG0005686	sp|Q8TBN0|R3GEF_HUMAN	tr|A0A6I8NYT6|A0A6I8NYT6_ORNAN
OG0005687	sp|Q8TDM5|SACA4_HUMAN	tr|F7A6Y8|F7A6Y8_ORNAN
OG0005688	sp|Q8WW43|APH1B_HUMAN	tr|F7D644|F7D644_ORNAN
OG0005689	sp|Q92974|ARHG2_HUMAN	tr|A0A6I8NVB4|A0A6I8NVB4_ORNAN
OG0005690	sp|Q96AP4|ZUP1_HUMAN	tr|A0A6I8PB34|A0A6I8PB34_ORNAN
OG0005691	sp|Q96EK2|PF21B_HUMAN	tr|A0A6I8PEC4|A0A6I8PEC4_ORNAN
OG0005692	sp|Q96ME7|ZN512_HUMAN	tr|F6PTX9|F6PTX9_ORNAN
OG0005693	sp|Q96Q83|ALKB3_HUMAN	tr|F7G6X9|F7G6X9_ORNAN
OG0005694	sp|Q9C0B7|TNG6_HUMAN	tr|F6TMC8|F6TMC8_ORNAN
OG0005695	sp|Q9H0R1|AP5M1_HUMAN	tr|F7ARQ3|F7ARQ3_ORNAN
OG0005696	sp|Q9H0R3|TM222_HUMAN	tr|A0A6I8N969|A0A6I8N969_ORNAN
OG0005697	sp|Q9NVN8|GNL3L_HUMAN	tr|F7CGH5|F7CGH5_ORNAN
OG0005698	sp|Q9NYJ8|TAB2_HUMAN	tr|F7CCG7|F7CCG7_ORNAN
OG0005699	sp|Q9NZF1|PLAC8_HUMAN	tr|A0A6I8N497|A0A6I8N497_ORNAN
OG0005700	sp|Q9UHV2|SRTD1_HUMAN	tr|F6R8C6|F6R8C6_ORNAN
OG0005701	sp|Q9Y231|FUT9_HUMAN	tr|F7D2K7|F7D2K7_ORNAN
OG0005702	sp|Q9Y680|FKBP7_HUMAN	tr|A0A6I8N7H9|A0A6I8N7H9_ORNAN
OG0005703	sp|A0PJX4|SHSA3_HUMAN	tr|A0A6I8NTQ6|A0A6I8NTQ6_ORNAN
OG0005704	sp|A4D1P6|WDR91_HUMAN	tr|F7G5F4|F7G5F4_ORNAN
OG0005705	sp|O15042|SR140_HUMAN	tr|F7FJ63|F7FJ63_ORNAN
OG0005706	sp|O15258|RER1_HUMAN	tr|F7G589|F7G589_ORNAN
OG0005707	sp|O43768|ENSA_HUMAN	tr|A0A6I8NTA5|A0A6I8NTA5_ORNAN
OG0005708	sp|O60547|GMDS_HUMAN	tr|A0A6I8NE28|A0A6I8NE28_ORNAN
OG0005709	sp|O60934|NBN_HUMAN	tr|A0A6I8PB18|A0A6I8PB18_ORNAN
OG0005710	sp|O75817|POP7_HUMAN	tr|A0A6I8NRR4|A0A6I8NRR4_ORNAN
OG0005711	sp|O76003|GLRX3_HUMAN	tr|A0A6I8P3A5|A0A6I8P3A5_ORNAN
OG0005712	sp|O96007|MOC2B_HUMAN	tr|A0A6I8P526|A0A6I8P526_ORNAN
OG0005713	sp|P09871|C1S_HUMAN	tr|A0A6I8NGP7|A0A6I8NGP7_ORNAN
OG0005714	sp|P13716|HEM2_HUMAN	tr|A0A6I8NG01|A0A6I8NG01_ORNAN
OG0005715	sp|P13945|ADRB3_HUMAN	tr|A0A6I8NR74|A0A6I8NR74_ORNAN
OG0005716	sp|P15173|MYOG_HUMAN	tr|F6UM04|F6UM04_ORNAN
OG0005717	sp|P37173|TGFR2_HUMAN	tr|F6YQ99|F6YQ99_ORNAN
OG0005718	sp|P55273|CDN2D_HUMAN	tr|F6SGP8|F6SGP8_ORNAN
OG0005719	sp|P55895|RAG2_HUMAN	tr|F6S5J9|F6S5J9_ORNAN
OG0005720	sp|P56199|ITA1_HUMAN	tr|A0A6I8N7J1|A0A6I8N7J1_ORNAN
OG0005721	sp|P56749|CLD12_HUMAN	tr|A0A6I8NWB1|A0A6I8NWB1_ORNAN
OG0005722	sp|Q07973|CP24A_HUMAN	tr|F7CEG3|F7CEG3_ORNAN
OG0005723	sp|Q12905|ILF2_HUMAN	tr|A0A6I8P8C0|A0A6I8P8C0_ORNAN
OG0005724	sp|Q14739|LBR_HUMAN	tr|F7BST1|F7BST1_ORNAN
OG0005725	sp|Q14973|NTCP_HUMAN	tr|A0A6I8P9U0|A0A6I8P9U0_ORNAN
OG0005726	sp|Q15013|MD2BP_HUMAN	tr|F6UQ34|F6UQ34_ORNAN
OG0005727	sp|Q16769|QPCT_HUMAN	tr|A0A6I8N2Z9|A0A6I8N2Z9_ORNAN
OG0005728	sp|Q58WW2|DCAF6_HUMAN	tr|A0A6I8N3J4|A0A6I8N3J4_ORNAN
OG0005729	sp|Q5ZPR3|CD276_HUMAN	tr|A0A6I8PHC7|A0A6I8PHC7_ORNAN
OG0005730	sp|Q6P3W2|DJC24_HUMAN	tr|F6Y7S2|F6Y7S2_ORNAN
OG0005731	sp|Q6UVY6|MOXD1_HUMAN	tr|A0A6I8PB97|A0A6I8PB97_ORNAN
OG0005732	sp|Q6ZN04|MEX3B_HUMAN	tr|A0A6I8N4U4|A0A6I8N4U4_ORNAN
OG0005733	sp|Q70HW3|SAMC_HUMAN	tr|A0A6I8MZ58|A0A6I8MZ58_ORNAN
OG0005734	sp|Q86UA1|PRP39_HUMAN	tr|A0A6I8MXE1|A0A6I8MXE1_ORNAN
OG0005735	sp|Q86X95|CIR1_HUMAN	tr|A0A6I8NS54|A0A6I8NS54_ORNAN
OG0005736	sp|Q8IY49|PAQRA_HUMAN	tr|F6PIN8|F6PIN8_ORNAN
OG0005737	sp|Q8IZK6|MCLN2_HUMAN	tr|F7FKB0|F7FKB0_ORNAN
OG0005738	sp|Q8N9H8|MUT7_HUMAN	tr|F7FTT7|F7FTT7_ORNAN
OG0005739	sp|Q8N9T8|KRI1_HUMAN	tr|A0A6I8PCZ4|A0A6I8PCZ4_ORNAN
OG0005740	sp|Q8TAA5|GRPE2_HUMAN	tr|F7CW62|F7CW62_ORNAN
OG0005741	sp|Q8WUB8|PHF10_HUMAN	tr|A0A6I8NE30|A0A6I8NE30_ORNAN
OG0005742	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A6I8MYH7|A0A6I8MYH7_ORNAN
OG0005743	sp|Q969H6|POP5_HUMAN	tr|F7CZA8|F7CZA8_ORNAN
OG0005744	sp|Q96DT0|LEG12_HUMAN	tr|F6T3U8|F6T3U8_ORNAN
OG0005745	sp|Q96HE9|PRR11_HUMAN	tr|F7ELJ4|F7ELJ4_ORNAN
OG0005746	sp|Q9BQN1|FA83C_HUMAN	tr|A0A6I8NC43|A0A6I8NC43_ORNAN
OG0005747	sp|Q9BS18|APC13_HUMAN	tr|A0A6I8NH79|A0A6I8NH79_ORNAN
OG0005748	sp|Q9BUN5|CC28B_HUMAN	tr|F6SB85|F6SB85_ORNAN
OG0005749	sp|Q9BY08|EBPL_HUMAN	tr|A0A6I8P1B1|A0A6I8P1B1_ORNAN
OG0005750	sp|Q9BYG3|MK67I_HUMAN	tr|A0A6I8PF32|A0A6I8PF32_ORNAN
OG0005751	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A6I8P6N6|A0A6I8P6N6_ORNAN
OG0005752	sp|Q9C0C9|UBE2O_HUMAN	tr|F7AUU3|F7AUU3_ORNAN
OG0005753	sp|Q9HAC7|SUCHY_HUMAN	tr|A0A6I8PGZ9|A0A6I8PGZ9_ORNAN
OG0005754	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A6I8NGI6|A0A6I8NGI6_ORNAN
OG0005755	sp|Q9P2J5|SYLC_HUMAN	tr|F6VA17|F6VA17_ORNAN
OG0005756	sp|Q9UBI9|HDC_HUMAN	tr|A0A6I8P5K6|A0A6I8P5K6_ORNAN
OG0005757	sp|Q9UBN1|CCG4_HUMAN	tr|F7CUU5|F7CUU5_ORNAN
OG0005758	sp|Q9UPN6|SCAF8_HUMAN	tr|F6XR26|F6XR26_ORNAN
OG0005759	sp|A0AV02|S12A8_HUMAN	tr|A0A6I8PFB9|A0A6I8PFB9_ORNAN
OG0005760	sp|A6H8Y1|BDP1_HUMAN	tr|A0A6I8NKU8|A0A6I8NKU8_ORNAN
OG0005761	sp|A7XYQ1|SOBP_HUMAN	tr|A0A6I8NN63|A0A6I8NN63_ORNAN
OG0005762	sp|A8K979|ERI2_HUMAN	tr|F6Q5A6|F6Q5A6_ORNAN
OG0005763	sp|C9JJ37|BTBDJ_HUMAN	tr|K7E8H0|K7E8H0_ORNAN
OG0005764	sp|O14949|QCR8_HUMAN	tr|A0A6I8NIV8|A0A6I8NIV8_ORNAN
OG0005765	sp|O60437|PEPL_HUMAN	tr|A0A6I8N951|A0A6I8N951_ORNAN
OG0005766	sp|O60861|GAS7_HUMAN	tr|A0A6I8NU34|A0A6I8NU34_ORNAN
OG0005767	sp|P18850|ATF6A_HUMAN	tr|F6ZTY3|F6ZTY3_ORNAN
OG0005768	sp|P19544|WT1_HUMAN	tr|F6W139|F6W139_ORNAN
OG0005770	sp|P35270|SPRE_HUMAN	tr|A0A6I8NTR7|A0A6I8NTR7_ORNAN
OG0005771	sp|P35348|ADA1A_HUMAN	tr|A0A6I8MXU0|A0A6I8MXU0_ORNAN
OG0005772	sp|P43119|PI2R_HUMAN	tr|A0A6I8NSI5|A0A6I8NSI5_ORNAN
OG0005773	sp|P50219|MNX1_HUMAN	tr|A0A6I8NE50|A0A6I8NE50_ORNAN
OG0005774	sp|P57735|RAB25_HUMAN	tr|A0A6I8P679|A0A6I8P679_ORNAN
OG0005775	sp|P58340|MLF1_HUMAN	tr|A0A6I8NX35|A0A6I8NX35_ORNAN
OG0005777	sp|Q01892|SPIB_HUMAN	tr|A0A6I8NKU9|A0A6I8NKU9_ORNAN
OG0005778	sp|Q13423|NNTM_HUMAN	tr|F6W4Z6|F6W4Z6_ORNAN
OG0005779	sp|Q13573|SNW1_HUMAN	tr|F6QUS1|F6QUS1_ORNAN
OG0005780	sp|Q13796|SHRM2_HUMAN	tr|A0A6I8NSV4|A0A6I8NSV4_ORNAN
OG0005781	sp|Q14442|PIGH_HUMAN	tr|A0A6I8PHX2|A0A6I8PHX2_ORNAN
OG0005783	sp|Q5EE01|CENPW_HUMAN	tr|A0A6I8NQ60|A0A6I8NQ60_ORNAN
OG0005784	sp|Q5JSH3|WDR44_HUMAN	tr|A0A6I8P4Y8|A0A6I8P4Y8_ORNAN
OG0005785	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A6I8P0N7|A0A6I8P0N7_ORNAN
OG0005786	sp|Q6JQN1|ACD10_HUMAN	tr|F7FFD5|F7FFD5_ORNAN
OG0005787	sp|Q6PIY7|GLD2_HUMAN	tr|A0A6I8MYB5|A0A6I8MYB5_ORNAN
OG0005788	sp|Q709F0|ACD11_HUMAN	tr|F6X8Y5|F6X8Y5_ORNAN
OG0005789	sp|Q86XJ1|GA2L3_HUMAN	tr|A0A6I8NAP1|A0A6I8NAP1_ORNAN
OG0005790	sp|Q8IZQ5|SELH_HUMAN	tr|A0A6I8NXV9|A0A6I8NXV9_ORNAN
OG0005791	sp|Q8N7Z5|ANR31_HUMAN	tr|F7FXW5|F7FXW5_ORNAN
OG0005792	sp|Q8N998|CCD89_HUMAN	tr|F7A093|F7A093_ORNAN
OG0005793	sp|Q8NCU8|MTLN_HUMAN	tr|A0A6I8PBB5|A0A6I8PBB5_ORNAN
OG0005794	sp|Q8WTV1|THAP3_HUMAN	tr|K7EAZ5|K7EAZ5_ORNAN
OG0005795	sp|Q8WXG6|MADD_HUMAN	tr|F7DZX1|F7DZX1_ORNAN
OG0005796	sp|Q92993|KAT5_HUMAN	tr|A0A6I8N6D3|A0A6I8N6D3_ORNAN
OG0005797	sp|Q969S8|HDA10_HUMAN	tr|A0A6I8NBU1|A0A6I8NBU1_ORNAN
OG0005798	sp|Q96JM4|LRIQ1_HUMAN	tr|F6VUN4|F6VUN4_ORNAN
OG0005799	sp|Q96RV3|PCX1_HUMAN	tr|A0A6I8NQ52|A0A6I8NQ52_ORNAN
OG0005800	sp|Q96SA4|SERC2_HUMAN	tr|A0A6I8PRM2|A0A6I8PRM2_ORNAN
OG0005801	sp|Q99581|FEV_HUMAN	tr|A0A6I8NXP9|A0A6I8NXP9_ORNAN
OG0005802	sp|Q9BXC1|GP174_HUMAN	tr|A0A6I8NJA6|A0A6I8NJA6_ORNAN
OG0005803	sp|Q9H1X3|DJC25_HUMAN	tr|A0A6I8NW15|A0A6I8NW15_ORNAN
OG0005804	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A6I8NIC5|A0A6I8NIC5_ORNAN
OG0005805	sp|Q9NRM0|GTR9_HUMAN	tr|F7EY54|F7EY54_ORNAN
OG0005806	sp|Q9NX36|DJC28_HUMAN	tr|F7AHR0|F7AHR0_ORNAN
OG0005807	sp|Q9NZK5|ADA2_HUMAN	tr|F7AK06|F7AK06_ORNAN
OG0005808	sp|Q9UDV7|ZN282_HUMAN	tr|F6RTG9|F6RTG9_ORNAN
OG0005809	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A6I8NDI9|A0A6I8NDI9_ORNAN
OG0005810	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A6I8PCU6|A0A6I8PCU6_ORNAN
OG0005811	sp|Q9Y3Y2|CHTOP_HUMAN	tr|A0A6I8N8X5|A0A6I8N8X5_ORNAN
OG0005812	sp|A0AVK6|E2F8_HUMAN	tr|F7DFN4|F7DFN4_ORNAN
OG0005813	sp|O43556|SGCE_HUMAN	tr|A0A6I8P6W0|A0A6I8P6W0_ORNAN
OG0005814	sp|O43829|ZBT14_HUMAN	tr|A0A6I8NP23|A0A6I8NP23_ORNAN
OG0005815	sp|O43909|EXTL3_HUMAN	tr|A0A6I8N8G5|A0A6I8N8G5_ORNAN
OG0005816	sp|O60830|TI17B_HUMAN	tr|F6R1V0|F6R1V0_ORNAN
OG0005817	sp|O75150|BRE1B_HUMAN	tr|A0A6I8P6T1|A0A6I8P6T1_ORNAN
OG0005818	sp|P01583|IL1A_HUMAN	tr|A0A6I8NJV8|A0A6I8NJV8_ORNAN
OG0005819	sp|P05026|AT1B1_HUMAN	tr|A0A6I8N8A9|A0A6I8N8A9_ORNAN
OG0005820	sp|P21579|SYT1_HUMAN	tr|A0A6I8PE80|A0A6I8PE80_ORNAN
OG0005821	sp|P28074|PSB5_HUMAN	tr|F7ECF7|F7ECF7_ORNAN
OG0005822	sp|P36888|FLT3_HUMAN	tr|A0A6I8MYL2|A0A6I8MYL2_ORNAN
OG0005823	sp|P48200|IREB2_HUMAN	tr|F6Z889|F6Z889_ORNAN
OG0005824	sp|P49643|PRI2_HUMAN	tr|A0A6I8PC68|A0A6I8PC68_ORNAN
OG0005825	sp|P50461|CSRP3_HUMAN	tr|A0A6I8P2Z6|A0A6I8P2Z6_ORNAN
OG0005826	sp|P55073|IOD3_HUMAN	tr|A0A6I8P1M1|A0A6I8P1M1_ORNAN
OG0005827	sp|P55286|CADH8_HUMAN	tr|A0A6I8PLI6|A0A6I8PLI6_ORNAN
OG0005828	sp|P61587|RND3_HUMAN	tr|A0A6I8NPT0|A0A6I8NPT0_ORNAN
OG0005829	sp|Q13227|GPS2_HUMAN	tr|A0A6I8N3Q5|A0A6I8N3Q5_ORNAN
OG0005830	sp|Q13237|KGP2_HUMAN	tr|F6S8D2|F6S8D2_ORNAN
OG0005831	sp|Q14667|K0100_HUMAN	tr|A0A6I8P328|A0A6I8P328_ORNAN
OG0005832	sp|Q15053|K0040_HUMAN	tr|A0A6I8P1R7|A0A6I8P1R7_ORNAN
OG0005833	sp|Q16563|SYPL1_HUMAN	tr|A0A6I8NL09|A0A6I8NL09_ORNAN
OG0005834	sp|Q17RB8|LONF1_HUMAN	tr|F6ZF18|F6ZF18_ORNAN
OG0005835	sp|Q2M3C6|TM266_HUMAN	tr|F6SPZ4|F6SPZ4_ORNAN
OG0005836	sp|Q2NL67|PARP6_HUMAN	tr|A0A6I8NBU9|A0A6I8NBU9_ORNAN
OG0005837	sp|Q3T906|GNPTA_HUMAN	tr|F6UYS0|F6UYS0_ORNAN
OG0005839	sp|Q5SYC1|CLVS2_HUMAN	tr|F7DV42|F7DV42_ORNAN
OG0005840	sp|Q5T4S7|UBR4_HUMAN	tr|F6UQ10|F6UQ10_ORNAN
OG0005841	sp|Q5T4T1|T170B_HUMAN	tr|F6WZR7|F6WZR7_ORNAN
OG0005842	sp|Q6NUJ5|PWP2B_HUMAN	tr|A0A6I8NU42|A0A6I8NU42_ORNAN
OG0005843	sp|Q70YC5|ZN365_HUMAN	tr|F6RU64|F6RU64_ORNAN
OG0005844	sp|Q75V66|ANO5_HUMAN	tr|A0A6I8NLN2|A0A6I8NLN2_ORNAN
OG0005845	sp|Q7L211|ABHDD_HUMAN	tr|A0A6I8N4X9|A0A6I8N4X9_ORNAN
OG0005846	sp|Q86YT6|MIB1_HUMAN	tr|A0A6I8PLP2|A0A6I8PLP2_ORNAN
OG0005847	sp|Q8N111|CEND_HUMAN	tr|A0A6I8P364|A0A6I8P364_ORNAN
OG0005848	sp|Q8N365|CIART_HUMAN	tr|A0A6I8N3V3|A0A6I8N3V3_ORNAN
OG0005849	sp|Q8N3T1|GLT15_HUMAN	tr|F7CRR9|F7CRR9_ORNAN
OG0005850	sp|Q8NDY6|BHE23_HUMAN	tr|A0A6I8PCY4|A0A6I8PCY4_ORNAN
OG0005851	sp|Q8NFG4|FLCN_HUMAN	tr|A0A6I8P0L6|A0A6I8P0L6_ORNAN
OG0005852	sp|Q8TA86|RP9_HUMAN	tr|A0A6I8NLC2|A0A6I8NLC2_ORNAN
OG0005853	sp|Q8TBY9|CF251_HUMAN	tr|F6VXV4|F6VXV4_ORNAN
OG0005854	sp|Q8TC59|PIWL2_HUMAN	tr|F6X4H8|F6X4H8_ORNAN
OG0005855	sp|Q8TEV9|SMCR8_HUMAN	tr|F6Z062|F6Z062_ORNAN
OG0005856	sp|Q8WWI5|CTL1_HUMAN	tr|F6T1A6|F6T1A6_ORNAN
OG0005857	sp|Q96DF8|ESS2_HUMAN	tr|A0A6I8PQR0|A0A6I8PQR0_ORNAN
OG0005858	sp|Q96E22|NGBR_HUMAN	tr|A0A6I8NVH5|A0A6I8NVH5_ORNAN
OG0005859	sp|Q96MY1|NOL4L_HUMAN	tr|A0A6I8PFD0|A0A6I8PFD0_ORNAN
OG0005860	sp|Q99469|STAC_HUMAN	tr|A0A6I8N675|A0A6I8N675_ORNAN
OG0005861	sp|Q9BUL5|PHF23_HUMAN	tr|A0A6I8NU14|A0A6I8NU14_ORNAN
OG0005862	sp|Q9BXF9|TEKT3_HUMAN	tr|F7ELL3|F7ELL3_ORNAN
OG0005863	sp|Q9H2D6|TARA_HUMAN	tr|F7DQL1|F7DQL1_ORNAN
OG0005865	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A6I8MYU6|A0A6I8MYU6_ORNAN
OG0005866	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A6I8PE36|A0A6I8PE36_ORNAN
OG0005867	sp|Q9Y5K8|VATD_HUMAN	tr|A0A6I8P5K5|A0A6I8P5K5_ORNAN
OG0005868	sp|Q9Y6Y8|S23IP_HUMAN	tr|F7D1R7|F7D1R7_ORNAN
OG0005869	sp|H3BV60|TGR3L_HUMAN	tr|A0A6I8NMH2|A0A6I8NMH2_ORNAN
OG0005870	sp|O00501|CLD5_HUMAN	tr|F7DGF8|F7DGF8_ORNAN
OG0005871	sp|O60478|G137B_HUMAN	tr|A0A6I8N6Z9|A0A6I8N6Z9_ORNAN
OG0005872	sp|P07949|RET_HUMAN	tr|A0A6I8PCM0|A0A6I8PCM0_ORNAN
OG0005873	sp|P35754|GLRX1_HUMAN	tr|A0A6I8NRB4|A0A6I8NRB4_ORNAN
OG0005874	sp|P52594|AGFG1_HUMAN	tr|F7FHV4|F7FHV4_ORNAN
OG0005875	sp|P53667|LIMK1_HUMAN	tr|F7B2P9|F7B2P9_ORNAN
OG0005876	sp|P53814|SMTN_HUMAN	tr|F6WFG6|F6WFG6_ORNAN
OG0005877	sp|P54578|UBP14_HUMAN	tr|F6YP63|F6YP63_ORNAN
OG0005878	sp|P55198|AF17_HUMAN	tr|A0A6I8N6P1|A0A6I8N6P1_ORNAN
OG0005879	sp|P61604|CH10_HUMAN	tr|F6U8E5|F6U8E5_ORNAN
OG0005880	sp|P62913|RL11_HUMAN	tr|F7EFX6|F7EFX6_ORNAN
OG0005881	sp|P68543|UBX2A_HUMAN	tr|A0A6I8NQZ5|A0A6I8NQZ5_ORNAN
OG0005882	sp|P85037|FOXK1_HUMAN	tr|F7AFE3|F7AFE3_ORNAN
OG0005883	sp|Q12846|STX4_HUMAN	tr|F6U073|F6U073_ORNAN
OG0005884	sp|Q15022|SUZ12_HUMAN	tr|F6WDL4|F6WDL4_ORNAN
OG0005885	sp|Q15233|NONO_HUMAN	tr|A0A6I8PGS6|A0A6I8PGS6_ORNAN
OG0005886	sp|Q15814|TBCC_HUMAN	tr|A0A6I8NH03|A0A6I8NH03_ORNAN
OG0005887	sp|Q53EV4|LRC23_HUMAN	tr|F6VB74|F6VB74_ORNAN
OG0005888	sp|Q5FBB7|SGO1_HUMAN	tr|F7CX73|F7CX73_ORNAN
OG0005889	sp|Q5JS54|PSMG4_HUMAN	tr|K7EBW8|K7EBW8_ORNAN
OG0005890	sp|Q5T5U3|RHG21_HUMAN	tr|A0A6I8N110|A0A6I8N110_ORNAN
OG0005891	sp|Q5VVM6|CCD30_HUMAN	tr|A0A6I8N1P9|A0A6I8N1P9_ORNAN
OG0005892	sp|Q68DQ2|CRBG3_HUMAN	tr|A0A6I8PBP7|A0A6I8PBP7_ORNAN
OG0005893	sp|Q6DN12|MCTP2_HUMAN	tr|F6QQK1|F6QQK1_ORNAN
OG0005894	sp|Q7Z2Z1|TICRR_HUMAN	tr|F6RGY3|F6RGY3_ORNAN
OG0005895	sp|Q7Z422|SZRD1_HUMAN	tr|A0A6I8NF79|A0A6I8NF79_ORNAN
OG0005896	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A6I8P5U0|A0A6I8P5U0_ORNAN
OG0005897	sp|Q86VP1|TAXB1_HUMAN	tr|F7DAM4|F7DAM4_ORNAN
OG0005898	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A6I8PBV2|A0A6I8PBV2_ORNAN
OG0005899	sp|Q8N755|S66A3_HUMAN	tr|F7B5H2|F7B5H2_ORNAN
OG0005900	sp|Q8N999|CL029_HUMAN	tr|A0A6I8P0C3|A0A6I8P0C3_ORNAN
OG0005901	sp|Q8NE01|CNNM3_HUMAN	tr|A0A6I8P712|A0A6I8P712_ORNAN
OG0005902	sp|Q8NFH3|NUP43_HUMAN	tr|F6YGI7|F6YGI7_ORNAN
OG0005903	sp|Q8NHU3|SMS2_HUMAN	tr|A0A6I8NHQ9|A0A6I8NHQ9_ORNAN
OG0005904	sp|Q8TB37|NUBPL_HUMAN	tr|F6Q9P5|F6Q9P5_ORNAN
OG0005905	sp|Q8TDB4|HUMMR_HUMAN	tr|A0A6I8PNS2|A0A6I8PNS2_ORNAN
OG0005906	sp|Q8TEZ7|PAQR8_HUMAN	tr|F7BNZ6|F7BNZ6_ORNAN
OG0005907	sp|Q8TF61|FBX41_HUMAN	tr|A0A6I8NUC7|A0A6I8NUC7_ORNAN
OG0005908	sp|Q96BD5|PF21A_HUMAN	tr|F6X7G8|F6X7G8_ORNAN
OG0005909	sp|Q96N28|PLD3A_HUMAN	tr|F6SMV5|F6SMV5_ORNAN
OG0005910	sp|Q96Q04|LMTK3_HUMAN	tr|A0A6I8PP80|A0A6I8PP80_ORNAN
OG0005911	sp|Q99714|HCD2_HUMAN	tr|A0A6I8N9Y4|A0A6I8N9Y4_ORNAN
OG0005912	sp|Q9BRI3|ZNT2_HUMAN	tr|F6W472|F6W472_ORNAN
OG0005913	sp|Q9GZY4|COA1_HUMAN	tr|A0A6I8NC08|A0A6I8NC08_ORNAN
OG0005914	sp|Q9H3H5|GPT_HUMAN	tr|A0A6I8P0B5|A0A6I8P0B5_ORNAN
OG0005915	sp|Q9HAY6|BCDO1_HUMAN	tr|A0A6I8NTI1|A0A6I8NTI1_ORNAN
OG0005916	sp|Q9NV92|NFIP2_HUMAN	tr|K7ECI1|K7ECI1_ORNAN
OG0005917	sp|Q9NW64|RBM22_HUMAN	tr|F6ZSA0|F6ZSA0_ORNAN
OG0005918	sp|Q9NWQ4|GPT2L_HUMAN	tr|A0A6I8NX15|A0A6I8NX15_ORNAN
OG0005919	sp|Q9UNE7|CHIP_HUMAN	tr|A0A6I8PCH2|A0A6I8PCH2_ORNAN
OG0005920	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A6I8NK29|A0A6I8NK29_ORNAN
OG0005921	sp|Q9Y2Z9|COQ6_HUMAN	tr|A0A6I8N1K5|A0A6I8N1K5_ORNAN
OG0005922	sp|Q9Y3B2|EXOS1_HUMAN	tr|A0A6I8PEA5|A0A6I8PEA5_ORNAN
OG0005923	sp|Q9Y466|NR2E1_HUMAN	tr|F6RDZ7|F6RDZ7_ORNAN
OG0005924	sp|A0A1B0GWG4|SRTM2_HUMAN	tr|A0A6I8P861|A0A6I8P861_ORNAN
OG0005925	sp|O15354|GPR37_HUMAN	tr|F7GA55|F7GA55_ORNAN
OG0005926	sp|O43826|G6PT1_HUMAN	tr|A0A6I8NJW2|A0A6I8NJW2_ORNAN
OG0005927	sp|O95149|SPN1_HUMAN	tr|A0A6I8NJ89|A0A6I8NJ89_ORNAN
OG0005929	sp|P01031|CO5_HUMAN	tr|F6XII7|F6XII7_ORNAN
OG0005930	sp|P01148|GON1_HUMAN	tr|A0A6I8N1P8|A0A6I8N1P8_ORNAN
OG0005931	sp|P05114|HMGN1_HUMAN	tr|A0A6I8P3Q7|A0A6I8P3Q7_ORNAN
OG0005932	sp|P14652|HXB2_HUMAN	tr|A0A6I8N0T4|A0A6I8N0T4_ORNAN
OG0005933	sp|P15880|RS2_HUMAN	tr|A0A6I8P474|A0A6I8P474_ORNAN
OG0005934	sp|P16070|CD44_HUMAN	tr|A0A6I8NCF4|A0A6I8NCF4_ORNAN
OG0005935	sp|P16109|LYAM3_HUMAN	tr|A0A6I8NEZ5|A0A6I8NEZ5_ORNAN
OG0005936	sp|P21580|TNAP3_HUMAN	tr|F6QR62|F6QR62_ORNAN
OG0005937	sp|P23588|IF4B_HUMAN	tr|A0A6I8NXT2|A0A6I8NXT2_ORNAN
OG0005938	sp|P43005|EAA3_HUMAN	tr|F7A1R2|F7A1R2_ORNAN
OG0005939	sp|P46087|NOP2_HUMAN	tr|A0A6I8PHK4|A0A6I8PHK4_ORNAN
