Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0007732	sp|Q96MY7|F161B_HUMAN	tr|I3NAE8|I3NAE8_ICTTR
OG0007733	sp|Q96RL7|VP13A_HUMAN	tr|A0A287DGL2|A0A287DGL2_ICTTR
OG0007734	sp|Q9BRX9|WDR83_HUMAN	tr|I3M8Q0|I3M8Q0_ICTTR
OG0007735	sp|Q9BV99|LRC61_HUMAN	tr|I3N0E3|I3N0E3_ICTTR
OG0007736	sp|Q9BVK8|TM147_HUMAN	tr|I3M9L4|I3M9L4_ICTTR
OG0007737	sp|Q9BYD1|RM13_HUMAN	tr|I3MMK7|I3MMK7_ICTTR
OG0007738	sp|Q9H251|CAD23_HUMAN	tr|A0A287DAC6|A0A287DAC6_ICTTR
OG0007739	sp|Q9H4A6|GOLP3_HUMAN	tr|I3MQI2|I3MQI2_ICTTR
OG0007740	sp|Q9H788|SH24A_HUMAN	tr|I3MS79|I3MS79_ICTTR
OG0007741	sp|Q9HBE4|IL21_HUMAN	tr|A0A287DC80|A0A287DC80_ICTTR
OG0007742	sp|Q9NQ66|PLCB1_HUMAN	tr|I3MR14|I3MR14_ICTTR
OG0007743	sp|Q9NQG1|MANBL_HUMAN	tr|I3N1J0|I3N1J0_ICTTR
OG0007744	sp|Q9NR12|PDLI7_HUMAN	tr|I3N7M9|I3N7M9_ICTTR
OG0007745	sp|Q9NS93|TM7S3_HUMAN	tr|I3N8P9|I3N8P9_ICTTR
OG0007746	sp|Q9NUN7|ACER3_HUMAN	tr|I3M0V5|I3M0V5_ICTTR
OG0007747	sp|Q9NV79|PCMD2_HUMAN	tr|I3MF33|I3MF33_ICTTR
OG0007748	sp|Q9NWS0|PIHD1_HUMAN	tr|I3ND18|I3ND18_ICTTR
OG0007749	sp|Q9P0K1|ADA22_HUMAN	tr|I3M426|I3M426_ICTTR
OG0007750	sp|Q9UBW7|ZMYM2_HUMAN	tr|I3MVU3|I3MVU3_ICTTR
OG0007751	sp|Q9UJA9|ENPP5_HUMAN	tr|I3MI62|I3MI62_ICTTR
OG0007752	sp|Q9UK96|FBX10_HUMAN	tr|I3MEA2|I3MEA2_ICTTR
OG0007753	sp|A0A1B0GVV1|SIM35_HUMAN	tr|I3MZW5|I3MZW5_ICTTR
OG0007754	sp|A6NFY4|NEMP2_HUMAN	tr|I3MWY1|I3MWY1_ICTTR
OG0007755	sp|O14841|OPLA_HUMAN	tr|I3M0R6|I3M0R6_ICTTR
OG0007756	sp|O60307|MAST3_HUMAN	tr|I3MRW0|I3MRW0_ICTTR
OG0007757	sp|P04085|PDGFA_HUMAN	tr|I3M1V2|I3M1V2_ICTTR
OG0007758	sp|P06756|ITAV_HUMAN	tr|I3NB57|I3NB57_ICTTR
OG0007759	sp|P08133|ANXA6_HUMAN	tr|I3M9I0|I3M9I0_ICTTR
OG0007760	sp|P08397|HEM3_HUMAN	tr|A0A287DA40|A0A287DA40_ICTTR
OG0007761	sp|P10914|IRF1_HUMAN	tr|I3MED4|I3MED4_ICTTR
OG0007762	sp|P16333|NCK1_HUMAN	tr|I3LZC8|I3LZC8_ICTTR
OG0007763	sp|P24310|CX7A1_HUMAN	tr|I3N004|I3N004_ICTTR
OG0007764	sp|P40616|ARL1_HUMAN	tr|I3MQS2|I3MQS2_ICTTR
OG0007765	sp|P48556|PSMD8_HUMAN	tr|I3MMZ3|I3MMZ3_ICTTR
OG0007766	sp|P49798|RGS4_HUMAN	tr|I3N3L8|I3N3L8_ICTTR
OG0007767	sp|P51570|GALK1_HUMAN	tr|I3MKT1|I3MKT1_ICTTR
OG0007768	sp|P52333|JAK3_HUMAN	tr|I3MAE0|I3MAE0_ICTTR
OG0007769	sp|Q03154|ACY1_HUMAN	tr|I3M0R1|I3M0R1_ICTTR
OG0007770	sp|Q0VDF9|HSP7E_HUMAN	tr|I3NH58|I3NH58_ICTTR
OG0007771	sp|Q0VFZ6|CF210_HUMAN	tr|I3MHS0|I3MHS0_ICTTR
OG0007772	sp|Q15406|NR6A1_HUMAN	tr|A0A287CX46|A0A287CX46_ICTTR
OG0007773	sp|Q2I0M4|LRC26_HUMAN	tr|I3NG62|I3NG62_ICTTR
OG0007774	sp|Q3KNS1|PTHD3_HUMAN	tr|I3MYL9|I3MYL9_ICTTR
OG0007776	sp|Q5JUQ0|FA78A_HUMAN	tr|I3MTU9|I3MTU9_ICTTR
OG0007777	sp|Q63HQ0|AP1AR_HUMAN	tr|I3MHW1|I3MHW1_ICTTR
OG0007778	sp|Q6PIL6|KCIP4_HUMAN	tr|I3MMP3|I3MMP3_ICTTR
OG0007779	sp|Q71RH2|TLC3B_HUMAN	tr|A0A287CVH4|A0A287CVH4_ICTTR
OG0007780	sp|Q7Z4H8|PLGT3_HUMAN	tr|I3MX03|I3MX03_ICTTR
OG0007781	sp|Q86WK9|PAQR7_HUMAN	tr|I3M2Y8|I3M2Y8_ICTTR
OG0007782	sp|Q8IVL6|P3H3_HUMAN	tr|I3MPZ9|I3MPZ9_ICTTR
OG0007783	sp|Q8IZF0|NALCN_HUMAN	tr|A0A287D5D9|A0A287D5D9_ICTTR
OG0007784	sp|Q8N3J2|METL4_HUMAN	tr|I3M3Y5|I3M3Y5_ICTTR
OG0007785	sp|Q8N807|PDILT_HUMAN	tr|I3LXS9|I3LXS9_ICTTR
OG0007786	sp|Q8NBF6|AVL9_HUMAN	tr|I3MJL5|I3MJL5_ICTTR
OG0007787	sp|Q8TE85|GRHL3_HUMAN	tr|I3N6V7|I3N6V7_ICTTR
OG0007788	sp|Q8WUH2|TGFA1_HUMAN	tr|I3MCH0|I3MCH0_ICTTR
OG0007789	sp|Q8WUS8|D42E1_HUMAN	tr|I3N5A2|I3N5A2_ICTTR
OG0007790	sp|Q96CW6|S7A6O_HUMAN	tr|I3MLJ0|I3MLJ0_ICTTR
OG0007791	sp|Q96HS1|PGAM5_HUMAN	tr|I3MQN1|I3MQN1_ICTTR
OG0007792	sp|Q96SD1|DCR1C_HUMAN	tr|I3M005|I3M005_ICTTR
OG0007793	sp|Q99460|PSMD1_HUMAN	tr|I3MDE6|I3MDE6_ICTTR
OG0007794	sp|Q99541|PLIN2_HUMAN	tr|A0A287DG67|A0A287DG67_ICTTR
OG0007795	sp|Q9BR11|ZSWM1_HUMAN	tr|A0A287D4N1|A0A287D4N1_ICTTR
OG0007796	sp|Q9BRB3|PIGQ_HUMAN	tr|A0A287D5M4|A0A287D5M4_ICTTR
OG0007797	sp|Q9BVT8|TMUB1_HUMAN	tr|I3MQV7|I3MQV7_ICTTR
OG0007798	sp|Q9GZX7|AICDA_HUMAN	tr|I3MGF7|I3MGF7_ICTTR
OG0007799	sp|Q9GZZ1|NAA50_HUMAN	tr|A0A287D230|A0A287D230_ICTTR
OG0007800	sp|Q9H019|MFR1L_HUMAN	tr|I3N8B3|I3N8B3_ICTTR
OG0007801	sp|Q9H5U6|ZCHC4_HUMAN	tr|I3NDY3|I3NDY3_ICTTR
OG0007802	sp|Q9H8Y1|VRTN_HUMAN	tr|I3MS98|I3MS98_ICTTR
OG0007803	sp|Q9HBY8|SGK2_HUMAN	tr|I3MEW3|I3MEW3_ICTTR
OG0007804	sp|Q9NP59|S40A1_HUMAN	tr|I3N4X6|I3N4X6_ICTTR
OG0007805	sp|Q9NXV6|CARF_HUMAN	tr|I3NBD9|I3NBD9_ICTTR
OG0007806	sp|Q9NZM5|NOP53_HUMAN	tr|I3N8K7|I3N8K7_ICTTR
OG0007807	sp|Q9NZV1|CRIM1_HUMAN	tr|I3M554|I3M554_ICTTR
OG0007808	sp|Q9P1W3|CSC1_HUMAN	tr|I3N121|I3N121_ICTTR
OG0007809	sp|Q9UBK8|MTRR_HUMAN	tr|I3M547|I3M547_ICTTR
OG0007810	sp|Q9UBP6|TRMB_HUMAN	tr|A0A287DFX4|A0A287DFX4_ICTTR
OG0007811	sp|Q9UIJ5|ZDHC2_HUMAN	tr|A0A287DB72|A0A287DB72_ICTTR
OG0007812	sp|Q9ULT0|TTC7A_HUMAN	tr|I3N6U7|I3N6U7_ICTTR
OG0007813	sp|Q9UPM9|B9D1_HUMAN	tr|I3MRR3|I3MRR3_ICTTR
OG0007814	sp|Q9UQK1|PPR3C_HUMAN	tr|I3MYC7|I3MYC7_ICTTR
OG0007815	sp|Q9Y248|PSF2_HUMAN	tr|A0A287D332|A0A287D332_ICTTR
OG0007816	sp|Q9Y388|RBMX2_HUMAN	tr|I3MPN5|I3MPN5_ICTTR
OG0007817	sp|A4FU69|EFCB5_HUMAN	tr|I3MJC4|I3MJC4_ICTTR
OG0007818	sp|A6NCN8|TEX52_HUMAN	tr|A0A287D897|A0A287D897_ICTTR
OG0007819	sp|O00267|SPT5H_HUMAN	tr|A0A287D7K2|A0A287D7K2_ICTTR
OG0007820	sp|O15393|TMPS2_HUMAN	tr|I3MJY8|I3MJY8_ICTTR
OG0007821	sp|O43692|PI15_HUMAN	tr|I3MKK0|I3MKK0_ICTTR
OG0007822	sp|O60936|NOL3_HUMAN	tr|I3N7M1|I3N7M1_ICTTR
OG0007823	sp|O75509|TNR21_HUMAN	tr|I3NBK9|I3NBK9_ICTTR
OG0007824	sp|O75751|S22A3_HUMAN	tr|I3M907|I3M907_ICTTR
OG0007825	sp|P06681|CO2_HUMAN	tr|A0A287DA47|A0A287DA47_ICTTR
OG0007826	sp|P10451|OSTP_HUMAN	tr|I3MYE1|I3MYE1_ICTTR
OG0007827	sp|P22223|CADH3_HUMAN	tr|A0A287D8Q4|A0A287D8Q4_ICTTR
OG0007828	sp|P23769|GATA2_HUMAN	tr|I3M7B8|I3M7B8_ICTTR
OG0007829	sp|P28070|PSB4_HUMAN	tr|I3MIG7|I3MIG7_ICTTR
OG0007830	sp|P28749|RBL1_HUMAN	tr|I3NB61|I3NB61_ICTTR
OG0007831	sp|P31942|HNRH3_HUMAN	tr|I3MHT0|I3MHT0_ICTTR
OG0007832	sp|P35070|BTC_HUMAN	tr|I3MM46|I3MM46_ICTTR
OG0007833	sp|P49767|VEGFC_HUMAN	tr|I3M056|I3M056_ICTTR
OG0007834	sp|Q12879|NMDE1_HUMAN	tr|I3NG40|I3NG40_ICTTR
OG0007835	sp|Q12893|TM115_HUMAN	tr|I3MR54|I3MR54_ICTTR
OG0007836	sp|Q15120|PDK3_HUMAN	tr|I3MNR7|I3MNR7_ICTTR
OG0007837	sp|Q16880|CGT_HUMAN	tr|I3M6E6|I3M6E6_ICTTR
OG0007838	sp|Q3ZCT1|ZN260_HUMAN	tr|A0A287DG05|A0A287DG05_ICTTR
OG0007839	sp|Q499Z3|SLNL1_HUMAN	tr|I3NAJ8|I3NAJ8_ICTTR
OG0007840	sp|Q5HYC2|K2026_HUMAN	tr|I3MZ35|I3MZ35_ICTTR
OG0007841	sp|Q5T1C6|THEM4_HUMAN	tr|I3MG27|I3MG27_ICTTR
OG0007842	sp|Q6NT32|EST5A_HUMAN	tr|I3N8Y2|I3N8Y2_ICTTR
OG0007843	sp|Q6Y7W6|GGYF2_HUMAN	tr|I3MGZ2|I3MGZ2_ICTTR
OG0007844	sp|Q6ZUX7|LHPL2_HUMAN	tr|I3M492|I3M492_ICTTR
OG0007845	sp|Q7Z7J9|CK2N1_HUMAN	tr|I3N646|I3N646_ICTTR
OG0007846	sp|Q86V35|CABP7_HUMAN	tr|I3M626|I3M626_ICTTR
OG0007847	sp|Q86WB7|UN93A_HUMAN	tr|I3M042|I3M042_ICTTR
OG0007848	sp|Q8IYN2|TCAL8_HUMAN	tr|I3M440|I3M440_ICTTR
OG0007849	sp|Q8N1W2|ZN710_HUMAN	tr|I3N5E0|I3N5E0_ICTTR
OG0007850	sp|Q8N2H9|PELI3_HUMAN	tr|A0A287D277|A0A287D277_ICTTR
OG0007851	sp|Q92806|KCNJ9_HUMAN	tr|I3N4A9|I3N4A9_ICTTR
OG0007852	sp|Q92886|NGN1_HUMAN	tr|I3N3F8|I3N3F8_ICTTR
OG0007853	sp|Q96HP8|T176A_HUMAN	tr|I3M9M6|I3M9M6_ICTTR
OG0007854	sp|Q96JT2|S45A3_HUMAN	tr|I3M920|I3M920_ICTTR
OG0007855	sp|Q96N23|CFA54_HUMAN	tr|A0A287CVI4|A0A287CVI4_ICTTR
OG0007856	sp|Q96PB1|CASD1_HUMAN	tr|I3MG68|I3MG68_ICTTR
OG0007857	sp|Q96QK8|SIM14_HUMAN	tr|A0A287CVL8|A0A287CVL8_ICTTR
OG0007858	sp|Q96RN1|S26A8_HUMAN	tr|I3MB73|I3MB73_ICTTR
OG0007859	sp|Q96S65|CSRN1_HUMAN	tr|I3NF78|I3NF78_ICTTR
OG0007860	sp|Q99645|EPYC_HUMAN	tr|I3NE25|I3NE25_ICTTR
OG0007861	sp|Q9BSK4|FEM1A_HUMAN	tr|I3M1F6|I3M1F6_ICTTR
OG0007862	sp|Q9BWT6|MND1_HUMAN	tr|I3MFY5|I3MFY5_ICTTR
OG0007863	sp|Q9BXV9|GON7_HUMAN	tr|A0A287D5A6|A0A287D5A6_ICTTR
OG0007864	sp|Q9BY49|PECR_HUMAN	tr|I3MLU4|I3MLU4_ICTTR
OG0007865	sp|Q9BZR8|B2L14_HUMAN	tr|I3MPK3|I3MPK3_ICTTR
OG0007866	sp|Q9H3K2|GHITM_HUMAN	tr|I3M010|I3M010_ICTTR
OG0007867	sp|Q9H9Y6|RPA2_HUMAN	tr|I3MB58|I3MB58_ICTTR
OG0007868	sp|Q9NVP2|ASF1B_HUMAN	tr|I3M076|I3M076_ICTTR
OG0007869	sp|Q9UKL6|PPCT_HUMAN	tr|I3MAX4|I3MAX4_ICTTR
OG0007870	sp|Q9UQQ2|SH2B3_HUMAN	tr|I3LXP7|I3LXP7_ICTTR
OG0007871	sp|Q9Y234|LIPT_HUMAN	tr|I3MSS6|I3MSS6_ICTTR
OG0007872	sp|Q9Y2V3|RX_HUMAN	tr|I3MKF5|I3MKF5_ICTTR
OG0007873	sp|Q9Y330|ZBT12_HUMAN	tr|I3MSS3|I3MSS3_ICTTR
OG0007874	sp|Q9Y4U1|MMAC_HUMAN	tr|I3M784|I3M784_ICTTR
OG0007875	sp|Q9Y5T4|DJC15_HUMAN	tr|I3MJU2|I3MJU2_ICTTR
OG0007876	sp|A1YPR0|ZBT7C_HUMAN	tr|I3MHT8|I3MHT8_ICTTR
OG0007877	sp|A5D8V7|ODAD3_HUMAN	tr|I3NHF3|I3NHF3_ICTTR
OG0007878	sp|O15055|PER2_HUMAN	tr|I3MBV0|I3MBV0_ICTTR
OG0007879	sp|O60543|CIDEA_HUMAN	tr|A0A287D1P3|A0A287D1P3_ICTTR
OG0007880	sp|O75167|PHAR2_HUMAN	tr|I3MJY0|I3MJY0_ICTTR
OG0007881	sp|O75391|SPAG7_HUMAN	tr|I3NB30|I3NB30_ICTTR
OG0007882	sp|P02743|SAMP_HUMAN	tr|I3N3X1|I3N3X1_ICTTR
OG0007883	sp|P09884|DPOLA_HUMAN	tr|A0A287CT85|A0A287CT85_ICTTR
OG0007884	sp|P14151|LYAM1_HUMAN	tr|I3MCM9|I3MCM9_ICTTR
OG0007885	sp|P14784|IL2RB_HUMAN	tr|I3N1D4|I3N1D4_ICTTR
OG0007886	sp|P23921|RIR1_HUMAN	tr|I3LXB9|I3LXB9_ICTTR
OG0007887	sp|P25067|CO8A2_HUMAN	tr|I3NHN7|I3NHN7_ICTTR
OG0007888	sp|P25786|PSA1_HUMAN	tr|I3M7J9|I3M7J9_ICTTR
OG0007889	sp|P26196|DDX6_HUMAN	tr|I3MN00|I3MN00_ICTTR
OG0007890	sp|P28331|NDUS1_HUMAN	tr|I3MF52|I3MF52_ICTTR
OG0007891	sp|P49768|PSN1_HUMAN	tr|A0A287CTD7|A0A287CTD7_ICTTR
OG0007892	sp|P49913|CAMP_HUMAN	tr|I3MP90|I3MP90_ICTTR
OG0007893	sp|P49918|CDN1C_HUMAN	tr|A0A287D3I4|A0A287D3I4_ICTTR
OG0007894	sp|P61956|SUMO2_HUMAN	tr|I3NGE6|I3NGE6_ICTTR
OG0007895	sp|P68402|PA1B2_HUMAN	tr|I3MGH7|I3MGH7_ICTTR
OG0007896	sp|Q02641|CACB1_HUMAN	tr|I3MGP4|I3MGP4_ICTTR
OG0007897	sp|Q02818|NUCB1_HUMAN	tr|I3M706|I3M706_ICTTR
OG0007898	sp|Q14206|RCAN2_HUMAN	tr|I3M4W9|I3M4W9_ICTTR
OG0007899	sp|Q14508|WFDC2_HUMAN	tr|I3MWX4|I3MWX4_ICTTR
OG0007900	sp|Q14624|ITIH4_HUMAN	tr|A0A287D7C3|A0A287D7C3_ICTTR
OG0007901	sp|Q14D04|MELT_HUMAN	tr|I3MNE4|I3MNE4_ICTTR
OG0007902	sp|Q15075|EEA1_HUMAN	tr|A0A287CTT6|A0A287CTT6_ICTTR
OG0007903	sp|Q1ED39|KNOP1_HUMAN	tr|I3MPB6|I3MPB6_ICTTR
OG0007904	sp|Q537H7|SPT45_HUMAN	tr|A0A287CTV4|A0A287CTV4_ICTTR
OG0007905	sp|Q5FWF4|ZRAB3_HUMAN	tr|A0A287D505|A0A287D505_ICTTR
OG0007906	sp|Q63HM1|KFA_HUMAN	tr|I3MRG2|I3MRG2_ICTTR
OG0007907	sp|Q68BL7|OLM2A_HUMAN	tr|I3MAJ5|I3MAJ5_ICTTR
OG0007908	sp|Q6DHV7|ADAL_HUMAN	tr|I3M8P4|I3M8P4_ICTTR
OG0007909	sp|Q6NUJ2|CK087_HUMAN	tr|I3MV94|I3MV94_ICTTR
OG0007910	sp|Q6PID6|TTC33_HUMAN	tr|I3NDY7|I3NDY7_ICTTR
OG0007911	sp|Q6ZUI0|TPRG1_HUMAN	tr|I3MKA0|I3MKA0_ICTTR
OG0007912	sp|Q7Z410|TMPS9_HUMAN	tr|I3N156|I3N156_ICTTR
OG0007913	sp|Q7Z624|CMKMT_HUMAN	tr|I3MBH2|I3MBH2_ICTTR
OG0007914	sp|Q8IWW8|HOT_HUMAN	tr|I3MCA2|I3MCA2_ICTTR
OG0007915	sp|Q8IZ57|NRSN1_HUMAN	tr|I3N198|I3N198_ICTTR
OG0007916	sp|Q8N119|MMP21_HUMAN	tr|I3MI11|I3MI11_ICTTR
OG0007917	sp|Q8N720|ZN655_HUMAN	tr|I3MB69|I3MB69_ICTTR
OG0007918	sp|Q8N8R5|CB069_HUMAN	tr|I3MFQ3|I3MFQ3_ICTTR
OG0007919	sp|Q8N8V4|ANS4B_HUMAN	tr|I3LWI1|I3LWI1_ICTTR
OG0007920	sp|Q8NBU5|ATAD1_HUMAN	tr|I3M856|I3M856_ICTTR
OG0007921	sp|Q8TED9|AF1L1_HUMAN	tr|I3MP69|I3MP69_ICTTR
OG0007922	sp|Q8WU90|ZC3HF_HUMAN	tr|I3M8N8|I3M8N8_ICTTR
OG0007923	sp|Q8WW01|SEN15_HUMAN	tr|A0A287CUY3|A0A287CUY3_ICTTR
OG0007924	sp|Q92782|DPF1_HUMAN	tr|A0A287DA99|A0A287DA99_ICTTR
OG0007925	sp|Q96ID5|IGS21_HUMAN	tr|I3MWQ2|I3MWQ2_ICTTR
OG0007926	sp|Q96P48|ARAP1_HUMAN	tr|I3MNF6|I3MNF6_ICTTR
OG0007927	sp|Q96P88|GNRR2_HUMAN	tr|I3MLY1|I3MLY1_ICTTR
OG0007928	sp|Q96PL5|ERMAP_HUMAN	tr|I3LW07|I3LW07_ICTTR
OG0007929	sp|Q96Q42|ALS2_HUMAN	tr|I3MQY3|I3MQY3_ICTTR
OG0007930	sp|Q99417|MYCBP_HUMAN	tr|I3N3E3|I3N3E3_ICTTR
OG0007931	sp|Q99747|SNAG_HUMAN	tr|A0A287DE58|A0A287DE58_ICTTR
OG0007932	sp|Q9C009|FOXQ1_HUMAN	tr|A0A287D989|A0A287D989_ICTTR
OG0007933	sp|Q9H3Z4|DNJC5_HUMAN	tr|I3MGJ5|I3MGJ5_ICTTR
OG0007934	sp|Q9UJY4|GGA2_HUMAN	tr|I3MGD1|I3MGD1_ICTTR
OG0007935	sp|Q9UMS5|PHTF1_HUMAN	tr|A0A287CS25|A0A287CS25_ICTTR
OG0007936	sp|Q9Y5Y5|PEX16_HUMAN	tr|I3MHI6|I3MHI6_ICTTR
OG0007937	sp|A4D1Z8|GRIFN_HUMAN	tr|I3N773|I3N773_ICTTR
OG0007938	sp|A6NES4|MRO2A_HUMAN	tr|I3M4L3|I3M4L3_ICTTR
OG0007939	sp|B2RXH4|BTBDI_HUMAN	tr|I3NGX4|I3NGX4_ICTTR
OG0007940	sp|O00221|IKBE_HUMAN	tr|I3ML32|I3ML32_ICTTR
OG0007941	sp|O00322|UPK1A_HUMAN	tr|I3MUX8|I3MUX8_ICTTR
OG0007942	sp|O14503|BHE40_HUMAN	tr|I3LXC6|I3LXC6_ICTTR
OG0007943	sp|O60499|STX10_HUMAN	tr|I3MAL3|I3MAL3_ICTTR
OG0007944	sp|O60637|TSN3_HUMAN	tr|I3M6D5|I3M6D5_ICTTR
OG0007945	sp|O75818|RPP40_HUMAN	tr|I3MGV4|I3MGV4_ICTTR
OG0007946	sp|O95249|GOSR1_HUMAN	tr|I3N9H9|I3N9H9_ICTTR
OG0007947	sp|O95279|KCNK5_HUMAN	tr|I3NDF5|I3NDF5_ICTTR
OG0007948	sp|P08567|PLEK_HUMAN	tr|I3MNC6|I3MNC6_ICTTR
OG0007949	sp|P08709|FA7_HUMAN	tr|I3NAJ0|I3NAJ0_ICTTR
OG0007950	sp|P0DO92|ENOL_HUMAN	tr|A0A287CWL6|A0A287CWL6_ICTTR
OG0007951	sp|P10398|ARAF_HUMAN	tr|I3M383|I3M383_ICTTR
OG0007952	sp|P18074|ERCC2_HUMAN	tr|A0A287D0T4|A0A287D0T4_ICTTR
OG0007953	sp|P20810|ICAL_HUMAN	tr|A0A287CT91|A0A287CT91_ICTTR
OG0007954	sp|P23508|CRCM_HUMAN	tr|A0A287DE99|A0A287DE99_ICTTR
OG0007955	sp|P23515|OMGP_HUMAN	tr|I3M689|I3M689_ICTTR
OG0007956	sp|P34059|GALNS_HUMAN	tr|I3N5P0|I3N5P0_ICTTR
OG0007957	sp|P50135|HNMT_HUMAN	tr|I3MG40|I3MG40_ICTTR
OG0007958	sp|Q14254|FLOT2_HUMAN	tr|A0A287DA72|A0A287DA72_ICTTR
OG0007959	sp|Q15274|NADC_HUMAN	tr|I3MNS3|I3MNS3_ICTTR
OG0007960	sp|Q16627|CCL14_HUMAN	tr|A0A287CZ67|A0A287CZ67_ICTTR
OG0007961	sp|Q52LR7|EPC2_HUMAN	tr|I3MFJ8|I3MFJ8_ICTTR
OG0007962	sp|Q58A44|PCOTH_HUMAN	tr|I3MMV5|I3MMV5_ICTTR
OG0007963	sp|Q6P656|CF161_HUMAN	tr|I3M7X7|I3M7X7_ICTTR
OG0007964	sp|Q70CQ3|UBP30_HUMAN	tr|I3MVA4|I3MVA4_ICTTR
OG0007965	sp|Q86YI8|PHF13_HUMAN	tr|I3M2N4|I3M2N4_ICTTR
OG0007966	sp|Q8N1B3|CCNQ_HUMAN	tr|I3MB08|I3MB08_ICTTR
OG0007967	sp|Q8N668|COMD1_HUMAN	tr|I3MP36|I3MP36_ICTTR
OG0007968	sp|Q8N6G5|CGAT2_HUMAN	tr|I3LYP0|I3LYP0_ICTTR
OG0007969	sp|Q8NC96|NECP1_HUMAN	tr|I3MEX7|I3MEX7_ICTTR
OG0007970	sp|Q8TBM7|TM254_HUMAN	tr|A0A287D868|A0A287D868_ICTTR
OG0007971	sp|Q8WWZ3|EDAD_HUMAN	tr|I3N4W7|I3N4W7_ICTTR
OG0007972	sp|Q92609|TBCD5_HUMAN	tr|I3MT06|I3MT06_ICTTR
OG0007973	sp|Q96AZ6|ISG20_HUMAN	tr|I3NCA0|I3NCA0_ICTTR
OG0007974	sp|Q96CG8|CTHR1_HUMAN	tr|I3MAR9|I3MAR9_ICTTR
OG0007975	sp|Q96EC8|YIPF6_HUMAN	tr|I3NAT9|I3NAT9_ICTTR
OG0007976	sp|Q96GM1|PLPR2_HUMAN	tr|I3MEV5|I3MEV5_ICTTR
OG0007977	sp|Q96IZ0|PAWR_HUMAN	tr|I3MQB6|I3MQB6_ICTTR
OG0007978	sp|Q96MD2|KICS2_HUMAN	tr|I3M4G1|I3M4G1_ICTTR
OG0007979	sp|Q9BRU9|UTP23_HUMAN	tr|I3LYI8|I3LYI8_ICTTR
OG0007980	sp|Q9BTF0|THUM2_HUMAN	tr|I3N864|I3N864_ICTTR
OG0007981	sp|Q9C0B5|ZDHC5_HUMAN	tr|I3ME30|I3ME30_ICTTR
OG0007982	sp|Q9GZQ3|COMD5_HUMAN	tr|I3N5T7|I3N5T7_ICTTR
OG0007983	sp|Q9H254|SPTN4_HUMAN	tr|I3MTH0|I3MTH0_ICTTR
OG0007984	sp|Q9H2I8|LRMDA_HUMAN	tr|A0A287CT40|A0A287CT40_ICTTR
OG0007985	sp|Q9H2L4|TMM60_HUMAN	tr|A0A287D5E3|A0A287D5E3_ICTTR
OG0007986	sp|Q9H813|PACC1_HUMAN	tr|I3NHM6|I3NHM6_ICTTR
OG0007987	sp|Q9H9V9|JMJD4_HUMAN	tr|I3M7E3|I3M7E3_ICTTR
OG0007988	sp|Q9HBY0|NOX3_HUMAN	tr|I3LXC9|I3LXC9_ICTTR
OG0007989	sp|Q9HCI5|MAGE1_HUMAN	tr|I3MGB8|I3MGB8_ICTTR
OG0007990	sp|Q9NPI5|NRK2_HUMAN	tr|I3N181|I3N181_ICTTR
OG0007991	sp|Q9NQ86|TRI36_HUMAN	tr|I3M0U2|I3M0U2_ICTTR
OG0007992	sp|Q9NVD3|SETD4_HUMAN	tr|I3ML59|I3ML59_ICTTR
OG0007993	sp|Q9NWM0|SMOX_HUMAN	tr|I3NFS1|I3NFS1_ICTTR
OG0007994	sp|Q9NWS9|ZN446_HUMAN	tr|I3N491|I3N491_ICTTR
OG0007995	sp|Q9NZJ4|SACS_HUMAN	tr|I3MWF0|I3MWF0_ICTTR
OG0007996	sp|Q9P016|THYN1_HUMAN	tr|I3M6B6|I3M6B6_ICTTR
OG0007997	sp|Q9P2W9|STX18_HUMAN	tr|A0A287D7Z4|A0A287D7Z4_ICTTR
OG0007998	sp|Q9UHP3|UBP25_HUMAN	tr|A0A287DDF9|A0A287DDF9_ICTTR
OG0007999	sp|Q9ULM0|PKHH1_HUMAN	tr|I3LW84|I3LW84_ICTTR
OG0008000	sp|Q9UQC9|CLCA2_HUMAN	tr|I3LYQ6|I3LYQ6_ICTTR
OG0008001	tr|A0A0B4J1T7|A0A0B4J1T7_HUMAN	tr|I3N1T4|I3N1T4_ICTTR
OG0008002	sp|A0A1B0GUW7|SIM27_HUMAN	tr|A0A287D1D8|A0A287D1D8_ICTTR
OG0008003	sp|A4D2B0|MBLC1_HUMAN	tr|I3MX13|I3MX13_ICTTR
OG0008004	sp|A6NNL5|CO061_HUMAN	tr|I3MF86|I3MF86_ICTTR
OG0008005	sp|E5RQL4|FONG_HUMAN	tr|A0A287DB23|A0A287DB23_ICTTR
OG0008006	sp|O14966|RAB7L_HUMAN	tr|I3MD88|I3MD88_ICTTR
OG0008007	sp|O15240|VGF_HUMAN	tr|I3N509|I3N509_ICTTR
OG0008008	sp|O43464|HTRA2_HUMAN	tr|A0A287D942|A0A287D942_ICTTR
OG0008009	sp|O60844|ZG16_HUMAN	tr|I3LYM1|I3LYM1_ICTTR
OG0008010	sp|O75420|GGYF1_HUMAN	tr|A0A287DFW7|A0A287DFW7_ICTTR
OG0008011	sp|O75694|NU155_HUMAN	tr|I3MP94|I3MP94_ICTTR
OG0008012	sp|O95396|MOCS3_HUMAN	tr|I3N396|I3N396_ICTTR
