Orthogroup	Homo_sapiens	Microcebus_murinus
OG0007830	sp|Q8TC29|ENKUR_HUMAN	tr|A0A8B7H890|A0A8B7H890_MICMU
OG0007831	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A8C6EHM0|A0A8C6EHM0_MICMU
OG0007832	sp|Q8WWV6|FCAMR_HUMAN	tr|A0A8C5Y8M8|A0A8C5Y8M8_MICMU
OG0007833	sp|Q96G27|WBP1_HUMAN	tr|A0A8C5WB74|A0A8C5WB74_MICMU
OG0007834	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A8B7ENT1|A0A8B7ENT1_MICMU
OG0007835	sp|Q96MG8|PCMD1_HUMAN	tr|A0A8B7I6Z4|A0A8B7I6Z4_MICMU
OG0007836	sp|Q96PE7|MCEE_HUMAN	tr|A0A8C5UPX9|A0A8C5UPX9_MICMU
OG0007837	sp|Q96RP8|KCNA7_HUMAN	tr|A0A8C5XGI3|A0A8C5XGI3_MICMU
OG0007838	sp|Q96SC8|DMTA2_HUMAN	tr|A0A8B7H5H0|A0A8B7H5H0_MICMU
OG0007839	sp|Q9H0A0|NAT10_HUMAN	tr|A0A8C5UP21|A0A8C5UP21_MICMU
OG0007840	sp|Q9H116|GZF1_HUMAN	tr|A0A8B7EK64|A0A8B7EK64_MICMU
OG0007841	sp|Q9H227|GBA3_HUMAN	tr|A0A8C5VCZ8|A0A8C5VCZ8_MICMU
OG0007842	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A8B7G4V1|A0A8B7G4V1_MICMU
OG0007843	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A8C5V580|A0A8C5V580_MICMU
OG0007844	sp|Q9NZU5|LMCD1_HUMAN	tr|A0A8C5UP15|A0A8C5UP15_MICMU
OG0007845	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A8C5YCC0|A0A8C5YCC0_MICMU
OG0007846	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A8B7EY92|A0A8B7EY92_MICMU
OG0007847	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A8C5XWX6|A0A8C5XWX6_MICMU
OG0007848	sp|Q9Y315|DEOC_HUMAN	tr|A0A8C5VC69|A0A8C5VC69_MICMU
OG0007849	sp|A6NK58|LIPT2_HUMAN	tr|A0A8C5Y9H4|A0A8C5Y9H4_MICMU
OG0007850	sp|A8MV24|CQ098_HUMAN	tr|A0A8B7GFR3|A0A8B7GFR3_MICMU
OG0007851	sp|H0UI37|TSTD3_HUMAN	tr|A0A8C5XQB5|A0A8C5XQB5_MICMU
OG0007852	sp|O14610|GBGT2_HUMAN	tr|A0A8C5XZN1|A0A8C5XZN1_MICMU
OG0007853	sp|O14744|ANM5_HUMAN	tr|A0A8C5VXD3|A0A8C5VXD3_MICMU
OG0007854	sp|O43823|AKAP8_HUMAN	tr|A0A8C5V4C5|A0A8C5V4C5_MICMU
OG0007855	sp|O75762|TRPA1_HUMAN	tr|A0A8C5XB59|A0A8C5XB59_MICMU
OG0007856	sp|O95402|MED26_HUMAN	tr|A0A8B7FXN3|A0A8B7FXN3_MICMU
OG0007857	sp|P02778|CXL10_HUMAN	tr|A0A8B7EYN1|A0A8B7EYN1_MICMU
OG0007858	sp|P03971|MIS_HUMAN	tr|A0A8B7F1U7|A0A8B7F1U7_MICMU
OG0007859	sp|P0CG13|CTF8_HUMAN	tr|A0A8B7ERX1|A0A8B7ERX1_MICMU
OG0007860	sp|P15260|INGR1_HUMAN	tr|A0A8C5Y566|A0A8C5Y566_MICMU
OG0007861	sp|P16949|STMN1_HUMAN	tr|A0A8C5VAP0|A0A8C5VAP0_MICMU
OG0007862	sp|P19387|RPB3_HUMAN	tr|A0A8C5Y5D8|A0A8C5Y5D8_MICMU
OG0007863	sp|P21583|SCF_HUMAN	tr|A0A8C5XIY1|A0A8C5XIY1_MICMU
OG0007864	sp|P21860|ERBB3_HUMAN	tr|A0A8C5XEC1|A0A8C5XEC1_MICMU
OG0007865	sp|P30519|HMOX2_HUMAN	tr|A0A8B7EXA8|A0A8B7EXA8_MICMU
OG0007866	sp|P42768|WASP_HUMAN	tr|A0A8B7EG51|A0A8B7EG51_MICMU
OG0007867	sp|P43121|MUC18_HUMAN	tr|A0A8C5Y257|A0A8C5Y257_MICMU
OG0007868	sp|P56915|GSC_HUMAN	tr|A0A8C5Y7K2|A0A8C5Y7K2_MICMU
OG0007869	sp|P58743|S26A5_HUMAN	tr|A0A8B7F4D8|A0A8B7F4D8_MICMU
OG0007871	sp|P78383|S35B1_HUMAN	tr|A0A8C5W5I2|A0A8C5W5I2_MICMU
OG0007872	sp|Q13145|BAMBI_HUMAN	tr|A0A8C5XJK6|A0A8C5XJK6_MICMU
OG0007873	sp|Q14690|RRP5_HUMAN	tr|A0A8C5V426|A0A8C5V426_MICMU
OG0007874	sp|Q2M3R5|S35G1_HUMAN	tr|A0A8B7GGQ9|A0A8B7GGQ9_MICMU
OG0007875	sp|Q6DD88|ATLA3_HUMAN	tr|A0A8B7H9E2|A0A8B7H9E2_MICMU
OG0007876	sp|Q6IAN0|DRS7B_HUMAN	tr|A0A8B7EGN4|A0A8B7EGN4_MICMU
OG0007877	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A8B7I4Q6|A0A8B7I4Q6_MICMU
OG0007878	sp|Q6PD62|CTR9_HUMAN	tr|A0A8B7FQK9|A0A8B7FQK9_MICMU
OG0007879	sp|Q6SPF0|SAMD1_HUMAN	tr|A0A8C5VQV0|A0A8C5VQV0_MICMU
OG0007880	sp|Q6ZV50|RFX8_HUMAN	tr|A0A8C5VC00|A0A8C5VC00_MICMU
OG0007881	sp|Q8IX03|KIBRA_HUMAN	tr|A0A8C5UPL4|A0A8C5UPL4_MICMU
OG0007882	sp|Q8IZ81|ELMD2_HUMAN	tr|A0A8C5XQF9|A0A8C5XQF9_MICMU
OG0007883	sp|Q8N158|GPC2_HUMAN	tr|A0A8B7G006|A0A8B7G006_MICMU
OG0007884	sp|Q8N8K9|K1958_HUMAN	tr|A0A8C5Y6H3|A0A8C5Y6H3_MICMU
OG0007885	sp|Q8WZ19|BACD1_HUMAN	tr|A0A8C6EK73|A0A8C6EK73_MICMU
OG0007886	sp|Q96AW1|VOPP1_HUMAN	tr|A0A8B7HUJ7|A0A8B7HUJ7_MICMU
OG0007887	sp|Q96LT9|RNPC3_HUMAN	tr|A0A8C5XSA6|A0A8C5XSA6_MICMU
OG0007888	sp|Q96MY7|F161B_HUMAN	tr|A0A8C5UPG3|A0A8C5UPG3_MICMU
OG0007889	sp|Q96RD9|FCRL5_HUMAN	tr|A0A8C5UNV6|A0A8C5UNV6_MICMU
OG0007890	sp|Q96RL7|VP13A_HUMAN	tr|A0A8B7XBF7|A0A8B7XBF7_MICMU
OG0007891	sp|Q9BRX9|WDR83_HUMAN	tr|A0A8C5Y7F9|A0A8C5Y7F9_MICMU
OG0007892	sp|Q9BVK8|TM147_HUMAN	tr|A0A8B7H2P4|A0A8B7H2P4_MICMU
OG0007893	sp|Q9BYD1|RM13_HUMAN	tr|A0A8C5VED5|A0A8C5VED5_MICMU
OG0007894	sp|Q9H251|CAD23_HUMAN	tr|A0A8C5Y586|A0A8C5Y586_MICMU
OG0007895	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A8C5VHN1|A0A8C5VHN1_MICMU
OG0007896	sp|Q9H788|SH24A_HUMAN	tr|A0A8C5UYF3|A0A8C5UYF3_MICMU
OG0007897	sp|Q9HBE4|IL21_HUMAN	tr|A0A8C5URZ2|A0A8C5URZ2_MICMU
OG0007898	sp|Q9NQ66|PLCB1_HUMAN	tr|A0A8B7WQF6|A0A8B7WQF6_MICMU
OG0007899	sp|Q9NQG1|MANBL_HUMAN	tr|A0A8B7FPV6|A0A8B7FPV6_MICMU
OG0007900	sp|Q9NR12|PDLI7_HUMAN	tr|A0A8C5VMR1|A0A8C5VMR1_MICMU
OG0007901	sp|Q9NS93|TM7S3_HUMAN	tr|A0A8B7X700|A0A8B7X700_MICMU
OG0007902	sp|Q9NUN7|ACER3_HUMAN	tr|A0A8B7EYK4|A0A8B7EYK4_MICMU
OG0007903	sp|Q9NV79|PCMD2_HUMAN	tr|A0A8B7GY03|A0A8B7GY03_MICMU
OG0007904	sp|Q9NWS0|PIHD1_HUMAN	tr|A0A8B7FM65|A0A8B7FM65_MICMU
OG0007905	sp|Q9P0K1|ADA22_HUMAN	tr|A0A8C5XZ99|A0A8C5XZ99_MICMU
OG0007906	sp|Q9UBW7|ZMYM2_HUMAN	tr|A0A8B7XFT9|A0A8B7XFT9_MICMU
OG0007907	sp|Q9UJA9|ENPP5_HUMAN	tr|A0A8B7FS63|A0A8B7FS63_MICMU
OG0007908	sp|Q9UK96|FBX10_HUMAN	tr|A0A8B7GNT1|A0A8B7GNT1_MICMU
OG0007909	sp|A0A1B0GVV1|SIM35_HUMAN	tr|A0A8C6EKV4|A0A8C6EKV4_MICMU
OG0007910	sp|A6NFY4|NEMP2_HUMAN	tr|A0A8C5UTL0|A0A8C5UTL0_MICMU
OG0007911	sp|O14841|OPLA_HUMAN	tr|A0A8B7G0U1|A0A8B7G0U1_MICMU
OG0007912	sp|P04085|PDGFA_HUMAN	tr|A0A8C5XIC6|A0A8C5XIC6_MICMU
OG0007913	sp|P06756|ITAV_HUMAN	tr|A0A8C5W784|A0A8C5W784_MICMU
OG0007914	sp|P08133|ANXA6_HUMAN	tr|A0A8C5VVK5|A0A8C5VVK5_MICMU
OG0007915	sp|P08397|HEM3_HUMAN	tr|A0A8C5W191|A0A8C5W191_MICMU
OG0007916	sp|P10914|IRF1_HUMAN	tr|A0A8B7G5Q9|A0A8B7G5Q9_MICMU
OG0007917	sp|P21926|CD9_HUMAN	tr|A0A8C5UVK4|A0A8C5UVK4_MICMU
OG0007918	sp|P24310|CX7A1_HUMAN	tr|A0A8C5YDP3|A0A8C5YDP3_MICMU
OG0007919	sp|P32926|DSG3_HUMAN	tr|A0A8C5VEP8|A0A8C5VEP8_MICMU
OG0007920	sp|P40616|ARL1_HUMAN	tr|A0A8C5VQI3|A0A8C5VQI3_MICMU
OG0007921	sp|P48556|PSMD8_HUMAN	tr|A0A8C5Y7Q5|A0A8C5Y7Q5_MICMU
OG0007922	sp|P49798|RGS4_HUMAN	tr|A0A8C5VFL9|A0A8C5VFL9_MICMU
OG0007923	sp|P51570|GALK1_HUMAN	tr|A0A8C5VA73|A0A8C5VA73_MICMU
OG0007924	sp|Q03154|ACY1_HUMAN	tr|A0A8C5XLZ9|A0A8C5XLZ9_MICMU
OG0007925	sp|Q0VDF9|HSP7E_HUMAN	tr|A0A8B7EIG6|A0A8B7EIG6_MICMU
OG0007926	sp|Q0VFZ6|CF210_HUMAN	tr|A0A8B7HJ16|A0A8B7HJ16_MICMU
OG0007927	sp|Q15406|NR6A1_HUMAN	tr|A0A8C5UN52|A0A8C5UN52_MICMU
OG0007928	sp|Q2I0M4|LRC26_HUMAN	tr|A0A8B7HQ28|A0A8B7HQ28_MICMU
OG0007929	sp|Q3KNS1|PTHD3_HUMAN	tr|A0A8C5VWW0|A0A8C5VWW0_MICMU
OG0007931	sp|Q5JUQ0|FA78A_HUMAN	tr|A0A8C5UVW6|A0A8C5UVW6_MICMU
OG0007932	sp|Q63HQ0|AP1AR_HUMAN	tr|A0A8B7GGB9|A0A8B7GGB9_MICMU
OG0007933	sp|Q6DKJ4|NXN_HUMAN	tr|A0A8C5Y8Q7|A0A8C5Y8Q7_MICMU
OG0007934	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A8B7FLZ1|A0A8B7FLZ1_MICMU
OG0007935	sp|Q6PIL6|KCIP4_HUMAN	tr|A0A8C5VSV5|A0A8C5VSV5_MICMU
OG0007936	sp|Q6UQ28|PLET1_HUMAN	tr|A0A8B7FA75|A0A8B7FA75_MICMU
OG0007937	sp|Q71RH2|TLC3B_HUMAN	tr|A0A8B7GBH0|A0A8B7GBH0_MICMU
OG0007938	sp|Q7Z4H8|PLGT3_HUMAN	tr|A0A8B7H1L8|A0A8B7H1L8_MICMU
OG0007939	sp|Q8IVL6|P3H3_HUMAN	tr|A0A8C5UT87|A0A8C5UT87_MICMU
OG0007940	sp|Q8IZF0|NALCN_HUMAN	tr|A0A8C5UWX7|A0A8C5UWX7_MICMU
OG0007941	sp|Q8N3J2|METL4_HUMAN	tr|A0A8B7F3B3|A0A8B7F3B3_MICMU
OG0007942	sp|Q8N807|PDILT_HUMAN	tr|A0A8B7EBT4|A0A8B7EBT4_MICMU
OG0007943	sp|Q8NBF6|AVL9_HUMAN	tr|A0A8C5W330|A0A8C5W330_MICMU
OG0007944	sp|Q8TE85|GRHL3_HUMAN	tr|A0A8C5XVU7|A0A8C5XVU7_MICMU
OG0007945	sp|Q8WUH2|TGFA1_HUMAN	tr|A0A8B7EF35|A0A8B7EF35_MICMU
OG0007946	sp|Q8WUS8|D42E1_HUMAN	tr|A0A8C5V7I9|A0A8C5V7I9_MICMU
OG0007947	sp|Q96CW6|S7A6O_HUMAN	tr|A0A8C5Y8I8|A0A8C5Y8I8_MICMU
OG0007948	sp|Q96HS1|PGAM5_HUMAN	tr|A0A8B7F5R3|A0A8B7F5R3_MICMU
OG0007949	sp|Q96SD1|DCR1C_HUMAN	tr|A0A8B7EFX5|A0A8B7EFX5_MICMU
OG0007950	sp|Q99460|PSMD1_HUMAN	tr|A0A8C5XFT5|A0A8C5XFT5_MICMU
OG0007951	sp|Q99541|PLIN2_HUMAN	tr|A0A8C5W714|A0A8C5W714_MICMU
OG0007952	sp|Q9BRB3|PIGQ_HUMAN	tr|A0A8C5VWG1|A0A8C5VWG1_MICMU
OG0007953	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A8B7HWC1|A0A8B7HWC1_MICMU
OG0007954	sp|Q9GZV7|HPLN2_HUMAN	tr|A0A8C5WA92|A0A8C5WA92_MICMU
OG0007955	sp|Q9GZZ1|NAA50_HUMAN	tr|A0A8B7HZT7|A0A8B7HZT7_MICMU
OG0007956	sp|Q9H019|MFR1L_HUMAN	tr|A0A8B7FDC2|A0A8B7FDC2_MICMU
OG0007957	sp|Q9H5U6|ZCHC4_HUMAN	tr|A0A8C5VA90|A0A8C5VA90_MICMU
OG0007958	sp|Q9HBY8|SGK2_HUMAN	tr|A0A8C5V2I9|A0A8C5V2I9_MICMU
OG0007959	sp|Q9NP59|S40A1_HUMAN	tr|A0A8B7H9I9|A0A8B7H9I9_MICMU
OG0007960	sp|Q9NQ38|ISK5_HUMAN	tr|A0A8C5UYY2|A0A8C5UYY2_MICMU
OG0007961	sp|Q9NQ76|MEPE_HUMAN	tr|A0A8C5VPT1|A0A8C5VPT1_MICMU
OG0007962	sp|Q9NRE1|MMP26_HUMAN	tr|A0A8C5V3X0|A0A8C5V3X0_MICMU
OG0007963	sp|Q9NXV6|CARF_HUMAN	tr|A0A8C5Y5V2|A0A8C5Y5V2_MICMU
OG0007964	sp|Q9NZM5|NOP53_HUMAN	tr|A0A8C5URH5|A0A8C5URH5_MICMU
OG0007965	sp|Q9NZV1|CRIM1_HUMAN	tr|A0A8C6EJT2|A0A8C6EJT2_MICMU
OG0007966	sp|Q9P1W3|CSC1_HUMAN	tr|A0A8C5V5V6|A0A8C5V5V6_MICMU
OG0007967	sp|Q9UBK8|MTRR_HUMAN	tr|A0A8C6EJE6|A0A8C6EJE6_MICMU
OG0007968	sp|Q9UBP6|TRMB_HUMAN	tr|A0A8C5YC57|A0A8C5YC57_MICMU
OG0007969	sp|Q9UIJ5|ZDHC2_HUMAN	tr|A0A8C5VB55|A0A8C5VB55_MICMU
OG0007970	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A8C5W1Y5|A0A8C5W1Y5_MICMU
OG0007971	sp|Q9UPM9|B9D1_HUMAN	tr|A0A8B7F6D2|A0A8B7F6D2_MICMU
OG0007972	sp|Q9Y248|PSF2_HUMAN	tr|A0A8B7GCJ3|A0A8B7GCJ3_MICMU
OG0007973	sp|Q9Y388|RBMX2_HUMAN	tr|A0A8C5V346|A0A8C5V346_MICMU
OG0007974	sp|A4FU69|EFCB5_HUMAN	tr|A0A8C6EBW8|A0A8C6EBW8_MICMU
OG0007975	sp|A6NCN8|TEX52_HUMAN	tr|A0A8C6EFK6|A0A8C6EFK6_MICMU
OG0007976	sp|O00267|SPT5H_HUMAN	tr|A0A8B7H3S6|A0A8B7H3S6_MICMU
OG0007977	sp|O15393|TMPS2_HUMAN	tr|A0A8C5V9K5|A0A8C5V9K5_MICMU
OG0007978	sp|O43692|PI15_HUMAN	tr|A0A8C5USK0|A0A8C5USK0_MICMU
OG0007979	sp|O60936|NOL3_HUMAN	tr|A0A8B7EU89|A0A8B7EU89_MICMU
OG0007980	sp|O75509|TNR21_HUMAN	tr|A0A8C5V9B2|A0A8C5V9B2_MICMU
OG0007981	sp|O75751|S22A3_HUMAN	tr|A0A8C5XCN9|A0A8C5XCN9_MICMU
OG0007982	sp|P06681|CO2_HUMAN	tr|A0A8B7EQV8|A0A8B7EQV8_MICMU
OG0007983	sp|P08319|ADH4_HUMAN	tr|A0A8C5XCA6|A0A8C5XCA6_MICMU
OG0007984	sp|P10451|OSTP_HUMAN	tr|A0A8C5XS51|A0A8C5XS51_MICMU
OG0007985	sp|P22223|CADH3_HUMAN	tr|A0A8C5XD28|A0A8C5XD28_MICMU
OG0007986	sp|P28070|PSB4_HUMAN	tr|A0A8B7GJE9|A0A8B7GJE9_MICMU
OG0007987	sp|P28749|RBL1_HUMAN	tr|A0A8C5XC62|A0A8C5XC62_MICMU
OG0007988	sp|P31942|HNRH3_HUMAN	tr|A0A8C5V0I9|A0A8C5V0I9_MICMU
OG0007989	sp|P35070|BTC_HUMAN	tr|A0A8C5VNF7|A0A8C5VNF7_MICMU
OG0007990	sp|P49767|VEGFC_HUMAN	tr|A0A8B7GSA4|A0A8B7GSA4_MICMU
OG0007991	sp|P62266|RS23_HUMAN	tr|A0A8B7HPT6|A0A8B7HPT6_MICMU
OG0007992	sp|Q12879|NMDE1_HUMAN	tr|A0A8B7HU34|A0A8B7HU34_MICMU
OG0007993	sp|Q12893|TM115_HUMAN	tr|A0A8C5XTY6|A0A8C5XTY6_MICMU
OG0007994	sp|Q14863|PO6F1_HUMAN	tr|A0A8C5W3V9|A0A8C5W3V9_MICMU
OG0007995	sp|Q15120|PDK3_HUMAN	tr|A0A8C5UVJ5|A0A8C5UVJ5_MICMU
OG0007996	sp|Q16880|CGT_HUMAN	tr|A0A8B7HE56|A0A8B7HE56_MICMU
OG0007997	sp|Q3ZCT1|ZN260_HUMAN	tr|A0A8C5VTR7|A0A8C5VTR7_MICMU
OG0007998	sp|Q499Z3|SLNL1_HUMAN	tr|A0A8C5V842|A0A8C5V842_MICMU
OG0007999	sp|Q5HYC2|K2026_HUMAN	tr|A0A8C5Y0M3|A0A8C5Y0M3_MICMU
OG0008000	sp|Q5TAH2|SL9C2_HUMAN	tr|A0A8C5URS4|A0A8C5URS4_MICMU
OG0008001	sp|Q6NT32|EST5A_HUMAN	tr|A0A8C5Y3F3|A0A8C5Y3F3_MICMU
OG0008002	sp|Q6Y7W6|GGYF2_HUMAN	tr|A0A8C5UZE8|A0A8C5UZE8_MICMU
OG0008003	sp|Q6ZNG9|KRBA2_HUMAN	tr|A0A8B7H3F8|A0A8B7H3F8_MICMU
OG0008004	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A8B7GHS1|A0A8B7GHS1_MICMU
OG0008005	sp|Q7Z7J9|CK2N1_HUMAN	tr|A0A8B7I0Y8|A0A8B7I0Y8_MICMU
OG0008006	sp|Q86V35|CABP7_HUMAN	tr|A0A8C5XGS4|A0A8C5XGS4_MICMU
OG0008007	sp|Q86WB7|UN93A_HUMAN	tr|A0A8C6EKU1|A0A8C6EKU1_MICMU
OG0008008	sp|Q8N1W2|ZN710_HUMAN	tr|A0A8C5V2S2|A0A8C5V2S2_MICMU
OG0008009	sp|Q8N2H9|PELI3_HUMAN	tr|A0A8B7FUU2|A0A8B7FUU2_MICMU
OG0008010	sp|Q92806|KCNJ9_HUMAN	tr|A0A8C5W4K9|A0A8C5W4K9_MICMU
OG0008011	sp|Q96HP8|T176A_HUMAN	tr|A0A8B7HU96|A0A8B7HU96_MICMU
OG0008012	sp|Q96JT2|S45A3_HUMAN	tr|A0A8B7G0L0|A0A8B7G0L0_MICMU
OG0008013	sp|Q96LK8|SPT32_HUMAN	tr|A0A8C5VFA6|A0A8C5VFA6_MICMU
OG0008014	sp|Q96M34|TEX55_HUMAN	tr|A0A8C6EM07|A0A8C6EM07_MICMU
OG0008015	sp|Q96N23|CFA54_HUMAN	tr|A0A8C5V3D5|A0A8C5V3D5_MICMU
OG0008016	sp|Q96PB1|CASD1_HUMAN	tr|A0A8C5XJN1|A0A8C5XJN1_MICMU
OG0008017	sp|Q96QK8|SIM14_HUMAN	tr|A0A8C5VL16|A0A8C5VL16_MICMU
OG0008018	sp|Q96RN1|S26A8_HUMAN	tr|A0A8C5Y9M3|A0A8C5Y9M3_MICMU
OG0008019	sp|Q96S65|CSRN1_HUMAN	tr|A0A8B7ET12|A0A8B7ET12_MICMU
OG0008021	sp|Q99645|EPYC_HUMAN	tr|A0A8B7X7K6|A0A8B7X7K6_MICMU
OG0008022	sp|Q9BXV9|GON7_HUMAN	tr|A0A8B7EHG8|A0A8B7EHG8_MICMU
OG0008023	sp|Q9BY49|PECR_HUMAN	tr|A0A8B7HU39|A0A8B7HU39_MICMU
OG0008024	sp|Q9BZR8|B2L14_HUMAN	tr|A0A8B7FLV0|A0A8B7FLV0_MICMU
OG0008025	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A8B7ESY0|A0A8B7ESY0_MICMU
OG0008026	sp|Q9NVP2|ASF1B_HUMAN	tr|A0A8C5YFF7|A0A8C5YFF7_MICMU
OG0008027	sp|Q9NW07|ZN358_HUMAN	tr|A0A8C5UZB1|A0A8C5UZB1_MICMU
OG0008028	sp|Q9UJC3|HOOK1_HUMAN	tr|A0A8B7HTR3|A0A8B7HTR3_MICMU
OG0008029	sp|Q9UKL6|PPCT_HUMAN	tr|A0A8C5ULZ1|A0A8C5ULZ1_MICMU
OG0008030	sp|Q9UQQ2|SH2B3_HUMAN	tr|A0A8C5V165|A0A8C5V165_MICMU
OG0008031	sp|Q9Y2K1|ZBTB1_HUMAN	tr|A0A8C5V031|A0A8C5V031_MICMU
OG0008032	sp|Q9Y2V3|RX_HUMAN	tr|A0A8C5VXH4|A0A8C5VXH4_MICMU
OG0008033	sp|Q9Y330|ZBT12_HUMAN	tr|A0A8C5UNR8|A0A8C5UNR8_MICMU
OG0008034	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A8B7H4Z6|A0A8B7H4Z6_MICMU
OG0008035	sp|Q9Y580|RBM7_HUMAN	tr|A0A8B7F6Q3|A0A8B7F6Q3_MICMU
OG0008036	sp|Q9Y5T4|DJC15_HUMAN	tr|A0A8B7G305|A0A8B7G305_MICMU
OG0008038	sp|A1YPR0|ZBT7C_HUMAN	tr|A0A8B7F1K3|A0A8B7F1K3_MICMU
OG0008039	sp|A5D8V7|ODAD3_HUMAN	tr|A0A8B7I560|A0A8B7I560_MICMU
OG0008040	sp|O15055|PER2_HUMAN	tr|A0A8C5XKL1|A0A8C5XKL1_MICMU
OG0008041	sp|O60543|CIDEA_HUMAN	tr|A0A8B7F1M2|A0A8B7F1M2_MICMU
OG0008042	sp|O75167|PHAR2_HUMAN	tr|A0A8C5UX38|A0A8C5UX38_MICMU
OG0008043	sp|O75391|SPAG7_HUMAN	tr|A0A8B7HD64|A0A8B7HD64_MICMU
OG0008044	sp|P09884|DPOLA_HUMAN	tr|A0A8C5UN72|A0A8C5UN72_MICMU
OG0008045	sp|P0C7P3|SLN14_HUMAN	tr|A0A8B7HZ79|A0A8B7HZ79_MICMU
OG0008046	sp|P0DP42|T225B_HUMAN	tr|A0A8C5XN77|A0A8C5XN77_MICMU
OG0008048	sp|P14151|LYAM1_HUMAN	tr|A0A8C5V8P0|A0A8C5V8P0_MICMU
OG0008049	sp|P14784|IL2RB_HUMAN	tr|A0A8B7HZ93|A0A8B7HZ93_MICMU
OG0008050	sp|P23921|RIR1_HUMAN	tr|A0A8B7EY63|A0A8B7EY63_MICMU
OG0008051	sp|P25067|CO8A2_HUMAN	tr|A0A8B7XGG9|A0A8B7XGG9_MICMU
OG0008052	sp|P26196|DDX6_HUMAN	tr|A0A8B7GZB6|A0A8B7GZB6_MICMU
OG0008053	sp|P28331|NDUS1_HUMAN	tr|A0A8C5UX88|A0A8C5UX88_MICMU
OG0008054	sp|P49913|CAMP_HUMAN	tr|A0A8B7GT92|A0A8B7GT92_MICMU
OG0008055	sp|P49918|CDN1C_HUMAN	tr|A0A8C5XGX7|A0A8C5XGX7_MICMU
OG0008056	sp|P58549|FXYD7_HUMAN	tr|A0A8B7H2R9|A0A8B7H2R9_MICMU
OG0008057	sp|P61956|SUMO2_HUMAN	tr|A0A8B7HBQ9|A0A8B7HBQ9_MICMU
OG0008058	sp|P68402|PA1B2_HUMAN	tr|A0A8B7GZI2|A0A8B7GZI2_MICMU
OG0008059	sp|Q02641|CACB1_HUMAN	tr|A0A8B7GG14|A0A8B7GG14_MICMU
OG0008060	sp|Q02818|NUCB1_HUMAN	tr|A0A8B7FM32|A0A8B7FM32_MICMU
OG0008061	sp|Q14508|WFDC2_HUMAN	tr|A0A8B7HF83|A0A8B7HF83_MICMU
OG0008062	sp|Q14624|ITIH4_HUMAN	tr|A0A8C5UZ33|A0A8C5UZ33_MICMU
OG0008063	sp|Q14D04|MELT_HUMAN	tr|A0A8B7ELQ5|A0A8B7ELQ5_MICMU
OG0008064	sp|Q15075|EEA1_HUMAN	tr|A0A8B7H372|A0A8B7H372_MICMU
OG0008065	sp|Q15822|ACHA2_HUMAN	tr|A0A8C5UTB0|A0A8C5UTB0_MICMU
OG0008066	sp|Q15935|ZNF77_HUMAN	tr|A0A8B7GPE4|A0A8B7GPE4_MICMU
OG0008067	sp|Q1ED39|KNOP1_HUMAN	tr|A0A8C5XDG5|A0A8C5XDG5_MICMU
OG0008068	sp|Q5FWF4|ZRAB3_HUMAN	tr|A0A8C5W076|A0A8C5W076_MICMU
OG0008069	sp|Q5TG30|RHG40_HUMAN	tr|A0A8C5Y349|A0A8C5Y349_MICMU
OG0008070	sp|Q63HM1|KFA_HUMAN	tr|A0A8C5VXG2|A0A8C5VXG2_MICMU
OG0008071	sp|Q68BL7|OLM2A_HUMAN	tr|A0A8B7GV93|A0A8B7GV93_MICMU
OG0008072	sp|Q6DHV7|ADAL_HUMAN	tr|A0A8C5VC78|A0A8C5VC78_MICMU
OG0008073	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A8B7EYY3|A0A8B7EYY3_MICMU
OG0008074	sp|Q7Z410|TMPS9_HUMAN	tr|A0A8C5UW25|A0A8C5UW25_MICMU
OG0008075	sp|Q7Z624|CMKMT_HUMAN	tr|A0A8C5XBX1|A0A8C5XBX1_MICMU
OG0008076	sp|Q8IWW8|HOT_HUMAN	tr|A0A8B7EGG7|A0A8B7EGG7_MICMU
OG0008077	sp|Q8IZ57|NRSN1_HUMAN	tr|A0A8B7FKF0|A0A8B7FKF0_MICMU
OG0008078	sp|Q8N119|MMP21_HUMAN	tr|A0A8C5UT45|A0A8C5UT45_MICMU
OG0008079	sp|Q8N720|ZN655_HUMAN	tr|A0A8C5UVR1|A0A8C5UVR1_MICMU
OG0008080	sp|Q8N8R5|CB069_HUMAN	tr|A0A8B7EIR3|A0A8B7EIR3_MICMU
OG0008081	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A8C5XM87|A0A8C5XM87_MICMU
