Orthogroup	Homo_sapiens	Balaenoptera_physalus
OG0006382	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A643ATN1|A0A643ATN1_BALPH
OG0006383	sp|Q8IYL3|CA174_HUMAN	tr|A0A643ATR0|A0A643ATR0_BALPH
OG0006384	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A643BL45|A0A643BL45_BALPH
OG0006385	sp|P32004|L1CAM_HUMAN	tr|A0A643BLU9|A0A643BLU9_BALPH
OG0006386	sp|B3KS81|SRRM5_HUMAN	tr|A0A643BM16|A0A643BM16_BALPH
OG0006387	sp|Q9NX74|DUS2L_HUMAN	tr|A0A643BM99|A0A643BM99_BALPH
OG0006388	sp|P28074|PSB5_HUMAN	tr|A0A643BN26|A0A643BN26_BALPH
OG0006389	sp|Q8NGQ2|OR6Q1_HUMAN	tr|A0A643BQM1|A0A643BQM1_BALPH
OG0006390	sp|Q9UHM6|OPN4_HUMAN	tr|A0A643BTX2|A0A643BTX2_BALPH
OG0006391	sp|P35270|SPRE_HUMAN	tr|A0A643BUM5|A0A643BUM5_BALPH
OG0006392	sp|Q14207|NPAT_HUMAN	tr|A0A643BUU4|A0A643BUU4_BALPH
OG0006393	sp|Q9UI46|DNAI1_HUMAN	tr|A0A643BVP8|A0A643BVP8_BALPH
OG0006394	sp|Q9BXU0|TEX12_HUMAN	tr|A0A643BVV6|A0A643BVV6_BALPH
OG0006395	sp|A8MTL3|R212B_HUMAN	tr|A0A643BX98|A0A643BX98_BALPH
OG0006396	sp|Q86VS8|HOOK3_HUMAN	tr|A0A643BZT4|A0A643BZT4_BALPH
OG0006397	sp|Q8NI27|THOC2_HUMAN	tr|A0A643BZV9|A0A643BZV9_BALPH
OG0006398	sp|Q9UHI6|DDX20_HUMAN	tr|A0A643C5G2|A0A643C5G2_BALPH
OG0006399	sp|Q96MW5|COG8_HUMAN	tr|A0A643C5R7|A0A643C5R7_BALPH
OG0006400	sp|A6XGL0|YJEN3_HUMAN	tr|A0A643C5W0|A0A643C5W0_BALPH
OG0006401	sp|Q8WXI3|ASB10_HUMAN	tr|A0A643C700|A0A643C700_BALPH
OG0006402	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A643C869|A0A643C869_BALPH
OG0006403	sp|Q96D71|REPS1_HUMAN	tr|A0A643C999|A0A643C999_BALPH
OG0006404	sp|Q7L591|DOK3_HUMAN	tr|A0A643CC08|A0A643CC08_BALPH
OG0006405	sp|Q8TC29|ENKUR_HUMAN	tr|A0A643CEU1|A0A643CEU1_BALPH
OG0006406	sp|Q12815|TROAP_HUMAN	tr|A0A643CG26|A0A643CG26_BALPH
OG0006407	sp|Q96S53|TESK2_HUMAN	tr|A0A643CIC7|A0A643CIC7_BALPH
OG0006408	sp|Q96FX8|PERP_HUMAN	tr|A0A643CJ85|A0A643CJ85_BALPH
OG0006409	sp|P32745|SSR3_HUMAN	tr|A0A6A1PZG0|A0A6A1PZG0_BALPH
OG0006410	sp|Q96KV7|WDR90_HUMAN	tr|A0A6A1Q0A2|A0A6A1Q0A2_BALPH
OG0006411	sp|Q02779|M3K10_HUMAN	tr|A0A6A1Q2W1|A0A6A1Q2W1_BALPH
OG0006412	sp|P54577|SYYC_HUMAN	tr|A0A6A1Q3P2|A0A6A1Q3P2_BALPH
OG0006413	sp|Q9UKP3|ITBP2_HUMAN	tr|A0A6A1Q586|A0A6A1Q586_BALPH
OG0006414	sp|P04054|PA21B_HUMAN	tr|A0A6A1Q7X2|A0A6A1Q7X2_BALPH
OG0006415	sp|Q8N7B1|HORM2_HUMAN	tr|A0A6A1QBU1|A0A6A1QBU1_BALPH
OG0006416	sp|Q6PI47|KCD18_HUMAN	tr|A0A6A1QCR4|A0A6A1QCR4_BALPH
OG0006417	sp|Q8N907|DAND5_HUMAN	tr|A0A6A1QCV0|A0A6A1QCV0_BALPH
OG0006418	sp|Q9NX04|CA109_HUMAN	tr|A0A6A1QDQ8|A0A6A1QDQ8_BALPH
OG0006419	sp|O76003|GLRX3_HUMAN	tr|A0A6A1QEK0|A0A6A1QEK0_BALPH
OG0006420	sp|Q9NPI8|FANCF_HUMAN	tr|A0A6A1QEW1|A0A6A1QEW1_BALPH
OG0006421	sp|Q9ULG6|CCPG1_HUMAN	tr|A0A6A1QF44|A0A6A1QF44_BALPH
OG0006422	sp|Q86YT9|JAML_HUMAN	tr|A0A6A1QFF0|A0A6A1QFF0_BALPH
OG0006423	sp|P15976|GATA1_HUMAN	tr|A0A6A1QFP6|A0A6A1QFP6_BALPH
OG0006424	sp|P05112|IL4_HUMAN	tr|A0A6A1QH00|A0A6A1QH00_BALPH
OG0006425	sp|Q9BXT5|TEX15_HUMAN	tr|A0A6A1QKI2|A0A6A1QKI2_BALPH
OG0006426	sp|O60563|CCNT1_HUMAN	tr|A0A643BMX1|A0A643BMX1_BALPH
OG0006427	sp|Q86UT6|NLRX1_HUMAN	tr|A0A643BPL8|A0A643BPL8_BALPH
OG0006428	sp|Q9BSM1|PCGF1_HUMAN	tr|A0A643BQ57|A0A643BQ57_BALPH
OG0006429	sp|P78333|GPC5_HUMAN	tr|A0A643BQX8|A0A643BQX8_BALPH
OG0006430	sp|Q96EP5|DAZP1_HUMAN	tr|A0A643BSS0|A0A643BSS0_BALPH
OG0006431	sp|Q9UNN4|TF2AY_HUMAN	tr|A0A643BTZ8|A0A643BTZ8_BALPH
OG0006432	sp|Q8WY64|MYLIP_HUMAN	tr|A0A643BV14|A0A643BV14_BALPH
OG0006433	sp|Q96A19|C102A_HUMAN	tr|A0A643C032|A0A643C032_BALPH
OG0006434	sp|Q6Y288|B3GLT_HUMAN	tr|A0A643C3S2|A0A643C3S2_BALPH
OG0006435	sp|Q9NS18|GLRX2_HUMAN	tr|A0A643C3Y6|A0A643C3Y6_BALPH
OG0006436	sp|P23919|KTHY_HUMAN	tr|A0A643C5Y2|A0A643C5Y2_BALPH
OG0006437	sp|Q9NWZ8|GEMI8_HUMAN	tr|A0A643C778|A0A643C778_BALPH
OG0006438	sp|P08887|IL6RA_HUMAN	tr|A0A643C7W9|A0A643C7W9_BALPH
OG0006439	sp|Q6PCB8|EMB_HUMAN	tr|A0A643C864|A0A643C864_BALPH
OG0006440	sp|Q9Y3Y2|CHTOP_HUMAN	tr|A0A643C877|A0A643C877_BALPH
OG0006441	sp|Q96FQ6|S10AG_HUMAN	tr|A0A643C892|A0A643C892_BALPH
OG0006442	sp|Q8N9W8|GAR2_HUMAN	tr|A0A643C8G6|A0A643C8G6_BALPH
OG0006443	sp|Q5T1A1|DCST2_HUMAN	tr|A0A643C914|A0A643C914_BALPH
OG0006444	sp|Q9H1N7|S35B3_HUMAN	tr|A0A643C9A8|A0A643C9A8_BALPH
OG0006445	sp|Q32MQ0|ZN750_HUMAN	tr|A0A643CC36|A0A643CC36_BALPH
OG0006446	sp|Q96A25|T106A_HUMAN	tr|A0A643CC76|A0A643CC76_BALPH
OG0006447	sp|Q06495|NPT2A_HUMAN	tr|A0A643CCH0|A0A643CCH0_BALPH
OG0006448	sp|Q9ULD9|ZN608_HUMAN	tr|A0A643CDK2|A0A643CDK2_BALPH
OG0006449	sp|Q14847|LASP1_HUMAN	tr|A0A643CEK7|A0A643CEK7_BALPH
OG0006450	sp|Q6I9Y2|THOC7_HUMAN	tr|A0A643CEZ4|A0A643CEZ4_BALPH
OG0006451	sp|Q8N2C7|UNC80_HUMAN	tr|A0A643CG24|A0A643CG24_BALPH
OG0006452	sp|P08173|ACM4_HUMAN	tr|A0A643CHM9|A0A643CHM9_BALPH
OG0006453	sp|P21283|VATC1_HUMAN	tr|A0A643CHX0|A0A643CHX0_BALPH
OG0006454	sp|Q9NQW7|XPP1_HUMAN	tr|A0A643CIH1|A0A643CIH1_BALPH
OG0006455	sp|Q6IA69|NADE_HUMAN	tr|A0A6A1PYU2|A0A6A1PYU2_BALPH
OG0006456	sp|Q8N4S9|MALD2_HUMAN	tr|A0A6A1Q001|A0A6A1Q001_BALPH
OG0006457	sp|Q8WXX5|DNJC9_HUMAN	tr|A0A6A1Q1I1|A0A6A1Q1I1_BALPH
OG0006458	sp|Q14254|FLOT2_HUMAN	tr|A0A6A1Q2E3|A0A6A1Q2E3_BALPH
OG0006459	sp|A6NIH7|U119B_HUMAN	tr|A0A6A1Q2J3|A0A6A1Q2J3_BALPH
OG0006460	sp|Q6ZS82|R9BP_HUMAN	tr|A0A6A1Q6B5|A0A6A1Q6B5_BALPH
OG0006462	sp|Q9BWF2|TRAIP_HUMAN	tr|A0A6A1Q6K6|A0A6A1Q6K6_BALPH
OG0006463	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A6A1Q9B9|A0A6A1Q9B9_BALPH
OG0006464	sp|Q8N6T3|ARFG1_HUMAN	tr|A0A6A1QBE8|A0A6A1QBE8_BALPH
OG0006465	sp|A8MTJ6|FOXI3_HUMAN	tr|A0A6A1QEB9|A0A6A1QEB9_BALPH
OG0006466	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A6A1QG11|A0A6A1QG11_BALPH
OG0006467	sp|P10244|MYBB_HUMAN	tr|A0A6A1QHH8|A0A6A1QHH8_BALPH
OG0006468	sp|Q969Y2|GTPB3_HUMAN	tr|A0A6A1QKB9|A0A6A1QKB9_BALPH
OG0006469	sp|F5GYI3|UBA1L_HUMAN	tr|A0A6A1QMH9|A0A6A1QMH9_BALPH
OG0006470	sp|Q96DP5|FMT_HUMAN	tr|A0A6A1QMJ6|A0A6A1QMJ6_BALPH
OG0006471	sp|Q13057|COASY_HUMAN	tr|A0A643AT03|A0A643AT03_BALPH
OG0006472	sp|Q58G82|SY14L_HUMAN	tr|A0A643BMC0|A0A643BMC0_BALPH
OG0006473	sp|O14980|XPO1_HUMAN	tr|A0A643BMF8|A0A643BMF8_BALPH
OG0006474	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A643BPC1|A0A643BPC1_BALPH
OG0006475	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A643BTH8|A0A643BTH8_BALPH
OG0006476	sp|Q9NWM8|FKB14_HUMAN	tr|A0A643BW05|A0A643BW05_BALPH
OG0006477	sp|P51170|SCNNG_HUMAN	tr|A0A643BWM0|A0A643BWM0_BALPH
OG0006478	sp|Q9Y478|AAKB1_HUMAN	tr|A0A643BXG9|A0A643BXG9_BALPH
OG0006479	sp|Q9H8M7|MINY3_HUMAN	tr|A0A643BYW6|A0A643BYW6_BALPH
OG0006480	sp|A1L453|PRS38_HUMAN	tr|A0A643C0H7|A0A643C0H7_BALPH
OG0006481	sp|Q8IYS4|DAAF8_HUMAN	tr|A0A643C1Y1|A0A643C1Y1_BALPH
OG0006482	sp|P05113|IL5_HUMAN	tr|A0A643C258|A0A643C258_BALPH
OG0006483	sp|O15209|ZBT22_HUMAN	tr|A0A643C289|A0A643C289_BALPH
OG0006484	sp|Q92988|DLX4_HUMAN	tr|A0A643C2M8|A0A643C2M8_BALPH
OG0006485	sp|Q9BY08|EBPL_HUMAN	tr|A0A643C536|A0A643C536_BALPH
OG0006486	sp|Q6IQ55|TTBK2_HUMAN	tr|A0A643C5C2|A0A643C5C2_BALPH
OG0006487	sp|Q5VXD3|SAM13_HUMAN	tr|A0A643C6M9|A0A643C6M9_BALPH
OG0006488	sp|Q9H1Z9|TSN10_HUMAN	tr|A0A643C716|A0A643C716_BALPH
OG0006489	sp|Q6ZUT3|FRMD7_HUMAN	tr|A0A643C7H4|A0A643C7H4_BALPH
OG0006490	sp|Q8NFW8|NEUA_HUMAN	tr|A0A643C7H7|A0A643C7H7_BALPH
OG0006491	sp|O60760|HPGDS_HUMAN	tr|A0A643C898|A0A643C898_BALPH
OG0006492	sp|Q16621|NFE2_HUMAN	tr|A0A643CAU0|A0A643CAU0_BALPH
OG0006493	sp|Q86VU5|CMTD1_HUMAN	tr|A0A643CBT9|A0A643CBT9_BALPH
OG0006494	sp|Q96PV7|F193B_HUMAN	tr|A0A643CC01|A0A643CC01_BALPH
OG0006495	sp|P41217|OX2G_HUMAN	tr|A0A643CC55|A0A643CC55_BALPH
OG0006496	sp|Q9H6D8|FNDC4_HUMAN	tr|A0A643CCJ1|A0A643CCJ1_BALPH
OG0006497	sp|Q9UP52|TFR2_HUMAN	tr|A0A643CDJ8|A0A643CDJ8_BALPH
OG0006498	sp|Q96FM1|PGAP3_HUMAN	tr|A0A643CEI7|A0A643CEI7_BALPH
OG0006499	sp|P46060|RAGP1_HUMAN	tr|A0A643CI26|A0A643CI26_BALPH
OG0006500	sp|P59095|STAR6_HUMAN	tr|A0A643CJT7|A0A643CJT7_BALPH
OG0006501	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A6A1PZD3|A0A6A1PZD3_BALPH
OG0006502	sp|P39656|OST48_HUMAN	tr|A0A6A1PZK6|A0A6A1PZK6_BALPH
OG0006503	sp|Q6UXP7|F151B_HUMAN	tr|A0A6A1PZR2|A0A6A1PZR2_BALPH
OG0006504	sp|Q658L1|SAXO2_HUMAN	tr|A0A6A1Q3J0|A0A6A1Q3J0_BALPH
OG0006505	sp|Q8TCT6|SPPL3_HUMAN	tr|A0A6A1Q5G5|A0A6A1Q5G5_BALPH
OG0006506	sp|A8MY62|BLML_HUMAN	tr|A0A6A1Q5Q9|A0A6A1Q5Q9_BALPH
OG0006507	sp|P78325|ADAM8_HUMAN	tr|A0A6A1Q5V8|A0A6A1Q5V8_BALPH
OG0006508	sp|Q49A88|CCD14_HUMAN	tr|A0A6A1Q6X1|A0A6A1Q6X1_BALPH
OG0006509	sp|Q8N865|CG031_HUMAN	tr|A0A6A1Q7I8|A0A6A1Q7I8_BALPH
OG0006510	sp|Q6UWT4|CE046_HUMAN	tr|A0A6A1Q8P4|A0A6A1Q8P4_BALPH
OG0006511	sp|Q96JP9|CDHR1_HUMAN	tr|A0A6A1Q8U3|A0A6A1Q8U3_BALPH
OG0006512	sp|Q6PIZ9|TRAT1_HUMAN	tr|A0A6A1Q8Z4|A0A6A1Q8Z4_BALPH
OG0006513	sp|Q96SJ8|TSN18_HUMAN	tr|A0A6A1QBM1|A0A6A1QBM1_BALPH
OG0006514	sp|Q6ZRC1|CD050_HUMAN	tr|A0A6A1QBP5|A0A6A1QBP5_BALPH
OG0006515	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A6A1QEM3|A0A6A1QEM3_BALPH
OG0006516	sp|Q9Y258|CCL26_HUMAN	tr|A0A6A1QET7|A0A6A1QET7_BALPH
OG0006517	sp|Q9NVQ4|FAIM1_HUMAN	tr|A0A6A1QHB3|A0A6A1QHB3_BALPH
OG0006518	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A6A1QJ45|A0A6A1QJ45_BALPH
OG0006519	sp|Q6P2C8|MED27_HUMAN	tr|A0A6A1QK72|A0A6A1QK72_BALPH
OG0006520	sp|A0A096LP49|CC187_HUMAN	tr|A0A643BKG9|A0A643BKG9_BALPH
OG0006521	sp|Q9HAV5|TNR27_HUMAN	tr|A0A643BKY3|A0A643BKY3_BALPH
OG0006522	sp|Q8IV33|K0825_HUMAN	tr|A0A643BMI0|A0A643BMI0_BALPH
OG0006523	sp|P04216|THY1_HUMAN	tr|A0A643BNT3|A0A643BNT3_BALPH
OG0006524	sp|Q9UJ14|GGT7_HUMAN	tr|A0A643BP10|A0A643BP10_BALPH
OG0006525	sp|O60671|RAD1_HUMAN	tr|A0A643BPX7|A0A643BPX7_BALPH
OG0006527	sp|Q6J272|F166A_HUMAN	tr|A0A643BSB4|A0A643BSB4_BALPH
OG0006528	sp|P54845|NRL_HUMAN	tr|A0A643BSF2|A0A643BSF2_BALPH
OG0006529	sp|Q4ZIN3|MBRL_HUMAN	tr|A0A643BSV4|A0A643BSV4_BALPH
OG0006530	sp|Q13315|ATM_HUMAN	tr|A0A643BUF6|A0A643BUF6_BALPH
OG0006531	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A643BVK1|A0A643BVK1_BALPH
OG0006532	sp|Q8NEJ9|NGDN_HUMAN	tr|A0A643BVZ1|A0A643BVZ1_BALPH
OG0006533	sp|Q5TFG8|ZC21B_HUMAN	tr|A0A643C011|A0A643C011_BALPH
OG0006534	sp|O43825|B3GT2_HUMAN	tr|A0A643C3Y2|A0A643C3Y2_BALPH
OG0006535	sp|Q8IWR0|Z3H7A_HUMAN	tr|A0A643C3Z3|A0A643C3Z3_BALPH
OG0006536	sp|P02786|TFR1_HUMAN	tr|A0A643C4S0|A0A643C4S0_BALPH
OG0006537	sp|P0DMS8|AA3R_HUMAN	tr|A0A643C4V2|A0A643C4V2_BALPH
OG0006538	sp|Q07912|ACK1_HUMAN	tr|A0A643C5L0|A0A643C5L0_BALPH
OG0006539	sp|Q8WY91|THAP4_HUMAN	tr|A0A643C600|A0A643C600_BALPH
OG0006540	sp|P0C263|SBK2_HUMAN	tr|A0A643C633|A0A643C633_BALPH
OG0006541	sp|Q6ICH7|ASPH2_HUMAN	tr|A0A643C6A7|A0A643C6A7_BALPH
OG0006542	sp|P30043|BLVRB_HUMAN	tr|A0A643C8I8|A0A643C8I8_BALPH
OG0006543	sp|P13798|ACPH_HUMAN	tr|A0A643C9S2|A0A643C9S2_BALPH
OG0006544	sp|Q5SWA1|PR15B_HUMAN	tr|A0A643CA76|A0A643CA76_BALPH
OG0006545	sp|O60284|ST18_HUMAN	tr|A0A643CA98|A0A643CA98_BALPH
OG0006546	sp|Q53EV4|LRC23_HUMAN	tr|A0A643CAG4|A0A643CAG4_BALPH
OG0006547	sp|Q7RTY5|PRS48_HUMAN	tr|A0A643CAJ5|A0A643CAJ5_BALPH
OG0006548	sp|Q9UJA9|ENPP5_HUMAN	tr|A0A643CCL1|A0A643CCL1_BALPH
OG0006549	sp|P57081|WDR4_HUMAN	tr|A0A643CCZ3|A0A643CCZ3_BALPH
OG0006550	sp|P52732|KIF11_HUMAN	tr|A0A643CDM9|A0A643CDM9_BALPH
OG0006551	sp|Q7Z7G0|TARSH_HUMAN	tr|A0A643CEB6|A0A643CEB6_BALPH
OG0006552	sp|Q9BU19|ZN692_HUMAN	tr|A0A643CED9|A0A643CED9_BALPH
OG0006553	sp|Q8WY54|PPM1E_HUMAN	tr|A0A643CF97|A0A643CF97_BALPH
OG0006554	sp|P10909|CLUS_HUMAN	tr|A0A643CFT7|A0A643CFT7_BALPH
OG0006555	sp|Q96IJ6|GMPPA_HUMAN	tr|A0A643CGE8|A0A643CGE8_BALPH
OG0006556	sp|Q17R55|F187B_HUMAN	tr|A0A643CH45|A0A643CH45_BALPH
OG0006557	sp|A6PVL3|KNCN_HUMAN	tr|A0A643CIB2|A0A643CIB2_BALPH
OG0006558	sp|Q99941|ATF6B_HUMAN	tr|A0A6A1PX28|A0A6A1PX28_BALPH
OG0006559	sp|Q9HB21|PKHA1_HUMAN	tr|A0A6A1PY88|A0A6A1PY88_BALPH
OG0006560	sp|Q8NA69|TEX45_HUMAN	tr|A0A6A1PZN1|A0A6A1PZN1_BALPH
OG0006561	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A6A1Q1S6|A0A6A1Q1S6_BALPH
OG0006562	sp|Q96NW4|ANR27_HUMAN	tr|A0A6A1Q2G9|A0A6A1Q2G9_BALPH
OG0006563	sp|P48201|AT5G3_HUMAN	tr|A0A6A1Q2Q4|A0A6A1Q2Q4_BALPH
OG0006564	sp|P50461|CSRP3_HUMAN	tr|A0A6A1Q745|A0A6A1Q745_BALPH
OG0006565	sp|Q96DN0|ERP27_HUMAN	tr|A0A6A1Q7X0|A0A6A1Q7X0_BALPH
OG0006566	sp|Q9BV29|CCD32_HUMAN	tr|A0A6A1Q8B1|A0A6A1Q8B1_BALPH
OG0006567	sp|P39905|GDNF_HUMAN	tr|A0A6A1QA05|A0A6A1QA05_BALPH
OG0006568	sp|Q9P0M4|IL17C_HUMAN	tr|A0A6A1QA88|A0A6A1QA88_BALPH
OG0006569	sp|Q9BVV2|FND11_HUMAN	tr|A0A6A1QAD0|A0A6A1QAD0_BALPH
OG0006570	sp|E0CX11|STMP1_HUMAN	tr|A0A6A1QAH8|A0A6A1QAH8_BALPH
OG0006571	sp|Q9H6R6|ZDHC6_HUMAN	tr|A0A6A1QAY9|A0A6A1QAY9_BALPH
OG0006572	sp|A6NDA9|LRIT2_HUMAN	tr|A0A6A1QEA9|A0A6A1QEA9_BALPH
OG0006573	sp|Q9H0B3|IQCN_HUMAN	tr|A0A6A1QGE3|A0A6A1QGE3_BALPH
OG0006574	sp|Q9NYB0|TE2IP_HUMAN	tr|A0A6A1QGI6|A0A6A1QGI6_BALPH
OG0006576	sp|Q13285|STF1_HUMAN	tr|A0A6A1QHL0|A0A6A1QHL0_BALPH
OG0006577	sp|P36542|ATPG_HUMAN	tr|A0A6A1QKF9|A0A6A1QKF9_BALPH
OG0006578	sp|O75531|BAF_HUMAN	tr|A0A6A1QNS9|A0A6A1QNS9_BALPH
OG0006579	sp|Q9H825|METL8_HUMAN	tr|A0A643BN76|A0A643BN76_BALPH
OG0006580	sp|O95980|RECK_HUMAN	tr|A0A643BQN6|A0A643BQN6_BALPH
OG0006581	sp|P42773|CDN2C_HUMAN	tr|A0A643BQY1|A0A643BQY1_BALPH
OG0006582	sp|Q15813|TBCE_HUMAN	tr|A0A643BRP9|A0A643BRP9_BALPH
OG0006583	sp|P22680|CP7A1_HUMAN	tr|A0A643BTA6|A0A643BTA6_BALPH
OG0006584	sp|Q13895|BYST_HUMAN	tr|A0A643BUB6|A0A643BUB6_BALPH
OG0006585	sp|Q5T7B8|KIF24_HUMAN	tr|A0A643BVE2|A0A643BVE2_BALPH
OG0006586	sp|Q9NY74|ETAA1_HUMAN	tr|A0A643BVG6|A0A643BVG6_BALPH
OG0006587	sp|Q8IX15|HOMEZ_HUMAN	tr|A0A643BWB6|A0A643BWB6_BALPH
OG0006589	sp|Q99551|MTEF1_HUMAN	tr|A0A643BXE4|A0A643BXE4_BALPH
OG0006590	sp|O94778|AQP8_HUMAN	tr|A0A643BZU2|A0A643BZU2_BALPH
OG0006591	sp|Q9NX09|DDIT4_HUMAN	tr|A0A643BZX6|A0A643BZX6_BALPH
OG0006592	sp|P21589|5NTD_HUMAN	tr|A0A643C2A3|A0A643C2A3_BALPH
OG0006593	sp|Q8NEG2|CG057_HUMAN	tr|A0A643C2H3|A0A643C2H3_BALPH
OG0006594	sp|Q9BVK2|ALG8_HUMAN	tr|A0A643C3T3|A0A643C3T3_BALPH
OG0006595	sp|O96015|DNAL4_HUMAN	tr|A0A643C571|A0A643C571_BALPH
OG0006596	sp|P00491|PNPH_HUMAN	tr|A0A643C5C9|A0A643C5C9_BALPH
OG0006597	sp|Q9NW64|RBM22_HUMAN	tr|A0A643C6R5|A0A643C6R5_BALPH
OG0006598	sp|Q96HP8|T176A_HUMAN	tr|A0A643C6Y8|A0A643C6Y8_BALPH
OG0006599	sp|A6NEK1|ARRD5_HUMAN	tr|A0A643C9I0|A0A643C9I0_BALPH
OG0006600	sp|Q9NXE4|NSMA3_HUMAN	tr|A0A643CBB5|A0A643CBB5_BALPH
OG0006601	sp|Q9UKT5|FBX4_HUMAN	tr|A0A643CC03|A0A643CC03_BALPH
OG0006602	sp|H0UI37|TSTD3_HUMAN	tr|A0A643CCT4|A0A643CCT4_BALPH
OG0006603	sp|Q13572|ITPK1_HUMAN	tr|A0A643CCY8|A0A643CCY8_BALPH
OG0006604	sp|Q9BY71|LRRC3_HUMAN	tr|A0A643CD36|A0A643CD36_BALPH
OG0006605	sp|O75841|UPK1B_HUMAN	tr|A0A643CFF9|A0A643CFF9_BALPH
OG0006606	sp|P23921|RIR1_HUMAN	tr|A0A643CFZ8|A0A643CFZ8_BALPH
OG0006607	sp|Q8N1S5|S39AB_HUMAN	tr|A0A643CG49|A0A643CG49_BALPH
OG0006608	sp|O00231|PSD11_HUMAN	tr|A0A643CI12|A0A643CI12_BALPH
OG0006609	sp|Q5M775|CYTSB_HUMAN	tr|A0A643CIQ7|A0A643CIQ7_BALPH
OG0006610	sp|P52823|STC1_HUMAN	tr|A0A643CJS0|A0A643CJS0_BALPH
OG0006611	sp|Q8TB36|GDAP1_HUMAN	tr|A0A643CJZ7|A0A643CJZ7_BALPH
OG0006612	sp|Q9NSC7|SIA7A_HUMAN	tr|A0A6A1PXY5|A0A6A1PXY5_BALPH
OG0006613	sp|E9PGG2|ANHX_HUMAN	tr|A0A6A1PY64|A0A6A1PY64_BALPH
OG0006614	sp|Q9NYA1|SPHK1_HUMAN	tr|A0A6A1Q0Q0|A0A6A1Q0Q0_BALPH
OG0006615	sp|Q15652|JHD2C_HUMAN	tr|A0A6A1Q0Q2|A0A6A1Q0Q2_BALPH
OG0006616	sp|O00590|ACKR2_HUMAN	tr|A0A6A1Q1N9|A0A6A1Q1N9_BALPH
OG0006617	sp|Q07812|BAX_HUMAN	tr|A0A6A1Q2H5|A0A6A1Q2H5_BALPH
OG0006618	sp|Q99685|MGLL_HUMAN	tr|A0A6A1Q3P0|A0A6A1Q3P0_BALPH
OG0006619	sp|Q9UJT0|TBE_HUMAN	tr|A0A6A1Q4D9|A0A6A1Q4D9_BALPH
OG0006620	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A6A1Q535|A0A6A1Q535_BALPH
OG0006621	sp|Q13422|IKZF1_HUMAN	tr|A0A6A1Q6A4|A0A6A1Q6A4_BALPH
OG0006622	sp|Q96F81|DISP1_HUMAN	tr|A0A6A1Q6F8|A0A6A1Q6F8_BALPH
OG0006623	sp|Q99574|NEUS_HUMAN	tr|A0A6A1Q7Y4|A0A6A1Q7Y4_BALPH
OG0006624	sp|Q6P1K1|HRG1_HUMAN	tr|A0A6A1Q8L6|A0A6A1Q8L6_BALPH
OG0006625	sp|P58499|FAM3B_HUMAN	tr|A0A6A1Q8P3|A0A6A1Q8P3_BALPH
OG0006626	sp|Q13029|PRDM2_HUMAN	tr|A0A6A1QAH4|A0A6A1QAH4_BALPH
OG0006627	sp|P26196|DDX6_HUMAN	tr|A0A6A1QFQ4|A0A6A1QFQ4_BALPH
OG0006628	sp|Q9NZ43|USE1_HUMAN	tr|A0A6A1QGI2|A0A6A1QGI2_BALPH
OG0006629	sp|P13284|GILT_HUMAN	tr|A0A6A1QH81|A0A6A1QH81_BALPH
OG0006630	sp|Q53HC9|EIPR1_HUMAN	tr|A0A6A1QHZ8|A0A6A1QHZ8_BALPH
OG0006631	sp|Q5M8T2|S35D3_HUMAN	tr|A0A6A1QIF5|A0A6A1QIF5_BALPH
OG0006632	sp|Q96HR8|NAF1_HUMAN	tr|A0A6A1QKQ8|A0A6A1QKQ8_BALPH
OG0006633	sp|Q7Z333|SETX_HUMAN	tr|A0A6A1QMC8|A0A6A1QMC8_BALPH
OG0006634	sp|Q9C0D4|Z518B_HUMAN	tr|A0A643BQA5|A0A643BQA5_BALPH
OG0006635	sp|P82279|CRUM1_HUMAN	tr|A0A643BQM7|A0A643BQM7_BALPH
OG0006636	sp|Q96GE4|CEP95_HUMAN	tr|A0A643BQT8|A0A643BQT8_BALPH
OG0006637	sp|O60674|JAK2_HUMAN	tr|A0A643BS30|A0A643BS30_BALPH
OG0006638	sp|Q9BQI3|E2AK1_HUMAN	tr|A0A643BTS6|A0A643BTS6_BALPH
OG0006639	sp|O75381|PEX14_HUMAN	tr|A0A643BVD9|A0A643BVD9_BALPH
OG0006640	sp|P0C672|TSN19_HUMAN	tr|A0A643BWU1|A0A643BWU1_BALPH
OG0006641	sp|H3BR10|SMLR1_HUMAN	tr|A0A643BWY0|A0A643BWY0_BALPH
OG0006642	sp|O43657|TSN6_HUMAN	tr|A0A643BY12|A0A643BY12_BALPH
OG0006643	sp|Q16655|MAR1_HUMAN	tr|A0A643BYG6|A0A643BYG6_BALPH
