Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0009497	sp|Q8N4L8|CCD24_HUMAN	tr|A0A8D2D8H2|A0A8D2D8H2_SCIVU
OG0009498	sp|Q8N6Q3|CD177_HUMAN	tr|A0A8D2E0U1|A0A8D2E0U1_SCIVU
OG0009499	sp|Q8N7B6|PACRL_HUMAN	tr|A0A8D2D7B0|A0A8D2D7B0_SCIVU
OG0009500	sp|Q8NCE0|SEN2_HUMAN	tr|A0A8D2DMM4|A0A8D2DMM4_SCIVU
OG0009501	sp|Q8NEX6|WFD11_HUMAN	tr|A0A8D2AMW1|A0A8D2AMW1_SCIVU
OG0009502	sp|Q8NHG7|SVIP_HUMAN	tr|A0A8D2CPY5|A0A8D2CPY5_SCIVU
OG0009503	sp|Q8NHY2|COP1_HUMAN	tr|A0A8D2DDL6|A0A8D2DDL6_SCIVU
OG0009504	sp|Q8TDQ0|HAVR2_HUMAN	tr|A0A8D2CZA5|A0A8D2CZA5_SCIVU
OG0009505	sp|Q8WYA0|IFT81_HUMAN	tr|A0A8D2BAR3|A0A8D2BAR3_SCIVU
OG0009506	sp|Q969X5|ERGI1_HUMAN	tr|A0A8D2JK29|A0A8D2JK29_SCIVU
OG0009507	sp|Q96I34|PP16A_HUMAN	tr|A0A8D2AIT6|A0A8D2AIT6_SCIVU
OG0009508	sp|Q96PQ0|SORC2_HUMAN	tr|A0A8D2B861|A0A8D2B861_SCIVU
OG0009509	sp|Q96RL1|UIMC1_HUMAN	tr|A0A8D2B1X7|A0A8D2B1X7_SCIVU
OG0009510	sp|Q96ST2|IWS1_HUMAN	tr|A0A8D2DQF5|A0A8D2DQF5_SCIVU
OG0009511	sp|Q99471|PFD5_HUMAN	tr|A0A8D2DX79|A0A8D2DX79_SCIVU
OG0009512	sp|Q99549|MPP8_HUMAN	tr|A0A8D2D463|A0A8D2D463_SCIVU
OG0009513	sp|Q99700|ATX2_HUMAN	tr|A0A8D2B7R5|A0A8D2B7R5_SCIVU
OG0009514	sp|Q9BRU2|TCAL7_HUMAN	tr|A0A8D2DMC3|A0A8D2DMC3_SCIVU
OG0009515	sp|Q9BZJ6|GPR63_HUMAN	tr|A0A8D2BBA4|A0A8D2BBA4_SCIVU
OG0009516	sp|Q9GZQ6|NPFF1_HUMAN	tr|A0A8D2AC96|A0A8D2AC96_SCIVU
OG0009517	sp|Q9H2C2|ARV1_HUMAN	tr|A0A8D2B8U0|A0A8D2B8U0_SCIVU
OG0009518	sp|Q9H306|MMP27_HUMAN	tr|A0A8D2D2A4|A0A8D2D2A4_SCIVU
OG0009519	sp|Q9NQG5|RPR1B_HUMAN	tr|A0A8D2DIN6|A0A8D2DIN6_SCIVU
OG0009520	sp|Q9NXR7|BABA2_HUMAN	tr|A0A8D2E107|A0A8D2E107_SCIVU
OG0009521	sp|Q9P218|COKA1_HUMAN	tr|A0A8D2CMC5|A0A8D2CMC5_SCIVU
OG0009522	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A8D2DT70|A0A8D2DT70_SCIVU
OG0009523	sp|Q9Y3Q8|T22D4_HUMAN	tr|A0A8D2E028|A0A8D2E028_SCIVU
OG0009524	sp|Q9Y546|LRC42_HUMAN	tr|A0A8D2CL00|A0A8D2CL00_SCIVU
OG0009525	sp|Q9Y581|INSL6_HUMAN	tr|A0A8D2DYD0|A0A8D2DYD0_SCIVU
OG0009526	sp|A2RU54|HMX2_HUMAN	tr|A0A8D2AEF1|A0A8D2AEF1_SCIVU
OG0009527	sp|A6NHQ4|EPOP_HUMAN	tr|A0A8D2D576|A0A8D2D576_SCIVU
OG0009528	sp|A6NIM6|S15A5_HUMAN	tr|A0A8D2DF40|A0A8D2DF40_SCIVU
OG0009529	sp|A6NK89|RASFA_HUMAN	tr|A0A8D2BB96|A0A8D2BB96_SCIVU
OG0009530	sp|O00237|RN103_HUMAN	tr|A0A8D2D6N7|A0A8D2D6N7_SCIVU
OG0009531	sp|O14829|PPE1_HUMAN	tr|A0A8D2E3R0|A0A8D2E3R0_SCIVU
OG0009532	sp|O60522|TDRD6_HUMAN	tr|A0A8D2CYN4|A0A8D2CYN4_SCIVU
OG0009533	sp|O75503|CLN5_HUMAN	tr|A0A8D2AKL1|A0A8D2AKL1_SCIVU
OG0009534	sp|O75594|PGRP1_HUMAN	tr|A0A8D2JSK5|A0A8D2JSK5_SCIVU
OG0009535	sp|O95835|LATS1_HUMAN	tr|A0A8D2CZH3|A0A8D2CZH3_SCIVU
OG0009536	sp|O96028|NSD2_HUMAN	tr|A0A8D2DER7|A0A8D2DER7_SCIVU
OG0009537	sp|P08138|TNR16_HUMAN	tr|A0A8D2JQS4|A0A8D2JQS4_SCIVU
OG0009538	sp|P15976|GATA1_HUMAN	tr|A0A8D2DLN5|A0A8D2DLN5_SCIVU
OG0009539	sp|P18754|RCC1_HUMAN	tr|A0A8D2JI79|A0A8D2JI79_SCIVU
OG0009540	sp|P21359|NF1_HUMAN	tr|A0A8D2JLT7|A0A8D2JLT7_SCIVU
OG0009541	sp|P25054|APC_HUMAN	tr|A0A8D2D6S5|A0A8D2D6S5_SCIVU
OG0009542	sp|P29275|AA2BR_HUMAN	tr|A0A8D2BDL4|A0A8D2BDL4_SCIVU
OG0009543	sp|P35590|TIE1_HUMAN	tr|A0A8D2CXB0|A0A8D2CXB0_SCIVU
OG0009544	sp|P41594|GRM5_HUMAN	tr|A0A8D2DQ28|A0A8D2DQ28_SCIVU
OG0009545	sp|P55058|PLTP_HUMAN	tr|A0A8D2AT85|A0A8D2AT85_SCIVU
OG0009546	sp|P55317|FOXA1_HUMAN	tr|A0A8D2ALD4|A0A8D2ALD4_SCIVU
OG0009547	sp|P63272|SPT4H_HUMAN	tr|A0A8D2CSL5|A0A8D2CSL5_SCIVU
OG0009548	sp|Q00653|NFKB2_HUMAN	tr|A0A8D2CM69|A0A8D2CM69_SCIVU
OG0009549	sp|Q01101|INSM1_HUMAN	tr|A0A8D2AG08|A0A8D2AG08_SCIVU
OG0009550	sp|Q05655|KPCD_HUMAN	tr|A0A8D2DCB5|A0A8D2DCB5_SCIVU
OG0009551	sp|Q07869|PPARA_HUMAN	tr|A0A8D2B2D8|A0A8D2B2D8_SCIVU
OG0009552	sp|Q08426|ECHP_HUMAN	tr|A0A8D2CTN4|A0A8D2CTN4_SCIVU
OG0009553	sp|Q14565|DMC1_HUMAN	tr|A0A8D2D2C8|A0A8D2D2C8_SCIVU
OG0009554	sp|Q4L235|ACSF4_HUMAN	tr|A0A8D2DJW1|A0A8D2DJW1_SCIVU
OG0009555	sp|Q5SQS8|CJ120_HUMAN	tr|A0A8D2AJ90|A0A8D2AJ90_SCIVU
OG0009556	sp|Q5SXH7|PKHS1_HUMAN	tr|A0A8D2AZJ6|A0A8D2AZJ6_SCIVU
OG0009557	sp|Q5T2E6|ARMD3_HUMAN	tr|A0A8D2CM04|A0A8D2CM04_SCIVU
OG0009558	sp|Q5TAA0|TTC22_HUMAN	tr|A0A8D2AR79|A0A8D2AR79_SCIVU
OG0009559	sp|Q5VVY1|NTM1B_HUMAN	tr|A0A8D2DUR3|A0A8D2DUR3_SCIVU
OG0009560	sp|Q5VYS8|TUT7_HUMAN	tr|A0A8D2DWE8|A0A8D2DWE8_SCIVU
OG0009561	sp|Q629K1|TRIQK_HUMAN	tr|A0A8D2AFP5|A0A8D2AFP5_SCIVU
OG0009562	sp|Q68DU8|KCD16_HUMAN	tr|A0A8D2D0W0|A0A8D2D0W0_SCIVU
OG0009563	sp|Q69YZ2|T200B_HUMAN	tr|A0A8D2D8R3|A0A8D2D8R3_SCIVU
OG0009564	sp|Q6IMI4|ST6B1_HUMAN	tr|A0A8D2DC50|A0A8D2DC50_SCIVU
OG0009565	sp|Q6P6C2|ALKB5_HUMAN	tr|A0A8D2B9I7|A0A8D2B9I7_SCIVU
OG0009566	sp|Q6PIV2|FOXR1_HUMAN	tr|A0A8D2JL18|A0A8D2JL18_SCIVU
OG0009567	sp|Q6ZQY2|LR74B_HUMAN	tr|A0A8D2B8E4|A0A8D2B8E4_SCIVU
OG0009568	sp|Q6ZXV5|TMTC3_HUMAN	tr|A0A8D2ANV2|A0A8D2ANV2_SCIVU
OG0009569	sp|Q702N8|XIRP1_HUMAN	tr|A0A8D2JR21|A0A8D2JR21_SCIVU
OG0009570	sp|Q7LG56|RIR2B_HUMAN	tr|A0A8D2ADP8|A0A8D2ADP8_SCIVU
OG0009571	sp|Q7Z7F7|RM55_HUMAN	tr|A0A8D2CMA0|A0A8D2CMA0_SCIVU
OG0009572	sp|Q86UB2|BIVM_HUMAN	tr|A0A8D2CM64|A0A8D2CM64_SCIVU
OG0009573	sp|Q86WV1|SKAP1_HUMAN	tr|A0A8D2DHM9|A0A8D2DHM9_SCIVU
OG0009574	sp|Q8IUD6|RN135_HUMAN	tr|A0A8D2D852|A0A8D2D852_SCIVU
OG0009575	sp|Q8IV20|LACC1_HUMAN	tr|A0A8D2AHU7|A0A8D2AHU7_SCIVU
OG0009576	sp|Q8IXT2|DMRTD_HUMAN	tr|A0A8D2E2K6|A0A8D2E2K6_SCIVU
OG0009577	sp|Q8IXU6|S35F2_HUMAN	tr|A0A8D2DKA5|A0A8D2DKA5_SCIVU
OG0009578	sp|Q8NB46|ANR52_HUMAN	tr|A0A8D2B477|A0A8D2B477_SCIVU
OG0009579	sp|Q969P0|IGSF8_HUMAN	tr|A0A8D2B860|A0A8D2B860_SCIVU
OG0009580	sp|Q96AZ1|EFMT3_HUMAN	tr|A0A8D2JM49|A0A8D2JM49_SCIVU
OG0009581	sp|Q96PR1|KCNC2_HUMAN	tr|A0A8D2DTA2|A0A8D2DTA2_SCIVU
OG0009582	sp|Q96PV4|PNMA5_HUMAN	tr|A0A8D2DQU4|A0A8D2DQU4_SCIVU
OG0009583	sp|Q96SB3|NEB2_HUMAN	tr|A0A8D2AE37|A0A8D2AE37_SCIVU
OG0009584	sp|Q9BSG1|ZNF2_HUMAN	tr|A0A8D2CPV4|A0A8D2CPV4_SCIVU
OG0009585	sp|Q9BVA6|FICD_HUMAN	tr|A0A8D2DEF8|A0A8D2DEF8_SCIVU
OG0009586	sp|Q9BY77|PDIP3_HUMAN	tr|A0A8D2AT59|A0A8D2AT59_SCIVU
OG0009587	sp|Q9H5J8|TAF1D_HUMAN	tr|A0A8D2B520|A0A8D2B520_SCIVU
OG0009588	sp|Q9HCC9|LST2_HUMAN	tr|A0A8D2DBX7|A0A8D2DBX7_SCIVU
OG0009589	sp|Q9NP60|IRPL2_HUMAN	tr|A0A8D2DNU4|A0A8D2DNU4_SCIVU
OG0009590	sp|Q9NRL2|BAZ1A_HUMAN	tr|A0A8D2AVP0|A0A8D2AVP0_SCIVU
OG0009591	sp|Q9NZE8|RM35_HUMAN	tr|A0A8D2D6W8|A0A8D2D6W8_SCIVU
OG0009592	sp|Q9NZN9|AIPL1_HUMAN	tr|A0A8D2JI59|A0A8D2JI59_SCIVU
OG0009593	sp|Q9UJ99|CAD22_HUMAN	tr|A0A8D2AP43|A0A8D2AP43_SCIVU
OG0009594	sp|Q9UJW8|ZN180_HUMAN	tr|A0A8D2DBS6|A0A8D2DBS6_SCIVU
OG0009595	sp|Q9Y463|DYR1B_HUMAN	tr|A0A8D2JTI1|A0A8D2JTI1_SCIVU
OG0009596	sp|Q9Y5A7|NUB1_HUMAN	tr|A0A8D2AZ84|A0A8D2AZ84_SCIVU
OG0009597	sp|A0A075B6N1|TVB19_HUMAN	tr|A0A8D2CZ81|A0A8D2CZ81_SCIVU
OG0009598	sp|A6NMT0|DBX1_HUMAN	tr|A0A8D2BDB4|A0A8D2BDB4_SCIVU
OG0009599	sp|O00533|NCHL1_HUMAN	tr|A0A8D2E4V9|A0A8D2E4V9_SCIVU
OG0009600	sp|O14654|IRS4_HUMAN	tr|A0A8D2D833|A0A8D2D833_SCIVU
OG0009601	sp|O14773|TPP1_HUMAN	tr|A0A8D2CNG1|A0A8D2CNG1_SCIVU
OG0009602	sp|O60312|AT10A_HUMAN	tr|A0A8D2CRU0|A0A8D2CRU0_SCIVU
OG0009603	sp|O75425|MSPD3_HUMAN	tr|A0A8D2E207|A0A8D2E207_SCIVU
OG0009604	sp|O75792|RNH2A_HUMAN	tr|A0A8D2D9Y6|A0A8D2D9Y6_SCIVU
OG0009605	sp|O95399|UTS2_HUMAN	tr|A0A8D2ASD7|A0A8D2ASD7_SCIVU
OG0009606	sp|O96015|DNAL4_HUMAN	tr|A0A8D2D3D9|A0A8D2D3D9_SCIVU
OG0009607	sp|P03372|ESR1_HUMAN	tr|A0A8D2CT76|A0A8D2CT76_SCIVU
OG0009608	sp|P08670|VIME_HUMAN	tr|A0A8D2JPE9|A0A8D2JPE9_SCIVU
OG0009609	sp|P0DMQ9|CH089_HUMAN	tr|A0A8D2AQG5|A0A8D2AQG5_SCIVU
OG0009610	sp|P11279|LAMP1_HUMAN	tr|A0A8D2AT19|A0A8D2AT19_SCIVU
OG0009611	sp|P16112|PGCA_HUMAN	tr|A0A8D2AVM1|A0A8D2AVM1_SCIVU
OG0009612	sp|P30041|PRDX6_HUMAN	tr|A0A8D2DP45|A0A8D2DP45_SCIVU
OG0009613	sp|P35219|CAH8_HUMAN	tr|A0A8D2JHJ3|A0A8D2JHJ3_SCIVU
OG0009614	sp|P60059|SC61G_HUMAN	tr|A0A8D2DCN2|A0A8D2DCN2_SCIVU
OG0009615	sp|Q13253|NOGG_HUMAN	tr|A0A8D2B699|A0A8D2B699_SCIVU
OG0009616	sp|Q2UY09|COSA1_HUMAN	tr|A0A8D2AV86|A0A8D2AV86_SCIVU
OG0009617	sp|Q4KMG9|TM52B_HUMAN	tr|A0A8D2ARS3|A0A8D2ARS3_SCIVU
OG0009618	sp|Q53ET0|CRTC2_HUMAN	tr|A0A8D2JEK5|A0A8D2JEK5_SCIVU
OG0009619	sp|Q5FYB0|ARSJ_HUMAN	tr|A0A8D2D333|A0A8D2D333_SCIVU
OG0009620	sp|Q5MCW4|ZN569_HUMAN	tr|A0A8D2JLN3|A0A8D2JLN3_SCIVU
OG0009621	sp|Q5RKV6|EXOS6_HUMAN	tr|A0A8D2DKG4|A0A8D2DKG4_SCIVU
OG0009622	sp|Q5VUM1|SDHF4_HUMAN	tr|A0A8D2CXA0|A0A8D2CXA0_SCIVU
OG0009623	sp|Q6E0U4|DMKN_HUMAN	tr|A0A8D2E1S6|A0A8D2E1S6_SCIVU
OG0009624	sp|Q6P1M3|L2GL2_HUMAN	tr|A0A8D2B1A8|A0A8D2B1A8_SCIVU
OG0009625	sp|Q6PII5|HAGHL_HUMAN	tr|A0A8D2DRL2|A0A8D2DRL2_SCIVU
OG0009626	sp|Q6UXM1|LRIG3_HUMAN	tr|A0A8D2D8M8|A0A8D2D8M8_SCIVU
OG0009627	sp|Q7Z698|SPRE2_HUMAN	tr|A0A8D2JPY3|A0A8D2JPY3_SCIVU
OG0009628	sp|Q86VZ1|P2RY8_HUMAN	tr|A0A8D2E0L4|A0A8D2E0L4_SCIVU
OG0009629	sp|Q8N801|STPG4_HUMAN	tr|A0A8D2DR36|A0A8D2DR36_SCIVU
OG0009630	sp|Q8N9N8|EIF1A_HUMAN	tr|A0A8D2BBF8|A0A8D2BBF8_SCIVU
OG0009631	sp|Q8NBM4|UBAC2_HUMAN	tr|A0A8D2AT29|A0A8D2AT29_SCIVU
OG0009632	sp|Q8TE99|PXYP1_HUMAN	tr|A0A8D2BCJ7|A0A8D2BCJ7_SCIVU
OG0009633	sp|Q8WUD6|CHPT1_HUMAN	tr|A0A8D2B8J6|A0A8D2B8J6_SCIVU
OG0009634	sp|Q8WV60|PTCD2_HUMAN	tr|A0A8D2AUF6|A0A8D2AUF6_SCIVU
OG0009635	sp|Q8WY22|BRI3B_HUMAN	tr|A0A8D2AXT0|A0A8D2AXT0_SCIVU
OG0009636	sp|Q92466|DDB2_HUMAN	tr|A0A8D2CXE7|A0A8D2CXE7_SCIVU
OG0009637	sp|Q93062|RBPMS_HUMAN	tr|A0A8D2DJ04|A0A8D2DJ04_SCIVU
OG0009638	sp|Q96CT7|CC124_HUMAN	tr|A0A8D2E018|A0A8D2E018_SCIVU
OG0009639	sp|Q96DA6|TIM14_HUMAN	tr|A0A8D2B0V3|A0A8D2B0V3_SCIVU
OG0009640	sp|Q96RP7|G3ST4_HUMAN	tr|A0A8D2DXP0|A0A8D2DXP0_SCIVU
OG0009641	sp|Q96S19|MTL26_HUMAN	tr|A0A8D2DQI1|A0A8D2DQI1_SCIVU
OG0009643	sp|Q9BQ52|RNZ2_HUMAN	tr|A0A8D2AUM7|A0A8D2AUM7_SCIVU
OG0009644	sp|Q9BQ70|TCF25_HUMAN	tr|A0A8D2JNG4|A0A8D2JNG4_SCIVU
OG0009645	sp|Q9BQC3|DPH2_HUMAN	tr|A0A8D2D8M6|A0A8D2D8M6_SCIVU
OG0009646	sp|Q9BW85|YJU2_HUMAN	tr|A0A8D2D9L4|A0A8D2D9L4_SCIVU
OG0009647	sp|Q9BYH8|IKBZ_HUMAN	tr|A0A8D2DHK4|A0A8D2DHK4_SCIVU
OG0009648	sp|Q9H2F9|CCD68_HUMAN	tr|A0A8D2DXZ9|A0A8D2DXZ9_SCIVU
OG0009649	sp|Q9H4B6|SAV1_HUMAN	tr|A0A8D2B2L0|A0A8D2B2L0_SCIVU
OG0009650	sp|Q9H977|WDR54_HUMAN	tr|A0A8D2DZ69|A0A8D2DZ69_SCIVU
OG0009651	sp|Q9HB63|NET4_HUMAN	tr|A0A8D2CMN9|A0A8D2CMN9_SCIVU
OG0009652	sp|Q9HC57|WFDC1_HUMAN	tr|A0A8D2E0M6|A0A8D2E0M6_SCIVU
OG0009653	sp|Q9NP58|ABCB6_HUMAN	tr|A0A8D2D4R9|A0A8D2D4R9_SCIVU
OG0009654	sp|Q9NQ34|TMM9B_HUMAN	tr|A0A8D2JN01|A0A8D2JN01_SCIVU
OG0009655	sp|Q9NX63|MIC19_HUMAN	tr|A0A8D2JQE8|A0A8D2JQE8_SCIVU
OG0009656	sp|Q9P1Q0|VPS54_HUMAN	tr|A0A8D2DQB8|A0A8D2DQB8_SCIVU
OG0009657	sp|Q9P1Z3|HCN3_HUMAN	tr|A0A8D2CJU7|A0A8D2CJU7_SCIVU
OG0009658	sp|Q9UBX3|DIC_HUMAN	tr|A0A8D2DCM7|A0A8D2DCM7_SCIVU
OG0009659	sp|Q9UKX7|NUP50_HUMAN	tr|A0A8D2B3H8|A0A8D2B3H8_SCIVU
OG0009660	sp|A6NEN9|CX065_HUMAN	tr|A0A8D2D3Q5|A0A8D2D3Q5_SCIVU
OG0009661	sp|A8MVW0|F1712_HUMAN	tr|A0A8D2AEL3|A0A8D2AEL3_SCIVU
OG0009662	sp|C9JE40|PATL2_HUMAN	tr|A0A8D2AUD3|A0A8D2AUD3_SCIVU
OG0009663	sp|O15231|ZN185_HUMAN	tr|A0A8D2DS95|A0A8D2DS95_SCIVU
OG0009664	sp|O15260|SURF4_HUMAN	tr|A0A8D2JS87|A0A8D2JS87_SCIVU
OG0009665	sp|O43688|PLPP2_HUMAN	tr|A0A8D2DXM0|A0A8D2DXM0_SCIVU
OG0009666	sp|O60244|MED14_HUMAN	tr|A0A8D2DCP4|A0A8D2DCP4_SCIVU
OG0009667	sp|O75838|CIB2_HUMAN	tr|A0A8D2B0E8|A0A8D2B0E8_SCIVU
OG0009668	sp|O95872|GPAN1_HUMAN	tr|A0A8D2DHY9|A0A8D2DHY9_SCIVU
OG0009669	sp|P09629|HXB7_HUMAN	tr|A0A8D2DIR8|A0A8D2DIR8_SCIVU
OG0009670	sp|P16234|PGFRA_HUMAN	tr|A0A8D2DQT6|A0A8D2DQT6_SCIVU
OG0009671	sp|P20273|CD22_HUMAN	tr|A0A8D2DYU9|A0A8D2DYU9_SCIVU
OG0009672	sp|P23229|ITA6_HUMAN	tr|A0A8D2ALB6|A0A8D2ALB6_SCIVU
OG0009673	sp|P42685|FRK_HUMAN	tr|A0A8D2BF32|A0A8D2BF32_SCIVU
OG0009674	sp|P49790|NU153_HUMAN	tr|A0A8D2D624|A0A8D2D624_SCIVU
OG0009675	sp|P51810|GP143_HUMAN	tr|A0A8D2DU69|A0A8D2DU69_SCIVU
OG0009676	sp|P54368|OAZ1_HUMAN	tr|A0A8D2JQ67|A0A8D2JQ67_SCIVU
OG0009677	sp|Q01167|FOXK2_HUMAN	tr|A0A8D2JKS5|A0A8D2JKS5_SCIVU
OG0009678	sp|Q13326|SGCG_HUMAN	tr|A0A8D2D8B3|A0A8D2D8B3_SCIVU
OG0009679	sp|Q13761|RUNX3_HUMAN	tr|A0A8D2AL15|A0A8D2AL15_SCIVU
OG0009680	sp|Q13835|PKP1_HUMAN	tr|A0A8D2CYE1|A0A8D2CYE1_SCIVU
OG0009681	sp|Q15303|ERBB4_HUMAN	tr|A0A8D2AZA2|A0A8D2AZA2_SCIVU
OG0009682	sp|Q15773|MLF2_HUMAN	tr|A0A8D2DFL7|A0A8D2DFL7_SCIVU
OG0009683	sp|Q32MH5|F214A_HUMAN	tr|A0A8D2B8I7|A0A8D2B8I7_SCIVU
OG0009684	sp|Q32MZ4|LRRF1_HUMAN	tr|A0A8D2DVL5|A0A8D2DVL5_SCIVU
OG0009685	sp|Q504Y0|S39AC_HUMAN	tr|A0A8D2DCS7|A0A8D2DCS7_SCIVU
OG0009686	sp|Q5SQ64|LY66F_HUMAN	tr|A0A8D2DFG1|A0A8D2DFG1_SCIVU
OG0009687	sp|Q5T9C9|PI5L1_HUMAN	tr|A0A8D2D5A7|A0A8D2D5A7_SCIVU
OG0009688	sp|Q5VTH9|DNAI4_HUMAN	tr|A0A8D2CYJ4|A0A8D2CYJ4_SCIVU
OG0009689	sp|Q6BDS2|URFB1_HUMAN	tr|A0A8D2BCL2|A0A8D2BCL2_SCIVU
OG0009690	sp|Q6JVE9|LCN8_HUMAN	tr|A0A8D2E1L7|A0A8D2E1L7_SCIVU
OG0009691	sp|Q6Q788|APOA5_HUMAN	tr|A0A8D2DRA8|A0A8D2DRA8_SCIVU
OG0009692	sp|Q6UWX4|HIPL2_HUMAN	tr|A0A8D2DBD7|A0A8D2DBD7_SCIVU
OG0009693	sp|Q6UWZ7|ABRX1_HUMAN	tr|A0A8D2DGQ5|A0A8D2DGQ5_SCIVU
OG0009694	sp|Q711Q0|CEFIP_HUMAN	tr|A0A8D2AJQ9|A0A8D2AJQ9_SCIVU
OG0009695	sp|Q86TL0|ATG4D_HUMAN	tr|A0A8D2DMT0|A0A8D2DMT0_SCIVU
OG0009696	sp|Q8IW19|APLF_HUMAN	tr|A0A8D2JQH2|A0A8D2JQH2_SCIVU
OG0009697	sp|Q8N9R6|CDRT4_HUMAN	tr|A0A8D2CWM5|A0A8D2CWM5_SCIVU
OG0009698	sp|Q8NDH3|PEPL1_HUMAN	tr|A0A8D2AK27|A0A8D2AK27_SCIVU
OG0009699	sp|Q8WXE9|STON2_HUMAN	tr|A0A8D2DAJ4|A0A8D2DAJ4_SCIVU
OG0009700	sp|Q92522|H1X_HUMAN	tr|A0A8D2CW88|A0A8D2CW88_SCIVU
OG0009701	sp|Q92851|CASPA_HUMAN	tr|A0A8D2ASH1|A0A8D2ASH1_SCIVU
OG0009702	sp|Q969L2|MAL2_HUMAN	tr|A0A8D2AKJ5|A0A8D2AKJ5_SCIVU
OG0009703	sp|Q96AG3|S2546_HUMAN	tr|A0A8D2D876|A0A8D2D876_SCIVU
OG0009704	sp|Q96AH0|SOSB2_HUMAN	tr|A0A8D2AQ73|A0A8D2AQ73_SCIVU
OG0009705	sp|Q96B54|ZN428_HUMAN	tr|A0A8D2JTF3|A0A8D2JTF3_SCIVU
OG0009706	sp|Q96DV4|RM38_HUMAN	tr|A0A8D2JSJ7|A0A8D2JSJ7_SCIVU
OG0009707	sp|Q96HB5|CC120_HUMAN	tr|A0A8D2DIE5|A0A8D2DIE5_SCIVU
OG0009708	sp|Q96J88|ESIP1_HUMAN	tr|A0A8D2AJA2|A0A8D2AJA2_SCIVU
OG0009709	sp|Q96L03|SPT17_HUMAN	tr|A0A8D2DK67|A0A8D2DK67_SCIVU
OG0009710	sp|Q96MM3|ZFP42_HUMAN	tr|A0A8D2CSZ4|A0A8D2CSZ4_SCIVU
OG0009711	sp|Q96NT0|CC115_HUMAN	tr|A0A8D2DCD8|A0A8D2DCD8_SCIVU
OG0009712	sp|Q9BQS8|FYCO1_HUMAN	tr|A0A8D2DVN6|A0A8D2DVN6_SCIVU
OG0009713	sp|Q9BV29|CCD32_HUMAN	tr|A0A8D2ACF5|A0A8D2ACF5_SCIVU
OG0009714	sp|Q9BVM2|DPCD_HUMAN	tr|A0A8D2AXM3|A0A8D2AXM3_SCIVU
OG0009715	sp|Q9BWV7|TTLL2_HUMAN	tr|A0A8D2B5M9|A0A8D2B5M9_SCIVU
OG0009716	sp|Q9C0D0|PHAR1_HUMAN	tr|A0A8D2JHM3|A0A8D2JHM3_SCIVU
OG0009717	sp|Q9H2U9|ADAM7_HUMAN	tr|A0A8D2AUH4|A0A8D2AUH4_SCIVU
OG0009718	sp|Q9H501|ESF1_HUMAN	tr|A0A8D2AJ93|A0A8D2AJ93_SCIVU
OG0009719	sp|Q9NSG2|CA112_HUMAN	tr|A0A8D2JRZ4|A0A8D2JRZ4_SCIVU
OG0009720	sp|Q9P0K8|FOXJ2_HUMAN	tr|A0A8D2AJ63|A0A8D2AJ63_SCIVU
OG0009721	sp|Q9UGK8|SRGEF_HUMAN	tr|A0A8D2AUH6|A0A8D2AUH6_SCIVU
OG0009722	sp|Q9UGP5|DPOLL_HUMAN	tr|A0A8D2CMS0|A0A8D2CMS0_SCIVU
OG0009723	sp|Q9UL46|PSME2_HUMAN	tr|A0A8D2AKA8|A0A8D2AKA8_SCIVU
OG0009724	sp|Q9ULJ3|ZBT21_HUMAN	tr|A0A8D2JKX9|A0A8D2JKX9_SCIVU
OG0009725	sp|Q9UM47|NOTC3_HUMAN	tr|A0A8D2DXM3|A0A8D2DXM3_SCIVU
OG0009726	sp|Q9Y2M2|SSUH2_HUMAN	tr|A0A8D2E1H7|A0A8D2E1H7_SCIVU
OG0009727	sp|Q9Y6T7|DGKB_HUMAN	tr|A0A8D2BEP0|A0A8D2BEP0_SCIVU
OG0009728	sp|O00115|DNS2A_HUMAN	tr|A0A8D2DC73|A0A8D2DC73_SCIVU
OG0009729	sp|O15554|KCNN4_HUMAN	tr|A0A8D2E388|A0A8D2E388_SCIVU
OG0009730	sp|O43463|SUV91_HUMAN	tr|A0A8D2DLG2|A0A8D2DLG2_SCIVU
OG0009731	sp|O60603|TLR2_HUMAN	tr|A0A8D2D7M8|A0A8D2D7M8_SCIVU
OG0009732	sp|O76074|PDE5A_HUMAN	tr|A0A8D2CZD5|A0A8D2CZD5_SCIVU
OG0009733	sp|O94964|SOGA1_HUMAN	tr|A0A8D2D9Z8|A0A8D2D9Z8_SCIVU
OG0009734	sp|O95081|AGFG2_HUMAN	tr|A0A8D2DYA7|A0A8D2DYA7_SCIVU
OG0009735	sp|O95453|PARN_HUMAN	tr|A0A8D2E0G5|A0A8D2E0G5_SCIVU
OG0009736	sp|P01185|NEU2_HUMAN	tr|A0A8D2BAB9|A0A8D2BAB9_SCIVU
OG0009737	sp|P06307|CCKN_HUMAN	tr|A0A8D2JPG6|A0A8D2JPG6_SCIVU
OG0009738	sp|P09455|RET1_HUMAN	tr|A0A8D2B3U7|A0A8D2B3U7_SCIVU
OG0009739	sp|P0DTL6|ZTRF1_HUMAN	tr|A0A8D2ANC6|A0A8D2ANC6_SCIVU
OG0009740	sp|P11234|RALB_HUMAN	tr|A0A8D2DYF6|A0A8D2DYF6_SCIVU
