Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0006540	sp|Q8N5H3|LRA25_HUMAN	tr|A0A340XSK3|A0A340XSK3_LIPVE
OG0006541	sp|Q8N7B9|EFCB3_HUMAN	tr|A0A340XC74|A0A340XC74_LIPVE
OG0006542	sp|Q8NFJ5|RAI3_HUMAN	tr|A0A340X6L0|A0A340X6L0_LIPVE
OG0006543	sp|Q8TEB7|RN128_HUMAN	tr|A0A340Y4C9|A0A340Y4C9_LIPVE
OG0006544	sp|Q92667|AKAP1_HUMAN	tr|A0A340XRI8|A0A340XRI8_LIPVE
OG0006545	sp|Q969E2|SCAM4_HUMAN	tr|A0A340XMI1|A0A340XMI1_LIPVE
OG0006546	sp|Q96A11|G3ST3_HUMAN	tr|A0A340XKU1|A0A340XKU1_LIPVE
OG0006547	sp|Q96A35|RM24_HUMAN	tr|A0A340X8N2|A0A340X8N2_LIPVE
OG0006548	sp|Q96I15|SCLY_HUMAN	tr|A0A340WZ55|A0A340WZ55_LIPVE
OG0006549	sp|Q96K83|ZN521_HUMAN	tr|A0A340WLY9|A0A340WLY9_LIPVE
OG0006550	sp|Q96L96|ALPK3_HUMAN	tr|A0A340WDR4|A0A340WDR4_LIPVE
OG0006551	sp|Q96M83|CCDC7_HUMAN	tr|A0A340WIK9|A0A340WIK9_LIPVE
OG0006552	sp|Q9BSY9|DESI2_HUMAN	tr|A0A340WVI1|A0A340WVI1_LIPVE
OG0006553	sp|Q9GZR7|DDX24_HUMAN	tr|A0A340WCU9|A0A340WCU9_LIPVE
OG0006554	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A340XUA3|A0A340XUA3_LIPVE
OG0006555	sp|Q9H3S7|PTN23_HUMAN	tr|A0A340YD08|A0A340YD08_LIPVE
OG0006556	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A340YJN6|A0A340YJN6_LIPVE
OG0006557	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A340X621|A0A340X621_LIPVE
OG0006558	sp|Q9HBU6|EKI1_HUMAN	tr|A0A340WP61|A0A340WP61_LIPVE
OG0006559	sp|Q9NSI5|IGSF5_HUMAN	tr|A0A340YEY2|A0A340YEY2_LIPVE
OG0006560	sp|Q9NZ56|FMN2_HUMAN	tr|A0A340YJN5|A0A340YJN5_LIPVE
OG0006561	sp|Q9P296|C5AR2_HUMAN	tr|A0A340XHN7|A0A340XHN7_LIPVE
OG0006562	sp|Q9UBG3|CRNN_HUMAN	tr|A0A340XMY0|A0A340XMY0_LIPVE
OG0006563	sp|Q9UBP4|DKK3_HUMAN	tr|A0A340YJ58|A0A340YJ58_LIPVE
OG0006564	sp|Q9ULD6|INTU_HUMAN	tr|A0A340WA40|A0A340WA40_LIPVE
OG0006565	sp|Q9Y5Y4|PD2R2_HUMAN	tr|A0A340XPZ0|A0A340XPZ0_LIPVE
OG0006566	sp|Q9Y6G5|COMDA_HUMAN	tr|A0A340WUL0|A0A340WUL0_LIPVE
OG0006567	sp|A6NHN0|OTOL1_HUMAN	tr|A0A340WF53|A0A340WF53_LIPVE
OG0006568	sp|O15399|NMDE4_HUMAN	tr|A0A340XPQ3|A0A340XPQ3_LIPVE
OG0006569	sp|O43422|P52K_HUMAN	tr|A0A340XNQ3|A0A340XNQ3_LIPVE
OG0006570	sp|O43505|B4GA1_HUMAN	tr|A0A340XSF4|A0A340XSF4_LIPVE
OG0006571	sp|O95721|SNP29_HUMAN	tr|A0A340WTZ7|A0A340WTZ7_LIPVE
OG0006572	sp|O95967|FBLN4_HUMAN	tr|A0A340XSI2|A0A340XSI2_LIPVE
OG0006573	sp|O95988|TCL1B_HUMAN	tr|A0A340WFJ2|A0A340WFJ2_LIPVE
OG0006574	sp|P08962|CD63_HUMAN	tr|A0A340Y644|A0A340Y644_LIPVE
OG0006575	sp|P0C2L3|F163B_HUMAN	tr|A0A340X1X6|A0A340X1X6_LIPVE
OG0006576	sp|P11836|CD20_HUMAN	tr|A0A340XLF6|A0A340XLF6_LIPVE
OG0006577	sp|P12107|COBA1_HUMAN	tr|A0A340YJ30|A0A340YJ30_LIPVE
OG0006578	sp|P24855|DNAS1_HUMAN	tr|A0A340X0V7|A0A340X0V7_LIPVE
OG0006579	sp|P31939|PUR9_HUMAN	tr|A0A340X571|A0A340X571_LIPVE
OG0006580	sp|P32320|CDD_HUMAN	tr|A0A340XCT7|A0A340XCT7_LIPVE
OG0006581	sp|P35968|VGFR2_HUMAN	tr|A0A340WTC3|A0A340WTC3_LIPVE
OG0006582	sp|P53805|RCAN1_HUMAN	tr|A0A340WHP8|A0A340WHP8_LIPVE
OG0006583	sp|P60510|PP4C_HUMAN	tr|A0A340WYU6|A0A340WYU6_LIPVE
OG0006584	sp|P60893|GPR85_HUMAN	tr|A0A340Y9L0|A0A340Y9L0_LIPVE
OG0006585	sp|P82094|TMF1_HUMAN	tr|A0A340WKT1|A0A340WKT1_LIPVE
OG0006586	sp|P82650|RT22_HUMAN	tr|A0A340WEJ0|A0A340WEJ0_LIPVE
OG0006587	sp|Q13319|CD5R2_HUMAN	tr|A0A340WFV0|A0A340WFV0_LIPVE
OG0006588	sp|Q14677|EPN4_HUMAN	tr|A0A340WI23|A0A340WI23_LIPVE
OG0006589	sp|Q53FT3|HIKES_HUMAN	tr|A0A340WPA3|A0A340WPA3_LIPVE
OG0006590	sp|Q569G3|CE047_HUMAN	tr|A0A340XWP6|A0A340XWP6_LIPVE
OG0006591	sp|Q5SQS7|SH24B_HUMAN	tr|A0A340XSL1|A0A340XSL1_LIPVE
OG0006592	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A340X290|A0A340X290_LIPVE
OG0006593	sp|Q7RTY1|MOT9_HUMAN	tr|A0A340YJH5|A0A340YJH5_LIPVE
OG0006594	sp|Q7Z3K3|POGZ_HUMAN	tr|A0A340XM29|A0A340XM29_LIPVE
OG0006595	sp|Q7Z5H3|RHG22_HUMAN	tr|A0A340WA25|A0A340WA25_LIPVE
OG0006596	sp|Q86T29|ZN605_HUMAN	tr|A0A340XC22|A0A340XC22_LIPVE
OG0006597	sp|Q86XN8|MEX3D_HUMAN	tr|A0A340XMC9|A0A340XMC9_LIPVE
OG0006598	sp|Q86YF9|DZIP1_HUMAN	tr|A0A340Y8I0|A0A340Y8I0_LIPVE
OG0006599	sp|Q86YJ5|MARH9_HUMAN	tr|A0A340Y7I1|A0A340Y7I1_LIPVE
OG0006600	sp|Q8N8D1|PDCD7_HUMAN	tr|A0A340WGF8|A0A340WGF8_LIPVE
OG0006601	sp|Q8N9R8|SCAI_HUMAN	tr|A0A340WRQ8|A0A340WRQ8_LIPVE
OG0006602	sp|Q8NA69|TEX45_HUMAN	tr|A0A340XP49|A0A340XP49_LIPVE
OG0006603	sp|Q8NI38|IKBD_HUMAN	tr|A0A340YBJ5|A0A340YBJ5_LIPVE
OG0006604	sp|Q8TCT1|PHOP1_HUMAN	tr|A0A340Y0P6|A0A340Y0P6_LIPVE
OG0006605	sp|Q8TD55|PKHO2_HUMAN	tr|A0A340WT44|A0A340WT44_LIPVE
OG0006606	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A340Y230|A0A340Y230_LIPVE
OG0006607	sp|Q92622|RUBIC_HUMAN	tr|A0A340WHA0|A0A340WHA0_LIPVE
OG0006608	sp|Q96FV0|LRC46_HUMAN	tr|A0A340XV10|A0A340XV10_LIPVE
OG0006609	sp|Q96HH4|TM169_HUMAN	tr|A0A340XU91|A0A340XU91_LIPVE
OG0006610	sp|Q96KV7|WDR90_HUMAN	tr|A0A340X371|A0A340X371_LIPVE
OG0006611	sp|Q96NY8|NECT4_HUMAN	tr|A0A340Y0K8|A0A340Y0K8_LIPVE
OG0006612	sp|Q99676|ZN184_HUMAN	tr|A0A340WI87|A0A340WI87_LIPVE
OG0006613	sp|Q99832|TCPH_HUMAN	tr|A0A340WVJ3|A0A340WVJ3_LIPVE
OG0006614	sp|Q9BQ48|RM34_HUMAN	tr|A0A340XLR6|A0A340XLR6_LIPVE
OG0006615	sp|Q9BSR8|YIPF4_HUMAN	tr|A0A340WVY8|A0A340WVY8_LIPVE
OG0006616	sp|Q9BTE0|NAT9_HUMAN	tr|A0A340X554|A0A340X554_LIPVE
OG0006617	sp|Q9BTP7|FAP24_HUMAN	tr|A0A340YBB8|A0A340YBB8_LIPVE
OG0006618	sp|Q9GZS1|RPA49_HUMAN	tr|A0A340X3C9|A0A340X3C9_LIPVE
OG0006619	sp|Q9H5V9|STEEP_HUMAN	tr|A0A340Y1J1|A0A340Y1J1_LIPVE
OG0006620	sp|Q9HCT0|FGF22_HUMAN	tr|A0A340XGF6|A0A340XGF6_LIPVE
OG0006621	sp|Q9NQX1|PRDM5_HUMAN	tr|A0A340Y097|A0A340Y097_LIPVE
OG0006622	sp|Q9NR63|CP26B_HUMAN	tr|A0A340X295|A0A340X295_LIPVE
OG0006623	sp|Q9NUC0|SRTD4_HUMAN	tr|A0A340WCX4|A0A340WCX4_LIPVE
OG0006624	sp|Q9NV29|TM100_HUMAN	tr|A0A340XNM0|A0A340XNM0_LIPVE
OG0006625	sp|Q9NVV5|AIG1_HUMAN	tr|A0A340WNQ4|A0A340WNQ4_LIPVE
OG0006626	sp|Q9UBV2|SE1L1_HUMAN	tr|A0A340YA01|A0A340YA01_LIPVE
OG0006627	sp|Q9UKA4|AKA11_HUMAN	tr|A0A340Y614|A0A340Y614_LIPVE
OG0006628	sp|Q9UMF0|ICAM5_HUMAN	tr|A0A340XNW1|A0A340XNW1_LIPVE
OG0006629	sp|Q9Y2I9|TBC30_HUMAN	tr|A0A340WK10|A0A340WK10_LIPVE
OG0006630	sp|Q9Y3I1|FBX7_HUMAN	tr|A0A340WL98|A0A340WL98_LIPVE
OG0006631	sp|Q9Y6J9|TAF6L_HUMAN	tr|A0A340XLB9|A0A340XLB9_LIPVE
OG0006632	sp|A2A3L6|TTC24_HUMAN	tr|A0A340XGE9|A0A340XGE9_LIPVE
OG0006633	sp|A4D263|SPT48_HUMAN	tr|A0A340WI36|A0A340WI36_LIPVE
OG0006634	sp|A6NJI9|LRC72_HUMAN	tr|A0A340YB46|A0A340YB46_LIPVE
OG0006635	sp|O00198|HRK_HUMAN	tr|A0A340X3L1|A0A340X3L1_LIPVE
OG0006636	sp|O15218|GP182_HUMAN	tr|A0A340Y8C9|A0A340Y8C9_LIPVE
OG0006637	sp|O94983|CMTA2_HUMAN	tr|A0A340XCE9|A0A340XCE9_LIPVE
OG0006638	sp|O95749|GGPPS_HUMAN	tr|A0A340X1J6|A0A340X1J6_LIPVE
OG0006639	sp|P03973|SLPI_HUMAN	tr|A0A340XXB1|A0A340XXB1_LIPVE
OG0006640	sp|P10071|GLI3_HUMAN	tr|A0A340Y7B3|A0A340Y7B3_LIPVE
OG0006641	sp|P13196|HEM1_HUMAN	tr|A0A340WQX3|A0A340WQX3_LIPVE
OG0006642	sp|P21781|FGF7_HUMAN	tr|A0A340X203|A0A340X203_LIPVE
OG0006643	sp|P26640|SYVC_HUMAN	tr|A0A340XDS0|A0A340XDS0_LIPVE
OG0006644	sp|P31947|1433S_HUMAN	tr|A0A340XGG7|A0A340XGG7_LIPVE
OG0006645	sp|P41587|VIPR2_HUMAN	tr|A0A340XXL8|A0A340XXL8_LIPVE
OG0006646	sp|P46736|BRCC3_HUMAN	tr|A0A340Y269|A0A340Y269_LIPVE
OG0006647	sp|P50548|ERF_HUMAN	tr|A0A340XI20|A0A340XI20_LIPVE
OG0006648	sp|P56202|CATW_HUMAN	tr|A0A340XRR1|A0A340XRR1_LIPVE
OG0006649	sp|P60022|DEFB1_HUMAN	tr|A0A340WNC5|A0A340WNC5_LIPVE
OG0006650	sp|Q12912|IRAG2_HUMAN	tr|A0A340WH18|A0A340WH18_LIPVE
OG0006651	sp|Q16849|PTPRN_HUMAN	tr|A0A340WBI3|A0A340WBI3_LIPVE
OG0006652	sp|Q2M1V0|ISX_HUMAN	tr|A0A340X451|A0A340X451_LIPVE
OG0006653	sp|Q2TAA2|IAH1_HUMAN	tr|A0A340XCR2|A0A340XCR2_LIPVE
OG0006654	sp|Q52LA3|LIN52_HUMAN	tr|A0A340XKK6|A0A340XKK6_LIPVE
OG0006655	sp|Q5BJE1|CC178_HUMAN	tr|A0A340X8E1|A0A340X8E1_LIPVE
OG0006656	sp|Q5HYI7|MTX3_HUMAN	tr|A0A340YEC0|A0A340YEC0_LIPVE
OG0006657	sp|Q5RI15|COX20_HUMAN	tr|A0A340XQ81|A0A340XQ81_LIPVE
OG0006658	sp|Q5T6V5|QSPP_HUMAN	tr|A0A340Y6X4|A0A340Y6X4_LIPVE
OG0006659	sp|Q5U5X0|LYRM7_HUMAN	tr|A0A340XNU9|A0A340XNU9_LIPVE
OG0006660	sp|Q68DN1|CB016_HUMAN	tr|A0A340YFY0|A0A340YFY0_LIPVE
OG0006661	sp|Q6N063|OGFD2_HUMAN	tr|A0A340WNV2|A0A340WNV2_LIPVE
OG0006662	sp|Q6ZRI0|OTOG_HUMAN	tr|A0A340XBB1|A0A340XBB1_LIPVE
OG0006663	sp|Q76KP1|B4GN4_HUMAN	tr|A0A340Y344|A0A340Y344_LIPVE
OG0006664	sp|Q86UX2|ITIH5_HUMAN	tr|A0A340XWZ3|A0A340XWZ3_LIPVE
OG0006665	sp|Q86XW9|TXND6_HUMAN	tr|A0A340XSZ8|A0A340XSZ8_LIPVE
OG0006666	sp|Q8IWZ6|BBS7_HUMAN	tr|A0A340Y093|A0A340Y093_LIPVE
OG0006667	sp|Q8IXM3|RM41_HUMAN	tr|A0A340XI73|A0A340XI73_LIPVE
OG0006668	sp|Q8N165|PDK1L_HUMAN	tr|A0A340XCG6|A0A340XCG6_LIPVE
OG0006669	sp|Q8NBP0|TTC13_HUMAN	tr|A0A340Y3Q9|A0A340Y3Q9_LIPVE
OG0006670	sp|Q8NFP4|MDGA1_HUMAN	tr|A0A340Y4P1|A0A340Y4P1_LIPVE
OG0006671	sp|Q8NFT2|STEA2_HUMAN	tr|A0A340WWU1|A0A340WWU1_LIPVE
OG0006672	sp|Q8TBM8|DJB14_HUMAN	tr|A0A340XRA7|A0A340XRA7_LIPVE
OG0006673	sp|Q96H78|S2544_HUMAN	tr|A0A340XG00|A0A340XG00_LIPVE
OG0006674	sp|Q96IL0|COA8_HUMAN	tr|A0A340X2V1|A0A340X2V1_LIPVE
OG0006675	sp|Q96PD6|MOGT1_HUMAN	tr|A0A340XST4|A0A340XST4_LIPVE
OG0006676	sp|Q96SZ4|ZSC10_HUMAN	tr|A0A340X336|A0A340X336_LIPVE
OG0006677	sp|Q99453|PHX2B_HUMAN	tr|A0A340WUH1|A0A340WUH1_LIPVE
OG0006678	sp|Q99932|SPAG8_HUMAN	tr|A0A340XAP6|A0A340XAP6_LIPVE
OG0006679	sp|Q9BRG2|SH23A_HUMAN	tr|A0A340XMY2|A0A340XMY2_LIPVE
OG0006680	sp|Q9BYN7|ZN341_HUMAN	tr|A0A340WHA4|A0A340WHA4_LIPVE
OG0006681	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A340X0I7|A0A340X0I7_LIPVE
OG0006682	sp|Q9HC58|NCKX3_HUMAN	tr|A0A340WZU0|A0A340WZU0_LIPVE
OG0006683	sp|Q9NQ50|RM40_HUMAN	tr|A0A340XLB2|A0A340XLB2_LIPVE
OG0006684	sp|Q9NQV6|PRD10_HUMAN	tr|A0A340XBT0|A0A340XBT0_LIPVE
OG0006685	sp|Q9NRN5|OLFL3_HUMAN	tr|A0A340XMC0|A0A340XMC0_LIPVE
OG0006686	sp|Q9NRX4|PHP14_HUMAN	tr|A0A340XIB2|A0A340XIB2_LIPVE
OG0006687	sp|Q9NUQ2|PLCE_HUMAN	tr|A0A340Y9F3|A0A340Y9F3_LIPVE
OG0006688	sp|Q9NVH6|TMLH_HUMAN	tr|A0A340Y5N5|A0A340Y5N5_LIPVE
OG0006689	sp|Q9P2R6|RERE_HUMAN	tr|A0A340X2M6|A0A340X2M6_LIPVE
OG0006690	sp|Q9UID6|ZN639_HUMAN	tr|A0A340Y2U2|A0A340Y2U2_LIPVE
OG0006691	sp|Q9UJH8|METRN_HUMAN	tr|A0A340X184|A0A340X184_LIPVE
OG0006692	sp|Q9UJQ7|SCP2D_HUMAN	tr|A0A340XK73|A0A340XK73_LIPVE
OG0006693	sp|Q9UQ05|KCNH4_HUMAN	tr|A0A340WI81|A0A340WI81_LIPVE
OG0006694	sp|Q9Y448|SKAP_HUMAN	tr|A0A340YIL3|A0A340YIL3_LIPVE
OG0006695	sp|A6NEL2|SWAHB_HUMAN	tr|A0A340X8B8|A0A340X8B8_LIPVE
OG0006696	sp|A6NGC4|TLCD2_HUMAN	tr|A0A340X5C1|A0A340X5C1_LIPVE
OG0006697	sp|O00499|BIN1_HUMAN	tr|A0A340XIW3|A0A340XIW3_LIPVE
OG0006698	sp|O60512|B4GT3_HUMAN	tr|A0A340Y0M4|A0A340Y0M4_LIPVE
OG0006699	sp|O60725|ICMT_HUMAN	tr|A0A340WWD9|A0A340WWD9_LIPVE
OG0006700	sp|O75494|SRS10_HUMAN	tr|A0A340XIX0|A0A340XIX0_LIPVE
OG0006701	sp|O75940|SPF30_HUMAN	tr|A0A340Y5H8|A0A340Y5H8_LIPVE
OG0006702	sp|O95096|NKX22_HUMAN	tr|A0A340WZV1|A0A340WZV1_LIPVE
OG0006703	sp|P00450|CERU_HUMAN	tr|A0A340YH30|A0A340YH30_LIPVE
OG0006704	sp|P15056|BRAF_HUMAN	tr|A0A340Y5C2|A0A340Y5C2_LIPVE
OG0006705	sp|P21854|CD72_HUMAN	tr|A0A340X7T1|A0A340X7T1_LIPVE
OG0006706	sp|P28290|ITPI2_HUMAN	tr|A0A340XQK2|A0A340XQK2_LIPVE
OG0006707	sp|P32019|I5P2_HUMAN	tr|A0A340X1W8|A0A340X1W8_LIPVE
OG0006708	sp|P42336|PK3CA_HUMAN	tr|A0A340Y0D6|A0A340Y0D6_LIPVE
OG0006709	sp|P43487|RANG_HUMAN	tr|A0A340XF39|A0A340XF39_LIPVE
OG0006710	sp|P52788|SPSY_HUMAN	tr|A0A340WY00|A0A340WY00_LIPVE
OG0006711	sp|P54136|SYRC_HUMAN	tr|A0A340WLB0|A0A340WLB0_LIPVE
OG0006712	sp|P58004|SESN2_HUMAN	tr|A0A340XNY4|A0A340XNY4_LIPVE
OG0006713	sp|P60568|IL2_HUMAN	tr|A0A340XUF4|A0A340XUF4_LIPVE
OG0006714	sp|P78364|PHC1_HUMAN	tr|A0A340YDB4|A0A340YDB4_LIPVE
OG0006715	sp|Q03112|MECOM_HUMAN	tr|A0A340WHH6|A0A340WHH6_LIPVE
OG0006716	sp|Q03167|TGBR3_HUMAN	tr|A0A340YB09|A0A340YB09_LIPVE
OG0006717	sp|Q06203|PUR1_HUMAN	tr|A0A340YIR7|A0A340YIR7_LIPVE
OG0006718	sp|Q06265|EXOS9_HUMAN	tr|A0A340XXE2|A0A340XXE2_LIPVE
OG0006719	sp|Q08345|DDR1_HUMAN	tr|A0A340WQK1|A0A340WQK1_LIPVE
OG0006720	sp|Q12962|TAF10_HUMAN	tr|A0A340XKT6|A0A340XKT6_LIPVE
OG0006721	sp|Q14699|RFTN1_HUMAN	tr|A0A340YE42|A0A340YE42_LIPVE
OG0006722	sp|Q5JS37|NHLC3_HUMAN	tr|A0A340YFP2|A0A340YFP2_LIPVE
OG0006723	sp|Q5T7W7|TSTD2_HUMAN	tr|A0A340XB96|A0A340XB96_LIPVE
OG0006724	sp|Q5TC63|GRTP1_HUMAN	tr|A0A340Y1R9|A0A340Y1R9_LIPVE
OG0006725	sp|Q5VYS4|MEDAG_HUMAN	tr|A0A340WH26|A0A340WH26_LIPVE
OG0006726	sp|Q6NYC8|PPR18_HUMAN	tr|A0A340WQC5|A0A340WQC5_LIPVE
OG0006727	sp|Q6P161|RM54_HUMAN	tr|A0A340XJV4|A0A340XJV4_LIPVE
OG0006728	sp|Q6P9F7|LRC8B_HUMAN	tr|A0A340Y4F2|A0A340Y4F2_LIPVE
OG0006729	sp|Q6UWP7|LCLT1_HUMAN	tr|A0A340YER7|A0A340YER7_LIPVE
OG0006730	sp|Q6ZTZ1|MSD1_HUMAN	tr|A0A340XD45|A0A340XD45_LIPVE
OG0006731	sp|Q70EL1|UBP54_HUMAN	tr|A0A340X473|A0A340X473_LIPVE
OG0006732	sp|Q86SU0|ILDR1_HUMAN	tr|A0A340WU19|A0A340WU19_LIPVE
OG0006733	sp|Q8NF91|SYNE1_HUMAN	tr|A0A340XIE8|A0A340XIE8_LIPVE
OG0006734	sp|Q8NI37|PPTC7_HUMAN	tr|A0A340WP78|A0A340WP78_LIPVE
OG0006735	sp|Q8TAD8|SNIP1_HUMAN	tr|A0A340X3Y2|A0A340X3Y2_LIPVE
OG0006736	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A340WHM5|A0A340WHM5_LIPVE
OG0006737	sp|Q8WZ60|KLHL6_HUMAN	tr|A0A340YAU9|A0A340YAU9_LIPVE
OG0006738	sp|Q96BD8|SKA1_HUMAN	tr|A0A340XWQ8|A0A340XWQ8_LIPVE
OG0006739	sp|Q96J92|WNK4_HUMAN	tr|A0A340WMJ2|A0A340WMJ2_LIPVE
OG0006740	sp|Q9BQD3|KXDL1_HUMAN	tr|A0A340XI80|A0A340XI80_LIPVE
OG0006741	sp|Q9BTV7|CABL2_HUMAN	tr|A0A340XLN3|A0A340XLN3_LIPVE
OG0006742	sp|Q9BW60|ELOV1_HUMAN	tr|A0A340Y3M8|A0A340Y3M8_LIPVE
OG0006743	sp|Q9NUD9|PIGV_HUMAN	tr|A0A340XJH3|A0A340XJH3_LIPVE
OG0006744	sp|Q9NUS5|AP5S1_HUMAN	tr|A0A340WKK8|A0A340WKK8_LIPVE
OG0006745	sp|Q9NW82|WDR70_HUMAN	tr|A0A340X0N8|A0A340X0N8_LIPVE
OG0006746	sp|Q9NXB0|MKS1_HUMAN	tr|A0A340WHL0|A0A340WHL0_LIPVE
OG0006747	sp|Q9NYY1|IL20_HUMAN	tr|A0A340YH52|A0A340YH52_LIPVE
OG0006748	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A340XJ44|A0A340XJ44_LIPVE
OG0006749	sp|Q9P0L0|VAPA_HUMAN	tr|A0A340XGX4|A0A340XGX4_LIPVE
OG0006750	sp|Q9P2D7|DYH1_HUMAN	tr|A0A340WSU1|A0A340WSU1_LIPVE
OG0006751	sp|Q9P2Y5|UVRAG_HUMAN	tr|A0A340X0E4|A0A340X0E4_LIPVE
OG0006752	sp|Q9UKS7|IKZF2_HUMAN	tr|A0A340YC94|A0A340YC94_LIPVE
OG0006753	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A340Y7P0|A0A340Y7P0_LIPVE
OG0006754	sp|Q9UL12|SARDH_HUMAN	tr|A0A340WZT0|A0A340WZT0_LIPVE
OG0006755	sp|Q9ULE3|DEN2A_HUMAN	tr|A0A340Y2I1|A0A340Y2I1_LIPVE
OG0006756	sp|Q9ULR3|PPM1H_HUMAN	tr|A0A340WL33|A0A340WL33_LIPVE
OG0006757	sp|Q9UMD9|COHA1_HUMAN	tr|A0A340Y9X1|A0A340Y9X1_LIPVE
OG0006758	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A340YHC9|A0A340YHC9_LIPVE
OG0006759	sp|A2VCK2|DCD2B_HUMAN	tr|A0A340Y8H4|A0A340Y8H4_LIPVE
OG0006760	sp|O14669|TMG2_HUMAN	tr|A0A340XW95|A0A340XW95_LIPVE
OG0006761	sp|O15392|BIRC5_HUMAN	tr|A0A340XQF3|A0A340XQF3_LIPVE
OG0006762	sp|O15520|FGF10_HUMAN	tr|A0A340XK40|A0A340XK40_LIPVE
OG0006763	sp|O43557|TNF14_HUMAN	tr|A0A340XGT4|A0A340XGT4_LIPVE
OG0006765	sp|O95801|TTC4_HUMAN	tr|A0A340YFK6|A0A340YFK6_LIPVE
OG0006766	sp|P04053|TDT_HUMAN	tr|A0A340X3X7|A0A340X3X7_LIPVE
OG0006767	sp|P05198|IF2A_HUMAN	tr|A0A340WPT1|A0A340WPT1_LIPVE
OG0006768	sp|P10745|RET3_HUMAN	tr|A0A340WWT9|A0A340WWT9_LIPVE
OG0006769	sp|P16435|NCPR_HUMAN	tr|A0A340YAI8|A0A340YAI8_LIPVE
OG0006770	sp|P27707|DCK_HUMAN	tr|A0A340W9Q4|A0A340W9Q4_LIPVE
OG0006771	sp|P30874|SSR2_HUMAN	tr|A0A340X5U1|A0A340X5U1_LIPVE
OG0006772	sp|P37287|PIGA_HUMAN	tr|A0A340Y1P5|A0A340Y1P5_LIPVE
OG0006773	sp|P48023|TNFL6_HUMAN	tr|A0A340WH35|A0A340WH35_LIPVE
OG0006774	sp|P48431|SOX2_HUMAN	tr|A0A340Y962|A0A340Y962_LIPVE
OG0006775	sp|P53611|PGTB2_HUMAN	tr|A0A340YHH8|A0A340YHH8_LIPVE
OG0006776	sp|P62072|TIM10_HUMAN	tr|A0A340X9U1|A0A340X9U1_LIPVE
OG0006777	sp|P78545|ELF3_HUMAN	tr|A0A340X863|A0A340X863_LIPVE
OG0006778	sp|Q07326|PIGF_HUMAN	tr|A0A340XEX9|A0A340XEX9_LIPVE
OG0006779	sp|Q13432|U119A_HUMAN	tr|A0A340WXU7|A0A340WXU7_LIPVE
OG0006780	sp|Q13433|S39A6_HUMAN	tr|A0A340X7S0|A0A340X7S0_LIPVE
OG0006781	sp|Q16613|SNAT_HUMAN	tr|A0A340X5V1|A0A340X5V1_LIPVE
OG0006782	sp|Q16891|MIC60_HUMAN	tr|A0A340Y2W9|A0A340Y2W9_LIPVE
OG0006783	sp|Q5JSP0|FGD3_HUMAN	tr|A0A340Y3G7|A0A340Y3G7_LIPVE
OG0006784	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A340X3M6|A0A340X3M6_LIPVE
OG0006785	sp|Q5T655|CFA58_HUMAN	tr|A0A340YBT1|A0A340YBT1_LIPVE
OG0006786	sp|Q5VYK3|ECM29_HUMAN	tr|A0A340WRY6|A0A340WRY6_LIPVE
OG0006787	sp|Q6NVV7|CDPF1_HUMAN	tr|A0A340X212|A0A340X212_LIPVE
OG0006788	sp|Q6PJW8|CNST_HUMAN	tr|A0A340XFY4|A0A340XFY4_LIPVE
OG0006789	sp|Q6UXD5|SE6L2_HUMAN	tr|A0A340WTI0|A0A340WTI0_LIPVE
OG0006790	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A340WQW5|A0A340WQW5_LIPVE
OG0006791	sp|Q7Z7A4|PXK_HUMAN	tr|A0A340YIL7|A0A340YIL7_LIPVE
OG0006792	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A340WUZ1|A0A340WUZ1_LIPVE
OG0006793	sp|Q8N300|SVBP_HUMAN	tr|A0A340WUB4|A0A340WUB4_LIPVE
OG0006794	sp|Q8TF39|ZN483_HUMAN	tr|A0A340WJS0|A0A340WJS0_LIPVE
OG0006795	sp|Q8WXI3|ASB10_HUMAN	tr|A0A340YEM3|A0A340YEM3_LIPVE
OG0006796	sp|Q92887|MRP2_HUMAN	tr|A0A340YG13|A0A340YG13_LIPVE
OG0006797	sp|Q92949|FOXJ1_HUMAN	tr|A0A340X362|A0A340X362_LIPVE
OG0006798	sp|Q969X0|RIPL2_HUMAN	tr|A0A340WP15|A0A340WP15_LIPVE
OG0006799	sp|Q96EK4|THA11_HUMAN	tr|A0A340XB80|A0A340XB80_LIPVE
OG0006800	sp|Q96JG8|MAGD4_HUMAN	tr|A0A340WVR3|A0A340WVR3_LIPVE
OG0006801	sp|Q96MV1|TLCD4_HUMAN	tr|A0A340Y4K8|A0A340Y4K8_LIPVE
