Orthogroup	Homo_sapiens	Ursus_maritimus
OG0006203	sp|Q9UKA2|FBXL4_HUMAN	tr|A0A384D8E6|A0A384D8E6_URSMA
OG0006204	sp|Q9ULL1|PKHG1_HUMAN	tr|A0A8M1FP85|A0A8M1FP85_URSMA
OG0006205	sp|Q9UNX9|KCJ14_HUMAN	tr|A0A8M1G044|A0A8M1G044_URSMA
OG0006206	sp|Q9Y225|RNF24_HUMAN	tr|A0A8M1GQS3|A0A8M1GQS3_URSMA
OG0006207	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A8M1GE04|A0A8M1GE04_URSMA
OG0006208	sp|A0A1B0GVX0|LITAD_HUMAN	tr|A0A384CKV4|A0A384CKV4_URSMA
OG0006209	sp|A6NDG6|PGP_HUMAN	tr|A0A8M1G9D1|A0A8M1G9D1_URSMA
OG0006210	sp|O00506|STK25_HUMAN	tr|A0A8M1GGA7|A0A8M1GGA7_URSMA
OG0006211	sp|O14569|C56D2_HUMAN	tr|A0A384D5D2|A0A384D5D2_URSMA
OG0006212	sp|O14593|RFXK_HUMAN	tr|A0A384D4Y6|A0A384D4Y6_URSMA
OG0006213	sp|O75438|NDUB1_HUMAN	tr|A0A8M1GQZ0|A0A8M1GQZ0_URSMA
OG0006214	sp|O94933|SLIK3_HUMAN	tr|A0A384C813|A0A384C813_URSMA
OG0006215	sp|P00751|CFAB_HUMAN	tr|A0A384DSR9|A0A384DSR9_URSMA
OG0006216	sp|P11117|PPAL_HUMAN	tr|A0A384CWQ2|A0A384CWQ2_URSMA
OG0006217	sp|P20309|ACM3_HUMAN	tr|A0A8M1FEM2|A0A8M1FEM2_URSMA
OG0006218	sp|P21246|PTN_HUMAN	tr|A0A8M1GXI5|A0A8M1GXI5_URSMA
OG0006219	sp|P21554|CNR1_HUMAN	tr|A0A384BSY5|A0A384BSY5_URSMA
OG0006220	sp|P26678|PPLA_HUMAN	tr|A0A384C3D9|A0A384C3D9_URSMA
OG0006221	sp|P27544|CERS1_HUMAN	tr|A0A8M1FRA4|A0A8M1FRA4_URSMA
OG0006222	sp|P27701|CD82_HUMAN	tr|A0A384CWV1|A0A384CWV1_URSMA
OG0006223	sp|P34741|SDC2_HUMAN	tr|A0A8M1FEN5|A0A8M1FEN5_URSMA
OG0006224	sp|P52954|LBX1_HUMAN	tr|A0A8M1F9U6|A0A8M1F9U6_URSMA
OG0006225	sp|P57087|JAM2_HUMAN	tr|A0A384CZQ0|A0A384CZQ0_URSMA
OG0006226	sp|P78540|ARGI2_HUMAN	tr|A0A384CVD2|A0A384CVD2_URSMA
OG0006227	sp|P78560|CRADD_HUMAN	tr|A0A384BTK1|A0A384BTK1_URSMA
OG0006228	sp|Q13541|4EBP1_HUMAN	tr|A0A8M1GTZ7|A0A8M1GTZ7_URSMA
OG0006229	sp|Q14012|KCC1A_HUMAN	tr|A0A8M1FM56|A0A8M1FM56_URSMA
OG0006230	sp|Q16236|NF2L2_HUMAN	tr|A0A8M1GUL1|A0A8M1GUL1_URSMA
OG0006231	sp|Q16773|KAT1_HUMAN	tr|A0A8M1FX55|A0A8M1FX55_URSMA
OG0006232	sp|Q3C1V1|CK091_HUMAN	tr|A0A8M1GIT7|A0A8M1GIT7_URSMA
OG0006233	sp|Q4VC31|MIX23_HUMAN	tr|A0A384DHD7|A0A384DHD7_URSMA
OG0006234	sp|Q58DX5|NADL2_HUMAN	tr|A0A384D903|A0A384D903_URSMA
OG0006235	sp|Q5DID0|UROL1_HUMAN	tr|A0A8M1F303|A0A8M1F303_URSMA
OG0006236	sp|Q5TIE3|VW5B1_HUMAN	tr|A0A8M1H598|A0A8M1H598_URSMA
OG0006237	sp|Q5VUE5|CA053_HUMAN	tr|A0A8M1G6U6|A0A8M1G6U6_URSMA
OG0006238	sp|Q6IQ21|ZN770_HUMAN	tr|A0A384D165|A0A384D165_URSMA
OG0006239	sp|Q6UY01|LRC31_HUMAN	tr|A0A384DP28|A0A384DP28_URSMA
OG0006240	sp|Q70IA8|MOB3C_HUMAN	tr|A0A452VG66|A0A452VG66_URSMA
OG0006241	sp|Q7Z7L9|ZSCA2_HUMAN	tr|A0A8M1GUF4|A0A8M1GUF4_URSMA
OG0006242	sp|Q8IXK2|GLT12_HUMAN	tr|A0A384DHF8|A0A384DHF8_URSMA
OG0006243	sp|Q8N143|BCL6B_HUMAN	tr|A0A8M1FR39|A0A8M1FR39_URSMA
OG0006244	sp|Q8N1A6|CD033_HUMAN	tr|A0A384CU01|A0A384CU01_URSMA
OG0006245	sp|Q8N1E6|FXL14_HUMAN	tr|A0A384D7R9|A0A384D7R9_URSMA
OG0006246	sp|Q8N443|RIBC1_HUMAN	tr|A0A8M1FV93|A0A8M1FV93_URSMA
OG0006247	sp|Q8N5S1|S2541_HUMAN	tr|A0A8M1FSL7|A0A8M1FSL7_URSMA
OG0006248	sp|Q8N699|MYCT1_HUMAN	tr|A0A452VIH6|A0A452VIH6_URSMA
OG0006249	sp|Q8NEV9|IL27A_HUMAN	tr|A0A384BLL5|A0A384BLL5_URSMA
OG0006250	sp|Q8NHX4|SPTA3_HUMAN	tr|A0A8M1GBT8|A0A8M1GBT8_URSMA
OG0006251	sp|Q8TB61|S35B2_HUMAN	tr|A0A8M1GUR3|A0A8M1GUR3_URSMA
OG0006252	sp|Q8TEA7|TBCK_HUMAN	tr|A0A384BZG7|A0A384BZG7_URSMA
OG0006253	sp|Q8WVV4|POF1B_HUMAN	tr|A0A384CVM2|A0A384CVM2_URSMA
OG0006254	sp|Q8WWF5|ZNRF4_HUMAN	tr|A0A8M1FQ76|A0A8M1FQ76_URSMA
OG0006255	sp|Q8WXD5|GEMI6_HUMAN	tr|A0A384CUI2|A0A384CUI2_URSMA
OG0006256	sp|Q92585|MAML1_HUMAN	tr|A0A8M1F9V1|A0A8M1F9V1_URSMA
OG0006257	sp|Q92750|TAF4B_HUMAN	tr|A0A384C894|A0A384C894_URSMA
OG0006258	sp|Q969F0|FATE1_HUMAN	tr|A0A384C208|A0A384C208_URSMA
OG0006259	sp|Q969G2|LHX4_HUMAN	tr|A0A8M1GC36|A0A8M1GC36_URSMA
OG0006260	sp|Q96CD0|FBXL8_HUMAN	tr|A0A8M1G166|A0A8M1G166_URSMA
OG0006261	sp|Q96PZ0|PUS7_HUMAN	tr|A0A8M1GX29|A0A8M1GX29_URSMA
OG0006262	sp|Q96S38|KS6C1_HUMAN	tr|A0A8M1G9F3|A0A8M1G9F3_URSMA
OG0006263	sp|Q9BRP7|FDXA1_HUMAN	tr|A0A384C0E8|A0A384C0E8_URSMA
OG0006264	sp|Q9BZV3|IMPG2_HUMAN	tr|A0A384CZN5|A0A384CZN5_URSMA
OG0006265	sp|Q9H0E3|SP130_HUMAN	tr|A0A8M1F2Z1|A0A8M1F2Z1_URSMA
OG0006266	sp|Q9H1K0|RBNS5_HUMAN	tr|A0A384CNN1|A0A384CNN1_URSMA
OG0006267	sp|Q9H6Y5|MAGIX_HUMAN	tr|A0A8M1G4T4|A0A8M1G4T4_URSMA
OG0006268	sp|Q9HBX8|LGR6_HUMAN	tr|A0A8M1G9S3|A0A8M1G9S3_URSMA
OG0006269	sp|Q9NQX7|ITM2C_HUMAN	tr|A0A8M1GUH3|A0A8M1GUH3_URSMA
OG0006270	sp|Q9NTG7|SIR3_HUMAN	tr|A0A8M1GJ53|A0A8M1GJ53_URSMA
OG0006271	sp|Q9NVU0|RPC5_HUMAN	tr|A0A8M1G932|A0A8M1G932_URSMA
OG0006272	sp|Q9P299|COPZ2_HUMAN	tr|A0A8M1GPJ3|A0A8M1GPJ3_URSMA
OG0006273	sp|Q9UBC0|HNF6_HUMAN	tr|A0A8M1EZJ2|A0A8M1EZJ2_URSMA
OG0006274	sp|Q9UHC1|MLH3_HUMAN	tr|A0A384CSN0|A0A384CSN0_URSMA
OG0006275	sp|Q9Y223|GLCNE_HUMAN	tr|A0A8M1FZ74|A0A8M1FZ74_URSMA
OG0006276	sp|Q9Y2W6|TDRKH_HUMAN	tr|A0A384CG91|A0A384CG91_URSMA
OG0006277	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A8M1F1C7|A0A8M1F1C7_URSMA
OG0006278	sp|Q9Y4C4|MFHA1_HUMAN	tr|A0A384DQ88|A0A384DQ88_URSMA
OG0006279	sp|Q9Y5K1|SPO11_HUMAN	tr|A0A8M1GDQ7|A0A8M1GDQ7_URSMA
OG0006280	sp|A2AJT9|BCLA3_HUMAN	tr|A0A384CIL4|A0A384CIL4_URSMA
OG0006281	sp|A8MYP8|ODF3B_HUMAN	tr|A0A8M1GDR7|A0A8M1GDR7_URSMA
OG0006282	sp|O00258|GET1_HUMAN	tr|A0A384D066|A0A384D066_URSMA
OG0006283	sp|O14492|SH2B2_HUMAN	tr|A0A8M1GFX1|A0A8M1GFX1_URSMA
OG0006284	sp|O15440|MRP5_HUMAN	tr|A0A384D8U1|A0A384D8U1_URSMA
OG0006285	sp|O43402|EMC8_HUMAN	tr|A0A384D1X2|A0A384D1X2_URSMA
OG0006286	sp|O43497|CAC1G_HUMAN	tr|A0A8M1GM40|A0A8M1GM40_URSMA
OG0006287	sp|O43586|PPIP1_HUMAN	tr|A0A384DI39|A0A384DI39_URSMA
OG0006288	sp|O75151|PHF2_HUMAN	tr|A0A8M1F380|A0A8M1F380_URSMA
OG0006289	sp|O75493|CAH11_HUMAN	tr|A0A384BJH5|A0A384BJH5_URSMA
OG0006290	sp|O95372|LYPA2_HUMAN	tr|A0A8M1EVU7|A0A8M1EVU7_URSMA
OG0006291	sp|O95907|MOT3_HUMAN	tr|A0A8M1GMW5|A0A8M1GMW5_URSMA
OG0006292	sp|P01584|IL1B_HUMAN	tr|A0A452TSY3|A0A452TSY3_URSMA
OG0006293	sp|P07108|ACBP_HUMAN	tr|A0A8M1H5F9|A0A8M1H5F9_URSMA
OG0006294	sp|P09936|UCHL1_HUMAN	tr|A0A8M1FD79|A0A8M1FD79_URSMA
OG0006295	sp|P21815|SIAL_HUMAN	tr|A0A384DBK9|A0A384DBK9_URSMA
OG0006296	sp|P48357|LEPR_HUMAN	tr|A0A384C2B1|A0A384C2B1_URSMA
OG0006297	sp|P48549|KCNJ3_HUMAN	tr|A0A384BRK7|A0A384BRK7_URSMA
OG0006298	sp|P49327|FAS_HUMAN	tr|A0A8M1GJN4|A0A8M1GJN4_URSMA
OG0006299	sp|P50549|ETV1_HUMAN	tr|A0A384BPP8|A0A384BPP8_URSMA
OG0006300	sp|P59827|BPIB4_HUMAN	tr|A0A384D2Z5|A0A384D2Z5_URSMA
OG0006301	sp|P82914|RT15_HUMAN	tr|A0A384CCN7|A0A384CCN7_URSMA
OG0006302	sp|Q01638|ILRL1_HUMAN	tr|A0A452V5E2|A0A452V5E2_URSMA
OG0006303	sp|Q0GE19|NTCP7_HUMAN	tr|A0A384BM69|A0A384BM69_URSMA
OG0006304	sp|Q14D33|RTP5_HUMAN	tr|A0A8M1GC07|A0A8M1GC07_URSMA
OG0006305	sp|Q15126|PMVK_HUMAN	tr|A0A384CJ36|A0A384CJ36_URSMA
OG0006306	sp|Q15645|PCH2_HUMAN	tr|A0A8M1FVL9|A0A8M1FVL9_URSMA
OG0006307	sp|Q15697|ZN174_HUMAN	tr|A0A384CJP5|A0A384CJP5_URSMA
OG0006308	sp|Q15746|MYLK_HUMAN	tr|A0A8M1F697|A0A8M1F697_URSMA
OG0006309	sp|Q16445|GBRA6_HUMAN	tr|A0A384C738|A0A384C738_URSMA
OG0006310	sp|Q49AG3|ZBED5_HUMAN	tr|A0A452UM77|A0A452UM77_URSMA
OG0006311	sp|Q4VC12|MSS51_HUMAN	tr|A0A384CHD0|A0A384CHD0_URSMA
OG0006312	sp|Q5T1M5|FKB15_HUMAN	tr|A0A384DHD3|A0A384DHD3_URSMA
OG0006313	sp|Q6NXE6|ARMC6_HUMAN	tr|A0A8M1FR87|A0A8M1FR87_URSMA
OG0006314	sp|Q7Z3B3|KANL1_HUMAN	tr|A0A384CBL2|A0A384CBL2_URSMA
OG0006315	sp|Q86TL2|STIMA_HUMAN	tr|A0A8M1FMM2|A0A8M1FMM2_URSMA
OG0006316	sp|Q86TS9|RM52_HUMAN	tr|A0A384DNX4|A0A384DNX4_URSMA
OG0006317	sp|Q86Y56|DAAF5_HUMAN	tr|A0A8M1G4K3|A0A8M1G4K3_URSMA
OG0006318	sp|Q8IUM7|NPAS4_HUMAN	tr|A0A384DK37|A0A384DK37_URSMA
OG0006319	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A8M1H4M7|A0A8M1H4M7_URSMA
OG0006320	sp|Q8IYX8|CE57L_HUMAN	tr|A0A8M1FT66|A0A8M1FT66_URSMA
OG0006321	sp|Q8IZ41|RASEF_HUMAN	tr|A0A384CGQ9|A0A384CGQ9_URSMA
OG0006322	sp|Q8N2M4|TM86A_HUMAN	tr|A0A8M1GGN0|A0A8M1GGN0_URSMA
OG0006323	sp|Q8N4Q0|PTGR3_HUMAN	tr|A0A8M1G0S9|A0A8M1G0S9_URSMA
OG0006324	sp|Q8NG66|NEK11_HUMAN	tr|A0A384DJH4|A0A384DJH4_URSMA
OG0006325	sp|Q8TCU4|ALMS1_HUMAN	tr|A0A384CW28|A0A384CW28_URSMA
OG0006326	sp|Q8TE49|OTU7A_HUMAN	tr|A0A8M1H3M1|A0A8M1H3M1_URSMA
OG0006327	sp|Q8TEH3|DEN1A_HUMAN	tr|A0A8M1G6F3|A0A8M1G6F3_URSMA
OG0006328	sp|Q92839|HYAS1_HUMAN	tr|A0A8M1G694|A0A8M1G694_URSMA
OG0006329	sp|Q96AV8|E2F7_HUMAN	tr|A0A384BJU5|A0A384BJU5_URSMA
OG0006330	sp|Q96FZ2|HMCES_HUMAN	tr|A0A8M1FVI8|A0A8M1FVI8_URSMA
OG0006331	sp|Q96HH6|TMM19_HUMAN	tr|A0A384BK76|A0A384BK76_URSMA
OG0006332	sp|Q96JB6|LOXL4_HUMAN	tr|A0A8M1FJ48|A0A8M1FJ48_URSMA
OG0006333	sp|Q96JH8|RADIL_HUMAN	tr|A0A8M1G773|A0A8M1G773_URSMA
OG0006334	sp|Q96LR7|CB050_HUMAN	tr|A0A384BZP3|A0A384BZP3_URSMA
OG0006335	sp|Q96PN7|TREF1_HUMAN	tr|A0A8M1H434|A0A8M1H434_URSMA
OG0006336	sp|Q96SF7|TBX15_HUMAN	tr|A0A384DC19|A0A384DC19_URSMA
OG0006337	sp|Q9BTL4|IER2_HUMAN	tr|A0A8M1FRW8|A0A8M1FRW8_URSMA
OG0006338	sp|Q9BX40|LS14B_HUMAN	tr|A0A8M1GFN4|A0A8M1GFN4_URSMA
OG0006339	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A384DER1|A0A384DER1_URSMA
OG0006340	sp|Q9BXT2|CCG6_HUMAN	tr|A0A8M1GCU7|A0A8M1GCU7_URSMA
OG0006341	sp|Q9H2V7|SPNS1_HUMAN	tr|A0A8M1G8X2|A0A8M1G8X2_URSMA
OG0006342	sp|Q9H756|LRC19_HUMAN	tr|A0A384CFV5|A0A384CFV5_URSMA
OG0006343	sp|Q9HA65|TBC17_HUMAN	tr|A0A8M1G3Q7|A0A8M1G3Q7_URSMA
OG0006344	sp|Q9P278|FNIP2_HUMAN	tr|A0A8M1FG15|A0A8M1FG15_URSMA
OG0006345	sp|Q9UFF9|CNOT8_HUMAN	tr|A0A384C884|A0A384C884_URSMA
OG0006346	sp|Q9UI10|EI2BD_HUMAN	tr|A0A384CUT5|A0A384CUT5_URSMA
OG0006347	sp|Q9UI95|MD2L2_HUMAN	tr|A0A384CDM2|A0A384CDM2_URSMA
OG0006348	sp|Q9UJX4|APC5_HUMAN	tr|A0A8M1EXX0|A0A8M1EXX0_URSMA
OG0006349	sp|Q9Y5V3|MAGD1_HUMAN	tr|A0A384D9G3|A0A384D9G3_URSMA
OG0006350	sp|A1Z1Q3|MACD2_HUMAN	tr|A0A8M1GG63|A0A8M1GG63_URSMA
OG0006351	sp|A4D0T7|SIM30_HUMAN	tr|A0A8M1GZ93|A0A8M1GZ93_URSMA
OG0006352	sp|A5PLL7|PDES1_HUMAN	tr|A0A8M1GS44|A0A8M1GS44_URSMA
OG0006353	sp|O00232|PSD12_HUMAN	tr|A0A384CBS7|A0A384CBS7_URSMA
OG0006354	sp|O00628|PEX7_HUMAN	tr|A0A384C3N4|A0A384C3N4_URSMA
OG0006355	sp|O14548|COX7R_HUMAN	tr|A0A384CUD9|A0A384CUD9_URSMA
OG0006356	sp|O14656|TOR1A_HUMAN	tr|A0A8M1FZS6|A0A8M1FZS6_URSMA
OG0006357	sp|O14981|BTAF1_HUMAN	tr|A0A8M1FJ38|A0A8M1FJ38_URSMA
OG0006358	sp|O43156|TTI1_HUMAN	tr|A0A384CPD7|A0A384CPD7_URSMA
OG0006359	sp|O43439|MTG8R_HUMAN	tr|A0A8M1GEM4|A0A8M1GEM4_URSMA
OG0006360	sp|O75323|NIPS2_HUMAN	tr|A0A8M1G5P6|A0A8M1G5P6_URSMA
OG0006361	sp|O75541|ZN821_HUMAN	tr|A0A384D0J9|A0A384D0J9_URSMA
OG0006362	sp|O75631|UPK3A_HUMAN	tr|A0A8M1GDB3|A0A8M1GDB3_URSMA
OG0006363	sp|O75665|OFD1_HUMAN	tr|A0A8M1GE34|A0A8M1GE34_URSMA
OG0006364	sp|O94759|TRPM2_HUMAN	tr|A0A8M1FAD2|A0A8M1FAD2_URSMA
OG0006365	sp|O94819|KBTBB_HUMAN	tr|A0A8M1GWR9|A0A8M1GWR9_URSMA
OG0006366	sp|O95377|CXB5_HUMAN	tr|A0A384CCR8|A0A384CCR8_URSMA
OG0006367	sp|O95460|MATN4_HUMAN	tr|A0A8M1GRW9|A0A8M1GRW9_URSMA
OG0006368	sp|P01579|IFNG_HUMAN	tr|A0A384BIV3|A0A384BIV3_URSMA
OG0006369	sp|P05452|TETN_HUMAN	tr|A0A384D5Y5|A0A384D5Y5_URSMA
OG0006370	sp|P05783|K1C18_HUMAN	tr|A0A384D7E7|A0A384D7E7_URSMA
OG0006371	sp|P06396|GELS_HUMAN	tr|A0A384CQG3|A0A384CQG3_URSMA
OG0006372	sp|P0CB38|PAB4L_HUMAN	tr|A0A384BM22|A0A384BM22_URSMA
OG0006373	sp|P10646|TFPI1_HUMAN	tr|A0A384BSA7|A0A384BSA7_URSMA
OG0006374	sp|P26368|U2AF2_HUMAN	tr|A0A8M1G1W1|A0A8M1G1W1_URSMA
OG0006375	sp|P28358|HXD10_HUMAN	tr|A0A384BT28|A0A384BT28_URSMA
OG0006376	sp|P35232|PHB1_HUMAN	tr|A0A8M1GM01|A0A8M1GM01_URSMA
OG0006377	sp|P36915|GNL1_HUMAN	tr|A0A384C9H3|A0A384C9H3_URSMA
OG0006378	sp|P42166|LAP2A_HUMAN	tr|A0A8M1GCB7|A0A8M1GCB7_URSMA
OG0006379	sp|P51957|NEK4_HUMAN	tr|A0A8M1FMN6|A0A8M1FMN6_URSMA
OG0006381	sp|P62877|RBX1_HUMAN	tr|A0A384D2E6|A0A384D2E6_URSMA
OG0006382	sp|Q14392|LRC32_HUMAN	tr|A0A8M1FTX1|A0A8M1FTX1_URSMA
OG0006383	sp|Q14974|IMB1_HUMAN	tr|A0A8M1GNQ1|A0A8M1GNQ1_URSMA
OG0006384	sp|Q15029|U5S1_HUMAN	tr|A0A384CBJ7|A0A384CBJ7_URSMA
OG0006385	sp|Q4KWH8|PLCH1_HUMAN	tr|A0A8M1GAB6|A0A8M1GAB6_URSMA
OG0006386	sp|Q569H4|LARGN_HUMAN	tr|A0A384CR03|A0A384CR03_URSMA
OG0006387	sp|Q5R3F8|PPR29_HUMAN	tr|A0A8M1GCP5|A0A8M1GCP5_URSMA
OG0006388	sp|Q5T7B8|KIF24_HUMAN	tr|A0A384CEW1|A0A384CEW1_URSMA
OG0006389	sp|Q5VTR2|BRE1A_HUMAN	tr|A0A384DGH1|A0A384DGH1_URSMA
OG0006390	sp|Q5W5W9|RES18_HUMAN	tr|A0A384C324|A0A384C324_URSMA
OG0006391	sp|Q63HK3|ZKSC2_HUMAN	tr|A0A384BMD0|A0A384BMD0_URSMA
OG0006392	sp|Q68DV7|RNF43_HUMAN	tr|A0A8M1GMA0|A0A8M1GMA0_URSMA
OG0006393	sp|Q6AHZ1|Z518A_HUMAN	tr|A0A384CWX0|A0A384CWX0_URSMA
OG0006394	sp|Q6P4R8|NFRKB_HUMAN	tr|A0A8M1FUD1|A0A8M1FUD1_URSMA
OG0006395	sp|Q6UW01|CBLN3_HUMAN	tr|A0A384DJR2|A0A384DJR2_URSMA
OG0006396	sp|Q6YP21|KAT3_HUMAN	tr|A0A8M1FL12|A0A8M1FL12_URSMA
OG0006397	sp|Q6ZMW2|ZN782_HUMAN	tr|A0A384DSQ5|A0A384DSQ5_URSMA
OG0006398	sp|Q7L2H7|EIF3M_HUMAN	tr|A0A384BR48|A0A384BR48_URSMA
OG0006399	sp|Q7L3T8|SYPM_HUMAN	tr|A0A8M1FIJ2|A0A8M1FIJ2_URSMA
OG0006400	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A384CT63|A0A384CT63_URSMA
OG0006401	sp|Q8N0Y2|ZN444_HUMAN	tr|A0A8M1G544|A0A8M1G544_URSMA
OG0006402	sp|Q8N4T4|ARG39_HUMAN	tr|A0A384CEV9|A0A384CEV9_URSMA
OG0006403	sp|Q8NC24|RELL2_HUMAN	tr|A0A8M1FBS0|A0A8M1FBS0_URSMA
OG0006404	sp|Q8ND94|LRN4L_HUMAN	tr|A0A384DFE8|A0A384DFE8_URSMA
OG0006405	sp|Q8TAY7|F110D_HUMAN	tr|A0A384CF76|A0A384CF76_URSMA
OG0006406	sp|Q8TD17|ZN398_HUMAN	tr|A0A8M1GVL2|A0A8M1GVL2_URSMA
OG0006407	sp|Q8WXF8|DEDD2_HUMAN	tr|A0A8M1G5V0|A0A8M1G5V0_URSMA
OG0006408	sp|Q92502|STAR8_HUMAN	tr|A0A8M1FTC6|A0A8M1FTC6_URSMA
OG0006409	sp|Q96B23|CR025_HUMAN	tr|A0A384C600|A0A384C600_URSMA
OG0006410	sp|Q96EY5|MB12A_HUMAN	tr|A0A8M1FXP3|A0A8M1FXP3_URSMA
OG0006411	sp|Q96GI7|FA89A_HUMAN	tr|A0A8M1FDW0|A0A8M1FDW0_URSMA
OG0006412	sp|Q96T60|PNKP_HUMAN	tr|A0A8M1G6L5|A0A8M1G6L5_URSMA
OG0006413	sp|Q99459|CDC5L_HUMAN	tr|A0A384C6J6|A0A384C6J6_URSMA
OG0006414	sp|Q99616|CCL13_HUMAN	tr|A0A384CFJ5|A0A384CFJ5_URSMA
OG0006415	sp|Q99814|EPAS1_HUMAN	tr|A0A384CT77|A0A384CT77_URSMA
OG0006416	sp|Q9BZC7|ABCA2_HUMAN	tr|A0A8M1G7N7|A0A8M1G7N7_URSMA
OG0006417	sp|Q9H246|CA021_HUMAN	tr|A0A8M1GC02|A0A8M1GC02_URSMA
OG0006418	sp|Q9H3J6|MTRFR_HUMAN	tr|A0A8M1F274|A0A8M1F274_URSMA
OG0006419	sp|Q9NVL8|CC198_HUMAN	tr|A0A384CZP8|A0A384CZP8_URSMA
OG0006420	sp|Q9NY28|GALT8_HUMAN	tr|A0A384BGX4|A0A384BGX4_URSMA
OG0006421	sp|Q9NZ20|PA2G3_HUMAN	tr|A0A384DP43|A0A384DP43_URSMA
OG0006422	sp|Q9UPQ4|TRI35_HUMAN	tr|A0A8M1FPM9|A0A8M1FPM9_URSMA
OG0006423	sp|A0A1B0GVD1|F237B_HUMAN	tr|A0A452UWG2|A0A452UWG2_URSMA
OG0006424	sp|A0A1B0GVS7|MDFI2_HUMAN	tr|A0A8M1FL18|A0A8M1FL18_URSMA
OG0006425	sp|A6NK59|ASB14_HUMAN	tr|A0A384D454|A0A384D454_URSMA
OG0006426	sp|A8MQ03|CRTP1_HUMAN	tr|A0A384D722|A0A384D722_URSMA
OG0006427	sp|C9JLR9|ZFTA_HUMAN	tr|A0A8M1GGB8|A0A8M1GGB8_URSMA
OG0006428	sp|O15063|GRRE1_HUMAN	tr|A0A384DKU8|A0A384DKU8_URSMA
OG0006429	sp|O43150|ASAP2_HUMAN	tr|A0A8M1F9Y3|A0A8M1F9Y3_URSMA
OG0006430	sp|O43280|TREA_HUMAN	tr|A0A384C052|A0A384C052_URSMA
OG0006431	sp|O60613|SEP15_HUMAN	tr|A0A384C1Z0|A0A384C1Z0_URSMA
OG0006432	sp|O75325|LRRN2_HUMAN	tr|A0A8M1G9W3|A0A8M1G9W3_URSMA
OG0006433	sp|O75343|GCYB2_HUMAN	tr|A0A8M1F460|A0A8M1F460_URSMA
OG0006434	sp|O76038|SEGN_HUMAN	tr|A0A384C8J6|A0A384C8J6_URSMA
OG0006435	sp|O94782|UBP1_HUMAN	tr|A0A384C2D7|A0A384C2D7_URSMA
OG0006436	sp|P03915|NU5M_HUMAN	tr|Q8SJG5|Q8SJG5_URSMA
OG0006437	sp|P04920|B3A2_HUMAN	tr|A0A8M1GY15|A0A8M1GY15_URSMA
OG0006438	sp|P07202|PERT_HUMAN	tr|A0A8M1FDH5|A0A8M1FDH5_URSMA
OG0006439	sp|P12034|FGF5_HUMAN	tr|A0A384CAQ9|A0A384CAQ9_URSMA
OG0006440	sp|P12755|SKI_HUMAN	tr|A0A8M1H0P9|A0A8M1H0P9_URSMA
OG0006441	sp|P36508|ZNF76_HUMAN	tr|A0A8M1H0P1|A0A8M1H0P1_URSMA
OG0006442	sp|P49238|CX3C1_HUMAN	tr|A0A384DMI0|A0A384DMI0_URSMA
OG0006443	sp|P55259|GP2_HUMAN	tr|A0A384CK07|A0A384CK07_URSMA
OG0006444	sp|P59942|MCCD1_HUMAN	tr|A0A384DT28|A0A384DT28_URSMA
OG0006445	sp|P62256|UBE2H_HUMAN	tr|A0A8M1GXM0|A0A8M1GXM0_URSMA
OG0006446	sp|Q01780|EXOSX_HUMAN	tr|A0A8M1H304|A0A8M1H304_URSMA
OG0006447	sp|Q13370|PDE3B_HUMAN	tr|A0A8M1GGJ2|A0A8M1GGJ2_URSMA
OG0006448	sp|Q15034|HERC3_HUMAN	tr|A0A384DEC4|A0A384DEC4_URSMA
OG0006449	sp|Q15654|TRIP6_HUMAN	tr|A0A384CQC9|A0A384CQC9_URSMA
OG0006450	sp|Q16206|ENOX2_HUMAN	tr|A0A384CYE2|A0A384CYE2_URSMA
OG0006451	sp|Q2M2W7|CQ058_HUMAN	tr|A0A8M1GY65|A0A8M1GY65_URSMA
OG0006452	sp|Q5H9F3|BCORL_HUMAN	tr|A0A8M1FMD6|A0A8M1FMD6_URSMA
OG0006453	sp|Q5KU26|COL12_HUMAN	tr|A0A8M1G261|A0A8M1G261_URSMA
OG0006454	sp|Q5TGS1|HES3_HUMAN	tr|A0A384CEA8|A0A384CEA8_URSMA
OG0006455	sp|Q66K74|MAP1S_HUMAN	tr|A0A8M1FNP1|A0A8M1FNP1_URSMA
OG0006456	sp|Q68CR7|LRC66_HUMAN	tr|A0A384CYX8|A0A384CYX8_URSMA
OG0006457	sp|Q6DN14|MCTP1_HUMAN	tr|A0A8M1F822|A0A8M1F822_URSMA
OG0006458	sp|Q6NUQ4|TM214_HUMAN	tr|A0A8M1FDV9|A0A8M1FDV9_URSMA
OG0006459	sp|Q6T4P5|PLPR3_HUMAN	tr|A0A8M1FL77|A0A8M1FL77_URSMA
OG0006460	sp|Q6UW78|UQCC3_HUMAN	tr|A0A384DFE7|A0A384DFE7_URSMA
OG0006461	sp|Q6UWP8|SBSN_HUMAN	tr|A0A384DTF4|A0A384DTF4_URSMA
OG0006462	sp|Q6W5P4|NPSR1_HUMAN	tr|A0A384BRC5|A0A384BRC5_URSMA
