Orthogroup	Homo_sapiens	Neotoma_lepida
OG0010356	sp|O43167|ZBT24_HUMAN	tr|A0A1A6HLI7|A0A1A6HLI7_NEOLE
OG0010357	sp|O75396|SC22B_HUMAN	tr|A0A1A6H1I5|A0A1A6H1I5_NEOLE
OG0010358	sp|O95190|OAZ2_HUMAN	tr|A0A1A6HLC9|A0A1A6HLC9_NEOLE
OG0010359	sp|P10747|CD28_HUMAN	tr|A0A1A6HRE2|A0A1A6HRE2_NEOLE
OG0010360	sp|P11686|PSPC_HUMAN	tr|A0A1A6H3T7|A0A1A6H3T7_NEOLE
OG0010361	sp|P14653|HXB1_HUMAN	tr|A0A1A6HGN2|A0A1A6HGN2_NEOLE
OG0010362	sp|P20042|IF2B_HUMAN	tr|A0A1A6H7F9|A0A1A6H7F9_NEOLE
OG0010363	sp|P24593|IBP5_HUMAN	tr|A0A1A6GVN7|A0A1A6GVN7_NEOLE
OG0010364	sp|P31260|HXA10_HUMAN	tr|A0A1A6FUW7|A0A1A6FUW7_NEOLE
OG0010365	sp|P34969|5HT7R_HUMAN	tr|A0A1A6GPT3|A0A1A6GPT3_NEOLE
OG0010366	sp|P53672|CRBA2_HUMAN	tr|A0A1A6G2Z2|A0A1A6G2Z2_NEOLE
OG0010367	sp|P61026|RAB10_HUMAN	tr|A0A1A6GZB4|A0A1A6GZB4_NEOLE
OG0010368	sp|Q01433|AMPD2_HUMAN	tr|A0A1A6GHS8|A0A1A6GHS8_NEOLE
OG0010369	sp|Q03164|KMT2A_HUMAN	tr|A0A1A6FX23|A0A1A6FX23_NEOLE
OG0010370	sp|Q12929|EPS8_HUMAN	tr|A0A1A6G1D1|A0A1A6G1D1_NEOLE
OG0010371	sp|Q13519|PNOC_HUMAN	tr|A0A1A6GTB4|A0A1A6GTB4_NEOLE
OG0010372	sp|Q14154|DELE1_HUMAN	tr|A0A1A6GI17|A0A1A6GI17_NEOLE
OG0010373	sp|Q16658|FSCN1_HUMAN	tr|A0A1A6HKX6|A0A1A6HKX6_NEOLE
OG0010374	sp|Q4ADV7|RIC1_HUMAN	tr|A0A1A6H894|A0A1A6H894_NEOLE
OG0010375	sp|Q6T310|RSLBA_HUMAN	tr|A0A1A6HAR1|A0A1A6HAR1_NEOLE
OG0010376	sp|Q71H61|ILDR2_HUMAN	tr|A0A1A6GFW5|A0A1A6GFW5_NEOLE
OG0010377	sp|Q7Z572|SPT21_HUMAN	tr|A0A1A6GQM4|A0A1A6GQM4_NEOLE
OG0010378	sp|Q8IUH2|CREG2_HUMAN	tr|A0A1A6HI79|A0A1A6HI79_NEOLE
OG0010379	sp|Q8IYK2|CC105_HUMAN	tr|A0A1A6HD53|A0A1A6HD53_NEOLE
OG0010380	sp|Q8N1S5|S39AB_HUMAN	tr|A0A1A6GYW5|A0A1A6GYW5_NEOLE
OG0010381	sp|Q8N8A6|DDX51_HUMAN	tr|A0A1A6GQZ3|A0A1A6GQZ3_NEOLE
OG0010382	sp|Q8NCL8|TM116_HUMAN	tr|A0A1A6FZ44|A0A1A6FZ44_NEOLE
OG0010383	sp|Q8NCR0|B3GL2_HUMAN	tr|A0A1A6GZU5|A0A1A6GZU5_NEOLE
OG0010384	sp|Q8NFU7|TET1_HUMAN	tr|A0A1A6HL02|A0A1A6HL02_NEOLE
OG0010385	sp|Q8TAQ9|SUN3_HUMAN	tr|A0A1A6GFD6|A0A1A6GFD6_NEOLE
OG0010386	sp|Q92567|F168A_HUMAN	tr|A0A1A6GI96|A0A1A6GI96_NEOLE
OG0010387	sp|Q96MT1|RN145_HUMAN	tr|A0A1A6H4F1|A0A1A6H4F1_NEOLE
OG0010388	sp|Q99797|MIPEP_HUMAN	tr|A0A1A6H7N1|A0A1A6H7N1_NEOLE
OG0010389	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A1A6GNM9|A0A1A6GNM9_NEOLE
OG0010390	sp|Q9BUY7|EFC11_HUMAN	tr|A0A1A6HLJ6|A0A1A6HLJ6_NEOLE
OG0010391	sp|Q9H000|MKRN2_HUMAN	tr|A0A1A6GHX0|A0A1A6GHX0_NEOLE
OG0010392	sp|Q9H0H5|RGAP1_HUMAN	tr|A0A1A6HND5|A0A1A6HND5_NEOLE
OG0010393	sp|Q9H3H1|MOD5_HUMAN	tr|A0A1A6HSZ9|A0A1A6HSZ9_NEOLE
OG0010394	sp|Q9NPE2|NGRN_HUMAN	tr|A0A1A6G4C2|A0A1A6G4C2_NEOLE
OG0010395	sp|Q9NPI8|FANCF_HUMAN	tr|A0A1A6GV89|A0A1A6GV89_NEOLE
OG0010396	sp|Q9NRQ5|SMCO4_HUMAN	tr|A0A1A6H6W1|A0A1A6H6W1_NEOLE
OG0010397	sp|Q9NS66|GP173_HUMAN	tr|A0A1A6HZL7|A0A1A6HZL7_NEOLE
OG0010398	sp|Q9NV64|TM39A_HUMAN	tr|A0A1A6GXR0|A0A1A6GXR0_NEOLE
OG0010399	sp|Q9NYK5|RM39_HUMAN	tr|A0A1A6HVR2|A0A1A6HVR2_NEOLE
OG0010400	sp|Q9UMZ3|PTPRQ_HUMAN	tr|A0A1A6GNA3|A0A1A6GNA3_NEOLE
OG0010401	sp|Q9UNP9|PPIE_HUMAN	tr|A0A1A6HQY1|A0A1A6HQY1_NEOLE
OG0010402	sp|Q9Y446|PKP3_HUMAN	tr|A0A1A6GY31|A0A1A6GY31_NEOLE
OG0010403	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A1A6HIR6|A0A1A6HIR6_NEOLE
OG0010404	tr|A0A494C1I1|A0A494C1I1_HUMAN	tr|A0A1A6HJT5|A0A1A6HJT5_NEOLE
OG0010405	sp|A4D1F6|LRRD1_HUMAN	tr|A0A1A6HBY3|A0A1A6HBY3_NEOLE
OG0010406	sp|A6NGG8|PCARE_HUMAN	tr|A0A1A6FVM4|A0A1A6FVM4_NEOLE
OG0010407	sp|A6NMZ2|SNTAN_HUMAN	tr|A0A1A6G3T2|A0A1A6G3T2_NEOLE
OG0010408	sp|O75900|MMP23_HUMAN	tr|A0A1A6HS44|A0A1A6HS44_NEOLE
OG0010409	sp|O95751|LDOC1_HUMAN	tr|A0A1A6GUS5|A0A1A6GUS5_NEOLE
OG0010410	sp|O95867|LY66C_HUMAN	tr|A0A1A6G2R9|A0A1A6G2R9_NEOLE
OG0010411	sp|P00480|OTC_HUMAN	tr|A0A1A6GIC4|A0A1A6GIC4_NEOLE
OG0010412	sp|P16284|PECA1_HUMAN	tr|A0A1A6HEP6|A0A1A6HEP6_NEOLE
OG0010413	sp|P28066|PSA5_HUMAN	tr|A0A1A6GHU4|A0A1A6GHU4_NEOLE
OG0010414	sp|P43351|RAD52_HUMAN	tr|A0A1A6HXJ5|A0A1A6HXJ5_NEOLE
OG0010415	sp|P49675|STAR_HUMAN	tr|A0A1A6GLJ2|A0A1A6GLJ2_NEOLE
OG0010416	sp|P78426|NKX61_HUMAN	tr|A0A1A6G0F9|A0A1A6G0F9_NEOLE
OG0010417	sp|P82932|RT06_HUMAN	tr|A0A1A6HLW2|A0A1A6HLW2_NEOLE
OG0010418	sp|Q02535|ID3_HUMAN	tr|A0A1A6GCK8|A0A1A6GCK8_NEOLE
OG0010419	sp|Q14140|SRTD2_HUMAN	tr|A0A1A6H6Q4|A0A1A6H6Q4_NEOLE
OG0010420	sp|Q14162|SREC_HUMAN	tr|A0A1A6I0U8|A0A1A6I0U8_NEOLE
OG0010421	sp|Q16401|PSMD5_HUMAN	tr|A0A1A6H2H9|A0A1A6H2H9_NEOLE
OG0010422	sp|Q2TB18|ASTE1_HUMAN	tr|A0A1A6GPU1|A0A1A6GPU1_NEOLE
OG0010423	sp|Q6IAA8|LTOR1_HUMAN	tr|A0A1A6H7S5|A0A1A6H7S5_NEOLE
OG0010424	sp|Q6IEG0|SNR48_HUMAN	tr|A0A1A6HT64|A0A1A6HT64_NEOLE
OG0010425	sp|Q6PJ61|FBX46_HUMAN	tr|A0A1A6GF49|A0A1A6GF49_NEOLE
OG0010426	sp|Q70IA6|MOB2_HUMAN	tr|A0A1A6HZ83|A0A1A6HZ83_NEOLE
OG0010427	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A1A6FX54|A0A1A6FX54_NEOLE
OG0010428	sp|Q8IY47|KBTB2_HUMAN	tr|A0A1A6HCV9|A0A1A6HCV9_NEOLE
OG0010429	sp|Q8IY67|RAVR1_HUMAN	tr|A0A1A6HMH0|A0A1A6HMH0_NEOLE
OG0010430	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A1A6HHF4|A0A1A6HHF4_NEOLE
OG0010431	sp|Q96B33|CLD23_HUMAN	tr|A0A1A6FU55|A0A1A6FU55_NEOLE
OG0010432	sp|Q96EE4|CC126_HUMAN	tr|A0A1A6GD66|A0A1A6GD66_NEOLE
OG0010433	sp|Q96GD0|PLPP_HUMAN	tr|A0A1A6GUX6|A0A1A6GUX6_NEOLE
OG0010434	sp|Q96I24|FUBP3_HUMAN	tr|A0A1A6GV85|A0A1A6GV85_NEOLE
OG0010435	sp|Q96KG7|MEG10_HUMAN	tr|A0A1A6H6X4|A0A1A6H6X4_NEOLE
OG0010436	sp|Q96KS9|F167A_HUMAN	tr|A0A1A6HXZ5|A0A1A6HXZ5_NEOLE
OG0010437	sp|Q96RU2|UBP28_HUMAN	tr|A0A1A6HRY5|A0A1A6HRY5_NEOLE
OG0010438	sp|Q96RY5|CRML_HUMAN	tr|A0A1A6HDU6|A0A1A6HDU6_NEOLE
OG0010439	sp|Q99727|TIMP4_HUMAN	tr|A0A1A6H8T0|A0A1A6H8T0_NEOLE
OG0010440	sp|Q9BSE4|HERP2_HUMAN	tr|A0A1A6FZP3|A0A1A6FZP3_NEOLE
OG0010441	sp|Q9BXS4|TMM59_HUMAN	tr|A0A1A6HGA8|A0A1A6HGA8_NEOLE
OG0010442	sp|Q9H305|CDIP1_HUMAN	tr|A0A1A6GMH5|A0A1A6GMH5_NEOLE
OG0010443	sp|Q9H497|TOR3A_HUMAN	tr|A0A1A6GEH3|A0A1A6GEH3_NEOLE
OG0010444	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A1A6GGG9|A0A1A6GGG9_NEOLE
OG0010445	sp|Q9P0W0|IFNK_HUMAN	tr|A0A1A6FZR6|A0A1A6FZR6_NEOLE
OG0010446	sp|Q9P2F5|STOX2_HUMAN	tr|A0A1A6HKZ4|A0A1A6HKZ4_NEOLE
OG0010447	sp|Q9UHN6|CEIP2_HUMAN	tr|A0A1A6H7B6|A0A1A6H7B6_NEOLE
OG0010448	sp|Q9UMX5|NENF_HUMAN	tr|A0A1A6GSD8|A0A1A6GSD8_NEOLE
OG0010449	sp|Q9Y265|RUVB1_HUMAN	tr|A0A1A6GL73|A0A1A6GL73_NEOLE
OG0010450	sp|B7ZBB8|PP13G_HUMAN	tr|A0A1A6HKJ5|A0A1A6HKJ5_NEOLE
OG0010451	sp|O00461|GOLI4_HUMAN	tr|A0A1A6HVQ5|A0A1A6HVQ5_NEOLE
OG0010452	sp|O75419|CDC45_HUMAN	tr|A0A1A6GDY9|A0A1A6GDY9_NEOLE
OG0010453	sp|O95147|DUS14_HUMAN	tr|A0A1A6G151|A0A1A6G151_NEOLE
OG0010454	sp|O95409|ZIC2_HUMAN	tr|A0A1A6HSQ8|A0A1A6HSQ8_NEOLE
OG0010455	sp|P00451|FA8_HUMAN	tr|A0A1A6HJV3|A0A1A6HJV3_NEOLE
OG0010456	sp|P10515|ODP2_HUMAN	tr|A0A1A6HXY8|A0A1A6HXY8_NEOLE
OG0010457	sp|P22466|GALA_HUMAN	tr|A0A1A6HI60|A0A1A6HI60_NEOLE
OG0010458	sp|P24347|MMP11_HUMAN	tr|A0A1A6H1G9|A0A1A6H1G9_NEOLE
OG0010460	sp|P35251|RFC1_HUMAN	tr|A0A1A6GJI3|A0A1A6GJI3_NEOLE
OG0010461	sp|P51170|SCNNG_HUMAN	tr|A0A1A6HB45|A0A1A6HB45_NEOLE
OG0010462	sp|Q00536|CDK16_HUMAN	tr|A0A1A6HQK7|A0A1A6HQK7_NEOLE
OG0010463	sp|Q13829|BACD2_HUMAN	tr|A0A1A6GNW8|A0A1A6GNW8_NEOLE
OG0010464	sp|Q15398|DLGP5_HUMAN	tr|A0A1A6HCX9|A0A1A6HCX9_NEOLE
OG0010465	sp|Q16611|BAK_HUMAN	tr|A0A1A6FY76|A0A1A6FY76_NEOLE
OG0010466	sp|Q4V328|GRAP1_HUMAN	tr|A0A1A6HS90|A0A1A6HS90_NEOLE
OG0010467	sp|Q5XG92|EST4A_HUMAN	tr|A0A1A6FWJ3|A0A1A6FWJ3_NEOLE
OG0010468	sp|Q5XKR4|OTP_HUMAN	tr|A0A1A6GFH9|A0A1A6GFH9_NEOLE
OG0010469	sp|Q6P4I2|WDR73_HUMAN	tr|A0A1A6G3E2|A0A1A6G3E2_NEOLE
OG0010470	sp|Q6Q0C1|S2547_HUMAN	tr|A0A1A6HYQ1|A0A1A6HYQ1_NEOLE
OG0010471	sp|Q86VR8|FJX1_HUMAN	tr|A0A1A6HHX2|A0A1A6HHX2_NEOLE
OG0010472	sp|Q86XI2|CNDG2_HUMAN	tr|A0A1A6H0K4|A0A1A6H0K4_NEOLE
OG0010473	sp|Q8IW50|F219A_HUMAN	tr|A0A1A6GN39|A0A1A6GN39_NEOLE
OG0010474	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A1A6H0E4|A0A1A6H0E4_NEOLE
OG0010475	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A1A6FVE8|A0A1A6FVE8_NEOLE
OG0010476	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A1A6H3C4|A0A1A6H3C4_NEOLE
OG0010477	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A1A6HAY0|A0A1A6HAY0_NEOLE
OG0010478	sp|Q96B26|EXOS8_HUMAN	tr|A0A1A6GF25|A0A1A6GF25_NEOLE
OG0010479	sp|Q96HA8|NTAQ1_HUMAN	tr|A0A1A6GMB8|A0A1A6GMB8_NEOLE
OG0010480	sp|Q96HA9|PX11C_HUMAN	tr|A0A1A6HSU3|A0A1A6HSU3_NEOLE
OG0010481	sp|Q99732|LITAF_HUMAN	tr|A0A1A6GSL7|A0A1A6GSL7_NEOLE
OG0010482	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A1A6GS96|A0A1A6GS96_NEOLE
OG0010483	sp|Q9BUF7|CRUM3_HUMAN	tr|A0A1A6H8S5|A0A1A6H8S5_NEOLE
OG0010484	sp|Q9BUJ2|HNRL1_HUMAN	tr|A0A1A6HVH0|A0A1A6HVH0_NEOLE
OG0010485	sp|Q9C0B0|UNK_HUMAN	tr|A0A1A6G2V9|A0A1A6G2V9_NEOLE
OG0010486	sp|Q9NUE0|ZDH18_HUMAN	tr|A0A1A6GCJ3|A0A1A6GCJ3_NEOLE
OG0010487	sp|Q9NW75|GPTC2_HUMAN	tr|A0A1A6GCW4|A0A1A6GCW4_NEOLE
OG0010488	sp|Q9NY43|BARH2_HUMAN	tr|A0A1A6HXG5|A0A1A6HXG5_NEOLE
OG0010489	sp|Q9NZN8|CNOT2_HUMAN	tr|A0A1A6GEA0|A0A1A6GEA0_NEOLE
OG0010490	sp|Q9ULR5|PAI2B_HUMAN	tr|A0A1A6HE32|A0A1A6HE32_NEOLE
OG0010491	sp|Q9Y2K2|SIK3_HUMAN	tr|A0A1A6H9W8|A0A1A6H9W8_NEOLE
OG0010492	sp|Q9Y4W2|LAS1L_HUMAN	tr|A0A1A6G3P6|A0A1A6G3P6_NEOLE
OG0010493	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A1A6HRA8|A0A1A6HRA8_NEOLE
OG0010494	sp|Q9Y5X0|SNX10_HUMAN	tr|A0A1A6GM19|A0A1A6GM19_NEOLE
OG0010495	sp|A6NFE2|SMCO2_HUMAN	tr|A0A1A6HY14|A0A1A6HY14_NEOLE
OG0010496	sp|A6NFI3|ZN316_HUMAN	tr|A0A1A6GFG4|A0A1A6GFG4_NEOLE
OG0010497	sp|O14618|CCS_HUMAN	tr|A0A1A6HW90|A0A1A6HW90_NEOLE
OG0010498	sp|O43320|FGF16_HUMAN	tr|A0A1A6GGV3|A0A1A6GGV3_NEOLE
OG0010499	sp|O43772|MCAT_HUMAN	tr|A0A1A6H132|A0A1A6H132_NEOLE
OG0010500	sp|O60602|TLR5_HUMAN	tr|A0A1A6H5Q7|A0A1A6H5Q7_NEOLE
OG0010501	sp|O95365|ZBT7A_HUMAN	tr|A0A1A6G293|A0A1A6G293_NEOLE
OG0010502	sp|P02753|RET4_HUMAN	tr|A0A1A6HM39|A0A1A6HM39_NEOLE
OG0010503	sp|P47974|TISD_HUMAN	tr|A0A1A6GHH5|A0A1A6GHH5_NEOLE
OG0010504	sp|P49447|CY561_HUMAN	tr|A0A1A6HFP5|A0A1A6HFP5_NEOLE
OG0010505	sp|P51116|FXR2_HUMAN	tr|A0A1A6GYD6|A0A1A6GYD6_NEOLE
OG0010506	sp|P60321|NANO2_HUMAN	tr|A0A1A6GGF9|A0A1A6GGF9_NEOLE
OG0010507	sp|P61278|SMS_HUMAN	tr|A0A1A6HV77|A0A1A6HV77_NEOLE
OG0010508	sp|P98155|VLDLR_HUMAN	tr|A0A1A6GR90|A0A1A6GR90_NEOLE
OG0010509	sp|Q08174|PCDH1_HUMAN	tr|A0A1A6GJA1|A0A1A6GJA1_NEOLE
OG0010510	sp|Q12768|WASC5_HUMAN	tr|A0A1A6G3F7|A0A1A6G3F7_NEOLE
OG0010511	sp|Q12841|FSTL1_HUMAN	tr|A0A1A6GYV3|A0A1A6GYV3_NEOLE
OG0010512	sp|Q13103|SPP24_HUMAN	tr|A0A1A6H370|A0A1A6H370_NEOLE
OG0010513	sp|Q14183|DOC2A_HUMAN	tr|A0A1A6FVK8|A0A1A6FVK8_NEOLE
OG0010514	sp|Q15596|NCOA2_HUMAN	tr|A0A1A6HN50|A0A1A6HN50_NEOLE
OG0010515	sp|Q5SSJ5|HP1B3_HUMAN	tr|A0A1A6GSJ0|A0A1A6GSJ0_NEOLE
OG0010516	sp|Q5VTB9|RN220_HUMAN	tr|A0A1A6GY85|A0A1A6GY85_NEOLE
OG0010517	sp|Q6UUV9|CRTC1_HUMAN	tr|A0A1A6GFR9|A0A1A6GFR9_NEOLE
OG0010518	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A1A6G3K3|A0A1A6G3K3_NEOLE
OG0010519	sp|Q7L5N1|CSN6_HUMAN	tr|A0A1A6HS07|A0A1A6HS07_NEOLE
OG0010520	sp|Q7L985|LIGO2_HUMAN	tr|A0A1A6GU58|A0A1A6GU58_NEOLE
OG0010521	sp|Q86Y13|DZIP3_HUMAN	tr|A0A1A6H4Z8|A0A1A6H4Z8_NEOLE
OG0010522	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A1A6HBE7|A0A1A6HBE7_NEOLE
OG0010523	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A1A6GF96|A0A1A6GF96_NEOLE
OG0010524	sp|Q8NCK7|MOT11_HUMAN	tr|A0A1A6HR25|A0A1A6HR25_NEOLE
OG0010525	sp|Q8NFZ0|FBH1_HUMAN	tr|A0A1A6G184|A0A1A6G184_NEOLE
OG0010526	sp|Q8NG68|TTL_HUMAN	tr|A0A1A6HKL3|A0A1A6HKL3_NEOLE
OG0010527	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A1A6FXB7|A0A1A6FXB7_NEOLE
OG0010528	sp|Q96BM1|ANKR9_HUMAN	tr|A0A1A6GHJ6|A0A1A6GHJ6_NEOLE
OG0010529	sp|Q96F46|I17RA_HUMAN	tr|A0A1A6HG51|A0A1A6HG51_NEOLE
OG0010530	sp|Q96M53|TBATA_HUMAN	tr|A0A1A6HLM8|A0A1A6HLM8_NEOLE
OG0010531	sp|Q99967|CITE2_HUMAN	tr|A0A1A6HVR9|A0A1A6HVR9_NEOLE
OG0010532	sp|Q9BSW7|SYT17_HUMAN	tr|A0A1A6FVU6|A0A1A6FVU6_NEOLE
OG0010533	sp|Q9C0J9|BHE41_HUMAN	tr|A0A1A6GLZ5|A0A1A6GLZ5_NEOLE
OG0010534	sp|Q9H607|OCEL1_HUMAN	tr|A0A1A6FXN4|A0A1A6FXN4_NEOLE
OG0010535	sp|Q9HAC8|UBTD1_HUMAN	tr|A0A1A6GFY6|A0A1A6GFY6_NEOLE
OG0010536	sp|Q9HB71|CYBP_HUMAN	tr|A0A1A6H0G7|A0A1A6H0G7_NEOLE
OG0010537	sp|Q9HC29|NOD2_HUMAN	tr|A0A1A6GLU8|A0A1A6GLU8_NEOLE
OG0010538	sp|Q9HDC9|APMAP_HUMAN	tr|A0A1A6G225|A0A1A6G225_NEOLE
OG0010539	sp|Q9NX24|NHP2_HUMAN	tr|A0A1A6HJC9|A0A1A6HJC9_NEOLE
OG0010540	sp|Q9NZM4|BICRA_HUMAN	tr|A0A1A6HIV0|A0A1A6HIV0_NEOLE
OG0010541	sp|Q9UBN7|HDAC6_HUMAN	tr|A0A1A6HSF1|A0A1A6HSF1_NEOLE
OG0010542	sp|Q9UHY8|FEZ2_HUMAN	tr|A0A1A6GMC8|A0A1A6GMC8_NEOLE
OG0010543	sp|Q9ULS6|KCNS2_HUMAN	tr|A0A1A6GTT0|A0A1A6GTT0_NEOLE
OG0010544	sp|Q9Y2F5|ICE1_HUMAN	tr|A0A1A6HNU9|A0A1A6HNU9_NEOLE
OG0010545	sp|Q9Y6M5|ZNT1_HUMAN	tr|A0A1A6GTW8|A0A1A6GTW8_NEOLE
OG0010546	sp|O14972|VP26C_HUMAN	tr|A0A1A6GM79|A0A1A6GM79_NEOLE
OG0010547	sp|O15432|COPT2_HUMAN	tr|A0A1A6HF33|A0A1A6HF33_NEOLE
OG0010548	sp|O43676|NDUB3_HUMAN	tr|A0A1A6H2E5|A0A1A6H2E5_NEOLE
OG0010549	sp|O75949|NALF2_HUMAN	tr|A0A1A6I161|A0A1A6I161_NEOLE
OG0010550	sp|P0C7I6|CC159_HUMAN	tr|A0A1A6HME7|A0A1A6HME7_NEOLE
OG0010551	sp|P28288|ABCD3_HUMAN	tr|A0A1A6GR10|A0A1A6GR10_NEOLE
OG0010552	sp|P31040|SDHA_HUMAN	tr|A0A1A6HMK9|A0A1A6HMK9_NEOLE
OG0010553	sp|P32970|CD70_HUMAN	tr|A0A1A6H8R4|A0A1A6H8R4_NEOLE
OG0010554	sp|P35367|HRH1_HUMAN	tr|A0A1A6HDW3|A0A1A6HDW3_NEOLE
OG0010555	sp|P54851|EMP2_HUMAN	tr|A0A1A6GSZ0|A0A1A6GSZ0_NEOLE
OG0010556	sp|P54886|P5CS_HUMAN	tr|A0A1A6GVD9|A0A1A6GVD9_NEOLE
OG0010557	sp|Q02556|IRF8_HUMAN	tr|A0A1A6HAX2|A0A1A6HAX2_NEOLE
OG0010558	sp|Q15582|BGH3_HUMAN	tr|A0A1A6HQG0|A0A1A6HQG0_NEOLE
OG0010559	sp|Q16348|S15A2_HUMAN	tr|A0A1A6HVB2|A0A1A6HVB2_NEOLE
OG0010560	sp|Q6ZMJ2|SCAR5_HUMAN	tr|A0A1A6HNW9|A0A1A6HNW9_NEOLE
OG0010561	sp|Q86VH5|LRRT3_HUMAN	tr|A0A1A6HH03|A0A1A6HH03_NEOLE
OG0010562	sp|Q8IXL9|IQCF2_HUMAN	tr|A0A1A6HAU8|A0A1A6HAU8_NEOLE
OG0010563	sp|Q8NBK3|SUMF1_HUMAN	tr|A0A1A6HD94|A0A1A6HD94_NEOLE
OG0010564	sp|Q8NGX0|O11L1_HUMAN	tr|A0A1A6FX08|A0A1A6FX08_NEOLE
OG0010565	sp|Q8NHM5|KDM2B_HUMAN	tr|A0A1A6HN04|A0A1A6HN04_NEOLE
OG0010566	sp|Q8TBY8|PMFBP_HUMAN	tr|A0A1A6H881|A0A1A6H881_NEOLE
OG0010567	sp|Q8TDL5|BPIB1_HUMAN	tr|A0A1A6H6E9|A0A1A6H6E9_NEOLE
OG0010568	sp|Q8WTW4|NPRL2_HUMAN	tr|A0A1A6H0Z6|A0A1A6H0Z6_NEOLE
OG0010569	sp|Q8WWT9|S13A3_HUMAN	tr|A0A1A6HUF0|A0A1A6HUF0_NEOLE
OG0010570	sp|Q8WZ74|CTTB2_HUMAN	tr|A0A1A6FZX4|A0A1A6FZX4_NEOLE
OG0010571	sp|Q96CD2|COAC_HUMAN	tr|A0A1A6H2D9|A0A1A6H2D9_NEOLE
OG0010572	sp|Q96KN9|CXD4_HUMAN	tr|A0A1A6GEW5|A0A1A6GEW5_NEOLE
OG0010573	sp|Q96MX3|ZNF48_HUMAN	tr|A0A1A6GDN0|A0A1A6GDN0_NEOLE
OG0010574	sp|Q96T53|MBOA4_HUMAN	tr|A0A1A6HK31|A0A1A6HK31_NEOLE
OG0010575	sp|Q96T66|NMNA3_HUMAN	tr|A0A1A6HCP2|A0A1A6HCP2_NEOLE
OG0010577	sp|Q99619|SPSB2_HUMAN	tr|A0A1A6HF97|A0A1A6HF97_NEOLE
OG0010578	sp|Q9BVG9|PTSS2_HUMAN	tr|A0A1A6GZ69|A0A1A6GZ69_NEOLE
OG0010579	sp|Q9BWF2|TRAIP_HUMAN	tr|A0A1A6GZD9|A0A1A6GZD9_NEOLE
OG0010580	sp|Q9BY84|DUS16_HUMAN	tr|A0A1A6I047|A0A1A6I047_NEOLE
OG0010581	sp|Q9H9H4|VP37B_HUMAN	tr|A0A1A6GTF3|A0A1A6GTF3_NEOLE
OG0010582	sp|Q9H9J2|RM44_HUMAN	tr|A0A1A6H6A0|A0A1A6H6A0_NEOLE
OG0010583	sp|Q9NYM9|BET1L_HUMAN	tr|A0A1A6GZX8|A0A1A6GZX8_NEOLE
OG0010584	sp|Q9UBX1|CATF_HUMAN	tr|A0A1A6HWX9|A0A1A6HWX9_NEOLE
OG0010585	sp|Q9UD57|NKX12_HUMAN	tr|A0A1A6H4I6|A0A1A6H4I6_NEOLE
OG0010586	sp|Q9Y5J1|UTP18_HUMAN	tr|A0A1A6HWT4|A0A1A6HWT4_NEOLE
OG0010587	sp|Q9Y5W9|SNX11_HUMAN	tr|A0A1A6HFT1|A0A1A6HFT1_NEOLE
OG0010588	sp|A2A288|ZC12D_HUMAN	tr|A0A1A6GEG8|A0A1A6GEG8_NEOLE
OG0010589	sp|O15372|EIF3H_HUMAN	tr|A0A1A6FVL6|A0A1A6FVL6_NEOLE
OG0010590	sp|O60336|MABP1_HUMAN	tr|A0A1A6H6C4|A0A1A6H6C4_NEOLE
OG0010591	sp|O75293|GA45B_HUMAN	tr|A0A1A6G394|A0A1A6G394_NEOLE
OG0010592	sp|O75319|DUS11_HUMAN	tr|A0A1A6H275|A0A1A6H275_NEOLE
OG0010593	sp|O75600|KBL_HUMAN	tr|A0A1A6GUY2|A0A1A6GUY2_NEOLE
OG0010594	sp|O76061|STC2_HUMAN	tr|A0A1A6HXV5|A0A1A6HXV5_NEOLE
OG0010595	sp|P01222|TSHB_HUMAN	tr|A0A1A6GP16|A0A1A6GP16_NEOLE
OG0010596	sp|P02751|FINC_HUMAN	tr|A0A1A6GS68|A0A1A6GS68_NEOLE
OG0010597	sp|P10323|ACRO_HUMAN	tr|A0A1A6H428|A0A1A6H428_NEOLE
OG0010598	sp|P42127|ASIP_HUMAN	tr|A0A1A6GJ81|A0A1A6GJ81_NEOLE
OG0010599	sp|P49366|DHYS_HUMAN	tr|A0A1A6H8T8|A0A1A6H8T8_NEOLE
OG0010600	sp|P55263|ADK_HUMAN	tr|A0A1A6H3F9|A0A1A6H3F9_NEOLE
OG0010601	sp|Q13444|ADA15_HUMAN	tr|A0A1A6HXC0|A0A1A6HXC0_NEOLE
