Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0009699	sp|Q92624|APBP2_HUMAN	tr|L9KKU3|L9KKU3_TUPCH
OG0009700	sp|Q96CB8|INT12_HUMAN	tr|L9KMD4|L9KMD4_TUPCH
OG0009701	sp|Q96EP1|CHFR_HUMAN	tr|L9KWA4|L9KWA4_TUPCH
OG0009702	sp|Q96L12|CALR3_HUMAN	tr|L9KWB5|L9KWB5_TUPCH
OG0009703	sp|Q9GZN8|CT027_HUMAN	tr|L8Y8R9|L8Y8R9_TUPCH
OG0009704	sp|Q9GZX9|TWSG1_HUMAN	tr|L8YCQ3|L8YCQ3_TUPCH
OG0009705	sp|Q9H3S1|SEM4A_HUMAN	tr|L9KB12|L9KB12_TUPCH
OG0009706	sp|Q9H8M9|EVA1A_HUMAN	tr|L9KML4|L9KML4_TUPCH
OG0009707	sp|Q9HCP6|HHATL_HUMAN	tr|L9KA21|L9KA21_TUPCH
OG0009708	sp|Q9NR97|TLR8_HUMAN	tr|L8XZ46|L8XZ46_TUPCH
OG0009709	sp|Q9NTJ3|SMC4_HUMAN	tr|L8YAM6|L8YAM6_TUPCH
OG0009711	sp|Q9UG01|IF172_HUMAN	tr|L8YGW8|L8YGW8_TUPCH
OG0009712	sp|Q9UKK9|NUDT5_HUMAN	tr|L9KPV9|L9KPV9_TUPCH
OG0009713	sp|A0A1B0GTZ2|CC196_HUMAN	tr|L9KH79|L9KH79_TUPCH
OG0009714	sp|A6NNS2|DRS7C_HUMAN	tr|L9JRV9|L9JRV9_TUPCH
OG0009715	sp|O00590|ACKR2_HUMAN	tr|L9K6G4|L9K6G4_TUPCH
OG0009716	sp|O94812|BAIP3_HUMAN	tr|L9KZ60|L9KZ60_TUPCH
OG0009718	sp|P01042|KNG1_HUMAN	tr|L8XZV6|L8XZV6_TUPCH
OG0009719	sp|P0C623|OR4Q2_HUMAN	tr|L8Y7U2|L8Y7U2_TUPCH
OG0009720	sp|P11487|FGF3_HUMAN	tr|L8Y381|L8Y381_TUPCH
OG0009721	sp|P16410|CTLA4_HUMAN	tr|L9KJ25|L9KJ25_TUPCH
OG0009722	sp|P25325|THTM_HUMAN	tr|L9JPR9|L9JPR9_TUPCH
OG0009723	sp|P28067|DMA_HUMAN	tr|L8Y8L3|L8Y8L3_TUPCH
OG0009724	sp|P30408|T4S1_HUMAN	tr|L9KVE5|L9KVE5_TUPCH
OG0009725	sp|P33764|S10A3_HUMAN	tr|L9J9X1|L9J9X1_TUPCH
OG0009726	sp|P53350|PLK1_HUMAN	tr|L9KUX5|L9KUX5_TUPCH
OG0009727	sp|P62847|RS24_HUMAN	tr|L9K1S3|L9K1S3_TUPCH
OG0009728	sp|P98171|RHG04_HUMAN	tr|L8Y8X2|L8Y8X2_TUPCH
OG0009729	sp|Q09013|DMPK_HUMAN	tr|L9L8B4|L9L8B4_TUPCH
OG0009730	sp|Q12824|SNF5_HUMAN	tr|L9LCE1|L9LCE1_TUPCH
OG0009731	sp|Q13586|STIM1_HUMAN	tr|L9LA98|L9LA98_TUPCH
OG0009732	sp|Q14324|MYPC2_HUMAN	tr|L9L662|L9L662_TUPCH
OG0009733	sp|Q15742|NAB2_HUMAN	tr|L8Y4D3|L8Y4D3_TUPCH
OG0009734	sp|Q3V6T2|GRDN_HUMAN	tr|L9JFU4|L9JFU4_TUPCH
OG0009735	sp|Q5TEA3|DAAF9_HUMAN	tr|L8Y990|L8Y990_TUPCH
OG0009736	sp|Q5U4P2|ASPH1_HUMAN	tr|L9KU78|L9KU78_TUPCH
OG0009737	sp|Q6IA86|ELP2_HUMAN	tr|L9KPC8|L9KPC8_TUPCH
OG0009738	sp|Q6IEE7|T132E_HUMAN	tr|L9KKN8|L9KKN8_TUPCH
OG0009739	sp|Q6ZSU1|C2G1P_HUMAN	tr|L9LBU0|L9LBU0_TUPCH
OG0009741	sp|Q86Z23|C1QL4_HUMAN	tr|L8Y7B5|L8Y7B5_TUPCH
OG0009742	sp|Q8IVV2|LOXH1_HUMAN	tr|L9L3J6|L9L3J6_TUPCH
OG0009743	sp|Q8IW45|NNRD_HUMAN	tr|L9JER8|L9JER8_TUPCH
OG0009744	sp|Q8N1H7|S6OS1_HUMAN	tr|L9L2Q4|L9L2Q4_TUPCH
OG0009745	sp|Q8N3G9|TM130_HUMAN	tr|L9KPM5|L9KPM5_TUPCH
OG0009746	sp|Q8WWK9|CKAP2_HUMAN	tr|L9KGW7|L9KGW7_TUPCH
OG0009747	sp|Q96IR7|HPDL_HUMAN	tr|L9KI48|L9KI48_TUPCH
OG0009748	sp|Q96N46|TTC14_HUMAN	tr|L9L0K6|L9L0K6_TUPCH
OG0009749	sp|Q96RU8|TRIB1_HUMAN	tr|L9KL37|L9KL37_TUPCH
OG0009750	sp|Q9BZD4|NUF2_HUMAN	tr|L9L7L8|L9L7L8_TUPCH
OG0009751	sp|Q9H5Z6|F124B_HUMAN	tr|L9L6B1|L9L6B1_TUPCH
OG0009752	sp|Q9HBL8|NMRL1_HUMAN	tr|L9LAZ6|L9LAZ6_TUPCH
OG0009753	sp|Q9HCK4|ROBO2_HUMAN	tr|L9KMA9|L9KMA9_TUPCH
OG0009754	sp|Q9NPE6|SPAG4_HUMAN	tr|L9L4D2|L9L4D2_TUPCH
OG0009755	sp|Q9NRR4|RNC_HUMAN	tr|L9KUJ0|L9KUJ0_TUPCH
OG0009756	sp|Q9NU22|MDN1_HUMAN	tr|L9JVP4|L9JVP4_TUPCH
OG0009757	sp|Q9NYB0|TE2IP_HUMAN	tr|L9KJT1|L9KJT1_TUPCH
OG0009758	sp|Q9UBV4|WNT16_HUMAN	tr|L9KSU6|L9KSU6_TUPCH
OG0009759	sp|Q9ULV5|HSF4_HUMAN	tr|L9K1X2|L9K1X2_TUPCH
OG0009760	sp|Q9Y3B3|TMED7_HUMAN	tr|L9JDK4|L9JDK4_TUPCH
OG0009762	sp|A2RU67|F234B_HUMAN	tr|L8Y850|L8Y850_TUPCH
OG0009763	sp|A5PL33|KRBA1_HUMAN	tr|L8YCE4|L8YCE4_TUPCH
OG0009764	sp|A7MCY6|TBKB1_HUMAN	tr|L8YBM5|L8YBM5_TUPCH
OG0009765	sp|O14807|RASM_HUMAN	tr|L9JDD8|L9JDD8_TUPCH
OG0009766	sp|O43379|WDR62_HUMAN	tr|L8Y2Y0|L8Y2Y0_TUPCH
OG0009767	sp|O60303|KATIP_HUMAN	tr|L9KUL7|L9KUL7_TUPCH
OG0009768	sp|O75489|NDUS3_HUMAN	tr|L9JES7|L9JES7_TUPCH
OG0009769	sp|O75563|SKAP2_HUMAN	tr|L8YF47|L8YF47_TUPCH
OG0009770	sp|O94804|STK10_HUMAN	tr|L9JCG4|L9JCG4_TUPCH
OG0009771	sp|O95998|I18BP_HUMAN	tr|L9LA46|L9LA46_TUPCH
OG0009772	sp|P05120|PAI2_HUMAN	tr|L9L9C5|L9L9C5_TUPCH
OG0009773	sp|P09622|DLDH_HUMAN	tr|L8YCW1|L8YCW1_TUPCH
OG0009774	sp|P14672|GLUT4_HUMAN	tr|L9KR18|L9KR18_TUPCH
OG0009775	sp|P38117|ETFB_HUMAN	tr|L9L669|L9L669_TUPCH
OG0009776	sp|P48029|SC6A8_HUMAN	tr|L8YAY2|L8YAY2_TUPCH
OG0009777	sp|P51679|CCR4_HUMAN	tr|L8Y2E0|L8Y2E0_TUPCH
OG0009778	sp|Q14697|GANAB_HUMAN	tr|L9JS92|L9JS92_TUPCH
OG0009779	sp|Q15386|UBE3C_HUMAN	tr|L9L406|L9L406_TUPCH
OG0009780	sp|Q15751|HERC1_HUMAN	tr|L9LC32|L9LC32_TUPCH
OG0009781	sp|Q5SNT2|TM201_HUMAN	tr|L9L1P2|L9L1P2_TUPCH
OG0009782	sp|Q69YW2|STUM_HUMAN	tr|L9JGY2|L9JGY2_TUPCH
OG0009783	sp|Q6NSJ0|MYORG_HUMAN	tr|L9L5L4|L9L5L4_TUPCH
OG0009784	sp|Q6UX68|XKR5_HUMAN	tr|L8Y9W2|L8Y9W2_TUPCH
OG0009785	sp|Q6ZMT4|KDM7A_HUMAN	tr|L9L249|L9L249_TUPCH
OG0009786	sp|Q6ZNQ3|LRC69_HUMAN	tr|L9JB35|L9JB35_TUPCH
OG0009787	sp|Q71RG4|TMUB2_HUMAN	tr|L8Y820|L8Y820_TUPCH
OG0009788	sp|Q8IW52|SLIK4_HUMAN	tr|L8YDD7|L8YDD7_TUPCH
OG0009789	sp|Q8IYE1|CCD13_HUMAN	tr|L9K6J5|L9K6J5_TUPCH
OG0009790	sp|Q8IYY4|DZI1L_HUMAN	tr|L9JDE1|L9JDE1_TUPCH
OG0009791	sp|Q8N159|NAGS_HUMAN	tr|L8Y4P3|L8Y4P3_TUPCH
OG0009792	sp|Q8NH40|OR6S1_HUMAN	tr|L8YDY4|L8YDY4_TUPCH
OG0009794	sp|Q96A22|CK052_HUMAN	tr|L9KNB9|L9KNB9_TUPCH
OG0009795	sp|Q96FZ7|CHMP6_HUMAN	tr|L9KZ37|L9KZ37_TUPCH
OG0009796	sp|Q96GW9|SYMM_HUMAN	tr|L9KJ13|L9KJ13_TUPCH
OG0009797	sp|Q96JH7|VCIP1_HUMAN	tr|L9KPH8|L9KPH8_TUPCH
OG0009798	sp|Q96PE2|ARHGH_HUMAN	tr|L9L9T3|L9L9T3_TUPCH
OG0009799	sp|Q99590|SCAFB_HUMAN	tr|L8Y6T9|L8Y6T9_TUPCH
OG0009800	sp|Q9BT92|TCHP_HUMAN	tr|L9KU68|L9KU68_TUPCH
OG0009801	sp|Q9C0J1|B3GN4_HUMAN	tr|L9KSQ7|L9KSQ7_TUPCH
OG0009802	sp|Q9H553|ALG2_HUMAN	tr|L8YG91|L8YG91_TUPCH
OG0009803	sp|Q9H6B1|Z385D_HUMAN	tr|L9KHX7|L9KHX7_TUPCH
OG0009804	sp|Q9HA82|CERS4_HUMAN	tr|L9J9N1|L9J9N1_TUPCH
OG0009805	sp|Q9NRX2|RM17_HUMAN	tr|L8YH75|L8YH75_TUPCH
OG0009806	sp|Q9NS62|THSD1_HUMAN	tr|L9KGR9|L9KGR9_TUPCH
OG0009807	sp|Q9NZQ8|TRPM5_HUMAN	tr|L9LAK5|L9LAK5_TUPCH
OG0009808	sp|Q9P2N2|RHG28_HUMAN	tr|L8YEC7|L8YEC7_TUPCH
OG0009809	sp|Q9UKY1|ZHX1_HUMAN	tr|L9JFK4|L9JFK4_TUPCH
OG0009810	sp|Q9Y3B7|RM11_HUMAN	tr|L8XZS4|L8XZS4_TUPCH
OG0009811	sp|A5LHX3|PSB11_HUMAN	tr|L9L223|L9L223_TUPCH
OG0009812	sp|A8MZF0|PRR33_HUMAN	tr|L9LDU3|L9LDU3_TUPCH
OG0009813	sp|C9J6K1|CS081_HUMAN	tr|L9L2G2|L9L2G2_TUPCH
OG0009814	sp|O15431|COPT1_HUMAN	tr|L9L6I4|L9L6I4_TUPCH
OG0009815	sp|O60320|EREP2_HUMAN	tr|L8Y8F3|L8Y8F3_TUPCH
OG0009816	sp|P11049|CD37_HUMAN	tr|L9JA41|L9JA41_TUPCH
OG0009817	sp|P16083|NQO2_HUMAN	tr|L8YG38|L8YG38_TUPCH
OG0009818	sp|P39059|COFA1_HUMAN	tr|L8YCK7|L8YCK7_TUPCH
OG0009819	sp|P39060|COIA1_HUMAN	tr|L8Y5R2|L8Y5R2_TUPCH
OG0009820	sp|P48664|EAA4_HUMAN	tr|L8YFA0|L8YFA0_TUPCH
OG0009821	sp|P52948|NUP98_HUMAN	tr|L9LAX6|L9LAX6_TUPCH
OG0009822	sp|P61020|RAB5B_HUMAN	tr|L8Y6K1|L8Y6K1_TUPCH
OG0009823	sp|Q0D2I5|IFFO1_HUMAN	tr|L8Y0B0|L8Y0B0_TUPCH
OG0009824	sp|Q0VD86|INCA1_HUMAN	tr|L9KMF1|L9KMF1_TUPCH
OG0009825	sp|Q13480|GAB1_HUMAN	tr|L9L8I1|L9L8I1_TUPCH
OG0009826	sp|Q16875|F263_HUMAN	tr|L9KQ08|L9KQ08_TUPCH
OG0009827	sp|Q494U1|PKHN1_HUMAN	tr|L8YCS7|L8YCS7_TUPCH
OG0009828	sp|Q53TS8|CTSRT_HUMAN	tr|L9KJM2|L9KJM2_TUPCH
OG0009829	sp|Q5T1N1|AKND1_HUMAN	tr|L9KQU5|L9KQU5_TUPCH
OG0009830	sp|Q5T5Y3|CAMP1_HUMAN	tr|L8YDJ0|L8YDJ0_TUPCH
OG0009831	sp|Q5TCY1|TTBK1_HUMAN	tr|L9KTA7|L9KTA7_TUPCH
OG0009832	sp|Q5TGY1|TMCO4_HUMAN	tr|L9L027|L9L027_TUPCH
OG0009833	sp|Q6UDR6|SPIT4_HUMAN	tr|L9KFI7|L9KFI7_TUPCH
OG0009834	sp|Q6UWJ1|TMCO3_HUMAN	tr|L9JAY5|L9JAY5_TUPCH
OG0009835	sp|Q86SQ7|SDCG8_HUMAN	tr|L9JK49|L9JK49_TUPCH
OG0009836	sp|Q86SX3|TEDC1_HUMAN	tr|L8Y8Y5|L8Y8Y5_TUPCH
OG0009837	sp|Q86X67|NUD13_HUMAN	tr|L8Y1H4|L8Y1H4_TUPCH
OG0009839	sp|Q8IWW6|RHG12_HUMAN	tr|L9JDR0|L9JDR0_TUPCH
OG0009840	sp|Q8IYX1|TBC21_HUMAN	tr|L9KHX1|L9KHX1_TUPCH
OG0009841	sp|Q8N612|FHI1B_HUMAN	tr|L8YC61|L8YC61_TUPCH
OG0009842	sp|Q8N6Y0|USBP1_HUMAN	tr|L9L1C3|L9L1C3_TUPCH
OG0009843	sp|Q8TC84|FANK1_HUMAN	tr|L9L7J8|L9L7J8_TUPCH
OG0009844	sp|Q96BJ8|ELMO3_HUMAN	tr|L9K289|L9K289_TUPCH
OG0009845	sp|Q9BQA1|MEP50_HUMAN	tr|L9KVP0|L9KVP0_TUPCH
OG0009846	sp|Q9BRT3|MIEN1_HUMAN	tr|L9JWM6|L9JWM6_TUPCH
OG0009847	sp|Q9BZ19|ANR60_HUMAN	tr|L9LBQ7|L9LBQ7_TUPCH
OG0009848	sp|Q9BZL3|SMIM3_HUMAN	tr|L9KPH0|L9KPH0_TUPCH
OG0009849	sp|Q9H4Z3|CAPAM_HUMAN	tr|L9JCD9|L9JCD9_TUPCH
OG0009850	sp|Q9H6T0|ESRP2_HUMAN	tr|L9JIH2|L9JIH2_TUPCH
OG0009851	sp|Q9H7N4|SFR19_HUMAN	tr|L9J9X2|L9J9X2_TUPCH
OG0009852	sp|Q9NP90|RAB9B_HUMAN	tr|L8YD98|L8YD98_TUPCH
OG0009853	sp|Q9UEE9|CFDP1_HUMAN	tr|L9KJW0|L9KJW0_TUPCH
OG0009854	sp|Q9UM11|FZR1_HUMAN	tr|L8Y2W0|L8Y2W0_TUPCH
OG0009855	sp|Q9Y221|NIP7_HUMAN	tr|L9JJ84|L9JJ84_TUPCH
OG0009856	sp|A2RUC4|TYW5_HUMAN	tr|L9KIX7|L9KIX7_TUPCH
OG0009857	sp|A6NM36|LRC30_HUMAN	tr|L8Y8H7|L8Y8H7_TUPCH
OG0009858	sp|O00462|MANBA_HUMAN	tr|L9KMX8|L9KMX8_TUPCH
OG0009859	sp|O14788|TNF11_HUMAN	tr|L8Y940|L8Y940_TUPCH
OG0009860	sp|O43623|SNAI2_HUMAN	tr|L8Y762|L8Y762_TUPCH
OG0009861	sp|O43916|CHST1_HUMAN	tr|L9JDZ4|L9JDZ4_TUPCH
OG0009862	sp|O60486|PLXC1_HUMAN	tr|L9KF66|L9KF66_TUPCH
OG0009863	sp|O60909|B4GT2_HUMAN	tr|L9KGW4|L9KGW4_TUPCH
OG0009864	sp|P13725|ONCM_HUMAN	tr|L9KUR9|L9KUR9_TUPCH
OG0009865	sp|P36954|RPB9_HUMAN	tr|L8Y4S9|L8Y4S9_TUPCH
OG0009866	sp|P61962|DCAF7_HUMAN	tr|L9KYH2|L9KYH2_TUPCH
OG0009867	sp|Q07837|SLC31_HUMAN	tr|L9J9S7|L9J9S7_TUPCH
OG0009868	sp|Q13485|SMAD4_HUMAN	tr|L9JCU2|L9JCU2_TUPCH
OG0009869	sp|Q13491|GPM6B_HUMAN	tr|L8Y2K9|L8Y2K9_TUPCH
OG0009870	sp|Q13895|BYST_HUMAN	tr|L9KUB1|L9KUB1_TUPCH
OG0009871	sp|Q14849|STAR3_HUMAN	tr|L9JWB8|L9JWB8_TUPCH
OG0009872	sp|Q14914|PTGR1_HUMAN	tr|L9KJF7|L9KJF7_TUPCH
OG0009873	sp|Q14CS0|UBX2B_HUMAN	tr|L9LAM9|L9LAM9_TUPCH
OG0009874	sp|Q1L6U9|MSMP_HUMAN	tr|L9L5G7|L9L5G7_TUPCH
OG0009875	sp|Q1XH10|SKDA1_HUMAN	tr|L9L8J1|L9L8J1_TUPCH
OG0009876	sp|Q504Y2|PKDCC_HUMAN	tr|L9LAJ0|L9LAJ0_TUPCH
OG0009877	sp|Q569K6|CC157_HUMAN	tr|L9KUF6|L9KUF6_TUPCH
OG0009878	sp|Q5FVE4|ACBG2_HUMAN	tr|L8Y4Y7|L8Y4Y7_TUPCH
OG0009879	sp|Q5TKA1|LIN9_HUMAN	tr|L9JGS4|L9JGS4_TUPCH
OG0009880	sp|Q5VUJ9|DRC8_HUMAN	tr|L9JK60|L9JK60_TUPCH
OG0009882	sp|Q68CQ1|MROH7_HUMAN	tr|L9KZU5|L9KZU5_TUPCH
OG0009883	sp|Q6PII3|CC174_HUMAN	tr|L9JDC7|L9JDC7_TUPCH
OG0009884	sp|Q6UWH6|TX261_HUMAN	tr|L9KMR0|L9KMR0_TUPCH
OG0009885	sp|Q70EK8|UBP53_HUMAN	tr|L9KIQ7|L9KIQ7_TUPCH
OG0009886	sp|Q7RTX1|TS1R1_HUMAN	tr|L9L159|L9L159_TUPCH
OG0009887	sp|Q86T96|RN180_HUMAN	tr|L9JJI8|L9JJI8_TUPCH
OG0009888	sp|Q86UW9|DTX2_HUMAN	tr|L9K4T4|L9K4T4_TUPCH
OG0009889	sp|Q8IUQ0|CLVS1_HUMAN	tr|L9KFQ7|L9KFQ7_TUPCH
OG0009890	sp|Q8IV38|ANKY2_HUMAN	tr|L8Y679|L8Y679_TUPCH
OG0009891	sp|Q8IXH7|NELFD_HUMAN	tr|L9L946|L9L946_TUPCH
OG0009892	sp|Q8IZU9|KIRR3_HUMAN	tr|L9LBF5|L9LBF5_TUPCH
OG0009893	sp|Q8N957|ANKF1_HUMAN	tr|L9KG37|L9KG37_TUPCH
OG0009894	sp|Q8NFH8|REPS2_HUMAN	tr|L9JEE1|L9JEE1_TUPCH
OG0009895	sp|Q8TD08|MK15_HUMAN	tr|L9KKC2|L9KKC2_TUPCH
OG0009896	sp|Q92935|EXTL1_HUMAN	tr|L9JF83|L9JF83_TUPCH
OG0009897	sp|Q96EN9|REX1B_HUMAN	tr|L9KXD7|L9KXD7_TUPCH
OG0009898	sp|Q96KN7|RPGR1_HUMAN	tr|L8YG64|L8YG64_TUPCH
OG0009899	sp|Q96L73|NSD1_HUMAN	tr|L9JBQ5|L9JBQ5_TUPCH
OG0009900	sp|Q96P68|OXGR1_HUMAN	tr|L9L996|L9L996_TUPCH
OG0009901	sp|Q96SI9|STRBP_HUMAN	tr|L9JD57|L9JD57_TUPCH
OG0009902	sp|Q9BV79|MECR_HUMAN	tr|L8Y8K9|L8Y8K9_TUPCH
OG0009903	sp|Q9H503|BAFL_HUMAN	tr|L9L440|L9L440_TUPCH
OG0009904	sp|Q9UBE8|NLK_HUMAN	tr|L8Y0T9|L8Y0T9_TUPCH
OG0009905	sp|Q9UDW1|QCR9_HUMAN	tr|L9KUE7|L9KUE7_TUPCH
OG0009906	sp|Q9UI09|NDUAC_HUMAN	tr|L9KGD6|L9KGD6_TUPCH
OG0009907	sp|Q9Y496|KIF3A_HUMAN	tr|L8Y8Z0|L8Y8Z0_TUPCH
OG0009908	sp|A7MBM2|DISP2_HUMAN	tr|L9JCY2|L9JCY2_TUPCH
OG0009909	sp|O00206|TLR4_HUMAN	tr|L9L6M2|L9L6M2_TUPCH
OG0009911	sp|O75376|NCOR1_HUMAN	tr|L9KI47|L9KI47_TUPCH
OG0009912	sp|O75618|DEDD_HUMAN	tr|L8YFR7|L8YFR7_TUPCH
OG0009913	sp|P21549|AGT1_HUMAN	tr|L8YAX5|L8YAX5_TUPCH
OG0009914	sp|P25105|PTAFR_HUMAN	tr|L8Y8K0|L8Y8K0_TUPCH
OG0009915	sp|P28715|ERCC5_HUMAN	tr|L9L9Z0|L9L9Z0_TUPCH
OG0009916	sp|P33076|C2TA_HUMAN	tr|L9KXH9|L9KXH9_TUPCH
OG0009917	sp|P35520|CBS_HUMAN	tr|L8Y230|L8Y230_TUPCH
OG0009918	sp|Q06432|CCG1_HUMAN	tr|L9L259|L9L259_TUPCH
OG0009919	sp|Q12996|CSTF3_HUMAN	tr|L9LEV0|L9LEV0_TUPCH
OG0009920	sp|Q14019|COTL1_HUMAN	tr|L9KKC3|L9KKC3_TUPCH
OG0009921	sp|Q15291|RBBP5_HUMAN	tr|L9JFF5|L9JFF5_TUPCH
OG0009922	sp|Q16342|PDCD2_HUMAN	tr|L9L217|L9L217_TUPCH
OG0009923	sp|Q32P28|P3H1_HUMAN	tr|L9KLW0|L9KLW0_TUPCH
OG0009924	sp|Q6AZY7|SCAR3_HUMAN	tr|L9KIJ0|L9KIJ0_TUPCH
OG0009925	sp|Q6P2H8|TMM53_HUMAN	tr|L9KGX4|L9KGX4_TUPCH
OG0009926	sp|Q6ZSA7|LRC55_HUMAN	tr|L9J949|L9J949_TUPCH
OG0009927	sp|Q7L1T6|NB5R4_HUMAN	tr|L9L8S4|L9L8S4_TUPCH
OG0009928	sp|Q7Z5L2|R3HCL_HUMAN	tr|L9JFG5|L9JFG5_TUPCH
OG0009929	sp|Q86V87|FHI2B_HUMAN	tr|L9JR81|L9JR81_TUPCH
OG0009930	sp|Q8IWJ2|GCC2_HUMAN	tr|L9LB91|L9LB91_TUPCH
OG0009931	sp|Q8IYI0|SHLD1_HUMAN	tr|L8YE99|L8YE99_TUPCH
OG0009932	sp|Q8N5D0|WDTC1_HUMAN	tr|L9K8X2|L9K8X2_TUPCH
OG0009933	sp|Q8N9W8|GAR2_HUMAN	tr|L9JBX9|L9JBX9_TUPCH
OG0009934	sp|Q8NCH0|CHSTE_HUMAN	tr|L9JCX7|L9JCX7_TUPCH
OG0009935	sp|Q8WWF3|SSMM1_HUMAN	tr|L9JGB0|L9JGB0_TUPCH
OG0009936	sp|Q969D9|TSLP_HUMAN	tr|L8YGS5|L8YGS5_TUPCH
OG0009937	sp|Q96AD5|PLPL2_HUMAN	tr|L8YCB4|L8YCB4_TUPCH
OG0009938	sp|Q96MA1|DMRTB_HUMAN	tr|L9KSH8|L9KSH8_TUPCH
OG0009939	sp|Q9BU68|PR15L_HUMAN	tr|L8Y676|L8Y676_TUPCH
OG0009940	sp|Q9BXF3|CECR2_HUMAN	tr|L9JD25|L9JD25_TUPCH
OG0009941	sp|Q9H0G5|NSRP1_HUMAN	tr|L9KX34|L9KX34_TUPCH
OG0009942	sp|Q9H9A5|CNO10_HUMAN	tr|L9JC65|L9JC65_TUPCH
OG0009943	sp|Q9NVQ4|FAIM1_HUMAN	tr|L9JHM7|L9JHM7_TUPCH
OG0009944	sp|Q9NWL6|ASND1_HUMAN	tr|L9KV83|L9KV83_TUPCH
OG0009945	sp|Q9P2P6|STAR9_HUMAN	tr|L9JGG8|L9JGG8_TUPCH
OG0009946	sp|Q9Y2V7|COG6_HUMAN	tr|L9KG80|L9KG80_TUPCH
OG0009947	sp|Q9Y6C9|MTCH2_HUMAN	tr|L9JE54|L9JE54_TUPCH
OG0009948	sp|O00170|AIP_HUMAN	tr|L8Y3K2|L8Y3K2_TUPCH
OG0009949	sp|O14495|PLPP3_HUMAN	tr|L9KYZ3|L9KYZ3_TUPCH
OG0009950	sp|O15467|CCL16_HUMAN	tr|L9KKQ7|L9KKQ7_TUPCH
OG0009951	sp|O95139|NDUB6_HUMAN	tr|L9L6H6|L9L6H6_TUPCH
OG0009952	sp|P08100|OPSD_HUMAN	tr|L9J9F8|L9J9F8_TUPCH
OG0009953	sp|P12272|PTHR_HUMAN	tr|L9LC97|L9LC97_TUPCH
OG0009954	sp|P17544|ATF7_HUMAN	tr|L8Y2K8|L8Y2K8_TUPCH
OG0009955	sp|P20618|PSB1_HUMAN	tr|L9L2V9|L9L2V9_TUPCH
OG0009956	sp|P25815|S100P_HUMAN	tr|L9KHS5|L9KHS5_TUPCH
OG0009957	sp|P35658|NU214_HUMAN	tr|L8Y8B9|L8Y8B9_TUPCH
OG0009958	sp|P62306|RUXF_HUMAN	tr|L9K837|L9K837_TUPCH
OG0009959	sp|Q02086|SP2_HUMAN	tr|L8Y9W7|L8Y9W7_TUPCH
OG0009960	sp|Q13753|LAMC2_HUMAN	tr|L9L467|L9L467_TUPCH
OG0009961	sp|Q14767|LTBP2_HUMAN	tr|L8Y0Z0|L8Y0Z0_TUPCH
OG0009962	sp|Q15077|P2RY6_HUMAN	tr|L9LB05|L9LB05_TUPCH
OG0009963	sp|Q16698|DECR_HUMAN	tr|L9JEM5|L9JEM5_TUPCH
OG0009964	sp|Q32M84|BTBDG_HUMAN	tr|L9L7N4|L9L7N4_TUPCH
OG0009965	sp|Q5T5A4|CF276_HUMAN	tr|L9KS57|L9KS57_TUPCH
OG0009966	sp|Q6ZS17|RIPR1_HUMAN	tr|L8Y7J8|L8Y7J8_TUPCH
OG0009967	sp|Q6ZSC3|RBM43_HUMAN	tr|L9JF97|L9JF97_TUPCH
OG0009968	sp|Q7L9B9|EEPD1_HUMAN	tr|L9L5T9|L9L5T9_TUPCH
OG0009969	sp|Q7Z695|ADCK2_HUMAN	tr|L9L0V0|L9L0V0_TUPCH
OG0009970	sp|Q86V48|LUZP1_HUMAN	tr|L9L543|L9L543_TUPCH
OG0009971	sp|Q8IV61|GRP3_HUMAN	tr|L8Y8D2|L8Y8D2_TUPCH
OG0009972	sp|Q8NBX0|SCPDL_HUMAN	tr|L9JGR5|L9JGR5_TUPCH
OG0009973	sp|Q8TC26|TM163_HUMAN	tr|L8Y578|L8Y578_TUPCH
OG0009974	sp|Q8WZA1|PMGT1_HUMAN	tr|L8YC75|L8YC75_TUPCH
OG0009975	sp|Q96BQ5|CC127_HUMAN	tr|L9LCJ6|L9LCJ6_TUPCH
OG0009976	sp|Q96GN5|CDA7L_HUMAN	tr|L8Y5C0|L8Y5C0_TUPCH
OG0009977	sp|Q96JK9|MAML3_HUMAN	tr|L9L671|L9L671_TUPCH
OG0009978	sp|Q96KC9|CABS1_HUMAN	tr|L9L5K2|L9L5K2_TUPCH
OG0009979	sp|Q96MP5|ZSWM3_HUMAN	tr|L9JCA4|L9JCA4_TUPCH
OG0009980	sp|Q96P63|SPB12_HUMAN	tr|L9L9D0|L9L9D0_TUPCH
OG0009981	sp|Q96PU8|QKI_HUMAN	tr|L9KLA9|L9KLA9_TUPCH
OG0009982	sp|Q9BVL2|NUP58_HUMAN	tr|L9JAQ1|L9JAQ1_TUPCH
OG0009983	sp|Q9NY97|B3GN2_HUMAN	tr|L9KK45|L9KK45_TUPCH
OG0009984	sp|Q9NYG2|ZDHC3_HUMAN	tr|L8Y759|L8Y759_TUPCH
OG0009985	sp|Q9P2B4|CT2NL_HUMAN	tr|L9KRB8|L9KRB8_TUPCH
OG0009986	sp|Q9P2H3|IFT80_HUMAN	tr|L8YFV5|L8YFV5_TUPCH
OG0009988	sp|Q9UJJ7|RUSD1_HUMAN	tr|L9L301|L9L301_TUPCH
OG0009989	sp|Q9UM54|MYO6_HUMAN	tr|L8Y766|L8Y766_TUPCH
