Orthogroup	Homo_sapiens	Eschrichtius_robustus
OG0003671	sp|Q92979|NEP1_HUMAN	tr|A0A2F0B5U8|A0A2F0B5U8_ESCRO
OG0003672	sp|Q9BYV1|AGT2_HUMAN	tr|A0A2F0B6P6|A0A2F0B6P6_ESCRO
OG0003673	sp|O15533|TPSN_HUMAN	tr|A0A2F0B6S9|A0A2F0B6S9_ESCRO
OG0003674	sp|Q13561|DCTN2_HUMAN	tr|A0A2F0B6Z4|A0A2F0B6Z4_ESCRO
OG0003675	sp|O15217|GSTA4_HUMAN	tr|A0A2F0B7P0|A0A2F0B7P0_ESCRO
OG0003676	sp|P60033|CD81_HUMAN	tr|A0A2F0B808|A0A2F0B808_ESCRO
OG0003677	sp|Q92820|GGH_HUMAN	tr|A0A2F0B835|A0A2F0B835_ESCRO
OG0003678	sp|Q96CM4|NXNL1_HUMAN	tr|A0A2F0B8A8|A0A2F0B8A8_ESCRO
OG0003679	sp|Q8N6N6|NATD1_HUMAN	tr|A0A2F0B8C0|A0A2F0B8C0_ESCRO
OG0003680	sp|Q9C086|IN80B_HUMAN	tr|A0A2F0B8J7|A0A2F0B8J7_ESCRO
OG0003681	sp|O15021|MAST4_HUMAN	tr|A0A2F0B920|A0A2F0B920_ESCRO
OG0003682	sp|Q6ZMH5|S39A5_HUMAN	tr|A0A2F0B947|A0A2F0B947_ESCRO
OG0003683	sp|Q6L8Q7|PDE12_HUMAN	tr|A0A2F0B9A9|A0A2F0B9A9_ESCRO
OG0003684	sp|Q7Z2E3|APTX_HUMAN	tr|A0A2F0BA75|A0A2F0BA75_ESCRO
OG0003685	sp|Q9UHD4|CIDEB_HUMAN	tr|A0A2F0BBJ1|A0A2F0BBJ1_ESCRO
OG0003686	sp|O75578|ITA10_HUMAN	tr|A0A2F0BBW7|A0A2F0BBW7_ESCRO
OG0003687	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A2F0BCE5|A0A2F0BCE5_ESCRO
OG0003688	sp|A0PJX8|TMM82_HUMAN	tr|A0A2F0BD41|A0A2F0BD41_ESCRO
OG0003689	sp|Q5VZ52|MORN5_HUMAN	tr|A0A2F0BD66|A0A2F0BD66_ESCRO
OG0003690	sp|Q92628|K0232_HUMAN	tr|A0A2F0BD93|A0A2F0BD93_ESCRO
OG0003691	sp|Q9P2F9|ZN319_HUMAN	tr|A0A2F0BDQ5|A0A2F0BDQ5_ESCRO
OG0003692	sp|P59025|RTP1_HUMAN	tr|A0A2F0BDR4|A0A2F0BDR4_ESCRO
OG0003693	sp|Q63ZY3|KANK2_HUMAN	tr|A0A2F0BF59|A0A2F0BF59_ESCRO
OG0003694	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A2F0BGS0|A0A2F0BGS0_ESCRO
OG0003695	sp|Q9BUJ0|ABHEA_HUMAN	tr|A0A2F0BHD9|A0A2F0BHD9_ESCRO
OG0003696	sp|O43278|SPIT1_HUMAN	tr|A0A2F0BHK2|A0A2F0BHK2_ESCRO
OG0003697	sp|Q96RD6|PANX2_HUMAN	tr|A0A2F0BHN7|A0A2F0BHN7_ESCRO
OG0003698	sp|Q6ZMM2|ATL5_HUMAN	tr|A0A2F0BI62|A0A2F0BI62_ESCRO
OG0003699	sp|Q9UKQ9|KLK9_HUMAN	tr|A0A2F0BIV1|A0A2F0BIV1_ESCRO
OG0003700	sp|Q5U649|CL060_HUMAN	tr|A0A2F0BIX0|A0A2F0BIX0_ESCRO
OG0003701	sp|Q9H8H0|NOL11_HUMAN	tr|A0A2F0BJ71|A0A2F0BJ71_ESCRO
OG0003702	sp|Q68CP4|HGNAT_HUMAN	tr|A0A2F0BK16|A0A2F0BK16_ESCRO
OG0003703	sp|P55197|AF10_HUMAN	tr|A0A2F0BKT3|A0A2F0BKT3_ESCRO
OG0003704	sp|Q9GZU8|PIP30_HUMAN	tr|A0A2F0BN16|A0A2F0BN16_ESCRO
OG0003705	sp|Q9HC24|LFG4_HUMAN	tr|A0A2F0BNK5|A0A2F0BNK5_ESCRO
OG0003707	sp|Q9NP90|RAB9B_HUMAN	tr|A0A2F0BNZ1|A0A2F0BNZ1_ESCRO
OG0003708	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A2F0BP91|A0A2F0BP91_ESCRO
OG0003709	sp|Q8IYP2|PRS58_HUMAN	tr|A0A2F0BPA6|A0A2F0BPA6_ESCRO
OG0003710	sp|Q96GX2|A7L3B_HUMAN	tr|A0A2F0BPN1|A0A2F0BPN1_ESCRO
OG0003711	sp|Q8TAC1|RFESD_HUMAN	tr|A0A2F0BQD8|A0A2F0BQD8_ESCRO
OG0003712	sp|Q9NZ53|PDXL2_HUMAN	tr|A0A2F0AUN5|A0A2F0AUN5_ESCRO
OG0003713	sp|Q8WV48|CC107_HUMAN	tr|A0A2F0AUU8|A0A2F0AUU8_ESCRO
OG0003714	sp|Q9C0B5|ZDHC5_HUMAN	tr|A0A2F0AVJ9|A0A2F0AVJ9_ESCRO
OG0003715	sp|P61244|MAX_HUMAN	tr|A0A2F0AVQ5|A0A2F0AVQ5_ESCRO
OG0003716	sp|Q8N1K5|THMS1_HUMAN	tr|A0A2F0AW26|A0A2F0AW26_ESCRO
OG0003717	sp|Q9BZW4|TM6S2_HUMAN	tr|A0A2F0AWT0|A0A2F0AWT0_ESCRO
OG0003718	sp|P22692|IBP4_HUMAN	tr|A0A2F0AYS6|A0A2F0AYS6_ESCRO
OG0003719	sp|Q9NVU7|SDA1_HUMAN	tr|A0A2F0AZI1|A0A2F0AZI1_ESCRO
OG0003720	sp|P17813|EGLN_HUMAN	tr|A0A2F0B070|A0A2F0B070_ESCRO
OG0003721	sp|Q9NRE2|TSH2_HUMAN	tr|A0A2F0B081|A0A2F0B081_ESCRO
OG0003722	sp|Q8NBT3|TM145_HUMAN	tr|A0A2F0B0H3|A0A2F0B0H3_ESCRO
OG0003723	sp|Q16671|AMHR2_HUMAN	tr|A0A2F0B0X5|A0A2F0B0X5_ESCRO
OG0003724	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A2F0B1A7|A0A2F0B1A7_ESCRO
OG0003725	sp|Q9UQ80|PA2G4_HUMAN	tr|A0A2F0B1F4|A0A2F0B1F4_ESCRO
OG0003726	sp|Q8IYW5|RN168_HUMAN	tr|A0A2F0B1S3|A0A2F0B1S3_ESCRO
OG0003727	sp|Q9Y2D9|ZN652_HUMAN	tr|A0A2F0B257|A0A2F0B257_ESCRO
OG0003728	sp|Q9C0G0|ZN407_HUMAN	tr|A0A2F0B2K1|A0A2F0B2K1_ESCRO
OG0003729	sp|Q8N1G4|LRC47_HUMAN	tr|A0A2F0B2Q1|A0A2F0B2Q1_ESCRO
OG0003730	sp|Q92478|CLC2B_HUMAN	tr|A0A2F0B396|A0A2F0B396_ESCRO
OG0003731	sp|P37173|TGFR2_HUMAN	tr|A0A2F0B3N3|A0A2F0B3N3_ESCRO
OG0003732	sp|Q9BXP5|SRRT_HUMAN	tr|A0A2F0B5Q4|A0A2F0B5Q4_ESCRO
OG0003733	sp|Q8TAK5|GABP2_HUMAN	tr|A0A2F0B729|A0A2F0B729_ESCRO
OG0003734	sp|Q96DB5|RMD1_HUMAN	tr|A0A2F0B778|A0A2F0B778_ESCRO
OG0003735	sp|Q99527|GPER1_HUMAN	tr|A0A2F0B7A2|A0A2F0B7A2_ESCRO
OG0003736	sp|P04798|CP1A1_HUMAN	tr|A0A2F0B7G6|A0A2F0B7G6_ESCRO
OG0003737	sp|Q6ZNE5|BAKOR_HUMAN	tr|A0A2F0B7L8|A0A2F0B7L8_ESCRO
OG0003738	sp|Q6JBY9|CPZIP_HUMAN	tr|A0A2F0B831|A0A2F0B831_ESCRO
OG0003739	sp|Q9Y5Y5|PEX16_HUMAN	tr|A0A2F0B8W1|A0A2F0B8W1_ESCRO
OG0003740	sp|A8MYJ7|TTC34_HUMAN	tr|A0A2F0B9C0|A0A2F0B9C0_ESCRO
OG0003741	sp|Q9Y312|AAR2_HUMAN	tr|A0A2F0B9C4|A0A2F0B9C4_ESCRO
OG0003742	sp|Q9H668|STN1_HUMAN	tr|A0A2F0BAB1|A0A2F0BAB1_ESCRO
OG0003743	sp|P09430|STP1_HUMAN	tr|A0A2F0BAG3|A0A2F0BAG3_ESCRO
OG0003744	sp|Q96AJ1|CLUA1_HUMAN	tr|A0A2F0BAP1|A0A2F0BAP1_ESCRO
OG0003745	sp|Q969Q4|ARL11_HUMAN	tr|A0A2F0BBP8|A0A2F0BBP8_ESCRO
OG0003746	sp|O60667|FAIM3_HUMAN	tr|A0A2F0BCL0|A0A2F0BCL0_ESCRO
OG0003747	sp|O95992|CH25H_HUMAN	tr|A0A2F0BD77|A0A2F0BD77_ESCRO
OG0003748	sp|P41247|PLPL4_HUMAN	tr|A0A2F0BE14|A0A2F0BE14_ESCRO
OG0003749	sp|O95754|SEM4F_HUMAN	tr|A0A2F0BE25|A0A2F0BE25_ESCRO
OG0003750	sp|Q96HR3|MED30_HUMAN	tr|A0A2F0BFL6|A0A2F0BFL6_ESCRO
OG0003751	sp|Q9NYD6|HXC10_HUMAN	tr|A0A2F0BFZ6|A0A2F0BFZ6_ESCRO
OG0003752	sp|O60500|NPHN_HUMAN	tr|A0A2F0BGA8|A0A2F0BGA8_ESCRO
OG0003753	sp|Q15276|RABE1_HUMAN	tr|A0A2F0BGF3|A0A2F0BGF3_ESCRO
OG0003754	sp|Q13233|M3K1_HUMAN	tr|A0A2F0BGU2|A0A2F0BGU2_ESCRO
OG0003755	sp|P28070|PSB4_HUMAN	tr|A0A2F0BHP5|A0A2F0BHP5_ESCRO
OG0003756	sp|Q6ZUJ4|CC062_HUMAN	tr|A0A2F0BHQ7|A0A2F0BHQ7_ESCRO
OG0003757	sp|Q6NUN9|ZN746_HUMAN	tr|A0A2F0BI69|A0A2F0BI69_ESCRO
OG0003758	sp|Q8N9Z9|LMTD1_HUMAN	tr|A0A2F0BI91|A0A2F0BI91_ESCRO
OG0003759	sp|P46108|CRK_HUMAN	tr|A0A2F0BJ50|A0A2F0BJ50_ESCRO
OG0003760	sp|O43504|LTOR5_HUMAN	tr|A0A2F0BJH6|A0A2F0BJH6_ESCRO
OG0003761	sp|Q9H269|VPS16_HUMAN	tr|A0A2F0BJJ0|A0A2F0BJJ0_ESCRO
OG0003762	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A2F0BJK4|A0A2F0BJK4_ESCRO
OG0003763	sp|Q13889|TF2H3_HUMAN	tr|A0A2F0BKK0|A0A2F0BKK0_ESCRO
OG0003764	sp|Q8NE22|SETD9_HUMAN	tr|A0A2F0BML7|A0A2F0BML7_ESCRO
OG0003765	sp|Q99623|PHB2_HUMAN	tr|A0A2F0BNI1|A0A2F0BNI1_ESCRO
OG0003766	sp|O43240|KLK10_HUMAN	tr|A0A2F0BP69|A0A2F0BP69_ESCRO
OG0003767	sp|Q16625|OCLN_HUMAN	tr|A0A2F0BPE8|A0A2F0BPE8_ESCRO
OG0003768	sp|P12034|FGF5_HUMAN	tr|A0A2F0BQC2|A0A2F0BQC2_ESCRO
OG0003769	sp|Q6PD74|AAGAB_HUMAN	tr|A0A2F0AUF2|A0A2F0AUF2_ESCRO
OG0003770	sp|Q7L2K0|TEDC2_HUMAN	tr|A0A2F0AWV0|A0A2F0AWV0_ESCRO
OG0003771	sp|P17947|SPI1_HUMAN	tr|A0A2F0AXX4|A0A2F0AXX4_ESCRO
OG0003772	sp|Q6UXG3|CLM9_HUMAN	tr|A0A2F0AYL0|A0A2F0AYL0_ESCRO
OG0003773	sp|O43174|CP26A_HUMAN	tr|A0A2F0AYW9|A0A2F0AYW9_ESCRO
OG0003774	sp|Q9BXT6|M10L1_HUMAN	tr|A0A2F0AZL7|A0A2F0AZL7_ESCRO
OG0003775	sp|P41002|CCNF_HUMAN	tr|A0A2F0B0C4|A0A2F0B0C4_ESCRO
OG0003776	sp|Q15884|EREP1_HUMAN	tr|A0A2F0B1F0|A0A2F0B1F0_ESCRO
OG0003777	sp|A2A3K4|PTPC1_HUMAN	tr|A0A2F0B1K5|A0A2F0B1K5_ESCRO
OG0003778	sp|O15381|NVL_HUMAN	tr|A0A2F0B1N3|A0A2F0B1N3_ESCRO
OG0003779	sp|P54922|ADPRH_HUMAN	tr|A0A2F0B2B5|A0A2F0B2B5_ESCRO
OG0003780	sp|Q8NEV8|EXPH5_HUMAN	tr|A0A2F0B2T2|A0A2F0B2T2_ESCRO
OG0003781	sp|O00422|SAP18_HUMAN	tr|A0A2F0B2Y9|A0A2F0B2Y9_ESCRO
OG0003782	sp|Q9H8P0|PORED_HUMAN	tr|A0A2F0B5S7|A0A2F0B5S7_ESCRO
OG0003783	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A2F0B666|A0A2F0B666_ESCRO
OG0003784	sp|Q9HBI5|CC014_HUMAN	tr|A0A2F0B6X5|A0A2F0B6X5_ESCRO
OG0003785	sp|Q8N5S1|S2541_HUMAN	tr|A0A2F0B7B8|A0A2F0B7B8_ESCRO
OG0003786	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A2F0B7D8|A0A2F0B7D8_ESCRO
OG0003787	sp|Q5XKR4|OTP_HUMAN	tr|A0A2F0B8M4|A0A2F0B8M4_ESCRO
OG0003788	sp|O00189|AP4M1_HUMAN	tr|A0A2F0B938|A0A2F0B938_ESCRO
OG0003789	sp|Q7Z695|ADCK2_HUMAN	tr|A0A2F0B9A5|A0A2F0B9A5_ESCRO
OG0003790	sp|P32248|CCR7_HUMAN	tr|A0A2F0BAA6|A0A2F0BAA6_ESCRO
OG0003791	sp|O00590|ACKR2_HUMAN	tr|A0A2F0BBD5|A0A2F0BBD5_ESCRO
OG0003792	sp|Q9Y2B2|PIGL_HUMAN	tr|A0A2F0BD14|A0A2F0BD14_ESCRO
OG0003793	sp|P16070|CD44_HUMAN	tr|A0A2F0BDG2|A0A2F0BDG2_ESCRO
OG0003794	sp|Q8NH08|O10AC_HUMAN	tr|A0A2F0BDG9|A0A2F0BDG9_ESCRO
OG0003795	sp|P40121|CAPG_HUMAN	tr|A0A2F0BDJ9|A0A2F0BDJ9_ESCRO
OG0003796	sp|P22830|HEMH_HUMAN	tr|A0A2F0BDW0|A0A2F0BDW0_ESCRO
OG0003797	sp|P48556|PSMD8_HUMAN	tr|A0A2F0BER8|A0A2F0BER8_ESCRO
OG0003798	sp|Q6T310|RSLBA_HUMAN	tr|A0A2F0BFS8|A0A2F0BFS8_ESCRO
OG0003799	sp|A6NI28|RHG42_HUMAN	tr|A0A2F0BFW9|A0A2F0BFW9_ESCRO
OG0003800	sp|Q6P5S7|RNK_HUMAN	tr|A0A2F0BG71|A0A2F0BG71_ESCRO
OG0003801	sp|Q5T6L9|EMARD_HUMAN	tr|A0A2F0BGE0|A0A2F0BGE0_ESCRO
OG0003802	sp|Q9NQ40|S52A3_HUMAN	tr|A0A2F0BHG0|A0A2F0BHG0_ESCRO
OG0003803	sp|Q9BYT3|STK33_HUMAN	tr|A0A2F0BHJ1|A0A2F0BHJ1_ESCRO
OG0003804	sp|O76095|JTB_HUMAN	tr|A0A2F0BJ03|A0A2F0BJ03_ESCRO
OG0003805	sp|Q5JTB6|PLAC9_HUMAN	tr|A0A2F0BJ33|A0A2F0BJ33_ESCRO
OG0003806	sp|Q9P021|CRIPT_HUMAN	tr|A0A2F0BJ76|A0A2F0BJ76_ESCRO
OG0003807	sp|Q13023|AKAP6_HUMAN	tr|A0A2F0BJK8|A0A2F0BJK8_ESCRO
OG0003808	sp|Q8WWY3|PRP31_HUMAN	tr|A0A2F0BJM4|A0A2F0BJM4_ESCRO
OG0003809	sp|Q5UCC4|EMC10_HUMAN	tr|A0A2F0BJR6|A0A2F0BJR6_ESCRO
OG0003810	sp|Q15768|EFNB3_HUMAN	tr|A0A2F0BK11|A0A2F0BK11_ESCRO
OG0003811	sp|Q9H4Z3|CAPAM_HUMAN	tr|A0A2F0BKL7|A0A2F0BKL7_ESCRO
OG0003812	sp|Q8NFR9|I17RE_HUMAN	tr|A0A2F0BLG7|A0A2F0BLG7_ESCRO
OG0003813	sp|Q8NCV1|ADAD2_HUMAN	tr|A0A2F0BLY8|A0A2F0BLY8_ESCRO
OG0003814	sp|Q6AI12|ANR40_HUMAN	tr|A0A2F0BNT2|A0A2F0BNT2_ESCRO
OG0003815	sp|P23510|TNFL4_HUMAN	tr|A0A2F0BP78|A0A2F0BP78_ESCRO
OG0003816	sp|Q99542|MMP19_HUMAN	tr|A0A2F0AW16|A0A2F0AW16_ESCRO
OG0003817	sp|P39656|OST48_HUMAN	tr|A0A2F0AX35|A0A2F0AX35_ESCRO
OG0003818	sp|Q8N365|CIART_HUMAN	tr|A0A2F0AZK1|A0A2F0AZK1_ESCRO
OG0003819	sp|O15069|NACAD_HUMAN	tr|A0A2F0AZP1|A0A2F0AZP1_ESCRO
OG0003820	sp|O94983|CMTA2_HUMAN	tr|A0A2F0B1J2|A0A2F0B1J2_ESCRO
OG0003821	sp|Q9Y3B4|SF3B6_HUMAN	tr|A0A2F0B250|A0A2F0B250_ESCRO
OG0003822	sp|Q96EW2|HBAP1_HUMAN	tr|A0A2F0B283|A0A2F0B283_ESCRO
OG0003823	sp|Q6IA69|NADE_HUMAN	tr|A0A2F0B2T6|A0A2F0B2T6_ESCRO
OG0003824	sp|Q15025|TNIP1_HUMAN	tr|A0A2F0B2V0|A0A2F0B2V0_ESCRO
OG0003825	sp|P11473|VDR_HUMAN	tr|A0A2F0B3B3|A0A2F0B3B3_ESCRO
OG0003826	sp|P62380|TBPL1_HUMAN	tr|A0A2F0B3J5|A0A2F0B3J5_ESCRO
OG0003827	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A2F0B4W9|A0A2F0B4W9_ESCRO
OG0003828	sp|Q15306|IRF4_HUMAN	tr|A0A2F0B5E3|A0A2F0B5E3_ESCRO
OG0003829	sp|P35080|PROF2_HUMAN	tr|A0A2F0B5L8|A0A2F0B5L8_ESCRO
OG0003830	sp|Q86YV0|RASL3_HUMAN	tr|A0A2F0B6X8|A0A2F0B6X8_ESCRO
OG0003831	sp|Q9UBL3|ASH2L_HUMAN	tr|A0A2F0B7I4|A0A2F0B7I4_ESCRO
OG0003832	sp|H7C350|CC188_HUMAN	tr|A0A2F0B7Q5|A0A2F0B7Q5_ESCRO
OG0003833	sp|Q8N3T1|GLT15_HUMAN	tr|A0A2F0B7S1|A0A2F0B7S1_ESCRO
OG0003834	sp|Q969Q5|RAB24_HUMAN	tr|A0A2F0B7U6|A0A2F0B7U6_ESCRO
OG0003835	sp|Q8IU57|INLR1_HUMAN	tr|A0A2F0B983|A0A2F0B983_ESCRO
OG0003836	sp|O60268|K0513_HUMAN	tr|A0A2F0B9F8|A0A2F0B9F8_ESCRO
OG0003837	sp|Q9H9P8|L2HDH_HUMAN	tr|A0A2F0BA27|A0A2F0BA27_ESCRO
OG0003838	sp|P18858|DNLI1_HUMAN	tr|A0A2F0BA89|A0A2F0BA89_ESCRO
OG0003839	sp|Q9NQZ6|ZC4H2_HUMAN	tr|A0A2F0BAM5|A0A2F0BAM5_ESCRO
OG0003840	sp|Q86XL3|ANKL2_HUMAN	tr|A0A2F0BB77|A0A2F0BB77_ESCRO
OG0003841	sp|P12956|XRCC6_HUMAN	tr|A0A2F0BBC2|A0A2F0BBC2_ESCRO
OG0003842	sp|Q8TBB5|KLDC4_HUMAN	tr|A0A2F0BBL3|A0A2F0BBL3_ESCRO
OG0003843	sp|Q96C12|ARMC5_HUMAN	tr|A0A2F0BCK0|A0A2F0BCK0_ESCRO
OG0003844	sp|Q96FN5|KIF12_HUMAN	tr|A0A2F0BD28|A0A2F0BD28_ESCRO
OG0003845	sp|Q9BU64|CENPO_HUMAN	tr|A0A2F0BD81|A0A2F0BD81_ESCRO
OG0003846	sp|P18583|SON_HUMAN	tr|A0A2F0BDC3|A0A2F0BDC3_ESCRO
OG0003847	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A2F0BDR1|A0A2F0BDR1_ESCRO
OG0003848	sp|Q92851|CASPA_HUMAN	tr|A0A2F0BDT0|A0A2F0BDT0_ESCRO
OG0003849	sp|Q96CM8|ACSF2_HUMAN	tr|A0A2F0BE64|A0A2F0BE64_ESCRO
OG0003850	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A2F0BE68|A0A2F0BE68_ESCRO
OG0003851	sp|P09629|HXB7_HUMAN	tr|A0A2F0BE93|A0A2F0BE93_ESCRO
OG0003852	sp|P01178|NEU1_HUMAN	tr|A0A2F0BEW1|A0A2F0BEW1_ESCRO
OG0003853	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A2F0BF28|A0A2F0BF28_ESCRO
OG0003854	sp|Q9NRA8|4ET_HUMAN	tr|A0A2F0BFA9|A0A2F0BFA9_ESCRO
OG0003855	sp|P38484|INGR2_HUMAN	tr|A0A2F0BFW2|A0A2F0BFW2_ESCRO
OG0003856	sp|Q9UBR1|BUP1_HUMAN	tr|A0A2F0BGS7|A0A2F0BGS7_ESCRO
OG0003857	sp|Q7RTM1|OTOP1_HUMAN	tr|A0A2F0BGT9|A0A2F0BGT9_ESCRO
OG0003858	sp|Q12824|SNF5_HUMAN	tr|A0A2F0BH11|A0A2F0BH11_ESCRO
OG0003859	sp|Q8N612|FHI1B_HUMAN	tr|A0A2F0BH49|A0A2F0BH49_ESCRO
OG0003860	sp|Q9GZW5|SCND2_HUMAN	tr|A0A2F0BHK5|A0A2F0BHK5_ESCRO
OG0003861	sp|Q9GZV3|SC5A7_HUMAN	tr|A0A2F0BHY3|A0A2F0BHY3_ESCRO
OG0003862	sp|Q8TCA0|LRC20_HUMAN	tr|A0A2F0BHY5|A0A2F0BHY5_ESCRO
OG0003863	sp|Q13469|NFAC2_HUMAN	tr|A0A2F0BID5|A0A2F0BID5_ESCRO
OG0003864	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A2F0BJT4|A0A2F0BJT4_ESCRO
OG0003865	sp|P52823|STC1_HUMAN	tr|A0A2F0BKD3|A0A2F0BKD3_ESCRO
OG0003866	sp|Q8N7B9|EFCB3_HUMAN	tr|A0A2F0BKD8|A0A2F0BKD8_ESCRO
OG0003867	sp|Q99943|PLCA_HUMAN	tr|A0A2F0BKE1|A0A2F0BKE1_ESCRO
OG0003868	sp|Q8TEE9|SAP25_HUMAN	tr|A0A2F0BL58|A0A2F0BL58_ESCRO
OG0003869	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A2F0BLX2|A0A2F0BLX2_ESCRO
OG0003870	sp|P55087|AQP4_HUMAN	tr|A0A2F0BMM4|A0A2F0BMM4_ESCRO
OG0003871	sp|Q96DP5|FMT_HUMAN	tr|A0A2F0BMR9|A0A2F0BMR9_ESCRO
OG0003872	sp|P35638|DDIT3_HUMAN	tr|A0A2F0BMX1|A0A2F0BMX1_ESCRO
OG0003873	sp|P40313|CTRL_HUMAN	tr|A0A2F0BNB0|A0A2F0BNB0_ESCRO
OG0003874	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A2F0BNJ1|A0A2F0BNJ1_ESCRO
OG0003875	sp|Q8NFH5|NUP35_HUMAN	tr|A0A2F0BPE1|A0A2F0BPE1_ESCRO
OG0003876	sp|Q8IZD6|S22AF_HUMAN	tr|A0A2F0BPE2|A0A2F0BPE2_ESCRO
OG0003877	sp|O14933|UB2L6_HUMAN	tr|A0A2F0BPV4|A0A2F0BPV4_ESCRO
OG0003878	sp|Q15785|TOM34_HUMAN	tr|A0A2F0AUR8|A0A2F0AUR8_ESCRO
OG0003879	sp|Q8NFQ5|BPIB6_HUMAN	tr|A0A2F0AVJ7|A0A2F0AVJ7_ESCRO
OG0003880	sp|Q01718|ACTHR_HUMAN	tr|A0A2F0AVZ9|A0A2F0AVZ9_ESCRO
OG0003881	sp|O60895|RAMP2_HUMAN	tr|A0A2F0AXQ2|A0A2F0AXQ2_ESCRO
OG0003882	sp|Q99999|G3ST1_HUMAN	tr|A0A2F0AXU5|A0A2F0AXU5_ESCRO
OG0003883	sp|P09681|GIP_HUMAN	tr|A0A2F0AY13|A0A2F0AY13_ESCRO
OG0003884	sp|P30536|TSPO_HUMAN	tr|A0A2F0AYJ4|A0A2F0AYJ4_ESCRO
OG0003885	sp|Q9HA38|ZMAT3_HUMAN	tr|A0A2F0AZ55|A0A2F0AZ55_ESCRO
OG0003886	sp|Q9NYP8|CU062_HUMAN	tr|A0A2F0AZA9|A0A2F0AZA9_ESCRO
OG0003887	sp|Q13439|GOGA4_HUMAN	tr|A0A2F0B032|A0A2F0B032_ESCRO
OG0003888	sp|Q6ZN30|BNC2_HUMAN	tr|A0A2F0B0U8|A0A2F0B0U8_ESCRO
OG0003889	sp|P62072|TIM10_HUMAN	tr|A0A2F0B2H2|A0A2F0B2H2_ESCRO
OG0003890	sp|O75143|ATG13_HUMAN	tr|A0A2F0B351|A0A2F0B351_ESCRO
OG0003891	sp|Q9BQD7|ANKMT_HUMAN	tr|A0A2F0B4G1|A0A2F0B4G1_ESCRO
OG0003892	sp|Q9UBL9|P2RX2_HUMAN	tr|A0A2F0B5V4|A0A2F0B5V4_ESCRO
OG0003893	sp|Q7L2H7|EIF3M_HUMAN	tr|A0A2F0B6B7|A0A2F0B6B7_ESCRO
OG0003894	sp|Q6IA17|SIGIR_HUMAN	tr|A0A2F0B6V2|A0A2F0B6V2_ESCRO
OG0003895	sp|Q8TB05|UBAD1_HUMAN	tr|A0A2F0B744|A0A2F0B744_ESCRO
OG0003896	sp|P01375|TNFA_HUMAN	tr|A0A2F0B7G0|A0A2F0B7G0_ESCRO
OG0003897	sp|Q9NWX5|ASB6_HUMAN	tr|A0A2F0B7I3|A0A2F0B7I3_ESCRO
OG0003898	sp|Q9UD71|PPR1B_HUMAN	tr|A0A2F0B7Q2|A0A2F0B7Q2_ESCRO
OG0003899	sp|Q15020|SART3_HUMAN	tr|A0A2F0B7S9|A0A2F0B7S9_ESCRO
OG0003900	sp|Q3T906|GNPTA_HUMAN	tr|A0A2F0B7Y0|A0A2F0B7Y0_ESCRO
OG0003901	sp|P25116|PAR1_HUMAN	tr|A0A2F0B9J8|A0A2F0B9J8_ESCRO
OG0003902	sp|P43235|CATK_HUMAN	tr|A0A2F0BA03|A0A2F0BA03_ESCRO
OG0003903	sp|Q9Y284|ASTER_HUMAN	tr|A0A2F0BAP3|A0A2F0BAP3_ESCRO
OG0003904	sp|P55899|FCGRN_HUMAN	tr|A0A2F0BAV3|A0A2F0BAV3_ESCRO
OG0003905	sp|P07093|GDN_HUMAN	tr|A0A2F0BB35|A0A2F0BB35_ESCRO
OG0003906	sp|Q9HBB8|CDHR5_HUMAN	tr|A0A2F0BBL0|A0A2F0BBL0_ESCRO
OG0003907	sp|P23919|KTHY_HUMAN	tr|A0A2F0BBT5|A0A2F0BBT5_ESCRO
OG0003908	sp|Q9BVG3|TRI62_HUMAN	tr|A0A2F0BC18|A0A2F0BC18_ESCRO
OG0003909	sp|Q07011|TNR9_HUMAN	tr|A0A2F0BC31|A0A2F0BC31_ESCRO
OG0003910	sp|Q4LDG9|DNAL1_HUMAN	tr|A0A2F0BC32|A0A2F0BC32_ESCRO
OG0003911	sp|Q13257|MD2L1_HUMAN	tr|A0A2F0BC49|A0A2F0BC49_ESCRO
OG0003912	sp|P62316|SMD2_HUMAN	tr|A0A2F0BC58|A0A2F0BC58_ESCRO
OG0003913	sp|Q9BXB7|SPT16_HUMAN	tr|A0A2F0BC82|A0A2F0BC82_ESCRO
OG0003914	sp|Q5R3K3|CAHM6_HUMAN	tr|A0A2F0BCI1|A0A2F0BCI1_ESCRO
OG0003915	sp|Q9NZJ6|COQ3_HUMAN	tr|A0A2F0BCJ9|A0A2F0BCJ9_ESCRO
