Orthogroup	Homo_sapiens	Lynx_canadensis
OG0009046	sp|Q9H501|ESF1_HUMAN	tr|A0A667H3A7|A0A667H3A7_LYNCA
OG0009047	sp|Q9NSG2|CA112_HUMAN	tr|A0A667IM80|A0A667IM80_LYNCA
OG0009048	sp|Q9P0K8|FOXJ2_HUMAN	tr|A0A667GKT8|A0A667GKT8_LYNCA
OG0009049	sp|Q9UGK8|SRGEF_HUMAN	tr|A0A667IM38|A0A667IM38_LYNCA
OG0009050	sp|Q9UGP5|DPOLL_HUMAN	tr|A0A667HCY4|A0A667HCY4_LYNCA
OG0009051	sp|Q9UJU2|LEF1_HUMAN	tr|A0A667FKW7|A0A667FKW7_LYNCA
OG0009052	sp|Q9UL46|PSME2_HUMAN	tr|A0A667I9R2|A0A667I9R2_LYNCA
OG0009053	sp|Q9ULJ3|ZBT21_HUMAN	tr|A0A667GA82|A0A667GA82_LYNCA
OG0009054	sp|Q9Y2M2|SSUH2_HUMAN	tr|A0A667GZ97|A0A667GZ97_LYNCA
OG0009055	sp|O00115|DNS2A_HUMAN	tr|A0A667GJS1|A0A667GJS1_LYNCA
OG0009056	sp|O15554|KCNN4_HUMAN	tr|A0A667HE20|A0A667HE20_LYNCA
OG0009057	sp|O60603|TLR2_HUMAN	tr|A0A667HCK4|A0A667HCK4_LYNCA
OG0009058	sp|O76074|PDE5A_HUMAN	tr|A0A667GLD9|A0A667GLD9_LYNCA
OG0009059	sp|O94964|SOGA1_HUMAN	tr|A0A667G3J8|A0A667G3J8_LYNCA
OG0009060	sp|O95081|AGFG2_HUMAN	tr|A0A667HVP8|A0A667HVP8_LYNCA
OG0009061	sp|O95453|PARN_HUMAN	tr|A0A667HUB5|A0A667HUB5_LYNCA
OG0009062	sp|O95625|ZBT11_HUMAN	tr|A0A667HX83|A0A667HX83_LYNCA
OG0009063	sp|P01185|NEU2_HUMAN	tr|A0A667IHX3|A0A667IHX3_LYNCA
OG0009064	sp|P06307|CCKN_HUMAN	tr|A0A667HZ81|A0A667HZ81_LYNCA
OG0009065	sp|P09455|RET1_HUMAN	tr|A0A667HWU9|A0A667HWU9_LYNCA
OG0009066	sp|P0DTL6|ZTRF1_HUMAN	tr|A0A667IGV4|A0A667IGV4_LYNCA
OG0009067	sp|P40197|GPV_HUMAN	tr|A0A667HBL5|A0A667HBL5_LYNCA
OG0009068	sp|P41145|OPRK_HUMAN	tr|A0A667IFT9|A0A667IFT9_LYNCA
OG0009069	sp|Q12851|M4K2_HUMAN	tr|A0A667GTH2|A0A667GTH2_LYNCA
OG0009070	sp|Q12982|BNIP2_HUMAN	tr|A0A667GJP5|A0A667GJP5_LYNCA
OG0009071	sp|Q13105|ZBT17_HUMAN	tr|A0A667ILU2|A0A667ILU2_LYNCA
OG0009072	sp|Q13113|PDZ1I_HUMAN	tr|A0A667HDV3|A0A667HDV3_LYNCA
OG0009073	sp|Q13875|MOBP_HUMAN	tr|A0A667GPY7|A0A667GPY7_LYNCA
OG0009074	sp|Q14872|MTF1_HUMAN	tr|A0A667G7Z1|A0A667G7Z1_LYNCA
OG0009075	sp|Q3B820|F161A_HUMAN	tr|A0A667HBN7|A0A667HBN7_LYNCA
OG0009076	sp|Q4VX76|SYTL3_HUMAN	tr|A0A667GE17|A0A667GE17_LYNCA
OG0009077	sp|Q53T59|H1BP3_HUMAN	tr|A0A667GUE3|A0A667GUE3_LYNCA
OG0009078	sp|Q58EX7|PKHG4_HUMAN	tr|A0A667I6U2|A0A667I6U2_LYNCA
OG0009079	sp|Q5VTT5|MYOM3_HUMAN	tr|A0A667HRZ5|A0A667HRZ5_LYNCA
OG0009080	sp|Q6PHW0|IYD1_HUMAN	tr|A0A667FSU2|A0A667FSU2_LYNCA
OG0009081	sp|Q6Q6R5|CRIP3_HUMAN	tr|A0A667G7Z8|A0A667G7Z8_LYNCA
OG0009082	sp|Q6UX40|TM107_HUMAN	tr|A0A667HGK6|A0A667HGK6_LYNCA
OG0009083	sp|Q6ZTQ4|CDHR3_HUMAN	tr|A0A667G712|A0A667G712_LYNCA
OG0009084	sp|Q86SQ9|DHDDS_HUMAN	tr|A0A667H442|A0A667H442_LYNCA
OG0009085	sp|Q86SX6|GLRX5_HUMAN	tr|A0A667FTQ0|A0A667FTQ0_LYNCA
OG0009086	sp|Q86XP0|PA24D_HUMAN	tr|A0A667FTY2|A0A667FTY2_LYNCA
OG0009087	sp|Q8N944|AMER3_HUMAN	tr|A0A667ICB8|A0A667ICB8_LYNCA
OG0009088	sp|Q8NG92|O13H1_HUMAN	tr|A0A667HPG6|A0A667HPG6_LYNCA
OG0009089	sp|Q8NHW6|OTOSP_HUMAN	tr|A0A667HVX2|A0A667HVX2_LYNCA
OG0009090	sp|Q8TD90|MAGE2_HUMAN	tr|A0A667HWH0|A0A667HWH0_LYNCA
OG0009091	sp|Q8TDW5|SYTL5_HUMAN	tr|A0A667J3C9|A0A667J3C9_LYNCA
OG0009092	sp|Q8TF42|UBS3B_HUMAN	tr|A0A667IKY7|A0A667IKY7_LYNCA
OG0009093	sp|Q969H4|CNKR1_HUMAN	tr|A0A667GN98|A0A667GN98_LYNCA
OG0009094	sp|Q96A09|TET5B_HUMAN	tr|A0A667H831|A0A667H831_LYNCA
OG0009095	sp|Q96G79|S35A4_HUMAN	tr|A0A667G8D8|A0A667G8D8_LYNCA
OG0009096	sp|Q96PX6|CC85A_HUMAN	tr|A0A667GKN6|A0A667GKN6_LYNCA
OG0009097	sp|Q99757|THIOM_HUMAN	tr|A0A667GZV9|A0A667GZV9_LYNCA
OG0009098	sp|Q9C0D4|Z518B_HUMAN	tr|A0A667FQB8|A0A667FQB8_LYNCA
OG0009099	sp|Q9H1Z9|TSN10_HUMAN	tr|A0A667I6X7|A0A667I6X7_LYNCA
OG0009100	sp|Q9H2Y7|ZN106_HUMAN	tr|A0A667GA54|A0A667GA54_LYNCA
OG0009101	sp|Q9H307|PININ_HUMAN	tr|A0A667G6Y3|A0A667G6Y3_LYNCA
OG0009102	sp|Q9HB09|B2L12_HUMAN	tr|A0A667IIH0|A0A667IIH0_LYNCA
OG0009103	sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A667FT80|A0A667FT80_LYNCA
OG0009104	sp|Q9NVH2|INT7_HUMAN	tr|A0A667INX6|A0A667INX6_LYNCA
OG0009105	sp|Q9NZ63|TLS1_HUMAN	tr|A0A667IJR0|A0A667IJR0_LYNCA
OG0009106	sp|Q9UDR5|AASS_HUMAN	tr|A0A667G5B7|A0A667G5B7_LYNCA
OG0009107	sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A667G312|A0A667G312_LYNCA
OG0009108	sp|Q9UPA5|BSN_HUMAN	tr|A0A667GJ68|A0A667GJ68_LYNCA
OG0009109	sp|Q9Y2I7|FYV1_HUMAN	tr|A0A667IP66|A0A667IP66_LYNCA
OG0009110	sp|Q9Y365|STA10_HUMAN	tr|A0A667GFQ5|A0A667GFQ5_LYNCA
OG0009111	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A667HSM3|A0A667HSM3_LYNCA
OG0009112	sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A667GAY7|A0A667GAY7_LYNCA
OG0009113	sp|A6NC97|F172B_HUMAN	tr|A0A667HCB0|A0A667HCB0_LYNCA
OG0009114	sp|A6NDA9|LRIT2_HUMAN	tr|A0A667HQ59|A0A667HQ59_LYNCA
OG0009115	sp|A6NF36|CC182_HUMAN	tr|A0A667I6Y6|A0A667I6Y6_LYNCA
OG0009116	sp|A6NF83|NUPR2_HUMAN	tr|A0A667HPE0|A0A667HPE0_LYNCA
OG0009117	sp|A7E2U8|CD047_HUMAN	tr|A0A667FMA1|A0A667FMA1_LYNCA
OG0009118	sp|A8MTJ6|FOXI3_HUMAN	tr|A0A667H5S7|A0A667H5S7_LYNCA
OG0009119	sp|B2RXF5|ZBT42_HUMAN	tr|A0A667GXR3|A0A667GXR3_LYNCA
OG0009120	sp|O00175|CCL24_HUMAN	tr|A0A667I6C3|A0A667I6C3_LYNCA
OG0009121	sp|O00541|PESC_HUMAN	tr|A0A667HLJ1|A0A667HLJ1_LYNCA
OG0009122	sp|O14775|GNB5_HUMAN	tr|A0A667GW34|A0A667GW34_LYNCA
OG0009123	sp|O15335|CHAD_HUMAN	tr|A0A667I7I8|A0A667I7I8_LYNCA
OG0009124	sp|O60359|CCG3_HUMAN	tr|A0A667I8A6|A0A667I8A6_LYNCA
OG0009125	sp|O75934|SPF27_HUMAN	tr|A0A667I9D9|A0A667I9D9_LYNCA
OG0009126	sp|O94921|CDK14_HUMAN	tr|A0A667G520|A0A667G520_LYNCA
OG0009127	sp|O95427|PIGN_HUMAN	tr|A0A667GKM3|A0A667GKM3_LYNCA
OG0009128	sp|O95813|CER1_HUMAN	tr|A0A667HWY5|A0A667HWY5_LYNCA
OG0009129	sp|P0C7L1|ISK8_HUMAN	tr|A0A667G3X5|A0A667G3X5_LYNCA
OG0009130	sp|P10124|SRGN_HUMAN	tr|A0A667I445|A0A667I445_LYNCA
OG0009131	sp|P19086|GNAZ_HUMAN	tr|A0A667HTW4|A0A667HTW4_LYNCA
OG0009132	sp|P27449|VATL_HUMAN	tr|A0A667J1H0|A0A667J1H0_LYNCA
OG0009133	sp|P30273|FCERG_HUMAN	tr|A0A667HYD5|A0A667HYD5_LYNCA
OG0009134	sp|P40313|CTRL_HUMAN	tr|A0A667HQM7|A0A667HQM7_LYNCA
OG0009135	sp|P49189|AL9A1_HUMAN	tr|A0A667HPT1|A0A667HPT1_LYNCA
OG0009136	sp|P62312|LSM6_HUMAN	tr|A0A667GAP2|A0A667GAP2_LYNCA
OG0009137	sp|Q08AI6|S38AB_HUMAN	tr|A0A667GK82|A0A667GK82_LYNCA
OG0009138	sp|Q13275|SEM3F_HUMAN	tr|A0A667GM03|A0A667GM03_LYNCA
OG0009139	sp|Q13637|RAB32_HUMAN	tr|A0A667FQ53|A0A667FQ53_LYNCA
OG0009140	sp|Q15032|R3HD1_HUMAN	tr|A0A667GD75|A0A667GD75_LYNCA
OG0009141	sp|Q15572|TAF1C_HUMAN	tr|A0A667HA51|A0A667HA51_LYNCA
OG0009142	sp|Q15916|ZBTB6_HUMAN	tr|A0A667IQ03|A0A667IQ03_LYNCA
OG0009143	sp|Q2M385|MPEG1_HUMAN	tr|A0A667HQS0|A0A667HQS0_LYNCA
OG0009144	sp|Q2T9K0|TMM44_HUMAN	tr|A0A667H9Q4|A0A667H9Q4_LYNCA
OG0009145	sp|Q5VTH2|FLTOP_HUMAN	tr|A0A667IZ79|A0A667IZ79_LYNCA
OG0009146	sp|Q5VZE5|NAA35_HUMAN	tr|A0A667HNT8|A0A667HNT8_LYNCA
OG0009147	sp|Q6IQ32|ADNP2_HUMAN	tr|A0A667HQN0|A0A667HQN0_LYNCA
OG0009148	sp|Q7L592|NDUF7_HUMAN	tr|A0A667G487|A0A667G487_LYNCA
OG0009149	sp|Q7Z2X4|PCLI1_HUMAN	tr|A0A667GHS9|A0A667GHS9_LYNCA
OG0009150	sp|Q86X76|NIT1_HUMAN	tr|A0A667I1C4|A0A667I1C4_LYNCA
OG0009151	sp|Q8IU89|CERS3_HUMAN	tr|A0A667GL87|A0A667GL87_LYNCA
OG0009152	sp|Q8IYB7|DI3L2_HUMAN	tr|A0A667H9H8|A0A667H9H8_LYNCA
OG0009153	sp|Q8N8I0|SAM12_HUMAN	tr|A0A667IH80|A0A667IH80_LYNCA
OG0009154	sp|Q8N8X9|MB213_HUMAN	tr|A0A667HY31|A0A667HY31_LYNCA
OG0009155	sp|Q8N9S9|SNX31_HUMAN	tr|A0A667I5Q3|A0A667I5Q3_LYNCA
OG0009156	sp|Q8N9U0|TAC2N_HUMAN	tr|A0A667FRF6|A0A667FRF6_LYNCA
OG0009157	sp|Q8WVM8|SCFD1_HUMAN	tr|A0A667J2U5|A0A667J2U5_LYNCA
OG0009158	sp|Q8WWL2|SPIR2_HUMAN	tr|A0A667I2H7|A0A667I2H7_LYNCA
OG0009159	sp|Q96D70|R3HD4_HUMAN	tr|A0A667G2X7|A0A667G2X7_LYNCA
OG0009160	sp|Q96MA6|KAD8_HUMAN	tr|A0A667J5M4|A0A667J5M4_LYNCA
OG0009161	sp|Q96Q07|BTBD9_HUMAN	tr|A0A667GNJ3|A0A667GNJ3_LYNCA
OG0009162	sp|Q96RY7|IF140_HUMAN	tr|A0A667IL19|A0A667IL19_LYNCA
OG0009163	sp|Q99569|PKP4_HUMAN	tr|A0A667GRG9|A0A667GRG9_LYNCA
OG0009164	sp|Q99999|G3ST1_HUMAN	tr|A0A667HLF7|A0A667HLF7_LYNCA
OG0009165	sp|Q9BQT8|ODC_HUMAN	tr|A0A667GRY4|A0A667GRY4_LYNCA
OG0009166	sp|Q9BTT4|MED10_HUMAN	tr|A0A667G624|A0A667G624_LYNCA
OG0009167	sp|Q9BVI4|NOC4L_HUMAN	tr|A0A667H4P1|A0A667H4P1_LYNCA
OG0009168	sp|Q9GZV3|SC5A7_HUMAN	tr|A0A667FVS3|A0A667FVS3_LYNCA
OG0009169	sp|Q9H7Z3|NRDE2_HUMAN	tr|A0A667G1I5|A0A667G1I5_LYNCA
OG0009170	sp|Q9NPB1|NT5M_HUMAN	tr|A0A667IKH4|A0A667IKH4_LYNCA
OG0009171	sp|Q9NQ30|ESM1_HUMAN	tr|A0A667GRW9|A0A667GRW9_LYNCA
OG0009173	sp|Q9UQR1|ZN148_HUMAN	tr|A0A667HHF6|A0A667HHF6_LYNCA
OG0009174	sp|Q9Y4W6|AFG32_HUMAN	tr|A0A667HMN1|A0A667HMN1_LYNCA
OG0009175	sp|Q9Y6H5|SNCAP_HUMAN	tr|A0A667GDP8|A0A667GDP8_LYNCA
OG0009176	sp|Q9Y6X0|SETBP_HUMAN	tr|A0A667H510|A0A667H510_LYNCA
OG0009177	tr|A0A1W2PQU2|A0A1W2PQU2_HUMAN	tr|A0A667HIA5|A0A667HIA5_LYNCA
OG0009178	sp|A6NHZ5|LR14B_HUMAN	tr|A0A667GEE1|A0A667GEE1_LYNCA
OG0009179	sp|A8MXK1|VSTM5_HUMAN	tr|A0A667HJZ2|A0A667HJZ2_LYNCA
OG0009180	sp|O00712|NFIB_HUMAN	tr|A0A667HVP3|A0A667HVP3_LYNCA
OG0009181	sp|O14910|LIN7A_HUMAN	tr|A0A667FPX8|A0A667FPX8_LYNCA
OG0009182	sp|O60500|NPHN_HUMAN	tr|A0A667ILX2|A0A667ILX2_LYNCA
OG0009183	sp|O60762|DPM1_HUMAN	tr|A0A667GU32|A0A667GU32_LYNCA
OG0009184	sp|O75382|TRIM3_HUMAN	tr|A0A667H882|A0A667H882_LYNCA
OG0009185	sp|O75695|XRP2_HUMAN	tr|A0A667HN02|A0A667HN02_LYNCA
OG0009186	sp|O95297|MPZL1_HUMAN	tr|A0A667INR1|A0A667INR1_LYNCA
OG0009187	sp|O95602|RPA1_HUMAN	tr|A0A667GZX3|A0A667GZX3_LYNCA
OG0009188	sp|P00750|TPA_HUMAN	tr|A0A667GVC8|A0A667GVC8_LYNCA
OG0009189	sp|P02008|HBAZ_HUMAN	tr|A0A667HNY2|A0A667HNY2_LYNCA
OG0009190	sp|P16519|NEC2_HUMAN	tr|A0A667GH80|A0A667GH80_LYNCA
OG0009191	sp|P33681|CD80_HUMAN	tr|A0A667H8Q8|A0A667H8Q8_LYNCA
OG0009192	sp|P34949|MPI_HUMAN	tr|A0A667G6R5|A0A667G6R5_LYNCA
OG0009193	sp|P43088|PF2R_HUMAN	tr|A0A667HLV1|A0A667HLV1_LYNCA
OG0009194	sp|P51398|RT29_HUMAN	tr|A0A667HI37|A0A667HI37_LYNCA
OG0009195	sp|P54709|AT1B3_HUMAN	tr|A0A667HY97|A0A667HY97_LYNCA
OG0009196	sp|P54803|GALC_HUMAN	tr|A0A667GNF1|A0A667GNF1_LYNCA
OG0009197	sp|Q02962|PAX2_HUMAN	tr|A0A667HE90|A0A667HE90_LYNCA
OG0009198	sp|Q13009|TIAM1_HUMAN	tr|A0A667GXQ6|A0A667GXQ6_LYNCA
OG0009199	sp|Q14203|DCTN1_HUMAN	tr|A0A667GPE0|A0A667GPE0_LYNCA
OG0009200	sp|Q4G0I0|CSMT1_HUMAN	tr|A0A667IQE5|A0A667IQE5_LYNCA
OG0009201	sp|Q5VZI3|TM268_HUMAN	tr|A0A667HIL0|A0A667HIL0_LYNCA
OG0009202	sp|Q6UWJ8|C16L2_HUMAN	tr|A0A667HYB1|A0A667HYB1_LYNCA
OG0009203	sp|Q6UX15|LAYN_HUMAN	tr|A0A667GYJ8|A0A667GYJ8_LYNCA
OG0009204	sp|Q6ZSY5|PPR3F_HUMAN	tr|A0A667I319|A0A667I319_LYNCA
OG0009205	sp|Q8IZ02|LRC34_HUMAN	tr|A0A667HMJ1|A0A667HMJ1_LYNCA
OG0009206	sp|Q8IZF6|AGRG4_HUMAN	tr|A0A667HVH9|A0A667HVH9_LYNCA
OG0009207	sp|Q8N100|ATOH7_HUMAN	tr|A0A667I7M2|A0A667I7M2_LYNCA
OG0009208	sp|Q8N6G6|ATL1_HUMAN	tr|A0A667IKE1|A0A667IKE1_LYNCA
OG0009209	sp|Q8N6L0|KASH5_HUMAN	tr|A0A667HXY9|A0A667HXY9_LYNCA
OG0009210	sp|Q8N8G2|VGLL2_HUMAN	tr|A0A667FMV7|A0A667FMV7_LYNCA
OG0009211	sp|Q8NBS3|S4A11_HUMAN	tr|A0A667GQ27|A0A667GQ27_LYNCA
OG0009212	sp|Q8NI36|WDR36_HUMAN	tr|A0A667G0L3|A0A667G0L3_LYNCA
OG0009213	sp|Q8TAV4|STML3_HUMAN	tr|A0A667GN60|A0A667GN60_LYNCA
OG0009214	sp|Q969S0|S35B4_HUMAN	tr|A0A667H1V4|A0A667H1V4_LYNCA
OG0009215	sp|Q96JD6|AKCL2_HUMAN	tr|A0A667G3U7|A0A667G3U7_LYNCA
OG0009216	sp|Q96RU3|FNBP1_HUMAN	tr|A0A667J1V4|A0A667J1V4_LYNCA
OG0009217	sp|Q99523|SORT_HUMAN	tr|A0A667H3P7|A0A667H3P7_LYNCA
OG0009218	sp|Q9BU89|DOHH_HUMAN	tr|A0A667FWK8|A0A667FWK8_LYNCA
OG0009219	sp|Q9BUI4|RPC3_HUMAN	tr|A0A667GPV8|A0A667GPV8_LYNCA
OG0009220	sp|Q9BW19|KIFC1_HUMAN	tr|A0A667GFR8|A0A667GFR8_LYNCA
OG0009221	sp|Q9BYM8|HOIL1_HUMAN	tr|A0A667ISP2|A0A667ISP2_LYNCA
OG0009222	sp|Q9GZV8|PRD14_HUMAN	tr|A0A667I8B5|A0A667I8B5_LYNCA
OG0009223	sp|Q9NV56|MRGBP_HUMAN	tr|A0A667HY73|A0A667HY73_LYNCA
OG0009224	sp|Q9UF02|CCG5_HUMAN	tr|A0A667HP95|A0A667HP95_LYNCA
OG0009225	sp|Q9UHD0|IL19_HUMAN	tr|A0A667HNQ5|A0A667HNQ5_LYNCA
OG0009226	sp|Q9UK00|CC018_HUMAN	tr|A0A667G2H9|A0A667G2H9_LYNCA
OG0009227	sp|Q9ULV8|CBLC_HUMAN	tr|A0A667I7B4|A0A667I7B4_LYNCA
OG0009228	sp|Q9Y2X3|NOP58_HUMAN	tr|A0A667IE44|A0A667IE44_LYNCA
OG0009229	sp|Q9Y3A3|PHOCN_HUMAN	tr|A0A667H7P4|A0A667H7P4_LYNCA
OG0009230	sp|Q9Y3B4|SF3B6_HUMAN	tr|A0A667GCH7|A0A667GCH7_LYNCA
OG0009231	sp|Q9Y471|CMAH_HUMAN	tr|A0A667FNC4|A0A667FNC4_LYNCA
OG0009232	sp|Q9Y6N1|COX11_HUMAN	tr|A0A667IAH4|A0A667IAH4_LYNCA
OG0009234	sp|A0A1B0GTC6|CC085_HUMAN	tr|A0A667HUE2|A0A667HUE2_LYNCA
OG0009235	sp|O00212|RHOD_HUMAN	tr|A0A667HJS9|A0A667HJS9_LYNCA
OG0009236	sp|O75027|ABCB7_HUMAN	tr|A0A667HVA3|A0A667HVA3_LYNCA
OG0009237	sp|O75822|EIF3J_HUMAN	tr|A0A667IES1|A0A667IES1_LYNCA
OG0009238	sp|O75881|CP7B1_HUMAN	tr|A0A667IU07|A0A667IU07_LYNCA
OG0009239	sp|O95716|RAB3D_HUMAN	tr|A0A667H4V1|A0A667H4V1_LYNCA
OG0009240	sp|P11161|EGR2_HUMAN	tr|A0A667I5T8|A0A667I5T8_LYNCA
OG0009241	sp|P17025|ZN182_HUMAN	tr|A0A667I991|A0A667I991_LYNCA
OG0009242	sp|P17813|EGLN_HUMAN	tr|A0A667J2L4|A0A667J2L4_LYNCA
OG0009243	sp|P20711|DDC_HUMAN	tr|A0A667H7C5|A0A667H7C5_LYNCA
OG0009244	sp|P25787|PSA2_HUMAN	tr|A0A667GKK3|A0A667GKK3_LYNCA
OG0009245	sp|P43116|PE2R2_HUMAN	tr|A0A667HR46|A0A667HR46_LYNCA
OG0009246	sp|P43320|CRBB2_HUMAN	tr|A0A667I8X5|A0A667I8X5_LYNCA
OG0009247	sp|P49755|TMEDA_HUMAN	tr|A0A667GXJ3|A0A667GXJ3_LYNCA
OG0009249	sp|Q04323|UBXN1_HUMAN	tr|A0A667HXQ1|A0A667HXQ1_LYNCA
OG0009250	sp|Q07820|MCL1_HUMAN	tr|A0A667GXX5|A0A667GXX5_LYNCA
OG0009251	sp|Q0IIM8|TBC8B_HUMAN	tr|A0A667IZB8|A0A667IZB8_LYNCA
OG0009252	sp|Q14005|IL16_HUMAN	tr|A0A667GFK3|A0A667GFK3_LYNCA
OG0009253	sp|Q14692|BMS1_HUMAN	tr|A0A667HEB9|A0A667HEB9_LYNCA
OG0009254	sp|Q14929|ZN169_HUMAN	tr|A0A667HY72|A0A667HY72_LYNCA
OG0009255	sp|Q16322|KCA10_HUMAN	tr|A0A667HFV2|A0A667HFV2_LYNCA
OG0009256	sp|Q16842|SIA4B_HUMAN	tr|A0A667IGL1|A0A667IGL1_LYNCA
OG0009257	sp|Q2M3V2|SWAHA_HUMAN	tr|A0A667G8M8|A0A667G8M8_LYNCA
OG0009258	sp|Q2VWP7|PRTG_HUMAN	tr|A0A667G267|A0A667G267_LYNCA
OG0009259	sp|Q49AR2|CE022_HUMAN	tr|A0A667H8Y8|A0A667H8Y8_LYNCA
OG0009260	sp|Q53HC5|KLH26_HUMAN	tr|A0A667G4E8|A0A667G4E8_LYNCA
OG0009261	sp|Q5U5X8|F222A_HUMAN	tr|A0A667HLF3|A0A667HLF3_LYNCA
OG0009262	sp|Q68CR1|SE1L3_HUMAN	tr|A0A667GPH9|A0A667GPH9_LYNCA
OG0009263	sp|Q68DK7|MSL1_HUMAN	tr|A0A667IF28|A0A667IF28_LYNCA
OG0009264	sp|Q6J9G0|STYK1_HUMAN	tr|A0A667GB82|A0A667GB82_LYNCA
OG0009265	sp|Q6UWF3|SCIMP_HUMAN	tr|A0A667IDP6|A0A667IDP6_LYNCA
OG0009266	sp|Q6ZMJ4|IL34_HUMAN	tr|A0A667HA12|A0A667HA12_LYNCA
OG0009267	sp|Q86YT9|JAML_HUMAN	tr|A0A667I3D5|A0A667I3D5_LYNCA
OG0009268	sp|Q8IY85|EFC13_HUMAN	tr|A0A667HVG6|A0A667HVG6_LYNCA
OG0009269	sp|Q8IYR6|TEFF1_HUMAN	tr|A0A667HHA8|A0A667HHA8_LYNCA
OG0009270	sp|Q8IZV5|RDH10_HUMAN	tr|A0A667I4N1|A0A667I4N1_LYNCA
OG0009271	sp|Q8N2K0|ABD12_HUMAN	tr|A0A667FQJ4|A0A667FQJ4_LYNCA
OG0009272	sp|Q8N414|PGBD5_HUMAN	tr|A0A667HVU8|A0A667HVU8_LYNCA
OG0009273	sp|Q8NBR6|MINY2_HUMAN	tr|A0A667G4P2|A0A667G4P2_LYNCA
OG0009274	sp|Q8NCG5|CHST4_HUMAN	tr|A0A667H940|A0A667H940_LYNCA
OG0009275	sp|Q8NEP3|DAAF1_HUMAN	tr|A0A667HA67|A0A667HA67_LYNCA
OG0009276	sp|Q8NEW7|TMIE_HUMAN	tr|A0A667FZV6|A0A667FZV6_LYNCA
OG0009277	sp|Q8TAP6|CEP76_HUMAN	tr|A0A667HP96|A0A667HP96_LYNCA
OG0009278	sp|Q8WUF5|IASPP_HUMAN	tr|A0A667HT67|A0A667HT67_LYNCA
OG0009279	sp|Q8WVI7|PPR1C_HUMAN	tr|A0A667HEZ0|A0A667HEZ0_LYNCA
OG0009280	sp|Q8WXB4|ZN606_HUMAN	tr|A0A667IXY4|A0A667IXY4_LYNCA
OG0009281	sp|Q92878|RAD50_HUMAN	tr|A0A667GAB2|A0A667GAB2_LYNCA
OG0009282	sp|Q96DB9|FXYD5_HUMAN	tr|A0A667IAM5|A0A667IAM5_LYNCA
OG0009283	sp|Q96IP4|TET5A_HUMAN	tr|A0A667FYJ5|A0A667FYJ5_LYNCA
OG0009284	sp|Q96SR6|ZN382_HUMAN	tr|A0A667HE57|A0A667HE57_LYNCA
OG0009285	sp|Q9BV73|CP250_HUMAN	tr|A0A667FRQ1|A0A667FRQ1_LYNCA
OG0009286	sp|Q9BWQ6|YIPF2_HUMAN	tr|A0A667GBF9|A0A667GBF9_LYNCA
OG0009287	sp|Q9BX74|TM2D1_HUMAN	tr|A0A667GNT4|A0A667GNT4_LYNCA
OG0009288	sp|Q9C075|K1C23_HUMAN	tr|A0A667I2A3|A0A667I2A3_LYNCA
OG0009289	sp|Q9H0M4|ZCPW1_HUMAN	tr|A0A667HWZ0|A0A667HWZ0_LYNCA
OG0009290	sp|Q9H1C4|UN93B_HUMAN	tr|A0A667HNS6|A0A667HNS6_LYNCA
OG0009291	sp|Q9H1K4|GHC2_HUMAN	tr|A0A667HNQ6|A0A667HNQ6_LYNCA
OG0009292	sp|Q9H3P7|GCP60_HUMAN	tr|A0A667HMT8|A0A667HMT8_LYNCA
OG0009293	sp|Q9H840|GEMI7_HUMAN	tr|A0A667IUK3|A0A667IUK3_LYNCA
OG0009294	sp|Q9NYF5|FA13B_HUMAN	tr|A0A667H5K2|A0A667H5K2_LYNCA
OG0009295	sp|Q9NYW7|TA2R1_HUMAN	tr|A0A667GTY4|A0A667GTY4_LYNCA
OG0009296	sp|Q9UBC3|DNM3B_HUMAN	tr|A0A667HYF5|A0A667HYF5_LYNCA
OG0009297	sp|Q9UBD9|CLCF1_HUMAN	tr|A0A667IBT6|A0A667IBT6_LYNCA
OG0009298	sp|Q9UHK6|AMACR_HUMAN	tr|A0A667H7I6|A0A667H7I6_LYNCA
OG0009299	sp|Q9UK39|NOCT_HUMAN	tr|A0A667HGE0|A0A667HGE0_LYNCA
OG0009300	sp|Q9Y6A2|CP46A_HUMAN	tr|A0A667FVT6|A0A667FVT6_LYNCA
OG0009301	sp|A0A1B0GWK0|PVLEF_HUMAN	tr|A0A667HYK0|A0A667HYK0_LYNCA
OG0009302	sp|A0A1W2PS18|PMIS2_HUMAN	tr|A0A667IE36|A0A667IE36_LYNCA
OG0009303	sp|A6NP61|ZAR1L_HUMAN	tr|A0A667FED5|A0A667FED5_LYNCA
OG0009304	sp|B1AKI9|ISM1_HUMAN	tr|A0A667FXT7|A0A667FXT7_LYNCA
OG0009305	sp|H3BPM6|MKROS_HUMAN	tr|A0A667FQ19|A0A667FQ19_LYNCA
OG0009306	sp|O14815|CAN9_HUMAN	tr|A0A667HCB5|A0A667HCB5_LYNCA
OG0009307	sp|O14880|MGST3_HUMAN	tr|A0A667I6I1|A0A667I6I1_LYNCA
OG0009308	sp|O43776|SYNC_HUMAN	tr|A0A667H9F7|A0A667H9F7_LYNCA
OG0009309	sp|O43781|DYRK3_HUMAN	tr|A0A667ITK2|A0A667ITK2_LYNCA
