Orthogroup	Homo_sapiens	Mus_spicilegus
OG0004810	sp|Q9NP73|ALG13_HUMAN	tr|A0A8C6HU32|A0A8C6HU32_MUSSI
OG0004811	sp|Q9NRG9|AAAS_HUMAN	tr|A0A8C6N2H3|A0A8C6N2H3_MUSSI
OG0004812	sp|Q9NRM1|ENAM_HUMAN	tr|A0A8C6IN01|A0A8C6IN01_MUSSI
OG0004813	sp|Q9P000|COMD9_HUMAN	tr|A0A8C6GFS2|A0A8C6GFS2_MUSSI
OG0004814	sp|Q9UL68|MYT1L_HUMAN	tr|A0A8C6GAI7|A0A8C6GAI7_MUSSI
OG0004815	sp|Q9Y272|RASD1_HUMAN	tr|A0A8C6HMQ4|A0A8C6HMQ4_MUSSI
OG0004816	sp|Q9Y3E1|HDGR3_HUMAN	tr|A0A8C6MPW3|A0A8C6MPW3_MUSSI
OG0004817	sp|Q9Y617|SERC_HUMAN	tr|A0A8C6HFQ9|A0A8C6HFQ9_MUSSI
OG0004818	sp|A0A1B0GVG6|TEX54_HUMAN	tr|A0A8C6IJI0|A0A8C6IJI0_MUSSI
OG0004819	sp|A2VEC9|SSPO_HUMAN	tr|A0A8C6HRJ7|A0A8C6HRJ7_MUSSI
OG0004820	sp|A6NFA0|F205C_HUMAN	tr|A0A8C6N5L5|A0A8C6N5L5_MUSSI
OG0004821	sp|A8MW99|MEI4_HUMAN	tr|A0A8C6I6G1|A0A8C6I6G1_MUSSI
OG0004822	sp|O00295|TULP2_HUMAN	tr|A0A8C6HIN4|A0A8C6HIN4_MUSSI
OG0004823	sp|O43325|LYRM1_HUMAN	tr|A0A8C6GVR6|A0A8C6GVR6_MUSSI
OG0004824	sp|O60462|NRP2_HUMAN	tr|A0A8C6H176|A0A8C6H176_MUSSI
OG0004825	sp|O60566|BUB1B_HUMAN	tr|A0A8C6GZG7|A0A8C6GZG7_MUSSI
OG0004826	sp|O95760|IL33_HUMAN	tr|A0A8C6N290|A0A8C6N290_MUSSI
OG0004827	sp|O95831|AIFM1_HUMAN	tr|A0A8C6MVC5|A0A8C6MVC5_MUSSI
OG0004828	sp|P04180|LCAT_HUMAN	tr|A0A8C6GJ82|A0A8C6GJ82_MUSSI
OG0004829	sp|P0DMB2|CH088_HUMAN	tr|A0A8C6G586|A0A8C6G586_MUSSI
OG0004830	sp|P14854|CX6B1_HUMAN	tr|A0A8C6HEX0|A0A8C6HEX0_MUSSI
OG0004831	sp|P16452|EPB42_HUMAN	tr|A0A8C6IA12|A0A8C6IA12_MUSSI
OG0004832	sp|P19320|VCAM1_HUMAN	tr|A0A8C6GH39|A0A8C6GH39_MUSSI
OG0004833	sp|P62750|RL23A_HUMAN	tr|A0A8C6HWX4|A0A8C6HWX4_MUSSI
OG0004834	sp|Q00056|HXA4_HUMAN	tr|A0A8C6GUL6|A0A8C6GUL6_MUSSI
OG0004835	sp|Q01085|TIAR_HUMAN	tr|A0A8C6HY58|A0A8C6HY58_MUSSI
OG0004836	sp|Q12797|ASPH_HUMAN	tr|A0A8C6IGA5|A0A8C6IGA5_MUSSI
OG0004837	sp|Q13395|TARB1_HUMAN	tr|A0A8C6HVS4|A0A8C6HVS4_MUSSI
OG0004838	sp|Q14106|TOB2_HUMAN	tr|A0A8C6I1L0|A0A8C6I1L0_MUSSI
OG0004839	sp|Q14123|PDE1C_HUMAN	tr|A0A8C6MZK2|A0A8C6MZK2_MUSSI
OG0004840	sp|Q15637|SF01_HUMAN	tr|A0A8C6IGT2|A0A8C6IGT2_MUSSI
OG0004841	sp|Q15785|TOM34_HUMAN	tr|A0A8C6IAH1|A0A8C6IAH1_MUSSI
OG0004842	sp|Q16363|LAMA4_HUMAN	tr|A0A8C6G722|A0A8C6G722_MUSSI
OG0004843	sp|Q5T0B9|ZN362_HUMAN	tr|A0A8C6MPM9|A0A8C6MPM9_MUSSI
OG0004844	sp|Q5VWQ8|DAB2P_HUMAN	tr|A0A8C6HFZ7|A0A8C6HFZ7_MUSSI
OG0004845	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A8C6I4Z0|A0A8C6I4Z0_MUSSI
OG0004846	sp|Q6YHK3|CD109_HUMAN	tr|A0A8C6GF61|A0A8C6GF61_MUSSI
OG0004847	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A8C6HL31|A0A8C6HL31_MUSSI
OG0004848	sp|Q7Z6M3|MILR1_HUMAN	tr|A0A8C6N1Q9|A0A8C6N1Q9_MUSSI
OG0004849	sp|Q86VE9|SERC5_HUMAN	tr|A0A8C6H368|A0A8C6H368_MUSSI
OG0004850	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A8C6H675|A0A8C6H675_MUSSI
OG0004851	sp|Q8IXM6|NRM_HUMAN	tr|A0A8C6H9D7|A0A8C6H9D7_MUSSI
OG0004852	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A8C6GHH9|A0A8C6GHH9_MUSSI
OG0004853	sp|Q8IYN6|UBAD2_HUMAN	tr|A0A8C6N382|A0A8C6N382_MUSSI
OG0004854	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A8C6I0V3|A0A8C6I0V3_MUSSI
OG0004855	sp|Q8NA31|TERB1_HUMAN	tr|A0A8C6HXL9|A0A8C6HXL9_MUSSI
OG0004856	sp|Q8NF37|PCAT1_HUMAN	tr|A0A8C6HFH5|A0A8C6HFH5_MUSSI
OG0004857	sp|Q8TDX6|CGAT1_HUMAN	tr|A0A8C6IL87|A0A8C6IL87_MUSSI
OG0004858	sp|Q8TEP8|CE192_HUMAN	tr|A0A8C6HKY5|A0A8C6HKY5_MUSSI
OG0004859	sp|Q8WX77|IBPL1_HUMAN	tr|A0A8C6HN40|A0A8C6HN40_MUSSI
OG0004860	sp|Q8WXD9|CSKI1_HUMAN	tr|A0A8C6GKC6|A0A8C6GKC6_MUSSI
OG0004861	sp|Q96AX9|MIB2_HUMAN	tr|A0A8C6H725|A0A8C6H725_MUSSI
OG0004862	sp|Q96CM3|RUSD4_HUMAN	tr|A0A8C6GQW0|A0A8C6GQW0_MUSSI
OG0004863	sp|Q96GX5|GWL_HUMAN	tr|A0A8C6N410|A0A8C6N410_MUSSI
OG0004864	sp|Q96Q11|TRNT1_HUMAN	tr|A0A8C6HX71|A0A8C6HX71_MUSSI
OG0004865	sp|Q99633|PRP18_HUMAN	tr|A0A8C6GWS9|A0A8C6GWS9_MUSSI
OG0004866	sp|Q9BPX5|ARP5L_HUMAN	tr|A0A8C6I5X0|A0A8C6I5X0_MUSSI
OG0004867	sp|Q9BRJ6|CG050_HUMAN	tr|A0A8C6IFL7|A0A8C6IFL7_MUSSI
OG0004868	sp|Q9C0F1|CEP44_HUMAN	tr|A0A8C6GC11|A0A8C6GC11_MUSSI
OG0004869	sp|Q9H0D6|XRN2_HUMAN	tr|A0A8C6MW62|A0A8C6MW62_MUSSI
OG0004870	sp|Q9H0F5|RNF38_HUMAN	tr|A0A8C6HNA4|A0A8C6HNA4_MUSSI
OG0004871	sp|Q9H3M0|KCNF1_HUMAN	tr|A0A8C6MUW6|A0A8C6MUW6_MUSSI
OG0004872	sp|Q9H4B4|PLK3_HUMAN	tr|A0A8C6H6A9|A0A8C6H6A9_MUSSI
OG0004873	sp|Q9H5V8|CDCP1_HUMAN	tr|A0A8C6HS18|A0A8C6HS18_MUSSI
OG0004874	sp|Q9HC44|GPBL1_HUMAN	tr|A0A8C6H776|A0A8C6H776_MUSSI
OG0004875	sp|Q9NXG2|THUM1_HUMAN	tr|A0A8C6G8N0|A0A8C6G8N0_MUSSI
OG0004876	sp|Q9UDY6|TRI10_HUMAN	tr|A0A8C6HGS9|A0A8C6HGS9_MUSSI
OG0004877	sp|Q9UGC7|RF1ML_HUMAN	tr|A0A8C6I5G4|A0A8C6I5G4_MUSSI
OG0004878	sp|Q9UJ83|HACL1_HUMAN	tr|A0A8C6GX20|A0A8C6GX20_MUSSI
OG0004879	sp|Q9Y2U9|KLDC2_HUMAN	tr|A0A8C6ICL9|A0A8C6ICL9_MUSSI
OG0004880	sp|Q9Y3V2|RWDD3_HUMAN	tr|A0A8C6HFP4|A0A8C6HFP4_MUSSI
OG0004881	sp|Q9Y664|KPTN_HUMAN	tr|A0A8C6HIP5|A0A8C6HIP5_MUSSI
OG0004882	sp|Q9Y691|KCMB2_HUMAN	tr|A0A8C6IF31|A0A8C6IF31_MUSSI
OG0004883	sp|Q9Y6I4|UBP3_HUMAN	tr|A0A8C6HS59|A0A8C6HS59_MUSSI
OG0004884	sp|A6NFU8|PGPIL_HUMAN	tr|A0A8C6GFZ8|A0A8C6GFZ8_MUSSI
OG0004885	sp|O14519|CDKA1_HUMAN	tr|A0A8C6HLQ9|A0A8C6HLQ9_MUSSI
OG0004886	sp|O14558|HSPB6_HUMAN	tr|A0A8C6GH41|A0A8C6GH41_MUSSI
OG0004887	sp|O15229|KMO_HUMAN	tr|A0A8C6HQI4|A0A8C6HQI4_MUSSI
OG0004888	sp|O15315|RA51B_HUMAN	tr|A0A8C6H9B3|A0A8C6H9B3_MUSSI
OG0004889	sp|O15498|YKT6_HUMAN	tr|A0A8C6HLE8|A0A8C6HLE8_MUSSI
OG0004890	sp|O43312|MTSS1_HUMAN	tr|A0A8C6H9F1|A0A8C6H9F1_MUSSI
OG0004891	sp|O43490|PROM1_HUMAN	tr|A0A8C6IEE1|A0A8C6IEE1_MUSSI
OG0004892	sp|O43525|KCNQ3_HUMAN	tr|A0A8C6GZ35|A0A8C6GZ35_MUSSI
OG0004893	sp|O43609|SPY1_HUMAN	tr|A0A8C6GXC8|A0A8C6GXC8_MUSSI
OG0004894	sp|O94868|FCSD2_HUMAN	tr|A0A8C6IAG0|A0A8C6IAG0_MUSSI
OG0004895	sp|O95299|NDUAA_HUMAN	tr|A0A8C6H4W2|A0A8C6H4W2_MUSSI
OG0004896	sp|O95715|CXL14_HUMAN	tr|A0A8C6HK67|A0A8C6HK67_MUSSI
OG0004897	sp|P05121|PAI1_HUMAN	tr|A0A8C6GVR0|A0A8C6GVR0_MUSSI
OG0004898	sp|P05165|PCCA_HUMAN	tr|A0A8C6N595|A0A8C6N595_MUSSI
OG0004899	sp|P13501|CCL5_HUMAN	tr|A0A8C6MV25|A0A8C6MV25_MUSSI
OG0004900	sp|P19075|TSN8_HUMAN	tr|A0A8C6MXY9|A0A8C6MXY9_MUSSI
OG0004901	sp|P24387|CRHBP_HUMAN	tr|A0A8C6GYJ5|A0A8C6GYJ5_MUSSI
OG0004902	sp|P36639|8ODP_HUMAN	tr|A0A8C6II71|A0A8C6II71_MUSSI
OG0004903	sp|P37802|TAGL2_HUMAN	tr|A0A8C6GQA8|A0A8C6GQA8_MUSSI
OG0004904	sp|P39019|RS19_HUMAN	tr|A0A8C6GFS3|A0A8C6GFS3_MUSSI
OG0004905	sp|P45954|ACDSB_HUMAN	tr|A0A8C6HV98|A0A8C6HV98_MUSSI
OG0004906	sp|P49354|FNTA_HUMAN	tr|A0A8C6IG51|A0A8C6IG51_MUSSI
OG0004907	sp|P49765|VEGFB_HUMAN	tr|A0A8C6HKQ2|A0A8C6HKQ2_MUSSI
OG0004908	sp|P51151|RAB9A_HUMAN	tr|A0A8C6GKW6|A0A8C6GKW6_MUSSI
OG0004909	sp|P57052|RBM11_HUMAN	tr|A0A8C6HXE5|A0A8C6HXE5_MUSSI
OG0004910	sp|P57076|CF298_HUMAN	tr|A0A8C6HEE8|A0A8C6HEE8_MUSSI
OG0004911	sp|Q07955|SRSF1_HUMAN	tr|A0A8C6HVR2|A0A8C6HVR2_MUSSI
OG0004912	sp|Q12792|TWF1_HUMAN	tr|A0A8C6HP56|A0A8C6HP56_MUSSI
OG0004913	sp|Q13042|CDC16_HUMAN	tr|A0A8C6GHY0|A0A8C6GHY0_MUSSI
OG0004914	sp|Q13133|NR1H3_HUMAN	tr|A0A8C6HRH9|A0A8C6HRH9_MUSSI
OG0004915	sp|Q15078|CD5R1_HUMAN	tr|A0A8C6GMA5|A0A8C6GMA5_MUSSI
OG0004916	sp|Q16854|DGUOK_HUMAN	tr|A0A8C6IIB6|A0A8C6IIB6_MUSSI
OG0004917	sp|Q4G0N7|F229B_HUMAN	tr|A0A8C6G6U1|A0A8C6G6U1_MUSSI
OG0004918	sp|Q5JST6|EFHC2_HUMAN	tr|A0A8C6H3I9|A0A8C6H3I9_MUSSI
OG0004919	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A8C6HNT2|A0A8C6HNT2_MUSSI
OG0004920	sp|Q5VU97|CAHD1_HUMAN	tr|A0A8C6ILA8|A0A8C6ILA8_MUSSI
OG0004921	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A8C6GFN6|A0A8C6GFN6_MUSSI
OG0004922	sp|Q6ZRR7|LRRC9_HUMAN	tr|A0A8C6I360|A0A8C6I360_MUSSI
OG0004923	sp|Q6ZWH5|NEK10_HUMAN	tr|A0A8C6MW58|A0A8C6MW58_MUSSI
OG0004924	sp|Q7Z7N9|T179B_HUMAN	tr|A0A8C6IIP6|A0A8C6IIP6_MUSSI
OG0004925	sp|Q86U86|PB1_HUMAN	tr|A0A8C6IDR2|A0A8C6IDR2_MUSSI
OG0004926	sp|Q86UP2|KTN1_HUMAN	tr|A0A8C6N0U0|A0A8C6N0U0_MUSSI
OG0004927	sp|Q8IUZ5|AT2L2_HUMAN	tr|A0A8C6HTC2|A0A8C6HTC2_MUSSI
OG0004928	sp|Q8N5C6|SRBD1_HUMAN	tr|A0A8C6MTT0|A0A8C6MTT0_MUSSI
OG0004929	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A8C6ICL0|A0A8C6ICL0_MUSSI
OG0004930	sp|Q8NBI3|DRAXI_HUMAN	tr|A0A8C6GYX6|A0A8C6GYX6_MUSSI
OG0004931	sp|Q8TED1|GPX8_HUMAN	tr|A0A8C6HGX9|A0A8C6HGX9_MUSSI
OG0004932	sp|Q8TF17|S3TC2_HUMAN	tr|A0A8C6GH17|A0A8C6GH17_MUSSI
OG0004933	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A8C6I788|A0A8C6I788_MUSSI
OG0004934	sp|Q8WY36|BBX_HUMAN	tr|A0A8C6GU04|A0A8C6GU04_MUSSI
OG0004935	sp|Q96MU7|YTDC1_HUMAN	tr|A0A8C6GAS8|A0A8C6GAS8_MUSSI
OG0004936	sp|Q96SU4|OSBL9_HUMAN	tr|A0A8C6MTS1|A0A8C6MTS1_MUSSI
OG0004937	sp|Q99463|NPY6R_HUMAN	tr|A0A8C6HZG7|A0A8C6HZG7_MUSSI
OG0004938	sp|Q9BQJ4|TMM47_HUMAN	tr|A0A8C6GQR5|A0A8C6GQR5_MUSSI
OG0004940	sp|Q9H3S4|TPK1_HUMAN	tr|A0A8C6H1B5|A0A8C6H1B5_MUSSI
OG0004941	sp|Q9H714|PACER_HUMAN	tr|A0A8C6HQ67|A0A8C6HQ67_MUSSI
OG0004942	sp|Q9H9E1|ANRA2_HUMAN	tr|A0A8C6ICF3|A0A8C6ICF3_MUSSI
OG0004943	sp|Q9NZQ9|TMOD4_HUMAN	tr|A0A8C6GEQ3|A0A8C6GEQ3_MUSSI
OG0004944	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A8C6MX52|A0A8C6MX52_MUSSI
OG0004945	sp|Q9P2W1|HOP2_HUMAN	tr|A0A8C6GHY9|A0A8C6GHY9_MUSSI
OG0004946	sp|Q9UHM6|OPN4_HUMAN	tr|A0A8C6I9R7|A0A8C6I9R7_MUSSI
OG0004947	sp|Q9UIF9|BAZ2A_HUMAN	tr|A0A8C6GLC5|A0A8C6GLC5_MUSSI
OG0004948	sp|Q9ULL0|K1210_HUMAN	tr|A0A8C6GAS2|A0A8C6GAS2_MUSSI
OG0004949	sp|Q9UPY6|WASF3_HUMAN	tr|A0A8C6HZA1|A0A8C6HZA1_MUSSI
OG0004950	sp|Q9Y219|JAG2_HUMAN	tr|A0A8C6IEQ1|A0A8C6IEQ1_MUSSI
OG0004951	sp|Q9Y226|S22AD_HUMAN	tr|A0A8C6GDV6|A0A8C6GDV6_MUSSI
OG0004952	sp|Q9Y3E0|GOT1B_HUMAN	tr|A0A8C6HLJ9|A0A8C6HLJ9_MUSSI
OG0004953	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A8C6GG48|A0A8C6GG48_MUSSI
OG0004954	sp|O14511|NRG2_HUMAN	tr|A0A8C6IHC8|A0A8C6IHC8_MUSSI
OG0004955	sp|O15205|UBD_HUMAN	tr|A0A8C6MNV1|A0A8C6MNV1_MUSSI
OG0004956	sp|O43920|NDUS5_HUMAN	tr|A0A8C6H8X7|A0A8C6H8X7_MUSSI
OG0004957	sp|O60281|ZN292_HUMAN	tr|A0A8C6I6G2|A0A8C6I6G2_MUSSI
OG0004958	sp|O75362|ZN217_HUMAN	tr|A0A8C6GVI4|A0A8C6GVI4_MUSSI
OG0004959	sp|O95954|FTCD_HUMAN	tr|A0A8C6IFW4|A0A8C6IFW4_MUSSI
OG0004960	sp|O95965|ITGBL_HUMAN	tr|A0A8C6IFH1|A0A8C6IFH1_MUSSI
OG0004961	sp|P00995|ISK1_HUMAN	tr|A0A8C6HZT6|A0A8C6HZT6_MUSSI
OG0004963	sp|P10915|HPLN1_HUMAN	tr|A0A8C6IIS0|A0A8C6IIS0_MUSSI
OG0004964	sp|P22079|PERL_HUMAN	tr|A0A8C6I5P4|A0A8C6I5P4_MUSSI
OG0004965	sp|P33402|GCYA2_HUMAN	tr|A0A8C6GFW9|A0A8C6GFW9_MUSSI
OG0004966	sp|P41968|MC3R_HUMAN	tr|A0A8C6I7Z4|A0A8C6I7Z4_MUSSI
OG0004967	sp|P49286|MTR1B_HUMAN	tr|A0A8C6H9W9|A0A8C6H9W9_MUSSI
OG0004968	sp|P59533|T2R38_HUMAN	tr|A0A8C6GA20|A0A8C6GA20_MUSSI
OG0004969	sp|P78563|RED1_HUMAN	tr|A0A8C6ID54|A0A8C6ID54_MUSSI
OG0004970	sp|Q06124|PTN11_HUMAN	tr|A0A8C6GX97|A0A8C6GX97_MUSSI
OG0004971	sp|Q13015|AF1Q_HUMAN	tr|A0A8C6MR76|A0A8C6MR76_MUSSI
OG0004972	sp|Q14393|GAS6_HUMAN	tr|A0A8C6GJB0|A0A8C6GJB0_MUSSI
OG0004973	sp|Q15166|PON3_HUMAN	tr|A0A8C6GPR4|A0A8C6GPR4_MUSSI
OG0004974	sp|Q15759|MK11_HUMAN	tr|A0A8C6HR58|A0A8C6HR58_MUSSI
OG0004975	sp|Q16878|CDO1_HUMAN	tr|A0A8C6GBS0|A0A8C6GBS0_MUSSI
OG0004976	sp|Q1HG44|DOXA2_HUMAN	tr|A0A8C6HK26|A0A8C6HK26_MUSSI
OG0004977	sp|Q76N32|CEP68_HUMAN	tr|A0A8C6H497|A0A8C6H497_MUSSI
OG0004978	sp|Q7Z418|KCNKI_HUMAN	tr|A0A8C6IAN0|A0A8C6IAN0_MUSSI
OG0004979	sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A8C6MP02|A0A8C6MP02_MUSSI
OG0004980	sp|Q86TI2|DPP9_HUMAN	tr|A0A8C6H033|A0A8C6H033_MUSSI
OG0004981	sp|Q86U70|LDB1_HUMAN	tr|A0A8C6GZ54|A0A8C6GZ54_MUSSI
OG0004982	sp|Q86UN3|R4RL2_HUMAN	tr|A0A8C6G8R5|A0A8C6G8R5_MUSSI
OG0004983	sp|Q8IU60|DCP2_HUMAN	tr|A0A8C6HYL7|A0A8C6HYL7_MUSSI
OG0004984	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A8C6HS55|A0A8C6HS55_MUSSI
OG0004985	sp|Q8IXT1|DDIAS_HUMAN	tr|A0A8C6HIE1|A0A8C6HIE1_MUSSI
OG0004986	sp|Q8IY31|IFT20_HUMAN	tr|A0A8C6GUT4|A0A8C6GUT4_MUSSI
OG0004987	sp|Q8IY33|MILK2_HUMAN	tr|A0A8C6IHN4|A0A8C6IHN4_MUSSI
OG0004988	sp|Q8N4C6|NIN_HUMAN	tr|A0A8C6N4H4|A0A8C6N4H4_MUSSI
OG0004989	sp|Q8N4E4|PDCL2_HUMAN	tr|A0A8C6HKU9|A0A8C6HKU9_MUSSI
OG0004990	sp|Q92698|RAD54_HUMAN	tr|A0A8C6H7H4|A0A8C6H7H4_MUSSI
OG0004991	sp|Q96FE7|P3IP1_HUMAN	tr|A0A8C6GE93|A0A8C6GE93_MUSSI
OG0004992	sp|Q96HJ3|CCD34_HUMAN	tr|A0A8C6IF05|A0A8C6IF05_MUSSI
OG0004993	sp|Q96MC6|MF14A_HUMAN	tr|A0A8C6GJ28|A0A8C6GJ28_MUSSI
OG0004994	sp|Q96PQ7|KLHL5_HUMAN	tr|A0A8C6GV33|A0A8C6GV33_MUSSI
OG0004995	sp|Q96S42|NODAL_HUMAN	tr|A0A8C6H2K4|A0A8C6H2K4_MUSSI
OG0004996	sp|Q99941|ATF6B_HUMAN	tr|A0A8C6G7D3|A0A8C6G7D3_MUSSI
OG0004998	sp|Q9H1P6|CT085_HUMAN	tr|A0A8C6I8E0|A0A8C6I8E0_MUSSI
OG0004999	sp|Q9H270|VPS11_HUMAN	tr|A0A8C6GLW8|A0A8C6GLW8_MUSSI
OG0005000	sp|Q9H6I2|SOX17_HUMAN	tr|A0A8C6HYX5|A0A8C6HYX5_MUSSI
OG0005001	sp|Q9H773|DCTP1_HUMAN	tr|A0A8C6IFK3|A0A8C6IFK3_MUSSI
OG0005002	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A8C6I9F3|A0A8C6I9F3_MUSSI
OG0005003	sp|Q9HC35|EMAL4_HUMAN	tr|A0A8C6GZN3|A0A8C6GZN3_MUSSI
OG0005004	sp|Q9NR33|DPOE4_HUMAN	tr|A0A8C6N013|A0A8C6N013_MUSSI
OG0005005	sp|Q9NSA1|FGF21_HUMAN	tr|A0A8C6MYK0|A0A8C6MYK0_MUSSI
OG0005006	sp|Q9NW61|PKHJ1_HUMAN	tr|A0A8C6GUZ2|A0A8C6GUZ2_MUSSI
OG0005007	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A8C6HQ80|A0A8C6HQ80_MUSSI
OG0005008	sp|Q9NYS0|KBRS1_HUMAN	tr|A0A8C6GKK1|A0A8C6GKK1_MUSSI
OG0005009	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A8C6HVS0|A0A8C6HVS0_MUSSI
OG0005010	sp|Q9UL36|ZN236_HUMAN	tr|A0A8C6MPD2|A0A8C6MPD2_MUSSI
OG0005011	sp|Q9Y320|TMX2_HUMAN	tr|A0A8C6MPK7|A0A8C6MPK7_MUSSI
OG0005012	sp|C9J3V5|TEX22_HUMAN	tr|A0A8C6ID05|A0A8C6ID05_MUSSI
OG0005013	sp|O00217|NDUS8_HUMAN	tr|A0A8C6H037|A0A8C6H037_MUSSI
OG0005014	sp|O14645|IDLC_HUMAN	tr|A0A8C6MWU8|A0A8C6MWU8_MUSSI
OG0005015	sp|O43679|LDB2_HUMAN	tr|A0A8C6IH20|A0A8C6IH20_MUSSI
OG0005016	sp|O60262|GBG7_HUMAN	tr|A0A8C6HZ28|A0A8C6HZ28_MUSSI
OG0005017	sp|O95232|LC7L3_HUMAN	tr|A0A8C6GLS8|A0A8C6GLS8_MUSSI
OG0005018	sp|O95395|GCNT3_HUMAN	tr|A0A8C6HZK3|A0A8C6HZK3_MUSSI
OG0005019	sp|P12980|LYL1_HUMAN	tr|A0A8C6MW43|A0A8C6MW43_MUSSI
OG0005020	sp|P14902|I23O1_HUMAN	tr|A0A8C6HRI2|A0A8C6HRI2_MUSSI
OG0005021	sp|P19525|E2AK2_HUMAN	tr|A0A8C6GR10|A0A8C6GR10_MUSSI
OG0005022	sp|P21128|ENDOU_HUMAN	tr|A0A8C6I9F7|A0A8C6I9F7_MUSSI
OG0005023	sp|P22894|MMP8_HUMAN	tr|A0A8C6HIJ1|A0A8C6HIJ1_MUSSI
OG0005024	sp|P32239|GASR_HUMAN	tr|A0A8C6I8X5|A0A8C6I8X5_MUSSI
OG0005025	sp|P40126|TYRP2_HUMAN	tr|A0A8C6I129|A0A8C6I129_MUSSI
OG0005026	sp|P46781|RS9_HUMAN	tr|A0A8C6GM70|A0A8C6GM70_MUSSI
OG0005027	sp|P48551|INAR2_HUMAN	tr|A0A8C6HBP9|A0A8C6HBP9_MUSSI
OG0005028	sp|P49760|CLK2_HUMAN	tr|A0A8C6I2H7|A0A8C6I2H7_MUSSI
OG0005029	sp|P50213|IDH3A_HUMAN	tr|A0A8C6N5Y5|A0A8C6N5Y5_MUSSI
OG0005030	sp|P55197|AF10_HUMAN	tr|A0A8C6I999|A0A8C6I999_MUSSI
OG0005031	sp|P55884|EIF3B_HUMAN	tr|A0A8C6IFB8|A0A8C6IFB8_MUSSI
OG0005032	sp|P57078|RIPK4_HUMAN	tr|A0A8C6HMF8|A0A8C6HMF8_MUSSI
OG0005033	sp|P61812|TGFB2_HUMAN	tr|A0A8C6MP73|A0A8C6MP73_MUSSI
OG0005034	sp|P78504|JAG1_HUMAN	tr|A0A8C6H5Y9|A0A8C6H5Y9_MUSSI
OG0005035	sp|Q12955|ANK3_HUMAN	tr|A0A8C6IIH6|A0A8C6IIH6_MUSSI
OG0005036	sp|Q15517|CDSN_HUMAN	tr|A0A8C6H7J1|A0A8C6H7J1_MUSSI
OG0005037	sp|Q15768|EFNB3_HUMAN	tr|A0A8C6I4S6|A0A8C6I4S6_MUSSI
OG0005038	sp|Q5ST30|SYVM_HUMAN	tr|A0A8C6H7P6|A0A8C6H7P6_MUSSI
OG0005039	sp|Q5T036|F120S_HUMAN	tr|A0A8C6IER0|A0A8C6IER0_MUSSI
OG0005040	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A8C6I9I8|A0A8C6I9I8_MUSSI
OG0005041	sp|Q6YI46|TMM64_HUMAN	tr|A0A8C6I5I0|A0A8C6I5I0_MUSSI
OG0005042	sp|Q7RTT9|S29A4_HUMAN	tr|A0A8C6IFE6|A0A8C6IFE6_MUSSI
OG0005043	sp|Q86SF2|GALT7_HUMAN	tr|A0A8C6GB11|A0A8C6GB11_MUSSI
OG0005044	sp|Q86U38|NOP9_HUMAN	tr|A0A8C6IIG8|A0A8C6IIG8_MUSSI
OG0005045	sp|Q86UK7|ZN598_HUMAN	tr|A0A8C6GN34|A0A8C6GN34_MUSSI
OG0005046	sp|Q8IXL7|MSRB3_HUMAN	tr|A0A8C6HPN9|A0A8C6HPN9_MUSSI
OG0005047	sp|Q8IYU8|MICU2_HUMAN	tr|A0A8C6GPS1|A0A8C6GPS1_MUSSI
OG0005048	sp|Q8IZ83|A16A1_HUMAN	tr|A0A8C6HLC8|A0A8C6HLC8_MUSSI
OG0005049	sp|Q8IZH2|XRN1_HUMAN	tr|A0A8C6HAC5|A0A8C6HAC5_MUSSI
OG0005050	sp|Q8NCU4|CC191_HUMAN	tr|A0A8C6GG68|A0A8C6GG68_MUSSI
OG0005051	sp|Q8TD10|MIPO1_HUMAN	tr|A0A8C6GDQ5|A0A8C6GDQ5_MUSSI
OG0005052	sp|Q8TE02|ELP5_HUMAN	tr|A0A8C6HJ50|A0A8C6HJ50_MUSSI
OG0005053	sp|Q8WZA2|RPGF4_HUMAN	tr|A0A8C6GNX7|A0A8C6GNX7_MUSSI
OG0005054	sp|Q96AT1|K1143_HUMAN	tr|A0A8C6HU99|A0A8C6HU99_MUSSI
OG0005055	sp|Q96BF6|NACC2_HUMAN	tr|A0A8C6IA05|A0A8C6IA05_MUSSI
OG0005056	sp|Q96DT6|ATG4C_HUMAN	tr|A0A8C6I2V0|A0A8C6I2V0_MUSSI
OG0005057	sp|Q96GZ6|S41A3_HUMAN	tr|A0A8C6MSE0|A0A8C6MSE0_MUSSI
