Orthogroup	Homo_sapiens	Delphinapterus_leucas
OG0008043	sp|Q9GZN1|ARP6_HUMAN	tr|A0A2Y9QK48|A0A2Y9QK48_DELLE
OG0008044	sp|A2RRH5|WDR27_HUMAN	tr|A0A7F8K1L3|A0A7F8K1L3_DELLE
OG0008045	sp|P24158|PRTN3_HUMAN	tr|A0A7F8K249|A0A7F8K249_DELLE
OG0008046	sp|P51946|CCNH_HUMAN	tr|A0A7F8K5V5|A0A7F8K5V5_DELLE
OG0008047	sp|P0CG12|DERPC_HUMAN	tr|A0A7F8K9X2|A0A7F8K9X2_DELLE
OG0008048	sp|Q8N4V2|SVOP_HUMAN	tr|A0A2Y9LAL6|A0A2Y9LAL6_DELLE
OG0008049	sp|O95424|DEXI_HUMAN	tr|A0A2Y9LEG6|A0A2Y9LEG6_DELLE
OG0008050	sp|Q13516|OLIG2_HUMAN	tr|A0A2Y9LG69|A0A2Y9LG69_DELLE
OG0008051	sp|Q15466|NR0B2_HUMAN	tr|A0A2Y9LKM2|A0A2Y9LKM2_DELLE
OG0008052	sp|Q92628|K0232_HUMAN	tr|A0A2Y9LLV2|A0A2Y9LLV2_DELLE
OG0008053	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A2Y9LLW7|A0A2Y9LLW7_DELLE
OG0008054	sp|O14976|GAK_HUMAN	tr|A0A2Y9LMC9|A0A2Y9LMC9_DELLE
OG0008055	sp|Q9HC29|NOD2_HUMAN	tr|A0A2Y9LN02|A0A2Y9LN02_DELLE
OG0008056	sp|Q9BSF8|BTBDA_HUMAN	tr|A0A2Y9LRU7|A0A2Y9LRU7_DELLE
OG0008057	sp|Q9UKT9|IKZF3_HUMAN	tr|A0A2Y9LUV3|A0A2Y9LUV3_DELLE
OG0008058	sp|A0A1W2PPG7|GBG14_HUMAN	tr|A0A2Y9LXT8|A0A2Y9LXT8_DELLE
OG0008059	sp|P20618|PSB1_HUMAN	tr|A0A2Y9M5C2|A0A2Y9M5C2_DELLE
OG0008060	sp|P10588|NR2F6_HUMAN	tr|A0A2Y9MA33|A0A2Y9MA33_DELLE
OG0008061	sp|Q92917|GPKOW_HUMAN	tr|A0A2Y9MCI4|A0A2Y9MCI4_DELLE
OG0008062	sp|Q9BW11|MAD3_HUMAN	tr|A0A2Y9ME53|A0A2Y9ME53_DELLE
OG0008063	sp|Q96C45|ULK4_HUMAN	tr|A0A2Y9MED5|A0A2Y9MED5_DELLE
OG0008064	sp|Q9HB89|NMUR1_HUMAN	tr|A0A2Y9MMZ5|A0A2Y9MMZ5_DELLE
OG0008065	sp|Q13724|MOGS_HUMAN	tr|A0A2Y9MNN3|A0A2Y9MNN3_DELLE
OG0008066	sp|Q5VYX0|RNLS_HUMAN	tr|A0A2Y9MT24|A0A2Y9MT24_DELLE
OG0008067	sp|Q8N0V4|LGI2_HUMAN	tr|A0A2Y9MV37|A0A2Y9MV37_DELLE
OG0008068	sp|P18283|GPX2_HUMAN	tr|A0A2Y9MW42|A0A2Y9MW42_DELLE
OG0008069	sp|Q8WWG9|KCNE4_HUMAN	tr|A0A2Y9MY93|A0A2Y9MY93_DELLE
OG0008070	sp|O15218|GP182_HUMAN	tr|A0A2Y9MZ40|A0A2Y9MZ40_DELLE
OG0008071	sp|Q9UFE4|CCD39_HUMAN	tr|A0A2Y9MZ63|A0A2Y9MZ63_DELLE
OG0008072	sp|P54296|MYOM2_HUMAN	tr|A0A2Y9N553|A0A2Y9N553_DELLE
OG0008073	sp|Q96E52|OMA1_HUMAN	tr|A0A2Y9N9M5|A0A2Y9N9M5_DELLE
OG0008074	sp|Q16629|SRSF7_HUMAN	tr|A0A2Y9NA07|A0A2Y9NA07_DELLE
OG0008075	sp|Q9BQC3|DPH2_HUMAN	tr|A0A2Y9NAG3|A0A2Y9NAG3_DELLE
OG0008076	sp|Q9NYW4|TA2R5_HUMAN	tr|A0A2Y9NKA2|A0A2Y9NKA2_DELLE
OG0008077	sp|P68543|UBX2A_HUMAN	tr|A0A2Y9NL86|A0A2Y9NL86_DELLE
OG0008078	sp|O43567|RNF13_HUMAN	tr|A0A2Y9NTW9|A0A2Y9NTW9_DELLE
OG0008079	sp|Q9HBD1|RC3H2_HUMAN	tr|A0A2Y9NXU4|A0A2Y9NXU4_DELLE
OG0008080	sp|Q9H3G5|CPVL_HUMAN	tr|A0A2Y9NYP6|A0A2Y9NYP6_DELLE
OG0008081	sp|Q6P1J9|CDC73_HUMAN	tr|A0A2Y9NYU2|A0A2Y9NYU2_DELLE
OG0008082	sp|P48651|PTSS1_HUMAN	tr|A0A2Y9P076|A0A2Y9P076_DELLE
OG0008083	sp|P13073|COX41_HUMAN	tr|A0A2Y9P0A1|A0A2Y9P0A1_DELLE
OG0008084	sp|Q92859|NEO1_HUMAN	tr|A0A2Y9P0L7|A0A2Y9P0L7_DELLE
OG0008085	sp|Q9Y314|NOSIP_HUMAN	tr|A0A2Y9P160|A0A2Y9P160_DELLE
OG0008086	sp|Q5T3U5|MRP7_HUMAN	tr|A0A2Y9P2Z7|A0A2Y9P2Z7_DELLE
OG0008087	sp|Q8TBZ9|TEX47_HUMAN	tr|A0A2Y9P464|A0A2Y9P464_DELLE
OG0008088	sp|Q09013|DMPK_HUMAN	tr|A0A2Y9P729|A0A2Y9P729_DELLE
OG0008089	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A2Y9P8U6|A0A2Y9P8U6_DELLE
OG0008090	sp|O75506|HSBP1_HUMAN	tr|A0A2Y9P8Y4|A0A2Y9P8Y4_DELLE
OG0008091	sp|Q92949|FOXJ1_HUMAN	tr|A0A2Y9PE88|A0A2Y9PE88_DELLE
OG0008092	sp|Q86WA6|BPHL_HUMAN	tr|A0A2Y9PHX6|A0A2Y9PHX6_DELLE
OG0008093	sp|Q96RJ6|FER3L_HUMAN	tr|A0A2Y9PJ37|A0A2Y9PJ37_DELLE
OG0008094	sp|P27352|IF_HUMAN	tr|A0A2Y9PKZ5|A0A2Y9PKZ5_DELLE
OG0008095	sp|Q9UEG4|ZN629_HUMAN	tr|A0A2Y9PMK2|A0A2Y9PMK2_DELLE
OG0008096	sp|Q9BW71|HIRP3_HUMAN	tr|A0A2Y9PMT6|A0A2Y9PMT6_DELLE
OG0008097	sp|P09622|DLDH_HUMAN	tr|A0A2Y9PPB9|A0A2Y9PPB9_DELLE
OG0008098	sp|Q9BYN0|SRXN1_HUMAN	tr|A0A2Y9PSD9|A0A2Y9PSD9_DELLE
OG0008099	sp|Q9H190|SDCB2_HUMAN	tr|A0A2Y9PTH4|A0A2Y9PTH4_DELLE
OG0008100	sp|Q9HAD4|WDR41_HUMAN	tr|A0A2Y9PTJ1|A0A2Y9PTJ1_DELLE
OG0008101	sp|Q8NG11|TSN14_HUMAN	tr|A0A2Y9PTS0|A0A2Y9PTS0_DELLE
OG0008102	sp|P51116|FXR2_HUMAN	tr|A0A2Y9Q0A0|A0A2Y9Q0A0_DELLE
OG0008103	sp|Q9Y2H5|PKHA6_HUMAN	tr|A0A2Y9Q233|A0A2Y9Q233_DELLE
OG0008104	sp|P49863|GRAK_HUMAN	tr|A0A2Y9Q2D5|A0A2Y9Q2D5_DELLE
OG0008105	sp|Q07021|C1QBP_HUMAN	tr|A0A2Y9Q2N5|A0A2Y9Q2N5_DELLE
OG0008106	sp|Q8N461|FXL16_HUMAN	tr|A0A2Y9Q3W7|A0A2Y9Q3W7_DELLE
OG0008107	sp|P10074|TZAP_HUMAN	tr|A0A2Y9Q4Z8|A0A2Y9Q4Z8_DELLE
OG0008108	sp|Q8N4B1|SESQ1_HUMAN	tr|A0A2Y9Q7X1|A0A2Y9Q7X1_DELLE
OG0008109	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A2Y9QEH8|A0A2Y9QEH8_DELLE
OG0008110	sp|Q99895|CTRC_HUMAN	tr|A0A2Y9QFP2|A0A2Y9QFP2_DELLE
OG0008111	sp|Q8NH08|O10AC_HUMAN	tr|A0A7F8K0J5|A0A7F8K0J5_DELLE
OG0008112	sp|Q6ZU64|CFA65_HUMAN	tr|A0A7F8K853|A0A7F8K853_DELLE
OG0008113	sp|Q99075|HBEGF_HUMAN	tr|A0A7F8KB01|A0A7F8KB01_DELLE
OG0008114	tr|A0A8I5KY20|A0A8I5KY20_HUMAN	tr|A0A7F8KCK7|A0A7F8KCK7_DELLE
OG0008115	sp|Q86TZ1|TTC6_HUMAN	tr|A0A7F8KD29|A0A7F8KD29_DELLE
OG0008116	sp|Q9NQV6|PRD10_HUMAN	tr|A0A7F8KHF9|A0A7F8KHF9_DELLE
OG0008117	sp|Q9BXG8|SPZ1_HUMAN	tr|A0A2Y9LBE8|A0A2Y9LBE8_DELLE
OG0008118	sp|Q12768|WASC5_HUMAN	tr|A0A2Y9LJJ1|A0A2Y9LJJ1_DELLE
OG0008119	sp|Q6AI08|HEAT6_HUMAN	tr|A0A2Y9LME3|A0A2Y9LME3_DELLE
OG0008120	sp|P17097|ZNF7_HUMAN	tr|A0A2Y9LQU7|A0A2Y9LQU7_DELLE
OG0008121	sp|O95255|MRP6_HUMAN	tr|A0A2Y9LRQ5|A0A2Y9LRQ5_DELLE
OG0008122	sp|B3SHH9|TM114_HUMAN	tr|A0A2Y9LRS3|A0A2Y9LRS3_DELLE
OG0008123	sp|Q9UJQ1|LAMP5_HUMAN	tr|A0A2Y9LS87|A0A2Y9LS87_DELLE
OG0008124	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A2Y9LV15|A0A2Y9LV15_DELLE
OG0008125	sp|Q8TB22|SPT20_HUMAN	tr|A0A2Y9LWL6|A0A2Y9LWL6_DELLE
OG0008126	sp|Q8IYP9|ZDH23_HUMAN	tr|A0A2Y9LWS7|A0A2Y9LWS7_DELLE
OG0008127	sp|Q9HAS3|S28A3_HUMAN	tr|A0A2Y9M0T5|A0A2Y9M0T5_DELLE
OG0008128	sp|Q53ET0|CRTC2_HUMAN	tr|A0A2Y9M133|A0A2Y9M133_DELLE
OG0008129	sp|Q14246|AGRE1_HUMAN	tr|A0A2Y9M160|A0A2Y9M160_DELLE
OG0008130	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A2Y9M2N6|A0A2Y9M2N6_DELLE
OG0008131	sp|A6NEN9|CX065_HUMAN	tr|A0A2Y9M4U6|A0A2Y9M4U6_DELLE
OG0008132	sp|O95671|ASML_HUMAN	tr|A0A2Y9M796|A0A2Y9M796_DELLE
OG0008133	sp|Q5TD97|FHL5_HUMAN	tr|A0A2Y9M7J8|A0A2Y9M7J8_DELLE
OG0008134	sp|Q9UJV9|DDX41_HUMAN	tr|A0A2Y9MEC5|A0A2Y9MEC5_DELLE
OG0008135	sp|Q9BXR5|TLR10_HUMAN	tr|A0A2Y9MIH1|A0A2Y9MIH1_DELLE
OG0008136	sp|Q8N1N0|CLC4F_HUMAN	tr|A0A2Y9MIJ2|A0A2Y9MIJ2_DELLE
OG0008137	sp|Q6UY14|ATL4_HUMAN	tr|A0A2Y9MRS6|A0A2Y9MRS6_DELLE
OG0008138	sp|Q9Y676|RT18B_HUMAN	tr|A0A2Y9MS05|A0A2Y9MS05_DELLE
OG0008139	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A2Y9MVB5|A0A2Y9MVB5_DELLE
OG0008140	sp|Q14CB8|RHG19_HUMAN	tr|A0A2Y9MVD1|A0A2Y9MVD1_DELLE
OG0008141	sp|O95865|DDAH2_HUMAN	tr|A0A2Y9MXS7|A0A2Y9MXS7_DELLE
OG0008142	sp|P35452|HXD12_HUMAN	tr|A0A2Y9MYB3|A0A2Y9MYB3_DELLE
OG0008143	sp|Q63HR2|TNS2_HUMAN	tr|A0A2Y9MZ83|A0A2Y9MZ83_DELLE
OG0008144	sp|O15455|TLR3_HUMAN	tr|A0A2Y9N0N8|A0A2Y9N0N8_DELLE
OG0008145	sp|Q9H720|PG2IP_HUMAN	tr|A0A2Y9N0P2|A0A2Y9N0P2_DELLE
OG0008146	sp|Q8NBF2|NHLC2_HUMAN	tr|A0A2Y9N5C5|A0A2Y9N5C5_DELLE
OG0008147	sp|P0DKX4|SIM18_HUMAN	tr|A0A2Y9N618|A0A2Y9N618_DELLE
OG0008148	sp|O75841|UPK1B_HUMAN	tr|A0A2Y9N8U6|A0A2Y9N8U6_DELLE
OG0008149	sp|P35249|RFC4_HUMAN	tr|A0A2Y9N911|A0A2Y9N911_DELLE
OG0008150	sp|Q68CP9|ARID2_HUMAN	tr|A0A2Y9N9H8|A0A2Y9N9H8_DELLE
OG0008151	sp|Q8WYK2|JDP2_HUMAN	tr|A0A2Y9NBI2|A0A2Y9NBI2_DELLE
OG0008152	sp|P51956|NEK3_HUMAN	tr|A0A2Y9NC08|A0A2Y9NC08_DELLE
OG0008153	sp|Q9UHF1|EGFL7_HUMAN	tr|A0A2Y9NG04|A0A2Y9NG04_DELLE
OG0008154	sp|P05452|TETN_HUMAN	tr|A0A2Y9NIJ9|A0A2Y9NIJ9_DELLE
OG0008155	sp|Q96RK4|BBS4_HUMAN	tr|A0A2Y9NKP2|A0A2Y9NKP2_DELLE
OG0008156	sp|Q8N6G2|TEX26_HUMAN	tr|A0A2Y9NLC3|A0A2Y9NLC3_DELLE
OG0008157	sp|Q96C24|SYTL4_HUMAN	tr|A0A2Y9NMV5|A0A2Y9NMV5_DELLE
OG0008158	sp|P04118|COL_HUMAN	tr|A0A2Y9NQP0|A0A2Y9NQP0_DELLE
OG0008159	sp|Q96F46|I17RA_HUMAN	tr|A0A2Y9NTT1|A0A2Y9NTT1_DELLE
OG0008160	sp|Q8N7F7|UBL4B_HUMAN	tr|A0A2Y9NWZ4|A0A2Y9NWZ4_DELLE
OG0008161	sp|O43657|TSN6_HUMAN	tr|A0A2Y9NZJ6|A0A2Y9NZJ6_DELLE
OG0008162	sp|O95395|GCNT3_HUMAN	tr|A0A2Y9NZW3|A0A2Y9NZW3_DELLE
OG0008163	sp|Q9H900|ZWILC_HUMAN	tr|A0A2Y9P0A8|A0A2Y9P0A8_DELLE
OG0008164	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A2Y9P938|A0A2Y9P938_DELLE
OG0008165	sp|Q9NUY8|TBC23_HUMAN	tr|A0A2Y9PB49|A0A2Y9PB49_DELLE
OG0008166	sp|P23327|SRCH_HUMAN	tr|A0A2Y9PC08|A0A2Y9PC08_DELLE
OG0008167	sp|P56470|LEG4_HUMAN	tr|A0A2Y9PFM3|A0A2Y9PFM3_DELLE
OG0008168	sp|Q96JP2|MY15B_HUMAN	tr|A0A2Y9PHL1|A0A2Y9PHL1_DELLE
OG0008169	sp|Q8N100|ATOH7_HUMAN	tr|A0A2Y9PHL3|A0A2Y9PHL3_DELLE
OG0008170	sp|Q8N6M3|FITM2_HUMAN	tr|A0A2Y9PMA8|A0A2Y9PMA8_DELLE
OG0008171	sp|Q9NTZ6|RBM12_HUMAN	tr|A0A2Y9PMY9|A0A2Y9PMY9_DELLE
OG0008172	sp|Q8WV74|NUDT8_HUMAN	tr|A0A2Y9PNW1|A0A2Y9PNW1_DELLE
OG0008173	sp|Q96DE5|APC16_HUMAN	tr|A0A2Y9PU89|A0A2Y9PU89_DELLE
OG0008174	sp|Q14761|PTCA_HUMAN	tr|A0A2Y9PVD9|A0A2Y9PVD9_DELLE
OG0008175	sp|Q9Y2T7|YBOX2_HUMAN	tr|A0A2Y9PXA9|A0A2Y9PXA9_DELLE
OG0008176	sp|P21980|TGM2_HUMAN	tr|A0A2Y9PXS2|A0A2Y9PXS2_DELLE
OG0008177	sp|P29120|NEC1_HUMAN	tr|A0A2Y9PYB4|A0A2Y9PYB4_DELLE
OG0008178	sp|P23526|SAHH_HUMAN	tr|A0A2Y9PYW2|A0A2Y9PYW2_DELLE
OG0008179	sp|Q9UKM9|RALY_HUMAN	tr|A0A2Y9PYX9|A0A2Y9PYX9_DELLE
OG0008180	sp|Q9UHC9|NPCL1_HUMAN	tr|A0A2Y9PZQ3|A0A2Y9PZQ3_DELLE
OG0008181	sp|Q674X7|KAZRN_HUMAN	tr|A0A2Y9Q537|A0A2Y9Q537_DELLE
OG0008182	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A2Y9Q5M4|A0A2Y9Q5M4_DELLE
OG0008183	sp|Q6ZSJ9|SHSA6_HUMAN	tr|A0A2Y9Q6Z4|A0A2Y9Q6Z4_DELLE
OG0008184	sp|Q6ZP80|TM182_HUMAN	tr|A0A2Y9Q739|A0A2Y9Q739_DELLE
OG0008185	sp|Q0VD86|INCA1_HUMAN	tr|A0A2Y9Q8P5|A0A2Y9Q8P5_DELLE
OG0008186	sp|O15371|EIF3D_HUMAN	tr|A0A2Y9Q976|A0A2Y9Q976_DELLE
OG0008187	sp|Q9UKB5|AJAP1_HUMAN	tr|A0A2Y9Q9J8|A0A2Y9Q9J8_DELLE
OG0008188	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A2Y9QBE7|A0A2Y9QBE7_DELLE
OG0008189	sp|P12645|BMP3_HUMAN	tr|A0A2Y9QCC8|A0A2Y9QCC8_DELLE
OG0008190	sp|Q13508|NAR3_HUMAN	tr|A0A2Y9QIJ5|A0A2Y9QIJ5_DELLE
OG0008191	sp|P47929|LEG7_HUMAN	tr|A0A7F8K5Z4|A0A7F8K5Z4_DELLE
OG0008192	sp|Q5TA31|RN187_HUMAN	tr|A0A7F8K9K9|A0A7F8K9K9_DELLE
OG0008193	sp|Q92834|RPGR_HUMAN	tr|A0A7F8KBA5|A0A7F8KBA5_DELLE
OG0008194	sp|Q8IWN7|RP1L1_HUMAN	tr|A0A7F8KCP4|A0A7F8KCP4_DELLE
OG0008195	sp|Q8NCL9|APCDL_HUMAN	tr|A0A7F8KG08|A0A7F8KG08_DELLE
OG0008196	sp|Q5XKR4|OTP_HUMAN	tr|A0A2Y9LBG5|A0A2Y9LBG5_DELLE
OG0008197	sp|Q9H7T9|AUNIP_HUMAN	tr|A0A2Y9LFD7|A0A2Y9LFD7_DELLE
OG0008198	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A2Y9LHE3|A0A2Y9LHE3_DELLE
OG0008199	sp|Q15646|OASL_HUMAN	tr|A0A2Y9LHJ9|A0A2Y9LHJ9_DELLE
OG0008200	sp|Q86U06|RBM23_HUMAN	tr|A0A2Y9LHX3|A0A2Y9LHX3_DELLE
OG0008201	sp|Q99836|MYD88_HUMAN	tr|A0A2Y9LJK0|A0A2Y9LJK0_DELLE
OG0008202	sp|Q96M29|TEKT5_HUMAN	tr|A0A2Y9LLV9|A0A2Y9LLV9_DELLE
OG0008203	sp|O60884|DNJA2_HUMAN	tr|A0A2Y9LMG7|A0A2Y9LMG7_DELLE
OG0008204	sp|Q86SE5|RALYL_HUMAN	tr|A0A2Y9LMN9|A0A2Y9LMN9_DELLE
OG0008205	sp|P42684|ABL2_HUMAN	tr|A0A2Y9LZ58|A0A2Y9LZ58_DELLE
OG0008206	sp|Q92900|RENT1_HUMAN	tr|A0A2Y9M426|A0A2Y9M426_DELLE
OG0008207	sp|Q9H939|PPIP2_HUMAN	tr|A0A2Y9M5Y2|A0A2Y9M5Y2_DELLE
OG0008208	sp|Q9UMX2|OAZ3_HUMAN	tr|A0A2Y9MDM2|A0A2Y9MDM2_DELLE
OG0008209	sp|P01008|ANT3_HUMAN	tr|A0A2Y9MGD3|A0A2Y9MGD3_DELLE
OG0008210	sp|Q14011|CIRBP_HUMAN	tr|A0A2Y9MK12|A0A2Y9MK12_DELLE
OG0008211	sp|Q15116|PDCD1_HUMAN	tr|A0A2Y9MSN4|A0A2Y9MSN4_DELLE
OG0008212	sp|O00305|CACB4_HUMAN	tr|A0A2Y9MU08|A0A2Y9MU08_DELLE
OG0008213	sp|P55771|PAX9_HUMAN	tr|A0A2Y9MVJ3|A0A2Y9MVJ3_DELLE
OG0008214	sp|Q13287|NMI_HUMAN	tr|A0A2Y9MWU3|A0A2Y9MWU3_DELLE
OG0008215	sp|P55061|BI1_HUMAN	tr|A0A2Y9MZN3|A0A2Y9MZN3_DELLE
OG0008216	sp|Q96MF6|CQ10A_HUMAN	tr|A0A2Y9N058|A0A2Y9N058_DELLE
OG0008217	sp|Q2T9K0|TMM44_HUMAN	tr|A0A2Y9N0R3|A0A2Y9N0R3_DELLE
OG0008218	sp|Q9BYC5|FUT8_HUMAN	tr|A0A2Y9N3Q4|A0A2Y9N3Q4_DELLE
OG0008219	sp|Q9NXS3|KLH28_HUMAN	tr|A0A2Y9N4P6|A0A2Y9N4P6_DELLE
OG0008220	sp|P02753|RET4_HUMAN	tr|A0A2Y9N722|A0A2Y9N722_DELLE
OG0008221	sp|Q8NAV1|PR38A_HUMAN	tr|A0A2Y9NAZ6|A0A2Y9NAZ6_DELLE
OG0008222	sp|P32519|ELF1_HUMAN	tr|A0A2Y9NCJ7|A0A2Y9NCJ7_DELLE
OG0008223	sp|Q9NR00|TCIM_HUMAN	tr|A0A2Y9ND05|A0A2Y9ND05_DELLE
OG0008224	sp|Q8NBM4|UBAC2_HUMAN	tr|A0A2Y9NEP5|A0A2Y9NEP5_DELLE
OG0008225	sp|Q14055|CO9A2_HUMAN	tr|A0A2Y9NI41|A0A2Y9NI41_DELLE
OG0008226	sp|O94777|DPM2_HUMAN	tr|A0A2Y9NJX6|A0A2Y9NJX6_DELLE
OG0008227	sp|Q5VWJ9|SNX30_HUMAN	tr|A0A2Y9NPB3|A0A2Y9NPB3_DELLE
OG0008228	sp|Q96SL4|GPX7_HUMAN	tr|A0A2Y9NQ10|A0A2Y9NQ10_DELLE
OG0008229	sp|O95433|AHSA1_HUMAN	tr|A0A2Y9NRZ6|A0A2Y9NRZ6_DELLE
OG0008230	sp|Q5T8A7|PPR26_HUMAN	tr|A0A2Y9NWS2|A0A2Y9NWS2_DELLE
OG0008231	sp|A2RUH7|MBPHL_HUMAN	tr|A0A2Y9NY46|A0A2Y9NY46_DELLE
OG0008232	sp|Q5VV17|OTUD1_HUMAN	tr|A0A2Y9NYM6|A0A2Y9NYM6_DELLE
OG0008233	sp|O14832|PAHX_HUMAN	tr|A0A2Y9P2A6|A0A2Y9P2A6_DELLE
OG0008234	sp|O94921|CDK14_HUMAN	tr|A0A2Y9P725|A0A2Y9P725_DELLE
OG0008235	sp|Q9H4L7|SMRCD_HUMAN	tr|A0A2Y9P761|A0A2Y9P761_DELLE
OG0008236	sp|Q9BXS6|NUSAP_HUMAN	tr|A0A2Y9P7W3|A0A2Y9P7W3_DELLE
OG0008237	sp|P08243|ASNS_HUMAN	tr|A0A2Y9P8J9|A0A2Y9P8J9_DELLE
OG0008238	sp|Q9UL45|BL1S6_HUMAN	tr|A0A2Y9PA52|A0A2Y9PA52_DELLE
OG0008239	sp|Q9UBU7|DBF4A_HUMAN	tr|A0A2Y9PAA0|A0A2Y9PAA0_DELLE
OG0008240	sp|Q14781|CBX2_HUMAN	tr|A0A2Y9PDY6|A0A2Y9PDY6_DELLE
OG0008241	sp|Q02643|GHRHR_HUMAN	tr|A0A2Y9PEZ6|A0A2Y9PEZ6_DELLE
OG0008242	sp|Q8WVB3|HEXD_HUMAN	tr|A0A2Y9PI36|A0A2Y9PI36_DELLE
OG0008243	sp|P22466|GALA_HUMAN	tr|A0A2Y9PIX3|A0A2Y9PIX3_DELLE
OG0008244	sp|Q96AM1|MRGRF_HUMAN	tr|A0A2Y9PM90|A0A2Y9PM90_DELLE
OG0008245	sp|P10124|SRGN_HUMAN	tr|A0A2Y9PMG6|A0A2Y9PMG6_DELLE
OG0008246	sp|Q96KG9|SCYL1_HUMAN	tr|A0A2Y9PN84|A0A2Y9PN84_DELLE
OG0008247	sp|P61962|DCAF7_HUMAN	tr|A0A2Y9PPU8|A0A2Y9PPU8_DELLE
OG0008248	sp|Q0VG06|FP100_HUMAN	tr|A0A2Y9PQD7|A0A2Y9PQD7_DELLE
OG0008249	sp|Q86X67|NUD13_HUMAN	tr|A0A2Y9PTA2|A0A2Y9PTA2_DELLE
OG0008250	sp|P57073|SOX8_HUMAN	tr|A0A2Y9PTC3|A0A2Y9PTC3_DELLE
OG0008251	sp|Q96AG3|S2546_HUMAN	tr|A0A2Y9PV14|A0A2Y9PV14_DELLE
OG0008252	sp|P47901|V1BR_HUMAN	tr|A0A2Y9Q0A5|A0A2Y9Q0A5_DELLE
OG0008253	sp|P29372|3MG_HUMAN	tr|A0A2Y9Q3A0|A0A2Y9Q3A0_DELLE
OG0008254	sp|Q8IY92|SLX4_HUMAN	tr|A0A2Y9Q4U0|A0A2Y9Q4U0_DELLE
OG0008255	sp|Q9BVC5|ASHWN_HUMAN	tr|A0A2Y9Q6S9|A0A2Y9Q6S9_DELLE
OG0008256	sp|Q9UI15|TAGL3_HUMAN	tr|A0A2Y9Q7H0|A0A2Y9Q7H0_DELLE
OG0008257	sp|Q8TF76|HASP_HUMAN	tr|A0A2Y9Q855|A0A2Y9Q855_DELLE
OG0008258	sp|Q6RW13|ATRAP_HUMAN	tr|A0A2Y9Q9B0|A0A2Y9Q9B0_DELLE
OG0008259	sp|Q9UBQ7|GRHPR_HUMAN	tr|A0A2Y9Q9Q1|A0A2Y9Q9Q1_DELLE
OG0008260	sp|Q6ZVT0|TTL10_HUMAN	tr|A0A2Y9Q9S2|A0A2Y9Q9S2_DELLE
OG0008261	sp|Q86WW8|COA5_HUMAN	tr|A0A2Y9QB84|A0A2Y9QB84_DELLE
OG0008262	sp|Q9UKX7|NUP50_HUMAN	tr|A0A2Y9QBG1|A0A2Y9QBG1_DELLE
OG0008263	sp|Q9HAN9|NMNA1_HUMAN	tr|A0A2Y9QGE9|A0A2Y9QGE9_DELLE
OG0008264	tr|A0A0B4J1T7|A0A0B4J1T7_HUMAN	tr|A0A7F8K8N3|A0A7F8K8N3_DELLE
OG0008265	sp|Q8IZT6|ASPM_HUMAN	tr|A0A7F8KAF8|A0A7F8KAF8_DELLE
OG0008266	sp|P21128|ENDOU_HUMAN	tr|A0A7F8KGH9|A0A7F8KGH9_DELLE
OG0008267	sp|Q99593|TBX5_HUMAN	tr|A0A2Y9LAN0|A0A2Y9LAN0_DELLE
OG0008268	sp|P22674|CCNO_HUMAN	tr|A0A2Y9LC19|A0A2Y9LC19_DELLE
OG0008269	sp|P50406|5HT6R_HUMAN	tr|A0A2Y9LE11|A0A2Y9LE11_DELLE
OG0008270	sp|Q8IWB6|TEX14_HUMAN	tr|A0A2Y9LF58|A0A2Y9LF58_DELLE
OG0008271	sp|Q96GI7|FA89A_HUMAN	tr|A0A2Y9LGZ1|A0A2Y9LGZ1_DELLE
OG0008272	sp|Q96PB8|LRC3B_HUMAN	tr|A0A2Y9LL54|A0A2Y9LL54_DELLE
OG0008273	sp|O60281|ZN292_HUMAN	tr|A0A2Y9LLN2|A0A2Y9LLN2_DELLE
OG0008274	sp|Q6UXH0|ANGL8_HUMAN	tr|A0A2Y9LU82|A0A2Y9LU82_DELLE
OG0008275	sp|Q5SZL2|CE85L_HUMAN	tr|A0A2Y9LV40|A0A2Y9LV40_DELLE
OG0008276	sp|Q8TDF5|NETO1_HUMAN	tr|A0A2Y9M104|A0A2Y9M104_DELLE
OG0008277	sp|Q8IZ63|PRR22_HUMAN	tr|A0A2Y9M1F3|A0A2Y9M1F3_DELLE
OG0008278	sp|P55196|AFAD_HUMAN	tr|A0A2Y9M419|A0A2Y9M419_DELLE
OG0008279	sp|Q8NAA5|LR75A_HUMAN	tr|A0A2Y9M4C5|A0A2Y9M4C5_DELLE
OG0008280	sp|Q9ULL1|PKHG1_HUMAN	tr|A0A2Y9M6V5|A0A2Y9M6V5_DELLE
OG0008281	sp|Q8WVM0|TFB1M_HUMAN	tr|A0A2Y9M9H4|A0A2Y9M9H4_DELLE
OG0008282	sp|Q9UPV9|TRAK1_HUMAN	tr|A0A2Y9MB16|A0A2Y9MB16_DELLE
