Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0005751	sp|Q9NUL3|STAU2_HUMAN	tr|G3WFA2|G3WFA2_SARHA
OG0005752	sp|Q9NWA0|MED9_HUMAN	tr|G3X0B7|G3X0B7_SARHA
OG0005753	sp|Q9NZ42|PEN2_HUMAN	tr|A0A7N4NNA3|A0A7N4NNA3_SARHA
OG0005754	sp|Q9ULC0|MUCEN_HUMAN	tr|A0A7N4NJA4|A0A7N4NJA4_SARHA
OG0005755	sp|Q9Y673|ALG5_HUMAN	tr|G3VNR5|G3VNR5_SARHA
OG0005756	sp|Q9Y6F1|PARP3_HUMAN	tr|G3VZK0|G3VZK0_SARHA
OG0005757	sp|Q9Y6P5|SESN1_HUMAN	tr|A0A7N4P3Y3|A0A7N4P3Y3_SARHA
OG0005758	sp|A6NNX1|RIAD1_HUMAN	tr|A0A7N4P1W2|A0A7N4P1W2_SARHA
OG0005759	sp|O00623|PEX12_HUMAN	tr|G3VXE0|G3VXE0_SARHA
OG0005760	sp|O15085|ARHGB_HUMAN	tr|G3WW42|G3WW42_SARHA
OG0005761	sp|O15127|SCAM2_HUMAN	tr|A0A7N4PXM9|A0A7N4PXM9_SARHA
OG0005762	sp|O43813|LANC1_HUMAN	tr|A0A7N4PSS3|A0A7N4PSS3_SARHA
OG0005763	sp|O75970|MPDZ_HUMAN	tr|A0A7N4NV70|A0A7N4NV70_SARHA
OG0005764	sp|P0DPB6|RPAC2_HUMAN	tr|A0A7N4P8I9|A0A7N4P8I9_SARHA
OG0005765	sp|P12259|FA5_HUMAN	tr|G3W4C7|G3W4C7_SARHA
OG0005766	sp|P12645|BMP3_HUMAN	tr|G3WXE0|G3WXE0_SARHA
OG0005767	sp|P14317|HCLS1_HUMAN	tr|G3WB31|G3WB31_SARHA
OG0005768	sp|P48736|PK3CG_HUMAN	tr|A0A7N4NVI9|A0A7N4NVI9_SARHA
OG0005769	sp|P52434|RPAB3_HUMAN	tr|A0A7N4P4H3|A0A7N4P4H3_SARHA
OG0005770	sp|P56270|MAZ_HUMAN	tr|G3W738|G3W738_SARHA
OG0005771	sp|P61011|SRP54_HUMAN	tr|G3VC48|G3VC48_SARHA
OG0005772	sp|Q14432|PDE3A_HUMAN	tr|G3WXQ7|G3WXQ7_SARHA
OG0005773	sp|Q15147|PLCB4_HUMAN	tr|A0A7N4NPZ1|A0A7N4NPZ1_SARHA
OG0005774	sp|Q15782|CH3L2_HUMAN	tr|G3WFZ7|G3WFZ7_SARHA
OG0005775	sp|Q4G0J3|LARP7_HUMAN	tr|G3W1W9|G3W1W9_SARHA
OG0005776	sp|Q4G112|HSF5_HUMAN	tr|G3W9L5|G3W9L5_SARHA
OG0005777	sp|Q5JWR5|DOP1_HUMAN	tr|G3WTC8|G3WTC8_SARHA
OG0005778	sp|Q5SRE5|NU188_HUMAN	tr|A0A7N4PR24|A0A7N4PR24_SARHA
OG0005779	sp|Q5SV17|TM240_HUMAN	tr|A0A7N4NVS3|A0A7N4NVS3_SARHA
OG0005780	sp|Q5T0W9|FA83B_HUMAN	tr|A0A7N4P7L5|A0A7N4P7L5_SARHA
OG0005781	sp|Q5TA45|INT11_HUMAN	tr|G3VRK3|G3VRK3_SARHA
OG0005782	sp|Q5VW32|BROX_HUMAN	tr|A0A7N4V7B9|A0A7N4V7B9_SARHA
OG0005783	sp|Q5VWK5|IL23R_HUMAN	tr|G3VWN1|G3VWN1_SARHA
OG0005784	sp|Q6GTS8|P20D1_HUMAN	tr|G3WUW3|G3WUW3_SARHA
OG0005785	sp|Q6IQ20|NAPEP_HUMAN	tr|G3VMG8|G3VMG8_SARHA
OG0005786	sp|Q6J4K2|NCLX_HUMAN	tr|G3WRM5|G3WRM5_SARHA
OG0005787	sp|Q6Y288|B3GLT_HUMAN	tr|A0A7N4PDF8|A0A7N4PDF8_SARHA
OG0005789	sp|Q7Z419|R144B_HUMAN	tr|G3WK12|G3WK12_SARHA
OG0005790	sp|Q7Z602|GP141_HUMAN	tr|G3VEX1|G3VEX1_SARHA
OG0005791	sp|Q7Z713|ANR37_HUMAN	tr|A0A7N4PD01|A0A7N4PD01_SARHA
OG0005792	sp|Q86XR5|PRIMA_HUMAN	tr|A0A7N4NNY3|A0A7N4NNY3_SARHA
OG0005793	sp|Q8IZQ8|MYCD_HUMAN	tr|G3VJF4|G3VJF4_SARHA
OG0005794	sp|Q8N3V7|SYNPO_HUMAN	tr|A0A7N4Q1T1|A0A7N4Q1T1_SARHA
OG0005795	sp|Q8N4V2|SVOP_HUMAN	tr|G3WDW0|G3WDW0_SARHA
OG0005796	sp|Q8TAF8|LHPL5_HUMAN	tr|G3WHY9|G3WHY9_SARHA
OG0005797	sp|Q8TC90|CCER1_HUMAN	tr|A0A7N4NSF3|A0A7N4NSF3_SARHA
OG0005798	sp|Q8WTR2|DUS19_HUMAN	tr|A0A7N4PZ37|A0A7N4PZ37_SARHA
OG0005799	sp|Q92625|ANS1A_HUMAN	tr|G3VV68|G3VV68_SARHA
OG0005800	sp|Q96FN4|CPNE2_HUMAN	tr|G3WLA0|G3WLA0_SARHA
OG0005801	sp|Q96IV0|NGLY1_HUMAN	tr|G3WDQ9|G3WDQ9_SARHA
OG0005802	sp|Q96IZ7|RSRC1_HUMAN	tr|A0A7N4PM15|A0A7N4PM15_SARHA
OG0005803	sp|Q96MP8|KCTD7_HUMAN	tr|A0A7N4P2P6|A0A7N4P2P6_SARHA
OG0005804	sp|Q96NT5|PCFT_HUMAN	tr|G3WI47|G3WI47_SARHA
OG0005805	sp|Q9GZU1|MCLN1_HUMAN	tr|G3VJF3|G3VJF3_SARHA
OG0005806	sp|Q9GZU3|TM39B_HUMAN	tr|A0A7N4NUR1|A0A7N4NUR1_SARHA
OG0005807	sp|Q9H6K5|PRR36_HUMAN	tr|A0A7N4P6P0|A0A7N4P6P0_SARHA
OG0005808	sp|Q9NU53|GINM1_HUMAN	tr|A0A7N4P171|A0A7N4P171_SARHA
OG0005809	sp|Q9NYL2|M3K20_HUMAN	tr|A0A7N4PGP5|A0A7N4PGP5_SARHA
OG0005810	sp|Q9NZW4|DSPP_HUMAN	tr|A0A7N4V6D3|A0A7N4V6D3_SARHA
OG0005811	sp|Q9P021|CRIPT_HUMAN	tr|A0A7N4NJP6|A0A7N4NJP6_SARHA
OG0005812	sp|Q9UID3|VPS51_HUMAN	tr|G3VEX8|G3VEX8_SARHA
OG0005814	sp|Q9UL33|TPC2L_HUMAN	tr|A0A7N4P025|A0A7N4P025_SARHA
OG0005815	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A7N4V4A3|A0A7N4V4A3_SARHA
OG0005816	sp|Q9Y3M2|CBY1_HUMAN	tr|G3VBS6|G3VBS6_SARHA
OG0005817	sp|A3KMH1|VWA8_HUMAN	tr|A0A7N4V3E0|A0A7N4V3E0_SARHA
OG0005818	sp|A5YKK6|CNOT1_HUMAN	tr|G3WFQ5|G3WFQ5_SARHA
OG0005819	sp|O14796|SH21B_HUMAN	tr|A0A7N4Q0C0|A0A7N4Q0C0_SARHA
OG0005820	sp|O43683|BUB1_HUMAN	tr|G3VMC0|G3VMC0_SARHA
OG0005821	sp|O60678|ANM3_HUMAN	tr|A0A7N4PTK8|A0A7N4PTK8_SARHA
OG0005822	sp|O75159|SOCS5_HUMAN	tr|A0A7N4NLB7|A0A7N4NLB7_SARHA
OG0005823	sp|O75175|CNOT3_HUMAN	tr|A0A7N4V145|A0A7N4V145_SARHA
OG0005824	sp|O75531|BAF_HUMAN	tr|G3VH58|G3VH58_SARHA
OG0005825	sp|O76093|FGF18_HUMAN	tr|A0A7N4NY50|A0A7N4NY50_SARHA
OG0005826	sp|P02746|C1QB_HUMAN	tr|A0A7N4PLU1|A0A7N4PLU1_SARHA
OG0005827	sp|P06748|NPM_HUMAN	tr|A0A7N4UZ57|A0A7N4UZ57_SARHA
OG0005828	sp|P08686|CP21A_HUMAN	tr|G3W6D8|G3W6D8_SARHA
OG0005829	sp|P23409|MYF6_HUMAN	tr|G3WJP0|G3WJP0_SARHA
OG0005830	sp|P32245|MC4R_HUMAN	tr|G3VTY6|G3VTY6_SARHA
OG0005831	sp|P37837|TALDO_HUMAN	tr|G3VJ54|G3VJ54_SARHA
OG0005832	sp|P43246|MSH2_HUMAN	tr|G3VBH0|G3VBH0_SARHA
OG0005833	sp|P43307|SSRA_HUMAN	tr|A0A7N4PPJ1|A0A7N4PPJ1_SARHA
OG0005834	sp|P51808|DYLT3_HUMAN	tr|A0A7N4UZL1|A0A7N4UZL1_SARHA
OG0005835	sp|P55010|IF5_HUMAN	tr|G3WXG2|G3WXG2_SARHA
OG0005836	sp|P56693|SOX10_HUMAN	tr|G3W2Q6|G3W2Q6_SARHA
OG0005837	sp|P57071|PRD15_HUMAN	tr|A0A7N4P2Z8|A0A7N4P2Z8_SARHA
OG0005838	sp|P98153|IDD_HUMAN	tr|G3VXQ7|G3VXQ7_SARHA
OG0005839	sp|Q0VAF6|SYCN_HUMAN	tr|A0A7N4V6H4|A0A7N4V6H4_SARHA
OG0005840	sp|Q13224|NMDE2_HUMAN	tr|A0A7N4PQB0|A0A7N4PQB0_SARHA
OG0005841	sp|Q13422|IKZF1_HUMAN	tr|A0A7N4NRH0|A0A7N4NRH0_SARHA
OG0005842	sp|Q13424|SNTA1_HUMAN	tr|G3WR17|G3WR17_SARHA
OG0005843	sp|Q14153|FA53B_HUMAN	tr|A0A7N4PLS4|A0A7N4PLS4_SARHA
OG0005844	sp|Q15036|SNX17_HUMAN	tr|A0A7N4P335|A0A7N4P335_SARHA
OG0005845	sp|Q2T9J0|TYSD1_HUMAN	tr|A0A7N4P4U2|A0A7N4P4U2_SARHA
OG0005846	sp|Q5SRH9|TT39A_HUMAN	tr|A0A7N4NFW8|A0A7N4NFW8_SARHA
OG0005847	sp|Q5VVC0|SPO16_HUMAN	tr|G3WAU7|G3WAU7_SARHA
OG0005848	sp|Q6XYB7|LBX2_HUMAN	tr|A0A7N4PUV6|A0A7N4PUV6_SARHA
OG0005849	sp|Q6ZNE5|BAKOR_HUMAN	tr|G3W427|G3W427_SARHA
OG0005850	sp|Q7LGC8|CHST3_HUMAN	tr|A0A7N4V4Q6|A0A7N4V4Q6_SARHA
OG0005851	sp|Q86VI1|EX3L1_HUMAN	tr|A0A7N4PKC6|A0A7N4PKC6_SARHA
OG0005852	sp|Q86XD5|F131B_HUMAN	tr|A0A7N4P498|A0A7N4P498_SARHA
OG0005853	sp|Q8N6Y1|PCD20_HUMAN	tr|G3VKI7|G3VKI7_SARHA
OG0005854	sp|Q8NFQ6|BPIFC_HUMAN	tr|G3WUX4|G3WUX4_SARHA
OG0005855	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A7N4V2H3|A0A7N4V2H3_SARHA
OG0005856	sp|Q8NHU6|TDRD7_HUMAN	tr|A0A7N4NG81|A0A7N4NG81_SARHA
OG0005857	sp|Q8WW43|APH1B_HUMAN	tr|A0A7N4P7D8|A0A7N4P7D8_SARHA
OG0005858	sp|Q92974|ARHG2_HUMAN	tr|G3WIE7|G3WIE7_SARHA
OG0005859	sp|Q96AP4|ZUP1_HUMAN	tr|G3WXM5|G3WXM5_SARHA
OG0005860	sp|Q96AQ9|F131C_HUMAN	tr|A0A7N4PFG3|A0A7N4PFG3_SARHA
OG0005861	sp|Q96EK2|PF21B_HUMAN	tr|G3VGW2|G3VGW2_SARHA
OG0005862	sp|Q96Q83|ALKB3_HUMAN	tr|A0A7N4P5B8|A0A7N4P5B8_SARHA
OG0005863	sp|Q9BZW8|CD244_HUMAN	tr|A0A7N4V2S3|A0A7N4V2S3_SARHA
OG0005864	sp|Q9C0B7|TNG6_HUMAN	tr|G3WCW1|G3WCW1_SARHA
OG0005865	sp|Q9H0F6|SHRPN_HUMAN	tr|G3VUU5|G3VUU5_SARHA
OG0005866	sp|Q9H0R1|AP5M1_HUMAN	tr|G3WW00|G3WW00_SARHA
OG0005867	sp|Q9H0R3|TM222_HUMAN	tr|A0A7N4PYG8|A0A7N4PYG8_SARHA
OG0005868	sp|Q9NVN8|GNL3L_HUMAN	tr|A0A7N4V2K6|A0A7N4V2K6_SARHA
OG0005869	sp|Q9NYJ8|TAB2_HUMAN	tr|A0A7N4PJT1|A0A7N4PJT1_SARHA
OG0005870	sp|Q9Y231|FUT9_HUMAN	tr|G3WM12|G3WM12_SARHA
OG0005871	sp|Q9Y2L6|FRM4B_HUMAN	tr|A0A7N4PJ33|A0A7N4PJ33_SARHA
OG0005872	sp|Q9Y680|FKBP7_HUMAN	tr|G3W8V4|G3W8V4_SARHA
OG0005873	sp|A0PJX4|SHSA3_HUMAN	tr|A0A7N4PBB3|A0A7N4PBB3_SARHA
OG0005874	sp|A4D1P6|WDR91_HUMAN	tr|G3WHP7|G3WHP7_SARHA
OG0005875	sp|O15042|SR140_HUMAN	tr|G3WND5|G3WND5_SARHA
OG0005876	sp|O15258|RER1_HUMAN	tr|A0A7N4P158|A0A7N4P158_SARHA
OG0005877	sp|O43768|ENSA_HUMAN	tr|A0A7N4P6Y3|A0A7N4P6Y3_SARHA
OG0005878	sp|O60547|GMDS_HUMAN	tr|A0A7N4NWH3|A0A7N4NWH3_SARHA
OG0005879	sp|O60934|NBN_HUMAN	tr|G3VFB3|G3VFB3_SARHA
OG0005880	sp|O75817|POP7_HUMAN	tr|A0A7N4NFT3|A0A7N4NFT3_SARHA
OG0005881	sp|O75901|RASF9_HUMAN	tr|G3VXY5|G3VXY5_SARHA
OG0005882	sp|O76003|GLRX3_HUMAN	tr|G3VU29|G3VU29_SARHA
OG0005883	sp|O96007|MOC2B_HUMAN	tr|G3VIP1|G3VIP1_SARHA
OG0005884	sp|P01375|TNFA_HUMAN	tr|A0A7N4PAY1|A0A7N4PAY1_SARHA
OG0005885	sp|P09871|C1S_HUMAN	tr|G3WVK6|G3WVK6_SARHA
OG0005886	sp|P13716|HEM2_HUMAN	tr|A0A7N4PY89|A0A7N4PY89_SARHA
OG0005887	sp|P13945|ADRB3_HUMAN	tr|A0A7N4PZV5|A0A7N4PZV5_SARHA
OG0005888	sp|P15173|MYOG_HUMAN	tr|G3WUV0|G3WUV0_SARHA
OG0005889	sp|P37173|TGFR2_HUMAN	tr|A0A7N4PQI9|A0A7N4PQI9_SARHA
OG0005890	sp|P55273|CDN2D_HUMAN	tr|G3VSE9|G3VSE9_SARHA
OG0005891	sp|P55895|RAG2_HUMAN	tr|A0A7N4P622|A0A7N4P622_SARHA
OG0005892	sp|P56199|ITA1_HUMAN	tr|A0A7N4UYV7|A0A7N4UYV7_SARHA
OG0005893	sp|P56749|CLD12_HUMAN	tr|A0A7N4V792|A0A7N4V792_SARHA
OG0005894	sp|Q04844|ACHE_HUMAN	tr|G3VS15|G3VS15_SARHA
OG0005895	sp|Q07973|CP24A_HUMAN	tr|A0A7N4P2R4|A0A7N4P2R4_SARHA
OG0005896	sp|Q12905|ILF2_HUMAN	tr|G3W8Q3|G3W8Q3_SARHA
OG0005897	sp|Q14657|LAGE3_HUMAN	tr|A0A7N4PMU0|A0A7N4PMU0_SARHA
OG0005898	sp|Q14739|LBR_HUMAN	tr|A0A7N4V0Y1|A0A7N4V0Y1_SARHA
OG0005899	sp|Q14973|NTCP_HUMAN	tr|G3VK42|G3VK42_SARHA
OG0005900	sp|Q15013|MD2BP_HUMAN	tr|A0A7N4NLC6|A0A7N4NLC6_SARHA
OG0005901	sp|Q16769|QPCT_HUMAN	tr|G3W588|G3W588_SARHA
OG0005902	sp|Q58WW2|DCAF6_HUMAN	tr|A0A7N4PPR0|A0A7N4PPR0_SARHA
OG0005903	sp|Q5ZPR3|CD276_HUMAN	tr|A0A7N4UYM1|A0A7N4UYM1_SARHA
OG0005904	sp|Q6P3W2|DJC24_HUMAN	tr|A0A7N4NJG5|A0A7N4NJG5_SARHA
OG0005905	sp|Q6PI47|KCD18_HUMAN	tr|G3WUX5|G3WUX5_SARHA
OG0005906	sp|Q6UVY6|MOXD1_HUMAN	tr|G3WLK0|G3WLK0_SARHA
OG0005907	sp|Q70HW3|SAMC_HUMAN	tr|A0A7N4PZ81|A0A7N4PZ81_SARHA
OG0005908	sp|Q86UA1|PRP39_HUMAN	tr|A0A7N4NM69|A0A7N4NM69_SARHA
OG0005909	sp|Q86X95|CIR1_HUMAN	tr|G3WSQ7|G3WSQ7_SARHA
OG0005910	sp|Q8IY49|PAQRA_HUMAN	tr|A0A7N4Q1Q9|A0A7N4Q1Q9_SARHA
OG0005911	sp|Q8IZK6|MCLN2_HUMAN	tr|G3WTL6|G3WTL6_SARHA
OG0005912	sp|Q8N9H8|MUT7_HUMAN	tr|G3VE29|G3VE29_SARHA
OG0005913	sp|Q8N9T8|KRI1_HUMAN	tr|G3VSM6|G3VSM6_SARHA
OG0005914	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A7N4Q0X5|A0A7N4Q0X5_SARHA
OG0005915	sp|Q8WUB8|PHF10_HUMAN	tr|A0A7N4PR67|A0A7N4PR67_SARHA
OG0005916	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A7N4V1X3|A0A7N4V1X3_SARHA
OG0005917	sp|Q969H6|POP5_HUMAN	tr|A0A7N4PQ62|A0A7N4PQ62_SARHA
OG0005918	sp|Q969Q1|TRI63_HUMAN	tr|G3W2A9|G3W2A9_SARHA
OG0005919	sp|Q96DT0|LEG12_HUMAN	tr|G3VQC8|G3VQC8_SARHA
OG0005920	sp|Q96EP5|DAZP1_HUMAN	tr|G3WKA4|G3WKA4_SARHA
OG0005921	sp|Q96HE9|PRR11_HUMAN	tr|G3WZ79|G3WZ79_SARHA
OG0005922	sp|Q99704|DOK1_HUMAN	tr|A0A7N4NPC0|A0A7N4NPC0_SARHA
OG0005923	sp|Q9BQN1|FA83C_HUMAN	tr|G3X1V8|G3X1V8_SARHA
OG0005924	sp|Q9BS18|APC13_HUMAN	tr|G3VX80|G3VX80_SARHA
OG0005925	sp|Q9BYG3|MK67I_HUMAN	tr|G3WED0|G3WED0_SARHA
OG0005926	sp|Q9BYI3|HYCCI_HUMAN	tr|G3W921|G3W921_SARHA
OG0005927	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A7N4P1K9|A0A7N4P1K9_SARHA
OG0005928	sp|Q9HAC7|SUCHY_HUMAN	tr|G3VE72|G3VE72_SARHA
OG0005929	sp|Q9NUL5|SHFL_HUMAN	tr|G3W6B3|G3W6B3_SARHA
OG0005930	sp|Q9NZH0|GPC5B_HUMAN	tr|G3X2F0|G3X2F0_SARHA
OG0005931	sp|Q9P2J5|SYLC_HUMAN	tr|A0A7N4PVK2|A0A7N4PVK2_SARHA
OG0005932	sp|Q9UBI9|HDC_HUMAN	tr|A0A7N4P9P9|A0A7N4P9P9_SARHA
OG0005933	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A7N4P8G9|A0A7N4P8G9_SARHA
OG0005934	sp|A6H8Y1|BDP1_HUMAN	tr|G3VDI7|G3VDI7_SARHA
OG0005935	sp|A7XYQ1|SOBP_HUMAN	tr|A0A7N4NVK9|A0A7N4NVK9_SARHA
OG0005936	sp|A8K979|ERI2_HUMAN	tr|G3VQJ9|G3VQJ9_SARHA
OG0005937	sp|C9JJ37|BTBDJ_HUMAN	tr|A0A7N4PMB4|A0A7N4PMB4_SARHA
OG0005938	sp|O14949|QCR8_HUMAN	tr|A0A7N4PPS3|A0A7N4PPS3_SARHA
OG0005939	sp|O43889|CREB3_HUMAN	tr|A0A7N4V294|A0A7N4V294_SARHA
OG0005940	sp|O60437|PEPL_HUMAN	tr|G3VRW0|G3VRW0_SARHA
OG0005941	sp|O60861|GAS7_HUMAN	tr|G3VQP8|G3VQP8_SARHA
OG0005942	sp|P05230|FGF1_HUMAN	tr|A0A7N4PN44|A0A7N4PN44_SARHA
OG0005943	sp|P18850|ATF6A_HUMAN	tr|G3VU94|G3VU94_SARHA
OG0005944	sp|P19544|WT1_HUMAN	tr|A0A7N4PD94|A0A7N4PD94_SARHA
OG0005945	sp|P35348|ADA1A_HUMAN	tr|A0A7N4PLC2|A0A7N4PLC2_SARHA
OG0005946	sp|P43119|PI2R_HUMAN	tr|A0A7N4PFS5|A0A7N4PFS5_SARHA
OG0005947	sp|P50219|MNX1_HUMAN	tr|G3X0V5|G3X0V5_SARHA
OG0005948	sp|P53794|SC5A3_HUMAN	tr|A0A7N4PPN8|A0A7N4PPN8_SARHA
OG0005949	sp|P57735|RAB25_HUMAN	tr|G3WJN5|G3WJN5_SARHA
OG0005950	sp|P58340|MLF1_HUMAN	tr|G3X015|G3X015_SARHA
OG0005951	sp|P78333|GPC5_HUMAN	tr|A0A7N4NTN0|A0A7N4NTN0_SARHA
OG0005952	sp|Q01892|SPIB_HUMAN	tr|A0A7N4PK26|A0A7N4PK26_SARHA
OG0005953	sp|Q13423|NNTM_HUMAN	tr|G3W0Q2|G3W0Q2_SARHA
OG0005954	sp|Q14442|PIGH_HUMAN	tr|A0A7N4NYP9|A0A7N4NYP9_SARHA
OG0005955	sp|Q2M329|CCD96_HUMAN	tr|G3VZN1|G3VZN1_SARHA
OG0005957	sp|Q53QW1|TEX44_HUMAN	tr|A0A7N4UYV0|A0A7N4UYV0_SARHA
OG0005958	sp|Q5EE01|CENPW_HUMAN	tr|A0A7N4NN08|A0A7N4NN08_SARHA
OG0005959	sp|Q5GAN4|RNS12_HUMAN	tr|G3VEQ9|G3VEQ9_SARHA
OG0005960	sp|Q5JSH3|WDR44_HUMAN	tr|G3W8M5|G3W8M5_SARHA
OG0005961	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A7N4PBW2|A0A7N4PBW2_SARHA
OG0005962	sp|Q5VV43|K0319_HUMAN	tr|A0A7N4UYI3|A0A7N4UYI3_SARHA
OG0005963	sp|Q5W0N0|CI057_HUMAN	tr|A0A7N4P1Y8|A0A7N4P1Y8_SARHA
OG0005964	sp|Q6JQN1|ACD10_HUMAN	tr|A0A7N4V0X2|A0A7N4V0X2_SARHA
OG0005965	sp|Q6PIY7|GLD2_HUMAN	tr|A0A7N4V332|A0A7N4V332_SARHA
OG0005966	sp|Q709F0|ACD11_HUMAN	tr|G3WRZ4|G3WRZ4_SARHA
OG0005967	sp|Q86XJ1|GA2L3_HUMAN	tr|A0A7N4NRS9|A0A7N4NRS9_SARHA
OG0005968	sp|Q8N3F8|MILK1_HUMAN	tr|A0A7N4NTW2|A0A7N4NTW2_SARHA
OG0005969	sp|Q8N7Z5|ANR31_HUMAN	tr|G3X128|G3X128_SARHA
OG0005970	sp|Q8N998|CCD89_HUMAN	tr|G3VN75|G3VN75_SARHA
OG0005971	sp|Q8NCU8|MTLN_HUMAN	tr|A0A7N4NPI7|A0A7N4NPI7_SARHA
OG0005972	sp|Q8WTV1|THAP3_HUMAN	tr|A0A7N4Q1P1|A0A7N4Q1P1_SARHA
OG0005973	sp|Q8WXG6|MADD_HUMAN	tr|A0A7N4NWR0|A0A7N4NWR0_SARHA
OG0005974	sp|Q92993|KAT5_HUMAN	tr|G3VG62|G3VG62_SARHA
OG0005975	sp|Q969S8|HDA10_HUMAN	tr|A0A7N4PZT8|A0A7N4PZT8_SARHA
OG0005976	sp|Q969T4|UB2E3_HUMAN	tr|A0A7N4NFP8|A0A7N4NFP8_SARHA
OG0005977	sp|Q96JM4|LRIQ1_HUMAN	tr|A0A7N4V6Z1|A0A7N4V6Z1_SARHA
OG0005978	sp|Q96RV3|PCX1_HUMAN	tr|G3X1C6|G3X1C6_SARHA
OG0005979	sp|Q96SA4|SERC2_HUMAN	tr|A0A7N4P0X2|A0A7N4P0X2_SARHA
OG0005980	sp|Q99581|FEV_HUMAN	tr|A0A7N4PCF1|A0A7N4PCF1_SARHA
OG0005981	sp|Q9BXC1|GP174_HUMAN	tr|A0A7N4V5E2|A0A7N4V5E2_SARHA
OG0005982	sp|Q9H1X3|DJC25_HUMAN	tr|A0A7N4NXU3|A0A7N4NXU3_SARHA
OG0005983	sp|Q9HCE6|ARGAL_HUMAN	tr|G3WHM9|G3WHM9_SARHA
OG0005984	sp|Q9NRM0|GTR9_HUMAN	tr|A0A7N4PQU5|A0A7N4PQU5_SARHA
OG0005985	sp|Q9NX36|DJC28_HUMAN	tr|G3VET9|G3VET9_SARHA
OG0005986	sp|Q9NZK5|ADA2_HUMAN	tr|G3VMR2|G3VMR2_SARHA
OG0005987	sp|Q9UDV7|ZN282_HUMAN	tr|G3X1M5|G3X1M5_SARHA
OG0005988	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A7N4PP96|A0A7N4PP96_SARHA
OG0005989	sp|Q9Y3Y2|CHTOP_HUMAN	tr|A0A7N4NIP2|A0A7N4NIP2_SARHA
OG0005990	sp|A0AVK6|E2F8_HUMAN	tr|G3X1Z1|G3X1Z1_SARHA
OG0005991	sp|O43556|SGCE_HUMAN	tr|A0A7N4NXS1|A0A7N4NXS1_SARHA
OG0005992	sp|O43909|EXTL3_HUMAN	tr|A0A7N4PK72|A0A7N4PK72_SARHA
OG0005993	sp|O60830|TI17B_HUMAN	tr|G3VEY9|G3VEY9_SARHA
OG0005994	sp|O75150|BRE1B_HUMAN	tr|G3W7I1|G3W7I1_SARHA
OG0005995	sp|P01583|IL1A_HUMAN	tr|G3W2K5|G3W2K5_SARHA
OG0005996	sp|P05026|AT1B1_HUMAN	tr|A0A7N4PN28|A0A7N4PN28_SARHA
OG0005997	sp|P21579|SYT1_HUMAN	tr|A0A7N4PJE2|A0A7N4PJE2_SARHA
OG0005998	sp|P21730|C5AR1_HUMAN	tr|G3VEJ0|G3VEJ0_SARHA
OG0005999	sp|P28074|PSB5_HUMAN	tr|G3WKE4|G3WKE4_SARHA
OG0006000	sp|P36888|FLT3_HUMAN	tr|G3X0A5|G3X0A5_SARHA
OG0006001	sp|P41134|ID1_HUMAN	tr|A0A7N4V4I7|A0A7N4V4I7_SARHA
OG0006002	sp|P43681|ACHA4_HUMAN	tr|G3VSB7|G3VSB7_SARHA
OG0006003	sp|P48200|IREB2_HUMAN	tr|A0A7N4P7B6|A0A7N4P7B6_SARHA
OG0006004	sp|P49643|PRI2_HUMAN	tr|A0A7N4PZM8|A0A7N4PZM8_SARHA
OG0006005	sp|P50461|CSRP3_HUMAN	tr|G3X1U1|G3X1U1_SARHA
OG0006006	sp|P53674|CRBB1_HUMAN	tr|G3WNC7|G3WNC7_SARHA
OG0006007	sp|P55286|CADH8_HUMAN	tr|G3WXS0|G3WXS0_SARHA
OG0006008	sp|P61587|RND3_HUMAN	tr|G3WXU2|G3WXU2_SARHA
OG0006009	sp|Q13237|KGP2_HUMAN	tr|A0A7N4PIK1|A0A7N4PIK1_SARHA
OG0006010	sp|Q14667|K0100_HUMAN	tr|G3WMU2|G3WMU2_SARHA
OG0006011	sp|Q15053|K0040_HUMAN	tr|A0A7N4PDT3|A0A7N4PDT3_SARHA
OG0006012	sp|Q16563|SYPL1_HUMAN	tr|G3WHP8|G3WHP8_SARHA
OG0006013	sp|Q2M3C6|TM266_HUMAN	tr|G3WUW6|G3WUW6_SARHA
OG0006014	sp|Q2NL67|PARP6_HUMAN	tr|G3W7W9|G3W7W9_SARHA
OG0006015	sp|Q3KNT9|TMM95_HUMAN	tr|A0A7N4NN36|A0A7N4NN36_SARHA
OG0006016	sp|Q3T906|GNPTA_HUMAN	tr|G3W3X6|G3W3X6_SARHA
OG0006018	sp|Q5JQS5|OR2BB_HUMAN	tr|G3VEE1|G3VEE1_SARHA
OG0006019	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A7N4P9C9|A0A7N4P9C9_SARHA
OG0006020	sp|Q5T4S7|UBR4_HUMAN	tr|G3W4V4|G3W4V4_SARHA
OG0006021	sp|Q5T4T1|T170B_HUMAN	tr|A0A7N4NYC6|A0A7N4NYC6_SARHA
