Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0005829	sp|Q14773|ICAM4_HUMAN	tr|G3H6D3|G3H6D3_CRIGR
OG0005830	sp|Q5VYJ5|MALR1_HUMAN	tr|G3HAF0|G3HAF0_CRIGR
OG0005831	sp|Q8NI51|CTCFL_HUMAN	tr|G3HBK9|G3HBK9_CRIGR
OG0005832	sp|O75475|PSIP1_HUMAN	tr|G3HCB0|G3HCB0_CRIGR
OG0005833	sp|O75326|SEM7A_HUMAN	tr|G3HEH7|G3HEH7_CRIGR
OG0005834	sp|Q8IYY4|DZI1L_HUMAN	tr|G3HEX9|G3HEX9_CRIGR
OG0005835	sp|Q9HCS5|E41LA_HUMAN	tr|G3HF08|G3HF08_CRIGR
OG0005836	sp|Q05823|RN5A_HUMAN	tr|G3HG31|G3HG31_CRIGR
OG0005837	sp|P02760|AMBP_HUMAN	tr|G3HHZ4|G3HHZ4_CRIGR
OG0005838	sp|P51149|RAB7A_HUMAN	tr|G3HID1|G3HID1_CRIGR
OG0005839	sp|Q15785|TOM34_HUMAN	tr|G3HLS5|G3HLS5_CRIGR
OG0005840	sp|Q15072|OZF_HUMAN	tr|G3HPR4|G3HPR4_CRIGR
OG0005841	sp|Q96K80|ZC3HA_HUMAN	tr|G3HRJ9|G3HRJ9_CRIGR
OG0005842	sp|Q8N4B4|FBX39_HUMAN	tr|G3HSA5|G3HSA5_CRIGR
OG0005843	sp|Q9NUD5|ZCHC3_HUMAN	tr|G3HT19|G3HT19_CRIGR
OG0005844	sp|P27918|PROP_HUMAN	tr|G3HXI8|G3HXI8_CRIGR
OG0005845	sp|P26640|SYVC_HUMAN	tr|G3HZE9|G3HZE9_CRIGR
OG0005846	sp|P0C671|BNIP5_HUMAN	tr|G3HZT5|G3HZT5_CRIGR
OG0005847	sp|Q9UPZ3|HPS5_HUMAN	tr|G3I253|G3I253_CRIGR
OG0005848	sp|Q8WXS3|BAALC_HUMAN	tr|G3I3N4|G3I3N4_CRIGR
OG0005849	sp|O00212|RHOD_HUMAN	tr|G3I4L9|G3I4L9_CRIGR
OG0005850	sp|P06727|APOA4_HUMAN	tr|G3I7Q3|G3I7Q3_CRIGR
OG0005851	sp|Q9NSP4|CENPM_HUMAN	tr|G3IBR2|G3IBR2_CRIGR
OG0005852	sp|Q8WTP8|AEN_HUMAN	tr|G3ICD7|G3ICD7_CRIGR
OG0005853	sp|Q96BQ5|CC127_HUMAN	tr|G3IFX2|G3IFX2_CRIGR
OG0005854	sp|Q9H5J0|ZBTB3_HUMAN	tr|G3II31|G3II31_CRIGR
OG0005855	sp|Q9BVV6|TALD3_HUMAN	tr|G3IK94|G3IK94_CRIGR
OG0005856	sp|Q9H7E9|CH033_HUMAN	tr|G3IKL5|G3IKL5_CRIGR
OG0005857	sp|P23515|OMGP_HUMAN	tr|G3GTR0|G3GTR0_CRIGR
OG0005858	sp|P18206|VINC_HUMAN	tr|G3GWQ1|G3GWQ1_CRIGR
OG0005859	sp|Q00534|CDK6_HUMAN	tr|G3GXH4|G3GXH4_CRIGR
OG0005860	sp|P13584|CP4B1_HUMAN	tr|G3GYU2|G3GYU2_CRIGR
OG0005861	sp|O75521|ECI2_HUMAN	tr|G3GZ21|G3GZ21_CRIGR
OG0005862	sp|Q6PID8|KLD10_HUMAN	tr|G3GZ64|G3GZ64_CRIGR
OG0005863	sp|Q9NP66|HM20A_HUMAN	tr|G3H0E1|G3H0E1_CRIGR
OG0005864	sp|Q9BT81|SOX7_HUMAN	tr|G3H0L0|G3H0L0_CRIGR
OG0005865	sp|O00233|PSMD9_HUMAN	tr|G3H256|G3H256_CRIGR
OG0005866	sp|Q8IXP5|OCAT1_HUMAN	tr|G3H2F8|G3H2F8_CRIGR
OG0005867	sp|Q9NPH2|INO1_HUMAN	tr|G3H497|G3H497_CRIGR
OG0005868	sp|Q8WXA9|SREK1_HUMAN	tr|G3H4M8|G3H4M8_CRIGR
OG0005869	sp|O60293|ZC3H1_HUMAN	tr|G3H4R2|G3H4R2_CRIGR
OG0005870	sp|Q9Y2L1|RRP44_HUMAN	tr|G3H5A9|G3H5A9_CRIGR
OG0005871	sp|Q9H5Q4|TFB2M_HUMAN	tr|G3H7N4|G3H7N4_CRIGR
OG0005872	sp|Q8IXR9|CL056_HUMAN	tr|G3H9J9|G3H9J9_CRIGR
OG0005873	sp|O15151|MDM4_HUMAN	tr|G3HAW6|G3HAW6_CRIGR
OG0005874	sp|Q96RE7|NACC1_HUMAN	tr|G3HCY8|G3HCY8_CRIGR
OG0005875	sp|O14788|TNF11_HUMAN	tr|G3HGS7|G3HGS7_CRIGR
OG0005876	sp|Q15646|OASL_HUMAN	tr|G3HI67|G3HI67_CRIGR
OG0005877	sp|Q8N543|OGFD1_HUMAN	tr|G3HIJ5|G3HIJ5_CRIGR
OG0005878	sp|P14061|DHB1_HUMAN	tr|G3HLX4|G3HLX4_CRIGR
OG0005879	sp|P02649|APOE_HUMAN	tr|G3HPC9|G3HPC9_CRIGR
OG0005880	sp|Q93073|SBP2L_HUMAN	tr|G3HRS6|G3HRS6_CRIGR
OG0005881	sp|O14972|VP26C_HUMAN	tr|G3HVB2|G3HVB2_CRIGR
OG0005882	sp|P08100|OPSD_HUMAN	tr|G3HVL9|G3HVL9_CRIGR
OG0005883	sp|Q6UX04|CWC27_HUMAN	tr|G3HXI0|G3HXI0_CRIGR
OG0005884	sp|Q96MW5|COG8_HUMAN	tr|G3I010|G3I010_CRIGR
OG0005885	sp|P40879|S26A3_HUMAN	tr|G3I276|G3I276_CRIGR
OG0005886	sp|Q9BRX5|PSF3_HUMAN	tr|G3I2X6|G3I2X6_CRIGR
OG0005887	sp|O60259|KLK8_HUMAN	tr|G3I4R6|G3I4R6_CRIGR
OG0005888	sp|O75381|PEX14_HUMAN	tr|G3I5V9|G3I5V9_CRIGR
OG0005889	sp|Q5T481|RBM20_HUMAN	tr|G3I6S1|G3I6S1_CRIGR
OG0005890	sp|Q9BRT2|UQCC2_HUMAN	tr|G3I6V1|G3I6V1_CRIGR
OG0005891	sp|Q96RU7|TRIB3_HUMAN	tr|G3I900|G3I900_CRIGR
OG0005892	sp|Q92882|OSTF1_HUMAN	tr|G3ICW1|G3ICW1_CRIGR
OG0005893	sp|P49682|CXCR3_HUMAN	tr|G3IF30|G3IF30_CRIGR
OG0005894	sp|Q8IXQ8|PDZD9_HUMAN	tr|G3IGA1|G3IGA1_CRIGR
OG0005895	sp|Q8NCQ7|PRCA1_HUMAN	tr|G3IGH8|G3IGH8_CRIGR
OG0005896	sp|Q9NWS6|F118A_HUMAN	tr|G3IGR0|G3IGR0_CRIGR
OG0005897	sp|Q96L50|LLR1_HUMAN	tr|G3IH18|G3IH18_CRIGR
OG0005898	sp|O60563|CCNT1_HUMAN	tr|G3ILA5|G3ILA5_CRIGR
OG0005899	sp|O76075|DFFB_HUMAN	tr|G3ILD6|G3ILD6_CRIGR
OG0005900	sp|Q6ZNB6|NFXL1_HUMAN	tr|G3ILK3|G3ILK3_CRIGR
OG0005901	sp|Q8IYW5|RN168_HUMAN	tr|G3GSL5|G3GSL5_CRIGR
OG0005902	sp|P82650|RT22_HUMAN	tr|G3GSW2|G3GSW2_CRIGR
OG0005903	sp|O14495|PLPP3_HUMAN	tr|G3GTJ9|G3GTJ9_CRIGR
OG0005904	sp|Q10471|GALT2_HUMAN	tr|G3GX17|G3GX17_CRIGR
OG0005905	sp|Q15818|NPTX1_HUMAN	tr|G3GX52|G3GX52_CRIGR
OG0005906	sp|P46095|GPR6_HUMAN	tr|G3GXM3|G3GXM3_CRIGR
OG0005907	sp|Q9H649|NSUN3_HUMAN	tr|G3GYG4|G3GYG4_CRIGR
OG0005908	sp|Q96JN2|CC136_HUMAN	tr|G3GZ93|G3GZ93_CRIGR
OG0005909	sp|Q56UN5|M3K19_HUMAN	tr|G3GZQ3|G3GZQ3_CRIGR
OG0005910	sp|Q9C0B1|FTO_HUMAN	tr|G3H0R3|G3H0R3_CRIGR
OG0005911	sp|Q9UBV8|PEF1_HUMAN	tr|G3H1W2|G3H1W2_CRIGR
OG0005912	sp|Q96FK6|WDR89_HUMAN	tr|G3H4Y6|G3H4Y6_CRIGR
OG0005913	sp|P0C7P0|CISD3_HUMAN	tr|G3H5V7|G3H5V7_CRIGR
OG0005914	sp|Q86Y13|DZIP3_HUMAN	tr|G3H7C8|G3H7C8_CRIGR
OG0005915	sp|P35222|CTNB1_HUMAN	tr|G3H996|G3H996_CRIGR
OG0005916	sp|Q8WVJ2|NUDC2_HUMAN	tr|G3H9Y7|G3H9Y7_CRIGR
OG0005917	sp|Q9HCJ1|ANKH_HUMAN	tr|G3HAL7|G3HAL7_CRIGR
OG0005918	sp|Q9UJJ7|RUSD1_HUMAN	tr|G3HBV3|G3HBV3_CRIGR
OG0005919	sp|Q96AQ6|PBIP1_HUMAN	tr|G3HC70|G3HC70_CRIGR
OG0005920	sp|Q9BV19|CA050_HUMAN	tr|G3HFF4|G3HFF4_CRIGR
OG0005921	sp|Q8NHZ8|CDC26_HUMAN	tr|G3HI04|G3HI04_CRIGR
OG0005922	sp|Q9H7P9|PKHG2_HUMAN	tr|G3HJD6|G3HJD6_CRIGR
OG0005923	sp|Q03519|TAP2_HUMAN	tr|G3HQT1|G3HQT1_CRIGR
OG0005924	sp|Q96DZ9|CKLF5_HUMAN	tr|G3HRF6|G3HRF6_CRIGR
OG0005925	sp|Q99707|METH_HUMAN	tr|G3HWD4|G3HWD4_CRIGR
OG0005926	sp|Q9UHR4|BI2L1_HUMAN	tr|G3HY90|G3HY90_CRIGR
OG0005927	sp|Q8NG31|KNL1_HUMAN	tr|G3HYS5|G3HYS5_CRIGR
OG0005928	sp|Q8IY92|SLX4_HUMAN	tr|G3I029|G3I029_CRIGR
OG0005929	sp|Q14582|MAD4_HUMAN	tr|G3I0K0|G3I0K0_CRIGR
OG0005930	sp|Q96I15|SCLY_HUMAN	tr|G3I249|G3I249_CRIGR
OG0005931	sp|Q9NS69|TOM22_HUMAN	tr|G3I2J8|G3I2J8_CRIGR
OG0005932	sp|Q9Y231|FUT9_HUMAN	tr|G3I481|G3I481_CRIGR
OG0005933	sp|Q6ZV89|SH2D5_HUMAN	tr|G3I485|G3I485_CRIGR
OG0005934	sp|P11498|PYC_HUMAN	tr|G3I4L6|G3I4L6_CRIGR
OG0005935	sp|P51955|NEK2_HUMAN	tr|G3I5P5|G3I5P5_CRIGR
OG0005936	sp|Q5SXM2|SNPC4_HUMAN	tr|G3I6Z0|G3I6Z0_CRIGR
OG0005937	sp|A6NHR9|SMHD1_HUMAN	tr|G3I8U4|G3I8U4_CRIGR
OG0005938	sp|P18847|ATF3_HUMAN	tr|G3I9A1|G3I9A1_CRIGR
OG0005939	sp|P55771|PAX9_HUMAN	tr|G3IAR0|G3IAR0_CRIGR
OG0005940	sp|P49588|SYAC_HUMAN	tr|G3IG23|G3IG23_CRIGR
OG0005941	sp|Q8N371|KDM8_HUMAN	tr|G3IKI3|G3IKI3_CRIGR
OG0005942	sp|Q8WUP2|FBLI1_HUMAN	tr|G3ILM4|G3ILM4_CRIGR
OG0005943	sp|P61366|OSTN_HUMAN	tr|G3GT76|G3GT76_CRIGR
OG0005944	sp|Q96QE3|ATAD5_HUMAN	tr|G3GTR7|G3GTR7_CRIGR
OG0005945	sp|Q9ULL1|PKHG1_HUMAN	tr|G3GU09|G3GU09_CRIGR
OG0005946	sp|Q8WUX9|CHMP7_HUMAN	tr|G3GUZ0|G3GUZ0_CRIGR
OG0005947	sp|Q6ZUX3|TGRM2_HUMAN	tr|G3GW84|G3GW84_CRIGR
OG0005948	sp|A8MVW5|HECA2_HUMAN	tr|G3GXH8|G3GXH8_CRIGR
OG0005949	sp|Q9P0P8|MRES1_HUMAN	tr|G3GXJ2|G3GXJ2_CRIGR
OG0005950	sp|Q9HCU5|PREB_HUMAN	tr|G3GXS8|G3GXS8_CRIGR
OG0005951	sp|P04637|P53_HUMAN	tr|G3GY68|G3GY68_CRIGR
OG0005952	sp|Q9BYV8|CEP41_HUMAN	tr|G3GZ70|G3GZ70_CRIGR
OG0005953	sp|Q8N8R7|AL14E_HUMAN	tr|G3GZ99|G3GZ99_CRIGR
OG0005954	sp|P25789|PSA4_HUMAN	tr|G3H0C2|G3H0C2_CRIGR
OG0005955	sp|P20700|LMNB1_HUMAN	tr|G3H1B3|G3H1B3_CRIGR
OG0005956	sp|Q92545|TM131_HUMAN	tr|G3H1Q4|G3H1Q4_CRIGR
OG0005957	sp|Q69YU3|AN34A_HUMAN	tr|G3H2S8|G3H2S8_CRIGR
OG0005958	sp|Q9Y2X9|ZN281_HUMAN	tr|G3H3K5|G3H3K5_CRIGR
OG0005959	sp|Q86Y07|VRK2_HUMAN	tr|G3H4I6|G3H4I6_CRIGR
OG0005960	sp|Q9BXQ6|T121B_HUMAN	tr|G3H885|G3H885_CRIGR
OG0005961	sp|Q9BR10|SPT25_HUMAN	tr|G3H8V7|G3H8V7_CRIGR
OG0005962	sp|O76038|SEGN_HUMAN	tr|G3HDV6|G3HDV6_CRIGR
OG0005963	sp|P35590|TIE1_HUMAN	tr|G3HFH4|G3HFH4_CRIGR
OG0005964	sp|Q8NCC5|SPX3_HUMAN	tr|G3HGJ4|G3HGJ4_CRIGR
OG0005965	sp|Q9UNS2|CSN3_HUMAN	tr|G3HHP3|G3HHP3_CRIGR
OG0005966	sp|Q8N8A8|F169B_HUMAN	tr|G3HKI3|G3HKI3_CRIGR
OG0005967	sp|P58304|VSX2_HUMAN	tr|G3HNI6|G3HNI6_CRIGR
OG0005968	sp|Q6AZY7|SCAR3_HUMAN	tr|G3HNJ2|G3HNJ2_CRIGR
OG0005969	sp|P30281|CCND3_HUMAN	tr|G3HR48|G3HR48_CRIGR
OG0005970	sp|Q96RV3|PCX1_HUMAN	tr|G3HTN7|G3HTN7_CRIGR
OG0005971	sp|Q8NEP7|KLDC9_HUMAN	tr|G3HU09|G3HU09_CRIGR
OG0005972	sp|Q4LDE5|SVEP1_HUMAN	tr|G3HUC4|G3HUC4_CRIGR
OG0005973	sp|Q99527|GPER1_HUMAN	tr|G3HUP5|G3HUP5_CRIGR
OG0005974	sp|Q96RI1|NR1H4_HUMAN	tr|G3HVK6|G3HVK6_CRIGR
OG0005975	sp|O95600|KLF8_HUMAN	tr|G3HWU8|G3HWU8_CRIGR
OG0005976	sp|P28335|5HT2C_HUMAN	tr|G3I0F8|G3I0F8_CRIGR
OG0005977	sp|Q99973|TEP1_HUMAN	tr|G3I1Q6|G3I1Q6_CRIGR
OG0005978	sp|Q7Z6B0|CCD91_HUMAN	tr|G3I4N0|G3I4N0_CRIGR
OG0005979	sp|P10075|GLI4_HUMAN	tr|G3I5I1|G3I5I1_CRIGR
OG0005980	sp|O14686|KMT2D_HUMAN	tr|G3I6I8|G3I6I8_CRIGR
OG0005981	sp|Q96RQ3|MCCA_HUMAN	tr|G3I7H8|G3I7H8_CRIGR
OG0005983	sp|Q8NH57|O52P1_HUMAN	tr|G3IDI5|G3IDI5_CRIGR
OG0005984	sp|Q01780|EXOSX_HUMAN	tr|G3IEE7|G3IEE7_CRIGR
OG0005985	sp|Q9H2G2|SLK_HUMAN	tr|G3IGI9|G3IGI9_CRIGR
OG0005986	sp|Q9UKA1|FBXL5_HUMAN	tr|G3IGJ9|G3IGJ9_CRIGR
OG0005987	sp|Q8WWZ1|IL1FA_HUMAN	tr|G3IHF9|G3IHF9_CRIGR
OG0005988	sp|Q15257|PTPA_HUMAN	tr|G3II02|G3II02_CRIGR
OG0005989	sp|O60308|CE104_HUMAN	tr|G3ILD7|G3ILD7_CRIGR
OG0005990	sp|P07814|SYEP_HUMAN	tr|G3GRE1|G3GRE1_CRIGR
OG0005991	sp|Q6P1L5|F117B_HUMAN	tr|G3GYV2|G3GYV2_CRIGR
OG0005992	sp|Q9BQ52|RNZ2_HUMAN	tr|G3GZ50|G3GZ50_CRIGR
OG0005993	sp|Q5T7N3|KANK4_HUMAN	tr|G3GZE1|G3GZE1_CRIGR
OG0005994	sp|Q9BWH6|RPAP1_HUMAN	tr|G3H0Z9|G3H0Z9_CRIGR
OG0005995	sp|P61353|RL27_HUMAN	tr|G3H151|G3H151_CRIGR
OG0005996	sp|Q7Z6J0|SH3R1_HUMAN	tr|G3H3C2|G3H3C2_CRIGR
OG0005997	sp|Q96P70|IPO9_HUMAN	tr|G3H3I2|G3H3I2_CRIGR
OG0005998	sp|P49190|PTH2R_HUMAN	tr|G3H4X8|G3H4X8_CRIGR
OG0005999	sp|O43164|PJA2_HUMAN	tr|G3H558|G3H558_CRIGR
OG0006000	sp|Q8WXW3|PIBF1_HUMAN	tr|G3H5B0|G3H5B0_CRIGR
OG0006001	sp|Q9HDC9|APMAP_HUMAN	tr|G3H6Z8|G3H6Z8_CRIGR
OG0006002	sp|Q16134|ETFD_HUMAN	tr|G3H7U7|G3H7U7_CRIGR
OG0006003	sp|Q8IV20|LACC1_HUMAN	tr|G3H846|G3H846_CRIGR
OG0006004	sp|Q8WW32|HMGB4_HUMAN	tr|G3H920|G3H920_CRIGR
OG0006005	sp|Q9UFB7|ZBT47_HUMAN	tr|G3H984|G3H984_CRIGR
OG0006006	sp|Q9BUB7|TMM70_HUMAN	tr|G3H9D0|G3H9D0_CRIGR
OG0006007	sp|Q9NPA8|ENY2_HUMAN	tr|G3HAU8|G3HAU8_CRIGR
OG0006008	sp|P28336|NMBR_HUMAN	tr|G3HAV5|G3HAV5_CRIGR
OG0006009	sp|P28324|ELK4_HUMAN	tr|G3HAY2|G3HAY2_CRIGR
OG0006010	sp|Q8NEY4|VATC2_HUMAN	tr|G3HB03|G3HB03_CRIGR
OG0006011	sp|A4GXA9|EME2_HUMAN	tr|G3HBN8|G3HBN8_CRIGR
OG0006012	sp|Q13087|PDIA2_HUMAN	tr|G3HBS4|G3HBS4_CRIGR
OG0006013	sp|Q03111|ENL_HUMAN	tr|G3HCK1|G3HCK1_CRIGR
OG0006014	sp|P80108|PHLD_HUMAN	tr|G3HDW7|G3HDW7_CRIGR
OG0006015	sp|Q9NXR1|NDE1_HUMAN	tr|G3HFN0|G3HFN0_CRIGR
OG0006016	sp|A0A494BZU4|T217B_HUMAN	tr|G3HKD8|G3HKD8_CRIGR
OG0006017	sp|Q9UQ05|KCNH4_HUMAN	tr|G3HLW6|G3HLW6_CRIGR
OG0006018	sp|Q9H1Z4|WDR13_HUMAN	tr|G3HND8|G3HND8_CRIGR
OG0006019	sp|Q8IVW8|SPNS2_HUMAN	tr|G3HSA1|G3HSA1_CRIGR
OG0006020	sp|Q9H5J8|TAF1D_HUMAN	tr|G3HSP8|G3HSP8_CRIGR
OG0006021	sp|P98171|RHG04_HUMAN	tr|G3HSW3|G3HSW3_CRIGR
OG0006022	sp|Q9C0K7|STRAB_HUMAN	tr|G3HUJ5|G3HUJ5_CRIGR
OG0006023	sp|Q9Y6J0|CABIN_HUMAN	tr|G3HY02|G3HY02_CRIGR
OG0006024	sp|Q9NVR7|TBCC1_HUMAN	tr|G3HYG8|G3HYG8_CRIGR
OG0006025	sp|Q8WV35|LRC29_HUMAN	tr|G3HZL1|G3HZL1_CRIGR
OG0006026	sp|Q8WVT3|TPC12_HUMAN	tr|G3I3C3|G3I3C3_CRIGR
OG0006027	sp|A5YM72|CRNS1_HUMAN	tr|G3I3Z9|G3I3Z9_CRIGR
OG0006028	sp|Q9P031|TAP26_HUMAN	tr|G3I552|G3I552_CRIGR
OG0006029	sp|Q96N19|G137A_HUMAN	tr|G3I884|G3I884_CRIGR
OG0006030	sp|P55211|CASP9_HUMAN	tr|G3I954|G3I954_CRIGR
OG0006031	sp|Q96NI6|LRFN5_HUMAN	tr|G3IEB8|G3IEB8_CRIGR
OG0006032	sp|O95926|SYF2_HUMAN	tr|G3IEZ3|G3IEZ3_CRIGR
OG0006033	sp|Q6QNK2|AGRD1_HUMAN	tr|G3IEZ4|G3IEZ4_CRIGR
OG0006034	sp|Q92567|F168A_HUMAN	tr|G3IFR4|G3IFR4_CRIGR
OG0006035	sp|Q8N554|ZN276_HUMAN	tr|G3GRQ7|G3GRQ7_CRIGR
OG0006036	sp|Q13472|TOP3A_HUMAN	tr|G3GVI0|G3GVI0_CRIGR
OG0006037	sp|Q02978|M2OM_HUMAN	tr|G3GYC4|G3GYC4_CRIGR
OG0006038	sp|Q9Y3D9|RT23_HUMAN	tr|G3H1E0|G3H1E0_CRIGR
OG0006039	sp|Q14116|IL18_HUMAN	tr|G3H2H9|G3H2H9_CRIGR
OG0006041	sp|P14735|IDE_HUMAN	tr|G3H3W4|G3H3W4_CRIGR
OG0006042	sp|P19075|TSN8_HUMAN	tr|G3H4R4|G3H4R4_CRIGR
OG0006043	sp|P16422|EPCAM_HUMAN	tr|G3H5Q2|G3H5Q2_CRIGR
OG0006045	sp|Q8TAC1|RFESD_HUMAN	tr|G3H758|G3H758_CRIGR
OG0006046	sp|Q8WTW4|NPRL2_HUMAN	tr|G3H8C0|G3H8C0_CRIGR
OG0006047	sp|Q9NZJ4|SACS_HUMAN	tr|G3H8R0|G3H8R0_CRIGR
OG0006048	sp|Q9Y2B1|RXLT1_HUMAN	tr|G3H9K5|G3H9K5_CRIGR
OG0006049	sp|Q9NVA1|UQCC1_HUMAN	tr|G3HAQ4|G3HAQ4_CRIGR
OG0006050	sp|Q9BU02|THTPA_HUMAN	tr|G3HDG0|G3HDG0_CRIGR
OG0006051	sp|P51649|SSDH_HUMAN	tr|G3HDW6|G3HDW6_CRIGR
OG0006052	sp|Q5VZI3|TM268_HUMAN	tr|G3HHY8|G3HHY8_CRIGR
OG0006053	sp|Q9NPE3|NOP10_HUMAN	tr|G3HIG6|G3HIG6_CRIGR
OG0006054	sp|Q9BZJ4|S2539_HUMAN	tr|G3HLK2|G3HLK2_CRIGR
OG0006055	sp|Q9C0C2|TB182_HUMAN	tr|G3HRJ2|G3HRJ2_CRIGR
OG0006056	sp|O95390|GDF11_HUMAN	tr|G3HRL5|G3HRL5_CRIGR
OG0006057	sp|Q9Y3D7|TIM16_HUMAN	tr|G3HS72|G3HS72_CRIGR
OG0006058	sp|Q9BTY7|HGH1_HUMAN	tr|G3HWI0|G3HWI0_CRIGR
OG0006059	sp|Q10586|DBP_HUMAN	tr|G3HZW7|G3HZW7_CRIGR
OG0006060	sp|Q9H2F9|CCD68_HUMAN	tr|G3I476|G3I476_CRIGR
OG0006061	sp|Q8TEE9|SAP25_HUMAN	tr|G3I660|G3I660_CRIGR
OG0006062	sp|Q13724|MOGS_HUMAN	tr|G3I7V6|G3I7V6_CRIGR
OG0006063	sp|O95206|PCDH8_HUMAN	tr|G3I8C7|G3I8C7_CRIGR
OG0006064	sp|Q9H7T0|CTSRB_HUMAN	tr|G3IA18|G3IA18_CRIGR
OG0006065	sp|P56817|BACE1_HUMAN	tr|G3IAK4|G3IAK4_CRIGR
OG0006066	sp|Q8N5C7|DTWD1_HUMAN	tr|G3IAS1|G3IAS1_CRIGR
OG0006067	sp|Q86VH2|KIF27_HUMAN	tr|G3IAS8|G3IAS8_CRIGR
OG0006068	sp|Q9Y6Y8|S23IP_HUMAN	tr|G3IAY3|G3IAY3_CRIGR
OG0006069	sp|Q96PG2|M4A10_HUMAN	tr|G3IE00|G3IE00_CRIGR
OG0006072	sp|Q53FE4|CD017_HUMAN	tr|G3ILW4|G3ILW4_CRIGR
OG0006073	sp|P32745|SSR3_HUMAN	tr|G3IM09|G3IM09_CRIGR
OG0006074	sp|Q14774|HLX_HUMAN	tr|G3GRD2|G3GRD2_CRIGR
OG0006075	sp|Q9NX36|DJC28_HUMAN	tr|G3GT55|G3GT55_CRIGR
OG0006076	sp|Q9NPI9|KCJ16_HUMAN	tr|G3GTJ1|G3GTJ1_CRIGR
OG0006077	sp|Q8IYL9|PSYR_HUMAN	tr|G3GUD4|G3GUD4_CRIGR
OG0006078	sp|Q96AE4|FUBP1_HUMAN	tr|G3GVT2|G3GVT2_CRIGR
OG0006079	sp|Q9Y312|AAR2_HUMAN	tr|G3GXV6|G3GXV6_CRIGR
OG0006080	sp|Q9H6R7|WDCP_HUMAN	tr|G3GZP3|G3GZP3_CRIGR
OG0006081	sp|Q9NX47|MARH5_HUMAN	tr|G3H3W2|G3H3W2_CRIGR
OG0006082	sp|Q8TDI7|TMC2_HUMAN	tr|G3H452|G3H452_CRIGR
OG0006083	sp|Q658P3|STEA3_HUMAN	tr|G3H5D4|G3H5D4_CRIGR
OG0006084	sp|Q6PRD1|GP179_HUMAN	tr|G3H5V2|G3H5V2_CRIGR
OG0006085	sp|Q8WVF1|OSCP1_HUMAN	tr|G3H9X2|G3H9X2_CRIGR
OG0006086	sp|Q9NZD1|GPC5D_HUMAN	tr|G3HB41|G3HB41_CRIGR
OG0006087	sp|Q9HBM0|VEZA_HUMAN	tr|G3HBK0|G3HBK0_CRIGR
OG0006088	sp|O96000|NDUBA_HUMAN	tr|G3HBP7|G3HBP7_CRIGR
OG0006089	sp|Q96G25|MED8_HUMAN	tr|G3HFH0|G3HFH0_CRIGR
OG0006090	sp|Q8NEV8|EXPH5_HUMAN	tr|G3HFP6|G3HFP6_CRIGR
OG0006091	sp|Q9BQG2|NUD12_HUMAN	tr|G3HGL3|G3HGL3_CRIGR
OG0006092	sp|Q9H400|LIME1_HUMAN	tr|G3HH00|G3HH00_CRIGR
OG0006093	sp|Q5VVJ2|MYSM1_HUMAN	tr|G3HH59|G3HH59_CRIGR
OG0006094	sp|Q9H841|NPAL2_HUMAN	tr|G3HK44|G3HK44_CRIGR
OG0006095	sp|Q7RTY5|PRS48_HUMAN	tr|G3HKG5|G3HKG5_CRIGR
OG0006096	sp|P0CG13|CTF8_HUMAN	tr|G3HKU5|G3HKU5_CRIGR
OG0006097	sp|P46092|CCR10_HUMAN	tr|G3HLY3|G3HLY3_CRIGR
OG0006098	sp|P20273|CD22_HUMAN	tr|G3HPU0|G3HPU0_CRIGR
OG0006099	sp|Q96LD4|TRI47_HUMAN	tr|G3HTV3|G3HTV3_CRIGR
OG0006100	sp|Q9UBS5|GABR1_HUMAN	tr|G3HVU3|G3HVU3_CRIGR
OG0006101	sp|Q14679|TTLL4_HUMAN	tr|G3HWG7|G3HWG7_CRIGR
OG0006102	sp|P49643|PRI2_HUMAN	tr|G3HZP7|G3HZP7_CRIGR
OG0006103	sp|Q9NVM9|INT13_HUMAN	tr|G3I0X3|G3I0X3_CRIGR
OG0006104	sp|Q15828|CYTM_HUMAN	tr|G3I2F4|G3I2F4_CRIGR
OG0006105	sp|O43280|TREA_HUMAN	tr|G3I5T2|G3I5T2_CRIGR
OG0006106	sp|A2RU54|HMX2_HUMAN	tr|G3I5V5|G3I5V5_CRIGR
OG0006107	sp|Q494R4|CC153_HUMAN	tr|G3I963|G3I963_CRIGR
OG0006108	sp|Q9ULD5|ZN777_HUMAN	tr|G3IB09|G3IB09_CRIGR
OG0006109	sp|Q9UQN3|CHM2B_HUMAN	tr|G3IDA1|G3IDA1_CRIGR
OG0006110	sp|Q7RTV0|PHF5A_HUMAN	tr|G3II46|G3II46_CRIGR
OG0006111	sp|Q9HCE5|MET14_HUMAN	tr|G3IK82|G3IK82_CRIGR
OG0006112	sp|Q9NW75|GPTC2_HUMAN	tr|G3GRF1|G3GRF1_CRIGR
OG0006113	sp|Q15572|TAF1C_HUMAN	tr|G3GRX9|G3GRX9_CRIGR
OG0006114	sp|O95822|DCMC_HUMAN	tr|G3GRY6|G3GRY6_CRIGR
OG0006115	sp|Q86V85|GP180_HUMAN	tr|G3GS85|G3GS85_CRIGR
OG0006116	sp|Q9H089|LSG1_HUMAN	tr|G3GSI7|G3GSI7_CRIGR
OG0006117	sp|Q8TBF5|PIGX_HUMAN	tr|G3GSK5|G3GSK5_CRIGR
