Orthogroup	Homo_sapiens	Myotis_myotis
OG0005651	sp|P14780|MMP9_HUMAN	tr|A0A7J7VZ27|A0A7J7VZ27_MYOMY
OG0005652	sp|P43235|CATK_HUMAN	tr|A0A7J7SQX4|A0A7J7SQX4_MYOMY
OG0005653	sp|P48736|PK3CG_HUMAN	tr|A0A7J7V4N9|A0A7J7V4N9_MYOMY
OG0005654	sp|P52434|RPAB3_HUMAN	tr|A0A7J8A095|A0A7J8A095_MYOMY
OG0005655	sp|P54107|CRIS1_HUMAN	tr|A0A7J7WV74|A0A7J7WV74_MYOMY
OG0005656	sp|P56270|MAZ_HUMAN	tr|A0A7J7Y0M2|A0A7J7Y0M2_MYOMY
OG0005657	sp|P59923|ZN445_HUMAN	tr|A0A7J7UF30|A0A7J7UF30_MYOMY
OG0005658	sp|P61011|SRP54_HUMAN	tr|A0A7J8AR37|A0A7J8AR37_MYOMY
OG0005659	sp|Q15147|PLCB4_HUMAN	tr|A0A7J7VZR4|A0A7J7VZR4_MYOMY
OG0005660	sp|Q2TAC2|CCD57_HUMAN	tr|A0A7J7R3S7|A0A7J7R3S7_MYOMY
OG0005661	sp|Q4G0J3|LARP7_HUMAN	tr|A0A7J7QU18|A0A7J7QU18_MYOMY
OG0005662	sp|Q4G112|HSF5_HUMAN	tr|A0A7J7T565|A0A7J7T565_MYOMY
OG0005663	sp|Q5JWR5|DOP1_HUMAN	tr|A0A7J7WUM4|A0A7J7WUM4_MYOMY
OG0005664	sp|Q5SRE5|NU188_HUMAN	tr|A0A7J7UQQ3|A0A7J7UQQ3_MYOMY
OG0005665	sp|Q5SV17|TM240_HUMAN	tr|A0A7J7QWF4|A0A7J7QWF4_MYOMY
OG0005666	sp|Q5T0W9|FA83B_HUMAN	tr|A0A7J7WV16|A0A7J7WV16_MYOMY
OG0005667	sp|Q5TA45|INT11_HUMAN	tr|A0A7J7QWP1|A0A7J7QWP1_MYOMY
OG0005668	sp|Q5VW32|BROX_HUMAN	tr|A0A7J7RU00|A0A7J7RU00_MYOMY
OG0005669	sp|Q5VWK5|IL23R_HUMAN	tr|A0A7J7ZVV9|A0A7J7ZVV9_MYOMY
OG0005670	sp|Q69YQ0|CYTSA_HUMAN	tr|A0A7J7QWZ5|A0A7J7QWZ5_MYOMY
OG0005671	sp|Q6GTS8|P20D1_HUMAN	tr|A0A7J7SSJ6|A0A7J7SSJ6_MYOMY
OG0005672	sp|Q6IQ20|NAPEP_HUMAN	tr|A0A7J7V4D7|A0A7J7V4D7_MYOMY
OG0005673	sp|Q6J4K2|NCLX_HUMAN	tr|A0A7J7S3B2|A0A7J7S3B2_MYOMY
OG0005674	sp|Q6P1M9|ARMX5_HUMAN	tr|A0A7J7YDB8|A0A7J7YDB8_MYOMY
OG0005675	sp|Q6Y288|B3GLT_HUMAN	tr|A0A7J7Z053|A0A7J7Z053_MYOMY
OG0005676	sp|Q7L190|DPPA4_HUMAN	tr|A0A7J7ZUN6|A0A7J7ZUN6_MYOMY
OG0005677	sp|Q7Z419|R144B_HUMAN	tr|A0A7J8A161|A0A7J8A161_MYOMY
OG0005678	sp|Q7Z602|GP141_HUMAN	tr|A0A7J7V2V6|A0A7J7V2V6_MYOMY
OG0005679	sp|Q7Z713|ANR37_HUMAN	tr|A0A7J7Z0A5|A0A7J7Z0A5_MYOMY
OG0005680	sp|Q86XR5|PRIMA_HUMAN	tr|A0A7J8AQT1|A0A7J8AQT1_MYOMY
OG0005681	sp|Q8IZQ8|MYCD_HUMAN	tr|A0A7J7T6U0|A0A7J7T6U0_MYOMY
OG0005682	sp|Q8N3V7|SYNPO_HUMAN	tr|A0A7J7XKQ2|A0A7J7XKQ2_MYOMY
OG0005683	sp|Q8N4V2|SVOP_HUMAN	tr|A0A7J7S3F2|A0A7J7S3F2_MYOMY
OG0005684	sp|Q8TAF8|LHPL5_HUMAN	tr|A0A7J7WW06|A0A7J7WW06_MYOMY
OG0005685	sp|Q8TC90|CCER1_HUMAN	tr|A0A7J7Z0Q4|A0A7J7Z0Q4_MYOMY
OG0005686	sp|Q8WTR2|DUS19_HUMAN	tr|A0A7J7WGG5|A0A7J7WGG5_MYOMY
OG0005687	sp|Q92625|ANS1A_HUMAN	tr|A0A7J7WU23|A0A7J7WU23_MYOMY
OG0005688	sp|Q92665|RT31_HUMAN	tr|A0A7J7Z6F8|A0A7J7Z6F8_MYOMY
OG0005689	sp|Q96IV0|NGLY1_HUMAN	tr|A0A7J7UDC7|A0A7J7UDC7_MYOMY
OG0005690	sp|Q96IZ7|RSRC1_HUMAN	tr|A0A7J8A223|A0A7J8A223_MYOMY
OG0005691	sp|Q96NT5|PCFT_HUMAN	tr|A0A7J7T983|A0A7J7T983_MYOMY
OG0005692	sp|Q9BSH4|TACO1_HUMAN	tr|A0A7J7T9A5|A0A7J7T9A5_MYOMY
OG0005693	sp|Q9BVC6|TM109_HUMAN	tr|A0A7J7RI27|A0A7J7RI27_MYOMY
OG0005694	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A7J7XI21|A0A7J7XI21_MYOMY
OG0005695	sp|Q9GZU3|TM39B_HUMAN	tr|A0A7J8A3R1|A0A7J8A3R1_MYOMY
OG0005696	sp|Q9H6K5|PRR36_HUMAN	tr|A0A7J7XHU2|A0A7J7XHU2_MYOMY
OG0005697	sp|Q9NU53|GINM1_HUMAN	tr|A0A7J7WVA3|A0A7J7WVA3_MYOMY
OG0005698	sp|Q9NY72|SCN3B_HUMAN	tr|A0A7J7S3C4|A0A7J7S3C4_MYOMY
OG0005699	sp|Q9NYL2|M3K20_HUMAN	tr|A0A7J7WI79|A0A7J7WI79_MYOMY
OG0005700	sp|Q9NZW4|DSPP_HUMAN	tr|A0A7J8AJL1|A0A7J8AJL1_MYOMY
OG0005701	sp|Q9P021|CRIPT_HUMAN	tr|A0A7J7U4L0|A0A7J7U4L0_MYOMY
OG0005702	sp|Q9UID3|VPS51_HUMAN	tr|A0A7J7VLY8|A0A7J7VLY8_MYOMY
OG0005704	sp|Q9UL33|TPC2L_HUMAN	tr|A0A7J7SDM4|A0A7J7SDM4_MYOMY
OG0005705	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A7J7W189|A0A7J7W189_MYOMY
OG0005706	sp|Q9Y3M2|CBY1_HUMAN	tr|A0A7J7Z1Q0|A0A7J7Z1Q0_MYOMY
OG0005707	sp|A3KMH1|VWA8_HUMAN	tr|A0A7J7ZAD6|A0A7J7ZAD6_MYOMY
OG0005708	sp|A4FU01|MTMRB_HUMAN	tr|A0A7J7SRQ4|A0A7J7SRQ4_MYOMY
OG0005709	sp|A5YKK6|CNOT1_HUMAN	tr|A0A7J7SAT8|A0A7J7SAT8_MYOMY
OG0005710	sp|O43683|BUB1_HUMAN	tr|A0A7J7QZS3|A0A7J7QZS3_MYOMY
OG0005711	sp|O60678|ANM3_HUMAN	tr|A0A7J7VK22|A0A7J7VK22_MYOMY
OG0005712	sp|O75159|SOCS5_HUMAN	tr|A0A7J7U6N5|A0A7J7U6N5_MYOMY
OG0005713	sp|O75531|BAF_HUMAN	tr|A0A7J7VGG0|A0A7J7VGG0_MYOMY
OG0005714	sp|O76093|FGF18_HUMAN	tr|A0A7J7XFU8|A0A7J7XFU8_MYOMY
OG0005715	sp|O95684|CEP43_HUMAN	tr|A0A7J7WVA2|A0A7J7WVA2_MYOMY
OG0005716	sp|P01033|TIMP1_HUMAN	tr|A0A7J7YFR2|A0A7J7YFR2_MYOMY
OG0005717	sp|P06748|NPM_HUMAN	tr|A0A7J7XIP7|A0A7J7XIP7_MYOMY
OG0005718	sp|P08686|CP21A_HUMAN	tr|A0A7J7RKB6|A0A7J7RKB6_MYOMY
OG0005719	sp|P09486|SPRC_HUMAN	tr|A0A7J7XLJ2|A0A7J7XLJ2_MYOMY
OG0005720	sp|P18848|ATF4_HUMAN	tr|A0A7J7Z057|A0A7J7Z057_MYOMY
OG0005721	sp|P23246|SFPQ_HUMAN	tr|A0A7J8A1Y2|A0A7J8A1Y2_MYOMY
OG0005722	sp|P23409|MYF6_HUMAN	tr|A0A7J7Z6Y7|A0A7J7Z6Y7_MYOMY
OG0005723	sp|P37837|TALDO_HUMAN	tr|A0A7J7RHL0|A0A7J7RHL0_MYOMY
OG0005724	sp|P43246|MSH2_HUMAN	tr|A0A7J7U5Q9|A0A7J7U5Q9_MYOMY
OG0005725	sp|P43307|SSRA_HUMAN	tr|A0A7J8A2G5|A0A7J8A2G5_MYOMY
OG0005726	sp|P55010|IF5_HUMAN	tr|A0A7J7R1H8|A0A7J7R1H8_MYOMY
OG0005727	sp|P56693|SOX10_HUMAN	tr|A0A7J7ZAF6|A0A7J7ZAF6_MYOMY
OG0005728	sp|P57071|PRD15_HUMAN	tr|A0A7J8A1R9|A0A7J8A1R9_MYOMY
OG0005729	sp|P98153|IDD_HUMAN	tr|A0A7J7S1A7|A0A7J7S1A7_MYOMY
OG0005730	sp|Q13422|IKZF1_HUMAN	tr|A0A7J7V371|A0A7J7V371_MYOMY
OG0005731	sp|Q13424|SNTA1_HUMAN	tr|A0A7J7W1B1|A0A7J7W1B1_MYOMY
OG0005732	sp|Q14153|FA53B_HUMAN	tr|A0A7J7TT44|A0A7J7TT44_MYOMY
OG0005733	sp|Q15036|SNX17_HUMAN	tr|A0A7J7U6I3|A0A7J7U6I3_MYOMY
OG0005734	sp|Q16651|PRSS8_HUMAN	tr|A0A7J7Y1U9|A0A7J7Y1U9_MYOMY
OG0005735	sp|Q2T9J0|TYSD1_HUMAN	tr|A0A7J7TV66|A0A7J7TV66_MYOMY
OG0005736	sp|Q5SRH9|TT39A_HUMAN	tr|A0A7J8A2F6|A0A7J8A2F6_MYOMY
OG0005737	sp|Q5VVC0|SPO16_HUMAN	tr|A0A7J7ZTH0|A0A7J7ZTH0_MYOMY
OG0005738	sp|Q6ZNE5|BAKOR_HUMAN	tr|A0A7J8AJ02|A0A7J8AJ02_MYOMY
OG0005739	sp|Q6ZU52|K0408_HUMAN	tr|A0A7J7WW21|A0A7J7WW21_MYOMY
OG0005740	sp|Q7LGC8|CHST3_HUMAN	tr|A0A7J7TSK4|A0A7J7TSK4_MYOMY
OG0005741	sp|Q86TP1|PRUN1_HUMAN	tr|A0A7J7ST91|A0A7J7ST91_MYOMY
OG0005742	sp|Q86VI1|EX3L1_HUMAN	tr|A0A7J7SB23|A0A7J7SB23_MYOMY
OG0005743	sp|Q86XD5|F131B_HUMAN	tr|A0A7J7V373|A0A7J7V373_MYOMY
OG0005744	sp|Q8IUS5|EPHX4_HUMAN	tr|A0A7J7ZUW5|A0A7J7ZUW5_MYOMY
OG0005745	sp|Q8NFQ6|BPIFC_HUMAN	tr|A0A7J7Z1E4|A0A7J7Z1E4_MYOMY
OG0005746	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A7J7V5L4|A0A7J7V5L4_MYOMY
OG0005747	sp|Q8NHU6|TDRD7_HUMAN	tr|A0A7J7URI4|A0A7J7URI4_MYOMY
OG0005748	sp|Q8TBN0|R3GEF_HUMAN	tr|A0A7J7RHD8|A0A7J7RHD8_MYOMY
OG0005749	sp|Q8WTP8|AEN_HUMAN	tr|A0A7J7RRL5|A0A7J7RRL5_MYOMY
OG0005750	sp|Q8WW43|APH1B_HUMAN	tr|A0A7J8AHG1|A0A7J8AHG1_MYOMY
OG0005751	sp|Q92974|ARHG2_HUMAN	tr|A0A7J7SPJ2|A0A7J7SPJ2_MYOMY
OG0005752	sp|Q96AP4|ZUP1_HUMAN	tr|A0A7J7WYY7|A0A7J7WYY7_MYOMY
OG0005753	sp|Q96AQ9|F131C_HUMAN	tr|A0A7J7ZUQ6|A0A7J7ZUQ6_MYOMY
OG0005754	sp|Q96DU3|SLAF6_HUMAN	tr|A0A7J7STA8|A0A7J7STA8_MYOMY
OG0005755	sp|Q96EK2|PF21B_HUMAN	tr|A0A7J7Z7Z1|A0A7J7Z7Z1_MYOMY
OG0005756	sp|Q96ME7|ZN512_HUMAN	tr|A0A7J7U711|A0A7J7U711_MYOMY
OG0005757	sp|Q96Q83|ALKB3_HUMAN	tr|A0A7J7VFQ1|A0A7J7VFQ1_MYOMY
OG0005758	sp|Q96T55|KCNKG_HUMAN	tr|A0A7J7WVG1|A0A7J7WVG1_MYOMY
OG0005760	sp|Q9C0B7|TNG6_HUMAN	tr|A0A7J7SDP8|A0A7J7SDP8_MYOMY
OG0005761	sp|Q9H0F6|SHRPN_HUMAN	tr|A0A7J7R4K4|A0A7J7R4K4_MYOMY
OG0005762	sp|Q9H0R1|AP5M1_HUMAN	tr|A0A7J8AIR6|A0A7J8AIR6_MYOMY
OG0005763	sp|Q9H0R3|TM222_HUMAN	tr|A0A7J8A3C5|A0A7J8A3C5_MYOMY
OG0005764	sp|Q9NYJ8|TAB2_HUMAN	tr|A0A7J7WXL4|A0A7J7WXL4_MYOMY
OG0005765	sp|Q9UHV2|SRTD1_HUMAN	tr|A0A7J7SDC8|A0A7J7SDC8_MYOMY
OG0005766	sp|Q9Y231|FUT9_HUMAN	tr|A0A7J7WVN8|A0A7J7WVN8_MYOMY
OG0005767	sp|Q9Y2L6|FRM4B_HUMAN	tr|A0A7J7UC37|A0A7J7UC37_MYOMY
OG0005768	sp|Q9Y680|FKBP7_HUMAN	tr|A0A7J7WH50|A0A7J7WH50_MYOMY
OG0005769	sp|A0PJX4|SHSA3_HUMAN	tr|A0A7J8ARA1|A0A7J8ARA1_MYOMY
OG0005770	sp|A4D1P6|WDR91_HUMAN	tr|A0A7J7V5F1|A0A7J7V5F1_MYOMY
OG0005771	sp|O00230|CORT_HUMAN	tr|A0A7J7ZUB4|A0A7J7ZUB4_MYOMY
OG0005772	sp|O15258|RER1_HUMAN	tr|A0A7J7QWA2|A0A7J7QWA2_MYOMY
OG0005773	sp|O43768|ENSA_HUMAN	tr|A0A7J7SQ77|A0A7J7SQ77_MYOMY
OG0005774	sp|O60547|GMDS_HUMAN	tr|A0A7J7ZVR4|A0A7J7ZVR4_MYOMY
OG0005775	sp|O60934|NBN_HUMAN	tr|A0A7J7TIU5|A0A7J7TIU5_MYOMY
OG0005776	sp|O75817|POP7_HUMAN	tr|A0A7J7Y290|A0A7J7Y290_MYOMY
OG0005777	sp|O75901|RASF9_HUMAN	tr|A0A7J7Z8F1|A0A7J7Z8F1_MYOMY
OG0005778	sp|O76003|GLRX3_HUMAN	tr|A0A7J7TT74|A0A7J7TT74_MYOMY
OG0005779	sp|O96007|MOC2B_HUMAN	tr|A0A7J7Y125|A0A7J7Y125_MYOMY
OG0005780	sp|P01375|TNFA_HUMAN	tr|A0A7J7RKW7|A0A7J7RKW7_MYOMY
OG0005781	sp|P09871|C1S_HUMAN	tr|A0A7J7Z0Y7|A0A7J7Z0Y7_MYOMY
OG0005782	sp|P13716|HEM2_HUMAN	tr|A0A7J7UN03|A0A7J7UN03_MYOMY
OG0005783	sp|P15173|MYOG_HUMAN	tr|A0A7J7R458|A0A7J7R458_MYOMY
OG0005784	sp|P17213|BPI_HUMAN	tr|A0A7J7VX66|A0A7J7VX66_MYOMY
OG0005785	sp|P28223|5HT2A_HUMAN	tr|A0A7J7Z439|A0A7J7Z439_MYOMY
OG0005786	sp|P37173|TGFR2_HUMAN	tr|A0A7J7UEX7|A0A7J7UEX7_MYOMY
OG0005787	sp|P55273|CDN2D_HUMAN	tr|A0A7J7XEV0|A0A7J7XEV0_MYOMY
OG0005788	sp|P55895|RAG2_HUMAN	tr|A0A7J7VK54|A0A7J7VK54_MYOMY
OG0005789	sp|P56199|ITA1_HUMAN	tr|A0A7J7XZP9|A0A7J7XZP9_MYOMY
OG0005790	sp|P56749|CLD12_HUMAN	tr|A0A7J7V2A2|A0A7J7V2A2_MYOMY
OG0005791	sp|Q04844|ACHE_HUMAN	tr|A0A7J7T3U8|A0A7J7T3U8_MYOMY
OG0005792	sp|Q07973|CP24A_HUMAN	tr|A0A7J7VXB5|A0A7J7VXB5_MYOMY
OG0005793	sp|Q14739|LBR_HUMAN	tr|A0A7J7RUN3|A0A7J7RUN3_MYOMY
OG0005794	sp|Q14973|NTCP_HUMAN	tr|A0A7J8AQM3|A0A7J8AQM3_MYOMY
OG0005795	sp|Q15013|MD2BP_HUMAN	tr|A0A7J7WW30|A0A7J7WW30_MYOMY
OG0005796	sp|Q16769|QPCT_HUMAN	tr|A0A7J7U656|A0A7J7U656_MYOMY
OG0005797	sp|Q58WW2|DCAF6_HUMAN	tr|A0A7J7SPW4|A0A7J7SPW4_MYOMY
OG0005798	sp|Q5ZPR3|CD276_HUMAN	tr|A0A7J8AIE1|A0A7J8AIE1_MYOMY
OG0005799	sp|Q6P3W2|DJC24_HUMAN	tr|A0A7J7VHG0|A0A7J7VHG0_MYOMY
OG0005800	sp|Q6PI47|KCD18_HUMAN	tr|A0A7J7WH97|A0A7J7WH97_MYOMY
OG0005801	sp|Q6ZN04|MEX3B_HUMAN	tr|A0A7J7RSJ7|A0A7J7RSJ7_MYOMY
OG0005802	sp|Q70HW3|SAMC_HUMAN	tr|A0A7J7UEK1|A0A7J7UEK1_MYOMY
OG0005803	sp|Q86UA1|PRP39_HUMAN	tr|A0A7J8AQA1|A0A7J8AQA1_MYOMY
OG0005804	sp|Q8IY49|PAQRA_HUMAN	tr|A0A7J7XI85|A0A7J7XI85_MYOMY
OG0005805	sp|Q8IZK6|MCLN2_HUMAN	tr|A0A7J7ZZ48|A0A7J7ZZ48_MYOMY
OG0005806	sp|Q8N9H8|MUT7_HUMAN	tr|A0A7J7QYN1|A0A7J7QYN1_MYOMY
OG0005807	sp|Q8N9T8|KRI1_HUMAN	tr|A0A7J7XGX5|A0A7J7XGX5_MYOMY
OG0005808	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A7J7XGL5|A0A7J7XGL5_MYOMY
OG0005809	sp|Q8WUB8|PHF10_HUMAN	tr|A0A7J7WWS7|A0A7J7WWS7_MYOMY
OG0005810	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A7J7XDL7|A0A7J7XDL7_MYOMY
OG0005811	sp|Q969H6|POP5_HUMAN	tr|A0A7J7S2S0|A0A7J7S2S0_MYOMY
OG0005812	sp|Q969Q1|TRI63_HUMAN	tr|A0A7J8A2V7|A0A7J8A2V7_MYOMY
OG0005813	sp|Q96DT0|LEG12_HUMAN	tr|A0A7J7RHI3|A0A7J7RHI3_MYOMY
OG0005814	sp|Q96EP5|DAZP1_HUMAN	tr|A0A7J7XFR3|A0A7J7XFR3_MYOMY
OG0005815	sp|Q96HE9|PRR11_HUMAN	tr|A0A7J7T7K5|A0A7J7T7K5_MYOMY
OG0005816	sp|Q96QI5|HS3S6_HUMAN	tr|A0A7J7Y075|A0A7J7Y075_MYOMY
OG0005817	sp|Q99704|DOK1_HUMAN	tr|A0A7J7U4B0|A0A7J7U4B0_MYOMY
OG0005818	sp|Q9BQN1|FA83C_HUMAN	tr|A0A7J7VY89|A0A7J7VY89_MYOMY
OG0005819	sp|Q9BRH9|ZN251_HUMAN	tr|A0A7J7R431|A0A7J7R431_MYOMY
OG0005820	sp|Q9BS18|APC13_HUMAN	tr|A0A7J7UB46|A0A7J7UB46_MYOMY
OG0005821	sp|Q9BUN5|CC28B_HUMAN	tr|A0A7J7ZT37|A0A7J7ZT37_MYOMY
OG0005822	sp|Q9BY08|EBPL_HUMAN	tr|A0A7J7Z217|A0A7J7Z217_MYOMY
OG0005823	sp|Q9BYG3|MK67I_HUMAN	tr|A0A7J7WIA1|A0A7J7WIA1_MYOMY
OG0005824	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A7J7V2X1|A0A7J7V2X1_MYOMY
OG0005825	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A7J7T9F9|A0A7J7T9F9_MYOMY
OG0005826	sp|Q9NUL5|SHFL_HUMAN	tr|A0A7J7XES1|A0A7J7XES1_MYOMY
OG0005827	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A7J7XZ40|A0A7J7XZ40_MYOMY
OG0005828	sp|Q9P2J5|SYLC_HUMAN	tr|A0A7J7XH01|A0A7J7XH01_MYOMY
OG0005829	sp|Q9UBI9|HDC_HUMAN	tr|A0A7J7WV45|A0A7J7WV45_MYOMY
OG0005830	sp|Q9UBN1|CCG4_HUMAN	tr|A0A7J7T489|A0A7J7T489_MYOMY
OG0005831	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A7J7WXX1|A0A7J7WXX1_MYOMY
OG0005832	sp|A0A1B0GTQ4|MYMX_HUMAN	tr|A0A7J7WWH1|A0A7J7WWH1_MYOMY
OG0005833	sp|A0AV02|S12A8_HUMAN	tr|A0A7J8A1T5|A0A7J8A1T5_MYOMY
OG0005834	sp|A6H8Y1|BDP1_HUMAN	tr|A0A7J7XXD8|A0A7J7XXD8_MYOMY
OG0005835	sp|A7XYQ1|SOBP_HUMAN	tr|A0A7J7WXJ9|A0A7J7WXJ9_MYOMY
OG0005836	sp|A8K979|ERI2_HUMAN	tr|A0A7J7XYX5|A0A7J7XYX5_MYOMY
OG0005837	sp|C9JJ37|BTBDJ_HUMAN	tr|A0A7J7ZSP1|A0A7J7ZSP1_MYOMY
OG0005838	sp|O14949|QCR8_HUMAN	tr|A0A7J7XLN5|A0A7J7XLN5_MYOMY
OG0005839	sp|O43889|CREB3_HUMAN	tr|A0A7J7UNN4|A0A7J7UNN4_MYOMY
OG0005840	sp|O60861|GAS7_HUMAN	tr|A0A7J7T5H9|A0A7J7T5H9_MYOMY
OG0005841	sp|P05230|FGF1_HUMAN	tr|A0A7J7XFR2|A0A7J7XFR2_MYOMY
OG0005842	sp|P18850|ATF6A_HUMAN	tr|A0A7J7SPI4|A0A7J7SPI4_MYOMY
OG0005843	sp|P19544|WT1_HUMAN	tr|A0A7J7VLX8|A0A7J7VLX8_MYOMY
OG0005844	sp|P35270|SPRE_HUMAN	tr|A0A7J7U6F2|A0A7J7U6F2_MYOMY
OG0005845	sp|P35348|ADA1A_HUMAN	tr|A0A7J7XDH0|A0A7J7XDH0_MYOMY
OG0005846	sp|P43119|PI2R_HUMAN	tr|A0A7J7R988|A0A7J7R988_MYOMY
OG0005847	sp|P50219|MNX1_HUMAN	tr|A0A7J7RLS8|A0A7J7RLS8_MYOMY
OG0005848	sp|P53794|SC5A3_HUMAN	tr|A0A7J8A198|A0A7J8A198_MYOMY
OG0005849	sp|P57735|RAB25_HUMAN	tr|A0A7J7SSY7|A0A7J7SSY7_MYOMY
OG0005850	sp|P58340|MLF1_HUMAN	tr|A0A7J7ZYQ8|A0A7J7ZYQ8_MYOMY
OG0005851	sp|P78333|GPC5_HUMAN	tr|A0A7J7Z2Z3|A0A7J7Z2Z3_MYOMY
OG0005852	sp|Q01892|SPIB_HUMAN	tr|A0A7J7QYA3|A0A7J7QYA3_MYOMY
OG0005853	sp|Q13423|NNTM_HUMAN	tr|A0A7J7Y230|A0A7J7Y230_MYOMY
OG0005854	sp|Q13573|SNW1_HUMAN	tr|A0A7J8ARE0|A0A7J8ARE0_MYOMY
OG0005855	sp|Q13585|MTR1L_HUMAN	tr|A0A7J7YCZ7|A0A7J7YCZ7_MYOMY
OG0005856	sp|Q13796|SHRM2_HUMAN	tr|A0A7J7YF95|A0A7J7YF95_MYOMY
OG0005857	sp|Q14442|PIGH_HUMAN	tr|A0A7J8APL4|A0A7J8APL4_MYOMY
OG0005858	sp|Q2M329|CCD96_HUMAN	tr|A0A7J8AJ27|A0A7J8AJ27_MYOMY
OG0005859	sp|Q2TAL5|SMTL2_HUMAN	tr|A0A7J7T8E2|A0A7J7T8E2_MYOMY
OG0005861	sp|Q53QW1|TEX44_HUMAN	tr|A0A7J7WJP3|A0A7J7WJP3_MYOMY
OG0005862	sp|Q5EE01|CENPW_HUMAN	tr|A0A7J7WUJ5|A0A7J7WUJ5_MYOMY
OG0005863	sp|Q5JSH3|WDR44_HUMAN	tr|A0A7J7YGD3|A0A7J7YGD3_MYOMY
OG0005864	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A7J8A0C2|A0A7J8A0C2_MYOMY
OG0005865	sp|Q5U5Z8|CBPC2_HUMAN	tr|A0A7J7VG68|A0A7J7VG68_MYOMY
OG0005866	sp|Q6JQN1|ACD10_HUMAN	tr|A0A7J7S0P3|A0A7J7S0P3_MYOMY
OG0005867	sp|Q6PIY7|GLD2_HUMAN	tr|A0A7J7Y2L2|A0A7J7Y2L2_MYOMY
OG0005868	sp|Q709F0|ACD11_HUMAN	tr|A0A7J7UAZ2|A0A7J7UAZ2_MYOMY
OG0005869	sp|Q86XJ1|GA2L3_HUMAN	tr|A0A7J7Z344|A0A7J7Z344_MYOMY
OG0005870	sp|Q8N3F8|MILK1_HUMAN	tr|A0A7J7Z6B7|A0A7J7Z6B7_MYOMY
OG0005871	sp|Q8N690|DB119_HUMAN	tr|A0A7J7VX77|A0A7J7VX77_MYOMY
OG0005872	sp|Q8N7Z5|ANR31_HUMAN	tr|A0A7J7XXF7|A0A7J7XXF7_MYOMY
OG0005873	sp|Q8N998|CCD89_HUMAN	tr|A0A7J7VGE5|A0A7J7VGE5_MYOMY
OG0005874	sp|Q8NCU8|MTLN_HUMAN	tr|A0A7J7RCW1|A0A7J7RCW1_MYOMY
OG0005875	sp|Q8WTV1|THAP3_HUMAN	tr|A0A7J8A3J1|A0A7J8A3J1_MYOMY
OG0005876	sp|Q8WXG6|MADD_HUMAN	tr|A0A7J7VJ95|A0A7J7VJ95_MYOMY
OG0005877	sp|Q92993|KAT5_HUMAN	tr|A0A7J7VHP0|A0A7J7VHP0_MYOMY
OG0005878	sp|Q969S8|HDA10_HUMAN	tr|A0A7J7QUS9|A0A7J7QUS9_MYOMY
OG0005879	sp|Q969T4|UB2E3_HUMAN	tr|A0A7J7WK90|A0A7J7WK90_MYOMY
OG0005881	sp|Q96JM4|LRIQ1_HUMAN	tr|A0A7J7Z601|A0A7J7Z601_MYOMY
OG0005882	sp|Q96RV3|PCX1_HUMAN	tr|A0A7J8APQ2|A0A7J8APQ2_MYOMY
OG0005883	sp|Q96SA4|SERC2_HUMAN	tr|A0A7J8A1G3|A0A7J8A1G3_MYOMY
OG0005884	sp|Q99581|FEV_HUMAN	tr|A0A7J7WGT9|A0A7J7WGT9_MYOMY
OG0005885	sp|Q9BXC1|GP174_HUMAN	tr|A0A7J7YEB6|A0A7J7YEB6_MYOMY
OG0005886	sp|Q9NRM0|GTR9_HUMAN	tr|A0A7J8ARM6|A0A7J8ARM6_MYOMY
OG0005887	sp|Q9NX36|DJC28_HUMAN	tr|A0A7J7ZU12|A0A7J7ZU12_MYOMY
OG0005888	sp|Q9NYW5|TA2R4_HUMAN	tr|A0A7J7V5A4|A0A7J7V5A4_MYOMY
OG0005889	sp|Q9UDV7|ZN282_HUMAN	tr|A0A7J7V5F3|A0A7J7V5F3_MYOMY
OG0005890	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A7J7VJW1|A0A7J7VJW1_MYOMY
OG0005891	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A7J7XYN8|A0A7J7XYN8_MYOMY
OG0005892	sp|Q9Y3Y2|CHTOP_HUMAN	tr|A0A7J7SPS2|A0A7J7SPS2_MYOMY
OG0005893	tr|A0A2R8Y2Y2|A0A2R8Y2Y2_HUMAN	tr|A0A7J7THH5|A0A7J7THH5_MYOMY
OG0005894	sp|A0AVK6|E2F8_HUMAN	tr|A0A7J7VGS6|A0A7J7VGS6_MYOMY
OG0005895	sp|O43556|SGCE_HUMAN	tr|A0A7J7V4T0|A0A7J7V4T0_MYOMY
OG0005896	sp|O43829|ZBT14_HUMAN	tr|A0A7J7W1T8|A0A7J7W1T8_MYOMY
OG0005897	sp|O43909|EXTL3_HUMAN	tr|A0A7J7XFH1|A0A7J7XFH1_MYOMY
