Orthogroup	Homo_sapiens	Octodon_degus
OG0004864	sp|Q9NSA1|FGF21_HUMAN	tr|A0A6P3FWW8|A0A6P3FWW8_OCTDE
OG0004865	sp|Q9NTK5|OLA1_HUMAN	tr|A0A6P3EYR4|A0A6P3EYR4_OCTDE
OG0004866	sp|Q9NW61|PKHJ1_HUMAN	tr|A0A6P3F6H4|A0A6P3F6H4_OCTDE
OG0004867	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A6P3FJZ2|A0A6P3FJZ2_OCTDE
OG0004868	sp|Q9P0J6|RM36_HUMAN	tr|A0A6P3ET53|A0A6P3ET53_OCTDE
OG0004869	sp|Q9UEW3|MARCO_HUMAN	tr|A0A6P6DZT8|A0A6P6DZT8_OCTDE
OG0004870	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A6P3FAC3|A0A6P3FAC3_OCTDE
OG0004871	sp|Q9UL36|ZN236_HUMAN	tr|A0A6P6D873|A0A6P6D873_OCTDE
OG0004872	sp|Q9Y320|TMX2_HUMAN	tr|A0A6P3FSA7|A0A6P3FSA7_OCTDE
OG0004873	sp|O14645|IDLC_HUMAN	tr|A0A6P3F8E3|A0A6P3F8E3_OCTDE
OG0004874	sp|O43679|LDB2_HUMAN	tr|A0A6P3EW52|A0A6P3EW52_OCTDE
OG0004875	sp|O60262|GBG7_HUMAN	tr|A0A6P6EKY8|A0A6P6EKY8_OCTDE
OG0004876	sp|O95232|LC7L3_HUMAN	tr|A0A6P6ENP9|A0A6P6ENP9_OCTDE
OG0004877	sp|O95395|GCNT3_HUMAN	tr|A0A6P6E7R8|A0A6P6E7R8_OCTDE
OG0004878	sp|P01111|RASN_HUMAN	tr|A0A6P3FNG2|A0A6P3FNG2_OCTDE
OG0004879	sp|P12980|LYL1_HUMAN	tr|A0A6P3FDP9|A0A6P3FDP9_OCTDE
OG0004880	sp|P14902|I23O1_HUMAN	tr|A0A6P3F9F8|A0A6P3F9F8_OCTDE
OG0004881	sp|P19525|E2AK2_HUMAN	tr|A0A6P6E3S5|A0A6P6E3S5_OCTDE
OG0004882	sp|P21128|ENDOU_HUMAN	tr|A0A6P6F4Q5|A0A6P6F4Q5_OCTDE
OG0004883	sp|P22894|MMP8_HUMAN	tr|A0A6P3EXW0|A0A6P3EXW0_OCTDE
OG0004884	sp|P32239|GASR_HUMAN	tr|A0A6P3FLA5|A0A6P3FLA5_OCTDE
OG0004885	sp|P40126|TYRP2_HUMAN	tr|A0A6P3EM25|A0A6P3EM25_OCTDE
OG0004886	sp|P46781|RS9_HUMAN	tr|A0A6P3FJ89|A0A6P3FJ89_OCTDE
OG0004887	sp|P48551|INAR2_HUMAN	tr|A0A6P6DMV1|A0A6P6DMV1_OCTDE
OG0004888	sp|P49760|CLK2_HUMAN	tr|A0A6P6EBH7|A0A6P6EBH7_OCTDE
OG0004889	sp|P50213|IDH3A_HUMAN	tr|A0A6P3EZG7|A0A6P3EZG7_OCTDE
OG0004890	sp|P55197|AF10_HUMAN	tr|A0A6P6DL01|A0A6P6DL01_OCTDE
OG0004891	sp|P55884|EIF3B_HUMAN	tr|A0A6P6EAS0|A0A6P6EAS0_OCTDE
OG0004892	sp|P57078|RIPK4_HUMAN	tr|A0A6P3EU73|A0A6P3EU73_OCTDE
OG0004893	sp|P61812|TGFB2_HUMAN	tr|A0A6P6E1H9|A0A6P6E1H9_OCTDE
OG0004894	sp|P78504|JAG1_HUMAN	tr|A0A6P3FCJ4|A0A6P3FCJ4_OCTDE
OG0004895	sp|Q12955|ANK3_HUMAN	tr|A0A6P6DPJ8|A0A6P6DPJ8_OCTDE
OG0004896	sp|Q13137|CACO2_HUMAN	tr|A0A6P6ENL0|A0A6P6ENL0_OCTDE
OG0004897	sp|Q15517|CDSN_HUMAN	tr|A0A6P3ERJ7|A0A6P3ERJ7_OCTDE
OG0004898	sp|Q15768|EFNB3_HUMAN	tr|A0A6P3FFE0|A0A6P3FFE0_OCTDE
OG0004899	sp|Q5ST30|SYVM_HUMAN	tr|A0A6P3EVB4|A0A6P3EVB4_OCTDE
OG0004900	sp|Q69YG0|TMM42_HUMAN	tr|A0A6P6D8K0|A0A6P6D8K0_OCTDE
OG0004901	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A6P6EJJ9|A0A6P6EJJ9_OCTDE
OG0004902	sp|Q6YI46|TMM64_HUMAN	tr|A0A6P6DAN9|A0A6P6DAN9_OCTDE
OG0004903	sp|Q7RTT9|S29A4_HUMAN	tr|A0A6P6EAM9|A0A6P6EAM9_OCTDE
OG0004904	sp|Q7Z3I7|ZN572_HUMAN	tr|A0A6P6EQC0|A0A6P6EQC0_OCTDE
OG0004905	sp|Q86SF2|GALT7_HUMAN	tr|A0A6P3F736|A0A6P3F736_OCTDE
OG0004906	sp|Q86U38|NOP9_HUMAN	tr|A0A6P3FKG7|A0A6P3FKG7_OCTDE
OG0004907	sp|Q86UK7|ZN598_HUMAN	tr|A0A6P6E553|A0A6P6E553_OCTDE
OG0004908	sp|Q8IXL7|MSRB3_HUMAN	tr|A0A6P6EJ78|A0A6P6EJ78_OCTDE
OG0004909	sp|Q8IYU8|MICU2_HUMAN	tr|A0A6P3F5L1|A0A6P3F5L1_OCTDE
OG0004910	sp|Q8IZ83|A16A1_HUMAN	tr|A0A6P3FVY3|A0A6P3FVY3_OCTDE
OG0004911	sp|Q8IZH2|XRN1_HUMAN	tr|A0A6P3F0A0|A0A6P3F0A0_OCTDE
OG0004912	sp|Q8NCU4|CC191_HUMAN	tr|A0A6P6EM12|A0A6P6EM12_OCTDE
OG0004913	sp|Q8TD10|MIPO1_HUMAN	tr|A0A6P6EZA8|A0A6P6EZA8_OCTDE
OG0004914	sp|Q8TE02|ELP5_HUMAN	tr|A0A6P6F4L2|A0A6P6F4L2_OCTDE
OG0004915	sp|Q8WZA2|RPGF4_HUMAN	tr|A0A6P3F9A8|A0A6P3F9A8_OCTDE
OG0004916	sp|Q96AT1|K1143_HUMAN	tr|A0A6P6D8T3|A0A6P6D8T3_OCTDE
OG0004917	sp|Q96BF6|NACC2_HUMAN	tr|A0A6P6D8N1|A0A6P6D8N1_OCTDE
OG0004918	sp|Q96DT6|ATG4C_HUMAN	tr|A0A6P6EP30|A0A6P6EP30_OCTDE
OG0004919	sp|Q96GZ6|S41A3_HUMAN	tr|A0A6P3F4V9|A0A6P3F4V9_OCTDE
OG0004920	sp|Q96HU1|SGSM3_HUMAN	tr|A0A6P6ERQ5|A0A6P6ERQ5_OCTDE
OG0004921	sp|Q96JJ7|TMX3_HUMAN	tr|A0A6P6F428|A0A6P6F428_OCTDE
OG0004922	sp|Q96NL1|TMM74_HUMAN	tr|A0A6P3FAY0|A0A6P3FAY0_OCTDE
OG0004923	sp|Q96P66|GP101_HUMAN	tr|A0A6P3F5V6|A0A6P3F5V6_OCTDE
OG0004924	sp|Q96Q27|ASB2_HUMAN	tr|A0A6P3F9V1|A0A6P3F9V1_OCTDE
OG0004925	sp|Q96ST3|SIN3A_HUMAN	tr|A0A6P6E836|A0A6P6E836_OCTDE
OG0004926	sp|Q9BU61|NDUF3_HUMAN	tr|A0A6P3EIU4|A0A6P3EIU4_OCTDE
OG0004927	sp|Q9BXJ7|AMNLS_HUMAN	tr|A0A6P6DNZ9|A0A6P6DNZ9_OCTDE
OG0004928	sp|Q9BXT8|RNF17_HUMAN	tr|A0A6P3F5X5|A0A6P3F5X5_OCTDE
OG0004929	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A6P3FMV5|A0A6P3FMV5_OCTDE
OG0004930	sp|Q9H0K1|SIK2_HUMAN	tr|A0A6P3ELV1|A0A6P3ELV1_OCTDE
OG0004931	sp|Q9H3U1|UN45A_HUMAN	tr|A0A6P3EIM5|A0A6P3EIM5_OCTDE
OG0004932	sp|Q9HA90|EFCC1_HUMAN	tr|A0A6P6E870|A0A6P6E870_OCTDE
OG0004933	sp|Q9HAW0|BRF2_HUMAN	tr|A0A6P3FGL9|A0A6P3FGL9_OCTDE
OG0004934	sp|Q9NUW8|TYDP1_HUMAN	tr|A0A6P6ETY6|A0A6P6ETY6_OCTDE
OG0004935	sp|Q9NW68|BSDC1_HUMAN	tr|A0A6P3FQA1|A0A6P3FQA1_OCTDE
OG0004936	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A6P3FUH8|A0A6P3FUH8_OCTDE
OG0004937	sp|Q9Y4B4|ARIP4_HUMAN	tr|A0A6P6DPS1|A0A6P6DPS1_OCTDE
OG0004938	sp|Q9Y4Z0|LSM4_HUMAN	tr|A0A6P3VBW0|A0A6P3VBW0_OCTDE
OG0004939	sp|Q9Y570|PPME1_HUMAN	tr|A0A6P6DCK0|A0A6P6DCK0_OCTDE
OG0004940	sp|A6NJI1|CK086_HUMAN	tr|A0A6P3F193|A0A6P3F193_OCTDE
OG0004941	sp|A8MT69|CENPX_HUMAN	tr|A0A6P6D4Z9|A0A6P6D4Z9_OCTDE
OG0004942	sp|O14641|DVL2_HUMAN	tr|A0A6P3FIQ8|A0A6P3FIQ8_OCTDE
OG0004943	sp|O14730|RIOK3_HUMAN	tr|A0A6P3FE63|A0A6P3FE63_OCTDE
OG0004944	sp|O14920|IKKB_HUMAN	tr|A0A6P6EKX2|A0A6P6EKX2_OCTDE
OG0004945	sp|O60260|PRKN_HUMAN	tr|A0A6P6D4T6|A0A6P6D4T6_OCTDE
OG0004946	sp|O95394|AGM1_HUMAN	tr|A0A6P3EYQ3|A0A6P3EYQ3_OCTDE
OG0004947	sp|O95886|DLGP3_HUMAN	tr|A0A6P3FMI0|A0A6P3FMI0_OCTDE
OG0004948	sp|O95900|TRUB2_HUMAN	tr|A0A6P3F7P4|A0A6P3F7P4_OCTDE
OG0004949	sp|P06734|FCER2_HUMAN	tr|A0A6P6DLT7|A0A6P6DLT7_OCTDE
OG0004950	sp|P0DJ07|PT100_HUMAN	tr|A0A6P3FFQ8|A0A6P3FFQ8_OCTDE
OG0004951	sp|P11182|ODB2_HUMAN	tr|A0A6P3VCI6|A0A6P3VCI6_OCTDE
OG0004952	sp|P13232|IL7_HUMAN	tr|A0A6P3F6H7|A0A6P3F6H7_OCTDE
OG0004953	sp|P17036|ZNF3_HUMAN	tr|A0A6P3F6R2|A0A6P3F6R2_OCTDE
OG0004954	sp|P22460|KCNA5_HUMAN	tr|A0A6P3FC83|A0A6P3FC83_OCTDE
OG0004955	sp|P29762|RABP1_HUMAN	tr|A0A6P3F244|A0A6P3F244_OCTDE
OG0004956	sp|P35625|TIMP3_HUMAN	tr|A0A6P3EQL3|A0A6P3EQL3_OCTDE
OG0004957	sp|P54821|PRRX1_HUMAN	tr|A0A6P3FL07|A0A6P3FL07_OCTDE
OG0004958	sp|P78369|CLD10_HUMAN	tr|A0A6P3EZB4|A0A6P3EZB4_OCTDE
OG0004959	sp|P83111|LACTB_HUMAN	tr|A0A6P3F2D8|A0A6P3F2D8_OCTDE
OG0004960	sp|P98082|DAB2_HUMAN	tr|A0A6P6E623|A0A6P6E623_OCTDE
OG0004961	sp|Q07666|KHDR1_HUMAN	tr|A0A6P3FQB1|A0A6P3FQB1_OCTDE
OG0004962	sp|Q13291|SLAF1_HUMAN	tr|A0A6P3FKZ8|A0A6P3FKZ8_OCTDE
OG0004963	sp|Q14512|FGFP1_HUMAN	tr|A0A6P3EK18|A0A6P3EK18_OCTDE
OG0004964	sp|Q15543|TAF13_HUMAN	tr|A0A6P3FCB1|A0A6P3FCB1_OCTDE
OG0004965	sp|Q16186|ADRM1_HUMAN	tr|A0A6P3FT73|A0A6P3FT73_OCTDE
OG0004966	sp|Q4G148|GXLT1_HUMAN	tr|A0A6P6F4R0|A0A6P6F4R0_OCTDE
OG0004967	sp|Q5IJ48|CRUM2_HUMAN	tr|A0A6P6DCR6|A0A6P6DCR6_OCTDE
OG0004968	sp|Q5JTZ9|SYAM_HUMAN	tr|A0A6P3EUT0|A0A6P3EUT0_OCTDE
OG0004969	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A6P3EWB3|A0A6P3EWB3_OCTDE
OG0004970	sp|Q5VYV0|FOXB2_HUMAN	tr|A0A6P3F3T2|A0A6P3F3T2_OCTDE
OG0004971	sp|Q6JVE5|LCN12_HUMAN	tr|A0A6P6D8N2|A0A6P6D8N2_OCTDE
OG0004972	sp|Q6NUI2|GPAT2_HUMAN	tr|A0A6P3VB25|A0A6P3VB25_OCTDE
OG0004973	sp|Q6UX39|AMTN_HUMAN	tr|A0A6P3FY50|A0A6P3FY50_OCTDE
OG0004974	sp|Q6X4W1|NSMF_HUMAN	tr|A0A6P3VCT2|A0A6P3VCT2_OCTDE
OG0004975	sp|Q7Z601|GP142_HUMAN	tr|A0A6P6EBU9|A0A6P6EBU9_OCTDE
OG0004976	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A6P3EV93|A0A6P3EV93_OCTDE
OG0004977	sp|Q86TC9|MYPN_HUMAN	tr|A0A6P6EIR8|A0A6P6EIR8_OCTDE
OG0004978	sp|Q86Y22|CONA1_HUMAN	tr|A0A6P3F0Q6|A0A6P3F0Q6_OCTDE
OG0004979	sp|Q8IYB8|SUV3_HUMAN	tr|A0A6P3EV52|A0A6P3EV52_OCTDE
OG0004980	sp|Q8N4X5|AF1L2_HUMAN	tr|A0A6P6EG31|A0A6P6EG31_OCTDE
OG0004981	sp|Q8NBT2|SPC24_HUMAN	tr|A0A6P3EVM7|A0A6P3EVM7_OCTDE
OG0004982	sp|Q8NC56|LEMD2_HUMAN	tr|A0A6P6EWC1|A0A6P6EWC1_OCTDE
OG0004983	sp|Q8TAE6|PP14C_HUMAN	tr|A0A6P3FW47|A0A6P3FW47_OCTDE
OG0004984	sp|Q8TAM1|BBS10_HUMAN	tr|A0A6P3EJ97|A0A6P3EJ97_OCTDE
OG0004985	sp|Q8TEW0|PARD3_HUMAN	tr|A0A6P3FPF6|A0A6P3FPF6_OCTDE
OG0004986	sp|Q8WU58|F222B_HUMAN	tr|A0A6P3FE59|A0A6P3FE59_OCTDE
OG0004987	sp|Q8WWF8|CAPSL_HUMAN	tr|A0A6P6E911|A0A6P6E911_OCTDE
OG0004988	sp|Q96AC1|FERM2_HUMAN	tr|A0A6P6F4J4|A0A6P6F4J4_OCTDE
OG0004989	sp|Q96B42|TMM18_HUMAN	tr|A0A6P3FSV9|A0A6P3FSV9_OCTDE
OG0004990	sp|Q96C57|CSTOS_HUMAN	tr|A0A6P6EWH0|A0A6P6EWH0_OCTDE
OG0004991	sp|Q96CP6|ASTRA_HUMAN	tr|A0A6P6EYD4|A0A6P6EYD4_OCTDE
OG0004992	sp|Q96LI9|CX058_HUMAN	tr|A0A6P3ET58|A0A6P3ET58_OCTDE
OG0004993	sp|Q96PD4|IL17F_HUMAN	tr|A0A6P6E5L2|A0A6P6E5L2_OCTDE
OG0004994	sp|Q9BQF6|SENP7_HUMAN	tr|A0A6P6EYL0|A0A6P6EYL0_OCTDE
OG0004995	sp|Q9BTV5|FSD1_HUMAN	tr|A0A6P3EVH0|A0A6P3EVH0_OCTDE
OG0004996	sp|Q9BXC9|BBS2_HUMAN	tr|A0A6P3EK86|A0A6P3EK86_OCTDE
OG0004997	sp|Q9BYG4|PAR6G_HUMAN	tr|A0A6P3FI94|A0A6P3FI94_OCTDE
OG0004998	sp|Q9C0C2|TB182_HUMAN	tr|A0A6P6DP75|A0A6P6DP75_OCTDE
OG0004999	sp|Q9H2Y9|SO5A1_HUMAN	tr|A0A6P3FHF6|A0A6P3FHF6_OCTDE
OG0005000	sp|Q9NR80|ARHG4_HUMAN	tr|A0A6P6EQC9|A0A6P6EQC9_OCTDE
OG0005001	sp|Q9NRG0|CHRC1_HUMAN	tr|A0A6P6F562|A0A6P6F562_OCTDE
OG0005002	sp|Q9NYW4|TA2R5_HUMAN	tr|A0A6P3VAN1|A0A6P3VAN1_OCTDE
OG0005003	sp|Q9UEE5|ST17A_HUMAN	tr|A0A6P3F3M0|A0A6P3F3M0_OCTDE
OG0005004	sp|Q9UGK3|STAP2_HUMAN	tr|A0A6P3EVZ5|A0A6P3EVZ5_OCTDE
OG0005005	sp|Q9UHQ9|NB5R1_HUMAN	tr|A0A6P3EL25|A0A6P3EL25_OCTDE
OG0005006	sp|Q9UKD1|GMEB2_HUMAN	tr|A0A6P6DK43|A0A6P6DK43_OCTDE
OG0005007	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A6P3FGN9|A0A6P3FGN9_OCTDE
OG0005008	sp|Q9ULX3|NOB1_HUMAN	tr|A0A6P3ELH4|A0A6P3ELH4_OCTDE
OG0005009	sp|Q9UNZ5|L10K_HUMAN	tr|A0A6P3FAM3|A0A6P3FAM3_OCTDE
OG0005010	sp|Q9Y262|EIF3L_HUMAN	tr|A0A6P3FD16|A0A6P3FD16_OCTDE
OG0005011	sp|Q9Y2Y9|KLF13_HUMAN	tr|A0A6P6E040|A0A6P6E040_OCTDE
OG0005012	sp|Q9Y530|OARD1_HUMAN	tr|A0A6P3EUW3|A0A6P3EUW3_OCTDE
OG0005013	sp|A7MD48|SRRM4_HUMAN	tr|A0A6P3FBM8|A0A6P3FBM8_OCTDE
OG0005014	sp|O00270|GPR31_HUMAN	tr|A0A6P3FWG7|A0A6P3FWG7_OCTDE
OG0005015	sp|O15525|MAFG_HUMAN	tr|A0A6P6D4F6|A0A6P6D4F6_OCTDE
OG0005016	sp|O43615|TIM44_HUMAN	tr|A0A6P6DML1|A0A6P6DML1_OCTDE
OG0005017	sp|O75431|MTX2_HUMAN	tr|A0A6P3FD83|A0A6P3FD83_OCTDE
OG0005018	sp|O94991|SLIK5_HUMAN	tr|A0A6P3EV20|A0A6P3EV20_OCTDE
OG0005019	sp|O95294|RASL1_HUMAN	tr|A0A6P6EVL5|A0A6P6EVL5_OCTDE
OG0005020	sp|P04070|PROC_HUMAN	tr|A0A6P6E002|A0A6P6E002_OCTDE
OG0005021	sp|P21980|TGM2_HUMAN	tr|A0A6P6EDZ7|A0A6P6EDZ7_OCTDE
OG0005022	sp|P24863|CCNC_HUMAN	tr|A0A6P3FVZ7|A0A6P3FVZ7_OCTDE
OG0005023	sp|P47224|MSS4_HUMAN	tr|A0A6P3EJ74|A0A6P3EJ74_OCTDE
OG0005024	sp|P49454|CENPF_HUMAN	tr|A0A6P3V9X2|A0A6P3V9X2_OCTDE
OG0005025	sp|P49588|SYAC_HUMAN	tr|A0A6P3EXI9|A0A6P3EXI9_OCTDE
OG0005026	sp|P55000|SLUR1_HUMAN	tr|A0A6P3FG40|A0A6P3FG40_OCTDE
OG0005027	sp|Q00535|CDK5_HUMAN	tr|A0A6P3EZX7|A0A6P3EZX7_OCTDE
OG0005028	sp|Q07002|CDK18_HUMAN	tr|A0A6P6DA25|A0A6P6DA25_OCTDE
OG0005029	sp|Q0JRZ9|FCHO2_HUMAN	tr|A0A6P6DH77|A0A6P6DH77_OCTDE
OG0005030	sp|Q12837|PO4F2_HUMAN	tr|A0A6P3FGN2|A0A6P3FGN2_OCTDE
OG0005031	sp|Q14CB8|RHG19_HUMAN	tr|A0A6P6DY21|A0A6P6DY21_OCTDE
OG0005032	sp|Q15526|SURF1_HUMAN	tr|A0A6P3F7M5|A0A6P3F7M5_OCTDE
OG0005033	sp|Q15717|ELAV1_HUMAN	tr|A0A6P3FTA9|A0A6P3FTA9_OCTDE
OG0005034	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A6P3FKB4|A0A6P3FKB4_OCTDE
OG0005035	sp|Q5TGY3|AHDC1_HUMAN	tr|A0A6P6DGN0|A0A6P6DGN0_OCTDE
OG0005036	sp|Q6P3R8|NEK5_HUMAN	tr|A0A6P6EL03|A0A6P6EL03_OCTDE
OG0005037	sp|Q6PHR2|ULK3_HUMAN	tr|A0A6P3EQ91|A0A6P3EQ91_OCTDE
OG0005038	sp|Q6UWE0|LRSM1_HUMAN	tr|A0A6P6DBK3|A0A6P6DBK3_OCTDE
OG0005039	sp|Q6X784|ZPBP2_HUMAN	tr|A0A6P6ENW8|A0A6P6ENW8_OCTDE
OG0005040	sp|Q6ZN55|ZN574_HUMAN	tr|A0A6P6DKQ5|A0A6P6DKQ5_OCTDE
OG0005041	sp|Q6ZVZ8|ASB18_HUMAN	tr|A0A6P3FGS5|A0A6P3FGS5_OCTDE
OG0005042	sp|Q86UW6|N4BP2_HUMAN	tr|A0A6P6DEH9|A0A6P6DEH9_OCTDE
OG0005043	sp|Q86VX9|MON1A_HUMAN	tr|A0A6P3EW96|A0A6P3EW96_OCTDE
OG0005044	sp|Q86YN6|PRGC2_HUMAN	tr|A0A6P3F7X6|A0A6P3F7X6_OCTDE
OG0005045	sp|Q8N427|TXND3_HUMAN	tr|A0A6P6EAM1|A0A6P6EAM1_OCTDE
OG0005046	sp|Q8NA54|IQUB_HUMAN	tr|A0A6P6DGT3|A0A6P6DGT3_OCTDE
OG0005047	sp|Q8NB37|GALD1_HUMAN	tr|A0A6P6F2R3|A0A6P6F2R3_OCTDE
OG0005048	sp|Q8NBP7|PCSK9_HUMAN	tr|A0A6P3FM46|A0A6P3FM46_OCTDE
OG0005049	sp|Q8NDY3|ARHL1_HUMAN	tr|A0A6P6EFU7|A0A6P6EFU7_OCTDE
OG0005050	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A6P3EUP2|A0A6P3EUP2_OCTDE
OG0005051	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A6P3F0Y1|A0A6P3F0Y1_OCTDE
OG0005052	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A6P3FK64|A0A6P3FK64_OCTDE
OG0005053	sp|Q92729|PTPRU_HUMAN	tr|A0A6P3FB62|A0A6P3FB62_OCTDE
OG0005054	sp|Q96AM1|MRGRF_HUMAN	tr|A0A6P6E2Q3|A0A6P6E2Q3_OCTDE
OG0005055	sp|Q96DY2|DRC10_HUMAN	tr|A0A6P6EW72|A0A6P6EW72_OCTDE
OG0005056	sp|Q96E14|RMI2_HUMAN	tr|A0A6P3F0J1|A0A6P3F0J1_OCTDE
OG0005057	sp|Q96EV8|DTBP1_HUMAN	tr|A0A6P6E706|A0A6P6E706_OCTDE
OG0005058	sp|Q96FS4|SIPA1_HUMAN	tr|A0A6P6E2X0|A0A6P6E2X0_OCTDE
OG0005059	sp|Q96FW1|OTUB1_HUMAN	tr|A0A6P3FRI2|A0A6P3FRI2_OCTDE
OG0005060	sp|Q96JK4|HIPL1_HUMAN	tr|A0A6P6ETS7|A0A6P6ETS7_OCTDE
OG0005061	sp|Q96JZ2|HSH2D_HUMAN	tr|A0A6P3FHS1|A0A6P3FHS1_OCTDE
OG0005062	sp|Q96K17|BT3L4_HUMAN	tr|A0A6P3FZ93|A0A6P3FZ93_OCTDE
OG0005063	sp|Q96SJ8|TSN18_HUMAN	tr|A0A6P6E314|A0A6P6E314_OCTDE
OG0005064	sp|Q99731|CCL19_HUMAN	tr|A0A6P3VAS1|A0A6P3VAS1_OCTDE
OG0005065	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A6P3FKN8|A0A6P3FKN8_OCTDE
OG0005066	sp|Q9BT25|HAUS8_HUMAN	tr|A0A6P3FXB6|A0A6P3FXB6_OCTDE
OG0005067	sp|Q9BWK5|CYREN_HUMAN	tr|A0A6P6EAR7|A0A6P6EAR7_OCTDE
OG0005068	sp|Q9BZR6|RTN4R_HUMAN	tr|A0A6P3EPA1|A0A6P3EPA1_OCTDE
OG0005069	sp|Q9GZT6|CC90B_HUMAN	tr|A0A6P3EVA5|A0A6P3EVA5_OCTDE
OG0005070	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A6P3FRV0|A0A6P3FRV0_OCTDE
OG0005071	sp|Q9HCM7|FBSL_HUMAN	tr|A0A6P6EW40|A0A6P6EW40_OCTDE
OG0005072	sp|Q9NPD7|NRN1_HUMAN	tr|A0A6P3EYY1|A0A6P3EYY1_OCTDE
OG0005073	sp|Q9NRR3|C42S2_HUMAN	tr|A0A6P6EA13|A0A6P6EA13_OCTDE
OG0005074	sp|Q9NSN8|SNTG1_HUMAN	tr|A0A6P3F9X7|A0A6P3F9X7_OCTDE
OG0005075	sp|Q9NY61|AATF_HUMAN	tr|A0A6P6DFS8|A0A6P6DFS8_OCTDE
OG0005076	sp|Q9NZJ5|E2AK3_HUMAN	tr|A0A6P3FXD9|A0A6P3FXD9_OCTDE
OG0005077	sp|Q9P2N5|RBM27_HUMAN	tr|A0A6P6EFK5|A0A6P6EFK5_OCTDE
OG0005078	sp|Q9Y2I2|NTNG1_HUMAN	tr|A0A6P3FCU2|A0A6P3FCU2_OCTDE
OG0005079	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A6P6ES34|A0A6P6ES34_OCTDE
OG0005080	sp|A6NGH8|ANR61_HUMAN	tr|A0A6P6EAU3|A0A6P6EAU3_OCTDE
OG0005081	sp|O00124|UBXN8_HUMAN	tr|A0A6P3FAY9|A0A6P3FAY9_OCTDE
OG0005082	sp|O00213|APBB1_HUMAN	tr|A0A6P6DDD3|A0A6P6DDD3_OCTDE
OG0005083	sp|O00287|RFXAP_HUMAN	tr|A0A6P3F3N1|A0A6P3F3N1_OCTDE
OG0005084	sp|O14649|KCNK3_HUMAN	tr|A0A6P3F1D4|A0A6P3F1D4_OCTDE
OG0005085	sp|O43395|PRPF3_HUMAN	tr|A0A6P6EIX3|A0A6P6EIX3_OCTDE
OG0005086	sp|O43896|KIF1C_HUMAN	tr|A0A6P3FIL6|A0A6P3FIL6_OCTDE
OG0005087	sp|O75208|COQ9_HUMAN	tr|A0A6P3EK41|A0A6P3EK41_OCTDE
OG0005088	sp|O75596|CLC3A_HUMAN	tr|A0A6P3EYE5|A0A6P3EYE5_OCTDE
OG0005089	sp|O95178|NDUB2_HUMAN	tr|A0A6P3F2P6|A0A6P3F2P6_OCTDE
OG0005090	sp|O95470|SGPL1_HUMAN	tr|A0A6P6EPH0|A0A6P6EPH0_OCTDE
OG0005091	sp|P01133|EGF_HUMAN	tr|A0A6P6E180|A0A6P6E180_OCTDE
OG0005092	sp|P09017|HXC4_HUMAN	tr|A0A6P3FHW5|A0A6P3FHW5_OCTDE
OG0005093	sp|P17542|TAL1_HUMAN	tr|A0A6P6F5S3|A0A6P6F5S3_OCTDE
OG0005094	sp|P18846|ATF1_HUMAN	tr|A0A6P6DCC5|A0A6P6DCC5_OCTDE
OG0005095	sp|P21731|TA2R_HUMAN	tr|A0A6P6EKD9|A0A6P6EKD9_OCTDE
OG0005096	sp|P29459|IL12A_HUMAN	tr|A0A6P3F6N6|A0A6P3F6N6_OCTDE
OG0005097	sp|P35475|IDUA_HUMAN	tr|A0A6P6D7W2|A0A6P6D7W2_OCTDE
OG0005098	sp|P43251|BTD_HUMAN	tr|A0A6P6EGY0|A0A6P6EGY0_OCTDE
OG0005099	sp|P53370|NUDT6_HUMAN	tr|A0A6P3FWC7|A0A6P3FWC7_OCTDE
OG0005100	sp|P78362|SRPK2_HUMAN	tr|A0A6P6ESZ8|A0A6P6ESZ8_OCTDE
OG0005101	sp|Q07021|C1QBP_HUMAN	tr|A0A6P3FZR7|A0A6P3FZR7_OCTDE
OG0005102	sp|Q12778|FOXO1_HUMAN	tr|A0A6P3FUH4|A0A6P3FUH4_OCTDE
OG0005103	sp|Q13461|FOXE3_HUMAN	tr|A0A6P6F6Z5|A0A6P6F6Z5_OCTDE
OG0005104	sp|Q15911|ZFHX3_HUMAN	tr|A0A6P6DYU8|A0A6P6DYU8_OCTDE
OG0005105	sp|Q53RE8|ANR39_HUMAN	tr|A0A6P3EWC7|A0A6P3EWC7_OCTDE
OG0005106	sp|Q6P988|NOTUM_HUMAN	tr|A0A6P3FH17|A0A6P3FH17_OCTDE
OG0005107	sp|Q6QHK4|FIGLA_HUMAN	tr|A0A6P6EQ39|A0A6P6EQ39_OCTDE
