Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0007147	sp|Q9NQ79|CRAC1_HUMAN	tr|A0A2K6TYY5|A0A2K6TYY5_SAIBB
OG0007148	sp|Q9NQQ7|S35C2_HUMAN	tr|A0A2K6SN24|A0A2K6SN24_SAIBB
OG0007149	sp|Q9NR81|ARHG3_HUMAN	tr|A0A2K6TAV5|A0A2K6TAV5_SAIBB
OG0007150	sp|Q9NRM6|I17RB_HUMAN	tr|A0A2K6UI93|A0A2K6UI93_SAIBB
OG0007151	sp|Q9NV39|PRR34_HUMAN	tr|A0A2K6T1G1|A0A2K6T1G1_SAIBB
OG0007152	sp|Q9NV88|INT9_HUMAN	tr|A0A2K6V124|A0A2K6V124_SAIBB
OG0007153	sp|Q9NWW7|CB042_HUMAN	tr|A0A2K6V7A0|A0A2K6V7A0_SAIBB
OG0007154	sp|Q9NWW9|PLAT2_HUMAN	tr|A0A2K6S0V0|A0A2K6S0V0_SAIBB
OG0007155	sp|Q9P0V3|SH3B4_HUMAN	tr|A0A2K6UWE4|A0A2K6UWE4_SAIBB
OG0007156	sp|Q9P2S6|ANKY1_HUMAN	tr|A0A2K6TEW5|A0A2K6TEW5_SAIBB
OG0007157	sp|Q9UGB7|MIOX_HUMAN	tr|A0A2K6TF87|A0A2K6TF87_SAIBB
OG0007158	sp|Q9UPN9|TRI33_HUMAN	tr|A0A2K6ULZ1|A0A2K6ULZ1_SAIBB
OG0007159	sp|Q9UQV4|LAMP3_HUMAN	tr|A0A2K6SLJ5|A0A2K6SLJ5_SAIBB
OG0007160	sp|Q9Y316|MEMO1_HUMAN	tr|A0A2K6SV43|A0A2K6SV43_SAIBB
OG0007161	tr|A0A1B0GTJ6|A0A1B0GTJ6_HUMAN	tr|A0A2K6V6C5|A0A2K6V6C5_SAIBB
OG0007162	sp|A0A1B0GV90|CTXD2_HUMAN	tr|A0A2K6S7U6|A0A2K6S7U6_SAIBB
OG0007163	sp|E5RJM6|ANR65_HUMAN	tr|A0A2K6SFY0|A0A2K6SFY0_SAIBB
OG0007164	sp|O14525|ASTN1_HUMAN	tr|A0A2K6UWT1|A0A2K6UWT1_SAIBB
OG0007165	sp|O14828|SCAM3_HUMAN	tr|A0A2K6V578|A0A2K6V578_SAIBB
OG0007166	sp|O14933|UB2L6_HUMAN	tr|A0A2K6SRR4|A0A2K6SRR4_SAIBB
OG0007167	sp|O15040|TCPR2_HUMAN	tr|A0A2K6U0K5|A0A2K6U0K5_SAIBB
OG0007168	sp|O15273|TELT_HUMAN	tr|A0A2K6SWH4|A0A2K6SWH4_SAIBB
OG0007169	sp|O60266|ADCY3_HUMAN	tr|A0A2K6SSU5|A0A2K6SSU5_SAIBB
OG0007170	sp|O60308|CE104_HUMAN	tr|A0A2K6UCM3|A0A2K6UCM3_SAIBB
OG0007171	sp|O60487|MPZL2_HUMAN	tr|A0A2K6SZ69|A0A2K6SZ69_SAIBB
OG0007172	sp|O75083|WDR1_HUMAN	tr|A0A2K6SFA3|A0A2K6SFA3_SAIBB
OG0007173	sp|O75140|DEPD5_HUMAN	tr|A0A2K6SXJ8|A0A2K6SXJ8_SAIBB
OG0007174	sp|O94776|MTA2_HUMAN	tr|A0A2K6SGC3|A0A2K6SGC3_SAIBB
OG0007175	sp|O94903|PLPHP_HUMAN	tr|A0A2K6TTU9|A0A2K6TTU9_SAIBB
OG0007176	sp|P01106|MYC_HUMAN	tr|A0A2K6TFF3|A0A2K6TFF3_SAIBB
OG0007177	sp|P07585|PGS2_HUMAN	tr|A0A2K6UKC3|A0A2K6UKC3_SAIBB
OG0007178	sp|P0C6A0|ZGLP1_HUMAN	tr|A0A2K6UDJ8|A0A2K6UDJ8_SAIBB
OG0007179	sp|P13473|LAMP2_HUMAN	tr|A0A2K6UXL6|A0A2K6UXL6_SAIBB
OG0007180	sp|P20941|PHOS_HUMAN	tr|A0A2K6SR59|A0A2K6SR59_SAIBB
OG0007181	sp|P23945|FSHR_HUMAN	tr|A0A2K6UQT7|A0A2K6UQT7_SAIBB
OG0007182	sp|P25100|ADA1D_HUMAN	tr|A0A2K6TFW3|A0A2K6TFW3_SAIBB
OG0007183	sp|P27797|CALR_HUMAN	tr|A0A2K6SBJ1|A0A2K6SBJ1_SAIBB
OG0007184	sp|P28340|DPOD1_HUMAN	tr|A0A2K6U0N3|A0A2K6U0N3_SAIBB
OG0007185	sp|P29084|T2EB_HUMAN	tr|A0A2K6SKK8|A0A2K6SKK8_SAIBB
OG0007186	sp|P42696|RBM34_HUMAN	tr|A0A2K6TH78|A0A2K6TH78_SAIBB
OG0007187	sp|P57727|TMPS3_HUMAN	tr|A0A2K6TAH8|A0A2K6TAH8_SAIBB
OG0007188	sp|Q05469|LIPS_HUMAN	tr|A0A2K6SCZ2|A0A2K6SCZ2_SAIBB
OG0007189	sp|Q05932|FOLC_HUMAN	tr|A0A2K6STG2|A0A2K6STG2_SAIBB
OG0007190	sp|Q06495|NPT2A_HUMAN	tr|A0A2K6USU3|A0A2K6USU3_SAIBB
OG0007191	sp|Q12951|FOXI1_HUMAN	tr|A0A2K6USN2|A0A2K6USN2_SAIBB
OG0007192	sp|Q14152|EIF3A_HUMAN	tr|A0A2K6S4R9|A0A2K6S4R9_SAIBB
OG0007193	sp|Q14956|GPNMB_HUMAN	tr|A0A2K6SR68|A0A2K6SR68_SAIBB
OG0007194	sp|Q15043|S39AE_HUMAN	tr|A0A2K6TR24|A0A2K6TR24_SAIBB
OG0007195	sp|Q15836|VAMP3_HUMAN	tr|A0A2K6SMQ2|A0A2K6SMQ2_SAIBB
OG0007196	sp|Q2KHT3|CL16A_HUMAN	tr|A0A2K6UNL8|A0A2K6UNL8_SAIBB
OG0007197	sp|Q4AC94|C2CD3_HUMAN	tr|A0A2K6T2X3|A0A2K6T2X3_SAIBB
OG0007198	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A2K6UI35|A0A2K6UI35_SAIBB
OG0007199	sp|Q5JTV8|TOIP1_HUMAN	tr|A0A2K6SCL6|A0A2K6SCL6_SAIBB
OG0007200	sp|Q5TF21|SOGA3_HUMAN	tr|A0A2K6SDS2|A0A2K6SDS2_SAIBB
OG0007201	sp|Q68J44|DUS29_HUMAN	tr|A0A2K6SV30|A0A2K6SV30_SAIBB
OG0007202	sp|Q6VMQ6|MCAF1_HUMAN	tr|A0A2K6SWA5|A0A2K6SWA5_SAIBB
OG0007203	sp|Q7L1V2|MON1B_HUMAN	tr|A0A2K6V493|A0A2K6V493_SAIBB
OG0007204	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A2K6U7M1|A0A2K6U7M1_SAIBB
OG0007205	sp|Q86UB9|TM135_HUMAN	tr|A0A2K6SI15|A0A2K6SI15_SAIBB
OG0007206	sp|Q8IYD9|LAS2_HUMAN	tr|A0A2K6THI0|A0A2K6THI0_SAIBB
OG0007207	sp|Q8N0V3|RBFA_HUMAN	tr|A0A2K6T878|A0A2K6T878_SAIBB
OG0007208	sp|Q8N3K9|CMYA5_HUMAN	tr|A0A2K6V590|A0A2K6V590_SAIBB
OG0007209	sp|Q8N653|LZTR1_HUMAN	tr|A0A2K6TD36|A0A2K6TD36_SAIBB
OG0007210	sp|Q8TDB6|DTX3L_HUMAN	tr|A0A2K6TC89|A0A2K6TC89_SAIBB
OG0007211	sp|Q8WYH8|ING5_HUMAN	tr|A0A2K6UWK9|A0A2K6UWK9_SAIBB
OG0007212	sp|Q96D05|F241B_HUMAN	tr|A0A2K6TBD0|A0A2K6TBD0_SAIBB
OG0007213	sp|Q96JY6|PDLI2_HUMAN	tr|A0A2K6SBX6|A0A2K6SBX6_SAIBB
OG0007214	sp|Q96Q05|TPPC9_HUMAN	tr|A0A2K6US51|A0A2K6US51_SAIBB
OG0007215	sp|Q9H2L5|RASF4_HUMAN	tr|A0A2K6S9E6|A0A2K6S9E6_SAIBB
OG0007216	sp|Q9HC36|MRM3_HUMAN	tr|A0A2K6U2Y9|A0A2K6U2Y9_SAIBB
OG0007217	sp|Q9HCN8|SDF2L_HUMAN	tr|A0A2K6TWX5|A0A2K6TWX5_SAIBB
OG0007218	sp|Q9NW38|FANCL_HUMAN	tr|A0A2K6SJ62|A0A2K6SJ62_SAIBB
OG0007219	sp|Q9NWM3|CUED1_HUMAN	tr|A0A2K6SC68|A0A2K6SC68_SAIBB
OG0007220	sp|Q9NYI0|PSD3_HUMAN	tr|A0A2K6TAD7|A0A2K6TAD7_SAIBB
OG0007221	sp|Q9UL54|TAOK2_HUMAN	tr|A0A2K6U677|A0A2K6U677_SAIBB
OG0007222	sp|Q9ULT6|ZNRF3_HUMAN	tr|A0A2K6UD01|A0A2K6UD01_SAIBB
OG0007223	sp|Q9Y2Z2|MTO1_HUMAN	tr|A0A2K6S396|A0A2K6S396_SAIBB
OG0007224	sp|Q9Y3Q7|ADA18_HUMAN	tr|A0A2K6T379|A0A2K6T379_SAIBB
OG0007225	sp|Q9Y5J7|TIM9_HUMAN	tr|A0A2K6TBN3|A0A2K6TBN3_SAIBB
OG0007226	sp|Q9Y6K8|KAD5_HUMAN	tr|A0A2K6UFU3|A0A2K6UFU3_SAIBB
OG0007227	sp|O75533|SF3B1_HUMAN	tr|A0A2K6SFZ4|A0A2K6SFZ4_SAIBB
OG0007228	sp|P0DP57|SLUR2_HUMAN	tr|A0A2K6V419|A0A2K6V419_SAIBB
OG0007229	sp|P17302|CXA1_HUMAN	tr|A0A2K6SQ66|A0A2K6SQ66_SAIBB
OG0007230	sp|P18827|SDC1_HUMAN	tr|A0A2K6U173|A0A2K6U173_SAIBB
OG0007231	sp|P20645|MPRD_HUMAN	tr|A0A2K6TJP7|A0A2K6TJP7_SAIBB
OG0007232	sp|P25205|MCM3_HUMAN	tr|A0A2K6SFK0|A0A2K6SFK0_SAIBB
OG0007233	sp|P29622|KAIN_HUMAN	tr|A0A2K6U0U3|A0A2K6U0U3_SAIBB
OG0007234	sp|P29965|CD40L_HUMAN	tr|A0A2K6S3F4|A0A2K6S3F4_SAIBB
OG0007235	sp|P51451|BLK_HUMAN	tr|A0A2K6TEL9|A0A2K6TEL9_SAIBB
OG0007236	sp|P51788|CLCN2_HUMAN	tr|A0A2K6TR41|A0A2K6TR41_SAIBB
OG0007237	sp|P51813|BMX_HUMAN	tr|A0A2K6SA55|A0A2K6SA55_SAIBB
OG0007238	sp|P54296|MYOM2_HUMAN	tr|A0A2K6TN74|A0A2K6TN74_SAIBB
OG0007239	sp|P56177|DLX1_HUMAN	tr|A0A2K6SB47|A0A2K6SB47_SAIBB
OG0007240	sp|P57738|TCTA_HUMAN	tr|A0A2K6TP65|A0A2K6TP65_SAIBB
OG0007241	sp|Q01453|PMP22_HUMAN	tr|A0A2K6V227|A0A2K6V227_SAIBB
OG0007242	sp|Q01968|OCRL_HUMAN	tr|A0A2K6UMZ4|A0A2K6UMZ4_SAIBB
OG0007243	sp|Q02930|CREB5_HUMAN	tr|A0A2K6SEX3|A0A2K6SEX3_SAIBB
OG0007244	sp|Q03468|ERCC6_HUMAN	tr|A0A2K6ST08|A0A2K6ST08_SAIBB
OG0007245	sp|Q16610|ECM1_HUMAN	tr|A0A2K6UH75|A0A2K6UH75_SAIBB
OG0007246	sp|Q19AV6|ZSWM7_HUMAN	tr|A0A2K6SQT7|A0A2K6SQT7_SAIBB
OG0007247	sp|Q3MJ16|PA24E_HUMAN	tr|A0A2K6TTG5|A0A2K6TTG5_SAIBB
OG0007248	sp|Q5M775|CYTSB_HUMAN	tr|A0A2K6V2L7|A0A2K6V2L7_SAIBB
OG0007249	sp|Q5MJ70|SPDYA_HUMAN	tr|A0A2K6SYE4|A0A2K6SYE4_SAIBB
OG0007250	sp|Q6BEB4|SP5_HUMAN	tr|A0A2K6SMB2|A0A2K6SMB2_SAIBB
OG0007251	sp|Q6ICB0|DESI1_HUMAN	tr|A0A2K6T424|A0A2K6T424_SAIBB
OG0007252	sp|Q6KB66|K2C80_HUMAN	tr|A0A2K6TLM2|A0A2K6TLM2_SAIBB
OG0007253	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A2K6S4Y5|A0A2K6S4Y5_SAIBB
OG0007254	sp|Q6ZNC4|ZN704_HUMAN	tr|A0A2K6TH82|A0A2K6TH82_SAIBB
OG0007255	sp|Q7L8C5|SYT13_HUMAN	tr|A0A2K6TM84|A0A2K6TM84_SAIBB
OG0007256	sp|Q7Z4G4|TRM11_HUMAN	tr|A0A2K6TJZ7|A0A2K6TJZ7_SAIBB
OG0007257	sp|Q86X55|CARM1_HUMAN	tr|A0A2K6UH59|A0A2K6UH59_SAIBB
OG0007258	sp|Q8IV01|SYT12_HUMAN	tr|A0A2K6TT81|A0A2K6TT81_SAIBB
OG0007259	sp|Q8IY45|AMN1_HUMAN	tr|A0A2K6TDS3|A0A2K6TDS3_SAIBB
OG0007260	sp|Q8IZ20|ZN683_HUMAN	tr|A0A2K6UFP5|A0A2K6UFP5_SAIBB
OG0007261	sp|Q8N9M1|CS047_HUMAN	tr|A0A2K6U888|A0A2K6U888_SAIBB
OG0007262	sp|Q8NBN7|RDH13_HUMAN	tr|A0A2K6UFY2|A0A2K6UFY2_SAIBB
OG0007263	sp|Q8TB73|NDNF_HUMAN	tr|A0A2K6TMJ1|A0A2K6TMJ1_SAIBB
OG0007264	sp|Q92985|IRF7_HUMAN	tr|A0A2K6V336|A0A2K6V336_SAIBB
OG0007265	sp|Q969V4|TEKT1_HUMAN	tr|A0A2K6V7R7|A0A2K6V7R7_SAIBB
OG0007266	sp|Q96I13|ABHD8_HUMAN	tr|A0A2K6SYB5|A0A2K6SYB5_SAIBB
OG0007267	sp|Q96LZ7|RMD2_HUMAN	tr|A0A2K6TGJ8|A0A2K6TGJ8_SAIBB
OG0007268	sp|Q96PN6|ADCYA_HUMAN	tr|A0A2K6TS47|A0A2K6TS47_SAIBB
OG0007269	sp|Q99518|FMO2_HUMAN	tr|A0A2K6TM17|A0A2K6TM17_SAIBB
OG0007270	sp|Q99575|POP1_HUMAN	tr|A0A2K6SK84|A0A2K6SK84_SAIBB
OG0007271	sp|Q9BU79|TM243_HUMAN	tr|A0A2K6T899|A0A2K6T899_SAIBB
OG0007272	sp|Q9BUV0|RSRP1_HUMAN	tr|A0A2K6U809|A0A2K6U809_SAIBB
OG0007273	sp|Q9C0D5|TANC1_HUMAN	tr|A0A2K6V331|A0A2K6V331_SAIBB
OG0007274	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A2K6SFI2|A0A2K6SFI2_SAIBB
OG0007275	sp|Q9H336|CRLD1_HUMAN	tr|A0A2K6U234|A0A2K6U234_SAIBB
OG0007276	sp|Q9H9E3|COG4_HUMAN	tr|A0A2K6U2I2|A0A2K6U2I2_SAIBB
OG0007277	sp|Q9HAI6|TASL_HUMAN	tr|A0A2K6SCZ8|A0A2K6SCZ8_SAIBB
OG0007278	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A2K6SMI6|A0A2K6SMI6_SAIBB
OG0007279	sp|Q9NPA0|EMC7_HUMAN	tr|A0A2K6S4X5|A0A2K6S4X5_SAIBB
OG0007280	sp|Q9NXR8|ING3_HUMAN	tr|A0A2K6UNL3|A0A2K6UNL3_SAIBB
OG0007281	sp|Q9P246|STIM2_HUMAN	tr|A0A2K6U5V8|A0A2K6U5V8_SAIBB
OG0007282	sp|Q9UJY1|HSPB8_HUMAN	tr|A0A2K6SVT3|A0A2K6SVT3_SAIBB
OG0007283	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A2K6TH30|A0A2K6TH30_SAIBB
OG0007284	sp|Q9Y4F5|C170B_HUMAN	tr|A0A2K6SXP3|A0A2K6SXP3_SAIBB
OG0007285	sp|A4D1S5|RAB19_HUMAN	tr|A0A2K6TSZ8|A0A2K6TSZ8_SAIBB
OG0007286	sp|A6ND36|FA83G_HUMAN	tr|A0A2K6UUN3|A0A2K6UUN3_SAIBB
OG0007287	sp|A6NI56|CC154_HUMAN	tr|A0A2K6UQK3|A0A2K6UQK3_SAIBB
OG0007288	sp|F2Z3F1|CE067_HUMAN	tr|A0A2K6TNQ4|A0A2K6TNQ4_SAIBB
OG0007289	sp|O60234|GMFG_HUMAN	tr|A0A2K6ST21|A0A2K6ST21_SAIBB
OG0007290	sp|O60337|MARH6_HUMAN	tr|A0A2K6SIN8|A0A2K6SIN8_SAIBB
OG0007291	sp|O76081|RGS20_HUMAN	tr|A0A2K6SN46|A0A2K6SN46_SAIBB
OG0007292	sp|P00749|UROK_HUMAN	tr|A0A2K6U2D0|A0A2K6U2D0_SAIBB
OG0007293	sp|P14136|GFAP_HUMAN	tr|A0A2K6SJW5|A0A2K6SJW5_SAIBB
OG0007294	sp|P19823|ITIH2_HUMAN	tr|A0A2K6UMH5|A0A2K6UMH5_SAIBB
OG0007295	sp|P34925|RYK_HUMAN	tr|A0A2K6T961|A0A2K6T961_SAIBB
OG0007296	sp|P35318|ADML_HUMAN	tr|A0A2K6UMW8|A0A2K6UMW8_SAIBB
OG0007297	sp|P43405|KSYK_HUMAN	tr|A0A2K6TQM1|A0A2K6TQM1_SAIBB
OG0007298	sp|P49788|TIG1_HUMAN	tr|A0A2K6UIN1|A0A2K6UIN1_SAIBB
OG0007299	sp|P51523|ZNF84_HUMAN	tr|A0A2K6T0T7|A0A2K6T0T7_SAIBB
OG0007300	sp|P52742|ZN135_HUMAN	tr|A0A2K6SZU0|A0A2K6SZU0_SAIBB
OG0007301	sp|P58397|ATS12_HUMAN	tr|A0A2K6UBE4|A0A2K6UBE4_SAIBB
OG0007302	sp|Q08AD1|CAMP2_HUMAN	tr|A0A2K6UXC5|A0A2K6UXC5_SAIBB
OG0007303	sp|Q12931|TRAP1_HUMAN	tr|A0A2K6U2K9|A0A2K6U2K9_SAIBB
OG0007304	sp|Q13451|FKBP5_HUMAN	sp|Q9XSH5|FKBP5_SAIBB
OG0007305	sp|Q15006|EMC2_HUMAN	tr|A0A2K6SN12|A0A2K6SN12_SAIBB
OG0007306	sp|Q2M3G4|SHRM1_HUMAN	tr|A0A2K6S649|A0A2K6S649_SAIBB
OG0007307	sp|Q53GS7|GLE1_HUMAN	tr|A0A2K6SK67|A0A2K6SK67_SAIBB
OG0007308	sp|Q5T3F8|CSCL2_HUMAN	tr|A0A2K6V3F2|A0A2K6V3F2_SAIBB
OG0007309	sp|Q6P387|CP046_HUMAN	tr|A0A2K6U4Y8|A0A2K6U4Y8_SAIBB
OG0007310	sp|Q6UX46|ALKL2_HUMAN	tr|A0A2K6TMI1|A0A2K6TMI1_SAIBB
OG0007311	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A2K6SBZ9|A0A2K6SBZ9_SAIBB
OG0007312	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A2K6TDN4|A0A2K6TDN4_SAIBB
OG0007313	sp|Q86WZ6|ZN227_HUMAN	tr|A0A2K6TVJ4|A0A2K6TVJ4_SAIBB
OG0007314	sp|Q8IXR9|CL056_HUMAN	tr|A0A2K6UJ49|A0A2K6UJ49_SAIBB
OG0007315	sp|Q8N129|CNPY4_HUMAN	tr|A0A2K6UVL3|A0A2K6UVL3_SAIBB
OG0007316	sp|Q8N271|PROM2_HUMAN	tr|A0A2K6UEF6|A0A2K6UEF6_SAIBB
OG0007317	sp|Q8N468|MFD4A_HUMAN	tr|A0A2K6S0Z1|A0A2K6S0Z1_SAIBB
OG0007318	sp|Q8N4Q1|MIA40_HUMAN	tr|A0A2K6T152|A0A2K6T152_SAIBB
OG0007319	sp|Q8NHP6|MSPD2_HUMAN	tr|A0A2K6TLG3|A0A2K6TLG3_SAIBB
OG0007320	sp|Q8NI60|COQ8A_HUMAN	tr|A0A2K6U668|A0A2K6U668_SAIBB
OG0007321	sp|Q8TBB6|S7A14_HUMAN	tr|A0A2K6SN72|A0A2K6SN72_SAIBB
OG0007322	sp|Q8TCX1|DC2L1_HUMAN	tr|A0A2K6TNU4|A0A2K6TNU4_SAIBB
OG0007323	sp|Q8TEM1|PO210_HUMAN	tr|A0A2K6U7C1|A0A2K6U7C1_SAIBB
OG0007324	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A2K6S8A8|A0A2K6S8A8_SAIBB
OG0007325	sp|Q92802|N42L2_HUMAN	tr|A0A2K6TSU5|A0A2K6TSU5_SAIBB
OG0007326	sp|Q969Q6|P2R3C_HUMAN	tr|A0A2K6SPU5|A0A2K6SPU5_SAIBB
OG0007327	sp|Q96BQ1|FAM3D_HUMAN	tr|A0A2K6S359|A0A2K6S359_SAIBB
OG0007328	sp|Q96DS6|M4A6E_HUMAN	tr|A0A2K6RZR9|A0A2K6RZR9_SAIBB
OG0007329	sp|Q96KK3|KCNS1_HUMAN	sp|A4K2X4|KCNS1_SAIBB
OG0007330	sp|Q96Q45|TM237_HUMAN	tr|A0A2K6TXN8|A0A2K6TXN8_SAIBB
OG0007331	sp|Q96S79|RSLAB_HUMAN	tr|A0A2K6TPC9|A0A2K6TPC9_SAIBB
OG0007332	sp|Q99684|GFI1_HUMAN	tr|A0A2K6UDQ0|A0A2K6UDQ0_SAIBB
OG0007333	sp|Q9BRK4|LZTS2_HUMAN	tr|A0A2K6UIR3|A0A2K6UIR3_SAIBB
OG0007334	sp|Q9BV90|SNR25_HUMAN	tr|A0A2K6TPW9|A0A2K6TPW9_SAIBB
OG0007335	sp|Q9H159|CAD19_HUMAN	tr|A0A2K6USQ0|A0A2K6USQ0_SAIBB
OG0007336	sp|Q9H706|GARE1_HUMAN	tr|A0A2K6SKM2|A0A2K6SKM2_SAIBB
OG0007337	sp|Q9HBG6|IF122_HUMAN	tr|A0A2K6V6F0|A0A2K6V6F0_SAIBB
OG0007338	sp|Q9HBH0|RHOF_HUMAN	tr|A0A2K6S1Z4|A0A2K6S1Z4_SAIBB
OG0007339	sp|Q9HCE0|EPG5_HUMAN	tr|A0A2K6SM52|A0A2K6SM52_SAIBB
OG0007340	sp|Q9NRZ9|HELLS_HUMAN	tr|A0A2K6TCI0|A0A2K6TCI0_SAIBB
OG0007341	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A2K6U9W9|A0A2K6U9W9_SAIBB
OG0007342	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A2K6URS6|A0A2K6URS6_SAIBB
OG0007343	sp|Q9UI15|TAGL3_HUMAN	tr|A0A2K6U5H5|A0A2K6U5H5_SAIBB
OG0007344	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A2K6UCK7|A0A2K6UCK7_SAIBB
OG0007345	sp|Q9ULL5|PRR12_HUMAN	tr|A0A2K6TG19|A0A2K6TG19_SAIBB
OG0007346	sp|Q9Y2U8|MAN1_HUMAN	tr|A0A2K6V1S2|A0A2K6V1S2_SAIBB
OG0007347	sp|Q9Y3B8|ORN_HUMAN	tr|A0A2K6TXG1|A0A2K6TXG1_SAIBB
OG0007348	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A2K6TCR5|A0A2K6TCR5_SAIBB
OG0007349	sp|Q9Y6Z7|COL10_HUMAN	tr|A0A2K6TM15|A0A2K6TM15_SAIBB
OG0007350	sp|A4GXA9|EME2_HUMAN	tr|A0A2K6UHZ0|A0A2K6UHZ0_SAIBB
OG0007351	sp|A8MPS7|YDJC_HUMAN	tr|A0A2K6U433|A0A2K6U433_SAIBB
OG0007352	sp|O14562|UBFD1_HUMAN	tr|A0A2K6TZ29|A0A2K6TZ29_SAIBB
OG0007353	sp|O14957|QCR10_HUMAN	tr|A0A2K6UKC9|A0A2K6UKC9_SAIBB
OG0007354	sp|O14976|GAK_HUMAN	tr|A0A2K6TJ35|A0A2K6TJ35_SAIBB
OG0007355	sp|O43763|TLX2_HUMAN	tr|A0A2K6V7Z7|A0A2K6V7Z7_SAIBB
OG0007356	sp|O60287|NPA1P_HUMAN	tr|A0A2K6TRI9|A0A2K6TRI9_SAIBB
OG0007357	sp|O60635|TSN1_HUMAN	tr|A0A2K6V3I3|A0A2K6V3I3_SAIBB
OG0007358	sp|O60716|CTND1_HUMAN	tr|A0A2K6TFV6|A0A2K6TFV6_SAIBB
OG0007359	sp|O94886|CSCL1_HUMAN	tr|A0A2K6UZF4|A0A2K6UZF4_SAIBB
OG0007360	sp|O95843|GUC1C_HUMAN	tr|A0A2K6SW01|A0A2K6SW01_SAIBB
OG0007361	sp|P01236|PRL_HUMAN	tr|A0A2K6T901|A0A2K6T901_SAIBB
OG0007362	sp|P10073|ZSC22_HUMAN	tr|A0A2K6TUS9|A0A2K6TUS9_SAIBB
OG0007363	sp|P13598|ICAM2_HUMAN	tr|A0A2K6UEM8|A0A2K6UEM8_SAIBB
OG0007364	sp|P15812|CD1E_HUMAN	tr|A0A2K6TCS9|A0A2K6TCS9_SAIBB
OG0007365	sp|P20823|HNF1A_HUMAN	tr|A0A2K6SK79|A0A2K6SK79_SAIBB
OG0007366	sp|P22676|CALB2_HUMAN	tr|A0A2K6S216|A0A2K6S216_SAIBB
OG0007367	sp|P30411|BKRB2_HUMAN	tr|A0A2K6SY98|A0A2K6SY98_SAIBB
OG0007368	sp|P37059|DHB2_HUMAN	tr|A0A2K6US57|A0A2K6US57_SAIBB
OG0007369	sp|P49747|COMP_HUMAN	tr|A0A2K6S0V5|A0A2K6S0V5_SAIBB
OG0007370	sp|P53618|COPB_HUMAN	tr|A0A2K6UZ56|A0A2K6UZ56_SAIBB
OG0007371	sp|P56962|STX17_HUMAN	tr|A0A2K6UF27|A0A2K6UF27_SAIBB
OG0007372	sp|P57737|CORO7_HUMAN	tr|A0A2K6UZP9|A0A2K6UZP9_SAIBB
OG0007373	sp|P62993|GRB2_HUMAN	tr|A0A2K6USW5|A0A2K6USW5_SAIBB
OG0007374	sp|P78312|F193A_HUMAN	tr|A0A2K6V3F6|A0A2K6V3F6_SAIBB
OG0007375	sp|Q02447|SP3_HUMAN	tr|A0A2K6V364|A0A2K6V364_SAIBB
OG0007376	sp|Q13057|COASY_HUMAN	tr|A0A2K6UUF7|A0A2K6UUF7_SAIBB
OG0007377	sp|Q13261|I15RA_HUMAN	tr|A0A2K6SAV0|A0A2K6SAV0_SAIBB
OG0007378	sp|Q13601|KRR1_HUMAN	tr|A0A2K6U2W5|A0A2K6U2W5_SAIBB
OG0007379	sp|Q13616|CUL1_HUMAN	tr|A0A2K6UZY9|A0A2K6UZY9_SAIBB
OG0007380	sp|Q13886|KLF9_HUMAN	tr|A0A2K6S7D9|A0A2K6S7D9_SAIBB
OG0007381	sp|Q149N8|SHPRH_HUMAN	tr|A0A2K6SJF9|A0A2K6SJF9_SAIBB
OG0007382	sp|Q2LD37|K1109_HUMAN	tr|A0A2K6TRE1|A0A2K6TRE1_SAIBB
OG0007383	sp|Q504U0|CD046_HUMAN	tr|A0A2K6SWH7|A0A2K6SWH7_SAIBB
OG0007384	sp|Q5T035|CI129_HUMAN	tr|A0A2K6U7K4|A0A2K6U7K4_SAIBB
OG0007385	sp|Q5T2T1|MPP7_HUMAN	tr|A0A2K6UK80|A0A2K6UK80_SAIBB
OG0007386	sp|Q5TC84|OGRL1_HUMAN	tr|A0A2K6V581|A0A2K6V581_SAIBB
OG0007387	sp|Q5W064|LIPJ_HUMAN	tr|A0A2K6UEI3|A0A2K6UEI3_SAIBB
OG0007388	sp|Q6P1N9|TATD1_HUMAN	tr|A0A2K6T0C3|A0A2K6T0C3_SAIBB
OG0007389	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A2K6UFJ9|A0A2K6UFJ9_SAIBB
OG0007390	sp|Q86WC4|OSTM1_HUMAN	tr|A0A2K6S900|A0A2K6S900_SAIBB
OG0007391	sp|Q86YM7|HOME1_HUMAN	tr|A0A2K6UAK7|A0A2K6UAK7_SAIBB
OG0007392	sp|Q8N4U5|T11L2_HUMAN	tr|A0A2K6TES2|A0A2K6TES2_SAIBB
