Orthogroup	Homo_sapiens	Panthera_tigris_altaica
OG0004351	sp|Q6ZUA9|MROH5_HUMAN	tr|A0A8C9JM85|A0A8C9JM85_PANTA
OG0004352	sp|Q7L0X0|TRIL_HUMAN	tr|A0A8C9J6E1|A0A8C9J6E1_PANTA
OG0004353	sp|Q7Z7F0|KHDC4_HUMAN	tr|A0A8C9J5X4|A0A8C9J5X4_PANTA
OG0004354	sp|Q8IWD4|CC117_HUMAN	tr|A0A8C9JPZ7|A0A8C9JPZ7_PANTA
OG0004355	sp|Q8IYW4|ENTD1_HUMAN	tr|A0A8C9KS66|A0A8C9KS66_PANTA
OG0004356	sp|Q8N148|OR6V1_HUMAN	tr|A0A8C9JF06|A0A8C9JF06_PANTA
OG0004357	sp|Q8N695|SC5A8_HUMAN	tr|A0A8C9KLX9|A0A8C9KLX9_PANTA
OG0004358	sp|Q8NES8|DB124_HUMAN	tr|A0A8C9K8V7|A0A8C9K8V7_PANTA
OG0004359	sp|Q8NGQ6|OR9I1_HUMAN	tr|A0A8C9M2L5|A0A8C9M2L5_PANTA
OG0004360	sp|Q8TBC4|UBA3_HUMAN	tr|A0A8C9KMX1|A0A8C9KMX1_PANTA
OG0004361	sp|Q8TCG1|CIP2A_HUMAN	tr|A0A8C9JQN3|A0A8C9JQN3_PANTA
OG0004362	sp|Q8WWZ7|ABCA5_HUMAN	tr|A0A8C9K9I4|A0A8C9K9I4_PANTA
OG0004363	sp|Q969Z4|TR19L_HUMAN	tr|A0A8C9K603|A0A8C9K603_PANTA
OG0004364	sp|Q96C92|ENTR1_HUMAN	tr|A0A8C9JVH1|A0A8C9JVH1_PANTA
OG0004365	sp|Q96M60|F227B_HUMAN	tr|A0A8C9MCN1|A0A8C9MCN1_PANTA
OG0004366	sp|Q96NN9|AIFM3_HUMAN	tr|A0A8C9M984|A0A8C9M984_PANTA
OG0004367	sp|Q99720|SGMR1_HUMAN	tr|A0A8C9KE58|A0A8C9KE58_PANTA
OG0004368	sp|Q99933|BAG1_HUMAN	tr|A0A8C9M9B0|A0A8C9M9B0_PANTA
OG0004369	sp|Q9BYZ8|REG4_HUMAN	tr|A0A8C9JYE8|A0A8C9JYE8_PANTA
OG0004370	sp|Q9BZD6|TMG4_HUMAN	tr|A0A8C9JDA0|A0A8C9JDA0_PANTA
OG0004371	sp|Q9C0A6|SETD5_HUMAN	tr|A0A8C9KD42|A0A8C9KD42_PANTA
OG0004372	sp|Q9H239|MMP28_HUMAN	tr|A0A8C9K8W3|A0A8C9K8W3_PANTA
OG0004373	sp|Q9NPL8|TIDC1_HUMAN	tr|A0A8C9KS64|A0A8C9KS64_PANTA
OG0004374	sp|Q9NPP4|NLRC4_HUMAN	tr|A0A8C9JMW1|A0A8C9JMW1_PANTA
OG0004375	sp|Q9NQ40|S52A3_HUMAN	tr|A0A8C9K591|A0A8C9K591_PANTA
OG0004376	sp|Q9NS73|MBIP1_HUMAN	tr|A0A8C9KFU7|A0A8C9KFU7_PANTA
OG0004377	sp|Q9NZ43|USE1_HUMAN	tr|A0A8C9JQW5|A0A8C9JQW5_PANTA
OG0004378	sp|Q9P1Y6|PHRF1_HUMAN	tr|A0A8C9K2P5|A0A8C9K2P5_PANTA
OG0004379	sp|Q9Y2I1|NISCH_HUMAN	tr|A0A8C9JKK4|A0A8C9JKK4_PANTA
OG0004380	sp|O14559|RHG33_HUMAN	tr|A0A8C9JJ27|A0A8C9JJ27_PANTA
OG0004381	sp|O43759|SNG1_HUMAN	tr|A0A8C9K3G5|A0A8C9K3G5_PANTA
OG0004382	sp|O95237|LRAT_HUMAN	tr|A0A8C9KGF7|A0A8C9KGF7_PANTA
OG0004383	sp|P02686|MBP_HUMAN	tr|A0A8C9JWS4|A0A8C9JWS4_PANTA
OG0004384	sp|P02750|A2GL_HUMAN	tr|A0A8C9K1S7|A0A8C9K1S7_PANTA
OG0004385	sp|P04181|OAT_HUMAN	tr|A0A8C9K6D5|A0A8C9K6D5_PANTA
OG0004386	sp|P08253|MMP2_HUMAN	tr|A0A8C9KV02|A0A8C9KV02_PANTA
OG0004388	sp|P10244|MYBB_HUMAN	tr|A0A8C9JWP6|A0A8C9JWP6_PANTA
OG0004389	sp|P22102|PUR2_HUMAN	tr|A0A8C9JR25|A0A8C9JR25_PANTA
OG0004390	sp|P23942|PRPH2_HUMAN	tr|A0A8C9JGD1|A0A8C9JGD1_PANTA
OG0004391	sp|P35612|ADDB_HUMAN	tr|A0A8C9KN97|A0A8C9KN97_PANTA
OG0004392	sp|P36941|TNR3_HUMAN	tr|A0A8C9J3D5|A0A8C9J3D5_PANTA
OG0004393	sp|P49756|RBM25_HUMAN	tr|A0A8C9MB69|A0A8C9MB69_PANTA
OG0004394	sp|P80217|IN35_HUMAN	tr|A0A8C9K5X8|A0A8C9K5X8_PANTA
OG0004395	sp|P82912|RT11_HUMAN	tr|A0A8C9KNB7|A0A8C9KNB7_PANTA
OG0004396	sp|Q0PNE2|ELP6_HUMAN	tr|A0A8C9KE32|A0A8C9KE32_PANTA
OG0004397	sp|Q15345|LRC41_HUMAN	tr|A0A8C9JQA4|A0A8C9JQA4_PANTA
OG0004398	sp|Q16520|BATF_HUMAN	tr|A0A8C9K1W5|A0A8C9K1W5_PANTA
OG0004399	sp|Q2PPJ7|RGPA2_HUMAN	tr|A0A8C9JUY7|A0A8C9JUY7_PANTA
OG0004400	sp|Q3SYG4|PTHB1_HUMAN	tr|A0A8C9KWG7|A0A8C9KWG7_PANTA
OG0004401	sp|Q5SRI9|MANEA_HUMAN	tr|A0A8C9J7K4|A0A8C9J7K4_PANTA
OG0004402	sp|Q5SYE7|NHSL1_HUMAN	tr|A0A8C9K4Y4|A0A8C9K4Y4_PANTA
OG0004403	sp|Q5T3J3|LRIF1_HUMAN	tr|A0A8C9IZM4|A0A8C9IZM4_PANTA
OG0004404	sp|Q68CQ7|GL8D1_HUMAN	tr|A0A8C9JD47|A0A8C9JD47_PANTA
OG0004405	sp|Q6PCB8|EMB_HUMAN	tr|A0A8C9KL24|A0A8C9KL24_PANTA
OG0004406	sp|Q6PJI9|WDR59_HUMAN	tr|A0A8C9K352|A0A8C9K352_PANTA
OG0004407	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A8C9JNI8|A0A8C9JNI8_PANTA
OG0004408	sp|Q70E73|RAPH1_HUMAN	tr|A0A8C9M7Y2|A0A8C9M7Y2_PANTA
OG0004409	sp|Q7Z2W7|TRPM8_HUMAN	tr|A0A8C9M314|A0A8C9M314_PANTA
OG0004410	sp|Q7Z3F1|GP155_HUMAN	tr|A0A8C9MB95|A0A8C9MB95_PANTA
OG0004411	sp|Q7Z404|TMC4_HUMAN	tr|A0A8C9JK68|A0A8C9JK68_PANTA
OG0004412	sp|Q8IXF0|NPAS3_HUMAN	tr|A0A8C9M8Y5|A0A8C9M8Y5_PANTA
OG0004413	sp|Q8IZL9|CDK20_HUMAN	tr|A0A8C9JMN7|A0A8C9JMN7_PANTA
OG0004414	sp|Q8N5L8|RP25L_HUMAN	tr|A0A8C9J434|A0A8C9J434_PANTA
OG0004415	sp|Q8N5Y8|PAR16_HUMAN	tr|A0A8C9JBV9|A0A8C9JBV9_PANTA
OG0004416	sp|Q8NC69|KCTD6_HUMAN	tr|A0A8C9JYS4|A0A8C9JYS4_PANTA
OG0004417	sp|Q8NE31|FA13C_HUMAN	tr|A0A8C9J3U6|A0A8C9J3U6_PANTA
OG0004419	sp|Q8NFT6|DBF4B_HUMAN	tr|A0A8C9M2F7|A0A8C9M2F7_PANTA
OG0004420	sp|Q92562|FIG4_HUMAN	tr|A0A8C9JA90|A0A8C9JA90_PANTA
OG0004421	sp|Q92797|SYMPK_HUMAN	tr|A0A8C9M8T2|A0A8C9M8T2_PANTA
OG0004422	sp|Q93009|UBP7_HUMAN	tr|A0A8C9J9H1|A0A8C9J9H1_PANTA
OG0004423	sp|Q96RS6|NUDC1_HUMAN	tr|A0A8C9MB61|A0A8C9MB61_PANTA
OG0004424	sp|Q9BPW9|DHRS9_HUMAN	tr|A0A8C9K2D2|A0A8C9K2D2_PANTA
OG0004425	sp|Q9H3H3|CK068_HUMAN	tr|A0A8C9MCK9|A0A8C9MCK9_PANTA
OG0004426	sp|Q9HBB8|CDHR5_HUMAN	tr|A0A8C9JXP5|A0A8C9JXP5_PANTA
OG0004427	sp|Q9HD45|TM9S3_HUMAN	tr|A0A8C9JFT6|A0A8C9JFT6_PANTA
OG0004428	sp|Q9NWS1|PARI_HUMAN	tr|A0A8C9KI08|A0A8C9KI08_PANTA
OG0004429	sp|Q9NYF8|BCLF1_HUMAN	tr|A0A8C9KXV2|A0A8C9KXV2_PANTA
OG0004430	sp|Q9NYP8|CU062_HUMAN	tr|A0A8C9KM71|A0A8C9KM71_PANTA
OG0004431	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A8C9M527|A0A8C9M527_PANTA
OG0004432	sp|Q9UI46|DNAI1_HUMAN	tr|A0A8C9J4G1|A0A8C9J4G1_PANTA
OG0004433	sp|Q9Y2T3|GUAD_HUMAN	tr|A0A8C9M4P0|A0A8C9M4P0_PANTA
OG0004434	sp|Q9Y5R6|DMRT1_HUMAN	tr|A0A8C9JD19|A0A8C9JD19_PANTA
OG0004436	sp|O14709|ZN197_HUMAN	tr|A0A8C9M6Z0|A0A8C9M6Z0_PANTA
OG0004437	sp|O15146|MUSK_HUMAN	tr|A0A8C9JAU4|A0A8C9JAU4_PANTA
OG0004438	sp|O15488|GLYG2_HUMAN	tr|A0A8C9J4X5|A0A8C9J4X5_PANTA
OG0004439	sp|O43809|CPSF5_HUMAN	tr|A0A8C9KKZ1|A0A8C9KKZ1_PANTA
OG0004440	sp|O60928|KCJ13_HUMAN	tr|A0A8C9J1V7|A0A8C9J1V7_PANTA
OG0004441	sp|O76070|SYUG_HUMAN	tr|A0A8C9JQW8|A0A8C9JQW8_PANTA
OG0004442	sp|O95628|CNOT4_HUMAN	tr|A0A8C9KIS9|A0A8C9KIS9_PANTA
OG0004443	sp|P18283|GPX2_HUMAN	tr|A0A8C9IZ30|A0A8C9IZ30_PANTA
OG0004444	sp|P28799|GRN_HUMAN	tr|A0A8C9KWE8|A0A8C9KWE8_PANTA
OG0004445	sp|P39877|PA2G5_HUMAN	tr|A0A8C9JQB3|A0A8C9JQB3_PANTA
OG0004446	sp|P43234|CATO_HUMAN	tr|A0A8C9JZ59|A0A8C9JZ59_PANTA
OG0004447	sp|P55087|AQP4_HUMAN	tr|A0A8C9K2N1|A0A8C9K2N1_PANTA
OG0004448	sp|P55145|MANF_HUMAN	tr|A0A8C9M7G6|A0A8C9M7G6_PANTA
OG0004449	sp|P58557|YBEY_HUMAN	tr|A0A8C9K1N3|A0A8C9K1N3_PANTA
OG0004450	sp|P62955|CCG7_HUMAN	tr|A0A8C9JA07|A0A8C9JA07_PANTA
OG0004451	sp|Q13315|ATM_HUMAN	tr|A0A8C9JT20|A0A8C9JT20_PANTA
OG0004452	sp|Q14257|RCN2_HUMAN	tr|A0A8C9JNM4|A0A8C9JNM4_PANTA
OG0004453	sp|Q14790|CASP8_HUMAN	tr|A0A8C9M7M9|A0A8C9M7M9_PANTA
OG0004454	sp|Q1KMD3|HNRL2_HUMAN	tr|A0A8C9MBF7|A0A8C9MBF7_PANTA
OG0004455	sp|Q53F39|MPPE1_HUMAN	tr|A0A8C9K5G7|A0A8C9K5G7_PANTA
OG0004456	sp|Q562E7|WDR81_HUMAN	tr|A0A8C9J4L3|A0A8C9J4L3_PANTA
OG0004457	sp|Q5T6L9|EMARD_HUMAN	tr|A0A8C9M9Y6|A0A8C9M9Y6_PANTA
OG0004458	sp|Q6P1J6|PLB1_HUMAN	tr|A0A8C9JZY8|A0A8C9JZY8_PANTA
OG0004459	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A8C9K257|A0A8C9K257_PANTA
OG0004460	sp|Q6UXN7|TO20L_HUMAN	tr|A0A8C9JCV6|A0A8C9JCV6_PANTA
OG0004461	sp|Q6ZMY6|WDR88_HUMAN	tr|A0A8C9KHR6|A0A8C9KHR6_PANTA
OG0004462	sp|Q6ZSJ9|SHSA6_HUMAN	tr|A0A8C9K624|A0A8C9K624_PANTA
OG0004463	sp|Q8IV63|VRK3_HUMAN	tr|A0A8C9KQ93|A0A8C9KQ93_PANTA
OG0004464	sp|Q8IWE4|DCNL3_HUMAN	tr|A0A8C9K0T0|A0A8C9K0T0_PANTA
OG0004465	sp|Q8IWP9|CC28A_HUMAN	tr|A0A8C9K6I8|A0A8C9K6I8_PANTA
OG0004466	sp|Q8N1G0|ZN687_HUMAN	tr|A0A8C9M4F7|A0A8C9M4F7_PANTA
OG0004467	sp|Q8NEA6|GLIS3_HUMAN	tr|A0A8C9KCG5|A0A8C9KCG5_PANTA
OG0004468	sp|Q8NEQ5|CA162_HUMAN	tr|A0A8C9KSA5|A0A8C9KSA5_PANTA
OG0004469	sp|Q8NI27|THOC2_HUMAN	tr|A0A8C9M429|A0A8C9M429_PANTA
OG0004470	sp|Q8TF40|FNIP1_HUMAN	tr|A0A8C9KRG6|A0A8C9KRG6_PANTA
OG0004471	sp|Q92185|SIA8A_HUMAN	tr|A0A8C9J8Y2|A0A8C9J8Y2_PANTA
OG0004472	sp|Q96BN2|TADA1_HUMAN	tr|A0A8C9JCY9|A0A8C9JCY9_PANTA
OG0004473	sp|Q96CH1|GP146_HUMAN	tr|A0A8C9J9R7|A0A8C9J9R7_PANTA
OG0004474	sp|Q96HF1|SFRP2_HUMAN	tr|A0A8C9JJ17|A0A8C9JJ17_PANTA
OG0004475	sp|Q9BR77|CCD77_HUMAN	tr|A0A8C9M3I6|A0A8C9M3I6_PANTA
OG0004476	sp|Q9BUL9|RPP25_HUMAN	tr|A0A8C9J6L9|A0A8C9J6L9_PANTA
OG0004477	sp|Q9BUU2|MET22_HUMAN	tr|A0A8C9MCD7|A0A8C9MCD7_PANTA
OG0004478	sp|Q9BYD3|RM04_HUMAN	tr|A0A8C9JML7|A0A8C9JML7_PANTA
OG0004479	sp|Q9BZ11|ADA33_HUMAN	tr|A0A8C9JF70|A0A8C9JF70_PANTA
OG0004480	sp|Q9H173|SIL1_HUMAN	tr|A0A8C9JCS3|A0A8C9JCS3_PANTA
OG0004481	sp|Q9H2F5|EPC1_HUMAN	tr|A0A8C9KZ20|A0A8C9KZ20_PANTA
OG0004482	sp|Q9NPJ3|ACO13_HUMAN	tr|A0A8C9KE27|A0A8C9KE27_PANTA
OG0004483	sp|Q9NRC8|SIR7_HUMAN	tr|A0A8C9M7W6|A0A8C9M7W6_PANTA
OG0004484	sp|Q9NRK6|ABCBA_HUMAN	tr|A0A8C9JP94|A0A8C9JP94_PANTA
OG0004486	sp|Q9NUP7|TRM13_HUMAN	tr|A0A8C9KQP2|A0A8C9KQP2_PANTA
OG0004487	sp|Q9NUR3|TM74B_HUMAN	tr|A0A8C9JQY5|A0A8C9JQY5_PANTA
OG0004488	sp|Q9NY59|NSMA2_HUMAN	tr|A0A8C9JHW3|A0A8C9JHW3_PANTA
OG0004489	sp|Q9UBS5|GABR1_HUMAN	tr|A0A8C9JK54|A0A8C9JK54_PANTA
OG0004490	sp|Q9UBT6|POLK_HUMAN	tr|A0A8C9JZD8|A0A8C9JZD8_PANTA
OG0004491	sp|Q9Y258|CCL26_HUMAN	tr|A0A8C9KSY6|A0A8C9KSY6_PANTA
OG0004492	sp|Q9Y2W3|S45A1_HUMAN	tr|A0A8C9KNW9|A0A8C9KNW9_PANTA
OG0004493	sp|A0A1B0GTD5|TEX49_HUMAN	tr|A0A8C9JHP2|A0A8C9JHP2_PANTA
OG0004494	sp|A6PVS8|LRIQ3_HUMAN	tr|A0A8C9K6I9|A0A8C9K6I9_PANTA
OG0004495	sp|O14977|AZIN1_HUMAN	tr|A0A8C9K8P5|A0A8C9K8P5_PANTA
OG0004496	sp|O15234|CASC3_HUMAN	tr|A0A8C9JTY9|A0A8C9JTY9_PANTA
OG0004497	sp|O43610|SPY3_HUMAN	tr|A0A8C9JWA5|A0A8C9JWA5_PANTA
OG0004498	sp|O60292|SI1L3_HUMAN	tr|A0A8C9K288|A0A8C9K288_PANTA
OG0004499	sp|O60296|TRAK2_HUMAN	tr|A0A8C9JYT2|A0A8C9JYT2_PANTA
OG0004500	sp|O60383|GDF9_HUMAN	tr|A0A8C9KPL3|A0A8C9KPL3_PANTA
OG0004501	sp|O60641|AP180_HUMAN	tr|A0A8C9J566|A0A8C9J566_PANTA
OG0004502	sp|O60711|LPXN_HUMAN	tr|A0A8C9K2P4|A0A8C9K2P4_PANTA
OG0004503	sp|O75603|GCM2_HUMAN	tr|A0A8C9JVS9|A0A8C9JVS9_PANTA
OG0004504	sp|O75925|PIAS1_HUMAN	tr|A0A8C9KCS3|A0A8C9KCS3_PANTA
OG0004505	sp|O95990|F107A_HUMAN	tr|A0A8C9JUN8|A0A8C9JUN8_PANTA
OG0004506	sp|P17181|INAR1_HUMAN	tr|A0A8C9J3T7|A0A8C9J3T7_PANTA
OG0004507	sp|P34810|CD68_HUMAN	tr|A0A8C9JS90|A0A8C9JS90_PANTA
OG0004508	sp|P36575|ARRC_HUMAN	tr|A0A8C9JZT4|A0A8C9JZT4_PANTA
OG0004509	sp|P40926|MDHM_HUMAN	tr|A0A8C9J944|A0A8C9J944_PANTA
OG0004510	sp|P42081|CD86_HUMAN	tr|A0A8C9KGU5|A0A8C9KGU5_PANTA
OG0004511	sp|P42226|STAT6_HUMAN	tr|A0A8C9M163|A0A8C9M163_PANTA
OG0004512	sp|Q00613|HSF1_HUMAN	tr|A0A8C9JBD3|A0A8C9JBD3_PANTA
OG0004513	sp|Q08AE8|SPIR1_HUMAN	tr|A0A8C9KHI0|A0A8C9KHI0_PANTA
OG0004514	sp|Q14679|TTLL4_HUMAN	tr|A0A8C9KRQ6|A0A8C9KRQ6_PANTA
OG0004515	sp|Q15293|RCN1_HUMAN	tr|A0A8C9J9C9|A0A8C9J9C9_PANTA
OG0004516	sp|Q17RF5|ODAPH_HUMAN	tr|A0A8C9KPW2|A0A8C9KPW2_PANTA
OG0004517	sp|Q495A1|TIGIT_HUMAN	tr|A0A8C9JZL3|A0A8C9JZL3_PANTA
OG0004518	sp|Q5JR98|DYLT4_HUMAN	tr|A0A8C9M365|A0A8C9M365_PANTA
OG0004519	sp|Q5VVH5|IKBP1_HUMAN	tr|A0A8C9JF55|A0A8C9JF55_PANTA
OG0004520	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A8C9K2E2|A0A8C9K2E2_PANTA
OG0004521	sp|Q68DC2|ANKS6_HUMAN	tr|A0A8C9KVQ5|A0A8C9KVQ5_PANTA
OG0004522	sp|Q6ZS81|WDFY4_HUMAN	tr|A0A8C9K889|A0A8C9K889_PANTA
OG0004523	sp|Q76EJ3|S35D2_HUMAN	tr|A0A8C9JK97|A0A8C9JK97_PANTA
OG0004524	sp|Q7KZ85|SPT6H_HUMAN	tr|A0A8C9K8F6|A0A8C9K8F6_PANTA
OG0004525	sp|Q8N2G8|GHDC_HUMAN	tr|A0A8C9JCT9|A0A8C9JCT9_PANTA
OG0004526	sp|Q8N9W5|DAAF3_HUMAN	tr|A0A8C9KA46|A0A8C9KA46_PANTA
OG0004527	sp|Q8NA58|PNDC1_HUMAN	tr|A0A8C9JQL2|A0A8C9JQL2_PANTA
OG0004528	sp|Q8NAB2|KBTB3_HUMAN	tr|A0A8C9KU68|A0A8C9KU68_PANTA
OG0004529	sp|Q92966|SNPC3_HUMAN	tr|A0A8C9KIF2|A0A8C9KIF2_PANTA
OG0004530	sp|Q96H79|ZCCHL_HUMAN	tr|A0A8C9JH45|A0A8C9JH45_PANTA
OG0004531	sp|Q9BQP9|BPIA3_HUMAN	tr|A0A8C9JHZ7|A0A8C9JHZ7_PANTA
OG0004532	sp|Q9BRR9|RHG09_HUMAN	tr|A0A8C9KZF6|A0A8C9KZF6_PANTA
OG0004533	sp|Q9BTW9|TBCD_HUMAN	tr|A0A8C9K9W5|A0A8C9K9W5_PANTA
OG0004534	sp|Q9H4M7|PKHA4_HUMAN	tr|A0A8C9JFC1|A0A8C9JFC1_PANTA
OG0004535	sp|Q9HAV4|XPO5_HUMAN	tr|A0A8C9K044|A0A8C9K044_PANTA
OG0004536	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A8C9JN80|A0A8C9JN80_PANTA
OG0004537	sp|Q9NPE3|NOP10_HUMAN	tr|A0A8C9KKJ3|A0A8C9KKJ3_PANTA
OG0004538	sp|Q9NSK7|CS012_HUMAN	tr|A0A8C9K6R7|A0A8C9K6R7_PANTA
OG0004539	sp|Q9NYL5|CP39A_HUMAN	tr|A0A8C9K6G7|A0A8C9K6G7_PANTA
OG0004540	sp|Q9NZ53|PDXL2_HUMAN	tr|A0A8C9JW98|A0A8C9JW98_PANTA
OG0004541	sp|Q9P0P8|MRES1_HUMAN	tr|A0A8C9K1B4|A0A8C9K1B4_PANTA
OG0004542	sp|Q9UKI3|VPRE3_HUMAN	tr|A0A8C9M462|A0A8C9M462_PANTA
OG0004543	sp|Q9UMX3|BOK_HUMAN	tr|A0A8C9KFP3|A0A8C9KFP3_PANTA
OG0004544	sp|Q9UNP4|SIAT9_HUMAN	tr|A0A8C9KD47|A0A8C9KD47_PANTA
OG0004545	sp|Q9Y3C4|TPRKB_HUMAN	tr|A0A8C9IY16|A0A8C9IY16_PANTA
OG0004546	sp|Q9Y5K2|KLK4_HUMAN	tr|A0A8C9KD11|A0A8C9KD11_PANTA
OG0004547	sp|Q9Y6J8|STYL1_HUMAN	tr|A0A8C9M2E0|A0A8C9M2E0_PANTA
OG0004548	sp|O14782|KIF3C_HUMAN	tr|A0A8C9M8L2|A0A8C9M8L2_PANTA
OG0004549	sp|O15016|TRI66_HUMAN	tr|A0A8C9K7W0|A0A8C9K7W0_PANTA
OG0004550	sp|O75747|P3C2G_HUMAN	tr|A0A8C9KPY1|A0A8C9KPY1_PANTA
OG0004551	sp|O94941|RNF37_HUMAN	tr|A0A8C9MD92|A0A8C9MD92_PANTA
OG0004552	sp|P17029|ZKSC1_HUMAN	tr|A0A8C9JYF3|A0A8C9JYF3_PANTA
OG0004553	sp|P26373|RL13_HUMAN	tr|A0A8C9JUT9|A0A8C9JUT9_PANTA
OG0004554	sp|P27216|ANX13_HUMAN	tr|A0A8C9JH89|A0A8C9JH89_PANTA
OG0004555	sp|P35244|RFA3_HUMAN	tr|A0A8C9KP55|A0A8C9KP55_PANTA
OG0004556	sp|P40306|PSB10_HUMAN	tr|A0A8C9KGU9|A0A8C9KGU9_PANTA
OG0004557	sp|P42331|RHG25_HUMAN	tr|A0A8C9MC71|A0A8C9MC71_PANTA
OG0004558	sp|P46976|GLYG_HUMAN	tr|A0A8C9JLS1|A0A8C9JLS1_PANTA
OG0004559	sp|P55089|UCN1_HUMAN	tr|A0A8C9JHF1|A0A8C9JHF1_PANTA
OG0004560	sp|P62857|RS28_HUMAN	tr|A0A8C9M3A9|A0A8C9M3A9_PANTA
OG0004561	sp|P83859|OX26_HUMAN	tr|A0A8C9JD54|A0A8C9JD54_PANTA
OG0004562	sp|Q02643|GHRHR_HUMAN	tr|A0A8C9KG75|A0A8C9KG75_PANTA
OG0004563	sp|Q05048|CSTF1_HUMAN	tr|A0A8C9JPJ1|A0A8C9JPJ1_PANTA
OG0004564	sp|Q06587|RING1_HUMAN	tr|A0A8C9J456|A0A8C9J456_PANTA
OG0004565	sp|Q08722|CD47_HUMAN	tr|A0A8C9KNE5|A0A8C9KNE5_PANTA
OG0004566	sp|Q10469|MGAT2_HUMAN	tr|A0A8C9JEG7|A0A8C9JEG7_PANTA
OG0004567	sp|Q13094|LCP2_HUMAN	tr|A0A8C9KUG9|A0A8C9KUG9_PANTA
OG0004568	sp|Q13426|XRCC4_HUMAN	tr|A0A8C9MB71|A0A8C9MB71_PANTA
OG0004569	sp|Q14112|NID2_HUMAN	tr|A0A8C9M915|A0A8C9M915_PANTA
OG0004570	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A8C9M8V9|A0A8C9M8V9_PANTA
OG0004571	sp|Q5KSL6|DGKK_HUMAN	tr|A0A8C9JK57|A0A8C9JK57_PANTA
OG0004572	sp|Q5QJ38|TCHL1_HUMAN	tr|A0A8C9JXJ3|A0A8C9JXJ3_PANTA
OG0004573	sp|Q5SGD2|PPM1L_HUMAN	tr|A0A8C9KL00|A0A8C9KL00_PANTA
OG0004574	sp|Q5T890|ER6L2_HUMAN	tr|A0A8C9JX88|A0A8C9JX88_PANTA
OG0004575	sp|Q6IQ22|RAB12_HUMAN	tr|A0A8C9KJ55|A0A8C9KJ55_PANTA
OG0004576	sp|Q6PH81|CP087_HUMAN	tr|A0A8C9K1M7|A0A8C9K1M7_PANTA
OG0004577	sp|Q7Z614|SNX20_HUMAN	tr|A0A8C9JEW0|A0A8C9JEW0_PANTA
OG0004578	sp|Q86Y33|CD20B_HUMAN	tr|A0A8C9JHV2|A0A8C9JHV2_PANTA
OG0004579	sp|Q8IVF4|DYH10_HUMAN	tr|A0A8C9J6D4|A0A8C9J6D4_PANTA
OG0004580	sp|Q8IY95|TM192_HUMAN	tr|A0A8C9K281|A0A8C9K281_PANTA
OG0004581	sp|Q8IZF5|AGRF3_HUMAN	tr|A0A8C9J0Q7|A0A8C9J0Q7_PANTA
OG0004582	sp|Q8N4S0|CCD82_HUMAN	tr|A0A8C9J9B9|A0A8C9J9B9_PANTA
OG0004583	sp|Q8N983|RM43_HUMAN	tr|A0A8C9KEC7|A0A8C9KEC7_PANTA
OG0004584	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A8C9JCY8|A0A8C9JCY8_PANTA
OG0004585	sp|Q8NBT0|POC1A_HUMAN	tr|A0A8C9J454|A0A8C9J454_PANTA
OG0004586	sp|Q8NH79|OR6X1_HUMAN	tr|A0A8C9M209|A0A8C9M209_PANTA
OG0004587	sp|Q8TDX9|PK1L1_HUMAN	tr|A0A8C9JTK8|A0A8C9JTK8_PANTA
OG0004588	sp|Q8WUX2|CHAC2_HUMAN	tr|A0A8C9M921|A0A8C9M921_PANTA
OG0004589	sp|Q92629|SGCD_HUMAN	tr|A0A8C9KKL9|A0A8C9KKL9_PANTA
OG0004590	sp|Q96AJ9|VTI1A_HUMAN	tr|A0A8C9JY03|A0A8C9JY03_PANTA
OG0004591	sp|Q96DG6|CMBL_HUMAN	tr|A0A8C9IY46|A0A8C9IY46_PANTA
OG0004592	sp|Q96GC9|VMP1_HUMAN	tr|A0A8C9KHG4|A0A8C9KHG4_PANTA
OG0004593	sp|Q99661|KIF2C_HUMAN	tr|A0A8C9KMG2|A0A8C9KMG2_PANTA
OG0004594	sp|Q9BQ15|SOSB1_HUMAN	tr|A0A8C9K4G7|A0A8C9K4G7_PANTA
OG0004595	sp|Q9BT04|FUZZY_HUMAN	tr|A0A8C9JAQ0|A0A8C9JAQ0_PANTA
OG0004596	sp|Q9BTK6|PAGR1_HUMAN	tr|A0A8C9M2Y4|A0A8C9M2Y4_PANTA
OG0004597	sp|Q9BTT6|LRRC1_HUMAN	tr|A0A8C9K9J6|A0A8C9K9J6_PANTA
OG0004598	sp|Q9C0B1|FTO_HUMAN	tr|A0A8C9KAE6|A0A8C9KAE6_PANTA
OG0004599	sp|Q9C0C4|SEM4C_HUMAN	tr|A0A8C9JXW9|A0A8C9JXW9_PANTA
OG0004600	sp|Q9GZP8|IMUP_HUMAN	tr|A0A8C9K0E3|A0A8C9K0E3_PANTA
OG0004601	sp|Q9H609|ZN576_HUMAN	tr|A0A8C9M661|A0A8C9M661_PANTA
OG0004602	sp|Q9H8N7|ZN395_HUMAN	tr|A0A8C9K769|A0A8C9K769_PANTA
