Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0004853	sp|Q9HC44|GPBL1_HUMAN	tr|A0A2K5XLS4|A0A2K5XLS4_MANLE
OG0004854	sp|Q9UDY6|TRI10_HUMAN	tr|A0A2K5XU96|A0A2K5XU96_MANLE
OG0004855	sp|Q9UJ83|HACL1_HUMAN	tr|A0A2K5ZD05|A0A2K5ZD05_MANLE
OG0004856	sp|Q9Y216|MTMR7_HUMAN	tr|A0A2K5Z2C7|A0A2K5Z2C7_MANLE
OG0004857	sp|Q9Y2U9|KLDC2_HUMAN	tr|A0A2K6A0G9|A0A2K6A0G9_MANLE
OG0004858	sp|Q9Y3V2|RWDD3_HUMAN	tr|A0A2K5X9V9|A0A2K5X9V9_MANLE
OG0004859	sp|Q9Y664|KPTN_HUMAN	tr|A0A2K5ZM55|A0A2K5ZM55_MANLE
OG0004860	sp|Q9Y691|KCMB2_HUMAN	tr|A0A2K5ZDZ5|A0A2K5ZDZ5_MANLE
OG0004861	sp|Q9Y6I4|UBP3_HUMAN	tr|A0A2K5ZLJ9|A0A2K5ZLJ9_MANLE
OG0004862	sp|A6NFU8|PGPIL_HUMAN	tr|A0A2K5ZUG1|A0A2K5ZUG1_MANLE
OG0004863	sp|O14519|CDKA1_HUMAN	tr|A0A2K5Z7D1|A0A2K5Z7D1_MANLE
OG0004864	sp|O14558|HSPB6_HUMAN	tr|A0A2K5ZQS5|A0A2K5ZQS5_MANLE
OG0004865	sp|O15229|KMO_HUMAN	tr|A0A2K5YVP5|A0A2K5YVP5_MANLE
OG0004866	sp|O15315|RA51B_HUMAN	tr|A0A2K6ABD9|A0A2K6ABD9_MANLE
OG0004867	sp|O43312|MTSS1_HUMAN	tr|A0A2K5YZW5|A0A2K5YZW5_MANLE
OG0004868	sp|O43490|PROM1_HUMAN	tr|A0A2K6A8U3|A0A2K6A8U3_MANLE
OG0004869	sp|O43525|KCNQ3_HUMAN	tr|A0A2K5XGJ4|A0A2K5XGJ4_MANLE
OG0004870	sp|O43609|SPY1_HUMAN	tr|A0A2K5XMR9|A0A2K5XMR9_MANLE
OG0004871	sp|O94868|FCSD2_HUMAN	tr|A0A2K5ZM15|A0A2K5ZM15_MANLE
OG0004872	sp|O95299|NDUAA_HUMAN	tr|A0A2K5Y4V5|A0A2K5Y4V5_MANLE
OG0004873	sp|O95715|CXL14_HUMAN	tr|A0A2K5XXM7|A0A2K5XXM7_MANLE
OG0004874	sp|P05121|PAI1_HUMAN	tr|A0A2K5ZSX4|A0A2K5ZSX4_MANLE
OG0004875	sp|P05165|PCCA_HUMAN	tr|A0A2K5YUT9|A0A2K5YUT9_MANLE
OG0004876	sp|P0C7M3|SFTA3_HUMAN	tr|A0A2K5YFS7|A0A2K5YFS7_MANLE
OG0004877	sp|P13501|CCL5_HUMAN	tr|A0A2K5YRH3|A0A2K5YRH3_MANLE
OG0004878	sp|P19075|TSN8_HUMAN	tr|A0A2K6A9S5|A0A2K6A9S5_MANLE
OG0004879	sp|P24387|CRHBP_HUMAN	tr|A0A2K5YUN1|A0A2K5YUN1_MANLE
OG0004880	sp|P36639|8ODP_HUMAN	tr|A0A2K5XBD5|A0A2K5XBD5_MANLE
OG0004881	sp|P37802|TAGL2_HUMAN	tr|A0A2K5ZKM6|A0A2K5ZKM6_MANLE
OG0004882	sp|P45954|ACDSB_HUMAN	tr|A0A2K5ZZ68|A0A2K5ZZ68_MANLE
OG0004883	sp|P49765|VEGFB_HUMAN	tr|A0A2K5ZTM7|A0A2K5ZTM7_MANLE
OG0004884	sp|P51151|RAB9A_HUMAN	tr|A0A2K5XKQ7|A0A2K5XKQ7_MANLE
OG0004885	sp|P57052|RBM11_HUMAN	tr|A0A2K5Y141|A0A2K5Y141_MANLE
OG0004886	sp|P57076|CF298_HUMAN	tr|A0A2K5Y2A5|A0A2K5Y2A5_MANLE
OG0004887	sp|Q00325|MPCP_HUMAN	tr|A0A2K5YD27|A0A2K5YD27_MANLE
OG0004888	sp|Q12792|TWF1_HUMAN	tr|A0A2K5XPM2|A0A2K5XPM2_MANLE
OG0004889	sp|Q13042|CDC16_HUMAN	tr|A0A2K6A337|A0A2K6A337_MANLE
OG0004890	sp|Q16854|DGUOK_HUMAN	tr|A0A2K5YGN4|A0A2K5YGN4_MANLE
OG0004891	sp|Q4G0N7|F229B_HUMAN	tr|A0A2K5ZMV3|A0A2K5ZMV3_MANLE
OG0004892	sp|Q5JST6|EFHC2_HUMAN	tr|A0A2K5Z820|A0A2K5Z820_MANLE
OG0004893	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A2K6AJ08|A0A2K6AJ08_MANLE
OG0004894	sp|Q5VU97|CAHD1_HUMAN	tr|A0A2K6A5T0|A0A2K6A5T0_MANLE
OG0004895	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A2K5XHH0|A0A2K5XHH0_MANLE
OG0004896	sp|Q6ZRR7|LRRC9_HUMAN	tr|A0A2K5XEU1|A0A2K5XEU1_MANLE
OG0004897	sp|Q6ZWH5|NEK10_HUMAN	tr|A0A2K5Z8T7|A0A2K5Z8T7_MANLE
OG0004898	sp|Q7L5N7|PCAT2_HUMAN	tr|A0A2K5ZDZ1|A0A2K5ZDZ1_MANLE
OG0004899	sp|Q7Z6J6|FRMD5_HUMAN	tr|A0A2K5XD94|A0A2K5XD94_MANLE
OG0004900	sp|Q7Z7N9|T179B_HUMAN	tr|A0A2K5ZP71|A0A2K5ZP71_MANLE
OG0004901	sp|Q86U17|SPA11_HUMAN	tr|A0A2K5XV39|A0A2K5XV39_MANLE
OG0004902	sp|Q86U86|PB1_HUMAN	tr|A0A2K6ALA0|A0A2K6ALA0_MANLE
OG0004903	sp|Q86UP2|KTN1_HUMAN	tr|A0A2K5Z745|A0A2K5Z745_MANLE
OG0004904	sp|Q8N5C6|SRBD1_HUMAN	tr|A0A2K5XAX5|A0A2K5XAX5_MANLE
OG0004905	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A2K6A126|A0A2K6A126_MANLE
OG0004906	sp|Q8NA42|ZN383_HUMAN	tr|A0A2K5ZQH5|A0A2K5ZQH5_MANLE
OG0004907	sp|Q8NBI3|DRAXI_HUMAN	tr|A0A2K5XCQ0|A0A2K5XCQ0_MANLE
OG0004908	sp|Q8NCC5|SPX3_HUMAN	tr|A0A2K5YYL6|A0A2K5YYL6_MANLE
OG0004909	sp|Q8TCZ2|C99L2_HUMAN	tr|A0A2K5YI95|A0A2K5YI95_MANLE
OG0004910	sp|Q8TED1|GPX8_HUMAN	tr|A0A2K5YY49|A0A2K5YY49_MANLE
OG0004911	sp|Q8TF17|S3TC2_HUMAN	tr|A0A2K5ZT28|A0A2K5ZT28_MANLE
OG0004912	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A2K5YVN4|A0A2K5YVN4_MANLE
OG0004913	sp|Q8WY36|BBX_HUMAN	tr|A0A2K5Z1N2|A0A2K5Z1N2_MANLE
OG0004914	sp|Q96MC4|C295L_HUMAN	tr|A0A2K6A782|A0A2K6A782_MANLE
OG0004915	sp|Q96MU7|YTDC1_HUMAN	tr|A0A2K6A7T6|A0A2K6A7T6_MANLE
OG0004916	sp|Q9BQJ4|TMM47_HUMAN	tr|A0A2K5YAS1|A0A2K5YAS1_MANLE
OG0004917	sp|Q9H3S4|TPK1_HUMAN	tr|A0A2K5YCH1|A0A2K5YCH1_MANLE
OG0004918	sp|Q9H714|PACER_HUMAN	tr|A0A2K5Z150|A0A2K5Z150_MANLE
OG0004919	sp|Q9H9E1|ANRA2_HUMAN	tr|A0A2K5YGS9|A0A2K5YGS9_MANLE
OG0004920	sp|Q9NZQ9|TMOD4_HUMAN	tr|A0A2K6AK76|A0A2K6AK76_MANLE
OG0004921	sp|Q9P2W1|HOP2_HUMAN	tr|A0A2K5YXT6|A0A2K5YXT6_MANLE
OG0004922	sp|Q9UHM6|OPN4_HUMAN	tr|A0A2K6A3R3|A0A2K6A3R3_MANLE
OG0004923	sp|Q9UIF9|BAZ2A_HUMAN	tr|A0A2K6A7I2|A0A2K6A7I2_MANLE
OG0004924	sp|Q9ULL0|K1210_HUMAN	tr|A0A2K6A4I4|A0A2K6A4I4_MANLE
OG0004925	sp|Q9UPY6|WASF3_HUMAN	tr|A0A2K5ZVR8|A0A2K5ZVR8_MANLE
OG0004926	sp|Q9Y219|JAG2_HUMAN	tr|A0A2K6AC32|A0A2K6AC32_MANLE
OG0004927	sp|Q9Y226|S22AD_HUMAN	tr|A0A2K5Y3S2|A0A2K5Y3S2_MANLE
OG0004928	sp|Q9Y3E0|GOT1B_HUMAN	tr|A0A2K6A615|A0A2K6A615_MANLE
OG0004929	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A2K5XGP2|A0A2K5XGP2_MANLE
OG0004930	sp|O14511|NRG2_HUMAN	tr|A0A2K6A427|A0A2K6A427_MANLE
OG0004931	sp|O15205|UBD_HUMAN	tr|A0A2K5Y8C5|A0A2K5Y8C5_MANLE
OG0004932	sp|O60281|ZN292_HUMAN	tr|A0A2K5Y4N7|A0A2K5Y4N7_MANLE
OG0004933	sp|O75362|ZN217_HUMAN	tr|A0A2K5XYC4|A0A2K5XYC4_MANLE
OG0004934	sp|O95954|FTCD_HUMAN	tr|A0A2K5XFU0|A0A2K5XFU0_MANLE
OG0004935	sp|O95965|ITGBL_HUMAN	tr|A0A2K6A071|A0A2K6A071_MANLE
OG0004936	sp|P00995|ISK1_HUMAN	tr|A0A2K5ZTE8|A0A2K5ZTE8_MANLE
OG0004937	sp|P10915|HPLN1_HUMAN	tr|A0A2K5YB29|A0A2K5YB29_MANLE
OG0004938	sp|P13500|CCL2_HUMAN	tr|A0A2K5YU85|A0A2K5YU85_MANLE
OG0004939	sp|P20591|MX1_HUMAN	tr|A0A2K5YKH5|A0A2K5YKH5_MANLE
OG0004940	sp|P22079|PERL_HUMAN	tr|A0A2K5XMB8|A0A2K5XMB8_MANLE
OG0004941	sp|P33402|GCYA2_HUMAN	tr|A0A2K5YXD1|A0A2K5YXD1_MANLE
OG0004942	sp|P46934|NEDD4_HUMAN	tr|A0A2K5YPT2|A0A2K5YPT2_MANLE
OG0004943	sp|P49286|MTR1B_HUMAN	tr|A0A2K5ZTJ9|A0A2K5ZTJ9_MANLE
OG0004944	sp|P49585|PCY1A_HUMAN	tr|A0A2K5ZCW3|A0A2K5ZCW3_MANLE
OG0004945	sp|P59533|T2R38_HUMAN	tr|I0CKC9|I0CKC9_MANLE
OG0004946	sp|P78563|RED1_HUMAN	tr|A0A2K5YUR2|A0A2K5YUR2_MANLE
OG0004947	sp|Q08708|CLM6_HUMAN	tr|A0A2K5ZT09|A0A2K5ZT09_MANLE
OG0004948	sp|Q14393|GAS6_HUMAN	tr|A0A2K5Z1R7|A0A2K5Z1R7_MANLE
OG0004949	sp|Q15166|PON3_HUMAN	tr|A0A2K5Z846|A0A2K5Z846_MANLE
OG0004950	sp|Q16878|CDO1_HUMAN	tr|A0A2K6AFM0|A0A2K6AFM0_MANLE
OG0004951	sp|Q1HG44|DOXA2_HUMAN	tr|A0A2K5Z0H8|A0A2K5Z0H8_MANLE
OG0004952	sp|Q6P093|ADCL2_HUMAN	tr|A0A2K5Z7R4|A0A2K5Z7R4_MANLE
OG0004953	sp|Q76N32|CEP68_HUMAN	tr|A0A2K5Z210|A0A2K5Z210_MANLE
OG0004954	sp|Q7Z418|KCNKI_HUMAN	tr|A0A2K6AFA7|A0A2K6AFA7_MANLE
OG0004955	sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A2K5ZFT8|A0A2K5ZFT8_MANLE
OG0004956	sp|Q8IU60|DCP2_HUMAN	tr|A0A2K5ZRI5|A0A2K5ZRI5_MANLE
OG0004957	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A2K5XFP8|A0A2K5XFP8_MANLE
OG0004958	sp|Q8IXT1|DDIAS_HUMAN	tr|A0A2K5YT78|A0A2K5YT78_MANLE
OG0004959	sp|Q8IY31|IFT20_HUMAN	tr|A0A2K5YDF2|A0A2K5YDF2_MANLE
OG0004960	sp|Q8IY33|MILK2_HUMAN	tr|A0A2K5Z1S9|A0A2K5Z1S9_MANLE
OG0004961	sp|Q8N4C6|NIN_HUMAN	tr|A0A2K5YLR5|A0A2K5YLR5_MANLE
OG0004962	sp|Q8N4E4|PDCL2_HUMAN	tr|A0A2K5YMC5|A0A2K5YMC5_MANLE
OG0004963	sp|Q8NCS7|CTL5_HUMAN	tr|A0A2K5ZLP7|A0A2K5ZLP7_MANLE
OG0004964	sp|Q92698|RAD54_HUMAN	tr|A0A2K5ZJA0|A0A2K5ZJA0_MANLE
OG0004965	sp|Q96FE7|P3IP1_HUMAN	tr|A0A2K5ZP41|A0A2K5ZP41_MANLE
OG0004966	sp|Q96HJ3|CCD34_HUMAN	tr|A0A2K5YYU5|A0A2K5YYU5_MANLE
OG0004967	sp|Q96PZ2|F111A_HUMAN	tr|A0A2K5YSR3|A0A2K5YSR3_MANLE
OG0004968	sp|Q96S42|NODAL_HUMAN	tr|A0A2K5YHF8|A0A2K5YHF8_MANLE
OG0004969	sp|Q99941|ATF6B_HUMAN	tr|A0A2K5YU64|A0A2K5YU64_MANLE
OG0004971	sp|Q9H1P6|CT085_HUMAN	tr|A0A2K5Y878|A0A2K5Y878_MANLE
OG0004972	sp|Q9H270|VPS11_HUMAN	tr|A0A2K5ZDB3|A0A2K5ZDB3_MANLE
OG0004973	sp|Q9H6I2|SOX17_HUMAN	tr|A0A2K6A146|A0A2K6A146_MANLE
OG0004974	sp|Q9H773|DCTP1_HUMAN	tr|A0A2K5XHQ6|A0A2K5XHQ6_MANLE
OG0004975	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A2K5Y308|A0A2K5Y308_MANLE
OG0004976	sp|Q9HC35|EMAL4_HUMAN	tr|A0A2K5ZY08|A0A2K5ZY08_MANLE
OG0004977	sp|Q9NR33|DPOE4_HUMAN	tr|A0A2K5Y781|A0A2K5Y781_MANLE
OG0004978	sp|Q9NSA1|FGF21_HUMAN	tr|A0A2K5ZNV5|A0A2K5ZNV5_MANLE
OG0004979	sp|Q9NW61|PKHJ1_HUMAN	tr|A0A2K5XR58|A0A2K5XR58_MANLE
OG0004980	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A2K5YBU0|A0A2K5YBU0_MANLE
OG0004981	sp|Q9NYS0|KBRS1_HUMAN	tr|A0A2K5ZD49|A0A2K5ZD49_MANLE
OG0004982	sp|Q9UBM8|MGT4C_HUMAN	tr|A0A2K5ZDV4|A0A2K5ZDV4_MANLE
OG0004983	sp|Q9UEW3|MARCO_HUMAN	tr|A0A2K5YW92|A0A2K5YW92_MANLE
OG0004984	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A2K5XTB9|A0A2K5XTB9_MANLE
OG0004985	sp|Q9UL36|ZN236_HUMAN	tr|A0A2K5Z066|A0A2K5Z066_MANLE
OG0004986	sp|Q9Y320|TMX2_HUMAN	tr|A0A2K5ZL65|A0A2K5ZL65_MANLE
OG0004987	sp|C9J3V5|TEX22_HUMAN	tr|A0A2K5ZZL9|A0A2K5ZZL9_MANLE
OG0004988	sp|O00217|NDUS8_HUMAN	tr|A0A2K5YHU6|A0A2K5YHU6_MANLE
OG0004989	sp|O14645|IDLC_HUMAN	tr|A0A2K5Y481|A0A2K5Y481_MANLE
OG0004990	sp|O95232|LC7L3_HUMAN	tr|A0A2K5YWN2|A0A2K5YWN2_MANLE
OG0004991	sp|O95395|GCNT3_HUMAN	tr|A0A2K5XUX4|A0A2K5XUX4_MANLE
OG0004992	sp|P12018|VPREB_HUMAN	tr|A0A2K5XPA3|A0A2K5XPA3_MANLE
OG0004993	sp|P12980|LYL1_HUMAN	tr|A0A2K5ZVC4|A0A2K5ZVC4_MANLE
OG0004994	sp|P14902|I23O1_HUMAN	tr|A0A2K5XQ37|A0A2K5XQ37_MANLE
OG0004995	sp|P19525|E2AK2_HUMAN	tr|A0A2K5YSY9|A0A2K5YSY9_MANLE
OG0004996	sp|P21128|ENDOU_HUMAN	tr|A0A2K6A7N8|A0A2K6A7N8_MANLE
OG0004997	sp|P22894|MMP8_HUMAN	tr|A0A2K6AA62|A0A2K6AA62_MANLE
OG0004998	sp|P32239|GASR_HUMAN	tr|A0A2K5ZYF3|A0A2K5ZYF3_MANLE
OG0004999	sp|P40126|TYRP2_HUMAN	tr|A0A2K5YYQ6|A0A2K5YYQ6_MANLE
OG0005000	sp|P48551|INAR2_HUMAN	tr|A0A2K5YTU6|A0A2K5YTU6_MANLE
OG0005001	sp|P55197|AF10_HUMAN	tr|A0A2K5XH67|A0A2K5XH67_MANLE
OG0005002	sp|P55884|EIF3B_HUMAN	tr|A0A2K6A8I5|A0A2K6A8I5_MANLE
OG0005003	sp|P57078|RIPK4_HUMAN	tr|A0A2K5XP67|A0A2K5XP67_MANLE
OG0005004	sp|P61812|TGFB2_HUMAN	tr|A0A2K6A8N9|A0A2K6A8N9_MANLE
OG0005005	sp|P78504|JAG1_HUMAN	tr|A0A2K5Z203|A0A2K5Z203_MANLE
OG0005006	sp|Q12955|ANK3_HUMAN	tr|A0A2K6ACH1|A0A2K6ACH1_MANLE
OG0005007	sp|Q13137|CACO2_HUMAN	tr|A0A2K5YWM4|A0A2K5YWM4_MANLE
OG0005008	sp|Q15517|CDSN_HUMAN	tr|A0A2K6A9V7|A0A2K6A9V7_MANLE
OG0005009	sp|Q15768|EFNB3_HUMAN	tr|A0A2K5YFU5|A0A2K5YFU5_MANLE
OG0005010	sp|Q5K130|CLU1O_HUMAN	tr|A0A2K6A6G3|A0A2K6A6G3_MANLE
OG0005011	sp|Q5ST30|SYVM_HUMAN	tr|A0A2K6A577|A0A2K6A577_MANLE
OG0005012	sp|Q5T036|F120S_HUMAN	tr|A0A2K5YEM8|A0A2K5YEM8_MANLE
OG0005013	sp|Q69YG0|TMM42_HUMAN	tr|A0A2K5YLP8|A0A2K5YLP8_MANLE
OG0005014	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A2K5Y0A7|A0A2K5Y0A7_MANLE
OG0005015	sp|Q6YI46|TMM64_HUMAN	tr|A0A2K5XU93|A0A2K5XU93_MANLE
OG0005016	sp|Q7RTT9|S29A4_HUMAN	tr|A0A2K5XF71|A0A2K5XF71_MANLE
OG0005017	sp|Q7Z3I7|ZN572_HUMAN	tr|A0A2K5XA42|A0A2K5XA42_MANLE
OG0005018	sp|Q86SF2|GALT7_HUMAN	tr|A0A2K5XA00|A0A2K5XA00_MANLE
OG0005019	sp|Q86U38|NOP9_HUMAN	tr|A0A2K5Y103|A0A2K5Y103_MANLE
OG0005020	sp|Q86UK7|ZN598_HUMAN	tr|A0A2K5Y473|A0A2K5Y473_MANLE
OG0005021	sp|Q8IXL7|MSRB3_HUMAN	tr|A0A2K6ABJ2|A0A2K6ABJ2_MANLE
OG0005022	sp|Q8IYU8|MICU2_HUMAN	tr|A0A2K5ZAW2|A0A2K5ZAW2_MANLE
OG0005023	sp|Q8IZ83|A16A1_HUMAN	tr|A0A2K5YHI6|A0A2K5YHI6_MANLE
OG0005024	sp|Q8IZH2|XRN1_HUMAN	tr|A0A2K5YFP3|A0A2K5YFP3_MANLE
OG0005025	sp|Q8N816|TMM99_HUMAN	tr|A0A2K5XR23|A0A2K5XR23_MANLE
OG0005026	sp|Q8NAJ2|CI106_HUMAN	tr|A0A2K6A6B5|A0A2K6A6B5_MANLE
OG0005027	sp|Q8NCU4|CC191_HUMAN	tr|A0A2K5ZU75|A0A2K5ZU75_MANLE
OG0005028	sp|Q8TD10|MIPO1_HUMAN	tr|A0A2K5YRZ3|A0A2K5YRZ3_MANLE
OG0005029	sp|Q8TE02|ELP5_HUMAN	tr|A0A2K5YF62|A0A2K5YF62_MANLE
OG0005030	sp|Q8WZA2|RPGF4_HUMAN	tr|A0A2K6AD83|A0A2K6AD83_MANLE
OG0005031	sp|Q96AT1|K1143_HUMAN	tr|A0A2K5Z1S3|A0A2K5Z1S3_MANLE
OG0005032	sp|Q96BF6|NACC2_HUMAN	tr|A0A2K5ZXU1|A0A2K5ZXU1_MANLE
OG0005033	sp|Q96DT6|ATG4C_HUMAN	tr|A0A2K5ZTB4|A0A2K5ZTB4_MANLE
OG0005034	sp|Q96GZ6|S41A3_HUMAN	tr|A0A2K5XDR0|A0A2K5XDR0_MANLE
OG0005035	sp|Q96HU1|SGSM3_HUMAN	tr|A0A2K5ZRR3|A0A2K5ZRR3_MANLE
OG0005036	sp|Q96JJ7|TMX3_HUMAN	tr|A0A2K5ZY12|A0A2K5ZY12_MANLE
OG0005037	sp|Q96NL1|TMM74_HUMAN	tr|A0A2K5XWY7|A0A2K5XWY7_MANLE
OG0005038	sp|Q96P66|GP101_HUMAN	tr|A0A2K5XTD6|A0A2K5XTD6_MANLE
OG0005039	sp|Q96Q27|ASB2_HUMAN	tr|A0A2K5YJ26|A0A2K5YJ26_MANLE
OG0005040	sp|Q96ST3|SIN3A_HUMAN	tr|A0A2K6ACZ4|A0A2K6ACZ4_MANLE
OG0005041	sp|Q96T54|KCNKH_HUMAN	tr|A0A2K6AKE6|A0A2K6AKE6_MANLE
OG0005042	sp|Q9BU61|NDUF3_HUMAN	tr|A0A2K5ZLA4|A0A2K5ZLA4_MANLE
OG0005043	sp|Q9BXJ7|AMNLS_HUMAN	tr|A0A2K6AH22|A0A2K6AH22_MANLE
OG0005044	sp|Q9BXT8|RNF17_HUMAN	tr|A0A2K5Y9J4|A0A2K5Y9J4_MANLE
OG0005045	sp|Q9H0K1|SIK2_HUMAN	tr|A0A2K5YF23|A0A2K5YF23_MANLE
OG0005046	sp|Q9HA90|EFCC1_HUMAN	tr|A0A2K5XE35|A0A2K5XE35_MANLE
OG0005047	sp|Q9HAW0|BRF2_HUMAN	tr|A0A2K6ADY2|A0A2K6ADY2_MANLE
OG0005048	sp|Q9NUW8|TYDP1_HUMAN	tr|A0A2K5YIG4|A0A2K5YIG4_MANLE
OG0005049	sp|Q9NW68|BSDC1_HUMAN	tr|A0A2K5YCX7|A0A2K5YCX7_MANLE
OG0005050	sp|Q9UGN4|CLM8_HUMAN	tr|A0A2K5YQ79|A0A2K5YQ79_MANLE
OG0005051	sp|Q9UHP7|CLC2D_HUMAN	tr|A0A2K5ZT45|A0A2K5ZT45_MANLE
OG0005052	sp|Q9Y4B4|ARIP4_HUMAN	tr|A0A2K5YZW3|A0A2K5YZW3_MANLE
OG0005053	sp|Q9Y4Z0|LSM4_HUMAN	tr|A0A2K5XWR6|A0A2K5XWR6_MANLE
OG0005054	sp|Q9Y570|PPME1_HUMAN	tr|A0A2K5ZKA4|A0A2K5ZKA4_MANLE
OG0005055	sp|A6NJI1|CK086_HUMAN	tr|A0A2K6AGQ4|A0A2K6AGQ4_MANLE
OG0005056	sp|A8MT69|CENPX_HUMAN	tr|A0A2K5YP57|A0A2K5YP57_MANLE
OG0005057	sp|B5MCY1|TDR15_HUMAN	tr|A0A2K5XPX0|A0A2K5XPX0_MANLE
OG0005058	sp|O14730|RIOK3_HUMAN	tr|A0A2K5XXT4|A0A2K5XXT4_MANLE
OG0005059	sp|O14920|IKKB_HUMAN	tr|A0A2K5YPG4|A0A2K5YPG4_MANLE
OG0005060	sp|O60260|PRKN_HUMAN	tr|A0A2K6AAR6|A0A2K6AAR6_MANLE
OG0005061	sp|O95394|AGM1_HUMAN	tr|A0A2K5XN80|A0A2K5XN80_MANLE
OG0005062	sp|O95886|DLGP3_HUMAN	tr|A0A2K5ZA54|A0A2K5ZA54_MANLE
OG0005063	sp|O95900|TRUB2_HUMAN	tr|A0A2K5ZE63|A0A2K5ZE63_MANLE
OG0005064	sp|P06734|FCER2_HUMAN	tr|A0A2K5ZE64|A0A2K5ZE64_MANLE
OG0005065	sp|P0DJ07|PT100_HUMAN	tr|A0A2K6AJL6|A0A2K6AJL6_MANLE
OG0005066	sp|P11182|ODB2_HUMAN	tr|A0A2K5ZXW1|A0A2K5ZXW1_MANLE
OG0005067	sp|P13232|IL7_HUMAN	tr|A0A2K5ZFX1|A0A2K5ZFX1_MANLE
OG0005068	sp|P22460|KCNA5_HUMAN	tr|A0A2K5XWN5|A0A2K5XWN5_MANLE
OG0005069	sp|P29762|RABP1_HUMAN	tr|A0A2K5Y342|A0A2K5Y342_MANLE
OG0005070	sp|P30044|PRDX5_HUMAN	tr|A0A2K5Z9E1|A0A2K5Z9E1_MANLE
OG0005071	sp|P31512|FMO4_HUMAN	tr|A0A2K5ZU18|A0A2K5ZU18_MANLE
OG0005072	sp|P35625|TIMP3_HUMAN	tr|A0A2K5XQD6|A0A2K5XQD6_MANLE
OG0005073	sp|P54821|PRRX1_HUMAN	tr|A0A2K6A8U2|A0A2K6A8U2_MANLE
OG0005074	sp|P78369|CLD10_HUMAN	tr|A0A2K5YE18|A0A2K5YE18_MANLE
OG0005075	sp|P83111|LACTB_HUMAN	tr|A0A2K6AI16|A0A2K6AI16_MANLE
OG0005076	sp|P98082|DAB2_HUMAN	tr|A0A2K6ACF5|A0A2K6ACF5_MANLE
OG0005077	sp|Q07666|KHDR1_HUMAN	tr|A0A2K5YNW9|A0A2K5YNW9_MANLE
OG0005078	sp|Q13291|SLAF1_HUMAN	tr|A0A2K5Z1V7|A0A2K5Z1V7_MANLE
OG0005079	sp|Q14449|GRB14_HUMAN	tr|A0A2K5YGZ9|A0A2K5YGZ9_MANLE
OG0005080	sp|Q15543|TAF13_HUMAN	tr|A0A2K5ZR65|A0A2K5ZR65_MANLE
OG0005081	sp|Q16186|ADRM1_HUMAN	tr|A0A2K6A3W1|A0A2K6A3W1_MANLE
OG0005082	sp|Q4G148|GXLT1_HUMAN	tr|A0A2K5ZUW1|A0A2K5ZUW1_MANLE
OG0005083	sp|Q4LDG9|DNAL1_HUMAN	tr|A0A2K5YNP3|A0A2K5YNP3_MANLE
OG0005084	sp|Q5IJ48|CRUM2_HUMAN	tr|A0A2K5YBT9|A0A2K5YBT9_MANLE
OG0005085	sp|Q5JTZ9|SYAM_HUMAN	tr|A0A2K5Z4Y3|A0A2K5Z4Y3_MANLE
OG0005086	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A2K5XMJ2|A0A2K5XMJ2_MANLE
OG0005087	sp|Q6JVE5|LCN12_HUMAN	tr|A0A2K5XLT6|A0A2K5XLT6_MANLE
OG0005088	sp|Q6NUI2|GPAT2_HUMAN	tr|A0A2K5ZMY8|A0A2K5ZMY8_MANLE
OG0005089	sp|Q6UX39|AMTN_HUMAN	tr|A0A2K5ZEF7|A0A2K5ZEF7_MANLE
OG0005090	sp|Q6X4W1|NSMF_HUMAN	tr|A0A2K5XMF0|A0A2K5XMF0_MANLE
OG0005091	sp|Q7Z601|GP142_HUMAN	tr|A0A2K5XMS7|A0A2K5XMS7_MANLE
OG0005092	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A2K5YVU9|A0A2K5YVU9_MANLE
OG0005093	sp|Q86TC9|MYPN_HUMAN	tr|A0A2K5YQ97|A0A2K5YQ97_MANLE
OG0005094	sp|Q86Y22|CONA1_HUMAN	tr|A0A2K6A767|A0A2K6A767_MANLE
OG0005095	sp|Q8IYB8|SUV3_HUMAN	tr|A0A2K5XZE1|A0A2K5XZE1_MANLE
OG0005096	sp|Q8N4X5|AF1L2_HUMAN	tr|A0A2K6A140|A0A2K6A140_MANLE
OG0005097	sp|Q8NBT2|SPC24_HUMAN	tr|A0A2K5YH66|A0A2K5YH66_MANLE
OG0005098	sp|Q8NC56|LEMD2_HUMAN	tr|A0A2K5XA09|A0A2K5XA09_MANLE
OG0005099	sp|Q8TAE6|PP14C_HUMAN	tr|A0A2K5XL15|A0A2K5XL15_MANLE
