Orthogroup	Homo_sapiens	Molossus_molossus
OG0008173	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A7J8IXW9|A0A7J8IXW9_MOLMO
OG0008174	sp|Q9BXS0|COPA1_HUMAN	tr|A0A7J8JRU2|A0A7J8JRU2_MOLMO
OG0008175	sp|Q9H3P2|NELFA_HUMAN	tr|A0A7J8JXH8|A0A7J8JXH8_MOLMO
OG0008176	sp|Q9H4K1|RIBC2_HUMAN	tr|A0A7J8BL65|A0A7J8BL65_MOLMO
OG0008177	sp|Q9H808|TLE6_HUMAN	tr|A0A7J8IDS4|A0A7J8IDS4_MOLMO
OG0008178	sp|Q9NPC6|MYOZ2_HUMAN	tr|A0A7J8IA26|A0A7J8IA26_MOLMO
OG0008179	sp|Q9NQR7|CC177_HUMAN	tr|A0A7J8JS62|A0A7J8JS62_MOLMO
OG0008180	sp|Q9NS69|TOM22_HUMAN	tr|A0A7J8G2A1|A0A7J8G2A1_MOLMO
OG0008181	sp|Q9NTI7|INKA2_HUMAN	tr|A0A7J8CR66|A0A7J8CR66_MOLMO
OG0008182	sp|Q9NXP7|GIN1_HUMAN	tr|A0A7J8IZD5|A0A7J8IZD5_MOLMO
OG0008183	sp|Q9UHP9|SMPX_HUMAN	tr|A0A7J8J9J9|A0A7J8J9J9_MOLMO
OG0008184	sp|Q9Y572|RIPK3_HUMAN	tr|A0A7J8JZU3|A0A7J8JZU3_MOLMO
OG0008185	tr|A0A1B0GV96|A0A1B0GV96_HUMAN	tr|A0A7J8C566|A0A7J8C566_MOLMO
OG0008186	sp|A6NJJ6|CS067_HUMAN	tr|A0A7J8I4Y6|A0A7J8I4Y6_MOLMO
OG0008187	sp|A6NMK7|CPS4L_HUMAN	tr|A0A7J8CXG3|A0A7J8CXG3_MOLMO
OG0008188	sp|O43172|PRP4_HUMAN	tr|A0A7J8EFC3|A0A7J8EFC3_MOLMO
OG0008189	sp|O43765|SGTA_HUMAN	tr|A0A7J8ICL4|A0A7J8ICL4_MOLMO
OG0008190	sp|O60504|VINEX_HUMAN	tr|A0A7J8IBY5|A0A7J8IBY5_MOLMO
OG0008191	sp|O75496|GEMI_HUMAN	tr|A0A7J8CQR5|A0A7J8CQR5_MOLMO
OG0008192	sp|O95255|MRP6_HUMAN	tr|A0A7J8IWW5|A0A7J8IWW5_MOLMO
OG0008193	sp|P02652|APOA2_HUMAN	tr|A0A7J8CP83|A0A7J8CP83_MOLMO
OG0008194	sp|P07199|CENPB_HUMAN	tr|A0A7J8HF43|A0A7J8HF43_MOLMO
OG0008195	sp|P12036|NFH_HUMAN	tr|A0A7J8BYW9|A0A7J8BYW9_MOLMO
OG0008196	sp|P12319|FCERA_HUMAN	tr|A0A7J8CQR7|A0A7J8CQR7_MOLMO
OG0008197	sp|P18031|PTN1_HUMAN	tr|A0A7J8HJA3|A0A7J8HJA3_MOLMO
OG0008198	sp|P25021|HRH2_HUMAN	tr|A0A7J8I8E2|A0A7J8I8E2_MOLMO
OG0008199	sp|P42684|ABL2_HUMAN	tr|A0A7J8CNY8|A0A7J8CNY8_MOLMO
OG0008200	sp|P52566|GDIR2_HUMAN	tr|A0A7J8FV17|A0A7J8FV17_MOLMO
OG0008201	sp|P52747|ZN143_HUMAN	tr|A0A7J8EW04|A0A7J8EW04_MOLMO
OG0008202	sp|P62070|RRAS2_HUMAN	tr|A0A7J8EUB7|A0A7J8EUB7_MOLMO
OG0008203	sp|P78423|X3CL1_HUMAN	tr|A0A7J8C6N5|A0A7J8C6N5_MOLMO
OG0008204	sp|Q11206|SIA4C_HUMAN	tr|A0A7J8C025|A0A7J8C025_MOLMO
OG0008205	sp|Q14596|NBR1_HUMAN	tr|A0A7J8D078|A0A7J8D078_MOLMO
OG0008206	sp|Q15170|TCAL1_HUMAN	tr|A0A7J8J9N2|A0A7J8J9N2_MOLMO
OG0008207	sp|Q15542|TAF5_HUMAN	tr|A0A7J8DSF8|A0A7J8DSF8_MOLMO
OG0008208	sp|Q1ZYL8|IZUM4_HUMAN	tr|A0A7J8I8I3|A0A7J8I8I3_MOLMO
OG0008209	sp|Q460N3|PAR15_HUMAN	tr|A0A7J8I0X5|A0A7J8I0X5_MOLMO
OG0008210	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A7J8J8Q1|A0A7J8J8Q1_MOLMO
OG0008211	sp|Q5JXA9|SIRB2_HUMAN	tr|A0A7J8HL91|A0A7J8HL91_MOLMO
OG0008212	sp|Q5T0J7|TEX35_HUMAN	tr|A0A7J8CUZ5|A0A7J8CUZ5_MOLMO
OG0008213	sp|Q5T5S1|CC183_HUMAN	tr|A0A7J8ECJ4|A0A7J8ECJ4_MOLMO
OG0008214	sp|Q6P4A8|PLBL1_HUMAN	tr|A0A7J8G047|A0A7J8G047_MOLMO
OG0008215	sp|Q6UX98|ZDH24_HUMAN	tr|A0A7J8EWR2|A0A7J8EWR2_MOLMO
OG0008216	sp|Q6UXV0|GFRAL_HUMAN	tr|A0A7J8GPT3|A0A7J8GPT3_MOLMO
OG0008217	sp|Q7LFX5|CHSTF_HUMAN	tr|A0A7J8DNT6|A0A7J8DNT6_MOLMO
OG0008218	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A7J8HF79|A0A7J8HF79_MOLMO
OG0008219	sp|Q86Y07|VRK2_HUMAN	tr|A0A7J8E4Y9|A0A7J8E4Y9_MOLMO
OG0008220	sp|Q86YB7|ECHD2_HUMAN	tr|A0A7J8F7L3|A0A7J8F7L3_MOLMO
OG0008221	sp|Q8IZ96|CKLF1_HUMAN	tr|A0A7J8C6I6|A0A7J8C6I6_MOLMO
OG0008222	sp|Q8IZM9|S38A6_HUMAN	tr|A0A7J8K0R8|A0A7J8K0R8_MOLMO
OG0008223	sp|Q8N1W1|ARG28_HUMAN	tr|A0A7J8IVX2|A0A7J8IVX2_MOLMO
OG0008224	sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A7J8BJL3|A0A7J8BJL3_MOLMO
OG0008225	sp|Q8N7U6|EFHB_HUMAN	tr|A0A7J8DAU4|A0A7J8DAU4_MOLMO
OG0008226	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A7J8DN39|A0A7J8DN39_MOLMO
OG0008227	sp|Q8NDZ2|SIMC1_HUMAN	tr|A0A7J8IBJ8|A0A7J8IBJ8_MOLMO
OG0008228	sp|Q8TF71|MOT10_HUMAN	tr|A0A7J8GU72|A0A7J8GU72_MOLMO
OG0008229	sp|Q93073|SBP2L_HUMAN	tr|A0A7J8K016|A0A7J8K016_MOLMO
OG0008230	sp|Q95460|HMR1_HUMAN	tr|A0A7J8CSL7|A0A7J8CSL7_MOLMO
OG0008231	sp|Q96A65|EXOC4_HUMAN	tr|A0A7J8HAQ6|A0A7J8HAQ6_MOLMO
OG0008232	sp|Q96J84|KIRR1_HUMAN	tr|A0A7J8CRG7|A0A7J8CRG7_MOLMO
OG0008233	sp|Q9BRK5|CAB45_HUMAN	tr|A0A7J8B901|A0A7J8B901_MOLMO
OG0008234	sp|Q9BUB4|ADAT1_HUMAN	tr|A0A7J8C5C6|A0A7J8C5C6_MOLMO
OG0008235	sp|Q9H343|O51I1_HUMAN	tr|A0A7J8ESI9|A0A7J8ESI9_MOLMO
OG0008236	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A7J8I2C8|A0A7J8I2C8_MOLMO
OG0008237	sp|Q9H3W5|LRRN3_HUMAN	tr|A0A7J8HC89|A0A7J8HC89_MOLMO
OG0008238	sp|Q9H5J4|ELOV6_HUMAN	tr|A0A7J8JT17|A0A7J8JT17_MOLMO
OG0008239	sp|Q9H6A9|PCX3_HUMAN	tr|A0A7J8ET82|A0A7J8ET82_MOLMO
OG0008240	sp|Q9H7E2|TDRD3_HUMAN	tr|A0A7J8GM13|A0A7J8GM13_MOLMO
OG0008241	sp|Q9HB29|ILRL2_HUMAN	tr|A0A7J8E278|A0A7J8E278_MOLMO
OG0008242	sp|Q9NTU7|CBLN4_HUMAN	tr|A0A7J8HG39|A0A7J8HG39_MOLMO
OG0008243	sp|Q9NX78|TM260_HUMAN	tr|A0A7J8K3B2|A0A7J8K3B2_MOLMO
OG0008244	sp|Q9NZ32|ARP10_HUMAN	tr|A0A7J8JR53|A0A7J8JR53_MOLMO
OG0008245	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A7J8EC63|A0A7J8EC63_MOLMO
OG0008246	sp|Q9P003|CNIH4_HUMAN	tr|A0A7J8BLA7|A0A7J8BLA7_MOLMO
OG0008247	sp|Q9UBV7|B4GT7_HUMAN	tr|A0A7J8I3K6|A0A7J8I3K6_MOLMO
OG0008248	sp|Q9ULX9|MAFF_HUMAN	tr|A0A7J8FZ45|A0A7J8FZ45_MOLMO
OG0008249	sp|Q9Y238|DLEC1_HUMAN	tr|A0A7J8DAN1|A0A7J8DAN1_MOLMO
OG0008250	sp|Q9Y285|SYFA_HUMAN	tr|A0A7J8I7H9|A0A7J8I7H9_MOLMO
OG0008251	sp|Q9Y291|RT33_HUMAN	tr|A0A7J8HCF0|A0A7J8HCF0_MOLMO
OG0008252	sp|Q9Y575|ASB3_HUMAN	tr|A0A7J8E0Z2|A0A7J8E0Z2_MOLMO
OG0008253	sp|O00767|SCD_HUMAN	tr|A0A7J8DRA4|A0A7J8DRA4_MOLMO
OG0008254	sp|O43566|RGS14_HUMAN	tr|A0A7J8IBZ3|A0A7J8IBZ3_MOLMO
OG0008255	sp|P07358|CO8B_HUMAN	tr|A0A7J8F6L1|A0A7J8F6L1_MOLMO
OG0008256	sp|P0CW27|CC166_HUMAN	tr|A0A7J8BAM3|A0A7J8BAM3_MOLMO
OG0008257	sp|P14138|EDN3_HUMAN	tr|A0A7J8HHN9|A0A7J8HHN9_MOLMO
OG0008258	sp|P17480|UBF1_HUMAN	tr|A0A7J8D349|A0A7J8D349_MOLMO
OG0008259	sp|P25106|ACKR3_HUMAN	tr|A0A7J8FPP9|A0A7J8FPP9_MOLMO
OG0008260	sp|P28566|5HT1E_HUMAN	tr|A0A7J8GQ51|A0A7J8GQ51_MOLMO
OG0008261	sp|P43489|TNR4_HUMAN	tr|A0A7J8B9F4|A0A7J8B9F4_MOLMO
OG0008262	sp|P49711|CTCF_HUMAN	tr|A0A7J8C6S1|A0A7J8C6S1_MOLMO
OG0008263	sp|P51452|DUS3_HUMAN	tr|A0A7J8CXB6|A0A7J8CXB6_MOLMO
OG0008264	sp|P58505|CU058_HUMAN	tr|A0A7J8HXW6|A0A7J8HXW6_MOLMO
OG0008265	sp|P62241|RS8_HUMAN	tr|A0A7J8FBL0|A0A7J8FBL0_MOLMO
OG0008266	sp|Q01664|TFAP4_HUMAN	tr|A0A7J8J325|A0A7J8J325_MOLMO
OG0008267	sp|Q01718|ACTHR_HUMAN	tr|A0A7J8HHN6|A0A7J8HHN6_MOLMO
OG0008268	sp|Q04741|EMX1_HUMAN	tr|A0A7J8E2A1|A0A7J8E2A1_MOLMO
OG0008269	sp|Q07507|DERM_HUMAN	tr|A0A7J8CQK3|A0A7J8CQK3_MOLMO
OG0008270	sp|Q14008|CKAP5_HUMAN	tr|A0A7J8EP20|A0A7J8EP20_MOLMO
OG0008271	sp|Q14678|KANK1_HUMAN	tr|A0A7J8EE52|A0A7J8EE52_MOLMO
OG0008272	sp|Q14761|PTCA_HUMAN	tr|A0A7J8ET99|A0A7J8ET99_MOLMO
OG0008273	sp|Q15286|RAB35_HUMAN	tr|A0A7J8BZC9|A0A7J8BZC9_MOLMO
OG0008274	sp|Q15631|TSN_HUMAN	tr|A0A7J8FUD9|A0A7J8FUD9_MOLMO
OG0008275	sp|Q16619|CTF1_HUMAN	tr|A0A7J8IY65|A0A7J8IY65_MOLMO
OG0008276	sp|Q3KR37|ASTRB_HUMAN	tr|A0A7J8BXD7|A0A7J8BXD7_MOLMO
OG0008277	sp|Q3LIE5|ADPRM_HUMAN	tr|A0A7J8CVU9|A0A7J8CVU9_MOLMO
OG0008278	sp|Q5T1V6|DDX59_HUMAN	tr|A0A7J8BLS8|A0A7J8BLS8_MOLMO
OG0008279	sp|Q5T6C5|AT7L2_HUMAN	tr|A0A7J8CPG3|A0A7J8CPG3_MOLMO
OG0008280	sp|Q5T848|GP158_HUMAN	tr|A0A7J8JTT1|A0A7J8JTT1_MOLMO
OG0008281	sp|Q6P6B1|ERIC5_HUMAN	tr|A0A7J8DSS2|A0A7J8DSS2_MOLMO
OG0008282	sp|Q6T311|ARL9_HUMAN	tr|A0A7J8JSF9|A0A7J8JSF9_MOLMO
OG0008283	sp|Q6ZVK1|T179A_HUMAN	tr|A0A7J8K3A4|A0A7J8K3A4_MOLMO
OG0008284	sp|Q86VF7|NRAP_HUMAN	tr|A0A7J8DQJ1|A0A7J8DQJ1_MOLMO
OG0008285	sp|Q8IV08|PLD3_HUMAN	tr|A0A7J8CA33|A0A7J8CA33_MOLMO
OG0008286	sp|Q8N2I9|STK40_HUMAN	tr|A0A7J8FC22|A0A7J8FC22_MOLMO
OG0008287	sp|Q8N461|FXL16_HUMAN	tr|A0A7J8IZ31|A0A7J8IZ31_MOLMO
OG0008288	sp|Q8N6F8|MET27_HUMAN	tr|A0A7J8J064|A0A7J8J064_MOLMO
OG0008289	sp|Q8NCM8|DYHC2_HUMAN	tr|A0A7J8ES04|A0A7J8ES04_MOLMO
OG0008290	sp|Q8NFW1|COMA1_HUMAN	tr|A0A7J8DSH4|A0A7J8DSH4_MOLMO
OG0008291	sp|Q8TDP1|RNH2C_HUMAN	tr|A0A7J8EU18|A0A7J8EU18_MOLMO
OG0008292	sp|Q8TDZ2|MICA1_HUMAN	tr|A0A7J8GRG9|A0A7J8GRG9_MOLMO
OG0008293	sp|Q92681|RSCA1_HUMAN	tr|A0A7J8FBC3|A0A7J8FBC3_MOLMO
OG0008294	sp|Q96BN6|F149B_HUMAN	tr|A0A7J8DPD6|A0A7J8DPD6_MOLMO
OG0008295	sp|Q96C23|GALM_HUMAN	tr|A0A7J8E219|A0A7J8E219_MOLMO
OG0008296	sp|Q96NA8|TSNA1_HUMAN	tr|A0A7J8BBY2|A0A7J8BBY2_MOLMO
OG0008297	sp|Q9BSF4|TIM29_HUMAN	tr|A0A7J8IDY9|A0A7J8IDY9_MOLMO
OG0008298	sp|Q9BTE6|AASD1_HUMAN	tr|A0A7J8CVG3|A0A7J8CVG3_MOLMO
OG0008299	sp|Q9BVI0|PHF20_HUMAN	tr|A0A7J8HJL8|A0A7J8HJL8_MOLMO
OG0008300	sp|Q9H4X1|RGCC_HUMAN	tr|A0A7J8GLK6|A0A7J8GLK6_MOLMO
OG0008301	sp|Q9H5K3|SG196_HUMAN	tr|A0A7J8GMQ4|A0A7J8GMQ4_MOLMO
OG0008302	sp|Q9H6W3|RIOX1_HUMAN	tr|A0A7J8K150|A0A7J8K150_MOLMO
OG0008303	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A7J8IBI9|A0A7J8IBI9_MOLMO
OG0008304	sp|Q9NNZ6|PRM3_HUMAN	tr|A0A7J8J2N7|A0A7J8J2N7_MOLMO
OG0008305	sp|Q9NVU7|SDA1_HUMAN	tr|A0A7J8K093|A0A7J8K093_MOLMO
OG0008306	sp|Q9NZH6|IL37_HUMAN	tr|A0A7J8E234|A0A7J8E234_MOLMO
OG0008307	sp|Q9UBD5|ORC3_HUMAN	tr|A0A7J8GT13|A0A7J8GT13_MOLMO
OG0008308	sp|Q9ULZ2|STAP1_HUMAN	tr|A0A7J8K2D8|A0A7J8K2D8_MOLMO
OG0008309	sp|Q9UNK9|ANGE1_HUMAN	tr|A0A7J8JQV8|A0A7J8JQV8_MOLMO
OG0008310	sp|Q9UPZ3|HPS5_HUMAN	tr|A0A7J8EQH8|A0A7J8EQH8_MOLMO
OG0008311	sp|Q9Y3D8|KAD6_HUMAN	tr|A0A7J8IXM5|A0A7J8IXM5_MOLMO
OG0008312	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A7J8HKF0|A0A7J8HKF0_MOLMO
OG0008313	sp|Q9Y5U2|TSSC4_HUMAN	tr|A0A7J8BK12|A0A7J8BK12_MOLMO
OG0008314	sp|Q9Y6G3|RM42_HUMAN	tr|A0A7J8FZZ4|A0A7J8FZZ4_MOLMO
OG0008315	sp|Q9Y6I9|TX264_HUMAN	tr|A0A7J8DDM6|A0A7J8DDM6_MOLMO
OG0008316	tr|V9GZ13|V9GZ13_HUMAN	tr|A0A7J8HF48|A0A7J8HF48_MOLMO
OG0008317	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A7J8GK39|A0A7J8GK39_MOLMO
OG0008318	sp|A1L168|CT202_HUMAN	tr|A0A7J8HFP5|A0A7J8HFP5_MOLMO
OG0008319	sp|A6NK06|IRG1_HUMAN	tr|A0A7J8GK53|A0A7J8GK53_MOLMO
OG0008320	sp|A6NLE4|SIM23_HUMAN	tr|A0A7J8ICV0|A0A7J8ICV0_MOLMO
OG0008321	sp|O43364|HXA2_HUMAN	tr|A0A7J8HB54|A0A7J8HB54_MOLMO
OG0008322	sp|O75379|VAMP4_HUMAN	tr|A0A7J8CVF1|A0A7J8CVF1_MOLMO
OG0008323	sp|O75711|SCRG1_HUMAN	tr|A0A7J8ID09|A0A7J8ID09_MOLMO
OG0008324	sp|O94901|SUN1_HUMAN	tr|A0A7J8ID92|A0A7J8ID92_MOLMO
OG0008325	sp|P11309|PIM1_HUMAN	tr|A0A7J8GS27|A0A7J8GS27_MOLMO
OG0008326	sp|P26441|CNTF_HUMAN	tr|A0A7J8EP73|A0A7J8EP73_MOLMO
OG0008327	sp|P28838|AMPL_HUMAN	tr|A0A7J8JWF9|A0A7J8JWF9_MOLMO
OG0008328	sp|P30556|AGTR1_HUMAN	tr|A0A7J8HXN2|A0A7J8HXN2_MOLMO
OG0008329	sp|P31277|HXD11_HUMAN	tr|A0A7J8FRG1|A0A7J8FRG1_MOLMO
OG0008330	sp|P51786|ZN157_HUMAN	tr|A0A7J8J8V8|A0A7J8J8V8_MOLMO
OG0008331	sp|P55347|PKNX1_HUMAN	tr|A0A7J8I149|A0A7J8I149_MOLMO
OG0008332	sp|P61106|RAB14_HUMAN	tr|A0A7J8EG61|A0A7J8EG61_MOLMO
OG0008333	sp|P98175|RBM10_HUMAN	tr|A0A7J8J7Q9|A0A7J8J7Q9_MOLMO
OG0008334	sp|Q03014|HHEX_HUMAN	tr|A0A7J8DP16|A0A7J8DP16_MOLMO
OG0008335	sp|Q13794|APR_HUMAN	tr|A0A7J8HIM2|A0A7J8HIM2_MOLMO
OG0008336	sp|Q14526|HIC1_HUMAN	tr|A0A7J8CY95|A0A7J8CY95_MOLMO
OG0008337	sp|Q15027|ACAP1_HUMAN	tr|A0A7J8CVE2|A0A7J8CVE2_MOLMO
OG0008338	sp|Q2M1P5|KIF7_HUMAN	tr|A0A7J8BLD0|A0A7J8BLD0_MOLMO
OG0008339	sp|Q5H9E4|S2553_HUMAN	tr|A0A7J8J998|A0A7J8J998_MOLMO
OG0008340	sp|Q5SQI0|ATAT_HUMAN	tr|A0A7J8GMV4|A0A7J8GMV4_MOLMO
OG0008341	sp|Q5VZP5|STYL2_HUMAN	tr|A0A7J8CQU5|A0A7J8CQU5_MOLMO
OG0008342	sp|Q6P499|NPAL3_HUMAN	tr|A0A7J8FB56|A0A7J8FB56_MOLMO
OG0008343	sp|Q6PI26|SHQ1_HUMAN	tr|A0A7J8DDL1|A0A7J8DDL1_MOLMO
OG0008344	sp|Q71F23|CENPU_HUMAN	tr|A0A7J8GJ14|A0A7J8GJ14_MOLMO
OG0008345	sp|Q8NC01|CLC1A_HUMAN	tr|A0A7J8FX56|A0A7J8FX56_MOLMO
OG0008346	sp|Q92902|HPS1_HUMAN	tr|A0A7J8DQ48|A0A7J8DQ48_MOLMO
OG0008347	sp|Q96HH9|GRM2B_HUMAN	tr|A0A7J8IY67|A0A7J8IY67_MOLMO
OG0008348	sp|Q96SE0|ABHD1_HUMAN	tr|A0A7J8E124|A0A7J8E124_MOLMO
OG0008349	sp|Q9C073|F117A_HUMAN	tr|A0A7J8CXL5|A0A7J8CXL5_MOLMO
OG0008350	sp|Q9C0F3|ZN436_HUMAN	tr|A0A7J8FE88|A0A7J8FE88_MOLMO
OG0008351	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A7J8GPK1|A0A7J8GPK1_MOLMO
OG0008352	sp|Q9NWZ8|GEMI8_HUMAN	tr|A0A7J8J625|A0A7J8J625_MOLMO
OG0008353	sp|Q9NXD2|MTMRA_HUMAN	tr|A0A7J8BLK0|A0A7J8BLK0_MOLMO
OG0008354	sp|Q9NYH9|UTP6_HUMAN	tr|A0A7J8D354|A0A7J8D354_MOLMO
OG0008355	sp|Q9UI08|EVL_HUMAN	tr|A0A7J8JT00|A0A7J8JT00_MOLMO
OG0008356	sp|Q9UJT2|TSKS_HUMAN	tr|A0A7J8CBU9|A0A7J8CBU9_MOLMO
OG0008357	sp|Q9ULI1|NWD2_HUMAN	tr|A0A7J8JY75|A0A7J8JY75_MOLMO
OG0008358	sp|Q9UPP1|PHF8_HUMAN	tr|A0A7J8J8I5|A0A7J8J8I5_MOLMO
OG0008359	sp|Q9UQ35|SRRM2_HUMAN	tr|A0A7J8J3X3|A0A7J8J3X3_MOLMO
OG0008360	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A7J8IC96|A0A7J8IC96_MOLMO
OG0008361	sp|Q9Y375|CIA30_HUMAN	tr|A0A7J8JYM3|A0A7J8JYM3_MOLMO
OG0008362	sp|Q9Y3F4|STRAP_HUMAN	tr|A0A7J8G266|A0A7J8G266_MOLMO
OG0008363	sp|Q9Y5S8|NOX1_HUMAN	tr|A0A7J8J729|A0A7J8J729_MOLMO
OG0008364	tr|A0A1W2PPE3|A0A1W2PPE3_HUMAN	tr|A0A7J8BLG8|A0A7J8BLG8_MOLMO
OG0008365	sp|A6NE01|F186A_HUMAN	tr|A0A7J8FWX9|A0A7J8FWX9_MOLMO
OG0008366	sp|F5H4A9|CC080_HUMAN	tr|A0A7J8HY11|A0A7J8HY11_MOLMO
OG0008367	sp|O15151|MDM4_HUMAN	tr|A0A7J8CSI8|A0A7J8CSI8_MOLMO
OG0008368	sp|O15269|SPTC1_HUMAN	tr|A0A7J8BIE7|A0A7J8BIE7_MOLMO
OG0008369	sp|O43914|TYOBP_HUMAN	tr|A0A7J8CC11|A0A7J8CC11_MOLMO
OG0008370	sp|O60240|PLIN1_HUMAN	tr|A0A7J8BL22|A0A7J8BL22_MOLMO
OG0008371	sp|O75410|TACC1_HUMAN	tr|A0A7J8GMC4|A0A7J8GMC4_MOLMO
OG0008372	sp|O75663|TIPRL_HUMAN	tr|A0A7J8CV44|A0A7J8CV44_MOLMO
OG0008373	sp|O95163|ELP1_HUMAN	tr|A0A7J8ECX3|A0A7J8ECX3_MOLMO
OG0008374	sp|O95447|LCA5L_HUMAN	tr|A0A7J8HZS4|A0A7J8HZS4_MOLMO
OG0008375	sp|O95980|RECK_HUMAN	tr|A0A7J8EFR3|A0A7J8EFR3_MOLMO
OG0008376	sp|P05107|ITB2_HUMAN	tr|A0A7J8HZK2|A0A7J8HZK2_MOLMO
OG0008377	sp|P17735|ATTY_HUMAN	tr|A0A7J8CBF0|A0A7J8CBF0_MOLMO
OG0008378	sp|P22680|CP7A1_HUMAN	tr|A0A7J8DT85|A0A7J8DT85_MOLMO
OG0008379	sp|P32780|TF2H1_HUMAN	tr|A0A7J8EQK3|A0A7J8EQK3_MOLMO
OG0008380	sp|P48230|T4S4_HUMAN	tr|A0A7J8I312|A0A7J8I312_MOLMO
OG0008381	sp|P55157|MTP_HUMAN	tr|A0A7J8JZD6|A0A7J8JZD6_MOLMO
OG0008382	sp|P56880|CLD20_HUMAN	tr|A0A7J8GPA7|A0A7J8GPA7_MOLMO
OG0008383	sp|P57055|DSCR6_HUMAN	tr|A0A7J8I2S5|A0A7J8I2S5_MOLMO
OG0008384	sp|P57772|SELB_HUMAN	tr|A0A7J8HFY3|A0A7J8HFY3_MOLMO
OG0008385	sp|P57775|FBXW4_HUMAN	tr|A0A7J8DP53|A0A7J8DP53_MOLMO
OG0008386	sp|P57789|KCNKA_HUMAN	tr|A0A7J8JVK6|A0A7J8JVK6_MOLMO
OG0008387	sp|P58166|INHBE_HUMAN	tr|A0A7J8FY36|A0A7J8FY36_MOLMO
OG0008388	sp|P62341|SELT_HUMAN	tr|A0A7J8I162|A0A7J8I162_MOLMO
OG0008389	sp|Q0D2K3|RIPP1_HUMAN	tr|A0A7J8J9S1|A0A7J8J9S1_MOLMO
OG0008390	sp|Q13200|PSMD2_HUMAN	tr|A0A7J8I182|A0A7J8I182_MOLMO
OG0008391	sp|Q13469|NFAC2_HUMAN	tr|A0A7J8HIS2|A0A7J8HIS2_MOLMO
OG0008392	sp|Q15546|PAQRB_HUMAN	tr|A0A7J8D0C0|A0A7J8D0C0_MOLMO
OG0008393	sp|Q15646|OASL_HUMAN	tr|A0A7J8BZ13|A0A7J8BZ13_MOLMO
OG0008394	sp|Q15750|TAB1_HUMAN	tr|A0A7J8G2V9|A0A7J8G2V9_MOLMO
OG0008395	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A7J8FZ55|A0A7J8FZ55_MOLMO
OG0008396	sp|Q5T1B0|AXDN1_HUMAN	tr|A0A7J8CPF5|A0A7J8CPF5_MOLMO
OG0008397	sp|Q5T601|AGRF1_HUMAN	tr|A0A7J8GP44|A0A7J8GP44_MOLMO
OG0008398	sp|Q5U5R9|HECD2_HUMAN	tr|A0A7J8DP33|A0A7J8DP33_MOLMO
OG0008399	sp|Q5VW36|FOCAD_HUMAN	tr|A0A7J8EDE6|A0A7J8EDE6_MOLMO
OG0008400	sp|Q6RW13|ATRAP_HUMAN	tr|A0A7J8F5L8|A0A7J8F5L8_MOLMO
OG0008401	sp|Q6UXS0|CL19A_HUMAN	tr|A0A7J8IXI4|A0A7J8IXI4_MOLMO
OG0008402	sp|Q7Z392|TPC11_HUMAN	tr|A0A7J8GM37|A0A7J8GM37_MOLMO
OG0008403	sp|Q86TZ1|TTC6_HUMAN	tr|A0A7J8K217|A0A7J8K217_MOLMO
OG0008404	sp|Q86X24|HORM1_HUMAN	tr|A0A7J8CR32|A0A7J8CR32_MOLMO
OG0008405	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A7J8IDI8|A0A7J8IDI8_MOLMO
OG0008406	sp|Q8IUH3|RBM45_HUMAN	tr|A0A7J8FT71|A0A7J8FT71_MOLMO
OG0008407	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A7J8GU96|A0A7J8GU96_MOLMO
OG0008408	sp|Q8N3Y1|FBXW8_HUMAN	tr|A0A7J8BXK2|A0A7J8BXK2_MOLMO
OG0008409	sp|Q8NBR0|P5I13_HUMAN	tr|A0A7J8D3A5|A0A7J8D3A5_MOLMO
OG0008410	sp|Q8NCA9|ZN784_HUMAN	tr|A0A7J8CD05|A0A7J8CD05_MOLMO
OG0008411	sp|Q8TDD1|DDX54_HUMAN	tr|A0A7J8BXZ3|A0A7J8BXZ3_MOLMO
OG0008412	sp|Q92847|GHSR_HUMAN	tr|A0A7J8I0B9|A0A7J8I0B9_MOLMO
OG0008413	sp|Q96IW7|SC22A_HUMAN	tr|A0A7J8I1I3|A0A7J8I1I3_MOLMO
OG0008414	sp|Q99966|CITE1_HUMAN	tr|A0A7J8J659|A0A7J8J659_MOLMO
OG0008415	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A7J8FZX5|A0A7J8FZX5_MOLMO
OG0008416	sp|Q9H6R0|DHX33_HUMAN	tr|A0A7J8CX81|A0A7J8CX81_MOLMO
OG0008417	sp|Q9HBL7|PLRKT_HUMAN	tr|A0A7J8EF86|A0A7J8EF86_MOLMO
